Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.0107133,0.0115303,0.0446245,0.0160512,0.0198247,0.0032473,0,0,0.00607385,0,0.0193491,0.00273749,0.029872,0.0324031,0.0232668,0.00895047,0.00875961,0.00721566,0.010466,0.0182427,0.0105599,0.0228986,0.0164902,0.0223245,0.00847137,0.0217114,0.0583343,0.00305209,0.0135734,0.00258269,0.0109713,0.00311034,0.00739708,0.00379029,0.0112498,0,0,0.0286143,0,0.0144689,0.0218762,0.0339092,0.00566917,0.0403673,0.00500967,0.00984461,0.0142539,0.00281532,0.00864075,0.00433547,0.0016972,0.00410265,0.0430288,0.00378151,0.00521612,0.0168808,0.0134473,0.009887,0.00976551,0.0113848,0.00594451
10,0.0106938,0.0109804,0.0464802,0.0159989,0.0197304,0.00329032,0,0,0.00607399,0,0.0193318,0.00280305,0.0298693,0.0333138,0.023527,0.00889855,0.00945474,0.00708107,0.0106268,0.020569,0.011912,0.0229832,0.0175297,0.0239208,0.00883694,0.0218703,0.0609286,0.00209319,0.0135667,0.00241378,0.0106752,0.0031765,0.00735879,0.00311771,0.0109703,0,0,0.0309415,0,0.0135146,0.0228764,0.0339272,0.00540367,0.0405627,0.0050625,0.00950089,0.0139991,0.00257461,0.00878692,0.00416329,0.00156631,0.00389577,0.0433738,0.00357816,0.00503909,0.0164206,0.0149542,0.00966482,0.0102964,0.0109027,0.00578849
11,0.0108127,0.0104937,0.0473997,0.0160182,0.0194829,0.00321738,0,0,0.00590823,0,0.0194077,0.00277064,0.0298661,0.032057,0.023753,0.00910071,0.00987595,0.00728695,0.0108952,0.0226162,0.0131675,0.0230888,0.0184102,0.0251741,0.00899745,0.0219692,0.0614104,0.00109048,0.0136632,0.00238635,0.0109171,0.00336057,0.00707886,0.0025364,0.0108283,0,0,0.0331007,0,0.012479,0.0238259,0.0337712,0.00510749,0.0406958,0.00524204,0.00909837,0.0137354,0.00239525,0.00885662,0.00409933,0.00140833,0.00403276,0.0437085,0.00369156,0.00532047,0.0160579,0.0163277,0.00936236,0.0108516,0.010357,0.00576424
12,0.0109941,0.0101548,0.0477819,0.0160498,0.0190822,0.00316698,0,0,0.00581441,0,0.0194377,0.00263509,0.0297841,0.0290828,0.0239972,0.00926399,0.0100838,0.00768654,0.0111818,0.0241507,0.0142723,0.0231824,0.0191405,0.0261334,0.00904129,0.0220417,0.0608899,0.00110301,0.0136934,0.00241147,0.0115458,0.00370978,0.00679865,0.00221317,0.0108388,0,0,0.0348284,0,0.0114768,0.0245507,0.0335413,0.00518129,0.0408061,0.00556717,0.00858954,0.0136314,0.00226863,0.00904474,0.00409113,0.00127428,0.00430579,0.0440769,0.00399505,0.00605361,0.0158038,0.0174277,0.00941095,0.0112517,0.00980296,0.00588761
13,0.0104332,0.00951253,0.0476282,0.0161517,0.0187865,0.00331661,0,0,0.00577982,0,0.01934,0.00254267,0.0296907,0.0250359,0.0240205,0.00925246,0.0101638,0.00859749,0.0113233,0.0254887,0.0151504,0.0230558,0.0195878,0.0268793,0.00902322,0.0221146,0.0600323,0.00188935,0.0135957,0.00239713,0.0122342,0.00452321,0.00688991,0.0021405,0.00976441,0,0,0.032438,0,0.0107535,0.0227008,0.0332325,0.00551305,0.0409753,0.00597967,0.00815278,0.0125463,0.00208451,0.00922643,0.00410912,0.00125957,0.00476481,0.0444054,0.0041879,0.00708143,0.0157422,0.0163238,0.00850239,0.010901,0.00865398,0.00530011
14,0.0108893,0.00947866,0.0475785,0.0162805,0.0191891,0.00328998,0,0,0.00579562,0,0.0192285,0.00257294,0.0297604,0.0206639,0.0240944,0.00914494,0.010279,0.00928469,0.0114975,0.0263524,0.0158369,0.0228162,0.0199469,0.0275446,0.00895517,0.0221589,0.059075,0.00264511,0.013511,0.00253324,0.0125836,0.00511725,0.0070463,0.00233182,0.0101788,0,0,0.0334141,0,0.00975423,0.0228072,0.0330131,0.00598036,0.0411959,0.00635557,0.00784026,0.0127976,0.00189605,0.00925082,0.00410241,0.00136136,0.00515232,0.04476,0.00417277,0.00769417,0.0152526,0.0168198,0.00867087,0.0110506,0.0082868,0.00574032
15,0.0112807,0.00945141,0.0474119,0.0163787,0.0197373,0.00318406,0,0,0.00576399,0,0.0190982,0.00259741,0.0298104,0.0167014,0.0240836,0.00896004,0.0103279,0.0100637,0.0115566,0.026669,0.0162584,0.0224419,0.020194,0.0280858,0.00893413,0.0222131,0.058196,0.00321233,0.0133659,0.00263612,0.0123491,0.00580661,0.00724162,0.00282615,0.0104284,0,0,0.0332732,0,0.00899316,0.0222101,0.0328337,0.00631311,0.041478,0.00665187,0.00746879,0.0129365,0.00171947,0.0092875,0.00397029,0.00146843,0.00508406,0.0451839,0.00409749,0.0077282,0.0145798,0.0168091,0.00871217,0.0109661,0.00788486,0.00604178
16,0.011417,0.00942859,0.0471299,0.0164144,0.020498,0.00307627,0,0,0.00565305,0,0.0189802,0.00252482,0.0297664,0.0139596,0.0240461,0.0085694,0.0103489,0.0108246,0.0114659,0.0264282,0.0163863,0.0220495,0.0202262,0.0283479,0.0088398,0.022197,0.0573118,0.00357367,0.0131923,0.0026659,0.0117863,0.00658173,0.00758044,0.00358336,0.0103427,0,0,0.0314908,0,0.00849732,0.0207511,0.0325907,0.00648589,0.0417689,0.00687784,0.00714231,0.0128182,0.00155427,0.00936275,0.00374481,0.00118298,0.0047289,0.0456746,0.00411891,0.00730599,0.0139073,0.0161105,0.00842915,0.0105685,0.00747049,0.00605661
17,0.0119835,0.0096555,0.0468736,0.0164347,0.0211474,0.00302985,0,0,0.00568844,0,0.0188934,0.00251191,0.0296821,0.0124923,0.0240693,0.00778814,0.0103735,0.0115352,0.0112281,0.0259214,0.0161742,0.0216864,0.0199636,0.0282752,0.00871702,0.0220204,0.056377,0.00391404,0.013129,0.00273786,0.011201,0.00722978,0.00796472,0.00461391,0.0108256,0,0,0.030548,0,0.00798749,0.0199047,0.0322636,0.00654796,0.0420366,0.00713652,0.00675193,0.0131568,0.00134163,0.00963624,0.00346639,0.000393771,0.00442258,0.0462746,0.00436949,0.00674043,0.0133126,0.0157384,0.00844561,0.0104691,0.00740215,0.00654821
18,0.0125778,0.00995253,0.0465501,0.0164546,0.0217419,0.00330474,0,0,0.00569167,0,0.0189268,0.00241551,0.0295607,0.0119551,0.0239835,0.00660257,0.0105005,0.0122052,0.0109564,0.0246771,0.0156029,0.021158,0.0194667,0.0277723,0.00873995,0.021667,0.0553944,0.00418084,0.0132526,0.00281521,0.0107015,0.00779348,0.00812571,0.00583905,0.0113084,0,0,0.0294936,0,0.00761458,0.0190162,0.0320319,0.00658601,0.0421707,0.00752576,0.00663887,0.0135763,0.00127937,0.0100607,0.00319081,0.000344309,0.00392337,0.0470181,0.00459664,0.00632618,0.0126999,0.0153576,0.00856509,0.010326,0.00749958,0.00697983
19,0.0128946,0.0102286,0.046002,0.0164414,0.0223094,0.00376166,0,0,0.00566575,0,0.0189785,0.00227967,0.0293387,0.0121703,0.0238325,0.00534579,0.0104683,0.0127849,0.0106449,0.0226147,0.0147066,0.0205131,0.0190126,0.0268526,0.00890198,0.0211639,0.0544191,0.00431726,0.0133318,0.00281421,0.0104138,0.0083182,0.00822351,0.00728262,0.0115344,0,0,0.0276424,0,0.00745318,0.017711,0.0318527,0.00712103,0.0424055,0.00804217,0.00631939,0.0137614,0.0014038,0.0103664,0.00279542,0.00109218,0.00374826,0.047705,0.00488097,0.00627688,0.012238,0.0147226,0.00857106,0.00992428,0.00762922,0.00703357
20,0.0133912,0.0106055,0.0450337,0.0164147,0.0229635,0.00437242,0,0,0.00576081,0,0.0190144,0.00222367,0.029015,0.0127071,0.0237815,0.0044488,0.0104174,0.013303,0.0103515,0.0200925,0.0137304,0.0197519,0.0189426,0.0256746,0.00926096,0.0204275,0.0531504,0.00450132,0.0133502,0.00282011,0.010412,0.00880514,0.00841664,0.0087569,0.0120447,0,0,0.0263582,0,0.00727242,0.0168783,0.0316886,0.00804606,0.0428265,0.00858879,0.00582485,0.0144627,0.00155227,0.0106429,0.00246017,0.00173387,0.0043321,0.0483057,0.00535372,0.00661283,0.011901,0.0142663,0.00864589,0.00952705,0.00788905,0.00718602
21,0.0136635,0.0109386,0.0436572,0.0163455,0.0236141,0.00522839,0,0,0.00595626,0,0.0190983,0.00216595,0.0287126,0.0137988,0.0237102,0.00456812,0.0103513,0.0137547,0.0101847,0.0175566,0.0128383,0.0189183,0.0190117,0.0243514,0.00987559,0.0195217,0.0513843,0.00454656,0.0133857,0.00272455,0.0104531,0.00919787,0.0089879,0.0103199,0.0123816,0,0,0.0248225,0,0.00720405,0.0159627,0.0315524,0.00912306,0.0430527,0.00929466,0.00538028,0.0149854,0.00192128,0.010966,0.00230746,0.00230329,0.0051703,0.0488945,0.00576217,0.00747745,0.0115849,0.0138092,0.00870481,0.00926764,0.00821922,0.00746615
22,0.0136953,0.0113091,0.0422555,0.0162653,0.0243277,0.00624398,0,0,0.00623033,0,0.0191732,0.00211002,0.0284464,0.0156418,0.0237528,0.00623985,0.0100412,0.0142471,0.0102205,0.0149601,0.0122709,0.0180413,0.0190598,0.0230843,0.0107229,0.0185312,0.04914,0.00459176,0.0134391,0.00272904,0.0102285,0.00956968,0.00947064,0.0120434,0.0124453,0,0,0.0228103,0,0.00727668,0.0147821,0.0315302,0.00995095,0.0434729,0.00998511,0.00483675,0.0151793,0.00273292,0.0111441,0.00235841,0.00282286,0.00589385,0.0494368,0.00609223,0.00844124,0.0113617,0.0132406,0.00857843,0.00873555,0.00864532,0.00761407
23,0.0139552,0.0118234,0.0408286,0.0161642,0.0249928,0.00731798,0,0,0.006615,0,0.019305,0.00215231,0.0283415,0.0179424,0.0239598,0.0083826,0.00985957,0.0147999,0.0105919,0.0128963,0.0123998,0.0170448,0.0191724,0.022209,0.011804,0.017399,0.0468037,0.00466233,0.0135558,0.00264352,0.00985866,0.00989292,0.00986331,0.0137133,0.0127132,0,0,0.0213949,0,0.00733228,0.0139256,0.0312727,0.0108268,0.0436464,0.010611,0.00468602,0.0155989,0.00332907,0.0112324,0.00277956,0.00328496,0.00657995,0.0498755,0.00656994,0.00937935,0.0112863,0.0128787,0.00844364,0.00826134,0.0092056,0.00796281
24,0.0142118,0.0124607,0.0393062,0.0160539,0.0254818,0.00843975,0,0,0.00709635,0,0.0195065,0.00226095,0.0284028,0.0205051,0.0242536,0.0105095,0.00994337,0.015419,0.0112639,0.0118429,0.0130996,0.0160541,0.0194896,0.0217805,0.0129628,0.0162805,0.0447385,0.00468371,0.0137618,0.00263973,0.00941765,0.0101507,0.0100476,0.0153466,0.012947,0,0,0.0199966,0,0.00743853,0.01302,0.0310629,0.0114998,0.0435912,0.0114961,0.00452089,0.0159907,0.00361412,0.0115918,0.00236124,0.00352058,0.00751717,0.0504269,0.00697598,0.0103027,0.0111513,0.0126491,0.00845199,0.00790467,0.00989885,0.00824937
25,0.0145727,0.013076,0.0377126,0.0158773,0.0257473,0.00954418,0,0,0.00762558,0,0.0197196,0.002518,0.0286398,0.0230239,0.0245834,0.0125243,0.0103833,0.0159945,0.0120634,0.0121542,0.0141962,0.0151972,0.019892,0.021651,0.014074,0.0152879,0.0429372,0.00463459,0.0138531,0.0025585,0.00898831,0.0103489,0.0103456,0.0168654,0.0133776,0,0,0.0188695,0,0.0074829,0.0122975,0.0310527,0.0119314,0.0433426,0.0122721,0.00460446,0.016571,0.00401754,0.0119155,0.00194409,0.00378432,0.00832841,0.0508474,0.00737926,0.0109788,0.0113929,0.0125561,0.00859064,0.00770795,0.010571,0.00869286
26,0.0147644,0.0137868,0.0359676,0.0156861,0.0259391,0.0106682,0,0,0.00826176,0,0.0199484,0.00287252,0.0287868,0.0252629,0.0250106,0.0144886,0.0107346,0.0166544,0.0129228,0.0136267,0.015533,0.0143533,0.0201493,0.0216729,0.0149267,0.0144272,0.0411519,0.00456008,0.0139316,0.00249583,0.00846901,0.0105118,0.0103797,0.0185118,0.0136078,0,0,0.0174948,0,0.00761772,0.01143,0.0311896,0.0122659,0.0434367,0.0132718,0.00469701,0.0167358,0.00421801,0.0122533,0.00182861,0.00387876,0.0092858,0.0513227,0.00800591,0.0118962,0.0116806,0.0124452,0.00860763,0.00742747,0.0114112,0.0089587
27,0.0153201,0.014504,0.0339657,0.0154681,0.0259763,0.011412,0,0,0.00884068,0,0.0201594,0.0032538,0.0290375,0.0271243,0.0254856,0.0160316,0.0112889,0.0173339,0.0138915,0.0157797,0.0169848,0.013664,0.0202078,0.0215137,0.0156067,0.0136374,0.0393072,0.00459362,0.0139938,0.0023637,0.00821555,0.0106185,0.0106135,0.0198086,0.0142332,0,0,0.0169575,0,0.0076244,0.0111999,0.0313263,0.0129795,0.0435149,0.0142705,0.00501318,0.0172288,0.0042827,0.0128257,0.00202597,0.00368435,0.0103554,0.0518489,0.00855674,0.0130978,0.0121397,0.0125028,0.00867146,0.00723929,0.0121605,0.00955291
28,0.0157307,0.0152765,0.0316204,0.0152137,0.0258084,0.0119812,0,0,0.00953432,0,0.0203819,0.00364091,0.0292928,0.0285678,0.0258551,0.0173117,0.0118025,0.0180036,0.0149377,0.0180829,0.0183974,0.0131511,0.0200943,0.0210734,0.016052,0.0129923,0.037378,0.00451562,0.0140355,0.00221761,0.00804842,0.0106871,0.0107248,0.021136,0.0146682,0,0,0.0165454,0,0.00768065,0.0110483,0.0315059,0.01407,0.0435581,0.0156545,0.00558462,0.0177919,0.0044068,0.0132623,0.00158947,0.00356012,0.0116027,0.0524129,0.00896997,0.0144906,0.0125604,0.0126644,0.00871718,0.00707481,0.0129996,0.00996507
29,0.0161399,0.0160129,0.0289645,0.0149332,0.0253679,0.0125967,0,0,0.0102978,0,0.0205839,0.00407872,0.0296005,0.0293765,0.0261765,0.0182816,0.0122741,0.0186731,0.0158244,0.020266,0.0196558,0.0128426,0.0197728,0.0204237,0.0161748,0.0125207,0.0351163,0.00442726,0.0140161,0.00213543,0.00794013,0.0107717,0.0110224,0.0223922,0.0151284,0,0,0.0161199,0,0.00775185,0.0106773,0.0317065,0.0150075,0.0435995,0.0167956,0.00592151,0.0184609,0.00446588,0.0135294,0.000905877,0.0033747,0.0126537,0.052881,0.00958832,0.0157498,0.013164,0.0128013,0.00864605,0.00687576,0.0138439,0.0104096
30,0.0165714,0.0167536,0.0259239,0.0146941,0.0245817,0.0132005,0,0,0.0110278,0,0.02084,0.00455658,0.030194,0.0294925,0.0266137,0.0187312,0.0125387,0.019403,0.0164802,0.0222611,0.0207437,0.0126797,0.019236,0.0195233,0.0160013,0.0121947,0.0322925,0.00443783,0.0140865,0.00215742,0.00781978,0.0108558,0.0111668,0.0236342,0.0156674,0,0,0.0156629,0,0.00781072,0.0101683,0.0319282,0.0155872,0.0436556,0.0176513,0.0058794,0.0191929,0.00440981,0.0137761,0.000702472,0.00325362,0.0135183,0.053344,0.0103318,0.0167023,0.013798,0.0129498,0.00868609,0.00671013,0.0147033,0.010934
31,0.0170503,0.017573,0.0226459,0.0144844,0.0236296,0.0137026,0,0,0.0117502,0,0.021114,0.00512138,0.0309871,0.029239,0.0271149,0.0185327,0.0125087,0.020181,0.0169409,0.0240164,0.0216382,0.0126235,0.0183454,0.0182544,0.0155014,0.0120327,0.0288603,0.00449051,0.0141778,0.00216847,0.00765204,0.0109313,0.0111898,0.0250077,0.016236,0,0,0.0153579,0,0.00788392,0.00996097,0.0321681,0.0158189,0.043732,0.0182316,0.00566137,0.0198949,0.00432856,0.0139719,0.000848879,0.00317917,0.014188,0.053748,0.0108215,0.0173744,0.0146749,0.0131446,0.00874266,0.00667146,0.0156248,0.0114959
32,0.0176345,0.0184344,0.019409,0.0142778,0.0223801,0.0138417,0,0,0.012374,0,0.0213968,0.00561594,0.0317246,0.0286186,0.0273989,0.0176999,0.0126194,0.0209703,0.0173259,0.0255262,0.0221832,0.0126306,0.0171422,0.0165153,0.0147812,0.0119564,0.0249315,0.00462134,0.0143191,0.00235455,0.00755002,0.0109644,0.0112302,0.0259951,0.0168559,0,0,0.0152587,0,0.0079138,0.00995051,0.0323822,0.0159554,0.0437766,0.0188398,0.00548182,0.0206313,0.00432254,0.0141947,0.00104627,0.0032868,0.0148072,0.0540993,0.0111484,0.0180079,0.0157879,0.013452,0.00871593,0.00661286,0.0165611,0.0120622
33,0.0182728,0.019349,0.0159907,0.0140984,0.0206757,0.0137104,0,0,0.0130385,0,0.021699,0.00608599,0.0323627,0.0273191,0.0275718,0.016692,0.0128441,0.0217837,0.017517,0.0267294,0.0222945,0.0126921,0.0158737,0.0148064,0.0138535,0.0119366,0.0201681,0.00473763,0.0145189,0.00260413,0.00738446,0.0109622,0.0110964,0.0266458,0.0175069,0,0,0.0153071,0,0.0079254,0.00992121,0.0324809,0.0160408,0.0438444,0.0195867,0.0052588,0.0214421,0.00433116,0.0145033,0.00118044,0.00371357,0.0154224,0.0544768,0.0116018,0.0185983,0.0169445,0.0138514,0.00875902,0.00660538,0.0175469,0.0126056
34,0.0188982,0.0203771,0.0131105,0.0139283,0.0184099,0.0133568,0,0,0.0137139,0,0.0220841,0.00650049,0.0329145,0.024942,0.0276133,0.0156828,0.0127801,0.0226871,0.017349,0.0273221,0.0217996,0.0131032,0.0146431,0.0135817,0.0127468,0.0120081,0.0150046,0.00485743,0.0147728,0.00284147,0.00726007,0.0109474,0.0109298,0.0270532,0.0181302,0,0,0.0154364,0,0.00794461,0.00978605,0.0325768,0.0161721,0.0439835,0.0203408,0.00495492,0.0222167,0.00434917,0.0148848,0.00144302,0.00420663,0.016026,0.0548416,0.0121123,0.0191531,0.0180457,0.0143086,0.00873321,0.00663853,0.0186606,0.0130758
35,0.0195017,0.0214737,0.0132809,0.0137392,0.0159177,0.0127413,0,0,0.0143549,0,0.0224735,0.00692443,0.0333718,0.0217886,0.0275416,0.0147023,0.0127667,0.0236304,0.0168485,0.0272445,0.0207697,0.0138551,0.0134051,0.0129897,0.011478,0.0123495,0.0113904,0.00497735,0.0150389,0.00313722,0.00729111,0.0109077,0.0109922,0.0272345,0.0187283,0,0,0.0156509,0,0.00795386,0.00962494,0.0326716,0.0161889,0.0441225,0.0208709,0.00450336,0.023005,0.00437846,0.0152639,0.00181004,0.00451845,0.0164889,0.0551559,0.0126064,0.0195257,0.0191544,0.014836,0.00869187,0.00679609,0.0198496,0.0134757
36,0.0200607,0.0225834,0.0175976,0.0135001,0.0141892,0.0118532,0,0,0.0150771,0,0.0227818,0.00744833,0.0337354,0.0185354,0.0274038,0.013732,0.0129306,0.024557,0.0161386,0.0266188,0.0193518,0.0149525,0.0121357,0.0124792,0.00995288,0.0131448,0.0127118,0.00504348,0.015158,0.00340845,0.00737187,0.0108602,0.0110176,0.0272254,0.0193032,0,0,0.0159327,0,0.00795848,0.00952027,0.0327753,0.0161006,0.0442054,0.0211093,0.00390133,0.0238334,0.00439714,0.015593,0.00196902,0.00461687,0.0168009,0.0554191,0.0129347,0.0197367,0.0202581,0.0154414,0.00874676,0.00701715,0.0210369,0.013851
37,0.0205638,0.0238242,0.0233505,0.0132361,0.0139083,0.0107277,0,0,0.0159903,0,0.0231046,0.00808901,0.0339291,0.0160449,0.027303,0.0125432,0.013197,0.0256004,0.0152279,0.025191,0.0174953,0.0163837,0.01034,0.011153,0.0079868,0.0146797,0.0174115,0.00495612,0.0152099,0.00364056,0.0073063,0.0107914,0.0108585,0.0270265,0.0197228,0,0,0.0162467,0,0.00799149,0.00933894,0.0329162,0.0158988,0.0442206,0.0211206,0.00326072,0.0245605,0.00434694,0.0158165,0.00204631,0.00451167,0.016947,0.0556706,0.0125593,0.0197207,0.0213022,0.0161983,0.00877994,0.0068821,0.0223761,0.0140967
