Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
9,0,0,0,0,0,0,0.0215059,0.0140295,0,0,0,0.0251926,0.0163291,0.0107875,0.00793607,0,0,0.06316,0,0.0263595,0.043667,0.037607,0.0209665,0.0178228,0.0172436,0.0341131,0.0800443,0.00380367,0.00618599,0.00355463,0.00813173,0.0147259,0.0130192,0.00550867,0.0212215,0.0333027,0.0385951,0.014402,0.0139639,0.00572791,0.00549637,0.00575505,0.00944281,0.0200413,0,0,0.0461139,0,0.00967446,0.0318124,0.0552543,0.00753272,0.0259464,0.0128327,0.0315891,0.0481546,0.010849,0.0280338,0.0177337,0.0125705,0.00467994,0.02087,0.00150182,0.00291521,0.00505476,0.0309948,0.0139515,0.0133114,0.0141403,0.0218952,0,0,0
10,0,0,0,0,0,0,0.0219868,0.0141142,0,0,0,0.0259412,0.0165122,0.0113409,0.00842592,0,0,0.063247,0,0.0263447,0.0436829,0.0375953,0.0211763,0.018198,0.0171292,0.0345719,0.0806589,0.00409743,0.00622491,0.00334708,0.00862202,0.0149699,0.0133972,0.00553157,0.0206838,0.0342532,0.0391586,0.0143879,0.0140113,0.00601798,0.00554002,0.00645422,0.0100088,0.0206448,0,0,0.046141,0,0.00969497,0.0317521,0.0556069,0.00838641,0.025888,0.0133313,0.0318489,0.0483586,0.0110169,0.0280753,0.0182106,0.0132233,0.00469483,0.0209678,0.00162376,0.00252698,0.00451427,0.0310287,0.0137299,0.013011,0.0143058,0.0223465,0,0,0
11,0,0,0,0,0,0,0.0224229,0.0143055,0,0,0,0.0266241,0.0166872,0.0118856,0.00884839,0,0,0.0632417,0,0.0262691,0.043639,0.0375118,0.0214053,0.0185119,0.0170201,0.0350045,0.0813482,0.004364,0.00622131,0.00313637,0.00905619,0.0151748,0.013715,0.00556669,0.0201179,0.0350092,0.0397167,0.0143125,0.0138339,0.0064456,0.00557584,0.00715108,0.0105328,0.0211341,0,0,0.046053,0,0.00974241,0.0316477,0.0560103,0.00921104,0.0258336,0.0137115,0.032128,0.0485915,0.0111433,0.0281294,0.0187405,0.0135965,0.00472466,0.0210568,0.00191859,0.00231355,0.00411685,0.0310145,0.0135184,0.0128872,0.0145992,0.0228284,0,0,0
12,0,0,0,0,0,0,0.022739,0.0145036,0,0,0,0.0271923,0.016821,0.0123402,0.00931228,0,0,0.0631562,0,0.0262702,0.0435767,0.0373257,0.0215252,0.0187603,0.016871,0.0352139,0.082024,0.00472022,0.006234,0.00300707,0.00950104,0.0153427,0.0139536,0.00559407,0.019632,0.0355856,0.0403147,0.0142478,0.0138231,0.00699456,0.0055585,0.007738,0.0112198,0.0214216,0,0,0.0457343,0,0.00983365,0.0314029,0.0563381,0.00978336,0.0258887,0.0139487,0.0322632,0.0486527,0.0111698,0.0280768,0.0191389,0.0137227,0.00477882,0.0210836,0.00233315,0.00233038,0.00409277,0.030958,0.0132988,0.0127786,0.0149668,0.0231518,0,0,0
13,0,0,0,0,0,0,0.0228261,0.0147308,0,0,0,0.0275055,0.0169841,0.0126197,0.0100304,0,0,0.0630162,0,0.0264393,0.0434886,0.0371533,0.0214548,0.0189309,0.0165749,0.0349292,0.082636,0.00519661,0.00627155,0.00305127,0.00994963,0.0153289,0.0140432,0.00558595,0.0192888,0.0359539,0.0409841,0.0143219,0.0139059,0.0078129,0.00546959,0.00830615,0.0124928,0.0214772,0,0,0.0452629,0,0.00999115,0.0310588,0.056491,0.0101397,0.0261003,0.0141998,0.0320162,0.0487155,0.0111286,0.0279882,0.0195404,0.0139604,0.00493232,0.021189,0.00262007,0.00249915,0.00465868,0.0309098,0.0132086,0.012695,0.0153618,0.0232539,0,0,0
14,0,0,0,0,0,0,0.0233483,0.014387,0,0,0,0.0267427,0.0171378,0.0124383,0.0114487,0,0,0.0626117,0,0.0265236,0.0433042,0.0369688,0.0209746,0.0192368,0.0161391,0.0340513,0.08265,0.00575105,0.00621846,0.00339819,0.0101884,0.0148951,0.0136204,0.00539027,0.0191893,0.0351256,0.0408892,0.0143066,0.0140022,0.00853692,0.00540434,0.00858007,0.015418,0.0216888,0,0,0.0450736,0,0.0100803,0.0308621,0.0560237,0.00987479,0.0274012,0.0147012,0.0317496,0.0489067,0.0106494,0.0279435,0.0197895,0.0143343,0.00565574,0.0214395,0.00288035,0.00311913,0.0054904,0.0310251,0.0131978,0.0126259,0.0152247,0.0235061,0,0,0
15,0,0,0,0,0,0,0.0234746,0.0143385,0,0,0,0.0241473,0.0172139,0.0118323,0.0147352,0,0,0.0620703,0,0.0265405,0.0430444,0.0369644,0.0203958,0.0190634,0.0159186,0.0314327,0.0827476,0.00629183,0.00586708,0.00408397,0.0100324,0.0139999,0.0125039,0.00482634,0.0196336,0.0316781,0.0408442,0.0142132,0.0141316,0.00889505,0.00517386,0.00835409,0.0212966,0.0215206,0,0,0.0449012,0,0.0103486,0.0307911,0.0545998,0.00870601,0.0306637,0.0156221,0.0304834,0.0487968,0.00949823,0.0277966,0.0196376,0.0149932,0.00717119,0.0218082,0.00309975,0.00456477,0.00675837,0.0311024,0.013165,0.0126059,0.0154907,0.0233933,0,0,0
16,0,0,0,0,0,0,0.0240389,0.0142108,0,0,0,0.0242566,0.0173873,0.0120247,0.0155339,0,0,0.0616755,0,0.0265523,0.0428363,0.0371299,0.0202343,0.0193941,0.0158382,0.0313516,0.0828992,0.00656321,0.0057865,0.00431955,0.0103992,0.0138793,0.0124518,0.00476976,0.0193654,0.0317294,0.0407414,0.0141441,0.0143626,0.00938454,0.00512594,0.0087541,0.0225931,0.0218231,0,0,0.0446828,0,0.0103908,0.0306563,0.0545899,0.00897521,0.0313769,0.0162645,0.0305779,0.0487923,0.0095095,0.0278536,0.019966,0.0153788,0.00764821,0.0220148,0.00359047,0.004894,0.00705907,0.0309652,0.012879,0.0126162,0.0155923,0.0236719,0,0,0
17,0,0,0,0,0,0,0.0246886,0.0140775,0,0,0,0.0246812,0.0175073,0.0123939,0.0152521,0,0,0.0610857,0,0.0266479,0.0425682,0.0373944,0.0201399,0.0197255,0.0157989,0.0317568,0.0829792,0.00679478,0.00578996,0.00453444,0.0108579,0.0138497,0.0125784,0.00483375,0.019036,0.0322107,0.0404876,0.0141308,0.0145605,0.00993832,0.00510074,0.00914465,0.0229689,0.0222125,0,0,0.0444975,0,0.0104003,0.0305227,0.054716,0.00939489,0.0316491,0.0168217,0.0309123,0.0487876,0.00977836,0.0279487,0.0203844,0.0157724,0.00798797,0.0221888,0.00408804,0.00509782,0.00729924,0.0308764,0.0126756,0.012601,0.0156791,0.0239936,0,0,0
18,0,0,0,0,0,0,0.0252962,0.0140208,0,0,0,0.0251988,0.017629,0.0122483,0.0149627,0,0,0.060428,0,0.0267552,0.0422587,0.0376691,0.0193483,0.0201361,0.0155461,0.0323078,0.0831167,0.00707758,0.00598539,0.00484092,0.0113533,0.0138812,0.0127987,0.00527338,0.0184942,0.0328705,0.040322,0.0141308,0.0146993,0.0105364,0.00509667,0.00948859,0.0230533,0.0225988,0,0,0.0442088,0,0.0104132,0.030321,0.0548085,0.00983333,0.0316492,0.0172718,0.0312556,0.0488329,0.010097,0.0280581,0.0208012,0.0160499,0.00832316,0.0223041,0.00456484,0.00541029,0.00764522,0.0306707,0.0126127,0.0125427,0.0158221,0.0243293,0,0,0
19,0,0,0,0,0,0,0.0254955,0.0137837,0,0,0,0.0240805,0.0175418,0.0108709,0.0159678,0,0,0.0602482,0,0.0269248,0.04217,0.0379817,0.015361,0.0203929,0.0151751,0.0319152,0.0829688,0.00747027,0.00636426,0.0054296,0.0119568,0.0142573,0.0132793,0.0068606,0.0171738,0.0312324,0.0403491,0.0142595,0.0145992,0.0116304,0.00508518,0.0101986,0.0239036,0.0225776,0,0,0.0431916,0,0.0105432,0.0297611,0.0547179,0.0103027,0.0316518,0.0180676,0.0308038,0.0488727,0.0103689,0.0280295,0.0213913,0.0162177,0.00893172,0.0225355,0.00496267,0.00589793,0.00850498,0.0302172,0.0125348,0.0124915,0.0159091,0.0242992,0,0,0
20,0,0,0,0,0,0,0.025681,0.0139103,0,0,0,0.0240111,0.0175567,0.0111208,0.0164478,0,0,0.0600378,0,0.0270915,0.0420079,0.0381569,0.0110409,0.0208775,0.014921,0.0319781,0.0832355,0.00785853,0.00686091,0.00595604,0.0127235,0.0150407,0.0142652,0.00892931,0.015505,0.0303987,0.0405484,0.0143247,0.014517,0.0125537,0.00504065,0.0107366,0.0243144,0.0226559,0,0,0.042846,0,0.0106312,0.0295759,0.0549561,0.0109945,0.0316299,0.0186243,0.0307993,0.0490827,0.010571,0.0280348,0.0218763,0.0166228,0.00930323,0.0227145,0.00538034,0.00620896,0.00929178,0.0301356,0.012599,0.0125086,0.0162428,0.0243419,0,0,0
21,0,0,0,0,0,0,0.0259223,0.0139815,0,0,0,0.0252665,0.0175827,0.01319,0.016446,0,0,0.0596979,0,0.0272498,0.0417764,0.0382084,0.00714306,0.0213693,0.0148702,0.0320132,0.0834362,0.00824348,0.00741647,0.00640652,0.0137897,0.0161949,0.0156562,0.0113803,0.0136753,0.0304102,0.0406359,0.0143955,0.0143897,0.01329,0.00497741,0.0112312,0.0246638,0.0227667,0,0,0.0423673,0,0.010715,0.0292961,0.0552859,0.0115989,0.0314829,0.0189874,0.0307489,0.0491399,0.0106773,0.0281011,0.0221868,0.0174022,0.00960718,0.0228497,0.00587849,0.00654923,0.00999736,0.0298981,0.0125842,0.0124887,0.0165477,0.0244045,0,0,0
22,0,0,0,0,0,0,0.0261638,0.0140523,0,0,0,0.0276735,0.017649,0.0161452,0.0166918,0,0,0.0593742,0,0.0274184,0.041538,0.0382188,0.00595364,0.0217839,0.0147922,0.0321296,0.0836078,0.00856811,0.00798243,0.0069387,0.0146434,0.0170966,0.016876,0.0136018,0.0120792,0.0315818,0.0408099,0.0144775,0.0143141,0.0138566,0.00492463,0.0117462,0.024625,0.0228854,0,0,0.0419051,0,0.0107498,0.0290566,0.0556666,0.0120914,0.0311975,0.0191767,0.0306632,0.0491892,0.0107738,0.0281974,0.0224192,0.018022,0.00988196,0.0229004,0.00636483,0.00702243,0.0106392,0.0296094,0.012538,0.0124478,0.0168571,0.0244809,0,0,0
23,0,0,0,0,0,0,0.0263648,0.014188,0,0,0,0.0307489,0.0177326,0.0193589,0.0177696,0,0,0.0591084,0,0.0275584,0.0413335,0.0382157,0.00786442,0.0221263,0.0147287,0.0322633,0.0837903,0.00885065,0.00850632,0.00750159,0.0153278,0.0178734,0.0179375,0.015601,0.0106738,0.0335059,0.041072,0.0145526,0.0142352,0.0143555,0.00487816,0.0120905,0.0245748,0.0229651,0,0,0.0414074,0,0.0107627,0.0288644,0.056057,0.0123746,0.0308366,0.0192754,0.0304993,0.0491784,0.0108793,0.0282819,0.0226484,0.017776,0.0101096,0.0229009,0.00678551,0.00747528,0.0112622,0.0293024,0.0125033,0.0124181,0.0172538,0.0245552,0,0,0
24,0,0,0,0,0,0,0.0258637,0.0159821,0,0,0,0.0339926,0.0186362,0.0226141,0.0205519,0,0,0.0548091,0,0.0268918,0.0390248,0.0378661,0.0110564,0.022244,0.0147691,0.0318416,0.0848888,0.00928985,0.00911398,0.00800403,0.0160291,0.018678,0.0190286,0.0175311,0.00955173,0.0358025,0.0403395,0.0137107,0.0153016,0.0145012,0.00478621,0.0121406,0.0253499,0.0229916,0,0,0.040774,0,0.0108562,0.0285869,0.0564088,0.0124537,0.0305249,0.0192805,0.0299373,0.0486272,0.0106327,0.0285188,0.0225797,0.017129,0.0105429,0.0232274,0.00735941,0.00805324,0.0116894,0.0286858,0.0124329,0.0124406,0.0193545,0.0247499,0,0,0
25,0,0,0,0,0,0,0.0251876,0.0165759,0,0,0,0.0355161,0.0187328,0.0248128,0.0247432,0,0,0.0528561,0,0.0265615,0.0380285,0.0378737,0.0140012,0.0219822,0.0150837,0.0297584,0.0844144,0.00964113,0.00938551,0.00863259,0.0168301,0.0187769,0.019371,0.0185422,0.00942524,0.0363934,0.0400568,0.0134868,0.015577,0.0149305,0.00440473,0.012492,0.0276651,0.0223442,0,0,0.0401135,0,0.0113169,0.0283009,0.0560957,0.0122502,0.0301238,0.0201367,0.027827,0.04824,0.0105685,0.0284388,0.0229068,0.0172313,0.0113812,0.0237065,0.00766051,0.00854079,0.0119587,0.0285499,0.0126432,0.0127288,0.0206463,0.0241768,0,0,0
26,0,0,0,0,0,0,0.0371917,0.0230193,0,0,0,0.0370333,0.0195668,0.0276358,0.0274173,0,0,0.0724493,0,0.0166697,0.0435899,0.0375859,0.0173159,0.0197306,0.0142738,0.0239075,0.0733664,0.00941458,0.00914044,0.00840151,0.0167459,0.0195175,0.0202485,0.020221,0.0082614,0.0368822,0.0643572,0.0234092,0.019283,0.0147768,0.00644206,0.0122376,0.0292634,0.0290348,0,0,0.0434742,0,0.0090848,0.0289702,0.0571077,0.0121527,0.0259299,0.0193673,0.021174,0.0375183,0.00972299,0.027816,0.0221503,0.0161934,0.0106019,0.0231319,0.00688079,0.00792495,0.0115605,0.0312226,0.0121551,0.0117147,0.0280394,0.0253635,0,0,0
27,0,0,0,0,0,0,0.0316857,0.0165823,0,0,0,0.0420201,0.0190289,0.0312127,0.0253,0,0,0.0283624,0,0.0231977,0.0233007,0.0376089,0.0209746,0.0216872,0.0145748,0.0283123,0.0738091,0.0096686,0.00985491,0.00905545,0.0176054,0.0205198,0.0215709,0.0221503,0.00760661,0.0413134,0.0268171,0.0126903,0.00900612,0.0153463,0.00585145,0.0126445,0.0276312,0.0253613,0,0,0.0411376,0,0.00960244,0.0281831,0.057175,0.0127112,0.0284263,0.0196392,0.0261227,0.0420962,0.0105573,0.0288126,0.0227371,0.0166062,0.0112107,0.0234391,0.00802069,0.00885161,0.0125096,0.0292721,0.0121525,0.0117774,0.0220627,0.0241186,0,0,0
28,0,0,0,0,0,0,0.0270402,0.0153084,0,0,0,0.0449172,0.019424,0.0330301,0.025303,0,0,0.0491285,0,0.0267066,0.0360196,0.0375656,0.0229107,0.0233565,0.0152928,0.0308752,0.0821407,0.0103262,0.0106303,0.0097857,0.018282,0.020585,0.0218794,0.0227958,0.00777116,0.0439804,0.0377942,0.0137829,0.0151734,0.0159849,0.00446028,0.0130932,0.0278671,0.0228461,0,0,0.0387361,0,0.0110876,0.0275017,0.0569289,0.0126666,0.0303562,0.0204039,0.0288574,0.0476162,0.0110758,0.0294523,0.0233393,0.0171328,0.0120948,0.0238681,0.00883561,0.0096742,0.0133227,0.0276789,0.0125697,0.0124052,0.020271,0.0245139,0,0,0
29,0,0,0,0,0,0,0.0278839,0.0144479,0,0,0,0.0474546,0.0193831,0.0352506,0.0247298,0,0,0.0499762,0,0.0274051,0.0364256,0.0375327,0.0252432,0.0240788,0.0151632,0.0318441,0.0815714,0.0103122,0.010904,0.00995478,0.0185847,0.0210932,0.0224899,0.0238871,0.00745109,0.0461226,0.0376465,0.0139649,0.0150301,0.0164079,0.00452976,0.0134379,0.0274161,0.0230469,0,0,0.0384289,0,0.0109649,0.0273149,0.0570823,0.0130608,0.0310107,0.0205076,0.0299144,0.0476207,0.0114299,0.0298161,0.02363,0.0171582,0.0122707,0.0240017,0.00918097,0.010043,0.0137921,0.0275823,0.0124983,0.0123277,0.0196195,0.0247463,0,0,0
30,0,0,0,0,0,0,0.0288628,0.013436,0,0,0,0.0496146,0.0194259,0.037061,0.0240755,0,0,0.0495438,0,0.0276695,0.0361697,0.0374485,0.0271228,0.0245911,0.0151528,0.0328304,0.0804211,0.0102659,0.0112665,0.0102293,0.0186752,0.0214419,0.0229487,0.0247252,0.00718755,0.0479963,0.0367418,0.0141461,0.0147755,0.0166297,0.00459509,0.0137433,0.0269582,0.0233857,0,0,0.0378029,0,0.0108354,0.0269532,0.0571978,0.0135781,0.0311481,0.0204535,0.0308967,0.0473928,0.0117047,0.0301587,0.0237515,0.0170808,0.0123312,0.0241684,0.00943534,0.0103154,0.0140144,0.0272705,0.0123529,0.0120168,0.0189943,0.0250024,0,0,0
31,0,0,0,0,0,0,0.0298,0.0125251,0,0,0,0.0512352,0.0194672,0.0381687,0.0236263,0,0,0.0486407,0,0.0278237,0.0356483,0.0374,0.0281943,0.0249798,0.0152456,0.0337311,0.0791399,0.0102721,0.0116659,0.0105866,0.0185086,0.0215753,0.0231583,0.0251822,0.0068574,0.0494571,0.0355996,0.0142967,0.0145789,0.0168274,0.00463702,0.0139769,0.0265098,0.0236558,0,0,0.0371805,0,0.0107077,0.0265333,0.0573409,0.0138763,0.0312873,0.0204403,0.0317798,0.0471308,0.0119978,0.0304899,0.0238934,0.0173679,0.0123634,0.0242466,0.00963706,0.0105702,0.0142525,0.0269852,0.0121169,0.0118179,0.0184871,0.0252253,0,0,0
32,0,0,0,0,0,0,0.0306179,0.011754,0,0,0,0.0526787,0.0194801,0.0392014,0.0233561,0,0,0.0474538,0,0.027957,0.0349801,0.0373003,0.0292257,0.0253492,0.0153326,0.0345124,0.0778829,0.0103663,0.0120033,0.0108163,0.0185759,0.0218622,0.023501,0.0257185,0.00671365,0.0507525,0.0343748,0.0144243,0.014246,0.0170084,0.00469801,0.0141034,0.0261891,0.0238391,0,0,0.0365463,0,0.0106474,0.0260586,0.0575413,0.014234,0.0314772,0.020438,0.0325419,0.046792,0.012054,0.0307844,0.0240068,0.0181464,0.0123933,0.0242816,0.00980637,0.0108225,0.0145607,0.0266305,0.0119239,0.0116247,0.0181719,0.0253833,0,0,0
33,0,0,0,0,0,0,0.0312773,0.0111109,0,0,0,0.0538171,0.0194699,0.0400719,0.0232043,0,0,0.0460426,0,0.0281023,0.0341649,0.0371278,0.0301001,0.025708,0.0154336,0.0351572,0.0766726,0.0105097,0.0122539,0.0108813,0.0187115,0.0221793,0.023842,0.026216,0.00667805,0.0517663,0.0331101,0.0145458,0.0136981,0.0170176,0.00477418,0.0141186,0.0261305,0.0239207,0,0,0.0357398,0,0.0106096,0.0255386,0.0577071,0.0145591,0.0316366,0.0203301,0.0331642,0.0464523,0.0119401,0.03099,0.0239982,0.0184834,0.0124166,0.0242579,0.00998027,0.0110142,0.0147177,0.0262395,0.0117441,0.0113412,0.0179579,0.0254797,0,0,0
34,0,0,0,0,0,0,0.0318235,0.0105878,0,0,0,0.0546415,0.0194832,0.0406957,0.0231059,0,0,0.0444739,0,0.0281082,0.0332009,0.0369706,0.0306894,0.0260265,0.0155459,0.0357317,0.0755586,0.0106555,0.0124587,0.0108871,0.0187911,0.0224104,0.0241058,0.0265801,0.00666032,0.0525187,0.0318652,0.0146118,0.0131663,0.0170352,0.00482716,0.0141197,0.0261093,0.0239551,0,0,0.0349856,0,0.0105776,0.0249459,0.0578145,0.014654,0.0317495,0.0202102,0.0336848,0.0461433,0.0121496,0.0311547,0.023948,0.0184105,0.01246,0.0242416,0.0100957,0.011154,0.0148574,0.0258305,0.0115452,0.01107,0.0178136,0.0255579,0,0,0
