Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LBHD,IMU_B
70,0,0,0,0,0.0471475,0.0501796,0,0,0.0423705,0,0.0243872,0.0533067,0,0.026844,0,0,0.0573327,0.0256388,0.0364591,0.0106886,0.0171202,0.0441452,0.0553524,0.0273659,0.0493823,0.0639946,0.0445472,0.0651779,0.0633905,0.0627189,0.0627632,0.0242469,0.0330311,0.0132608,0.0181494,0.022645,0,0.0343075,0.0643178,0.0247866,0,0,0.0239399,0,0,0.0449545,0.0490647,0.0523322,0.0193508,0.0204227,0.0361855,0.024099,0.0379993,0.0168608,0.0516733,0.0558291,0.0440354,0.0438945,0.0536045,0.0532702,0.0561983,0.0109997,0.0109261,0.0134271,0.0291693,0.0193465,0,0,0,0,0
71,0,0,0,0,0.0466555,0.0502728,0,0,0.0433536,0,0.0235114,0.0535165,0,0.0277287,0,0,0.057269,0.0253823,0.0358162,0.0105584,0.0151875,0.0444905,0.0559371,0.0272246,0.0491975,0.0640926,0.0446923,0.0652242,0.0634317,0.0627109,0.0627651,0.0228526,0.0326306,0.0131859,0.0181158,0.0212744,0,0.0356074,0.0640038,0.0247547,0,0,0.0254877,0,0,0.0447195,0.0498208,0.052823,0.0192006,0.0208971,0.0363765,0.0253326,0.0385868,0.0172655,0.0523841,0.0565669,0.0437725,0.0432003,0.0537841,0.0535928,0.0593075,0.0104128,0.0110268,0.0126885,0.0293941,0.0193522,0,0,0,0,0
72,0,0,0,0,0.0464346,0.0500336,0,0,0.0436971,0,0.0227296,0.0536866,0,0.0279919,0,0,0.0573486,0.0252358,0.0350712,0.0105238,0.0131896,0.0450711,0.0560114,0.0271519,0.0493864,0.0643781,0.0449553,0.0651914,0.0633428,0.0623249,0.0620391,0.0217086,0.0324615,0.0132208,0.0181931,0.0204608,0,0.0358888,0.0636507,0.0244662,0,0,0.0250382,0,0,0.0455433,0.050145,0.0524179,0.0186295,0.0211675,0.0366585,0.0251561,0.0393887,0.017508,0.0527447,0.0574982,0.0436456,0.0425251,0.053754,0.0539972,0.0599476,0.0103409,0.0112696,0.0140364,0.029478,0.0195585,0,0,0,0,0
73,0,0,0,0,0.0461475,0.0499042,0,0,0.0432302,0,0.0223547,0.0538913,0,0.0279337,0,0,0.0574314,0.0250613,0.034602,0.0103728,0.0122205,0.0455967,0.0558566,0.0270442,0.0494432,0.064547,0.0451815,0.0651439,0.0632203,0.0618506,0.0613029,0.0212395,0.0324914,0.0132308,0.0182374,0.0198834,0,0.0353313,0.0632405,0.0242941,0,0,0.0252886,0,0,0.0458048,0.0499884,0.0514081,0.0180499,0.0209305,0.037048,0.0254647,0.040442,0.0176742,0.0527293,0.0582583,0.0438945,0.0417792,0.053155,0.0539441,0.0584321,0.0101321,0.0114399,0.0142783,0.0295177,0.0194287,0,0,0,0,0
74,0,0,0,0,0.0459707,0.049852,0,0,0.0423161,0,0.0224178,0.0540266,0,0.0277352,0,0,0.0574378,0.0247973,0.034556,0.0101412,0.0124327,0.0458643,0.0554795,0.0268166,0.0489882,0.0644011,0.0454022,0.0651414,0.0631523,0.0616404,0.0611418,0.0216141,0.0326733,0.0133111,0.0181663,0.0196781,0,0.0346022,0.0630848,0.0242239,0,0,0.0252575,0,0,0.0458611,0.0495486,0.0502387,0.0177703,0.0200754,0.0374382,0.0255102,0.0414438,0.0177803,0.0526229,0.058793,0.0447901,0.0407325,0.0514453,0.0537014,0.0563956,0.0099596,0.011299,0.0144734,0.0291881,0.0191307,0,0,0,0,0
75,0,0,0,0,0.0458857,0.0499158,0,0,0.0414615,0,0.0226704,0.0540649,0,0.0274717,0,0,0.0573926,0.0247991,0.0347337,0.00990547,0.0131109,0.0458832,0.0551519,0.0264721,0.048237,0.0640274,0.0455444,0.0651751,0.0631348,0.0618069,0.0613993,0.0223373,0.0328296,0.0133104,0.0180632,0.0197179,0,0.0337526,0.0630496,0.0242084,0,0,0.0251658,0,0,0.0457163,0.049175,0.0476465,0.0176191,0.0193845,0.0377084,0.0252493,0.0418341,0.0176573,0.0522622,0.0592267,0.0455909,0.0391564,0.048894,0.0544406,0.0522966,0.00991369,0.011142,0.0144554,0.0284251,0.0188333,0,0,0,0,0
76,0,0,0,0,0.0459389,0.0500296,0,0,0.0409832,0,0.0228656,0.0541867,0,0.0272519,0,0,0.0572455,0.0247956,0.0349571,0.00985838,0.014123,0.0455879,0.0548602,0.0261317,0.0476167,0.0636993,0.0457071,0.0652528,0.0631334,0.0621673,0.061696,0.0228497,0.0329837,0.0131403,0.0179467,0.0204159,0,0.0335494,0.0628714,0.0242303,0,0,0.0250882,0,0,0.0453678,0.0489133,0.0448243,0.0171362,0.0189683,0.0378283,0.0247805,0.0418561,0.0173623,0.0520369,0.0595914,0.0463925,0.0367532,0.0450524,0.0552785,0.0487027,0.00993105,0.0109857,0.014246,0.0280163,0.0186647,0,0,0,0,0
77,0,0,0,0,0.0461169,0.0501148,0,0,0.0409861,0,0.0227927,0.0543493,0,0.0270983,0,0,0.0570521,0.0247526,0.035091,0.0096099,0.0152888,0.0450679,0.0546236,0.0260944,0.0473422,0.0635476,0.0458657,0.0653709,0.0632314,0.0624924,0.0619142,0.0228541,0.0331413,0.0129821,0.0177679,0.0219029,0,0.0326601,0.0626029,0.02428,0,0,0.0249257,0,0,0.0449572,0.0486938,0.0426404,0.0164765,0.0185851,0.0379169,0.0242024,0.0417536,0.0168931,0.051678,0.0595516,0.0476033,0.0340861,0.0400794,0.0557436,0.0455637,0.0099623,0.0108347,0.0138873,0.0278132,0.0186772,0,0,0,0,0
78,0,0,0,0,0.0463975,0.0501632,0,0,0.0412949,0,0.0226192,0.054623,0,0.0269614,0,0,0.0569366,0.0246882,0.034836,0.00925334,0.0160661,0.0443232,0.0543491,0.0262639,0.0472765,0.0636373,0.0461311,0.0655005,0.0633238,0.0627625,0.0621048,0.0224082,0.0332757,0.0130449,0.017567,0.0238576,0,0.0311203,0.0622975,0.024414,0,0,0.0248298,0,0,0.0444757,0.0484749,0.0413916,0.0158906,0.0181836,0.0379442,0.0235533,0.0415278,0.0165046,0.0513279,0.0592253,0.0493663,0.0317134,0.0343671,0.0561769,0.0429145,0.0100031,0.0108001,0.0133331,0.0276469,0.0186913,0,0,0,0,0
79,0,0,0,0,0.046746,0.050196,0,0,0.0420834,0,0.0223461,0.0550868,0,0.0268522,0,0,0.0569031,0.0246547,0.0344548,0.00922764,0.0162783,0.0434865,0.0541748,0.0264253,0.0473381,0.0638449,0.0464418,0.0656018,0.0634568,0.0628675,0.0622691,0.0215063,0.0333087,0.0131752,0.0173985,0.0258589,0,0.0296653,0.0618366,0.0245861,0,0,0.0248237,0,0,0.0439814,0.0480609,0.0409783,0.015362,0.0178431,0.0379983,0.0229115,0.0411405,0.0161666,0.051,0.0587584,0.051537,0.0303193,0.0294469,0.0566039,0.0409761,0.0100617,0.0105601,0.012757,0.027444,0.0186822,0,0,0,0,0
80,0,0,0,0,0.0467088,0.0500628,0,0,0.0427674,0,0.0220681,0.0559894,0,0.0274589,0,0,0.0569041,0.0242624,0.0339685,0.00943487,0.0161333,0.0429663,0.0546884,0.0263535,0.0472585,0.0640523,0.0468344,0.0656812,0.0634699,0.0629115,0.0622945,0.020348,0.0329268,0.0131247,0.017317,0.0276801,0,0.028871,0.0608232,0.0242936,0,0,0.023582,0,0,0.0444622,0.0469156,0.041504,0.0154769,0.0182569,0.0380619,0.0214741,0.0391262,0.0167716,0.0522518,0.0581493,0.0531342,0.0303789,0.0278989,0.0558509,0.0376459,0.010359,0.0105028,0.0138195,0.0271252,0.0192528,0,0,0,0,0
81,0,0,0,0,0.0469869,0.0501643,0,0,0.0441746,0,0.0218393,0.0565516,0,0.0275081,0,0,0.0569175,0.0243115,0.0334863,0.00914676,0.0157073,0.0422718,0.0547395,0.0263189,0.0469076,0.0640919,0.0471637,0.0657814,0.063502,0.0629661,0.0622151,0.0187603,0.0328606,0.0131254,0.0172122,0.0281554,0,0.0287975,0.060303,0.0244187,0,0,0.0234944,0,0,0.0441209,0.0463223,0.0417244,0.0148963,0.0180831,0.0383872,0.0209203,0.0384073,0.0165833,0.0516879,0.0571624,0.0533862,0.0300588,0.0267345,0.0550647,0.0367544,0.0105108,0.0102864,0.0134126,0.0272239,0.0193565,0,0,0,0,0
82,0,0,0,0,0.04773,0.0503274,0,0,0.0459935,0,0.0216616,0.056785,0,0.0272435,0,0,0.0566693,0.0248172,0.0329865,0.00840072,0.0151722,0.0414787,0.054448,0.0265352,0.0463393,0.0640348,0.0474847,0.0658854,0.063506,0.0630324,0.06229,0.0172094,0.0331176,0.0132505,0.0168117,0.0274628,0,0.0289917,0.0602847,0.0249733,0,0,0.023147,0,0,0.0436339,0.0464376,0.041336,0.013621,0.01698,0.0389346,0.0204515,0.0392348,0.0149887,0.0493414,0.0561985,0.0531414,0.0292738,0.0249261,0.0546455,0.0385063,0.010868,0.0100363,0.0128086,0.0276008,0.0191239,0,0,0,0,0
83,0,0,0,0,0.0475548,0.0502823,0,0,0.0477001,0,0.0213604,0.0574909,0,0.0274991,0,0,0.0568281,0.0246551,0.032308,0.00839401,0.0150732,0.0411318,0.054922,0.0263358,0.0459337,0.0640241,0.0477898,0.0659425,0.0635179,0.0630624,0.062371,0.0160919,0.0328388,0.013247,0.0168455,0.0277415,0,0.0285809,0.059569,0.024882,0,0,0.0230654,0,0,0.0435819,0.0453503,0.0419911,0.0140771,0.0183902,0.0395718,0.0203204,0.0369184,0.0165115,0.0505344,0.055147,0.0522747,0.0294713,0.0241491,0.0540141,0.036452,0.0108008,0.0100022,0.0127395,0.0277183,0.0194283,0,0,0,0,0
84,0,0,0,0,0.0483067,0.0504092,0,0,0.0497648,0,0.0212984,0.0575425,0,0.0271347,0,0,0.0564751,0.0253265,0.0314735,0.00778448,0.0147048,0.040516,0.0544406,0.0266114,0.0453528,0.0639245,0.0480517,0.0660169,0.0635391,0.0631624,0.0625099,0.0152838,0.0331804,0.0131442,0.0164359,0.0263297,0,0.0279519,0.0597357,0.0255438,0,0,0.0228185,0,0,0.0431847,0.0455906,0.0419118,0.0128799,0.0168138,0.0405426,0.0201166,0.0382851,0.0147082,0.0483106,0.0546755,0.0521932,0.0286066,0.0221971,0.0536911,0.0395026,0.011161,0.00984016,0.0122201,0.0279782,0.0189843,0,0,0,0,0
85,0,0,0,0,0.0485484,0.0505062,0,0,0.0515849,0,0.0213695,0.0580098,0,0.0271611,0,0,0.0563423,0.025649,0.0311173,0.0079456,0.0147751,0.0401889,0.0544527,0.0266827,0.0449554,0.0639421,0.0481931,0.0662752,0.0635209,0.0634547,0.0626682,0.0150154,0.0331987,0.0130296,0.0162328,0.025436,0,0.0273791,0.0593897,0.0257912,0,0,0.0228426,0,0,0.0431009,0.0454111,0.0425817,0.0126059,0.0165445,0.0413219,0.0200498,0.0374041,0.0147078,0.0479935,0.0541842,0.0519972,0.0283812,0.0211729,0.0533699,0.0407998,0.0112984,0.00989707,0.0119678,0.0280565,0.0188044,0,0,0,0,0
86,0,0,0,0,0.0487927,0.0506174,0,0,0.0536132,0,0.0213184,0.058339,0,0.0271627,0,0,0.0562698,0.0259638,0.0308658,0.00811225,0.0148991,0.039931,0.054548,0.0267491,0.0446666,0.0639953,0.0483497,0.0664681,0.0635402,0.063883,0.0627924,0.015302,0.0331886,0.0130028,0.0160654,0.0245549,0,0.0268792,0.0591713,0.0260258,0,0,0.0229431,0,0,0.0430646,0.045324,0.0431128,0.0124067,0.0164867,0.0420865,0.0200405,0.0367466,0.014975,0.047901,0.0538074,0.0520257,0.0278468,0.0201206,0.0531219,0.0427886,0.0114073,0.0101121,0.0116883,0.0280524,0.0185977,0,0,0,0,0
87,0,0,0,0,0.0487179,0.0506656,0,0,0.0546789,0,0.0212855,0.0590314,0,0.0274122,0,0,0.0563517,0.0260993,0.0303949,0.00857963,0.0155632,0.0397802,0.0549986,0.0267867,0.0442503,0.0641512,0.0487046,0.0665373,0.0634038,0.0641597,0.0628615,0.0156342,0.032994,0.0129876,0.0160738,0.0245146,0,0.0271299,0.0585548,0.0260415,0,0,0.022841,0,0,0.0432532,0.0452202,0.043663,0.0129714,0.0176712,0.0426084,0.0198244,0.0353487,0.0163194,0.0486707,0.0531576,0.0513545,0.0277718,0.0199152,0.0528431,0.0435128,0.0113989,0.0100577,0.0120728,0.0279331,0.0186274,0,0,0,0,0
88,0,0,0,0,0.0492807,0.0508601,0,0,0.05622,0,0.0212711,0.0593447,0,0.0270881,0,0,0.0561103,0.0265109,0.0300796,0.00857784,0.0158185,0.0393281,0.0547049,0.0269866,0.0437989,0.0641758,0.0489239,0.0665402,0.0633609,0.0641457,0.0629707,0.0164916,0.0332878,0.0129527,0.0158124,0.0237242,0,0.0275104,0.0584708,0.0265628,0,0,0.0226641,0,0,0.0429724,0.0456229,0.0436194,0.0121461,0.0167099,0.0433792,0.0197391,0.0361589,0.0158052,0.0480844,0.0533094,0.0515767,0.0277525,0.0205957,0.053356,0.0477759,0.0115931,0.00976997,0.0118934,0.0279656,0.0182685,0,0,0,0,0
89,0,0,0,0,0.0494491,0.0510049,0,0,0.0575995,0,0.0213726,0.0598702,0,0.0268732,0,0,0.0560777,0.026796,0.0297063,0.00870686,0.0162556,0.0390055,0.054726,0.0270324,0.0433321,0.0641908,0.0491358,0.0665161,0.0632496,0.0639571,0.0630813,0.0172841,0.0334088,0.0130116,0.0157366,0.0235143,0,0.0274841,0.0581071,0.0267245,0,0,0.0225721,0,0,0.04285,0.0457603,0.0440369,0.0120102,0.0171878,0.0439588,0.0196782,0.0359667,0.016313,0.0482438,0.0532075,0.0517537,0.0278984,0.0220008,0.0535661,0.0503061,0.0116544,0.0097168,0.0117961,0.0279245,0.0181998,0,0,0,0,0
90,0,0,0,0,0.0493212,0.0512906,0,0,0.0533298,0,0.0198893,0.0610601,0,0.0273399,0,0,0.0559387,0.0268302,0.0306538,0.00922604,0.0154685,0.0373771,0.0541008,0.0265023,0.0410528,0.0630938,0.0492255,0.0674363,0.0643333,0.0652214,0.0643593,0.0137396,0.0333093,0.0132218,0.0154187,0.0238362,0,0.027976,0.0569922,0.027554,0,0,0.0219305,0,0,0.0438233,0.0464821,0.0445014,0.0123756,0.0198564,0.0448828,0.0198133,0.0356727,0.0181345,0.049818,0.0536573,0.051519,0.0281426,0.0241668,0.0534195,0.0479715,0.0112158,0.00923892,0.0113308,0.0282563,0.0171661,0,0,0,0,0
91,0,0,0,0,0.049542,0.0513241,0,0,0.0539266,0,0.0197087,0.0614838,0,0.0270299,0,0,0.0557583,0.0272689,0.0305481,0.00924428,0.0159619,0.0369515,0.0538965,0.0264262,0.0403943,0.0629811,0.0494667,0.0673664,0.0641849,0.0652785,0.0643463,0.0138432,0.0335827,0.0132522,0.0153673,0.0234427,0,0.0278261,0.0566993,0.0278797,0,0,0.0218336,0,0,0.0437405,0.0465562,0.0446992,0.0122653,0.0210872,0.045425,0.0198332,0.0354588,0.018844,0.0502387,0.0536516,0.0520295,0.0283666,0.0267724,0.0537283,0.0498147,0.01125,0.00927243,0.0111871,0.0282757,0.0171912,0,0,0,0,0
92,0,0,0,0,0.0497878,0.0513765,0,0,0.0544768,0,0.0193872,0.0619575,0,0.026715,0,0,0.0555752,0.0276422,0.0304411,0.00929011,0.0165093,0.0365358,0.0535822,0.0263634,0.0395926,0.0629407,0.0495985,0.0673045,0.063956,0.0652303,0.0642503,0.0141369,0.0338645,0.0132625,0.0153661,0.0231203,0,0.0277044,0.0563855,0.0282269,0,0,0.02169,0,0,0.0436013,0.0466554,0.0446895,0.0121619,0.0220874,0.0459094,0.0199042,0.0352437,0.0195413,0.0506571,0.0536468,0.0527202,0.0286936,0.0290877,0.0543701,0.051449,0.0113493,0.00917161,0.0110128,0.0283229,0.0171607,0,0,0,0,0
93,0,0,0,0,0.0500773,0.0513452,0,0,0.0547465,0,0.0191678,0.0620211,0,0.0262158,0,0,0.0553303,0.0282253,0.0301725,0.00926565,0.0169855,0.0363492,0.0534453,0.0263672,0.0388623,0.0628357,0.0497135,0.0673872,0.0639091,0.0652339,0.0643038,0.0145366,0.0342799,0.0134196,0.0154349,0.0226197,0,0.027693,0.0564646,0.0284301,0,0,0.0217909,0,0,0.0433474,0.0464578,0.0444844,0.0119021,0.0227427,0.0461833,0.0198887,0.0348926,0.0202509,0.0509498,0.0534531,0.0536483,0.0292383,0.0300081,0.0554003,0.052337,0.0114862,0.00939262,0.010901,0.0282503,0.0173782,0,0,0,0,0
94,0,0,0,0,0.050227,0.0515738,0,0,0.0556925,0,0.0191156,0.0624043,0,0.0262095,0,0,0.0553121,0.0281123,0.0303973,0.00946905,0.0170742,0.0357903,0.0530135,0.026038,0.0386696,0.062831,0.0494932,0.0672708,0.063817,0.0649847,0.0640223,0.0152042,0.034286,0.01336,0.0153229,0.0222675,0,0.0288555,0.0561805,0.028889,0,0,0.0214587,0,0,0.0434223,0.0472711,0.046071,0.0121655,0.0215927,0.0465057,0.0199946,0.0356049,0.0194747,0.0505356,0.0536549,0.0551173,0.030924,0.0318104,0.0574479,0.049328,0.0115648,0.00902328,0.0104853,0.0284897,0.0169622,0,0,0,0,0
95,0,0,0,0,0.0505784,0.0514739,0,0,0.054996,0,0.0193431,0.0624883,0,0.025376,0,0,0.0551955,0.0288563,0.0297768,0.0096553,0.0179523,0.0356517,0.0528787,0.0261616,0.0379603,0.0627338,0.0497315,0.0671909,0.0637047,0.0650577,0.064059,0.0149467,0.0348129,0.0134277,0.0156455,0.0215745,0,0.0284617,0.0562973,0.0289297,0,0,0.0214276,0,0,0.0431713,0.0471556,0.0454079,0.0119074,0.0223852,0.0465779,0.0196637,0.0352451,0.0201099,0.0509159,0.0536018,0.0563136,0.0319022,0.032669,0.0589336,0.0493237,0.0117233,0.00909719,0.010774,0.0283556,0.0172292,0,0,0,0,0
96,0,0,0,0,0.0507084,0.0516219,0,0,0.0552184,0,0.0196544,0.0630693,0,0.0251912,0,0,0.0551925,0.0289887,0.0297523,0.0098469,0.0184435,0.0351056,0.0524379,0.0259108,0.0376668,0.0627004,0.0497431,0.0670387,0.0633838,0.0648175,0.06376,0.0151573,0.034904,0.0133787,0.0155889,0.0213668,0,0.0276682,0.0558642,0.0293777,0,0,0.0211876,0,0,0.043223,0.0476141,0.0441714,0.0121175,0.0226764,0.0467898,0.0198253,0.0352125,0.0208945,0.0514713,0.0537723,0.0571752,0.0327902,0.0334664,0.0595511,0.0494283,0.011822,0.00886399,0.0104741,0.0284515,0.0169001,0,0,0,0,0
97,0,0,0,0,0.0507849,0.0517971,0,0,0.0554879,0,0.0200213,0.0637772,0,0.0251472,0,0,0.0551924,0.0292014,0.0296148,0.0101175,0.0189697,0.0345507,0.0519284,0.0256449,0.0375444,0.0627847,0.049823,0.0667858,0.0628633,0.0643916,0.0633303,0.0156402,0.0349407,0.0134434,0.0155416,0.0214831,0,0.0250159,0.055353,0.0299344,0,0,0.0207547,0,0,0.0434079,0.0477467,0.0406245,0.0123315,0.0237453,0.0470619,0.0201543,0.0345378,0.02321,0.0526012,0.053909,0.057452,0.0327238,0.0330856,0.0591484,0.0524133,0.011986,0.00863075,0.00999424,0.0285747,0.0164939,0,0,0,0,0
98,0,0,0,0,0.0510277,0.0517375,0,0,0.0547057,0,0.0203408,0.0634852,0,0.0244738,0,0,0.0549875,0.029784,0.0292108,0.00983824,0.0192237,0.0346399,0.0519232,0.0256244,0.0369738,0.0626374,0.0498656,0.06683,0.0628591,0.064449,0.0634377,0.0153716,0.0354555,0.0135485,0.0154718,0.0213365,0,0.0263738,0.0557687,0.0299149,0,0,0.0209992,0,0,0.0430111,0.0478727,0.0416343,0.0121036,0.0230385,0.0469721,0.020097,0.0349495,0.022358,0.0523914,0.0542367,0.0587098,0.0346317,0.0352234,0.0605148,0.0476148,0.0120826,0.00909959,0.0100316,0.0284803,0.0168125,0,0,0,0,0
99,0,0,0,0,0.0511857,0.0518407,0,0,0.0545123,0,0.0208289,0.0637528,0,0.0241657,0,0,0.054814,0.0303066,0.0290235,0.00982245,0.0195585,0.0342954,0.0515503,0.025519,0.0366551,0.0626833,0.0500225,0.0666439,0.0626603,0.0640722,0.0632065,0.0154933,0.0357009,0.0135234,0.0153696,0.0214539,0,0.0238814,0.0557272,0.0301115,0,0,0.0209233,0,0,0.0428692,0.0476275,0.0382031,0.0115637,0.0240735,0.0470067,0.0202365,0.0342194,0.0247298,0.053455,0.054386,0.0589723,0.034666,0.0350669,0.0602661,0.0486726,0.0121646,0.00896558,0.00986057,0.0285723,0.0166734,0,0,0,0,0
100,0,0,0,0,0.0513626,0.0519223,0,0,0.0543452,0,0.0209169,0.063743,0,0.0238525,0,0,0.0546807,0.0306482,0.0288619,0.00968868,0.0195703,0.0340568,0.0513471,0.0253729,0.0364116,0.0625488,0.0499944,0.0665305,0.0625093,0.0637361,0.0630539,0.0156542,0.0359653,0.0135936,0.0152579,0.0219452,0,0.0231987,0.0558188,0.0302218,0,0,0.0208606,0,0,0.0426636,0.0475833,0.0369617,0.0112184,0.024016,0.0469222,0.0203263,0.0341719,0.0254817,0.0538068,0.0545626,0.059608,0.0358178,0.0359138,0.060666,0.0464072,0.0122948,0.00885501,0.00963727,0.0286399,0.0165714,0,0,0,0,0
101,0,0,0,0,0.0517779,0.051907,0,0,0.060954,0,0.0226218,0.0632724,0,0.0228109,0,0,0.0547738,0.0304937,0.0272735,0.00855234,0.0206101,0.0350316,0.0515574,0.0253946,0.0383579,0.0634745,0.0499671,0.0654369,0.0610423,0.0618549,0.0612741,0.0224939,0.0364031,0.0136392,0.0151139,0.0220254,0,0.0220217,0.0564725,0.0298564,0,0,0.0213858,0,0,0.0414352,0.0468634,0.0360356,0.0102696,0.0214922,0.0463514,0.0204022,0.0344382,0.0243502,0.052423,0.0543545,0.0609874,0.0368833,0.0368904,0.0615346,0.0480818,0.0130878,0.0094042,0.00962184,0.0284002,0.0175056,0,0,0,0,0
102,0,0,0,0,0.05211,0.0518577,0,0,0.0601278,0,0.0226168,0.0633376,0,0.0222309,0,0,0.0546394,0.0311205,0.0271115,0.0082639,0.0208918,0.0346169,0.0511076,0.0253708,0.0381716,0.0634952,0.0501003,0.0653515,0.060877,0.0617873,0.0610375,0.0220225,0.036789,0.0136431,0.015,0.0229291,0,0.0212236,0.0567528,0.0301087,0,0,0.0205518,0,0,0.0417474,0.046703,0.0345277,0.00973431,0.0214261,0.0462365,0.0198476,0.0343158,0.0254318,0.0528484,0.054724,0.0617515,0.0380769,0.0378046,0.0622696,0.0440405,0.0133262,0.00937197,0.0103237,0.028373,0.0174934,0,0,0,0,0
103,0,0,0,0,0.0523072,0.05187,0,0,0.0593425,0,0.0227062,0.0632423,0,0.0219033,0,0,0.0544118,0.0316523,0.0269838,0.00811796,0.0208742,0.0342895,0.0508154,0.025295,0.0380286,0.0634862,0.0501394,0.0652524,0.0608135,0.0617359,0.0609629,0.0216151,0.0371237,0.0136468,0.0147508,0.0246027,0,0.0202553,0.0570952,0.0303599,0,0,0.0204033,0,0,0.0416857,0.0464798,0.0330426,0.00931801,0.0211953,0.0460978,0.0198684,0.034173,0.0265154,0.0532406,0.0551229,0.0625385,0.0392122,0.0387733,0.0631546,0.0395617,0.0135669,0.00946836,0.0100702,0.0283758,0.0173917,0,0,0,0,0
104,0,0,0,0,0.0524691,0.0519055,0,0,0.0586602,0,0.022874,0.0630833,0,0.0216126,0,0,0.054233,0.0320463,0.0269018,0.00787591,0.0208988,0.0340858,0.050608,0.0251804,0.0379059,0.0633134,0.0501195,0.0651106,0.0608313,0.0615295,0.0609454,0.0211282,0.0373914,0.0136947,0.0145439,0.0269541,0,0.019229,0.0573964,0.03051,0,0,0.0201656,0,0,0.0416139,0.0463096,0.0315624,0.00908938,0.0207392,0.045959,0.0198469,0.0341465,0.0274554,0.0536108,0.0555712,0.0633572,0.0402431,0.0396495,0.0639621,0.0348762,0.0137612,0.00960031,0.00982975,0.0283039,0.017352,0,0,0,0,0
105,0,0,0,0,0.052661,0.0519845,0,0,0.0582369,0,0.02288,0.0629743,0,0.0213067,0,0,0.054074,0.0326162,0.0266657,0.00750632,0.020978,0.0338184,0.0504519,0.0251209,0.0377311,0.0631525,0.0501753,0.0652141,0.0607865,0.061139,0.0608222,0.0206373,0.0376134,0.013722,0.0143709,0.0297083,0,0.0182218,0.0577712,0.030669,0,0,0.0199524,0,0,0.0414466,0.0460744,0.0299176,0.00871253,0.020175,0.0458166,0.0198337,0.0342956,0.0282151,0.0539927,0.0561935,0.0641135,0.041242,0.0405602,0.0647151,0.029979,0.0139054,0.00948859,0.00966768,0.0282154,0.0173093,0,0,0,0,0
106,0,0,0,0,0.0528461,0.051918,0,0,0.057845,0,0.0230083,0.0627601,0,0.0211736,0,0,0.0538555,0.0330435,0.0265129,0.0071659,0.0208825,0.0338031,0.0503747,0.0250351,0.0376336,0.063004,0.0501887,0.0653003,0.060775,0.0610926,0.0607451,0.0202326,0.0378073,0.0138149,0.014102,0.0328938,0,0.0172536,0.0581548,0.030721,0,0,0.019312,0,0,0.0415143,0.0459871,0.028356,0.00853436,0.0195791,0.0455789,0.0193684,0.0345849,0.0288092,0.0543327,0.0568377,0.0648435,0.0422014,0.0414,0.0653986,0.0251766,0.0141122,0.00929855,0.0101845,0.0280223,0.0173837,0,0,0,0,0
107,0,0,0,0,0.0530422,0.0517263,0,0,0.0575097,0,0.02324,0.0625748,0,0.0209043,0,0,0.0537169,0.0336095,0.0263186,0.00672762,0.0209386,0.0336327,0.0502156,0.025009,0.0374441,0.0628731,0.0502722,0.0653229,0.0607508,0.06103,0.0606478,0.0199881,0.0380307,0.0138596,0.0139855,0.0358848,0,0.0165547,0.0586196,0.0308635,0,0,0.0191972,0,0,0.0413198,0.0459643,0.0266303,0.00827504,0.0190327,0.0454307,0.0192434,0.0350603,0.029332,0.0546903,0.0576921,0.0655153,0.0431333,0.0422619,0.0661126,0.0209063,0.0142842,0.0092425,0.0100963,0.0279433,0.0173031,0,0,0,0,0
108,0,0,0,0,0.0531966,0.0513027,0,0,0.0576102,0,0.0231196,0.0622775,0,0.0206096,0,0,0.0535924,0.0342337,0.0262283,0.00623642,0.0208396,0.0335024,0.050088,0.0249807,0.0372826,0.0627399,0.0502757,0.065303,0.0607729,0.0608018,0.060495,0.0200093,0.0382725,0.0139187,0.0138728,0.0385349,0,0.0160991,0.0591769,0.0309958,0,0,0.0191875,0,0,0.0411188,0.045969,0.0249782,0.00808888,0.0185776,0.0452574,0.0190911,0.0356721,0.0296787,0.0549795,0.0586423,0.0661873,0.0440338,0.0431391,0.0668894,0.0173378,0.0144515,0.00917756,0.00995196,0.0278833,0.0171682,0,0,0,0,0
