Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LBHD,IMU_B
228,0,0,0,0,0.0537504,0.0519649,0,0,0.0481613,0,0.0249318,0.0627364,0,0.0258584,0,0,0.0558868,0.0325148,0.0279511,0.00675657,0.0202584,0.0357064,0.0586036,0.0249046,0.0416229,0.0634883,0.0506194,0.0646285,0.0601801,0.0595689,0.0595082,0.0136523,0.0341825,0.0141253,0.0158402,0.0310246,0,0.0182449,0.0585096,0,0,0,0.0194975,0,0,0.0411056,0.045019,0.0279535,0.00620393,0.0211263,0.0472739,0.0181719,0.03507,0.0327594,0.0576872,0.0597311,0.0660075,0.0428619,0.0424382,0.0662592,0.0261549,0.01403,0.00876468,0.0106744,0.0260429,0.0163075,0,0,0,0,0
229,0,0,0,0,0.0539577,0.0521102,0,0,0.0486716,0,0.0249358,0.0623675,0,0.0254454,0,0,0.0561072,0.0332513,0.0278655,0.00613351,0.0203476,0.0356027,0.058326,0.0249313,0.041507,0.0632306,0.0506535,0.0644449,0.060356,0.059625,0.0595546,0.0135155,0.0343427,0.0144271,0.0157908,0.0334325,0,0.0182716,0.0592473,0,0,0,0.020182,0,0,0.0405173,0.044961,0.0266621,0.0063077,0.0208168,0.0470208,0.0186386,0.0358741,0.0325971,0.0576126,0.0605376,0.0663694,0.0434871,0.0431631,0.0668094,0.0221888,0.0143412,0.00890034,0.00955906,0.0262329,0.0162357,0,0,0,0,0
230,0,0,0,0,0.0541478,0.0521961,0,0,0.0487747,0,0.0248894,0.0619444,0,0.0254516,0,0,0.0559807,0.0336987,0.0277543,0.00569323,0.019952,0.0360714,0.05838,0.0249191,0.0414547,0.0630295,0.0505222,0.0639704,0.060541,0.0597256,0.0596579,0.013231,0.0345014,0.0144931,0.0156066,0.036107,0,0.0181522,0.0598315,0,0,0,0.0198156,0,0,0.0404238,0.0451625,0.0257228,0.00673413,0.0203996,0.0468042,0.0184708,0.0367058,0.0323368,0.0574439,0.0612564,0.0667814,0.0441504,0.0437694,0.0672632,0.018696,0.0147648,0.00896188,0.00944893,0.026345,0.0164099,0,0,0,0,0
231,0,0,0,0,0.0543846,0.0521851,0,0,0.0491053,0,0.0247699,0.061455,0,0.025313,0,0,0.0558253,0.0343077,0.0276546,0.0052596,0.0195093,0.0359931,0.0583997,0.024923,0.0413348,0.0628374,0.0505095,0.0640584,0.0606748,0.0596868,0.0596751,0.0131142,0.0346417,0.0146469,0.015462,0.0380806,0,0.0182899,0.0605276,0,0,0,0.019432,0,0,0.0404037,0.0452377,0.0248257,0.00727762,0.020405,0.0466342,0.018175,0.0376188,0.0317753,0.0572973,0.0619932,0.0671051,0.0447323,0.0444329,0.0677491,0.016169,0.0152854,0.00897898,0.00941035,0.0264055,0.0165561,0,0,0,0,0
232,0,0,0,0,0.0547735,0.0520379,0,0,0.0497019,0,0.0247122,0.0609072,0,0.0249473,0,0,0.0558524,0.034975,0.0277152,0.00485026,0.0190272,0.035462,0.0583153,0.0248966,0.0412051,0.0626033,0.0505975,0.0647153,0.0606937,0.0595706,0.059593,0.0130867,0.0347803,0.0146931,0.0155027,0.0392589,0,0.0185793,0.0612479,0,0,0,0.0185655,0,0,0.0406713,0.0452613,0.0238893,0.00783358,0.0208736,0.0465912,0.0173665,0.0385468,0.0309661,0.0572177,0.0625738,0.0672565,0.0451775,0.0451111,0.0682159,0.0144907,0.0155386,0.00885891,0.0101831,0.0263375,0.0168904,0,0,0,0,0
233,0,0,0,0,0.0548623,0.0522196,0,0,0.0498244,0,0.0246194,0.0604648,0,0.0250535,0,0,0.055672,0.0352527,0.0279324,0.00458843,0.0188047,0.0349938,0.0586115,0.0247152,0.0410212,0.0623531,0.0503801,0.0649468,0.0607161,0.0595826,0.0595677,0.012803,0.0348535,0.0146465,0.0152208,0.0407444,0,0.0184716,0.0616667,0,0,0,0.0188065,0,0,0.0400377,0.0455132,0.0228928,0.00832836,0.0209298,0.0465373,0.0177984,0.039319,0.0302689,0.0571406,0.0627969,0.0674073,0.0455727,0.0456359,0.0685353,0.0126022,0.0158775,0.00896989,0.00931655,0.0264886,0.017017,0,0,0,0,0
234,0,0,0,0,0.0549514,0.05222,0,0,0.0499925,0,0.0245558,0.0601596,0,0.0250226,0,0,0.0556492,0.0353627,0.0284079,0.00440157,0.0186474,0.0350997,0.0588185,0.0243723,0.0408189,0.0620968,0.0500349,0.0648377,0.0607915,0.0596204,0.0595305,0.0126337,0.0349256,0.0146092,0.0152028,0.0410858,0,0.0185293,0.0619377,0,0,0,0.0185161,0,0,0.0398583,0.0456778,0.0227894,0.00873967,0.0210451,0.0465005,0.0177039,0.0399756,0.0295357,0.0570735,0.0630146,0.0673708,0.0456574,0.0459186,0.0687073,0.0111923,0.0161731,0.00900654,0.00928458,0.0265867,0.0172319,0,0,0,0,0
235,0,0,0,0,0.0549581,0.052166,0,0,0.0497965,0,0.0244989,0.0603432,0,0.0249838,0,0,0.0556151,0.035004,0.0292835,0.00462791,0.0183591,0.0350224,0.0589658,0.0237219,0.040949,0.0619464,0.0496399,0.0645916,0.0608516,0.0595805,0.0593658,0.0126198,0.0349361,0.0145774,0.0151737,0,0,0.0157958,0.0615318,0,0,0,0.0182649,0,0,0.0399371,0.0461558,0.0280031,0.00877632,0.0197611,0.046646,0.0175216,0.0402458,0.0294841,0.0568757,0.0629148,0.0663357,0.0460447,0.0451125,0.0663484,0.0118733,0.0164194,0.00899432,0.00951393,0.0266431,0.0172775,0,0,0,0,0
236,0,0,0,0,0.0550556,0.0521526,0,0,0.0493292,0,0.0246677,0.060283,0,0.0249638,0,0,0.0556155,0.0352102,0.0298081,0.00483311,0.0180898,0.0345763,0.0590604,0.0233494,0.0408298,0.0618105,0.0494625,0.0640634,0.0607417,0.0593433,0.0590381,0.0122714,0.0348986,0.014684,0.0152005,0,0,0.0154268,0.0614871,0,0,0,0.0180905,0,0,0.0399782,0.0460597,0.0283072,0.0087789,0.0195641,0.0466741,0.0174834,0.0402713,0.0291299,0.0566292,0.0625979,0.0662188,0.0458164,0.0449184,0.066287,0.0115917,0.0165268,0.00905122,0.00962615,0.0266494,0.0174184,0,0,0,0,0
237,0,0,0,0,0.0552604,0.0524556,0,0,0.048806,0,0.0253652,0.0594825,0,0.0250445,0,0,0.0554948,0.0367284,0.0304077,0.0044859,0.0175314,0.0347436,0.0593899,0,0.0407317,0.062414,0.0504997,0.062308,0.0596173,0.0582179,0.0579514,0.0120238,0.0349743,0.0148085,0.0151715,0.0418562,0,0.0177692,0.0627478,0,0,0,0.0190125,0,0,0.0389885,0.0450181,0.0232437,0.00898148,0.0204788,0.0462788,0.0182036,0.0399381,0.0286086,0.056468,0.0621159,0.0669346,0.0449908,0.0453993,0.0683789,0.0106571,0.0171116,0.00928288,0.0079065,0.0268593,0.0175566,0,0,0,0,0
238,0,0,0,0,0.0549499,0.052396,0,0,0.0482574,0,0.0247856,0.0602972,0,0.0253254,0,0,0.055652,0.0358354,0.0305253,0.00510949,0.0167075,0.033946,0.0590966,0.0230164,0.0406404,0.0616691,0.0493597,0.0624486,0.0601726,0.0585195,0.0580742,0.0115565,0.0346826,0.0147481,0.0154553,0.0408629,0,0.0174761,0.0613407,0,0,0,0.0187293,0,0,0.0395076,0.0448326,0.0234511,0.00864072,0.0199421,0.0466253,0.0181877,0.0391804,0.0287212,0.0561828,0.0608399,0.0668872,0.0447368,0.0451822,0.0682292,0.0122482,0.0165787,0.00922847,0.00866626,0.0267092,0.0173427,0,0,0,0,0
239,0,0,0,0,0.0551315,0.0523859,0,0,0.0476367,0,0.0247625,0.0598176,0,0.0252817,0,0,0.0558627,0.036052,0.031589,0.00522463,0.0155485,0.0341448,0.0589136,0.0228542,0.0406226,0.061438,0.0490142,0.0621839,0.0600759,0.058281,0.0577823,0.0114609,0.0346689,0.0141712,0.0156106,0.042041,0,0.0148449,0.0616393,0,0,0,0.0184414,0,0,0.0396304,0.0436459,0.0203957,0.00942197,0.0190197,0.0469256,0.0181242,0.0391433,0.0270434,0.0555898,0.0597994,0.0663344,0.0436592,0.0442038,0.0670042,0,0.0166515,0.00926714,0.00891414,0.0267086,0.0172998,0,0,0,0,0
240,0,0,0,0,0.0547935,0.0523903,0,0,0.0461508,0,0.0250431,0.0612136,0,0.0256494,0,0,0.0562042,0.0356966,0.0330856,0.00578527,0.0152587,0.0337268,0.0588246,0.0226468,0.0410626,0.0617265,0.0489748,0.0614558,0.0594074,0.057612,0.0570821,0.0117958,0.0344293,0.0131461,0.0159086,0.0377794,0,0.0164361,0.0599235,0,0,0,0.0184244,0,0,0.0400189,0.0435235,0.0240752,0.0075717,0.0191027,0.0469245,0.0181404,0.0369168,0.0295355,0.0560389,0.058093,0.0663029,0.0438636,0.0439281,0.0672575,0.0160484,0.0162112,0.00905024,0.00965166,0.0266342,0.0173557,0,0,0,0,0
241,0,0,0,0,0.054758,0.0524228,0,0,0.0449092,0,0.0254659,0.0616526,0,0.0259754,0,0,0.0560196,0.0357489,0.0345063,0.00626992,0.0152529,0.0335589,0.058544,0.0225148,0.0412025,0.0617412,0.04878,0.060812,0.0587638,0.0570704,0.0565033,0.0123332,0.0342491,0.0137873,0.0159327,0.0358378,0,0.0168395,0.0594223,0,0,0,0.0183315,0,0,0.040276,0.0429493,0.0235367,0.00740326,0.0192141,0.0468176,0.0183068,0.0358652,0.0301577,0.0562648,0.0571849,0.0659264,0.0441822,0.0431765,0.0669484,0.0181875,0.0159929,0.00908949,0.0100564,0.0266932,0.0175049,0,0,0,0,0
242,0,0,0,0,0.0550187,0.0524718,0,0,0.0444328,0,0.0258426,0.0609881,0,0.0260671,0,0,0.0558523,0.0360003,0.0358276,0.0065929,0.0146688,0.033926,0.0582606,0.0221843,0.0410367,0.0612652,0.0481952,0.0604319,0.0583811,0.0567294,0.0561565,0.0128593,0.0342626,0.0140119,0.0160993,0.0370757,0,0.0149813,0.0600362,0,0,0,0.0181345,0,0,0.0404006,0.0419887,0.0202757,0.00882454,0.0184271,0.0468705,0.0185421,0.0360974,0.0288258,0.0560964,0.0571917,0.0655188,0.0431937,0.0425907,0.0661399,0,0.0160235,0.00919199,0.0102452,0.0267795,0.0172935,0,0,0,0,0
243,0,0,0,0,0.052878,0.052251,0,0,0.0410836,0,0.0237503,0.0627575,0,0.0274599,0,0,0.056233,0.0349392,0.0333015,0.00877656,0.0159262,0.0336233,0.0590726,0.0198036,0.0388999,0.0585292,0.045636,0,0.0605358,0.0590903,0.058182,0.014046,0.0331217,0.0145861,0.0161851,0.0306413,0,0.015715,0.0567922,0,0,0,0.0186319,0,0,0.0415789,0.0419347,0.0185238,0.00551557,0.0194285,0.046791,0.0191423,0.0326432,0.031419,0.0561511,0.0548693,0.0676322,0.0399456,0,0.069111,0.0236731,0.0145764,0.00904749,0.0120152,0.0263289,0.0169518,0,0,0,0,0
244,0,0,0,0,0.0530223,0.0526499,0,0,0.0435335,0,0.0263955,0.0609884,0,0.027122,0,0,0.056054,0.0360207,0.0386431,0.00651372,0.0133755,0.0341893,0.0594467,0.0218952,0.0407469,0.0608504,0.047913,0.0591108,0.0571129,0.0558595,0.0550343,0.0144949,0.0334112,0.0149072,0.0158875,0.0324802,0,0.00956193,0.0589167,0,0,0,0.0194973,0,0,0.0403158,0.0414624,0.021901,0.00577421,0.0197049,0.0464074,0.0203882,0.0326242,0.0292458,0.0555135,0.0552373,0.067579,0.0396015,0,0.0681778,0,0.01561,0.009042,0.00988585,0.0265954,0.0167324,0,0,0,0,0
245,0,0,0,0,0.052885,0.0520425,0,0,0.0432305,0,0.0263814,0.060849,0,0.027095,0,0,0.0561517,0.0359478,0.040984,0.00675881,0.0123874,0.0346829,0.0593855,0.0220764,0.0406649,0.0609406,0.0475271,0.0584775,0.0566346,0.0558279,0.0547267,0.0156022,0.033285,0.0147042,0.0160806,0.0318757,0,0.00902286,0.0588826,0,0,0,0.0175364,0,0,0.0421875,0.0415245,0.0220334,0.00569118,0.0196324,0.0470648,0.0184236,0.0322003,0.0290213,0.0551954,0.0552868,0.0679507,0.0442059,0,0.068242,0,0.0153696,0.00920216,0.0128135,0.0259913,0.0169532,0,0,0,0,0
246,0,0,0,0,0.0531956,0.050436,0,0,0.0418591,0,0.0266955,0.0613407,0,0.0269762,0,0,0.0559975,0.0358559,0.0434485,0.0068096,0.0114627,0.0352923,0.059498,0.0225276,0.0409661,0.0616218,0.0478524,0.0578363,0.0560755,0.0556159,0.0542532,0.0175993,0.0335966,0.0146892,0.0158629,0.0333203,0,0.0121836,0.0582368,0,0,0,0.0179744,0,0,0.042618,0.0423832,0.0181116,0.00478053,0.0202751,0.0478492,0.0199116,0.0311751,0.032052,0.055778,0.055129,0.0678716,0.0455804,0,0.0683406,0.0239429,0.0158344,0.00924114,0.0130817,0.0247273,0,0,0,0,0,0
247,0,0,0,0,0.052711,0.0517471,0,0,0.0416921,0,0.0285882,0.060744,0,0.0277557,0,0,0.0563958,0.0354699,0.0461003,0.00408637,0.0135506,0.036319,0.0595289,0.0248286,0.0451762,0,0.050421,0.0554639,0.0534364,0.0531913,0.051751,0.0195584,0.0329005,0.0146816,0.0161963,0.0270456,0,0.0155917,0.0590669,0,0,0,0.0177337,0,0,0.0419831,0.0430496,0.0163368,0.0038982,0.0165873,0.0468716,0.0185541,0.0328142,0.0283783,0.0529287,0.0548518,0.0689874,0,0,0.0688469,0.0291248,0.0157407,0.00916329,0.0124549,0.0261373,0.0156847,0,0,0,0,0
248,0,0,0,0,0.0514928,0.0517569,0,0,0.0395263,0,0.0280868,0.0605524,0,0.028907,0,0,0.057,0.0351961,0.047848,0.00840382,0.00979634,0.0359452,0.0595173,0.0219936,0.0407172,0.0612259,0.0475636,0.0573586,0.0558388,0.0547239,0.0536962,0.0213052,0.0319175,0.01473,0.0166987,0.0250568,0,0.0140698,0.0582605,0,0,0,0.0193174,0,0,0.0421436,0.0408872,0.017654,0.0051573,0.0144957,0.0476502,0.0204582,0.0329609,0.0253046,0.051554,0.0536656,0.0682825,0,0,0.067498,0,0.01462,0.00946771,0.0123201,0.0266729,0.0149716,0,0,0,0,0
249,0,0,0,0,0.0539622,0.0522864,0,0,0.0373914,0,0.029336,0.0643009,0,0.027533,0,0,0.0560349,0.0346969,0.0499143,0.0112408,0.00932232,0.0338082,0.0558231,0.022845,0.0413082,0.0622608,0.048503,0.056052,0.0545061,0.0534123,0.0527361,0.0239643,0.0329638,0.0147829,0.0161358,0.0522762,0,0.0204202,0.0563065,0,0,0,0.0189229,0,0,0.0418085,0.0432118,0.0225659,0.0112743,0.0327271,0.049974,0.0210562,0.0314095,0.042414,0.0649161,0.0569656,0.0579848,0.145207,0.0378716,0.0554724,0,0.0150002,0.00954298,0.0121054,0.0278668,0.0142322,0,0,0,0,0
250,0,0,0,0,0.0539891,0.0524798,0,0,0.0356354,0,0.0310877,0.0656923,0,0.028241,0,0,0.0561403,0.034022,0.0517408,0.00777874,0.0123352,0.0353399,0.0567175,0.0256557,0.0454237,0,0.0514819,0.0534816,0.0512976,0.0508816,0.0502512,0.0255509,0.0326047,0.0149235,0.0169005,0.0486181,0,0.02495,0.0548892,0,0,0,0.0179274,0,0,0.0417921,0.0441628,0.0282759,0.0074561,0.0363896,0.0481352,0.0189259,0.0298333,0.0442414,0.0661808,0.0554588,0.059279,0.152953,0,0.0571452,0.0115859,0.0153958,0.009237,0.0125628,0.0280885,0.0155358,0,0,0,0,0
251,0,0,0,0,0.051784,0.0528788,0,0,0.0346473,0,0.0315945,0.0667074,0,0.0299676,0,0,0.0568985,0.0319301,0.0528579,0.0117834,0.00783485,0.034186,0.0572487,0.0231738,0.0411069,0.0627834,0.0485873,0.0544427,0.0525623,0.0518848,0.0512208,0.0291794,0.0309524,0.0150642,0.0163973,0.0447785,0,0.024235,0.0527455,0,0,0,0.0189397,0,0,0.0431326,0.0436293,0.029302,0.00827081,0.0366797,0.0482017,0.0191421,0.0293803,0.0434953,0.0658607,0.0544958,0.0600361,0.147105,0,0.0578178,0.0130831,0.0134625,0.00947629,0.0142476,0.028773,0.0153547,0,0,0,0,0
