Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,RTIBA,RTIB
187,0,0,0,0,0.0528075,0.0581868,0,0,0,0.0484703,0,0.0236935,0.0578131,0,0,0.0277692,0,0,0.0576696,0.0386367,0.0281159,0.00864726,0.0179431,0.0385401,0.0251917,0.0235436,0.0379112,0.0612176,0.0501815,0.0627461,0.060251,0.0577059,0.057118,0.0113215,0.0465251,0.0340743,0.0227693,0.0393429,0,0.0179389,0.0603323,0,0,0,0.0179987,0,0,0.0399578,0.0425675,0.0212902,0.00513167,0.0206387,0.0522385,0.0214551,0.0382564,0.0284487,0.0582638,0.0600329,0.0683599,0.0150265,0.0163492,0.00898594,0.0110775,0.0343371,0.0149372,0,0,0,0.0440427,0.0412119,0.0638527
188,0,0,0,0,0.0528383,0.057919,0,0,0,0.0472293,0,0.0240619,0.0581807,0,0,0.0271208,0,0,0.0570628,0.0382869,0.029502,0.0086617,0.0174209,0.0382172,0.0247183,0.0232551,0.0380242,0.0611682,0.0498197,0.0616491,0.0595116,0.0571654,0.0564611,0.0114228,0.0461573,0.0341367,0.0229777,0.0365048,0,0.0170592,0.0599643,0,0,0,0.0180581,0,0,0.0400914,0.0421732,0.0193339,0.00549927,0.020375,0.0519919,0.0218093,0.0370914,0.0291657,0.0585511,0.0591705,0.0679114,0.0179816,0.0161646,0.00900425,0.0112171,0.0341604,0.014183,0,0,0,0.0434918,0.0408629,0.0634729
189,0,0,0,0,0.0525861,0.0577758,0,0,0,0.0459328,0,0.0241558,0.0583302,0,0,0.0263717,0,0,0.0563663,0.0379616,0.0311164,0.00877073,0.0167845,0.0381037,0.0241748,0.0229117,0.0383458,0.061079,0.0495087,0.0609039,0.0588136,0.0565439,0.0557197,0.011931,0.045773,0.0344823,0.0234622,0.0340458,0,0.0154131,0.0597136,0,0,0,0.0182217,0,0,0.0402325,0.0420938,0.0177694,0.00593429,0.0200869,0.0517883,0.0221564,0.036107,0.0299654,0.0589995,0.0588997,0.0675765,0.0206147,0.0160193,0.00882806,0.0114788,0.0340903,0.0136254,0,0,0,0.0433804,0.0410029,0.063455
190,0,0,0,0,0.0521567,0.0577901,0,0,0,0.0444473,0,0.0241232,0.0581716,0,0,0.0256032,0,0,0.0557109,0.0376915,0.0330195,0.00899433,0.0159235,0.0384857,0.0238231,0.0225102,0.0386547,0.0609862,0.0492145,0.0602121,0.0582273,0.0559393,0.0550403,0.0128708,0.0453203,0.0351018,0.0243673,0.0326537,0,0.0148304,0.059699,0,0,0,0.0184567,0,0,0.0403974,0.042137,0.01661,0.00628912,0.019574,0.0519387,0.0224705,0.0357784,0.0303258,0.0592683,0.0591926,0.0674697,0.0220444,0.0157648,0.00869326,0.0118078,0.0341517,0.0132607,0,0,0,0.043752,0.0415509,0.063753
191,0,0,0,0,0.0515363,0.0577272,0,0,0,0.0425758,0,0.0241314,0.0577933,0,0,0.0249988,0,0,0.0553296,0.0375157,0.035282,0.0094125,0.0148874,0.0393225,0.0237575,0.0221949,0.0388595,0.0609602,0.0489544,0.0595502,0.0576096,0.0555567,0.0545466,0.0145831,0.0447656,0.0357022,0.0254921,0.0320115,0,0.0152061,0.0599627,0,0,0,0.0187218,0,0,0.0406228,0.0421267,0.0159451,0.00658449,0.0189481,0.0523886,0.0227339,0.0366426,0.0298724,0.0591212,0.059896,0.0676112,0.0227706,0.0154056,0.0086867,0.0121792,0.0342166,0.0128122,0,0,0,0.0443175,0.0422507,0.0640922
192,0,0,0,0,0.0509417,0.0575204,0,0,0,0.0403743,0,0.0241525,0.0576433,0,0,0.0246452,0,0,0.0552789,0.037228,0.0381294,0.0102343,0.0140406,0.0399814,0.0236226,0.0222712,0.0390839,0.0609629,0.0486854,0.059006,0.0570967,0.0552816,0.0542454,0.0171459,0.0440904,0.0362395,0.0266537,0.0308744,0,0.0155847,0.06005,0,0,0,0.0190424,0,0,0.0409484,0.0417908,0.0164514,0.00680535,0.0184449,0.0529214,0.0229257,0.0375858,0.0290755,0.0587063,0.0603977,0.0673677,0.0244757,0.0149318,0.00873122,0.0125996,0.0342655,0.0124561,0,0,0,0.0444614,0.0428287,0.0640437
193,0,0,0,0,0.0503747,0.0573959,0,0,0,0.0379022,0,0.0245844,0.0580871,0,0,0.0245673,0,0,0.0554559,0.036774,0.0414532,0.0112979,0.0136002,0.040476,0.023469,0.0222788,0.0393687,0.0610891,0.0484089,0.0585097,0.0566405,0.0550006,0.0540372,0.0203967,0.0434062,0.037019,0.0280733,0.0286144,0,0.0159896,0.0595682,0,0,0,0.0194285,0,0,0.0413187,0.0410693,0.018057,0.00679368,0.0182936,0.053086,0.023031,0.0371586,0.0286567,0.0581945,0.0598823,0.0665795,0.0279958,0.0144304,0.00875053,0.0130562,0.0343803,0.0123527,0,0,0,0.043882,0.0428368,0.0634905
194,0,0,0,0,0.0498461,0.0574284,0,0,0,0.0352748,0,0.0257534,0.0590543,0,0,0.0246673,0,0,0.0556455,0.0364482,0.0446129,0.0123255,0.0132724,0.0405389,0.0234374,0.0221968,0.0396168,0.0613168,0.048158,0.0580355,0.0561939,0.0547885,0.0538213,0.0239826,0.0427747,0.0382432,0.0297304,0.0259964,0,0.0166764,0.058587,0,0,0,0.0197516,0,0,0.041559,0.0403129,0.0201834,0.00659424,0.0184246,0.052841,0.0230384,0.0355751,0.0287677,0.0579381,0.058328,0.0656047,0.0331085,0.0140025,0.0087844,0.0134433,0.0345448,0.0129726,0,0,0,0.0428657,0.0422071,0.0626896
195,0,0,0,0,0.049327,0.057314,0,0,0,0.0327337,0,0.0271085,0.0600533,0,0,0.0248848,0,0,0.0557707,0.0360915,0.0473055,0.0133865,0.0126412,0.0404888,0.0234745,0.0222881,0.0396916,0.0614944,0.0479955,0.0574501,0.0556114,0.0545624,0.0535713,0.0277607,0.0422829,0.0399005,0.031479,0.0239368,0,0.0173978,0.0576156,0,0,0,0.0200599,0,0,0.0417493,0.0399248,0.0221466,0.00645761,0.0187374,0.0524335,0.0229994,0.0341507,0.0290344,0.0579495,0.0568287,0.0647818,0.0382435,0.0136147,0.00881246,0.0137183,0.0346005,0.0129654,0,0,0,0.0419234,0.0414017,0.0620418
196,0,0,0,0,0.0486576,0.057102,0,0,0,0.030692,0,0.0283407,0.0607662,0,0,0.0251635,0,0,0.0557718,0.0358381,0.0493195,0.0144475,0.0115323,0.0404746,0.0235882,0.0225396,0.0396462,0.0616931,0.0480453,0.0568169,0.0548947,0.0542771,0.0533898,0.0319834,0.0419612,0.0417417,0.0331305,0.022748,0,0.017856,0.0570054,0,0,0,0.0203886,0,0,0.0419253,0.0397643,0.0235239,0.00649619,0.0194172,0.0520877,0.0231258,0.0336917,0.0290269,0.0579454,0.056008,0.0642235,0.0418601,0.0132662,0.00874029,0.0140253,0.0346008,0.0131644,0,0,0,0.041322,0.0407899,0.061749
197,0,0,0,0,0.0481351,0.0569,0,0,0,0.0291135,0,0.029162,0.0611434,0,0,0.025472,0,0,0.0558071,0.0357726,0.0509885,0.0154532,0.00997871,0.0405131,0.0237074,0.0229945,0.0395767,0.0620348,0.0482302,0.0562965,0.0542659,0.0539534,0.0532284,0.0367598,0.0418096,0.0429882,0.0342327,0.0220496,0,0.0178245,0.0568051,0,0,0,0.0208409,0,0,0.0422383,0.0395485,0.0239144,0.00673642,0.0201855,0.0517348,0.023441,0.0338042,0.0286449,0.0577523,0.0556988,0.0639602,0.0437235,0.0128959,0.0087977,0.0143224,0.0346377,0.0136079,0,0,0,0.0411044,0.0405544,0.0616866
198,0,0,0,0,0.0474939,0.056792,0,0,0,0.0279841,0,0.0299253,0.0613096,0,0,0.0256973,0,0,0.0558427,0.035808,0.0525051,0.0162181,0.00801485,0.0405307,0.0238789,0.0236313,0.0396363,0.0625606,0.0483749,0.055903,0.0538237,0.0537496,0.0530951,0.0419716,0.0418038,0.0437965,0.0348323,0.0212361,0,0.0175053,0.0568247,0,0,0,0.0211908,0,0,0.0425377,0.0392712,0.0235619,0.00706599,0.0203899,0.0513538,0.0238768,0.0338389,0.0281279,0.0575634,0.0557243,0.0639527,0.044907,0.0126194,0.00887908,0.0147155,0.0347381,0.0139952,0,0,0,0.0412168,0.0406442,0.0617362
199,0,0,0,0,0.0469434,0.0566827,0,0,0,0.0276923,0,0.0301823,0.0613227,0,0,0.0258544,0,0,0.0559157,0.0358466,0.0529032,0.0166961,0.00596437,0.0404422,0.0239871,0.0243726,0.0398205,0.063255,0.0488579,0.0557204,0.0534771,0.0536972,0.0532219,0.0478386,0.0418265,0.0443007,0.0350279,0.0202688,0,0.0173455,0.0569736,0,0,0,0.0214379,0,0,0.0428606,0.0391419,0.022746,0.00733995,0.0201248,0.051233,0.0243768,0.0338989,0.0278798,0.0576541,0.0561104,0.0640779,0.0466892,0.0124774,0.00903226,0.0151421,0.0348508,0.013898,0,0,0,0.0414756,0.0409535,0.0618676
200,0,0,0,0,0.0464614,0.0565279,0,0,0,0.0285987,0,0.0302149,0.0611983,0,0,0.025981,0,0,0.0560698,0.035891,0.0522807,0.0169874,0.00444068,0.0400257,0.0240223,0.0251485,0.0399053,0.0639088,0.0494985,0.0558825,0.053469,0.0541408,0.0536847,0.055051,0.0418366,0.0445162,0.0349997,0.0195258,0,0.0173972,0.0572435,0,0,0,0.0217236,0,0,0.0432206,0.0391301,0.0219662,0.00757652,0.0199979,0.0513452,0.024785,0.0341787,0.0278099,0.0579904,0.0566666,0.0641908,0.0492009,0.0123578,0.00919323,0.0155819,0.0348735,0.0137835,0,0,0,0.0417635,0.041355,0.0619782
201,0,0,0,0,0.0460238,0.0564013,0,0,0,0.0307033,0,0.0302896,0.0610104,0,0,0.0260923,0,0,0.0563063,0.0357322,0.0518093,0.0169438,0.00398745,0.0399372,0.0240854,0.0258361,0.0398046,0.0642987,0.0499837,0.056472,0.053948,0.0549917,0.0546247,0.0634711,0.0418704,0.0444429,0.0347171,0.0191367,0,0.0176464,0.0575123,0,0,0,0.0220063,0,0,0.0435413,0.0392258,0.0217597,0.00777223,0.0203446,0.0514231,0.0250505,0.0346442,0.027604,0.0582896,0.0572628,0.0641851,0.0517896,0.0123222,0.00931445,0.0159658,0.0347824,0.0137248,0,0,0,0.0418928,0.0417253,0.0620198
202,0,0,0,0,0.0456607,0.0563348,0,0,0,0.0324846,0,0.0306958,0.0608734,0,0,0.0261472,0,0,0.0565391,0.0354476,0.0525126,0.0167033,0.00438281,0.0400526,0.0243264,0.0262317,0.0394117,0.0642856,0.0501347,0.057107,0.0545508,0.0556799,0.0555231,0.0707418,0.0419611,0.0441385,0.0341153,0.0190286,0,0.0178933,0.0576722,0,0,0,0.0222194,0,0,0.0437717,0.0393991,0.0221959,0.00789489,0.0209571,0.0513805,0.0251287,0.0351679,0.0272563,0.058397,0.0577672,0.0639929,0.054074,0.0123994,0.00939899,0.0161787,0.0345613,0.0136509,0,0,0,0.0418494,0.041832,0.0619595
203,0,0,0,0,0.0454372,0.0562848,0,0,0,0.033055,0,0.0312533,0.0608587,0,0,0.0261435,0,0,0.0567501,0.0350705,0.054506,0.0166865,0.00501698,0.0401676,0.024482,0.0262497,0.0388428,0.0639214,0.0499689,0.0574585,0.0547149,0.0558959,0.0559579,0.0757245,0.0420285,0.0438049,0.0335547,0.019105,0,0.0182551,0.0576885,0,0,0,0.0223104,0,0,0.0437855,0.0395977,0.023015,0.00783357,0.021477,0.0511948,0.0251693,0.035474,0.0270045,0.0584076,0.0580346,0.0636253,0.0562711,0.0124246,0.00941672,0.016214,0.0342714,0.0137252,0,0,0,0.0420112,0.0416405,0.0617948
204,0,0,0,0,0.0464675,0.0545811,0,0,0,0.0294832,0,0.0377322,0.0601936,0,0,0.0219791,0,0,0.0618695,0.0350677,0.0603082,0.0162464,0.0083923,0.0408166,0.0249632,0.0266504,0.0396101,0.0647793,0.050699,0.0564837,0.0524971,0.0563038,0.0571656,0.0692072,0.041911,0.0329178,0.0242416,0.0169766,0,0.0204995,0.0583899,0,0,0,0.0228644,0,0,0.0431009,0.0393121,0.0238367,0.0080647,0.0253015,0.0503517,0.0258034,0.0348795,0.0299435,0.0607196,0.0585672,0.0626835,0.0509484,0.0138377,0.00899809,0.0159824,0.0329828,0.0147317,0,0,0,0.042542,0.0418423,0.0608809
205,0,0,0,0,0.0464507,0.054545,0,0,0,0.0289341,0,0.0388341,0.0601503,0,0,0.0220009,0,0,0.0618722,0.0345973,0.0627995,0.0162902,0.00876002,0.0417815,0.0250007,0.0263691,0.0395572,0.0643438,0.0502556,0.0564736,0.0523671,0.0565442,0.0577191,0.0719081,0.0419357,0.0326541,0.0243313,0.0168872,0,0.0209167,0.0584389,0,0,0,0.0228897,0,0,0.0429182,0.0393119,0.024464,0.00784045,0.0258898,0.0497606,0.0256999,0.0347841,0.0303503,0.0609248,0.0585979,0.0624706,0.0518881,0.0138498,0.00903531,0.0158008,0.0327143,0.014647,0,0,0,0.0425959,0.0417558,0.0608052
206,0,0,0,0,0.0463913,0.0544875,0,0,0,0.0279714,0,0.0400792,0.0600279,0,0,0.0219568,0,0,0.0617013,0.0341849,0.065021,0.0165712,0.00932146,0.0419742,0.0248656,0.0261085,0.0396929,0.0639772,0.0499755,0.0563945,0.0520388,0.0569809,0.0584879,0.074153,0.0418681,0.0325291,0.0244293,0.0168691,0,0.0211077,0.0585605,0,0,0,0.0229241,0,0,0.04284,0.0393062,0.0246352,0.00767225,0.0260952,0.0494202,0.0257213,0.0346363,0.030642,0.0609901,0.0585413,0.0624309,0.0523403,0.0139906,0.0090198,0.0155655,0.0324909,0.0147256,0,0,0,0.0423437,0.0418276,0.0609153
207,0,0,0,0,0.0462213,0.0547686,0,0,0,0.0273351,0,0.0408388,0.0598826,0,0,0.0217603,0,0,0.0616443,0.0336405,0.0667976,0.0167389,0.0101573,0.0412879,0.0246231,0.0261107,0.0402819,0.064007,0.0498726,0.0565387,0.0518855,0.0574087,0.0591754,0.0761166,0.0418364,0.0322908,0.0244048,0.0172223,0,0.0207438,0.0587452,0,0,0,0.0228029,0,0,0.0428951,0.0393853,0.0247128,0.00790463,0.0261745,0.0489867,0.0256064,0.0345104,0.0309215,0.0611317,0.0585856,0.0623462,0.0523579,0.0139147,0.00870277,0.0152214,0.0326289,0.0144501,0,0,0,0.0422532,0.0419866,0.0609186
208,0,0,0,0,0.0459909,0.0547709,0,0,0,0.0270294,0,0.0416968,0.0595875,0,0,0.0216931,0,0,0.0615535,0.0333634,0.0682303,0.0172384,0.0110054,0.0406831,0.0245451,0.0263177,0.0406801,0.0642124,0.0500514,0.0562968,0.0517432,0.0575107,0.0594371,0.0779778,0.0419457,0.0320427,0.02432,0.0172402,0,0.0205979,0.0591352,0,0,0,0.022755,0,0,0.0428121,0.0393628,0.0240855,0.00810929,0.0261515,0.0486398,0.0255598,0.0344955,0.030914,0.0610981,0.0586378,0.0624565,0.0515706,0.0140327,0.00869777,0.0149963,0.0325063,0.0145514,0,0,0,0.0422409,0.0420971,0.0610716
209,0,0,0,0,0.0458431,0.0544917,0,0,0,0.026923,0,0.042393,0.0590424,0,0,0.0218304,0,0,0.0615076,0.0335387,0.0692471,0.0178925,0.0113726,0.040756,0.0246776,0.0266805,0.0407237,0.0642449,0.0501289,0.0556974,0.0514431,0.0572432,0.0591768,0.0797411,0.042331,0.0316681,0.0240287,0.0171334,0,0.0206236,0.0598327,0,0,0,0.0229571,0,0,0.0425538,0.0390858,0.0230608,0.00824618,0.0261788,0.04816,0.025415,0.0344898,0.0308472,0.0610557,0.0586744,0.0627515,0.0497369,0.014255,0.00898162,0.0149221,0.0320899,0.0149452,0,0,0,0.0421147,0.0420811,0.0613043
210,0,0,0,0,0.0456605,0.0545337,0,0,0,0.026823,0,0.0429236,0.058869,0,0,0.0219255,0,0,0.0614235,0.0334396,0.0701587,0.0183104,0.0117408,0.0407851,0.0245635,0.026925,0.0410678,0.0643776,0.0499479,0.0552552,0.0508764,0.0568648,0.0587285,0.0807857,0.042536,0.0316522,0.0237511,0.0174471,0,0.0202931,0.0602109,0,0,0,0.0229587,0,0,0.0424565,0.0390833,0.0221688,0.00863911,0.0257833,0.047639,0.0253348,0.0345689,0.0305499,0.0608643,0.0587893,0.0630056,0.047932,0.0143107,0.00896186,0.0146781,0.03207,0.0148761,0,0,0,0.0421465,0.0421136,0.0614272
211,0,0,0,0,0.0454975,0.0547046,0,0,0,0.0267491,0,0.0432462,0.0586926,0,0,0.0221807,0,0,0.0614137,0.0333376,0.0706803,0.0187035,0.0119046,0.0408672,0.0244422,0.0270504,0.0413039,0.0643626,0.0497511,0.0548495,0.0504964,0.0563521,0.0580865,0.0814561,0.0426974,0.0316505,0.0235286,0.0177903,0,0.0200138,0.0606084,0,0,0,0.0229193,0,0,0.0423535,0.039021,0.0213569,0.00908023,0.0253037,0.0473113,0.0251045,0.0346142,0.0303063,0.0605532,0.0589135,0.0632573,0.0460441,0.0143819,0.00898404,0.0144171,0.0321472,0.0146597,0,0,0,0.0423752,0.0423029,0.0615254
212,0,0,0,0,0.0455273,0.0549989,0,0,0,0.0265682,0,0.0435119,0.0587618,0,0,0.0224812,0,0,0.0613523,0.0328925,0.0711397,0.0188885,0.0123447,0.0405624,0.0242184,0.0270322,0.0417427,0.0643619,0.04948,0.0545378,0.0504214,0.0560396,0.0576474,0.0816287,0.0426712,0.0319165,0.023453,0.0183048,0,0.0195764,0.0607449,0,0,0,0.0226787,0,0,0.0423743,0.0391533,0.0209689,0.00947263,0.0247346,0.0473273,0.0249344,0.0347585,0.0299399,0.0602232,0.0590162,0.0633866,0.0446296,0.0144345,0.00881765,0.0140474,0.0323486,0.0141522,0,0,0,0.0425401,0.0423788,0.0615369
213,0,0,0,0,0.0458157,0.0548985,0,0,0,0.0268206,0,0.0435129,0.0583076,0,0,0.0230488,0,0,0.0614219,0.0329897,0.0709305,0.0193534,0.0122587,0.0409841,0.0243761,0.026974,0.0415312,0.0639224,0.0491669,0.0542304,0.0504307,0.055764,0.0573078,0.082031,0.0431637,0.0317418,0.022997,0.0186521,0,0.0196478,0.0613985,0,0,0,0.0226772,0,0,0.0420418,0.0388283,0.0205598,0.00952471,0.0247672,0.0470682,0.0245328,0.0346924,0.0300357,0.0602443,0.0590393,0.063496,0.0426383,0.0146184,0.00908461,0.0140031,0.0320557,0.0138865,0,0,0,0.0425706,0.0424453,0.0615313
214,0,0,0,0,0.0460206,0.0550292,0,0,0,0.0268589,0,0.043479,0.0582716,0,0,0.0234921,0,0,0.0613287,0.0326239,0.0706162,0.019545,0.0126096,0.0413122,0.024185,0.026706,0.0416745,0.0637152,0.0487366,0.0542534,0.0506329,0.0558187,0.0573786,0.0816843,0.0434013,0.0318908,0.0228031,0.0191415,0,0.0194621,0.0616089,0,0,0,0.0224244,0,0,0.041921,0.0389347,0.0203778,0.00955419,0.024652,0.046757,0.0242793,0.0345816,0.0299695,0.0602099,0.05897,0.063524,0.0412607,0.0147861,0.00911272,0.0137931,0.0320589,0.0136118,0,0,0,0.0424595,0.0423068,0.0614682
215,0,0,0,0,0.0462725,0.055211,0,0,0,0.0267591,0,0.043166,0.0584458,0,0,0.0238155,0,0,0.0611611,0.0319757,0.0701721,0.0194733,0.0131329,0.0415255,0.0238829,0.0264353,0.0421263,0.063736,0.048271,0.0545536,0.0510137,0.0561968,0.0577354,0.0808458,0.0435052,0.0321541,0.0228768,0.0196582,0,0.0191752,0.061588,0,0,0,0.0221166,0,0,0.041951,0.0393087,0.0204493,0.00960225,0.0244327,0.0466072,0.0241156,0.0346414,0.0298108,0.0600705,0.0590806,0.0635105,0.0403704,0.014891,0.00895297,0.0135454,0.0322093,0.0130638,0,0,0,0.0423754,0.0421798,0.0614068
216,0,0,0,0,0.046504,0.0552435,0,0,0,0.0270249,0,0.0424053,0.0583256,0,0,0.0240961,0,0,0.0611064,0.0316432,0.0693663,0.0194691,0.0132538,0.0419988,0.0236597,0.0263129,0.0423908,0.0636872,0.0478869,0.0550266,0.051471,0.0568242,0.0582116,0.0799119,0.0437134,0.0322448,0.0226839,0.0200913,0,0.0191015,0.0618432,0,0,0,0.0220258,0,0,0.0419274,0.0394447,0.020485,0.00956615,0.0243898,0.0463265,0.0238611,0.0347243,0.0299022,0.0600425,0.0592857,0.0635578,0.0392502,0.014964,0.00898628,0.0134438,0.0322494,0.0129232,0,0,0,0.0423487,0.0421562,0.0614069
217,0,0,0,0,0.0467006,0.0552142,0,0,0,0.0275555,0,0.0415742,0.0581566,0,0,0.0242452,0,0,0.0610504,0.0313471,0.068319,0.0194353,0.0133343,0.0424192,0.0234611,0.0262945,0.0427082,0.0637538,0.0475075,0.0556782,0.0520465,0.0575913,0.0588338,0.0787096,0.0438158,0.0323531,0.022455,0.020514,0,0.0190197,0.062126,0,0,0,0.0219189,0,0,0.0418714,0.0395687,0.0205226,0.00961583,0.0243352,0.0461569,0.023674,0.0348631,0.0300265,0.0600403,0.0594725,0.0636402,0.0381856,0.015051,0.00898088,0.013395,0.0322838,0.0127066,0,0,0,0.0423226,0.042122,0.0614115
218,0,0,0,0,0.0467778,0.0551821,0,0,0,0.0281241,0,0.0410486,0.0579856,0,0,0.0242113,0,0,0.0609399,0.031103,0.06729,0.0193,0.013542,0.0428301,0.0232867,0.0263118,0.0431391,0.0639239,0.0472956,0.0562949,0.0527844,0.058415,0.05956,0.0776444,0.0438883,0.0324387,0.0222134,0.0210878,0,0.0187989,0.0624324,0,0,0,0.0217888,0,0,0.0417991,0.0397037,0.020341,0.00969628,0.0242542,0.045954,0.023396,0.0351586,0.0300445,0.0599227,0.0596202,0.0637331,0.0370442,0.0151882,0.00891789,0.0133018,0.0323287,0.0127697,0,0,0,0.0423206,0.0421105,0.0613911
219,0,0,0,0,0.0469299,0.055118,0,0,0,0.0283769,0,0.040839,0.0578448,0,0,0.024063,0,0,0.0608663,0.0309369,0.0662741,0.0191488,0.0138686,0.0431903,0.0231033,0.026391,0.043647,0.0641244,0.0472112,0.0570021,0.0535465,0.05912,0.0603307,0.0767478,0.0439978,0.0324215,0.022055,0.0218106,0,0.0186051,0.0627156,0,0,0,0.0216898,0,0,0.0416399,0.0398328,0.0201013,0.00978586,0.024118,0.0457538,0.0231714,0.0353816,0.0299202,0.0597054,0.059769,0.0638331,0.0357678,0.0153338,0.00882055,0.0131278,0.0323617,0.0127658,0,0,0,0.0423369,0.0421182,0.0614162
220,0,0,0,0,0.0471403,0.0550034,0,0,0,0.0285552,0,0.0408404,0.057719,0,0,0.0238021,0,0,0.0607039,0.0308398,0.0654469,0.0190223,0.0141511,0.0436306,0.0229117,0.0265298,0.0441675,0.0643475,0.0471259,0.0578388,0.0545213,0.0595806,0.0609444,0.0757566,0.0440782,0.0323644,0.0218601,0.0226689,0,0.0184284,0.0629762,0,0,0,0.0216569,0,0,0.0413656,0.0399059,0.0196433,0.00984432,0.0239513,0.0452766,0.0230201,0.0355017,0.0297039,0.0595178,0.0600038,0.0639532,0.0343728,0.01547,0.0087683,0.0129402,0.0323074,0.0123434,0,0,0,0.0423725,0.0421519,0.0614913
221,0,0,0,0,0.0466245,0.0559258,0,0,0,0.0340274,0,0.0345552,0.0584206,0,0,0.0262766,0,0,0.0567983,0.0303407,0.0620712,0.0196346,0.0103874,0.0435982,0.0222997,0.0261923,0.0425046,0.0624243,0.0460872,0.0594137,0.0576012,0.060066,0.0608125,0.0857259,0.0441384,0.0383933,0.0267393,0.0227572,0,0.0179124,0.0624949,0,0,0,0.0210784,0,0,0.0416999,0.0406569,0.0196275,0.00984042,0.0229664,0.0454758,0.0225544,0.0361036,0.028396,0.0587638,0.0604892,0.0643066,0.0346759,0.0145943,0.00897869,0.0128514,0.0329659,0.0114045,0,0,0,0.0424297,0.0419963,0.0617968
222,0,0,0,0,0.0468451,0.0558518,0,0,0,0.0338698,0,0.033991,0.0581448,0,0,0.0260568,0,0,0.0567148,0.030435,0.0615914,0.0190847,0.0109563,0.0438062,0.0222067,0.0263992,0.0429471,0.062601,0.0461107,0.060599,0.0585607,0.0609991,0.0615424,0.0843626,0.044233,0.0378889,0.026604,0.0235369,0,0.0178811,0.0629383,0,0,0,0.0206025,0,0,0.0418014,0.0407088,0.0194614,0.00998488,0.02314,0.0452425,0.0219954,0.0361306,0.0281984,0.0586957,0.0607563,0.0644412,0.0328641,0.0148412,0.00893954,0.0128921,0.0329782,0.0116413,0,0,0,0.042464,0.0420257,0.0618788
223,0,0,0,0,0.0469805,0.0559492,0,0,0,0.0335631,0,0.0332785,0.0579001,0,0,0.0257366,0,0,0.0565437,0.0305021,0.0610386,0.0185093,0.01147,0.0438095,0.022069,0.0266152,0.04344,0.0628062,0.0461449,0.0617756,0.0594713,0.0619453,0.0623486,0.0834486,0.0443405,0.0374413,0.0263777,0.0243023,0,0.0178394,0.0634155,0,0,0,0.0203881,0,0,0.0417817,0.0406717,0.0194594,0.0102634,0.0232242,0.0451082,0.0216545,0.0360365,0.0280059,0.0584641,0.0607142,0.0645493,0.0312764,0.0150179,0.00885228,0.0126881,0.0330725,0.0117501,0,0,0,0.0424745,0.0420485,0.0619829
224,0,0,0,0,0.0470032,0.0564806,0,0,0,0.0331199,0,0.0322671,0.0577693,0,0,0.0253958,0,0,0.0561524,0.0304194,0.0602725,0.0182573,0.0121174,0.0437801,0.0219071,0.027139,0.0445102,0.063356,0.0462956,0.0622901,0.0602033,0.0628017,0.0630582,0.0826673,0.0444555,0.0371924,0.0267021,0.0249827,0,0.0177499,0.063766,0,0,0,0.0202822,0,0,0.0416044,0.0405823,0.0193436,0.0108203,0.0234077,0.0443258,0.0213242,0.0357946,0.0277389,0.0582143,0.0605284,0.0645755,0.0300466,0.0150459,0.00874487,0.0124021,0.0335128,0.0111665,0,0,0,0.0425671,0.042153,0.0620409
