Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,RTIBA,RTIB
70,0,0,0,0,0.0511886,0.0544329,0,0,0,0.0536645,0,0.0217592,0.0604347,0,0,0.0315347,0,0,0.0596298,0.0379732,0.0265355,0.0155444,0.0200229,0.0314813,0.0317932,0.0222309,0.0366348,0.0596878,0.0496778,0.0659465,0.0623631,0.0602757,0.0594098,0.0137072,0.0501359,0.0388677,0.0241574,0.0337388,0,0.0181205,0.0585802,0.0266585,0,0,0.0178352,0,0,0.0383457,0.0440665,0.0220328,0.0104015,0.0195301,0.051496,0.0148542,0.0369861,0.0283641,0.0567355,0.0593731,0.0691393,0.0214389,0.0210844,0.0117775,0.00797985,0.028432,0.0171144,0,0,0,0.0452969,0.0433104,0.0655504
71,0,0,0,0,0.0512796,0.0545294,0,0,0,0.0533478,0,0.0217712,0.0606582,0,0,0.0314311,0,0,0.0595467,0.0377073,0.0279081,0.0155909,0.0193364,0.0314063,0.0312978,0.0219705,0.0368866,0.059574,0.0493912,0.0654411,0.0620576,0.059875,0.0589532,0.013693,0.0500498,0.0388486,0.0241115,0.0321394,0,0.018228,0.0582495,0.0266837,0,0,0.0178092,0,0,0.0384867,0.0438528,0.0205712,0.0102805,0.019734,0.0513239,0.014878,0.0365704,0.0291482,0.0571741,0.0591272,0.0688617,0.023473,0.0207452,0.01142,0.00815839,0.0284254,0.0167279,0,0,0,0.0448405,0.0427602,0.0652488
72,0,0,0,0,0.0513568,0.0546044,0,0,0,0.0527828,0,0.0217206,0.0607874,0,0,0.0313708,0,0,0.0594154,0.0373475,0.0295027,0.0153035,0.0185392,0.0314416,0.0307035,0.0217755,0.0370535,0.0594613,0.049061,0.0647213,0.0616762,0.0593449,0.0583878,0.0139785,0.0499066,0.0386702,0.0239498,0.0305193,0,0.0170025,0.0580081,0.0269234,0,0,0.0177104,0,0,0.0386809,0.0436216,0.0186212,0.0106264,0.0200813,0.0513714,0.0149448,0.0361849,0.0300598,0.0578455,0.0591181,0.0691597,0.0253298,0.0203812,0.0110985,0.00837181,0.028462,0.0162483,0,0,0,0.0446224,0.0425103,0.0651712
73,0,0,0,0,0.0512281,0.0546866,0,0,0,0.0519867,0,0.0216705,0.0607725,0,0,0.0310007,0,0,0.0591407,0.03694,0.0312474,0.0148623,0.0175153,0.0316367,0.0302889,0.0216126,0.03725,0.059398,0.04866,0.0641313,0.0612801,0.0587663,0.0577656,0.0143261,0.0497521,0.0383586,0.0237284,0.0288714,0,0.0153745,0.0578606,0.0271738,0,0,0.0176211,0,0,0.0388598,0.0433838,0.0168903,0.0111901,0.0201154,0.0517046,0.015056,0.0358246,0.0306263,0.0584485,0.0594093,0.0693922,0.0269034,0.0200427,0.0107665,0.0086133,0.0284787,0.0157277,0,0,0,0.0449653,0.0428938,0.0655081
74,0,0,0,0,0.0508559,0.0546374,0,0,0,0.0511464,0,0.0215103,0.0605122,0,0,0.0306377,0,0,0.058859,0.0366053,0.033242,0.0145737,0.0162857,0.0320526,0.0301124,0.021443,0.037529,0.0593974,0.0481214,0.0635023,0.0609541,0.0583105,0.0572637,0.0143054,0.0494402,0.0379745,0.0236431,0.028218,0,0.0152016,0.0579343,0.0271324,0,0,0.0176864,0,0,0.0391006,0.0430007,0.0152807,0.0115556,0.0194232,0.0521866,0.0151781,0.0358348,0.0302341,0.058463,0.0599636,0.0696171,0.0274257,0.0196707,0.010339,0.00884679,0.0283751,0.0151585,0,0,0,0.0457802,0.0437667,0.0660757
75,0,0,0,0,0.0504586,0.05429,0,0,0,0.0499588,0,0.021605,0.0601055,0,0,0.0301811,0,0,0.0586659,0.0362902,0.0357509,0.0146574,0.0150644,0.0327597,0.0299026,0.0212092,0.0379246,0.0594464,0.0474916,0.0630384,0.0606828,0.0580629,0.056885,0.014461,0.0489486,0.0376487,0.0238903,0.0277563,0,0.0158778,0.0581801,0.026896,0,0,0.0178458,0,0,0.0394694,0.042459,0.0146088,0.0116683,0.0184292,0.0527129,0.0152256,0.0364539,0.0290095,0.0578101,0.060387,0.0694693,0.0277468,0.0191677,0.00988673,0.00915892,0.0281784,0.0145814,0,0,0,0.0463081,0.0447015,0.0663117
76,0,0,0,0,0.0501268,0.0539048,0,0,0,0.0482012,0,0.0222976,0.0600309,0,0,0.0298632,0,0,0.0587569,0.0358032,0.0387084,0.0151688,0.014162,0.0336971,0.0295723,0.0208604,0.0384645,0.0594446,0.0469268,0.0626916,0.0603792,0.0577103,0.0565188,0.0149778,0.048339,0.0375686,0.0245268,0.0263018,0,0.0163493,0.0580254,0.026603,0,0,0.0180424,0,0,0.0398958,0.0418747,0.0157028,0.0115049,0.018056,0.0530054,0.0150987,0.0367288,0.028034,0.0570058,0.0601645,0.0683925,0.029589,0.0184612,0.00958067,0.0094941,0.0280903,0.0143682,0,0,0,0.0457379,0.0449173,0.0657013
77,0,0,0,0,0.0497936,0.0537022,0,0,0,0.0458033,0,0.0234495,0.0606404,0,0,0.0300875,0,0,0.0590635,0.0350587,0.0417054,0.0159353,0.0136611,0.0345547,0.0293266,0.0204095,0.0388212,0.0593924,0.0463811,0.0621031,0.0598575,0.0571606,0.0560591,0.0156528,0.0477111,0.038022,0.0254066,0.0239652,0,0.0166719,0.0571127,0.0263115,0,0,0.0181239,0,0,0.0402594,0.0411281,0.0180122,0.0109279,0.0183606,0.0529689,0.0148553,0.0356691,0.0280446,0.0565308,0.0589506,0.0668336,0.0337566,0.0176487,0.00938443,0.00987353,0.0281131,0.014717,0,0,0,0.0442538,0.0441222,0.0644025
78,0,0,0,0,0.049442,0.0537045,0,0,0,0.042918,0,0.0246687,0.0617579,0,0,0.0307455,0,0,0.0594797,0.0344158,0.044135,0.0168572,0.0132398,0.0349111,0.0292486,0.0201356,0.0389035,0.0594243,0.0460858,0.0612064,0.0589699,0.0565707,0.0554372,0.0168336,0.0472427,0.0387889,0.0263862,0.0219155,0,0.0173578,0.0558345,0.0260119,0,0,0.018295,0,0,0.0405196,0.040483,0.0206967,0.0103232,0.0189914,0.0525858,0.0146296,0.0339629,0.0286174,0.0564792,0.0571337,0.0655252,0.0391031,0.0169878,0.00915299,0.0102435,0.0281291,0.0153594,0,0,0,0.0427727,0.0428094,0.0631273
79,0,0,0,0,0.0489811,0.0537692,0,0,0,0.0399265,0,0.0258828,0.0628462,0,0,0.0313303,0,0,0.0597721,0.0339737,0.0461374,0.0179582,0.0125419,0.0349578,0.0292842,0.0200679,0.0388785,0.0595124,0.0459216,0.0602433,0.0578917,0.0559955,0.0548195,0.01899,0.0470143,0.0397661,0.0273039,0.0210825,0,0.0179129,0.054704,0.0255467,0,0,0.0186335,0,0,0.0407712,0.040252,0.0230035,0.0100471,0.0194716,0.0522022,0.0144704,0.0327152,0.0291588,0.0566998,0.0555646,0.0646637,0.0435743,0.0165107,0.00891049,0.0105924,0.0280673,0.0160857,0,0,0,0.0417565,0.041708,0.0623526
80,0,0,0,0,0.048404,0.0537237,0,0,0,0.0373113,0,0.0270311,0.0634497,0,0,0.0318367,0,0,0.0599277,0.0338517,0.0479833,0.0190314,0.0117142,0.0348337,0.0293686,0.0203201,0.038725,0.0596579,0.0458826,0.0593855,0.0567965,0.0553033,0.0542112,0.0221479,0.0470491,0.0407783,0.0279463,0.0212328,0,0.0179586,0.0541447,0.0251574,0,0,0.0189913,0,0,0.0409996,0.0402927,0.0240707,0.0101105,0.019809,0.0519441,0.014501,0.032463,0.0291569,0.0567817,0.0548424,0.064265,0.0453709,0.0160721,0.00869225,0.0109991,0.0279571,0.0167229,0,0,0,0.0412672,0.0412451,0.0621102
81,0,0,0,0,0.0477581,0.0536133,0,0,0,0.0350624,0,0.0282339,0.0635578,0,0,0.0322393,0,0,0.060028,0.0339843,0.0496484,0.0198925,0.0107304,0.0346827,0.0294351,0.0208274,0.0386327,0.0599283,0.0459853,0.0586255,0.0557769,0.0546406,0.0535356,0.0259401,0.0471882,0.0415959,0.0281464,0.0216306,0,0.0175269,0.0541112,0.0249779,0,0,0.0194499,0,0,0.0411454,0.0403655,0.0237085,0.0103799,0.0198624,0.0518533,0.0148769,0.0327854,0.0286272,0.0565915,0.0548455,0.0642082,0.0444197,0.0155757,0.00849047,0.0113696,0.0278623,0.0170685,0,0,0,0.0412059,0.0412859,0.062167
82,0,0,0,0,0.0471552,0.0534813,0,0,0,0.0331405,0,0.0293563,0.0634061,0,0,0.0326495,0,0,0.0602185,0.0342522,0.0504602,0.0204736,0.00939055,0.0344749,0.0294348,0.0216085,0.0388045,0.0604584,0.0462992,0.0577447,0.0548771,0.0539217,0.0527752,0.0301301,0.0472924,0.0420157,0.027941,0.0217811,0,0.0169944,0.0543648,0.0249301,0,0,0.0199072,0,0,0.0413737,0.0404476,0.0223212,0.0107427,0.0195673,0.0519278,0.0155032,0.0331593,0.0279724,0.0564499,0.0552567,0.0643295,0.0425683,0.0150377,0.00844309,0.0116774,0.027811,0.0170418,0,0,0,0.0414484,0.0415465,0.0622932
83,0,0,0,0,0.0466091,0.0533292,0,0,0,0.0317822,0,0.0301229,0.063304,0,0,0.0330994,0,0,0.0604781,0.0345339,0.0499257,0.0208128,0.00769621,0.0343903,0.0293531,0.0225423,0.0389202,0.0612675,0.0467974,0.0569537,0.0540771,0.0533086,0.0522218,0.0351002,0.0473144,0.0422786,0.0274969,0.0215481,0,0.0166576,0.0546085,0.0247504,0,0,0.0203109,0,0,0.0417228,0.0404265,0.0204962,0.0111679,0.0190669,0.052286,0.0161587,0.0335174,0.0276772,0.056612,0.0558303,0.0645417,0.0415793,0.0145461,0.00844588,0.0121539,0.0278467,0.0167186,0,0,0,0.0419157,0.0419684,0.0624318
84,0,0,0,0,0.0461174,0.0531635,0,0,0,0.0315901,0,0.0303651,0.063324,0,0,0.0332147,0,0,0.0607277,0.0348665,0.0484023,0.021046,0.00598338,0.0345292,0.0293038,0.0235203,0.0389144,0.0620753,0.0474032,0.0565831,0.0535781,0.0531491,0.0522227,0.0413293,0.0473156,0.0423322,0.0270226,0.0212165,0,0.0167278,0.0547513,0.0245536,0,0,0.0207164,0,0,0.0421475,0.0402496,0.0190368,0.0116585,0.0184567,0.0527417,0.0167782,0.0339535,0.0276133,0.0569376,0.0564304,0.0647029,0.0414897,0.0141409,0.00849117,0.0126823,0.0279557,0.0163176,0,0,0,0.0423862,0.0424338,0.06255
85,0,0,0,0,0.0457352,0.0530379,0,0,0,0.0325093,0,0.0303885,0.0633831,0,0,0.03315,0,0,0.0609807,0.0352988,0.0472299,0.0213257,0.00465995,0.0348654,0.029228,0.0244999,0.0390144,0.0627462,0.0480427,0.0566222,0.053574,0.0535523,0.0527866,0.0483434,0.0472497,0.0422093,0.0265575,0.020989,0,0.0168881,0.0549035,0.0243811,0,0,0.0210767,0,0,0.0424912,0.040017,0.0183836,0.012282,0.0181407,0.0531095,0.0172595,0.0344282,0.0273203,0.0570435,0.056886,0.0648435,0.0420499,0.0138895,0.00856304,0.0131432,0.0280853,0.0160063,0,0,0,0.0426902,0.0427463,0.0626571
86,0,0,0,0,0.0455032,0.052933,0,0,0,0.0331354,0,0.030529,0.0635126,0,0,0.0332683,0,0,0.0611126,0.0356529,0.0472678,0.021605,0.00401176,0.0353291,0.0291273,0.0253052,0.0389691,0.0631609,0.048639,0.0567673,0.0537757,0.0540522,0.0532989,0.0538939,0.047085,0.0422489,0.0262397,0.0207645,0,0.0170089,0.0550363,0.0242459,0,0,0.0212244,0,0,0.0427267,0.0398224,0.0186068,0.0127745,0.0183856,0.0531894,0.0175557,0.0345051,0.0269545,0.0568028,0.0569685,0.0649264,0.0430077,0.0137257,0.00866463,0.0135788,0.028157,0.0158586,0,0,0,0.0427943,0.0427843,0.0627227
87,0,0,0,0,0.0453623,0.0529075,0,0,0,0.0326422,0,0.030877,0.0636696,0,0,0.033255,0,0,0.0611267,0.0358024,0.0485755,0.0218653,0.00433451,0.0358663,0.0290371,0.0258397,0.038782,0.0632944,0.0489441,0.0568655,0.0539009,0.05429,0.0534796,0.0573178,0.0469985,0.0420676,0.0261275,0.0205474,0,0.0171635,0.0551394,0.0241728,0,0,0.0213117,0,0,0.0428224,0.0396136,0.019347,0.0130007,0.0190686,0.0530146,0.0177577,0.0342622,0.0268707,0.0566159,0.0568409,0.064897,0.0443075,0.0136146,0.00874635,0.0138279,0.028085,0.0158628,0,0,0,0.0427362,0.042606,0.0627286
88,0,0,0,0,0.0452406,0.0529599,0,0,0,0.0320113,0,0.0314349,0.0637424,0,0,0.0330646,0,0,0.0610161,0.0357348,0.0502528,0.0220925,0.00511334,0.0363153,0.0289575,0.0260898,0.0385098,0.0632124,0.0489547,0.0568926,0.0539137,0.0544218,0.0536582,0.0599686,0.0469704,0.0418493,0.0261975,0.0204182,0,0.0173496,0.0552198,0.024098,0,0,0.0214114,0,0,0.0427689,0.0393523,0.020142,0.0130245,0.0199731,0.0525586,0.0178469,0.0340428,0.0270936,0.0565837,0.0566647,0.0647658,0.0454378,0.0135608,0.00876298,0.0138639,0.0279409,0.0159189,0,0,0,0.0426191,0.042424,0.0626836
89,0,0,0,0,0.0451705,0.0530601,0,0,0,0.0315048,0,0.0320375,0.0637287,0,0,0.0327566,0,0,0.0608371,0.0354422,0.0518936,0.0222171,0.0056432,0.0364985,0.0289169,0.0261545,0.0382859,0.0630261,0.0487797,0.0568575,0.0537725,0.0546843,0.0540449,0.0624759,0.046938,0.0415843,0.0264005,0.0203741,0,0.0174778,0.0552734,0.0240304,0,0,0.0213998,0,0,0.0426253,0.0391536,0.0205973,0.0129922,0.0206755,0.0519443,0.0178098,0.0339417,0.027477,0.0566444,0.0564866,0.0647301,0.0456795,0.0136027,0.00873547,0.0137704,0.0278484,0.0159579,0,0,0,0.0425195,0.0423645,0.06262
90,0,0,0,0,0.0451304,0.0531283,0,0,0,0.0310053,0,0.0325507,0.0636422,0,0,0.0322979,0,0,0.0605595,0.0352279,0.0532686,0.0224436,0.00583276,0.0364577,0.0289269,0.0261387,0.0381356,0.0628052,0.0485292,0.0567389,0.0535252,0.0549507,0.0544819,0.0648109,0.0468642,0.0412802,0.0265729,0.0203868,0,0.0175346,0.0554634,0.0240122,0,0,0.0213488,0,0,0.0424864,0.0389367,0.0205033,0.0130602,0.0209415,0.051421,0.0177396,0.0339406,0.0278268,0.0567912,0.0564672,0.0648636,0.0449656,0.0137104,0.00872345,0.0135518,0.0277964,0.0160032,0,0,0,0.0425303,0.0424442,0.0625327
91,0,0,0,0,0.0451242,0.0531309,0,0,0,0.0305079,0,0.0329833,0.063479,0,0,0.0320424,0,0,0.0603641,0.0349993,0.0545517,0.0227688,0.00608764,0.0362883,0.028913,0.0261635,0.0380747,0.0626455,0.0483416,0.0565144,0.0532381,0.0551458,0.054752,0.067199,0.0467568,0.0409928,0.0266777,0.0206215,0,0.0175199,0.0557561,0.0240344,0,0,0.0213418,0,0,0.0422901,0.0386714,0.0199727,0.0132073,0.0208938,0.0510195,0.0176778,0.0339748,0.0279168,0.0568818,0.0565247,0.0651016,0.0434254,0.0138705,0.00866053,0.013339,0.0277704,0.0160816,0,0,0,0.0425456,0.0425622,0.062413
92,0,0,0,0,0.0451504,0.0531086,0,0,0,0.0300782,0,0.0333282,0.0632379,0,0,0.0320723,0,0,0.0602867,0.0346731,0.0556971,0.0232202,0.00648821,0.0359973,0.0288391,0.0263296,0.0380411,0.0625405,0.0481995,0.056214,0.0528579,0.0551247,0.054694,0.0695839,0.0466237,0.0407631,0.0267129,0.0210696,0,0.0174489,0.056152,0.0240467,0,0,0.0213437,0,0,0.0421304,0.0384836,0.0191783,0.0134496,0.02073,0.0506264,0.0176738,0.0342199,0.0276952,0.0568436,0.0567602,0.065114,0.0414344,0.0139881,0.00862281,0.0131916,0.0277727,0.0161248,0,0,0,0.0424313,0.0424704,0.06234
93,0,0,0,0,0.0451981,0.0531262,0,0,0,0.0297053,0,0.0336117,0.0629776,0,0,0.0320737,0,0,0.0602388,0.0342281,0.0565418,0.0237432,0.00677888,0.0357293,0.0287588,0.0267013,0.0380395,0.0625252,0.0481398,0.055888,0.0524325,0.054784,0.0543445,0.0718557,0.0465926,0.040646,0.0266474,0.0216998,0,0.0174131,0.0566277,0.0240249,0,0,0.0213697,0,0,0.0420411,0.0385162,0.0183183,0.0138002,0.0205914,0.0502181,0.01769,0.0345997,0.0272951,0.0568099,0.0572532,0.0650538,0.03916,0.0140541,0.0085933,0.013144,0.0277936,0.0160508,0,0,0,0.0427017,0.0425046,0.0623275
94,0,0,0,0,0.0452749,0.0531929,0,0,0,0.0294626,0,0.0340889,0.0627275,0,0,0.0321859,0,0,0.0602476,0.0337689,0.0572452,0.0242574,0.00694913,0.0355872,0.0287053,0.0270631,0.0380529,0.0625285,0.0482078,0.0555705,0.052077,0.0541747,0.0538354,0.0741783,0.0466609,0.0405483,0.0264865,0.0225479,0,0.0173542,0.057152,0.0240222,0,0,0.0213736,0,0,0.042026,0.0386142,0.0176771,0.0142144,0.0205125,0.0498366,0.0177225,0.0349919,0.0269101,0.0568374,0.0577066,0.0654216,0.0367874,0.0140413,0.00861874,0.0131866,0.0278348,0.0159026,0,0,0,0.0434998,0.0426224,0.0623378
95,0,0,0,0,0.0453826,0.0532464,0,0,0,0.0293876,0,0.0345957,0.0624597,0,0,0.0322607,0,0,0.0603429,0.0334343,0.0579527,0.0246312,0.00711136,0.0356418,0.028681,0.0271395,0.0380967,0.062436,0.0482977,0.0551837,0.0517663,0.0535506,0.0532544,0.0762645,0.0467947,0.0404364,0.026281,0.0234775,0,0.0171717,0.057707,0.0241225,0,0,0.021391,0,0,0.0420281,0.0387064,0.0171823,0.0145491,0.0204498,0.0494757,0.0177834,0.0353636,0.0266388,0.056872,0.0579731,0.0657741,0.0344668,0.0139567,0.00867475,0.0132554,0.0278995,0.0157627,0,0,0,0.0440427,0.0426685,0.0623552
96,0,0,0,0,0.0455439,0.0532463,0,0,0,0.029472,0,0.0349848,0.0622346,0,0,0.0325033,0,0,0.0605346,0.0331473,0.0586039,0.0247877,0.00739185,0.035911,0.0285658,0.0270819,0.0380576,0.0622588,0.0483516,0.0547654,0.0516028,0.053105,0.0528259,0.0781057,0.0469292,0.040318,0.0260246,0.0243793,0,0.0167951,0.0581976,0.0244477,0,0,0.0214555,0,0,0.0420373,0.0388019,0.0167356,0.0146826,0.0204302,0.0491143,0.0178597,0.0355577,0.0264847,0.056894,0.0580802,0.0660202,0.0324461,0.0138649,0.00870582,0.0133521,0.0279848,0.0156215,0,0,0,0.0436051,0.0426616,0.0623563
97,0,0,0,0,0.045727,0.0532733,0,0,0,0.0296637,0,0.0352105,0.0620431,0,0,0.0327127,0,0,0.0607342,0.0329071,0.0591412,0.0248041,0.00780131,0.036358,0.0284337,0.0269853,0.0379383,0.0620604,0.0482251,0.054736,0.0515423,0.0528942,0.0526973,0.0795892,0.0470607,0.0402138,0.0257819,0.0249967,0,0.0166621,0.0586101,0.0246242,0,0,0.0214657,0,0,0.0420515,0.0388697,0.0165211,0.0147369,0.0205148,0.0487383,0.0178902,0.0355265,0.0264374,0.0569686,0.0582273,0.0660169,0.0308135,0.0138333,0.00874767,0.0134269,0.0281132,0.0154317,0,0,0,0.0435054,0.0425536,0.0622844
98,0,0,0,0,0.0459371,0.0533219,0,0,0,0.0298249,0,0.035336,0.0618745,0,0,0.0327375,0,0,0.0608387,0.0326896,0.0595311,0.0247182,0.00826697,0.0369628,0.0283901,0.0268532,0.0378833,0.0618583,0.0480458,0.055067,0.0515909,0.0529453,0.0528691,0.0806682,0.0471758,0.0401191,0.0255661,0.0255186,0,0.016688,0.0589625,0.0248902,0,0,0.0214803,0,0,0.0419935,0.0389423,0.0163536,0.0147307,0.0206623,0.0483425,0.0179059,0.0354997,0.026453,0.0570465,0.0584547,0.0657865,0.0294692,0.0138551,0.00874372,0.0134624,0.0282537,0.0152499,0,0,0,0.0436798,0.0422846,0.0621914
99,0,0,0,0,0.0461785,0.0534045,0,0,0,0.03004,0,0.0353141,0.0616818,0,0,0.0326506,0,0,0.0608346,0.0324832,0.0598801,0.0245717,0.00874888,0.0376449,0.0283824,0.0266776,0.0378911,0.0616198,0.0478259,0.0553673,0.0518383,0.0533783,0.0533041,0.0812808,0.0472892,0.0399664,0.0253866,0.0259856,0,0.0168274,0.0593509,0.0251028,0,0,0.0214353,0,0,0.041899,0.0390808,0.0161599,0.0147532,0.0208668,0.0479366,0.0178927,0.0356063,0.0264533,0.0571233,0.0588528,0.0657514,0.0282405,0.0139018,0.0087456,0.0134209,0.0283958,0.0150687,0,0,0,0.0449898,0.042043,0.0620612
100,0,0,0,0,0.0464103,0.0535339,0,0,0,0.0302642,0,0.0351592,0.0614365,0,0,0.0326451,0,0,0.0607802,0.0322581,0.0601655,0.0243711,0.00922825,0.0383471,0.0283648,0.0265198,0.0379361,0.0613073,0.0473596,0.0553486,0.0523145,0.0540485,0.0540154,0.0817493,0.0473795,0.0397706,0.0252103,0.0265026,0,0.0170322,0.0597641,0.0251413,0,0,0.0213817,0,0,0.0417652,0.0392907,0.0160107,0.0147851,0.0210504,0.0475606,0.0178211,0.0358895,0.026389,0.0571721,0.059334,0.0658985,0.0270932,0.0140632,0.00873486,0.0132657,0.0285405,0.0148618,0,0,0,0.0466296,0.0421854,0.0619429
101,0,0,0,0,0.0466146,0.0536368,0,0,0,0.0304831,0,0.0351006,0.0611072,0,0,0.0325543,0,0,0.0606624,0.0320195,0.0603752,0.0241392,0.00988102,0.0390129,0.0283887,0.0263826,0.0380805,0.0610068,0.0467336,0.0556167,0.0529888,0.0549075,0.0549533,0.0820246,0.0474775,0.0395833,0.0250983,0.0272264,0,0.0169442,0.0602169,0.0251796,0,0,0.0212923,0,0,0.0416117,0.039508,0.0158724,0.0146884,0.021297,0.0471796,0.0176826,0.0360589,0.026264,0.0572466,0.0596953,0.066253,0.0258861,0.0142138,0.0087788,0.013009,0.0286477,0.0146824,0,0,0,0.0469472,0.041818,0.0618531
102,0,0,0,0,0.0468252,0.0537026,0,0,0,0.0307517,0,0.0352322,0.0607538,0,0,0.0323767,0,0,0.0605222,0.0317962,0.0604819,0.0239011,0.010729,0.0395756,0.0284529,0.0263285,0.0383533,0.0608054,0.0462801,0.0564781,0.0537685,0.0559321,0.0560318,0.0821514,0.0475569,0.0393862,0.0250122,0.0280978,0,0.0168583,0.0606965,0.0252567,0,0,0.0211905,0,0,0.0414227,0.0396968,0.0157548,0.0146065,0.0215721,0.0467776,0.0175351,0.036195,0.026112,0.0573205,0.0599777,0.066324,0.0245144,0.0143953,0.00888933,0.0127036,0.0287306,0.0145388,0,0,0,0.0470809,0.0415501,0.0617152
103,0,0,0,0,0.0470671,0.0537778,0,0,0,0.031062,0,0.0349381,0.0604397,0,0,0.0322737,0,0,0.060402,0.0316118,0.0604963,0.023625,0.0116092,0.0400629,0.0284557,0.0261957,0.0387529,0.0606951,0.0459473,0.0573728,0.0545859,0.0569791,0.0571294,0.0822723,0.0476117,0.0391392,0.0248955,0.0291401,0,0.0168691,0.0611547,0.0253852,0,0,0.0211391,0,0,0.0411659,0.0398034,0.0155104,0.014587,0.021755,0.0463674,0.0174212,0.0363218,0.0259106,0.0573103,0.0602144,0.0660631,0.0230475,0.014641,0.00889436,0.0123686,0.0287722,0.0144509,0,0,0,0.0474248,0.0414547,0.061579
104,0,0,0,0,0.047328,0.0538621,0,0,0,0.0313372,0,0.0344551,0.0601262,0,0,0.0321586,0,0,0.0602796,0.031474,0.0604955,0.0233168,0.0124041,0.0404624,0.0284233,0.0259641,0.0392792,0.0606598,0.0455192,0.0582007,0.0554284,0.0579836,0.0582021,0.0825068,0.0476863,0.0388827,0.0247494,0.030202,0,0.0167641,0.0615866,0.0255891,0,0,0.0210681,0,0,0.0408963,0.0398366,0.0153493,0.0145959,0.0219893,0.0459388,0.0172533,0.0363072,0.0256717,0.0572672,0.0604004,0.0658119,0.0216266,0.0148718,0.00888236,0.0120012,0.0287597,0.0144239,0,0,0,0.0477321,0.041267,0.0615087
105,0,0,0,0,0.0475954,0.0539434,0,0,0,0.0315672,0,0.0340204,0.0598454,0,0,0.0320394,0,0,0.0601746,0.0313685,0.060332,0.0229995,0.0130211,0.0408003,0.0284313,0.025682,0.0399893,0.0607105,0.0449914,0.0590736,0.0563459,0.0589363,0.0592434,0.0827402,0.0477987,0.0386507,0.0246022,0.0311715,0,0.0166621,0.0619704,0.0258222,0,0,0.0209821,0,0,0.0406236,0.0398629,0.015383,0.0146015,0.0223483,0.0454473,0.0170812,0.0361497,0.0254704,0.0572524,0.0605718,0.066017,0.0203501,0.0150634,0.00888873,0.011629,0.0287434,0.0144846,0,0,0,0.0480197,0.0410336,0.0614269
106,0,0,0,0,0.0478263,0.0540345,0,0,0,0.0317897,0,0.0334247,0.0595964,0,0,0.0319085,0,0,0.060082,0.0312363,0.0598569,0.0226993,0.0135293,0.041047,0.0284644,0.0253763,0.040784,0.0608056,0.0446674,0.0600677,0.0573587,0.0599408,0.060288,0.0829685,0.0479034,0.0384467,0.0244542,0.0319808,0,0.0166269,0.0622939,0.0258069,0,0,0.020823,0,0,0.0403607,0.0399093,0.0154581,0.0145907,0.0226816,0.0449218,0.0168725,0.0360997,0.0253264,0.0572836,0.0607111,0.0661711,0.0191795,0.0153398,0.00894521,0.0112484,0.0288085,0.0145125,0,0,0,0.0483507,0.04086,0.0613904
107,0,0,0,0,0.0480911,0.0541398,0,0,0,0.0320397,0,0.032772,0.0593846,0,0,0.0317593,0,0,0.0599579,0.031043,0.0591261,0.0223953,0.0140648,0.0411829,0.0284899,0.0250753,0.0413656,0.0609916,0.044437,0.0611641,0.0584553,0.0610349,0.061343,0.0830647,0.0480112,0.0382282,0.024278,0.0326846,0,0.0165922,0.0625977,0.0258395,0,0,0.020634,0,0,0.0401176,0.0399374,0.0155006,0.0146076,0.0229594,0.044431,0.0166609,0.0366315,0.0251203,0.0574225,0.0607921,0.066133,0.0181339,0.0157211,0.0090325,0.0108305,0.0289138,0.0144765,0,0,0,0.0489737,0.0410065,0.0613732
108,0,0,0,0,0.0484378,0.0542385,0,0,0,0.0321951,0,0.0320209,0.0591206,0,0,0.0315988,0,0,0.0597901,0.030893,0.0582978,0.0220572,0.0147499,0.0412308,0.028503,0.024824,0.0420939,0.0612495,0.04426,0.0625389,0.0597158,0.0622084,0.0625453,0.0830446,0.0481406,0.0380105,0.0240769,0.033131,0,0.0165993,0.0629739,0.0259882,0,0,0.0204279,0,0,0.0398702,0.0399929,0.0154897,0.0146934,0.0232516,0.0439248,0.0164882,0.0370049,0.0248643,0.0574695,0.0609532,0.0659106,0.017521,0.0160599,0.00915966,0.010377,0.0290297,0.0144967,0,0,0,0.0500106,0.0416046,0.0613957
