Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M
75,0,0,0,0,0.0512093,0.0473062,0,0,0.0523994,0,0.0211004,0.059491,0,0,0.0260621,0,0,0.0550311,0.0272368,0.0296364,0.0030237,0.0135931,0.0327472,0.0465024,0.0279698,0.0462056,0.0648559,0.050115,0.0660442,0.0632479,0.0626127,0.0626951,0.0150518,0.0348838,0.0133214,0.0153735,0.0245814,0,0.0253089,0.0607517,0.0317207,0,0,0.0236404,0,0,0.0463461,0.0418203,0.0458793,0.0138461,0.0213198,0.0340715,0.0270327,0.0334791,0.0190504,0.0503757,0.052357,0.0580231,0.0310275,0.0363309,0.0613687,0.0640909,0.0111018,0.010876,0.0178474,0.0340849,0.00773845,0,0,0,0
76,0,0,0,0,0.0514153,0.0472986,0,0,0.0515071,0,0.020981,0.0596938,0,0,0.0259578,0,0,0.0550174,0.0274318,0.0289891,0.00319202,0.0140237,0.0325192,0.0466243,0.0279342,0.0460517,0.0649681,0.0502782,0.0660359,0.0631877,0.062481,0.0625187,0.0150679,0.0349974,0.0134624,0.0152891,0.0245335,0,0.025197,0.0607356,0.0319241,0,0,0.0235171,0,0,0.0462778,0.0416886,0.04495,0.0136369,0.0219224,0.0346529,0.0268616,0.0332537,0.019789,0.050799,0.0523814,0.0586717,0.0319842,0.0369304,0.0622168,0.0635074,0.0111785,0.0108296,0.0177763,0.0340523,0.00780469,0,0,0,0
77,0,0,0,0,0.0515831,0.0472879,0,0,0.0505536,0,0.0209537,0.0598642,0,0,0.0258599,0,0,0.0550828,0.0276258,0.028367,0.00339447,0.0144609,0.0323024,0.0467404,0.0278568,0.0458868,0.0650348,0.0503866,0.0660326,0.0631409,0.062357,0.0623612,0.0150511,0.0351481,0.0136535,0.0151991,0.0244246,0,0.0247631,0.060755,0.0320876,0,0,0.0233602,0,0,0.0461603,0.0415916,0.0439466,0.0135089,0.0224678,0.0351808,0.0266098,0.0331065,0.020546,0.0511973,0.052516,0.0593573,0.032793,0.0374316,0.0628649,0.0624163,0.0112791,0.0107671,0.0176107,0.0340109,0.00791887,0,0,0,0
78,0,0,0,0,0.0516825,0.0472561,0,0,0.0496138,0,0.0210321,0.0600056,0,0,0.0256506,0,0,0.0550249,0.0277896,0.0282443,0.00351416,0.0148945,0.0320561,0.0467182,0.0276121,0.0457009,0.065031,0.0504407,0.0660708,0.0631357,0.0623127,0.0623062,0.0150935,0.0353635,0.0138323,0.0150076,0.0242316,0,0.0241502,0.0608354,0.0322339,0,0,0.0231757,0,0,0.045975,0.0415178,0.0427305,0.0134659,0.0230054,0.0355387,0.0263309,0.0329985,0.0212659,0.0515557,0.0526722,0.0598013,0.0334736,0.037947,0.0634226,0.0609515,0.0113897,0.0107003,0.0173603,0.0338983,0.00803062,0,0,0,0
79,0,0,0,0,0.0517064,0.047243,0,0,0.0488844,0,0.0211686,0.0600997,0,0,0.025194,0,0,0.0547755,0.0279083,0.0280317,0.00354356,0.0152804,0.0317834,0.0466713,0.0273199,0.0455245,0.0649714,0.0504289,0.0661029,0.0631628,0.062259,0.0622289,0.0151186,0.0356769,0.0137921,0.0149062,0.0237996,0,0.0237349,0.0609281,0.0323299,0,0,0.0229457,0,0,0.0457324,0.0414322,0.0416264,0.0134952,0.023691,0.0356902,0.0260706,0.032962,0.0219315,0.051924,0.0528733,0.060502,0.0343514,0.0383696,0.0633294,0.0590186,0.0115656,0.0105944,0.0170952,0.0337189,0.00810505,0,0,0,0
80,0,0,0,0,0.0517156,0.0471951,0,0,0.0484826,0,0.0213397,0.0601814,0,0,0.0246862,0,0,0.0545516,0.028151,0.0271854,0.00357579,0.0155589,0.0314858,0.0465594,0.0270495,0.0453257,0.0648962,0.0504014,0.0660915,0.0631504,0.062105,0.0620252,0.01503,0.0360592,0.0137339,0.0148732,0.0234662,0,0.0231521,0.0610327,0.0324476,0,0,0.0226788,0,0,0.0454939,0.0413509,0.0402489,0.0134192,0.0242661,0.0356882,0.0258238,0.0329654,0.0225781,0.052271,0.0530492,0.0611632,0.0350426,0.0387203,0.0624434,0.0566965,0.0117554,0.0104712,0.0168515,0.0335063,0.00816197,0,0,0,0
81,0,0,0,0,0.0517631,0.0471082,0,0,0.0483534,0,0.0214045,0.0602646,0,0,0.0241964,0,0,0.0543635,0.0284509,0.0265548,0.00356665,0.0157115,0.0311446,0.0463667,0.0267837,0.0451088,0.064808,0.0503507,0.0660645,0.0631056,0.0619306,0.061797,0.0149043,0.0364813,0.0138139,0.0147251,0.0233295,0,0.0226804,0.0611579,0.0325846,0,0,0.0223708,0,0,0.0452814,0.0412859,0.0388987,0.0133515,0.0246687,0.0356634,0.0256091,0.0329485,0.0233095,0.0526239,0.0531902,0.0617659,0.0358455,0.0390183,0.0622281,0.0539821,0.0119097,0.0103475,0.0166119,0.0333279,0.00816749,0,0,0,0
82,0,0,0,0,0.0518588,0.0470325,0,0,0.0483022,0,0.0216317,0.0603908,0,0,0.0237197,0,0,0.0541469,0.0287632,0.0263194,0.00345642,0.0158312,0.0307735,0.0460604,0.0265295,0.0448756,0.0646728,0.0502974,0.0660274,0.06307,0.0617695,0.0616102,0.0147847,0.0368772,0.0139561,0.014478,0.0233893,0,0.021693,0.0612965,0.0327429,0,0,0.0220866,0,0,0.0450635,0.0412334,0.0376025,0.0133384,0.0249107,0.0356518,0.0254163,0.0329407,0.0240569,0.0529726,0.0533152,0.062358,0.036747,0.0392335,0.0624044,0.0507729,0.0120452,0.0102151,0.0163175,0.0332026,0.00814149,0,0,0,0
83,0,0,0,0,0.0520281,0.0469412,0,0,0.048224,0,0.0218042,0.0605758,0,0,0.0231967,0,0,0.0539533,0.0290937,0.026346,0.00322408,0.0159298,0.0303687,0.0456912,0.0262826,0.0445924,0.0645124,0.0502657,0.0659956,0.0630449,0.0615967,0.0614395,0.0146864,0.0372869,0.0139959,0.0143514,0.0238763,0,0.0208004,0.0614538,0.0329148,0,0,0.0218785,0,0,0.0447968,0.0411529,0.036233,0.0133434,0.0250202,0.0356333,0.0252905,0.0328766,0.0248713,0.0533657,0.0534573,0.063034,0.0376928,0.0394382,0.0630344,0.0470746,0.01231,0.0100721,0.0159916,0.0330895,0.00815364,0,0,0,0
84,0,0,0,0,0.0522292,0.0467932,0,0,0.0482572,0,0.0219391,0.0607503,0,0,0.0227238,0,0,0.0537948,0.0294391,0.0262484,0.00307088,0.0160012,0.0299735,0.0453356,0.0260449,0.0442297,0.0643582,0.0502841,0.0659766,0.0629766,0.0614803,0.0613491,0.0144933,0.0376805,0.0139329,0.0142831,0.0248381,0,0.0203248,0.0616808,0.0331036,0,0,0.0217533,0,0,0.0445082,0.041032,0.0348576,0.0133447,0.0249003,0.0356472,0.0251842,0.0327566,0.0257421,0.0537324,0.0536575,0.0637522,0.0386164,0.039548,0.0638284,0.0431359,0.0125662,0.00992462,0.0156667,0.0330032,0.00816239,0,0,0,0
85,0,0,0,0,0.0524488,0.0465845,0,0,0.0483375,0,0.0222248,0.0608998,0,0,0.0223474,0,0,0.0536575,0.0297912,0.0259674,0.00297871,0.0161951,0.0295044,0.0449757,0.0258725,0.0438277,0.0641846,0.0502948,0.065959,0.0628389,0.0614316,0.0613571,0.0142257,0.0380513,0.0139271,0.0142088,0.0261954,0,0.0197927,0.0619288,0.0333145,0,0,0.0216878,0,0,0.0442649,0.0408897,0.0334725,0.0131703,0.0244881,0.0357088,0.0251104,0.0325769,0.0268224,0.054157,0.0537246,0.0644283,0.0394988,0.0394791,0.0644894,0.0389124,0.0127658,0.00980052,0.015348,0.032981,0.00815828,0,0,0,0
86,0,0,0,0,0.0526043,0.0465219,0,0,0.0487889,0,0.0225434,0.0610359,0,0,0.0220363,0,0,0.0535347,0.0301934,0.0258134,0.00288469,0.0164471,0.0290322,0.044713,0.025737,0.0434726,0.0639314,0.0503524,0.065905,0.0626938,0.0613081,0.0613307,0.0140187,0.0383674,0.013956,0.0141288,0.0280062,0,0.0190497,0.0622253,0.0334775,0,0,0.0216026,0,0,0.0440402,0.0407287,0.0321501,0.0129549,0.0239338,0.0357517,0.0250213,0.032411,0.0279534,0.0545105,0.0538449,0.0650239,0.0403237,0.0396348,0.0649278,0.0346837,0.0129409,0.0096888,0.0149952,0.0329648,0.00815815,0,0,0,0
87,0,0,0,0,0.052809,0.0465482,0,0,0.0494981,0,0.0227137,0.0611181,0,0,0.0216742,0,0,0.0533828,0.0307043,0.0257148,0.00278099,0.0166983,0.0286187,0.0445099,0.0255905,0.0431385,0.0636689,0.0504416,0.0658259,0.0626102,0.0611248,0.0612647,0.0138684,0.0386184,0.0140203,0.0140079,0.030145,0,0.0184068,0.062602,0.0336224,0,0,0.0214533,0,0,0.0438151,0.0405726,0.0308148,0.0128228,0.0233801,0.0357846,0.0248544,0.0323034,0.0287851,0.0548395,0.0540498,0.0655458,0.0410901,0.0401592,0.0653487,0.030551,0.0131745,0.00959527,0.0146527,0.0329546,0.0082051,0,0,0,0
88,0,0,0,0,0.0530567,0.0465321,0,0,0.0498419,0,0.0228903,0.0611759,0,0,0.021454,0,0,0.0532687,0.0312925,0.0254995,0.00270616,0.0169413,0.0283232,0.0442949,0.0254309,0.0427196,0.0635746,0.0505627,0.0658216,0.0625441,0.0610244,0.0611086,0.0136997,0.0387689,0.0140849,0.0139185,0.0323319,0,0.0179936,0.0630174,0.0338118,0,0,0.0212723,0,0,0.043649,0.0404323,0.0294827,0.012738,0.022786,0.0358115,0.0246483,0.032254,0.0293721,0.0551836,0.0543251,0.0659812,0.04177,0.0408184,0.065829,0.0266176,0.0133823,0.00950619,0.0143727,0.032935,0.00833841,0,0,0,0
89,0,0,0,0,0.0532858,0.046518,0,0,0.050148,0,0.0231518,0.0612212,0,0,0.021368,0,0,0.0532298,0.0318909,0.0254536,0.00268078,0.0172048,0.02818,0.044122,0.0253204,0.0422465,0.0634476,0.0507046,0.0658624,0.0624659,0.0610352,0.0610879,0.0135458,0.0388399,0.0140595,0.0139172,0.0344195,0,0.0174412,0.0634635,0.0339531,0,0,0.0211696,0,0,0.043521,0.0403318,0.0279907,0.0126975,0.022108,0.0358236,0.0244338,0.0323417,0.0298969,0.0555033,0.0546918,0.0663544,0.0424332,0.041493,0.0663462,0.0229952,0.0135879,0.00944776,0.014098,0.0329019,0.00851747,0,0,0,0
90,0,0,0,0,0.0535042,0.0465217,0,0,0.0506623,0,0.0234154,0.0612491,0,0,0.0212289,0,0,0.0531165,0.032492,0.0254156,0.0027001,0.0175959,0.0279257,0.0440284,0.0254671,0.0418013,0.0632744,0.0508869,0.0658996,0.0623404,0.0610608,0.0611386,0.0134205,0.0388549,0.01406,0.0138736,0.036466,0,0.0169287,0.0639005,0.0340468,0,0,0.0211408,0,0,0.0433409,0.0402933,0.026479,0.0126828,0.0213203,0.0358712,0.0242214,0.0325082,0.0304109,0.0558001,0.0551172,0.0667456,0.043099,0.0421843,0.0668635,0.0197522,0.0138038,0.00938242,0.0137862,0.0328402,0.00872632,0,0,0,0
91,0,0,0,0,0.0537341,0.0465641,0,0,0.0510795,0,0.0236266,0.0612678,0,0,0.0211345,0,0,0.0530213,0.0331296,0.02539,0.00271871,0.0179926,0.0275374,0.0440363,0.0257938,0.0414554,0.0631054,0.0511192,0.0659013,0.0622009,0.0610129,0.0611625,0.0133717,0.0388382,0.0141583,0.0137026,0.0385424,0,0.016497,0.0643394,0.0341687,0,0,0.0210874,0,0,0.0430533,0.040231,0.0249812,0.0127758,0.0205074,0.0359745,0.0240041,0.0327156,0.0308673,0.0559929,0.0555383,0.0671917,0.0437853,0.0428466,0.0674048,0.0168036,0.0139809,0.00929926,0.0134263,0.0328052,0.00894795,0,0,0,0
92,0,0,0,0,0.0539616,0.0465965,0,0,0.0515023,0,0.0237862,0.0612282,0,0,0.0210875,0,0,0.0529458,0.0338677,0.0251308,0.00279128,0.0182273,0.0272423,0.044146,0.0260096,0.0411002,0.0629576,0.0513733,0.0658814,0.0621059,0.0609119,0.0610433,0.0133266,0.0388214,0.0143235,0.0134515,0.0406625,0,0.0160655,0.0648164,0.0343322,0,0,0.0209044,0,0,0.0427541,0.0400793,0.0235606,0.0130334,0.0197532,0.0360902,0.0237639,0.0330115,0.0312454,0.0560368,0.0559112,0.0676835,0.0445225,0.0436113,0.0679827,0.0141828,0.0141901,0.00917724,0.0131087,0.0328168,0.00919778,0,0,0,0
93,0,0,0,0,0.0541597,0.0466131,0,0,0.0518823,0,0.0238947,0.0610814,0,0,0.0210716,0,0,0.052908,0.0347025,0.0248083,0.00293245,0.0183174,0.0270117,0.044277,0.0261181,0.0407217,0.0627764,0.0515263,0.0658719,0.0620436,0.0608032,0.0610038,0.0133311,0.0388456,0.0144297,0.0132993,0.0424621,0,0.0157552,0.0653985,0.0344721,0,0,0.0206878,0,0,0.0426269,0.0401122,0.0222035,0.0134021,0.0191106,0.0361934,0.0234783,0.0334888,0.0314901,0.0561672,0.0563089,0.0680821,0.0452597,0.0443947,0.068652,0.0120332,0.0144712,0.00910979,0.0128707,0.0328074,0.00945907,0,0,0,0
94,0,0,0,0,0.0543345,0.046677,0,0,0.0523171,0,0.0239395,0.0607971,0,0,0.0210515,0,0,0.052852,0.0355015,0.0246275,0.00308272,0.0183492,0.0267331,0.0444052,0.0262022,0.0403965,0.0625906,0.0515272,0.0659236,0.0620208,0.0607412,0.0609178,0.0133004,0.0388814,0.0145513,0.0131644,0.043745,0,0.0156847,0.0660845,0.034618,0,0,0.0204291,0,0,0.0425726,0.0402844,0.0209238,0.0137141,0.0186072,0.036212,0.02318,0.034123,0.0314992,0.0563201,0.0570203,0.0682859,0.0459642,0.0452256,0.0693897,0.0104752,0.0148575,0.00909181,0.012674,0.032775,0.00966768,0,0,0,0
95,0,0,0,0,0.0545207,0.0466845,0,0,0.0527836,0,0.0239293,0.0604135,0,0,0.0209919,0,0,0.0527607,0.0362741,0.0245394,0.00331967,0.018305,0.0265139,0.0445729,0.0263301,0.0401022,0.0623988,0.0515704,0.066031,0.0620298,0.0607348,0.0608615,0.0132981,0.0389243,0.0147208,0.0130157,0.044674,0,0.0158175,0.0668697,0.0347014,0,0,0.0201604,0,0,0.0423639,0.040466,0.0197279,0.0141769,0.0182961,0.0361677,0.0229461,0.0348427,0.0312749,0.0563776,0.0581927,0.0686211,0.0466035,0.0460107,0.07004,0.00938466,0.0151769,0.00904217,0.0125003,0.0326997,0.00993355,0,0,0,0
96,0,0,0,0,0.0546691,0.046698,0,0,0.0531999,0,0.0238326,0.0599672,0,0,0.0208848,0,0,0.0526661,0.0370961,0.0244739,0.00373587,0.0181759,0.026431,0.0447769,0.0264484,0.0397808,0.0621534,0.0516044,0.0660459,0.0620732,0.0607205,0.0608251,0.0132661,0.0389358,0.0147925,0.012886,0.0453381,0,0.0160703,0.0676619,0.0348418,0,0,0.0199386,0,0,0.042112,0.0406864,0.0186501,0.0148017,0.0181998,0.0360417,0.0227637,0.0355996,0.0308188,0.0563292,0.0595105,0.0689868,0.0471456,0.0466823,0.070517,0.00857825,0.0153918,0.00899627,0.0122836,0.032592,0.0102363,0,0,0,0
97,0,0,0,0,0.0548337,0.0467275,0,0,0.0532206,0,0.0237217,0.0596529,0,0,0.0207333,0,0,0.0525637,0.037762,0.0245827,0.00433537,0.0179672,0.0262756,0.0448509,0.026521,0.0394832,0.0619273,0.051608,0.0658305,0.0620861,0.0606321,0.0607471,0.0132717,0.0390473,0.0147826,0.0127421,0.0457022,0,0.01782,0.0683129,0.035047,0,0,0.0197817,0,0,0.0417839,0.041037,0.0178166,0.0153683,0.0188496,0.0359059,0.0226095,0.0363606,0.03021,0.0564602,0.0605313,0.0690906,0.0474375,0.0471901,0.0708749,0.00787063,0.0156545,0.00894242,0.012056,0.0325066,0.0105065,0,0,0,0
98,0,0,0,0,0.0548652,0.0467299,0,0,0.0537346,0,0.0235608,0.0591128,0,0,0.0206513,0,0,0.0525152,0.0383091,0.0248301,0.00457195,0.0175235,0.0260851,0.04501,0.0265106,0.0392601,0.0616464,0.0515075,0.0657897,0.0621579,0.0605547,0.0606974,0.0132854,0.039116,0.0147624,0.0126445,0.0459773,0,0.0167143,0.0688762,0.0350922,0,0,0.0196295,0,0,0.0415586,0.0412381,0.017648,0.015778,0.0186491,0.0356446,0.0224365,0.0369144,0.0297515,0.0561585,0.0611029,0.0693494,0.047788,0.047556,0.0710863,0.00766211,0.0159365,0.00898439,0.0118339,0.0323441,0.0108268,0,0,0,0
99,0,0,0,0,0.054893,0.0467532,0,0,0.0543468,0,0.0233948,0.0588095,0,0,0.0205759,0,0,0.0524068,0.0389352,0.0253931,0.00515731,0.0168635,0.0258226,0.0451566,0.0263528,0.0391612,0.0613803,0.0513781,0.0657304,0.062192,0.0603679,0.0605551,0.0134792,0.0392333,0.0147964,0.0125166,0.0455299,0,0.0173027,0.0692926,0.035127,0,0,0.0195694,0,0,0.0414798,0.0412217,0.0174224,0.016039,0.0192648,0.035443,0.0223236,0.0373451,0.0292835,0.0561404,0.0615694,0.0692891,0.0478479,0.0478299,0.0712872,0.00767079,0.0161772,0.00895667,0.0117571,0.0322402,0.0110016,0,0,0,0
100,0,0,0,0,0.0548624,0.0467825,0,0,0.0541198,0,0.0233291,0.0586052,0,0,0.020399,0,0,0.0523175,0.0393449,0.0260965,0.00564848,0.0163806,0.0255624,0.045331,0.026072,0.0390581,0.0611501,0.0511608,0.0655477,0.0620909,0.0601282,0.0602411,0.0131574,0.0393563,0.0148142,0.0124859,0.045261,0,0.017466,0.069489,0.0350888,0,0,0.0194953,0,0,0.0414058,0.041192,0.0173484,0.0161764,0.0195211,0.0352791,0.0222635,0.0375128,0.0291253,0.056171,0.0618051,0.0692523,0.0478735,0.0479399,0.071365,0.00775754,0.0163505,0.00904636,0.0116496,0.0321533,0.0111278,0,0,0,0
101,0,0,0,0,0.0548173,0.0467708,0,0,0.0539689,0,0.0232847,0.0585065,0,0,0.0202788,0,0,0.0522622,0.0395238,0.0269423,0.00626682,0.0157481,0.025341,0.0455354,0.0257904,0.0389692,0.0609276,0.05093,0.0652782,0.0619263,0.0598096,0.0598706,0.0129637,0.039454,0.0148666,0.0124587,0.0444311,0,0.0175619,0.0695176,0.0350623,0,0,0.0193775,0,0,0.041293,0.0409209,0.0173474,0.0162405,0.0197106,0.0351162,0.022256,0.0374323,0.029165,0.056243,0.0617893,0.0691238,0.0478102,0.047942,0.0713517,0.00819231,0.0164755,0.0090434,0.011645,0.032096,0.0111669,0,0,0,0
102,0,0,0,0,0.0547471,0.0467786,0,0,0.0536994,0,0.023278,0.0585883,0,0,0.020172,0,0,0.0522245,0.0397472,0.0279879,0.00690268,0.0151677,0.0251722,0.0457032,0.0255136,0.0389356,0.0607637,0.0506611,0.0649877,0.06171,0.0594153,0.0594936,0.0127088,0.039556,0.0148531,0.012471,0.0433471,0,0.0175389,0.0692941,0.0350283,0,0,0.0192327,0,0,0.0412235,0.0405759,0.0174442,0.0161401,0.0196632,0.0350192,0.0222971,0.0370183,0.0295053,0.0563299,0.0612706,0.0689563,0.0476985,0.047796,0.0712177,0.00892886,0.0165724,0.00899534,0.0117348,0.0321021,0.011078,0,0,0,0
103,0,0,0,0,0.0546626,0.0467724,0,0,0.053174,0,0.0233641,0.0588863,0,0,0.0200482,0,0,0.0521909,0.0399452,0.0291958,0.00757156,0.0146908,0.0250158,0.0457232,0.0252693,0.0389814,0.0606309,0.0503367,0.0646837,0.0614412,0.058962,0.0590127,0.012377,0.0396909,0.0148008,0.0125006,0.0420594,0,0.0173735,0.0688584,0.0349766,0,0,0.0191952,0,0,0.0413083,0.0401916,0.0174754,0.0158666,0.0194713,0.0349559,0.0224529,0.0362406,0.0301053,0.0564682,0.0600745,0.0686952,0.0474888,0.047459,0.0708874,0.00995993,0.0166795,0.00902102,0.0118478,0.0321278,0.0109244,0,0,0,0
104,0,0,0,0,0.054565,0.0467648,0,0,0.0523502,0,0.0235301,0.0593124,0,0,0.0198391,0,0,0.0521447,0.0401303,0.0305404,0.0083573,0.0143526,0.0246574,0.0456427,0.0250916,0.0390804,0.0604994,0.0499706,0.0642463,0.0611168,0.0584739,0.058383,0.0121034,0.0398577,0.0147342,0.0125666,0.0405291,0,0.0171242,0.0682962,0.0349237,0,0,0.0192183,0,0,0.0412973,0.039734,0.0171196,0.0155145,0.0191395,0.0348511,0.0227062,0.0352898,0.0308176,0.0566108,0.0588212,0.0684782,0.0471349,0.0468964,0.0703279,0.0113081,0.0167468,0.0090439,0.0119289,0.0321175,0.0107515,0,0,0,0
105,0,0,0,0,0.0544709,0.0467488,0,0,0.051174,0,0.0237648,0.0598467,0,0,0.019549,0,0,0.0520499,0.0400706,0.0320386,0.00925952,0.0140731,0.0243637,0.0454534,0.0248262,0.0391496,0.0603363,0.0495585,0.0636239,0.060667,0.0579397,0.0576941,0.0119867,0.0400571,0.0146623,0.0126458,0.0388037,0,0.0167216,0.0677008,0.03497,0,0,0.0192019,0,0,0.0411541,0.0393205,0.016569,0.0152981,0.0189448,0.0346383,0.0230243,0.0341611,0.03167,0.0568501,0.0575388,0.0683561,0.0465963,0.0461356,0.0696942,0.0129859,0.0167587,0.00897175,0.0120601,0.0320974,0.0105727,0,0,0,0
106,0,0,0,0,0.0543993,0.0467669,0,0,0.0497605,0,0.0240826,0.060322,0,0,0.0192518,0,0,0.0519281,0.0398982,0.0337375,0.0103578,0.0137361,0.0242711,0.0450926,0.0242108,0.039162,0.0601614,0.0491661,0.0629364,0.0600534,0.0572838,0.0569361,0.012252,0.0403233,0.0146464,0.0126633,0.0367819,0,0.0157252,0.067154,0.0350945,0,0,0.0191928,0,0,0.0410387,0.0389887,0.0161935,0.0152941,0.0190899,0.0343392,0.0234322,0.0329278,0.0327797,0.0573126,0.0565107,0.0682035,0.0461746,0.0455032,0.0692888,0.0151463,0.016805,0.00887149,0.0122771,0.0320472,0.0104057,0,0,0,0
107,0,0,0,0,0.0543043,0.0468692,0,0,0.0482458,0,0.0243227,0.0606912,0,0,0.0188797,0,0,0.0517198,0.0395857,0.0357486,0.0115923,0.0132314,0.0243986,0.0445775,0.0236363,0.039192,0.0599463,0.0486423,0.0621887,0.0594208,0.0565779,0.056216,0.0130028,0.0407694,0.0145338,0.0125482,0.0345515,0,0.0140322,0.0666211,0.0352037,0,0,0.0192339,0,0,0.0411593,0.0388626,0.0161149,0.0154178,0.0194405,0.0342627,0.0239257,0.0316916,0.0340392,0.0580192,0.0559076,0.0685057,0.0462371,0.0453778,0.0691964,0.017588,0.0168767,0.00882465,0.0125862,0.0320499,0.0101476,0,0,0,0
108,0,0,0,0,0.0539913,0.0469825,0,0,0.0463793,0,0.024426,0.0606926,0,0,0.018497,0,0,0.0515689,0.0393451,0.0379312,0.0125953,0.0125054,0.0245114,0.0440312,0.0232865,0.0393215,0.0598874,0.0481069,0.0614665,0.0587937,0.0560388,0.0555465,0.0142814,0.0412686,0.0144841,0.0124711,0.0328343,0,0.0134342,0.0664671,0.0352668,0,0,0.0193183,0,0,0.0415595,0.0388123,0.0152869,0.0157026,0.0194801,0.0345023,0.024441,0.0308783,0.0346701,0.0583638,0.0557252,0.0691552,0.0469667,0.0458886,0.0692931,0.0198101,0.0168592,0.00891591,0.013023,0.0321546,0.00954318,0,0,0,0
109,0,0,0,0,0.0534067,0.0469431,0,0,0.0441357,0,0.0245459,0.0603317,0,0,0.0180061,0,0,0.0513822,0.0391049,0.0404618,0.0134018,0.0115563,0.0247415,0.0435247,0.0229131,0.0395594,0.0598949,0.0475016,0.0609133,0.0583237,0.0557739,0.0550789,0.0162536,0.0416275,0.0143379,0.0124896,0.0321455,0,0.013709,0.0665019,0.0351469,0,0,0.0194698,0,0,0.0419634,0.0385168,0.0144029,0.0158918,0.0190553,0.0349177,0.0250209,0.0308072,0.0344479,0.0579667,0.0557372,0.0696299,0.0478864,0.0463995,0.0692452,0.0212128,0.0166669,0.00906948,0.0135364,0.0323412,0.00849519,0,0,0,0
110,0,0,0,0,0.0526936,0.0467245,0,0,0.0414115,0,0.025066,0.0598998,0,0,0.0179705,0,0,0.0513476,0.038655,0.0433,0.0141199,0.0106275,0.0253066,0.0430818,0.0223312,0.0397974,0.0598471,0.046845,0.060492,0.0579953,0.055657,0.0548445,0.0190822,0.0415857,0.0140541,0.0126128,0.03128,0,0.0137903,0.0660867,0.0349065,0,0,0.019893,0,0,0.042286,0.0380837,0.0151423,0.0156754,0.0191024,0.0352764,0.0256972,0.0308741,0.0340591,0.0571686,0.0554649,0.0694648,0.0483459,0.0460764,0.0683733,0.0231356,0.0162356,0.00911637,0.0140365,0.0325209,0.00737916,0,0,0,0
111,0,0,0,0,0.0520363,0.0464903,0,0,0.0381976,0,0.0259664,0.0599428,0,0,0.0184844,0,0,0.0517599,0.0379596,0.0462434,0.0148423,0.00999058,0.0259966,0.0429304,0.0217011,0.0399165,0.0597728,0.0464324,0.0599353,0.0574704,0.055427,0.054565,0.0227524,0.0410537,0.0137722,0.0131751,0.0292206,0,0.0141031,0.0648839,0.034575,0,0,0.0205718,0,0,0.0426549,0.0374789,0.0173156,0.0146851,0.0199036,0.0352255,0.026142,0.0302545,0.0340082,0.0567265,0.0545079,0.0686115,0.0478434,0.0447971,0.0669106,0.0268451,0.0157217,0.00925919,0.0145302,0.0327059,0.00670384,0,0,0,0
112,0,0,0,0,0.0514466,0.0464435,0,0,0.0352366,0,0.0271458,0.0605433,0,0,0.0193663,0,0,0.052386,0.037109,0.0490788,0.0156229,0.0096792,0.0265497,0.0431472,0.0214505,0.0398628,0.0598189,0.0462142,0.0591199,0.0566218,0.0550257,0.0541042,0.0272922,0.0400839,0.0136492,0.0139548,0.0267621,0,0.0149244,0.0630944,0.0340648,0,0,0.021322,0,0,0.0429767,0.0368895,0.0199218,0.013212,0.0207889,0.0349999,0.0263341,0.0290439,0.0341106,0.0567257,0.0529093,0.0673916,0.0466184,0.0431339,0.0654431,0.0320463,0.0152188,0.00942103,0.0149564,0.0328434,0.00698731,0,0,0,0
113,0,0,0,0,0.0508162,0.0465686,0,0,0.0332412,0,0.028519,0.06133,0,0,0.0201047,0,0,0.0529521,0.0366443,0.0515536,0.0164523,0.0092158,0.026708,0.0435339,0.0217334,0.0395697,0.060073,0.0462197,0.0581055,0.055515,0.0543874,0.0534793,0.0325419,0.0388963,0.013567,0.0148779,0.0250063,0,0.015901,0.0615102,0.0334274,0,0,0.0219318,0,0,0.0432443,0.0366527,0.0220689,0.0119156,0.0212586,0.0348297,0.0262965,0.0280535,0.0338957,0.0568363,0.0514399,0.0663532,0.0454519,0.0418055,0.0644102,0.0368209,0.0148087,0.00958093,0.0154088,0.0329449,0.00823924,0,0,0,0
