Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,IMU_B
188,0,0,0,0,0.0477811,0.0504087,0,0,0.029511,0,0.0367847,0.061113,0,0,0.0233157,0,0,0.0543558,0.031018,0.0592193,0.0178501,0.00751086,0.0352866,0.050847,0.0268626,0.0402075,0.0628455,0.0479776,0.0533483,0.0496248,0.0518055,0.0514559,0.074288,0.0368398,0.0142818,0.0145086,0.0304127,0,0.0136957,0.0590042,0.0264693,0,0,0.0206593,0,0,0.0424373,0.0386767,0.016882,0.00867961,0.0201063,0.0419869,0.0196803,0.0309361,0.0287748,0.0536637,0.0530124,0.0672761,0.0479889,0.065807,0.0230747,0.0136095,0.00954666,0.0121599,0.0311174,0.0151804,0,0,0,0,0
189,0,0,0,0,0.04791,0.0504248,0,0,0.0294528,0,0.0369665,0.0607085,0,0,0.0231712,0,0,0.0542618,0.0305176,0.059272,0.0181239,0.0107062,0.0358933,0.0506296,0.0262338,0.0415595,0.0631641,0.0474475,0.0534291,0.049435,0.0519893,0.05172,0.073498,0.0368849,0.0144436,0.0142522,0.0307351,0,0.0137611,0.0596387,0.0267958,0,0,0.0205348,0,0,0.042548,0.0385071,0.0167863,0.00880846,0.0201443,0.0416411,0.019593,0.031035,0.0288737,0.053729,0.0534336,0.0672165,0.0480424,0.0658777,0.0223655,0.0135701,0.00951061,0.0122968,0.0312276,0.0151026,0,0,0,0,0
190,0,0,0,0,0.0480572,0.0504631,0,0,0.0293843,0,0.0369344,0.0603309,0,0,0.0230567,0,0,0.0541216,0.0300502,0.059128,0.0181059,0.0131641,0.0364907,0.0504294,0.0258893,0.0427729,0.0634303,0.0469858,0.0537789,0.0496638,0.0525415,0.052319,0.0726397,0.0369426,0.0144339,0.0140695,0.0310623,0,0.0137688,0.0601816,0.026714,0,0,0.0204712,0,0,0.0424918,0.0384323,0.0166984,0.00890794,0.0202318,0.0413391,0.0195147,0.0312299,0.0289319,0.0538157,0.0538234,0.0671251,0.0480575,0.0659308,0.0216646,0.0136327,0.00946424,0.0122375,0.0312644,0.0149326,0,0,0,0,0
191,0,0,0,0,0.0481985,0.0505808,0,0,0.0294306,0,0.036737,0.060035,0,0,0.022763,0,0,0.0540521,0.0297548,0.0591749,0.017886,0.0141475,0.0369724,0.0502277,0.0257353,0.0432395,0.0632887,0.046588,0.0541467,0.0502066,0.0533937,0.0532477,0.0723691,0.0370224,0.0143489,0.0140634,0.031449,0,0.0135834,0.0606225,0.0267227,0,0,0.0211631,0,0,0.0419734,0.0385571,0.0164044,0.00903193,0.0202646,0.0410511,0.0200363,0.0315306,0.0289259,0.0538323,0.0541231,0.066974,0.0480243,0.0659785,0.0209734,0.0136529,0.00954023,0.0112124,0.0313021,0.0146929,0,0,0,0,0
192,0,0,0,0,0.0484167,0.0506177,0,0,0.0296393,0,0.0364556,0.0596978,0,0,0.0226561,0,0,0.0539672,0.0295415,0.0592096,0.0176049,0.0151454,0.0375552,0.0500789,0.0256622,0.0438051,0.0632475,0.0462713,0.0546131,0.050954,0.0544293,0.0543742,0.0722933,0.037148,0.0144058,0.013831,0.0318519,0,0.013462,0.0611365,0.026876,0,0,0.0208008,0,0,0.0420369,0.0386253,0.0161992,0.00912478,0.0202428,0.0407598,0.0197652,0.0316141,0.028845,0.0538098,0.0544108,0.066848,0.0480018,0.0660134,0.0202986,0.0137542,0.00952044,0.0112941,0.0312555,0.0146801,0,0,0,0,0
193,0,0,0,0,0.0486363,0.0506573,0,0,0.029821,0,0.0358204,0.0593125,0,0,0.0225599,0,0,0.0539138,0.029376,0.0590768,0.0173141,0.0162087,0.0380721,0.0499319,0.0255742,0.0444609,0.0633097,0.046046,0.0555116,0.0518696,0.0557131,0.0557349,0.0724264,0.0373306,0.0143704,0.0137295,0.0323762,0,0.0137556,0.0616279,0.0271146,0,0,0.0204955,0,0,0.0420498,0.038635,0.0162799,0.00924749,0.0202173,0.0404647,0.019478,0.0314789,0.0287338,0.0537693,0.0547191,0.0668093,0.0479635,0.0660012,0.0195245,0.0138922,0.00950864,0.0112951,0.0311968,0.0147007,0,0,0,0,0
194,0,0,0,0,0.0491647,0.0506609,0,0,0.0300028,0,0.0351788,0.0587705,0,0,0.0221162,0,0,0.0537719,0.0299833,0.0586859,0.0172602,0.0174051,0.0383525,0.0495586,0.0255908,0.0450667,0.0634202,0.0459605,0.056755,0.0529958,0.0570695,0.05715,0.0719907,0.0377163,0.0141781,0.0138444,0.0341977,0,0.014276,0.0626479,0.0274117,0,0,0.0196294,0,0,0.0421795,0.0383668,0.0159117,0.00981769,0,0.0401642,0.0188772,0.0307742,0.0302542,0.055292,0.0555757,0.0653888,0.0474808,0.0651099,0.0166262,0.014213,0.00935349,0.0117805,0.0311149,0.0146655,0,0,0,0,0
195,0,0,0,0,0.0493985,0.0507172,0,0,0.0303857,0,0.0346631,0.0583421,0,0,0.0218828,0,0,0.0536557,0.0299968,0.0584451,0.0169701,0.0182939,0.0386052,0.0494614,0.0255498,0.0459753,0.0636729,0.0457315,0.058065,0.0543397,0.0584681,0.0586353,0.0719959,0.0378846,0.0141427,0.0138546,0.0342362,0,0.0145387,0.0632881,0.0275013,0,0,0.0196195,0,0,0.0419873,0.0383445,0.0157654,0.0099172,0,0.0396767,0.018829,0.0308667,0.0300249,0.0552983,0.0558642,0.0651935,0.0473123,0.0650377,0.0163536,0.0144136,0.0093531,0.0114438,0.0310915,0.0146132,0,0,0,0,0
196,0,0,0,0,0.0496387,0.0507641,0,0,0.0307483,0,0.0342584,0.0579802,0,0,0.0216779,0,0,0.0535134,0.029986,0.0582696,0.0166906,0.0190184,0.0388151,0.0494106,0.0256115,0.0470543,0.0640286,0.0455983,0.0594478,0.055813,0.0598384,0.0600913,0.0718482,0.0380056,0.0142225,0.0136998,0.0345364,0,0.0145584,0.0639085,0.0274867,0,0,0.0195634,0,0,0.0418207,0.0382696,0.0153362,0.0100384,0,0.0391572,0.0187425,0.0312595,0.0298872,0.0553121,0.0561161,0.0649845,0.0471623,0.0652846,0.0159748,0.0146326,0.00937838,0.0110847,0.0310492,0.0145748,0,0,0,0,0
197,0,0,0,0,0.0498869,0.0508546,0,0,0.0310739,0,0.0338253,0.0576955,0,0,0.0215143,0,0,0.0534954,0.0300141,0.057909,0.0163897,0.0195983,0.0389504,0.0493898,0.0255361,0.0483077,0.0644751,0.045603,0.0608237,0.0572773,0.0610495,0.0613768,0.0713309,0.0381667,0.0143157,0.0135795,0.0349634,0,0.0145778,0.0644521,0.0277233,0,0,0.0195168,0,0,0.0415964,0.0382723,0.0150499,0.0102136,0,0.0386168,0.0186786,0.0315113,0.0297635,0.055359,0.0563007,0.0647462,0.0470434,0.0660449,0.0154772,0.0148495,0.0094504,0.0105876,0.0309951,0.014636,0,0,0,0,0
198,0,0,0,0,0.0501207,0.0509311,0,0,0.0313162,0,0.0329178,0.0575157,0,0,0.0212999,0,0,0.0534518,0.0300511,0.0568336,0.0160296,0.0200119,0.0390185,0.0492759,0.0255631,0.0497224,0.0650356,0.045722,0.0621109,0.0586602,0.0620924,0.0624575,0.0703027,0.0383868,0.0142478,0.0135126,0.0354141,0,0.014566,0.0648993,0.0280076,0,0,0.0195303,0,0,0.0413559,0.0381953,0.014858,0.0103865,0,0.0380806,0.0186273,0.0315273,0.0295911,0.0553621,0.0565074,0.0645395,0.0469113,0.0665066,0.0149433,0.0150671,0.00952553,0.0100769,0.0309218,0.0147791,0,0,0,0,0
199,0,0,0,0,0.0503736,0.0509627,0,0,0.0313219,0,0.0316734,0.0574369,0,0,0.0210074,0,0,0.0532668,0.0300848,0.0553001,0.0156495,0.0202592,0.0391028,0.0491421,0.0258444,0.0512204,0.0656475,0.0458199,0.0633559,0.0600397,0.0631104,0.0634323,0.0686519,0.038645,0.0142861,0.0133592,0.0360259,0,0.0144762,0.0651616,0.0281305,0,0,0.0194987,0,0,0.0411285,0.0381122,0.014833,0.0105576,0,0.0376453,0.0186499,0.0314119,0.0293623,0.0552315,0.0567432,0.0644057,0.0468206,0.0666154,0.0142544,0.0153105,0.00961085,0.00961275,0.0308019,0.0147052,0,0,0,0,0
200,0,0,0,0,0.0507666,0.0508771,0,0,0.0312097,0,0.0304793,0.0572499,0,0,0.0207582,0,0,0.053004,0.0302488,0.0532992,0.0152486,0.0205194,0.0392228,0.0490834,0.0263464,0.0527999,0.0663233,0.0460635,0.0645476,0.0613795,0.0640176,0.0642469,0.0659174,0.0388285,0.0144066,0.0131006,0.0365189,0,0.0145918,0.0655978,0.0281005,0,0,0.0183001,0,0,0.0414407,0.0382692,0.0147893,0.0108407,0,0.0371095,0.0178537,0.0314566,0.028925,0.0550365,0.0570175,0.064294,0.0466907,0.0665642,0.0136556,0.0156791,0.00931617,0.0107484,0.0306468,0.0148289,0,0,0,0,0
201,0,0,0,0,0.0501878,0.0508807,0,0,0.0310495,0,0.0293451,0.0563418,0,0,0.021344,0,0,0.0534141,0.0296213,0.051074,0.0149276,0.0206703,0.0399776,0.0501688,0.0268465,0.0546864,0.0670197,0.0462958,0.0657844,0.0627352,0.0649755,0.0651232,0.0627858,0.0382705,0.0143721,0.0135224,0.0400844,0,0.0138663,0.0654948,0.0276018,0,0,0.0183606,0,0,0.0413814,0.0377494,0.0134264,0.0105251,0,0.0360359,0.0175556,0.0297067,0.0282413,0.052892,0.0546087,0.0664194,0,0.0680176,0.0106375,0.0156679,0.00930695,0.0105325,0.0305112,0.0153742,0,0,0,0,0
202,0,0,0,0,0.050515,0.0508964,0,0,0.0309741,0,0.0282036,0.0563658,0,0,0.0211028,0,0,0.0533873,0.029759,0.0488262,0.0144812,0.0205529,0.0399689,0.0500547,0.0276284,0.0563322,0.0676237,0.0469999,0.0668742,0.0639092,0.0658442,0.0658194,0.0574738,0.0384867,0.014432,0.0134507,0.0410773,0,0.0138231,0.0656631,0.0280541,0,0,0.018277,0,0,0.0412075,0.0381067,0.0133071,0.0107367,0,0.0356746,0.0175166,0.0299806,0.0276289,0.0525639,0.0547085,0.0667952,0,0.0677086,0.0100861,0.015888,0.00936087,0.0102288,0.0304313,0.015374,0,0,0,0,0
203,0,0,0,0,0.0508435,0.0509169,0,0,0.0315368,0,0.0270615,0.0566121,0,0,0.0208785,0,0,0.0532156,0.0300011,0.0470586,0.0138834,0.0199388,0.0398256,0.0498703,0.0285698,0.0576638,0.0680747,0.0478376,0.0677994,0.0650011,0.0667633,0.0664638,0.0510094,0.0387423,0.0144182,0.0133798,0.0420374,0,0.0136498,0.0655788,0.028269,0,0,0.0182259,0,0,0.0410719,0.0385266,0.0131536,0.0107398,0,0.0355156,0.0175275,0.0303486,0.0269531,0.0521631,0.0548015,0.0673086,0,0.0670817,0.00962188,0.0160687,0.00941799,0.0100191,0.0302238,0.0153117,0,0,0,0,0
204,0,0,0,0,0.0511361,0.0509437,0,0,0.0335136,0,0.0258997,0.0570233,0,0,0.0206145,0,0,0.0531527,0.0303987,0.0448036,0.0131507,0.0190254,0.0395951,0.0496677,0.0295418,0.0585761,0.0683871,0.048791,0.068533,0.0659107,0.0674207,0.0669244,0.0434925,0.0389444,0.0144545,0.0133014,0.0430021,0,0.0134332,0.0652035,0.028347,0,0,0.0182149,0,0,0.0409388,0.038958,0.0129808,0.0107551,0,0.0354842,0.0175938,0.0308197,0.0260653,0.0515112,0.0548357,0.0669985,0,0.0668538,0.00933194,0.0162093,0.00946073,0.00978183,0.0300572,0.0152142,0,0,0,0,0
205,0,0,0,0,0.0514721,0.0509762,0,0,0.0369211,0,0.0252017,0.057624,0,0,0.0203201,0,0,0.0530453,0.0308305,0.0418719,0.0122524,0.0181597,0.0393433,0.0494292,0.0305237,0.0588666,0.0685441,0.0501064,0.0691248,0.066599,0.0678104,0.0672983,0.0351673,0.0391596,0.0144195,0.0132345,0.0442927,0,0.0130524,0.0646035,0.0286425,0,0,0.0180621,0,0,0.0408297,0.0396758,0.0126575,0.0108069,0,0.0354656,0.017585,0.0312658,0.0251937,0.0509777,0.0549428,0.0679507,0,0.0667569,0.00915041,0.0163638,0.00941972,0.009706,0.0300446,0.0151838,0,0,0,0,0
206,0,0,0,0,0.0517989,0.0511087,0,0,0.0408119,0,0.0247964,0.0585333,0,0,0.0198984,0,0,0.0529419,0.0310677,0.0392798,0.0111107,0.0178217,0.0390605,0.0490744,0.031601,0.0583284,0.0685517,0.0517651,0.0696182,0.0670539,0.0681355,0.0676932,0.0272003,0.0394155,0.0143859,0.01322,0.0456581,0,0.0127932,0.0636493,0.0289202,0,0,0.0185631,0,0,0.040408,0.0408095,0.012564,0.010975,0,0.0354485,0.0180303,0.0317602,0.0244225,0.0503347,0.0549018,0.0686764,0,0.0666773,0.00949984,0.0165211,0.00961066,0.00868202,0.0301543,0.0150148,0,0,0,0,0
207,0,0,0,0,0.0521537,0.0511701,0,0,0.0451069,0,0.0243864,0.059639,0,0,0.0195337,0,0,0.0526524,0.0312944,0.037233,0.00983773,0.0180378,0.0389958,0.0485949,0.0327746,0.0572123,0.0684443,0.0533049,0.0700494,0.0673539,0.068449,0.0680169,0.0205934,0.0397751,0.0144959,0.0129862,0.0467453,0,0.0127828,0.0623985,0.0292199,0,0,0.0183493,0,0,0.0403847,0.0417889,0.0127355,0.0111013,0,0.035576,0.0180411,0.0321852,0.0237354,0.0495516,0.0545814,0.0684136,0,0.0667082,0.0100879,0.0166684,0.00954625,0.00885311,0.0301038,0.0149343,0,0,0,0,0
208,0,0,0,0,0.0524892,0.0512189,0,0,0.0475126,0,0.0239561,0.0608811,0,0,0.0191405,0,0,0.0524145,0.0309901,0.0356363,0.00879064,0.0204022,0.0391072,0.0482326,0.033985,0.0552246,0.0683042,0.0547047,0.0703719,0.0672738,0.0686557,0.0681382,0.016469,0.0401305,0.0144926,0.012771,0.0484227,0,0.0124808,0.061058,0.0294402,0,0,0.0180758,0,0,0.0403626,0.0428908,0.0130192,0.0115817,0,0.035622,0.0179812,0.0327837,0.0229342,0.0486158,0.054346,0.0674257,0,0.0668577,0.0112839,0.0168255,0.00945531,0.00910673,0.0300771,0.0148805,0,0,0,0,0
209,0,0,0,0,0.0527432,0.0512563,0,0,0.0477978,0,0.0246876,0.0619345,0,0,0.0187876,0,0,0.0522812,0.0304601,0.0344734,0.00833219,0.0244766,0.039011,0.0479465,0.0350004,0.0526618,0.0680637,0.0555801,0.070496,0.0668363,0.0686043,0.0679728,0.0147277,0.040473,0.014384,0.0126754,0.0498254,0,0.0120473,0.0599014,0.029475,0,0,0.0177958,0,0,0.0404086,0.0439912,0.0133294,0.0120342,0,0.0356477,0.0179144,0.0331899,0.0223464,0.0479737,0.0543649,0.0672513,0,0.0669756,0.012395,0.0169757,0.00939238,0.00941827,0.0300729,0.0148472,0,0,0,0,0
210,0,0,0,0,0.0527575,0.0516718,0,0,0.0446815,0,0.0260737,0.06207,0,0,0.0184092,0,0,0.0522388,0.0305242,0.0337142,0.00813777,0.0299556,0.0385275,0.0478489,0.035757,0.0494565,0.0676109,0.0556684,0.0704191,0.0658857,0.0682713,0.067622,0.0158018,0.0408039,0.0140996,0.0127269,0.0562975,0,0.0107766,0.0600362,0.0296287,0,0,0.020658,0,0,0.0390121,0.0436843,0.0145201,0.0127502,0,0.0353671,0.019805,0.0314546,0,0.0496129,0.0543116,0.0653921,0,0.06606,0.0196895,0.0172068,0.0100718,0.00550907,0.0304384,0.0143363,0,0,0,0,0
211,0,0,0,0,0.0534918,0.0519466,0,0,0.0451406,0,0.0234687,0.0638692,0,0,0.017117,0,0,0.0524554,0.0307978,0.0347619,0.00626447,0.026192,0.0379442,0.0469409,0.0356816,0.0482237,0.0673028,0.0555638,0.0706298,0.06656,0.0681571,0.0674485,0.0162804,0.0412376,0.0135706,0.0122022,0.0445837,0,0.0114202,0.0591387,0.0299404,0,0,0.0174718,0,0,0.0406028,0.0453608,0.0172122,0.0119557,0,0.0350652,0.0177574,0.0356512,0.0199957,0.0478787,0.0563587,0.0661126,0.0478293,0.0668451,0.00989372,0.0170938,0.00894818,0.00973354,0.0308496,0.0144797,0,0,0,0,0
212,0,0,0,0,0.0534275,0.0522105,0,0,0.0459921,0,0.0227638,0.0642294,0,0,0.0167328,0,0,0.0530359,0.0309613,0.0361659,0.00535212,0.0233687,0.0376607,0.0472205,0.0353855,0.0474595,0.0672493,0.055228,0.0708811,0.0670062,0.0681915,0.0674497,0.0161325,0.0411173,0.0132929,0.0124696,0.0443406,0,0.0113284,0.0591222,0.0298892,0,0,0.0171307,0,0,0.040371,0.0457387,0.0174092,0.0121138,0,0.0342438,0.0174912,0.0356021,0.019914,0.0482104,0.0563687,0.0665704,0.04738,0.0671914,0.0095683,0.017082,0.00850847,0.00979213,0.0312893,0.0144244,0,0,0,0,0
213,0,0,0,0,0.0535423,0.0521053,0,0,0.0454774,0,0.0229428,0.0642908,0,0,0.0167398,0,0,0.0530075,0.0307427,0.0348201,0.00568397,0.0242098,0.0379647,0.0476118,0.0353376,0.0472429,0.0673516,0.0549755,0.0708748,0.0667734,0.0681889,0.0674918,0.0153925,0.0412653,0.0135519,0.0126737,0.0441032,0,0.0113689,0.0589366,0.0297988,0,0,0.0170295,0,0,0.0402094,0.0463423,0.0180233,0.0121721,0,0.0342787,0.0174667,0.0357674,0.0198731,0.0482482,0.0563066,0.0667904,0.047025,0.0665508,0.0100972,0.0172743,0.0086345,0.00988688,0.0312542,0.0145533,0,0,0,0,0
214,0,0,0,0,0.053626,0.0521765,0,0,0.048998,0,0.0229993,0.064101,0,0,0.0164738,0,0,0.052293,0.0301142,0.0360442,0.00772864,0.0303066,0.0388199,0.0474763,0.035492,0.0481016,0.0676981,0.0546084,0.0702826,0.0655823,0.066084,0.0654688,0.0144903,0.0419612,0.0143876,0.0135601,0.0500103,0,0.0118698,0.0586258,0.0306098,0,0,0.0211824,0,0,0.0375801,0.046705,0.017813,0.0122009,0,0.0355996,0.0206723,0.0351343,0.0222966,0.0497308,0.0563013,0.0650514,0.0465173,0.0641451,0.0142428,0.0180612,0.0101701,0.00373788,0.0309594,0.0141483,0,0,0,0,0
215,0,0,0,0,0.053759,0.0521617,0,0,0.0455805,0,0.0256894,0.0638504,0,0,0.0166559,0,0,0.0523549,0.0298603,0.0308204,0.00808408,0.0296876,0.0389648,0.047954,0.0353626,0.048644,0.0676547,0.0543501,0.070517,0.0657021,0.0680222,0.0673997,0.0131726,0.0418641,0.0143264,0.0136052,0.0492701,0,0.0120535,0.0588618,0.0306563,0,0,0.0206971,0,0,0.0378111,0.0470353,0.0188038,0.0125376,0,0.0352011,0.020349,0.0352466,0.0220355,0.0498435,0.0564612,0.0641488,0.0458972,0.0634353,0.0141379,0.0178574,0.0102674,0.00420998,0.0311119,0.014412,0,0,0,0,0
216,0,0,0,0,0.0537928,0.0522085,0,0,0.0459838,0,0.0249549,0.0633178,0,0,0.0169384,0,0,0.0523942,0.0295036,0.0314195,0.0082907,0.0271695,0.0391155,0.0485821,0.0349094,0.0497965,0.0673507,0.0534773,0.0704555,0.0661773,0.0683341,0.0675701,0.0137226,0.0417539,0.0142747,0.0136495,0.0484577,0,0.0122614,0.059234,0.0304289,0,0,0.0204181,0,0,0.0377698,0.0470453,0.0201091,0.0132474,0,0.0348988,0.0200498,0.035427,0.0219378,0.0499524,0.0564857,0.0630374,0.0454704,0.0626316,0.0142421,0.0177654,0.0102334,0.0045399,0.0312061,0.0146629,0,0,0,0,0
217,0,0,0,0,0.0542733,0.0522639,0,0,0.0473241,0,0.0241571,0.0634055,0,0,0.0168694,0,0,0.0521651,0.0291141,0.0321952,0.00841428,0.0238927,0.0385557,0.0487374,0.033978,0.0510707,0.0669376,0.0522855,0.0699151,0.0661338,0.0681963,0.067315,0.0138043,0.0420081,0.014424,0.0133675,0.0497211,0,0.0135471,0.0597366,0.0306185,0,0,0.0200779,0,0,0.0376505,0.0472667,0.0247025,0.0130871,0,0.034934,0.019964,0.0365779,0.0232281,0.0516869,0.058106,0.0607963,0.0431627,0.0594855,0.0153528,0.0178968,0.0101833,0.00486153,0.0313411,0.0146963,0,0,0,0.0380916,0
218,0,0,0,0,0.0537142,0.0521882,0,0,0.048529,0,0.0234771,0.0618557,0,0,0.0176463,0,0,0.052608,0.0284524,0.0328042,0.00911817,0.0205127,0.0389269,0.0503021,0.0329364,0.0526464,0.0667947,0.0505128,0.0691071,0.065796,0.0681315,0.0672042,0.0142,0.0414506,0.0144053,0.0137831,0.0460607,0,0.0128195,0.0601863,0.0298187,0,0,0.019984,0,0,0.0376872,0.046619,0.0228986,0.014097,0,0.034223,0.019595,0.0350459,0.0221514,0.0504306,0.0564386,0.0618569,0.0443616,0.0611566,0.0146553,0.0177053,0.00998707,0.00525974,0.0313107,0.0150445,0,0,0,0,0
219,0,0,0,0,0.0542624,0.0522587,0,0,0.0495196,0,0.0229042,0.0619871,0,0,0.0176553,0,0,0.0523883,0.0278992,0.0328163,0.00943098,0.0182174,0.0384594,0.05027,0.0321838,0.053785,0.0669993,0.049448,0.0681126,0.0651498,0.0680179,0.0672103,0.0141396,0.0416628,0.0144845,0.0135098,0.0468423,0,0.0144251,0.0604128,0.0304414,0,0,0.0198484,0,0,0.0377451,0.0467583,0.0276046,0.0138276,0,0.0341053,0.0196676,0.0360726,0.0231948,0.0519651,0.0578576,0.0600281,0.0418895,0.058311,0.015536,0.0178719,0.0099544,0.00548377,0.0315172,0.0149064,0,0,0,0.0361236,0
220,0,0,0,0,0.054255,0.0523782,0,0,0.0494933,0,0.0215542,0.0614593,0,0,0.0180919,0,0,0.0524444,0.0276124,0.0326092,0.00896307,0.0160865,0.0388141,0.0507735,0.0317973,0.0549226,0.0675231,0.048689,0.0677112,0.0651253,0.0680094,0.0674363,0.0147635,0.0414323,0.0143341,0.0135453,0.0456242,0,0.0149017,0.0604682,0.0301979,0,0,0.0196039,0,0,0.0378963,0.0464717,0.0293211,0.0144807,0,0.0339552,0.0196252,0.0359033,0.0231862,0.0519484,0.0574236,0.060104,0.0409703,0.0577249,0.0162439,0.0178773,0.00987819,0.0058406,0.0317357,0.014566,0,0,0,0.0354756,0
221,0,0,0,0,0.0541234,0.052443,0,0,0.0485321,0,0.0197643,0.0607823,0,0,0.0188255,0,0,0.0522552,0.0283195,0.0320121,0.00861999,0.0139049,0.0393832,0.0514636,0.0318603,0.0554431,0.0680575,0.0487028,0.0679098,0.065632,0.0675895,0.0672778,0.0157037,0.0411122,0.0142762,0.0131147,0.0475339,0,0.0155802,0.0607747,0.0292947,0,0,0.0187473,0,0,0.0383256,0.0448705,0.0317011,0.0148255,0,0.0340134,0.0192467,0.03388,0,0.0542473,0.0568362,0.0590591,0.0402186,0.0563022,0.0193803,0.018038,0.00992627,0.00671286,0.0319958,0.0139799,0,0,0,0.034343,0
222,0,0,0,0,0.0535439,0.0524535,0,0,0.0473272,0,0.0188926,0.060659,0,0,0.0192493,0,0,0.0525244,0.0286401,0.0308659,0.00872895,0.0120755,0.0401474,0.0522038,0.0320064,0.0555473,0.0684289,0.0490835,0.0682729,0.0660961,0.0668114,0.0665686,0.0171005,0.040606,0.0141976,0.0134095,0.0450466,0,0.0167437,0.0603594,0.0281666,0,0,0.0184879,0,0,0.038741,0.0449667,0.0330832,0.0153818,0,0.0342221,0.0191261,0.0340832,0,0.0538167,0.0566212,0.0580846,0.0393378,0.0556655,0.0200307,0.0179854,0.00985664,0.00712366,0.0322562,0.0139117,0,0,0,0.0335412,0
223,0,0,0,0,0.0525944,0.0524441,0,0,0.0459024,0,0.019102,0.0605835,0,0,0.0201002,0,0,0.0529026,0.0283529,0.0300815,0.00876926,0.0118202,0.0411506,0.0530344,0.032089,0.0553923,0.0683453,0.0491406,0.0684857,0.066294,0.0661645,0.0657498,0.0186189,0.0398872,0.0140784,0.0137815,0.0410252,0,0.0179242,0.059637,0.0273604,0,0,0.0183263,0,0,0.0393877,0.0465572,0.0351786,0.016293,0,0.0345234,0.0187623,0.0360748,0.0208519,0.0510398,0.0564827,0.0581173,0.0378056,0.0553818,0.0209572,0.0176526,0.0096885,0.00776697,0.0324677,0.0142472,0,0,0,0.0327557,0
224,0,0,0,0,0.0512384,0.0529018,0,0,0.0437969,0,0.0201662,0.0597422,0,0,0.0214141,0,0,0.0536773,0.028248,0.0306857,0.00784463,0.0144571,0.0419977,0.054477,0.0321484,0.0549149,0.0676786,0.0485813,0.068303,0.066173,0.0653199,0.0646556,0.0196667,0.0386137,0.0139481,0.0145437,0.0406811,0,0.0152064,0.0597459,0.0260913,0,0,0.0185074,0,0,0.0400008,0.046398,0.0345206,0.0173581,0,0.0346666,0.0178841,0.0336623,0.0202239,0.0512014,0.0548387,0.0593876,0,0.0571635,0.0206175,0.0168792,0.00949841,0.00826529,0.0330464,0.0145452,0,0,0,0.0354913,0
