Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,IMU_B
68,0,0,0,0,0.0488697,0.0509536,0,0,0.0302956,0,0.0357842,0.0625997,0,0,0.0214407,0,0,0.0537046,0.0316575,0.0598497,0.0191447,0.00765123,0.0308454,0.0495013,0.026016,0.03881,0.0623684,0.0476339,0.0531091,0.0500024,0.052525,0.0523477,0.0798315,0.0382428,0.0139047,0.014275,0.0299408,0,0.0142925,0.0576641,0.0263863,0,0,0.0200555,0,0,0.0399913,0.0375254,0.0206171,0.012268,0.0224176,0.0422095,0.0184965,0.0304795,0.0308281,0.0550919,0.0529741,0.0651978,0.0458669,0.0652823,0.0268977,0.0163506,0.00925145,0.00975909,0.0303509,0.0173178,0,0,0,0.0425512,0
69,0,0,0,0,0.0490293,0.0509492,0,0,0.03038,0,0.0359752,0.0622243,0,0,0.021372,0,0,0.0536358,0.0314075,0.0601886,0.019002,0.00799248,0.031366,0.0492316,0.0259397,0.0389785,0.0622436,0.0474296,0.053062,0.0498806,0.0525143,0.0523817,0.0803373,0.0383272,0.0138076,0.0142848,0.0303882,0,0.014044,0.0582429,0.0263758,0,0,0.0199857,0,0,0.0400956,0.0374415,0.0203128,0.0124969,0.0221792,0.0418296,0.018603,0.0308524,0.0304203,0.0550187,0.0533318,0.0650091,0.0458562,0.0653491,0.0254687,0.0163178,0.0092726,0.00991543,0.0303954,0.0169906,0,0,0,0.0428283,0
70,0,0,0,0,0.0491728,0.0509124,0,0,0.0303869,0,0.0359978,0.0618917,0,0,0.0212714,0,0,0.053526,0.0311527,0.0604091,0.0187312,0.00872848,0.0321014,0.0489548,0.0257758,0.0390931,0.0620642,0.0471667,0.053175,0.0498684,0.0526909,0.0526325,0.0804813,0.0384185,0.0137689,0.0142178,0.0309562,0,0.0135277,0.0587612,0.0264345,0,0,0.0198782,0,0,0.0402404,0.0375021,0.0199039,0.0126277,0.0219849,0.0413895,0.0186717,0.0311214,0.0302335,0.0550463,0.0537421,0.0651926,0.0457766,0.0654969,0.0241847,0.0163132,0.00932436,0.0100808,0.030447,0.0166618,0,0,0,0.0429083,0
71,0,0,0,0,0.0491967,0.0508702,0,0,0.0299225,0,0.035924,0.0613382,0,0,0.021145,0,0,0.0534885,0.0305787,0.0596553,0.0188174,0.0131097,0.0329306,0.0487483,0.0250822,0.0410369,0.0627644,0.0466754,0.053546,0.0496843,0.0529331,0.0530489,0.0784071,0.038416,0.0138269,0.014136,0.0313513,0,0.0134254,0.059556,0.026607,0,0,0.0199589,0,0,0.0403623,0.0374725,0.0196118,0.0127154,0.0218843,0.0409673,0.0189027,0.0313967,0.0303017,0.0551989,0.0542872,0.065204,0.0456817,0.0654828,0.0233509,0.0162131,0.00933398,0.0101618,0.0304608,0.0163677,0,0,0,0.0432159,0
72,0,0,0,0,0.0493447,0.0508469,0,0,0.0300359,0,0.0360487,0.0611834,0,0,0.0211067,0,0,0.053292,0.0301831,0.0596887,0.0183304,0.0137135,0.0337682,0.0485472,0.024913,0.041349,0.0626237,0.0462748,0.0539298,0.0500974,0.0534111,0.0535882,0.0781407,0.0384843,0.013828,0.0138404,0.0315278,0,0.0139097,0.0598882,0.0268955,0,0,0.0198949,0,0,0.0404619,0.0377175,0.0194494,0.012513,0.0216797,0.0405794,0.0190032,0.0317331,0.0302943,0.0552357,0.0546634,0.0652636,0.0456023,0.0655158,0.0227223,0.0162154,0.0093317,0.0102673,0.0304178,0.0160642,0,0,0,0.04434,0
73,0,0,0,0,0.0487865,0.0507936,0,0,0.0302194,0,0.0359646,0.0606323,0,0,0.0216567,0,0,0.0536411,0.0294032,0.0595907,0.0175631,0.0143651,0.0350883,0.0492011,0.0244188,0.0416455,0.0623356,0.0456477,0.0544222,0.0506584,0.0540866,0.0543433,0.0779301,0.0379614,0.0137836,0.0140534,0.0307994,0,0.0146799,0.0598777,0.0262982,0,0,0.0199605,0,0,0.0406407,0.0377226,0.0162033,0.0103208,0.0201902,0.0397108,0.0188942,0.0304624,0.0288212,0.0537124,0.0531909,0.0667097,0.0474087,0.0674443,0.0222598,0.0159805,0.00935034,0.0104417,0.0301196,0.0164052,0,0,0,0,0
74,0,0,0,0,0.0489315,0.0507648,0,0,0.0303667,0,0.036017,0.0603632,0,0,0.0216858,0,0,0.053599,0.0290343,0.0595355,0.0171895,0.0150718,0.0356384,0.0489494,0.0242586,0.0421504,0.0623335,0.0453328,0.0548861,0.0511399,0.0546894,0.0550097,0.0775329,0.0380735,0.0137573,0.0139099,0.0311824,0,0.0146905,0.0602491,0.0264212,0,0,0.0198933,0,0,0.0406603,0.0380003,0.0158474,0.0100131,0.0201343,0.039343,0.0189464,0.0307206,0.0286547,0.0538493,0.0535182,0.0665596,0.0473374,0.0673745,0.0214863,0.0160024,0.00937681,0.010445,0.0301,0.0161978,0,0,0,0,0
75,0,0,0,0,0.0490667,0.0506889,0,0,0.0303744,0,0.0359313,0.0600505,0,0,0.0215509,0,0,0.0535605,0.0287137,0.0596263,0.0168772,0.0158483,0.036085,0.0486689,0.0241493,0.0427,0.0623004,0.0449395,0.0554059,0.0516622,0.0553385,0.0557114,0.0771558,0.0381529,0.0137671,0.0137496,0.0315773,0,0.0148007,0.0607043,0.0267164,0,0,0.0198089,0,0,0.0406545,0.0381975,0.0156521,0.0100481,0.0201334,0.038934,0.0189532,0.0310646,0.0285445,0.053969,0.0538644,0.0663817,0.0473177,0.0673381,0.0208044,0.0160403,0.00943165,0.0103667,0.0299252,0.0160847,0,0,0,0,0
76,0,0,0,0,0.0492018,0.050635,0,0,0.0303485,0,0.0357131,0.0596968,0,0,0.0214083,0,0,0.0534747,0.0284221,0.0596558,0.0165858,0.0165969,0.036477,0.0485928,0.0240607,0.0433424,0.0623893,0.0445361,0.0560122,0.0523594,0.0560896,0.0564715,0.076746,0.0382452,0.0137685,0.0136032,0.0318246,0,0.0149221,0.0611884,0.0268502,0,0,0.0197002,0,0,0.0406118,0.0383217,0.0154914,0.0102633,0.0201512,0.0385132,0.0189501,0.0313937,0.0284204,0.0540846,0.0541864,0.0662314,0.0475538,0.0672726,0.0203075,0.0161666,0.00943206,0.0102359,0.0298173,0.0159882,0,0,0,0,0
77,0,0,0,0,0.0493754,0.0505716,0,0,0.0303737,0,0.0353757,0.0593428,0,0,0.0212383,0,0,0.0534006,0.0282042,0.0594391,0.0163093,0.0173381,0.0367875,0.0485313,0.0239156,0.0440936,0.0625403,0.0442332,0.0567834,0.0531546,0.0568954,0.0572936,0.0762611,0.0383952,0.0137841,0.0135435,0.0319155,0,0.0150898,0.0617404,0.0268446,0,0,0.0195461,0,0,0.0405325,0.038422,0.0153243,0.0105443,0.0202135,0.0380559,0.018904,0.0316276,0.0282409,0.0540742,0.0544934,0.066078,0.0479578,0.0672675,0.0199783,0.0163352,0.00942017,0.0100945,0.0297632,0.0158767,0,0,0,0,0
78,0,0,0,0,0.0495389,0.05057,0,0,0.0304923,0,0.0349994,0.0590759,0,0,0.0210915,0,0,0.0533112,0.0280156,0.059072,0.0160051,0.0181148,0.0370464,0.0484404,0.0237442,0.0450347,0.0627404,0.0440218,0.0577019,0.0540837,0.0577272,0.0581734,0.0755909,0.0385781,0.0137601,0.0135069,0.0322282,0,0.0150123,0.0621999,0.0268924,0,0,0.0195218,0,0,0.0403782,0.0384989,0.0152789,0.0107201,0.020318,0.0375716,0.0189407,0.0317785,0.0281587,0.0540429,0.0547239,0.0658874,0.047719,0.0672839,0.0193966,0.0164696,0.00941649,0.00979441,0.0297205,0.015747,0,0,0,0,0
79,0,0,0,0,0.0497008,0.0505972,0,0,0.0305705,0,0.0345155,0.0588202,0,0,0.0209066,0,0,0.0532186,0.0278939,0.0585422,0.0156697,0.0189147,0.0372877,0.0483373,0.0236093,0.0461496,0.0630477,0.0439036,0.0588104,0.0551554,0.0586375,0.0590805,0.0749007,0.0387249,0.0138235,0.013431,0.0325643,0,0.0148528,0.0626252,0.0269556,0,0,0.0192684,0,0,0.0403461,0.0385498,0.0153173,0.0108697,0.0203782,0.037049,0.0187098,0.031938,0.0280366,0.0539973,0.0548942,0.0657389,0.04747,0.0671939,0.0185923,0.0167061,0.00939761,0.00976991,0.0296666,0.0156547,0,0,0,0,0
80,0,0,0,0,0.0498812,0.0506868,0,0,0.0305606,0,0.0337983,0.058446,0,0,0.0207741,0,0,0.0531782,0.0278945,0.0575861,0.0152614,0.0196813,0.0374158,0.0482968,0.023647,0.0474048,0.0634457,0.0439117,0.0600202,0.0564024,0.0596556,0.0600963,0.073875,0.0388316,0.0138198,0.013437,0.0330318,0,0.0148017,0.0632471,0.0269193,0,0,0.0190324,0,0,0.0402937,0.0386822,0.0152197,0.0111803,0.0204781,0.0363657,0.018342,0.0321343,0.0278151,0.0539534,0.0551039,0.0655609,0.0472741,0.067013,0.0178577,0.016988,0.00929232,0.00979906,0.0296946,0.0155676,0,0,0,0,0
81,0,0,0,0,0.0500973,0.05076,0,0,0.0304849,0,0.0329334,0.0581763,0,0,0.0206228,0,0,0.0531121,0.0279133,0.0564585,0.0148822,0.0202921,0.0375397,0.0483083,0.0239134,0.0488363,0.0639568,0.0439715,0.0613136,0.0577654,0.0607596,0.0611707,0.0722227,0.0389616,0.0138472,0.0133958,0.0339384,0,0.0146766,0.0637155,0.0269884,0,0,0.0190182,0,0,0.0400666,0.038823,0.0151152,0.0114317,0.0205089,0.0358088,0.0182234,0.0323056,0.0275558,0.0538378,0.055271,0.0654124,0.0471493,0.0669557,0.0168923,0.0170637,0.00928448,0.00948409,0.0296808,0.0155037,0,0,0,0,0
82,0,0,0,0,0.0503488,0.0507967,0,0,0.0303421,0,0.031875,0.0579506,0,0,0.0204303,0,0,0.0530312,0.0280044,0.0550097,0.014523,0.0207543,0.0375964,0.0483978,0.0243882,0.0504409,0.0645745,0.0441619,0.062739,0.0592556,0.0619664,0.0623201,0.069882,0.0390927,0.0138568,0.0133792,0.0349129,0,0.0146763,0.0641691,0.0271416,0,0,0.0189988,0,0,0.0398095,0.0390306,0.0150576,0.0117109,0.0204328,0.0353191,0.0181455,0.032549,0.0271968,0.0536412,0.0554612,0.0652913,0.047099,0.0669037,0.0157953,0.0171997,0.00926091,0.0091565,0.0296217,0.0154528,0,0,0,0,0
83,0,0,0,0,0.0506531,0.0507681,0,0,0.0302361,0,0.0305973,0.0577797,0,0,0.0202455,0,0,0.0530038,0.028148,0.0532109,0.0141031,0.0208626,0.0376055,0.0484821,0.0249804,0.0521845,0.0652343,0.0444809,0.0641318,0.0608119,0.0632269,0.0634665,0.0666144,0.0392251,0.0138521,0.0133894,0.0358336,0,0.0147968,0.0646373,0.0273087,0,0,0.0189569,0,0,0.0395743,0.0393008,0.0150641,0.0119833,0.0203341,0.0348962,0.0181213,0.032823,0.0267566,0.0533929,0.0556517,0.0652485,0.0470094,0.0667971,0.0146591,0.0174469,0.00929944,0.00876938,0.0295296,0.0154388,0,0,0,0,0
84,0,0,0,0,0.0509829,0.050765,0,0,0.0302239,0,0.0292215,0.0576987,0,0,0.0200463,0,0,0.0529605,0.0283471,0.0510483,0.0136351,0.0206825,0.0375676,0.04854,0.0257341,0.0540442,0.0658946,0.0449453,0.0654432,0.0623692,0.0645094,0.0645836,0.0623388,0.0393838,0.0138074,0.0134322,0.0368224,0,0.0147327,0.065019,0.0274604,0,0,0.0188882,0,0,0.0393518,0.0396249,0.0150332,0.0122409,0.0202982,0.0345415,0.0180702,0.033166,0.026267,0.0531405,0.05581,0.065229,0.0469454,0.0667663,0.013588,0.0177431,0.0093792,0.00837752,0.0294644,0.0154151,0,0,0,0,0
85,0,0,0,0,0.0513303,0.0507984,0,0,0.0305254,0,0.0277942,0.0577679,0,0,0.0198884,0,0,0.0528966,0.0286237,0.0486256,0.0131231,0.020202,0.037498,0.048574,0.0266109,0.0558532,0.0665399,0.0456126,0.0666617,0.0637923,0.0657305,0.0655884,0.0569984,0.0395187,0.0137308,0.013489,0.0377325,0,0.0145132,0.0652528,0.0276058,0,0,0.0188733,0,0,0.0391205,0.0400681,0.0149445,0.0124914,0.0201945,0.0342673,0.0180017,0.0334694,0.0257275,0.0528956,0.056026,0.0650335,0.0468528,0.0667027,0.0127412,0.0180225,0.00938026,0.00800455,0.0293951,0.015395,0,0,0,0,0
86,0,0,0,0,0.0516641,0.0508712,0,0,0.0317224,0,0.0264576,0.058088,0,0,0.0197462,0,0,0.0528548,0.0289494,0.0463277,0.012585,0.0193007,0.0374076,0.0486782,0.0276571,0.0573755,0.0670642,0.04639,0.0677732,0.0650582,0.0666959,0.0663708,0.0508085,0.0396176,0.0137168,0.0135405,0.0384286,0,0.0144177,0.0651115,0.0277296,0,0,0.0188646,0,0,0.0389363,0.0405709,0.0149193,0.0125567,0.0201179,0.0342173,0.0179737,0.0335323,0.025373,0.0526943,0.0562684,0.064891,0.0468714,0.0666199,0.0121427,0.0182119,0.00942467,0.00770354,0.0292695,0.015374,0,0,0,0,0
87,0,0,0,0,0.0520221,0.050919,0,0,0.034049,0,0.025253,0.0585631,0,0,0.0196915,0,0,0.0528652,0.0292743,0.0440442,0.0119325,0.0182206,0.037309,0.0487099,0.0286793,0.0585189,0.0675539,0.0473913,0.0687504,0.0661736,0.0673928,0.0669545,0.0436512,0.0396329,0.0137222,0.0136274,0.0391071,0,0.0144547,0.0647036,0.0278563,0,0,0.0186544,0,0,0.0389229,0.0411511,0.015052,0.0125217,0.0200184,0.0342951,0.0177626,0.0335717,0.025111,0.0524619,0.0565579,0.0648314,0.046934,0.0665963,0.0116478,0.0183393,0.00944423,0.00781684,0.029115,0.0154293,0,0,0,0,0
88,0,0,0,0,0.0524277,0.051003,0,0,0.0369031,0,0.0242841,0.0592133,0,0,0.0196901,0,0,0.0528562,0.0295224,0.0413544,0.0110842,0.0174685,0.0371753,0.0486851,0.0296782,0.0590148,0.0679221,0.0488409,0.0695873,0.0670599,0.0680106,0.0674464,0.0359027,0.0396253,0.0137084,0.0136485,0.0400293,0,0.0145809,0.064138,0.0280733,0,0,0.0184742,0,0,0.0389146,0.0420079,0.0152224,0.0126313,0.019874,0.0344353,0.0175234,0.034145,0.0246855,0.0520814,0.056808,0.0647721,0.0470925,0.0666583,0.0111142,0.0184327,0.00948129,0.00793524,0.0289793,0.0154971,0,0,0,0,0
89,0,0,0,0,0.0528595,0.0511042,0,0,0.0400648,0,0.023662,0.0601014,0,0,0.019674,0,0,0.0528084,0.0297211,0.0387313,0.0101406,0.0172451,0.0369907,0.0487624,0.0309117,0.0586024,0.0681108,0.0505578,0.0702474,0.0675985,0.0685098,0.0678276,0.0287238,0.039605,0.0136772,0.0136485,0.0410406,0,0.0144681,0.0632801,0.0282423,0,0,0.0182631,0,0,0.038922,0.043042,0.0152111,0.0128947,0.0196801,0.0347652,0.0173349,0.0352486,0.024137,0.0516042,0.0569495,0.064787,0.0472507,0.0666092,0.0106395,0.0185136,0.00949877,0.00811276,0.0288502,0.01558,0,0,0,0,0
90,0,0,0,0,0.0532813,0.0511429,0,0,0.0429794,0,0.0233638,0.0611669,0,0,0.0195827,0,0,0.052761,0.029834,0.0365182,0.00922614,0.0179436,0.0368363,0.0487503,0.0321952,0.0573937,0.0681005,0.052291,0.0707039,0.0678149,0.0688806,0.0681142,0.0229853,0.0396439,0.0136148,0.0136988,0.0421486,0,0.0138688,0.0621712,0.0283281,0,0,0.0180294,0,0,0.0389439,0.0442183,0.0150044,0.0131548,0.0195384,0.0352267,0.0171936,0.0359955,0.023483,0.0511532,0.0570643,0.0652179,0.0473197,0.0669571,0.0101482,0.0186206,0.00943455,0.00834934,0.0287319,0.0156692,0,0,0,0,0
91,0,0,0,0,0.0536046,0.0512491,0,0,0.0442211,0,0.0234774,0.0623823,0,0,0.0195491,0,0,0.0526845,0.0296126,0.034665,0.00864356,0.0204455,0.0367309,0.0487283,0.0335099,0.0554635,0.0680165,0.0538618,0.0710087,0.0677033,0.0691176,0.068273,0.0194784,0.0397256,0.0136235,0.0136189,0.0434396,0,0.0131647,0.0609952,0.0284671,0,0,0.0182269,0,0,0.0387347,0.0456682,0.0152504,0.0133522,0.0195361,0.0354845,0.0174149,0.036642,0.0228273,0.0508263,0.0573263,0.0661123,0.0474824,0.0677439,0.00983295,0.0186775,0.00946723,0.00792614,0.0287129,0.0156356,0,0,0,0,0
92,0,0,0,0,0.0538648,0.051336,0,0,0.0434919,0,0.0241251,0.0633697,0,0,0.0193952,0,0,0.0526778,0.0291811,0.0333415,0.00863334,0.0243354,0.0367233,0.0486434,0.034699,0.0531007,0.067943,0.0548656,0.0711765,0.067208,0.0690537,0.068116,0.0182524,0.0398226,0.0137425,0.0135553,0.0443007,0,0.0128987,0.0599537,0.0285578,0,0,0.018244,0,0,0.0386667,0.0470104,0.0156691,0.0137415,0.0192614,0.0357432,0.0174895,0.0372635,0.0222567,0.0505128,0.057552,0.0662285,0.0483725,0.0675911,0.00986555,0.0186929,0.00947906,0.00783585,0.0286292,0.0155824,0,0,0,0,0
93,0,0,0,0,0.0540638,0.0512652,0,0,0.0418231,0,0.0249892,0.063961,0,0,0.0192591,0,0,0.0526796,0.0288052,0.0324692,0.00891929,0.0280618,0.036782,0.0485298,0.035495,0.0510287,0.0678896,0.0550707,0.0711363,0.0664015,0.0685877,0.0676701,0.0184355,0.0398985,0.013755,0.0135486,0.0444811,0,0.0130029,0.0591523,0.0284996,0,0,0.0175807,0,0,0.0390617,0.0479552,0.0162175,0.014294,0.0189266,0.0360246,0.016959,0.0376564,0.0219357,0.0502831,0.0576436,0.0658922,0.0499095,0.0668197,0.0101051,0.0187287,0.00931593,0.00897213,0.0284301,0.015617,0,0,0,0,0
94,0,0,0,0,0.053719,0.0518183,0,0,0.0457172,0,0.0219382,0.0643517,0,0,0.0187587,0,0,0.0529902,0.028596,0.0385679,0.00907481,0.0293812,0.0368942,0.0484251,0.0357048,0.0499898,0.0677573,0.0545382,0.0709378,0.066214,0.0661532,0.0651747,0.0208896,0.0399904,0.0135004,0.0142729,0.0442096,0,0.0129882,0.0583803,0.0287037,0,0,0.021974,0,0,0.0364846,0.0484544,0.0170238,0.0148203,0.0188608,0.0363005,0.0199841,0.0377165,0.0219866,0.0501174,0.0574191,0.0655786,0.0507324,0.0659179,0.0103505,0.0187399,0.0100511,0.00217713,0.028684,0.0147048,0,0,0,0,0
95,0,0,0,0,0.0534594,0.0521013,0,0,0.0418419,0,0.0233907,0.0648092,0,0,0.0187217,0,0,0.0540048,0.0288921,0.0348683,0.00804761,0.0242159,0.036752,0.0489717,0.035385,0.0490384,0.0676192,0.0542647,0.0715217,0.0669173,0.0683645,0.0673896,0.0193687,0.0393908,0.0124708,0.0144521,0.0400364,0,0.0126802,0.0581293,0.0281051,0,0,0.0218424,0,0,0.0370258,0.0488957,0.0191944,0.0153957,0.0180395,0.0350109,0.0192516,0.0382832,0.0204533,0.0490907,0.0571738,0.0661394,0.0507356,0.0659793,0.0114357,0.0181955,0.00941289,0.00281781,0.0292489,0.0146306,0,0,0,0,0
96,0,0,0,0,0.0534691,0.051921,0,0,0.0416467,0,0.0236523,0.0650413,0,0,0.0189538,0,0,0.0539533,0.0287519,0.0339387,0.00859981,0.0251071,0.037136,0.0492024,0.0354216,0.0488197,0.0676465,0.0539455,0.0713997,0.0665823,0.0682401,0.0673252,0.0186458,0.0392993,0.0125347,0.0145563,0.0396238,0,0.0127376,0.0577122,0.0278934,0,0,0.02147,0,0,0.0372009,0.0492357,0.0203667,0.0156895,0.0192202,0.035022,0.0189442,0.038226,0.0204234,0.0490888,0.0569553,0.0660443,0.050999,0.0652117,0.0122641,0.0181868,0.0093976,0.00343217,0.0290642,0.0147254,0,0,0,0,0
97,0,0,0,0,0.0538091,0.0512086,0,0,0.0432838,0,0.0241676,0.064898,0,0,0.0201574,0,0,0.0528223,0.0281881,0.0330652,0.0101404,0.029731,0.037918,0.0495057,0.0356396,0.0494813,0.0678877,0.0535357,0.0708918,0.0655348,0.0671603,0.0662987,0.0168149,0.0393706,0.0135265,0.0136398,0.0423089,0,0.0129339,0.0574782,0.0277746,0,0,0.0182627,0,0,0.0386749,0.0494656,0.0206348,0.0159067,0.0219637,0.0357485,0.0172098,0.0377569,0.0216514,0.0500044,0.0567897,0.0651462,0.051593,0.0634129,0.0119055,0.0185765,0.00950896,0.00787213,0.028204,0.0153902,0,0,0,0,0
98,0,0,0,0,0.0534927,0.0514006,0,0,0.0418895,0,0.0248576,0.0646465,0,0,0.0196441,0,0,0.0534147,0.0277628,0.0305702,0.010478,0.0287834,0.0381453,0.0497718,0.0353206,0.0500265,0.0678228,0.052881,0.0709602,0.0658621,0.0681785,0.0671897,0.016626,0.0391676,0.0134749,0.01458,0.0412564,0,0.0133096,0.0577021,0.0277511,0,0,0.0205915,0,0,0.0372552,0.0496692,0.0220857,0.016296,0.0237815,0.0354061,0.0186338,0.0378926,0.021366,0.0499872,0.0567515,0.0648388,0.0518145,0.0623143,0.0130417,0.0185578,0.00961576,0.00443958,0.0283054,0.0150477,0,0,0,0,0
99,0,0,0,0,0.0533582,0.0513066,0,0,0.0434506,0,0.0232885,0.063841,0,0,0.020053,0,0,0.0535375,0.0275178,0.0303292,0.0104318,0.0253143,0.0384186,0.0504365,0.0346846,0.0515866,0.0677942,0.0518888,0.0707637,0.0664865,0.0683127,0.0672091,0.0160369,0.0388844,0.0135273,0.0146261,0.0399258,0,0.0136628,0.0582754,0.0274528,0,0,0.0201698,0,0,0.0374305,0.0494629,0.0234785,0.0168501,0.0252915,0.0350985,0.018303,0.0378266,0.021105,0.0499129,0.0565396,0.0647016,0.0521819,0.0611895,0.0145361,0.0186383,0.00963057,0.00498115,0.0281609,0.0151947,0,0,0,0,0
100,0,0,0,0,0.0532455,0.0512511,0,0,0.0441593,0,0.0222626,0.0628808,0,0,0.0205751,0,0,0.0536801,0.0272636,0.0305426,0.0103052,0.021854,0.0384724,0.0511715,0.0337458,0.0532772,0.0677046,0.0506334,0.070209,0.0665234,0.0681796,0.0670504,0.0164866,0.0385974,0.0134941,0.0147308,0.0383508,0,0.0143924,0.0589465,0.0270174,0,0,0.01984,0,0,0.037595,0.0491731,0.0250024,0.0173239,0.0268635,0.0347577,0.0180721,0.0377505,0.0208552,0.0499362,0.0563822,0.0646026,0.052532,0.0600412,0.0165537,0.0187201,0.00966762,0.00541339,0.0280942,0.0152988,0,0,0,0,0
101,0,0,0,0,0.0531097,0.0512684,0,0,0.0448496,0,0.0217625,0.0617877,0,0,0.021607,0,0,0.0534968,0.0271984,0.0312617,0.010162,0.0183674,0.0385157,0.0520724,0.0327713,0.0552327,0.0676309,0.049237,0.0694183,0.0662696,0.0679504,0.0669816,0.0172695,0.0382439,0.0135109,0.0142449,0.0365976,0,0.0152038,0.0596516,0.0266079,0,0,0.0193875,0,0,0.0379391,0.0486132,0.026972,0.0176758,0.0282063,0.0344354,0.0178096,0.0375203,0.020551,0.0499052,0.0561117,0.0646391,0.0529088,0.0589223,0.0193507,0.0187966,0.00962686,0.00614097,0.0281178,0.0153813,0,0,0,0,0
102,0,0,0,0,0.0528898,0.0512983,0,0,0.0430861,0,0.0213046,0.0610286,0,0,0.0220773,0,0,0.0537632,0.0269539,0.0318105,0.0103073,0.0166001,0.0386541,0.0528209,0.0322427,0.0564258,0.0677758,0.0483675,0.0685944,0.0658076,0.0677039,0.0669643,0.0195101,0.0378909,0.0134672,0.0145027,0.0350767,0,0.0160695,0.0601312,0.026338,0,0,0.0192763,0,0,0.0381077,0.04845,0.0290805,0.0182599,0.0292033,0.0339676,0.0177009,0.0374809,0.0199321,0.0497849,0.0560846,0.0642966,0.0531823,0.0573818,0.0225453,0.0187653,0.00961757,0.00639078,0.0282459,0.0154561,0,0,0,0,0
103,0,0,0,0,0.0524964,0.0512591,0,0,0.0417992,0,0.0200494,0.0602911,0,0,0.0228772,0,0,0.0537621,0.0272518,0.0319793,0.0103806,0.014638,0.0392452,0.0536872,0.0321003,0.0573342,0.0681354,0.0478812,0.0683438,0.0659123,0.0673008,0.0667777,0.0217877,0.0374706,0.0134184,0.0144264,0.0331695,0,0.0165913,0.0604629,0.0259002,0,0,0.0182251,0,0,0.0388767,0.0482051,0.0312917,0.0187603,0.0292157,0.0338155,0.0169366,0.0374903,0.0190279,0.0495153,0.0560032,0.0638035,0.0536373,0.05561,0.0264812,0.0187888,0.00948009,0.00811082,0.0283582,0.0158488,0,0,0,0,0
104,0,0,0,0,0.0519602,0.0513083,0,0,0.0412144,0,0.0190422,0.0598781,0,0,0.0235119,0,0,0.0540101,0.0276313,0.0315908,0.0104952,0.0129647,0.0399307,0.05457,0.0320587,0.0574573,0.0683469,0.0478164,0.068648,0.0664412,0.0668664,0.0663675,0.0234184,0.0369673,0.0133702,0.0146927,0.0316901,0,0.0169808,0.0604588,0.0254198,0,0,0.0183448,0,0,0.0390131,0.0483788,0.0338138,0.0189803,0.0288318,0.0338474,0.0171353,0.0376064,0.0181075,0.0495551,0.0560046,0.0640716,0.0547078,0.0545539,0.0305888,0.0186983,0.0095261,0.0080193,0.0286244,0.0161838,0,0,0,0,0
105,0,0,0,0,0.0514134,0.0512346,0,0,0.0413661,0,0.0189154,0.0595606,0,0,0.0242638,0,0,0.0543418,0.0278258,0.0313633,0.0105067,0.0120939,0.0406358,0.0555357,0.0317198,0.0569297,0.0681205,0.047621,0.0690078,0.0669406,0.0665128,0.0659428,0.0237365,0.0364364,0.0133402,0.0150731,0.0305754,0,0.0177843,0.0603132,0.0248635,0,0,0.0185565,0,0,0.0392025,0.0487557,0.0366035,0.0191144,0.0275438,0.0341908,0.0173173,0.0376019,0.0174246,0.0497574,0.0560041,0.0646291,0.056286,0.0538054,0.0350423,0.0185186,0.00957863,0.00796187,0.0288444,0.0165549,0,0,0,0,0
106,0,0,0,0,0.0509607,0.0510721,0,0,0.0411502,0,0.0194481,0.0591922,0,0,0.0247564,0,0,0.0549337,0.0274255,0.031843,0.0104878,0.0132996,0.0409659,0.0564095,0.0312804,0.0558445,0.0675184,0.0470918,0.068945,0.0669789,0.0660037,0.0653593,0.0234316,0.0358979,0.013328,0.0157658,0.0298583,0,0.0191557,0.0602687,0.0244332,0,0,0.0189395,0,0,0.0393657,0.0493369,0.0397504,0.0192175,0.0255767,0.0347182,0.0174444,0.0374628,0.0170144,0.0500431,0.056278,0.0647547,0.0580006,0.0528014,0.0393736,0.01822,0.00960486,0.00781344,0.0290334,0.016805,0,0,0,0,0
107,0,0,0,0,0.0505745,0.0509409,0,0,0.0406281,0,0.0203539,0.058637,0,0,0.025533,0,0,0.0553425,0.0267965,0.0327924,0.0104857,0.0159778,0.0410635,0.0573758,0.0305036,0.054569,0.0668374,0.0463629,0.0683839,0.0664916,0.065224,0.0645689,0.0236416,0.0353462,0.0133557,0.0161639,0.0290593,0,0.0204801,0.0603768,0.0241668,0,0,0.0190689,0,0,0.0396517,0.0496434,0.0435195,0.0191411,0.0235499,0.0353455,0.0173154,0.0372751,0.0168557,0.0504973,0.0566017,0.0649883,0.0596349,0.0520944,0.0438915,0.0178675,0.00955167,0.00819771,0.0291534,0.0170356,0,0,0,0,0
