Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,RTHI
394,0.0144456,0,0,0,0,0.0146267,0,0,0,0,0,0,0.0395347,0.0413494,0.0485834,0.0228979,0,0,0.058269,0,0.0455777,0.0405451,0.0335693,0.0555814,0.0191689,0.014555,0.0288539,0.0170358,0.0138399,0.0129222,0.0126103,0.0390609,0.01905,0.0254955,0.0282351,0.0234252,0.0499391,0.0417853,0.0301127,0.0282149,0.0178081,0.00980863,0.0181006,0.0313625,0.0309835,0,0,0.0549555,0,0,0.0434172,0.0443398,0.0339905,0.0231929,0.0120531,0.0114618,0.0470585,0.0270228,0.0214506,0.0266963,0.0169672,0.0185041,0.0168444,0.0189758,0.0263384,0.0403585,0.057149,0.0396269,0.0166459,0.0184601,0,0,0,0,0.0265961
395,0.0146122,0,0,0,0,0.0143755,0,0,0,0,0,0,0.0389861,0.0414136,0.0478541,0.0233693,0,0,0.0583402,0,0.0454797,0.0407477,0.0333681,0.0545414,0.0189093,0.0142843,0.029097,0.0172732,0.0142637,0.0130751,0.012607,0.0386459,0.0186091,0.0249432,0.0278401,0.0229086,0.049369,0.0418268,0.0300681,0.0284787,0.0187392,0.0096927,0.0190894,0.031783,0.0310728,0,0,0.0548048,0,0,0.0433221,0.0445433,0.0345927,0.0229773,0.0118712,0.0114425,0.0471072,0.0274072,0.0213606,0.0263191,0.0177511,0.017598,0.0178442,0.0198895,0.0267404,0.0406821,0.0569311,0.0394751,0.0165853,0.0187164,0,0,0,0,0.0263624
396,0.0146748,0,0,0,0,0.0141536,0,0,0,0,0,0,0.0388088,0.0413818,0.0474753,0.0239665,0,0,0.0583282,0,0.045334,0.0408568,0.0332043,0.0538212,0.0186287,0.0139114,0.0292362,0.017436,0.014657,0.0129802,0.0125977,0.0385687,0.0181696,0.0243667,0.0275971,0.0226124,0.0491553,0.0418113,0.030019,0.0287688,0.0195917,0.00955543,0.0200981,0.0321087,0.0311475,0,0,0.0546507,0,0,0.0431877,0.0448896,0.0352026,0.0227579,0.0117789,0.011384,0.0471238,0.0277718,0.0213985,0.0257961,0.0185626,0.0167298,0.0188495,0.0208337,0.0273798,0.0409649,0.0565994,0.0392929,0.0166136,0.0188112,0,0,0,0,0.0261291
397,0.0146729,0,0,0,0,0.0139821,0,0,0,0,0,0,0.0391425,0.0413214,0.0475169,0,0,0,0.0583212,0,0.045191,0.0408672,0.0333017,0.053389,0.0182334,0.013602,0.0293025,0.0175315,0.0148269,0.0126007,0.0125556,0.0388593,0.0177678,0.0239102,0.027522,0.0224681,0.0492855,0.0417957,0.0299022,0.0289497,0.020278,0.00943421,0.0212133,0.0327272,0.0311816,0,0,0.0544696,0,0,0.0430682,0.0450736,0.0359731,0.022565,0.0119871,0.011195,0.047081,0.0281197,0.0217052,0.0254511,0.01928,0.0161128,0.0197629,0.021763,0.027563,0.0409743,0.0563124,0.0391954,0.0166658,0.0188429,0,0,0,0,0.0260212
398,0.0146849,0,0,0,0,0.0139425,0,0,0,0,0,0,0.0389275,0.0413543,0.0470484,0.0252007,0,0,0.0583256,0,0.0450844,0.0408933,0.0329228,0.0523284,0.0178046,0.0131853,0.0290432,0.0174957,0.0147908,0.0124211,0.0124821,0.0390039,0.0172997,0.0234673,0.0273518,0.0221686,0.048817,0.0417891,0.0297968,0.0291399,0.0215424,0.00933811,0.0224038,0.0326209,0.0311753,0,0,0.0542487,0,0,0.0429559,0.0458369,0.0366248,0.0219464,0.0117194,0.0113461,0.0468647,0.0285679,0.0218409,0.0246414,0.0198968,0.0154358,0.0205739,0.0224253,0.0286586,0.0407209,0.0560458,0.0391685,0.0168536,0.0188253,0,0,0,0,0.0255688
399,0.014706,0,0,0,0,0.0137723,0,0,0,0,0,0,0.0387443,0.0413543,0.0467145,0.0257808,0,0,0.058293,0,0.0449916,0.0410107,0.0330892,0.0514872,0.0174913,0.0127103,0.0288897,0.0174045,0.0146799,0.0122042,0.0124199,0.0392814,0.0169713,0.0232178,0.0273058,0.0220277,0.048303,0.0417073,0.0297068,0.0294252,0.0227267,0.00926124,0.0236819,0.032801,0.031071,0,0,0.0539451,0,0,0.0427845,0.0461997,0.0376763,0.021753,0.0117148,0.0116061,0.0463847,0.0291454,0.0220516,0.0241207,0.020572,0.0148659,0.0214478,0.0232404,0.0294049,0.0404339,0.0558713,0.0391067,0.0168848,0.0188366,0,0,0,0,0.0252177
400,0.0147392,0,0,0,0,0.0136574,0,0,0,0,0,0,0.0386569,0.0413766,0.0466077,0.0260824,0,0,0.0581574,0,0.0448808,0.0411953,0.033386,0.0508043,0.0173504,0.012227,0.0285283,0.0172311,0.0144941,0.0120833,0.0123133,0.039195,0.0167198,0.0230632,0.0273809,0.0219904,0.0480387,0.0415897,0.0296366,0.0297213,0.0239443,0.00914972,0.0248735,0.0330031,0.0309419,0,0,0.0535975,0,0,0.0424982,0.0465823,0.038906,0.0213205,0.01194,0.0117586,0.0459037,0.0298458,0.0221084,0.0236528,0.0213523,0.0143173,0.0222978,0.0241615,0.0302065,0.0401117,0.0555532,0.0389804,0.0169024,0.0188339,0,0,0,0,0.0248688
401,0.0147742,0,0,0,0,0.0136092,0,0,0,0,0,0,0.0387816,0.0413629,0.0466375,0.026167,0,0,0.0579168,0,0.0447617,0.0413346,0.033675,0.0503154,0.017339,0.0118184,0.0279427,0.017076,0.0144447,0.0121266,0.0121746,0.0387381,0.0168024,0.0230747,0.0275854,0.021988,0.0480791,0.041488,0.0295002,0.029968,0.025015,0.00900434,0.0261354,0.0334402,0.0308162,0,0,0.0531709,0,0,0.0421278,0.0470619,0.0401609,0.020621,0.012394,0.0117837,0.0454813,0.0305176,0.0223329,0.0232368,0.0221229,0.0138387,0.0230266,0.0251024,0.0310014,0.039737,0.055107,0.0388121,0.0168334,0.0188081,0,0,0,0,0.0245342
402,0.0148132,0,0,0,0,0.0137484,0,0,0,0,0,0,0.0390286,0.0413081,0.0467209,0,0,0,0.0576535,0,0.0446443,0.0413965,0.034149,0.0499716,0.017262,0.0115479,0.0276918,0.0170632,0.0145967,0.0124013,0.0122648,0.0384786,0.0168813,0.0231996,0.0277002,0.0219752,0.048104,0.0414607,0.0293078,0.0301783,0.0258231,0.00887827,0.0274735,0.0341648,0.0307855,0,0,0.052803,0,0,0.0417918,0.04698,0.0414758,0.0203707,0.013363,0.0120346,0.0452684,0.0312501,0.0227736,0.0230551,0.0227211,0.0135325,0.0238313,0.0261122,0.0315988,0.0394822,0.0547823,0.0386801,0.0168266,0.018883,0,0,0,0,0.0243305
403,0.0147885,0,0,0,0,0.0138198,0,0,0,0,0,0,0.0390681,0.0412198,0.0466419,0,0,0,0.0574631,0,0.044522,0.0414557,0.0344933,0.0495273,0.0173477,0.0111869,0.0272544,0.0170743,0.0146732,0.0126353,0.0123828,0.0383789,0.0169746,0.0231923,0.0276492,0.0218312,0.0478871,0.0414116,0.0291555,0.0304083,0.0266692,0.00877904,0.0286301,0.0339969,0.0306717,0,0,0.052508,0,0,0.0415117,0.0467663,0.0426018,0.0204959,0.0142578,0.0125472,0.045014,0.0319693,0.0231122,0.0227139,0.0232275,0.0132282,0.0246974,0.0269883,0.0321553,0.0392845,0.0544193,0.03863,0.0166672,0.0189449,0,0,0,0,0.024056
404,0.0148245,0,0,0,0,0.0138825,0,0,0,0,0,0,0.0391662,0.0412075,0.0466051,0.0277782,0,0,0.0571744,0,0.0444052,0.0415278,0.0347264,0.0491239,0.0173136,0.0107852,0.0268895,0.0171565,0.0146792,0.012771,0.0125229,0.0384283,0.0171669,0.0232885,0.0275951,0.0216268,0.0476488,0.0412806,0.0290624,0.03066,0.0274822,0.0087208,0.0293845,0,0.0306848,0,0,0.0523323,0,0,0.0413968,0.0466723,0.0435688,0.0202631,0.0152948,0.0132209,0.0449118,0.0326006,0.0234833,0.022469,0.0236964,0.01289,0.0254374,0.0277799,0.0325889,0.0392349,0.0541398,0.0386334,0.0164578,0.0191297,0,0,0,0,0.0238738
405,0.0148642,0,0,0,0,0.0140631,0,0,0,0,0,0,0.0396313,0.0413681,0.0467942,0,0,0,0.0569956,0,0.0442877,0.0416312,0.0346823,0.0490521,0.0170317,0.0105855,0.0267564,0.0172348,0.0149548,0.0130493,0.0127664,0.0383757,0.0171182,0.0234321,0.027644,0.0215454,0.0476964,0.0412766,0.029027,0.030927,0.0283559,0.00867533,0.0301593,0,0.0308146,0,0,0.0520741,0,0,0.041325,0.0466906,0.044482,0.0197783,0.0163268,0.0140829,0.0450024,0.0332861,0.023659,0.0221633,0.0242447,0.0124981,0.0262064,0.0285894,0.0329915,0.0393003,0.0539225,0.0386463,0.0164353,0.0192954,0,0,0,0,0.02361
406,0.0148503,0,0,0,0,0.014146,0,0,0,0,0,0,0.0400053,0.0415158,0.0468797,0,0,0,0.0567926,0,0.0441447,0.0416592,0.0345396,0.0490474,0.0172653,0.0102977,0.0261299,0.0173175,0.0150529,0.0133025,0.0129572,0.0382765,0.0170323,0.0235368,0.0276285,0.0214214,0.0477495,0.0411967,0.0290163,0.0311852,0.0289158,0.00864356,0.0308799,0,0.0309336,0,0,0.0518485,0,0,0.0413064,0.0469222,0.0452996,0.0193221,0.0171334,0.014569,0.04522,0.0338754,0.0239026,0.0216852,0.0247018,0.0121674,0.0268909,0.0292491,0.0330754,0.0393571,0.0536907,0.0386119,0.0163022,0.0193824,0,0,0,0,0.0232118
407,0.0148664,0,0,0,0,0.01402,0,0,0,0,0,0,0.0404889,0.0415336,0.0470817,0,0,0,0.0565813,0,0.0440257,0.0416878,0.0343481,0.0490963,0.0175479,0.0100409,0.0256755,0.0174218,0.0152298,0.0135119,0.0131868,0.0382743,0.0170361,0.0234996,0.0275885,0.021313,0.0479274,0.0411084,0.029045,0.0314008,0.0291397,0.00861802,0.0315762,0,0.0309836,0,0,0.0516763,0,0,0.0412164,0.0471483,0.0459572,0.0189173,0.0178837,0.0150943,0.0453658,0.0344595,0.0242905,0.0211821,0.0251341,0.0119509,0.0275744,0.0299396,0.0327881,0.0394058,0.0534679,0.038513,0.0160607,0.0194162,0,0,0,0,0.0227889
408,0.0148925,0,0,0,0,0.0138875,0,0,0,0,0,0,0.0411781,0.0414902,0.0474131,0,0,0,0.0564026,0,0.0438911,0.0416437,0.0341973,0.0491636,0.0177769,0.00984568,0.0253453,0.0175623,0.01552,0.0137055,0.013424,0.0383706,0.0170748,0.0236225,0.0275751,0.0212004,0.0483007,0.0409956,0.0290356,0.0314902,0.0290608,0.0085727,0.0323402,0,0.0310983,0,0,0.0514033,0,0,0.0411029,0.0473048,0.0467132,0.0185589,0.0185688,0.015755,0.0456288,0.0350403,0.02478,0.0207173,0.0255906,0.011816,0.0282725,0.0306967,0.0320464,0.0395524,0.0532544,0.038504,0.0158817,0.0194618,0,0,0,0,0.0223723
409,0.0149146,0,0,0,0,0.0137638,0,0,0,0,0,0,0.0419653,0.04152,0.0477919,0,0,0,0.0563115,0,0.0437743,0.0415939,0.0342015,0.0491828,0.0179298,0.00966613,0.0251738,0.0177222,0.0158672,0.0139571,0.0136921,0.0384972,0.0171327,0.0238137,0.0276112,0.0210716,0.0487455,0.0409104,0.0290499,0.0315901,0.0286899,0.00852368,0.0332995,0,0.0312845,0,0,0.0511478,0,0,0.0409538,0.047513,0.0481076,0.0182756,0.0192491,0.0165767,0.0459261,0.0352891,0.0254455,0.0203436,0.0258758,0.0117266,0.0287204,0.0313773,0.0308209,0.0396586,0.0531184,0.0385622,0.0157704,0.0195682,0,0,0,0,0.0220784
410,0.0148994,0,0,0,0,0.0136559,0,0,0,0,0,0,0.0427822,0.0415915,0.0481643,0,0,0,0.0561317,0,0.043643,0.0415709,0.034396,0.049145,0.0180455,0.00950011,0.0251709,0.0178622,0.0160877,0.0141444,0.0139552,0.0386655,0.0171867,0.0239869,0.0276768,0.0209568,0.0492201,0.0407948,0.0291166,0.0316879,0.0280363,0.00846303,0.0345089,0,0.0314848,0,0,0.0508388,0,0,0.0407636,0.0477357,0.0506627,0.0180601,0.0198838,0.0171803,0.0463084,0.0352863,0.0256544,0.0201141,0.0259692,0.0117092,0.0289437,0.0317722,0.0290588,0.0398096,0.0529578,0.0386027,0.0157823,0.0197086,0,0,0,0,0.0219086
411,0.0149501,0,0,0,0,0.013215,0,0,0,0,0,0,0.0432362,0.0416038,0.0483101,0,0,0,0.0560413,0,0.0435166,0.0416422,0.034455,0.0490417,0.0181919,0.00926893,0.0249779,0.0179387,0.0160558,0.0140499,0.0140863,0.038691,0.0172176,0.0240147,0.0276744,0.020835,0.0495134,0.0407477,0.0291792,0.0318315,0.0269136,0.00838504,0.0357465,0,0.0315081,0,0,0.050305,0,0,0.0404397,0.0481078,0.0541715,0.0178909,0.0204505,0.0176294,0.0462435,0.035524,0.0250564,0.0198168,0.0259817,0.0117671,0.0291853,0.0321155,0.0266106,0.0397336,0.0527611,0.0385762,0.0156588,0.0198425,0,0,0,0,0.0217122
412,0.015016,0,0,0,0,0.0128392,0,0,0,0,0,0,0.0435619,0.0416175,0.0484032,0,0,0,0.0559725,0,0.0434274,0.0417043,0.0346204,0.0489757,0.0182881,0.00892321,0.0249281,0.0179808,0.0159876,0.0137465,0.0141535,0.038798,0.0172307,0.0240289,0.0276708,0.0207602,0.0496827,0.0407287,0.0292147,0.0319432,0.0248497,0.0082825,0.0369241,0,0.0314932,0,0,0.0497532,0,0,0.040174,0.0482796,0.0583421,0.0176566,0.0211977,0.0179885,0.0461664,0.0356821,0.0251668,0.0196794,0.0260476,0.0119095,0.0294818,0.0326575,0.0238403,0.0396355,0.0524931,0.0385414,0.0156145,0.0200164,0,0,0,0,0.0216816
413,0.0150496,0,0,0,0,0.0125869,0,0,0,0,0,0,0.0438043,0.0416976,0.0484699,0,0,0,0.055969,0,0.0433808,0.0418056,0.0346794,0.0489513,0.0183757,0.00854947,0.0246782,0.0179712,0.0160388,0.0136583,0.0141795,0.0388482,0.0171314,0.0239209,0.0275945,0.0207022,0.049755,0.0407868,0.0292135,0.0320991,0.0227799,0.00819407,0.0382318,0,0.0313974,0,0,0.0492158,0,0,0.0399,0.0483996,0.062577,0.0173939,0.0220193,0.0181974,0.0460427,0.035692,0.0254939,0.0196179,0.0263793,0.0120299,0.0297815,0.0334376,0.0213902,0.0395216,0.0522336,0.0384831,0.0155728,0.0201097,0,0,0,0,0.021714
414,0.0150844,0,0,0,0,0.0125149,0,0,0,0,0,0,0.0442912,0.0417613,0.0486679,0,0,0,0.0559611,0,0.0433193,0.0419284,0.0348598,0.049065,0.0185357,0.00816623,0.0245837,0.0179587,0.0162752,0.0137822,0.0142144,0.0389504,0.0169838,0.0237946,0.0275345,0.0206629,0.050085,0.0408596,0.0291579,0.0322804,0.0211172,0.00811247,0.0393827,0,0.0313598,0,0,0.0487716,0,0,0.0396359,0.0481952,0.0664059,0.017289,0.0230063,0.0186636,0.045992,0.0355762,0.0258362,0.0198073,0.0266644,0.0121814,0.0298932,0.0344483,0.0199517,0.0395046,0.0519912,0.0383896,0.0155883,0.0201671,0,0,0,0,0.021972
415,0.0150531,0,0,0,0,0.0124562,0,0,0,0,0,0,0.04449,0.0417499,0.0486659,0,0,0,0.0560994,0,0.0432571,0.0420951,0.0349168,0.0489939,0.0186694,0.00776164,0.0243888,0.0178084,0.01635,0.0137392,0.0141668,0.0388954,0.0167899,0.023586,0.0274302,0.0205912,0.050231,0.0409598,0.0290476,0.032431,0.019975,0.00803795,0.0399851,0,0.0311881,0,0,0.0484025,0,0,0.0394562,0.0479707,0.0692694,0.017158,0.023947,0.0195008,0.045723,0.0355138,0.0260263,0.0200578,0.0270236,0.0123236,0.0300127,0.0356749,0.0197882,0.0392439,0.0518143,0.038341,0.0155569,0.0201111,0,0,0,0,0.0222527
416,0.0149807,0,0,0,0,0.0124926,0,0,0,0,0,0,0.0444439,0.0417284,0.0485367,0,0,0,0.0562614,0,0.0431943,0.042237,0.0349491,0.0488405,0.0188532,0.00735896,0.0242707,0.017619,0.0162776,0.0137386,0.0140817,0.0387,0.0165601,0.0232884,0.0273161,0.0204915,0.0502033,0.0410796,0.0289425,0.0325265,0.0188206,0.00798179,0.0400558,0,0.0309553,0,0,0.048123,0,0,0.0393356,0.047644,0.070823,0.017171,0.0247906,0.0196258,0.0454841,0.0355877,0.0261609,0.0203379,0.0272413,0.012497,0.030039,0.0368357,0.0204349,0.0389698,0.0516412,0.0382966,0.0155828,0.0199909,0,0,0,0,0.0224055
417,0.0148399,0,0,0,0,0.0126162,0,0,0,0,0,0,0.044253,0.0418024,0.0483765,0,0,0,0.0564719,0,0.0431474,0.0423278,0.0349245,0.0487483,0.0190427,0.0070415,0.0244098,0.0173969,0.0161081,0.0137968,0.0139843,0.0384589,0.0163525,0.022994,0.0272316,0.020412,0.0500786,0.0412225,0.0289172,0.0326096,0.0176726,0.00794624,0.0398105,0,0.0306856,0,0,0.0479055,0,0,0.0392225,0.0473126,0.0713272,0.0172011,0.0255387,0.0195085,0.0452481,0.0356868,0.0263451,0.0206294,0.0274992,0.0127748,0.0299105,0.0375615,0.021355,0.03875,0.0514355,0.0382342,0.015659,0.0198061,0,0,0,0,0.0223882
418,0.0146296,0,0,0,0,0.0127863,0,0,0,0,0,0,0.0439157,0.0418554,0.0481744,0,0,0,0.0566855,0,0.043104,0.0423647,0.0348648,0.0487005,0.0191546,0.00678697,0.0244052,0.0171678,0.0159216,0.0137019,0.0138865,0.0381997,0.0161821,0.0228062,0.0272385,0.0203675,0.0498209,0.0413411,0.0289147,0.0326285,0.0167849,0.00789448,0.0393419,0,0.0303781,0,0,0.0476677,0,0,0.0390256,0.0471029,0.0711049,0.017185,0.0261805,0.0194759,0.0450301,0.0356094,0.0265757,0.0210064,0.027685,0.0131804,0.0295744,0.0379767,0.0221532,0.0385433,0.0511906,0.0381332,0.0157555,0.019625,0,0,0,0,0.022526
419,0.0143957,0,0,0,0,0.0128649,0,0,0,0,0,0,0.043552,0.0418435,0.0479467,0,0,0,0.0568905,0,0.0430755,0.0424415,0.0347907,0.0487144,0.0191616,0.00659701,0.0242678,0.0169391,0.0158084,0.0135687,0.0138023,0.0379975,0.0160717,0.0226822,0.027305,0.0203439,0.0495227,0.0414445,0.0289161,0.0326461,0.0161892,0.0078188,0.0385764,0,0.0300286,0,0,0.0474087,0,0,0.0388013,0.0470361,0.0703257,0.017144,0.0266622,0.019589,0.0446815,0.035451,0.026902,0.0214911,0.0274039,0.0137208,0.02896,0.0379416,0.0229674,0.0383608,0.0509749,0.0380407,0.0158519,0.0194977,0,0,0,0,0.0228185
420,0.0141949,0,0,0,0,0.0129304,0,0,0,0,0,0,0.0433549,0.0418724,0.0477787,0,0,0,0.0570483,0,0.0430563,0.0425473,0.0347447,0.04885,0.0191247,0.00646819,0.0241516,0.0167519,0.0157727,0.0137563,0.0137605,0.0377878,0.0159817,0.0225659,0.0274431,0.0202992,0.0493479,0.0415364,0.0289521,0.0326889,0.0160388,0.00774895,0.0372112,0,0.0296616,0,0,0.0471775,0,0,0.0385695,0.0469729,0.0688339,0.0170651,0.0269188,0.0196961,0.0443336,0.0355155,0.0269503,0.0219671,0.0271013,0.0142813,0.0283262,0.0375113,0.0237796,0.038209,0.0508091,0.0379773,0.0159544,0.0193915,0,0,0,0,0.0230954
421,0.0140286,0,0,0,0,0.0130341,0,0,0,0,0,0,0.04338,0.0418868,0.047774,0,0,0,0.0572011,0,0.0430219,0.0426396,0.0346605,0.0490517,0.0190729,0.00636508,0.0241415,0.0165591,0.0157972,0.0143099,0.0137785,0.0375845,0.0158663,0.0223328,0.0276143,0.0202217,0.0493612,0.0416515,0.0289901,0.0326726,0.0158559,0.00768563,0.035632,0,0.0293902,0,0,0.0470076,0,0,0.0384194,0.0468678,0.067006,0.0170052,0.0269639,0.0197066,0.0440785,0.0356603,0.0268268,0.02241,0.0268613,0.0147853,0.0277331,0.0367643,0.0244435,0.0380565,0.0507065,0.0379281,0.016075,0.0192576,0,0,0,0,0.0233311
422,0.0138453,0,0,0,0,0.0131192,0,0,0,0,0,0,0.0433368,0.0419245,0.047805,0,0,0,0.0573508,0,0.0429933,0.0426873,0.0345037,0.0489488,0.0189138,0.00631838,0.0241796,0.0163152,0.0157705,0.0145612,0.0138776,0.0373698,0.0157602,0.0222237,0.0275433,0.0201688,0.0493545,0.0417798,0.0290252,0.0326596,0.0161056,0.00762585,0.0338719,0,0.0290687,0,0,0.0468221,0,0,0.0383792,0.0467265,0.0648878,0.0170018,0.0267226,0.0198725,0.0436323,0.035744,0.0266635,0.0228417,0.0265279,0.0152073,0.0269052,0.0356914,0.0250857,0.0378206,0.0507193,0.0379993,0.0161294,0.019159,0,0,0,0,0.0235982
423,0.0136624,0,0,0,0,0.01316,0,0,0,0,0,0,0.0431818,0.0420446,0.0477998,0,0,0,0.0575909,0,0.0429866,0.0427823,0.0342318,0.0488279,0.0186148,0.00634244,0.0240863,0.0160661,0.0157832,0.0144913,0.0139962,0.037107,0.0157071,0.0223222,0.0267233,0.0201518,0.0492725,0.0419478,0.0290849,0.0326958,0.0164402,0.00757312,0.0322456,0,0.0287105,0,0,0.0466466,0,0,0.0383912,0.0465878,0.0629147,0.0170903,0.026161,0.0202328,0.0430596,0.0356954,0.0263561,0.0231925,0.0259951,0.0157239,0.026,0.0345525,0.0257155,0.0375147,0.0507114,0.0380424,0.0161478,0.0190582,0,0,0,0,0.0237761
424,0.0134817,0,0,0,0,0.0132515,0,0,0,0,0,0,0.0430399,0.0421171,0.0477635,0,0,0,0.0577928,0,0.0429829,0.0429077,0.0340812,0.0486987,0.0184232,0.00635956,0.0242234,0.015867,0.0158941,0.0144393,0.0140407,0.0369653,0.0156899,0.0223626,0.0261352,0.0201406,0.0491872,0.0421052,0.0290892,0.0326935,0.0170121,0.00751561,0.0306632,0,0.0284075,0,0,0.0465533,0,0,0.0384616,0.0462913,0.060964,0.0171891,0.0256297,0.0207374,0.0426145,0.0355835,0.0260162,0.0235718,0.0252821,0.0163883,0.0250687,0.0332661,0.026456,0.037304,0.0506382,0.0380032,0.0162126,0.0189897,0,0,0,0,0.0239302
425,0.0133039,0,0,0,0,0.0134128,0,0,0,0,0,0,0.0429212,0.0420703,0.0477456,0,0,0,0.0579149,0,0.0429595,0.0430233,0.0340895,0.0485097,0.018418,0.00634917,0.0246309,0.015736,0.0159073,0.0145305,0.013999,0.0369299,0.0156832,0.0222217,0.0256402,0.0201294,0.049098,0.0422217,0.0290244,0.0326301,0.017877,0.00746399,0.0287284,0,0.0281692,0,0,0.0465456,0,0,0.0384634,0.0458466,0.0584831,0.0172906,0.0253018,0.0207258,0.0423659,0.0354118,0.0255994,0.0239414,0.0245433,0.0172084,0.0240309,0.031893,0.0270436,0.0372212,0.050536,0.0379381,0.0164233,0.0189777,0,0,0,0,0.0240678
426,0.0131295,0,0,0,0,0.0135649,0,0,0,0,0,0,0.0428244,0.0420432,0.0477404,0,0,0,0.0580246,0,0.0429378,0.0431314,0.0341924,0.0484359,0.018554,0.00632708,0.0252535,0.0156623,0.0158845,0.01462,0.0139525,0.0369718,0.0156552,0.0221404,0.0255169,0.0201241,0.0490304,0.0423435,0.0289582,0.0326881,0.018804,0.0074334,0.026699,0,0.0279968,0,0,0.0465955,0,0,0.0383947,0.045365,0.0557505,0.0173654,0.0252364,0.0207766,0.0421965,0.0351834,0.0251619,0.0242551,0.0240481,0.0183018,0.0229901,0.0307637,0.027691,0.0372421,0.050423,0.0378878,0.01675,0.0189397,0,0,0,0,0.0241517
427,0.0129183,0,0,0,0,0.0136513,0,0,0,0,0,0,0.0426311,0.0420532,0.047728,0,0,0,0.0582343,0,0.0429269,0.0432572,0.0341919,0.0485351,0.0185652,0.00628691,0.0255176,0.0155835,0.0158091,0.0146307,0.013958,0.0368521,0.0155996,0.0221321,0.0255724,0.0201482,0.0489327,0.0424819,0.0289237,0.0329988,0.0194135,0.00741067,0.0246534,0,0.0277569,0,0,0.0465435,0,0,0.0382981,0.0450529,0.0527845,0.017559,0.0252519,0.0208,0.0419176,0.0349217,0.0241604,0.0243943,0.0235849,0.0196059,0.0219025,0.0297408,0.0281206,0.0372312,0.0503291,0.0378504,0.017077,0.0188551,0,0,0,0,0.0240498
428,0.012645,0,0,0,0,0.0133937,0,0,0,0,0,0,0.0422361,0.0420592,0.0476572,0.0273689,0,0,0.0583578,0,0.0429056,0.0432697,0.0342226,0.0487008,0.0190548,0.0061789,0.0244691,0.015436,0.0156116,0.014715,0.013941,0.0366956,0.0153642,0.0219565,0.0255503,0.0201282,0.0488349,0.0424833,0.0288685,0.033391,0.0199709,0.00739828,0.0228457,0,0.0272687,0,0,0.046288,0,0,0.0382549,0.0447977,0.0497222,0.017976,0.0251157,0.0200005,0.0412557,0.0346371,0.022957,0.0243025,0.0230923,0.0209278,0.0207015,0.0287885,0.0279816,0.0368765,0.0503181,0.0378404,0.0167935,0.0186357,0,0,0,0,0.0236877
429,0.0125076,0,0,0,0,0.0138065,0,0,0,0,0,0,0.0423481,0.042073,0.0477336,0,0,0,0.0585745,0,0.0429356,0.0433328,0.0338711,0.048601,0.0183454,0.00623122,0.0251864,0.0152697,0.0156685,0.0148194,0.0140066,0.0364575,0.0153479,0.0219059,0.0256281,0.0201908,0.0489903,0.0427187,0.0289102,0.0330688,0.0197567,0.00736543,0.0209824,0,0.0271457,0,0,0.0462273,0,0,0.0382582,0.0447602,0.0465325,0.0178097,0.0251922,0.0204919,0.0410655,0.0341196,0.0225147,0.0244206,0.0225255,0.0223623,0.0192695,0.0276754,0.027198,0.0367426,0.0503677,0.0378074,0.0173951,0.0187168,0,0,0,0,0.0235279
430,0.0123884,0,0,0,0,0.0136802,0,0,0,0,0,0,0.0422136,0.0421289,0.0476582,0.0270357,0,0,0.0586721,0,0.0429391,0.0433776,0.033991,0.0485355,0.0190327,0.00615531,0.0247766,0.0151021,0.0155146,0.0148068,0.0139616,0.0364714,0.0151655,0.0213796,0.0255772,0.0201271,0.0489284,0.0427551,0.0289198,0.0327757,0.0197002,0.00734758,0.0193621,0,0.0268784,0,0,0.046109,0,0,0.0382573,0.0442893,0.0436581,0.0179505,0.0251866,0.0199427,0.0405375,0.0336372,0.0215678,0.02447,0.0221474,0.0237824,0.018082,0.026778,0.0263493,0.0365104,0.0503183,0.037767,0.0172093,0.0186976,0,0,0,0,0.0231845
431,0.0123705,0,0,0,0,0.0137578,0,0,0,0,0,0,0.0422416,0.0421556,0.0477363,0.0269001,0,0,0.0588711,0,0.0429402,0.0434667,0.0339646,0.0484537,0.0191145,0.00613622,0.0249233,0.0150525,0.015481,0.0148535,0.01385,0.0364394,0.0150921,0.0211635,0.0256136,0.020134,0.0489742,0.042905,0.0289246,0.032703,0.0194465,0.00733409,0.0176851,0,0.0267551,0,0,0.0460382,0,0,0.0382195,0.0438811,0.0408283,0.0181519,0.0252549,0.0199958,0.0401094,0.0329847,0.0208084,0.0246194,0.0216302,0.0252337,0.0168501,0.0257128,0.0247885,0.0364721,0.050228,0.0378051,0.0173689,0.0188516,0,0,0,0,0.0228956
