Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,RTHI
357,0.0134304,0,0,0,0,0.0166406,0,0,0,0,0,0,0.0305964,0.0400963,0.034676,0.0193896,0,0,0.0636893,0,0.0476741,0.0415569,0.0357688,0.0513088,0.0150243,0.0134619,0.0229996,0.0157323,0.0193502,0.0190937,0.0123706,0.0457746,0.0145872,0.0159169,0.0251637,0.0170257,0.0380811,0.0470216,0.0302398,0.0273495,0.0143422,0.0100934,0.00861969,0.0213033,0.0268104,0,0,0.0550503,0,0,0.0442332,0.042334,0.00937044,0.0216348,0.011759,0.00665385,0.0446815,0.0229755,0.0205937,0.0262342,0.00702264,0.0376552,0.00658641,0.00429111,0.0190333,0.0355218,0.0593741,0.0407046,0.0175022,0.017737,0,0,0,0,0.0239891
358,0.0134711,0,0,0,0,0.0167011,0,0,0,0,0,0,0.0324348,0.0401803,0.0361297,0.0194321,0,0,0.0638303,0,0.0477343,0.04163,0.0356715,0.0528842,0.0150735,0.0135185,0.0230009,0.0157506,0.0195379,0.0191591,0.0123124,0.0459565,0.0132872,0.0145591,0.0246015,0.0182394,0.0415881,0.0470761,0.0302958,0.0273378,0.0145802,0.0100936,0.00855199,0.0210812,0.026791,0,0,0.0551244,0,0,0.0443932,0.0425317,0.00943614,0.0218466,0.0112426,0.00649902,0.0445444,0.0231926,0.0203292,0.0259599,0.00661044,0.0374365,0.00621923,0.00376791,0.0193971,0.0355511,0.0594625,0.0407259,0.0174031,0.0178984,0,0,0,0,0.0238086
359,0.0135332,0,0,0,0,0.0166929,0,0,0,0,0,0,0.0341348,0.040236,0.0378443,0.0194681,0,0,0.063965,0,0.0477599,0.041771,0.0355913,0.0540373,0.0151759,0.0136911,0.0230626,0.0157936,0.0196998,0.0191719,0.0122051,0.0460377,0.0121315,0.013393,0.0240491,0.0192891,0.0450435,0.0471649,0.0303128,0.0273236,0.0147993,0.0101253,0.00839327,0.020947,0.0267018,0,0,0.0552732,0,0,0.0445001,0.0425952,0.00925177,0.0220604,0.0110458,0.0065192,0.0444072,0.0232802,0.0201582,0.025753,0.00636081,0.0372956,0.00596807,0.00344918,0.0198089,0.0356247,0.059644,0.0407515,0.0173308,0.017974,0,0,0,0,0.0236217
360,0.0135962,0,0,0,0,0.0167082,0,0,0,0,0,0,0.0351054,0.040256,0.0392354,0.0194812,0,0,0.0640318,0,0.0477956,0.041887,0.035522,0.0548943,0.0153438,0.0136955,0.0231018,0.0159791,0.0197385,0.0190918,0.0120742,0.0458553,0.0113402,0.0128085,0.0237351,0.020062,0.048109,0.0472674,0.030327,0.0272904,0.0151488,0.0101763,0.00830025,0.0208682,0.0266201,0,0,0.0554701,0,0,0.0445763,0.0426466,0.0090677,0.02203,0.0111213,0.00660697,0.0443518,0.0233005,0.0201562,0.025661,0.00610088,0.0371716,0.00568804,0.00315556,0.0201731,0.0357515,0.0597679,0.0408273,0.0173303,0.0179646,0,0,0,0,0.0234816
361,0.0137049,0,0,0,0,0.0167475,0,0,0,0,0,0,0.0355398,0.040237,0.040195,0.0194669,0,0,0.0640452,0,0.0478115,0.0418387,0.0355143,0.0554271,0.015587,0.0133995,0.0231216,0.0161421,0.0194565,0.0188487,0.0118713,0.0453671,0.0108807,0.0127756,0.0237082,0.0205306,0.0504485,0.0473527,0.0303526,0.0272469,0.0153799,0.0102365,0.00824288,0.0208839,0.0265693,0,0,0.0557668,0,0,0.0447032,0.0427491,0.00899525,0.0218235,0.0111566,0.00667306,0.0443449,0.02329,0.0201605,0.0256157,0.00582736,0.0370535,0.00540426,0.00291006,0.0205414,0.0358885,0.0598662,0.0409059,0.0173436,0.0178277,0,0,0,0,0.0234128
362,0.0138059,0,0,0,0,0.0168004,0,0,0,0,0,0,0.0356421,0.0402237,0.0410347,0.0195114,0,0,0.0640131,0,0.0477855,0.041722,0.0356892,0.0555443,0.015903,0.0129179,0.0231609,0.0162958,0.0189081,0.0183931,0.0115087,0.0446578,0.010708,0.0131502,0.0238552,0.020757,0.0518653,0.0473776,0.0303514,0.0271715,0.0153446,0.0102774,0.00802347,0.0210163,0.0266138,0,0,0.0560876,0,0,0.0449157,0.0427184,0.00883801,0.0219061,0.0110672,0.00682567,0.0443484,0.0232559,0.020079,0.0255622,0.00565502,0.0369163,0.00526992,0.00278385,0.0207787,0.0360711,0.0599743,0.0409823,0.0173442,0.0176827,0,0,0,0,0.0233718
363,0.0138904,0,0,0,0,0.0168525,0,0,0,0,0,0,0.035572,0.0401862,0.0415372,0.0195233,0,0,0.063967,0,0.0477644,0.0416487,0.035882,0.0556111,0.0162047,0.0125127,0.0232172,0.0165096,0.0181611,0.0176904,0.0109829,0.0437161,0.0108792,0.0137677,0.0239631,0.0208212,0.0525511,0.0473853,0.0303497,0.0270825,0.0153292,0.0102922,0.0078072,0.0211656,0.0265543,0,0,0.0563544,0,0,0.045139,0.0426576,0.00856683,0.0218825,0.0111588,0.00713574,0.044327,0.0232804,0.0200234,0.0255496,0.00556229,0.0367997,0.00516077,0.00270472,0.0209894,0.036233,0.0600253,0.0410571,0.0172787,0.0175158,0,0,0,0,0.0233585
364,0.0140351,0,0,0,0,0.0169788,0,0,0,0,0,0,0.0356653,0.0401156,0.0421958,0.0194508,0,0,0.0639076,0,0.0477464,0.0415188,0.036028,0.055711,0.0164683,0.0123824,0.0232775,0.0168026,0.017181,0.0167649,0.0103656,0.0425756,0.0114072,0.0151347,0.0240097,0.0208836,0.0528115,0.0474126,0.0303414,0.0268982,0.0154457,0.0102979,0.00772775,0.0213206,0.0263947,0,0,0.056599,0,0,0.0453472,0.0426757,0.00824745,0.0216444,0.0114436,0.00748833,0.0443688,0.0232815,0.0200233,0.0256272,0.00550172,0.0366693,0.00498332,0.00260122,0.0211638,0.0363997,0.0600756,0.0411083,0.0172855,0.0173632,0,0,0,0,0.0234178
365,0.0141577,0,0,0,0,0.0171109,0,0,0,0,0,0,0.036255,0.0400636,0.0431402,0.0193625,0,0,0.0637975,0,0.0477379,0.0413961,0.0361586,0.0559142,0.0167004,0.012597,0.023387,0.0171006,0.0160843,0.0156579,0.00977288,0.0413744,0.0121399,0.0166969,0.024203,0.0210715,0.0529179,0.0474296,0.0303371,0.0267488,0.0156033,0.0103072,0.00770971,0.0215521,0.0263739,0,0,0.0568451,0,0,0.04539,0.0426963,0.0079622,0.0213463,0.0118291,0.00772635,0.0444157,0.0233061,0.0200799,0.0258044,0.00547336,0.0365133,0.00472994,0.00255235,0.0214613,0.0366032,0.0601405,0.0411049,0.0173832,0.017212,0,0,0,0,0.0235381
366,0.0142067,0,0,0,0,0.0171458,0,0,0,0,0,0,0.0374101,0.0401755,0.0445069,0.0193541,0,0,0.0636532,0,0.0477469,0.0414429,0.0364166,0.0560825,0.0169565,0.0129772,0.0236038,0.0173094,0.0147441,0.0144202,0.00936282,0.0403827,0.0129782,0.0178947,0.0246942,0.0214441,0.053027,0.0474101,0.0303794,0.026788,0.0157164,0.0103072,0.00769846,0.0218912,0.0265137,0,0,0.0570761,0,0,0.0454713,0.0425491,0.00790201,0.0214318,0.0122181,0.00794588,0.0444544,0.0234158,0.0202206,0.0260541,0.00543971,0.036233,0.00439769,0.00253132,0.0218051,0.0368645,0.0602004,0.0410564,0.0174834,0.0172934,0,0,0,0,0.0237183
367,0.0141529,0,0,0,0,0.0170049,0,0,0,0,0,0,0.0390911,0.0402602,0.0461032,0.0193618,0,0,0.0635024,0,0.0477206,0.041483,0.0366822,0.0561984,0.0171783,0.0134553,0.0239145,0.017368,0.0132652,0.0133113,0.00935712,0.0396885,0.0138633,0.0190158,0.0244666,0.0220049,0.053383,0.0473657,0.0304451,0.0268403,0.0157175,0.0102929,0.00768871,0.0222441,0.0265408,0,0,0.0572039,0,0,0.0454698,0.0424322,0.00807851,0.0215332,0.0124285,0.0082434,0.0444216,0.0235167,0.0204006,0.0263017,0.00528257,0.0358379,0.00405857,0.00245416,0.0219566,0.0371191,0.0601619,0.0410251,0.0175785,0.0176061,0,0,0,0,0.0239314
368,0.0141395,0,0,0,0,0.0169214,0,0,0,0,0,0,0.0410854,0.0402928,0.0476649,0.0193635,0,0,0.0633977,0,0.0476693,0.0414501,0.0369043,0.05618,0.0174032,0.0140158,0.0242846,0.0173707,0.0118724,0.0124888,0.00982416,0.0393174,0.0147429,0.0201566,0.0243339,0.0226814,0.0538343,0.0472545,0.030517,0.026852,0.015764,0.0102771,0.00772797,0.022622,0.0265575,0,0,0.0572606,0,0,0.0455601,0.0423819,0.00822879,0.0215743,0.0126493,0.008364,0.0444583,0.0235377,0.0205167,0.0265487,0.00517156,0.0354447,0.00375831,0.00247892,0.0221901,0.0373146,0.0601781,0.0409963,0.0176913,0.0177797,0,0,0,0,0.0241477
369,0.0141509,0,0,0,0,0.0169003,0,0,0,0,0,0,0.0431466,0.0403305,0.0491305,0.019387,0,0,0.0633,0,0.0476086,0.0414016,0.0370913,0.0558918,0.0176488,0.0145348,0.0246228,0.0174146,0.0106208,0.0120603,0.0106843,0.0392405,0.0155698,0.0213641,0.0249508,0.0234024,0.0542323,0.0470793,0.0305695,0.026855,0.0158582,0.0102721,0.00757367,0.0229773,0.0266091,0,0,0.0573482,0,0,0.0456535,0.0423757,0.00833181,0.0216415,0.0129616,0.00858297,0.0445391,0.0234933,0.0205859,0.0267799,0.00515856,0.0351242,0.00345299,0.00261852,0.0225991,0.0374786,0.060244,0.0409989,0.0178161,0.0178685,0,0,0,0,0.0243462
370,0.0141423,0,0,0,0,0.0169274,0,0,0,0,0,0,0.0450358,0.0404009,0.0504303,0.0194183,0,0,0.0631907,0,0.0475786,0.0413481,0.0372039,0.0554302,0.0179119,0.0149333,0.0249037,0.0173171,0.00949487,0.012,0.0117974,0.0393572,0.0163884,0.0227842,0.0257409,0.0241064,0.0546664,0.0468845,0.0305995,0.0268736,0.0159758,0.0102819,0.00719385,0.0233129,0.02669,0,0,0.0574774,0,0,0.0456622,0.0423947,0.00840569,0.0217493,0.0133904,0.0088444,0.0446501,0.0234091,0.0207925,0.0270003,0.00517506,0.0348543,0.00317427,0.00284065,0.0230164,0.0376599,0.0602842,0.0410355,0.0179861,0.0179678,0,0,0,0,0.0245406
371,0.0140149,0,0,0,0,0.0168929,0,0,0,0,0,0,0.0467373,0.0404509,0.0517036,0.0194917,0,0,0.0631115,0,0.0475426,0.0413257,0.037218,0.0550737,0.0181809,0.0152479,0.025144,0.0170438,0.00856654,0.0121536,0.0130361,0.0395877,0.0171714,0.0242951,0.0260588,0.0247704,0.0551289,0.0466991,0.030601,0.0268949,0.0160303,0.0103049,0.00697459,0.0236506,0.0267037,0,0,0.0575672,0,0,0.0455881,0.0424321,0.00854934,0.0218369,0.013818,0.00894579,0.0446628,0.0233126,0.0209719,0.0272004,0.0052143,0.0345574,0.00297336,0.00310394,0.0232792,0.0378593,0.0602783,0.0410361,0.0181386,0.01809,0,0,0,0,0.0247419
372,0.0138691,0,0,0,0,0.0168981,0,0,0,0,0,0,0.0483474,0.0404491,0.0528296,0.0195923,0,0,0.0630165,0,0.0474541,0.04128,0.0371618,0.0550385,0.0184503,0.0155113,0.0252792,0.0168374,0.00785833,0.0124307,0.0142218,0.0398912,0.0179095,0.0254673,0.0262482,0.02539,0.0558011,0.0464508,0.0305575,0.0268932,0.0160903,0.0103143,0.00706719,0.0239301,0.0267402,0,0,0.0576127,0,0,0.0456089,0.0424171,0.00900315,0.0218819,0.0141029,0.00893036,0.0446969,0.0232803,0.0210836,0.0274112,0.00538219,0.0341965,0.00279048,0.00354419,0.0235335,0.0380113,0.0602085,0.0410055,0.0183068,0.0182445,0,0,0,0,0.0249678
373,0.0137173,0,0,0,0,0.0169479,0,0,0,0,0,0,0.0498326,0.0404955,0.0537664,0.0197141,0,0,0.0629221,0,0.0473976,0.0412499,0.0370817,0.0552881,0.0186992,0.0157249,0.0254054,0.0167214,0.00737793,0.0128627,0.015205,0.0402188,0.0186033,0.0263201,0.0265513,0.0259508,0.0565543,0.04619,0.0305444,0.0269256,0.0159877,0.0102977,0.00708824,0.0242034,0.0268061,0,0,0.0576071,0,0,0.0456635,0.0423672,0.0095197,0.0219311,0.014311,0.00888325,0.0447956,0.0232621,0.0211625,0.0276046,0.00558892,0.0338279,0.00275635,0.0039831,0.0237629,0.0381199,0.0601121,0.0409686,0.0184128,0.0183902,0,0,0,0,0.0251929
374,0.0135819,0,0,0,0,0.0170654,0,0,0,0,0,0,0.0511031,0.040572,0.0546164,0.0198355,0,0,0.062751,0,0.0473604,0.0411835,0.0369766,0.0557084,0.0188949,0.0158526,0.0255464,0.016637,0.00713124,0.0136265,0.0158787,0.0405613,0.0192428,0.0270335,0.0268903,0.0263962,0.0572583,0.0459435,0.0305541,0.0269644,0.0158358,0.0103141,0.00702465,0.0244847,0.0269216,0,0,0.0575699,0,0,0.0455906,0.0423283,0.0102565,0.0219803,0.0146463,0.00892659,0.0449672,0.0233203,0.0213169,0.0278253,0.00582494,0.03342,0.00280664,0.00450582,0.023936,0.0382253,0.0601132,0.040962,0.0184203,0.0185031,0,0,0,0,0.0254336
375,0.0133582,0,0,0,0,0.0170334,0,0,0,0,0,0,0.052224,0.0406356,0.0553907,0.0199821,0,0,0.0625205,0,0.0473319,0.0410621,0.0369361,0.0562494,0.0190061,0.0158992,0.0257017,0.0165211,0.00701785,0.0144177,0.0162436,0.0408769,0.0196647,0.0275938,0.0270771,0.0266837,0.0580278,0.0456641,0.0305853,0.0270069,0.0156021,0.0103406,0.00689378,0.024727,0.0269448,0,0,0.0574326,0,0,0.0454992,0.0423078,0.0112146,0.0220465,0.0147132,0.00915747,0.0449288,0.0234887,0.021384,0.0280119,0.00600074,0.0329109,0.00278824,0.00501395,0.0239295,0.0382129,0.0601525,0.0409471,0.0183454,0.0185028,0,0,0,0,0.0256541
376,0.0131912,0,0,0,0,0.017006,0,0,0,0,0,0,0.0529683,0.0407209,0.0557904,0.0201091,0,0,0.0622503,0,0.0472704,0.0408977,0.0369159,0.0565175,0.0189844,0.0158216,0.0258998,0.0163797,0.00703083,0.0134953,0.0163556,0.0410758,0.0199654,0.0279239,0.0270553,0.0269129,0.0585139,0.045372,0.0306032,0.0270093,0.0153163,0.0103658,0.00697944,0.0249092,0.0269998,0,0,0.0573312,0,0,0.0454263,0.0423323,0.0122991,0.022127,0.0148443,0.00968763,0.0449031,0.0236516,0.021421,0.0281915,0.00622812,0.0323188,0.00293487,0.00556443,0.0238696,0.0381573,0.0602105,0.0408948,0.0183084,0.0184998,0,0,0,0,0.0258702
377,0.0130636,0,0,0,0,0.0169878,0,0,0,0,0,0,0.0533669,0.0408141,0.0558478,0.0202376,0,0,0.0619837,0,0.0471881,0.0407431,0.0369716,0.056413,0.0189369,0.0156814,0.0261232,0.0162971,0.00709614,0.012164,0.016269,0.0412528,0.020075,0.0279323,0.0270508,0.0270152,0.0586338,0.0450629,0.030619,0.0270149,0.0150366,0.0103864,0.00709187,0.0250317,0.0270734,0,0,0.0572199,0,0,0.0454355,0.0423842,0.0133977,0.022221,0.0150531,0.00964376,0.0449067,0.0238003,0.021503,0.0283541,0.0066015,0.0317221,0.00343366,0.0062032,0.0237648,0.0381066,0.060184,0.0408305,0.0183487,0.0184441,0,0,0,0,0.0260981
378,0.0129959,0,0,0,0,0.0169672,0,0,0,0,0,0,0.0531738,0.040853,0.0554508,0.0203555,0,0,0.0617142,0,0.047092,0.0406275,0.0370607,0.0559991,0.0188589,0.0153852,0.0263215,0.016251,0.00722765,0.0115605,0.0158977,0.0413729,0.019919,0.0276253,0.0272491,0.0270049,0.058221,0.0447477,0.0306089,0.0269911,0.0147899,0.0103792,0.00731541,0.0251842,0.0271921,0,0,0.0570798,0,0,0.0454856,0.0424359,0.0145681,0.0223009,0.0152214,0.00962701,0.0449543,0.0239254,0.0215333,0.0284992,0.00699751,0.0310822,0.00406471,0.00686187,0.0236377,0.0380663,0.0600197,0.0407474,0.0183927,0.0183441,0,0,0,0,0.0263492
379,0.0127926,0,0,0,0,0.0167805,0,0,0,0,0,0,0.0523456,0.0408546,0.0547373,0.0205208,0,0,0.0614172,0,0.0470179,0.0405924,0.0371675,0.0557524,0.0186725,0.0148893,0.0265262,0.0161052,0.00743607,0.0113075,0.0151985,0.0413981,0.0195626,0.0270793,0.0271274,0.0268132,0.0575545,0.0444173,0.0305872,0.0268377,0.0145406,0.0103773,0.00760224,0.0254042,0.0271178,0,0,0.0569598,0,0,0.0453747,0.0425,0.0158215,0.0223104,0.015355,0.00993416,0.0448214,0.024049,0.0215874,0.0286087,0.00748595,0.0303929,0.00454078,0.00754025,0.0235805,0.0380286,0.0598092,0.0406623,0.0182507,0.0181417,0,0,0,0,0.0265749
380,0.0125881,0,0,0,0,0.0165951,0,0,0,0,0,0,0.0511003,0.0408216,0.0536811,0.0207415,0,0,0.0610044,0,0.0469436,0.0405039,0.0372906,0.0560758,0.0184383,0.0143657,0.0266306,0.0159261,0.00765594,0.0110158,0.0141151,0.0413694,0.0192309,0.0264183,0.0267413,0.0265131,0.0568953,0.044046,0.0305193,0.0264961,0.0142947,0.0103995,0.00793256,0.0255914,0.0270024,0,0,0.056785,0,0,0.0451874,0.04255,0.0171313,0.022296,0.0154513,0.00984218,0.0446469,0.02416,0.0216876,0.028689,0.00794163,0.0296679,0.00516396,0.00822016,0.023573,0.037954,0.0596848,0.0405606,0.0182242,0.0179464,0,0,0,0,0.0267913
381,0.0124142,0,0,0,0,0.0164747,0,0,0,0,0,0,0.049937,0.0407683,0.0523835,0.0209267,0,0,0.0605484,0,0.046839,0.040296,0.0374059,0.0569808,0.0181552,0.0139222,0.0266579,0.0158201,0.00790853,0.0106415,0.0129798,0.0413081,0.0189294,0.025604,0.0263186,0.0262679,0.0565813,0.0436243,0.030411,0.0269379,0.0139075,0.0104145,0.00824179,0.0257585,0.0269042,0,0,0.0565324,0,0,0.0451447,0.0426326,0.018324,0.0222767,0.015079,0.00976844,0.0444726,0.0242231,0.0216667,0.0287138,0.00822214,0.0289561,0.00586588,0.00880903,0.0234473,0.037831,0.0595706,0.0404801,0.0181301,0.0177585,0,0,0,0,0.0269769
382,0.0123063,0,0,0,0,0.0164351,0,0,0,0,0,0,0.0494226,0.0406428,0.0517822,0.0210746,0,0,0.0601327,0,0.0466917,0.0400147,0.0375177,0.0582591,0.0178787,0.0135878,0.0265877,0.0156306,0.0083477,0.0102393,0.0118904,0.0411688,0.0184361,0.02481,0.0261382,0.0261141,0.0568585,0.0431573,0.0302535,0.0272398,0.0136929,0.0104195,0.0087329,0.0259242,0.0268454,0,0,0.0562433,0,0,0.0450605,0.0427301,0.0195787,0.0223147,0.0147571,0.00974295,0.0443868,0.0243012,0.0216404,0.0287146,0.00846758,0.0281974,0.00651887,0.00941362,0.0233558,0.0377193,0.0594353,0.0403847,0.0179973,0.0175959,0,0,0,0,0.0271263
383,0.012262,0,0,0,0,0.0162975,0,0,0,0,0,0,0.0487425,0.0406463,0.0517387,0.0212705,0,0,0.0598849,0,0.0465712,0.0399014,0.0375625,0.0589089,0.0176241,0.0131753,0.0265232,0.015415,0.00901124,0.00991426,0.0110465,0.0410068,0.0174758,0.0238778,0.025643,0.0258754,0.0568228,0.0427073,0.0301818,0.0274575,0.0135928,0.0104282,0.00926728,0.0261322,0.0268205,0,0,0.0559171,0,0,0.044898,0.0428451,0.0209572,0.0224338,0.014508,0.00983828,0.0442521,0.0244463,0.0216235,0.0286865,0.00885921,0.0274116,0.0073016,0.0100368,0.0233999,0.0375672,0.059252,0.040287,0.0177805,0.0175095,0,0,0,0,0.0272253
384,0.0122874,0,0,0,0,0.0161934,0,0,0,0,0,0,0.04804,0.0407705,0.0522747,0.0215001,0,0,0.0595952,0,0.0464762,0.0399186,0.0375414,0.0596336,0.0174771,0.0128321,0.0264689,0.0152677,0.00950433,0.00979509,0.0106088,0.0405837,0.0165754,0.0232613,0.0254965,0.0256873,0.056618,0.0423376,0.0301704,0.0276585,0.0134086,0.0104355,0.00968792,0.0263923,0.0268941,0,0,0.0557096,0,0,0.0447031,0.0429686,0.0223297,0.0225811,0.0141797,0.00998152,0.0441966,0.0245868,0.021584,0.0286134,0.00937123,0.0266643,0.00809006,0.0106692,0.0233235,0.0374755,0.0591502,0.0402328,0.0175657,0.017442,0,0,0,0,0.0273075
385,0.0124082,0,0,0,0,0.0161368,0,0,0,0,0,0,0.0469098,0.0408214,0.0523317,0.0217544,0,0,0.0592455,0,0.0463788,0.0398519,0.0374969,0.0600569,0.0174375,0.012613,0.0264856,0.0152245,0.00995188,0.00984005,0.010631,0.0399415,0.0159344,0.0230022,0.0255882,0.0255028,0.055992,0.0420252,0.0300924,0.0278406,0.0132276,0.010427,0.0101866,0.0267281,0.0271267,0,0,0.0555309,0,0,0.044542,0.0430207,0.0238117,0.0227761,0.0139031,0.0102337,0.0442861,0.0247373,0.0215744,0.0285577,0.00984655,0.0259189,0.00875348,0.0114423,0.0232459,0.0375132,0.0590741,0.0401763,0.0172984,0.0173242,0,0,0,0,0.0273874
386,0.0125897,0,0,0,0,0.0161139,0,0,0,0,0,0,0.0457255,0.040824,0.0519118,0.0220276,0,0,0.0589634,0,0.0462809,0.0397478,0.0373116,0.0603849,0.0175622,0.0125503,0.0266146,0.0152596,0.0101028,0.0100234,0.0109403,0.0392125,0.0157898,0.0231164,0.0259959,0.0253923,0.0553252,0.0417565,0.0299855,0.0279806,0.0131671,0.0104213,0.0108187,0.0271671,0.0274989,0,0,0.0553665,0,0,0.0444949,0.043065,0.0254008,0.0228273,0.0137083,0.0101851,0.0445393,0.0249202,0.021636,0.0285144,0.0107111,0.0251447,0.00944173,0.0121511,0.0233063,0.0377322,0.0589223,0.0401475,0.0170741,0.0171839,0,0,0,0,0.0274494
387,0.0127831,0,0,0,0,0.0159594,0,0,0,0,0,0,0.044372,0.0408671,0.0511229,0.0222228,0,0,0.0587819,0,0.0462161,0.0397998,0.0368939,0.060315,0.0179038,0.012443,0.0267938,0.0152562,0.0103542,0.0103395,0.0113442,0.0387425,0.015955,0.0233632,0.0264209,0.0253021,0.0544087,0.0415408,0.0299236,0.0279509,0.0132788,0.0104112,0.0115427,0.0276051,0.0278548,0,0,0.0552069,0,0,0.0444226,0.0431824,0.0269963,0.0230457,0.0135368,0.0102213,0.0447288,0.0251445,0.0216105,0.0284347,0.0116201,0.0243741,0.0102539,0.0128778,0.023464,0.0379684,0.0587419,0.0401105,0.0168287,0.01741,0,0,0,0,0.0274665
388,0.0129625,0,0,0,0,0.0158104,0,0,0,0,0,0,0.0429027,0.0409605,0.0503553,0.0221321,0,0,0.0586378,0,0.0461829,0.0399279,0.0360714,0.0599378,0.0184257,0.0123889,0.0269053,0.0153107,0.010829,0.0108407,0.0117208,0.0386232,0.0163142,0.0237487,0.0268875,0.0252008,0.0533217,0.04147,0.0299072,0.0275537,0.013731,0.0103759,0.0123618,0.027932,0.0282311,0,0,0.0550285,0,0,0.0442703,0.0435259,0.0284072,0.0231143,0.0133391,0.0104085,0.0449471,0.0253849,0.0214667,0.0282083,0.0122363,0.0236018,0.0111862,0.0136568,0.0239,0.0381596,0.0585499,0.0400141,0.0167137,0.0174737,0,0,0,0,0.0273741
389,0.0131859,0,0,0,0,0.0156687,0,0,0,0,0,0,0.0417377,0.041066,0.0498502,0.0221498,0,0,0.0584342,0,0.0461018,0.0400423,0.0353323,0.0594083,0.0188686,0.012535,0.0271027,0.0154337,0.0114357,0.0113524,0.0120429,0.0389792,0.0167869,0.0242279,0.0274268,0.0251232,0.0522424,0.0413737,0.0299848,0.0276287,0.0142707,0.0103161,0.0132478,0.0284446,0.0287768,0,0,0.0549142,0,0,0.0441301,0.0437901,0.0296642,0.0232379,0.0132231,0.0106671,0.045342,0.0256127,0.0214052,0.0280042,0.0128951,0.0228378,0.0121018,0.0144843,0.0243432,0.0384263,0.0584271,0.0399853,0.0166877,0.0174862,0,0,0,0,0.0273047
390,0.0134385,0,0,0,0,0.0155271,0,0,0,0,0,0,0.0410664,0.041193,0.0496968,0.0221633,0,0,0.0582507,0,0.0460073,0.0400405,0.0347426,0.058833,0.0191864,0.0130509,0.0274405,0.0156726,0.0120087,0.0118881,0.0124459,0.0398735,0.017491,0.0246948,0.0279663,0.0250662,0.051634,0.0413614,0.0301537,0.0280425,0.014916,0.010217,0.0141805,0.0290986,0.029316,0,0,0.0549506,0,0,0.0440264,0.0439826,0.0307547,0.0233468,0.0131163,0.0105917,0.0458521,0.0258575,0.021432,0.0278021,0.0136433,0.022039,0.0130554,0.0153453,0.0249374,0.0388354,0.0580983,0.0399406,0.0167074,0.0174818,0,0,0,0,0.0272329
391,0.0137289,0,0,0,0,0.0152502,0,0,0,0,0,0,0.0406387,0.0413793,0.04965,0.0222129,0,0,0.0583076,0,0.0459336,0.0401674,0.0343405,0.0581385,0.0193527,0.0137376,0.0279186,0.0159167,0.0125191,0.012351,0.0127767,0.04047,0.0181915,0.025147,0.0283586,0.0248746,0.0511967,0.0414437,0.0303035,0.0281821,0.0156382,0.0101166,0.0151609,0.029784,0.0298891,0,0,0.0550604,0,0,0.0439406,0.0440808,0.0317723,0.0234025,0.0130004,0.0105893,0.0462021,0.0261329,0.0215002,0.0275958,0.0144334,0.0211982,0.0139907,0.0162277,0.0256451,0.0392076,0.0577609,0.0398831,0.0166842,0.0175406,0,0,0,0,0.0271165
392,0.013989,0,0,0,0,0.0149793,0,0,0,0,0,0,0.0400877,0.0414412,0.0492859,0.0223537,0,0,0.0583228,0,0.0458248,0.0403014,0.0340671,0.0572266,0.0194036,0.0142867,0.0283232,0.0162499,0.0130216,0.0126195,0.0128576,0.0403021,0.0187561,0.0254654,0.02848,0.0243948,0.0505221,0.0415604,0.0303159,0.0284915,0.0162505,0.0100076,0.0161041,0.0303997,0.0303172,0,0,0.0551359,0,0,0.0438379,0.0441728,0.0326199,0.0234015,0.0126676,0.0107244,0.0465031,0.0263987,0.0216072,0.0273337,0.0152184,0.0203101,0.0148642,0.0170887,0.0260135,0.039593,0.0574833,0.0398145,0.0166918,0.0178614,0,0,0,0,0.0269731
393,0.0142459,0,0,0,0,0.0147844,0,0,0,0,0,0,0.039896,0.041351,0.0490773,0.022573,0,0,0.0582959,0,0.0456973,0.0404166,0.0338268,0.0564751,0.0193564,0.0145805,0.0286308,0.0166801,0.0134333,0.0127609,0.0127623,0.0397016,0.0191612,0.0257179,0.0284679,0.0239343,0.0502879,0.0416896,0.0302271,0.0282452,0.0169813,0.00990534,0.017107,0.0309191,0.0307815,0,0,0.0551073,0,0,0.0436662,0.0442869,0.0333507,0.0233225,0.012344,0.0110345,0.0467982,0.0266793,0.0215692,0.0270304,0.016093,0.0194037,0.015869,0.0180271,0.0262405,0.0399776,0.057289,0.0397313,0.0166842,0.018066,0,0,0,0,0.0267951
