Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,x79,RASI,,x80
29,0.116281,0,0,0,0,0.14632,0,0,0,0,0,0,0.0297189,0.0600491,0.00405696,0.0103074,0,0,0.192256,0,0.0657334,0.110383,0.0134665,0.0189406,0.0348613,0.00616565,0.0492198,0.162999,0.00989362,0.011159,0.00459027,0.0391836,0.00941122,0.00970744,0.008095,0.0244423,0.0368813,0.148478,0.0188458,0.142402,0.0214622,0.0334716,0.0199277,0.112296,0,0,0.0556796,0,0.0294296,0.025245,0.0593163,0.031437,0.0480351,0.0148524,0.0415764,0.151116,0.0142508,0.0382177,0.0105161,0.0148144,0.0223423,0.0449777,0.0208385,0.0236999,0.0257995,0.090649,0.0145198,0.0136462,0.138723,0.075152,0,0,0,0,0,0
30,0.118346,0,0,0,0,0.146596,0,0,0,0,0,0,0.0301069,0.0599407,0.00433597,0.0107219,0,0,0.193255,0,0.0659245,0.110801,0.0131684,0.0180189,0.0346288,0.0060359,0.0491396,0.164121,0.00999299,0.0115562,0.00487984,0.0392349,0.00922428,0.00974294,0.00802475,0.0245698,0.0370117,0.148865,0.0188503,0.142419,0.0205452,0.0335202,0.0199987,0.113523,0,0,0.0562266,0,0.0293519,0.0253379,0.0598068,0.0301252,0.0482723,0.0145043,0.0415722,0.151407,0.0146261,0.0385436,0.0109878,0.0152006,0.0220068,0.0448751,0.0206299,0.0234455,0.0247057,0.0912094,0.0145611,0.0136412,0.138587,0.0771039,0,0,0,0,0,0
31,0.11898,0,0,0,0,0.147023,0,0,0,0,0,0,0.0305055,0.0597757,0.00464444,0.0112022,0,0,0.193427,0,0.0660501,0.110773,0.0130268,0.0171059,0.034625,0.00589534,0.0491128,0.165082,0.0100145,0.0118809,0.00522995,0.0392779,0.00908392,0.0097714,0.00800825,0.0247035,0.0370886,0.149129,0.0186556,0.142436,0.019456,0.0335957,0.0200881,0.113928,0,0,0.0567934,0,0.0292504,0.0256224,0.0601362,0.0294394,0.0484714,0.0135903,0.0416208,0.15201,0.0147638,0.0387506,0.0114181,0.0152834,0.0215489,0.0449939,0.0204592,0.0229632,0.0229757,0.0919033,0.0145891,0.0136664,0.138955,0.0776755,0,0,0,0,0,0
32,0.118163,0,0,0,0,0.147573,0,0,0,0,0,0,0.0308168,0.0596515,0.00511517,0.011746,0,0,0.192603,0,0.0659522,0.11034,0.0130626,0.0162524,0.0348134,0.00577129,0.0491062,0.165653,0.00994594,0.0119318,0.00554927,0.0393238,0.00896582,0.00977554,0.00801399,0.0248014,0.0370325,0.149134,0.0184304,0.14248,0.0180444,0.0335365,0.0200877,0.11355,0,0,0.0572296,0,0.0291398,0.025753,0.0603533,0.0291011,0.0487135,0.0125838,0.0416585,0.152805,0.0147305,0.0388531,0.0116795,0.0151792,0.0210432,0.0450579,0.0201888,0.0223613,0.0207833,0.0924884,0.0147962,0.0137039,0.139787,0.0768629,0,0,0,0,0,0
33,0.117146,0,0,0,0,0.148137,0,0,0,0,0,0,0.0310638,0.0596491,0.0054977,0.0124151,0,0,0.191621,0,0.0657482,0.109829,0.013159,0.0155624,0.0349995,0.00565866,0.0492179,0.166174,0.00983119,0.0117757,0.00567626,0.0394101,0.00886747,0.00979323,0.00799705,0.0248673,0.0369594,0.14914,0.0183416,0.142602,0.0166632,0.033452,0.0200723,0.113041,0,0,0.0576397,0,0.0290775,0.0258594,0.0605282,0.0290064,0.0488674,0.0115223,0.0418128,0.153589,0.0145954,0.0388606,0.011821,0.0149871,0.0203962,0.0449279,0.0198231,0.0216268,0.0188118,0.0929606,0.0149554,0.0137769,0.140687,0.0758464,0,0,0,0,0,0
34,0.116266,0,0,0,0,0.148707,0,0,0,0,0,0,0.031152,0.0596813,0.0057515,0.0131435,0,0,0.190642,0,0.0655233,0.109302,0.0132487,0.0149497,0.0352379,0.00552117,0.0494133,0.166755,0.00982697,0.01178,0.00518481,0.0394993,0.00870423,0.00977556,0.00793613,0.0250019,0.036838,0.149151,0.018318,0.142605,0.0154103,0.0333725,0.0200128,0.112586,0,0,0.0580137,0,0.0290091,0.0261454,0.0606698,0.0288369,0.0488531,0.0106621,0.0420629,0.154302,0.0144268,0.0388002,0.0119641,0.0147781,0.0195202,0.0446233,0.0193398,0.0207111,0.0170888,0.0933767,0.0148529,0.0139267,0.141576,0.0749492,0,0,0,0,0,0
35,0.11555,0,0,0,0,0.149264,0,0,0,0,0,0,0.0311647,0.0597238,0.00593659,0.0139154,0,0,0.189881,0,0.0653916,0.10888,0.0133471,0.0144001,0.0354852,0.00540705,0.0497022,0.167348,0.00978043,0.0119041,0.00481541,0.039721,0.00851273,0.0096626,0.00785599,0.025177,0.0366052,0.149183,0.0182956,0.142478,0.0141931,0.0333018,0.0197936,0.112169,0,0,0.0583886,0,0.0289255,0.0265823,0.0608013,0.028403,0.0487904,0.0100086,0.0423844,0.154939,0.0142499,0.0387224,0.012265,0.0145683,0.0184685,0.0441907,0.0187406,0.0197323,0.0155146,0.0937856,0.0146112,0.014086,0.142419,0.0741935,0,0,0,0,0,0
36,0.1149,0,0,0,0,0.149745,0,0,0,0,0,0,0.0311936,0.0598301,0.00614018,0.0145553,0,0,0.189264,0,0.0652825,0.108578,0.0135673,0.0138958,0.035817,0.00541973,0.0498503,0.167856,0.00937421,0.0119823,0.00476296,0.0399284,0.00840399,0.0095759,0.00775397,0.0253527,0.0363509,0.149235,0.0183121,0.142241,0.0127251,0.0332194,0.0192857,0.111758,0,0,0.0587831,0,0.0288698,0.0268098,0.0609053,0.0274354,0.0489995,0.00953083,0.0425537,0.155442,0.0140419,0.0387076,0.0125008,0.0143371,0.0173753,0.0437603,0.0180149,0.0187952,0.0140208,0.0941779,0.0142947,0.0142274,0.143138,0.073504,0,0,0,0,0,0
37,0.114293,0,0,0,0,0.15016,0,0,0,0,0,0,0.0311259,0.0598363,0.00630938,0.0150761,0,0,0.188801,0,0.065201,0.108384,0.0137785,0.013482,0.0361131,0.00549818,0.0499964,0.168291,0.00871277,0.0120102,0.00492502,0.0401212,0.00832856,0.00961382,0.00769491,0.0255221,0.0359992,0.149298,0.0183013,0.142147,0.0112734,0.0331506,0.0185169,0.111348,0,0,0.0591107,0,0.028838,0.0269357,0.0609921,0.0261283,0.0491559,0.00901403,0.0427047,0.155877,0.013796,0.0386986,0.0126618,0.0140824,0.0162961,0.0432432,0.0172006,0.0178393,0.0129014,0.0945465,0.0139494,0.0143997,0.143794,0.0728683,0,0,0,0,0,0
38,0.11376,0,0,0,0,0.150534,0,0,0,0,0,0,0.0309488,0.059784,0.00642735,0.0154345,0,0,0.188383,0,0.0650691,0.108211,0.0139266,0.0131303,0.0364061,0.00553357,0.0501318,0.168658,0.00840055,0.0120509,0.005239,0.040234,0.00827094,0.00967506,0.00764616,0.0256877,0.0355529,0.14935,0.0183134,0.142028,0.00988901,0.0330788,0.0174058,0.110971,0,0,0.0593443,0,0.0288073,0.0270927,0.0610652,0.0246717,0.0492027,0.00849423,0.0427616,0.156226,0.0135365,0.0387007,0.0127492,0.0137977,0.0152074,0.0426417,0.0161997,0.0168138,0.0122694,0.0949091,0.0136598,0.0146213,0.144396,0.0722977,0,0,0,0,0,0
39,0.113314,0,0,0,0,0.150868,0,0,0,0,0,0,0.030798,0.0598207,0.00655818,0.0156654,0,0,0.188071,0,0.0649579,0.108048,0.0140162,0.0128583,0.0366407,0.00556949,0.0502919,0.169027,0.00835891,0.0121759,0.00568636,0.0403397,0.00827229,0.00976882,0.00766494,0.0258642,0.0351354,0.149431,0.0183616,0.141919,0.00870779,0.0330129,0.0160907,0.110631,0,0,0.0595129,0,0.0287863,0.0272882,0.0611201,0.0232882,0.0491894,0.00810588,0.0428425,0.156545,0.0132748,0.0386765,0.0128114,0.0134759,0.0140696,0.0418228,0.0150424,0.0157066,0.012146,0.0952458,0.0136816,0.0147813,0.144935,0.0718224,0,0,0,0,0,0
40,0.112905,0,0,0,0,0.151179,0,0,0,0,0,0,0.0306598,0.0599364,0.00679513,0.0157056,0,0,0.187844,0,0.064974,0.10787,0.0140811,0.012655,0.0368911,0.00568913,0.0504544,0.16938,0.00840124,0.0123373,0.00605334,0.0403183,0.00831008,0.00988151,0.00770221,0.02605,0.0347255,0.149587,0.0183716,0.141823,0.0078296,0.0329522,0.0147353,0.110322,0,0,0.059741,0,0.028765,0.0274806,0.0611363,0.0222065,0.0491373,0.00810251,0.0430061,0.156856,0.0129693,0.0386717,0.012789,0.013086,0.0128828,0.0408045,0.0137755,0.0145519,0.0122811,0.095548,0.0135704,0.0149201,0.145432,0.07142,0,0,0,0,0,0
41,0.112511,0,0,0,0,0.151476,0,0,0,0,0,0,0.0304996,0.0600395,0.0070114,0.0156258,0,0,0.187713,0,0.0650227,0.107741,0.0141106,0.0125527,0.0370842,0.00584914,0.0506935,0.169712,0.00845903,0.0124442,0.00620052,0.0402217,0.00835118,0.0100219,0.00772599,0.0261829,0.0343888,0.149812,0.0183851,0.141725,0.00730882,0.0328761,0.0134927,0.110032,0,0,0.0600062,0,0.0287292,0.0275551,0.0611422,0.0215702,0.0490771,0.00847534,0.043275,0.157107,0.0126372,0.038665,0.0126548,0.0126803,0.0116926,0.039662,0.0125905,0.0134269,0.0125702,0.095763,0.0134824,0.0150762,0.145898,0.0710596,0,0,0,0,0,0
42,0.112054,0,0,0,0,0.151717,0,0,0,0,0,0,0.0303128,0.0601265,0.00723695,0.0154309,0,0,0.187643,0,0.0650016,0.107597,0.0140901,0.012368,0.0372562,0.00591375,0.0508716,0.169994,0.00851488,0.0124751,0.00624288,0.0400832,0.00833151,0.0100771,0.00774932,0.0263623,0.0339465,0.150014,0.0184274,0.141618,0.00730223,0.0327714,0.0124066,0.109706,0,0,0.0602706,0,0.0286564,0.0276419,0.0610723,0.0211066,0.0489971,0.00919828,0.0434759,0.157325,0.0122952,0.0386274,0.0124554,0.0122492,0.0105954,0.0383663,0.0115187,0.0124246,0.0125844,0.0959358,0.0132374,0.0152037,0.146302,0.0706192,0,0,0,0,0,0
43,0.111608,0,0,0,0,0.151907,0,0,0,0,0,0,0.0302175,0.0601905,0.00741752,0.0152385,0,0,0.18746,0,0.0648168,0.10747,0.0140461,0.0122625,0.0373924,0.00593467,0.051028,0.170205,0.008504,0.0125018,0.00632229,0.0399944,0.00828647,0.0101208,0.00774994,0.026557,0.0336418,0.150197,0.0185585,0.141567,0.00773992,0.0326673,0.0118531,0.109378,0,0,0.0603947,0,0.0285771,0.0278582,0.0609773,0.020875,0.0488653,0.00997986,0.0436418,0.157546,0.0119639,0.0386116,0.0121584,0.0118687,0.00970276,0.0369076,0.0106037,0.0117629,0.0127358,0.0961175,0.0131058,0.015242,0.14662,0.0701946,0,0,0,0,0,0
44,0.111176,0,0,0,0,0.152038,0,0,0,0,0,0,0.0301159,0.060252,0.00750125,0.0149764,0,0,0.187278,0,0.064619,0.107306,0.0139655,0.0122331,0.0374598,0.00593904,0.0512266,0.170417,0.00847969,0.0125874,0.00646649,0.0397743,0.00826049,0.0101953,0.00772202,0.0267919,0.0333735,0.150418,0.0186679,0.141516,0.00824831,0.0326001,0.011222,0.109066,0,0,0.0604962,0,0.0285613,0.0280652,0.0608824,0.0210657,0.0486798,0.0105764,0.0437366,0.157768,0.0116789,0.0386734,0.0117531,0.0116182,0.00896468,0.0354068,0.00978008,0.0113953,0.0131709,0.0963052,0.0130194,0.0153312,0.146905,0.0697749,0,0,0,0,0,0
45,0.110745,0,0,0,0,0.15215,0,0,0,0,0,0,0.0299734,0.0603765,0.00757069,0.0147009,0,0,0.187239,0,0.0645961,0.107088,0.0138871,0.0123336,0.0375019,0.00594452,0.0514648,0.170672,0.00854407,0.0126378,0.006617,0.039651,0.00828284,0.0102119,0.00769058,0.0270094,0.0330615,0.150691,0.0186834,0.141429,0.00901883,0.0325469,0.0109381,0.108779,0,0,0.0606367,0,0.0285729,0.0281878,0.06079,0.0215402,0.0485243,0.0110124,0.043883,0.15801,0.0114329,0.0387716,0.0112495,0.0115241,0.00857538,0.0337657,0.00918147,0.0113031,0.0135464,0.0964787,0.0128965,0.0154783,0.147134,0.0693545,0,0,0,0,0,0
46,0.110292,0,0,0,0,0.152192,0,0,0,0,0,0,0.029787,0.0605016,0.00772506,0.0143481,0,0,0.187081,0,0.0644853,0.106827,0.0137937,0.0123867,0.0376332,0.00600853,0.0516182,0.170847,0.00869761,0.0126478,0.00672178,0.0396151,0.0082792,0.0102515,0.00777159,0.0272898,0.0326062,0.150902,0.0187473,0.141322,0.010134,0.0324784,0.0118234,0.108474,0,0,0.060828,0,0.0285503,0.0282416,0.0606952,0.0231709,0.0484366,0.0114237,0.0440032,0.158244,0.0113171,0.0389534,0.0110695,0.0115575,0.00916902,0.032275,0.00957766,0.0118795,0.0133302,0.0966369,0.0130646,0.0155461,0.147272,0.068879,0,0,0,0,0,0
47,0.10988,0,0,0,0,0.152223,0,0,0,0,0,0,0.029626,0.0605922,0.00792513,0.0140869,0,0,0.186858,0,0.0643455,0.10666,0.0136705,0.0123764,0.0376968,0.00606908,0.051722,0.170922,0.00881286,0.0126401,0.00674721,0.039632,0.00827433,0.0102521,0.00780457,0.0275688,0.0321571,0.151068,0.0188642,0.141249,0.0112712,0.032446,0.013326,0.108156,0,0,0.0609813,0,0.0286043,0.0283052,0.060648,0.0253233,0.0483644,0.0118052,0.0441097,0.158508,0.0112128,0.03922,0.0111338,0.011703,0.0100358,0.0308544,0.0104563,0.0129006,0.0130429,0.0968182,0.0132002,0.0155723,0.147397,0.0684042,0,0,0,0,0,0
48,0.109549,0,0,0,0,0.152312,0,0,0,0,0,0,0.0296334,0.0607416,0.00814185,0.0139441,0,0,0.186704,0,0.0643529,0.106558,0.013539,0.0124489,0.0376889,0.00616669,0.0518304,0.170986,0.00884893,0.0126944,0.0067507,0.03954,0.00834866,0.0103864,0.00786112,0.0278662,0.031953,0.151237,0.0189631,0.141135,0.0123718,0.0324196,0.0147692,0.107893,0,0,0.0611477,0,0.0286892,0.0283036,0.0606274,0.0275781,0.0482845,0.0122523,0.044206,0.158766,0.0110429,0.0396104,0.0113165,0.0119298,0.0107926,0.0293965,0.0111284,0.0140321,0.0130485,0.0970412,0.0132236,0.0156047,0.14754,0.0679833,0,0,0,0,0,0
49,0.10917,0,0,0,0,0.152392,0,0,0,0,0,0,0.0296967,0.0608457,0.00834265,0.0139034,0,0,0.186646,0,0.06427,0.106477,0.0133997,0.0126052,0.0376132,0.00629822,0.0519544,0.170974,0.00887805,0.0127834,0.00683214,0.0394344,0.00845479,0.0105341,0.00797869,0.0281363,0.0318448,0.151362,0.0191185,0.141032,0.0136296,0.0324177,0.0162594,0.107633,0,0,0.0612836,0,0.0287747,0.0283716,0.0606689,0.0298699,0.0482147,0.0128412,0.0442977,0.158963,0.0108573,0.040098,0.0115694,0.0121619,0.011762,0.0279406,0.0118568,0.015098,0.013345,0.097225,0.0131249,0.0156712,0.147675,0.0675329,0,0,0,0,0,0
50,0.108704,0,0,0,0,0.152378,0,0,0,0,0,0,0.0298029,0.0609383,0.00858093,0.0139438,0,0,0.186579,0,0.0640711,0.106352,0.0132828,0.0127207,0.0374987,0.00641226,0.0520778,0.170833,0.00893816,0.0129058,0.00697468,0.0394559,0.00853104,0.010638,0.00805456,0.0284097,0.0317936,0.151397,0.0193421,0.140933,0.0146811,0.032343,0.0176903,0.107342,0,0,0.0613345,0,0.0287375,0.0284727,0.0607644,0.0322839,0.0482016,0.0134997,0.0444203,0.159061,0.0106877,0.0406077,0.0118612,0.0124106,0.0126712,0.026561,0.012768,0.016088,0.0137513,0.0973289,0.0129525,0.0158017,0.14777,0.0670354,0,0,0,0,0,0
51,0.10826,0,0,0,0,0.152309,0,0,0,0,0,0,0.0299564,0.0610984,0.0088578,0.0140392,0,0,0.186595,0,0.0640237,0.106282,0.0131607,0.012823,0.0373671,0.00650251,0.0522008,0.170703,0.00902249,0.0130864,0.00689412,0.0396168,0.00860241,0.0107332,0.00815247,0.0286692,0.0318315,0.151422,0.019505,0.140871,0.0154072,0.0322728,0.0192238,0.107074,0,0,0.0613603,0,0.0287178,0.0287001,0.0608738,0.0345487,0.0482517,0.0139886,0.0445819,0.159183,0.0106032,0.0410851,0.0121922,0.0127448,0.0133976,0.0253139,0.0137806,0.0169069,0.0143073,0.0974606,0.0127379,0.0159603,0.147824,0.066586,0,0,0,0,0,0
52,0.107799,0,0,0,0,0.152221,0,0,0,0,0,0,0.0302372,0.0613195,0.00911631,0.0141745,0,0,0.186712,0,0.0641406,0.106295,0.0130964,0.0129559,0.0372233,0.00657902,0.0522502,0.170655,0.00904502,0.0132571,0.0068471,0.0396227,0.00873203,0.010898,0.00825674,0.0289402,0.031996,0.151512,0.0196059,0.140783,0.0161337,0.0322619,0.0206198,0.106805,0,0,0.0613956,0,0.0287906,0.0289325,0.0609336,0.0366528,0.0482706,0.0143039,0.0447463,0.159367,0.0106129,0.0414951,0.0126126,0.0131817,0.0139831,0.0240746,0.0148162,0.0175988,0.0148717,0.0976287,0.01255,0.0161176,0.147837,0.0661315,0,0,0,0,0,0
53,0.107179,0,0,0,0,0.152114,0,0,0,0,0,0,0.0305557,0.0613754,0.00929519,0.0142913,0,0,0.186885,0,0.0641981,0.10647,0.0130668,0.013097,0.0370771,0.00666722,0.0522621,0.170438,0.00897204,0.013458,0.00689558,0.0395808,0.00884935,0.0110739,0.00838088,0.0292061,0.0321049,0.151689,0.0196819,0.140777,0.0169054,0.0322239,0.021928,0.106489,0,0,0.0614761,0,0.0287915,0.0290771,0.0609681,0.0386561,0.0483143,0.0144471,0.0449819,0.159464,0.0106995,0.0418215,0.0130879,0.0136627,0.014602,0.0228142,0.0157081,0.0183396,0.015282,0.0977469,0.0123162,0.0162873,0.147799,0.0655591,0,0,0,0,0,0
54,0.106505,0,0,0,0,0.151947,0,0,0,0,0,0,0.030812,0.0614253,0.00946272,0.0144921,0,0,0.186876,0,0.0641498,0.106656,0.0130745,0.0131979,0.0369373,0.00680432,0.0522145,0.17005,0.0088716,0.013587,0.00692466,0.0395622,0.00898606,0.0112339,0.00849673,0.0294666,0.0322057,0.151814,0.0198158,0.140788,0.0178145,0.032198,0.0231002,0.106195,0,0,0.0615156,0,0.0287754,0.0291329,0.0609449,0.0404292,0.0483676,0.0145114,0.0452548,0.159502,0.0109168,0.0420871,0.0136541,0.0141847,0.0153292,0.0215656,0.0166552,0.0192216,0.0153534,0.0978057,0.0120685,0.0164753,0.14773,0.06492,0,0,0,0,0,0
55,0.105876,0,0,0,0,0.151759,0,0,0,0,0,0,0.0311354,0.061442,0.009659,0.0147566,0,0,0.187027,0,0.064162,0.106897,0.013074,0.0131426,0.0367195,0.00695349,0.0522068,0.169677,0.00889117,0.0138901,0.00703331,0.0395654,0.00915195,0.0114372,0.0086372,0.0297597,0.0324558,0.151916,0.0198884,0.140807,0.0182705,0.0321655,0.0241559,0.105922,0,0,0.0615468,0,0.0287635,0.0290956,0.0608744,0.0418971,0.0484217,0.0145225,0.0456111,0.159572,0.0112925,0.0423738,0.0143874,0.0147379,0.0160009,0.0204326,0.0175884,0.0200631,0.0152072,0.0978243,0.0119014,0.0166333,0.147646,0.0643479,0,0,0,0,0,0
56,0.105229,0,0,0,0,0.151595,0,0,0,0,0,0,0.0313837,0.061545,0.00979607,0.0150039,0,0,0.187461,0,0.0642518,0.107092,0.0130523,0.0131296,0.0364172,0.00711058,0.0521919,0.169286,0.00898962,0.0143391,0.00719886,0.0396438,0.00934735,0.0116518,0.00878581,0.0300197,0.0326309,0.151981,0.0199589,0.140805,0.0187581,0.0321453,0.0250835,0.105672,0,0,0.0615827,0,0.0287787,0.0291447,0.0608671,0.0431851,0.0485176,0.014613,0.0459895,0.15963,0.0116106,0.0426863,0.0151979,0.0152048,0.0165919,0.0193697,0.0184565,0.0207866,0.0147146,0.0978717,0.0117216,0.0168094,0.14756,0.0638228,0,0,0,0,0,0
57,0.104481,0,0,0,0,0.151409,0,0,0,0,0,0,0.0314693,0.0616473,0.00991243,0.0150065,0,0,0.187864,0,0.0642886,0.107208,0.0129652,0.013201,0.036112,0.00732995,0.0520904,0.168766,0.00906208,0.0148621,0.00743567,0.0397752,0.00953332,0.0118033,0.00891466,0.0303155,0.0325787,0.15205,0.0200581,0.140841,0.0192861,0.0320835,0.0259684,0.105452,0,0,0.0615742,0,0.0287539,0.0292786,0.0609263,0.0442677,0.0486272,0.0147946,0.0463296,0.159676,0.0118286,0.042968,0.0158886,0.015504,0.0171413,0.0183165,0.0192627,0.0214863,0.0138513,0.097952,0.0114926,0.0169976,0.147514,0.0632561,0,0,0,0,0,0
58,0.103739,0,0,0,0,0.151224,0,0,0,0,0,0,0.0316667,0.0617162,0.0100247,0.0147756,0,0,0.188256,0,0.0643849,0.107287,0.0128576,0.013272,0.035726,0.00754259,0.0520119,0.168171,0.00903755,0.0154335,0.00786294,0.0398469,0.00965467,0.0119371,0.00900912,0.0306161,0.0326464,0.152115,0.0201082,0.140837,0.0198855,0.0320271,0.0267858,0.105257,0,0,0.0615725,0,0.0287106,0.0294767,0.0610376,0.0450655,0.0487146,0.014793,0.0468074,0.159717,0.0120303,0.0432473,0.0165156,0.0158632,0.0175273,0.0172897,0.0199189,0.0220338,0.0126317,0.0980658,0.0113136,0.0171773,0.147483,0.0627179,0,0,0,0,0,0
59,0.102838,0,0,0,0,0.151005,0,0,0,0,0,0,0.0318771,0.0618613,0.0101924,0.0146989,0,0,0.188472,0,0.0643791,0.107354,0.0127653,0.0133401,0.035322,0.00765538,0.0519821,0.167398,0.00895644,0.0160141,0.0084517,0.0400227,0.00973947,0.0120799,0.00907199,0.030929,0.0326493,0.152098,0.0202554,0.140792,0.0208444,0.0319849,0.0277537,0.105045,0,0,0.0616526,0,0.0286635,0.0295806,0.0611964,0.0457736,0.0488491,0.01464,0.0474042,0.159825,0.0121911,0.0435132,0.0172225,0.0161077,0.0180391,0.016468,0.0206908,0.0226206,0.0108793,0.09812,0.0111898,0.017352,0.14743,0.0621491,0,0,0,0,0,0
60,0.101815,0,0,0,0,0.150752,0,0,0,0,0,0,0.0321111,0.0619896,0.0104236,0.0148507,0,0,0.188658,0,0.0643355,0.107375,0.0127479,0.0135474,0.0348654,0.00777912,0.0519523,0.166495,0.00888255,0.0164954,0.00886649,0.0403118,0.00982396,0.0122367,0.00915117,0.0312066,0.0326653,0.152021,0.0204253,0.140727,0.0219711,0.0319685,0.028653,0.104856,0,0,0.0617135,0,0.0286786,0.0296158,0.0614346,0.0463795,0.0492528,0.0144111,0.0480052,0.159975,0.0123783,0.0437617,0.0178814,0.0163716,0.01856,0.0157703,0.0213383,0.02295,0.0092213,0.0981996,0.0110167,0.0175243,0.147339,0.0615744,0,0,0,0,0,0
61,0.100963,0,0,0,0,0.150463,0,0,0,0,0,0,0.0321548,0.0620872,0.0107358,0.0149087,0,0,0.188625,0,0.0642342,0.107242,0.0127649,0.0139045,0.0346142,0.00805727,0.0517981,0.165534,0.00888389,0.0168464,0.0090682,0.0404877,0.0099809,0.0124441,0.00929799,0.0315317,0.0324366,0.151832,0.0205717,0.140647,0.0233093,0.0319316,0.0295628,0.104656,0,0,0.061826,0,0.0287754,0.0298826,0.061643,0.0469724,0.0496213,0.0142048,0.0484731,0.160038,0.0126049,0.0440363,0.0184479,0.0166474,0.0191212,0.015149,0.0218561,0.0231695,0.00833791,0.0983358,0.01078,0.017651,0.147196,0.0609759,0,0,0,0,0,0
62,0.100248,0,0,0,0,0.15018,0,0,0,0,0,0,0.0321995,0.062309,0.0110424,0.014816,0,0,0.188624,0,0.0642623,0.107146,0.0127452,0.0142666,0.0342985,0.00828492,0.0517166,0.164574,0.00881341,0.0171223,0.00926911,0.0406462,0.0101501,0.0126714,0.00950462,0.031843,0.0323187,0.151624,0.0206953,0.140556,0.0248351,0.0319031,0.0304245,0.104477,0,0,0.0620694,0,0.0288819,0.0299903,0.0618381,0.0474219,0.0499821,0.0139295,0.0489847,0.160058,0.0127897,0.0443076,0.0189268,0.0169654,0.0196417,0.0145674,0.0223328,0.0233093,0.00857208,0.098493,0.0105821,0.0177224,0.147082,0.0604175,0,0,0,0,0,0
63,0.099494,0,0,0,0,0.149826,0,0,0,0,0,0,0.0321435,0.0624916,0.0114272,0.0144788,0,0,0.188451,0,0.0641359,0.107106,0.0127353,0.0147347,0.0341153,0.00860987,0.0515028,0.163515,0.00870964,0.0173172,0.0094479,0.0405684,0.0103984,0.0129427,0.00976822,0.0322251,0.0320676,0.15136,0.0209019,0.140497,0.0264465,0.031857,0.0312568,0.10425,0,0,0.0622684,0,0.0289494,0.0300083,0.0619212,0.0477594,0.0502988,0.013559,0.0492926,0.160081,0.0130409,0.0446465,0.0194187,0.0173101,0.0201988,0.0140002,0.0229849,0.0234593,0.00977012,0.0986296,0.0104499,0.0177566,0.146876,0.0598204,0,0,0,0,0,0
64,0.098809,0,0,0,0,0.149473,0,0,0,0,0,0,0.0320182,0.0626717,0.0118014,0.0139471,0,0,0.188198,0,0.0640885,0.107027,0.012733,0.0153228,0.0338744,0.00893039,0.0513032,0.162463,0.00872215,0.0175094,0.00958581,0.0406097,0.0106582,0.0132118,0.0100133,0.0325893,0.0317789,0.151064,0.0210244,0.140441,0.027959,0.0317887,0.03191,0.104043,0,0,0.0624452,0,0.0289643,0.0300186,0.0619352,0.0478044,0.0506135,0.0130421,0.0496604,0.160174,0.0132681,0.044974,0.0197446,0.0177055,0.0207784,0.0134024,0.0234524,0.0235688,0.0115197,0.0987785,0.0103416,0.0177998,0.146664,0.0592673,0,0,0,0,0,0
65,0.0982908,0,0,0,0,0.149163,0,0,0,0,0,0,0.0317106,0.062805,0.0121978,0.0134759,0,0,0.188132,0,0.0642045,0.107023,0.0127394,0.0160604,0.033693,0.0092885,0.0510107,0.161444,0.00878294,0.0176762,0.00967756,0.0405767,0.0109489,0.0134959,0.0103127,0.0329793,0.0311565,0.150775,0.0210045,0.140414,0.0293321,0.0317783,0.0324594,0.103914,0,0,0.0626357,0,0.0290343,0.0301868,0.0620271,0.0478784,0.051016,0.0125344,0.0499883,0.160282,0.0134412,0.0450834,0.0201089,0.017942,0.0211053,0.012946,0.0236238,0.0234204,0.0134538,0.0989625,0.0102625,0.0178373,0.146498,0.0588403,0,0,0,0,0,0
66,0.0979125,0,0,0,0,0.148882,0,0,0,0,0,0,0.0314305,0.0628274,0.0126962,0.0132173,0,0,0.188179,0,0.0643135,0.107121,0.0127579,0.0168859,0.0334857,0.00966823,0.0506981,0.160456,0.00874683,0.0177546,0.00977702,0.0404957,0.0112999,0.013817,0.0106653,0.0333871,0.0304794,0.150479,0.0209046,0.140429,0.0306903,0.0318042,0.0328787,0.103824,0,0,0.0628067,0,0.0291286,0.0301877,0.0621682,0.0478994,0.0514691,0.0120051,0.0503404,0.160324,0.0135601,0.0450385,0.0202087,0.0181053,0.0213306,0.0125703,0.0236551,0.0231275,0.0152759,0.0991414,0.0102081,0.0178456,0.146346,0.0585404,0,0,0,0,0,0
