Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,x79,RASI,,x80
533,0.0896639,0,0,0,0,0.149723,0,0,0,0,0,0,0.0192295,0.0530277,0.0172906,0.0370983,0,0,0.14903,0,0.0704534,0.0957975,0.0174307,0.0249309,0.0218761,0.0206115,0.07476,0.146617,0.0226469,0.0400497,0.0304619,0.0472389,0.00460637,0.00179785,0.00293527,0.0308761,0.0323001,0.131892,0.0241381,0.0702773,0.0528882,0.0436234,0.039689,0.0966602,0,0,0.145837,0,0.043141,0,0.0570878,0.0384867,0,0.0184936,0.0958735,0.148963,0.00853843,0.0396823,0,0.00632199,0.0236195,0.0393379,0,0.024042,0.0461863,0.140288,0.0458547,0.037999,0.152612,0.057278,0,0,0,0.0355706,0,0
534,0.0941984,0,0,0,0,0,0,0,0,0,0,0,0.0176054,0.0532922,0.0164064,0.0381009,0,0,0.150751,0,0.0703415,0.0969203,0.0171668,0.0239813,0.0220056,0.0206399,0.0759144,0.149891,0.0227708,0.0406551,0.0312094,0.0464424,0.00458853,0.00189377,0.00270048,0.0309801,0.0301314,0.133473,0.0237429,0.0712107,0.0518879,0.0434337,0.0387874,0.0998563,0,0,0.145879,0,0.0428935,0,0.0570619,0.0374315,0,0.0175312,0.0977982,0.152503,0.00840031,0.0395165,0.00766971,0.00589442,0.0228004,0.038662,0,0.0231874,0.0452093,0.141814,0.0460432,0.0376441,0.156232,0.060476,0,0,0,0.0359023,0,0
535,0.0919906,0,0,0,0,0.15002,0,0,0,0,0,0,0.0161456,0.0536337,0.014994,0.0387892,0,0,0.148664,0,0.0703649,0.0960875,0.0188085,0.0223066,0.0222971,0.0194542,0.0756935,0.14509,0.0220444,0.0391757,0.0304443,0.0470911,0.0043028,0.00214833,0.00272905,0.031005,0.0283737,0.129711,0.0242743,0.0715077,0.0588849,0.0435023,0.0328132,0.0976469,0,0,0.144842,0,0.0430126,0,0.0556083,0.0300938,0,0.0448765,0.0968198,0.149161,0.0288309,0,0.0322687,0.0310292,0.0424645,0.0274923,0,0.0405866,0.0591418,0.140038,0.0455319,0.0375942,0.153059,0.0590484,0,0,0,0.0411586,0,0
536,0.0863152,0,0,0,0,0.145681,0,0,0,0,0,0,0.0141076,0.0530226,0.0150712,0.0392792,0,0,0.148166,0,0.070427,0.0952982,0.017044,0.0217302,0.021781,0.0203948,0.0769524,0.141446,0.0229945,0.0416152,0.0323902,0.0450398,0.0046587,0.00298206,0.00171332,0.0317852,0.0254843,0.129984,0.0244813,0.0703578,0.0513004,0.0335356,0.0385763,0.0931532,0,0,0.0890187,0,0.0421724,0,0.0568478,0.0367678,0,0.017958,0.100861,0.138868,0.0082398,0.0395996,0.00777327,0.00573235,0.0233076,0.0387102,0,0.0235904,0.0451881,0.0982947,0.0337843,0.0191374,0.149536,0.0556871,0,0,0,0.0374857,0,0
537,0.0918796,0,0,0,0,0.150229,0,0,0,0,0,0,0.0126123,0.053678,0.014718,0.0381571,0,0,0.149575,0,0.0704218,0.0963611,0.0169709,0.0203553,0.0211301,0.0202717,0.0738079,0.14756,0.0231987,0.041769,0.0327197,0.044411,0.00488885,0.00373752,0.0013179,0.0324156,0.0237825,0.132155,0.0243742,0.0723837,0.0499482,0.0437484,0.0375553,0.0971459,0,0,0.143354,0,0.0425279,0,0.0566778,0.0357008,0,0.0175514,0.0978495,0.148939,0.00793353,0.0395643,0.0072713,0.00515065,0.022674,0.0378968,0,0.0229514,0.0436706,0.139277,0.0457115,0.0375618,0.152767,0.0592109,0,0,0,0.0362314,0,0
538,0.0926809,0,0,0,0,0.150751,0,0,0,0,0,0,0.012234,0.0538806,0.0140385,0.0367928,0,0,0.150027,0,0.0705547,0.0965295,0.0168572,0.0175617,0.0191055,0.0204217,0.0719853,0.148268,0.0228658,0.040738,0.0320013,0.0436567,0.00571283,0.00458714,0.00121202,0.0334578,0.023654,0.132644,0.0245769,0.0725376,0.0420877,0.0434702,0.0361011,0.0973768,0,0,0.144842,0,0.0430103,0,0.0572986,0.043409,0,0.0209779,0.100978,0.149624,0.0102905,0.0281287,0.0145821,0.0154309,0.0259849,0,0,0.0279431,0.0432718,0.140589,0.0458917,0.0376442,0.153234,0.0595205,0,0,0,0.0368139,0,0
539,0.0930768,0,0,0,0,0.150739,0,0,0,0,0,0,0.0104913,0.0540693,0.0134345,0.0371441,0,0,0.15013,0,0.0706249,0.0966153,0.016662,0.014898,0.0190553,0.0197289,0.0716978,0.148382,0.0230753,0.0408055,0.0321461,0.0432404,0.00631042,0.00564914,0.00234659,0.0339431,0.0219342,0.132707,0.0248068,0.0729411,0.0408238,0.043622,0.0348172,0.0974752,0,0,0.144959,0,0.0430459,0,0.05737,0.0413904,0,0.0201713,0.101316,0.149744,0.0100098,0.0284897,0.0142199,0.0148081,0.0250842,0,0.0285445,0.0268464,0.0419423,0.140722,0.0459157,0.0376324,0.153199,0.0597991,0,0,0,0.037017,0,0
540,0.0879864,0,0,0,0,0.143331,0,0,0,0,0,0,0.0107612,0.0536538,0.0129245,0.0238799,0,0,0.148741,0,0.0708845,0.0955301,0.0190758,0.0102883,0.0321618,0.0228553,0.0531265,0.142755,0.0226243,0.0376954,0.0297672,0.0418319,0.00934641,0.00859893,0.00450137,0.0361358,0.0238371,0.131547,0.025341,0.0716649,0.0423791,0.0438532,0.0284859,0.0983579,0,0,0.141117,0,0.0430506,0,0.0557781,0.0331643,0.0547178,0.0082857,0.0649159,0.144975,0.0110569,0.0290251,0,0.0126542,0.0155893,0,0.0202425,0.0170646,0.0476267,0.134566,0.0438417,0.0369058,0.144175,0.055402,0,0,0,0.0215312,0,0
541,0.0883799,0,0,0,0,0.143417,0,0,0,0,0,0,0.00964113,0.0539027,0.0129021,0.024316,0,0,0.148937,0,0.0710398,0.0958597,0.0189026,0.0071754,0.0322684,0.0218207,0.0527188,0.142832,0.0214065,0.036382,0.0284313,0.0417452,0.0102094,0.0102748,0.00654488,0.0368991,0.0233937,0.131845,0.0255257,0.0723013,0.041679,0.0439008,0.028461,0.0984808,0,0,0.141373,0,0.0430691,0,0.0558511,0.0330044,0.0548684,0.00763523,0.0650728,0.145056,0.0109103,0.029323,0.0125305,0.0123391,0.0152098,0,0.0198355,0.0167857,0.0465853,0.134681,0.0440405,0.0369871,0.143996,0.0555578,0,0,0,0.0221326,0,0
542,0.0888366,0,0,0,0,0.143476,0,0,0,0,0,0,0.00892701,0.0540293,0.0132538,0.0247635,0,0,0.149064,0,0.0709938,0.096152,0.0186059,0.00733334,0.0323147,0.0206335,0.0522264,0.142882,0.0196751,0.0346021,0.0269816,0.0416072,0.0115232,0.0120266,0.00884696,0.0377778,0.0231855,0.13215,0.0256185,0.0728511,0.041186,0.043925,0.0284485,0.0985903,0,0,0.141706,0,0.0430439,0,0.0560309,0.0327252,0.0550388,0.0075958,0.0651382,0.14512,0.0110142,0.0295532,0.0125277,0.0124327,0.01503,0,0.019629,0.0165772,0.0457846,0.134818,0.0440435,0.0369398,0.143927,0.0557486,0,0,0,0.0225436,0,0
543,0.0900008,0,0,0,0,0.144006,0,0,0,0,0,0,0.00714454,0.0542171,0.0122913,0.0318276,0,0,0.148975,0,0.0711434,0.0966429,0.018591,0.00939571,0.0335262,0.0172729,0.0557521,0.142389,0.0178427,0.0322845,0.0255221,0.0430985,0.0114776,0.0121554,0.0100004,0.0375343,0.0209329,0.131508,0.0258461,0.0736774,0.0326692,0.0439484,0.0148461,0.0988752,0,0,0.142283,0,0.0430319,0,0.0568068,0.0167798,0.0530755,0.00856111,0.0649973,0.145417,0.0113134,0.0359591,0.0086383,0.0110756,0.00851135,0.0337045,0.00804048,0.00866822,0.0337396,0.135345,0.0441996,0.0370058,0.1445,0.0564122,0,0,0,0.0332881,0,0
544,0.090246,0,0,0,0,0.144092,0,0,0,0,0,0,0.00530863,0.0542901,0.0126094,0.0319608,0,0,0.149062,0,0.0713855,0.0971717,0.0183109,0.0114389,0.0334835,0.0174135,0.0557838,0.14238,0.0187415,0,0.0268144,0.0421006,0.0125049,0.0138241,0.0107519,0.0377324,0.0168901,0.131624,0.0259563,0.0741324,0.0319556,0.0439878,0.0147833,0.0989001,0,0,0.14274,0,0.0430526,0,0.0568875,0.0169336,0.053234,0.00779099,0.0650705,0.145459,0.0116479,0.0359172,0,0.0113893,0.00769096,0.0344297,0.00767395,0.00797195,0.033045,0.135604,0.0442827,0.0370928,0.144461,0.056597,0,0,0,0.0335908,0,0
545,0.0902834,0,0,0,0,0.143973,0,0,0,0,0,0,0.00569617,0.0543516,0.0139208,0.0325083,0,0,0.149131,0,0.0714288,0.0973254,0.0184888,0.0167752,0.0341453,0.0166187,0.0551613,0.142138,0.0158472,0.0294106,0.0235386,0.0421013,0.0145541,0.0153102,0.0136861,0.0390231,0.0184997,0.131677,0.0259445,0.07446,0.0312165,0.0439499,0.0146287,0.0989111,0,0,0.143026,0,0.0429774,0,0.0569525,0.0167857,0.0533206,0.0080266,0.0649405,0.145382,0.0116999,0.0361033,0.00899816,0.0114017,0.00769079,0.0339979,0.00764,0.00792716,0.0319187,0.135645,0.0442873,0.0370923,0.144345,0.0564673,0,0,0,0.0337829,0,0
546,0.090245,0,0,0,0,0.143845,0,0,0,0,0,0,0.00543976,0.0543211,0.0148764,0.0325132,0,0,0.149237,0,0.071397,0.0972291,0.018536,0.019152,0.034217,0.0165423,0.0548609,0.141891,0.0146566,0.0283649,0.022818,0.0416202,0.0159057,0.0166482,0.0153817,0.0396706,0.0170277,0.131766,0.0259223,0.0746845,0.0309955,0.043939,0.0143433,0.0988232,0,0,0.143376,0,0.0429156,0,0.0569746,0.0162258,0.0533321,0.00786763,0.0647353,0.145337,0.0116069,0.0359895,0.00901096,0.0112843,0.00754847,0.033881,0.00797757,0.00773274,0.0314796,0.135727,0.044263,0.0371031,0.144359,0.0563574,0,0,0,0.0336921,0,0
547,0.0901541,0,0,0,0,0.143765,0,0,0,0,0,0,0.00579679,0.0543326,0.0159679,0.0323453,0,0,0.149257,0,0.0715056,0.0973366,0.0187112,0.0209001,0.0344811,0.0165978,0.0546649,0.141652,0.0136074,0.0271952,0.0220043,0.0411723,0.0172081,0.0178737,0.0168128,0.0403327,0.0156748,0.131795,0.0259767,0.0753166,0.0308968,0.044013,0.0142127,0.0987124,0,0,0.143718,0,0.0429242,0,0.0570351,0.0158249,0.0533305,0.00745,0.0646083,0.145304,0.0115458,0.0358247,0.00898867,0.0111869,0.00723207,0.0337696,0.00809692,0.00737753,0.0314497,0.135824,0.0441827,0.0370922,0.144244,0.0562193,0,0,0,0.0334834,0,0
548,0.0900024,0,0,0,0,0.143634,0,0,0,0,0,0,0.00658547,0.0543984,0.0172678,0.032023,0,0,0.149341,0,0.0716328,0.0975633,0.0189019,0.0221526,0.0352997,0.0168122,0.0545501,0.141315,0.0129265,0.0264506,0.0215703,0.0410259,0.0184618,0.0191598,0.018108,0.0409329,0.0139637,0.131801,0.0260358,0.0756075,0.0307291,0.0441063,0.0139769,0.09859,0,0,0.143932,0,0.0429585,0,0.057126,0.0153602,0.0533669,0.00726704,0.0645755,0.145195,0.0114692,0.0357513,0.00867787,0.0110865,0.00693848,0.0337782,0.00775912,0.00704644,0.0311996,0.135854,0.0440512,0.0370475,0.144083,0.056114,0,0,0,0.033065,0,0
549,0.0898046,0,0,0,0,0.143456,0,0,0,0,0,0,0.00791814,0.0543937,0.0186191,0.0314751,0,0,0.149469,0,0.0717537,0.0977328,0.0192128,0.0231178,0.0360899,0.0170808,0.0545335,0.140989,0.0119506,0.025851,0.0210954,0.041167,0.0197396,0.0204208,0.0193099,0.0415231,0.0125706,0.131833,0.0260896,0.0755609,0.0306906,0.0440698,0.0136297,0.0984355,0,0,0.143973,0,0.0429238,0,0.057123,0.0147537,0.0534763,0.00669149,0.0646331,0.145065,0.0113633,0.0355682,0,0.0109849,0.0065374,0.0337438,0.00741935,0.00660369,0.031004,0.135782,0.0439204,0.0370072,0.143918,0.0560103,0,0,0,0.0324398,0,0
550,0.0895633,0,0,0,0,0.14325,0,0,0,0,0,0,0.00914601,0.0542824,0.0196097,0.030929,0,0,0.149245,0,0.0716474,0.0976375,0.0194744,0.0241655,0.0366653,0.0174371,0.0545552,0.140593,0.010735,0.0250956,0.0205839,0.0416127,0.0208565,0.0216762,0.0204071,0.0420301,0.01147,0.131701,0.0261063,0.075333,0.030583,0.0439885,0.0132885,0.098263,0,0,0.143933,0,0.0428879,0,0.0571765,0.014211,0.0536087,0.0061565,0.064729,0.144992,0.0112514,0.0353752,0,0.0108623,0.00627102,0.0335379,0.0075369,0.00636376,0.0307938,0.135679,0.0438998,0.0370655,0.14378,0.0558851,0,0,0,0.0317742,0,0
551,0.0893208,0,0,0,0,0.142965,0,0,0,0,0,0,0.0101967,0.0541539,0.0203294,0.030266,0,0,0.149055,0,0.071523,0.0974409,0.0195904,0.0250601,0.0369714,0.0176579,0.0545907,0.140187,0.00970075,0.0243004,0.0200103,0.0423351,0.0215606,0.0225853,0.0212179,0.0424824,0.0110027,0.131607,0.0261132,0.0751458,0.0303869,0.0439694,0.0132898,0.0980793,0,0,0.143867,0,0.0428929,0,0.0572631,0.0136229,0.0537099,0.00595234,0.0648087,0.144909,0.0111396,0.0351963,0,0.0107362,0.00602006,0.0331762,0.00760931,0.00618342,0.0304947,0.135572,0.0441511,0.0371373,0.143713,0.0557683,0,0,0,0.0309758,0,0
552,0.0945474,0,0,0,0,0.149726,0,0,0,0,0,0,0.0105043,0.0547967,0.0180713,0.0398011,0,0,0.149703,0,0.0714024,0.0982141,0.0182503,0.0235098,0.0256058,0.0165607,0.0724719,0.144051,0.0104101,0.0258145,0.0206821,0.0446413,0.0209426,0.0215072,0.0204216,0.0409372,0.00855414,0.131462,0.0259069,0.0766108,0.0264967,0.0438011,0.0172625,0.0974544,0,0,0.147397,0,0.0428968,0,0.0583252,0.0152825,0,0.00663884,0.0985183,0.149546,0.0104664,0.0362139,0,0.00911695,0.00716535,0.0367654,0.0111796,0.00607755,0.0224168,0.141294,0.0464883,0.0378734,0.152241,0.0605354,0,0,0,0.0409144,0,0
553,0.0877482,0,0,0,0,0.142172,0,0,0,0,0,0,0.01102,0.0538702,0.0229522,0.0227079,0,0,0.148732,0,0.0713539,0.0969133,0.0189535,0.0278037,0.03614,0.019364,0.051088,0.139842,0.00859106,0.0229469,0.0183362,0.0420257,0.0238294,0.0250179,0.0233846,0.044421,0.0127948,0.132165,0.0261411,0.0741868,0.0388203,0.0439012,0.0271187,0.0974839,0,0,0.143548,0,0.0428998,0,0.0570913,0.0301944,0.0560583,0.00905715,0.0652668,0.144524,0.0112663,0.0292688,0,0.01276,0.0129588,0,0.0183664,0.0129004,0.0418371,0.134954,0.044373,0.0370369,0.143517,0.054877,0,0,0,0.0195889,0,0
554,0.0879652,0,0,0,0,0.142653,0,0,0,0,0,0,0.014188,0.0539354,0.0211408,0.0284236,0,0,0.148354,0,0.0713394,0.0966562,0.0190951,0.0249145,0.0375279,0.0173217,0.0555088,0.13905,0.00898161,0,0.0200649,0.0442503,0.0216239,0.0237491,0.021047,0.0423922,0.0121729,0.131404,0.0262268,0.0741149,0.0296344,0.0439128,0.0126447,0.0973899,0,0,0.143762,0,0.0428475,0,0.0575929,0.012287,0.0542378,0.00478052,0.0654436,0.14472,0.0110133,0.0348493,0,0.0107025,0.00482623,0.0320533,0.00726966,0.00514554,0.0297181,0.135087,0.0445041,0.0370019,0.144043,0.0550806,0,0,0,0.0288234,0,0
555,0.0875215,0,0,0,0,0.142579,0,0,0,0,0,0,0.0138722,0.0538981,0.020719,0.0282104,0,0,0.148456,0,0.0713741,0.0965638,0.0190763,0.0246727,0.0375781,0.0169238,0.0559756,0.138728,0.00818893,0,0.0195736,0.0445936,0.0212272,0.0234226,0.0206189,0.0421873,0.0120298,0.131573,0.0262294,0.073836,0.02917,0.0438454,0.0125868,0.0971988,0,0,0.143691,0,0.0428085,0,0.0576029,0.0121358,0.0544144,0.00485834,0.0657754,0.144576,0.0110035,0.0348868,0,0.0107336,0.00450155,0.0316541,0.00723028,0.00472859,0.0292658,0.134765,0.0445935,0.0369541,0.143951,0.0548362,0,0,0,0.0285101,0,0
556,0.0870069,0,0,0,0,0.142398,0,0,0,0,0,0,0.0132122,0.0539425,0.0200216,0.0281326,0,0,0.147981,0,0.0713349,0.096117,0.0191364,0.0242716,0.0375128,0.0163887,0.0563922,0.138364,0.00706558,0,0.0192494,0.0445398,0.020637,0.0227252,0.0200175,0.0418063,0.0115318,0.13145,0.0262121,0.0732707,0.0285631,0.0436677,0.0123675,0.0969794,0,0,0.143458,0,0.0427646,0,0.0575883,0.011658,0.0545817,0.00485985,0.0661085,0.144489,0.0110136,0.0350266,0,0.0107752,0.00420471,0.0314408,0.00712538,0.00440011,0.028566,0.134592,0.0449403,0.0371235,0.144171,0.054505,0,0,0,0.0283125,0,0
557,0.0865208,0,0,0,0,0.142106,0,0,0,0,0,0,0.0123991,0.0539125,0.0191966,0.0281866,0,0,0.147549,0,0.0712585,0.0956146,0.0193025,0.0240198,0.0376727,0.0159172,0.0568265,0.137945,0.00593574,0,0.0190634,0.0449344,0.0200605,0.0218972,0.0194331,0.0414556,0.0110424,0.13127,0.0261456,0.0726856,0.0280376,0.0435963,0.0119582,0.0968284,0,0,0.143236,0,0.042789,0,0.0575226,0.0110416,0.0548363,0.00493427,0.0665584,0.144317,0.0109943,0.0350447,0,0.0107617,0.00406904,0.0313311,0.00707596,0.00431276,0.0279985,0.13434,0.0451833,0.037228,0.144326,0.0541744,0,0,0,0.0282873,0,0
558,0.0859719,0,0,0,0,0.142072,0,0,0,0,0,0,0.0112255,0.0537978,0.0187797,0.02829,0,0,0.147096,0,0.0710596,0.0951797,0.0196278,0.0243143,0.0377881,0.0155125,0.0573182,0.137513,0.00642947,0,0.0186182,0.0452344,0.0194193,0.0208705,0.0189258,0.0414296,0.0111006,0.131088,0.0261074,0.0721686,0.0274896,0.043557,0.0115162,0.0966753,0,0,0.143074,0,0.042836,0,0.0573668,0.0105082,0.055115,0.0049603,0.0671484,0.14407,0.0109224,0.0350351,0,0.0107149,0.00404847,0.0311228,0.00694107,0.00431024,0.0274505,0.134129,0.0451863,0.0372504,0.144361,0.0537741,0,0,0,0.0284655,0,0
559,0.0853473,0,0,0,0,0.142001,0,0,0,0,0,0,0.01013,0.0536223,0.0188644,0.0284853,0,0,0.146762,0,0.0708307,0.0948069,0.019753,0.0253074,0.0377435,0.0152928,0.0577191,0.136957,0.00715957,0,0.0182315,0.0455649,0.0188339,0.0199548,0.0185721,0.0414463,0.0115769,0.130883,0.0260465,0.0716228,0.0270421,0.0433978,0.011231,0.0964847,0,0,0.142985,0,0.0427738,0,0.0572891,0.0102932,0.0554445,0.00464352,0.0677741,0.143783,0.0108701,0.0349993,0,0.0107011,0.00399192,0.030646,0.0068766,0.00420483,0.0271095,0.134042,0.045208,0.0372934,0.144158,0.0532939,0,0,0,0.0287394,0,0
560,0.0845928,0,0,0,0,0.141786,0,0,0,0,0,0,0.00713541,0.0534031,0.0191201,0.0288981,0,0,0.14635,0,0.0708229,0.0943751,0.0198267,0.0277225,0.0377551,0.0158115,0.0580216,0.136357,0.00561128,0.0200148,0.0161787,0.0460001,0.0190721,0.0191816,0.0191852,0.0417594,0.0136576,0.130635,0.026026,0.0708905,0.0265625,0.0432075,0.0109087,0.0963202,0,0,0.142882,0,0.0427281,0,0.0571746,0.00995668,0.0557612,0.00457663,0.0684048,0.143539,0.0108275,0.0350113,0,0.0107321,0.00402151,0.0302051,0.00663357,0.00421235,0.0267063,0.133704,0.0454297,0.0373418,0.144091,0.0526439,0,0,0,0.0291931,0,0
561,0.0838638,0,0,0,0,0.141456,0,0,0,0,0,0,0.00897796,0.0532863,0.0192488,0.0285384,0,0,0.145861,0,0.0708498,0.093943,0.0194546,0.0279437,0.0379517,0.0148769,0.058572,0.135643,0.00711149,0,0.0179795,0.0452389,0.0184447,0.0192252,0.0185592,0.041256,0.0118229,0.130282,0.0259278,0.0701474,0.0259288,0.0430169,0.0104286,0.0962089,0,0,0.142636,0,0.04274,0,0.0569176,0.00943727,0.0559105,0.00458515,0.0688218,0.143278,0.0106657,0.0349421,0,0.010653,0.00417345,0.030024,0.00655502,0.00433307,0.0261195,0.13357,0.0455119,0.0375045,0.14396,0.0521843,0,0,0,0.029194,0,0
562,0.0830274,0,0,0,0,0.141092,0,0,0,0,0,0,0.00749781,0.0531415,0.0193117,0.0285753,0,0,0.145186,0,0.0707157,0.0933182,0.0191411,0.0297752,0.0381001,0.0149593,0.0586964,0.134632,0.00623328,0.0192446,0.0160341,0.0449695,0.0190414,0.0194175,0.0192378,0.041194,0.0128801,0.129729,0.0257831,0.0694095,0.0251424,0.0427346,0.0100637,0.0961754,0,0,0.142259,0,0.042789,0,0.0567839,0.00903002,0.0560123,0.00467467,0.0690733,0.143025,0.0106765,0.0351102,0,0.0107958,0.00431078,0.0296994,0.00657375,0.00435241,0.0252648,0.133318,0.0455144,0.0377562,0.143698,0.0514976,0,0,0,0.0288804,0,0
563,0.0823725,0,0,0,0,0.14078,0,0,0,0,0,0,0.00800192,0.052998,0.0193115,0.0284005,0,0,0.144853,0,0.0704981,0.0927998,0.0186102,0.0302932,0.0383132,0.0148276,0.058973,0.133671,0.00606137,0.0190497,0.0152495,0.0443731,0.0191646,0.0194998,0.0192535,0.0408548,0.0118675,0.129207,0.0256976,0.0689059,0.0244642,0.0424251,0.00995782,0.0962054,0,0,0.141688,0,0.0428729,0,0.0567819,0.00883186,0.0562286,0.00471806,0.0693343,0.142791,0.010719,0.0352938,0,0.0110111,0.00435833,0.0293622,0.00666067,0.00429447,0.0245558,0.132834,0.0453986,0.038054,0.143524,0.0508847,0,0,0,0.0287171,0,0
564,0.0818186,0,0,0,0,0.14039,0,0,0,0,0,0,0.0086129,0.0528614,0.0194603,0.0281758,0,0,0.144445,0,0.0702212,0.0922286,0.0181929,0.0305441,0.0386968,0.0151232,0.059359,0.132598,0.00608043,0.0191084,0.0143297,0.0441393,0.0193235,0.0194271,0.0193528,0.0406621,0.0109252,0.128574,0.0256463,0.0683192,0.0237776,0.0420938,0.00990526,0.0962678,0,0,0.140902,0,0.0429561,0,0.0567567,0.00877472,0.0565363,0.00467849,0.0696339,0.142564,0.0107415,0.0352388,0,0.0112268,0.00445869,0.0288891,0.00677195,0.00445745,0.0239238,0.132151,0.0451987,0.0382467,0.143399,0.0503633,0,0,0,0.0285369,0,0
565,0.0812309,0,0,0,0,0.13996,0,0,0,0,0,0,0.00928683,0.0527799,0.0196044,0.027892,0,0,0.143926,0,0.0702041,0.0916262,0.01783,0.0305257,0.039126,0.0156583,0.0597497,0.131456,0.0060355,0.0189658,0.0138514,0.0442535,0.0195855,0.0195697,0.0195591,0.0406472,0.0100594,0.127893,0.0256524,0.0674982,0.0231112,0.0418325,0.00985489,0.0962952,0,0,0.139921,0,0.0430283,0,0.0567141,0.00896583,0.0568978,0.00448094,0.0699494,0.142307,0.0108318,0.0353659,0,0.011563,0.00483293,0.0283705,0.00675833,0.00457555,0.0233413,0.13144,0.0450773,0.0384261,0.143184,0.0498662,0,0,0,0.0281348,0,0
566,0.0806174,0,0,0,0,0.139527,0,0,0,0,0,0,0.00985377,0.0526181,0.0196402,0.0274657,0,0,0.143346,0,0.0701347,0.0911513,0.017452,0.0303229,0.0395146,0.0161889,0.0601588,0.130378,0.00580965,0.0188549,0.0138918,0.0443864,0.0198975,0.0198889,0.0197338,0.0405802,0.00924738,0.127193,0.0256535,0.0668014,0.0222054,0.0416216,0.00957947,0.0962632,0,0,0.138946,0,0.0430554,0,0.0567144,0.00917665,0.0572739,0.00421333,0.0702545,0.142091,0.0109021,0.0356903,0,0.011903,0.0052475,0.0278683,0.00682675,0.00481711,0.0223142,0.130651,0.0448557,0.0385392,0.142875,0.0493519,0,0,0,0.0275705,0,0
567,0.0800039,0,0,0,0,0.139117,0,0,0,0,0,0,0.010451,0.052466,0.0196049,0.0270204,0,0,0.142758,0,0.0700407,0.0906952,0.0171132,0.0300248,0.0400039,0.0165411,0.0606588,0.129318,0.00548745,0.0188055,0.0142115,0.0442089,0.0200912,0.0202355,0.0198084,0.040457,0.00843363,0.126529,0.0256509,0.0662688,0.0211576,0.0413555,0.00936597,0.0961619,0,0,0.137905,0,0.0430141,0,0.056629,0.0095732,0.0576224,0.00402181,0.0706134,0.142,0.0108905,0.035916,0,0.0121925,0.00567394,0.027384,0.00708119,0.00520047,0.0210578,0.129768,0.0448788,0.0386597,0.142439,0.0488573,0,0,0,0.0269405,0,0
568,0.0833927,0,0,0,0,0,0,0,0,0,0,0,0.0111156,0.0523097,0.0192294,0.0280086,0,0,0.143914,0,0.0698466,0.0911069,0.0167691,0.0294273,0.0401288,0.0164258,0.0628087,0.131414,0.00550271,0.0190228,0.0145479,0.043918,0.0199202,0.0202645,0.0195757,0.040024,0.00741916,0.127806,0.0251357,0.0661253,0.020424,0.0410872,0.00933723,0.0986583,0,0,0.137669,0,0.0428688,0,0.0566938,0.010502,0.0583537,0.00453236,0.0725192,0.145334,0.0110765,0.0361414,0,0.0126513,0.00642434,0.0265696,0.00772287,0.00608047,0.0201648,0.130922,0.0453718,0.0386887,0.145413,0.0508549,0,0,0,0,0,0
569,0.0791879,0,0,0,0,0.138529,0,0,0,0,0,0,0.0113732,0.0520204,0.0190079,0.0269249,0,0,0.14105,0,0.0695333,0.0892389,0.0163822,0.0289775,0.039999,0.0164244,0.0619032,0.127538,0.00562697,0.0183442,0.0141822,0.0430256,0.0197754,0.0201685,0.0194328,0.0398539,0.00724176,0.125246,0.0253558,0.0646471,0.0198866,0.041052,0.00984537,0.0959826,0,0,0.136231,0,0.0430601,0,0.056738,0.011709,0.0582125,0.00445719,0.071632,0.141724,0.0109552,0.0362052,0,0.0128056,0.00695015,0.0264881,0.00825749,0.00653495,0.0195221,0.128537,0.0454115,0.0389742,0.141911,0.0480658,0,0,0,0.0260735,0,0
570,0.0780928,0,0,0,0,0.137879,0,0,0,0,0,0,0.0117631,0.0516423,0.0201384,0.0222065,0,0,0.139871,0,0.0692727,0.0881584,0.0159453,0.029593,0.0388976,0.0171959,0.0594709,0.127146,0.00679585,0.018303,0.013807,0.0406956,0.0203898,0.0210392,0.0201424,0.0406249,0.00798721,0.124911,0.0252112,0.0634196,0.0283197,0.0408437,0.0221693,0.0959149,0,0,0.13508,0,0.0430169,0,0.0565448,0.0254151,0.0603864,0.00750708,0.0722895,0.141427,0.0105943,0.032293,0,0.0129622,0.010841,0,0.0129419,0.0104837,0.0315413,0.12759,0.045598,0.0391015,0.141291,0.0474506,0,0,0,0.0186188,0,0
