Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUR_B,RTHII,RTHIA,,x82
887,0.0290606,0,0,0,0,0.0269616,0,0,0,0,0,0.0131214,0.0468377,0.0150153,0.0125203,0,0,0.0401016,0,0.0583749,0.0170576,0.0314818,0.0279731,0.0307791,0.00816875,0.0133142,0.0479819,0.00288106,0.00949985,0.0120817,0.0448615,0.0154229,0.016648,0.0131342,0.0247979,0.0157044,0.0319836,0.029939,0.0124055,0.0146093,0.0424153,0.0128341,0.00347028,0.0178389,0,0,0.0348701,0,0.0347076,0.0140154,0.0452801,0.0281037,0.0306335,0.00782361,0.0179416,0.0132248,0.00297936,0.00825614,0.0134115,0.0436512,0.0125667,0.0135193,0.0278214,0.0238337,0.0195116,0.0134139,0.028175,0.0183689,0,0,0,0,0.00858054,0.0305136,0,0
888,0.0289185,0,0,0,0,0.0269771,0,0,0,0,0,0.0130252,0.0470675,0.0145161,0.011809,0,0,0.0406816,0,0.0583537,0.0171647,0.0311908,0.0289792,0.0309953,0.00786096,0.0125714,0.047985,0.0028003,0.00909696,0.0115142,0.0445682,0.0150433,0.0160462,0.0129251,0.0247762,0.0155372,0.0322698,0.0299948,0.0117575,0.0152997,0.0423238,0.0136447,0.00303184,0.0172903,0,0,0.0351771,0,0.0347959,0.0140313,0.0455703,0.0294594,0.030813,0.0069278,0.018141,0.0132757,0.00264396,0.00756722,0.0140074,0.0442613,0.0134493,0.0142239,0.0282472,0.0241736,0.019354,0.013317,0.0282326,0.0182868,0,0,0,0,0.00786692,0.0309837,0,0
889,0.0287298,0,0,0,0,0.0270171,0,0,0,0,0,0.0126723,0.0471625,0.0138057,0.0110525,0,0,0.0411633,0,0.0583094,0.017344,0.0309436,0.0298485,0.0311297,0.00748446,0.0118725,0.0479336,0.00257131,0.00875231,0.0110334,0.0443384,0.0145321,0.0154366,0.0126935,0.0248424,0.0153055,0.0324833,0.0300533,0.0113276,0.0159078,0.0422064,0.0144186,0.00297132,0.0166723,0,0,0.0354412,0,0.0348561,0.0140194,0.0458726,0.0308832,0.0309069,0.00612018,0.0181671,0.0133843,0.00237178,0.00682273,0.0146823,0.0447848,0.0142561,0.0150356,0.0284705,0.02445,0.0190573,0.0132357,0.0282952,0.0181542,0,0,0,0,0.00724768,0.0314614,0,0
890,0.0280768,0,0,0,0,0.0270058,0,0,0,0,0,0.0122913,0.0471824,0.0128914,0.0100752,0,0,0.0414997,0,0.0581755,0.0175284,0.0307344,0.0304505,0.0312289,0.00714036,0.0111254,0.0482661,0.00236417,0.00851831,0.0107156,0.0443143,0.0139769,0.0148802,0.0123949,0.0250682,0.0147147,0.0325609,0.0301,0.0112438,0.017006,0.0420109,0.0154774,0.0027594,0.0152887,0,0,0.0350231,0,0.0350064,0.013992,0.0462527,0.0323604,0.030963,0.00525878,0.0179198,0.0132388,0.00213197,0.00589919,0.0155436,0.0451559,0.0153748,0.0163201,0.0288471,0.0247379,0.0185799,0.0130521,0.0284024,0.0176758,0,0,0,0,0.00648747,0.0320497,0,0
891,0.0276896,0,0,0,0,0.0269614,0,0,0,0,0,0.0114256,0.0472801,0.0118718,0.00936719,0,0,0.0413867,0,0.0580713,0.0175355,0.0304958,0.0308744,0.0311418,0.00661847,0.0108472,0.0477068,0.00217311,0.00826115,0.0103681,0.0443281,0.0133249,0.0143327,0.0120006,0.0254895,0.0140226,0.0323829,0.0301083,0.0112864,0.0178058,0.0418643,0.0160927,0.00276366,0.0147803,0,0,0.03501,0,0.0350463,0.014123,0.0466558,0.0338593,0.0310249,0.00500805,0.0178678,0.0134059,0.00216667,0.00523169,0.0163034,0.0454968,0.0162176,0.0173604,0.0288203,0.0248266,0.0182085,0.0129044,0.0282668,0.0173608,0,0,0,0,0.00666858,0.0325189,0,0
892,0.0275445,0,0,0,0,0.0270449,0,0,0,0,0,0.0105791,0.0474421,0.0108588,0.00883609,0,0,0.0414754,0,0.0579901,0.0174642,0.0302326,0.030919,0.0310328,0.00601701,0.0108416,0.047072,0.00205089,0.0077882,0.00993688,0.0443443,0.0127304,0.013778,0.0116417,0.0259493,0.0133653,0.0323185,0.0301364,0.0112545,0.0179034,0.0418031,0.0163066,0.00284709,0.0146701,0,0,0.0354408,0,0.0350599,0.0143104,0.0470172,0.0348939,0.0310833,0.00502389,0.0178185,0.0137146,0.00238351,0.00469206,0.0169833,0.045827,0.0168905,0.0182583,0.0285796,0.0249595,0.0180067,0.0127929,0.028201,0.0172444,0,0,0,0,0.00670522,0.0328958,0,0
893,0.0271472,0,0,0,0,0.0270456,0,0,0,0,0,0.0101974,0.04758,0.00991224,0.00830102,0,0,0.0413785,0,0.0579487,0.0172822,0.0299514,0.0301055,0.0309268,0.00550894,0.0109231,0.0465905,0.00204341,0.00721549,0.00948975,0.0443778,0.0122583,0.0131985,0.0113107,0.0263115,0.0128888,0.0321849,0.030114,0.0113924,0.0181003,0.0417036,0.0165127,0.00283957,0.0142241,0,0,0.0357231,0,0.0351311,0.0144127,0.0474106,0.0359329,0.0311258,0.00578304,0.0176385,0.013974,0.00255525,0.00400094,0.0177199,0.0460042,0.0175554,0.0192689,0.0284313,0.0250136,0.0178849,0.0126773,0.028117,0.0169635,0,0,0,0,0.00671064,0.0332753,0,0
894,0.0266969,0,0,0,0,0.0270211,0,0,0,0,0,0.0101727,0.0477878,0.0091204,0.00795232,0,0,0.041244,0,0.0579057,0.0170959,0.0296984,0.0286402,0.0307767,0.00502752,0.0112001,0.0461038,0.00194803,0.00646811,0.00905242,0.0442234,0.0118735,0.0126365,0.011013,0.0265135,0.0128173,0.0320518,0.0300934,0.0114734,0.0180734,0.0416056,0.01643,0.00269698,0.0137937,0,0,0.035884,0,0.0351794,0.0144692,0.0477785,0.036612,0.031166,0.00711421,0.0172718,0.0142306,0.00264574,0.00347495,0.0182952,0.0460502,0.0180263,0.0200764,0.0282393,0.0251046,0.0177584,0.0126453,0.0280193,0.0166672,0,0,0,0,0.00629689,0.033556,0,0
895,0.0260244,0,0,0,0,0.0268056,0,0,0,0,0,0.0105442,0.0479233,0.00860904,0.00762862,0,0,0.040814,0,0.0578485,0.0169148,0.0294705,0.0269055,0.0307104,0.00459899,0.0112381,0.0458575,0.001825,0.00576964,0.00866021,0.0438095,0.0115198,0.0120867,0.0106946,0.0265149,0.0130835,0.0318241,0.0300416,0.0116861,0.0183612,0.0414443,0.0163145,0.00241128,0.0130726,0,0,0.0356341,0,0.0352732,0.0144233,0.0481067,0.0376111,0.0310109,0.00856085,0.0165589,0.0143377,0.00269672,0.00318298,0.018773,0.0459921,0.0183636,0.0207569,0.0271086,0.0251047,0.0174051,0.0125453,0.0278021,0.0162347,0,0,0,0,0.00524895,0.0336946,0,0
896,0.0258672,0,0,0,0,0.0266632,0,0,0,0,0,0.0112499,0.0479002,0.00830036,0.00727375,0,0,0.0407251,0,0.0577114,0.016894,0.0291517,0.0253686,0.0306546,0.00412031,0.0111028,0.0453812,0.00176513,0.00492889,0.00829005,0.0430979,0.0112035,0.0115115,0.0105994,0.026293,0.013698,0.0317851,0.0299905,0.0117058,0.0179691,0.0413964,0.0164083,0.00214398,0.0132125,0,0,0.0360067,0,0.0352032,0.0146869,0.0484412,0.0369688,0.0309143,0.00954247,0.0158213,0.0146634,0.00289582,0.00321014,0.0191221,0.0458625,0.0186141,0.0212844,0.0274981,0.0252054,0.0171301,0.012607,0.0275616,0.016241,0,0,0,0,0.00487263,0.0338713,0,0
897,0.0253697,0,0,0,0,0.026431,0,0,0,0,0,0.0119491,0.0480141,0.00817628,0.00682205,0,0,0.0404344,0,0.0576352,0.0167925,0.0287798,0.0240619,0.030468,0.00379529,0.0109743,0.045118,0.00200078,0.00422537,0.00809528,0.0423409,0.010941,0.0110458,0.010589,0.0260103,0.0143063,0.0316241,0.0299813,0.0118368,0.0180112,0.0413293,0.0165571,0.00229191,0.012889,0,0,0.0362464,0,0.035278,0.0148774,0.0488493,0.0366318,0.0307022,0.0101564,0.0151664,0.0149243,0.00322834,0.00354451,0.0194452,0.0457177,0.0188021,0.0216489,0.0270906,0.0253403,0.0170532,0.0125924,0.027338,0.0158869,0,0,0,0,0.00480628,0.0339866,0,0
898,0.0249029,0,0,0,0,0.0261344,0,0,0,0,0,0.0126739,0.048195,0.00810292,0.00649766,0,0,0.0401302,0,0.0575423,0.0166475,0.028398,0.0229825,0.0301942,0.00358512,0.0106548,0.0448917,0.00233942,0.00365943,0.00804056,0.0417204,0.0106949,0.0105945,0.0104882,0.025751,0.0147722,0.0314451,0.0299637,0.0119892,0.0177983,0.0412952,0.0166205,0.00265432,0.012677,0,0,0.0365809,0,0.0353724,0.0151126,0.0493422,0.0356195,0.0304041,0.010379,0.0144686,0.0152241,0.00367396,0.00415088,0.0196836,0.0456085,0.0188731,0.0218498,0.0268802,0.0254924,0.0171519,0.012556,0.0270464,0.0155245,0,0,0,0,0.00482037,0.0340769,0,0
899,0.0244724,0,0,0,0,0.0257741,0,0,0,0,0,0.0132032,0.0483913,0.00793248,0.00638735,0,0,0.0398292,0,0.0574801,0.0164792,0.0280733,0.0219704,0.0298622,0.00349768,0.010277,0.0448021,0.00255371,0.00328204,0.00818148,0.0413871,0.0103591,0.0101833,0.0102614,0.0256612,0.0149189,0.0312523,0.0299537,0.012184,0.0175532,0.0412105,0.0166508,0.0030339,0.0125499,0,0,0.0368818,0,0.0354181,0.0152926,0.0499329,0.034197,0.0300547,0.01041,0.0138448,0.0155408,0.0042225,0.00487408,0.0198564,0.045485,0.0188959,0.0220006,0.0265244,0.0256093,0.0170637,0.0125146,0.0267104,0.015096,0,0,0,0,0.00482146,0.0341524,0,0
900,0.0244635,0,0,0,0,0.0253409,0,0,0,0,0,0.0134036,0.0485028,0.00740193,0.00647571,0,0,0.0388239,0,0.0575873,0.0161992,0.0278545,0.0208795,0.0294827,0.00347261,0.0101042,0.0439717,0.00257721,0.00301953,0.00834893,0.041305,0.00985164,0.00969843,0.00991643,0.0258673,0.0146794,0.0309028,0.0298184,0.0128367,0.0174315,0.04116,0.0164752,0.00333876,0.0135848,0,0,0.0375703,0,0.0352726,0.0157023,0.050586,0.0329283,0.0297112,0.0100448,0.013457,0.0163528,0.00485889,0.00563164,0.0198648,0.0454632,0.0188687,0.0219451,0.0248702,0.0257031,0.0170668,0.0126129,0.0261628,0.014885,0,0,0,0,0.0050206,0.0341615,0,0
901,0.0240458,0,0,0,0,0.0249136,0,0,0,0,0,0.0133946,0.0486099,0.00667315,0.0062713,0,0,0.0386964,0,0.0574693,0.0161165,0.0278146,0.0196801,0.0292996,0.00353524,0.00973922,0.0442766,0.00245299,0.00291856,0.00852803,0.0414935,0.00933657,0.00910527,0.00954386,0.0262514,0.0143887,0.0308159,0.029836,0.0128766,0.0170433,0.0410843,0.0167504,0.00376015,0.0133799,0,0,0.0377415,0,0.0353621,0.015839,0.0512229,0.0308378,0.0292976,0.0102275,0.0129392,0.0165454,0.00545267,0.00639029,0.0199937,0.0453876,0.0188874,0.022091,0.0248669,0.0257986,0.0171382,0.0125935,0.0258008,0.0143143,0,0,0,0,0.00509703,0.0342938,0,0
902,0.0237032,0,0,0,0,0.0245108,0,0,0,0,0,0.0134049,0.0486558,0.00596329,0.00609039,0,0,0.0385415,0,0.0573403,0.0161484,0.0279057,0.018407,0.0291784,0.00377233,0.00955682,0.0446134,0.00232861,0.00299363,0.00872451,0.0417902,0.00887331,0.00850555,0.00912554,0.0267182,0.01414,0.030744,0.0298435,0.0129562,0.0166371,0.0410017,0.0169303,0.00422616,0.0132182,0,0,0.0378975,0,0.0354213,0.0159959,0.0517463,0.0289152,0.0288774,0.0103784,0.0125911,0.0167586,0.00608824,0.00711095,0.0200452,0.0453711,0.0188939,0.0221504,0.0244009,0.0258773,0.0171929,0.0125401,0.0254191,0.0138055,0,0,0,0,0.00528814,0.0344114,0,0
903,0.0233892,0,0,0,0,0.0241411,0,0,0,0,0,0.0135882,0.0487632,0.00531758,0.00612342,0,0,0.038407,0,0.0572753,0.0162393,0.0280511,0.0171332,0.0290797,0.00401538,0.00944461,0.0449934,0.00231994,0.00308509,0.00893673,0.0421738,0.00845588,0.00802713,0.0087179,0.027161,0.014113,0.0307194,0.0298578,0.0130196,0.0163069,0.0409144,0.0170068,0.0043097,0.0131658,0,0,0.0381909,0,0.0354489,0.0161248,0.0520864,0.0273731,0.0285046,0.0103,0.0122874,0.017019,0.00679803,0.00767336,0.0199985,0.0454446,0.0188764,0.0220183,0.023754,0.0258805,0.0171846,0.0124562,0.0250518,0.0134704,0,0,0,0,0.00572655,0.0345125,0,0
904,0.0231124,0,0,0,0,0.0238014,0,0,0,0,0,0.013963,0.0489634,0.00476298,0.00643744,0,0,0.0382544,0,0.0572742,0.0162869,0.028175,0.01589,0.0290051,0.00428809,0.00937248,0.0453788,0.00239446,0.00297817,0.00915541,0.0425925,0.0080589,0.00759626,0.00832514,0.0275313,0.0143412,0.0307097,0.0298773,0.0130939,0.0162669,0.0408399,0.0171402,0.00403141,0.0132073,0,0,0.0385961,0,0.0354507,0.0161951,0.0522628,0.0260823,0.0281736,0.00988806,0.0119777,0.0172699,0.0074727,0.00825547,0.019845,0.0455386,0.0187719,0.0217054,0.0233502,0.0258762,0.0172224,0.0124279,0.0247028,0.0133164,0,0,0,0,0.00637958,0.0345671,0,0
905,0.0229803,0,0,0,0,0.0235684,0,0,0,0,0,0.014432,0.0491762,0.00455089,0.00646444,0,0,0.0382011,0,0.0572371,0.0162963,0.0283204,0.0146841,0.0289748,0.00440064,0.0093989,0.0457431,0.00251338,0.00269571,0.00935331,0.0429429,0.00763806,0.00731429,0.00791991,0.027805,0.0146009,0.0308329,0.0298853,0.0131662,0.016462,0.0407672,0.0171375,0.00412117,0.0132924,0,0,0.0390336,0,0.0354219,0.0162316,0.0524467,0.024584,0.0279139,0.0091965,0.0118061,0.0174941,0.00797642,0.00880344,0.0194635,0.0455108,0.0184776,0.0211307,0.0235755,0.0258838,0.0171173,0.0124244,0.0244362,0.013275,0,0,0,0,0.0072968,0.0345236,0,0
906,0.0228601,0,0,0,0,0.0233623,0,0,0,0,0,0.0149474,0.0492695,0.00455177,0.00613434,0,0,0.0381734,0,0.0571691,0.0162747,0.0284564,0.0135307,0.0290167,0.00450082,0.00940111,0.0460729,0.00261433,0.00235884,0.00953191,0.0431459,0.00723883,0.00685304,0.00757186,0.0279642,0.0149369,0.0309897,0.0298765,0.013277,0.0171216,0.0407359,0.0170409,0.0042955,0.0132932,0,0,0.0393347,0,0.035431,0.0163494,0.0524822,0.0231887,0.0277606,0.00848859,0.0117238,0.0176643,0.00833494,0.00932811,0.0188737,0.0452465,0.0179606,0.0203583,0.0244221,0.0258956,0.0168803,0.012392,0.0241942,0.0132901,0,0,0,0,0.00813277,0.0343956,0,0
907,0.0229829,0,0,0,0,0.0233736,0,0,0,0,0,0.0154328,0.0493685,0.00460205,0.00593896,0,0,0.0381758,0,0.0571699,0.0162836,0.0285613,0.0123944,0.0289396,0.00477756,0.00979417,0.0460781,0.00271654,0.00229584,0.00956467,0.0431344,0.00680488,0.00635149,0.00722157,0.0281268,0.0150635,0.0311894,0.0298566,0.0133684,0.0174097,0.0407733,0.0162185,0.00467386,0.01366,0,0,0.0399304,0,0.0353982,0.0166735,0.0523615,0.0217523,0.0276657,0.00741361,0.0120464,0.0180843,0.00860991,0.00980377,0.0177875,0.0450124,0.0171157,0.0190094,0.0248685,0.0260291,0.0168928,0.0124084,0.0241118,0.0134791,0,0,0,0,0.00917058,0.0341714,0,0
908,0.0230017,0,0,0,0,0.0233137,0,0,0,0,0,0.0158352,0.0494367,0.00466811,0.0054384,0,0,0.0382027,0,0.0571528,0.0163207,0.0286742,0.0113692,0.0290234,0.00500324,0.00966596,0.0463656,0.00276901,0.00240547,0.00949534,0.0430845,0.00642368,0.00582351,0.0068904,0.0282677,0.0154009,0.0313924,0.0298431,0.0133954,0.0178861,0.0407631,0.0153594,0.00457449,0.0137721,0,0,0.0403229,0,0.0354049,0.0167262,0.052253,0.0203107,0.0276499,0.0068487,0.0119617,0.0181594,0.00876416,0.0100707,0.0166012,0.0445355,0.016161,0.0176198,0.0257647,0.0259704,0.0172043,0.0123888,0.0240254,0.0136598,0,0,0,0,0.00965889,0.0340116,0,0
909,0.022845,0,0,0,0,0.0231601,0,0,0,0,0,0.0161298,0.0494654,0.00468044,0.00478961,0,0,0.0383677,0,0.0570895,0.0163375,0.0287996,0.0104181,0.0292068,0.00512118,0.00931751,0.0470146,0.00280126,0.00256999,0.00963075,0.0430877,0.00603846,0.00529376,0.006517,0.0284716,0.0157236,0.0316165,0.0298818,0.0133781,0.0184239,0.0406607,0.0143266,0.00412724,0.0132986,0,0,0.040129,0,0.0354485,0.0165643,0.0521458,0.0185145,0.027711,0.00649925,0.0116824,0.0176675,0.00874622,0.0100968,0.0153688,0.0440641,0.0151177,0.016296,0.0271377,0.0258195,0.017237,0.0123003,0.0239822,0.0136401,0,0,0,0,0.00973915,0.0339605,0,0
910,0.0229013,0,0,0,0,0.023082,0,0,0,0,0,0.0163618,0.0493422,0.00459331,0.00427107,0,0,0.0383241,0,0.0570339,0.0163437,0.0288794,0.00933043,0.0293112,0.00528626,0.00921974,0.0472513,0.00286089,0.00268411,0.00987038,0.043129,0.00560684,0.00471308,0.00604503,0.0288004,0.0158229,0.0317829,0.0298586,0.013581,0.0189888,0.0405432,0.0127635,0.00376391,0.01326,0,0,0.0402806,0,0.0353842,0.0165976,0.0520343,0.0166144,0.0277715,0.00640721,0.0115984,0.0174647,0.00852428,0.00991266,0.0141363,0.0434966,0.0138954,0.0149597,0.0286177,0.0257488,0.0172409,0.0122588,0.0239399,0.0137225,0,0,0,0,0.00980067,0.0339171,0,0
911,0.0227819,0,0,0,0,0.0228806,0,0,0,0,0,0.016531,0.0493507,0.00447271,0.00383529,0,0,0.0379671,0,0.0570265,0.0162824,0.0289516,0.00812976,0.0293632,0.00532529,0.00931164,0.0470103,0.00295078,0.00279924,0.0101136,0.0432564,0.00516225,0.00422552,0.00552148,0.0292108,0.015833,0.0316947,0.0298038,0.0138184,0.0198282,0.0404358,0.010825,0.00336534,0.0132645,0,0,0.0404387,0,0.035339,0.0166237,0.0519978,0.0147172,0.0277992,0.0069462,0.0117522,0.0172662,0.00820422,0.00952278,0.0130959,0.0428015,0.0125279,0.0137743,0.0304306,0.0256429,0.0171998,0.0122234,0.0237378,0.0136852,0,0,0,0,0.00979125,0.0339303,0,0
912,0.0231771,0,0,0,0,0.0228242,0,0,0,0,0,0.0167586,0.0493792,0.00442423,0.00358878,0,0,0.0373149,0,0.0571155,0.0163136,0.0290108,0.00691466,0.0293695,0.00525626,0.00955728,0.0459735,0.00307564,0.00289597,0.0102774,0.0433875,0.00468518,0.00352808,0.00493979,0.0297036,0.0158547,0.0316137,0.029723,0.0143008,0.0212577,0.0404456,0.0085176,0.00305597,0.0143746,0,0,0.0413693,0,0.0351549,0.0168705,0.0520494,0.0135236,0.0277952,0.00832877,0.0120645,0.0179539,0.00780177,0.00900207,0.0123527,0.0418873,0.0110191,0.0129348,0.0324666,0.0257272,0.017094,0.0123137,0.0235109,0.0140673,0,0,0,0,0.00973014,0.0339308,0,0
913,0.0230836,0,0,0,0,0.0226901,0,0,0,0,0,0.0170653,0.0492093,0.0044202,0.00339582,0,0,0.0370001,0,0.0569937,0.016492,0.0290806,0.00579893,0.0294575,0.00517353,0.0097171,0.0456735,0.00319066,0.00308348,0.0103481,0.0435529,0.00426561,0.00290711,0.00440038,0.030137,0.0160259,0.0315726,0.029722,0.0146607,0.0228981,0.0403431,0.00633107,0.00275328,0.014383,0,0,0.0414122,0,0.0351014,0.0169746,0.0521515,0.0129161,0.0277376,0.0100531,0.0120649,0.017755,0.00734296,0.00831029,0.0119758,0.0408415,0.00965541,0.0126926,0.0350471,0.0257465,0.016845,0.0122653,0.0233539,0.0141168,0,0,0,0,0.00938786,0.0340094,0,0
914,0.0231142,0,0,0,0,0.0226874,0,0,0,0,0,0.0174503,0.0491536,0.00458862,0.003429,0,0,0.0368097,0,0.056979,0.0166183,0.0290693,0.00471845,0.0295625,0.00507672,0.0100455,0.0453192,0.00332884,0.00327256,0.010417,0.0436641,0.00383681,0.00244126,0.00381563,0.0305418,0.0161208,0.0315296,0.0296821,0.0148437,0.0244822,0.0402122,0.00417214,0.00273554,0.0145331,0,0,0.0416525,0,0.0350044,0.0170541,0.0522491,0.013436,0.0276662,0.0119915,0.0121186,0.0176382,0.00694893,0.00746515,0.0120952,0.0398307,0.00856394,0.0129199,0.0371888,0.0258282,0.0166838,0.0122368,0.0233096,0.0142241,0,0,0,0,0.00909274,0.0341891,0,0
915,0.0227225,0,0,0,0,0.0225093,0,0,0,0,0,0.0179458,0.0491142,0.00496557,0.00337754,0,0,0.0370424,0,0.0568619,0.0166395,0.0290695,0.00377328,0.0297761,0.00502745,0.0100584,0.0458783,0.00349927,0.00351871,0.0105376,0.0437733,0.00350181,0.00196192,0.00332512,0.030859,0.0167033,0.0315654,0.0296694,0.0147873,0.02531,0.0400277,0.00251462,0.00281247,0.0135848,0,0,0.0411456,0,0.0351901,0.0168921,0.0522592,0.015012,0.027531,0.0135147,0.0119833,0.0165768,0.00659008,0.00644425,0.0125893,0.038951,0.0081042,0.0136737,0.0389352,0.0256727,0.0165599,0.0120986,0.023294,0.0140743,0,0,0,0,0.00863583,0.0345067,0,0
916,0.0234591,0,0,0,0,0.0227492,0,0,0,0,0,0.0183846,0.0491531,0.00517282,0.00373688,0,0,0.0367664,0,0.0570129,0.0166938,0.0289705,0.00273942,0.0298372,0.00485957,0.010309,0.0448211,0.00375619,0.00366896,0.0106345,0.0437153,0.0031055,0.0015654,0.00276797,0.0312125,0.0168294,0.031644,0.0295366,0.0150892,0.026598,0.0400377,0.00178815,0.00300662,0.0149992,0,0,0.0422706,0,0.0350099,0.0173573,0.0522357,0.0168093,0.0273489,0.0153735,0.0120333,0.017469,0.00614697,0.00560285,0.0134216,0.0378382,0.00782978,0.0147327,0.0402352,0.0258778,0.016692,0.0121785,0.0232871,0.0146976,0,0,0,0,0.00858404,0.0347066,0,0
917,0.0236336,0,0,0,0,0.0228037,0,0,0,0,0,0.0187178,0.0491757,0.00538249,0.00398421,0,0,0.0367973,0,0.0570218,0.0166614,0.0289285,0.00192604,0.0299111,0.0048837,0.0103227,0.0447547,0.00399652,0.00385173,0.0107852,0.0436652,0.00284582,0.00126444,0.00231902,0.0314953,0.017133,0.0317326,0.0294694,0.015081,0.0272949,0.0399462,0.00338857,0.00308703,0.0151322,0,0,0.0425253,0,0.0350151,0.0173798,0.052157,0.0190955,0.0271108,0.0161151,0.0119326,0.0172563,0.00545256,0.0049026,0.0141545,0.0366876,0.00805256,0.0158478,0.0413237,0.0258884,0.0166904,0.0121585,0.0232906,0.0149198,0,0,0,0,0.00822576,0.0349557,0,0
918,0.0234836,0,0,0,0,0.0226729,0,0,0,0,0,0.0189427,0.0491768,0.00559365,0.00412848,0,0,0.0369485,0,0.0569817,0.0166089,0.0288493,0.00151865,0.0300093,0.00503585,0.0101706,0.0451854,0.00416326,0.00405273,0.0109396,0.0436143,0.00270251,0.00135921,0.00191028,0.0317255,0.0176193,0.0318222,0.0294623,0.0148958,0.0274692,0.0397966,0.00520319,0.00318803,0.0145738,0,0,0.0420852,0,0.0351033,0.0172181,0.0520925,0.021609,0.0267078,0.0161792,0.0117011,0.0164195,0.00505869,0.00430527,0.0146769,0.0355814,0.00846528,0.0167162,0.0422688,0.0257496,0.0165494,0.0120937,0.0232237,0.0149576,0,0,0,0,0.00767664,0.0352375,0,0
919,0.023731,0,0,0,0,0.022796,0,0,0,0,0,0.0191097,0.0490705,0.00580201,0.00447101,0,0,0.0369205,0,0.056919,0.016767,0.0287155,0.00159599,0.0300459,0.00497345,0.0103153,0.045019,0.00432803,0.00426284,0.0110444,0.0435612,0.00261906,0.00146854,0.00151031,0.0320375,0.0177249,0.0319603,0.0295,0.0149186,0.0281223,0.0397424,0.00703195,0.00346359,0.0148118,0,0,0.0423268,0,0.0350703,0.0173432,0.052075,0.0238103,0.026346,0.0162713,0.0116965,0.0163759,0.00474869,0.0038763,0.0151854,0.0343115,0.00872669,0.0174423,0.0429655,0.0259424,0.0163944,0.0121085,0.0232754,0.0152093,0,0,0,0,0.00720194,0.0353576,0,0
920,0.0237993,0,0,0,0,0.0228604,0,0,0,0,0,0.0193085,0.0489292,0.00589351,0.00492796,0,0,0.0367207,0,0.0568599,0.017025,0.028609,0.00219864,0.0300024,0.00474609,0.01067,0.0448146,0.00440389,0.00447712,0.0111173,0.0435284,0.00263758,0.00178763,0.00117756,0.0324329,0.0175179,0.0320701,0.029466,0.0151986,0.0292511,0.0396486,0.00881419,0.00405109,0.014863,0,0,0.0425359,0,0.0350351,0.0174097,0.0521295,0.0257633,0.0260419,0.0165303,0.0118176,0.0162826,0.00444178,0.00356964,0.0157916,0.0331318,0.00956124,0.0182116,0.0433879,0.0261752,0.0163632,0.0120919,0.0232924,0.0152807,0,0,0,0,0.00678076,0.0354064,0,0
921,0.0238664,0,0,0,0,0.0228894,0,0,0,0,0,0.0195028,0.048891,0.00613311,0.00524318,0,0,0.0367776,0,0.0567998,0.0171094,0.0285526,0.00299933,0.0299763,0.00462009,0.0108559,0.0450409,0.00438753,0.00460275,0.0112053,0.0435655,0.00273586,0.00201309,0.00103915,0.03282,0.0177198,0.0322603,0.0294449,0.0152617,0.0296861,0.0395077,0.0103061,0.00470914,0.0146728,0,0,0.0425272,0,0.0350103,0.0172874,0.0522016,0.0276968,0.0258435,0.0166251,0.011785,0.0159089,0.00415679,0.00326042,0.0162302,0.0320355,0.0104174,0.0188512,0.04377,0.0262948,0.0165031,0.0120926,0.0233549,0.0154007,0,0,0,0,0.00617708,0.0355487,0,0
922,0.023982,0,0,0,0,0.0229449,0,0,0,0,0,0.0195911,0.0489762,0.00643818,0.00565043,0,0,0.0369219,0,0.0567745,0.017011,0.0284847,0.00397724,0.0299324,0.00446204,0.0111089,0.0453797,0.0045787,0.00472823,0.0112604,0.0436557,0.0028457,0.00227855,0.00112573,0.0331801,0.0178282,0.0325063,0.029454,0.0152485,0.0300214,0.0394166,0.0116215,0.00559597,0.0144751,0,0,0.042457,0,0.0350549,0.0173268,0.0521981,0.0293427,0.0256744,0.0168953,0.0118304,0.0155618,0.00378686,0.0030524,0.0165831,0.0309481,0.0111651,0.0193999,0.0439957,0.0264141,0.0165725,0.0120494,0.0234512,0.0155684,0,0,0,0,0.00557756,0.0356957,0,0
