Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUR_B,RTHII,RTHIA,,x82
621,0.0462287,0,0,0,0,0.0704149,0,0,0,0,0,0.0141504,0.0148494,0.0046769,0.02817,0,0,0.0502374,0,0.0507733,0.0283591,0.0249447,0.0118101,0.0554453,0.00695436,0.0697636,0.0702408,0.00485635,0.00572437,0.00323326,0.0394807,0.0050916,0.00488147,0.00550653,0.0336759,0.012683,0.0539168,0.0144306,0.032637,0.0160123,0.0196183,0.00810808,0.0303652,0.0265591,0,0,0.0467686,0,0.0264114,0.00919133,0.0496805,0.0171173,0.0429832,0.00493358,0.062023,0.0544686,0.00625851,0.00630285,0.00588109,0.0362177,0.00652946,0.00753976,0.0125805,0.0480315,0.0552584,0.0140642,0.0746055,0.0214563,0,0,0,0,0.00429663,0.0322758,0,0
622,0.0455743,0,0,0,0,0.0700108,0,0,0,0,0,0.0142058,0.0147371,0.00469976,0.0279634,0,0,0.0501516,0,0.0510381,0.0280048,0.0249161,0.0118716,0.0553196,0.0069912,0.0694261,0.0698249,0.00500564,0.00563986,0.00323072,0.0394529,0.00517583,0.00492686,0.00551563,0.0336642,0.0128266,0.0536794,0.0143842,0.0324687,0.0160093,0.0196911,0.0082081,0.0301347,0.0264093,0,0,0.0465014,0,0.0261436,0.00915477,0.0496579,0.0170698,0.0428696,0.00496098,0.0616881,0.0534486,0.00630472,0.00637699,0.00581995,0.0362143,0.0064493,0.0074519,0.0122362,0.0473516,0.0554708,0.0143962,0.0743117,0.0211186,0,0,0,0,0.00435177,0.0322895,0,0
623,0.0450962,0,0,0,0,0.0696955,0,0,0,0,0,0.0141485,0.0146733,0.00472941,0.0277581,0,0,0.0499679,0,0.0513243,0.0276749,0.0248978,0.0119456,0.0551931,0.00707897,0.0690721,0.0694647,0.00511536,0.00524599,0.00319724,0.0394351,0.00530097,0.00500135,0.00556527,0.0336661,0.0127799,0.0533941,0.0143314,0.032217,0.0159822,0.0197918,0.00828207,0.0298935,0.0263488,0,0,0.0459499,0,0.0260286,0.00926637,0.0496205,0.017089,0.0427911,0.00497697,0.0613353,0.0524246,0.00636474,0.00640656,0.00578879,0.0362189,0.00638925,0.00733584,0.0119417,0.0466098,0.0556288,0.0145497,0.0740755,0.0208318,0,0,0,0,0.00470902,0.032306,0,0
624,0.0447461,0,0,0,0,0.0694931,0,0,0,0,0,0.013955,0.0146641,0.00475282,0.0276026,0,0,0.0497602,0,0.0515614,0.0273691,0.024899,0.0120436,0.0550603,0.0072787,0.0687471,0.0691938,0.00514052,0.00459444,0.00312765,0.0394318,0.00542222,0.00508657,0.0056608,0.0336589,0.0125605,0.05308,0.0142263,0.0320695,0.0159506,0.0198503,0.00832973,0.0296952,0.0263599,0,0,0.0451956,0,0.0259704,0.00959442,0.0495777,0.0170446,0.0427627,0.00500032,0.0609884,0.0514691,0.00656013,0.0064809,0.00575091,0.0362084,0.00632652,0.0072226,0.0116974,0.0458813,0.05577,0.0145367,0.0738876,0.0205903,0,0,0,0,0.00473891,0.0323267,0,0
625,0.0453413,0,0,0,0,0.0702006,0,0,0,0,0,0.0131533,0.0148991,0.00374177,0.0304582,0,0,0.0494853,0,0.0518592,0.027142,0.0262652,0.0113427,0.0563394,0.00816217,0.0703135,0.0692199,0.00456496,0.00431775,0.00429692,0.0406786,0.00467498,0.00416092,0.00487593,0.0333416,0.01166,0.0526209,0.0140878,0.0313107,0.0281669,0.0200604,0.00649485,0.0351528,0.0258127,0,0,0.0435104,0,0.0260777,0.0107992,0.0462207,0.0277339,0.0431844,0.0256152,0.0597658,0.0504981,0.0153481,0.0181406,0.0199703,0.028602,0.0117444,0.0231184,0.0379612,0.0448635,0.0551957,0.0138601,0.0746564,0.019852,0,0,0,0,0.0194841,0,0,0
626,0.0445459,0,0,0,0,0.0693171,0,0,0,0,0,0.0141248,0.0148946,0.00483563,0.0273292,0,0,0.0490034,0,0.052068,0.0267459,0.024876,0.0120649,0.0548101,0.00719753,0.0681026,0.0684442,0.00506587,0.00519777,0.00309722,0.0394916,0.00546831,0.00520039,0.00565733,0.0336901,0.0126292,0.0517261,0.0139388,0.0313363,0.0157779,0.0199767,0.00837784,0.0292967,0.0266044,0,0,0.0426152,0,0.0263133,0.0113892,0.0495376,0.0170713,0.0426763,0.00513683,0.0601947,0.0494606,0.006685,0.00640494,0.00574114,0.0362045,0.00627174,0.00718291,0.0116414,0.0440758,0.0553739,0.0136013,0.0734946,0.0203133,0,0,0,0,0.0046451,0.0323702,0,0
627,0.0442974,0,0,0,0,0.0692564,0,0,0,0,0,0.0142379,0.0149414,0.00490194,0.0272104,0,0,0.0492052,0,0.0522013,0.0266095,0.0248105,0.0120939,0.0547269,0.00706017,0.0679371,0.0685176,0.00509039,0.00562404,0.00306663,0.0395531,0.00545432,0.00516698,0.0056544,0.0337253,0.0128085,0.0516769,0.013844,0.0313785,0.0158488,0.0199471,0.00856252,0.0291593,0.0266192,0,0,0.0418608,0,0.0263193,0.0120686,0.0495756,0.0172371,0.0426901,0.00508197,0.0599192,0.0489309,0.00650802,0.00636313,0.00576382,0.0361771,0.00630931,0.00721477,0.0114409,0.0436463,0.0560407,0.0134233,0.0733418,0.0202608,0,0,0,0,0.0050346,0.0323702,0,0
628,0.0440841,0,0,0,0,0.0691751,0,0,0,0,0,0.014254,0.0150413,0.00494174,0.0271043,0,0,0.0492686,0,0.0524631,0.0263661,0.0247434,0.0120956,0.0546535,0.00695691,0.0677136,0.068376,0.00516728,0.00566351,0.00306465,0.0395407,0.00543678,0.00511933,0.00565533,0.0337658,0.0127626,0.0515096,0.0138205,0.0310371,0.0159426,0.0199178,0.00860749,0.0290288,0.0265811,0,0,0.0408541,0,0.026392,0.0129472,0.0496204,0.017291,0.0427235,0.00504763,0.0595953,0.0484216,0.00644417,0.00634597,0.00575332,0.0361733,0.00632909,0.00719758,0.0114339,0.0431251,0.0566164,0.013148,0.0731889,0.0202206,0,0,0,0,0.00520962,0.0323613,0,0
629,0.0438477,0,0,0,0,0.0690737,0,0,0,0,0,0.014062,0.0152963,0.00496209,0.026987,0,0,0.0492516,0,0.0527114,0.0260372,0.0247092,0.01214,0.0545879,0.00703079,0.0674125,0.0680089,0.00523311,0.00501925,0.00302337,0.0394809,0.0055072,0.00512457,0.00569311,0.0337749,0.0124987,0.0512128,0.0138053,0.0304735,0.0160561,0.0198447,0.00856304,0.0288814,0.026469,0,0,0.0397949,0,0.0265303,0.0140718,0.0496706,0.0172583,0.0428114,0.00504549,0.059332,0.0480334,0.00648052,0.00635774,0.00572423,0.0361681,0.00629308,0.0071599,0.0115477,0.0426558,0.0569137,0.0127238,0.0730257,0.020126,0,0,0,0,0.00508034,0.0323336,0,0
630,0.0431816,0,0,0,0,0.0687827,0,0,0,0,0,0.0135708,0.0164596,0.0049208,0.026776,0,0,0.0491137,0,0.0531145,0.0246363,0.0247311,0.0122425,0.0544762,0.00736736,0.0667939,0.0664827,0.00522774,0.00390925,0.00293489,0.0394292,0.00565369,0.00523801,0.00578412,0.0337558,0.0118774,0.0502862,0.0142247,0.0283074,0.0160879,0.0199387,0.00861287,0.0285717,0.0263062,0,0,0.0390034,0,0.0265659,0.0155571,0.0496842,0.017294,0.0427742,0.00501076,0.0587373,0.0480052,0.00643594,0.00628171,0.00573394,0.0361465,0.00632311,0.00715789,0.0115627,0.0425587,0.0572567,0.012286,0.0726419,0.0196457,0,0,0,0,0.0046816,0.0322702,0,0
631,0.0434944,0,0,0,0,0.0694656,0,0,0,0,0,0.0124497,0.0187121,0.00390951,0.0293975,0,0,0.0466449,0,0.0540309,0.0228561,0.0260183,0.0114427,0.0557918,0.00852394,0.0679408,0.0643379,0.00464464,0.00308012,0.00403141,0.0405899,0.00513213,0.00444001,0.00507572,0.0332686,0.0104552,0.0469816,0.0143092,0.0236333,0.0279939,0.0200872,0.00677984,0.0337394,0.0251962,0,0,0.0378721,0,0.0267015,0.0176469,0.0464095,0.0278468,0.0433435,0.0265132,0.0571104,0.0481355,0.0158934,0.0185056,0.0206705,0.0285159,0.0121376,0.0234445,0.0380097,0.0425768,0.0571119,0.0115123,0.0733636,0.0186002,0,0,0,0,0.0198583,0,0,0
632,0.0431277,0,0,0,0,0.0694079,0,0,0,0,0,0.0125835,0.0196969,0.00388956,0.0292762,0,0,0.046563,0,0.0540996,0.0220637,0.0259958,0.0114288,0.0557492,0.00854686,0.0676314,0.0635942,0.00457548,0.00345212,0.00402498,0.040695,0.00513512,0.00436005,0.0050317,0.0332285,0.0106231,0.0465276,0.014592,0.0223387,0.0280035,0.020074,0.00689113,0.0335706,0.0249764,0,0,0.0374675,0,0.026749,0.0187875,0.0463493,0.0277278,0.0432106,0.0266318,0.0568157,0.0483168,0.0160823,0.0185294,0.0207898,0.0285024,0.0121472,0.0235813,0.0380811,0.0427173,0.05736,0.0111577,0.0732543,0.0183566,0,0,0,0,0.0199582,0,0,0
633,0.0428966,0,0,0,0,0.0696071,0,0,0,0,0,0.0126987,0.0207956,0.0038694,0.0291177,0,0,0.0449877,0,0.0543102,0.0213655,0.0260421,0.0113932,0.0555292,0.00853832,0.067285,0.0627113,0.004493,0.00380724,0.00405705,0.0407644,0.00509288,0.0043061,0.00496749,0.0331751,0.0108398,0.0446993,0.014615,0.0201252,0.0277301,0.020016,0.00700403,0.0333926,0.0245808,0,0,0.0372572,0,0.0268218,0.0196045,0.0461169,0.0276193,0.0428854,0.0266958,0.0566335,0.0484741,0.0156635,0.0184799,0.0207515,0.0285831,0.0120665,0.0234802,0.0377216,0.0428646,0.057903,0.0110434,0.073478,0.0181808,0,0,0,0,0.0200191,0,0,0
634,0.0427968,0,0,0,0,0.0694926,0,0,0,0,0,0.01268,0.0210505,0.00382569,0.0290211,0,0,0.0449453,0,0.0539381,0.0212157,0.026087,0.0113747,0.055453,0.00862931,0.0670195,0.0621832,0.00443882,0.00387362,0.00410967,0.0407465,0.00506106,0.00429554,0.00493032,0.0331223,0.0108349,0.0442871,0.0147397,0.0198537,0.0275886,0.0199959,0.00709258,0.0333099,0.0243975,0,0,0.0368005,0,0.0270111,0.0205736,0.0459196,0.0274647,0.0426531,0.026986,0.0563259,0.0485654,0.0153581,0.0183861,0.0207897,0.0285712,0.0120188,0.0234197,0.0375775,0.0429347,0.0577912,0.010549,0.0732812,0.0180795,0,0,0,0,0.0200716,0,0,0
635,0.042769,0,0,0,0,0.0693514,0,0,0,0,0,0.0126279,0.0214076,0.00378763,0.0288385,0,0,0.0447866,0,0.0537999,0.0209565,0.0260777,0.0113456,0.0553817,0.00865939,0.0666839,0.0617342,0.00436737,0.00382897,0.00415832,0.0406286,0.0050494,0.00423792,0.0049262,0.0331199,0.0107161,0.043821,0.014895,0.0194694,0.0274068,0.0198955,0.00716785,0.03318,0.0242101,0,0,0.0363951,0,0.0272644,0.0213951,0.0457674,0.0273368,0.0425465,0.0272352,0.0558806,0.0486435,0.0151388,0.0181619,0.0208142,0.0285413,0.0119794,0.0233366,0.0373986,0.0430039,0.0575024,0.010075,0.0730289,0.018036,0,0,0,0,0.020036,0,0,0
636,0.0427153,0,0,0,0,0.0692165,0,0,0,0,0,0.0125823,0.0219239,0.00374128,0.028612,0,0,0.0444849,0,0.0538126,0.0205635,0.0261036,0.0112943,0.0553012,0.00865336,0.0663654,0.0612698,0.00425396,0.00384391,0.00420603,0.0405209,0.004965,0.00423862,0.00490874,0.0331252,0.0105914,0.043243,0.0150726,0.0187186,0.0272424,0.0198312,0.00728647,0.0330289,0.0240585,0,0,0.0361059,0,0.0275329,0.022019,0.0456624,0.0273306,0.0424082,0.027432,0.0555424,0.0487472,0.0150208,0.0180659,0.020856,0.0285325,0.0119576,0.0232874,0.0372697,0.0431032,0.0571408,0.00966744,0.0727964,0.0179877,0,0,0,0,0.020004,0,0,0
637,0.0426987,0,0,0,0,0.0690642,0,0,0,0,0,0.0125196,0.0222754,0.00375102,0.0283457,0,0,0.0441449,0,0.0538705,0.0202916,0.0261604,0.0112179,0.0551485,0.0086363,0.0660151,0.0608847,0.00406558,0.00393622,0.0042389,0.040474,0.00492847,0.00422535,0.0048813,0.0331421,0.0104608,0.0427457,0.0152157,0.0181324,0.0273518,0.0197579,0.00745779,0.03284,0.0238853,0,0,0.0358053,0,0.027811,0.0225088,0.0458344,0.0275218,0.0423625,0.0276646,0.055281,0.0487924,0.0152037,0.0183076,0.0210715,0.0285626,0.0120756,0.0234875,0.0375097,0.0431361,0.0568288,0.00925415,0.0725721,0.0179823,0,0,0,0,0.0202495,0,0,0
638,0.0426931,0,0,0,0,0.0688608,0,0,0,0,0,0.0124051,0.0226425,0.00378582,0.0279924,0,0,0.0437573,0,0.0539406,0.0199952,0.0262422,0.011174,0.0549537,0.00862531,0.0655537,0.0605303,0.00378006,0.00403217,0.00425135,0.0404761,0.00495587,0.00424907,0.00487647,0.0331735,0.0102704,0.0422893,0.015354,0.0175213,0.0278545,0.0197039,0.0076861,0.0325562,0.023667,0,0,0.0354762,0,0.0280665,0.0229214,0.0463612,0.0282217,0.0424383,0.027982,0.0548517,0.0487732,0.0158041,0.0189422,0.0215557,0.0286428,0.0123859,0.0240812,0.0383282,0.0431065,0.0562385,0.00884709,0.0723002,0.0179587,0,0,0,0,0.0207216,0,0,0
639,0.0426792,0,0,0,0,0.068601,0,0,0,0,0,0.0122737,0.0229998,0.00377873,0.0277058,0,0,0.0433977,0,0.0540506,0.0197216,0.026247,0.0111936,0.0547874,0.0086746,0.0651669,0.0601773,0.0036846,0.00392579,0.00426174,0.0404851,0.00495338,0.0042967,0.00489412,0.0331844,0.010086,0.0419131,0.0154723,0.0170614,0.0281675,0.0196459,0.00778519,0.0323416,0.0234892,0,0,0.0351739,0,0.0283222,0.0233003,0.0465998,0.0285736,0.0424331,0.0281243,0.0543046,0.0487385,0.0160901,0.019217,0.0217942,0.0287107,0.0125626,0.024403,0.0388049,0.0430715,0.0557203,0.00839185,0.0719498,0.0180116,0,0,0,0,0.0209137,0,0,0
640,0.0426209,0,0,0,0,0.0683208,0,0,0,0,0,0.0121308,0.0231937,0.00377932,0.0275542,0,0,0.0430729,0,0.0541239,0.0194746,0.0262562,0.0112039,0.0546803,0.00875236,0.0648725,0.0598279,0.00366972,0.00358684,0.00427805,0.040537,0.00505857,0.00433004,0.0049268,0.0331772,0.00987676,0.0415716,0.0156036,0.0167103,0.0282465,0.0195831,0.00783751,0.0322111,0.0233164,0,0,0.0349282,0,0.0285733,0.0236186,0.0465641,0.0286139,0.0423753,0.0281574,0.0539684,0.0486926,0.0161237,0.0192314,0.0218285,0.0287566,0.0125696,0.02445,0.0389124,0.0430205,0.0552027,0.0079462,0.0715936,0.0180864,0,0,0,0,0.0209397,0,0,0
641,0.0425416,0,0,0,0,0.0680685,0,0,0,0,0,0.0120722,0.0233454,0.00381857,0.0274566,0,0,0.0427223,0,0.0541269,0.0191922,0.0263127,0.0111663,0.0545914,0.00876962,0.0646485,0.0594867,0.00388238,0.00347999,0.00430804,0.0405895,0.0050964,0.00433232,0.00491966,0.0331789,0.00973914,0.0412286,0.015757,0.0162133,0.0282693,0.0196038,0.00789183,0.0321276,0.0231339,0,0,0.0347362,0,0.0288763,0.0237943,0.0464592,0.0285537,0.0422586,0.0281682,0.0538104,0.0486416,0.0161341,0.0192235,0.0218483,0.0288103,0.0125375,0.0244342,0.0389636,0.0429575,0.0547605,0.00768778,0.0712744,0.0181747,0,0,0,0,0.0209829,0,0,0
642,0.0424789,0,0,0,0,0.0678264,0,0,0,0,0,0.0120163,0.0234811,0.00385511,0.0273321,0,0,0.0424338,0,0.0541601,0.0189735,0.0263825,0.0111264,0.0545506,0.00877109,0.0644,0.0591934,0.00416101,0.00352773,0.00434177,0.0405972,0.0050358,0.00434006,0.00489881,0.0331902,0.0096146,0.0409638,0.0158747,0.0157272,0.028229,0.0196052,0.00795131,0.0320405,0.0229486,0,0,0.0345481,0,0.0291618,0.0238994,0.0463805,0.0285136,0.0421793,0.0282488,0.0537183,0.0485668,0.0161746,0.0192691,0.0219074,0.0288453,0.0125906,0.0244678,0.0389553,0.0428728,0.0544633,0.00746216,0.0709695,0.018278,0,0,0,0,0.0210693,0,0,0
643,0.0424118,0,0,0,0,0.0675894,0,0,0,0,0,0.0119796,0.0236773,0.00387442,0.0272091,0,0,0.0421978,0,0.0542033,0.0187656,0.0264022,0.0111092,0.0545465,0.0087889,0.0641619,0.0589313,0.00425085,0.00356177,0.00436228,0.0405912,0.00497737,0.00433785,0.00490162,0.0332,0.00954145,0.0407636,0.0159698,0.0152775,0.0283149,0.019538,0.00801443,0.0319466,0.0228234,0,0,0.0343929,0,0.0293562,0.0240764,0.0463746,0.0285362,0.0421679,0.0282938,0.0535471,0.0485466,0.0161855,0.0192952,0.0219391,0.0289071,0.0125961,0.0244768,0.0390584,0.042837,0.0542982,0.00723791,0.0706744,0.0183653,0,0,0,0,0.0211129,0,0,0
644,0.0423391,0,0,0,0,0.0673638,0,0,0,0,0,0.011928,0.0239115,0.00389664,0.0271231,0,0,0.0420074,0,0.0542751,0.0185729,0.026396,0.011092,0.0545682,0.00879493,0.0639359,0.0587651,0.00421454,0.00359065,0.0043784,0.0405866,0.00497109,0.00435502,0.00491605,0.0332204,0.00945762,0.0406522,0.0160545,0.0150321,0.0283574,0.0194488,0.00808534,0.0318237,0.0227307,0,0,0.0342393,0,0.0295063,0.024323,0.0463668,0.0284697,0.0421524,0.0283027,0.053452,0.0485426,0.0161584,0.019282,0.0219727,0.028956,0.0126127,0.024506,0.0391062,0.0428052,0.0541601,0.00706624,0.0704083,0.0184341,0,0,0,0,0.0211193,0,0,0
645,0.0422648,0,0,0,0,0.0671235,0,0,0,0,0,0.011872,0.024046,0.00392861,0.0270275,0,0,0.0418016,0,0.0543139,0.0184497,0.0263977,0.0110654,0.0545299,0.00873548,0.0636832,0.0586259,0.00426051,0.0035994,0.00439072,0.0405926,0.00501015,0.00438645,0.00490847,0.0332479,0.00933626,0.0405283,0.0161185,0.0148353,0.028323,0.0194775,0.00817976,0.0316624,0.0226121,0,0,0.0340506,0,0.0297513,0.024354,0.0463438,0.0284404,0.0420914,0.0282864,0.0533175,0.0484479,0.0161232,0.0192547,0.0220339,0.0290011,0.0126379,0.024542,0.0390973,0.042657,0.0540017,0.00692108,0.0701364,0.0184514,0,0,0,0,0.0211233,0,0,0
646,0.0422063,0,0,0,0,0.0669439,0,0,0,0,0,0.0118279,0.0241608,0.00397535,0.0269123,0,0,0.0415549,0,0.0542963,0.0183104,0.0264159,0.011036,0.0544906,0.00868469,0.0634459,0.0585123,0.00423401,0.0035985,0.00439984,0.0405974,0.00502139,0.00438868,0.00490143,0.0332675,0.00920553,0.040366,0.0161797,0.0145232,0.028331,0.0194397,0.0083229,0.0314879,0.0224785,0,0,0.0338996,0,0.0299258,0.0243462,0.0463152,0.0284402,0.0420666,0.0283222,0.053201,0.0483738,0.0161238,0.0192724,0.0221318,0.0290415,0.0126661,0.0246059,0.0391609,0.0425287,0.0539476,0.00674388,0.0699331,0.0184106,0,0,0,0,0.0211805,0,0,0
647,0.0421248,0,0,0,0,0.0667858,0,0,0,0,0,0.0118103,0.0242458,0.00398982,0.0268808,0,0,0.0414914,0,0.054287,0.0182341,0.0264419,0.010985,0.0544779,0.00866594,0.0633517,0.0584175,0.00417869,0.00370202,0.00442071,0.040604,0.00498259,0.0042781,0.0048935,0.0332677,0.00916165,0.0403556,0.0162096,0.0144206,0.0283618,0.0193387,0.00837277,0.0314013,0.0224216,0,0,0.0337678,0,0.030046,0.024414,0.0462825,0.0284968,0.0420282,0.0283959,0.0531842,0.048357,0.0161139,0.0192688,0.0221819,0.0290585,0.0126924,0.0246447,0.0392016,0.0424748,0.0538622,0.00658273,0.0697666,0.0183214,0,0,0,0,0.0211775,0,0,0
648,0.042006,0,0,0,0,0.0666091,0,0,0,0,0,0.0118733,0.0242853,0.00399696,0.0268625,0,0,0.0415128,0,0.0543112,0.0181725,0.0264485,0.0109125,0.0544091,0.00860439,0.063289,0.0582786,0.0042516,0.00400358,0.00443181,0.0405983,0.0049405,0.00420406,0.00486659,0.0332726,0.00924468,0.0403956,0.0162343,0.014412,0.0284256,0.0192987,0.0083999,0.0313124,0.0223724,0,0,0.0336294,0,0.0301884,0.0244106,0.0462636,0.0285509,0.0419879,0.0283897,0.0531595,0.0483129,0.0160885,0.0192938,0.0222502,0.0290613,0.0127428,0.0247197,0.0392789,0.0423833,0.0537507,0.00652802,0.0695768,0.0181941,0,0,0,0,0.0211906,0,0,0
649,0.041885,0,0,0,0,0.0664337,0,0,0,0,0,0.0119131,0.0242981,0.00398884,0.0268066,0,0,0.041581,0,0.054294,0.0181331,0.0264152,0.010909,0.0543578,0.00858321,0.0633373,0.0581865,0.00428073,0.00411737,0.00441532,0.040611,0.00496887,0.00420401,0.0048685,0.033254,0.00930141,0.0404652,0.0162544,0.0144231,0.0285391,0.0192604,0.00837263,0.0312374,0.0223462,0,0,0.0334851,0,0.0302944,0.0244224,0.0463158,0.0286251,0.0419736,0.0284265,0.0530658,0.0482555,0.0160687,0.0193433,0.0223249,0.0290413,0.0127995,0.0248143,0.0394541,0.0422856,0.0537173,0.00645557,0.0693926,0.0181187,0,0,0,0,0.0212098,0,0,0
650,0.0418492,0,0,0,0,0.0662389,0,0,0,0,0,0.0119582,0.0239402,0.00401344,0.026752,0,0,0.0417107,0,0.0543589,0.0184129,0.0263615,0.0109395,0.0542191,0.00859368,0.0635625,0.058269,0.00425731,0.00404214,0.00438108,0.0406228,0.0050008,0.00422525,0.00488977,0.0332364,0.00936931,0.0406055,0.0161262,0.0147353,0.0286593,0.0191558,0.0083229,0.0312296,0.0223119,0,0,0.0332419,0,0.0304222,0.0243807,0.0464182,0.0286901,0.0419515,0.0284815,0.0528054,0.0480752,0.016063,0.0193846,0.0223887,0.0289959,0.0128228,0.0248937,0.0396315,0.0420769,0.0536946,0.00636036,0.0691993,0.0181578,0,0,0,0,0.0212407,0,0,0
651,0.0417614,0,0,0,0,0.0661818,0,0,0,0,0,0.0119669,0.0240739,0.00405886,0.0267406,0,0,0.0415457,0,0.054284,0.0183349,0.0263941,0.0109281,0.0541573,0.008578,0.0637077,0.0582179,0.00431621,0.00400035,0.00438557,0.0406533,0.00498153,0.00422852,0.0048879,0.0332271,0.00933213,0.0404439,0.0160951,0.0146161,0.0286746,0.0190888,0.00833084,0.0312218,0.0222313,0,0,0.0331277,0,0.0304521,0.0244238,0.0464263,0.0287437,0.0418215,0.0284741,0.0527547,0.048054,0.016052,0.0193878,0.0224228,0.028998,0.012829,0.0249253,0.039684,0.0420382,0.0536644,0.0063239,0.069163,0.0180818,0,0,0,0,0.0212521,0,0,0
652,0.0416883,0,0,0,0,0.0661407,0,0,0,0,0,0.0119176,0.0243159,0.00407435,0.02674,0,0,0.0414348,0,0.0541769,0.0182207,0.0264172,0.0109106,0.0541906,0.00855706,0.0637528,0.0581173,0.00429809,0.00397954,0.00439817,0.0406521,0.00501301,0.00419989,0.00489525,0.0332183,0.00921338,0.0403021,0.0160746,0.0144327,0.0286804,0.01905,0.00836636,0.0311988,0.022176,0,0,0.0330466,0,0.0304814,0.0244532,0.0463811,0.0287524,0.0417425,0.0284972,0.0527822,0.0480374,0.0160367,0.0193763,0.0224503,0.0289914,0.0128302,0.0249227,0.039722,0.0420157,0.0536167,0.00628933,0.0691416,0.0180346,0,0,0,0,0.0212592,0,0,0
653,0.0416825,0,0,0,0,0.0660314,0,0,0,0,0,0.011818,0.0243354,0.0040747,0.0267272,0,0,0.0415278,0,0.0541179,0.0183115,0.0263865,0.010946,0.0542489,0.0086018,0.0637414,0.0581273,0.00420551,0.00383841,0.00438198,0.0406168,0.00506969,0.00417223,0.00492459,0.0332123,0.00907385,0.0403501,0.0160069,0.0145257,0.0287031,0.0189806,0.00838095,0.0311715,0.0221112,0,0,0.0329231,0,0.0305685,0.0243563,0.0463524,0.0287406,0.0417734,0.0285495,0.0528271,0.0479209,0.0160039,0.0193304,0.0224233,0.0289789,0.0128227,0.0248899,0.0397533,0.0418807,0.0535473,0.00616947,0.0690464,0.0180827,0,0,0,0,0.0212327,0,0,0
654,0.0417465,0,0,0,0,0.0659094,0,0,0,0,0,0.0116955,0.0241098,0.00409203,0.0267371,0,0,0.0417185,0,0.0540939,0.0185401,0.0263625,0.0109826,0.0542427,0.0086574,0.0637705,0.0581563,0.00427375,0.0034778,0.00435781,0.0405836,0.00513026,0.0041952,0.00495747,0.0332146,0.00890241,0.0404734,0.0159128,0.0148306,0.0286852,0.0189398,0.00838454,0.0311795,0.0220296,0,0,0.0328,0,0.0306597,0.0241425,0.0463547,0.0287561,0.0417736,0.0287169,0.0527634,0.0477753,0.015987,0.0193084,0.0223973,0.0289377,0.0128149,0.0248705,0.0397441,0.0417026,0.053481,0.00603554,0.0689366,0.0181624,0,0,0,0,0.0212212,0,0,0
655,0.0416594,0,0,0,0,0.065859,0,0,0,0,0,0.0116807,0.0242549,0.00410596,0.0267818,0,0,0.0417039,0,0.0539978,0.018449,0.0263782,0.0109725,0.0542259,0.00860377,0.0638557,0.0579689,0.00433086,0.00333644,0.00436791,0.0405958,0.0051366,0.00422447,0.00494939,0.0332109,0.00885793,0.0403843,0.0159182,0.014618,0.028674,0.0189412,0.00838736,0.031183,0.0219703,0,0,0.0328211,0,0.0306904,0.0239565,0.0463427,0.0287967,0.0417054,0.0287456,0.052789,0.0477926,0.0159681,0.0193047,0.0224087,0.028939,0.0127566,0.0249027,0.0397261,0.0416759,0.0534131,0.00602168,0.0688994,0.0181378,0,0,0,0,0.0211995,0,0,0
656,0.0416145,0,0,0,0,0.0657943,0,0,0,0,0,0.0117329,0.0242759,0.00409988,0.0268128,0,0,0.0417985,0,0.053968,0.0185463,0.0263362,0.0109701,0.0542514,0.00850088,0.0638799,0.0580056,0.00436248,0.00346195,0.00435584,0.0405874,0.00510219,0.00421107,0.00493756,0.0332101,0.00888968,0.0404501,0.0158485,0.0146325,0.0286838,0.0189385,0.00840191,0.0311698,0.0219439,0,0,0.032767,0,0.030763,0.0237556,0.046399,0.0288034,0.0417262,0.0287652,0.0527965,0.0477338,0.0159677,0.019349,0.0224421,0.0289523,0.0126177,0.0249235,0.0397434,0.0415967,0.0533035,0.00605527,0.0688314,0.0181762,0,0,0,0,0.0212259,0,0,0
657,0.0415989,0,0,0,0,0.0657115,0,0,0,0,0,0.0118041,0.0242953,0.00410514,0.0268442,0,0,0.0418414,0,0.0539467,0.0186822,0.0262883,0.0109622,0.0542917,0.00840358,0.0638862,0.0580497,0.00436995,0.003795,0.00433812,0.0405727,0.00505202,0.00425167,0.0049352,0.0332099,0.00895613,0.0405012,0.015814,0.0146508,0.0287233,0.0189127,0.00841821,0.0311502,0.0219397,0,0,0.0326965,0,0.0308132,0.0235792,0.0464837,0.0288186,0.0417816,0.0288137,0.0527754,0.0476513,0.0159586,0.0194056,0.0224707,0.0289634,0.0125696,0.0249395,0.0398311,0.0414939,0.053191,0.00599958,0.0687387,0.0182302,0,0,0,0,0.0212328,0,0,0
