Timestep,,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,IMUR_M,RASI,RWRA,CFR
1667,0,0.021322,0,0,0,0.0257288,0,0,0,0,0,0.0101651,0.0480455,0.00923266,0.0069893,0,0,0.0281065,0,0.0540344,0.00850466,0.0280048,0.0174865,0.0289626,0.00194661,0.0180949,0.0157376,0.0100173,0.00642728,0.00896033,0.0394363,0.00448267,0.00681359,0.00413767,0.0332732,0.0111043,0.0244136,0.0297567,0.00343231,0.0161502,0.0424002,0.0365295,0.0163231,0,0,0.0192882,0,0.0399827,0.00836815,0.0589243,0.0614146,0.0235364,0.0126476,0.0148974,0.0199256,0.00757226,0.0365623,0.0183,0.00513431,0.0296653,0.00568653,0.0313888,0.0347367,0.013948,0.0193167,0.0096351,0.0260552,0.0145628,0,0,0,0,0,0.0114557,0
1668,0,0.0226149,0,0,0,0.026422,0,0,0,0,0,0.0116728,0.0479585,0.00912353,0.00585674,0,0,0.028541,0,0.0539215,0.00859882,0.0283446,0.0162285,0.0292362,0.00206569,0.0170954,0.0175417,0.00965794,0.0059422,0.00904735,0.0396376,0.00392276,0.00644877,0.00356402,0.0330912,0.0133132,0.0253538,0.029854,0.00313687,0.0161662,0.0424277,0.0367804,0.0170734,0,0,0.0193654,0,0.0400209,0.00847367,0.0589018,0.0627463,0.0242427,0.0142013,0.0144547,0.0198353,0.00848285,0.0351541,0.0193047,0.00652668,0.0289833,0.00598933,0.0307664,0.0347442,0.0145036,0.019371,0.00974288,0.0264714,0.0160087,0,0,0,0,0,0.0111626,0
1669,0,0.0239763,0,0,0,0.0273087,0,0,0,0,0,0.0131508,0.0477784,0.00903722,0.00491932,0,0,0.0289822,0,0.0538378,0.0086398,0.0286763,0.015028,0.0294858,0.00235436,0.0161746,0.0192098,0.00927909,0.0055035,0.00916269,0.0397477,0.00347634,0.00612189,0.00308228,0.0329117,0.0153447,0.0262841,0.0298855,0.00289727,0.0158,0.0424087,0.0368276,0.0178904,0,0,0.0196104,0,0.0399999,0.00859847,0.0586654,0.0632265,0.02479,0.0156929,0.0141982,0.0198319,0.00891659,0.0344506,0.0199705,0.00743879,0.0285423,0.00638302,0.0303523,0.0346426,0.0147406,0.0193747,0.00984977,0.0270121,0.0175099,0,0,0,0,0,0.0108477,0
1670,0,0.0251767,0,0,0,0.028012,0,0,0,0,0,0.0144133,0.0475427,0.00890586,0.00416887,0,0,0.0294272,0,0.053784,0.00865948,0.028921,0.0138584,0.0297323,0.00262267,0.0153587,0.0208564,0.00887764,0.00510144,0.00928312,0.039757,0.00312066,0.00602156,0.00267654,0.0327203,0.0168978,0.0271969,0.0298641,0.00270784,0.014521,0.0423557,0.0366295,0.0185169,0,0,0.019667,0,0.0400036,0.00863566,0.0583212,0.0630831,0.0251374,0.0167131,0.0139342,0.019584,0.00894467,0.0343535,0.0202598,0.00793316,0.0282981,0.00677107,0.0301081,0.0344024,0.0147229,0.0193411,0.0099404,0.0274368,0.0189345,0,0,0,0,0,0.0106018,0
1671,0,0.0219231,0,0,0,0.0256363,0,0,0,0,0,0.0152218,0.0478344,0.00865686,0.00353586,0,0,0.0287775,0,0.0536738,0.00822036,0.0291447,0.0127288,0.0297413,0.00289472,0.0150603,0.0176618,0.00828791,0.00478147,0.00940244,0.0396448,0.00282626,0.00610081,0.0022982,0.0324801,0.0179802,0.025461,0.0296709,0.00337243,0.0140489,0.0421888,0.0363226,0.0158775,0,0,0.0205323,0,0.0401524,0.00895952,0.0581348,0.0624965,0.0256131,0.0173423,0.0138512,0.0185044,0.00889612,0.0345369,0.0202089,0.00838654,0.0281346,0.00698591,0.0299183,0.0339655,0.014546,0.020598,0.00986563,0.0255177,0.0169472,0,0,0,0,0,0.0104106,0
1672,0,0.0210605,0,0,0,0.024832,0,0,0,0,0,0.0159842,0.0479374,0.00845977,0.00311666,0,0,0.0288417,0,0.0537323,0.00833361,0.0292707,0.0117191,0.0297512,0.00315758,0.0147923,0.0167035,0.00800001,0.00450219,0.0095406,0.0395488,0.00260486,0.00614373,0.00198276,0.0322653,0.0190437,0.0251656,0.0296503,0.00364549,0.0131894,0.042142,0.0356111,0.0151763,0,0,0.0203893,0,0.0402874,0.00893736,0.0579229,0.0616745,0.025644,0.0178387,0.0137581,0.0180547,0.00902033,0.03456,0.0200339,0.00888714,0.0278815,0.00727901,0.0295699,0.0332917,0.0143999,0.0206956,0.00990828,0.0249076,0.016822,0,0,0,0,0,0.0102527,0
1673,0,0.0203944,0,0,0,0.024327,0,0,0,0,0,0.0166597,0.0480448,0.00829256,0.00289426,0,0,0.0288811,0,0.0538175,0.00850729,0.029339,0.0107913,0.029744,0.00335201,0.0145813,0.0157701,0.00811995,0.0041762,0.00958063,0.0394184,0.00242523,0.00611851,0.00174168,0.0321258,0.0201301,0.0249311,0.029646,0.00389444,0.01261,0.0420722,0.0347448,0.0146879,0,0,0.0202454,0,0.040355,0.00887666,0.0578037,0.0605903,0.0256409,0.0178998,0.0137609,0.0177401,0.00918735,0.0346454,0.0197787,0.00929654,0.0276878,0.00757766,0.0292604,0.0325945,0.0142614,0.0206318,0.00995188,0.0244524,0.0167169,0,0,0,0,0,0.0101405,0
1674,0,0.0199659,0,0,0,0.0240696,0,0,0,0,0,0.0174262,0.0481715,0.00817659,0.00291541,0,0,0.0289301,0,0.053915,0.0087359,0.0293778,0.00977201,0.0297251,0.00376899,0.0143382,0.0148941,0.00838152,0.00378049,0.00956209,0.039198,0.00239084,0.00614808,0.00155153,0.0320365,0.0214574,0.0247312,0.0296629,0.0041394,0.012412,0.0420603,0.0336977,0.0144131,0,0,0.0202521,0,0.0404536,0.00882595,0.0577071,0.0591397,0.0256085,0.0178993,0.0139972,0.0174559,0.00946942,0.0347583,0.0193207,0.00958854,0.0275547,0.00789784,0.0290131,0.0319446,0.0144233,0.0204205,0.00998063,0.0241461,0.0165101,0,0,0,0,0,0.00990644,0
1675,0,0.0196947,0,0,0,0.0239263,0,0,0,0,0,0.0180849,0.0483449,0.00806685,0.00310234,0,0,0.0289993,0,0.0540045,0.00891064,0.0294094,0.0087204,0.0297115,0.00428282,0.0140391,0.0141827,0.00838291,0.00356373,0.00952462,0.0390052,0.00242925,0.00616967,0.00147288,0.031959,0.0224575,0.0245752,0.0297123,0.00436971,0.0124351,0.0420309,0.0324038,0.0142797,0,0,0.0202497,0,0.0404695,0.00886232,0.057618,0.0574797,0.0256256,0.0179998,0.0144705,0.017263,0.0095913,0.0346992,0.0189218,0.00999278,0.0272951,0.00834134,0.0286082,0.0311638,0.0154256,0.0202092,0.0100468,0.0239293,0.0162841,0,0,0,0,0,0.00983387,0
1676,0,0.0195713,0,0,0,0.0238792,0,0,0,0,0,0.0186975,0.0483916,0.0079793,0.0034039,0,0,0.0290885,0,0.0540846,0.00905198,0.029472,0.00766324,0.0297314,0.00485397,0.013712,0.0135003,0.0081379,0.00389335,0.0094388,0.0388427,0.0025514,0.00625143,0.00160192,0.031887,0.0231689,0.0244466,0.0297484,0.00461957,0.0129408,0.0420233,0.030831,0.0142736,0,0,0.0202698,0,0.0404631,0.00896255,0.0575384,0.0556262,0.0257039,0.0181814,0.014652,0.0172287,0.00972295,0.0344817,0.0184125,0.0104634,0.026889,0.00885826,0.0280066,0.0302376,0.01628,0.0200288,0.0100875,0.0238574,0.016082,0,0,0,0,0,0.00984113,0
1677,0,0.019586,0,0,0,0.0239307,0,0,0,0,0,0.0190175,0.0484488,0.00782662,0.00370574,0,0,0.0290924,0,0.0541517,0.00915636,0.0295058,0.00669178,0.0297563,0.00525221,0.01336,0.0130166,0.00789488,0.00398474,0.00935261,0.0387495,0.00259688,0.00621079,0.00178965,0.0318488,0.0236412,0.0243739,0.0298166,0.00480438,0.0136658,0.0420501,0.029348,0.0143954,0,0,0.0203136,0,0.0404755,0.00895632,0.0573301,0.053842,0.0258791,0.0183062,0.0145214,0.0171932,0.00997674,0.0341597,0.0176713,0.0107941,0.0264889,0.009523,0.0273973,0.0295009,0.0172248,0.0198637,0.0100949,0.0238606,0.0159989,0,0,0,0,0,0.00980554,0
1678,0,0.0197092,0,0,0,0.0240843,0,0,0,0,0,0.0190081,0.0485284,0.00764504,0.00401222,0,0,0.0290597,0,0.0542179,0.00923654,0.0295397,0.00591891,0.0297721,0.00538532,0.0130784,0.0127611,0.00776497,0.00381053,0.00937869,0.0387899,0.00255816,0.00610602,0.00188279,0.031794,0.0237975,0.0243311,0.0298954,0.00492603,0.0146123,0.0421115,0.0280815,0.0146558,0,0,0.020486,0,0.0404969,0.00894235,0.056966,0.0521319,0.0262599,0.0182723,0.014638,0.017292,0.010109,0.0337808,0.0168247,0.0110287,0.026076,0.0103814,0.0268002,0.0289062,0.0184869,0.0197973,0.0101378,0.023935,0.0159386,0,0,0,0,0,0.00980712,0
1679,0,0.0197831,0,0,0,0.0244669,0,0,0,0,0,0.0186278,0.0486102,0.0074491,0.00545773,0,0,0.0290897,0,0.0543069,0.00929509,0.0295988,0.00538194,0.0293142,0.00543603,0.0143107,0.0126033,0.00785112,0.00372505,0.00937181,0.0387331,0.0026462,0.00599052,0.00199113,0.0317776,0.0234776,0.024353,0.0299908,0.00503098,0.0158858,0.0421375,0.0270405,0.0148173,0,0,0.0208993,0,0.040488,0.00903701,0.0562978,0.0504509,0.0266545,0.0183991,0.0158485,0.0177453,0.0104024,0.033558,0.0161171,0.0114459,0.0255493,0.011486,0.0261291,0.0283514,0.0202168,0.0201074,0.0102058,0.0243819,0.015666,0,0,0,0,0.00435672,0.00979423,0
1680,0,0.0203248,0,0,0,0.0245882,0,0,0,0,0,0.0188054,0.0486574,0.00730904,0.00477856,0,0,0.0291006,0,0.0543349,0.00921345,0.0295587,0.00455199,0.0297849,0.00560995,0.0130204,0.0133601,0.00769546,0.00390368,0.00929751,0.0388083,0.00279915,0.00603717,0.00233838,0.0315654,0.0239848,0.0246644,0.0300384,0.00506024,0.0177321,0.0421924,0.0253536,0.0153756,0,0,0.0207348,0,0.0405251,0.00893255,0.056101,0.0478867,0.0270681,0.0177132,0.0153226,0.0177353,0.0104261,0.033144,0.0152044,0.0115834,0.0248446,0.0123486,0.0251811,0.0274109,0.0218619,0.0197053,0.0102077,0.024302,0.015989,0,0,0,0,0,0.00985625,0
1681,0,0.0207829,0,0,0,0.0250978,0,0,0,0,0,0.0183389,0.0487326,0.00707167,0.0059922,0,0,0.0291713,0,0.0544323,0.00916626,0.0295324,0.00402547,0.0296748,0.00567965,0.0140514,0.0137952,0.00770154,0.00376942,0.00907281,0.038593,0.0030105,0.00597912,0.00241399,0.0315705,0.0232354,0.0249564,0.0301679,0.00508735,0.0188582,0.0422076,0.0237166,0.0158029,0,0,0.0211237,0,0.0404003,0.00901915,0.0557196,0.0461487,0.027183,0.0178026,0.0160905,0.0182044,0.0108751,0.0330217,0.0146673,0.0122124,0.0242835,0.0134234,0.024339,0.0268312,0.0238731,0.019881,0.0102625,0.0248459,0.0158902,0,0,0,0,0.00505993,0.00986563,0
1682,0,0.021384,0,0,0,0.0254191,0,0,0,0,0,0.0178815,0.0488341,0.00680224,0.0065698,0,0,0.0292954,0,0.0545334,0.00917303,0.0295954,0.00343995,0.0301234,0.00583407,0.0142608,0.0148107,0.00759694,0.00342044,0.00880738,0.0383339,0.00333094,0.0059293,0.00256392,0.0315494,0.022529,0.0254806,0.0302871,0.00509175,0.0202386,0.0422114,0.0224308,0.0161726,0,0,0.0211577,0,0.0403155,0.009106,0.0555738,0.044466,0.0276177,0.0177114,0.0163535,0.0183949,0.0110565,0.0328665,0.0139045,0.0125682,0.0239477,0.0145112,0.0236305,0.026489,0.0260111,0.0199621,0.0102949,0.0251041,0.0161267,0,0,0,0,0.0071174,0.00993967,0
1683,0,0.0220862,0,0,0,0.0258162,0,0,0,0,0,0.0175224,0.0488308,0.00657651,0.00690134,0,0,0.0295064,0,0.0546265,0.00925435,0.0296356,0.00305282,0.0303021,0.00574786,0.0144961,0.0162925,0.00749592,0.00324863,0.00872772,0.0381658,0.00344403,0.00576413,0.00271536,0.0314926,0.0221449,0.0261882,0.0303637,0.00507179,0.0219164,0.042223,0.0210018,0.0164366,0,0,0.0210526,0,0.0402863,0.00908477,0.0554875,0.0422067,0.0278943,0.0173001,0.0167783,0.0185307,0.01121,0.0329114,0.013297,0.012851,0.0231546,0.0156876,0.0225031,0.0256352,0.0278562,0.0201249,0.0102592,0.0254173,0.0164724,0,0,0,0,0.00873586,0.00992919,0
1684,0,0.0230294,0,0,0,0.0258329,0,0,0,0,0,0.0184347,0.0488215,0.00677738,0.00524544,0,0,0.0296742,0,0.0546546,0.0092758,0.0296257,0.00277903,0.0302819,0.0056083,0.0124389,0.0184916,0.00723827,0.00340876,0.008845,0.038525,0.00348651,0.00589939,0.00295585,0.0311725,0.0235529,0.027079,0.0303617,0.0050337,0.0229862,0.0422748,0.0201081,0.0168611,0,0,0.0205115,0,0.0403269,0.00880683,0.0554152,0.0405137,0.0281302,0.0164648,0.0154303,0.0180014,0.0106914,0.0325765,0.0119707,0.0122162,0.0225942,0.0173398,0.0216473,0.0251298,0.0285645,0.0197459,0.0102057,0.0251996,0.0172947,0,0,0,0,0,0.00998005,0
1685,0,0.0238776,0,0,0,0.025988,0,0,0,0,0,0.0183093,0.0487055,0.00665317,0.00498286,0,0,0.0299881,0,0.0547219,0.00939498,0.0295016,0.00255495,0.0305452,0.00550981,0.0119454,0.0205837,0.00721935,0.00326208,0.00877557,0.0384928,0.00353379,0.00580312,0.00302304,0.0310997,0.0234928,0.0280445,0.0303821,0.00506898,0.023921,0.042338,0.0192521,0.0171117,0,0,0.0202488,0,0.0403872,0.00864821,0.0552633,0.039491,0.028284,0.0164823,0.0151937,0.0176117,0.0105337,0.0324835,0.0109192,0.0119976,0.0221665,0.0190131,0.0207126,0.0247963,0.0295026,0.0197176,0.0101404,0.025375,0.0179935,0,0,0,0,0,0.0101735,0
1686,0,0.0246509,0,0,0,0.0264603,0,0,0,0,0,0.0170293,0.0486216,0.00620997,0.00632368,0,0,0.0304831,0,0.0548316,0.00970092,0.029292,0.0022933,0.0309676,0.00544603,0.0135008,0.0229532,0.00746289,0.00281611,0.00862856,0.0378781,0.00351303,0.00541302,0.0029642,0.0312926,0.0218634,0.0292446,0.0304953,0.00504065,0.0246713,0.0423508,0.01833,0.0170024,0,0,0.0202613,0,0.0404272,0.0085523,0.0551008,0.0385095,0.0283495,0.0172958,0.0166086,0.0173907,0.0106247,0.0325335,0.0101342,0.01217,0.0218903,0.0206715,0.0197739,0.0246362,0.0308464,0.0201899,0.0100928,0.0260633,0.0185776,0,0,0,0,0.00986245,0.0101927,0
1687,0,0.026024,0,0,0,0.0267283,0,0,0,0,0,0.0183968,0.0485419,0.00676327,0.00444443,0,0,0.0309089,0,0.0548169,0.0100372,0.0292555,0.00237028,0.0308905,0.0055384,0.0111207,0.0264863,0.00735954,0.00298141,0.00871519,0.0383026,0.00364135,0.00571472,0.00330003,0.0309381,0.0238053,0.0307365,0.0305375,0.00489073,0.0255485,0.042402,0.0167656,0.0174123,0,0,0.019466,0,0.0405593,0.00813252,0.0548289,0.0357755,0.0284831,0.0168569,0.0152535,0.0163833,0.0101188,0.0322859,0.00896789,0.0116115,0.020698,0.022142,0.0182371,0.0232464,0.0320811,0.0195821,0.00997227,0.0261701,0.0200303,0,0,0,0,0,0.0103667,0
1688,0,0.0273979,0,0,0,0.0275052,0,0,0,0,0,0.018644,0.0484933,0.00685844,0.00396863,0,0,0.0315086,0,0.0548503,0.0105106,0.0291526,0.0024724,0.0309737,0.00557501,0.0104661,0.0293711,0.00743872,0.00313163,0.0087361,0.0382666,0.00359923,0.00578779,0.00343906,0.0307812,0.0243414,0.0321041,0.0306352,0.00475326,0.0260906,0.0424708,0.0152184,0.0180027,0,0,0.0192361,0,0.0406203,0.0079122,0.0546378,0.0333566,0.0286234,0.0170117,0.0149586,0.0159592,0.00970248,0.0320864,0.00811076,0.0113095,0.0196407,0.0236646,0.0167878,0.0219528,0.0328993,0.0193523,0.00989474,0.0268859,0.0213302,0,0,0,0,0,0.0104098,0
1689,0,0.028708,0,0,0,0.0283028,0,0,0,0,0,0.0185947,0.0485063,0.0067493,0.00369116,0,0,0.032333,0,0.0548825,0.0110124,0.0290355,0.00258216,0.0311178,0.00558857,0.0101373,0.0327232,0.00747775,0.00317323,0.00876531,0.0381021,0.00349963,0.00578271,0.00355738,0.0306839,0.0245027,0.0336623,0.0308005,0.00458047,0.0262469,0.0424587,0.0134688,0.0184976,0,0,0.0184964,0,0.0406627,0.0076721,0.0545745,0.0308424,0.0288565,0.0169452,0.0146296,0.0153082,0.00923587,0.0318627,0.00762653,0.011022,0.0182889,0.0253823,0.01509,0.0203188,0.0328477,0.0192029,0.00980931,0.0277424,0.0228205,0,0,0,0,0,0.0105428,0
1690,0,0.0299418,0,0,0,0.0292403,0,0,0,0,0,0.0184184,0.0484668,0.00658432,0.00354924,0,0,0.0333301,0,0.0549562,0.0115736,0.0289305,0.0027483,0.0312202,0.00556349,0.0100524,0.0361004,0.00753059,0.00316611,0.00878644,0.037902,0.00353243,0.00575802,0.0036378,0.0306327,0.024429,0.0352914,0.0309713,0.00450674,0.0261122,0.0423908,0.0115076,0.0191207,0,0,0.0176926,0,0.040671,0.00745711,0.0545647,0.027959,0.029161,0.0166262,0.0145318,0.0147274,0.008782,0.0315725,0.00727303,0.0107564,0.0166354,0.0271402,0.01312,0.0183014,0.0325065,0.0190071,0.00969678,0.0287854,0.0243783,0,0,0,0,0,0.0107358,0
1691,0,0.0249547,0,0,0,0.0273161,0,0,0,0,0,0.0181772,0.0487947,0.00647483,0.0033449,0,0,0.0308321,0,0.0548463,0.0098884,0.0287871,0.00292406,0.0312702,0.00558235,0.00994796,0.03338,0.00767087,0.00320095,0.00876502,0.0376404,0.00364381,0.00572102,0.00365821,0.0306291,0.0243602,0.0323622,0.0306396,0.00511869,0.0252838,0.0420975,0.00959668,0.0147269,0,0,0.0198889,0,0.0406301,0.00810833,0.0545791,0.02474,0.0296972,0.0161669,0.0145691,0.0158855,0.00804681,0.0313333,0.0069484,0.010321,0.0149767,0.0288653,0.011416,0.0164125,0.0314324,0.0219401,0.00941233,0.0275749,0.0210095,0,0,0,0,0,0.0108543,0
1692,0,0.0231951,0,0,0,0.0264533,0,0,0,0,0,0.0178994,0.0488087,0.00647071,0.00330313,0,0,0.0302138,0,0.0549005,0.00967792,0.0287745,0.00311841,0.0311181,0.0056647,0.010549,0.0318037,0.0077431,0.00320035,0.00883121,0.0374612,0.00376138,0.00569162,0.00376546,0.0305635,0.0241946,0.0314647,0.0305421,0.00544019,0.0243426,0.0421142,0.00751436,0.0137028,0,0,0.0196935,0,0.0408531,0.00800066,0.054456,0.0210926,0.0299657,0.0152136,0.0151389,0.0162293,0.0074179,0.031076,0.00692974,0.00997705,0.0132852,0.0306623,0.00957779,0.0144445,0.0299134,0.0221226,0.00924081,0.0269732,0.0198929,0,0,0,0,0,0.0109169,0
1693,0,0.0216949,0,0,0,0.0256814,0,0,0,0,0,0.0176179,0.0489271,0.00652656,0.00334657,0,0,0.0296884,0,0.055014,0.00952327,0.0287665,0.00337601,0.0309207,0.00574367,0.0112794,0.029837,0.00778051,0.00323163,0.0088837,0.0372546,0.00386307,0.0056692,0.0039049,0.0304823,0.0239606,0.0304223,0.0304818,0.00578086,0.0232164,0.0421189,0.00554871,0.0129956,0,0,0.0195662,0,0.0409905,0.00793609,0.0543564,0.0171954,0.030244,0.013883,0.0158467,0.0165045,0.00668612,0.0308305,0.0070509,0.00968685,0.0117184,0.0324109,0.0078162,0.0125794,0.0278131,0.0221638,0.00910828,0.0263636,0.0188066,0,0,0,0,0,0.0109024,0
1694,0,0.0203397,0,0,0,0.024903,0,0,0,0,0,0.0173341,0.0489908,0.00655445,0.0035204,0,0,0.0292244,0,0.055144,0.00931267,0.028744,0.00380389,0.0307144,0.00590813,0.0120185,0.0274756,0.00771927,0.00327015,0.00884482,0.0370331,0.00402987,0.0057347,0.00412273,0.0303819,0.0236364,0.0292296,0.0304004,0.0061421,0.0215793,0.0421383,0.00400461,0.0124808,0,0,0.0194161,0,0.0410447,0.00781357,0.0542934,0.0134019,0.0306108,0.0122921,0.0166563,0.0166403,0.0057207,0.0307128,0.00724913,0.00946144,0.0105405,0.0342021,0.00664588,0.0111863,0.0247677,0.0221228,0.00905799,0.0256726,0.0177695,0,0,0,0,0,0.011013,0
1695,0,0.0200486,0,0,0,0.0245534,0,0,0,0,0,0.0170742,0.0488633,0.00652475,0.00352559,0,0,0.0289002,0,0.0554625,0.0092661,0.0286413,0.00427831,0.0307258,0.00615534,0.0120648,0.0220163,0.00766087,0.00337171,0.00878517,0.0368012,0.00420143,0.00588378,0.00435189,0.0302412,0.02337,0.0271674,0.0302211,0.00683216,0.0201013,0.0424403,0.00418794,0.0134041,0,0,0.0196863,0,0.0406436,0.00792835,0.0543047,0.0100668,0.0311535,0.0102122,0.0171309,0.0164421,0.00489053,0.0307752,0.00720958,0.0091717,0.00971105,0.0359485,0.00653991,0.0102257,0.0214711,0.0215937,0.00919044,0.0247803,0.0170309,0,0,0,0,0,0.0116259,0
1696,0,0.0191015,0,0,0,0.0241132,0,0,0,0,0,0.0166624,0.0488469,0.00641416,0.00371174,0,0,0.0286164,0,0.0556347,0.00922362,0.0285623,0.00475474,0.0306087,0.00638659,0.0126946,0.0188109,0.00770785,0.00341849,0.00870071,0.0364841,0.0043826,0.00604332,0.00445931,0.0301105,0.0229991,0.0257708,0.0301532,0.00722411,0.0189931,0.0425678,0.00565847,0.0135957,0,0,0.019673,0,0.040535,0.00776505,0.054278,0.0067317,0.031436,0.00853259,0.0180748,0.0167074,0.00412994,0.0308814,0.00719921,0.00901826,0.00964947,0.0375502,0.00736325,0.0101109,0.0191794,0.0214823,0.0092086,0.0244114,0.0162506,0,0,0,0,0,0.0120626,0
1697,0,0.0183269,0,0,0,0.0238705,0,0,0,0,0,0.0161516,0.0489273,0.006225,0.00398081,0,0,0.0284002,0,0.0558457,0.00923727,0.028439,0.00535715,0.0305392,0.00661516,0.0133607,0.0156633,0.00773106,0.00340152,0.00851689,0.0360826,0.00459118,0.00615288,0.00454512,0.0299926,0.022573,0.0243205,0.0301198,0.00752788,0.018255,0.0427012,0.00741872,0.0140071,0,0,0.0195671,0,0.040414,0.00761797,0.0543698,0.00437733,0.0315376,0.00709249,0.0188507,0.0169794,0.00344486,0.0309701,0.0071863,0.00882194,0.00988025,0.0388965,0.00852626,0.0105413,0.0169511,0.0212355,0.00923676,0.0242656,0.0156008,0,0,0,0,0,0.012467,0
1698,0,0.0176046,0,0,0,0.0237159,0,0,0,0,0,0.0156491,0.0488631,0.0060701,0.00452574,0,0,0.0282317,0,0.0560038,0.00929622,0.0283874,0.00602531,0.0304159,0.00688526,0.0141282,0.0130898,0.0076617,0.00337198,0.0082449,0.0357264,0.00477648,0.00629108,0.00468347,0.0298873,0.0221138,0.0230754,0.0300238,0.00780538,0.017958,0.0428648,0.00895056,0.0143757,0,0,0.0193923,0,0.0404223,0.00741466,0.054419,0.00337531,0.0317849,0.0060141,0.01973,0.0171592,0.00300085,0.0310014,0.00721759,0.00863286,0.01044,0.0398516,0.00969604,0.0112164,0.0154185,0.0209476,0.00922691,0.0242653,0.0150969,0,0,0,0,0,0.0127895,0
1699,0,0.0170445,0,0,0,0.0237245,0,0,0,0,0,0.0150051,0.048784,0.00585291,0.00544279,0,0,0.0281146,0,0.0561467,0.00934711,0.0283454,0.00668736,0.0302593,0.00712171,0.015216,0.0111246,0.00767673,0.00333806,0.00793766,0.0353184,0.00492253,0.00635562,0.00484269,0.0298327,0.0214504,0.0220418,0.0299375,0.00801418,0.0178819,0.0429829,0.0100572,0.0146883,0,0,0.0192169,0,0.0404383,0.00719942,0.0542729,0.00375178,0.0321337,0.00530514,0.0208674,0.0172963,0.00284813,0.031057,0.00726122,0.00876025,0.011091,0.0406784,0.010663,0.0118982,0.0149663,0.0206931,0.00922885,0.0244692,0.0147756,0,0,0,0,0,0.0129381,0
1700,0,0.0162531,0,0,0,0.0238956,0,0,0,0,0,0.0136605,0.04879,0.00502377,0.00843341,0,0,0.0280415,0,0.0562484,0.00945387,0.0281232,0.00722,0.029651,0.0070814,0.0186016,0.0095489,0.00802329,0.0032689,0.00762849,0.0344367,0.00484223,0.00597033,0.00485651,0.0300372,0.0205522,0.0211173,0.0299326,0.00835583,0.0175279,0.043061,0.0100695,0.0144339,0,0,0.0197657,0,0.0403153,0.00724242,0.054001,0.00495481,0.0320122,0.00608479,0.0235283,0.017764,0.00294999,0.0308687,0.00789248,0.00947965,0.0118708,0.0414304,0.0113095,0.0125269,0.0168221,0.0214145,0.00925204,0.0250496,0.0140593,0,0,0,0,0.00571391,0.0131163,0
1701,0,0.0162878,0,0,0,0.0240133,0,0,0,0,0,0.0129965,0.0486628,0.00488169,0.0086653,0,0,0.0276478,0,0.0563573,0.00924309,0.0279501,0.00798072,0.029768,0.00723798,0.0187257,0.00926928,0.0080555,0.00340496,0.00718676,0.0341337,0.00501781,0.005902,0.00496696,0.0300412,0.0193336,0.0206499,0.0298449,0.00825447,0.0179526,0.0431148,0.0108422,0.0146512,0,0,0.0187908,0,0.0405404,0.00688859,0.0538238,0.00566303,0.0321682,0.0052723,0.0239335,0.0174012,0.00301453,0.0310549,0.00753165,0.00960532,0.0123019,0.0416591,0.011906,0.0130972,0.0156946,0.02052,0.00917036,0.0252067,0.0142231,0,0,0,0,0.00591418,0.0132903,0
1702,0,0.016013,0,0,0,0.0240273,0,0,0,0,0,0.0124621,0.04857,0.00493061,0.00892541,0,0,0.0274271,0,0.0564659,0.0092335,0.027698,0.00888394,0.0297834,0.00744237,0.0188315,0.00866173,0.00813779,0.00350858,0.00678353,0.0338153,0.00524596,0.00593836,0.005153,0.030004,0.0184792,0.0200355,0.0297583,0.00838525,0.0180986,0.0431616,0.0111052,0.0148531,0,0,0.0182952,0,0.0405528,0.0067406,0.0536103,0.00644437,0.0320943,0.00481374,0.0243268,0.0172588,0.00321401,0.0311827,0.0072414,0.00964698,0.0125654,0.0417721,0.0121787,0.0134634,0.0152781,0.0200565,0.00916253,0.0252863,0.0142213,0,0,0,0,0.00633735,0.0137202,0
1703,0,0.0158454,0,0,0,0.0243172,0,0,0,0,0,0.0119709,0.0484956,0.00518388,0.00925382,0,0,0.0272837,0,0.0566188,0.00929776,0.027601,0.00983641,0.0297926,0.00772117,0.018909,0.00825599,0.00817176,0.00371616,0.0064833,0.0335967,0.00556487,0.00615376,0.00542679,0.029949,0.0179716,0.0195316,0.0297033,0.0085206,0.0181227,0.0432488,0.0109566,0.0152409,0,0,0.0179883,0,0.040551,0.0066019,0.0533296,0.00704274,0.0322656,0.00472168,0.0248226,0.0173389,0.00348237,0.0313359,0.00701843,0.0094621,0.0126331,0.041749,0.0121276,0.0136671,0.0148722,0.0196811,0.00919673,0.0256614,0.0142799,0,0,0,0,0.00675316,0.0143966,0
