Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,RASI,x79,,x90
1056,0.060178,0,0,0,0,0.0519799,0,0,0,0,0,0,0.00566226,0.0507273,0.00715918,0.00363902,0,0,0.0623802,0,0.056143,0.037234,0.0293878,0.0167581,0.0401352,0.0052712,0.013683,0.07196,0.00612895,0.00340695,0.00934032,0.0433844,0.00533346,0.0056687,0.00651553,0.0330785,0.00523933,0.0596712,0.0176982,0.023512,0.0167317,0.0121097,0.0130295,0.0499811,0,0,0.0555476,0,0,0.0284343,0.0426393,0.0251762,0.0242149,0.0118844,0.0102904,0.0392283,0.00416962,0.0347947,0.00346476,0.00392508,0.0163111,0.0428015,0.0114734,0.0170211,0.0328111,0.0438943,0.0702536,0.0257284,0.0489115,0.0443445,0,0,0.00253458,0,0,0
1057,0.0597777,0,0,0,0,0.0514654,0,0,0,0,0,0,0.00598098,0.0509466,0.0072642,0.00401219,0,0,0.0622146,0,0.0562038,0.0372284,0.0293737,0.0170386,0.0399936,0.00521146,0.0129849,0.0714171,0.00606179,0.00337359,0.00933496,0.0433749,0.00536369,0.0055565,0.00648625,0.0329856,0.00529225,0.0591385,0.0179086,0.0238286,0.0170345,0.012009,0.0129759,0.0496749,0,0,0.0551997,0,0,0.0280783,0.0425315,0.0252003,0.0242199,0.0117739,0.00979023,0.0388253,0.00418788,0.0347993,0.00345382,0.00400466,0.016373,0.0429003,0.0114367,0.0170378,0.0332119,0.0434981,0.0700633,0.0254707,0.0483202,0.0442116,0,0,0.00266554,0,0,0
1058,0.0594596,0,0,0,0,0.0509722,0,0,0,0,0,0,0.00610602,0.0510778,0.0074506,0.00464784,0,0,0.0621481,0,0.056237,0.0372036,0.0292757,0.0173987,0.0396112,0.00504602,0.0120544,0.0710811,0.00592209,0.00326359,0.00923347,0.0432643,0.0054579,0.00556728,0.00651127,0.032908,0.00581812,0.0586732,0.0180724,0.0241986,0.0168813,0.0119375,0.0134533,0.0494412,0,0,0.0549056,0,0,0.0277868,0.0424621,0.0260892,0.02439,0,0.00929467,0.0384596,0.0037064,0.035024,0.00276099,0.0034274,0.0163034,0.0430141,0.0117007,0.0171719,0.0332085,0.0430753,0.069894,0.0252852,0.0477945,0.0441474,0,0,0.00308217,0,0,0
1059,0.05917,0,0,0,0,0.0504289,0,0,0,0,0,0,0.00645583,0.0511837,0.00772842,0.00487993,0,0,0.0621352,0,0.0562697,0.0370888,0.0294176,0.0180781,0.0392772,0.00515594,0.0118726,0.0708029,0.00600282,0.0033824,0.00935563,0.0435078,0.00566053,0.00586918,0.0066811,0.0327679,0.00574836,0.0582758,0.018216,0.0241,0.017,0.011859,0.0129633,0.0491953,0,0,0.0546012,0,0,0.0275026,0.0424037,0.0251233,0.0241461,0.0115351,0.00913556,0.0382072,0,0.0347753,0.00332733,0.00404235,0.0164053,0.0427711,0.0113991,0.0169825,0.0332342,0.0428405,0.0697395,0.0251153,0.0472717,0.0440914,0,0,0.00317364,0,0,0
1060,0.0327408,0,0,0,0,0.0169861,0,0,0,0,0,0,0.0064847,0.033066,0.00814551,0.0154517,0,0,0.134302,0,0.0483347,0.0782024,0.0292267,0.0183772,0.0312991,0.00478102,0.0102458,0.0687293,0.00566987,0.00335522,0.0092458,0.0429316,0.00571761,0.00634224,0.00665803,0.0329582,0.00778902,0.103308,0.028868,0.0490639,0.0179841,0.0111875,0.0127673,0.0569886,0,0,0.0577239,0,0,0.0273369,0.0425546,0.0251002,0.0234632,0.0130035,0.0143713,0.0275124,0,0.035265,0.00434386,0.00450375,0.0170894,0.0423694,0.0112971,0.0178351,0.0348821,0.0376117,0.0705596,0.0242198,0.0314631,0.0381129,0,0,0.0142489,0,0,0
1061,0.0583291,0,0,0,0,0.0492908,0,0,0,0,0,0,0.00692851,0.0513213,0.00794621,0.00569947,0,0,0.0619559,0,0.0562917,0.0368119,0.0295834,0.0186287,0.0388885,0.0051384,0.0111859,0.0698757,0.00583084,0.00335935,0.00938483,0.0437723,0.00583946,0.00635492,0.00673465,0.0326848,0.0057003,0.0574704,0.018565,0.0241119,0.0165965,0.0116473,0.013094,0.0485614,0,0,0.0541218,0,0,0.026741,0.0420718,0.024935,0.0239781,0.0119987,0.00888371,0.0379441,0,0.0344636,0.00332982,0.00429706,0.0165998,0.0428853,0,0.0170445,0.0326945,0.0417137,0.070134,0.0247467,0.0461953,0.0436458,0,0,0.00410615,0,0,0
1062,0.0581124,0,0,0,0,0.048848,0,0,0,0,0,0,0.00711085,0.0513339,0.0079986,0.00594615,0,0,0.0620151,0,0.0560729,0.0368215,0.0296471,0.0187356,0.0389869,0.00516441,0.0109312,0.0697204,0.00578308,0.00332585,0.00926061,0.0439843,0.00592888,0.00653921,0.00670659,0.0326875,0.00586139,0.0572433,0.0187769,0.0243919,0.016743,0.0115284,0.0130417,0.0483634,0,0,0.0536912,0,0,0.026342,0.0419227,0.0247544,0.0239419,0.0120836,0.00878035,0.0377685,0,0.0345264,0.00329228,0.00443674,0.0166227,0.0429258,0,0.0170357,0.03287,0.041416,0.0698193,0.0246041,0.0458137,0.0435546,0,0,0.0042817,0,0,0
1063,0.0576972,0,0,0,0,0.048445,0,0,0,0,0,0,0.00724335,0.0514746,0.0080838,0.00620868,0,0,0.062017,0,0.056116,0.0366441,0.0297637,0.0189667,0.0391372,0.00519628,0.0106114,0.0693569,0.00574513,0.00331025,0.0092144,0.0441563,0.00603675,0.0063927,0.00672756,0.032722,0.00598313,0.0568352,0.0189993,0.024304,0.0168936,0.0114425,0.0130387,0.0480966,0,0,0.053212,0,0,0.0259908,0.0417612,0.0247684,0.0239455,0.0121885,0.00859179,0.0376509,0,0.0345041,0.00330581,0.00449772,0.0165923,0.0429889,0,0.0169766,0.0330761,0.0413471,0.0694996,0.0244785,0.0453435,0.0433042,0,0,0.00448729,0,0,0
1064,0.0572865,0,0,0,0,0.0480814,0,0,0,0,0,0,0.00736046,0.0516676,0.00830309,0.00648852,0,0,0.0620044,0,0.0561816,0.0365519,0.0298455,0.0190556,0.0390237,0.00523408,0.0103203,0.0690204,0.00567178,0.00329078,0.00916436,0.044281,0.00621793,0.00656003,0.00684764,0.0327302,0.00651763,0.0564202,0.0191947,0.0241429,0.016925,0.0113673,0.0130728,0.0478364,0,0,0.052724,0,0,0.0256835,0.0416512,0.0247677,0.0239634,0.0121662,0.0083899,0.037635,0,0.0344308,0.00333891,0.00464931,0.0165179,0.0430864,0,0.0169216,0.0331573,0.0413412,0.069267,0.0242892,0.0448566,0.0430221,0,0,0.00467907,0,0,0
1065,0.0569398,0,0,0,0,0.0477599,0,0,0,0,0,0,0.00756998,0.0517133,0.00850859,0.00675214,0,0,0.0620473,0,0.05609,0.0366099,0.0298761,0.019315,0.0388736,0.00525186,0.0100468,0.0686935,0.00561064,0.00345003,0.00918551,0.0444255,0.00639202,0.00714229,0.00697484,0.0326966,0.0069596,0.056122,0.0193201,0.0240649,0.016925,0.0112804,0.0131175,0.0475983,0,0,0.0521093,0,0,0.0252981,0.0415774,0.0247992,0.0239758,0.0121032,0.00825002,0.0377268,0,0.0343511,0.00333975,0.00489362,0.0164085,0.0431462,0,0.0169292,0.0332179,0.0415895,0.069056,0.0240685,0.0444187,0.0427667,0,0,0.00492083,0,0,0
1066,0.0567444,0,0,0,0,0.0473746,0,0,0,0,0,0,0.00785083,0.0517145,0.00873381,0.00694752,0,0,0.062204,0,0.0559413,0.0366601,0.0299499,0.0198009,0.0387531,0.00529994,0.00983886,0.0684548,0.00559028,0.00369703,0.00916038,0.0446025,0.00659045,0.00763067,0.00709796,0.0326828,0.00746731,0.0559991,0.0194189,0.0240769,0.0167802,0.0111608,0.0131641,0.0474971,0,0,0.0515108,0,0,0.0248963,0.0415259,0.0247914,0.02398,0.0120407,0.00821809,0.0378922,0,0.0342639,0.00336132,0.00512163,0.0163824,0.0430697,0,0.016904,0.0330621,0.0416491,0.068861,0.023897,0.0441113,0.0426142,0,0,0.00513325,0,0,0
1067,0.0565987,0,0,0,0,0.0469972,0,0,0,0,0,0,0.00808373,0.0518345,0.00893907,0.00710678,0,0,0.0623197,0,0.0558985,0.0367902,0.0300746,0.0202115,0.0386583,0.0053637,0.00973098,0.0683346,0.00555958,0.00364161,0.00917204,0.0447824,0.00681907,0.00800237,0.00718689,0.0326884,0.00782938,0.0559691,0.0195302,0.0240335,0.0165775,0.0110428,0.0132197,0.047423,0,0,0.0509355,0,0,0.0245558,0.0414847,0.0247814,0.0239802,0.0119721,0.00828639,0.0381242,0,0.0342031,0.00338388,0.00531426,0.0163382,0.0430413,0,0.0167416,0.0327068,0.0412652,0.0686456,0.0237641,0.0438701,0.0424707,0,0,0.00517662,0,0,0
1068,0.0565253,0,0,0,0,0.0465093,0,0,0,0,0,0,0.0083167,0.0518947,0.00915067,0.00725969,0,0,0.0625184,0,0.0558612,0.0369131,0.0301448,0.020577,0.0385475,0.00542786,0.00964348,0.0683163,0.00552822,0.00363173,0.00921274,0.0449593,0.00702475,0.0080605,0.00728683,0.0327371,0.00814146,0.0560305,0.0195868,0.0243242,0.0163523,0.0109387,0.0132331,0.0474079,0,0,0.0503112,0,0,0.0242366,0.0414841,0.0246625,0.0239924,0.0118631,0.00819216,0.0384067,0,0.0341245,0.00334264,0.00542929,0.0162289,0.0430261,0,0.0165683,0.0323517,0.0407737,0.0684378,0.0235832,0.0436589,0.0423953,0,0,0.00518927,0,0,0
1069,0.0564724,0,0,0,0,0.0464029,0,0,0,0,0,0,0.00862172,0.0518417,0.00937532,0.00727097,0,0,0.0628479,0,0.0558858,0.0369845,0.0302079,0.0209391,0.0384017,0.00549116,0.00973502,0.0682914,0.00548036,0.00374128,0.00925847,0.0451625,0.00720352,0.00838185,0.00742051,0.0327764,0.0086352,0.0561981,0.0195684,0.0243796,0.0160991,0.0108113,0.0132298,0.0474236,0,0,0.0496244,0,0,0.0238675,0.0415108,0.0245721,0.0240348,0.0117632,0.00814437,0.0388822,0,0.0340171,0.0033052,0.00554168,0.0160514,0.043013,0,0.0163117,0.0319801,0.0405939,0.0682147,0.0233518,0.0435233,0.0423311,0,0,0.00489574,0,0,0
1070,0.0562727,0,0,0,0,0.0464181,0,0,0,0,0,0,0.00896748,0.0518702,0.00958609,0.00718237,0,0,0.0631232,0,0.0558431,0.0370391,0.0302885,0.0213317,0.0382147,0.00557041,0.00994596,0.0680212,0.00548795,0.00390089,0.00934241,0.0454157,0.00741236,0.0088239,0.00756442,0.0327954,0.00925011,0.0562656,0.0195877,0.0242754,0.0157203,0.0106588,0.0132181,0.0473554,0,0,0.0488409,0,0,0.0234407,0.041563,0.024436,0.0240441,0.0117996,0.00822858,0.0394076,0,0.0340017,0.00329866,0.0056486,0.0158851,0.0430434,0,0.0160403,0.0314778,0.0404274,0.0679273,0.0230605,0.0433521,0.0421165,0,0,0.00475962,0,0,0
1071,0.0562051,0,0,0,0,0.0464275,0,0,0,0,0,0,0.0093627,0.05196,0.00983401,0.00715285,0,0,0.0633726,0,0.05572,0.0370808,0.0303981,0.0217348,0.0383018,0.0056047,0.0100478,0.0679522,0.00552412,0.00410395,0.00941976,0.045645,0.00770614,0.00930268,0.00779193,0.0327622,0.0100836,0.056371,0.0196287,0.0240978,0.0154727,0.0104988,0.013241,0.0473708,0,0,0.0480967,0,0,0.0230231,0.0416296,0.0243105,0.0241612,0.0119421,0.00820465,0.0399652,0,0.0339769,0.00332187,0.00579721,0.015808,0.0431116,0,0.0158819,0.0310922,0.0401387,0.0675696,0.0227831,0.0433242,0.0420179,0,0,0.00585514,0,0,0
1072,0.0559799,0,0,0,0,0.0461526,0,0,0,0,0,0,0.00979252,0.0520154,0.0101007,0.00737966,0,0,0.0631723,0,0.0556457,0.036866,0.0305188,0.0220087,0.038155,0.00569949,0.00959811,0.0674406,0.0055778,0.00429616,0.00957822,0.0459346,0.00799065,0.00972967,0.00797585,0.0326625,0.0110854,0.0559152,0.0197093,0.0236908,0.0153255,0.0103089,0.0132614,0.0472721,0,0,0.0475038,0,0,0.0225467,0.0415938,0.0241551,0.0242151,0.0120597,0.0079009,0.0397554,0,0.0339084,0.00336126,0.0060133,0.0156071,0.0431187,0,0.0157277,0.0308118,0.0395588,0.0672011,0.0224236,0.0431089,0.0420234,0,0,0.00628106,0,0,0
1073,0.0557974,0,0,0,0,0.0460753,0,0,0,0,0,0,0.0102806,0.0519836,0.0103679,0.00757994,0,0,0.0632393,0,0.0555398,0.0368752,0.0305992,0.022306,0.037725,0.0057928,0.00926444,0.0670762,0.00561577,0.00446124,0.00975612,0.0462012,0.0082709,0.0101181,0.00817396,0.0325571,0.0120655,0.0556817,0.0197827,0.0235484,0.0150994,0.0101287,0.0132674,0.0472052,0,0,0.046834,0,0,0.02207,0.041581,0.0239836,0.0242579,0.0120157,0.00772115,0.0396392,0,0.0338115,0.0034242,0.0062552,0.0152635,0.0431245,0,0.0155504,0.0304795,0.0390759,0.0669332,0.0220392,0.0428781,0.0420378,0,0,0.00564196,0,0,0
1074,0.0556069,0,0,0,0,0.045822,0,0,0,0,0,0,0.0107691,0.0519463,0.0105097,0.00779448,0,0,0.0633949,0,0.0554967,0.036896,0.0306894,0.0225993,0.0375289,0.0057721,0.00880911,0.0666167,0.00564779,0.00471529,0.00992426,0.0464609,0.00845187,0.0104112,0.00836259,0.0325239,0.0130367,0.0553635,0.019876,0.0244434,0.0149641,0.0100012,0.0133154,0.0471318,0,0,0.0462918,0,0,0.0215635,0.0415489,0.0238709,0.0243956,0.0119026,0.00748784,0.0394508,0,0.033701,0.00344852,0.006531,0.0151218,0.0431166,0,0.0154363,0.0301837,0.038679,0.0667777,0.0216505,0.0426748,0.0420258,0,0,0.00610521,0,0,0
1075,0.0554505,0,0,0,0,0.0456478,0,0,0,0,0,0,0.0113151,0.0519126,0.0106983,0.00795346,0,0,0.0634261,0,0.0554802,0.0369199,0.0308155,0.0228083,0.0374665,0.00575468,0.00836825,0.0662942,0.00572071,0.0050651,0.0100493,0.0467394,0.00863949,0.0106984,0.00860297,0.0323497,0.0139735,0.0550284,0.019968,0.0249062,0.0147876,0.00985485,0.0134093,0.0470884,0,0,0.0456771,0,0,0.0210598,0.0415,0.0237674,0.0245504,0.0118019,0.00728048,0.0393472,0,0.0335692,0.00346903,0.00681972,0.0151616,0.0431086,0,0.0153599,0.0299598,0.0382013,0.0663474,0.0212968,0.0424768,0.0420108,0,0,0.00666445,0,0,0
1076,0.0553886,0,0,0,0,0.0454704,0,0,0,0,0,0,0.0118863,0.0519327,0.010861,0.00799359,0,0,0.0634295,0,0.0554214,0.036876,0.0309091,0.0229847,0.0372915,0.00574166,0.00802476,0.0660526,0.0058403,0.00549164,0.0101751,0.0470097,0.00875768,0.0109236,0.00869813,0.0322125,0.0148258,0.0547386,0.0200783,0.0245887,0.014505,0.00971331,0.0134053,0.0471112,0,0,0.0450296,0,0,0.0205886,0.0414687,0.0236581,0.0246828,0.0117794,0.00706292,0.0393687,0,0.0334254,0.00354109,0.00707863,0.0153595,0.0430991,0,0.0152521,0.0297256,0.0377187,0.0658687,0.0209474,0.0424069,0.042006,0,0,0.00691544,0,0,0
1077,0.0552908,0,0,0,0,0.0455615,0,0,0,0,0,0,0.0124113,0.0520876,0.010975,0.0078818,0,0,0.0634027,0,0.0552164,0.0367802,0.0309647,0.0231827,0.0371139,0.00568372,0.00785414,0.065686,0.00597015,0.00542465,0.0102844,0.0472674,0.00886061,0.0112556,0.00877422,0.0321132,0.0153981,0.0544372,0.0202567,0.0242704,0.014353,0.00956982,0.0133437,0.0471054,0,0,0.0443415,0,0,0.0201161,0.0414725,0.0235204,0.0248281,0.0118507,0.00689366,0.0394247,0,0.0332753,0.00363192,0.00731256,0.0153619,0.0430574,0,0.0150684,0.029464,0.0372054,0.0651274,0.0206099,0.0424115,0.0418961,0,0,0.00690095,0,0,0
1078,0.055288,0,0,0,0,0.0457272,0,0,0,0,0,0,0.013023,0.0521362,0.0111395,0.00766795,0,0,0.0634671,0,0.0550945,0.0367645,0.031039,0.0233495,0.0370101,0.00567407,0.0077958,0.0653342,0.00608985,0.00534513,0.0103367,0.0475268,0.00900928,0.0119259,0.00889365,0.031941,0.0160344,0.0541978,0.0203781,0.0240342,0.0143945,0.00938339,0.0132962,0.0471858,0,0,0.043565,0,0,0.0196281,0.0414404,0.023319,0.0249849,0.0118757,0.00682544,0.0394728,0,0.0331178,0.00370637,0.00756602,0.0152402,0.0429881,0,0.0148095,0.0293107,0.0365974,0.0638797,0.0202898,0.042494,0.0418221,0,0,0.00686107,0,0,0
1079,0.0554515,0,0,0,0,0.0457567,0,0,0,0,0,0,0.0136601,0.0520451,0.0112406,0.00747825,0,0,0.0636368,0,0.0551184,0.0367468,0.0311306,0.0233919,0.0369085,0.00567715,0.00772498,0.0652723,0.00620696,0.00542867,0.0104586,0.0477892,0.00905945,0.0120155,0.00891419,0.0318879,0.016739,0.0540443,0.0204159,0.0240031,0.0143807,0.0092175,0.0132202,0.047399,0,0,0.0429726,0,0,0.0191972,0.0414363,0.0230576,0.0251105,0.0118691,0.00680402,0.0395822,0,0.0330206,0.00378953,0.00779031,0.0150583,0.0428992,0,0.0145294,0.0291952,0.0360225,0.06305,0.019974,0.0426792,0.0418496,0,0,0.00686482,0,0,0
1080,0.0550926,0,0,0,0,0.0451691,0,0,0,0,0,0,0.0142393,0.0520523,0.0113756,0.00732417,0,0,0.0636998,0,0.0551179,0.0366687,0.0311979,0.0234618,0.0367488,0.00569765,0.00760042,0.0649212,0.0062511,0.00559208,0.010678,0.0480141,0.0091527,0.0123133,0.0089582,0.0318613,0.0174754,0.0537564,0.0205252,0.0237372,0.0143524,0.00910124,0.0131189,0.0470452,0,0,0.042436,0,0,0.0188034,0.0414795,0.022817,0.0251898,0.0117747,0.00674563,0.0394232,0,0.0329914,0.00386721,0.00797292,0.0148432,0.0428055,0,0.0142704,0.0291267,0.0356535,0.0627393,0.0197261,0.0422522,0.0415131,0,0,0.0070161,0,0,0
1081,0.055454,0,0,0,0,0.0447158,0,0,0,0,0,0,0.0150462,0.0522061,0.0116799,0.00748969,0,0,0.0644007,0,0.0551121,0.0369394,0.0312775,0.0235571,0.036278,0.00581854,0.00686021,0.0655326,0.00653964,0.00578106,0.0108455,0.0482053,0.00937952,0.0131136,0.00915737,0.0317451,0.0184218,0.0541803,0.0207198,0.0243528,0.0145077,0.00872745,0.013031,0.0471679,0,0,0.0430291,0,0,0.0182698,0.0415587,0.0227369,0.0251526,0.0116324,0.00655039,0.0410954,0,0.0329978,0.00391405,0.00812067,0.0147007,0.0427262,0,0.014128,0.0293171,0.0376693,0,0.0304761,0.0415864,0.0417971,0,0,0.00743641,0,0,0
1082,0.0552296,0,0,0,0,0.0445916,0,0,0,0,0,0,0.015879,0.0523018,0.0119995,0.00722922,0,0,0.0646501,0,0.0550484,0.0369327,0.0313121,0.0234633,0.0360138,0.00601387,0.00686282,0.0653453,0.00679834,0.00592323,0.0110387,0.0483992,0.00960152,0.0135481,0.00932728,0.0316488,0.0196185,0.0541829,0.0209137,0.0244123,0.0145687,0.00870162,0.0129277,0.0468587,0,0,0.0424039,0,0,0.0179169,0.0417305,0.0225562,0.0252271,0.0113703,0.00658376,0.041152,0,0.0330395,0.00391786,0.00814756,0.0144888,0.042644,0,0.0138766,0.0292826,0.0374236,0,0.0298019,0.041247,0.0414914,0,0,0.00734385,0,0,0
1083,0.0549888,0,0,0,0,0.0445257,0,0,0,0,0,0,0.0165593,0.0524403,0.0122185,0.00704217,0,0,0.0647327,0,0.0549739,0.0368716,0.031373,0.0233138,0.0359327,0.0062375,0.00686088,0.065049,0.00688733,0.00615512,0.0112557,0.0486521,0.00981679,0.0140795,0.00938908,0.0315698,0.0206421,0.0541029,0.0211037,0.0236952,0.0145421,0.00871361,0.0128126,0.0465996,0,0,0.0419612,0,0,0.0177851,0.0417699,0.0223235,0.0252776,0.0111773,0.00663427,0.0412453,0,0.0329699,0.00399683,0.00821363,0.0143027,0.042585,0,0.0135639,0.0291787,0.0371218,0,0.0292488,0.0409905,0.0412041,0,0,0.0072402,0,0,0
1084,0.0547779,0,0,0,0,0.0443061,0,0,0,0,0,0,0.0173622,0.052656,0.0124477,0.0068467,0,0,0.0648042,0,0.0549286,0.0368403,0.0314114,0.0228829,0.035842,0.00656435,0.00682157,0.0646935,0.00700943,0.00643064,0.0115665,0.0489183,0.0100395,0.0145408,0.00939387,0.0314212,0.0217585,0.0539525,0.0212903,0.0230981,0.0143412,0.00871908,0.0126637,0.0463933,0,0,0.0416018,0,0,0.0177094,0.0417637,0.0219619,0.0253484,0.0109628,0.00662698,0.0413138,0,0.0326867,0.00411995,0.00821454,0.0140777,0.0424397,0,0.0131662,0.0288545,0.0364007,0,0.0287016,0.0408286,0.0409606,0,0,0.00736774,0,0,0
1085,0.0564166,0,0,0,0,0.0448136,0,0,0,0,0,0,0.0184472,0.0528402,0.0133304,0.00389538,0,0,0.0650229,0,0.054938,0.0369773,0.0328828,0.0233259,0.0369839,0.00762452,0.00805153,0.0655726,0.00842542,0.00776501,0.0130512,0.0505237,0.0110983,0.0158929,0.0102781,0.0309595,0.0232725,0.0537955,0.0215697,0.0234322,0.0116829,0.00881064,0.0144451,0.0473424,0,0,0.0409283,0,0,0.0177411,0.039455,0.0250374,0.027558,0.0183699,0.00330299,0.0416301,0,0,0.0219926,0.0195115,0.015591,0.0350299,0,0.0164731,0.0124186,0.0359506,0,0.0243016,0.041038,0.0421794,0,0,0.0052325,0,0,0
1086,0.0564376,0,0,0,0,0.0449572,0,0,0,0,0,0,0.019212,0.0527776,0.0134218,0.00380187,0,0,0.0652336,0,0.0548251,0.0370148,0.0328698,0.0231765,0.0368718,0.00783851,0.0079912,0.0654563,0.00857571,0.00802252,0.0133984,0.0508132,0.0112601,0.0163016,0.0103337,0.0309166,0.0242658,0.053786,0.0217133,0.0236519,0.0115958,0.00878343,0.0142304,0.0473505,0,0,0.0405168,0,0,0.0176366,0.0394385,0.0245307,0.0275892,0.0177236,0.00333304,0.0417991,0.0179417,0,0.0214546,0.0186921,0.01507,0.0350042,0,0.0159289,0.0123258,0.0363902,0,0.024552,0.0411007,0.0421522,0,0,0.00568023,0,0,0
1087,0.0565584,0,0,0,0,0.0449578,0,0,0,0,0,0,0.0198366,0.0527774,0.0135089,0.00387703,0,0,0.0655489,0,0.0548624,0.0370187,0.032877,0.0230362,0.0367628,0.00804421,0.00776962,0.0655327,0.00873261,0.00816779,0.0136978,0.0511024,0.0114315,0.0167824,0.0104485,0.0308118,0.0250636,0.05387,0.0218625,0.0237064,0.0120333,0.00878515,0.0141457,0.0474162,0,0,0.0401375,0,0,0.0175618,0.0393497,0.0250716,0.0275901,0.0184919,0.00333338,0.0419805,0,0,0.0222637,0.0195587,0.0157655,0.0347496,0,0.0167282,0.012506,0.0363544,0,0.0249615,0.0410932,0.0422474,0,0,0.00574386,0,0,0
1088,0.0567648,0,0,0,0,0.0449083,0,0,0,0,0,0,0.0204941,0.0528233,0.0136669,0.00396813,0,0,0.0659159,0,0.0548738,0.0369744,0.0329756,0.0228717,0.03673,0.00829251,0.00762227,0.0657058,0.00888727,0.00825948,0.0138933,0.0513951,0.0116429,0.0172292,0.0106438,0.030648,0.0257656,0.0540092,0.0220017,0.0234311,0.0118366,0.00877951,0.0139745,0.0475664,0,0,0.0397464,0,0,0.0175262,0.0392928,0.0247351,0.0275592,0.0177775,0.00340978,0.0422393,0.0182796,0,0.0215732,0.0188247,0.0152579,0.034733,0,0.0161842,0.0123672,0.0361545,0,0.0253906,0.0411036,0.0423535,0,0,0.00584094,0,0,0
1089,0.0570176,0,0,0,0,0.0453244,0,0,0,0,0,0,0.0212654,0.0528786,0.0138805,0.00402716,0,0,0.0663978,0,0.0548778,0.0369984,0.0329972,0.0226128,0.0366115,0.00854501,0.0076383,0.0659465,0.00909112,0.00844625,0.0141375,0.0517451,0.0118551,0.0178645,0.0107543,0.0304248,0.0266021,0.0542846,0.0221635,0.0237517,0.0118511,0.00876233,0.0138962,0.0477574,0,0,0.0393883,0,0,0.0174968,0.0393084,0.0247092,0.0275673,0.0177156,0.00354574,0.0426801,0.0183928,0,0.0215737,0.0188609,0.0153529,0.0346412,0,0.0163068,0.0123586,0.0358946,0,0.0258297,0.041215,0.0424301,0,0,0.00592105,0,0,0
1090,0.055253,0,0,0,0,0.0448949,0,0,0,0,0,0,0.021753,0.052798,0.0136094,0.00665613,0,0,0.0668268,0,0.0548495,0.0369444,0.0314748,0.0217444,0.0353743,0.00842411,0.00687516,0.0649748,0.00809527,0.00775852,0.0130441,0.050677,0.0112905,0.0172239,0.0102128,0.0304893,0.0274857,0.0546058,0.0222259,0.0232797,0.0144676,0.00900993,0.0119733,0.0463203,0,0,0.0375487,0,0,0.0177923,0.0421522,0.0203897,0.0257809,0.0107853,0.00697141,0.0411228,0.00844558,0.0329928,0.0050446,0.00918985,0.0132073,0.0417882,0,0.0119294,0.0288468,0.0333278,0.0600381,0.0178083,0.0409352,0.0408608,0,0,0.00851634,0,0,0
1091,0.0556595,0,0,0,0,0.0449984,0,0,0,0,0,0,0.0226298,0.0529485,0.0137579,0.00671786,0,0,0.0670332,0,0.0548112,0.0368852,0.0315673,0.0214317,0.035087,0.00880291,0.00652957,0.0651047,0.00830061,0.0079804,0.0131273,0.051146,0.0114761,0.0172911,0.0103856,0.0303805,0.0288227,0.0546276,0.0224413,0.0228581,0.0144685,0.00896065,0.0118456,0.0466632,0,0,0.0372205,0,0,0.0177793,0.0423205,0.0202569,0.0258487,0.0101377,0.00693981,0.0412934,0.00854587,0.032994,0.00493146,0.00905154,0.0128445,0.0416836,0,0.0116452,0.0287941,0.0331209,0.0595793,0.0175922,0.0410838,0.0411334,0,0,0.00906908,0,0,0
1092,0.0556924,0,0,0,0,0.0452032,0,0,0,0,0,0,0.0233972,0.0531246,0.0138298,0.00690808,0,0,0.0671496,0,0.0547353,0.0368031,0.0316709,0.0210681,0.0349473,0.0091699,0.00614395,0.0649282,0.00845205,0.00815271,0.0134539,0.0517439,0.011609,0.0176056,0.010483,0.0302702,0.0298787,0.0544604,0.0226982,0.0225627,0.0144634,0.00896755,0.0117504,0.0468346,0,0,0.0371039,0,0,0.0178358,0.0424163,0.0202471,0.0259065,0.00950078,0.00688097,0.0414379,0.00875957,0.032944,0.00476383,0.00895657,0.0124888,0.0415171,0,0.0113524,0.0287006,0.0330388,0.0590491,0.0175297,0.0412133,0.0411628,0,0,0.00922418,0,0,0
