Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,x75
1114,0.023217,0,0,0,0,0.0361839,0,0,0,0,0,0,0.00916976,0.048053,0.0136292,0.00246736,0,0,0.025355,0,0.0604455,0.0147257,0.0342428,0.0293735,0.0295708,0.00887748,0.0224252,0.0554608,0.00585033,0.00693598,0.0119895,0.0464043,0.0162426,0.0162861,0.0167979,0.0407589,0.0165554,0.0311972,0.0314093,0.0144281,0.00524132,0.0410519,0.00342061,0.00597003,0.00915068,0,0,0.0333934,0,0.0364172,0.0157141,0.0489834,0.00653474,0.0265752,0.0110581,0.0107077,0.0169557,0.00685874,0.0289018,0.0111017,0.0129124,0.0082291,0.030994,0.00523983,0.00838485,0.0110496,0.0247841,0.0210974,0.0139871,0.0361909,0.0101334,0,0,0,0,0
1115,0.0231162,0,0,0,0,0.0357812,0,0,0,0,0,0,0.0093049,0.0479796,0.0135398,0.00278535,0,0,0.0251729,0,0.0604914,0.0146371,0.0342455,0.0284536,0.0295125,0.00880145,0.0223359,0.0554167,0.00605864,0.0070301,0.0121185,0.0464531,0.0160649,0.0163312,0.016807,0.0406198,0.0168868,0.0312279,0.0314754,0.014074,0.00542068,0.0410963,0.00295855,0.0060046,0.00937163,0,0,0.0334205,0,0.0363714,0.0156357,0.0491293,0.00575133,0.0266329,0.0103687,0.0105144,0.0168538,0.00689829,0.0288942,0.0112378,0.012917,0.00799003,0.0312473,0.00489653,0.00806376,0.0112027,0.0247851,0.0210157,0.014047,0.0359094,0.0100546,0,0,0,0,0
1116,0.0229658,0,0,0,0,0.0355247,0,0,0,0,0,0,0.00954525,0.0478951,0.0134729,0.00320336,0,0,0.0249475,0,0.0605334,0.0145522,0.03424,0.0277732,0.0297253,0.00874953,0.0223825,0.0552798,0.00599383,0.00723958,0.0122992,0.0464825,0.0159604,0.0163464,0.016763,0.040419,0.017247,0.0311492,0.0314988,0.0137231,0.00562659,0.0411575,0.00261998,0.00607327,0.00956519,0,0,0.0336434,0,0.0363564,0.0156847,0.0492128,0.00495321,0.0266146,0.00985507,0.0103944,0.0168453,0.00687847,0.0289038,0.0111726,0.0128907,0.00773581,0.0315063,0.00458964,0.0077286,0.0112972,0.0248145,0.0211021,0.0141263,0.0356478,0.00987838,0,0,0,0,0
1117,0.0228226,0,0,0,0,0.0354397,0,0,0,0,0,0,0.0100285,0.0478037,0.013223,0.00368573,0,0,0.0247854,0,0.0606222,0.0144595,0.0342603,0.0272771,0.0297164,0.00874251,0.0221432,0.0550757,0.00592633,0.00753189,0.0124653,0.0464783,0.0157337,0.0161536,0.0164971,0.0401144,0.0177007,0.0309904,0.0315129,0.0143059,0.00582598,0.0411991,0.00241193,0.0059377,0.00980391,0,0,0.0337897,0,0.0363399,0.0157532,0.0492894,0.00444864,0.0266255,0.0093086,0.0100163,0.0167232,0.0067588,0.0289739,0.0110113,0.0129084,0.00740431,0.0317701,0.00429912,0.00731617,0.0113108,0.0247541,0.0212813,0.0141849,0.03527,0.00980437,0,0,0,0,0
1118,0.0225837,0,0,0,0,0.0353983,0,0,0,0,0,0,0.0107391,0.0477553,0.0128229,0.00395781,0,0,0.0245172,0,0.0606767,0.0143403,0.0342639,0.0270282,0.0295013,0.00880253,0.0218852,0.054968,0.00567841,0.00776816,0.0124573,0.0463932,0.0153842,0.0157912,0.0160872,0.0397759,0.01836,0.030735,0.0315261,0.0143302,0.00594303,0.0412245,0.00212636,0.00582289,0.0100316,0,0,0.0337577,0,0.0363354,0.0157214,0.049386,0.00386375,0.0265765,0.00896283,0.00970657,0.0166644,0.0067302,0.0290646,0.0109355,0.0129335,0.00720974,0.0319624,0.00417661,0.00703885,0.0113704,0.0247113,0.0214109,0.0142117,0.034951,0.00962983,0,0,0,0,0
1119,0.0223243,0,0,0,0,0.0353025,0,0,0,0,0,0,0.0113409,0.0477123,0.0124674,0.0042401,0,0,0.0243949,0,0.0606869,0.0142959,0.0342624,0.0268113,0.0295684,0.00889754,0.0218425,0.0548402,0.00517971,0.00801469,0.0122646,0.0464226,0.0149734,0.0153902,0.0157129,0.0394584,0.0189378,0.0305283,0.031569,0.0145723,0.00605506,0.0412475,0.0018704,0.00573832,0.0101783,0,0,0.03362,0,0.0363343,0.0157099,0.0494291,0.00320321,0.0265164,0.00886481,0.0095905,0.0166529,0.00682854,0.0291113,0.0110465,0.0130064,0.00702802,0.0321717,0.00408749,0.00674432,0.0113668,0.0247673,0.0214542,0.01421,0.0347469,0.00939973,0,0,0,0,0
1120,0.0221337,0,0,0,0,0.0352554,0,0,0,0,0,0,0.0119414,0.0476956,0.0121557,0.00453898,0,0,0.0243841,0,0.0607222,0.0141623,0.0341966,0.0263132,0.0297188,0.00899706,0.0218166,0.0547065,0.00486899,0.00827619,0.0119261,0.0465258,0.014512,0.0149513,0.0152648,0.0391513,0.0194568,0.0304152,0.0316627,0.0144816,0.00616484,0.0412704,0.00173956,0.00565012,0.0103066,0,0,0.0334902,0,0.0363207,0.0157311,0.0494792,0.00258258,0.026484,0.00887509,0.00947817,0.0167205,0.00692604,0.0291579,0.0110105,0.0129467,0.00676922,0.0324182,0.00388941,0.00640007,0.0114019,0.024838,0.0212773,0.014207,0.034519,0.009198,0,0,0,0,0
1121,0.022016,0,0,0,0,0.0349557,0,0,0,0,0,0,0.0124559,0.0476775,0.0118203,0.00485807,0,0,0.0243938,0,0.060772,0.0138783,0.0340865,0.0254571,0.0301207,0.00894098,0.0218759,0.0546099,0.00488964,0.00859284,0.0114,0.0466253,0.0140471,0.0144882,0.0146685,0.0388868,0.0198025,0.0303382,0.0317517,0.0141999,0.00634258,0.0412876,0.00184205,0.00573246,0.0104592,0,0,0.0334795,0,0.0362802,0.015746,0.0494656,0.00224104,0.0264792,0.00881028,0.00942266,0.0168649,0.0068847,0.029251,0.0107577,0.0125082,0.00645388,0.0328479,0.00358856,0.00603201,0.0115292,0.0249474,0.021098,0.0142574,0.0343493,0.00905178,0,0,0,0,0
1122,0.0218992,0,0,0,0,0.0347587,0,0,0,0,0,0,0.0131123,0.0476476,0.0113242,0.00491207,0,0,0.0243164,0,0.0608199,0.0136407,0.0338854,0.024182,0.0299509,0.00871042,0.0215632,0.0544368,0.00499472,0.00863673,0.0108223,0.0466231,0.0134518,0.0138338,0.013975,0.0385969,0.020307,0.0302106,0.0317693,0.0143339,0.00647833,0.0413401,0.00182077,0.00586435,0.0106263,0,0,0.0333963,0,0.0362441,0.0156256,0.0495455,0.00190267,0.0265421,0.00853747,0.00917178,0.016917,0.00681558,0.0293491,0.010441,0.0123624,0.00626736,0.0331814,0.00351585,0.00581163,0.0116279,0.0248844,0.0210108,0.0142844,0.0343263,0.00903155,0,0,0,0,0
1123,0.0217776,0,0,0,0,0.0345918,0,0,0,0,0,0,0.0136583,0.0475644,0.0108083,0.00493233,0,0,0.0242277,0,0.0608888,0.0133904,0.0336356,0.022798,0.0297668,0.00858159,0.0212899,0.0543862,0.00484292,0.00866544,0.0102359,0.0465442,0.0128087,0.0131406,0.0132463,0.0383238,0.0207853,0.0300408,0.0317946,0.0142088,0.00656172,0.041395,0.00181697,0.00604851,0.0107813,0,0,0.033298,0,0.0362303,0.0154275,0.0495803,0.00168881,0.0265822,0.00808457,0.00894559,0.017142,0.00676427,0.0294783,0.0101097,0.0123221,0.00616784,0.0334648,0.00354885,0.00565321,0.0117527,0.0249924,0.0211571,0.0142647,0.0343657,0.00896956,0,0,0,0,0
1124,0.0215972,0,0,0,0,0.0344984,0,0,0,0,0,0,0.0141559,0.0475025,0.0103991,0.00493836,0,0,0.0240587,0,0.0609359,0.0132704,0.0333883,0.0214232,0.029642,0.00847066,0.0211423,0.0542895,0.00513557,0.00874478,0.009728,0.0463583,0.0121224,0.0124135,0.0124338,0.0380816,0.0212225,0.0298326,0.0318257,0.0141644,0.00661632,0.0414061,0.00194014,0.00609371,0.0109043,0,0,0.0330875,0,0.0362011,0.0152998,0.0495236,0.00165787,0.0265741,0.00762669,0.0087783,0.0174088,0.00669126,0.0295936,0.00975586,0.0118641,0.00610707,0.033669,0.00359542,0.00553074,0.0117058,0.0251312,0.0212869,0.014226,0.0343379,0.00883654,0,0,0,0,0
1125,0.0213979,0,0,0,0,0.0345111,0,0,0,0,0,0,0.0147546,0.0474574,0.00994348,0.00488586,0,0,0.0238617,0,0.0609321,0.0132555,0.033161,0.0200782,0.029492,0.00822397,0.0209973,0.0541634,0.0054699,0.00879564,0.0093162,0.0461049,0.0114386,0.0116814,0.011636,0.0378539,0.0217256,0.0296195,0.0318808,0.0142916,0.00666698,0.0414365,0.00211199,0.00621812,0.0109828,0,0,0.0327661,0,0.0361891,0.015224,0.0494403,0.00177701,0.0265569,0.00726154,0.00859844,0.0175867,0.00649396,0.029707,0.00940577,0.0112954,0.00600305,0.0338873,0.00357878,0.00540767,0.0115703,0.0251666,0.0212439,0.0141907,0.0342961,0.00873188,0,0,0,0,0
1126,0.0211681,0,0,0,0,0.0347386,0,0,0,0,0,0,0.0154264,0.047427,0.0093575,0.00475934,0,0,0.023656,0,0.0609395,0.0132837,0.0329278,0.0187205,0.0292378,0.00791978,0.0208809,0.0538571,0.00576253,0.00887825,0.00899405,0.0458108,0.0107878,0.0110156,0.0108239,0.037573,0.0222707,0.0293709,0.0319553,0.014792,0.00676953,0.0414996,0.00230878,0.00644635,0.0110731,0,0,0.0323445,0,0.0361682,0.0150006,0.0493949,0.00209188,0.0265217,0.00695675,0.00842526,0.017713,0.00629299,0.0298499,0.00904139,0.0107056,0.00586602,0.0341977,0.00359133,0.00524551,0.0116248,0.0251026,0.0210872,0.0141721,0.0342463,0.0086212,0,0,0,0,0
1127,0.0209513,0,0,0,0,0.0349437,0,0,0,0,0,0,0.0161653,0.0474083,0.00873767,0.00465134,0,0,0.0234654,0,0.0609606,0.0132013,0.0326863,0.0172576,0.0288929,0.00763831,0.0208036,0.0535491,0.00591979,0.00901271,0.00876422,0.0454778,0.0101362,0.010327,0.00999142,0.03725,0.0228986,0.0290781,0.0320148,0.0149146,0.00681894,0.0415534,0.00251042,0.00669992,0.0111571,0,0,0.0319418,0,0.0361235,0.0148248,0.0493565,0.00243782,0.0264528,0.00682028,0.00828371,0.0178667,0.00615945,0.0299876,0.00873523,0.01001,0.00584313,0.0344566,0.00367418,0.00516139,0.0116404,0.0250934,0.0208954,0.0141281,0.0342111,0.00849826,0,0,0,0,0
1128,0.0207805,0,0,0,0,0.0351259,0,0,0,0,0,0,0.0167575,0.0473823,0.00833521,0.00465703,0,0,0.0233275,0,0.0610049,0.0130315,0.032489,0.0157064,0.0286679,0.00743744,0.0208387,0.0532913,0.00594186,0.00927078,0.00871447,0.0451154,0.00940597,0.00956846,0.00919411,0.0369249,0.0233616,0.0287075,0.0320864,0.0148393,0.0068539,0.0415946,0.00274541,0.00695054,0.0111972,0,0,0.0317406,0,0.0360861,0.0146999,0.0492664,0.00280561,0.0263658,0.00679181,0.00817789,0.0180968,0.00601828,0.0301121,0.00833674,0.00961905,0.00585259,0.0346639,0.00379503,0.00510774,0.0115721,0.0252532,0.020944,0.0141048,0.034221,0.00836991,0,0,0,0,0
1129,0.0207086,0,0,0,0,0.0350299,0,0,0,0,0,0,0.0173169,0.0473311,0.00778742,0.00459178,0,0,0.023236,0,0.0610285,0.0128241,0.0322836,0.0140682,0.0283518,0.00717772,0.0207383,0.0529964,0.00593736,0.00959897,0.00877395,0.0447592,0.0086142,0.00871703,0.00835092,0.0366067,0.0237249,0.0283529,0.0321286,0.0147685,0.00692452,0.041649,0.003019,0.00716189,0.011243,0,0,0.0316651,0,0.036015,0.0145437,0.0491692,0.00314859,0.0262993,0.00679745,0.00800261,0.0183418,0.00591174,0.0301957,0.00791318,0.00937864,0.00581942,0.0348758,0.00390835,0.0050667,0.0115701,0.0253394,0.0211174,0.014124,0.0342449,0.00836488,0,0,0,0,0
1130,0.0206851,0,0,0,0,0.0348611,0,0,0,0,0,0,0.0178655,0.0472713,0.00701466,0.00453969,0,0,0.0230383,0,0.0610858,0.0126934,0.0320816,0.0123123,0.027914,0.00697047,0.020515,0.0526645,0.00627975,0.00999947,0.00898889,0.0444196,0.00782163,0.00787115,0.00742122,0.0362976,0.023998,0.0279558,0.0321226,0.0148208,0.00704041,0.0417132,0.00326649,0.00734973,0.0112848,0,0,0.031577,0,0.0359153,0.0143758,0.0490677,0.00346071,0.0262345,0.00671308,0.00779457,0.018493,0.00581754,0.0302544,0.00769795,0.00915061,0.00578508,0.0350663,0.00400392,0.0050392,0.0116487,0.0254499,0.0211726,0.014175,0.0341942,0.00840028,0,0,0,0,0
1131,0.0207732,0,0,0,0,0.034106,0,0,0,0,0,0,0.0181582,0.0471855,0.00665372,0.00475657,0,0,0.0231223,0,0.0611264,0.0126734,0.0318915,0.0105429,0.0277892,0.00698022,0.0203532,0.0520559,0.00655997,0.0105316,0.0093244,0.0440723,0.00709407,0.00709102,0.00649436,0.0359767,0.0240266,0.0276767,0.0320787,0.0147698,0.0071861,0.041806,0.00351891,0.00760986,0.0111528,0,0,0.0313467,0,0.0358313,0.0141779,0.0488808,0.00378028,0.0262258,0.00651149,0.00758894,0.0180964,0.00571851,0.030277,0.00744491,0.00896126,0.00581526,0.0352716,0.00407047,0.00502601,0.0116881,0.0252444,0.0209994,0.0142523,0.0339,0.00859277,0,0,0,0,0
1132,0.0208922,0,0,0,0,0.0334607,0,0,0,0,0,0,0.0185082,0.0471587,0.00669765,0.00490513,0,0,0.0231793,0,0.061163,0.0126616,0.0317195,0.00864471,0.0275458,0.00714303,0.0200646,0.051455,0.00687164,0.0111089,0.00976637,0.04373,0.00637739,0.00627919,0.00551212,0.0356587,0.0240626,0.0274257,0.0321093,0.014702,0.00728819,0.0418967,0.0037497,0.00780773,0.0109967,0,0,0.031138,0,0.0357471,0.0140564,0.0487465,0.00404225,0.0262507,0.00630292,0.00737119,0.0175945,0.00561169,0.0303029,0.0071628,0.00885345,0.00590123,0.0354152,0.00419853,0.00509916,0.0117257,0.0249791,0.0210543,0.0143219,0.0334379,0.00884977,0,0,0,0,0
1133,0.0210313,0,0,0,0,0.0328403,0,0,0,0,0,0,0.0189966,0.0471317,0.0070614,0.00495208,0,0,0.023281,0,0.061216,0.0125317,0.0315741,0.00675316,0.0271436,0.00773232,0.01963,0.0509895,0.00712836,0.0117481,0.0102876,0.043415,0.00565126,0.00544486,0.00459305,0.0353542,0.0240613,0.0271842,0.0322236,0.0146733,0.00739639,0.0419846,0.00391167,0.0079054,0.0108891,0,0,0.030947,0,0.0356654,0.0139356,0.0486792,0.0042047,0.0262869,0.00608957,0.00715099,0.0170675,0.00556501,0.0303487,0.00687436,0.00864624,0.00596411,0.035577,0.00428341,0.00517701,0.0118213,0.0247424,0.0212283,0.0143888,0.0328777,0.00912903,0,0,0,0,0
1134,0.0212004,0,0,0,0,0.0323246,0,0,0,0,0,0,0.0193577,0.0470482,0.00760024,0.00505047,0,0,0.0234565,0,0.0612438,0.0123752,0.0315305,0.00517523,0.0268458,0.00846707,0.0193769,0.0505588,0.0075305,0.0123253,0.0108224,0.0430855,0.00496361,0.00467197,0.00369837,0.0350465,0.0237384,0.0269783,0.0322934,0.0147426,0.00750076,0.0420933,0.00405837,0.00801921,0.0108596,0,0,0.0307384,0,0.0356038,0.0137677,0.0485676,0.00437877,0.0263179,0.00602869,0.00708767,0.0166353,0.0055687,0.0303358,0.00666561,0.00844661,0.00602748,0.0357029,0.00440507,0.00524129,0.011976,0.0246061,0.0214028,0.0144246,0.0324674,0.00938135,0,0,0,0,0
1135,0.0213175,0,0,0,0,0.0324381,0,0,0,0,0,0,0.0196106,0.046966,0.00828232,0.00522277,0,0,0.0235097,0,0.0612723,0.0123066,0.0316093,0.00450577,0.0266254,0.00840376,0.0192899,0.0500485,0.00776888,0.012818,0.0113374,0.042814,0.00439747,0.00401836,0.00290135,0.0347651,0.0232808,0.0267422,0.0323353,0.0147217,0.00763391,0.0422058,0.0042014,0.00817079,0.0108092,0,0,0.0303665,0,0.035568,0.0135153,0.0483757,0.00457792,0.0263248,0.00600804,0.00727618,0.0161113,0.00548951,0.0302629,0.00661293,0.00844029,0.00607323,0.0358136,0.00456398,0.00526571,0.0122072,0.0244159,0.0215632,0.0144378,0.0321912,0.00954453,0,0,0,0,0
1136,0.0214775,0,0,0,0,0.0324208,0,0,0,0,0,0,0.0198215,0.0469338,0.00943191,0.00540457,0,0,0.0236522,0,0.0613061,0.0123064,0.0317309,0.00553069,0.0264767,0.00853123,0.0191332,0.0496889,0.00803518,0.0132518,0.0118415,0.0425828,0.00399471,0.00336916,0.0022392,0.034532,0.0228746,0.0266527,0.0324175,0.0147757,0.00775155,0.0422819,0.00435743,0.00831057,0.0107264,0,0,0.0301057,0,0.0354922,0.0132615,0.0481805,0.00480868,0.0263365,0.00598112,0.00748983,0.015628,0.00548248,0.0301678,0.00669466,0.00863279,0.00608516,0.035837,0.00466396,0.00526978,0.0122541,0.0242048,0.0216903,0.0145083,0.0319794,0.00972875,0,0,0,0,0
1137,0.021707,0,0,0,0,0.0321128,0,0,0,0,0,0,0.0201757,0.0468843,0.0106932,0.0054153,0,0,0.0238342,0,0.0613018,0.0123563,0.0318524,0.00748658,0.0262001,0.00890937,0.0187346,0.0496264,0.00835678,0.013566,0.012307,0.0423669,0.00378247,0.00290252,0.00169958,0.034322,0.0226948,0.0266564,0.0324866,0.0145448,0.0078605,0.0423321,0.00446663,0.00837239,0.010693,0,0,0.0297992,0,0.035398,0.0130755,0.0480801,0.00507108,0.026378,0.00595557,0.00756224,0.0151465,0.00556374,0.0300743,0.00674753,0.00880348,0.00604729,0.0358725,0.00469356,0.00527913,0.012263,0.0239329,0.0218766,0.0145727,0.0317847,0.0100047,0,0,0,0,0
1138,0.0220289,0,0,0,0,0.0317447,0,0,0,0,0,0,0.0206581,0.0468261,0.0118832,0.00558052,0,0,0.0238931,0,0.0613186,0.0124162,0.0319688,0.00950439,0.0260834,0.00931344,0.0184571,0.0494893,0.00867312,0.0139246,0.0127865,0.0421725,0.00359412,0.00276918,0.00117353,0.0340775,0.0225948,0.0267224,0.0324772,0.0145802,0.00789694,0.0423651,0.00462713,0.00849974,0.0106948,0,0,0.0296345,0,0.0352946,0.0130246,0.0479512,0.00524564,0.0264291,0.00586168,0.00759758,0.0146879,0.00565292,0.0300182,0.00671288,0.00879369,0.00603509,0.0359813,0.00473192,0.00533042,0.0122194,0.0237455,0.0220848,0.0146421,0.0316325,0.0103273,0,0,0,0,0
1139,0.0223432,0,0,0,0,0.0316513,0,0,0,0,0,0,0.0213932,0.0467351,0.0129564,0.00566361,0,0,0.0239816,0,0.0613167,0.0124323,0.0320447,0.011329,0.0258355,0.00942435,0.0181646,0.0493466,0.00885513,0.0140723,0.0131618,0.042146,0.00344942,0.00268091,0.00111748,0.0338998,0.0230147,0.0267563,0.0324057,0.0143332,0.0079238,0.0423984,0.0047627,0.00861108,0.0107037,0,0,0.0295853,0,0.0352364,0.012964,0.0478529,0.00534412,0.0264644,0.005786,0.00753094,0.0143505,0.00562699,0.0299632,0.00674391,0.00870579,0.0060639,0.0360436,0.00477073,0.0053613,0.0122446,0.0236275,0.0223203,0.0147095,0.0315471,0.0106742,0,0,0,0,0
1140,0.022599,0,0,0,0,0.0318766,0,0,0,0,0,0,0.0221637,0.0466722,0.0140104,0.00598032,0,0,0.0241068,0,0.0613045,0.0124015,0.0320999,0.0129586,0.0258393,0.0094093,0.018185,0.0492276,0.00889412,0.014128,0.0134582,0.0422818,0.00334986,0.00262394,0.00144462,0.0337096,0.0236107,0.0267765,0.0323764,0.0140191,0.00794721,0.042423,0.00490516,0.00881086,0.0106727,0,0,0.029552,0,0.0351874,0.0128686,0.0476793,0.00552335,0.0265085,0.0057421,0.00781703,0.0141067,0.0056052,0.0298955,0.00685587,0.00862673,0.00614606,0.0361271,0.00486634,0.00540816,0.0122463,0.0235903,0.0225512,0.0147723,0.0315343,0.010924,0,0,0,0,0
1141,0.0228506,0,0,0,0,0.0320799,0,0,0,0,0,0,0.0229554,0.0466282,0.0147597,0.00620144,0,0,0.0242874,0,0.0612221,0.0124389,0.0321137,0.0143404,0.025858,0.00962063,0.0182127,0.0492301,0.00908251,0.0141127,0.0137149,0.0423443,0.00323312,0.00258509,0.00182731,0.0334747,0.0242868,0.0267951,0.0323842,0.0137063,0.00791548,0.0424046,0.004986,0.00897127,0.0106489,0,0,0.0294912,0,0.0351323,0.0127866,0.0475318,0.00565734,0.0265769,0.00574276,0.00810852,0.0139199,0.00557051,0.0299038,0.0068653,0.00854417,0.0062225,0.0362139,0.00496372,0.00543137,0.0121647,0.0236242,0.0227456,0.0148165,0.0315051,0.0111917,0,0,0,0,0
1142,0.0231299,0,0,0,0,0.0320643,0,0,0,0,0,0,0.0238136,0.0466015,0.0151858,0.00624507,0,0,0.0244777,0,0.0611854,0.0126099,0.0321033,0.0155288,0.0257303,0.00950232,0.0180585,0.049239,0.00926633,0.0140759,0.0138603,0.0423101,0.00313738,0.00268458,0.00223356,0.0332798,0.0251109,0.0269287,0.0324252,0.0138153,0.00789228,0.0423943,0.00502334,0.00901409,0.0106687,0,0,0.0293371,0,0.0350944,0.0127022,0.0474341,0.00580466,0.0266684,0.00580333,0.00824575,0.0136946,0.00550314,0.0299418,0.0067105,0.00849369,0.00625672,0.036288,0.00498393,0.00543789,0.0120973,0.0236999,0.0228974,0.0148047,0.0316801,0.0115743,0,0,0,0,0
1143,0.0234602,0,0,0,0,0.0318296,0,0,0,0,0,0,0.024615,0.0466061,0.0156102,0.00607278,0,0,0.0247506,0,0.0611492,0.0128261,0.0320656,0.016633,0.0253882,0.00914353,0.0177287,0.0494097,0.00945927,0.0141406,0.013934,0.0423139,0.00314184,0.00298724,0.00265975,0.0330484,0.0258978,0.0270672,0.0324623,0.0138819,0.00792439,0.0424145,0.00500595,0.00889108,0.0107489,0,0,0.0291979,0,0.0350893,0.0125847,0.0473889,0.00586594,0.0267765,0.00596198,0.00825465,0.0135311,0.00541681,0.0299631,0.00653959,0.00842594,0.00626657,0.0363447,0.00492324,0.00540705,0.0121815,0.0238135,0.0230174,0.0147754,0.0318224,0.0120203,0,0,0,0,0
1144,0.0237162,0,0,0,0,0.031831,0,0,0,0,0,0,0.0249851,0.0465935,0.0158616,0.00602635,0,0,0.0249796,0,0.0611924,0.0128639,0.0320076,0.0175897,0.0251319,0.00895954,0.0177156,0.049627,0.00966232,0.0141507,0.0139221,0.0424169,0.00309117,0.00337503,0.00299641,0.032824,0.0263818,0.0271717,0.0325706,0.0138293,0.00791361,0.0424305,0.00502267,0.0088263,0.0107411,0,0,0.0291156,0,0.035116,0.0124456,0.0473394,0.00594886,0.0268328,0.00608743,0.00841725,0.0135465,0.00531933,0.0299912,0.00623536,0.0083399,0.00626716,0.0364203,0.00491965,0.00538696,0.012231,0.024094,0.0230841,0.0147168,0.0319629,0.0123373,0,0,0,0,0
1145,0.0239406,0,0,0,0,0.0321094,0,0,0,0,0,0,0.0248872,0.0465739,0.0158583,0.00629377,0,0,0.025341,0,0.0611561,0.0128883,0.0319691,0.0182863,0.0252088,0.00866164,0.018032,0.0498796,0.00989131,0.0140485,0.0138666,0.0424435,0.00307943,0.00373082,0.00326102,0.0325847,0.0262717,0.0272428,0.0325526,0.0137621,0.00782918,0.0424202,0.00509276,0.00887898,0.0106699,0,0,0.0290455,0,0.0351346,0.0123176,0.0472426,0.00611205,0.0268473,0.00624201,0.00877415,0.0136062,0.00527002,0.0300163,0.00584709,0.00822753,0.0063648,0.0365023,0.00505344,0.00546652,0.0121005,0.0244516,0.0232176,0.0147002,0.032226,0.0125736,0,0,0,0,0
1146,0.0241594,0,0,0,0,0.0327527,0,0,0,0,0,0,0.0243756,0.0465291,0.0157116,0.00672693,0,0,0.0256934,0,0.0610962,0.0128947,0.031963,0.0188481,0.0255279,0.00809247,0.0182973,0.0502733,0.00992601,0.0138298,0.0136584,0.0424142,0.00320996,0.00400146,0.0035297,0.032336,0.0258412,0.0274959,0.0324345,0.0137012,0.00770141,0.0424055,0.00514187,0.00894401,0.0105221,0,0,0.0289955,0,0.0351248,0.012153,0.047074,0.00626081,0.0268336,0.00633433,0.00909001,0.0137446,0.00522302,0.0300651,0.00566309,0.00814172,0.00648291,0.0365619,0.00515389,0.00552846,0.0119827,0.0248081,0.0233686,0.014713,0.032524,0.0128037,0,0,0,0,0
1147,0.0242089,0,0,0,0,0.0330898,0,0,0,0,0,0,0.0240967,0.0465324,0.0156152,0.00718042,0,0,0.025592,0,0.0611163,0.0129053,0.0319198,0.0193601,0.0255401,0.007638,0.0187229,0.0504429,0.00989341,0.0136227,0.0134046,0.0423647,0.00355639,0.00436462,0.00393986,0.0319766,0.0249847,0.0276246,0.0323475,0.0138756,0.00769345,0.0423741,0.00523232,0.00903039,0.0103437,0,0,0.0288878,0,0.0351189,0.0119953,0.0469431,0.00642161,0.0268221,0.0063531,0.00967298,0.013903,0.00518128,0.0301175,0.00563888,0.00813103,0.00659173,0.0366682,0.00524477,0.00558168,0.0117984,0.025055,0.0234998,0.0146614,0.0327599,0.0128431,0,0,0,0,0
1148,0.0244478,0,0,0,0,0.033158,0,0,0,0,0,0,0.0234827,0.0464647,0.0155883,0.0072939,0,0,0.0255919,0,0.0611559,0.0129656,0.0318689,0.0199017,0.0255282,0.00754917,0.0187386,0.0508397,0.00981682,0.0133015,0.0130241,0.0424175,0.00381399,0.00476943,0.00429751,0.0315975,0.0239992,0.0278452,0.0324211,0.013871,0.00765493,0.0423539,0.00527333,0.00892678,0.0102666,0,0,0.0288139,0,0.0350667,0.0119271,0.0468681,0.00655716,0.0268207,0.00636284,0.00991624,0.0141754,0.0051617,0.0301912,0.00554533,0.00811621,0.00663197,0.0367089,0.00526141,0.00554611,0.0117546,0.0254125,0.0237117,0.0146874,0.033081,0.0130734,0,0,0,0,0
1149,0.0248115,0,0,0,0,0.0329727,0,0,0,0,0,0,0.0226109,0.0464188,0.0156077,0.00733698,0,0,0.0255788,0,0.0612674,0.0132446,0.0318643,0.0204616,0.0255091,0.00741791,0.0186968,0.0511931,0.0096561,0.0130153,0.0125814,0.0424495,0.00404124,0.00514546,0.00458388,0.0311886,0.02258,0.028087,0.0325107,0.013845,0.00756612,0.0423247,0.00530476,0.00879644,0.0103367,0,0,0.0289892,0,0.0350338,0.011882,0.0468085,0.00673937,0.0268173,0.00645527,0.0101505,0.0143433,0.00519989,0.030223,0.00551303,0.00815635,0.00666773,0.0367337,0.00530632,0.0055928,0.0117227,0.0258503,0.0239297,0.0147357,0.0333646,0.0134051,0,0,0,0,0
