Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,x75
1150,0.0251868,0,0,0,0,0.0331308,0,0,0,0,0,0,0.0215227,0.0463519,0.0155695,0.00746823,0,0,0.0255965,0,0.0613052,0.0134203,0.031883,0.0209703,0.0255638,0.00708523,0.0187003,0.0514137,0.00944254,0.0127901,0.0121291,0.0423836,0.00420141,0.00551903,0.00481678,0.0307004,0.0208087,0.0282763,0.0326139,0.0137771,0.00750467,0.0423216,0.00531432,0.00871679,0.0104779,0,0,0.0291157,0,0.0350076,0.0118639,0.0467538,0.00691552,0.0268141,0.00653219,0.0104453,0.0143207,0.00522598,0.030245,0.00551546,0.00819885,0.00668073,0.0367937,0.00534595,0.00563385,0.0115667,0.0261418,0.0241449,0.0147669,0.0335446,0.0137575,0,0,0,0,0
1151,0.0254749,0,0,0,0,0.033238,0,0,0,0,0,0,0.0202907,0.0463429,0.015426,0.00763178,0,0,0.0261336,0,0.0612802,0.0134829,0.0319074,0.0214321,0.0256926,0.00668941,0.0186264,0.0519882,0.00906862,0.0122813,0.0116782,0.0423688,0.00443259,0.00585141,0.00497072,0.0303117,0.0189946,0.0285389,0.0327647,0.0136642,0.00740549,0.0423037,0.00539291,0.00870294,0.0102671,0,0,0.028794,0,0.0350858,0.01167,0.0467161,0.00717138,0.0268141,0.00654168,0.0106612,0.014461,0.00525792,0.0302342,0.00554129,0.00821596,0.00670083,0.0368957,0.00539054,0.00566669,0.0114902,0.0261826,0.024282,0.0147514,0.0339147,0.0140833,0,0,0,0,0
1152,0.0262424,0,0,0,0,0.0328826,0,0,0,0,0,0,0.0190843,0.0463153,0.0152439,0.00794976,0,0,0.0262019,0,0.0613651,0.0133634,0.0319685,0.021903,0.0257356,0.00644994,0.01864,0.0512612,0.00869171,0.0117247,0.0114038,0.0423771,0.00470201,0.00606389,0.00505536,0.0301294,0.0171255,0.0284594,0.0328259,0.0137258,0.0074361,0.0423839,0.0055202,0.0087186,0.0112726,0,0,0.0289207,0,0.0349319,0.0117793,0.0466735,0.00745767,0.0269587,0.00641136,0.011031,0.0131649,0.00521186,0.0301186,0.00542859,0.00806451,0.0066785,0.036946,0.00545445,0.00567239,0.0111902,0.0257708,0.0245133,0.0148481,0.0334747,0.0147696,0,0,0,0,0
1153,0.0268137,0,0,0,0,0.0330604,0,0,0,0,0,0,0.0181434,0.0462242,0.0150798,0.00840488,0,0,0.0265905,0,0.0614003,0.013521,0.0321296,0.0221812,0.025764,0.00618529,0.0188111,0.0511911,0.00816838,0.0111699,0.011205,0.0424834,0.00480659,0.00623013,0.00515584,0.0300126,0.015657,0.0285484,0.0328096,0.013625,0.00739547,0.042416,0.00563922,0.00884135,0.0117632,0,0,0.0288177,0,0.0349133,0.0118008,0.0465848,0.00776299,0.0271306,0.00632377,0.0115977,0.0124769,0.00514375,0.0300602,0.00529402,0.00800847,0.00671262,0.036999,0.00556043,0.0057243,0.011171,0.0255252,0.0246575,0.0148749,0.0334805,0.0152623,0,0,0,0,0
1154,0.027009,0,0,0,0,0.0335105,0,0,0,0,0,0,0.0174083,0.0462299,0.0148838,0.00878048,0,0,0.0272593,0,0.0613067,0.0137254,0.0323433,0.0223231,0.0258478,0.00586685,0.01889,0.0519899,0.00769193,0.0108217,0.0111395,0.0426368,0.00491533,0.00640809,0.00529267,0.029888,0.0144327,0.0288146,0.0328273,0.0131477,0.00731196,0.0423824,0.00576973,0.00903681,0.0113778,0,0,0.0284068,0,0.0350567,0.0114957,0.0465334,0.00801595,0.0272464,0.00629279,0.0119491,0.0127469,0.00510788,0.0300863,0.00513965,0.00804449,0.00677227,0.0370773,0.00564712,0.00577774,0.0111886,0.0256015,0.0247504,0.0148324,0.0339653,0.0155089,0,0,0,0,0
1155,0.0276172,0,0,0,0,0.0335913,0,0,0,0,0,0,0.0168207,0.0463111,0.0146864,0.00909957,0,0,0.0276423,0,0.0612204,0.0138835,0.0325399,0.0223606,0.0258933,0.00550369,0.0189713,0.0517238,0.00762129,0.0105395,0.0110613,0.0427189,0.00517921,0.00656613,0.00546763,0.0298382,0.0134381,0.0289157,0.0328295,0.0131438,0.00736676,0.042422,0.00586398,0.00924126,0.0118805,0,0,0.0283472,0,0.035029,0.0113989,0.0465291,0.00822929,0.0273904,0.0063585,0.0121787,0.0121083,0.0050936,0.0301584,0.00518539,0.00802049,0.00680801,0.0371526,0.00566938,0.0057945,0.011138,0.0253713,0.0249417,0.0148894,0.0340763,0.0160773,0,0,0,0,0
1156,0.0282066,0,0,0,0,0.0335386,0,0,0,0,0,0,0.0161835,0.0463787,0.0143145,0.00944827,0,0,0.0279687,0,0.0610869,0.014162,0.0326881,0.0222746,0.025939,0.00512385,0.019131,0.0514433,0.00754632,0.0102541,0.0109405,0.0428003,0.00541082,0.00671125,0.00560633,0.0298907,0.0125663,0.028967,0.0328247,0.0131781,0.00746989,0.0424657,0.00591114,0.00947677,0.0124028,0,0,0.0282198,0,0.0349885,0.0112963,0.0465661,0.00838204,0.0275123,0.00653623,0.0124247,0.0115864,0.0051064,0.0302391,0.00541895,0.00799569,0.00688047,0.0371944,0.00566541,0.00580226,0.0111115,0.0252304,0.0250795,0.014913,0.03426,0.0166175,0,0,0,0,0
1157,0.0289625,0,0,0,0,0.0337583,0,0,0,0,0,0,0.015626,0.0463282,0.0137921,0.00981217,0,0,0.0278894,0,0.0612274,0.0141694,0.0327104,0.0220216,0.025928,0.00469237,0.0194539,0.0503939,0.00724937,0.00984672,0.0107094,0.0428308,0.0054476,0.00680052,0.00564635,0.0299545,0.0119215,0.0288576,0.0329575,0.0131728,0.00763484,0.0425761,0.00595971,0.00973854,0.0136148,0,0,0.0282351,0,0.0348237,0.0113624,0.0466482,0.00841624,0.0276295,0.00675519,0.012824,0.0102478,0.00518989,0.0302676,0.00559647,0.00797693,0.00699844,0.0372091,0.0057057,0.00587046,0.0111139,0.0246994,0.0253192,0.0151048,0.0340405,0.0172699,0,0,0,0,0
1158,0.0294577,0,0,0,0,0.0339839,0,0,0,0,0,0,0.0148689,0.0462497,0.0132407,0.00996331,0,0,0.0280305,0,0.0612545,0.0144389,0.0327213,0.0218544,0.0259575,0.00427545,0.019437,0.0502818,0.00686744,0.00949338,0.0103642,0.0428085,0.00552977,0.00686063,0.00572589,0.0300204,0.0112091,0.0288813,0.0330485,0.0130108,0.00775053,0.0425887,0.00602746,0.009773,0.0141115,0,0,0.0278857,0,0.0347808,0.0112443,0.0465935,0.00846226,0.0277122,0.00693738,0.0128879,0.00971648,0.00529428,0.0302149,0.00563836,0.00804141,0.00715439,0.0372113,0.00581678,0.0060185,0.0111073,0.0243506,0.0255113,0.0151567,0.03416,0.0178012,0,0,0,0,0
1159,0.0300157,0,0,0,0,0.0341248,0,0,0,0,0,0,0.0141301,0.0461184,0.0128118,0.0100685,0,0,0.0283281,0,0.0612522,0.0145875,0.032715,0.0216972,0.0260403,0.00399427,0.0194569,0.050361,0.00661311,0.00914981,0.00966195,0.0426931,0.0057442,0.00695597,0.00587307,0.0300749,0.0105144,0.0289909,0.033082,0.0128161,0.0078428,0.0426016,0.00606593,0.00982599,0.0146301,0,0,0.0275985,0,0.0347293,0.0111395,0.0465025,0.0086621,0.0277693,0.00707603,0.0130052,0.00923793,0.00530502,0.0302138,0.00559264,0.00811908,0.00725894,0.0372759,0.00587818,0.00612797,0.0111116,0.0240239,0.0257471,0.0152208,0.0342897,0.0183487,0,0,0,0,0
1160,0.0305664,0,0,0,0,0.0343973,0,0,0,0,0,0,0.0136504,0.0460239,0.0126097,0.0101619,0,0,0.0286746,0,0.0611865,0.0148551,0.0326751,0.0212817,0.026128,0.00379612,0.0195621,0.0504009,0.00650368,0.00877327,0.00873287,0.0425128,0.0059257,0.00698922,0.00600419,0.0301285,0.00983187,0.0292487,0.0330633,0.0126679,0.00797442,0.0426339,0.00613671,0.00992139,0.0151701,0,0,0.0273865,0,0.0347097,0.0110613,0.0464364,0.00883533,0.027801,0.00717302,0.013185,0.00871172,0.00522713,0.030267,0.00545278,0.00809416,0.00734014,0.0373431,0.00591816,0.00619075,0.0111889,0.023676,0.0260348,0.0152909,0.034425,0.0188817,0,0,0,0,0
1161,0.0311751,0,0,0,0,0.0342893,0,0,0,0,0,0,0.0135143,0.0459468,0.012461,0.0101473,0,0,0.0289485,0,0.0611715,0.0152111,0.0326301,0.0206342,0.0262208,0.00360899,0.019641,0.0505137,0.00670376,0.00845972,0.00815597,0.0423009,0.0058558,0.00691731,0.00604375,0.0301551,0.00901696,0.029423,0.0330426,0.0125388,0.00813429,0.0426604,0.00616304,0.00990146,0.0157497,0,0,0.0273676,0,0.0346882,0.0110277,0.0463947,0.00888873,0.027833,0.00721828,0.0133343,0.00822984,0.00510807,0.0303397,0.00519083,0.007914,0.00737454,0.0374398,0.00596109,0.00618363,0.0113739,0.0234316,0.0263037,0.0154055,0.0346719,0.0194364,0,0,0,0,0
1162,0.0316763,0,0,0,0,0.0345546,0,0,0,0,0,0,0.0137183,0.0459091,0.0122779,0.0101353,0,0,0.0295747,0,0.0609983,0.015584,0.0326684,0.0203384,0.026278,0.00348735,0.0197825,0.0511228,0.00680493,0.00818539,0.00790941,0.042066,0.00585442,0.00681206,0.00610536,0.0301407,0.00750305,0.0297915,0.0330038,0.0123294,0.00818021,0.0426291,0.00621591,0.00984461,0.0159111,0,0,0.0270896,0,0.0347615,0.0109256,0.046347,0.00899137,0.0278524,0.00729021,0.0135633,0.00805755,0.0050991,0.0303968,0.00514297,0.00777564,0.00737046,0.0375883,0.00595804,0.00614976,0.0116758,0.0232495,0.0265059,0.0154777,0.0351848,0.0198899,0,0,0,0,0
1163,0.0322116,0,0,0,0,0.0345781,0,0,0,0,0,0,0.0126759,0.0458389,0.0117064,0.0101064,0,0,0.0299732,0,0.0611037,0.0159008,0.032781,0.0202954,0.026354,0.00316339,0.0198908,0.0512643,0.0066141,0.00764212,0.00779511,0.0418611,0.0058028,0.00673578,0.00608211,0.030191,0.00657937,0.0300456,0.033082,0.0123665,0.00812873,0.0426118,0.00629048,0.00972092,0.0164173,0,0,0.0269197,0,0.0347437,0.010935,0.0463256,0.0091516,0.0279162,0.00743863,0.0137083,0.00757944,0.00515387,0.0304253,0.00522833,0.00781195,0.00746153,0.0376217,0.00603566,0.0062306,0.0116005,0.0228405,0.0267171,0.015581,0.0354542,0.020345,0,0,0,0,0
1164,0.0330249,0,0,0,0,0.0344567,0,0,0,0,0,0,0.011576,0.0457697,0.0109575,0.0100711,0,0,0.0298312,0,0.0613136,0.0159873,0.0328657,0.0200197,0.0264496,0.00258629,0.0198314,0.0504173,0.00626021,0.006853,0.00761231,0.0416491,0.00563139,0.00657571,0.00597207,0.030319,0.00593061,0.0299641,0.0330455,0.0125683,0.00821335,0.0426651,0.00631993,0.00950792,0.0178662,0,0,0.0273043,0,0.0345557,0.0112073,0.0462846,0.00930306,0.0280928,0.00751574,0.0136934,0.00649489,0.00512819,0.0304634,0.00517673,0.00779871,0.00755599,0.0376669,0.00609361,0.00633659,0.0116456,0.0222015,0.0270692,0.0158344,0.0350573,0.0209533,0,0,0,0,0
1165,0.0332289,0,0,0,0,0.0349238,0,0,0,0,0,0,0.0109762,0.0457219,0.0103657,0.0102278,0,0,0.0309088,0,0.0611406,0.0164158,0.0329855,0.0197734,0.0264499,0.0020771,0.0200417,0.0515895,0.00585446,0.00636313,0.00738901,0.0414795,0.00549873,0.00631761,0.00592634,0.0304245,0.00518044,0.03055,0.0330914,0.0118392,0.00835573,0.0425667,0.00632423,0.00951204,0.0174181,0,0,0.0268558,0,0.034756,0.0110216,0.046142,0.00940273,0.0281896,0.00763703,0.0139382,0.00686299,0.00509635,0.0305016,0.00510895,0.00762237,0.00769812,0.0377609,0.00616749,0.00648084,0.0117743,0.022237,0.0270801,0.0157474,0.0355714,0.0211803,0,0,0,0,0
1166,0.0336243,0,0,0,0,0.0350585,0,0,0,0,0,0,0.0103829,0.0456586,0.00981543,0.0102134,0,0,0.0313292,0,0.0610631,0.0166837,0.033074,0.0196724,0.0264943,0.00223134,0.0200675,0.0516062,0.00551839,0.00614981,0.00728765,0.0415021,0.00538022,0.00608067,0.00582497,0.0305263,0.00456198,0.0308225,0.0330448,0.0113465,0.00844586,0.0425152,0.00630769,0.00939832,0.017851,0,0,0.0267667,0,0.034754,0.0110718,0.046085,0.00952594,0.0283445,0.00773073,0.0141079,0.00653167,0.00508433,0.030549,0.00505479,0.00768118,0.00787199,0.0377793,0.00625025,0.00669191,0.0119659,0.0220075,0.027135,0.0158164,0.0356223,0.0215015,0,0,0,0,0
1167,0.0354628,0,0,0,0,0.0351979,0,0,0,0,0,0,0.0105052,0.045528,0.00933666,0.0108994,0,0,0.0300159,0,0.0614804,0.0166008,0.0330511,0.0196453,0.0262901,0.00260417,0.0208048,0.0469434,0.00532324,0.00601424,0.00716474,0.0414792,0.00528771,0.00590784,0.00565862,0.0307098,0.0030442,0.0299244,0.0326833,0.0121254,0.00622635,0.0427698,0.00613585,0.00984372,0.0225534,0,0,0.0288932,0,0.0339389,0.0122222,0.0460065,0.0103215,0.0286256,0.00916911,0.0149354,0.00677818,0.00541172,0.0302855,0.00585341,0.00837485,0.00844148,0.0378429,0.00613767,0.00697684,0.0162938,0.0207501,0.0276734,0.0164998,0.0347232,0.0224674,0,0,0,0,0
1168,0.035424,0,0,0,0,0.0351183,0,0,0,0,0,0,0.00916108,0.0454032,0.00892194,0.0102393,0,0,0.0313764,0,0.0611807,0.0171046,0.0332265,0.0198256,0.0266797,0.00196604,0.0198872,0.0491665,0.00524387,0.00583407,0.0070973,0.0417706,0.00516011,0.00585729,0.00546416,0.0307505,0.00301576,0.0309203,0.0327878,0.0116228,0.00829158,0.0425933,0.00621066,0.00919682,0.0212746,0,0,0.0274697,0,0.0343691,0.0117034,0.0460431,0.00975578,0.0287746,0.00812506,0.0145433,0.005543,0.00499684,0.0307182,0.00490165,0.0075551,0.00814189,0.0377491,0.00642357,0.00709229,0.012852,0.020713,0.0275841,0.0162305,0.0349495,0.0227325,0,0,0,0,0
1169,0.0354202,0,0,0,0,0.0350762,0,0,0,0,0,0,0.0086024,0.04533,0.00866369,0.0104878,0,0,0.0320484,0,0.0610631,0.0174924,0.0333697,0.0200785,0.0267268,0.00154388,0.0199745,0.0496539,0.00495165,0.00556179,0.00690704,0.0418821,0.00504483,0.00587589,0.00537236,0.0308431,0.00254723,0.0314647,0.0327354,0.0116693,0.00868733,0.0425295,0.00618332,0.00925678,0.0209372,0,0,0.0270298,0,0.0346364,0.0115935,0.0460343,0.00980308,0.028931,0.00823725,0.0149788,0.00533438,0.00489133,0.0309129,0.00458107,0.00747545,0.00818625,0.0377363,0.00648575,0.00728609,0.012942,0.0206144,0.0275724,0.0161342,0.0352481,0.0227972,0,0,0,0,0
1170,0.0354765,0,0,0,0,0.0352845,0,0,0,0,0,0,0.00812631,0.0453262,0.00844172,0.0109157,0,0,0.0326224,0,0.0609333,0.0178214,0.0334171,0.020303,0.026731,0.00140606,0.0202216,0.0495046,0.00453125,0.00521692,0.00671864,0.0419132,0.00500072,0.005883,0.00533615,0.0310225,0.00215374,0.0318566,0.0326299,0.011336,0.0088597,0.0424576,0.00608938,0.00947375,0.0209832,0,0,0.0266972,0,0.0348114,0.0115616,0.0460377,0.0098428,0.0290833,0.00829631,0.015533,0.00522208,0.00475858,0.031071,0.00430757,0.00732845,0.00828088,0.0377256,0.00651276,0.00744711,0.0132209,0.02027,0.0274884,0.0160798,0.0353265,0.0228761,0,0,0,0,0
1171,0.0350341,0,0,0,0,0.0352145,0,0,0,0,0,0,0.00775826,0.0453451,0.00827478,0.0114996,0,0,0.0325728,0,0.060882,0.0179969,0.0333405,0.0203777,0.0266236,0.00154749,0.0206238,0.0481292,0.00419657,0.00493443,0.00659426,0.0418844,0.00502658,0.00581777,0.00533203,0.0311176,0.00199452,0.0316796,0.0324303,0.0112308,0.00918236,0.0423322,0.00592995,0.00980758,0.0210402,0,0,0.026213,0,0.0349602,0.0115582,0.0460405,0.00989017,0.0292473,0.0083793,0.0162063,0.00514796,0.00463563,0.0311678,0.00428133,0.00707091,0.00838611,0.0376706,0.00654074,0.00757267,0.0135608,0.0196816,0.027433,0.0160289,0.0348131,0.0225116,0,0,0,0,0
1172,0.0348182,0,0,0,0,0.0347155,0,0,0,0,0,0,0.0073481,0.0452839,0.00817772,0.0120887,0,0,0.032332,0,0.0608205,0.0181448,0.0333072,0.0204005,0.0265366,0.00185683,0.0209935,0.0461613,0.00402498,0.00487968,0.00660303,0.041726,0.0050934,0.00576875,0.00539397,0.0310605,0.00216157,0.0314516,0.0322175,0.011144,0.00936329,0.0422623,0.00570086,0.0101394,0.0216177,0,0,0.0258482,0,0.0350446,0.0116465,0.0460852,0.0099343,0.0294465,0.00850076,0.0168826,0.00567107,0.00453847,0.0312612,0.00419029,0.00699141,0.00844575,0.037564,0.00653335,0.00768255,0.0139233,0.0189298,0.0273818,0.0160313,0.034256,0.0222346,0,0,0,0,0
1173,0.0346909,0,0,0,0,0.0344804,0,0,0,0,0,0,0.00695816,0.0451586,0.00812378,0.0125582,0,0,0.0317854,0,0.0609057,0.0181229,0.0332526,0.0202688,0.0264074,0.00205928,0.0215226,0.0427416,0.00383988,0.00480901,0.00664996,0.0415819,0.00512774,0.00571371,0.00546384,0.0309083,0.00256819,0.0308697,0.0320487,0.0110483,0.00949152,0.0422527,0.00544285,0.0105685,0.0230304,0,0,0.0258423,0,0.0349754,0.01184,0.0461531,0.00993436,0.0297145,0.00869296,0.0177158,0.00775567,0.0043738,0.0313679,0.00401754,0.0069158,0.00850715,0.0374284,0.00651217,0.00778856,0.0143651,0.0177358,0.0274589,0.0161331,0.033707,0.0218691,0,0,0,0,0
1174,0.0363379,0,0,0,0,0.0381276,0,0,0,0,0,0,0.00635831,0.0446344,0.00787989,0.0122738,0,0,0.0299848,0,0.0611656,0.0181053,0.0329774,0.0197795,0.0267465,0.00207457,0.0205367,0.0312549,0.0034393,0.0045361,0.00654283,0.0413582,0.00489933,0.00546071,0.00529723,0.0308149,0.00323892,0.0281983,0.0314767,0.0116817,0.00952941,0.0427704,0.0052194,0.0101434,0.0323045,0,0,0.0300015,0,0.033516,0.0139067,0.0463439,0.00986656,0.0301353,0.00860152,0.0173312,0.021394,0.00415703,0.0315595,0.00375569,0.00658929,0.00841163,0.0372473,0.0064202,0.00782741,0.0144235,0.0154136,0.028841,0.0174563,0.036418,0.0226484,0,0,0,0,0
1175,0.0338623,0,0,0,0,0.0371628,0,0,0,0,0,0,0.00631942,0.0444008,0.00783843,0.0120769,0,0,0.0274436,0,0.0596697,0.0170599,0.0330478,0.0193782,0.0269836,0.00229764,0.0201642,0.0268141,0.00326971,0.00450521,0.00680393,0.0413689,0.0050149,0.00550083,0.00542754,0.0306726,0.0036066,0.0256088,0.0315199,0.0106802,0.00964494,0.042709,0.00508824,0.0101012,0.0314588,0,0,0.0292078,0,0.0337553,0.013756,0.0463539,0.00988854,0.0300301,0.00851298,0.0172445,0.021882,0.00411381,0.0318316,0.00358216,0.00638421,0.00847089,0.0371502,0.00640403,0.00801595,0.0147564,0.0146668,0.0289969,0.0174495,0.0356766,0.0208842,0,0,0,0,0
1176,0.0214376,0,0,0,0,0.0258755,0,0,0,0,0,0,0.00598889,0.0427402,0.00721871,0.0118458,0,0,0.0140289,0,0.057242,0.00557431,0.0329,0.0185875,0.0274527,0.00224129,0.0179342,0.0103631,0.00292141,0.00398725,0.00647242,0.0409695,0.00478318,0.00495834,0.00513979,0.0307067,0.00520885,0.0129976,0.0251685,0.00325546,0.00978557,0.0416592,0.00544107,0.0100528,0.0242385,0,0,0.0310643,0,0.0341962,0.0130781,0.0460482,0.0102628,0.0295375,0.00873558,0.0153728,0.0133564,0.00457865,0.0314822,0.00395747,0.00690003,0.00903398,0.0377045,0.00680392,0.00849556,0.0149843,0.0204943,0.0280039,0.0162861,0.0261704,0.0137222,0,0,0,0,0
1177,0.0311041,0,0,0,0,0.0399039,0,0,0,0,0,0,0.00605848,0.0444777,0.00819544,0.0112089,0,0,0.0282783,0,0.0600101,0.0175113,0.0340757,0.0186367,0.0273474,0.00332636,0.0211775,0.0209088,0.00320926,0.00506915,0.00776857,0.0422856,0.00582895,0.00629701,0.006101,0.0301974,0.00424231,0.0252124,0.0311882,0.0114183,0.0156318,0.0425674,0.0123947,0.00703457,0.0334667,0,0,0.0304978,0,0.0335251,0.0143823,0.0447579,0.0138977,0.0335262,0.0201188,0.0207267,0.0271584,0.0164324,0,0.018563,0.0175043,0.0134249,0.0296272,0.00572005,0.0135325,0.0141368,0.0145442,0.0294452,0.0176627,0.0391569,0.0188538,0,0,0,0,0
1178,0.0195461,0,0,0,0,0.0293936,0,0,0,0,0,0,0.00572894,0.0428874,0.00754432,0.0103444,0,0,0.0114476,0,0.057686,0.0042584,0.0338171,0.0179698,0.0282302,0.00299124,0.0176633,0.00768426,0.00264593,0.00422746,0.00715571,0.0417944,0.00535428,0.00576768,0.00577055,0.0302244,0.00606036,0.0115682,0.0247702,0.00289346,0.0159932,0.0417071,0.0125508,0.00664358,0.0296862,0,0,0.0335432,0,0.0334846,0.0144651,0.0442744,0.0143623,0.0327106,0.019638,0.0175094,0.019969,0.0165112,0,0.0185872,0.0174474,0.0137459,0.0303663,0.00635531,0.0140268,0.01447,0.020178,0.0287412,0.0168152,0.0306923,0.0149839,0,0,0,0,0
1179,0.0186633,0,0,0,0,0.0279039,0,0,0,0,0,0,0.00578887,0.0429387,0.00750833,0.0107645,0,0,0.0112592,0,0.0574632,0.00441984,0.0337562,0.0176537,0.028182,0.00312301,0.0184385,0.00730695,0.00241414,0.00410336,0.00712246,0.0416877,0.00545556,0.00591903,0.0058406,0.0302319,0.00625743,0.0114552,0.0246048,0.00290136,0.0153001,0.0414899,0.0122902,0.00700839,0.0275385,0,0,0.0318636,0,0.0340523,0.0136982,0.0442604,0.0143359,0.032743,0.0194433,0.0182207,0.0178755,0.0166576,0,0.0186335,0.0174379,0.0136054,0.0303565,0.00634517,0.0138666,0.0139899,0.0197765,0.0284486,0.0164308,0.0293753,0.0140496,0,0,0,0,0
1180,0.0188564,0,0,0,0,0.0306165,0,0,0,0,0,0,0.00550702,0.0428428,0.00737673,0.010799,0,0,0.010114,0,0.0577553,0.00404879,0.0335309,0.0173237,0.0282979,0.00310595,0.0184035,0.01029,0.00214671,0.00393154,0.00693548,0.0415087,0.00542735,0.00587858,0.00577682,0.0303206,0.00644175,0.0106317,0.0242867,0.00315058,0.0157403,0.0415293,0.0124581,0.00704652,0.0305617,0,0,0.0333543,0,0.033591,0.0144532,0.0443006,0.0142258,0.0328513,0.0197238,0.0182368,0.0217633,0.0168336,0,0.018899,0.0176742,0.013754,0.0302669,0.00640038,0.0139866,0.0137492,0.0197253,0.0288025,0.0167954,0.0326041,0.01512,0,0,0,0,0
1181,0.0187413,0,0,0,0,0.0297037,0,0,0,0,0,0,0.00564309,0.0428663,0.00739865,0.0109681,0,0,0.0103331,0,0.0576338,0.00427044,0.0334455,0.0171949,0.0281767,0.00318636,0.0187653,0.00940125,0.00207395,0.00395496,0.0068518,0.0414454,0.00551935,0.00591151,0.00586918,0.0303522,0.00630786,0.010662,0.0241266,0.00346892,0.0152748,0.0413883,0.0123433,0.00734386,0.0290669,0,0,0.0320087,0,0.033992,0.0139247,0.0443105,0.0142352,0.0328295,0.0197615,0.0185749,0.0203005,0.0169778,0,0.0189282,0.0178026,0.0136831,0.0302682,0.00641046,0.0138952,0.0134054,0.0192868,0.0285763,0.016466,0.0316484,0.0146151,0,0,0,0,0
1182,0.0189381,0,0,0,0,0.0307587,0,0,0,0,0,0,0.00555529,0.0428651,0.00737349,0.0110769,0,0,0.0101638,0,0.0577307,0.00452604,0.033335,0.017043,0.0281399,0.00331062,0.0188649,0.0103942,0.00211469,0.0039847,0.00674895,0.0413505,0.00554895,0.00592454,0.00588056,0.0304249,0.00620957,0.010437,0.0239145,0.00361588,0.0152022,0.0413511,0.0123489,0.00760004,0.0297976,0,0,0.0320334,0,0.0339695,0.0140867,0.0443791,0.0141569,0.0328196,0.0200749,0.0187479,0.0213064,0.0170507,0,0.0190507,0.0180331,0.013669,0.0302907,0.00640666,0.0138656,0.0131045,0.0190083,0.0287403,0.0164866,0.0326862,0.0149403,0,0,0,0,0
1183,0.019262,0,0,0,0,0.0318991,0,0,0,0,0,0,0.00552443,0.0428155,0.0073281,0.0112817,0,0,0.0101319,0,0.0577903,0.00481891,0.0332551,0.0168738,0.0281205,0.00339052,0.0190331,0.011192,0.00219141,0.00409569,0.00668525,0.0413082,0.00556062,0.00600523,0.00589821,0.0304843,0.00620897,0.0103521,0.0237112,0.00383687,0.0150521,0.0412916,0.0123041,0.0079686,0.0303994,0,0,0.031977,0,0.0339809,0.0142158,0.0444337,0.0140949,0.0327987,0.0203428,0.0189359,0.0221386,0.0171177,0,0.0192562,0.0180949,0.0136778,0.0302851,0.0063844,0.0138513,0.0128321,0.0187059,0.0288369,0.016467,0.0336107,0.0152232,0,0,0,0,0
1184,0.019844,0,0,0,0,0.0327926,0,0,0,0,0,0,0.00546915,0.0427512,0.00729766,0.0114862,0,0,0.0103149,0,0.0578303,0.00508906,0.0332071,0.0167354,0.0280703,0.00339387,0.0191442,0.0115343,0.00221267,0.00419687,0.00664995,0.0413273,0.00558943,0.00607641,0.00594115,0.030551,0.00623334,0.0102421,0.0234576,0.00412791,0.0148853,0.0412659,0.0121947,0.00813102,0.03106,0,0,0.0321015,0,0.033977,0.01418,0.0444596,0.0140263,0.0327465,0.0205341,0.0190356,0.0230536,0.017293,0,0.019474,0.0182007,0.0137699,0.0302175,0.00641043,0.0139131,0.0126382,0.0185327,0.0288751,0.0164286,0.0344936,0.0156005,0,0,0,0,0
1185,0.0206176,0,0,0,0,0.0333879,0,0,0,0,0,0,0.00542492,0.0426729,0.00729465,0.0116542,0,0,0.0108123,0,0.0578124,0.00547361,0.0331327,0.0166655,0.0279574,0.00348923,0.0192096,0.0114643,0.00211074,0.00420127,0.00665545,0.0413366,0.00564725,0.00612168,0.00601322,0.0305719,0.0064208,0.0101966,0.0231957,0.00446083,0.0149264,0.0412208,0.0121794,0.00792921,0.0316633,0,0,0.0323193,0,0.0339589,0.0141864,0.0444751,0.0140957,0.0326073,0.0206249,0.0190846,0.0239048,0.0174159,0,0.0194648,0.0183052,0.0138066,0.0301017,0.00640937,0.0139392,0.0127871,0.018413,0.0290908,0.0164478,0.0352492,0.0160312,0,0,0,0,0
