Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,
9,0.0407154,0,0,0,0,0.0367107,0,0,0,0,0,0,0.0436374,0.0353674,0.0447507,0.0178595,0,0,0.0595323,0,0.0496669,0.0375732,0.0359758,0.0528521,0.0207127,0.0157412,0.0111364,0.00891177,0.0087668,0.0147638,0.0117099,0.0377388,0.0143035,0.0201445,0.0238308,0.0228969,0.0516846,0.0415299,0.0284603,0.0308161,0.00662549,0.0450891,0.0148265,0.0151192,0.0446099,0,0,0.0568226,0,0.0488767,0.0426836,0.0408361,0.0195011,0.0269621,0.0122767,0.010701,0.0540598,0.0169942,0.0223837,0.0156389,0.020154,0.0105628,0.0336942,0.00947933,0.0134196,0.0161688,0.0521798,0.0223977,0.0240713,0.0326838,0.0387193,0,0,0,0
10,0.0403962,0,0,0,0,0.0366806,0,0,0,0,0,0,0.0430719,0.0353697,0.0440259,0.0179341,0,0,0.0596096,0,0.0497396,0.0375999,0.035982,0.0525577,0.0205231,0.0158854,0.0109551,0.00902971,0.00890768,0.0149942,0.0114916,0.0380509,0.0138795,0.0193849,0.0234119,0.0224851,0.0512736,0.0414103,0.0285568,0.0308106,0.00666166,0.0451436,0.0146613,0.0152267,0.0442914,0,0,0.0568711,0,0.0488486,0.0425003,0.0407579,0.0192125,0.0270535,0.0124011,0.0108159,0.0540367,0.0168879,0.0223814,0.01568,0.0202249,0.0106229,0.0340231,0.00950116,0.0133706,0.0162759,0.0522317,0.0223422,0.0239724,0.0326882,0.0384492,0,0,0,0
11,0.0400674,0,0,0,0,0.0365496,0,0,0,0,0,0,0.042643,0.0353979,0.0437073,0.0180756,0,0,0.0597556,0,0.0497935,0.0376913,0.0360716,0.052175,0.0204182,0.0161141,0.0109479,0.00909685,0.00899609,0.0151499,0.0113641,0.0382977,0.0134867,0.0186266,0.0228726,0.0220842,0.0508895,0.0413242,0.0286323,0.0308528,0.00673671,0.0451844,0.0145241,0.0154688,0.0439898,0,0,0.0568824,0,0.0488148,0.0423274,0.0406181,0.0188671,0.0271205,0.0125527,0.0108083,0.0539438,0.0169378,0.0223403,0.0157181,0.0202938,0.0106578,0.0343307,0.00954244,0.0133315,0.0163096,0.0521687,0.0223136,0.0238807,0.0326518,0.0382053,0,0,0,0
12,0.0397897,0,0,0,0,0.0361982,0,0,0,0,0,0,0.0423003,0.0353985,0.0434221,0.0181524,0,0,0.0597928,0,0.0498239,0.0376855,0.0361724,0.0520039,0.0202348,0.0163603,0.0109663,0.00914794,0.00888195,0.0151204,0.011319,0.0384402,0.0130509,0.0179189,0.0224748,0.0217137,0.0505144,0.0412163,0.0286837,0.0310666,0.00691207,0.0452346,0.0144281,0.0156713,0.0436677,0,0,0.0568638,0,0.0487931,0.0422345,0.0404739,0.0185458,0.027135,0.0127279,0.0107428,0.0538357,0.0170649,0.0223008,0.015749,0.020352,0.010717,0.03462,0.00958082,0.0133125,0.0162938,0.0520398,0.0222149,0.0237944,0.0324856,0.0379793,0,0,0,0
13,0.0394852,0,0,0,0,0.0357456,0,0,0,0,0,0,0.0419337,0.0353828,0.04313,0.0181356,0,0,0.0597752,0,0.0498792,0.0376084,0.0362435,0.0519068,0.020051,0.0165294,0.0109912,0.00920602,0.00875235,0.0149374,0.0113044,0.0384796,0.0126037,0.0172178,0.0221999,0.0213445,0.0501161,0.0411096,0.0287496,0.0311807,0.00708285,0.0452849,0.0143596,0.015783,0.0432956,0,0,0.0567819,0,0.0487817,0.0421566,0.0403484,0.0182605,0.0271634,0.0128908,0.0106589,0.0537055,0.0171804,0.0222465,0.015817,0.0204939,0.0108106,0.0348917,0.00962577,0.0133257,0.0161616,0.0518902,0.0221121,0.0236683,0.0323176,0.037732,0,0,0,0
14,0.0390309,0,0,0,0,0.0355676,0,0,0,0,0,0,0.0414208,0.0354046,0.0427088,0.0181019,0,0,0.059778,0,0.0499582,0.0376041,0.0362971,0.0517203,0.0199518,0.0166016,0.0109886,0.00917304,0.00866526,0.0146034,0.0112407,0.0385047,0.0122866,0.0165587,0.0219476,0.0209586,0.0496267,0.0410046,0.0288297,0.0311439,0.00711813,0.0453299,0.0142288,0.015904,0.0428319,0,0,0.0567105,0,0.0487617,0.0420179,0.0402117,0.0178491,0.0272237,0.0129222,0.0106908,0.0535142,0.0172725,0.0222474,0.0158778,0.0206194,0.0108384,0.0352505,0.00962675,0.0132304,0.0165163,0.0517012,0.0219882,0.0234672,0.0323595,0.037351,0,0,0,0
15,0.0386455,0,0,0,0,0.0352882,0,0,0,0,0,0,0.0408545,0.0354523,0.0418889,0.0180404,0,0,0.0597424,0,0.0500175,0.037635,0.0363979,0.0516976,0.019817,0.0166477,0.0110494,0.00912886,0.00859211,0.0142014,0.0110233,0.0385872,0.0121325,0.0160968,0.0217384,0.020586,0.0491216,0.0408783,0.0289054,0.0309369,0.00732615,0.0453668,0.0141936,0.0159189,0.0423736,0,0,0.0566579,0,0.0487437,0.0418689,0.0401042,0.0175977,0.0272701,0.0130186,0.0106979,0.053339,0.0173933,0.0222546,0.015868,0.0207225,0.0108469,0.0356381,0.00968678,0.0131488,0.0167537,0.051534,0.0219114,0.0233421,0.0321794,0.0369677,0,0,0,0
16,0.0383311,0,0,0,0,0.0347698,0,0,0,0,0,0,0.0402443,0.0354873,0.041085,0.0179183,0,0,0.0596364,0,0.0500508,0.0377026,0.0364477,0.0520164,0.0196956,0.0167081,0.0111802,0.00906032,0.00848871,0.0137725,0.0106649,0.038751,0.0120532,0.0157816,0.0215373,0.020242,0.0485064,0.0407417,0.0289889,0.0308234,0.00750128,0.045391,0.0142627,0.0158435,0.0418564,0,0,0.0565476,0,0.0487133,0.0417681,0.0400182,0.017512,0.0273262,0.0132049,0.0106203,0.0531175,0.0175793,0.0222247,0.0159537,0.0208694,0.0110203,0.0359355,0.00990794,0.0132648,0.0167551,0.0513649,0.02187,0.0232633,0.0318405,0.0365946,0,0,0,0
17,0.0379064,0,0,0,0,0.0343796,0,0,0,0,0,0,0.0395363,0.0355213,0.0401086,0.0178266,0,0,0.0594717,0,0.0500346,0.0376859,0.0364784,0.0523192,0.0197375,0.0167551,0.0113875,0.0089895,0.00840178,0.0132842,0.0102632,0.0389724,0.0121089,0.0155519,0.0213906,0.0198911,0.0476678,0.0406052,0.0290635,0.0307844,0.0075939,0.0453971,0.0142803,0.0159666,0.0412966,0,0,0.0563547,0,0.0486458,0.0416599,0.0398597,0.0174474,0.0274299,0.0134969,0.0104889,0.0528097,0.0177809,0.022194,0.0161156,0.0211866,0.0111712,0.0362042,0.0100676,0.0133843,0.0167464,0.0511102,0.0218305,0.0231709,0.0314187,0.0361786,0,0,0,0
18,0.0373903,0,0,0,0,0.0340772,0,0,0,0,0,0,0.0387215,0.0355592,0.0389217,0.0174837,0,0,0.0592832,0,0.0500026,0.0375655,0.0364701,0.0524788,0.0197456,0.0166761,0.0115278,0.00890964,0.00832509,0.0127213,0.0098612,0.0391836,0.012316,0.0153527,0.0215207,0.0195441,0.0466239,0.0404433,0.0291492,0.0307496,0.00770014,0.0454114,0.0142446,0.0159861,0.0407348,0,0,0.056087,0,0.0485936,0.0415108,0.0397192,0.0173148,0.0275338,0.0137944,0.0103593,0.0524238,0.017918,0.0221447,0.0162023,0.0213317,0.0112474,0.0364772,0.0101659,0.013384,0.0168624,0.050761,0.0217873,0.0230298,0.031061,0.0357206,0,0,0,0
19,0.0368339,0,0,0,0,0.0335789,0,0,0,0,0,0,0.037886,0.0356275,0.0382479,0.0172805,0,0,0.0591139,0,0.0500219,0.0374217,0.0364229,0.0519061,0.0197197,0.0164658,0.0115739,0.00887312,0.00817609,0.0121851,0.00946569,0.0393537,0.0125376,0.0152,0.0218882,0.0192194,0.0455093,0.040298,0.0292819,0.0307032,0.0079033,0.0454461,0.0142945,0.0158916,0.040139,0,0,0.0558856,0,0.0485793,0.0413282,0.039623,0.0172224,0.0276286,0.0139866,0.0102357,0.0520378,0.018061,0.0221069,0.0163121,0.0213274,0.0113272,0.0367989,0.0102742,0.0133384,0.0169647,0.0504345,0.0216358,0.0229263,0.0307252,0.035221,0,0,0,0
20,0.0363241,0,0,0,0,0.0329692,0,0,0,0,0,0,0.0371393,0.0357396,0.0379124,0.0173553,0,0,0.0589464,0,0.0500122,0.0373995,0.0364463,0.0511451,0.0198236,0.0160803,0.0116113,0.00888023,0.00800754,0.0117976,0.00913735,0.0395036,0.0127779,0.015199,0.0219168,0.0189284,0.0442223,0.0401574,0.0294076,0.0305885,0.00798941,0.0454604,0.0143752,0.0158591,0.0395254,0,0,0.0557715,0,0.0485492,0.0410982,0.0394566,0.0172464,0.0277114,0.0142473,0.0100693,0.0516816,0.0182124,0.0220784,0.0163958,0.0213737,0.0114727,0.037146,0.0104338,0.0133799,0.0169485,0.0501311,0.0214611,0.0228968,0.0302744,0.0347608,0,0,0,0
21,0.0358589,0,0,0,0,0.0325525,0,0,0,0,0,0,0.0366156,0.0358865,0.0374585,0.017474,0,0,0.0586633,0,0.0499744,0.0373983,0.0365252,0.0505348,0.0199714,0.0157385,0.0116456,0.00874741,0.00790247,0.0116062,0.00890434,0.0396186,0.0129697,0.0152216,0.0219137,0.0186791,0.0428861,0.0400047,0.0295141,0.0302733,0.0078912,0.0454566,0.0144199,0.0158521,0.0388728,0,0,0.0555746,0,0.0484966,0.0408328,0.03931,0.017299,0.0278009,0.0145513,0.00982453,0.0512368,0.0183209,0.0220757,0.0164615,0.0214918,0.0116071,0.0373554,0.0105635,0.0134623,0.0169503,0.0497199,0.0213756,0.0228397,0.0297136,0.0342914,0,0,0,0
22,0.0353415,0,0,0,0,0.0319164,0,0,0,0,0,0,0.0361724,0.0359413,0.0368923,0.0175554,0,0,0.0582798,0,0.049925,0.0372994,0.0366094,0.0503051,0.0200907,0.0153506,0.0116815,0.00858669,0.00779992,0.0115319,0.00872616,0.0397528,0.0131319,0.0152487,0.0216781,0.0184618,0.0416446,0.0398455,0.0296068,0.0301241,0.00764675,0.0454629,0.0144442,0.0158363,0.0381349,0,0,0.0552718,0,0.0484606,0.0405981,0.0392006,0.0173908,0.0278792,0.0147621,0.00949793,0.0506646,0.018425,0.0220655,0.0164823,0.0216359,0.0117407,0.0374928,0.0106969,0.013565,0.0169606,0.0492045,0.0213431,0.0227374,0.0292284,0.0337661,0,0,0,0
23,0.0347264,0,0,0,0,0.0311012,0,0,0,0,0,0,0.0358638,0.0359072,0.0364879,0.0176261,0,0,0.0579025,0,0.0498508,0.0371289,0.0366794,0.0501562,0.0202282,0.0148521,0.0116859,0.00848039,0.00768782,0.011538,0.00859349,0.0399247,0.013165,0.015286,0.0217809,0.0182628,0.0406423,0.039699,0.0296381,0.0299658,0.00767854,0.0454564,0.0144223,0.0157651,0.0372864,0,0,0.0549147,0,0.0484175,0.0403975,0.0390852,0.0175125,0.0279437,0.0149319,0.00912544,0.0500042,0.0184867,0.0220272,0.0165164,0.0217781,0.0118158,0.037652,0.0107816,0.0136204,0.0167147,0.0486602,0.0212879,0.0226105,0.0288823,0.033165,0,0,0,0
24,0.0341997,0,0,0,0,0.0301711,0,0,0,0,0,0,0.0355521,0.0359965,0.0359517,0.0176651,0,0,0.0576498,0,0.0498231,0.0369964,0.036697,0.0499892,0.0203655,0.0143943,0.0116814,0.00858777,0.00762959,0.0116306,0.00860973,0.0400197,0.0131071,0.0154022,0.0217546,0.0180521,0.0397539,0.0396289,0.0296888,0.0297534,0.00763995,0.0454371,0.014384,0.0156817,0.036372,0,0,0.0546556,0,0.0483731,0.0402768,0.0389831,0.0176571,0.0279729,0.0150003,0.00866806,0.0493612,0.018523,0.0219876,0.0165727,0.0218349,0.0118859,0.0378004,0.010859,0.0136796,0.0164752,0.0482144,0.0212502,0.0224946,0.0284624,0.0325955,0,0,0,0
25,0.0337807,0,0,0,0,0.0294896,0,0,0,0,0,0,0.0351413,0.0362232,0.0352121,0.0177264,0,0,0.0574156,0,0.049839,0.0369192,0.0366336,0.0497983,0.0204822,0.0139892,0.0116854,0.00900192,0.00761107,0.0117317,0.00868551,0.0400602,0.0133184,0.0154997,0.021561,0.0178037,0.0391325,0.039623,0.0297647,0.0295328,0.00753733,0.0454316,0.0143693,0.0155969,0.0353298,0,0,0.0544331,0,0.0483519,0.0402566,0.0389084,0.0178282,0.0279897,0.0150595,0.0081754,0.0487697,0.0185516,0.0219976,0.0166027,0.021814,0.0119542,0.0379236,0.0109116,0.0137455,0.0163711,0.0478526,0.0210468,0.0223635,0.0278581,0.0320498,0,0,0,0
26,0.0333861,0,0,0,0,0.0291047,0,0,0,0,0,0,0.0346765,0.0364569,0.0347912,0.0177808,0,0,0.0570432,0,0.0498481,0.0366967,0.0364719,0.0496498,0.0205744,0.0134995,0.0116965,0.00986706,0.00761787,0.0119408,0.00888428,0.0401132,0.0135136,0.0156302,0.0215636,0.0175627,0.0385135,0.0395923,0.0298248,0.0292558,0.00748387,0.0454384,0.014388,0.0154631,0.0340243,0,0,0.0542221,0,0.0483158,0.0401895,0.0388702,0.0180871,0.0280206,0.0150971,0.00766519,0.0481672,0.0185015,0.0220383,0.0165788,0.0217363,0.0120347,0.0380313,0.0109782,0.0138531,0.0163738,0.0474981,0.0207515,0.0222443,0.0271993,0.0314349,0,0,0,0
27,0.0332242,0,0,0,0,0.0290613,0,0,0,0,0,0,0.034105,0.0366655,0.0346656,0.0179354,0,0,0.0566314,0,0.049811,0.0363561,0.0362684,0.0499544,0.0206495,0.0129672,0.0117439,0.0113724,0.0076761,0.0122035,0.00914822,0.0401955,0.0135274,0.0157288,0.0216853,0.0173374,0.037754,0.0396135,0.0298496,0.0289635,0.00736728,0.0454074,0.0144384,0.0152852,0.032743,0,0,0.0542286,0,0.0482549,0.0400752,0.0388515,0.0185072,0.0280871,0.0151936,0.00710581,0.0477383,0.0183981,0.0221739,0.0165575,0.0216798,0.0122059,0.038227,0.011088,0.0140984,0.0163805,0.0473179,0.0205247,0.0221742,0.0266866,0.0309431,0,0,0,0
28,0.0511603,0,0,0,0,0.0360906,0,0,0,0,0,0,0.0324205,0.0387654,0.0333996,0.0212952,0,0,0.0561228,0,0.0485783,0.0331052,0.0377108,0.0509842,0.0174822,0.0104458,0.0195519,0.0220322,0.0070581,0.0111625,0.00853877,0.042219,0.0139983,0.0159948,0.0216925,0.0167388,0.037135,0.0438314,0.028381,0.0243965,0.006802,0.0424463,0.014507,0.0182142,0.067963,0,0,0.087361,0,0.0280831,0.0449412,0.0379285,0.0199384,0.0246808,0.0162372,0.00596227,0.0598263,0.0181995,0.0225263,0.016414,0.0218137,0.0131835,0.0381937,0.0114882,0.0155822,0.0167358,0.0637044,0.0238832,0.0265549,0.0402994,0.0445264,0,0,0,0
29,0.0497984,0,0,0,0,0.0363798,0,0,0,0,0,0,0.0319764,0.0389584,0.0329043,0.0218242,0,0,0.0561475,0,0.0485922,0.0328389,0.0374514,0.0513075,0.0174289,0.00990863,0.020068,0.0248345,0.00727206,0.0116818,0.00885312,0.0422652,0.0141978,0.0161417,0.0217441,0.0165524,0.0369634,0.0443819,0.0283739,0.0240033,0.00670231,0.042392,0.0146163,0.0186376,0.0687527,0,0,0.0877371,0,0.027977,0.0450885,0.0378462,0.0204514,0.0248213,0.0164153,0.00658595,0.0601693,0.018117,0.0227011,0.0163217,0.0217676,0.0134299,0.0382575,0.0116479,0.0159642,0.0168524,0.0636801,0.0239187,0.0267609,0.0416729,0.0445322,0,0,0,0
30,0.0363214,0,0,0,0,0.0314688,0,0,0,0,0,0,0.0326952,0.0373003,0.0336419,0.0192175,0,0,0.0539025,0,0.0498137,0.0340534,0.0355136,0.0506326,0.0205006,0.0112581,0.0129964,0.0254012,0.0084098,0.0132295,0.00970296,0.0403973,0.0138819,0.0159598,0.0218793,0.0167689,0.0368826,0.0399716,0.029717,0.0268372,0.00677144,0.045616,0.0146404,0.0157594,0.0287988,0,0,0.0553073,0,0.0481095,0.0405036,0.0386079,0.0199543,0.0282826,0.0156582,0.00497597,0.0483297,0.0181841,0.0226451,0.0163416,0.0216464,0.0129137,0.0384139,0.0115259,0.0151709,0.0165385,0.0479691,0.0199333,0.0224633,0.0284505,0.0315454,0,0,0,0
31,0.0494198,0,0,0,0,0.0380269,0,0,0,0,0,0,0.0314579,0.0391407,0.0326898,0.022501,0,0,0.0560059,0,0.0486449,0.0326128,0.0369938,0.0512312,0.0174353,0.00916746,0.0207131,0.0277097,0.00772583,0.0123465,0.00947431,0.0423819,0.0143288,0.0163404,0.0219885,0.016365,0.0372055,0.0447784,0.028391,0.0235227,0.00686739,0.0422258,0.0146114,0.0192328,0.0701949,0,0,0.0897676,0,0.0275331,0.0460865,0.0376129,0.0210941,0.0250228,0.0163524,0.00750917,0.0609938,0.018084,0.0229024,0.0162318,0.0220189,0.0137089,0.0384274,0.0117684,0.016344,0.0173543,0.0650488,0.02426,0.0273486,0.0434841,0.0450798,0,0,0,0
32,0.05067,0,0,0,0,0.0379566,0,0,0,0,0,0,0.0315819,0.0391941,0.0324,0.0226229,0,0,0.0560447,0,0.0486078,0.0327452,0.036845,0.0510224,0.0175648,0.00876899,0.0206437,0.0260851,0.00791036,0.0125591,0.00967725,0.0424235,0.0142839,0.0163137,0.0223336,0.0163496,0.0378644,0.0445522,0.0284952,0.0236498,0.00703256,0.0420508,0.0145869,0.0195415,0.0701039,0,0,0.0903924,0,0.0273974,0.0464293,0.0375032,0.0213337,0.0251014,0.016541,0.00758692,0.0607907,0.018176,0.0229733,0.0163029,0.0219832,0.0138065,0.0385704,0.0118024,0.0164445,0.0176165,0.0658301,0.0247684,0.0275958,0.0428202,0.0453516,0,0,0,0
33,0.0517348,0,0,0,0,0.0373896,0,0,0,0,0,0,0.0317438,0.0392768,0.0322258,0.0230441,0,0,0.0561969,0,0.0485054,0.0328703,0.0367499,0.0508555,0.0176467,0.00839365,0.020542,0.0248378,0.0079917,0.012701,0.00975714,0.0424481,0.0145237,0.0162938,0.0225725,0.0163742,0.0386569,0.0444707,0.0286153,0.0238114,0.00704865,0.0418796,0.0145695,0.0198317,0.0696565,0,0,0.0904254,0,0.0273669,0.0465012,0.0374262,0.0216185,0.025156,0.0170363,0.00761884,0.0602944,0.0182428,0.0230214,0.0163632,0.0220035,0.0140035,0.0386251,0.0119236,0.0166669,0.0177434,0.0662298,0.0251014,0.0277047,0.0418157,0.0454771,0,0,0,0
34,0.0524541,0,0,0,0,0.0371679,0,0,0,0,0,0,0.0320962,0.0393715,0.0322958,0.0233724,0,0,0.0563593,0,0.0483713,0.032969,0.0366745,0.0509492,0.0177403,0.00802395,0.0204525,0.0240669,0.00794801,0.0127835,0.00972574,0.0423983,0.0146862,0.016232,0.0226344,0.0163962,0.0387827,0.0444639,0.0286788,0.0239605,0.00710624,0.0416614,0.0145313,0.02007,0.068981,0,0,0.0900364,0,0.0273337,0.0463284,0.0373711,0.0218237,0.0251965,0.0174641,0.00766694,0.0596504,0.0182929,0.0230391,0.0164012,0.0221064,0.0141406,0.0386431,0.0119929,0.0168057,0.0179233,0.0662978,0.0252141,0.0277897,0.0408073,0.0454566,0,0,0,0
