Timestep,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,CFR
796,0.0131775,0,0,0,0.0204939,0,0,0,0,0,0,0.03321,0.0382585,0.0346112,0.0334911,0,0,0.0621899,0,0.0464538,0.0403721,0.0369763,0.0624417,0.0121441,0.00435866,0.0361808,0.00741707,0.0119507,0.0134639,0.01103,0.0469849,0.013088,0.0146975,0.0240638,0.0192361,0.0532078,0.0443843,0.0255645,0.0272759,0.0158338,0.0351382,0.0140019,0.0331999,0.00513047,0,0,0.0708888,0,0.0396381,0.0358162,0.0374693,0.016619,0.0207039,0.0156625,0.0254985,0.0461499,0.0237899,0,0.0199239,0.0218655,0.0187338,0.0365158,0.0161011,0.0194856,0.01986,0.0575009,0.039527,0.0248258,0.0220732,0.00529609,0,0,0,0
797,0.0128674,0,0,0,0.0200926,0,0,0,0,0,0,0.0332878,0.038204,0.0342951,0.0330908,0,0,0.0623791,0,0.0465433,0.0403189,0.0370354,0.0635085,0.011936,0.00476034,0.036041,0.00787642,0.0125699,0.0137408,0.0113827,0.0474111,0.0131226,0.0147757,0.0240291,0.0193697,0.0552958,0.0445261,0.025763,0.0270268,0.0161951,0.0352039,0.0138907,0.0328338,0.00531756,0,0,0.0707777,0,0.0396105,0.0357862,0.0375186,0.0165928,0.0207744,0.0160759,0.0250098,0.0455816,0.0237019,0,0.0200492,0.0218604,0.0190604,0.0366244,0.01619,0.0198767,0.0202556,0.0570745,0.0399724,0.0251944,0.0216432,0.00519191,0,0,0,0
798,0.0126144,0,0,0,0.0197947,0,0,0,0,0,0,0.0334237,0.0381769,0.0339529,0.032672,0,0,0.0625394,0,0.0466831,0.0402632,0.0370809,0.0646979,0.0116872,0.00516725,0.0358836,0.00843723,0.0132308,0.0140692,0.0117148,0.0478352,0.0131298,0.0148119,0.024072,0.0195142,0.0575313,0.0446557,0.0260234,0.0267284,0.016555,0.0352495,0.0137801,0.0324557,0.00554751,0,0,0.0706164,0,0.0395756,0.0358364,0.0374827,0.0165977,0.020858,0.0164135,0.0245458,0.0450575,0.0236274,0,0.0201848,0.0218774,0.0192721,0.0366922,0.0161882,0.0201152,0.0206461,0.0567012,0.0402799,0.0255237,0.0212118,0.00517671,0,0,0,0
799,0.0123019,0,0,0,0.0191336,0,0,0,0,0,0,0.0339232,0.0381422,0.0337957,0.0321765,0,0,0.0626383,0,0.0468332,0.0403036,0.0370794,0.0658671,0.0113592,0.00566094,0.0356527,0.00927495,0.0139021,0.0144,0.0119785,0.0481937,0.0130765,0.0148394,0.024156,0.0197208,0.0598772,0.0447513,0.0262228,0.0264702,0.0171669,0.0353059,0.0136997,0.032161,0.0057867,0,0,0.0703447,0,0.0395594,0.035867,0.0374356,0.0168864,0.0207762,0.0169159,0.0239842,0.0444524,0.0239065,0,0,0.0222228,0.0198483,0.0368046,0.016403,0.0207208,0.0215007,0.0561689,0.0405677,0.0257892,0.0207426,0.0052512,0,0,0,0
800,0.0120812,0,0,0,0.0184618,0,0,0,0,0,0,0.0347699,0.0381331,0.0338053,0.0315185,0,0,0.0627701,0,0.046944,0.0403052,0.0371073,0.0668287,0.011094,0.00614234,0.0353295,0.0100596,0.0145465,0.0147232,0.0122147,0.0485495,0.0130452,0.014845,0.0243738,0.0199968,0.0622712,0.0449413,0.0264088,0.0262242,0.0174636,0.035381,0.0135364,0.0316751,0.0061628,0,0,0.0700787,0,0.0395615,0.0359844,0.0374006,0.0168998,0.0208214,0.016989,0.0234153,0.0439642,0.0238942,0,0,0.0222483,0.0200971,0.0367442,0.0164132,0.0209769,0.0218175,0.0558356,0.0410652,0.0260247,0.0202563,0.00542386,0,0,0,0
801,0.0118581,0,0,0,0.0180234,0,0,0,0,0,0,0.0357017,0.0381424,0.0338627,0.0309746,0,0,0.0629096,0,0.0470443,0.0402402,0.0371085,0.0674885,0.0108457,0.00656365,0.0351409,0.0109189,0.0151189,0.0150476,0.0124303,0.0488779,0.0129097,0.0147716,0.0242076,0.0203193,0.0641934,0.0452351,0.0265578,0.0259945,0.0177597,0.0354312,0.0133622,0.031227,0.00662952,0,0,0.0697882,0,0.039524,0.0360403,0.0374186,0.0169649,0.0208803,0.0171733,0.0229789,0.0436375,0.0238934,0,0,0.0222997,0.0204346,0.0366853,0.0165096,0.0213646,0.0221633,0.0556118,0.0416036,0.0262331,0.019711,0.00561079,0,0,0,0
802,0.0113609,0,0,0,0.0177105,0,0,0,0,0,0,0.0365115,0.0380906,0.0339777,0.0304256,0,0,0.0631766,0,0.0471728,0.0402582,0.0370755,0.0677837,0.0105215,0.00700312,0.0350486,0.0115037,0.0156119,0.0153254,0.0125727,0.0492082,0.0126665,0.0146681,0.0239434,0.0206637,0.0655244,0.0455928,0.0267364,0.0258511,0.0181828,0.0354794,0.013111,0.0306711,0.00669917,0,0,0.0693258,0,0.0395006,0.0359579,0.0375214,0.0169088,0.0209811,0.0175532,0.0227248,0.0429706,0.0238406,0,0,0.0223438,0.0208478,0.0367408,0.016631,0.0218286,0.0227303,0.0551795,0.0420137,0.0264331,0.0193162,0.00551333,0,0,0,0
803,0.0108479,0,0,0,0.0173933,0,0,0,0,0,0,0.0369134,0.0380898,0.0340413,0.0298199,0,0,0.0635336,0,0.0472996,0.0403144,0.0370478,0.0677712,0.0102394,0.00746221,0.0348954,0.0123332,0.0160116,0.0155058,0.0125846,0.0495013,0.0123424,0.0145139,0.0237337,0.0209622,0.066012,0.0460647,0.0269289,0.0257185,0.0182273,0.0355456,0.012788,0.0299573,0.0068842,0,0,0.0689119,0,0.0394989,0.0358579,0.0376695,0.0164874,0.0212156,0.0174057,0.0225361,0.0424088,0.0233716,0,0.020408,0.0219922,0.0207431,0.0366242,0.0164411,0.0217208,0.0226936,0.0547624,0.0422951,0.0265835,0.0191392,0.00549251,0,0,0,0
804,0.0104532,0,0,0,0.0167831,0,0,0,0,0,0,0.0369477,0.0380865,0.0345617,0.0293454,0,0,0.063845,0,0.0474529,0.0403444,0.0369602,0.0679027,0.0101023,0.00772487,0.0347048,0.0130587,0.0163123,0.015619,0.0125158,0.0496114,0.0121721,0.0144047,0.0237493,0.0210956,0.0656944,0.0463976,0.0271376,0.0256243,0.0186009,0.0356347,0.0125357,0.0295756,0.00691372,0,0,0.0686389,0,0.0395117,0.0358152,0.0378165,0.0163828,0.0213251,0.0177404,0.0223009,0.0417665,0.0233359,0,0.0204843,0.0220057,0.0209787,0.0366431,0.0164939,0.0219731,0.0231592,0.0543297,0.0425259,0.0267532,0.0188176,0.00546508,0,0,0,0
805,0.0101395,0,0,0,0.0161933,0,0,0,0,0,0,0.0364302,0.037998,0.0349219,0.0289613,0,0,0.0641515,0,0.0475933,0.0403162,0.0368574,0.0677574,0.00996717,0.00791958,0.0346376,0.0138418,0.0164445,0.0156357,0.0123885,0.0496436,0.0120872,0.0142684,0.0237099,0.0211156,0.0645436,0.0467008,0.0273158,0.0255487,0.0190234,0.0357092,0.0123325,0.0294296,0.00703909,0,0,0.0684211,0,0.0395071,0.0357416,0.0379445,0.0162374,0.021456,0.0179117,0.0221269,0.041292,0.0232667,0,0.0205133,0.0219332,0.0210492,0.0367002,0.0164852,0.0220412,0.0236613,0.0539546,0.0427368,0.0268595,0.0185806,0.00553781,0,0,0,0
806,0.00966871,0,0,0,0.0158175,0,0,0,0,0,0,0.0356092,0.0378981,0.0350459,0.0286444,0,0,0.0645138,0,0.047746,0.040297,0.0367374,0.0672095,0.00985448,0.00820461,0.034703,0.0146604,0.0163578,0.0155138,0.0121057,0.0495378,0.0120851,0.0141404,0.0236096,0.0209261,0.0626082,0.0470568,0.0274478,0.0253567,0.0193208,0.0357783,0.0122161,0.0295016,0.00702303,0,0,0.0681406,0,0.0395165,0.0356201,0.0380394,0.0162292,0.0215266,0.01831,0.0220784,0.0406462,0.0231547,0,0.020572,0.0219179,0.0211258,0.0366572,0.0164364,0.0221168,0.0239943,0.0535926,0.0429593,0.0269516,0.0183501,0.00554019,0,0,0,0
807,0.00916287,0,0,0,0.0155502,0,0,0,0,0,0,0.0343794,0.0378532,0.0349987,0.0284211,0,0,0.0648615,0,0.0479073,0.0403765,0.0366574,0.0665137,0.00979588,0.00836146,0.0348389,0.0155719,0.0161078,0.0153858,0.0117524,0.0492862,0.0121749,0.0140684,0.0236949,0.0205294,0.0599052,0.047488,0.0275397,0.0251844,0.0196318,0.0358449,0.0121643,0.0296616,0.00707041,0,0,0.0679065,0,0.0395185,0.0355575,0.0381068,0.0162563,0.0215475,0.018666,0.0221486,0.0399422,0.0230317,0,0.0207025,0.0219469,0.0212941,0.0366578,0.0164748,0.0222384,0.02435,0.0532211,0.043245,0.0271089,0.0180888,0.00566138,0,0,0,0
808,0.00884886,0,0,0,0.0151506,0,0,0,0,0,0,0.0329322,0.0377348,0.0347739,0.0282828,0,0,0.0651143,0,0.0480922,0.0404411,0.0365932,0.0656109,0.00987901,0.00834753,0.0349894,0.0164648,0.0158447,0.0152212,0.0113114,0.048851,0.0123413,0.0140586,0.0239127,0.0200125,0.056808,0.0478894,0.0276395,0.0250607,0.0197586,0.0358919,0.0122161,0.0295287,0.00725642,0,0,0.0677154,0,0.0394966,0.0355678,0.0382109,0.0163373,0.0216461,0.0189096,0.0221942,0.0393742,0.0229543,0,0.0208673,0.0220022,0.0214994,0.0365743,0.0166016,0.0223642,0.0243637,0.0527811,0.0436803,0.0272284,0.017825,0.00590336,0,0,0,0
809,0.00869044,0,0,0,0.0147157,0,0,0,0,0,0,0.0314655,0.0376058,0.0348087,0.0282381,0,0,0.065343,0,0.0483522,0.0404751,0.0365194,0.0644643,0.00995592,0.00834313,0.0352043,0.0172389,0.0155471,0.0149194,0.0108005,0.0482814,0.0126362,0.0141766,0.0240827,0.0194156,0.0534319,0.0482107,0.0277279,0.024965,0.0198477,0.0359586,0.0122372,0.0295786,0.00750093,0,0,0.067645,0,0.0394713,0.0355704,0.0382797,0.0164142,0.0217024,0.0190198,0.022258,0.0388705,0.0228472,0,0.0209803,0.0220017,0.0216053,0.0364674,0.0166693,0.0224175,0.0243602,0.0523937,0.0440637,0.02721,0.0176884,0.00616196,0,0,0,0
810,0.00849701,0,0,0,0.0144355,0,0,0,0,0,0,0.0299726,0.0375626,0.0351634,0.0281519,0,0,0.0655076,0,0.0485503,0.0404825,0.036431,0.0632111,0.00994464,0.00835924,0.0354952,0.0180707,0.0152039,0.0145753,0.0103086,0.0476602,0.0129568,0.0144546,0.0243471,0.0188292,0.0499576,0.0485818,0.0278462,0.0248208,0.019965,0.0360437,0.0121712,0.0297098,0.00774245,0,0,0.0677358,0,0.0394727,0.0355968,0.038349,0.0164794,0.0216608,0.019133,0.0224089,0.03831,0.0227474,0,0.021077,0.0220068,0.0217545,0.0363796,0.016689,0.0225602,0.024497,0.0521778,0.044333,0.0271946,0.0175981,0.00639786,0,0,0,0
811,0.00828133,0,0,0,0.0142089,0,0,0,0,0,0,0.0288109,0.0375408,0.0359571,0.028072,0,0,0.0655731,0,0.048661,0.0404265,0.0363824,0.0619421,0.00988383,0.00834108,0.0357804,0.0191578,0.0148474,0.0142433,0.00979681,0.046988,0.013256,0.0147286,0.0244494,0.0182382,0.0465686,0.0489297,0.0279772,0.0246674,0.0200529,0.0361132,0.0120998,0.0298428,0.00797915,0,0,0.067783,0,0.039509,0.0357518,0.0384411,0.0164997,0.0215933,0.0190895,0.0224883,0.0377022,0.0226068,0,0.0210769,0.0219302,0.0218652,0.0363305,0.0167014,0.0226558,0.0244634,0.051962,0.0445651,0.0273174,0.0174939,0.00664045,0,0,0,0
812,0.00807964,0,0,0,0.0139943,0,0,0,0,0,0,0.0282782,0.037485,0.0364949,0.0280054,0,0,0.0655847,0,0.0486204,0.0403594,0.0363628,0.0606015,0.00988435,0.00812019,0.0359642,0.0201099,0.0145324,0.0139185,0.00923124,0.0462834,0.0135357,0.014964,0.0246136,0.0176577,0.0435245,0.0491703,0.0280356,0.0245019,0.0200172,0.036148,0.0120586,0.0299076,0.00816903,0,0,0.0678019,0,0.0395306,0.0362315,0.0385407,0.0164901,0.0215548,0.0191045,0.0224346,0.0370624,0.022409,0,0.0210087,0.0218107,0.0219196,0.0363357,0.0167337,0.0226948,0.0243279,0.051769,0.0447715,0.0273221,0.0174781,0.00688853,0,0,0,0
813,0.00794907,0,0,0,0.013827,0,0,0,0,0,0,0.0280494,0.0374092,0.0363156,0.0278029,0,0,0.0656813,0,0.0486144,0.0403051,0.0363151,0.0594776,0.00997669,0.00777658,0.0361478,0.0207906,0.0141804,0.0135891,0.00871988,0.0456918,0.0137102,0.015208,0.0247086,0.0172913,0.0411223,0.0493916,0.0280557,0.024379,0.0199476,0.0361748,0.0120089,0.0298853,0.00835422,0,0,0.0679738,0,0.0395417,0.0366278,0.0386671,0.0164802,0.0214809,0.0192576,0.0224051,0.0365381,0.0222728,0,0.0209387,0.0217415,0.0219963,0.0363037,0.016765,0.0227801,0.0242493,0.0516671,0.0450003,0.0270685,0.0175059,0.00718293,0,0,0,0
814,0.0078933,0,0,0,0.0137098,0,0,0,0,0,0,0.0283631,0.0373152,0.0361509,0.0274485,0,0,0.065812,0,0.0486266,0.0403027,0.0361626,0.0585573,0.00996376,0.00763518,0.0362728,0.0213844,0.0138279,0.0133023,0.0082756,0.04514,0.0137891,0.0154985,0.0245659,0.017,0.0394448,0.0496199,0.0280664,0.0243544,0.0199526,0.0362315,0.0119184,0.0296562,0.0085958,0,0,0.0682928,0,0.039548,0.0366982,0.0387993,0.0164423,0.021471,0.0195228,0.0223629,0.0361183,0.0221799,0,0.020874,0.0217239,0.0220376,0.0362447,0.0167607,0.0228445,0.0242215,0.0516228,0.0452113,0.0266826,0.0175118,0.00757547,0,0,0,0
815,0.00788227,0,0,0,0.0136381,0,0,0,0,0,0,0.0288868,0.0372068,0.0365683,0.0271427,0,0,0.065888,0,0.0486215,0.0402561,0.0358999,0.0576974,0.00987439,0.00766924,0.0363099,0.022205,0.0135349,0.0129738,0.00786502,0.0446516,0.0138149,0.0157666,0.0245032,0.0168202,0.0383914,0.0498878,0.0280646,0.0243142,0.0200616,0.0362834,0.0118185,0.029203,0.00887242,0,0,0.0685782,0,0.0395212,0.0364682,0.0390006,0.016398,0.0214244,0.0197631,0.0221927,0.0357047,0.022101,0,0.0209513,0.021731,0.0220055,0.0362001,0.0167285,0.0228101,0.0243583,0.0515754,0.0453697,0.0266736,0.0174776,0.00802727,0,0,0,0
816,0.00793283,0,0,0,0.0134984,0,0,0,0,0,0,0.0294252,0.0371584,0.0372566,0.0270708,0,0,0.0659151,0,0.0487426,0.0402538,0.0357367,0.0568941,0.00989792,0.00784349,0.036357,0.0228618,0.0133019,0.0126478,0.00749205,0.0443231,0.0139015,0.0160893,0.0245031,0.0167236,0.03768,0.0501002,0.028075,0.0243425,0.0200691,0.0363425,0.0117595,0.0289131,0.00914693,0,0,0.0687709,0,0.0395069,0.0365904,0.0390235,0.0163631,0.0213485,0.0199363,0.0217746,0.0353242,0.0220788,0,0.0210609,0.0217931,0.0219275,0.0361261,0.0166733,0.0226789,0.024288,0.0515183,0.0455359,0.0268248,0.0174232,0.00846538,0,0,0,0
817,0.00801566,0,0,0,0.013421,0,0,0,0,0,0,0.0299695,0.037134,0.0374785,0.026945,0,0,0.0660065,0,0.0487992,0.0402558,0.0356085,0.0564602,0.0099895,0.00794552,0.0364333,0.0232747,0.0130655,0.0123531,0.00709635,0.044062,0.014002,0.0162738,0.0245257,0.0167295,0.0373166,0.0502412,0.0280807,0.0243509,0.0200014,0.0363838,0.0117359,0.0290279,0.00942553,0,0,0.0688724,0,0.0395144,0.0370828,0.0388988,0.0163881,0.021294,0.0200479,0.0214341,0.0349913,0.0220984,0,0.0211837,0.0219231,0.0218383,0.0360202,0.0165904,0.0225234,0.024105,0.0514019,0.0457227,0.0269575,0.0173834,0.00888691,0,0,0,0
818,0.00814658,0,0,0,0.013369,0,0,0,0,0,0,0.0304076,0.0371297,0.0373857,0.0267206,0,0,0.0661597,0,0.0488516,0.0402941,0.0354359,0.0562577,0.0100919,0.00799737,0.0364823,0.0236479,0.0128304,0.0121052,0.0067753,0.0437698,0.013984,0.0162977,0.0246243,0.0168385,0.0373087,0.0503944,0.0280802,0.024332,0.0197687,0.0364202,0.0116967,0.0295046,0.00972634,0,0,0.0688789,0,0.0395281,0.0372708,0.0388563,0.0163636,0.0212683,0.0200251,0.0212011,0.034689,0.0221164,0,0.021249,0.0219805,0.0216944,0.0358984,0.0164763,0.0223009,0.0237714,0.0512597,0.0458602,0.0269719,0.0173599,0.00931578,0,0,0,0
819,0.00829486,0,0,0,0.0134811,0,0,0,0,0,0,0.0307654,0.0371251,0.0375119,0.0264735,0,0,0.0662963,0,0.0489105,0.0403463,0.0352587,0.056076,0.0100905,0.00810596,0.036552,0.0239285,0.0126125,0.0119183,0.00652091,0.043504,0.0138073,0.0162227,0.0246688,0.0170197,0.0375747,0.0505591,0.0280463,0.0243315,0.0194599,0.036431,0.0116379,0.0294465,0.0100283,0,0,0.0688142,0,0.039494,0.0371066,0.0388506,0.0162736,0.0212024,0.0199094,0.0210379,0.0343851,0.0221208,0,0.0213127,0.0220355,0.0215984,0.0357607,0.0163797,0.0221809,0.0235011,0.0511837,0.0459203,0.0270799,0.0173491,0.00968167,0,0,0,0
820,0.00852727,0,0,0,0.0135023,0,0,0,0,0,0,0.0311587,0.037078,0.0379745,0.0262858,0,0,0.0663915,0,0.0489353,0.0403741,0.0351235,0.0558416,0.0100405,0.00825687,0.0367318,0.0242866,0.0124521,0.0117537,0.00628232,0.0432755,0.0136374,0.0161335,0.0245244,0.0172676,0.0382274,0.0507495,0.0280738,0.0243297,0.0192438,0.036414,0.0115638,0.029112,0.010432,0,0,0.0688321,0,0.0394195,0.0367376,0.0388506,0.0161592,0.021117,0.0197726,0.0210335,0.0341827,0.0221985,0,0.0214423,0.0220998,0.0215738,0.0356372,0.016323,0.0221825,0.0233029,0.0510915,0.0460638,0.0272022,0.0174117,0.0101219,0,0,0,0
821,0.00875814,0,0,0,0.0134485,0,0,0,0,0,0,0.0316088,0.0371125,0.0382389,0.0262038,0,0,0.0665224,0,0.0488859,0.0403799,0.0350489,0.0555301,0.0100564,0.00841529,0.0369776,0.0247114,0.0123219,0.0115746,0.00607647,0.0430745,0.0135381,0.0161534,0.0242936,0.0175074,0.0387299,0.0509102,0.0280973,0.0243049,0.0190719,0.0363965,0.0114729,0.0290789,0.0108585,0,0,0.0687639,0,0.0393516,0.0366942,0.0388401,0.0160436,0.0210936,0.0197308,0.0212004,0.0340231,0.0222514,0,0.0215701,0.0221505,0.0214989,0.0355923,0.0162503,0.0221265,0.0230314,0.0509523,0.0462803,0.0272457,0.0174942,0.010561,0,0,0,0
822,0.00888498,0,0,0,0.0134888,0,0,0,0,0,0,0.0320351,0.0371938,0.0385658,0.0262895,0,0,0.0665851,0,0.0487884,0.0404033,0.0350111,0.0552771,0.0100905,0.00854109,0.0371523,0.0250418,0.0121374,0.0113488,0.00582153,0.042907,0.0134654,0.0161774,0.0242334,0.0177262,0.0390194,0.0509777,0.0280734,0.0243121,0.0189086,0.0364018,0.0114132,0.0288259,0.0111516,0,0,0.0685727,0,0.0393277,0.0371115,0.0388558,0.0160509,0.0210221,0.0197409,0.0212578,0.0337681,0.022266,0,0.0216491,0.0221678,0.0213015,0.0355535,0.0161254,0.0219062,0.0224999,0.0507326,0.0463216,0.0271354,0.0175637,0.0108756,0,0,0,0
823,0.00907105,0,0,0,0.0135337,0,0,0,0,0,0,0.0324829,0.0372918,0.0387229,0.0264287,0,0,0.0666158,0,0.0487548,0.040433,0.0350127,0.0549802,0.0101936,0.0086372,0.0372174,0.025265,0.0118918,0.0110845,0.00553703,0.0427887,0.0134032,0.016216,0.0241862,0.0179144,0.0392909,0.051113,0.0281199,0.0243283,0.0187959,0.0363991,0.0114042,0.0286286,0.0114521,0,0,0.0684636,0,0.0393047,0.0373811,0.038792,0.0160051,0.0210159,0.0199045,0.0212313,0.0335236,0.0223458,0,0.0218308,0.0223158,0.0211042,0.0354903,0.016011,0.0216862,0.0221507,0.0505809,0.0462522,0.027114,0.0176174,0.0111891,0,0,0,0
824,0.00932689,0,0,0,0.0134525,0,0,0,0,0,0,0.0329207,0.0373123,0.0388389,0.0263513,0,0,0.0667267,0,0.0488148,0.0404837,0.0350226,0.0546289,0.0102875,0.00879702,0.0372543,0.0255063,0.0115925,0.0108143,0.00528357,0.0426401,0.0134339,0.0163107,0.0242738,0.0180527,0.0396045,0.0512866,0.028261,0.0243009,0.0187002,0.0363908,0.0114248,0.0285035,0.011786,0,0,0.068185,0,0.0392891,0.0373332,0.0387385,0.0160047,0.0210551,0.0200216,0.0212237,0.033298,0.0224073,0,0.0220659,0.0224809,0.0209092,0.0354544,0.0159306,0.0214483,0.0219834,0.0503297,0.0462509,0.0270593,0.0176624,0.0115621,0,0,0,0
825,0.00958546,0,0,0,0.0133157,0,0,0,0,0,0,0.0332902,0.0372439,0.0391899,0.0261246,0,0,0.0668904,0,0.0488806,0.0405282,0.0350102,0.0540973,0.0103652,0.00897796,0.0373391,0.0257866,0.0113372,0.0106048,0.00512814,0.0425105,0.0134838,0.0164508,0.0242904,0.0181547,0.0399097,0.051476,0.0282596,0.0243174,0.0185592,0.0363823,0.0114363,0.0283872,0.0120857,0,0,0.0678138,0,0.0392628,0.0371269,0.0387491,0.0160661,0.0211126,0.0200434,0.0212544,0.0331358,0.0224545,0,0.0221793,0.0225951,0.0207411,0.0354381,0.0158406,0.0212145,0.0218156,0.0501187,0.0463292,0.0270493,0.0177221,0.0119299,0,0,0,0
826,0.00980897,0,0,0,0.0133706,0,0,0,0,0,0,0.0335548,0.0372236,0.0395942,0.0258775,0,0,0.067061,0,0.0489154,0.04058,0.034981,0.0532994,0.0104667,0.00916636,0.0373977,0.0259964,0.0111795,0.0104596,0.00506057,0.0423589,0.013567,0.0166516,0.0243678,0.0181915,0.0399807,0.051615,0.0282306,0.0243435,0.0184118,0.0363696,0.0114474,0.0282359,0.012347,0,0,0.0675765,0,0.0392173,0.0368774,0.0388007,0.0161008,0.0211574,0.0200108,0.0212349,0.0329935,0.0224425,0,0.0220499,0.0226572,0.0206613,0.0354051,0.0158066,0.0210665,0.0216147,0.049905,0.0463894,0.0271015,0.0177272,0.0122324,0,0,0,0
827,0.0100307,0,0,0,0.0134341,0,0,0,0,0,0,0.0338503,0.0372346,0.0399805,0.0257093,0,0,0.0671914,0,0.0489158,0.0406656,0.0349378,0.0523448,0.0105777,0.00934222,0.0374136,0.0260785,0.0111605,0.0103682,0.00500073,0.0422446,0.0136938,0.0168785,0.0245261,0.0182019,0.0399633,0.0517133,0.028226,0.0243016,0.0182799,0.0363469,0.0114782,0.0281052,0.0125995,0,0,0.0673998,0,0.039179,0.0367583,0.0388282,0.0160487,0.0211994,0.0198876,0.0211853,0.0328759,0.0224977,0,0.0219516,0.0226189,0.0205488,0.0353536,0.0157924,0.020954,0.021433,0.049678,0.046302,0.0270199,0.01774,0.0125205,0,0,0,0
828,0.0101813,0,0,0,0.0133924,0,0,0,0,0,0,0.0342837,0.0372593,0.0400059,0.0256086,0,0,0.0673003,0,0.0488374,0.0406874,0.0349055,0.0515994,0.0106595,0.00948949,0.037448,0.0260805,0.0112159,0.0103105,0.00493641,0.042205,0.0138297,0.0170385,0.0245861,0.0182324,0.0401828,0.0518461,0.0280964,0.0243156,0.0181234,0.0363345,0.011448,0.0280166,0.0127825,0,0,0.0671775,0,0.0391632,0.03671,0.0388689,0.0159448,0.0212279,0.0196117,0.0211796,0.0327117,0.0224855,0,0.0219579,0.022467,0.0204132,0.0352932,0.0157491,0.0208324,0.0212773,0.0495196,0.0462876,0.0267794,0.0178023,0.0127583,0,0,0,0
829,0.010322,0,0,0,0.013297,0,0,0,0,0,0,0.0348224,0.0372326,0.0398031,0.0255502,0,0,0.0674082,0,0.0489326,0.040657,0.0348764,0.0511466,0.0106921,0.00961037,0.037481,0.0263361,0.0112699,0.0102972,0.00488768,0.042223,0.0139049,0.0171201,0.0246954,0.0182973,0.0405666,0.0519682,0.0281527,0.0242972,0.017996,0.0363383,0.01138,0.0279057,0.0129675,0,0,0.0669415,0,0.0391318,0.0366711,0.0389363,0.0158479,0.0212138,0.0192746,0.0211784,0.0326095,0.0224291,0,0.0217829,0.0222841,0.0203339,0.0352042,0.0156859,0.020766,0.0211017,0.0494385,0.0463855,0.0270121,0.0178689,0.01299,0,0,0,0
830,0.0103947,0,0,0,0.0134168,0,0,0,0,0,0,0.0354557,0.0372788,0.040046,0.0255687,0,0,0.0674896,0,0.0490428,0.0406842,0.0348763,0.0505166,0.0106712,0.00973515,0.0374332,0.0264966,0.0113577,0.0103037,0.00485621,0.042251,0.0139039,0.0171472,0.02467,0.0183824,0.0410256,0.0520117,0.0283075,0.0241766,0.0179267,0.0363582,0.0112942,0.02762,0.013058,0,0,0.0666187,0,0.0390636,0.0365395,0.0389977,0.0157464,0.0211357,0.0191065,0.0211002,0.0324911,0.0223355,0,0.0214494,0.0221563,0.0203263,0.0351264,0.0156456,0.020785,0.0210046,0.0492275,0.0463874,0.0293487,0.0178761,0.0131414,0,0,0,0
831,0.0103903,0,0,0,0.0134722,0,0,0,0,0,0,0.036041,0.0373643,0.0405329,0.025646,0,0,0.067587,0,0.049035,0.0407298,0.0349179,0.0499276,0.0106282,0.0097796,0.0373798,0.0265292,0.0114232,0.0103022,0.00479836,0.0422782,0.0138298,0.0171013,0.024569,0.0184799,0.0414013,0.0520912,0.0283361,0.0240145,0.0179048,0.0363648,0.0112126,0.0274209,0.0130514,0,0,0.0661917,0,0.0390114,0.0363263,0.0390903,0.0156459,0.0210604,0.0192265,0.0209982,0.0323068,0.0221461,0,0.0212795,0.0220829,0.0202967,0.0350701,0.0156011,0.0207711,0.0210112,0.048989,0.0463797,0.0325664,0.0178753,0.0132325,0,0,0,0
832,0.0105382,0,0,0,0.0134571,0,0,0,0,0,0,0.0366262,0.0372878,0.0408075,0.0256688,0,0,0.0677239,0,0.0490462,0.0407751,0.0349618,0.0495403,0.0106777,0.00969735,0.0372773,0.026637,0.0114476,0.0101998,0.00468102,0.0422747,0.0136625,0.0169334,0.0244779,0.0185953,0.0418863,0.0522284,0.0283409,0.0239567,0.0178673,0.0362885,0.0112091,0.0277018,0.0131471,0,0,0.0661356,0,0.0390567,0.0363887,0.0392115,0.0156306,0.021174,0.0193554,0.0208655,0.0322565,0.0220388,0,0.0212683,0.0220488,0.0201564,0.0350478,0.0155333,0.0206029,0.0209871,0.0490136,0.0465411,0.0289554,0.0178164,0.0133976,0,0,0,0
