Timestep,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,CFR
100,0.0166632,0,0,0,0.0222958,0,0,0,0,0,0,0.0456272,0.0358746,0.0475108,0.0303887,0,0,0.0745131,0,0.0455904,0.0490003,0.0292529,0.0407752,0.0150621,0.00791831,0.0302763,0.00640032,0.0146308,0.0128742,0.0121338,0.0334087,0.0147321,0.0205113,0.0249513,0.0194083,0.0509157,0.056959,0.0269909,0.036024,0.034885,0.0291293,0.0306128,0,0.0252382,0,0,0.0702973,0,0.0350329,0.0322887,0.0449003,0.0510116,0.0189065,0.0251902,0.0203629,0.0534023,0.0162723,0.0277263,0.0155576,0.020464,0.0203728,0.0240752,0.0149725,0.0263039,0.0495227,0.0688903,0.0282297,0.0186223,0.0213536,0.0206815,0,0,0,0
101,0.016816,0,0,0,0.0226048,0,0,0,0,0,0,0.0455925,0.0356499,0.0475429,0.0303387,0,0,0.0746824,0,0.0456241,0.049172,0.0292453,0.0407484,0.0150843,0.00798363,0.030211,0.00621425,0.0146506,0.0129093,0.0122371,0.0335011,0.0147634,0.0206918,0.0249843,0.0193706,0.0507846,0.0568793,0.0268653,0.0361772,0.0344958,0.0290915,0.0305449,0,0.0254743,0,0,0.0699475,0,0.0350323,0.0319416,0.0449684,0.0525586,0.0188432,0.0251042,0.0202941,0.0534754,0.0164374,0.0282841,0.015452,0.020186,0.0211078,0.0233645,0.0159641,0.027409,0.0500663,0.0686349,0.0278917,0.0183427,0.0216254,0.0206733,0,0,0,0
102,0.0169479,0,0,0,0.0228557,0,0,0,0,0,0,0.0455411,0.0353237,0.0475521,0.0302979,0,0,0.0747934,0,0.0456316,0.0492474,0.0292442,0.0407554,0.015198,0.00793609,0.030099,0.00611077,0.0146505,0.0128808,0.0122612,0.0335254,0.0148199,0.0206234,0.0250406,0.0193306,0.0506786,0.0568192,0.0267359,0.0362874,0.0341093,0.0290668,0.0306387,0,0.0256673,0,0,0.0695001,0,0.0350447,0.031584,0.0450527,0.0540424,0.0187442,0.0252568,0.0200309,0.0535709,0.0166379,0.0288798,0.0153922,0.0199523,0.0216946,0.0226416,0.0168512,0.0285146,0.0499911,0.0684011,0.0276984,0.0180801,0.0218755,0.0206811,0,0,0,0
103,0.0171772,0,0,0,0.0231179,0,0,0,0,0,0,0.0454436,0.0349747,0.0475621,0.0302916,0,0,0.0747254,0,0.045629,0.0491693,0.0292909,0.0408967,0.0154236,0.00791115,0.0300799,0.00599164,0.0146799,0.0127737,0.0121494,0.0336006,0.014902,0.0203808,0.0251573,0.0193286,0.0506063,0.0567591,0.0266348,0.0362994,0.0334548,0.0290566,0.0306555,0,0.0259317,0,0,0.0690331,0,0.0350662,0.0312493,0.0451193,0.0552369,0.0188295,0.0252045,0.0199473,0.0537462,0.0168699,0.0295682,0.0154051,0.0197476,0.0220835,0.0219079,0.0177298,0.0294252,0.0498306,0.0681848,0.0276604,0.0178917,0.0221295,0.0208414,0,0,0,0
104,0.0171999,0,0,0,0.0231995,0,0,0,0,0,0,0.0453762,0.0348704,0.0475803,0.0302404,0,0,0.0748333,0,0.0457885,0.0491353,0.0293411,0.0410772,0.0156052,0.00794326,0.0300298,0.00597963,0.0146742,0.012723,0.0120342,0.033752,0.0149506,0.020338,0.025249,0.0193397,0.0505541,0.0569167,0.0265208,0.0363673,0.0327313,0.0290491,0.0306718,0,0.0260313,0,0,0.0686047,0,0.0350721,0.0309349,0.0451396,0.0560784,0.0188259,0.025095,0.0197842,0.0538033,0.017116,0.0302735,0.0155849,0.0195988,0.0224129,0.0210598,0.0186214,0.02983,0.0492903,0.0679448,0.0275311,0.0178083,0.0222319,0.0208412,0,0,0,0
105,0.017285,0,0,0,0.0232592,0,0,0,0,0,0,0.0454069,0.0347759,0.0476689,0.0302373,0,0,0.0748901,0,0.0459396,0.0490187,0.0293776,0.0411743,0.015667,0.00798004,0.0299605,0.00593722,0.0146247,0.0127442,0.0120112,0.0339321,0.0149516,0.020488,0.0252762,0.0193264,0.0505671,0.0570708,0.026454,0.0364021,0.0316721,0.0290416,0.0304999,0,0.0261731,0,0,0.0681837,0,0.0350708,0.0306327,0.0451088,0.0564034,0.0186026,0.0247996,0.0194312,0.0538961,0.0173455,0.0310257,0.0159262,0.0194612,0.022624,0.0202216,0.0192945,0.0298636,0.0478459,0.0677657,0.0273437,0.0176909,0.0223318,0.0208254,0,0,0,0
106,0.0171453,0,0,0,0.0231337,0,0,0,0,0,0,0.0455779,0.0346096,0.0477839,0.0301642,0,0,0.0751948,0,0.046054,0.0490336,0.0293849,0.0414127,0.015686,0.00802648,0.0297326,0.00608689,0.0145369,0.0127106,0.0120312,0.034076,0.0149349,0.0207651,0.0252999,0.0193023,0.0507081,0.0573372,0.0264063,0.0365745,0.0308985,0.0290316,0.0305695,0,0.026022,0,0,0.0677638,0,0.0350417,0.0303093,0.0450571,0.056531,0.0183411,0.0246002,0.0192464,0.0537876,0.0176219,0.0316757,0.0163182,0.0193609,0.022888,0.0191942,0.0199354,0.0299799,0.0462049,0.0675257,0.0271446,0.017552,0.0222558,0.020572,0,0,0,0
107,0.0173014,0,0,0,0.0232251,0,0,0,0,0,0,0.0457022,0.0344974,0.0478472,0.0302198,0,0,0.0752366,0,0.0461345,0.048923,0.0294448,0.0416221,0.0157269,0.00803156,0.0297959,0.006058,0.0145207,0.0126577,0.0120409,0.0341732,0.0148937,0.0206493,0.0253048,0.0193028,0.0508912,0.0575194,0.0264174,0.036599,0.0297792,0.0290794,0.0301496,0,0.0261984,0,0,0.0674747,0,0.0350764,0.0300746,0.044972,0.0561474,0.0182459,0.0241415,0.0195617,0.0539562,0.0178556,0.0324405,0.0167942,0.0192119,0.0228222,0.0183106,0.0203787,0.0298108,0.0440383,0.0674497,0.0270447,0.0174672,0.0223674,0.0205558,0,0,0,0
108,0.0173773,0,0,0,0.0232444,0,0,0,0,0,0,0.0458101,0.034362,0.0478793,0.0302306,0,0,0.0753515,0,0.0462255,0.0488891,0.0294847,0.0418378,0.015853,0.00788953,0.0298451,0.00609329,0.0145087,0.0125878,0.0119843,0.0342712,0.0148136,0.0205822,0.025251,0.0193198,0.0510294,0.0577258,0.0264334,0.0366495,0.0288275,0.0291184,0.0299734,0,0.026254,0,0,0.0672477,0,0.0351046,0.0298977,0.0449408,0.0559298,0.018175,0.0237975,0.0196833,0.0540013,0.0180075,0.0331123,0.0173084,0.0190648,0.0227866,0.0174459,0.0209358,0.0296806,0.0419871,0.0673332,0.0269499,0.0174312,0.0224123,0.0204468,0,0,0,0
109,0.017477,0,0,0,0.02325,0,0,0,0,0,0,0.0459522,0.0342468,0.0479767,0.0302093,0,0,0.075554,0,0.0462935,0.0489552,0.0295333,0.0420963,0.0159099,0.00757088,0.0298371,0.00619197,0.0144914,0.0125435,0.011947,0.0344402,0.014769,0.020455,0.0252371,0.0193621,0.0511863,0.0579992,0.0264277,0.0367691,0.0279896,0.0291328,0.0298294,0,0.0262947,0,0,0.0670082,0,0.0351085,0.0297825,0.0448976,0.0556036,0.0180178,0.0234772,0.019712,0.0540085,0.0180656,0.0338695,0.0177708,0.0188904,0.0227821,0.0165801,0.0215307,0.0295357,0.0398875,0.0672415,0.0268421,0.0173984,0.0224235,0.0203548,0,0,0,0
110,0.0175149,0,0,0,0.0232267,0,0,0,0,0,0,0.0461542,0.0341664,0.0481607,0.0301562,0,0,0.0758276,0,0.0463634,0.0490626,0.0295579,0.0424382,0.0158763,0.00750869,0.0298218,0.00626907,0.01448,0.012515,0.0120129,0.0346782,0.0147352,0.0204897,0.0252643,0.019424,0.0514153,0.0582573,0.0264127,0.0368682,0.0272172,0.0291563,0.0294721,0,0.0262672,0,0,0.066852,0,0.0351203,0.0296888,0.0449007,0.0553041,0.017851,0.0229992,0.020018,0.0539535,0.0180853,0.0345654,0.0182177,0.0187307,0.0228731,0.0157682,0.0220691,0.029382,0.0379925,0.0671921,0.0267305,0.0173114,0.0223955,0.020265,0,0,0,0
111,0.0175834,0,0,0,0.0232119,0,0,0,0,0,0,0.0463226,0.0341037,0.0483202,0.0301206,0,0,0.0761461,0,0.046436,0.0491899,0.0295544,0.0427584,0.0158764,0.00760546,0.0298598,0.00628252,0.0144898,0.0124859,0.0120755,0.0348864,0.0147269,0.0206664,0.0253545,0.0194904,0.0516067,0.0585866,0.0263899,0.036952,0.0265608,0.0292007,0.0290319,0,0.0262365,0,0,0.0667998,0,0.0351441,0.0295678,0.0450017,0.0550934,0.0177796,0.0224584,0.0207096,0.0538786,0.0181492,0.0351244,0.0185765,0.0185432,0.0230637,0.0150801,0.0223677,0.0292415,0.0363812,0.0671914,0.0266302,0.0173813,0.0224109,0.0202211,0,0,0,0
112,0.0176917,0,0,0,0.023201,0,0,0,0,0,0,0.0463865,0.0340388,0.048394,0.03006,0,0,0.0764198,0,0.0465329,0.0493085,0.029577,0.0430458,0.0159781,0.00768905,0.0299056,0.00625865,0.0144768,0.0124424,0.0120915,0.0350706,0.014705,0.0206369,0.0254138,0.0195508,0.0517137,0.0588927,0.0263701,0.0370207,0.0260693,0.029248,0.0286983,0,0.026271,0,0,0.0667459,0,0.0351627,0.0294998,0.0451289,0.0549341,0.0177596,0.0219571,0.0206814,0.0538408,0.0182011,0.0355745,0.0188654,0.0183603,0.0230651,0.0145623,0.0225826,0.029052,0.0353783,0.0671046,0.0265705,0.017529,0.0224683,0.0202522,0,0,0,0
113,0.0178198,0,0,0,0.0232333,0,0,0,0,0,0,0.0464139,0.0339512,0.0483975,0.0299221,0,0,0.0767247,0,0.046624,0.0494548,0.0296398,0.0433119,0.0160475,0.00774366,0.0298947,0.00626679,0.0144324,0.0124058,0.0121037,0.0352112,0.0146275,0.0206503,0.0253729,0.019603,0.0517742,0.0592125,0.0263344,0.0371214,0.0256872,0.0293104,0.0286435,0,0.0263269,0,0,0.066801,0,0.0351928,0.0295114,0.0451666,0.0548287,0.0177221,0.0216331,0.0204858,0.0538036,0.0181176,0.0360022,0.0192142,0.0181273,0.0231053,0.0142118,0.0228264,0.0290691,0.0342826,0.0671059,0.0265384,0.0178297,0.0225255,0.0203329,0,0,0,0
114,0.0179286,0,0,0,0.0232796,0,0,0,0,0,0,0.0465723,0.0338479,0.048549,0.0297839,0,0,0.0769944,0,0.0466938,0.0495612,0.0297225,0.043623,0.0160788,0.00777585,0.0298883,0.00623965,0.0144219,0.0123429,0.0121321,0.035402,0.0145716,0.0206145,0.0253339,0.019699,0.0519404,0.0594986,0.0262757,0.0371982,0.0253258,0.0293904,0.0285577,0,0.0263756,0,0,0.0668945,0,0.035246,0.0295299,0.0451335,0.0545855,0.0176774,0.0213868,0.0203843,0.053764,0.0180002,0.0364072,0.0194302,0.0179277,0.0230942,0.0138955,0.0229875,0.0290394,0.0329521,0.067173,0.026535,0.0180018,0.0225705,0.0204697,0,0,0,0
115,0.0181288,0,0,0,0.0233877,0,0,0,0,0,0,0.0467135,0.033757,0.0487536,0.0296865,0,0,0.0772625,0,0.0467624,0.0496402,0.0297755,0.0440555,0.0161436,0.00782612,0.0299106,0.0062324,0.0143842,0.0122791,0.0121214,0.0356369,0.0145856,0.0207269,0.0253497,0.0198214,0.0521253,0.0598152,0.0262158,0.0372643,0.024959,0.0294342,0.0284742,0,0.0265144,0,0,0.0668853,0,0.0352718,0.0295426,0.0451585,0.0542744,0.0176925,0.0211161,0.0202605,0.0537764,0.0179326,0.0366643,0.0195297,0.0177355,0.0229488,0.0136339,0.0230542,0.0288953,0.0314993,0.0671648,0.0265522,0.0180447,0.0226258,0.0206645,0,0,0,0
116,0.0182975,0,0,0,0.023459,0,0,0,0,0,0,0.0467422,0.0336639,0.0488967,0.0296103,0,0,0.0774953,0,0.0468474,0.0496781,0.029837,0.0445201,0.0161758,0.0079007,0.0299788,0.00621158,0.0143642,0.0122765,0.0120435,0.0358417,0.0145924,0.0207285,0.0254049,0.019916,0.0522352,0.0600739,0.0261852,0.0373144,0.0244882,0.0294689,0.0283879,0,0.0266527,0,0,0.0668732,0,0.0352834,0.0295545,0.0452368,0.0537763,0.0177288,0.0208508,0.0199601,0.0538023,0.0179529,0.036738,0.019569,0.0175592,0.0227493,0.0134352,0.0229232,0.0286741,0.0298461,0.06716,0.0265849,0.0181046,0.0226574,0.0207169,0,0,0,0
117,0.0184199,0,0,0,0.0234853,0,0,0,0,0,0,0.0467066,0.0335755,0.0489957,0.0295339,0,0,0.0777086,0,0.0469461,0.0496763,0.0298727,0.0449323,0.0162296,0.00804603,0.0301163,0.00615186,0.0143702,0.0123423,0.0118349,0.0359751,0.0145575,0.0206691,0.0254182,0.0200048,0.052291,0.0602737,0.026182,0.0373389,0.0241786,0.0295206,0.0283215,0,0.0267469,0,0,0.0668835,0,0.0353084,0.029612,0.0453097,0.0531276,0.0177972,0.020576,0.0197838,0.0538211,0.0179636,0.036791,0.0197248,0.0174036,0.0225374,0.01326,0.0226964,0.0283475,0.0281877,0.06716,0.0266194,0.0182295,0.0227252,0.0206639,0,0,0,0
118,0.0184736,0,0,0,0.0235062,0,0,0,0,0,0,0.0467332,0.033488,0.0491443,0.0294589,0,0,0.0778723,0,0.0470614,0.049657,0.0298908,0.0453349,0.0162597,0.00824563,0.0303018,0.00604579,0.014349,0.0124737,0.0117242,0.036131,0.0145173,0.0208035,0.0254113,0.0201203,0.0523694,0.0604022,0.0262072,0.0373844,0.0240378,0.0295869,0.028208,0,0.0267862,0,0,0.0668955,0,0.0353591,0.0297005,0.0453027,0.0523241,0.0179145,0.020264,0.0200666,0.0538114,0.0179621,0.0369029,0.0199499,0.017302,0.0223035,0.0130621,0.0226115,0.0279334,0.0267996,0.0671573,0.0266856,0.0182768,0.0227944,0.0209752,0,0,0,0
119,0.0185196,0,0,0,0.0235237,0,0,0,0,0,0,0.0467594,0.033423,0.0493387,0.0294161,0,0,0.0780306,0,0.0471602,0.0496803,0.0299027,0.0457524,0.0162426,0.00843435,0.0305334,0.005983,0.0142502,0.0124191,0.0116955,0.036253,0.0145095,0.02087,0.0254367,0.0202267,0.0524648,0.0605498,0.0262277,0.0374941,0.0236787,0.029635,0.0278774,0,0.026796,0,0,0.0669207,0,0.0353846,0.0297455,0.0452809,0.0515566,0.0180353,0.0198707,0.0204159,0.0538114,0.018009,0.0370175,0.0202341,0.0172465,0.0221251,0.0128722,0.0226213,0.0274419,0.025801,0.0671245,0.0267267,0.0183154,0.0228594,0.0210153,0,0,0,0
120,0.018611,0,0,0,0.023581,0,0,0,0,0,0,0.0467562,0.0333594,0.0495316,0.0294502,0,0,0.0781047,0,0.0472416,0.0496994,0.0299142,0.0461119,0.0162167,0.00868925,0.030784,0.00595635,0.0141769,0.0124326,0.0116753,0.0363492,0.0145079,0.0207737,0.0255174,0.0203347,0.0525684,0.060663,0.0262579,0.0376016,0.0235761,0.0296795,0.0275657,0,0.0268847,0,0,0.0668722,0,0.0354079,0.0297603,0.0453107,0.0507644,0.0181224,0.0194305,0.0202827,0.0538955,0.0181264,0.0370363,0.020474,0.0172609,0.0219814,0.0127614,0.0225014,0.0269827,0.0248007,0.0671604,0.0267491,0.0183432,0.0229829,0.0207175,0,0,0,0
121,0.018696,0,0,0,0.0236508,0,0,0,0,0,0,0.046529,0.0332961,0.0496692,0.0295101,0,0,0.0781358,0,0.0473215,0.0497027,0.0299397,0.0465792,0.0161586,0.00885587,0.031068,0.00591794,0.0142125,0.012181,0.0116325,0.036446,0.014524,0.0207309,0.0255934,0.0204807,0.0525607,0.0607218,0.0262989,0.0377142,0.0237093,0.0297256,0.0272675,0,0.0270152,0,0,0.0668362,0,0.0354459,0.0298335,0.0454032,0.0498901,0.0182411,0.0189652,0.0202959,0.0539917,0.0182492,0.0368246,0.0207129,0.0173388,0.0217723,0.0127769,0.0221967,0.0264938,0.024094,0.0672365,0.0267508,0.0183564,0.0231517,0.0205608,0,0,0,0
122,0.0187472,0,0,0,0.0237226,0,0,0,0,0,0,0.0462974,0.0332299,0.0497411,0.0295998,0,0,0.0781222,0,0.0473953,0.0496641,0.0299754,0.0471226,0.0160619,0.00901982,0.0313959,0.00586534,0.0142406,0.0120924,0.0115827,0.0365191,0.014507,0.0207391,0.0255773,0.0206226,0.0526228,0.0607495,0.0263434,0.0378206,0.02397,0.0297604,0.0269031,0,0.0272189,0,0,0.0668116,0,0.0354752,0.0298567,0.0455355,0.0489099,0.0183692,0.0184806,0.0199821,0.0540784,0.0184067,0.036271,0.0209636,0.0174597,0.0212748,0.0129244,0.0217377,0.0259536,0.0236196,0.0672,0.0267705,0.0183625,0.0232978,0.0205677,0,0,0,0
123,0.0188074,0,0,0,0.0237897,0,0,0,0,0,0,0.0462561,0.0331654,0.0498761,0.0296958,0,0,0.0780987,0,0.0474405,0.0496391,0.0299677,0.0477229,0.0160056,0.00925933,0.0316798,0.00581242,0.0142373,0.0121447,0.0115828,0.0365688,0.0144624,0.0208199,0.0255369,0.0207392,0.0527709,0.0607557,0.0263695,0.0379081,0.0240905,0.0297941,0.0266446,0,0.0273957,0,0,0.0667852,0,0.0355062,0.0297965,0.0456162,0.0478264,0.0184652,0.0180143,0.0198488,0.0541299,0.0184845,0.0359923,0.0209072,0.0175672,0.0209456,0.012981,0.021541,0.0255583,0.0231571,0.0671618,0.0267997,0.0183886,0.0234453,0.0205919,0,0,0,0
124,0.0188427,0,0,0,0.023872,0,0,0,0,0,0,0.0461286,0.0330881,0.0499876,0.029775,0,0,0.0780443,0,0.0474883,0.049614,0.0299753,0.0483341,0.0159846,0.00942377,0.0319213,0.00574114,0.0142458,0.0120196,0.0115973,0.0366332,0.0143946,0.0209297,0.0255075,0.0208859,0.0528415,0.0606635,0.0263688,0.0378585,0.0239631,0.0298326,0.0265041,0,0.027534,0,0,0.0667901,0,0.0355452,0.0297115,0.0456283,0.0467114,0.0185125,0.0175755,0.0196414,0.0542028,0.0185109,0.035906,0.0205623,0.0176902,0.0208244,0.0129977,0.0214154,0.0253121,0.0228002,0.0671941,0.0268425,0.0183011,0.0235599,0.0205749,0,0,0,0
125,0.0188645,0,0,0,0.0239893,0,0,0,0,0,0,0.0461023,0.0329896,0.0501485,0.0298822,0,0,0.0779691,0,0.0475708,0.0495788,0.0300038,0.0489819,0.0159414,0.00963512,0.0321164,0.00563073,0.0142253,0.0121117,0.0115915,0.0366974,0.0142622,0.0207957,0.0254636,0.0210306,0.0530246,0.0605327,0.0263622,0.0376387,0.0227508,0.0298543,0.0261939,0,0.0276262,0,0,0.0667311,0,0.0355815,0.0296434,0.0456442,0.0457628,0.0185568,0.0171101,0.0191826,0.0543053,0.0185743,0.035658,0.0202688,0.0178766,0.0207432,0.0131193,0.0211968,0.0251219,0.0223011,0.0672329,0.0268798,0.0180842,0.0236645,0.0205873,0,0,0,0
126,0.0189046,0,0,0,0.0241297,0,0,0,0,0,0,0.0461423,0.0328954,0.050344,0.0300125,0,0,0.0778883,0,0.0476567,0.0495443,0.0299953,0.0497049,0.0158327,0.00981245,0.0323099,0.00548107,0.0142036,0.0121575,0.0115462,0.036746,0.0141737,0.0207712,0.0254244,0.0211909,0.0532941,0.0603915,0.0263688,0.0376091,0.0212178,0.0298836,0.0256567,0,0.0277314,0,0,0.0666621,0,0.0356195,0.0295729,0.0457264,0.0447177,0.018661,0.0166022,0.0190995,0.0544031,0.0186892,0.0352293,0.0200544,0.0180741,0.0206407,0.0132943,0.0209317,0.024892,0.0215997,0.0672575,0.0269408,0.0179463,0.0238076,0.0206449,0,0,0,0
127,0.0189822,0,0,0,0.0243265,0,0,0,0,0,0,0.0461949,0.0327929,0.0505384,0.0301253,0,0,0.0777312,0,0.0477295,0.0494648,0.0299286,0.0504614,0.0156856,0.00995298,0.0325269,0.00531015,0.0142405,0.0120964,0.011505,0.036786,0.014115,0.0208823,0.0253766,0.0213849,0.0535624,0.0602013,0.0263801,0.0377871,0.0205168,0.0299132,0.0251953,0,0.0278516,0,0,0.0665442,0,0.0356557,0.0294602,0.0458058,0.0436181,0.0188027,0.0159977,0.0194069,0.0544944,0.018763,0.0348203,0.0197767,0.0182212,0.0204343,0.0134344,0.0206329,0.0246746,0.0206003,0.0672825,0.0270206,0.0178639,0.0239719,0.0207542,0,0,0,0
128,0.019077,0,0,0,0.0245696,0,0,0,0,0,0,0.0461605,0.0327285,0.0507329,0.0302744,0,0,0.0775704,0,0.0478275,0.0493868,0.0298796,0.0512302,0.0156374,0.0101165,0.032765,0.0051393,0.014326,0.0120316,0.0115218,0.0368411,0.0140229,0.0208522,0.025315,0.0215979,0.0536953,0.0599703,0.0263954,0.0379406,0.0205799,0.0299432,0.0249816,0,0.0279582,0,0,0.0664548,0,0.0356941,0.0293231,0.0458281,0.0426662,0.0189863,0.0154386,0.0192335,0.0546322,0.0188335,0.0342154,0.019412,0.0183747,0.0202089,0.0136931,0.0203715,0.0244217,0.0201064,0.0673096,0.027095,0.0177656,0.0241556,0.0208771,0,0,0,0
129,0.0191702,0,0,0,0.0248455,0,0,0,0,0,0,0.0461328,0.0327092,0.0509584,0.030457,0,0,0.0774572,0,0.0479397,0.0493176,0.0298988,0.052066,0.0156736,0.0103199,0.0330617,0.00492686,0.0144597,0.0120075,0.0115683,0.0369158,0.0139695,0.0209437,0.0252666,0.0218237,0.0538917,0.0597448,0.0264089,0.0380178,0.0207447,0.029991,0.0251808,0,0.0280948,0,0,0.0663395,0,0.0357512,0.0292244,0.0458106,0.0418379,0.0192101,0.0150044,0.0185943,0.0548248,0.0189913,0.033429,0.0188623,0.0186323,0.0199325,0.0139954,0.0200149,0.0240053,0.0195307,0.0673496,0.0271586,0.0177042,0.0243638,0.0210127,0,0,0,0
130,0.0192278,0,0,0,0.0250985,0,0,0,0,0,0,0.046256,0.032642,0.0511511,0.0305967,0,0,0.0772772,0,0.0479944,0.0491915,0.0299071,0.052998,0.015659,0.0104981,0.0333799,0.00465937,0.0145483,0.0119985,0.0115972,0.0369772,0.0140046,0.0209767,0.0253061,0.0220637,0.0542298,0.0594917,0.0264213,0.0380167,0.0201939,0.0300503,0.0255621,0,0.0282183,0,0,0.0662538,0,0.0358102,0.029121,0.0457976,0.0408585,0.0194791,0.0147566,0.0184933,0.0549964,0.0192717,0.0326162,0.0182576,0.019082,0.0197303,0.0141245,0.0198085,0.0235456,0.0183803,0.0673588,0.0271975,0.0177234,0.0246208,0.0210741,0,0,0,0
131,0.0193637,0,0,0,0.025405,0,0,0,0,0,0,0.0463699,0.0325454,0.0511667,0.0307031,0,0,0.0770592,0,0.0479942,0.0490733,0.0299119,0.0538805,0.0155506,0.0106328,0.0336947,0.0044593,0.0145518,0.0119919,0.0116188,0.0370787,0.0140495,0.0209731,0.025333,0.0223094,0.0545473,0.0592694,0.0264154,0.0381242,0.0188909,0.0301177,0.0251043,0,0.0283149,0,0,0.0661359,0,0.0358755,0.0290343,0.0457994,0.0395248,0.0197956,0.0143704,0.0189021,0.0551431,0.0196565,0.0317414,0.0179312,0.0196092,0.0194736,0.014014,0.0198446,0.0229792,0.0168872,0.0673287,0.0272423,0.0177415,0.0249166,0.0211557,0,0,0,0
132,0.0195695,0,0,0,0.0257525,0,0,0,0,0,0,0.0465558,0.0324473,0.0512156,0.030829,0,0,0.0768565,0,0.0479998,0.048947,0.0300183,0.0547944,0.0154787,0.01081,0.034065,0.00428666,0.0142775,0.0119285,0.0116452,0.0372229,0.0140435,0.0211411,0.0253355,0.0225835,0.0549617,0.0590254,0.0264218,0.0382921,0.0173758,0.0301542,0.0236767,0,0.028439,0,0,0.0659109,0,0.0359102,0.0289541,0.04572,0.0381655,0.0201539,0.0138208,0.0189901,0.0552939,0.0200721,0.0308888,0.0179308,0.0200216,0.0191428,0.0137723,0.0198375,0.0223596,0.0157592,0.0672883,0.0272961,0.0177912,0.0252127,0.0212242,0,0,0,0
133,0.0197315,0,0,0,0.0260741,0,0,0,0,0,0,0.0467888,0.03236,0.0515025,0.0308981,0,0,0.0766415,0,0.0480574,0.0488028,0.0301925,0.0556811,0.0154478,0.0110044,0.0343768,0.0040811,0.014085,0.0117993,0.0116611,0.0373898,0.0140508,0.02123,0.0253552,0.022852,0.0554518,0.0587333,0.0264599,0.0383059,0.0163608,0.030193,0.0225898,0,0.0285303,0,0,0.0656886,0,0.0359244,0.0288792,0.0455287,0.0376428,0.0204247,0.0134287,0.0187235,0.0554257,0.0204884,0.0301746,0.0179543,0.02028,0.0188629,0.0137927,0.019693,0.0218686,0.0154482,0.0671861,0.0274202,0.017823,0.025462,0.0212248,0,0,0,0
134,0.0198698,0,0,0,0.0263562,0,0,0,0,0,0,0.0470448,0.0322781,0.0519107,0.0308218,0,0,0.0764371,0,0.0481356,0.0486564,0.0303931,0.0564897,0.0154177,0.011196,0.0345216,0.00381963,0.0139819,0.011669,0.0116244,0.0375957,0.0140823,0.0212758,0.0253499,0.0231009,0.0558463,0.0584553,0.0264928,0.0383858,0.0159582,0.0302261,0.0223687,0,0.0285929,0,0,0.0654559,0,0.0359251,0.0287612,0.0452714,0.0377756,0.0205104,0.0134492,0.01834,0.055498,0.0208919,0.0295447,0.0179142,0.0205379,0.0186489,0.0140597,0.0194911,0.0215944,0.0155416,0.0669671,0.0276172,0.0176746,0.0256773,0.0211578,0,0,0,0
135,0.0201011,0,0,0,0.0266751,0,0,0,0,0,0,0.0472506,0.0321795,0.0521406,0.03063,0,0,0.076286,0,0.0481687,0.0485376,0.0305644,0.0572268,0.0154621,0.0113199,0.034652,0.00363682,0.0139035,0.0115219,0.011562,0.0378035,0.0141336,0.0213288,0.0253433,0.0233309,0.0560806,0.0582737,0.0264564,0.0383869,0.0156819,0.0303048,0.0222847,0,0.0286492,0,0,0.0652352,0,0.0359558,0.0286217,0.0450113,0.0379727,0.0205379,0.013457,0.017992,0.0555383,0.0212588,0.0289557,0.0180012,0.0208671,0.0185805,0.0142739,0.0193973,0.0215902,0.0155436,0.0667343,0.027873,0.0175907,0.025917,0.0211629,0,0,0,0
136,0.0203325,0,0,0,0.0270315,0,0,0,0,0,0,0.0473936,0.0320172,0.0522379,0.0302309,0,0,0.0761022,0,0.0482251,0.0483822,0.0308201,0.0579996,0.0155093,0.0113808,0.0348603,0.00343161,0.0137118,0.0112863,0.0114927,0.0380582,0.0141932,0.0214122,0.025369,0.0235789,0.0562783,0.0580975,0.0263963,0.0382368,0.0156009,0.0304061,0.022084,0,0.0287234,0,0,0.0650072,0,0.0360094,0.028544,0.0446845,0.0382054,0.0207982,0.0130976,0.0180744,0.0555562,0.0216107,0.0284833,0.0182532,0.0212517,0.0186312,0.014468,0.019357,0.0217789,0.0159599,0.0665649,0.0281478,0.0176223,0.026165,0.0211916,0,0,0,0
