Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,IMUR_M,RFIN,L5FT
824,0.039576,0,0,0,0,0.0405797,0,0,0,0,0,0.0487558,0.0100906,0.00490162,0,0,0.0737863,0,0.0575225,0.0353964,0.0277405,0.00965765,0.0350367,0.00902785,0.0174374,0.0521144,0.00393642,0.00396732,0.00839418,0.0407242,0.0037637,0.00299191,0.00315249,0.0322177,0.00800515,0.049942,0.0260765,0.0159775,0.0174301,0.0370109,0.00776578,0.0169855,0.039469,0,0,0.0313377,0,0.0112313,0.0470056,0.0083822,0,0.0110915,0.0224303,0.0541863,0,0,0,0.0289857,0.00461488,0.0275859,0,0.0042281,0.0163577,0.0271653,0.0154185,0.00681157,0.0376986,0.0281534,0,0,0,0,0,0.0389732,0
825,0.0396012,0,0,0,0,0.0409704,0,0,0,0,0,0.0486979,0.0102313,0.00491798,0,0,0.0741532,0,0.0577469,0.0356117,0.0278255,0.00981262,0.0349635,0.00905658,0.017236,0.0521108,0.0040034,0.00396189,0.00849277,0.0407492,0.0037529,0.0030078,0.00314012,0.0322025,0.00807359,0.050452,0.026006,0.0160561,0.0179585,0.0369255,0.00783208,0.0175367,0.0396195,0,0,0.0310993,0,0.010841,0.0468823,0.00768566,0,0.0116709,0.0218276,0.0544803,0,0,0,0.0290687,0.00504818,0.0277615,0,0.00452109,0.01667,0.0275218,0.015478,0.0067528,0.0381039,0.0281244,0,0,0,0,0,0.0388851,0
826,0.0397942,0,0,0,0,0.0416955,0,0,0,0,0,0.0484702,0.0102341,0.00513159,0,0,0.0747897,0,0.0579844,0.0359975,0.0279165,0.00981902,0.0350439,0.00910163,0.0173322,0.0525091,0.00414151,0.0040737,0.00843382,0.0406272,0.00377595,0.0029928,0.00309674,0.0322011,0.00801689,0.0513847,0.0261473,0.016213,0.0182017,0.0368697,0.00793781,0.017622,0.039793,0,0,0.03109,0,0.0104952,0.0469609,0.00724664,0,0.0122688,0.0214677,0.0549635,0,0,0,0.0294592,0.00550305,0.0279642,0,0.00483618,0.0167963,0.0281294,0.0159242,0.00676543,0.0388331,0.0281421,0,0,0,0,0,0.0387797,0
827,0.0401338,0,0,0,0,0.0425998,0,0,0,0,0,0.0483748,0.0103685,0.00551582,0,0,0.0753937,0,0.0579227,0.0363902,0.0280634,0.0100158,0.0351766,0.00917436,0.017601,0.0532238,0.00417779,0.00421087,0.00836665,0.0408141,0.00374719,0.00293064,0.00306334,0.032151,0.00796682,0.0525232,0.0260018,0.0164376,0.0182761,0.0368465,0.00819394,0.0181972,0.0400072,0,0,0.0312533,0,0.0102959,0.0471493,0.00691022,0,0.0131204,0.0213222,0.055585,0,0,0,0.0301108,0.00589686,0.0280591,0,0.00522594,0.0167288,0.0289156,0.016287,0.00693858,0.039687,0.0282276,0,0,0,0,0,0.0386478,0
828,0.0404819,0,0,0,0,0.0435386,0,0,0,0,0,0.0482971,0.0103536,0.00581744,0,0,0.0762138,0,0.0577365,0.0368504,0.028087,0.010117,0.0353747,0.00908719,0.0176261,0.0540656,0.00421673,0.00422359,0.00838685,0.0407168,0.00372069,0.00284906,0.00303929,0.0321789,0.00781228,0.053917,0.0255685,0.016724,0.018273,0.0368053,0.00809647,0.0176284,0.0402318,0,0,0.0315882,0,0.0101917,0.0473811,0.00605889,0,0.013384,0.0208882,0.0563757,0,0,0,0.0302551,0.0060341,0.0284396,0,0.00535223,0.016729,0.0299185,0.0163898,0.0072356,0.0404963,0.0282828,0,0,0,0,0,0.0385244,0
829,0.04018,0,0,0,0,0.052782,0,0,0,0,0,0.0471671,0.00422319,0.0366234,0,0,0.0873735,0,0.0573285,0.0421551,0.0313175,0.00964961,0,0.00568428,0.0452706,0.0628408,0.00252241,0.00976515,0.00901168,0.0361679,0.0050158,0.00494298,0.00390894,0.0351326,0.018724,0.0687997,0.0232155,0.0180917,0.0132991,0.0365914,0.0102038,0.0379386,0.0367239,0,0,0.0260265,0,0.00805769,0.0517195,0.0106268,0,0.0204814,0.0162439,0.0551963,0,0,0,0.0338661,0.0105491,0.0244594,0,0.0114256,0.00806885,0.0255969,0.0181568,0.00650546,0.0521349,0.0208837,0,0,0,0,0,0.0390365,0
830,0.0426102,0,0,0,0,0.0461273,0,0,0,0,0,0.0481488,0.0103363,0.00682802,0,0,0.0793491,0,0.0576238,0.0385094,0.0284323,0.0102503,0.0359733,0.00923007,0.0183002,0.0580307,0.00424857,0.0045741,0.00895749,0.0406672,0.00392546,0.0028727,0.00313078,0.032179,0.00766655,0.058155,0.02505,0.0175669,0.0183669,0.0367747,0.00841329,0.0180487,0.0411996,0,0,0.0325448,0,0.0100309,0.0476881,0.00544847,0,0.0137383,0.0199238,0.0582118,0,0,0,0.0300521,0.00656509,0.0296818,0.00357207,0.00612996,0.015447,0.0321997,0.0166098,0.00789726,0.0427229,0.0293058,0,0,0,0,0,0.038143,0
831,0.0432757,0,0,0,0,0.0464631,0,0,0,0,0,0.0482727,0.0103728,0.0069038,0,0,0.0795109,0,0.0576498,0.0386543,0.0284133,0.0102601,0.0359221,0.00924809,0.0187925,0.0587327,0.0042349,0.00446074,0.00902693,0.0407859,0.00383842,0.00272353,0.00301619,0.0321684,0.00770939,0.0584615,0.0252037,0.017585,0.0180228,0.0367559,0.0085141,0.0187246,0.041539,0,0,0.032053,0,0.00962137,0.0482485,0.0057869,0,0.0141496,0.0203955,0.0580853,0,0,0,0.0298817,0.00673756,0.0296308,0.00372627,0.00637436,0.0147165,0.032049,0.0167196,0.00789223,0.0429993,0.0298785,0,0,0,0,0,0.038132,0
832,0.0434325,0,0,0,0,0.0466813,0,0,0,0,0,0.0483081,0.0104162,0.00686059,0,0,0.0792539,0,0.0576117,0.038665,0.0283617,0.0103678,0.0358402,0.00920587,0.0189948,0.0587138,0.00421543,0.00408767,0.00917513,0.0408517,0.00369873,0.00263295,0.0028974,0.0322357,0.00774358,0.0583589,0.025262,0.0176059,0.0171256,0.0366958,0.00787758,0.018875,0.0417654,0,0,0.0316422,0,0.00927714,0.0488194,0.00571165,0,0.0133508,0.0207982,0.0580909,0,0,0,0.029097,0.00646909,0.0296551,0.00372999,0.00612381,0.0143323,0.0319239,0.0168066,0.00789116,0.0431203,0.0300356,0,0,0,0,0,0.0381571,0
833,0.0422523,0,0,0,0,0.0540702,0,0,0,0,0,0.0472521,0.00428922,0.036226,0,0,0.0890674,0,0.0570925,0.0433971,0.0314538,0.00960961,0,0.0054187,0.0467835,0.0661623,0.00259634,0.00937817,0.0092545,0.0361776,0.00523795,0.00462564,0.00369817,0.0352148,0.0179762,0.0713431,0.0231952,0.0187917,0.0113569,0.0366341,0.00892253,0.0382755,0.037168,0,0,0.0245135,0,0.00632932,0.0532477,0.00801286,0,0.019534,0.0177186,0.054695,0,0,0,0.0323751,0.0101343,0.0251021,0.00526022,0.0109168,0.00769122,0.0258323,0.0185245,0.00702416,0.0527837,0.0226927,0,0,0,0,0,0.0386745,0
834,0.0442918,0,0,0,0,0.0466251,0,0,0,0,0,0.0483808,0.0102968,0.00719515,0,0,0.0794253,0,0.0573656,0.0389545,0.0284643,0.010322,0.0358048,0.0091452,0.0196139,0.0596883,0.00414946,0.00430096,0.00904521,0.040693,0.00379469,0.00251703,0.00290128,0.0322887,0.00758828,0.0587667,0.0249881,0.0178994,0.0171957,0.0367584,0.00875173,0.0193202,0.0420873,0,0,0.0305368,0,0.00864106,0.0497242,0.00735944,0,0.013812,0.0216586,0.057451,0,0,0,0.0286061,0.00742923,0.0296551,0.00411557,0.00705954,0.0132642,0.0314712,0.0168183,0.00798256,0.0428254,0.0308838,0,0,0,0,0,0.0380547,0
835,0.0446581,0,0,0,0,0.0466274,0,0,0,0,0,0.0484689,0.0101468,0.00737235,0,0,0.0796894,0,0.0573589,0.0390793,0.0285795,0.0102496,0.0358129,0.00913569,0.0197753,0.0600056,0.00414422,0.00452257,0.00918563,0.0405526,0.0038714,0.00249284,0.00294624,0.0323463,0.00761351,0.0589724,0.0250696,0.0179602,0.0170243,0.0367235,0.00915275,0.01948,0.0423127,0,0,0.0300847,0,0.0083438,0.0499964,0.00805138,0,0.0138803,0.0219061,0.0574285,0,0,0,0.0284317,0.00777257,0.0296382,0.00429272,0.00744825,0.0125038,0.0313731,0.0170356,0.00806378,0.0428445,0.0311759,0,0,0,0,0,0.038003,0
836,0.0450857,0,0,0,0,0.046902,0,0,0,0,0,0.0485319,0.00991773,0.00742043,0,0,0.0796841,0,0.0573068,0.039173,0.0286775,0.0102168,0.0357629,0.00907232,0.0198751,0.0602007,0.00417648,0.00466459,0.00929782,0.0405884,0.00382864,0.00246765,0.00285387,0.0323986,0.00755988,0.0590578,0.0251458,0.0180405,0.0164502,0.0366159,0.00898716,0.0195386,0.0427637,0,0,0.0298151,0,0.00818234,0.05024,0.00831729,0,0.0136204,0.0221378,0.0577168,0,0,0,0.0279136,0.00768425,0.0296958,0.00429717,0.00749143,0.0116971,0.0313721,0.0171081,0.00816867,0.043075,0.0314548,0,0,0,0,0,0.0380146,0
837,0.0436346,0,0,0,0,0.0542126,0,0,0,0,0,0.0475968,0.00388139,0.0358439,0,0,0.0895264,0,0.0569139,0.043884,0.0316752,0.00931772,0,0.00528877,0.0472428,0.0674608,0.00264066,0.00989183,0.00942239,0.0360218,0.00519963,0.00494291,0.00377026,0.0353482,0.0183263,0.0720349,0.0232661,0.0191691,0.0120646,0.0366717,0.0101294,0.0383334,0.0378939,0,0,0.0225709,0,0.00495366,0.0542516,0.00851496,0,0.0213525,0.0181777,0.0542653,0,0,0,0.0324761,0.0112162,0.0249596,0.00511561,0.0121767,0.0045479,0.025215,0.01905,0.00771323,0.0529557,0.0239961,0,0,0,0,0,0.0385084,0
838,0.0461215,0,0,0,0,0.0470381,0,0,0,0,0,0.0487224,0.00952049,0.00780957,0,0,0.0801029,0,0.0572172,0.0396408,0.0288216,0.00961188,0.0357356,0.00893583,0.0202429,0.0613244,0.00414778,0.00472655,0.0092867,0.0407107,0.00384409,0.00267319,0.0028216,0.0323326,0.00723212,0.0597741,0.0251995,0.0184505,0.0156098,0.0368589,0.00881091,0.020018,0.0433469,0,0,0.0293877,0,0.007898,0.0504517,0.00934319,0,0.0147484,0.0225833,0.0575386,0,0,0,0.0271003,0.00800262,0.0297424,0.00443837,0.00792818,0.0110013,0.0313941,0.0171326,0.00861228,0.042976,0.0323007,0,0,0,0,0,0.0379954,0
839,0.0430637,0,0,0,0,0.0455877,0,0,0,0,0,0.0483402,0.00893063,0.00473355,0,0,0.08152,0,0.0569953,0.0402968,0.0266081,0.00841826,0.0348893,0.00801231,0.0156182,0.0609366,0.00484454,0.00296244,0.00798187,0.039211,0.00299116,0.0020435,0.00194717,0.0325117,0.00772402,0.0619097,0.0247199,0.018364,0.0290683,0.0369985,0.00738411,0.0110544,0.0409176,0,0,0.0283846,0,0.00734461,0.0521872,0.0254775,0,0.00904786,0.0149665,0.0563131,0,0.0384051,0,0.00748745,0.0149984,0.0394662,0,0.0162613,0.0377481,0.0305156,0.0171079,0.00835006,0.0414259,0.0286747,0,0,0,0,0,0.0381269,0
840,0.0436348,0,0,0,0,0.0459668,0,0,0,0,0,0.0480879,0.00868345,0.0049025,0,0,0.0816799,0,0.056941,0.040407,0.0267313,0.00803562,0.0349582,0.00805551,0.0159781,0.0614672,0.00478029,0.00298734,0.00791066,0.0391844,0.00298089,0.00209232,0.00200814,0.0325143,0.00749394,0.0622399,0.0242404,0.0184718,0.0286191,0.0369271,0.00694453,0.011452,0.0413633,0,0,0.0282549,0,0.0070385,0.0520538,0.0242232,0,0.00903423,0.0152589,0.0566173,0,0.0382411,0,0.0079552,0.0146743,0.0393064,0.0101398,0.0156663,0.0370743,0.0309312,0.0173417,0.00836873,0.0416615,0.0290701,0,0,0,0,0,0.0380392,0
841,0.0438873,0,0,0,0,0.0460779,0,0,0,0,0,0.0477328,0.00846254,0.00487142,0,0,0.0817766,0,0.0571737,0.0403223,0.0269213,0.00766974,0.0349165,0.00805725,0.0160769,0.0616935,0.00473118,0.00300108,0.00781559,0.0392058,0.00298077,0.0022356,0.00207521,0.0325311,0.00739241,0.0624335,0.0234006,0.0182926,0.0277097,0.0368476,0.0071374,0.0117301,0.041635,0,0,0.0279956,0,0.00667268,0.0518059,0.0236975,0,0.00908028,0.0150368,0.0567582,0,0.0383094,0,0.00800814,0.0146896,0.0393258,0.010212,0.0156357,0.0357765,0.0308386,0.0175675,0.00836146,0.0417776,0.0292091,0,0,0,0,0,0.0379091,0
842,0.04428,0,0,0,0,0.0463104,0,0,0,0,0,0.047737,0.00816857,0.00483109,0,0,0.0819634,0,0.0573628,0.040372,0.0271117,0.00728363,0.0349197,0.00804492,0.016203,0.0620265,0.00464081,0.00304683,0.00769929,0.0392771,0.00309407,0.00233667,0.002227,0.0325553,0.00720279,0.0627224,0.0230645,0.0181716,0.0267647,0.0368856,0.00735614,0.0121748,0.0420085,0,0,0.0278501,0,0.00648288,0.0515167,0.0235265,0,0.00937757,0.0148879,0.0569855,0,0.0384469,0,0.00791859,0.0148087,0.039555,0.0103302,0.0158858,0.0346942,0.0309356,0.0176576,0.00840339,0.0419457,0.02946,0,0,0,0,0,0.0378959,0
843,0.0450173,0,0,0,0,0.0467704,0,0,0,0,0,0.0477504,0.00774266,0.00477345,0,0,0.0822758,0,0.0573154,0.0406278,0.0272971,0.00685125,0.0350273,0.00805423,0.0163703,0.0627188,0.00450437,0.00298675,0.00779796,0.0394045,0.00321312,0.0024312,0.00240234,0.0325778,0.00690385,0.0631937,0.0230487,0.0182254,0.0259539,0.0369089,0.0075394,0.012204,0.0425845,0,0,0.0277571,0,0.00633617,0.051233,0.0234982,0,0.0097611,0.0148659,0.0573131,0,0.0384125,0,0.00773996,0.0149951,0.0397423,0.0104979,0.0162738,0.0338265,0.0311365,0.0178297,0.00850155,0.0423422,0.0299811,0,0,0,0,0,0.0378531,0
844,0.045809,0,0,0,0,0.0474261,0,0,0,0,0,0.0477452,0.00716541,0.0046706,0,0,0.082629,0,0.0571807,0.0408544,0.0274471,0.00636332,0.0352584,0.00807388,0.0166755,0.0634944,0.0043165,0.00285017,0.00782043,0.0395083,0.00332249,0.00253854,0.00259336,0.0326382,0.00653418,0.0637078,0.0229937,0.0183315,0.0253301,0.0369151,0.00768033,0.0117847,0.0431718,0,0,0.0276897,0,0.0061459,0.051015,0.0235076,0,0.0101111,0.0150264,0.0577832,0,0.0383449,0,0.00747963,0.0152131,0.0399071,0.0106858,0.0166897,0.0331739,0.0314431,0.0181495,0.00866518,0.0430285,0.030521,0,0,0,0,0,0.0377913,0
845,0.0465176,0,0,0,0,0.0482214,0,0,0,0,0,0.0477453,0.00667727,0.00456559,0,0,0.0830173,0,0.0570745,0.041043,0.0276349,0.00603585,0.0354517,0.00817433,0.0169826,0.0641906,0.0041851,0.00286097,0.00784631,0.0396485,0.00347219,0.0027435,0.00283155,0.032735,0.00634752,0.0642616,0.0229325,0.0183505,0.0249154,0.0369224,0.00783552,0.0119317,0.0437,0,0,0.0277373,0,0.00604415,0.0507548,0.0235059,0,0.0102767,0.0151149,0.0583939,0,0.038322,0,0.00710515,0.0154379,0.0400982,0.010896,0.017064,0.0326425,0.0316789,0.0183468,0.00884113,0.0437232,0.0309959,0,0,0,0,0,0.037737,0
846,0.04723,0,0,0,0,0.0491212,0,0,0,0,0,0.0477482,0.0061313,0.00443742,0,0,0.0831806,0,0.0570564,0.041209,0.0278052,0.00573883,0.0354948,0.00825528,0.0170691,0.0647615,0.00412736,0.00317023,0.00777073,0.0397743,0.00363824,0.00296837,0.0030856,0.0328077,0.0061211,0.0647681,0.0228476,0.0183132,0.0245042,0.0368792,0.00793884,0.0119959,0.0443742,0,0,0.0279727,0,0.00612019,0.050459,0.0235671,0,0.0104995,0.0150872,0.0592254,0,0.0382134,0,0.0066689,0.0156955,0.0403665,0.0110394,0.017297,0.032346,0.0319164,0.0183894,0.0088856,0.0444533,0.0314816,0,0,0,0,0,0.0377126,0
847,0.0518989,0,0,0,0,0.0513602,0,0,0,0,0,0.0481718,0.00623003,0.00778718,0,0,0.0827663,0,0.0572635,0.0413249,0.0301904,0.00676921,0.0366907,0.00919425,0.0223342,0.0670402,0.00336385,0.00510606,0.00894577,0.0414048,0.00471652,0.00414376,0.00424484,0.0327605,0.00502713,0.064221,0.023109,0.0190036,0.0145419,0.0368151,0.0105722,0.0214236,0.047959,0,0,0.0289401,0,0.00655569,0.049192,0.0129281,0,0.0177605,0.0234463,0.0609517,0,0,0,0.026303,0.00987589,0.0302979,0.00546644,0.00970007,0.00600192,0.0333193,0.0187409,0.00926235,0.0465979,0.0363343,0,0,0,0,0,0.0374152,0
848,0.0487978,0,0,0,0,0.0498371,0,0,0,0,0,0.0477429,0.00511239,0.00417353,0,0,0.0842837,0,0.0571591,0.0420483,0.0283133,0.00579015,0.0356598,0.00799749,0.0177882,0.0668067,0.00359681,0.00296468,0.00767564,0.0402018,0.0040434,0.00348366,0.00368088,0.0329263,0.00524751,0.0665188,0.0226476,0.0189019,0.0237737,0.0369198,0.00863353,0.0128557,0.0452151,0,0,0.0280418,0,0.00600904,0.0498919,0.0241915,0,0.0100898,0.0150859,0.059859,0,0.0380362,0,0.00571176,0.0157071,0.0408244,0,0.0175061,0.0314416,0.0325427,0.0190476,0.00918335,0.0453319,0.0327027,0,0,0,0,0,0.0373764,0
849,0.0493298,0,0,0,0,0.0502162,0,0,0,0,0,0.0475741,0.00463151,0.00404614,0,0,0.0843537,0,0.0569116,0.0420397,0.0284873,0.00614218,0.0357242,0.00789977,0.0178068,0.0675492,0.00335414,0.00311702,0.00763721,0.0404334,0.00416626,0.00373386,0.00388324,0.0329248,0.00486389,0.0670132,0.0223438,0.0188298,0.0237061,0.0368534,0.00877752,0.0131211,0.0455303,0,0,0.0284483,0,0.00625665,0.0496318,0.0243203,0,0.0101807,0.0148937,0.06013,0,0.0379194,0,0.00531567,0.0156093,0.0408076,0,0.0173333,0.0313743,0.0330607,0.0192888,0.00934563,0.0455187,0.0331415,0,0,0,0,0,0.037276,0
850,0.0492997,0,0,0,0,0.0504853,0,0,0,0,0,0.0475342,0.00413661,0.00395497,0,0,0.0842362,0,0.0567873,0.0418976,0.0287053,0.00685157,0.0358295,0.00781671,0.0177037,0.0676231,0.00316427,0.00350441,0.00757733,0.0406297,0.00434869,0.00395614,0.00416436,0.0328067,0.00451662,0.0670337,0.0221201,0.0186428,0.0237146,0.0368349,0.00889633,0.0125687,0.0454974,0,0,0.028766,0,0.00641089,0.0495024,0.0245507,0,0.00992188,0.0148436,0.0599866,0,0.0377006,0,0.00493175,0.0152865,0.0407954,0,0.0169547,0.0313075,0.0331966,0.0193478,0.00943357,0.0455101,0.0331738,0,0,0,0,0,0.0371763,0
851,0.0488177,0,0,0,0,0.0501799,0,0,0,0,0,0.0476035,0.00404576,0.00382254,0,0,0.08318,0,0.0569306,0.0413141,0.0288861,0.00780191,0.0357541,0.00793238,0.0173891,0.0665102,0.00303934,0.00442752,0.0075934,0.0408793,0.00447915,0.00427893,0.00447566,0.0326093,0.00506532,0.065917,0.022138,0.018383,0.0235992,0.0367921,0.00875903,0.0125034,0.0453714,0,0,0.0279556,0,0.00596031,0.0494428,0.0244213,0,0.00959442,0.0147576,0.0592372,0,0.0376298,0,0.00473665,0.0147979,0.0406349,0,0.0163441,0.0310559,0.0324119,0.0194583,0.00929668,0.0451915,0.0329627,0,0,0,0,0,0.0372705,0
852,0.0481008,0,0,0,0,0.0491418,0,0,0,0,0,0.0475778,0.0039597,0.00383539,0,0,0.0818222,0,0.0570268,0.0406329,0.029056,0.00870166,0.0357376,0.00788333,0.0169554,0.0651828,0.00292668,0.00438962,0.00770839,0.0409783,0.004627,0.00448694,0.00474991,0.0325985,0.00517131,0.0645741,0.0221879,0.018027,0.0236978,0.0367751,0.00809395,0.0112015,0.0448662,0,0,0.0270233,0,0.00552461,0.0493771,0.023891,0,0.0096138,0.0148415,0.0580266,0,0.0377052,0,0.00481723,0.0142435,0.0402445,0.0105545,0.0154988,0.0313623,0.0318443,0.0197998,0.00930734,0.0442308,0.0327874,0,0,0,0,0,0.03723,0
853,0.0475384,0,0,0,0,0.048118,0,0,0,0,0,0.0475648,0.00401067,0.00406523,0,0,0.0807723,0,0.0570139,0.0401355,0.029219,0.00974718,0.0355878,0.00788898,0.0162617,0.0640769,0.00276435,0.00406615,0.00776346,0.0411089,0.00480404,0.00472619,0.00500472,0.0325772,0.00535765,0.0633908,0.0224714,0.0176559,0.0237316,0.036827,0.00783659,0.0099983,0.0444592,0,0,0.0262457,0,0.00517492,0.04925,0.0242322,0,0.00998035,0.0146497,0.0569946,0.00623356,0.037682,0,0.00485603,0.0142504,0.0402354,0.0104252,0.0153771,0.0317743,0.0312368,0.0202151,0.00933935,0.0432184,0.0327186,0,0,0,0,0,0.0372722,0
854,0.047124,0,0,0,0,0.0471849,0,0,0,0,0,0.0475291,0.00422501,0.00452549,0,0,0.0797142,0,0.0570317,0.0395862,0.0293308,0.0107417,0.0353357,0.008075,0.0157212,0.0630582,0.00258531,0.0032307,0.00773977,0.0412809,0.00501807,0.00504823,0.00526483,0.032603,0.00561413,0.0622015,0.0226467,0.0172931,0.0236271,0.0368887,0.00754863,0.00938491,0.0441687,0,0,0.0256738,0,0.00490444,0.0491571,0.0242581,0,0.00970677,0.0147455,0.0560806,0,0.037977,0,0.0046642,0.013873,0.0401511,0.010055,0.0148764,0.031834,0.0306937,0.0205461,0.00940063,0.0423054,0.0328989,0,0,0,0,0,0.0372943,0
855,0.0466742,0,0,0,0,0.0461966,0,0,0,0,0,0.047466,0.00457758,0.00519426,0,0,0.0786044,0,0.0572005,0.0389753,0.0294995,0.0116567,0.0351925,0.00805834,0.0151763,0.0620377,0.00242761,0.00287223,0.00774921,0.0415201,0.00529034,0.00537708,0.00556766,0.0325962,0.00596462,0.0610654,0.0226987,0.0167797,0.0234297,0.0369467,0.00730621,0.0089604,0.0438301,0,0,0.0251503,0,0.00470322,0.0490053,0.0243042,0,0.00973274,0.0147468,0.0551876,0,0.0378874,0,0.00441176,0.0137045,0.0399232,0.00983015,0.0146058,0.0318407,0.0301362,0.0208058,0.00944448,0.0413871,0.033048,0,0,0,0,0,0.0373133,0
856,0.0463801,0,0,0,0,0.0452286,0,0,0,0,0,0.0474665,0.00498249,0.00586466,0,0,0.0777818,0,0.0573327,0.0385158,0.0296275,0.0125033,0.035104,0.0078795,0.0145982,0.0612492,0.00242113,0.00292382,0.00778757,0.0417346,0.00551613,0.00572113,0.00583096,0.0326672,0.00645812,0.0600638,0.0229254,0.0166939,0.0232476,0.0370162,0.00712238,0.00809304,0.0435957,0,0,0.0245006,0,0.00452929,0.0488331,0.0245385,0,0.0101178,0.0147233,0.0544063,0.00609674,0.0376492,0,0.0043317,0.0137317,0.0397418,0.00978527,0.0146471,0.0320752,0.0295848,0.0211741,0.00950977,0.0403992,0.0332631,0,0,0,0,0,0.0373144,0
857,0.0463114,0,0,0,0,0.0443929,0,0,0,0,0,0.047491,0.00545282,0.00663631,0,0,0.0771088,0,0.057348,0.0381605,0.0297008,0.0134915,0.0349786,0.00779203,0.0141232,0.0607554,0.00247615,0.00309324,0.00771676,0.0419029,0.00576101,0.0061848,0.00613356,0.0327196,0.00714487,0.0592103,0.0232084,0.0166341,0.0230501,0.0370337,0.00697193,0.00742575,0.0435301,0,0,0.0238984,0,0.00427485,0.0486745,0.0246716,0,0.0103147,0.0148421,0.053753,0.00599056,0.0376895,0,0.00425075,0.0136409,0.0395955,0.00970445,0.0145865,0.0322491,0.0290424,0.0216152,0.00960392,0.0394976,0.0335764,0,0,0,0,0,0.0372098,0
858,0.0462988,0,0,0,0,0.0436899,0,0,0,0,0,0.0475084,0.00599623,0.00724736,0,0,0.0764833,0,0.0573967,0.0377198,0.0298259,0.0146453,0.0348045,0.00780855,0.0137418,0.0604091,0.00244652,0.00329351,0.00762376,0.0420236,0.00606085,0.00665999,0.00649427,0.0327809,0.00807958,0.0586004,0.0232446,0.0164942,0.0228324,0.0370689,0.00687127,0.00685618,0.0435178,0,0,0.0233852,0,0.00397516,0.0485321,0.0248351,0,0.0105727,0.0150506,0.0532423,0.00577381,0.0376644,0,0.00416708,0.0136315,0.0395219,0.00960494,0.0145418,0.032359,0.0286111,0.0219589,0.00973495,0.0386684,0.0338229,0,0,0,0,0,0.0370883,0
859,0.044104,0,0,0,0,0.0474807,0,0,0,0,0,0.0467552,0.00817476,0.0308037,0,0,0.0850304,0,0.0570847,0.0416212,0.0322418,0.0149423,0,0.00408107,0.0395235,0.0660447,0.00274789,0.00860311,0.00686396,0.0370535,0.00737519,0.00918554,0.00676546,0.0359555,0.0274714,0.0695108,0.0217536,0.0171377,0.017866,0.0373246,0.00412319,0.0285304,0.0378078,0,0,0.0160513,0,0.00248036,0.0533531,0.0179639,0,0.00683028,0.00845337,0.0478675,0,0.0394504,0,0.00872628,0.00638654,0.0347482,0.00478706,0.00663845,0.0235567,0.0220104,0.0247563,0.0109278,0.0442556,0.026982,0,0,0,0,0,0.0371082,0
860,0.0465169,0,0,0,0,0.0421226,0,0,0,0,0,0.04754,0.00729355,0.00857603,0,0,0.075533,0,0.0574795,0.0371387,0.0301148,0.0169563,0.0346698,0.00775736,0.0132125,0.0601748,0.00245809,0.0035578,0.00745188,0.0421312,0.00674412,0.00757039,0.00727842,0.0328253,0.0100639,0.057681,0.0237605,0.0163607,0.0223243,0.037292,0.00659057,0.00567972,0.0435576,0,0,0.0225074,0,0.00362601,0.0484305,0.0249685,0,0.0112568,0.015934,0.051943,0.00562899,0.0375336,0,0.0040225,0.0136697,0.0392826,0.00947192,0.0145541,0.0324511,0.028087,0.0226034,0.0100079,0.0368056,0.0344767,0,0,0,0,0,0.0368138,0
861,0.0467323,0,0,0,0,0.0418976,0,0,0,0,0,0.0475941,0.00789441,0.00928965,0,0,0.074794,0,0.0577303,0.0367387,0.0302235,0.0179729,0.0344205,0.00775619,0.0130563,0.059884,0.00255478,0.00384141,0.0075669,0.0422969,0.00703858,0.00801572,0.00757194,0.0328974,0.0113833,0.056976,0.023847,0.0162681,0.0218579,0.0373728,0.00694829,0.00561202,0.0438532,0,0,0.021883,0,0.00334156,0.0483625,0.0255987,0,0,0.0164798,0.0519117,0.00541159,0.0378294,0,0.00351356,0.0130324,0.0389961,0.00941651,0.0143519,0.0319528,0.0280124,0.0228013,0.0100428,0.0363921,0.0347725,0,0,0,0,0,0.0368817,0
