Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,IMUR_M,RFIN,L5FT
574,0.0250571,0,0,0,0,0.0478192,0,0,0,0,0,0.0339575,0.0121241,0.00350241,0,0,0.116257,0,0.0468927,0.0729311,0.0322237,0.0301502,0.0321437,0.0065607,0.00724731,0.0506559,0.00185618,0.00731279,0.00941511,0.0437429,0.0117341,0.0129654,0.0108982,0.0270981,0.0130943,0.0776665,0.028153,0.0520488,0.0158191,0.0372032,0.0190641,0.00252537,0.0176032,0,0,0.034982,0,0.0131205,0.0467065,0.0361192,0.0292781,0.00897283,0.0135568,0.039698,0.00439008,0.032327,0.00285065,0.00444879,0.0215873,0.0481301,0.021084,0.0242393,0.00773568,0.0360291,0.0157167,0.0103362,0.0478634,0.00811759,0,0,0,0,0,0.0329146,0
575,0.0836129,0,0,0,0,0.0458513,0,0,0,0,0,0.0498841,0.0116262,0.00504416,0,0,0.0960512,0,0.0563198,0.0525456,0.0320217,0.0292338,0.0374122,0.00657222,0.0081947,0.0963514,0.00199081,0.00704865,0.00928999,0.0438887,0.0115024,0.0125701,0.010716,0.0271514,0.0145822,0.0904702,0.0172522,0.0260413,0.0158677,0.0357417,0.0190974,0.0100577,0.0776913,0,0,0.0452316,0,0.0184326,0.0473031,0.0359749,0.0293563,0.0103282,0.00301316,0.0564358,0.00430729,0.0324285,0.00250433,0.00430634,0.0217425,0.0475991,0.0209743,0.0244022,0.00720498,0.0480128,0.0156009,0.0120748,0.0309028,0.065531,0,0,0,0,0,0.0321435,0
576,0.0835924,0,0,0,0,0.0452636,0,0,0,0,0,0.0499512,0.0108822,0.00533015,0,0,0.0963075,0,0.0562886,0.0526456,0.031769,0.0272885,0.0371986,0.006052,0.00810461,0.096389,0.002105,0.00682186,0.00907087,0.0434217,0.0110386,0.0119142,0.0103734,0.0272697,0.0156242,0.0907237,0.0172205,0.0260391,0.0160011,0.0356954,0.018931,0.0101405,0.0777955,0,0,0.0451419,0,0.0184075,0.0478587,0.0359589,0.0290632,0.0108315,0.00316901,0.0557807,0.00390443,0.0325989,0.00189598,0.00443471,0.0218354,0.0473481,0.0209313,0.0245479,0.00757861,0.0476254,0.0154477,0.0120643,0.0304503,0.0656068,0,0,0,0,0,0.0321753,0
577,0.083744,0,0,0,0,0.0449247,0,0,0,0,0,0.0499902,0.0103095,0.00562364,0,0,0.0966126,0,0.0562198,0.0527748,0.0315402,0.0250262,0.0369156,0.00544083,0.00794963,0.0966217,0.00232975,0.00648959,0.00892198,0.0427637,0.0105055,0.0111466,0.00993631,0.0272912,0.017013,0.0910871,0.0171894,0.0260453,0.0163463,0.0356161,0.0189147,0.0101092,0.0780491,0,0,0.0450758,0,0.0184039,0.0484229,0.0357409,0.0286924,0.0112228,0.00341074,0.0553319,0.00391297,0.0327518,0.00161547,0.0047896,0.0218818,0.0469911,0.0208547,0.0246047,0.00838425,0.0473686,0.0152317,0.0120331,0.0301637,0.0657956,0,0,0,0,0,0.0322022,0
578,0.0840794,0,0,0,0,0.0448645,0,0,0,0,0,0.0499802,0.00988567,0.00601646,0,0,0.0969562,0,0.0561068,0.0529281,0.0312449,0.0231814,0.0366092,0.00478867,0.00788373,0.0968854,0.0028194,0.00607016,0.00874901,0.0420303,0.00996637,0.0103691,0.0094892,0.0272284,0.0185576,0.09157,0.0171484,0.0260284,0.01695,0.035512,0.0191169,0.0100535,0.0784148,0,0,0.0451071,0,0.0184842,0.0490149,0.0352274,0.0282935,0.0115697,0.00369492,0.055151,0.00427559,0.0329187,0.00115715,0.00542774,0.0219546,0.0465973,0.0207923,0.0246335,0.00887757,0.0472611,0.0150589,0.0120274,0.0301382,0.0660341,0,0,0,0,0,0.0322046,0
579,0.0845996,0,0,0,0,0.045126,0,0,0,0,0,0.0500584,0.00951921,0.00642307,0,0,0.097382,0,0.056003,0.0530591,0.0308021,0.0217023,0.0363749,0.00419693,0.00792557,0.0972127,0.00342844,0.00558146,0.00866132,0.0413287,0.00945628,0.00965896,0.00910797,0.0271426,0.0200627,0.0921503,0.0171374,0.0260057,0.0175416,0.0354288,0.0193882,0.00988888,0.0789064,0,0,0.0452881,0,0.0186289,0.049606,0.0345474,0.0278867,0.0121134,0.00403394,0.0552359,0.00478247,0.0331056,0.000724644,0.00628973,0.0221176,0.0463633,0.0207451,0.0247729,0.00943516,0.0473023,0.0148881,0.0120766,0.0302768,0.0663297,0,0,0,0,0,0.0322325,0
580,0.0853212,0,0,0,0,0.0456497,0,0,0,0,0,0.0501386,0.00923599,0.00668469,0,0,0.097845,0,0.0558902,0.0532324,0.0303649,0.0203523,0.0361511,0.00371166,0.00793678,0.0977652,0.00400681,0.00515768,0.00869536,0.0407628,0.00896601,0.00907327,0.00876839,0.0271159,0.0212789,0.0927982,0.0171171,0.0260422,0.0180897,0.0353528,0.0197437,0.00955546,0.0795596,0,0,0.0455378,0,0.0187887,0.0502032,0.0336128,0.0274341,0.0129588,0.00436537,0.0555902,0.0053501,0.0332358,0.00122417,0.00697806,0.0223544,0.0462036,0.0208223,0.0250007,0.00992617,0.0475305,0.0147344,0.0121174,0.0305157,0.066783,0,0,0,0,0,0.0322906,0
581,0.0861489,0,0,0,0,0.0463633,0,0,0,0,0,0.0501425,0.009017,0.00685538,0,0,0.0983756,0,0.0557518,0.0534886,0.0299214,0.0190892,0.0359478,0.00336502,0.00793211,0.098471,0.00442389,0.00481072,0.00881696,0.0404762,0.00848326,0.00855885,0.00840732,0.0272161,0.0221501,0.0934974,0.0170696,0.0260641,0.018595,0.0352727,0.0202446,0.00911917,0.0803433,0,0,0.045843,0,0.0189543,0.0508104,0.0325066,0.0269696,0.013814,0.00467389,0.0561822,0.00588645,0.0333551,0.00197293,0.00791915,0.0226538,0.0461015,0.0210267,0.0252669,0.0104671,0.0478835,0.0146027,0.0121546,0.0308961,0.0673213,0,0,0,0,0,0.0323376,0
582,0.0871082,0,0,0,0,0.047208,0,0,0,0,0,0.0500662,0.00884596,0.00696761,0,0,0.098998,0,0.0555713,0.0538224,0.029653,0.0178667,0.0356976,0.00320602,0.00791426,0.0992263,0.0046448,0.0044203,0.00902369,0.0405458,0.00801052,0.0080283,0.00800775,0.0274507,0.0226462,0.0943247,0.016985,0.0261091,0.0190306,0.0351735,0.0207777,0.00861774,0.0812685,0,0,0.0461295,0,0.019137,0.0514217,0.0312594,0.0265467,0.0146255,0.0049684,0.0569541,0.00639213,0.0334838,0.00278066,0.00862363,0.0230299,0.0460648,0.0212081,0.0255862,0.0109607,0.048175,0.0144523,0.0122201,0.0314044,0.0679912,0,0,0,0,0,0.0323596,0
583,0.0881572,0,0,0,0,0.0480946,0,0,0,0,0,0.0500842,0.00854772,0.00699668,0,0,0.0996275,0,0.0554113,0.054163,0.0294766,0.0166573,0.0354212,0.00320244,0.00775258,0.100002,0.00462487,0.00397557,0.00929143,0.0408966,0.00759265,0.00754619,0.00765396,0.0277827,0.022979,0.0952165,0.016917,0.0261956,0.0193551,0.0350597,0.0212616,0.00806171,0.0822773,0,0,0.0464025,0,0.0193468,0.0519647,0.0297698,0.0261663,0.0153653,0.00529338,0.057863,0.00684337,0.033632,0.00349603,0.00893537,0.0234417,0.0461752,0.0212503,0.025966,0.0112227,0.0484936,0.0141863,0.0122875,0.0319606,0.0687359,0,0,0,0,0,0.0323683,0
584,0.0893042,0,0,0,0,0.0489926,0,0,0,0,0,0.0501644,0.00826686,0.0069388,0,0,0.100272,0,0.0553205,0.054495,0.0294068,0.0154713,0.035171,0.00330443,0.00731271,0.100816,0.00452132,0.00372516,0.00960344,0.0414239,0.00725736,0.00716152,0.00741001,0.0281317,0.023254,0.0961241,0.0168611,0.0262275,0.0197337,0.0349397,0.0216525,0.00750365,0.0833709,0,0,0.0467258,0,0.0196139,0.0523545,0.028331,0.0258522,0.0157345,0.00562667,0.0589189,0.00709143,0.033699,0.00395755,0.00917053,0.0238429,0.0463718,0.021575,0.0263943,0.0114412,0.0489407,0.0139206,0.0123711,0.0325218,0.0695151,0,0,0,0,0,0.0323832,0
585,0.0904927,0,0,0,0,0.0499426,0,0,0,0,0,0.0501269,0.00815691,0.0067909,0,0,0.100836,0,0.0552221,0.0548056,0.0296108,0.0143481,0.0349759,0.00345349,0.00661397,0.101696,0.00441722,0.00361766,0.00995791,0.0419732,0.00700524,0.00686328,0.00723934,0.0284102,0.0234771,0.0969601,0.0167738,0.0262902,0.0202945,0.0348246,0.0219233,0.00697269,0.0844958,0,0,0.0471353,0,0.0199308,0.0525653,0.0272736,0.0256416,0.0155861,0.00595933,0.0601088,0.00716105,0.0337092,0.00424949,0.00932515,0.0240995,0.0466139,0.0221579,0.0266587,0.0118271,0.0496027,0.0136796,0.0125013,0.0331593,0.070308,0,0,0,0,0,0.0324148,0
586,0.0917811,0,0,0,0,0.0509384,0,0,0,0,0,0.0500599,0.00822687,0.00661267,0,0,0.101382,0,0.0551116,0.0551408,0.0299055,0.0133929,0.0348686,0.0035476,0.00573114,0.102685,0.00430402,0.00347758,0.0103651,0.0424991,0.00681458,0.00665553,0.00709218,0.0285818,0.0237254,0.0977832,0.0166806,0.0263901,0.0212476,0.0347117,0.0222232,0.00644921,0.0857293,0,0,0.0476962,0,0.0202895,0.0526099,0.0268506,0.0254895,0.0150497,0.00631001,0.0614342,0.00712133,0.0336569,0.00449873,0.00933447,0.0241202,0.0468463,0.0224709,0.0266479,0.0126266,0.0504925,0.0134438,0.0126601,0.033849,0.0711996,0,0,0,0,0,0.0324524,0
587,0.0931368,0,0,0,0,0.0518595,0,0,0,0,0,0.0500848,0.00834603,0.00641355,0,0,0.101902,0,0.0549732,0.0554431,0.0302084,0.0125606,0.0348159,0.00366365,0.00486755,0.103689,0.00414783,0.00332978,0.0107854,0.0429552,0.00664914,0.00646547,0.00695101,0.0286893,0.0238645,0.0985802,0.0166159,0.0263893,0.0226245,0.0345754,0.0224328,0.00604964,0.0870235,0,0,0.048324,0,0.0206566,0.0525682,0.0268361,0.0253838,0.0141933,0.00671141,0.0628074,0.00698715,0.0335695,0.00471072,0.00918687,0.0239506,0.046978,0.0224784,0.0264339,0.0140654,0.0513471,0.0132142,0.0128137,0.0345574,0.0722001,0,0,0,0,0,0.032447,0
588,0.094398,0,0,0,0,0.0525273,0,0,0,0,0,0.050055,0.00844101,0.00645301,0,0,0.102539,0,0.0548526,0.0557605,0.0305094,0.0117668,0.0348919,0.00382334,0.00458121,0.104676,0.00395632,0.0031568,0.0110272,0.0433811,0.00650188,0.00636747,0.00689141,0.0286954,0.0238332,0.0994173,0.0165432,0.0263685,0.0246376,0.0344669,0.0227951,0.00620825,0.0882085,0,0,0.049012,0,0.0210876,0.0526129,0.0270032,0.0253368,0.0138675,0.00704017,0.0639396,0.00684124,0.0335727,0.00453552,0.00896118,0.023738,0.046847,0.0221643,0.0262618,0.0163829,0.0520901,0.0129268,0.0130147,0.0350976,0.0731567,0,0,0,0,0,0.032355,0
589,0.0254651,0,0,0,0,0.0565813,0,0,0,0,0,0.039161,0.00793237,0.00509004,0,0,0.121238,0,0.0526457,0.0686844,0.0306484,0.0107696,0.0285615,0.00377969,0.0154203,0.0724845,0.00395703,0.00326147,0.0110659,0.0431099,0.00602077,0.00584772,0.00644277,0.0290889,0.0218993,0.0784716,0.0390354,0.0375867,0.02558,0.0362399,0.0215993,0.00525431,0.0186727,0,0,0.0380592,0,0.0154942,0.0527529,0.0269074,0.024702,0.0116347,0.0183847,0.0442068,0.00712866,0.0337145,0.00543368,0.00877953,0.0222004,0.0467283,0.0208578,0.0248007,0.0187129,0.0386537,0.0126492,0.0110219,0.0579866,0.00728938,0,0,0,0,0,0.0329783,0
590,0.0285162,0,0,0,0,0.0538344,0,0,0,0,0,0.0386246,0.00802059,0.00354247,0,0,0.0950667,0,0.0468895,0.0581995,0.0310091,0.00996465,0.029808,0.00411524,0.0125859,0.0526081,0.0038467,0.00325535,0.0112359,0.0434489,0.00582148,0.00567346,0.00627798,0.0291668,0.0224093,0.0623723,0.0295056,0.0393156,0.0267635,0.0357068,0.0214609,0.0036706,0.0304526,0,0,0.0385817,0,0.0158539,0.0523349,0.0265247,0.0243483,0.010955,0.0154214,0.0491697,0.00593435,0.0331879,0.00525048,0.00811537,0.0217787,0.0470649,0.0205676,0.0243878,0.0209073,0.0404559,0.0124768,0.0112037,0.0520066,0.00992677,0,0,0,0,0,0.0332614,0
591,0.0276218,0,0,0,0,0.0517579,0,0,0,0,0,0.0390142,0.00784733,0.0027699,0,0,0.0922896,0,0.0469713,0.0562655,0.0310817,0.00904536,0.0303224,0.00417518,0.0114519,0.0514747,0.00382673,0.00321746,0.0113888,0.0435838,0.00548354,0.00532103,0.00597514,0.0293354,0.0221369,0.0607098,0.0296168,0.0376533,0.0275121,0.0358584,0.0204802,0.0026813,0.0291125,0,0,0.0373295,0,0.0154377,0.0523929,0.0250398,0.0249412,0.00987215,0.0142596,0.0464388,0.00566256,0.0330472,0.00551917,0.00811333,0.0205102,0.0466558,0.0195804,0.0231577,0.0229674,0.0384231,0.0123754,0.0112329,0.0502688,0.00966609,0,0,0,0,0,0.0332522,0
592,0.0265658,0,0,0,0,0.0494484,0,0,0,0,0,0.0395073,0.00756895,0.00224339,0,0,0.0889016,0,0.0470897,0.0539922,0.0311162,0.0081358,0.0307053,0.0041131,0.010583,0.0500079,0.00383415,0.00305721,0.0114324,0.0437453,0.00510373,0.00492077,0.00564146,0.0295462,0.0217545,0.0586925,0.0297594,0.0357404,0.0277256,0.0360159,0.0188423,0.00213558,0.0276957,0,0,0.0360532,0,0.0150057,0.0525201,0.0233703,0.0254499,0.00873788,0.01339,0.0434021,0.00546663,0.0329534,0.00589797,0.00793796,0.0191412,0.0461896,0.0184152,0.021806,0.024878,0.0362665,0.0121995,0.0112888,0.0482001,0.00936146,0,0,0,0,0,0.0332067,0
593,0.025623,0,0,0,0,0.0473937,0,0,0,0,0,0.0399992,0.0072297,0.00190382,0,0,0.0857897,0,0.0472153,0.0519583,0.0311301,0.0073136,0.0310463,0.00408416,0.00988241,0.0486597,0.00376966,0.00309844,0.0114643,0.0439107,0.00480718,0.00455613,0.00538549,0.0297999,0.0214192,0.0568601,0.0298704,0.0341022,0.0279222,0.0361686,0.0169288,0.00204503,0.0264194,0,0,0.0348825,0,0.0146256,0.0526782,0.0217861,0.0258012,0.00804918,0.0127254,0.0406183,0.00519289,0.0329726,0.00617277,0.00752162,0.0178029,0.0456056,0.0171376,0.0204679,0.0268765,0.0342515,0.0119827,0.0113857,0.0462638,0.00909876,0,0,0,0,0,0.0331716,0
594,0.0248,0,0,0,0,0.045474,0,0,0,0,0,0.040488,0.00695902,0.00163885,0,0,0.0828846,0,0.047404,0.0501065,0.0312434,0.00650283,0.0313037,0.0040939,0.00932508,0.0473977,0.00373332,0.00331835,0.011503,0.0441241,0.00454831,0.00424676,0.00514133,0.030026,0.0210248,0.0551197,0.0299797,0.0327032,0.0280285,0.0362957,0.014634,0.00214187,0.0252753,0,0,0.0337758,0,0.0142986,0.0527895,0.0203753,0.0260119,0.0079934,0.0122089,0.0380324,0.00489565,0.0329538,0.00643871,0.00711375,0.0164006,0.0448931,0.0156007,0.0189303,0.0289574,0.0323508,0.0117777,0.0114901,0.0444182,0.00889942,0,0,0,0,0,0.0331362,0
595,0.0241078,0,0,0,0,0.0437285,0,0,0,0,0,0.0408572,0.00682134,0.00154296,0,0,0.0801518,0,0.0474873,0.0483246,0.0313436,0.00571069,0.0314905,0.00419677,0.00888919,0.0463514,0.00365799,0.00354329,0.0116108,0.0442837,0.00433993,0.00401605,0.00486472,0.0301794,0.0206974,0.0533926,0.0300101,0.0313897,0.0278645,0.0364208,0.0120869,0.00219441,0.0242539,0,0,0.032817,0,0.0140497,0.0528386,0.0193027,0.0261007,0.00863565,0.0117865,0.0357078,0.00459654,0.032854,0.00678538,0.00666336,0.0151248,0.0438943,0.0139094,0.0174289,0.0306314,0.0306789,0.011562,0.0115814,0.0427362,0.0087336,0,0,0,0,0,0.0331301,0
596,0.0234966,0,0,0,0,0.0421516,0,0,0,0,0,0.0411237,0.0067844,0.00163568,0,0,0.0775942,0,0.0475583,0.0466311,0.0314434,0.0050411,0.0316152,0.00435316,0.00856597,0.0454501,0.00353648,0.00374538,0.0117597,0.044422,0.00416726,0.00391312,0.00466889,0.0302766,0.0205279,0.0516632,0.0300086,0.0301442,0.0273837,0.0365237,0.00949343,0.00213055,0.0233395,0,0,0.0319662,0,0.0137972,0.0528095,0.0186169,0.0260754,0.00999669,0.0114934,0.0336296,0.00429173,0.0326915,0.00717127,0.00615825,0.0141855,0.0426835,0.0122108,0.0162624,0.0317288,0.0291994,0.0113212,0.0116448,0.0412857,0.00857757,0,0,0,0,0,0.0331282,0
597,0.0230627,0,0,0,0,0.0409212,0,0,0,0,0,0.0412651,0.00681085,0.0018194,0,0,0.0754517,0,0.0476153,0.0452239,0.0315711,0.00447395,0.0317307,0.00463113,0.00824673,0.0448451,0.00347967,0.00393371,0.0119197,0.0445615,0.00403634,0.00399344,0.00455717,0.0303122,0.0205228,0.0501138,0.0299858,0.0291283,0.0267396,0.0365932,0.00736623,0.00208307,0.0225887,0,0,0.0312958,0,0.0135641,0.0527352,0.0183745,0.0259548,0.011734,0.0112134,0.0320203,0.00400909,0.0325105,0.0074113,0.00566058,0.0136054,0.0412487,0.0107455,0.0155357,0.0321927,0.0280351,0.0111999,0.0117069,0.0401226,0.00845742,0,0,0,0,0,0.0331249,0
598,0.0226694,0,0,0,0,0.0400115,0,0,0,0,0,0.0415075,0.00682926,0.00208291,0,0,0.0733907,0,0.0476939,0.0439227,0.0317315,0.00396401,0.0317563,0.00488096,0.00805369,0.0443235,0.00344267,0.00415688,0.0120913,0.0447193,0.00393732,0.00411888,0.00440821,0.030346,0.0205155,0.0485986,0.0300047,0.0282457,0.0259563,0.036642,0.00534319,0.00211284,0.0219,0,0,0.0307235,0,0.013374,0.0526546,0.0185856,0.0257429,0.0135048,0.0110383,0.0306553,0.00381083,0.0323248,0.00750238,0.00532848,0.0133292,0.0396643,0.00949902,0.0151394,0.0323017,0.0270527,0.0111368,0.011755,0.0390336,0.00826786,0,0,0,0,0,0.0331193,0
599,0.0223345,0,0,0,0,0.0393314,0,0,0,0,0,0.0418088,0.00681773,0.00235862,0,0,0.0715384,0,0.0477648,0.0428139,0.031882,0.0035131,0.031641,0.00506037,0.00795989,0.0439634,0.00340539,0.00449428,0.0121913,0.0448218,0.00384548,0.00420009,0.00418629,0.0304062,0.0203876,0.0472368,0.0300532,0.0275594,0.0252375,0.03667,0.00390376,0.00226339,0.0213093,0,0,0.0302946,0,0.0132158,0.0525535,0.0191547,0.0254704,0.0149028,0.010994,0.0296207,0.00354585,0.0321264,0.00738644,0.00528956,0.0132222,0.0380203,0.00852619,0.0149501,0.0322273,0.0262789,0.0111054,0.0117952,0.0381964,0.00801045,0,0,0,0,0,0.0331224,0
600,0.0221184,0,0,0,0,0.0388591,0,0,0,0,0,0.0420444,0.00682353,0.00252502,0,0,0.0699077,0,0.0478438,0.0418006,0.0319892,0.0032223,0.0313943,0.00510911,0.00790654,0.0439291,0.00333819,0.0047991,0.0122734,0.0448528,0.00371961,0.0041957,0.00392405,0.0305322,0.0201012,0.0459848,0.0300929,0.02698,0.0244637,0.0367171,0.00401759,0.00252071,0.020858,0,0,0.0300665,0,0.0130787,0.0524393,0.0201609,0.0251252,0.015945,0.0109983,0.0290065,0.00344358,0.0319357,0.00711093,0.00532907,0.013314,0.036236,0.00814391,0.0150101,0.0317836,0.0257592,0.0111541,0.0117901,0.0376015,0.00777063,0,0,0,0,0,0.0331837,0
601,0.0219581,0,0,0,0,0.0386894,0,0,0,0,0,0.0421626,0.00685219,0.00280832,0,0,0.0688551,0,0.0479009,0.0411789,0.032038,0.00300906,0.0313529,0.00511212,0.00806363,0.0441394,0.00336101,0.00489287,0.0123481,0.0448933,0.00360077,0.00415252,0.00368447,0.0307069,0.0198667,0.0451232,0.0301232,0.026679,0.0237167,0.0367124,0.00535416,0.00295008,0.0205673,0,0,0.029904,0,0.0130376,0.0522915,0.0215921,0.0247929,0.0170907,0.0111514,0.0287457,0.00337742,0.0318143,0.00652239,0.00530165,0.0135185,0.0344602,0.00858678,0.0152693,0.030892,0.0254634,0.0112079,0.0118204,0.0373202,0.00754057,0,0,0,0,0,0.0332162,0
602,0.0218073,0,0,0,0,0.0387484,0,0,0,0,0,0.0422436,0.00693188,0.00311086,0,0,0.0679495,0,0.0478536,0.0407096,0.0320806,0.00278947,0.0314106,0.00509856,0.00850076,0.0444333,0.0034023,0.00488775,0.0123322,0.0449263,0.00348952,0.00405017,0.00349478,0.0309553,0.0196913,0.044398,0.0301232,0.0264419,0.0232099,0.0366832,0.00701467,0.00364848,0.0203909,0,0,0.0296851,0,0.0130065,0.0520988,0.023371,0.024419,0.0177787,0.0114994,0.028802,0.00332544,0.0318022,0.00575774,0.00525253,0.0140246,0.0326925,0.00941431,0.0158516,0.0305357,0.0253619,0.0111853,0.0118512,0.0374123,0.00726326,0,0,0,0,0,0.0332402,0
603,0.0217371,0,0,0,0,0.0389682,0,0,0,0,0,0.0422981,0.00707947,0.00329997,0,0,0.0673563,0,0.047811,0.0404448,0.0320553,0.00285306,0.0313788,0.00506128,0.00904277,0.0448205,0.00342292,0.00482769,0.0122517,0.044938,0.00340278,0.00400208,0.00333667,0.0312186,0.0195318,0.0438542,0.0301264,0.0263523,0.0230856,0.0366888,0.00875619,0.00456707,0.0203805,0,0,0.0294737,0,0.0129555,0.051931,0.0254471,0.0240333,0.0181252,0.0119316,0.0292401,0.00312786,0.0319415,0.00487004,0.00509238,0.0147919,0.031013,0.0104492,0.0166977,0.0303972,0.0254817,0.0110576,0.0118611,0.0378312,0.00697895,0,0,0,0,0,0.0333224,0
604,0.0216896,0,0,0,0,0.0395692,0,0,0,0,0,0.0423208,0.00723503,0.0034804,0,0,0.0670576,0,0.0477996,0.0403448,0.0319251,0.00317692,0.0312614,0.00519042,0.00968198,0.0453021,0.00342875,0.00478954,0.0121878,0.0448646,0.00338631,0.00400023,0.00319674,0.03143,0.0193869,0.0434761,0.030138,0.0264181,0.0232128,0.0366675,0.0107823,0.00549488,0.0205694,0,0,0.0292211,0,0.0129136,0.0518226,0.0275873,0.0235714,0.0184526,0.0124598,0.0299958,0.00283915,0.0322289,0.0039957,0.00476401,0.0156834,0.0294592,0.0116252,0.017683,0.0305531,0.0257026,0.0108295,0.0119355,0.0383299,0.00666053,0,0,0,0,0,0.0334015,0
605,0.0217013,0,0,0,0,0.0403888,0,0,0,0,0,0.0422548,0.00738896,0.00364216,0,0,0.0670948,0,0.047808,0.04043,0.0318335,0.00349136,0.0310923,0.00540109,0.010384,0.0459401,0.00347955,0.00479671,0.0122277,0.0447638,0.00342501,0.00393176,0.00308813,0.0316312,0.0191239,0.0432969,0.0301353,0.0266463,0.023458,0.0365947,0.0126017,0.00636424,0.0210016,0,0,0.0289001,0,0.0128812,0.0517832,0.0297764,0.0230778,0.0189226,0.01302,0.0310795,0.00263496,0.0325508,0.00320417,0.00439516,0.016568,0.0279702,0.0128913,0.018715,0.0311081,0.02603,0.0105794,0.0120125,0.0391554,0.00637509,0,0,0,0,0,0.0334694,0
606,0.0218021,0,0,0,0,0.0414722,0,0,0,0,0,0.0420726,0.00770532,0.00383903,0,0,0.0673009,0,0.0478095,0.0406278,0.0317962,0.00391532,0.0309454,0.00549653,0.011196,0.0467508,0.00362489,0.00482138,0.0123232,0.0448028,0.00349305,0.00403405,0.00313038,0.0317995,0.0187657,0.0432358,0.0301233,0.0269065,0.0239256,0.0365605,0.0138778,0.00724871,0.0216574,0,0,0.0287359,0,0.0128891,0.0517677,0.0318729,0.0226066,0.0194433,0.0136286,0.0324873,0.00249842,0.0329039,0.002347,0.00406572,0.0171579,0.0265922,0.0139212,0.0194844,0.0317923,0.0265656,0.0103127,0.012054,0.0403184,0.00619552,0,0,0,0,0,0.0335905,0
607,0.0219816,0,0,0,0,0.0425713,0,0,0,0,0,0.0418874,0.00792347,0.00402931,0,0,0.0677911,0,0.0477234,0.0409931,0.031745,0.0043326,0.0308299,0.00562609,0.012209,0.0476339,0.00377508,0.00481572,0.0123971,0.0448582,0.00364168,0.00430153,0.00329456,0.0319931,0.0183862,0.0433477,0.030074,0.0272891,0.0244563,0.0365177,0.0148836,0.00815139,0.0225369,0,0,0.0288154,0,0.0129394,0.0517369,0.0338781,0.0221309,0.0198734,0.0143173,0.0342651,0.00237178,0.0332141,0.00159333,0.00380924,0.0177121,0.0254484,0.0148159,0.020255,0.0322989,0.0273635,0.010073,0.0121117,0.0418042,0.00604318,0,0,0,0,0,0.0337211,0
608,0.022362,0,0,0,0,0.0451186,0,0,0,0,0,0.0416042,0.00819957,0.0043946,0,0,0.0706447,0,0.0475086,0.0427483,0.0317515,0.0049522,0.0307034,0.00568382,0.0134784,0.0495957,0.00398015,0.004799,0.0124179,0.0448622,0.00381953,0.00460902,0.00349289,0.0322253,0.0181332,0.0448569,0.029936,0.0286708,0.0247972,0.0363403,0.0158233,0.00914462,0.0241286,0,0,0.0291022,0,0.0130102,0.0516558,0.0356084,0.021531,0.0204024,0.0151039,0.0375177,0.00234264,0.0334174,0.00108103,0.00356174,0.0183498,0.0244733,0.0155761,0.0211785,0.0325048,0.0288158,0.00979738,0.0121609,0.0447074,0.00580831,0,0,0,0,0,0.0339596,0
609,0.0211857,0,0,0,0,0.0484703,0,0,0,0,0,0.0439802,0.00817596,0.00625369,0,0,0.0949428,0,0.0521035,0.051449,0.0317378,0.00559583,0.0296058,0.0052046,0.0176352,0.0705719,0.00431534,0.00472131,0.0123531,0.0449366,0.00386699,0.004603,0.00366616,0.032506,0.0169102,0.0600553,0.0394611,0.0249478,0.0249303,0.0369213,0.0168544,0.0115706,0.01562,0,0,0.0271258,0,0.012081,0.0517497,0.037052,0.0210055,0.0203455,0.0184818,0.0332757,0.0026417,0.0338782,0.00081137,0.00312363,0.0189874,0.0232874,0.01628,0.0220943,0.0321498,0.0263985,0.00956548,0.0119728,0.0516395,0.0110066,0,0,0,0,0,0.0339871,0
610,0.0216755,0,0,0,0,0.0465106,0,0,0,0,0,0.0412644,0.00875871,0.00537758,0,0,0.0730639,0,0.0474757,0.0444484,0.0317469,0.00651726,0.0302515,0.00526328,0.0165082,0.0497214,0.00461072,0.00465962,0.0122636,0.0450327,0.00419245,0.00511645,0.00403754,0.0327811,0.0169431,0.0462404,0.0299528,0.0301983,0.0244424,0.0364019,0.0177091,0.011335,0.025156,0,0,0.0292354,0,0.0129258,0.0516509,0.0377867,0.0205084,0.0207936,0.0169771,0.0395482,0.00273575,0.0336582,0.00102771,0.00309191,0.0194695,0.0225622,0.0167897,0.0228576,0.0313412,0.0299741,0.00955835,0.0121689,0.0460731,0.0053257,0,0,0,0,0,0.0341121,0
