Coordinates
version=1
nRows=870
nColumns=38
inDegrees=no

Units are S.I. units (second, meters, Newtons, ...)
If the header above contains a line with 'inDegrees', this indicates whether rotational values are in degrees (yes) or radians (no).

endheader
time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	pro_sup_r	wrist_flex_r	wrist_dev_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	pro_sup_l	wrist_flex_l	wrist_dev_l
67.1	1.28924	1.46615	0.335358	0.657871	0.173873	0.733512	0.993923	-0.0387474	-0.128315	1.42517	-0.132329	0	0	0.987247	-0.239692	0.0367833	1.39261	-0.0601784	0	0	-0.826797	0.119347	0.129436	1.12408	-0.715729	0.408059	1.26903	0.578155	0	0	1.22885	-0.578693	0.696334	1.12538	0.455246	0	0
67.11	1.17227	1.45986	0.451821	0.657483	0.173641	0.728762	1.01802	-0.0394144	-0.12694	1.43709	-0.143329	0	0	1.01345	-0.240522	0.0399019	1.4073	-0.0700037	0	0	-0.809364	0.131927	0.14851	1.1222	-0.73379	0.417324	1.27162	0.546319	0	0	1.22218	-0.529734	0.676634	1.06847	0.444186	0	0
67.12	1.12764	1.45696	0.496317	0.657142	0.173095	0.724784	1.03304	-0.040642	-0.125387	1.44884	-0.141272	0	0	1.02934	-0.240961	0.0417415	1.42017	-0.0675614	0	0	-0.807333	0.139574	0.154972	1.12751	-0.735104	0.420763	1.27057	0.546222	0	0	1.21749	-0.509938	0.657387	1.04534	0.447623	0	0
67.13	1.08989	1.45374	0.534046	0.65681	0.172471	0.720823	1.04794	-0.0416866	-0.123984	1.46089	-0.139491	0	0	1.04489	-0.241195	0.0441473	1.43288	-0.0651959	0	0	-0.811119	0.139616	0.156334	1.13053	-0.736678	0.418161	1.27372	0.545625	0	0	1.22117	-0.513236	0.657461	1.05277	0.454291	0	0
67.14	1.0497	1.44981	0.574226	0.656472	0.171902	0.716898	1.06347	-0.0424542	-0.122623	1.47263	-0.13782	0	0	1.06113	-0.241222	0.0467081	1.44529	-0.0630992	0	0	-0.811732	0.143331	0.160062	1.13496	-0.738216	0.418843	1.27466	0.547103	0	0	1.22042	-0.506132	0.647696	1.04695	0.460634	0	0
67.15	1.01026	1.44514	0.613626	0.656135	0.171349	0.713005	1.07907	-0.0419299	-0.121304	1.48295	-0.135961	0	0	1.07802	-0.241107	0.0498126	1.45758	-0.0611915	0	0	-0.812606	0.146077	0.163135	1.13907	-0.739648	0.418855	1.27621	0.549323	0	0	1.22004	-0.502245	0.639575	1.04596	0.467559	0	0
67.16	0.972076	1.43973	0.651691	0.655793	0.170804	0.709106	1.0946	-0.0394508	-0.119876	1.49125	-0.133936	0	0	1.09563	-0.24099	0.0534428	1.46995	-0.0593397	0	0	-0.812671	0.149146	0.166386	1.14345	-0.741186	0.419579	1.27749	0.552795	0	0	1.21885	-0.497513	0.629855	1.04417	0.475241	0	0
67.17	0.934294	1.43392	0.689262	0.655406	0.170287	0.705188	1.11091	-0.0375488	-0.117835	1.50052	-0.132282	0	0	1.11354	-0.240651	0.057067	1.48205	-0.0573815	0	0	-0.811596	0.152868	0.169958	1.1485	-0.743015	0.421952	1.27795	0.556764	0	0	1.21644	-0.490385	0.617214	1.03964	0.482413	0	0
67.18	0.897047	1.42832	0.726107	0.654993	0.169803	0.701251	1.1276	-0.0365775	-0.115193	1.51087	-0.130738	0	0	1.13103	-0.24	0.0601496	1.49366	-0.0553388	0	0	-0.809713	0.157361	0.173609	1.15418	-0.74416	0.425252	1.27782	0.559339	0	0	1.21299	-0.480694	0.601788	1.03147	0.487549	0	0
67.19	0.861564	1.42325	0.760978	0.654614	0.16938	0.697264	1.14408	-0.0362791	-0.112622	1.52191	-0.129014	0	0	1.14785	-0.239399	0.0624633	1.50526	-0.05326	0	0	-0.809036	0.159589	0.175913	1.15841	-0.745221	0.426128	1.27919	0.560123	0	0	1.21201	-0.476821	0.593323	1.02987	0.492374	0	0
67.2	0.829436	1.41877	0.79191	0.654379	0.169041	0.693319	1.15975	-0.035818	-0.110171	1.5329	-0.12715	0	0	1.1637	-0.239871	0.063753	1.51693	-0.0512867	0	0	-0.808845	0.160693	0.178473	1.16184	-0.746457	0.42625	1.28082	0.560277	0	0	1.2119	-0.473405	0.587021	1.02824	0.497391	0	0
67.21	0.799753	1.41458	0.819564	0.654334	0.168779	0.689475	1.17471	-0.0345975	-0.107599	1.54337	-0.125337	0	0	1.17862	-0.241836	0.0641751	1.52846	-0.049166	0	0	-0.808904	0.16053	0.181556	1.16477	-0.748075	0.426241	1.28261	0.560041	0	0	1.21219	-0.469762	0.581144	1.02622	0.502197	0	0
67.22	0.77217	1.41073	0.844828	0.654376	0.16856	0.685703	1.18903	-0.0336153	-0.105161	1.55357	-0.123675	0	0	1.19268	-0.244387	0.0642457	1.53979	-0.0469445	0	0	-0.808775	0.160231	0.184821	1.16755	-0.749527	0.42658	1.28423	0.560228	0	0	1.2122	-0.464222	0.573063	1.0216	0.505734	0	0
67.23	0.746102	1.40681	0.868596	0.654366	0.168354	0.681949	1.20308	-0.03346	-0.103288	1.56344	-0.122159	0	0	1.20662	-0.246993	0.0643587	1.551	-0.0449047	0	0	-0.80864	0.15966	0.187407	1.17073	-0.750922	0.427787	1.28582	0.560837	0	0	1.21224	-0.459476	0.564986	1.01783	0.508703	0	0
67.24	0.722645	1.40261	0.889876	0.654281	0.168181	0.67824	1.21686	-0.0341841	-0.102445	1.57293	-0.120778	0	0	1.22049	-0.249767	0.0646064	1.56202	-0.0430408	0	0	-0.808113	0.159722	0.189858	1.17455	-0.752224	0.430377	1.28698	0.561971	0	0	1.21175	-0.454461	0.556291	1.01337	0.512083	0	0
67.25	0.704504	1.39857	0.90633	0.654098	0.168023	0.674629	1.22951	-0.035549	-0.102299	1.58193	-0.119309	0	0	1.23379	-0.252408	0.0651427	1.57286	-0.0414186	0	0	-0.808151	0.160256	0.192076	1.17868	-0.75384	0.433402	1.28812	0.563443	0	0	1.21148	-0.450059	0.548471	1.00958	0.515683	0	0
67.26	0.693476	1.39595	0.916454	0.653858	0.16784	0.671219	1.23987	-0.0376561	-0.102188	1.59089	-0.117923	0	0	1.24508	-0.254524	0.065584	1.58335	-0.0400516	0	0	-0.808825	0.163339	0.194385	1.18525	-0.754284	0.43916	1.28726	0.56494	0	0	1.2098	-0.44008	0.533993	0.998608	0.515347	0	0
67.27	0.697987	1.39534	0.911673	0.653445	0.167435	0.668063	1.24654	-0.0399042	-0.102952	1.5994	-0.11858	0	0	1.25365	-0.256259	0.0671928	1.59415	-0.0396405	0	0	-0.817297	0.161684	0.193262	1.19226	-0.755726	0.441538	1.28995	0.564215	0	0	1.21835	-0.455073	0.551296	1.01311	0.515857	0	0
67.28	0.695348	1.39416	0.914099	0.653089	0.167111	0.664827	1.25472	-0.0423553	-0.102921	1.60857	-0.11704	0	0	1.26314	-0.257307	0.0683024	1.60466	-0.038247	0	0	-0.82205	0.163262	0.192381	1.20069	-0.754181	0.446813	1.28988	0.563414	0	0	1.22166	-0.460817	0.554796	1.0164	0.513285	0	0
67.29	0.680967	1.38988	0.928229	0.652768	0.166968	0.661297	1.26697	-0.0444563	-0.102842	1.6181	-0.109673	0	0	1.27672	-0.257691	0.0701343	1.61538	-0.0319143	0	0	-0.82202	0.165263	0.190494	1.20724	-0.750913	0.451577	1.28916	0.56142	0	0	1.22111	-0.465435	0.552112	1.01989	0.511478	0	0
67.3	0.676918	1.38843	0.931807	0.652508	0.16677	0.658218	1.27518	-0.0460108	-0.102513	1.62665	-0.108284	0	0	1.2856	-0.258045	0.0716005	1.62495	-0.0296775	0	0	-0.825362	0.166155	0.191007	1.21233	-0.750361	0.453739	1.28949	0.561533	0	0	1.22336	-0.464234	0.549072	1.01761	0.511751	0	0
67.31	0.670849	1.3867	0.937074	0.652314	0.166612	0.655231	1.28357	-0.047134	-0.102157	1.63461	-0.107038	0	0	1.29448	-0.258034	0.0733274	1.63419	-0.0272959	0	0	-0.828525	0.165861	0.191169	1.21649	-0.750076	0.455082	1.29052	0.562117	0	0	1.22586	-0.465077	0.547803	1.01819	0.511796	0	0
67.32	0.662221	1.38404	0.944645	0.652179	0.166503	0.652226	1.29296	-0.0481204	-0.102397	1.64228	-0.105669	0	0	1.30447	-0.257834	0.0755689	1.64356	-0.0245963	0	0	-0.830595	0.165022	0.191285	1.21951	-0.750076	0.455634	1.29213	0.563165	0	0	1.2279	-0.46655	0.546475	1.02037	0.512466	0	0
67.33	0.65646	1.38182	0.949419	0.652053	0.166375	0.649404	1.30127	-0.049359	-0.103246	1.64943	-0.104675	0	0	1.31353	-0.257379	0.0778977	1.65257	-0.022843	0	0	-0.832883	0.164646	0.191883	1.22271	-0.750035	0.456429	1.29298	0.563716	0	0	1.22999	-0.466204	0.543889	1.02001	0.513172	0	0
67.34	0.651787	1.38008	0.953588	0.651881	0.166258	0.646747	1.30873	-0.0511578	-0.104054	1.65628	-0.103688	0	0	1.32185	-0.25613	0.0801438	1.66117	-0.0215077	0	0	-0.835449	0.16458	0.192205	1.22591	-0.750012	0.457243	1.29347	0.563593	0	0	1.23231	-0.465557	0.541612	1.01905	0.513698	0	0
67.35	0.646132	1.3781	0.959266	0.651653	0.166201	0.644225	1.31591	-0.0526895	-0.103746	1.66258	-0.10243	0	0	1.33012	-0.254223	0.0823898	1.66908	-0.0200367	0	0	-0.837972	0.164193	0.191769	1.22875	-0.750279	0.457953	1.29413	0.562583	0	0	1.23536	-0.466603	0.541858	1.02006	0.514466	0	0
67.36	0.638021	1.3751	0.967608	0.651411	0.166186	0.641727	1.3241	-0.0535339	-0.102358	1.66881	-0.101131	0	0	1.33952	-0.252136	0.084783	1.67672	-0.0183431	0	0	-0.839159	0.163783	0.191317	1.231	-0.750957	0.458498	1.2945	0.561574	0	0	1.23874	-0.467827	0.543454	1.02117	0.516718	0	0
67.37	0.627843	1.37068	0.977223	0.651248	0.166199	0.639193	1.33387	-0.0538886	-0.10165	1.67496	-0.100204	0	0	1.35046	-0.251251	0.0873613	1.68428	-0.0165537	0	0	-0.83862	0.162774	0.191968	1.23189	-0.752216	0.458064	1.29504	0.561127	0	0	1.24194	-0.46838	0.545323	1.02213	0.521321	0	0
67.38	0.622771	1.3676	0.98136	0.651121	0.166194	0.636965	1.34136	-0.0542376	-0.101593	1.68032	-0.0997471	0	0	1.35872	-0.25117	0.0896693	1.69076	-0.0155251	0	0	-0.839617	0.161211	0.19336	1.2335	-0.753928	0.458559	1.29463	0.561613	0	0	1.24513	-0.466589	0.54468	1.02121	0.524811	0	0
67.39	0.615466	1.36488	0.987265	0.651104	0.16622	0.634828	1.34877	-0.0544161	-0.101327	1.68557	-0.0993057	0	0	1.36626	-0.251818	0.0908895	1.69665	-0.0144763	0	0	-0.837158	0.164546	0.197732	1.23778	-0.753642	0.463833	1.29046	0.563508	0	0	1.24158	-0.446512	0.522134	0.999425	0.525414	0	0
67.4	0.618875	1.36382	0.982404	0.650997	0.166059	0.632963	1.35307	-0.0544678	-0.102531	1.68995	-0.0993497	0	0	1.37142	-0.25302	0.0930955	1.70255	-0.0139397	0	0	-0.843824	0.159424	0.195704	1.24194	-0.753174	0.463806	1.29051	0.562708	0	0	1.25111	-0.465087	0.545025	1.0177	0.524808	0	0
67.41	0.618854	1.36292	0.98109	0.65095	0.165949	0.631214	1.35743	-0.0549324	-0.103303	1.69409	-0.0991522	0	0	1.37629	-0.254153	0.0945066	1.70794	-0.0129544	0	0	-0.847144	0.159141	0.195799	1.24817	-0.750603	0.467465	1.28753	0.563176	0	0	1.25442	-0.467769	0.548241	1.01761	0.521615	0	0
67.42	0.616969	1.3618	0.981868	0.650856	0.165916	0.629553	1.3619	-0.0559716	-0.104157	1.69812	-0.0988786	0	0	1.38134	-0.254939	0.0956687	1.71333	-0.0115234	0	0	-0.849927	0.158636	0.195587	1.2536	-0.74831	0.470442	1.28475	0.563384	0	0	1.25726	-0.470404	0.550765	1.01832	0.518514	0	0
67.43	0.613219	1.36078	0.985154	0.65077	0.165949	0.627997	1.36625	-0.0577471	-0.104733	1.70211	-0.0984509	0	0	1.38599	-0.255195	0.0963205	1.71809	-0.0102118	0	0	-0.852886	0.157377	0.19474	1.25722	-0.746899	0.471326	1.28338	0.56288	0	0	1.26077	-0.474292	0.554952	1.02159	0.516862	0	0
67.44	0.60733	1.35941	0.991207	0.650727	0.166033	0.626502	1.3709	-0.0598187	-0.105088	1.70603	-0.0977641	0	0	1.391	-0.255269	0.096446	1.72229	-0.00921366	0	0	-0.855541	0.155351	0.192983	1.25918	-0.746163	0.470672	1.28325	0.561406	0	0	1.26509	-0.480781	0.562299	1.02832	0.515508	0	0
67.45	0.591546	1.35484	1.00719	0.650675	0.166236	0.624745	1.37957	-0.0617695	-0.104938	1.70987	-0.0947852	0	0	1.40016	-0.254891	0.0966181	1.72626	-0.00767592	0	0	-0.853012	0.154039	0.191695	1.25843	-0.746236	0.469282	1.28376	0.558629	0	0	1.26667	-0.483798	0.565771	1.03222	0.515014	0	0
67.46	0.584203	1.35274	1.01468	0.650597	0.166384	0.623403	1.38453	-0.063214	-0.104685	1.71302	-0.0942442	0	0	1.40552	-0.255014	0.0966519	1.72976	-0.00718456	0	0	-0.852871	0.154206	0.192272	1.25996	-0.746596	0.470228	1.28283	0.558517	0	0	1.2674	-0.479579	0.562004	1.02789	0.515419	0	0
67.47	0.57759	1.35109	1.02124	0.650539	0.166545	0.622205	1.38893	-0.0642256	-0.103935	1.716	-0.0938211	0	0	1.41	-0.255353	0.0965067	1.73293	-0.00673081	0	0	-0.853107	0.154307	0.192744	1.26176	-0.746538	0.471244	1.28177	0.558829	0	0	1.2678	-0.475704	0.558169	1.02371	0.515045	0	0
67.48	0.572172	1.34937	1.02636	0.650513	0.166746	0.6211	1.393	-0.0646334	-0.103339	1.71864	-0.0933987	0	0	1.41418	-0.256031	0.0966843	1.73586	-0.0062778	0	0	-0.853685	0.153638	0.193071	1.26302	-0.74681	0.471775	1.28122	0.559286	0	0	1.26891	-0.474246	0.557349	1.02227	0.514413	0	0
67.49	0.570741	1.34848	1.02749	0.6505	0.166976	0.620168	1.39555	-0.064811	-0.10324	1.72114	-0.0938183	0	0	1.41698	-0.25695	0.0970815	1.73865	-0.00619971	0	0	-0.855869	0.152389	0.193133	1.26464	-0.747304	0.472583	1.28093	0.559018	0	0	1.27111	-0.475083	0.559057	1.02332	0.51488	0	0
67.5	0.564627	1.34624	1.03354	0.650511	0.167316	0.619135	1.39982	-0.065316	-0.10307	1.72372	-0.0932604	0	0	1.42138	-0.257317	0.0973223	1.74131	-0.00577749	0	0	-0.85639	0.149875	0.192498	1.26332	-0.748845	0.470802	1.28235	0.558907	0	0	1.27418	-0.479082	0.565738	1.02855	0.515572	0	0
67.51	0.557486	1.34398	1.04101	0.650527	0.167716	0.618155	1.40402	-0.066164	-0.102826	1.72621	-0.0924979	0	0	1.42565	-0.257164	0.0973453	1.7439	-0.00530917	0	0	-0.857376	0.146016	0.190417	1.26038	-0.750278	0.466611	1.28485	0.558273	0	0	1.27905	-0.488439	0.578611	1.03994	0.515229	0	0
67.52	0.549823	1.34361	1.04951	0.650734	0.168009	0.617317	1.40707	-0.0671147	-0.10131	1.72917	-0.08998	0	0	1.42803	-0.25669	0.0961341	1.74618	-0.00422696	0	0	-0.876508	0.119211	0.162893	1.25395	-0.742783	0.44511	1.2984	0.54851	0	0	1.30665	-0.574941	0.64272	1.14673	0.517064	0	0
67.53	0.532635	1.33544	1.06767	0.650595	0.168831	0.616033	1.4168	-0.0686672	-0.101839	1.73087	-0.0889409	0	0	1.43857	-0.255145	0.0973419	1.74852	-0.00328512	0	0	-0.845101	0.149414	0.198681	1.24867	-0.759003	0.459492	1.28723	0.559848	0	0	1.2732	-0.453571	0.553915	1.00672	0.526442	0	0
67.54	0.53947	1.3371	1.06246	0.650517	0.169022	0.615633	1.41525	-0.0695754	-0.102132	1.7329	-0.0890879	0	0	1.43787	-0.254149	0.0984307	1.75081	-0.00309211	0	0	-0.862132	0.133722	0.181991	1.2491	-0.755909	0.450322	1.29538	0.553671	0	0	1.29587	-0.520134	0.617911	1.08189	0.522465	0	0
67.55	0.542973	1.33644	1.06044	0.650343	0.16942	0.615162	1.41547	-0.0702913	-0.102786	1.7345	-0.07804	0	0	1.43924	-0.253229	0.0997585	1.75266	0.00294646	0	0	-0.857608	0.14617	0.189506	1.25605	-0.753869	0.461257	1.28666	0.566752	0	0	1.28358	-0.490275	0.588318	1.04425	0.517265	0	0
67.56	0.545289	1.33591	1.05916	0.650274	0.169806	0.614773	1.41578	-0.0703682	-0.10302	1.73586	-0.0721972	0	0	1.44025	-0.252876	0.100655	1.754	0.00776423	0	0	-0.857984	0.150516	0.192004	1.25888	-0.752865	0.464027	1.28362	0.575836	0	0	1.27903	-0.480461	0.575231	1.03399	0.519414	0	0
67.57	0.541839	1.33174	1.06338	0.650199	0.170288	0.61412	1.42	-0.0702636	-0.103892	1.73671	-0.0812957	0	0	1.44581	-0.252432	0.102465	1.75556	-0.000751252	0	0	-0.854543	0.153085	0.198465	1.25916	-0.764089	0.471084	1.28742	0.55037	0	0	1.27327	-0.463439	0.55489	1.02436	0.536127	0	0
67.58	0.540739	1.33024	1.06538	0.650223	0.170717	0.613785	1.42129	-0.070267	-0.104066	1.73758	-0.0802883	0	0	1.44761	-0.252014	0.103167	1.7566	-0.000148008	0	0	-0.853747	0.155436	0.202286	1.25861	-0.767343	0.47137	1.28719	0.549337	0	0	1.2694	-0.454653	0.543043	1.02097	0.540282	0	0
67.59	0.53912	1.32904	1.0681	0.65025	0.171135	0.613532	1.42221	-0.0706012	-0.10408	1.73817	-0.0792314	0	0	1.44893	-0.251301	0.103539	1.75725	-2.73872e-05	0	0	-0.853089	0.157389	0.206221	1.25636	-0.771122	0.469163	1.28794	0.547992	0	0	1.26632	-0.446921	0.533525	1.01977	0.543642	0	0
67.6	0.537203	1.32792	1.07124	0.650308	0.17158	0.613308	1.42303	-0.0710153	-0.103983	1.73869	-0.0782263	0	0	1.45013	-0.250661	0.103769	1.75784	-2.40871e-05	0	0	-0.852348	0.158883	0.209781	1.25265	-0.775313	0.465041	1.29021	0.546874	0	0	1.26422	-0.441278	0.527427	1.02041	0.54603	0	0
67.61	0.535669	1.32717	1.07427	0.65039	0.172044	0.61317	1.42332	-0.0715991	-0.103769	1.73918	-0.0774793	0	0	1.45083	-0.24992	0.103855	1.75823	-2.04135e-05	0	0	-0.851598	0.16022	0.212136	1.24817	-0.778956	0.460103	1.29368	0.546021	0	0	1.26302	-0.437742	0.524424	1.02148	0.547521	0	0
67.62	0.533291	1.32595	1.07845	0.650481	0.172535	0.61306	1.42401	-0.0724391	-0.103533	1.73969	-0.0763614	0	0	1.45206	-0.24892	0.103996	1.7584	0.000315476	0	0	-0.850356	0.160995	0.214744	1.24074	-0.784689	0.452067	1.30076	0.545641	0	0	1.26343	-0.433958	0.524469	1.02229	0.548832	0	0
67.63	0.533837	1.32555	1.07971	0.650587	0.172985	0.613114	1.42348	-0.0730518	-0.103402	1.74017	-0.0773092	0	0	1.45212	-0.248205	0.10434	1.75858	0.000564433	0	0	-0.850411	0.162739	0.214226	1.2384	-0.785417	0.449341	1.30413	0.546406	0	0	1.26269	-0.435651	0.524566	1.02588	0.547022	0	0
67.64	0.533497	1.32447	1.08156	0.650758	0.173462	0.61319	1.42358	-0.0729976	-0.103215	1.74037	-0.0767762	0	0	1.45269	-0.247937	0.104672	1.75831	0.000899278	0	0	-0.849607	0.163689	0.215366	1.23357	-0.788365	0.444164	1.30855	0.546772	0	0	1.26408	-0.434278	0.52651	1.02542	0.547466	0	0
67.65	0.532689	1.32301	1.08377	0.650937	0.173941	0.613312	1.42392	-0.0726346	-0.103215	1.74012	-0.076012	0	0	1.45344	-0.247744	0.105091	1.7576	0.00102911	0	0	-0.848905	0.163713	0.21608	1.22798	-0.79116	0.43784	1.31328	0.547334	0	0	1.26727	-0.434116	0.531554	1.02525	0.547548	0	0
67.66	0.52516	1.31882	1.09251	0.651171	0.174488	0.61322	1.42759	-0.0720053	-0.102883	1.73964	-0.0725508	0	0	1.45739	-0.247223	0.105601	1.7566	0.000839446	0	0	-0.8442	0.161146	0.221021	1.21233	-0.801153	0.421876	1.32302	0.54951	0	0	1.27425	-0.424143	0.53854	1.01627	0.559017	0	0
67.67	0.521122	1.31709	1.09793	0.651416	0.174952	0.613446	1.42838	-0.0716884	-0.102343	1.73914	-0.0721303	0	0	1.45824	-0.246747	0.105405	1.75545	0.000855269	0	0	-0.83954	0.165195	0.222694	1.21103	-0.801059	0.423378	1.32181	0.550278	0	0	1.27036	-0.404945	0.517237	0.994596	0.56106	0	0
67.68	0.527129	1.31724	1.09349	0.651459	0.175168	0.613919	1.42584	-0.0715271	-0.103606	1.73786	-0.0722984	0	0	1.45706	-0.246221	0.106849	1.75482	0.00085657	0	0	-0.844586	0.162587	0.217393	1.21328	-0.799103	0.423665	1.32283	0.548746	0	0	1.28099	-0.429477	0.54924	1.01392	0.559007	0	0
67.69	0.530586	1.31781	1.09153	0.651549	0.175359	0.614465	1.42333	-0.07158	-0.104093	1.73666	-0.0716534	0	0	1.45528	-0.245743	0.107152	1.75371	0.000786313	0	0	-0.847059	0.163964	0.214626	1.21781	-0.796102	0.427625	1.32062	0.547118	0	0	1.2849	-0.435702	0.557345	1.01492	0.554231	0	0
67.7	0.533805	1.31822	1.08977	0.651615	0.175527	0.615074	1.42077	-0.0716957	-0.104667	1.73518	-0.0709625	0	0	1.45341	-0.245227	0.107412	1.752	0.000419646	0	0	-0.849357	0.165402	0.212091	1.22283	-0.793306	0.432546	1.31755	0.545564	0	0	1.28761	-0.440226	0.56215	1.01514	0.548891	0	0
67.71	0.541514	1.31976	1.08357	0.651602	0.175611	0.615905	1.4162	-0.0718135	-0.105915	1.73315	-0.0684444	0	0	1.4497	-0.244663	0.108281	1.74992	-0.000733278	0	0	-0.852881	0.169688	0.205804	1.23999	-0.785243	0.453855	1.30698	0.535636	0	0	1.28475	-0.44947	0.55913	1.01844	0.536826	0	0
67.72	0.541584	1.31836	1.08439	0.651657	0.175773	0.616514	1.41548	-0.0714551	-0.106482	1.73097	-0.0684768	0	0	1.4494	-0.244171	0.108761	1.7477	-0.000745268	0	0	-0.852767	0.171572	0.204591	1.24565	-0.783545	0.461307	1.30307	0.533959	0	0	1.28289	-0.449445	0.554304	1.01763	0.537914	0	0
67.73	0.540463	1.31683	1.08611	0.65168	0.175911	0.617189	1.41497	-0.071102	-0.106724	1.72857	-0.0686451	0	0	1.44902	-0.243469	0.109046	1.74527	-0.00083127	0	0	-0.852533	0.17341	0.204078	1.25112	-0.782274	0.46821	1.29928	0.532273	0	0	1.2805	-0.448944	0.549165	1.01739	0.539476	0	0
67.74	0.538273	1.31517	1.08852	0.651686	0.176045	0.617925	1.4146	-0.0707587	-0.106839	1.72595	-0.0689434	0	0	1.44868	-0.24281	0.109149	1.74256	-0.00127126	0	0	-0.852267	0.174509	0.20394	1.25597	-0.781873	0.474338	1.29594	0.530698	0	0	1.2784	-0.448916	0.545442	1.01839	0.541559	0	0
67.75	0.535246	1.31362	1.09136	0.651713	0.176182	0.618719	1.41418	-0.0704121	-0.106932	1.72319	-0.0692624	0	0	1.44811	-0.242343	0.108982	1.73957	-0.00193612	0	0	-0.852071	0.174758	0.204085	1.25988	-0.782148	0.479463	1.29334	0.529233	0	0	1.27681	-0.448751	0.542845	1.01941	0.544019	0	0
67.76	0.531089	1.31211	1.09492	0.651807	0.17634	0.619579	1.4138	-0.0699195	-0.107007	1.72029	-0.0695566	0	0	1.4474	-0.242078	0.108613	1.73645	-0.00250251	0	0	-0.851917	0.173973	0.204432	1.26258	-0.783114	0.483483	1.29169	0.527665	0	0	1.27589	-0.448681	0.541654	1.02046	0.54664	0	0
67.77	0.525747	1.31061	1.09935	0.651971	0.176523	0.620505	1.41344	-0.069195	-0.106954	1.71724	-0.0698528	0	0	1.44659	-0.241887	0.107991	1.73335	-0.00270882	0	0	-0.851474	0.172959	0.205276	1.26438	-0.784399	0.486641	1.29037	0.526562	0	0	1.27468	-0.447154	0.539653	1.01984	0.549234	0	0
67.78	0.519052	1.30847	1.10488	0.652174	0.176736	0.621452	1.41356	-0.0680854	-0.106893	1.71371	-0.070386	0	0	1.44618	-0.241659	0.107511	1.73011	-0.00229927	0	0	-0.850164	0.171822	0.206695	1.26516	-0.786491	0.489756	1.28946	0.525209	0	0	1.27284	-0.444334	0.53655	1.01812	0.553486	0	0
67.79	0.511618	1.30585	1.11115	0.652354	0.176972	0.622456	1.41397	-0.0669842	-0.106842	1.70983	-0.071176	0	0	1.44591	-0.24115	0.107031	1.72634	-0.00238702	0	0	-0.848434	0.170851	0.208215	1.26506	-0.788579	0.492573	1.28925	0.523873	0	0	1.27052	-0.440508	0.531846	1.01554	0.557849	0	0
67.8	0.505458	1.30337	1.1165	0.65246	0.177209	0.623575	1.41393	-0.0662564	-0.107085	1.70603	-0.0717989	0	0	1.44528	-0.240181	0.106651	1.7222	-0.00295212	0	0	-0.847324	0.170062	0.209221	1.26445	-0.790186	0.494434	1.28942	0.523738	0	0	1.26863	-0.436993	0.526925	1.01304	0.561045	0	0
67.81	0.499124	1.30134	1.12242	0.652556	0.177453	0.624846	1.41328	-0.0657166	-0.106842	1.70206	-0.0723834	0	0	1.44376	-0.238618	0.106029	1.71748	-0.00346726	0	0	-0.844681	0.173054	0.211209	1.26623	-0.789862	0.499878	1.28713	0.524465	0	0	1.26201	-0.420707	0.504091	0.996589	0.561514	0	0
67.82	0.500889	1.3007	1.12045	0.652511	0.177547	0.626393	1.40981	-0.0647214	-0.107944	1.69712	-0.0724391	0	0	1.44049	-0.236959	0.106997	1.71301	-0.00367507	0	0	-0.849336	0.170346	0.208612	1.26815	-0.789529	0.501577	1.28788	0.524762	0	0	1.2684	-0.437696	0.525913	1.00982	0.561063	0	0
67.83	0.502577	1.30047	1.11867	0.652524	0.177665	0.628092	1.40592	-0.0634722	-0.108534	1.69219	-0.0728583	0	0	1.43666	-0.23534	0.107537	1.70838	-0.00384486	0	0	-0.852332	0.170944	0.207232	1.27237	-0.787473	0.507211	1.28578	0.524329	0	0	1.27044	-0.442708	0.531321	1.00977	0.559075	0	0
67.84	0.505946	1.30009	1.11513	0.652564	0.177822	0.629916	1.4016	-0.0616226	-0.10931	1.68693	-0.07355	0	0	1.43254	-0.234041	0.108617	1.7034	-0.00394367	0	0	-0.855367	0.170947	0.205545	1.2763	-0.785383	0.513682	1.28286	0.523807	0	0	1.27332	-0.449516	0.539071	1.01095	0.55819	0	0
67.85	0.509512	1.29958	1.11138	0.652614	0.178004	0.631866	1.39708	-0.0594039	-0.110104	1.68127	-0.0744563	0	0	1.42809	-0.232776	0.109712	1.69786	-0.00396985	0	0	-0.858519	0.16967	0.202952	1.27929	-0.78315	0.519729	1.27953	0.522519	0	0	1.27805	-0.460156	0.552524	1.01551	0.558427	0	0
67.86	0.513987	1.30006	1.10679	0.652697	0.178178	0.634054	1.39123	-0.0569367	-0.110653	1.6751	-0.0757746	0	0	1.42194	-0.231487	0.110654	1.69144	-0.00408362	0	0	-0.863794	0.16541	0.197054	1.28327	-0.779526	0.526856	1.27441	0.519672	0	0	1.28809	-0.482959	0.581997	1.03061	0.55828	0	0
