Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,x72
1621,0,0,0,0,0.0176696,0.00789834,0,0,0.0113832,0.023072,0.012703,0.00362774,0,0,0.00873343,0,0.0207583,0.00841851,0.0430884,0.0166743,0.0142573,0.010554,0.00205176,0.0225101,0.00968226,0.0128301,0.00614398,0.0583337,0.0146175,0.0155325,0.0100825,0.0237842,0.0124458,0.00751867,0.0177746,0.00418724,0.00371672,0.0254755,0.00813156,0.00548385,0.0170811,0,0,0.00282918,0,0.0116056,0.00536758,0.0615668,0.0102765,0.0123746,0.00491017,0.00209821,0.0214609,0.00389737,0.0602346,0.005022,0.00776404,0.00996414,0.00413882,0.00952488,0.012363,0.0075795,0.00859688,0.00660245,0.00613122,0.00714879,0.017317,0,0,0,0,0,0
1622,0,0,0,0,0.017835,0.00828593,0,0,0.0114507,0.0229533,0.0127674,0.00323531,0,0,0.0093712,0,0.0208504,0.00880066,0.0432957,0.0165046,0.0143817,0.00946249,0.00155673,0.0226647,0.00920072,0.0124791,0.0052496,0.0576577,0.0146859,0.015683,0.0102716,0.0242731,0.0126944,0.00721223,0.0178791,0.00428124,0.0055131,0.0257667,0.00793343,0.00508317,0.0169942,0,0,0.00899197,0,0.010762,0.00940999,0.0613145,0.0101339,0.0123521,0.00592532,0.00177641,0.0377343,0.00492342,0.0600363,0.00592321,0.00906663,0.0102371,0.00409041,0.00971501,0.01314,0.00973482,0.00878978,0.0048093,0.00702802,0.00732988,0.0174372,0,0,0,0,0,0
1623,0,0,0,0,0.018786,0.00887762,0,0,0.0114058,0.0229565,0.012872,0.00270624,0,0,0.00951495,0,0.0208288,0.00890434,0.0434263,0.0162885,0.0144189,0.00848299,0.00112996,0.0236725,0.00864815,0.0121502,0.00442338,0.057121,0.0148026,0.015905,0.0106417,0.0248193,0.0131266,0.00732416,0.0179116,0.00432634,0.007533,0.0258435,0.00776781,0.00471343,0.0174907,0,0,0.0090568,0,0.0105845,0.00966923,0.0608715,0.00992286,0.0123568,0.00698718,0.00156857,0.0383027,0.00594841,0.0596701,0.00697811,0.0104111,0.0106286,0.00407379,0.0098836,0.0135031,0.0117947,0.00909238,0.00502102,0.00727492,0.00752457,0.0179726,0,0,0,0,0,0
1624,0,0,0,0,0.019568,0.00952022,0,0,0.0114902,0.0230131,0.0129786,0.0023561,0,0,0.00956034,0,0.020868,0.00898821,0.043593,0.0160599,0.0144135,0.00754323,0.000598833,0.0245279,0.00804288,0.0117046,0.00364713,0.0565499,0.0148485,0.0160647,0.0109571,0.0254005,0.0136858,0.00742742,0.017941,0.00438019,0.00988558,0.0259519,0.00786892,0.00432006,0.0178567,0,0,0.0090186,0,0.0104808,0.00989852,0.0608481,0.010051,0.0125087,0.00792196,0.0014041,0.0386248,0.00672486,0.0594468,0.00782445,0.011702,0.0113742,0.0042179,0.010081,0.014145,0.0143249,0.0093451,0.00517692,0.00746305,0.00776992,0.0184379,0,0,0,0,0,0
1625,0,0,0,0,0.0201822,0.010111,0,0,0.0116464,0.0230551,0.0131134,0.00217458,0,0,0.00945352,0,0.0208853,0.00905064,0.0436939,0.0158151,0.0144089,0.00679833,0.000234355,0.0253703,0.00746228,0.0113684,0.00326706,0.0560306,0.0148949,0.0161641,0.0112159,0.0259167,0.0143883,0.00753749,0.017945,0.00440954,0.012215,0.0260816,0.00778127,0.00394197,0.0181765,0,0,0.00880222,0,0.0104152,0.0100318,0.0608667,0.00985386,0.0126871,0.00889042,0.00128034,0.0387773,0.00743583,0.0593032,0.00867184,0.0128672,0.0122528,0.00436198,0.0102394,0.0149402,0.0168307,0.0096479,0.00531296,0.00760698,0.0080892,0.018898,0,0,0,0,0,0
1626,0,0,0,0,0.0208617,0.0105989,0,0,0.0120056,0.0230699,0.0133072,0.00203549,0,0,0.00935582,0,0.020888,0.00905448,0.0437285,0.0156118,0.0144174,0.00622821,0.000561723,0.0261435,0.00690915,0.011038,0.00337042,0.0555108,0.0149631,0.0162445,0.0115168,0.0263916,0.0152588,0.00765483,0.0179526,0.00441482,0.014428,0.0262069,0.00770201,0.00353306,0.0185383,0,0,0.00860729,0,0.0103321,0.0101663,0.0607264,0.00943216,0.0128128,0.0099221,0.00118755,0.0388869,0.00816373,0.0591108,0.00958933,0.0139998,0.0130392,0.0044518,0.0103924,0.0154961,0.0191528,0.00995353,0.00552946,0.00776207,0.0084549,0.0193118,0,0,0,0,0,0
1627,0,0,0,0,0.0216438,0.011093,0,0,0.0125334,0.0230621,0.0135208,0.00198745,0,0,0.00927268,0,0.0208646,0.00903962,0.0437832,0.0156965,0.0144637,0.00576485,0.000843418,0.0269057,0.00631482,0.0105827,0.00375169,0.0549747,0.0149892,0.0163023,0.011822,0.0268828,0.0162587,0.00776263,0.0179734,0.00443932,0.0164884,0.0262849,0.00775522,0.00312869,0.0189289,0,0,0.00847185,0,0.0102512,0.0102919,0.0605855,0.00893467,0.0129188,0.0110582,0.0011505,0.0388574,0.00898814,0.0589104,0.0105829,0.0151904,0.0135482,0.00448287,0.0103574,0.0160511,0.0212813,0.0102115,0.00578603,0.00795459,0.00881709,0.0196889,0,0,0,0,0,0
1628,0,0,0,0,0.022329,0.0116532,0,0,0.0131836,0.0230824,0.0137844,0.00217701,0,0,0.00916979,0,0.0208472,0.00908544,0.0438847,0.0157996,0.0145535,0.00552406,0.00111439,0.0276662,0.00558794,0.0100315,0.00452465,0.0545582,0.0149595,0.0162824,0.0120588,0.0273661,0.017246,0.0078806,0.017994,0.00445654,0.018439,0.0263756,0.00793347,0.00274682,0.0192912,0,0,0.00809132,0,0.0101982,0.0103982,0.0602957,0.0082599,0.0130131,0.0121665,0.00117396,0.038598,0.00995638,0.0586484,0.0115866,0.0163849,0.0141206,0.0045681,0.0103213,0.0163477,0.0232384,0.0104182,0.0060073,0.00811277,0.00914923,0.0200554,0,0,0,0,0,0
1629,0,0,0,0,0.0228902,0.0122451,0,0,0.0138839,0.0231383,0.0141434,0.00243802,0,0,0.00906478,0,0.020867,0.00906983,0.0440605,0.0156584,0.0146567,0.00558844,0.00143411,0.0282699,0.00478145,0.00943692,0.00557305,0.0542787,0.0148921,0.0161619,0.0122038,0.0277927,0.0182004,0.00797967,0.0180333,0.00444855,0.020265,0.0265038,0.00806121,0.00235977,0.0196389,0,0,0.00766158,0,0.0101837,0.0105014,0.0598824,0.00734216,0.0130861,0.0132476,0.001178,0.0382742,0.0109779,0.0582705,0.0125677,0.0175302,0.0146588,0.00462843,0.0102411,0.0168263,0.0250676,0.0106065,0.00626173,0.00823244,0.00939515,0.0203951,0,0,0,0,0,0
1630,0,0,0,0,0.023346,0.0126921,0,0,0.0145972,0.0231423,0.0144579,0.00275771,0,0,0.00890666,0,0.0209064,0.00898411,0.0442652,0.0150002,0.0147088,0.00599971,0.00176256,0.0287091,0.00404364,0.00892109,0.00670098,0.0540202,0.0148293,0.0160494,0.0123229,0.0281434,0.0190819,0.00805267,0.0181026,0.0044269,0.0221455,0.0265937,0.0082324,0.00196938,0.0199206,0,0,0.00724242,0,0.0101815,0.0106074,0.0598053,0.00646569,0.0132643,0.0141732,0.00125116,0.0378037,0.0115953,0.0580247,0.0133133,0.0185957,0.0151521,0.00466894,0.0100108,0.0172435,0.0270368,0.0108278,0.00657759,0.00836352,0.00956142,0.0206775,0,0,0,0,0,0
1631,0,0,0,0,0.0238898,0.0129224,0,0,0.0155342,0.0231132,0.0147587,0.00307822,0,0,0.00829951,0,0.020904,0.00867255,0.0443874,0.0148059,0.0146956,0.00678551,0.0021107,0.0295264,0.00361204,0.00872172,0.00786072,0.0537262,0.0147538,0.0159334,0.0124857,0.0284694,0.020273,0.00824784,0.0180663,0.00430718,0.0240237,0.0266292,0.00854223,0.00167436,0.0203751,0,0,0.00602558,0,0.010242,0.0102848,0.0600043,0.00577675,0.0135403,0.0151033,0.00133635,0.036234,0.0121722,0.0580002,0.0140673,0.0196924,0.0155094,0.00480896,0.00989908,0.0175913,0.0288738,0.0111937,0.0070719,0.00838169,0.00958588,0.0211277,0,0,0,0,0,0
1632,0,0,0,0,0.0240671,0.0131586,0,0,0.0166885,0.0230718,0.0150121,0.00326533,0,0,0.00797562,0,0.0209317,0.00851502,0.044392,0.0144102,0.0148291,0.00760707,0.00251449,0.0296112,0.00305058,0.00856203,0.0089408,0.0533885,0.0147026,0.015823,0.0125522,0.0287447,0.0216624,0.00816447,0.018101,0.00424555,0.0255084,0.0266465,0.00874799,0.00132887,0.020506,0,0,0.00648966,0,0.0102175,0.0105042,0.059821,0.00475392,0.0136237,0.0160938,0.00135776,0.0374001,0.0128657,0.0578246,0.014873,0.0206037,0.0157152,0.00501345,0.0096889,0.0176996,0.0303341,0.0114793,0.00706062,0.0084475,0.00954051,0.0212965,0,0,0,0,0,0
1633,0,0,0,0,0.0241317,0.0132909,0,0,0.0179393,0.0230641,0.0152255,0.00352829,0,0,0.0075533,0,0.0209375,0.00831411,0.044342,0.0142487,0.0149996,0.00859434,0.0030007,0.0295401,0.00264913,0.00853381,0.0100635,0.0530978,0.0146712,0.0157093,0.0125808,0.0289881,0.0231722,0.00804313,0.0181254,0.00415219,0.0268183,0.0266896,0.00905659,0.00113292,0.020618,0,0,0.0067256,0,0.0102442,0.0105848,0.0596514,0.0037524,0.0137244,0.0170452,0.00151584,0.0382479,0.0135156,0.0576596,0.0156966,0.0214162,0.0158268,0.00527198,0.00951636,0.0178555,0.0316052,0.011791,0.00690716,0.00846553,0.00944854,0.021412,0,0,0,0,0,0
1634,0,0,0,0,0.0240529,0.0133828,0,0,0.0192353,0.0229955,0.0155313,0.0040123,0,0,0.00712575,0,0.0209415,0.00806538,0.0443068,0.0143465,0.0151104,0.00965244,0.00345769,0.0292891,0.00245894,0.00858161,0.0112066,0.0528391,0.0146178,0.015528,0.0126025,0.0291761,0.0246449,0.00788028,0.0181863,0.00404038,0.0280641,0.0266273,0.00932654,0.00128698,0.0205869,0,0,0.00697894,0,0.0102968,0.0105455,0.0595926,0.00296781,0.0139056,0.0178878,0.00173533,0.0390063,0.0140723,0.0574989,0.016398,0.0222074,0.0159463,0.00554597,0.00938799,0.0180986,0.0328675,0.0120733,0.00672317,0.00844901,0.00937699,0.0213943,0,0,0,0,0,0
1635,0,0,0,0,0.0239718,0.0133656,0,0,0.0204277,0.0228563,0.0157898,0.00470791,0,0,0.00664607,0,0.0209324,0.00774626,0.0443024,0.014603,0.0153344,0.0105731,0.00388789,0.0290647,0.00236455,0.00852716,0.0122328,0.0525603,0.014541,0.0152902,0.0125258,0.0293204,0.0258259,0.00771777,0.0182208,0.0038832,0.0292905,0.0265175,0.00968106,0.00167525,0.0205745,0,0,0.00714766,0,0.0103529,0.0104516,0.0596013,0.0024453,0.0141415,0.0186775,0.00198368,0.0396186,0.0146069,0.0573982,0.0170117,0.0229935,0.0161186,0.00581,0.00918042,0.0181694,0.0340931,0.0124043,0.00661261,0.00834946,0.00933816,0.0213736,0,0,0,0,0,0
1636,0,0,0,0,0.0237387,0.0132744,0,0,0.0214769,0.0227459,0.0160995,0.00523341,0,0,0.00605895,0,0.0209352,0.00738805,0.0442919,0.0149113,0.0155747,0.0115272,0.00433426,0.0286095,0.0024854,0.00854112,0.0133021,0.0523342,0.0144697,0.0150771,0.0124551,0.0294139,0.0268407,0.0074907,0.0182699,0.0036537,0.0304396,0.0264085,0.0100929,0.00216346,0.0204588,0,0,0.00704494,0,0.010446,0.0101998,0.0596493,0.00212542,0.0143856,0.0193602,0.00225237,0.0399853,0.0150645,0.0572821,0.0175554,0.02369,0.0163268,0.00610105,0.00893968,0.0179452,0.0352328,0.0127351,0.00650188,0.00818077,0.00922194,0.0211971,0,0,0,0,0,0
1637,0,0,0,0,0.023443,0.0131365,0,0,0.0225205,0.0226151,0.0164669,0.00559903,0,0,0.00553497,0,0.0209517,0.00696308,0.0443069,0.0152241,0.0158053,0.0125311,0.00478325,0.0279874,0.00282115,0.00874472,0.0143236,0.0521737,0.0143795,0.0149052,0.0124009,0.0294364,0.0278833,0.00740148,0.0183316,0.00341836,0.0315217,0.0262908,0.0105917,0.00268475,0.0202721,0,0,0.00674758,0,0.0105754,0.00976969,0.0597144,0.00223198,0.0145969,0.0201152,0.00257926,0.0400595,0.0155599,0.0571871,0.0181859,0.0244598,0.0164998,0.0063729,0.00889912,0.0186774,0.0362921,0.0130377,0.00633589,0.00799192,0.00906873,0.0209106,0,0,0,0,0,0
1638,0,0,0,0,0.0232678,0.0132393,0,0,0.0231826,0.0226324,0.0168994,0.00611168,0,0,0.00420419,0,0.0207279,0.00590238,0.0442589,0.015608,0.0159262,0.013407,0.00526891,0.0278965,0.0032088,0.00894678,0.0150934,0.0521771,0.014449,0.0148309,0.0124443,0.0295722,0.028504,0.00855137,0.018367,0.00306321,0.0322287,0.0263512,0.0109459,0.00315388,0.0201433,0,0,0.00412671,0,0.0108552,0.00933702,0.0596956,0.00274223,0.0149026,0.0208011,0.00297366,0.0305973,0.015964,0.0570651,0.0186287,0.0249751,0.0165441,0.00652366,0.00872777,0.0185183,0.0370406,0.012641,0.00825947,0.00784193,0.0090062,0.0204774,0,0,0,0,0,0
1639,0,0,0,0,0.0226464,0.012741,0,0,0.0240084,0.0224837,0.0171667,0.00665467,0,0,0.00328846,0,0.0206264,0.00517042,0.0443367,0.0159259,0.0161643,0.0143468,0.00572664,0.0270531,0.0037219,0.009215,0.0157315,0.0520225,0.0143566,0.0146164,0.0123767,0.0296882,0.0293583,0.00847793,0.0184583,0.00273033,0.0331426,0.0262126,0.0115391,0.00362078,0.0198258,0,0,0.00402745,0,0.0110693,0.00878485,0.0597101,0.00382691,0.0151687,0.0214494,0.00339022,0.0294268,0.016368,0.0569013,0.0190471,0.0255497,0.0166707,0.00675055,0.00863868,0.01789,0.0379339,0.0128562,0.00820226,0.00761247,0.00853655,0.0200129,0,0,0,0,0,0
1640,0,0,0,0,0.0221405,0.0124238,0,0,0.0249685,0.0223325,0.0174389,0.00712278,0,0,0.00266183,0,0.0205953,0.00452577,0.0444172,0.0161929,0.0163916,0.0152781,0.00607326,0.0264643,0.00422604,0.00970716,0.0165281,0.051805,0.0142518,0.0143992,0.0122857,0.0297539,0.0304053,0.00833154,0.0184689,0.00237612,0.0341301,0.0260204,0.0122076,0.00400129,0.0195319,0,0,0.00415212,0,0.0112505,0.00826859,0.0598237,0.00465388,0.0153708,0.0222479,0.00379384,0.0284814,0.0169335,0.0567822,0.01963,0.0263616,0.0168849,0.00699126,0.00853627,0.0184098,0.0388789,0.0130013,0.00807698,0.00731511,0.00820189,0.0196686,0,0,0,0,0,0
1641,0,0,0,0,0.0216894,0.0121915,0,0,0.0259958,0.0221918,0.0177227,0.007468,0,0,0.00230422,0,0.0206229,0.00396792,0.0445269,0.0164629,0.0165859,0.0162955,0.00636168,0.0259816,0.00479289,0.0102511,0.017538,0.051564,0.0141265,0.0141044,0.0121467,0.0298042,0.0315078,0.00844334,0.0184358,0.00208034,0.035228,0.0257659,0.0128599,0.00426478,0.0192557,0,0,0.00431805,0,0.011457,0.0077077,0.0599809,0.00543455,0.0155437,0.0230365,0.00418906,0.0277314,0.017494,0.0566929,0.020257,0.0272367,0.0170827,0.00717924,0.00809498,0.0187539,0.0399764,0.0131005,0.00789362,0.00694444,0.00797867,0.0193534,0,0,0,0,0,0
1642,0,0,0,0,0.0208781,0.0115481,0,0,0.0268447,0.0220596,0.0180737,0.00785139,0,0,0.0020278,0,0.0205332,0.00333154,0.0445836,0.0168254,0.0167665,0.0173063,0.00688824,0.0250323,0.00543478,0.0107747,0.0186652,0.0513783,0.0140612,0.0138054,0.0120244,0.0298715,0.0323507,0.00858191,0.0185567,0.00185234,0.0361094,0.0255753,0.0134311,0.00456484,0.0188362,0,0,0.00455236,0,0.0116996,0.00705018,0.0599584,0.00652194,0.0158014,0.0237104,0.00462314,0.0266122,0.0179883,0.0565541,0.0207952,0.0279233,0.0172889,0.00730791,0.00775089,0.0186908,0.0408687,0.0132055,0.00772329,0.00665765,0.00751725,0.0188543,0,0,0,0,0,0
1643,0,0,0,0,0.0201882,0.0111258,0,0,0.0277773,0.0219179,0.018472,0.00816812,0,0,0.00187422,0,0.0205469,0.00283354,0.0446297,0.0172546,0.0169613,0.0182872,0.00745807,0.0243903,0.00602205,0.0113929,0.0194566,0.0511782,0.0139659,0.01353,0.0119242,0.029841,0.0334061,0.00859362,0.0186251,0.00165596,0.0370042,0.0253619,0.0140648,0.00481404,0.0185019,0,0,0.0048306,0,0.0118973,0.0064952,0.0599744,0.00759701,0.0160111,0.0243664,0.00507149,0.0257936,0.0184913,0.0564223,0.0213879,0.0286292,0.017616,0.007512,0.00763526,0.0186648,0.0417687,0.0132565,0.00748553,0.00635643,0.00729705,0.0184677,0,0,0,0,0,0
1644,0,0,0,0,0.0194585,0.0107019,0,0,0.0285891,0.0218135,0.0187409,0.00852202,0,0,0.00184349,0,0.0205932,0.00246773,0.0446503,0.0176478,0.0171519,0.0192826,0.00756247,0.0237859,0.00658137,0.0119864,0.0203378,0.0509479,0.0138691,0.0131968,0.0117543,0.0298417,0.0343454,0.00829854,0.0186936,0.00150478,0.0378383,0.0251645,0.0147256,0.00506784,0.0181251,0,0,0.00504117,0,0.0120766,0.00601213,0.0600516,0.00869547,0.0162032,0.0250125,0.00552273,0.0252055,0.0189646,0.0563753,0.0219267,0.0293083,0.0178023,0.00767339,0.00747336,0.0188518,0.042613,0.0132836,0.00724552,0.00607548,0.00714111,0.0180554,0,0,0,0,0,0
1645,0,0,0,0,0.0189652,0.0103427,0,0,0.0294201,0.0217452,0.0190666,0.00873502,0,0,0.00193116,0,0.0206248,0.00219134,0.0445735,0.0181035,0.0172662,0.0201709,0.00772166,0.0232829,0.00697512,0.0125274,0.0212992,0.0507644,0.0137779,0.0129084,0.0115916,0.0298204,0.0351878,0.00820076,0.0187532,0.00139472,0.0385168,0.0249911,0.0153858,0.00526915,0.0177591,0,0,0.00518781,0,0.012218,0.00556711,0.060024,0.00979763,0.0163079,0.0256779,0.00584346,0.0249471,0.0194526,0.0563371,0.0224035,0.0300032,0.0179324,0.00783937,0.00733288,0.0188387,0.0432347,0.013345,0.00705154,0.00584491,0.00712744,0.0176843,0,0,0,0,0,0
1646,0,0,0,0,0.0186229,0.0102236,0,0,0.0303233,0.0216763,0.0194132,0.00873932,0,0,0.00201068,0,0.0206943,0.00200487,0.0444724,0.0185368,0.0173475,0.021047,0.00810349,0.023088,0.00732748,0.0130612,0.021993,0.0506461,0.0136556,0.012587,0.0113774,0.0298628,0.0360212,0.00818342,0.0187989,0.00129836,0.0393896,0.0248562,0.0159689,0.00541605,0.0175038,0,0,0.00513839,0,0.012273,0.00521239,0.0600049,0.0107055,0.0163784,0.0262701,0.00604598,0.0250274,0.0199478,0.0563056,0.0228709,0.0307169,0.0181191,0.00805874,0.00728291,0.0187779,0.0439207,0.0133272,0.00684735,0.00563136,0.0072856,0.0174357,0,0,0,0,0,0
1647,0,0,0,0,0.0184489,0.0103953,0,0,0.0309151,0.0216495,0.0195645,0.00872402,0,0,0.00204794,0,0.0208257,0.00192922,0.0444309,0.0185193,0.0176399,0.0217901,0.00829098,0.0231442,0.00750325,0.0133522,0.0227461,0.0504687,0.0136879,0.0122488,0.011119,0.0297028,0.0366227,0.00817817,0.0187858,0.00125526,0.0403012,0.0247273,0.0164434,0.00559522,0.017329,0,0,0.00490251,0,0.0121685,0.00486833,0.0600397,0.0114787,0.0163708,0.0267955,0.00620731,0.0254645,0.0204198,0.0563067,0.0233934,0.0313789,0.0182572,0.00825538,0.00722544,0.0188965,0.0444722,0.0132902,0.00659287,0.00534408,0.00750673,0.0172774,0,0,0,0,0,0
1648,0,0,0,0,0.0171521,0.00919096,0,0,0.0313228,0.0217065,0.0202562,0.00919243,0,0,0.00627002,0,0.0205703,0.00268512,0.0442228,0.019672,0.0178521,0.0224934,0.00859088,0.0228213,0.00782541,0.0139632,0.023254,0.0506129,0.0135681,0.0121076,0.0111116,0.0299263,0.0367635,0.0107708,0.0187761,0.00112669,0.0403698,0.0243216,0.0166578,0.00600834,0.0164459,0,0,0.00878931,0,0.013448,0.00625878,0.0599931,0.0122333,0.0167275,0.0270589,0.00667497,0.0163283,0.0206482,0.0562789,0.0236492,0.0316855,0.0182886,0.00837971,0.00709702,0.0191984,0.0445297,0.012644,0.00662477,0.00540358,0.0066703,0.0161742,0,0,0,0,0,0
1649,0,0,0,0,0.0163728,0.00863473,0,0,0.0317305,0.0216851,0.0205309,0.00948585,0,0,0.00698199,0,0.0205811,0.00298485,0.0440934,0.0204687,0.0180426,0.0229618,0.00869474,0.0220991,0.00807897,0.0142341,0.0239549,0.0506415,0.0134913,0.0119102,0.0110207,0.0298075,0.0370558,0.0110481,0.0188826,0.00112233,0.0402616,0.0240871,0.016972,0.0062658,0.0158608,0,0,0.00928951,0,0.0137743,0.00629752,0.0599449,0.0128585,0.0168509,0.0273249,0.00695687,0.0148308,0.0209547,0.0562426,0.0239169,0.0320446,0.0183212,0.00852847,0.00708072,0.0194395,0.0446099,0.0124869,0.00642951,0.00530848,0.0064004,0.0155555,0,0,0,0,0,0
1650,0,0,0,0,0.015817,0.00847577,0,0,0.0323962,0.0215799,0.0208916,0.0095603,0,0,0.00765444,0,0.020654,0.00330153,0.0438938,0.0212941,0.0181041,0.0233438,0.00848882,0.021806,0.00839339,0.0145115,0.0244272,0.0506835,0.0133729,0.0117882,0.0109137,0.0296066,0.0376816,0.0114387,0.0189338,0.00111259,0.0404796,0.0238312,0.0171249,0.00622601,0.015365,0,0,0.00960401,0,0.0140249,0.00629604,0.0598682,0.0132089,0.0167503,0.0275474,0.00697081,0.0137514,0.0212478,0.0561644,0.0241656,0.0324433,0.0184327,0.0086797,0.00712342,0.0195888,0.0446858,0.0123079,0.00617986,0.0051514,0.00656337,0.0150603,0,0,0,0,0,0
1651,0,0,0,0,0.0151879,0.00831101,0,0,0.0329321,0.0214382,0.0211325,0.00956608,0,0,0.00832915,0,0.0207066,0.00366374,0.0437574,0.0219924,0.0182914,0.0236307,0.0083547,0.0215304,0.00864416,0.0147702,0.0246831,0.0507238,0.0132297,0.0116703,0.0107989,0.0294403,0.0381767,0.0116365,0.0189286,0.00117392,0.0407883,0.023537,0.0170968,0.00613732,0.0148591,0,0,0.0099928,0,0.0142178,0.00623144,0.0599564,0.0131752,0.0166537,0.0276753,0.00698045,0.012752,0.0214286,0.0561718,0.0243419,0.0328672,0.0186123,0.00884344,0.00727211,0.0198302,0.0449057,0.0120593,0.0058743,0.004943,0.00671345,0.0145405,0,0,0,0,0,0
1652,0,0,0,0,0.0143681,0.00798429,0,0,0.0331502,0.0212944,0.021247,0.00946752,0,0,0.00903635,0,0.0207383,0.00411185,0.0437751,0.0225399,0.0184894,0.0237814,0.00833987,0.0209482,0.00890026,0.0149559,0.0248599,0.050733,0.0130983,0.0116071,0.0106774,0.0293548,0.0383581,0.0119756,0.0189363,0.00129589,0.0413436,0.0231979,0.0168669,0.00611869,0.0142346,0,0,0.0105756,0,0.0144933,0.00626828,0.0606554,0.0123086,0.0167698,0.0277549,0.00719216,0.0114912,0.0214494,0.056424,0.0243307,0.033398,0.0190059,0.00900347,0.00765543,0.0207648,0.0457412,0.0118451,0.00558783,0.00471342,0.00682144,0.0139174,0,0,0,0,0,0
1653,0,0,0,0,0.0135477,0.00746497,0,0,0.0331782,0.0211126,0.0213256,0.0095156,0,0,0.00954391,0,0.0207898,0.00454072,0.0439691,0.0229922,0.0184233,0.0238021,0.00875252,0.0199682,0.00900056,0.0150492,0.0249748,0.0506653,0.0129796,0.0115688,0.0105958,0.0292366,0.0382363,0.0121818,0.019054,0.00144598,0.0417908,0.0228468,0.0164946,0.0063119,0.0135105,0,0,0.0112452,0,0.014769,0.00643611,0.0620227,0.0109983,0.01718,0.0276227,0.00767255,0.0100583,0.0212964,0.0568229,0.0240597,0.0337744,0.0194278,0.00905531,0.00812281,0.0218116,0.0467256,0.0116153,0.00536652,0.00446767,0.00675248,0.0132339,0,0,0,0,0,0
1654,0,0,0,0,0.0129484,0.00709921,0,0,0.0334825,0.0209482,0.0214097,0.00944811,0,0,0.00955681,0,0.0208723,0.00468349,0.0441269,0.0232348,0.0184691,0.0237195,0.00917356,0.0193294,0.00905828,0.0150365,0.024895,0.0506465,0.0128868,0.0115733,0.0105592,0.0290927,0.0385079,0.011962,0.0191235,0.00143294,0.0412178,0.0226153,0.0164057,0.00620835,0.0129259,0,0,0.01131,0,0.0148694,0.00640381,0.0621665,0.0108821,0.0170506,0.0275243,0.00772628,0.00938535,0.0212362,0.0568394,0.0239981,0.0336238,0.0192998,0.00901339,0.00816448,0.0216833,0.0462305,0.0113272,0.00512101,0.00426829,0.00664016,0.0127107,0,0,0,0,0,0
1655,0,0,0,0,0.0123976,0.00675569,0,0,0.033564,0.0207959,0.0213841,0.00925084,0,0,0.00958439,0,0.0209656,0.0048769,0.0442652,0.0233084,0.0185719,0.0236059,0.00905226,0.0188899,0.00903946,0.0149079,0.0245507,0.0505903,0.0127945,0.0115505,0.0105256,0.0289938,0.0386068,0.0117551,0.0191613,0.00146682,0.0409963,0.0223355,0.0161916,0.00615235,0.0124092,0,0,0.0113607,0,0.0150346,0.006375,0.0625969,0.010401,0.0170923,0.0273608,0.00792001,0.00891592,0.0210479,0.0569635,0.0238486,0.033501,0.019279,0.00896058,0.0082992,0.0216647,0.0460472,0.0110909,0.00488858,0.00405797,0.00652372,0.012339,0,0,0,0,0,0
1656,0,0,0,0,0.0119628,0.0063653,0,0,0.0334192,0.0207087,0.021308,0.00927946,0,0,0.00961092,0,0.021025,0.00502748,0.0443469,0.0232813,0.0187186,0.0234346,0.00902016,0.0187153,0.00892398,0.0147189,0.0243473,0.0505268,0.0127028,0.0115312,0.0104847,0.0289781,0.0385821,0.0115567,0.0191726,0.00152033,0.0408476,0.0221144,0.0158891,0.00614995,0.0119783,0,0,0.0115167,0,0.0151676,0.00642215,0.0631624,0.00974926,0.0172033,0.0271559,0.00822528,0.00851141,0.0207603,0.0571334,0.0235999,0.0333202,0.0193005,0.00889344,0.00847413,0.0217955,0.0459517,0.0108871,0.0047327,0.00389209,0.00634797,0.0121365,0,0,0,0,0,0
1657,0,0,0,0,0.0115505,0.00587279,0,0,0.0332662,0.0206955,0.021228,0.00930327,0,0,0.00958858,0,0.0210156,0.00512966,0.0443346,0.0231545,0.0189609,0.0232257,0.00915113,0.0186483,0.00877011,0.0145187,0.024077,0.0505229,0.0126468,0.0115511,0.0104937,0.0289602,0.0385549,0.0113029,0.0191861,0.00153139,0.0403933,0.0219852,0.0156379,0.00604664,0.0116327,0,0,0.0115956,0,0.0152606,0.00649919,0.0633545,0.00938249,0.0171937,0.0269808,0.00841845,0.00815421,0.020503,0.0572179,0.023432,0.0329903,0.0192316,0.00878927,0.00854567,0.021773,0.0454811,0.0107623,0.00465078,0.00380261,0.00603657,0.0120082,0,0,0,0,0,0
