Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LTIBP,LILC,BBL,LBHD,LGTR,L5HD,LWRB,LTIBI
All Timesteps RMSE,0,0,0,0,0,0.0352297,0.0387537,0,0,0,0.0352056,0.0238899,0,0.016654,0,0,0.0282686,0.0215637,0.0190834,0.023043,0.0279963,0.0595046,0.0805555,0.0887749,0.0704732,0.0416705,0.0356065,0.0305188,0.0129867,0.00992866,0.0323059,0,0.0273351,0.0375219,0,0,0.0196657,0,0,0.0330845,0.0753574,0.0399865,0.0213302,0.0250724,0.0389017,0.0393902,0.0535184,0.0879324,0.0769536,0.0388554,0.0656215,0.0386157,0.0462944,0.0797847,0.0412112,0.0103389,0.0107582,0.0170524,0.0193434,0.0231608,0,0,0,0,0.0445549,0.0217919,0,0,0.0896002,0,0.0195978,0.0385757
0,0,0,0,0,0,0.0324368,0.0372745,0,0,0,0.0344642,0.031758,0,0.0176691,0,0,0.0183399,0.0117071,0.0298538,0.0208213,0.0308334,0.0515705,0.0684974,0.0777846,0.0628195,0.0542969,0.047654,0.0129024,0.012594,0.011054,0.0366497,0,0.0245016,0.035928,0,0,0.0202824,0,0,0.0315736,0.0802422,0.035735,0.0257777,0.0241418,0.0466046,0.0421335,0.0469299,0.0825935,0.0774306,0.0359589,0.0666738,0.0382867,0.0478204,0.0819959,0.0250471,0.00839015,0.010401,0.0172868,0.0173469,0.0277376,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0322823,0.0376132,0,0,0,0.0331684,0.0323335,0,0.0176687,0,0,0.0183105,0.0123266,0.0296783,0.0199115,0.0309557,0.0518802,0.068515,0.0780828,0.0627348,0.0541784,0.0472976,0.0137588,0.0127276,0.0109938,0.0369888,0,0.0241774,0.0357492,0,0,0.0203079,0,0,0.0315652,0.0791011,0.0348617,0.0264313,0.0239717,0.0464199,0.0425188,0.0477597,0.0830644,0.0776151,0.0362097,0.0672023,0.0388274,0.0485723,0.0829735,0.024225,0.00825094,0.0103631,0.0172901,0.0177435,0.0273434,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0.0329899,0.0377697,0,0,0,0.0350338,0.030146,0,0.0174039,0,0,0.0181883,0.0161147,0.0276145,0.0200532,0.0304477,0.0540268,0.0695019,0.0802478,0.0646502,0.049601,0.0429499,0.0184741,0.0127699,0.0109061,0.0376942,0,0.0237404,0.0360652,0,0,0.0202146,0,0,0.0315447,0.0785,0.0334983,0.0270884,0.0241125,0.0467187,0.0422862,0.0481531,0.0833903,0.0778013,0.0368509,0.0679132,0.0395959,0.0492426,0.0837638,0.0227231,0.00810042,0.0103528,0.017109,0.0180437,0.0266385,0,0,0,0,0.049397,0,0,0,0,0,0,0
3,0,0,0,0,0,0.0332286,0.0378107,0,0,0,0.0345383,0.0302779,0,0.0172679,0,0,0.0181074,0.0159793,0.0274955,0.019555,0.0301468,0.0539079,0.0694997,0.0802921,0.0645709,0.0491678,0.042657,0.0186402,0.0127174,0.0108387,0.0379543,0,0.0234813,0.0361713,0,0,0.0201452,0,0,0.0315533,0.0776379,0.0321571,0.0274772,0.0243638,0.0469235,0.0426134,0.0486504,0.0839508,0.0777805,0.0373315,0.0686672,0.0403147,0.0499475,0.084298,0.0218194,0.00817767,0.0104229,0.0170656,0.0180891,0.0262326,0,0,0,0,0.0491104,0,0,0,0,0,0,0
4,0,0,0,0,0,0.0330134,0.0377782,0,0,0,0.0316051,0.0326684,0,0.0171723,0,0,0.0180798,0.0118984,0.0289081,0.0183462,0.0298265,0.0516575,0.0685679,0.0780313,0.0621979,0.0529819,0.0461995,0.0147116,0.0125411,0.0107935,0.038074,0,0.0232752,0.0361487,0,0,0.020076,0,0,0.0316311,0.0766821,0.0309494,0.027759,0.0246663,0.0474739,0.0435199,0.0491919,0.0846321,0.0777547,0.0376619,0.0694758,0.0410654,0.0507273,0.0850237,0.0212726,0.00844746,0.0105407,0.0173409,0.0180016,0.0260304,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0.0354246,0.0388931,0,0,0,0.027921,0.0317665,0,0.0149725,0,0,0.0174936,0.019147,0.0241945,0.0315436,0.0242523,0.0554176,0.0714521,0.0852649,0.0684371,0.0422622,0.0360527,0.0225826,0.0133756,0.0104801,0.0427132,0,0.0211551,0.0378503,0,0,0.019579,0,0,0.0314549,0.0787876,0.0283597,0.0300153,0.0255803,0.0575858,0.0402295,0.047316,0.0829913,0.0758356,0.0371194,0.0721066,0.044405,0.0528631,0.0869408,0.0162175,0.00845691,0.010454,0.016668,0.0191653,0.0256479,0,0,0,0,0.043852,0.0866998,0,0,0,0,0,0
6,0,0,0,0,0,0.0339795,0.0377757,0,0,0,0.0325528,0.0310916,0,0.0167442,0,0,0.0180624,0.0155576,0.0270135,0.0181846,0.0290317,0.0537616,0.0692277,0.0804321,0.0642667,0.0476707,0.041343,0.0196249,0.0125129,0.0107767,0.0379644,0,0.0230877,0.0366984,0,0,0.0200732,0,0,0.0317766,0.0750634,0.0283353,0.0289299,0.0256277,0.0475973,0.0434566,0.0499931,0.085505,0.077861,0.0388109,0.0710833,0.0425915,0.0521913,0.0868268,0.0198289,0.00880127,0.0104193,0.017462,0.0182212,0.0248669,0,0,0,0,0.0480476,0,0,0,0,0,0,0
7,0,0,0,0,0,0.0340805,0.0377431,0,0,0,0.0328044,0.0311303,0,0.0167878,0,0,0.0181471,0.0154747,0.0269009,0.0177903,0.0293206,0.0539493,0.06914,0.080493,0.0645693,0.0474402,0.0411513,0.0194065,0.0125721,0.0108414,0.0371733,0,0.0234468,0.0367246,0,0,0.0202367,0,0,0.0318076,0.0737916,0.0274292,0.0295743,0.0262957,0.0468317,0.0435343,0.0510074,0.0861506,0.0778459,0.0391268,0.0716393,0.0430325,0.0527159,0.0875635,0.0199075,0.00908936,0.0104488,0.0174403,0.0182969,0.024645,0,0,0,0,0.0478714,0,0,0,0,0,0,0
8,0,0,0,0,0,0.0342998,0.0378086,0,0,0,0.0324721,0.0311379,0,0.0165546,0,0,0.0181602,0.0151281,0.0265375,0.0175623,0.0288627,0.0537134,0.0690491,0.0805267,0.0644298,0.0470817,0.0408717,0.0195621,0.0126096,0.0108352,0.0373094,0,0.0235725,0.0369027,0,0,0.0201223,0,0,0.0319545,0.0732695,0.0264672,0.0300542,0.0268024,0.0473181,0.0437661,0.0517472,0.0863416,0.0777148,0.0398045,0.0722645,0.0436348,0.0532808,0.0883243,0.0188429,0.00934075,0.0104471,0.0175065,0.0184809,0.0243467,0,0,0,0,0.0476407,0,0,0,0,0,0,0
9,0,0,0,0,0,0.0388689,0.0393256,0,0,0,0.0359694,0.0293306,0,0.0141103,0,0,0.0175719,0.0181876,0.0186076,0.0263656,0.0228395,0.0599346,0.0791499,0.0898645,0.0713209,0.0377941,0.0311407,0.0143171,0.01428,0.0106459,0.0410995,0,0.0226779,0.0397789,0,0,0.0194157,0,0,0.031608,0.0750543,0.0252001,0.029329,0.0255975,0.0555018,0.0383673,0.0515428,0.0851303,0.0760051,0.0402228,0.0742168,0.0460254,0.0549284,0.0896972,0.0150248,0.0090375,0.0104275,0.0161757,0.0204538,0.0229629,0,0,0,0,0.042206,0.0875629,0,0,0.0900847,0,0,0
10,0,0,0,0,0,0.0390077,0.0394081,0,0,0,0.0363316,0.0293587,0,0.0140472,0,0,0.017655,0.0179405,0.0186431,0.0259072,0.0227558,0.0599154,0.0790342,0.0898301,0.0713193,0.0375551,0.0308918,0.0139184,0.0143785,0.0106859,0.0406662,0,0.0232187,0.0398541,0,0,0.0192865,0,0,0.0316501,0.074357,0.0250638,0.0292398,0.0258775,0.0552652,0.0383905,0.05223,0.0855851,0.0757814,0.0407935,0.0746068,0.0462287,0.0553933,0.090279,0.0148655,0.00885822,0.0104192,0.0161743,0.0204934,0.0228551,0,0,0,0,0.0420289,0.0880594,0,0,0.0902063,0,0,0
11,0,0,0,0,0,0.0373372,0.0381673,0,0,0,0.0382429,0.0284977,0,0.0161157,0,0,0.0182884,0.0131104,0.0209477,0.0144,0.0285048,0.0580289,0.0764635,0.0853377,0.0668696,0.0423223,0.0355977,0.0144563,0.0133519,0.0108945,0.0381642,0,0.0249429,0.0384984,0,0,0.01951,0,0,0.0320261,0.071677,0.026053,0.0293865,0.0279217,0.0440399,0.0415964,0.0538962,0.0873037,0.0775735,0.0433259,0.072627,0.0435746,0.0536184,0.0893196,0.0151094,0.00831293,0.0104538,0.0171085,0.0194363,0.0220241,0,0,0,0,0.0452877,0,0,0,0.0921332,0,0,0
12,0,0,0,0,0,0.0374585,0.0382691,0,0,0,0.0384218,0.0285025,0,0.0159219,0,0,0.0184654,0.0127458,0.020963,0.0145197,0.0283265,0.0578301,0.0762925,0.085252,0.0667343,0.0422611,0.0354294,0.0141772,0.0135471,0.010976,0.0380404,0,0.0253018,0.0385845,0,0,0.0195423,0,0,0.0320893,0.0709632,0.0266808,0.0293532,0.0282446,0.0440136,0.0413726,0.0545531,0.0876156,0.0773092,0.0435846,0.0729626,0.0437341,0.0539391,0.0896949,0.0156383,0.00835968,0.0104704,0.017216,0.0193596,0.02197,0,0,0,0,0.0452211,0,0,0,0.0925518,0,0,0
13,0,0,0,0,0,0.0390738,0.0396055,0,0,0,0.0345075,0.0298149,0,0.0137786,0,0,0.0181446,0.0166482,0,0.0249778,0.0224952,0.0597925,0.077887,0.0896004,0.0713955,0.0375287,0.0305735,0.0138969,0.0148048,0.0109195,0.0392995,0,0.0250781,0.0399343,0,0,0.0192486,0,0,0.0318366,0.072557,0.0266331,0.0290729,0.0277587,0.0544968,0.0384137,0.0545043,0.0863187,0.0748772,0.0421678,0.0757248,0.0465413,0.0566122,0.0917991,0.0160866,0.00881956,0.010504,0.0165308,0.020245,0.0226242,0,0,0,0,0.0408695,0.0905115,0,0,0.091942,0,0,0
14,0,0,0,0,0,0.0388893,0.0409912,0,0,0,0.0371321,0.0293584,0,0.0169228,0,0,0.0417239,0.0170912,0.0183423,0.0242412,0.0235649,0.0595782,0.0788937,0.0896304,0.0708513,0.0372561,0.030099,0.0129546,0.0162767,0.0209823,0.0388813,0,0.0257676,0.0389,0,0,0.0193419,0,0,0.0319581,0.0720031,0.0276756,0.0288227,0.0283817,0.0542818,0.0383216,0.0554541,0.0867768,0.0748738,0.0429311,0.0757793,0.0460701,0.0566169,0.0918181,0.0168482,0.00864107,0.0105296,0.0166491,0.0212391,0.0223532,0,0,0,0,0.0416591,0.0868292,0,0,0.0908898,0,0.0589734,0
15,0,0,0,0,0,0.0370788,0.0394452,0,0,0,0.0389141,0.0283974,0,0.0174665,0,0,0.0387442,0.0122855,0.0208307,0.0150626,0.0292858,0.0571167,0.0759123,0.0846688,0.0661838,0.0422604,0.0349804,0.0135326,0.0137637,0.0144833,0.0376217,0,0.0265674,0.0378459,0,0,0.0196388,0,0,0.0323143,0.0696975,0.0288056,0.029813,0.030288,0.0428291,0.0411169,0.0565322,0.0883069,0.0767452,0.0447417,0.073484,0.0431524,0.0543771,0.0901117,0.0170882,0.00837164,0.0105626,0.0172779,0.0194059,0.0218572,0,0,0,0,0.0448853,0,0,0,0.0928314,0,0.0453914,0
16,0,0,0,0,0,0.0373245,0.0383295,0,0,0,0.0389317,0.0282204,0,0.0155976,0,0,0.0203666,0.012399,0.021108,0.0154826,0.0292885,0.0567775,0.0754663,0.084184,0.0660264,0.042465,0.0352894,0.0134079,0.0147746,0.0110858,0.0367007,0,0.0266373,0.0386222,0,0,0.0194457,0,0,0.0323787,0.0690944,0.0292256,0.029174,0.0305328,0.0409944,0.0409841,0.057149,0.0886518,0.0765854,0.0443349,0.0735208,0.0430402,0.0544432,0.0900837,0.0184085,0.00817822,0.0106499,0.0170425,0.0181737,0.022012,0,0,0,0,0.0448878,0,0,0,0.0930866,0,0,0
17,0,0,0,0,0,0.0368423,0.0373525,0,0,0,0.0401937,0.0279706,0,0.0340975,0,0,0.0473079,0.0120657,0.0217299,0.0169481,0.032433,0.0564578,0.0748799,0.0836268,0.0661224,0.0426667,0.0355723,0.0128649,0.0156118,0.0192285,0.0343956,0,0.0290702,0.0398338,0,0,0.0190049,0,0,0.0322683,0.069005,0.0320734,0.0281277,0.0334659,0.0379734,0.0402329,0.0575317,0.0882825,0.0757311,0.0428316,0.0734455,0.0434171,0.054274,0.0897496,0.020721,0.00875976,0.0108024,0.0166826,0.0173491,0.0221752,0,0,0,0,0.0448742,0,0,0,0.0937335,0,0.0825153,0
18,0,0,0,0,0,0.0380813,0.0379422,0,0,0,0.0388518,0.0282422,0,0.0152183,0,0,0.0209477,0.0138092,0.0207146,0.0157239,0.0289711,0.057315,0.0763216,0.085003,0.0668948,0.0411047,0.034224,0.0125015,0.0152647,0.0116663,0.0352924,0,0.0265698,0.039128,0,0,0.0190203,0,0,0.0325685,0.0686353,0.0295467,0.0268177,0.0297743,0.0401074,0.0393057,0.0575682,0.0889043,0.0760834,0.0432398,0.0740548,0.0437584,0.0550116,0.0902716,0.0215534,0.00815226,0.0106641,0.0166974,0.0180307,0.0222661,0,0,0,0,0.0438945,0.0227248,0,0,0.0920322,0,0,0
19,0,0,0,0,0,0.0382968,0.0373138,0,0,0,0.0392085,0.0280334,0,0.013449,0,0,0.0034396,0.0140888,0.0205835,0.0154562,0.0285896,0.0569151,0.076248,0.0849678,0.0669577,0.0408361,0.0339435,0.012014,0.0171031,0,0.034849,0,0.0264597,0.0396189,0,0,0.0189477,0,0,0.0327108,0.0686306,0.0296823,0.026452,0.0292554,0.040768,0.0392951,0.0573018,0.0890179,0.0758632,0.0428518,0.0740746,0.0440231,0.0550619,0.0901629,0.0226719,0.00831686,0.0106756,0.0167153,0.0176324,0.022378,0,0,0,0,0.0437094,0.0274303,0,0,0.09219,0,0,0
20,0,0,0,0,0,0.0373217,0.0375066,0,0,0,0.0394898,0.0273289,0,0.014724,0,0,0.0204862,0.0125844,0.0211261,0.0155439,0.0286409,0.0553282,0.0754559,0.083113,0.0646718,0.0424473,0.0356285,0.0121032,0.0148814,0.0115527,0.0354803,0,0.026602,0.0388001,0,0,0.0191523,0,0,0.0330178,0.0687219,0.0302744,0.0274563,0.0289832,0.0395219,0.0412343,0.0571667,0.0892332,0.0767436,0.0445611,0.0727787,0.0429719,0.053864,0.0891073,0.02138,0.00837764,0.0107661,0.0171991,0.0179302,0.0220485,0,0,0,0,0.0447161,0,0,0,0.0929877,0,0,0
21,0,0,0,0,0,0.0385469,0.0386623,0,0,0,0.0385263,0.0279598,0,0.0119983,0,0,0.0198034,0.0168155,0.0186804,0.0184333,0.0234185,0.0572634,0.0780881,0.0872438,0.068525,0.0382422,0.0312572,0.0105426,0.0155092,0.0112488,0.0352674,0,0.0256669,0.0398731,0,0,0.0186885,0,0,0.0328849,0.0706992,0.0302187,0.0254646,0.0272261,0.048309,0.0386434,0.0568822,0.0883557,0.0744704,0.0415544,0.0748598,0.0453908,0.0558193,0.0903248,0.0240727,0.00887842,0.0109593,0.0165651,0.0189796,0.0228553,0,0,0,0,0.04178,0.0757523,0,0,0.0913015,0,0,0
22,0,0,0,0,0,0.0369235,0.037654,0,0,0,0.0407371,0.0261754,0,0.0171648,0,0,0.0224537,0.0124749,0.0208116,0.0157491,0.02826,0.0549337,0.0757301,0.0830309,0.0644567,0.0426368,0.0356712,0.0112274,0.0135494,0.0134021,0.0348906,0,0.0264084,0.0387257,0,0,0.0190157,0,0,0.0333727,0.068778,0.0312902,0.0260179,0.0279394,0.0383388,0.0413521,0.0572583,0.0893479,0.0764117,0.0436223,0.07226,0.0426526,0.0533274,0.0882784,0.0231672,0.00850682,0.0110453,0.017259,0.0180163,0.0221244,0,0,0,0,0.0447933,0,0,0,0.0929069,0,0,0
23,0,0,0,0,0,0.0377951,0.0374046,0,0,0,0.0413569,0.0259003,0,0.0126502,0,0,0.00349118,0.0142771,0.0195534,0.0149433,0.0271624,0.0561611,0.0768366,0.0849013,0.0667192,0.040687,0.0339578,0.0102127,0.0166211,0,0.0340165,0,0.0260809,0.0395771,0,0,0.0187233,0,0,0.0335321,0.0688619,0.0317029,0.0234992,0.0271792,0.03927,0.0395501,0.0570755,0.0892784,0.0750733,0.0407783,0.0729563,0.0435179,0.0540629,0.0886317,0.026383,0.00846631,0.0109503,0.0169527,0.0176096,0.0225697,0,0,0,0,0.0438015,0.0303145,0,0,0.0922245,0,0,0
24,0,0,0,0,0,0.035977,0.0377723,0,0,0,0.0428313,0.0243367,0,0.0369702,0,0,0.0414969,0.0125076,0.0200851,0.0171179,0.0296419,0.0547503,0.075818,0.0829309,0.0646435,0.0422403,0.0359676,0.0104064,0.0126749,0.0541841,0.0352622,0,0.0263885,0.0389897,0,0,0.0187097,0,0,0.0339102,0.0686262,0.0317008,0.0240192,0.0267936,0.0350529,0.0411413,0.0571956,0.0897393,0.07577,0.0419621,0.0715414,0.0421329,0.052876,0.0877942,0.0248726,0.00929528,0.0110466,0.0173218,0.0182958,0.0221908,0,0,0,0,0.0453119,0,0,0,0.0933925,0,0,0
25,0,0,0,0,0,0.0372554,0.038507,0,0,0,0.0434128,0.0238737,0,0.0110644,0,0,0.0248308,0.0146979,0.0186907,0.0153031,0.0255822,0.056032,0.0768259,0.0847087,0.0666161,0.0407228,0.0344146,0.00951811,0.0153146,0,0.0348803,0,0.0255182,0.0387199,0,0,0.0185602,0,0,0.0341379,0.0679587,0.0302479,0.022957,0.025723,0.0374445,0.0398217,0.0582173,0.0907145,0.0751243,0.0406785,0.0715725,0.0419473,0.0532968,0.0881084,0.0272879,0.00888543,0.011062,0.0171612,0.0189378,0.0223629,0,0,0,0,0.0443832,0.025485,0,0,0.092667,0,0.0200883,0
26,0,0,0,0,0,0.0373462,0.0380567,0,0,0,0.0498667,0.025466,0,0.0166379,0,0,0.0207601,0.0228747,0.0167178,0.0158656,0.0257495,0.0573374,0.0771985,0.0860694,0.067868,0.0368052,0.0303883,0.0149909,0.0133019,0.0128994,0.0342427,0,0.02403,0.0393169,0,0,0.0183793,0,0,0.0341803,0.0668115,0.0271757,0.0232655,0.024859,0.0364551,0.0398541,0.0590977,0.0917907,0.0752193,0.0411291,0.0715454,0.0416384,0.0533746,0.0882959,0.0276824,0.00921947,0.0112568,0.0170544,0.0193865,0.0221937,0,0,0,0,0.0396148,0.0268874,0,0,0.0929085,0,0,0.0345972
27,0,0,0,0,0,0.0374615,0.03865,0,0,0,0.0510104,0.0185267,0,0.01249,0,0,0.0274574,0.0178975,0.0167158,0.0150195,0.0252648,0.0586829,0.0793052,0.0866304,0.0688335,0.0383421,0.0323181,0.0140266,0.0143579,0.00734145,0.0342598,0,0.0236859,0.0391071,0,0,0.0184215,0,0,0.0344433,0.0658532,0.0254643,0.0238808,0.0232797,0.0376457,0.0403367,0.0598317,0.0924074,0.0756137,0.0425671,0.0722139,0.0423163,0.0534875,0.0883963,0.0267343,0.00937078,0.0112526,0.0172939,0.0207525,0.021685,0,0,0,0,0.0412422,0.026943,0,0,0.0907102,0,0.0192672,0.0354024
28,0,0,0,0,0,0.0371157,0.0386676,0,0,0,0.0523463,0.0226165,0,0.0129619,0,0,0.0275622,0.0230365,0.0161127,0.0146871,0.02564,0.0594546,0.0785569,0.0871114,0.0685805,0.0371309,0.0313091,0.0152698,0.0142164,0.00835832,0.0355474,0,0.0244555,0.0389337,0,0,0.0185047,0,0,0.0347788,0.065031,0.0250937,0.0248487,0.0223682,0.0383025,0.040828,0.0597854,0.0923996,0.0759094,0.0434232,0.0734201,0.0439723,0.054154,0.0889979,0.0260918,0.00950818,0.0112068,0.0176867,0.0204717,0.0213349,0,0,0,0,0.0404162,0.0270349,0,0,0.0909185,0,0.0187226,0.0352931
29,0,0,0,0,0,0.0362298,0.0385009,0,0,0,0.052056,0.0156385,0,0.0137714,0,0,0.0280191,0.0194926,0.0159087,0.0142976,0.0256117,0.0611634,0.0811243,0.0879625,0.0692367,0.0384951,0.0329177,0.0131521,0.0138332,0.00958285,0.03667,0,0.0250527,0.0386031,0,0,0.0187242,0,0,0.0351593,0.0651266,0.0256525,0.0255214,0.023259,0.0391391,0.0415347,0.0591349,0.0916697,0.0759944,0.0445336,0.0739284,0.0450615,0.0543815,0.0891118,0.0246679,0.0096905,0.0111499,0.018015,0.0199693,0.021094,0,0,0,0,0.0416596,0.0270502,0,0,0.0886766,0,0.0187697,0.0353476
30,0,0,0,0,0,0.0352905,0.0382066,0,0,0,0.0506682,0.015094,0,0.0146005,0,0,0.0283618,0.0205302,0.0152766,0.0144935,0.0253246,0.0620753,0.0822542,0.0888338,0.069344,0.0381788,0.0326652,0.0113759,0.0133473,0.009947,0.0369298,0,0.0244314,0.0384196,0,0,0.0189909,0,0,0.0353518,0.0656337,0.0264512,0.0258079,0.0247252,0.0394183,0.0421009,0.0581824,0.090964,0.0755936,0.0442917,0.0735293,0.0451239,0.0538797,0.0882556,0.0240975,0.00989253,0.0112307,0.0182183,0.0197376,0.0210761,0,0,0,0,0.0414947,0.0270561,0,0,0.0878926,0,0.0186356,0.0351264
31,0,0,0,0,0,0.0346794,0.0380754,0,0,0,0.0486741,0.0150339,0,0.0151585,0,0,0.0286227,0.0215984,0.0146242,0.0150197,0.0250074,0.0624543,0.0831216,0.0895421,0.0690844,0.0375415,0.0321401,0.00970086,0.0129722,0.00978773,0.0372647,0,0.0234915,0.0381917,0,0,0.0193167,0,0,0.0353396,0.0664769,0.0274027,0.0254897,0.0254724,0.0393827,0.0427319,0.0571232,0.0902579,0.0746491,0.0423827,0.0729721,0.0445424,0.0532272,0.0871438,0.0248566,0.0101866,0.0113131,0.018225,0.0197791,0.0212978,0,0,0,0,0.0413416,0.0269885,0,0,0.0873477,0,0.0185434,0.0349555
32,0,0,0,0,0,0.0343425,0.0380151,0,0,0,0.0458202,0.0157519,0,0.015597,0,0,0.0287432,0.0225972,0.014,0.0158382,0.0250098,0.0627766,0.0837294,0.0903053,0.0689696,0.0367494,0.0312184,0.00941766,0.0127426,0.009697,0.0375679,0,0.0232546,0.037721,0,0,0.0194865,0,0,0.0351666,0.0675111,0.0288785,0.0246749,0.0254255,0.038878,0.0434304,0.0563205,0.0892336,0.0735554,0.0397237,0.0724833,0.0440742,0.0529764,0.0866769,0.0265821,0.0104941,0.0114222,0.0181412,0.0198574,0.0218661,0,0,0,0,0.0412064,0.0268602,0,0,0.0868959,0,0.0184976,0.0347289
33,0,0,0,0,0,0.0340887,0.0379221,0,0,0,0.0426636,0.0169235,0,0.0158647,0,0,0.0285352,0.023718,0.0135857,0.0167207,0.0251912,0.0631461,0.084257,0.0909476,0.0690595,0.0360499,0.0302675,0.0119533,0.0126869,0.00961999,0.0382564,0,0.0233372,0.0372128,0,0,0.0195551,0,0,0.0349859,0.0684496,0.0302893,0.0236926,0.0246002,0.0382339,0.0440763,0.0557312,0.0882415,0.0728935,0.0378304,0.0721536,0.0437623,0.0528745,0.0868415,0.0275679,0.0105871,0.0112813,0.0181354,0.0199188,0.0228097,0,0,0,0,0.0411469,0.0266168,0,0,0.086739,0,0.0183182,0.034414
34,0,0,0,0,0,0.033837,0.0378463,0,0,0,0.0397305,0.0180869,0,0.016022,0,0,0.0284368,0.0248764,0.013405,0.0175419,0.0254578,0.0636617,0.0847402,0.0916569,0.0694568,0.0354915,0.0296047,0.0162878,0.012719,0.00961009,0.0390591,0,0.023464,0.0368402,0,0,0.0196235,0,0,0.0347504,0.069014,0.0310186,0.0228757,0.0235523,0.0375935,0.0445479,0.0551749,0.087593,0.0728769,0.0375312,0.0718431,0.0435987,0.052486,0.0866583,0.0271669,0.0104185,0.0111219,0.0181566,0.0200523,0.023952,0,0,0,0,0.0411294,0.0262091,0,0,0.087087,0,0.0182704,0.0342823
35,0,0,0,0,0,0.0336112,0.0378532,0,0,0,0.0373673,0.019167,0,0.0161835,0,0,0.0283892,0.0258856,0.0134795,0.0181938,0.0257534,0.0642643,0.0851132,0.0922071,0.0701979,0.0350734,0.0290776,0.0212996,0.0126976,0.00974174,0.0395314,0,0.0235954,0.0365676,0,0,0.0197927,0,0,0.0343753,0.0691844,0.0310626,0.0223303,0.0228258,0.0370531,0.0447762,0.0550272,0.08749,0.0734755,0.038199,0.0714646,0.0434875,0.0519745,0.0861009,0.0261931,0.0101074,0.0110465,0.0180834,0.0202287,0.0249997,0,0,0,0,0.0412774,0.0256436,0,0,0.0877184,0,0.0182721,0.0344301
36,0,0,0,0,0,0.0334235,0.0379592,0,0,0,0.0358466,0.0203256,0,0.0162388,0,0,0.0282371,0.0269706,0.0137388,0.0186029,0.0260734,0.0648378,0.0854644,0.092738,0.0710856,0.0348606,0.0288017,0.0265458,0.0126227,0.00971339,0.0394711,0,0.0236333,0.0363905,0,0,0.0199599,0,0,0.0339415,0.0690811,0.0307063,0.0220866,0.0227533,0.0367418,0.0447476,0.0554292,0.0880675,0.0745367,0.0390964,0.0710717,0.0433216,0.0516711,0.0856612,0.025243,0.00987906,0.0109643,0.0179172,0.0199223,0.0256483,0,0,0,0,0.0417191,0.0249143,0,0,0.0884235,0,0.0181886,0.0349299
37,0,0,0,0,0,0.0333256,0.038013,0,0,0,0.0352672,0.0212724,0,0.0161669,0,0,0.0279455,0.0280544,0.0139835,0.0187974,0.0263729,0.0652585,0.0856247,0.093251,0.0719656,0.0349763,0.0288964,0.0306973,0.0125683,0.00964629,0.0388336,0,0.0236083,0.0363392,0,0,0.0202543,0,0,0.0335112,0.0688591,0.0304036,0.0220971,0.0232616,0.0368489,0.044525,0.0560964,0.0890804,0.0757437,0.0398627,0.0709609,0.0431843,0.0517853,0.0858213,0.0251277,0.00983017,0.0107994,0.0177752,0.0196707,0.0257512,0,0,0,0,0.0424672,0.0240825,0,0,0.0890616,0,0.0181645,0.0357605
38,0,0,0,0,0,0.0332528,0.0379966,0,0,0,0.034797,0.0216296,0,0.0162063,0,0,0.0275473,0.0288366,0.0141053,0.0188733,0.026717,0.065421,0.0854994,0.0937718,0.0726998,0.0354798,0.0292744,0.0329492,0.0125129,0.00972821,0.0376533,0,0.0236918,0.0363663,0,0,0.0204395,0,0,0.0331296,0.0686664,0.0305764,0.0222189,0.0238334,0.0372555,0.0441711,0.0564836,0.0899368,0.076536,0.0402653,0.0712194,0.0432245,0.0521231,0.0862004,0.0262518,0.00994957,0.0106664,0.0177651,0.0195975,0.0254292,0,0,0,0,0.0431799,0.0232157,0,0,0.0895282,0,0.0178988,0.0364446
39,0,0,0,0,0,0.0333247,0.0374419,0,0,0,0.0343261,0.0216058,0,0.0158145,0,0,0.0179382,0.0293254,0.0144304,0.0189434,0.0267684,0.0653416,0.0852816,0.0942088,0.0732073,0.0361442,0.0300054,0.0343898,0.0128618,0.010718,0.0360206,0,0.0238224,0.0367323,0,0,0.0206922,0,0,0.0326878,0.0687399,0.0311351,0.0222131,0.0241419,0.0374986,0.0439686,0.0561651,0.0900786,0.0765362,0.0400135,0.0714478,0.043441,0.0522569,0.0863606,0.0285346,0.0100786,0.0106126,0.0175691,0.0190904,0.025094,0,0,0,0,0.0440364,0.0223856,0,0,0.0898173,0,0,0.036902
