Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LTIBP,LILC,BBL,LBHD,LGTR,L5HD,LWRB,LTIBI
160,0,0,0,0,0,0.0396968,0.040211,0,0,0,0.0446733,0.0160509,0,0.0147851,0,0,0.0282337,0.0183695,0.0152012,0.0138361,0.0239058,0.0604496,0.0818124,0.0885782,0.069498,0.0371034,0.0313609,0.00933658,0.0143462,0.0086576,0.0327403,0,0.0241481,0.0404748,0,0,0.0187612,0,0,0.0341863,0.0662885,0.0214335,0.026869,0.0243884,0.0408987,0.0410885,0.057866,0.0909391,0.076619,0.0413424,0.0746334,0.0456843,0.0552742,0.0898036,0.0279216,0.0106339,0.0109282,0.0177752,0.020363,0.0189017,0,0,0,0,0.0421173,0.026576,0,0,0.0895857,0,0.0176147,0.0353385
161,0,0,0,0,0,0.038462,0.0393687,0,0,0,0.0448748,0.0152488,0,0.0148715,0,0,0.0284755,0.0194171,0.0148378,0.0143764,0.0245478,0.0611741,0.0825133,0.0892091,0.0695519,0.0370029,0.0313946,0.00845201,0.014248,0.00875379,0.035646,0,0.0254067,0.0399243,0,0,0.0191111,0,0,0.0343699,0.0660499,0.024342,0.0269818,0.0270299,0.0412176,0.0415483,0.0578212,0.0923073,0.0762608,0.0406133,0.0743518,0.0476108,0.0546663,0.0886071,0.0244811,0.0105774,0.0110172,0.0179563,0.0200776,0.0191357,0,0,0,0,0.0420101,0.0264926,0,0,0.0894353,0,0.0176622,0.0352325
162,0,0,0,0,0,0.0374958,0.0389222,0,0,0,0.0433073,0.0154111,0,0.0150956,0,0,0.0289082,0.0209358,0.0142865,0.0143027,0.0241107,0.0615096,0.0832601,0.0897778,0.0689544,0.0366265,0.0311455,0.00864652,0.0140912,0.00883275,0.032189,0,0.0243026,0.0397725,0,0,0.0196422,0,0,0.0344867,0.0677529,0.0260453,0.0260494,0.0276201,0.0421352,0.042214,0.055837,0.0905612,0.0755825,0.0404428,0.0739627,0.0467025,0.0541786,0.0878507,0.0325229,0.0105895,0.0110269,0.0179928,0.0201268,0.0192864,0,0,0,0,0.0419416,0.026362,0,0,0.0886805,0,0.0175199,0.0347784
163,0,0,0,0,0,0.0365327,0.038771,0,0,0,0.0419053,0.0161226,0,0.0156315,0,0,0.0293331,0.0222424,0.0138911,0.015792,0.0243577,0.0617426,0.0835168,0.0902247,0.0688951,0.0359414,0.0303476,0.0102933,0.0135349,0.00884803,0.0347554,0,0.0238456,0.0393818,0,0,0.0198802,0,0,0.0345632,0.0684458,0.028368,0.0244198,0.0291009,0.0414553,0.0425633,0.0562754,0.0915048,0.0741994,0.0375238,0.0723957,0.0468091,0.0522827,0.0855037,0.0289288,0.0106293,0.0109844,0.0179796,0.0200705,0.0200567,0,0,0,0,0.041815,0.0262532,0,0,0.0886572,0,0.017521,0.0342879
164,0,0,0,0,0,0.0362104,0.0387607,0,0,0,0.039902,0.0172693,0,0.0159377,0,0,0.0295548,0.0236435,0.0137019,0.0169012,0.0243562,0.0622133,0.0839583,0.0908147,0.0689609,0.0351133,0.0294163,0.013391,0.0132586,0.00873162,0.0340498,0,0.0241119,0.0390184,0,0,0.0199786,0,0,0.0345239,0.0696281,0.0305581,0.0230884,0.0284256,0.0408772,0.0430813,0.05584,0.0901611,0.0730742,0.0358004,0.0716764,0.0458578,0.0516176,0.0848741,0.0322958,0.0108216,0.0109344,0.0179945,0.0202325,0.0206663,0,0,0,0,0.0416008,0.0263364,0,0,0.0883321,0,0.0175488,0.0339357
165,0,0,0,0,0,0.0363771,0.0388024,0,0,0,0.0378055,0.0185056,0,0.0159679,0,0,0.0294753,0.0250878,0.0136557,0.0174603,0.0242946,0.0628516,0.0845135,0.0913875,0.0691047,0.0343915,0.0286401,0.017294,0.0133269,0.00855785,0.0316572,0,0.0243288,0.0386865,0,0,0.0200574,0,0,0.0344141,0.0710881,0.0325092,0.0222272,0.0257192,0.0406076,0.0436134,0.0538854,0.0869478,0.0725635,0.0359946,0.0717515,0.0442022,0.0519869,0.0855032,0.0411811,0.0109656,0.0109274,0.0180905,0.020511,0.0212097,0,0,0,0,0.0413009,0.0262354,0,0,0.0879445,0,0.0175516,0.033717
166,0,0,0,0,0,0.0365073,0.0388293,0,0,0,0.0363535,0.0194197,0,0.0160459,0,0,0.0292916,0.0262077,0.0143128,0.0183245,0.0245969,0.0635036,0.0848085,0.0918,0.0694447,0.0339186,0.0280633,0.0208987,0.0134813,0.00857286,0.0321851,0,0.0239534,0.0382786,0,0,0.0201404,0,0,0.0342703,0.0714206,0.0328512,0.0213661,0.0251232,0.0402247,0.0437647,0.0535507,0.0864452,0.0728001,0.0360441,0.071495,0.0439092,0.0517002,0.0852177,0.040722,0.0108622,0.0108805,0.0181815,0.0205727,0.0220809,0,0,0,0,0.0411529,0.0257631,0,0,0.0881129,0,0.0174823,0.03354
167,0,0,0,0,0,0.0366122,0.0388949,0,0,0,0.0351662,0.0203391,0,0.0160346,0,0,0.0291404,0.0270844,0.0149553,0.0188703,0.0248336,0.0643126,0.0850016,0.0923588,0.0701281,0.033753,0.0278012,0.0250231,0.0136196,0.00860185,0.0319034,0,0.0237562,0.0380515,0,0,0.0201502,0,0,0.0340838,0.0714402,0.0324626,0.0208859,0.0245061,0.0400202,0.0437743,0.053507,0.0864711,0.0737476,0.0365757,0.0713694,0.0439928,0.0514437,0.0848887,0.0396914,0.0106847,0.0107957,0.0182855,0.0206317,0.022812,0,0,0,0,0.0413333,0.0250933,0,0,0.0884346,0,0.0175793,0.0336884
168,0,0,0,0,0,0.0365451,0.0389949,0,0,0,0.0345274,0.0212571,0,0.0159958,0,0,0.0289985,0.028077,0.0152801,0.019102,0.0250809,0.0649543,0.0849743,0.0929972,0.0710946,0.0340027,0.0279274,0.0291048,0.0136099,0.00860596,0.0308224,0,0.0238221,0.0379499,0,0,0.0203655,0,0,0.0337609,0.0712239,0.0317412,0.0207695,0.024362,0.040189,0.0436901,0.0536341,0.087394,0.0752513,0.0373811,0.0712702,0.0442897,0.0512369,0.0846418,0.0400533,0.010536,0.0108014,0.0182014,0.0206954,0.0231497,0,0,0,0,0.0419497,0.0242576,0,0,0.0889272,0,0.0178102,0.0343486
169,0,0,0,0,0,0.0363572,0.0391121,0,0,0,0.034184,0.0217579,0,0.0160033,0,0,0.0288194,0.0290835,0.015376,0.0191635,0.0254136,0.0652375,0.0848106,0.0936538,0.0720536,0.0345117,0.0283583,0.0320242,0.0134577,0.00852559,0.0293203,0,0.0241657,0.0379675,0,0,0.020552,0,0,0.033526,0.0709554,0.0311319,0.0208491,0.0253891,0.0407875,0.0435344,0.0541612,0.0889182,0.0769243,0.038085,0.0712439,0.0445959,0.0511475,0.0847615,0.0424307,0.0105201,0.0107973,0.0181478,0.0208171,0.0229932,0,0,0,0,0.042728,0.0233791,0,0,0.0892557,0,0.0178362,0.0351648
170,0,0,0,0,0,0.0361387,0.0392034,0,0,0,0.033563,0.0219013,0,0.0160342,0,0,0.028622,0.0298537,0.0154708,0.0192401,0.0257855,0.0652536,0.0846876,0.094251,0.0727444,0.0351328,0.0289902,0.034116,0.0132651,0.00848488,0.0280123,0,0.0246051,0.0380258,0,0,0.020689,0,0,0.0334517,0.0708392,0.0310716,0.0209569,0.0268927,0.0416623,0.0434351,0.0544773,0.09004,0.0778858,0.0380746,0.0712403,0.0447825,0.0510748,0.0849136,0.0464817,0.0105472,0.01074,0.0182036,0.0209775,0.0225879,0,0,0,0,0.0434187,0.0225134,0,0,0.089246,0,0.0179287,0.035843
171,0,0,0,0,0,0.0358763,0.0392757,0,0,0,0.032807,0.0220405,0,0.016087,0,0,0.0285136,0.0303345,0.015593,0.0195251,0.0261808,0.0651681,0.0847118,0.0947155,0.0730414,0.0358424,0.0298302,0.03623,0.0130912,0.00850677,0.0272749,0,0.0251556,0.0379531,0,0,0.0207675,0,0,0.03347,0.0711411,0.0318804,0.0208281,0.0275808,0.0424764,0.0434224,0.0541201,0.0900767,0.0777244,0.0373541,0.07095,0.0448203,0.0507628,0.0844461,0.0514015,0.0105876,0.0106569,0.0183067,0.0210518,0.0223042,0,0,0,0,0.0440873,0.0216606,0,0,0.0889676,0,0.0181281,0.0364352
172,0,0,0,0,0,0.035548,0.0393002,0,0,0,0.0322762,0.022078,0,0.0161971,0,0,0.0285323,0.0305969,0.0157946,0.0200929,0.0265501,0.0651093,0.0848864,0.0949846,0.0730034,0.0366941,0.0308756,0.0387522,0.0129123,0.00850868,0.0271795,0,0.0256885,0.0377737,0,0,0.0207587,0,0,0.0335098,0.0718628,0.0334877,0.0203397,0.0274765,0.0429262,0.043444,0.0534219,0.0895543,0.0769619,0.0364817,0.070355,0.0445786,0.0501921,0.0836468,0.0560367,0.0106451,0.0106652,0.0183697,0.0209647,0.022357,0,0,0,0,0.0449199,0.0207599,0,0,0.0886543,0,0.0180761,0.0371323
173,0,0,0,0,0,0.0352346,0.0393205,0,0,0,0.0319139,0.0218861,0,0.0163207,0,0,0.0285848,0.030697,0.0162202,0.0209039,0.026696,0.0650744,0.0851585,0.0951252,0.0727754,0.0376268,0.0320317,0.0412405,0.0127908,0.00849656,0.0273837,0,0.0263155,0.0376638,0,0,0.0206944,0,0,0.0335474,0.0726287,0.0354701,0.0196147,0.0274171,0.0428709,0.0434684,0.0529058,0.0891218,0.0762444,0.0358766,0.0697249,0.0441098,0.0495051,0.082788,0.0594958,0.0106967,0.0107395,0.0183841,0.0207856,0.0226482,0,0,0,0,0.0458452,0.019835,0,0,0.0884004,0,0.0180182,0.0381826
174,0,0,0,0,0,0.0351137,0.0393192,0,0,0,0.031615,0.021661,0,0.0164207,0,0,0.028681,0.0308329,0.0166885,0.0217934,0.0266296,0.0649473,0.0852578,0.0950611,0.0724271,0.0384677,0.0330966,0.0435549,0.0127785,0.00851318,0.0275119,0,0.0269319,0.0377161,0,0,0.0206122,0,0,0.0335915,0.0732139,0.0372513,0.018838,0.0275936,0.0423537,0.0434673,0.0526849,0.0889694,0.0756875,0.0356661,0.0692722,0.0434899,0.0488855,0.082056,0.0614923,0.0107506,0.0107751,0.0183708,0.020616,0.0229326,0,0,0,0,0.0467448,0.0189439,0,0,0.0883586,0,0.017945,0.0391976
175,0,0,0,0,0,0.0353496,0.0393219,0,0,0,0.0313298,0.0215733,0,0.0165667,0,0,0.0287346,0.0311067,0.01726,0.022819,0.0263035,0.0647183,0.0852144,0.0947967,0.0719854,0.0390706,0.0338985,0.0457126,0.0129038,0.00851667,0.0277294,0,0.027155,0.0379062,0,0,0.0191394,0,0,0.0340213,0.0735959,0.0383869,0.0179146,0.0277247,0.0416185,0.0430799,0.0526494,0.0890295,0.0754189,0.0355068,0.0689116,0.0429963,0.0484709,0.0816801,0.0621592,0.011164,0.0110881,0.0189787,0.0204766,0.0230468,0,0,0,0,0.0474692,0.0179495,0,0,0.0885186,0,0.0177214,0.039973
176,0,0,0,0,0,0.0355519,0.0393717,0,0,0,0.030904,0.0216922,0,0.0164537,0,0,0.0288527,0.0312494,0.0174306,0.0232966,0.0261389,0.0643659,0.0850163,0.0945706,0.0718867,0.0393011,0.0342802,0.0472575,0.0130699,0.00852709,0.0272698,0,0.0275279,0.0380493,0,0,0.0204395,0,0,0.0336094,0.0736549,0.038376,0.0175887,0.0275071,0.0406983,0.0433807,0.0530794,0.0893467,0.0757692,0.0361913,0.0685608,0.0425777,0.0482072,0.0816079,0.061136,0.0108422,0.0107916,0.0183733,0.0205456,0.0228131,0,0,0,0,0.0478312,0.0175329,0,0,0.0889639,0,0.017818,0.0404624
177,0,0,0,0,0,0.0358742,0.0393986,0,0,0,0.0306438,0.0219159,0,0.0163922,0,0,0.0289026,0.0314128,0.0174846,0.023741,0.0259049,0.0638415,0.0846786,0.0941765,0.0717234,0.039295,0.0343268,0.048569,0.0131928,0.00863286,0.0269516,0,0.0276797,0.038209,0,0,0.0204142,0,0,0.0335386,0.0736739,0.0379067,0.0169667,0.0270163,0.0399613,0.0432396,0.0534269,0.0895323,0.0764038,0.0366625,0.068443,0.0424599,0.0481315,0.0816369,0.0596644,0.0108742,0.0107693,0.0183638,0.0206264,0.022516,0,0,0,0,0.0479915,0.0171549,0,0,0.0895232,0,0.0178801,0.0407838
178,0,0,0,0,0,0.0360832,0.0393862,0,0,0,0.0302727,0.0222352,0,0.0163032,0,0,0.0289653,0.0315006,0.0174956,0.0239978,0.0257667,0.0632858,0.0842745,0.0938026,0.0716541,0.0391448,0.0341486,0.0496825,0.013204,0.00871722,0.0265693,0,0.0275677,0.0383451,0,0,0.0204239,0,0,0.0334453,0.0735837,0.03707,0.0165171,0.0264982,0.0394197,0.0429831,0.0537999,0.0897113,0.0772277,0.0371717,0.0684351,0.0424218,0.0482211,0.0817761,0.0578682,0.0108953,0.0107047,0.0183076,0.0207607,0.0222564,0,0,0,0,0.0479551,0.0169582,0,0,0.0901242,0,0.0178107,0.0408368
179,0,0,0,0,0,0.0361491,0.0393716,0,0,0,0.0299213,0.0225164,0,0.0161875,0,0,0.029072,0.0314976,0.0174022,0.0241944,0.0257216,0.0627179,0.0837902,0.0934451,0.0716157,0.0390134,0.0339158,0.0505069,0.0131197,0.00876415,0.0262626,0,0.0273724,0.0384338,0,0,0.0204593,0,0,0.0333247,0.0733924,0.0360337,0.0163273,0.0261675,0.0390395,0.0426485,0.0541293,0.0899428,0.078023,0.0377173,0.0684807,0.0424197,0.0483654,0.0819378,0.0561175,0.0109326,0.0106573,0.0182323,0.0208829,0.0221063,0,0,0,0,0.0478632,0.0168016,0,0,0.0906839,0,0.0175917,0.0407666
180,0,0,0,0,0,0.0361808,0.0393481,0,0,0,0.0297673,0.0226966,0,0.01605,0,0,0.0291582,0.0313855,0.017377,0.0243477,0.025712,0.0621472,0.0833296,0.0931031,0.0715265,0.0390166,0.0337586,0.0511316,0.0130288,0.00877755,0.0261211,0,0.0270829,0.0385199,0,0,0.0205103,0,0,0.0331474,0.0731465,0.0348776,0.016336,0.0259928,0.0387985,0.0422661,0.0543986,0.0902438,0.0786497,0.0382602,0.0685008,0.0423169,0.0483583,0.0818079,0.0545304,0.0109644,0.0106181,0.0180911,0.0209908,0.022044,0,0,0,0,0.0478398,0.0166964,0,0,0.0910933,0,0.0173959,0.0407475
181,0,0,0,0,0,0.0362872,0.0393265,0,0,0,0.0297608,0.0228173,0,0.0159642,0,0,0.0291832,0.0311056,0.0172744,0.0245009,0.0256843,0.0616126,0.0828696,0.0927606,0.0714106,0.0391721,0.0338626,0.051582,0.0130729,0.00880045,0.0259517,0,0.0270151,0.0386188,0,0,0.0205871,0,0,0.0329531,0.0729191,0.0340693,0.0164651,0.0259993,0.0386697,0.041889,0.0546447,0.0905727,0.0790894,0.0387445,0.0684671,0.0422117,0.0483069,0.0817485,0.0530874,0.0109873,0.0105634,0.0179586,0.0210749,0.0220141,0,0,0,0,0.0479284,0.0165743,0,0,0.0913961,0,0.017486,0.0408731
182,0,0,0,0,0,0.0364168,0.0393216,0,0,0,0.0297381,0.0228825,0,0.0159447,0,0,0.0291631,0.030754,0.0172655,0.0247625,0.0257082,0.0611404,0.0825029,0.0924583,0.0712673,0.0395093,0.0342157,0.0519241,0.0131594,0.00881052,0.0258173,0,0.0270538,0.0386982,0,0,0.020528,0,0,0.0327699,0.0728291,0.0338857,0.0165525,0.0260883,0.0385071,0.0415622,0.0548325,0.0908741,0.0793387,0.0391341,0.0682652,0.0419503,0.0483105,0.0818477,0.051912,0.0110529,0.0104934,0.0178975,0.0211283,0.022028,0,0,0,0,0.0481519,0.0163263,0,0,0.0915385,0,0.0175517,0.0410649
183,0,0,0,0,0,0.0365458,0.0392956,0,0,0,0.0297311,0.0228774,0,0.0159362,0,0,0.0291012,0.0304265,0.0172607,0.0250957,0.0257126,0.0607208,0.0822432,0.092202,0.0711262,0.0399792,0.034718,0.0523658,0.0132604,0.00879,0.0256783,0,0.0271554,0.0387607,0,0,0.0202714,0,0,0.0326189,0.0729198,0.0339232,0.0165728,0.0261124,0.038282,0.041291,0.0550142,0.0909291,0.0794627,0.0394313,0.0679024,0.0417167,0.0481523,0.0818119,0.0509094,0.0111845,0.0104059,0.0179313,0.0211706,0.0220248,0,0,0,0,0.0484898,0.0161188,0,0,0.0915066,0,0.0175519,0.0413268
184,0,0,0,0,0,0.0366502,0.0392674,0,0,0,0.0298493,0.0227131,0,0.0158523,0,0,0.0290031,0.0301541,0.0174108,0.0255268,0.0256512,0.0604225,0.0822086,0.0919919,0.0709666,0.0405157,0.0353446,0.0529366,0.0134036,0.00872153,0.0256315,0,0.0272389,0.038833,0,0,0.0202344,0,0,0.0324237,0.0731584,0.0340537,0.0165166,0.0258999,0.0379991,0.0411108,0.0551855,0.0910042,0.0794278,0.0397028,0.0675066,0.0414855,0.0478637,0.0816447,0.0500833,0.0112411,0.0103928,0.0178605,0.0212097,0.0219732,0,0,0,0,0.0488844,0.0160405,0,0,0.0914116,0,0.0175661,0.0420785
185,0,0,0,0,0,0.0366848,0.0392476,0,0,0,0.0299527,0.0225835,0,0.0158228,0,0,0.0288848,0.0299031,0.0174419,0.0259981,0.0255935,0.0602673,0.0823707,0.0918964,0.0709356,0.0410539,0.0359635,0.0536665,0.0135249,0.00870261,0.0256544,0,0.027295,0.0389112,0,0,0.0202471,0,0,0.032306,0.0734406,0.0342216,0.0164579,0.0258493,0.0377506,0.0410144,0.0553726,0.0911997,0.0792744,0.0399943,0.0674325,0.0411652,0.0475781,0.0812997,0.0494304,0.0112782,0.0103769,0.0177869,0.0212415,0.0218911,0,0,0,0,0.0492833,0.0160867,0,0,0.0912695,0,0.0175477,0.0429653
186,0,0,0,0,0,0.0366309,0.0392689,0,0,0,0.0299903,0.0225569,0,0.0158059,0,0,0.0287487,0.0295702,0.0174837,0.0265279,0.0255981,0.0602005,0.082608,0.0918549,0.0710094,0.0415748,0.0364928,0.0544344,0.0136044,0.00870631,0.0255922,0,0.0272381,0.0389676,0,0,0.0202787,0,0,0.032223,0.0736509,0.0344438,0.0164543,0.025752,0.037604,0.0409166,0.0556136,0.0913705,0.0792175,0.040235,0.0672479,0.0408403,0.0474772,0.0810495,0.0488991,0.0112637,0.0103429,0.0177102,0.0212441,0.0218043,0,0,0,0,0.0496806,0.0161118,0,0,0.0911255,0,0.0175317,0.0435633
187,0,0,0,0,0,0.0365147,0.0393138,0,0,0,0.0299958,0.0225699,0,0.0157906,0,0,0.0286285,0.0292318,0.0174507,0.0271175,0.0257045,0.0601848,0.0828468,0.0917926,0.0711383,0.0421161,0.0370222,0.0553212,0.0136271,0.00871721,0.0255142,0,0.0273386,0.039,0,0,0.0203323,0,0,0.0321312,0.0737425,0.0344439,0.0165571,0.0257309,0.0375033,0.0407518,0.0558903,0.0914168,0.0793131,0.0404801,0.0669947,0.0405674,0.047301,0.0809761,0.0482629,0.0112049,0.0103438,0.0176695,0.0212401,0.0217567,0,0,0,0,0.0500838,0.0161285,0,0,0.0910711,0,0.017546,0.0439328
188,0,0,0,0,0,0.0364048,0.0393837,0,0,0,0.0299785,0.0225955,0,0.0157923,0,0,0.0285205,0.0288602,0.0173425,0.0276563,0.0258982,0.0602062,0.0830971,0.0917091,0.0712567,0.0426493,0.0375929,0.0562179,0.0136061,0.00876199,0.0254004,0,0.0274616,0.0389889,0,0,0.0203843,0,0,0.0320178,0.0737509,0.0341955,0.0167295,0.0256619,0.0374297,0.0404861,0.0561266,0.0916608,0.0795425,0.0407554,0.0666686,0.0403221,0.0470256,0.0808366,0.0474438,0.0111319,0.01036,0.0176346,0.0212361,0.0217354,0,0,0,0,0.0504668,0.0162912,0,0,0.0910521,0,0.0175701,0.0441827
189,0,0,0,0,0,0.0363208,0.0394662,0,0,0,0.0299248,0.0227106,0,0.0158073,0,0,0.0284251,0.0283639,0.0171458,0.0280534,0.0261265,0.0601323,0.0833139,0.0916255,0.0713706,0.0431328,0.0381449,0.0568046,0.0135336,0.00882371,0.0252671,0,0.0275663,0.0389426,0,0,0.0204054,0,0,0.0319404,0.0736969,0.0339393,0.0169278,0.0255723,0.0373961,0.0401273,0.0563582,0.0919386,0.0798735,0.0411084,0.0663477,0.0401116,0.0470423,0.0806371,0.0468569,0.0110553,0.0103893,0.0175462,0.0212366,0.0217242,0,0,0,0,0.0507289,0.0165595,0,0,0.0910004,0,0.0175999,0.044489
190,0,0,0,0,0,0.036289,0.0395085,0,0,0,0.0297251,0.0228453,0,0.0158934,0,0,0.0283476,0.0275916,0.0167941,0.0283282,0.0263376,0.0600089,0.0834848,0.0915833,0.0715259,0.0435193,0.0385308,0.0568902,0.0134185,0.00891338,0.0250772,0,0.0277205,0.0389653,0,0,0.0201316,0,0,0.0319557,0.0735842,0.0337627,0.0171973,0.0254912,0.0373953,0.0397199,0.056569,0.0921028,0.0802942,0.04156,0.0663879,0.0399594,0.0470137,0.0805478,0.0461469,0.0110355,0.0104667,0.0175841,0.0212372,0.0216717,0,0,0,0,0.0508132,0.0168277,0,0,0.0909543,0,0.0175547,0.0446688
191,0,0,0,0,0,0.0363325,0.0395286,0,0,0,0.0295034,0.0228812,0,0.0158489,0,0,0.0283161,0.0265877,0.0165449,0.0284275,0.0264269,0.0597026,0.0834922,0.0914097,0.0714899,0.0438548,0.0387937,0.0564894,0.0133338,0.00893135,0.0249505,0,0.0278407,0.0390501,0,0,0.0199391,0,0,0.0319658,0.0734887,0.0336404,0.0174226,0.0254052,0.0373894,0.0392794,0.0567185,0.092235,0.080683,0.0419373,0.0663332,0.0397843,0.0468886,0.0807076,0.0452581,0.0110319,0.0105387,0.0175839,0.0212444,0.0215514,0,0,0,0,0.0507896,0.0169988,0,0,0.0909508,0,0.0175918,0.0446068
192,0,0,0,0,0,0.036406,0.0395493,0,0,0,0.0291428,0.022972,0,0.0158699,0,0,0.0282981,0.0253848,0.0162387,0.0283545,0.0265198,0.0592864,0.0834086,0.0912617,0.0714263,0.0439967,0.038924,0.0552894,0.0132039,0.00901772,0.0248721,0,0.0279066,0.0391494,0,0,0.0200365,0,0,0.0319297,0.0734873,0.033473,0.0176743,0.0253648,0.0373747,0.0388519,0.0568751,0.092291,0.0809787,0.0422978,0.0661162,0.0395953,0.0467284,0.080611,0.0443966,0.0110422,0.0106848,0.0173324,0.0212998,0.0214171,0,0,0,0,0.0505842,0.017152,0,0,0.0909608,0,0.0175692,0.0445259
193,0,0,0,0,0,0.0365568,0.0395893,0,0,0,0.0286831,0.0230583,0,0.0158988,0,0,0.0282492,0.0241387,0.0158989,0.0282384,0.0265483,0.0587893,0.083233,0.0910332,0.0713039,0.0439551,0.0388547,0.0532532,0.0131706,0.00904041,0.0248127,0,0.0279085,0.0393109,0,0,0.0199412,0,0,0.0319674,0.0735683,0.0333803,0.0178957,0.0253366,0.0373716,0.0383359,0.0569928,0.0922044,0.081167,0.0425925,0.0658323,0.039443,0.0465365,0.0804051,0.0436453,0.0111043,0.0106981,0.017251,0.0213916,0.0212416,0,0,0,0,0.0502332,0.0172196,0,0,0.0909294,0,0.0176017,0.0445226
194,0,0,0,0,0,0.0367647,0.0396377,0,0,0,0.0282716,0.0231661,0,0.01595,0,0,0.0281625,0.0228064,0.0155517,0.0280695,0.0265689,0.0582781,0.0829371,0.0907278,0.0711347,0.0437812,0.0386388,0.0505076,0.0132131,0.00902837,0.0247323,0,0.0279527,0.0395026,0,0,0.0198624,0,0,0.0319806,0.0736945,0.0334713,0.0180648,0.0252101,0.0373875,0.037815,0.0570194,0.0920538,0.0812715,0.0428019,0.0655422,0.0393108,0.0462697,0.0802331,0.042996,0.01114,0.0106262,0.0172336,0.0214698,0.0210814,0,0,0,0,0.0497124,0.0171689,0,0,0.0908592,0,0.0176532,0.0442978
195,0,0,0,0,0,0.0369835,0.0396663,0,0,0,0.0280578,0.023172,0,0.0159741,0,0,0.0280495,0.0214251,0.0152605,0.02783,0.0265827,0.0577669,0.0825408,0.0903879,0.0709377,0.0436157,0.0384198,0.0472412,0.0132398,0.00903069,0.0247272,0,0.0281847,0.0396565,0,0,0.0198396,0,0,0.0319608,0.0738412,0.0337858,0.0181368,0.0248724,0.0373852,0.0373827,0.0569803,0.0919503,0.0812401,0.0429457,0.0654014,0.0391084,0.046035,0.0800941,0.0423833,0.0111619,0.0105229,0.0171772,0.0215254,0.0209565,0,0,0,0,0.0491571,0.0170047,0,0,0.0907461,0,0.0176835,0.0439027
196,0,0,0,0,0,0.0371824,0.039684,0,0,0,0.0280655,0.0231183,0,0.016005,0,0,0.0280024,0.0200734,0.0150405,0.0276053,0.0266171,0.0572916,0.0820473,0.0900158,0.0707703,0.0434689,0.0381618,0.0436344,0.0132513,0.00908176,0.0248085,0,0.0284034,0.0397511,0,0,0.0198994,0,0,0.0319448,0.0740007,0.0340377,0.0181092,0.0246561,0.0374158,0.0370418,0.0570598,0.0918975,0.0812272,0.043062,0.0655553,0.0389471,0.0458419,0.0800053,0.041775,0.0111827,0.0105229,0.0171127,0.0215456,0.0208848,0,0,0,0,0.048581,0.0167423,0,0,0.0905856,0,0.01765,0.0434179
197,0,0,0,0,0,0.0373139,0.0396996,0,0,0,0.028469,0.0230265,0,0.0160297,0,0,0.0279958,0.0188225,0.0150225,0.0273854,0.0266555,0.0569363,0.0815583,0.0896641,0.0706693,0.0433407,0.0378329,0.0397346,0.0131794,0.00913523,0.0247947,0,0.028492,0.039785,0,0,0.0200782,0,0,0.0319008,0.0741808,0.0340348,0.0180227,0.0246062,0.0375216,0.0367672,0.0572324,0.0918207,0.081167,0.0431252,0.0654436,0.0388603,0.0457044,0.080026,0.0414484,0.0111608,0.0105739,0.0169999,0.0215515,0.0208579,0,0,0,0,0.0479821,0.0164183,0,0,0.0904242,0,0.0176266,0.0429015
198,0,0,0,0,0,0.0373688,0.0397013,0,0,0,0.0293953,0.0229851,0,0.0160624,0,0,0.0280202,0.0174289,0.0152088,0.0271449,0.0267312,0.056729,0.0810979,0.0894145,0.0707342,0.0431418,0.0374216,0.0356657,0.0130515,0.00915927,0.0247768,0,0.0285631,0.0398047,0,0,0.0201193,0,0,0.0319171,0.0744065,0.0338694,0.0178976,0.0245913,0.0376516,0.0365436,0.0574176,0.0917555,0.0810818,0.0432708,0.0652233,0.0386519,0.0455805,0.080028,0.0410438,0.0111549,0.0106419,0.0170081,0.021554,0.0207935,0,0,0,0,0.0473195,0.0160787,0,0,0.0902297,0,0.0176666,0.0423734
199,0,0,0,0,0,0.0373824,0.0397224,0,0,0,0.0306474,0.0229308,0,0.0160762,0,0,0.028067,0.0162951,0.0156053,0.0269785,0.0268304,0.0566194,0.0805788,0.0892279,0.0708829,0.0429731,0.0370307,0.0316476,0.0129489,0.00911264,0.0247594,0,0.0287364,0.0398443,0,0,0.0199003,0,0,0.0320546,0.0746036,0.0337434,0.017667,0.0245594,0.0377968,0.0363402,0.0574152,0.0916929,0.0810443,0.0434429,0.0650213,0.038625,0.0454595,0.0799216,0.0404651,0.0112513,0.0106338,0.0171926,0.0215522,0.0207156,0,0,0,0,0.0467176,0.0157255,0,0,0.0900175,0,0.0177877,0.0418642
