Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,BBL,LTIBP,LWRB,LWRA,LILC,LBHD
All Timesteps RMSE,0,0,0,0,0,0.0293284,0.0412262,0,0,0,0.0359642,0,0.0237931,0,0.019021,0,0,0.0290752,0.0955509,0.0203374,0.0267852,0.0309964,0.0363525,0.075806,0.0941633,0.108212,0.0907506,0.0370545,0.091599,0.093579,0.0418555,0.0142365,0.0356292,0,0.0222124,0.0354684,0,0,0.021778,0,0,0.0344361,0.0787515,0.0297846,0.0199872,0.0230756,0.0462572,0.0413849,0.0657177,0.102548,0.0909936,0.0445842,0.0721756,0.0437511,0.0533271,0.0870954,0.0349832,0.0109356,0.0107476,0.0199141,0.0189788,0.0292362,0,0,0,0,0,0.0449919,0.0190093,0.0165434,0.0252577,0
0,0,0,0,0,0,0.0305739,0.040234,0,0,0,0.0385583,0,0.0231009,0,0.0160155,0,0,0.00152854,0.0972946,0.00923993,0.0203365,0.0227802,0.036202,0.0729357,0.0939921,0.104414,0.0880169,0.0398085,0.0880576,0.0907364,0.0268852,0.0186389,0.028805,0,0.0253406,0.034508,0,0,0.0222477,0,0,0.0330206,0.0701786,0.0223091,0.0290808,0.0296401,0.0493272,0.0394883,0.070807,0.104842,0.0889707,0.0480172,0.0775468,0.0464152,0.0589517,0.0947448,0.0288399,0.0110476,0.0109049,0.0188662,0.0169219,0.029811,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0273324,0.0410295,0,0,0,0.0365735,0,0.0267942,0,0.017078,0,0,0.000832891,0,0.0166728,0.0262053,0.0242624,0.0377194,0.0672261,0.085606,0.0988513,0.0844016,0.0368823,0.0922622,0.0941599,0.0321899,0.01898,0.0270118,0,0.0259529,0.0330482,0,0,0.0227718,0,0,0.0333642,0.0693072,0.0222356,0.031572,0.0311491,0.0502309,0.0419363,0.071864,0.105314,0.0885774,0.0474023,0.0776936,0.0462771,0.0592504,0.095186,0.0314124,0.0112684,0.0108388,0.0192332,0.0169145,0.0320122,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0.0304491,0.0411494,0,0,0,0.0387778,0,0.0229971,0,0.0159424,0,0,0.00163798,0.0973918,0.00987771,0.0206977,0.02164,0.0364184,0.0724015,0.0935454,0.104195,0.0874867,0.0398574,0.0882019,0.0908186,0.0266646,0.0188214,0.0275097,0,0.0264371,0.0343472,0,0,0.0222117,0,0,0.0329605,0.0696033,0.0232858,0.0294783,0.0310486,0.0484316,0.0392918,0.0719058,0.105141,0.0887048,0.0487989,0.0775708,0.0461236,0.0591322,0.0951381,0.0295508,0.0107088,0.0107961,0.0183619,0.018258,0.0291556,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0.0299376,0.0412649,0,0,0,0.0371525,0,0.0257798,0,0.0161432,0,0,0.00154403,0.0993156,0.0138506,0.0221113,0.0209245,0.0365498,0.0710954,0.0910036,0.102408,0.0860045,0.038877,0.0892325,0.0918696,0.0273975,0.0186932,0.0271931,0,0.0266824,0.0341388,0,0,0.0223013,0,0,0.0331183,0.0696929,0.0236369,0.0299434,0.0313029,0.0488983,0.0398827,0.0721808,0.105176,0.0884486,0.0486292,0.077774,0.0462862,0.0594426,0.0953973,0.0300718,0.010712,0.0108607,0.0186399,0.0182931,0.0293896,0,0,0,0,0,0.0419101,0,0,0,0
4,0,0,0,0,0,0.0303466,0.0413325,0,0,0,0.0405127,0,0.0219661,0,0.0161799,0,0,0.00173813,0.0978753,0.0103113,0.0214585,0.0216879,0.0368001,0.0721482,0.0926902,0.103569,0.0871488,0.0395086,0.0888018,0.0908034,0.025183,0.0187645,0.031043,0,0.0264827,0.0341706,0,0,0.0220981,0,0,0.0330647,0.0690829,0.0250883,0.0289583,0.0296686,0.0479255,0.0388795,0.073036,0.106763,0.0891648,0.0481295,0.077247,0.0470611,0.0588209,0.0943008,0.0239432,0.0105537,0.0108441,0.0181835,0.0182753,0.0293576,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0.0298951,0.0415037,0,0,0,0.0388109,0,0.0247179,0,0.0163871,0,0,0.0017369,0.0997381,0.0140987,0.0226183,0.0209428,0.0368319,0.0707251,0.0905556,0.101886,0.0856209,0.0384511,0.0896122,0.0918864,0.0257996,0.0185563,0.0309606,0,0.0264406,0.0339992,0,0,0.0221617,0,0,0.033293,0.0693664,0.02495,0.0291921,0.0294319,0.0484206,0.0396152,0.0731057,0.106608,0.0889893,0.047657,0.0774016,0.0471971,0.05902,0.0944095,0.0241635,0.0105663,0.0108558,0.0183547,0.018519,0.0296092,0,0,0,0,0,0.0421758,0,0,0,0
6,0,0,0,0,0,0.0302253,0.0416495,0,0,0,0.0386812,0,0.024028,0,0.0161361,0,0,0.00201593,0.0993241,0.0138865,0.0224116,0.0199963,0.0362477,0.070718,0.0911374,0.101911,0.0852849,0.038369,0.0896651,0.0918063,0.0256249,0.0182022,0.0281297,0,0.0259632,0.0342985,0,0,0.0220722,0,0,0.0334658,0.0699713,0.0229765,0.0298457,0.030058,0.0487543,0.0399168,0.0724187,0.105271,0.0886886,0.0480494,0.0776789,0.0463388,0.0595121,0.0952159,0.0292037,0.0105841,0.0108371,0.0185998,0.0189498,0.0291557,0,0,0,0,0,0.0425743,0,0,0,0
7,0,0,0,0,0,0.0299746,0.0417127,0,0,0,0.0393407,0,0.0233059,0,0.0162218,0,0,0.00196496,0.0996708,0.0140312,0.022629,0.0202274,0.0364969,0.0704982,0.0909618,0.101607,0.0849774,0.0381169,0.0899176,0.0918122,0.0248033,0.0181952,0.0324941,0,0.025224,0.0341343,0,0,0.0219888,0,0,0.0335848,0.0695888,0.0237219,0.0287343,0.0278628,0.048258,0.0398097,0.0726869,0.106836,0.0894648,0.0469048,0.0772714,0.0475302,0.058879,0.0939607,0.0226971,0.010527,0.0108661,0.018753,0.0188025,0.0294798,0,0,0,0,0,0.0428177,0,0,0,0
8,0,0,0,0,0,0.0301812,0.0417538,0,0,0,0.0386653,0,0.0227117,0,0.0158673,0,0,0.00217164,0.0991148,0.0141138,0.0222641,0.0190519,0.0358727,0.0706352,0.0913667,0.101817,0.0846875,0.0380512,0.0899462,0.091766,0.0247304,0.0179231,0.0288747,0,0.0250819,0.0343915,0,0,0.0219624,0,0,0.0337092,0.0703781,0.0224247,0.0290347,0.0281254,0.048446,0.0402286,0.0717036,0.105115,0.0893167,0.047097,0.0776997,0.0467825,0.0595117,0.0946251,0.0288618,0.0105626,0.0109031,0.0187289,0.019,0.0291236,0,0,0,0,0,0.0430303,0,0,0,0
9,0,0,0,0,0,0.0293975,0.0424366,0,0,0,0.039689,0,0.0212686,0,0.0151742,0,0,0.0255204,0.0992724,0.0142493,0.0224767,0.0191685,0.0369022,0.0704135,0.0914499,0.10156,0.0841574,0.0376522,0.0903199,0.0917716,0.0236183,0.0160642,0.03445,0,0.0239803,0.0334653,0,0,0.0221056,0,0,0.0337945,0.0699673,0.0228563,0.0278705,0.0264814,0.0482275,0.0403015,0.0721705,0.106756,0.0901596,0.0459709,0.0768264,0.0477356,0.0585553,0.0931554,0.0213734,0.0105729,0.0109098,0.018622,0.0192207,0.0295781,0,0,0,0,0,0.0433611,0.0207957,0,0,0
10,0,0,0,0,0,0.0296972,0.0424159,0,0,0,0.039284,0,0.0202297,0,0.0149055,0,0,0.0255163,0.0988327,0.0146124,0.0223878,0.0177526,0.0361718,0.07064,0.0918436,0.101802,0.0837585,0.037532,0.0904562,0.0916967,0.0229273,0.0158199,0.0316507,0,0.0244432,0.0338859,0,0,0.0220038,0,0,0.0339569,0.0706352,0.0206995,0.0283903,0.0259183,0.0482913,0.040667,0.0715602,0.105246,0.0899243,0.0462135,0.0767992,0.0461887,0.0590738,0.0939821,0.0279549,0.0106339,0.0109109,0.0187195,0.0194989,0.0290596,0,0,0,0,0,0.0438083,0.0205036,0,0,0
11,0,0,0,0,0,0.0298743,0.042487,0,0,0,0.0401489,0,0.0185859,0,0.0147878,0,0,0.0254396,0.0988135,0.0152397,0.0229238,0.0169818,0.0358461,0.0707637,0.0919927,0.101721,0.083349,0.0373295,0.0905745,0.0913729,0.0210512,0.0157353,0.0320257,0,0.0231828,0.034227,0,0,0.0219852,0,0,0.0341373,0.0703675,0.0176291,0.0288699,0.0248111,0.0482031,0.0408448,0.0720225,0.105905,0.0904043,0.0462341,0.0763571,0.0457292,0.058799,0.0939361,0.027624,0.0106542,0.0108645,0.0188266,0.0200345,0.0287569,0,0,0,0,0,0.0447273,0.0202393,0,0,0
12,0,0,0,0,0,0.0298281,0.0426535,0,0,0,0.0417505,0,0.0163911,0,0.0146596,0,0,0.0253743,0.0989267,0.0161156,0.0241501,0.0167789,0.0361642,0.070994,0.0917259,0.101484,0.0830623,0.0371186,0.0908114,0.0908702,0.0183796,0.0158638,0.0349579,0,0.0221232,0.0344448,0,0,0.021947,0,0,0.0342554,0.069293,0.0154274,0.0291409,0.0238579,0.0484306,0.0408057,0.0735485,0.108327,0.0915995,0.0462102,0.0764448,0.0476028,0.0582395,0.0929887,0.0208326,0.0106118,0.0109187,0.0189873,0.0204423,0.0286537,0,0,0,0,0,0.0458556,0.0201013,0,0,0
13,0,0,0,0,0,0.0298029,0.042762,0,0,0,0.042393,0,0.0141664,0,0.0141654,0,0,0.0253312,0.0980832,0.0173543,0.0257123,0.01582,0.0362788,0.071831,0.0920878,0.101615,0.0828637,0.0368385,0.0912053,0.0902931,0.0162256,0.0158863,0.0350678,0,0.0234209,0.034737,0,0,0.0218427,0,0,0.0343348,0.069305,0.0135993,0.0296619,0.0225507,0.0498667,0.0410488,0.0735393,0.10908,0.0926113,0.0465548,0.0779692,0.0501751,0.0591944,0.0934982,0.0217236,0.0105782,0.0109866,0.0193707,0.020752,0.028164,0,0,0,0,0,0.0468047,0.0198815,0,0,0
14,0,0,0,0,0,0.0294335,0.0426787,0,0,0,0.0414144,0,0.0123973,0,0.0136525,0,0,0.025336,0.0963823,0.0185722,0.0275545,0.0148831,0.0359664,0.0732688,0.0933414,0.102312,0.0828543,0.03643,0.0913312,0.0898208,0.0151862,0.0156952,0.0312304,0,0.0254598,0.0348841,0,0,0.0217077,0,0,0.0343547,0.0705851,0.0131318,0.030477,0.0224346,0.051618,0.041638,0.0714417,0.107448,0.0925626,0.0464245,0.079176,0.0509402,0.0602085,0.0944772,0.0307106,0.0105365,0.0109442,0.0196951,0.0209784,0.0277421,0,0,0,0,0,0.0474309,0.0196308,0,0,0
15,0,0,0,0,0,0.0283522,0.0423856,0,0,0,0.0405623,0,0.0110733,0,0.0136401,0,0,0.0261088,0.0952135,0.0191316,0.0296917,0.0154852,0.0360601,0.0744994,0.094839,0.102973,0.082671,0.0358956,0.0916386,0.0895925,0.0153199,0.0155195,0.0304896,0,0.0247379,0.0346567,0,0,0.0211708,0,0,0.0343653,0.0717419,0.0156084,0.0300141,0.023816,0.0523036,0.0418487,0.0696064,0.106648,0.0917257,0.0442145,0.0784663,0.0510799,0.05921,0.0931062,0.0338458,0.0106522,0.0110042,0.0199377,0.020793,0.0282754,0,0,0,0,0,0.0480978,0.0200452,0,0,0
16,0,0,0,0,0,0.0270883,0.0420672,0,0,0,0.0393166,0,0.0107293,0,0.0144394,0,0,0.0256784,0.0947087,0.0188414,0.0303024,0.0165346,0.0360143,0.0754897,0.0959324,0.103666,0.0825902,0.0357187,0.0915369,0.0895984,0.0172219,0.0152351,0.032379,0,0.0225955,0.0341075,0,0,0.0219618,0,0,0.0340755,0.07262,0.0184855,0.0286111,0.0264422,0.0515872,0.0420694,0.0689654,0.106999,0.0902656,0.0411612,0.076778,0.0515895,0.0572014,0.0907434,0.0294906,0.0105174,0.0109351,0.0195676,0.0203164,0.0293589,0,0,0,0,0,0.0488018,0.0196468,0,0,0
17,0,0,0,0,0,0.0267706,0.0417404,0,0,0,0.0373767,0,0.0112304,0,0.0147058,0,0,0.0259288,0.0943001,0.0183736,0.0301204,0.0163164,0.0354931,0.0765729,0.0968642,0.104387,0.0826915,0.0357753,0.0909364,0.0897576,0.02135,0.0150385,0.028461,0,0.0230996,0.0340903,0,0,0.021956,0,0,0.0340584,0.0744557,0.0222964,0.0283546,0.0243651,0.0511648,0.0423959,0.0667118,0.103546,0.0886758,0.04064,0.0762748,0.049513,0.0572121,0.0909914,0.0418499,0.0106938,0.010846,0.0195695,0.0201506,0.0298902,0,0,0,0,0,0.049597,0.0196753,0,0,0
18,0,0,0,0,0,0.026369,0.0415006,0,0,0,0.035897,0,0.0117005,0,0.0150371,0,0,0.0259323,0.0947519,0.0181037,0.0301611,0.0168114,0.0354379,0.0773917,0.0972373,0.104939,0.0832051,0.0357274,0.0904313,0.08978,0.0254631,0.0150123,0.0296196,0,0.0227706,0.0337429,0,0,0.0219658,0,0,0.0339177,0.0753126,0.0239825,0.0270911,0.0241929,0.0504774,0.0426039,0.0659781,0.102584,0.0879358,0.0402295,0.0758894,0.0487264,0.0566322,0.0905459,0.0429656,0.0107105,0.0107589,0.0194917,0.0197094,0.0310213,0,0,0,0,0,0.0504151,0.0196511,0,0,0
19,0,0,0,0,0,0.0262183,0.0413403,0,0,0,0.0346914,0,0.0123376,0,0.0149421,0,0,0.0257467,0.0953796,0.018052,0.0303734,0.0175383,0.0355184,0.0783065,0.0974249,0.105758,0.0845282,0.0355804,0.0903515,0.0897206,0.029796,0.0151934,0.0309437,0,0.0223118,0.0334855,0,0,0.0217858,0,0,0.0337123,0.0756723,0.0238154,0.0259963,0.0236111,0.0497501,0.0429093,0.0658193,0.10228,0.0879824,0.0405717,0.0758686,0.0480677,0.0562278,0.0901665,0.0404925,0.0106611,0.0109535,0.0194412,0.0192644,0.0320875,0,0,0,0,0,0.0511208,0.0196667,0,0,0
20,0,0,0,0,0,0.0260804,0.0411965,0,0,0,0.0340405,0,0.0134477,0,0.0146524,0,0,0.0254044,0.0961019,0.0176845,0.0307675,0.0185596,0.0356284,0.0791676,0.0975234,0.106603,0.0863285,0.0353559,0.090418,0.0897576,0.0348328,0.0153613,0.0323301,0,0.021599,0.0333469,0,0,0.021549,0,0,0.0335961,0.0757698,0.0227476,0.0249934,0.0222152,0.0491214,0.0431789,0.0660726,0.102626,0.088748,0.0411648,0.0756353,0.0477042,0.0560334,0.0898904,0.0364216,0.0106001,0.0110318,0.0195004,0.0188645,0.0330055,0,0,0,0,0,0.0517148,0.0195436,0,0,0
21,0,0,0,0,0,0.025996,0.0410923,0,0,0,0.0342877,0,0.0204006,0,0.0142415,0,0,0.0250186,0.0974586,0.0259506,0.0313102,0.0194601,0.0356236,0.0794654,0.096218,0.107249,0.087905,0.0338137,0.0907756,0.0909905,0.0364869,0.0154315,0.0337068,0,0.0211515,0.0333944,0,0,0.0213746,0,0,0.0334146,0.0756528,0.0214803,0.0242084,0.0203993,0.048725,0.0431739,0.0667072,0.103555,0.0900425,0.0419181,0.0756417,0.0475889,0.0561359,0.090108,0.0326748,0.0105131,0.0109636,0.0196624,0.0186801,0.0334145,0,0,0,0,0,0.051039,0.0193032,0,0,0
22,0,0,0,0,0,0.0253809,0.0406406,0,0,0,0.0344259,0,0.0209973,0,0.0140955,0,0,0.0247025,0.0982666,0.0259397,0.0319761,0.020937,0.0361515,0.0797137,0.0962168,0.10806,0.0889202,0.0335635,0.0911254,0.0915016,0.0393,0.0156669,0.0395928,0,0.0196782,0.0328954,0,0,0.0186346,0,0,0.0272699,0.0750198,0.0194543,0.0234669,0.0219281,0.0486559,0.043562,0.0684024,0.106604,0.0914953,0.0417274,0.0752757,0.0488145,0.0553638,0.0894453,0.021821,0.0130593,0.0153779,0,0.0184061,0.034356,0,0,0,0,0,0.0516484,0.0192455,0,0,0
23,0,0,0,0,0,0.0250037,0.0410462,0,0,0,0.0342406,0,0.0159654,0,0.0137875,0,0,0.0247342,0.0971735,0.019589,0.0319806,0.0219564,0.0360075,0.0810803,0.0984161,0.109796,0.0901627,0.0348146,0.0911967,0.0910449,0.0457761,0.0155416,0.0338017,0,0.021275,0.0334609,0,0,0.0214658,0,0,0.0326322,0.0752601,0.0202922,0.024708,0.0200874,0.0498264,0.0432866,0.0674229,0.104985,0.0923344,0.0430091,0.0761103,0.0475919,0.0567378,0.0908712,0.0310372,0.0103635,0.010444,0.0199211,0.0184339,0.0336829,0,0,0,0,0,0.0535036,0.0192468,0,0,0
24,0,0,0,0,0,0.0242587,0.0410236,0,0,0,0.0341829,0,0.0161505,0,0.0164742,0,0,0.0280952,0.0969272,0.0214964,0.032427,0.0233968,0.0372309,0.0816161,0.0988687,0.11066,0.0906906,0.0343148,0.0920896,0.0920364,0.0485891,0.0143079,0.0370424,0,0.0203588,0.0333608,0,0,0.0214853,0,0,0.0321813,0.0749153,0.0201508,0.0243056,0.0230384,0.0501288,0.0430119,0.0678974,0.106429,0.0925827,0.0420083,0.0753697,0.0489422,0.0556721,0.089575,0.0253456,0.010475,0.0102272,0.0198813,0.0181917,0.0337484,0,0,0,0,0,0.0541578,0.0164851,0.00895377,0,0
25,0,0,0,0,0,0.0242759,0.0408464,0,0,0,0.0339819,0,0.016368,0,0.0166109,0,0,0.0281214,0.0959053,0.0235404,0.0328403,0.023776,0.0370318,0.0823543,0.0996128,0.111611,0.0910976,0.0337666,0.0931966,0.0932204,0.0526072,0.0142091,0.031244,0,0.0219808,0.0335214,0,0,0.0216507,0,0,0.0319829,0.0761203,0.0217665,0.0251232,0.0211599,0.0507741,0.0430324,0.0656649,0.103566,0.0921918,0.0428107,0.0756368,0.0478559,0.0563927,0.0902055,0.0370475,0.0107096,0.0101412,0.0198148,0.0182859,0.0332482,0,0,0,0,0,0.0547418,0.0163788,0.00895049,0,0
26,0,0,0,0,0,0.0242157,0.0406337,0,0,0,0.033986,0,0.016506,0,0.0167727,0,0,0.0282294,0.0954725,0.0251215,0.0334613,0.0251086,0.0369201,0.0826862,0.0998985,0.112211,0.0912466,0.0332964,0.0943623,0.0942826,0.0567009,0.014173,0.0299682,0,0.0225957,0.0334754,0,0,0.0217282,0,0,0.032054,0.0768246,0.0231282,0.0250526,0.0215962,0.051028,0.0428078,0.0649891,0.102851,0.0917464,0.0426198,0.075329,0.0476481,0.0560099,0.0899052,0.0408376,0.0109858,0.0102157,0.0196433,0.0180757,0.0333481,0,0,0,0,0,0.0551111,0.0164446,0.00914454,0,0
27,0,0,0,0,0,0.0256909,0.0404839,0,0,0,0.0339155,0,0.0174362,0,0.0167618,0,0,0.0283445,0.0922951,0.0276723,0.0323656,0.0249054,0.0366481,0.0848538,0.102196,0.114686,0.0928984,0.0338185,0.0945189,0.0945449,0.0632598,0.0142955,0.0296801,0,0.0227965,0.0336601,0,0,0.0214532,0,0,0.032049,0.0780632,0.0239675,0.0227498,0.0225952,0.0487688,0.0411696,0.0643552,0.102136,0.0911297,0.042277,0.0752669,0.04777,0.0559005,0.0899687,0.0419857,0.0108312,0.01031,0.0189544,0.0185597,0.0321795,0,0,0,0,0,0.0551295,0.0163786,0.00943406,0.026443,0
28,0,0,0,0,0,0.0258346,0.0403815,0,0,0,0.0345313,0,0.0179118,0,0.0166936,0,0,0.028454,0.0924677,0.0292244,0.0331227,0.0258779,0.0363266,0.0846097,0.102206,0.114678,0.0927207,0.0336383,0.0952247,0.0949634,0.0679176,0.0142028,0.0293073,0,0.0230275,0.033701,0,0,0.0211257,0,0,0.0322804,0.0784955,0.0246111,0.0224552,0.0232889,0.0482755,0.0410259,0.0647865,0.102261,0.0909726,0.0423719,0.0749794,0.0474092,0.0557029,0.0898013,0.0428447,0.010885,0.0104028,0.0187666,0.0187946,0.0323385,0,0,0,0,0,0.0549771,0.0163321,0.00915591,0.0261225,0
29,0,0,0,0,0,0.0260263,0.0403256,0,0,0,0.0352277,0,0.0184425,0,0.0166008,0,0,0.0286157,0.0930357,0.0304645,0.0335373,0.0267601,0.0360601,0.0841152,0.101903,0.114462,0.0925023,0.0335045,0.0957993,0.0951686,0.0715591,0.014091,0.0293351,0,0.0231075,0.033796,0,0,0.0208696,0,0,0.0325032,0.0786213,0.0246625,0.0221358,0.0234871,0.0476826,0.0408926,0.0652403,0.102686,0.0908787,0.0425423,0.0746708,0.0469619,0.0554236,0.089581,0.0422573,0.010733,0.010513,0.0187964,0.0189988,0.0323887,0,0,0,0,0,0.0546529,0.0161791,0.00903019,0.0261195,0
30,0,0,0,0,0,0.0263065,0.0403383,0,0,0,0.035674,0,0.0187514,0,0.0165613,0,0,0.0288423,0.0937626,0.031041,0.0337321,0.0274256,0.0357889,0.0835349,0.101437,0.114089,0.0923304,0.033252,0.0962215,0.0953871,0.0736634,0.0139149,0.0297052,0,0.0231338,0.0339269,0,0,0.0206713,0,0,0.0327377,0.0786383,0.0245742,0.0217414,0.0231938,0.0470126,0.0407478,0.0655087,0.103059,0.0909135,0.0428422,0.0743156,0.0465839,0.0552428,0.0894901,0.040319,0.0107449,0.0105328,0.0187743,0.0190671,0.0322527,0,0,0,0,0,0.0542603,0.0159612,0.00920812,0.0262271,0
31,0,0,0,0,0,0.026742,0.0403597,0,0,0,0.0357968,0,0.0188429,0,0.0163941,0,0,0.0291047,0.0946253,0.030755,0.0337543,0.0278592,0.0353537,0.0829081,0.100825,0.113718,0.0922674,0.0329271,0.0963868,0.0955664,0.0736764,0.0138247,0.0303754,0,0.0231544,0.034074,0,0,0.0204368,0,0,0.0329577,0.0785194,0.0241034,0.0213592,0.022744,0.0463619,0.0405153,0.0658669,0.103268,0.0911624,0.0434276,0.0740423,0.0461665,0.0553146,0.0896629,0.0375174,0.0108941,0.0105489,0.0187623,0.0189128,0.0318874,0,0,0,0,0,0.0538307,0.0159757,0.0092541,0.026283,0
32,0,0,0,0,0,0.0271528,0.0403826,0,0,0,0.0355468,0,0.0184867,0,0.0163781,0,0,0.0292934,0.0956329,0.0297196,0.0337472,0.0282507,0.0349815,0.0821352,0.0999114,0.113185,0.0920875,0.0326404,0.0963235,0.0955917,0.0720364,0.0137007,0.0313453,0,0.023058,0.0342334,0,0,0.0204653,0,0,0.0329786,0.0782559,0.0235949,0.0211036,0.0222078,0.0458945,0.0401641,0.0661332,0.103407,0.0915773,0.0440367,0.0740688,0.0458817,0.0555281,0.0899505,0.0347593,0.0108697,0.0107382,0.0186116,0.0185705,0.0314075,0,0,0,0,0,0.0534639,0.0156153,0.00945894,0.026491,0
33,0,0,0,0,0,0.0275263,0.0403671,0,0,0,0.0350781,0,0.0181994,0,0.0163383,0,0,0.0294424,0.0965612,0.0281113,0.0334588,0.0284724,0.0347532,0.0811695,0.0987953,0.11263,0.0919177,0.0324575,0.0961429,0.0955125,0.0692851,0.0136435,0.0322556,0,0.0228761,0.0344013,0,0,0.0205414,0,0,0.0330313,0.0778858,0.0229306,0.0209818,0.0218,0.0454903,0.0397259,0.0664372,0.10357,0.0920687,0.0447998,0.0742602,0.0457381,0.0557729,0.0902877,0.031912,0.010792,0.0107298,0.018519,0.0182581,0.0308504,0,0,0,0,0,0.0530253,0.0153765,0.00958619,0.0265307,0
34,0,0,0,0,0,0.0278906,0.0402916,0,0,0,0.034628,0,0.0178469,0,0.0162697,0,0,0.02953,0.0973212,0.0262226,0.0331161,0.028622,0.0346114,0.0801017,0.0975992,0.112051,0.091652,0.0323196,0.0959849,0.0954854,0.0658522,0.0136603,0.0330144,0,0.0228203,0.0346078,0,0,0.0206342,0,0,0.0331535,0.0775359,0.0224473,0.0208865,0.0215619,0.0451604,0.0392774,0.0667465,0.10375,0.0925417,0.0455622,0.0744732,0.0456797,0.0560544,0.0905024,0.0294682,0.0107413,0.010603,0.0184694,0.0180853,0.0303408,0,0,0,0,0,0.0525806,0.0152223,0.00954772,0.0264014,0
35,0,0,0,0,0,0.0282724,0.0401959,0,0,0,0.0343602,0,0.0177123,0,0.0162389,0,0,0.0295867,0.0978721,0.024368,0.0328436,0.0287839,0.03443,0.0790826,0.0963422,0.111486,0.0912835,0.0320523,0.0959026,0.0955428,0.0625361,0.0136846,0.033566,0,0.022852,0.0348641,0,0,0.0207025,0,0,0.0332317,0.0773029,0.0221564,0.0207695,0.0215323,0.0449068,0.0388842,0.0669828,0.103948,0.0929364,0.0462196,0.0745972,0.0456195,0.0562342,0.0906318,0.0276694,0.0107638,0.01061,0.0184263,0.0181107,0.0299283,0,0,0,0,0,0.0520577,0.0151551,0.00951899,0.0261914,0
36,0,0,0,0,0,0.028634,0.04015,0,0,0,0.0343095,0,0.0177917,0,0.0162957,0,0,0.0296088,0.0981927,0.0227822,0.0325037,0.0290951,0.0342408,0.0782207,0.0952652,0.110991,0.0909263,0.0317183,0.0959164,0.0957144,0.0595584,0.0137358,0.0339339,0,0.0228673,0.0350555,0,0,0.0206312,0,0,0.0333722,0.0772631,0.0220247,0.0205995,0.0216553,0.0446917,0.038592,0.067181,0.104101,0.0931773,0.0467484,0.0744853,0.0455022,0.0562545,0.0909377,0.0266032,0.0110564,0.0106296,0.018422,0.0183035,0.0296203,0,0,0,0,0,0.0515425,0.0151973,0.00951341,0.0259909,0
37,0,0,0,0,0,0.0289015,0.0401734,0,0,0,0.034385,0,0.0179242,0,0.0163381,0,0,0.0295813,0.0983424,0.0215899,0.0320421,0.0296322,0.0340789,0.0774917,0.0945534,0.11061,0.0906823,0.031381,0.0960291,0.0959823,0.0570728,0.0137531,0.0341797,0,0.022752,0.035201,0,0,0.0204875,0,0,0.0335194,0.0773582,0.022041,0.0204146,0.0217829,0.044479,0.0384322,0.0673707,0.10409,0.0932396,0.0471131,0.0741085,0.0453335,0.056158,0.091036,0.0257594,0.0113304,0.0107598,0.0184312,0.0185358,0.0294069,0,0,0,0,0,0.0512032,0.0153373,0.00946646,0.0258897,0
38,0,0,0,0,0,0.0291028,0.0402004,0,0,0,0.0344686,0,0.0181147,0,0.0163403,0,0,0.0295506,0.0983335,0.0207799,0.0317288,0.0303892,0.0339339,0.0769445,0.0942647,0.110282,0.0905773,0.0311333,0.0962086,0.0963571,0.0553831,0.0137831,0.0344299,0,0.0225572,0.0353012,0,0,0.0203396,0,0,0.0336826,0.0774638,0.0221408,0.0202385,0.0219122,0.0442381,0.0383888,0.0676226,0.103943,0.093223,0.0473833,0.073789,0.0451226,0.0559759,0.0909445,0.0248478,0.0114772,0.0107652,0.0184547,0.0187111,0.0292533,0,0,0,0,0,0.0509114,0.0154621,0.00937936,0.0259123,0
39,0,0,0,0,0,0.0293102,0.0401677,0,0,0,0.0344192,0,0.0186557,0,0.0161214,0,0,0.0296578,0.0982152,0.0202688,0.0311769,0.0312602,0.0337831,0.0766702,0.0942124,0.109981,0.0905789,0.0309452,0.0964598,0.0968317,0.0546519,0.0139512,0.034621,0,0.0226691,0.0353696,0,0,0.0203641,0,0,0.0337978,0.0775629,0.0224427,0.0200965,0.0221265,0.0440024,0.0383915,0.0679774,0.104066,0.0932252,0.0477305,0.0740669,0.044848,0.0557503,0.0908126,0.0239434,0.0114675,0.0106297,0.0184662,0.0188004,0.0290596,0,0,0,0,0,0.0505497,0.0158667,0.00923144,0.0260052,0
