Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,BBL,LTIBP,LWRB,LWRA,LILC,LBHD
110,0,0,0,0,0,0.0296359,0.0424328,0,0,0,0.0349605,0,0.0268601,0,0.0179036,0,0,0.0287727,0.0964012,0.0138739,0.0225135,0.0252439,0.0370453,0.0751529,0.0931957,0.107572,0.0905029,0.0405041,0.0877442,0.0915447,0.0282138,0.0141623,0.0374798,0,0.0199828,0.0354064,0,0,0.0207523,0,0,0.0333125,0.0748927,0.0258833,0.0191487,0.0222075,0.0492259,0.0400081,0.0657183,0.102209,0.0891644,0.0419689,0.0753726,0.0448136,0.0573836,0.0911955,0.0269095,0.00957482,0.0108581,0.0191512,0.0191304,0.0301913,0,0,0,0,0,0.0416939,0.0162866,0.00919759,0.0220102,0
111,0,0,0,0,0,0.0298748,0.0426372,0,0,0,0.0351859,0,0.0266958,0,0.0178335,0,0,0.0288111,0.0963974,0.0137085,0.0225341,0.0248019,0.0368664,0.0750329,0.093055,0.107416,0.0903982,0.0405889,0.087615,0.0915566,0.028019,0.0140152,0.0372554,0,0.0203588,0.0355836,0,0,0.0207116,0,0,0.0332992,0.0744572,0.0256688,0.019732,0.022466,0.0495525,0.0400243,0.0659744,0.102241,0.0886875,0.0416621,0.0755173,0.0451392,0.0576963,0.0916549,0.0267396,0.00953387,0.0107796,0.0192384,0.0193178,0.0298562,0,0,0,0,0,0.0418345,0.0161925,0.00922993,0.0221222,0
112,0,0,0,0,0,0.030185,0.0428209,0,0,0,0.0355154,0,0.0265832,0,0.0176873,0,0,0.0288269,0.0964314,0.0136413,0.0224736,0.0244187,0.0367078,0.0749302,0.0928895,0.107316,0.0902977,0.0406864,0.087473,0.0915189,0.0277926,0.0139059,0.0369091,0,0.0206741,0.0357916,0,0,0.0206818,0,0,0.0333145,0.0740253,0.02554,0.0202821,0.0228666,0.0498793,0.0400569,0.0662042,0.102257,0.0883229,0.0415771,0.0757329,0.0454148,0.0580705,0.0920412,0.0264935,0.00957111,0.0108194,0.0193143,0.0195382,0.0294848,0,0,0,0,0,0.0419922,0.0163663,0.00920269,0.0222188,0
113,0,0,0,0,0,0.0304741,0.0429772,0,0,0,0.0359134,0,0.0265185,0,0.0176986,0,0,0.0288117,0.0964884,0.0136579,0.0227216,0.0241374,0.0365917,0.0748866,0.0927059,0.107243,0.0902743,0.0408416,0.0872594,0.091501,0.0274697,0.0137856,0.0365163,0,0.0210195,0.0359656,0,0,0.0207354,0,0,0.0333111,0.0734695,0.0253088,0.0208565,0.023345,0.0501147,0.040149,0.0663913,0.102296,0.0880295,0.0417092,0.076054,0.0456382,0.0583765,0.0924101,0.0261474,0.00963657,0.0108929,0.0193651,0.0197855,0.0291485,0,0,0,0,0,0.0421284,0.0165946,0.00923736,0.0222724,0
114,0,0,0,0,0,0.0306828,0.0430848,0,0,0,0.0362229,0,0.026411,0,0.0177045,0,0,0.0287903,0.0965883,0.0136375,0.022885,0.0239139,0.0364531,0.0748069,0.0924391,0.107147,0.0902745,0.0410052,0.0870553,0.091484,0.0271362,0.0137807,0.0361369,0,0.0214146,0.0360806,0,0,0.0208015,0,0,0.0332863,0.0727785,0.0248114,0.0214175,0.0238423,0.0502833,0.0402543,0.0666676,0.102323,0.0878623,0.0419582,0.0763787,0.0459594,0.0585834,0.0928242,0.0257605,0.00976521,0.0109157,0.0194515,0.0199608,0.0288623,0,0,0,0,0,0.0422122,0.0167012,0.009205,0.0222763,0
115,0,0,0,0,0,0.0308538,0.0431886,0,0,0,0.0365163,0,0.0263338,0,0.0177259,0,0,0.0287731,0.0967899,0.0136526,0.0228466,0.0236279,0.0362656,0.0746724,0.0923192,0.107062,0.0902709,0.041159,0.0870342,0.0914585,0.0269294,0.0138052,0.0356295,0,0.022048,0.0361861,0,0,0.0208898,0,0,0.0332934,0.0719972,0.0239583,0.0221088,0.024518,0.0503253,0.0403859,0.0670087,0.102371,0.0877679,0.0423506,0.0766958,0.0462719,0.058846,0.0933778,0.0251668,0.0098917,0.0108541,0.019524,0.0200957,0.0285811,0,0,0,0,0,0.0422399,0.0165198,0.00917235,0.0223308,0
116,0,0,0,0,0,0.0310366,0.0433443,0,0,0,0.0367774,0,0.0263129,0,0.0177172,0,0,0.0288904,0.0971361,0.0136066,0.0226936,0.0233332,0.0360346,0.0744541,0.092087,0.106933,0.0901725,0.0412671,0.0869324,0.0913517,0.0267159,0.0138107,0.0351089,0,0.0227439,0.036283,0,0,0.0209671,0,0,0.0332828,0.0711732,0.0230362,0.0227304,0.0253857,0.0502425,0.040481,0.0674472,0.102517,0.0877959,0.0428176,0.0770464,0.0465113,0.0591034,0.0940072,0.0244949,0.0100203,0.0107947,0.0195983,0.0201877,0.0283363,0,0,0,0,0,0.042269,0.0163174,0.00912995,0.0223974,0
117,0,0,0,0,0,0.0312354,0.0435427,0,0,0,0.0369955,0,0.0263604,0,0.0176993,0,0,0.0291471,0.0975268,0.0135528,0.0227502,0.0230449,0.0357848,0.0741431,0.0917252,0.106711,0.0899698,0.0413934,0.0866693,0.0911485,0.0263981,0.0137361,0.0344531,0,0.0235258,0.0363938,0,0,0.0210903,0,0,0.0333434,0.0703019,0.0219554,0.0232896,0.0264548,0.050076,0.0405654,0.0682201,0.102778,0.0878552,0.0433773,0.0774257,0.0466702,0.0593842,0.0945295,0.0238968,0.0101073,0.0107883,0.0196948,0.0202749,0.0281021,0,0,0,0,0,0.0422912,0.0164135,0.0091835,0.0224531,0
118,0,0,0,0,0,0.0314895,0.0437388,0,0,0,0.0371636,0,0.0264093,0,0.0176661,0,0,0.0294333,0.0978942,0.0135138,0.0228388,0.0227342,0.0355778,0.0737543,0.0912678,0.106388,0.0896794,0.0416263,0.0863366,0.0909692,0.0259988,0.0135819,0.0336266,0,0.024401,0.036566,0,0,0.0211949,0,0,0.0334847,0.0695281,0.02102,0.0237667,0.0277481,0.049894,0.0406459,0.0693843,0.103067,0.0879226,0.0439681,0.077864,0.0468162,0.0597645,0.0949019,0.0235359,0.0101253,0.0108523,0.019796,0.0203701,0.0278311,0,0,0,0,0,0.0422769,0.0165428,0.00924492,0.0225334,0
119,0,0,0,0,0,0.0317759,0.0439201,0,0,0,0.0373853,0,0.0263814,0,0.0176403,0,0,0.0297155,0.0982216,0.0134869,0.0229027,0.0224489,0.0354412,0.0733236,0.0907326,0.105992,0.0893439,0.0418975,0.0860734,0.0907654,0.0254683,0.0134546,0.0326446,0,0.0253661,0.036772,0,0,0.0212692,0,0,0.0336936,0.0689229,0.0207021,0.0241694,0.0292315,0.0497803,0.0407157,0.0705299,0.103313,0.0879076,0.0446143,0.078318,0.0469101,0.0600965,0.0955776,0.023686,0.0101123,0.0109136,0.0199028,0.0204457,0.0275615,0,0,0,0,0,0.0422731,0.0166426,0.00923456,0.0226592,0
120,0,0,0,0,0,0.031994,0.0440831,0,0,0,0.0377747,0,0.0261973,0,0.0175617,0,0,0.0300635,0.0985133,0.0134882,0.0230341,0.0222644,0.0352966,0.0728887,0.0901608,0.105603,0.0890578,0.042129,0.0860443,0.0906695,0.0247659,0.0134389,0.031765,0,0.0262595,0.0369689,0,0,0.0213068,0,0,0.0339917,0.0684208,0.0211943,0.0244031,0.0306796,0.0497046,0.0407452,0.071275,0.103497,0.087753,0.0453064,0.078684,0.0468821,0.0602722,0.0962096,0.0241769,0.0100891,0.0109012,0.0199951,0.0205066,0.0273264,0,0,0,0,0,0.0422343,0.0169043,0.0091329,0.0228041,0
121,0,0,0,0,0,0.0321537,0.0442574,0,0,0,0.0384488,0,0.0259991,0,0.0179383,0,0,0.0302892,0.0987206,0.0135071,0.0232979,0.0221207,0.035205,0.0724488,0.0896349,0.105266,0.0888194,0.0423065,0.0860499,0.0906172,0.0239279,0.0132671,0.0309817,0,0.0269093,0.0370822,0,0,0.0212682,0,0,0.0342619,0.0680507,0.0222135,0.0245549,0.0320555,0.0495667,0.0407677,0.0717159,0.103595,0.0875437,0.0459432,0.0788891,0.0466763,0.0603288,0.0965741,0.024804,0.0100009,0.0108829,0.0200695,0.0206221,0.0271184,0,0,0,0,0,0.0422238,0.0167485,0.00923651,0.0230287,0
122,0,0,0,0,0,0.0322479,0.0444305,0,0,0,0.0394218,0,0.0255649,0,0.0181963,0,0,0.0305833,0.0988288,0.0134864,0.0238599,0.0220508,0.0350052,0.0720211,0.0891152,0.105007,0.0886035,0.0424201,0.0861004,0.0905783,0.0229619,0.0131823,0.0306811,0,0.0272018,0.0371144,0,0,0.0212632,0,0,0.0345014,0.0678795,0.0231375,0.0245219,0.0326173,0.0495052,0.040766,0.0720402,0.103751,0.08738,0.0463371,0.0789779,0.0464523,0.0603145,0.0966614,0.0253285,0.00984906,0.010917,0.020127,0.0207503,0.026874,0,0,0,0,0,0.0422285,0.0167758,0.00929844,0.0232063,0
123,0,0,0,0,0,0.0323605,0.0446275,0,0,0,0.040491,0,0.0250187,0,0.0184387,0,0,0.0308877,0.0989143,0.0134825,0.0243493,0.0219691,0.0347584,0.0717323,0.0886196,0.104884,0.0884154,0.0425597,0.0862286,0.0904659,0.0220082,0.0129827,0.0303681,0,0.0274407,0.0371169,0,0,0.0213226,0,0,0.0347815,0.0679117,0.0235496,0.0243437,0.03253,0.0495121,0.040843,0.0723252,0.103906,0.0872829,0.0464397,0.0789732,0.0462674,0.0603305,0.0966379,0.0261051,0.00961676,0.0110393,0.0201015,0.0209577,0.0267252,0,0,0,0,0,0.0423073,0.0167129,0.00939945,0.0234276,0
124,0,0,0,0,0,0.0323417,0.0448004,0,0,0,0.0423129,0,0.0242082,0,0.0186129,0,0,0.0312093,0.0992487,0.0136204,0.0250778,0.0223798,0.0348132,0.0715181,0.0880486,0.104567,0.0882212,0.0425442,0.0864091,0.0904088,0.0211308,0.012758,0.0306097,0,0.0289331,0.0370107,0,0,0.0212236,0,0,0.035123,0.067469,0.0264558,0.0239286,0.0326595,0.0491443,0.0408061,0.0730118,0.104547,0.0871856,0.0456813,0.0785209,0.0466036,0.0599126,0.0959056,0.0253388,0.0093515,0.0111076,0.0201561,0.0211269,0.0268536,0,0,0,0,0,0.0425061,0.0167219,0.00950941,0.0234873,0
125,0,0,0,0,0,0.0326503,0.0449635,0,0,0,0.0431446,0,0.0230459,0,0.0183801,0,0,0.0314851,0.0985068,0.0130412,0.02483,0.0215213,0.0339532,0.0716208,0.0884395,0.10453,0.087784,0.0425628,0.0864738,0.0902816,0.0206933,0.0122929,0.0305727,0,0.0266877,0.0373368,0,0,0.0211933,0,0,0.035549,0.0678925,0.0233166,0.0235767,0.0298132,0.0495635,0.0414446,0.0726519,0.104684,0.0875557,0.045842,0.0788213,0.0467053,0.0605388,0.0962289,0.0274886,0.00936605,0.0111854,0.0204095,0.0215257,0.0264492,0,0,0,0,0,0.0431082,0.0165837,0.00958604,0.0240018,0
126,0,0,0,0,0,0.0324959,0.0451188,0,0,0,0.0449397,0,0.0218141,0,0.0182792,0,0,0.031713,0.0984468,0.0130455,0.0251346,0.0216892,0.0338769,0.0717297,0.088775,0.104407,0.0876236,0.042308,0.0868811,0.0903624,0.0201896,0.0120372,0.0327013,0,0.0270667,0.0373639,0,0,0.0212645,0,0,0.0359328,0.0676304,0.0250747,0.0228939,0.0286275,0.0491268,0.0417895,0.0731078,0.105745,0.0876414,0.0445317,0.078431,0.0476857,0.0600746,0.0952732,0.0244834,0.00938143,0.0113297,0.0204543,0.0216497,0.0265896,0,0,0,0,0,0.0437147,0.0166255,0.00962947,0.0240341,0
127,0,0,0,0,0,0.0325288,0.0452767,0,0,0,0.0457617,0,0.0203155,0,0.0179752,0,0,0.0318765,0.0975271,0.012895,0.0245924,0.0207783,0.0330011,0.0722163,0.0898298,0.104898,0.0874683,0.0420026,0.0872467,0.090403,0.0197319,0.0117102,0.0312977,0,0.0258523,0.0377396,0,0,0.021539,0,0,0.036327,0.0685854,0.0233482,0.0224222,0.026314,0.0493773,0.0426793,0.0720047,0.104945,0.0877461,0.0441295,0.0785752,0.0474073,0.0604713,0.095563,0.0295864,0.00971679,0.0116466,0.0205639,0.0219343,0.0262839,0,0,0,0,0,0.0446079,0.0164975,0.00963025,0.0246793,0
128,0,0,0,0,0,0.0320918,0.0454237,0,0,0,0.0485805,0,0.0179725,0,0.0177092,0,0,0.0320574,0.0973666,0.0132342,0.0244834,0.0211086,0.0328758,0.0727444,0.0905121,0.105152,0.0874699,0.0414607,0.0881448,0.0904731,0.0198386,0.0117108,0.0363485,0,0.0248622,0.0377245,0,0,0.0218688,0,0,0.036759,0.0683906,0.022585,0.0216472,0.0253561,0.0488418,0.0431664,0.0727036,0.106593,0.0879056,0.0425023,0.077507,0.0478436,0.059239,0.09404,0.0235818,0.0100305,0.0117344,0.0209065,0.0219364,0.0264991,0,0,0,0,0,0.0457833,0.0167741,0.00950396,0.0249902,0
129,0,0,0,0,0,0.0321427,0.0456619,0,0,0,0.0497467,0,0.0158768,0,0.0175269,0,0,0.0320926,0.0968097,0.0140333,0.0242693,0.020692,0.0325085,0.0739156,0.09169,0.106022,0.0879119,0.0414717,0.0888351,0.0904459,0.0191206,0.0116188,0.0361657,0,0.0237253,0.038011,0,0,0.0221583,0,0,0.0371949,0.067968,0.0200402,0.0216926,0.0241989,0.0488947,0.0438555,0.0729819,0.107136,0.0880466,0.0420453,0.0768422,0.0471325,0.0588132,0.093551,0.0242576,0.010475,0.0116789,0.0213783,0.0223806,0.0262608,0,0,0,0,0,0.0469156,0.0166444,0.00954688,0.025457,0
130,0,0,0,0,0,0.0324871,0.0458914,0,0,0,0.050834,0,0.0131409,0,0.0172213,0,0,0.0320049,0.095445,0.0152595,0.0244976,0.0197689,0.0321942,0.0752339,0.0934704,0.106939,0.0878898,0.041265,0.08963,0.0902907,0.0182601,0.0116697,0.0332297,0,0.0226681,0.0385249,0,0,0.0225073,0,0,0.0376092,0.0679181,0.0178083,0.0217181,0.0201694,0.0501182,0.0448921,0.0722339,0.106987,0.0890397,0.0428154,0.0774644,0.0468734,0.0595061,0.0938668,0.0317414,0.0108992,0.0116936,0.0218076,0.0231322,0.0258267,0,0,0,0,0,0.048098,0.0164634,0.00953245,0.0257105,0
131,0,0,0,0,0,0.032177,0.0459469,0,0,0,0.052517,0,0.0106077,0,0.0170394,0,0,0.0318269,0.0941199,0.0165559,0.0255693,0.0203249,0.0329731,0.0766716,0.0950269,0.107688,0.0879403,0.0407513,0.090323,0.0898254,0.0178963,0.0119344,0.0362496,0,0.0233805,0.0385676,0,0,0.0227776,0,0,0.0380427,0.0674433,0.0166955,0.0212954,0.0210245,0.0511531,0.045846,0.0731816,0.108931,0.0897586,0.0426771,0.0785632,0.0498744,0.0597455,0.0936022,0.0264682,0.0111138,0.0116693,0.0222818,0.0234075,0.0259775,0,0,0,0,0,0.0490956,0.0165947,0.00942687,0.0253408,0
132,0,0,0,0,0,0.0311991,0.0458021,0,0,0,0.0520324,0,0.00895959,0,0.0171045,0,0,0.0315902,0.0918403,0.017213,0.0268874,0.0213074,0.0333558,0.0780259,0.0969028,0.108567,0.0876386,0.0403321,0.0905886,0.0892325,0.0163746,0.011935,0.0329847,0,0.0233867,0.0383917,0,0,0.0231122,0,0,0.0384094,0.0692734,0.0179066,0.0200498,0.0202361,0.0524394,0.0471712,0.0711149,0.107606,0.0906084,0.0430518,0.0795892,0.0508471,0.0603503,0.0938613,0.0352431,0.0116171,0.0117246,0.0228515,0.0234027,0.0264871,0,0,0,0,0,0.0497708,0.0166108,0.00929458,0.024606,0
133,0,0,0,0,0,0.0290088,0.0455048,0,0,0,0.0517048,0,0.00775088,0,0.0178495,0,0,0.0315551,0.0906989,0.0167623,0.0278889,0.0237127,0.0341185,0.0790582,0.0981838,0.109211,0.0875674,0.0405047,0.0899143,0.0884199,0.0157018,0.0117346,0.0345393,0,0.0219638,0.0376984,0,0,0.0238778,0,0,0.0383654,0.0706569,0.0203481,0.0181014,0.0251391,0.0525232,0.0479699,0.070586,0.108508,0.0897255,0.0404488,0.0780452,0.0516671,0.0579988,0.0913272,0.031512,0.012186,0.0116028,0.023026,0.0227662,0.028286,0,0,0,0,0,0.0507582,0.0166157,0.0093653,0.0239674,0
134,0,0,0,0,0,0.0271541,0.0452576,0,0,0,0.0499317,0,0.00784487,0,0.0187312,0,0,0.0317766,0.089528,0.0155483,0.0277603,0.0250374,0.0341941,0.0802513,0.0994255,0.110195,0.0879887,0.041038,0.0886062,0.0878246,0.0150442,0.0113863,0.030293,0,0.0218319,0.0373647,0,0,0.0244596,0,0,0.0381984,0.0728913,0.0256431,0.0165745,0.0236388,0.052398,0.0486918,0.0672237,0.104975,0.0887019,0.0392354,0.0766275,0.0493757,0.0564995,0.0896055,0.0443116,0.0133287,0.0114748,0.0230482,0.0225471,0.0299385,0,0,0,0,0,0.0518959,0.0165941,0.00950854,0.0236696,0
135,0,0,0,0,0,0.025831,0.0450276,0,0,0,0.0507541,0,0.0148793,0,0.0189913,0,0,0.0321218,0.0898287,0.0211739,0.0275555,0.0260195,0.034205,0.0811468,0.0992389,0.111085,0.0889852,0.0395156,0.0875149,0.0883839,0.0181544,0.0113327,0.0301161,0,0.0218061,0.037097,0,0,0.0248736,0,0,0.0378052,0.0743572,0.0285999,0.0154689,0.0238766,0.051973,0.0490033,0.0654553,0.102689,0.0871057,0.03781,0.0752977,0.0482544,0.055047,0.087971,0.0488785,0.0142073,0.0113501,0.0227719,0.0224873,0.0313453,0,0,0,0,0,0.0510806,0.016992,0.00947411,0.0236984,0
136,0,0,0,0,0,0.0251868,0.0447223,0,0,0,0.0491288,0,0.0160569,0,0.0187092,0,0,0.0321735,0.0895879,0.0203283,0.0279037,0.0261767,0.0343035,0.0827289,0.100473,0.112456,0.090677,0.039512,0.0869226,0.0880027,0.0184853,0.0114407,0.0310257,0,0.0218382,0.036842,0,0,0.0238988,0,0,0.0378251,0.0753533,0.0290311,0.0152304,0.024942,0.0515469,0.0494799,0.0639184,0.10074,0.0861096,0.0374164,0.0747851,0.0477929,0.0545691,0.0876708,0.049462,0.0151674,0.0119867,0.0230281,0.0227258,0.0322576,0,0,0,0,0,0.0518773,0.0172936,0.00952994,0.0241409,0
137,0,0,0,0,0,0.024763,0.0446276,0,0,0,0.0446756,0,0.0112688,0,0.0183596,0,0,0.0318163,0.0890748,0.0127608,0.0280857,0.026666,0.0345465,0.0843438,0.102568,0.113965,0.0926211,0.0406652,0.0866196,0.0871084,0.0193336,0.011547,0.0316569,0,0.0217216,0.0365151,0,0,0.0249997,0,0,0.0374451,0.0756845,0.0289224,0.0143847,0.0251182,0.0516193,0.0501795,0.063242,0.0997797,0.0862583,0.0376433,0.0745443,0.0473419,0.0545054,0.087835,0.0481777,0.0146154,0.0114166,0.0228853,0.0229519,0.0329316,0,0,0,0,0,0.0539604,0.0172267,0.00941863,0.024387,0
138,0,0,0,0,0,0.0252754,0.0445096,0,0,0,0.0455952,0,0.0194699,0,0.0182977,0,0,0.031076,0.0901298,0.0199428,0.0287242,0.0271281,0.0348715,0.0849316,0.101776,0.114908,0.0943865,0.0384155,0.0870721,0.0885369,0.023629,0.0115738,0.0324769,0,0.0210028,0.0363768,0,0,0.0253977,0,0,0.0372288,0.0757792,0.0272977,0.0135584,0.0239211,0.0514081,0.050451,0.063506,0.100768,0.0875649,0.038641,0.0746226,0.0474103,0.0546367,0.0880349,0.044698,0.0139957,0.01129,0.0229824,0.0231006,0.0330239,0,0,0,0,0,0.0526534,0.0167014,0.00935535,0.0238194,0
139,0,0,0,0,0,0.0258948,0.0444938,0,0,0,0.0407754,0,0.0148541,0,0.0180653,0,0,0.0304846,0.0899756,0.0146658,0.0277633,0.0279341,0.0351367,0.0861372,0.103438,0.116368,0.0959091,0.0391262,0.0874598,0.0883577,0.0290929,0.0118567,0.0330159,0,0.0205819,0.0362814,0,0,0.0255714,0,0,0.0370404,0.0755782,0.0251664,0.0134898,0.022304,0.0515771,0.0507225,0.0644873,0.102718,0.0893272,0.0396112,0.0754486,0.0481586,0.0551895,0.0883402,0.0423836,0.0137623,0.0112703,0.0230337,0.0231,0.0333074,0,0,0,0,0,0.0543199,0.016684,0.00912834,0.0241418,0
140,0,0,0,0,0,0.0266619,0.0445016,0,0,0,0.0384366,0,0.015781,0,0.018062,0,0,0.0299882,0.0903417,0.0168982,0.0276472,0.0287255,0.0352003,0.0868219,0.1037,0.117254,0.0968365,0.0385059,0.0882335,0.088972,0.0332982,0.0120459,0.0329719,0,0.0206851,0.036275,0,0,0.0254956,0,0,0.0367764,0.0751034,0.0235313,0.0139232,0.0221219,0.0518436,0.0505299,0.0655729,0.104482,0.0907536,0.0401719,0.0760253,0.0487938,0.0557783,0.0886798,0.0420522,0.013622,0.0111514,0.0230754,0.0231043,0.033236,0,0,0,0,0,0.0546934,0.0163795,0.0091197,0.0242122,0
141,0,0,0,0,0,0.0270334,0.0444554,0,0,0,0.0366107,0,0.0163789,0,0.0180794,0,0,0.0296786,0.0906979,0.018925,0.0282777,0.029625,0.0351789,0.0873262,0.103938,0.117879,0.0974096,0.0379202,0.0889175,0.0898274,0.0372313,0.0122294,0.0343632,0,0.0207461,0.0363372,0,0,0.0253745,0,0,0.0363169,0.0740139,0.0210399,0.0150481,0.0252454,0.0520418,0.0499529,0.067153,0.106396,0.0906273,0.0391323,0.0760366,0.0503288,0.0558879,0.0888075,0.0359896,0.0132976,0.0111068,0.0226744,0.0230042,0.0329556,0,0,0,0,0,0.0551737,0.0162395,0.009052,0.0246548,0
142,0,0,0,0,0,0.027049,0.0443342,0,0,0,0.0351723,0,0.0169276,0,0.0180469,0,0,0.0295264,0.0904729,0.0210759,0.0291798,0.030244,0.0349743,0.0874956,0.104232,0.118101,0.0972926,0.0371924,0.090047,0.0911566,0.0425936,0.0123881,0.0316122,0,0.0214655,0.0365253,0,0,0.0251645,0,0,0.0358351,0.0749667,0.0233915,0.0153508,0.0237199,0.0523528,0.0493735,0.0643934,0.103623,0.0909003,0.0401427,0.0759968,0.0488463,0.0560427,0.0892553,0.0466234,0.0129153,0.0112187,0.0221266,0.0229816,0.0325351,0,0,0,0,0,0.0556947,0.0162324,0.00901196,0.0245196,0
143,0,0,0,0,0,0.0270081,0.044081,0,0,0,0.0344627,0,0.0172228,0,0.0178472,0,0,0.0293327,0.0904811,0.0228989,0.0302779,0.0312835,0.0348172,0.0874392,0.104266,0.11812,0.0971191,0.036509,0.091472,0.0925459,0.0481861,0.0125366,0.0309151,0,0.0219977,0.036585,0,0,0.0247652,0,0,0.0355476,0.0755566,0.0245478,0.0155016,0.0244621,0.0522435,0.0486253,0.0632679,0.102487,0.0905253,0.0401526,0.0757378,0.0487045,0.0556395,0.0890676,0.0512175,0.012396,0.0111328,0.021765,0.0228335,0.0323124,0,0,0,0,0,0.0561283,0.0161241,0.009115,0.0247006,0
144,0,0,0,0,0,0.027131,0.0437366,0,0,0,0.0342897,0,0.0174836,0,0.017553,0,0,0.0292458,0.0906504,0.0248163,0.0310334,0.0323022,0.0345757,0.0871285,0.104048,0.117946,0.0968866,0.0359336,0.0930353,0.0938654,0.0541151,0.0125524,0.0304715,0,0.0226428,0.0365789,0,0,0.0243186,0,0,0.0353566,0.0761942,0.0256725,0.0153698,0.0257219,0.0516986,0.0480072,0.0627533,0.101952,0.0903506,0.0401654,0.0753933,0.0485286,0.0552166,0.0883531,0.0550402,0.0119363,0.0110541,0.0214778,0.0226929,0.0321652,0,0,0,0,0,0.0564773,0.0160325,0.00920109,0.0249305,0
145,0,0,0,0,0,0.0274891,0.0432898,0,0,0,0.0345148,0,0.0177966,0,0.0168054,0,0,0.0293839,0.0910335,0.0266387,0.0319214,0.0332285,0.0341078,0.0867251,0.103712,0.117735,0.0967376,0.0355071,0.094528,0.0951086,0.0598995,0.0127275,0.0302138,0,0.0232174,0.0365907,0,0,0.0234174,0,0,0.0353511,0.0766855,0.0265481,0.0151909,0.0267041,0.0508537,0.0474174,0.0627111,0.101945,0.0902946,0.0403515,0.0750021,0.0482897,0.0550359,0.0877413,0.0571788,0.0117735,0.0111343,0.0214274,0.0225421,0.0320529,0,0,0,0,0,0.0565952,0.0165791,0.00891583,0.0251453,0
146,0,0,0,0,0,0.0279491,0.0428565,0,0,0,0.0352088,0,0.0179944,0,0.0165526,0,0,0.0293268,0.0916923,0.0281144,0.0330601,0.0339763,0.0337309,0.0860403,0.103263,0.117327,0.0963744,0.0351538,0.0957573,0.0962176,0.0648212,0.0126428,0.0299527,0,0.0235471,0.0366166,0,0,0.0234546,0,0,0.0350915,0.0770848,0.0271984,0.0148427,0.0268005,0.0499577,0.0469252,0.0629196,0.102107,0.0903249,0.0404437,0.0746438,0.0478603,0.0546276,0.0874999,0.0577519,0.0113733,0.0109575,0.021106,0.0222911,0.0319742,0,0,0,0,0,0.0565418,0.0162703,0.00899289,0.0256712,0
147,0,0,0,0,0,0.0285434,0.042536,0,0,0,0.0358852,0,0.0182832,0,0.0165907,0,0,0.029122,0.0925229,0.0290722,0.0337146,0.0344694,0.0334611,0.0851924,0.102629,0.116849,0.0960228,0.0348624,0.0966245,0.097064,0.0685599,0.0125764,0.0295572,0,0.0237758,0.0366544,0,0,0.0233507,0,0,0.0348899,0.077319,0.0273011,0.014613,0.0264075,0.0489674,0.0463848,0.0634128,0.102357,0.09046,0.0407652,0.0743459,0.0475074,0.0542751,0.0874749,0.0569034,0.0111723,0.0108393,0.0209237,0.0220343,0.0317076,0,0,0,0,0,0.0562785,0.01573,0.00900042,0.0259861,0
148,0,0,0,0,0,0.0291826,0.042255,0,0,0,0.0364112,0,0.0184919,0,0.0164164,0,0,0.0289835,0.0935561,0.0295908,0.0340924,0.0349577,0.03325,0.0841558,0.101751,0.116195,0.0955222,0.0345459,0.0971672,0.0976621,0.0706903,0.012756,0.0292844,0,0.0239303,0.0367035,0,0,0.0234222,0,0,0.0346465,0.0773512,0.027092,0.014438,0.0260076,0.0480957,0.0457821,0.063887,0.102598,0.0907077,0.0412123,0.0740998,0.0472963,0.0541036,0.0873508,0.0553165,0.0109589,0.0107439,0.0207454,0.0216381,0.0312565,0,0,0,0,0,0.0559728,0.0154018,0.00896575,0.0261923,0
149,0,0,0,0,0,0.0297535,0.0420279,0,0,0,0.0366143,0,0.0186446,0,0.0162959,0,0,0.0288379,0.0945634,0.0294897,0.0341313,0.0353311,0.033122,0.0830584,0.100747,0.115456,0.0950156,0.0342042,0.0974995,0.0980254,0.0712687,0.0129683,0.0291225,0,0.024041,0.0367842,0,0,0.0236238,0,0,0.0343616,0.077155,0.0264619,0.0144344,0.0255201,0.047359,0.045199,0.0640069,0.102896,0.0910524,0.0419195,0.0740235,0.0472165,0.0541733,0.0874175,0.0531692,0.0107813,0.0106935,0.0205417,0.0212371,0.0306632,0,0,0,0,0,0.0558173,0.0151103,0.0089392,0.0263965,0
