Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x69,x70,x71,x72,RWRB
78,0,0,0,0,0,0,0.0288343,0.0437228,0,0,0,0.0290584,0,0.0248033,0,0,0.0223041,0,0,0.0299576,0.0910486,0.0207186,0.0162101,0.0169682,0.0338592,0.0361631,0.066559,0.0889379,0.0941046,0.0721179,0.033615,0.0278475,0.0350327,0.0419071,0.050194,0.0107464,0.00950644,0.0178052,0.0317714,0,0.0293134,0.036312,0,0,0.0198535,0,0,0.0342786,0.0860944,0.0524891,0.0161692,0.023176,0.0388175,0.0379956,0.0546957,0.0888883,0.0817331,0.0359863,0.0606421,0.0313718,0.042545,0.0742462,0.0631272,0.0140674,0.0132693,0.0272861,0.0246952,0,0,0,0,0.0252127
79,0,0,0,0,0,0,0.0287509,0.0436485,0,0,0,0.0290584,0,0.0249157,0,0,0.0222707,0,0,0.0299147,0.0907478,0.0207051,0.01583,0.0163279,0.0335084,0.0360418,0.0667025,0.0891273,0.094538,0.0726005,0.0337399,0.0279859,0.035201,0.0418819,0.0506893,0.0107815,0.00940482,0.017818,0.0319662,0,0.029333,0.0362672,0,0,0.0200578,0,0,0.0341652,0.0856831,0.0522464,0.0159124,0.0234848,0.0390156,0.0380654,0.0548353,0.0892067,0.0816779,0.0358998,0.061093,0.0319334,0.0427638,0.0744245,0.0649809,0.0141234,0.0131882,0.0272179,0.0247879,0,0,0,0,0.0252344
80,0,0,0,0,0,0,0.0286638,0.0435775,0,0,0,0.0289951,0,0.0250137,0,0,0.0222851,0,0,0.0298997,0.0905958,0.0207745,0.0154287,0.0158374,0.033095,0.0359626,0.0667912,0.0893515,0.0948242,0.0729273,0.033771,0.0279504,0.0352068,0.0417871,0.0508686,0.0108196,0.00943068,0.017765,0.0322667,0,0.0292244,0.0362219,0,0,0.0202945,0,0,0.0340925,0.0851526,0.0518563,0.0156549,0.0238125,0.039334,0.0380915,0.0550737,0.089689,0.0816104,0.035855,0.0617844,0.0325967,0.0431086,0.0747621,0.0657119,0.0141191,0.0131532,0.0271548,0.0248208,0,0,0,0,0.0252147
81,0,0,0,0,0,0,0.0286,0.043513,0,0,0,0.0289066,0,0.025037,0,0,0.0222923,0,0,0.0299076,0.090559,0.0208205,0.0150417,0.0155736,0.0324833,0.0359045,0.0668729,0.0895354,0.0949296,0.0731159,0.033768,0.0278484,0.0350688,0.0417582,0.0505735,0.0108521,0.00945635,0.0178578,0.0324792,0,0.0289203,0.0361954,0,0,0.020468,0,0,0.0339876,0.0845297,0.0513454,0.0154087,0.0241366,0.0397262,0.038028,0.0553982,0.0903115,0.0817245,0.0358709,0.062566,0.0333639,0.0436683,0.0753798,0.0656195,0.0140952,0.0131203,0.0270972,0.024778,0,0,0,0,0.0251605
82,0,0,0,0,0,0,0.0285982,0.0434656,0,0,0,0.0288631,0,0.0249554,0,0,0.0222472,0,0,0.0299408,0.0905566,0.0208031,0.0146684,0.0157174,0.0316614,0.0357945,0.066965,0.0896432,0.0949231,0.0732054,0.0335111,0.0276006,0.0349841,0.0418709,0.04987,0.0108204,0.00953051,0.0178928,0.0324247,0,0.0283938,0.0362043,0,0,0.0205414,0,0,0.0338511,0.0838692,0.0506913,0.0151907,0.0244359,0.0401498,0.0378918,0.055769,0.090986,0.0819471,0.0359945,0.0633812,0.0341193,0.044455,0.076163,0.064773,0.014085,0.0130859,0.027073,0.0246721,0,0,0,0,0.0250695
83,0,0,0,0,0,0,0.029077,0.0434399,0,0,0,0.0274155,0,0.0271904,0,0,0.0220256,0,0,0.0299265,0.0905873,0.0233157,0.0135784,0.0152796,0.0309285,0.0354937,0.0675479,0.0877644,0.0950281,0.074515,0.034047,0.0288521,0.0344346,0.0402937,0.0548603,0.0107551,0.00961711,0.0178158,0.0321324,0,0.0277452,0.0364162,0,0,0.0204925,0,0,0.0336238,0.0831757,0.0498625,0.0152503,0.0245733,0.0403111,0.037406,0.0562596,0.091776,0.08229,0.0364249,0.0640935,0.0347741,0.0452485,0.0769405,0.0625806,0.0140475,0.0130027,0.0272354,0.0241673,0,0,0,0,0.0248623
84,0,0,0,0,0,0,0.0287649,0.0434321,0,0,0,0.0288184,0,0.024958,0,0,0.0219048,0,0,0.0299078,0.0905131,0.020613,0.0137979,0.0156819,0.0301048,0.0353668,0.0670823,0.0896554,0.0948574,0.0731594,0.0330286,0.0273713,0.034941,0.0413768,0.0480869,0.0104361,0.00955907,0.0179259,0.0318647,0,0.0270501,0.0363315,0,0,0.0205146,0,0,0.0336752,0.0825266,0.04882,0.0146715,0.0249923,0.040742,0.0377285,0.0565516,0.0923389,0.0825225,0.0365212,0.0648761,0.0355307,0.0462077,0.0778609,0.0602162,0.0140747,0.0130236,0.0271971,0.0242916,0,0,0,0,0.0249271
85,0,0,0,0,0,0,0.0288517,0.0433899,0,0,0,0.0288496,0,0.0249728,0,0,0.021774,0,0,0.0298191,0.0904148,0.0203721,0.0135331,0.0154397,0.0296536,0.0351591,0.0670982,0.0896409,0.0949343,0.0732047,0.0328979,0.0272928,0.0348165,0.0412138,0.0471385,0.0103449,0.00944301,0.0178998,0.03183,0,0.0263573,0.036405,0,0,0.0204615,0,0,0.0336392,0.0818316,0.0476978,0.0147204,0.0252577,0.0408571,0.0376507,0.0568403,0.0928541,0.0830013,0.0366927,0.06543,0.0360488,0.0468386,0.078496,0.0573546,0.0141004,0.0130045,0.0272753,0.0240837,0,0,0,0,0.0248903
86,0,0,0,0,0,0,0.0289111,0.0433356,0,0,0,0.0289231,0,0.0249273,0,0,0.0216264,0,0,0.0297303,0.0902884,0.0200992,0.0132591,0.0151962,0.0290802,0.0349546,0.0671401,0.0896283,0.0951225,0.0733716,0.032935,0.0272435,0.0346636,0.041097,0.0464241,0.0102773,0.00937505,0.0178098,0.0318772,0,0.0256883,0.0364728,0,0,0.020496,0,0,0.0336784,0.0810912,0.046533,0.0146163,0.0254915,0.0408715,0.0375735,0.0570529,0.0933463,0.0834579,0.0369231,0.0659018,0.0364986,0.0473143,0.0790324,0.0542743,0.0141413,0.0130018,0.0273176,0.0238919,0,0,0,0,0.0248755
87,0,0,0,0,0,0,0.0288866,0.0432896,0,0,0,0.0289517,0,0.0248238,0,0,0.0215282,0,0,0.0296645,0.0901941,0.0197752,0.0130889,0.0149672,0.0284333,0.0348104,0.0672241,0.0896461,0.0953215,0.0736508,0.0329163,0.0271917,0.0346483,0.0409952,0.0458241,0.010279,0.00937309,0.0177297,0.0320743,0,0.0252107,0.0365044,0,0,0.020558,0,0,0.0335924,0.0803315,0.0454129,0.0144709,0.0257455,0.0408519,0.0374986,0.057184,0.0937737,0.0835832,0.0371159,0.0662741,0.0369318,0.0475987,0.0794064,0.0512006,0.0141554,0.0129631,0.0273388,0.0237698,0,0,0,0,0.0248336
88,0,0,0,0,0,0,0.0288294,0.043226,0,0,0,0.0289411,0,0.0247361,0,0,0.0214774,0,0,0.0296354,0.0900596,0.019464,0.0129569,0.0146853,0.028066,0.0347037,0.0673344,0.0897,0.0955188,0.0739748,0.0328575,0.0271378,0.0348862,0.0409176,0.0453988,0.0103304,0.00944499,0.0177863,0.0323044,0,0.0248647,0.036504,0,0,0.0207116,0,0,0.0336097,0.0795607,0.0444963,0.0143078,0.0259619,0.0408442,0.0374545,0.0573421,0.0941183,0.083623,0.0372884,0.0665472,0.0373713,0.0477709,0.0796949,0.0482341,0.0141187,0.0129529,0.0273507,0.0236821,0,0,0,0,0.0248232
89,0,0,0,0,0,0,0.0287688,0.0431456,0,0,0,0.0289542,0,0.0247696,0,0,0.021471,0,0,0.029638,0.0899053,0.0192137,0.0129025,0.0143915,0.0276604,0.0346736,0.0673875,0.089709,0.0957161,0.0742404,0.0328227,0.0270975,0.0349214,0.0407926,0.0449405,0.010446,0.00955808,0.0177599,0.0326363,0,0.024675,0.0364932,0,0,0.0209479,0,0,0.0335968,0.0787933,0.0438063,0.0141108,0.0260848,0.040888,0.0373941,0.0575193,0.094438,0.0836505,0.0373606,0.0667385,0.0378128,0.0479126,0.0799597,0.045415,0.0140695,0.0129495,0.0273092,0.0236436,0,0,0,0,0.0247944
90,0,0,0,0,0,0,0.0287017,0.0430812,0,0,0,0.0289895,0,0.0248731,0,0,0.0214749,0,0,0.0296043,0.0898492,0.0191838,0.0129541,0.0141078,0.0270159,0.0346892,0.0673432,0.0896751,0.0958298,0.0744032,0.0327647,0.0269798,0.0349099,0.0406997,0.0442649,0.0104254,0.00963853,0.0177076,0.0332642,0,0.0242411,0.0364824,0,0,0.0211754,0,0,0.0335751,0.0780332,0.0427899,0.0138966,0.0261497,0.0409572,0.0373188,0.0577155,0.0948023,0.0836991,0.0373412,0.0668733,0.0382208,0.0480466,0.0802114,0.0428282,0.0140328,0.0129467,0.0272089,0.0236265,0,0,0,0,0.0247453
91,0,0,0,0,0,0,0.0286779,0.0430534,0,0,0,0.0290862,0,0.0247463,0,0,0.0214638,0,0,0.0295614,0.0898181,0.0189546,0.0130441,0.0139151,0.0264801,0.0347105,0.067271,0.089657,0.0959241,0.0745515,0.0326725,0.0267359,0.0348504,0.0406867,0.0435653,0.0102796,0.009633,0.0177063,0.0339455,0,0.0238383,0.0365082,0,0,0.0211338,0,0,0.033422,0.0772653,0.0418164,0.0137496,0.0261639,0.0410655,0.0372956,0.0580145,0.0951775,0.0837568,0.0372822,0.0670863,0.038665,0.048251,0.0806047,0.0403996,0.0140393,0.0129373,0.0270915,0.0235442,0,0,0,0,0.0247089
92,0,0,0,0,0,0,0.0287258,0.043095,0,0,0,0.0293194,0,0.0244712,0,0,0.0214651,0,0,0.0295311,0.0897849,0.0185596,0.0132058,0.0138278,0.0260193,0.0347299,0.0673621,0.0896285,0.095958,0.0746785,0.0325233,0.0266238,0.0347811,0.0405754,0.0427987,0.0101983,0.00964659,0.0177116,0.0346851,0,0.0235083,0.0364781,0,0,0.021076,0,0,0.0332046,0.0764824,0.040888,0.0137027,0.026106,0.0412291,0.0371672,0.058423,0.0956156,0.0839152,0.0373571,0.067459,0.0390949,0.0485751,0.0811366,0.0378537,0.0140501,0.0128833,0.0269622,0.023361,0,0,0,0,0.0246687
93,0,0,0,0,0,0,0.0288286,0.0431751,0,0,0,0.0295853,0,0.0242416,0,0,0.0214654,0,0,0.0295188,0.0897902,0.018168,0.0134657,0.0137987,0.025281,0.0347506,0.0674776,0.0895348,0.0959389,0.0747661,0.0323571,0.0265625,0.0347639,0.0404537,0.0418798,0.0101787,0.00969278,0.0176792,0.0357195,0,0.0230957,0.0364573,0,0,0.0211605,0,0,0.0331272,0.0756919,0.0399137,0.013762,0.0259677,0.0413882,0.0370296,0.0588739,0.0961571,0.0841462,0.0375672,0.0678983,0.0395166,0.0490288,0.0816791,0.0349655,0.01403,0.0128293,0.0267675,0.0231526,0,0,0,0,0.0246223
94,0,0,0,0,0,0,0.0289492,0.0432391,0,0,0,0.0298337,0,0.0243911,0,0,0.0214512,0,0,0.029511,0.0898025,0.0179621,0.0137561,0.0138459,0.0245785,0.0347689,0.0675485,0.0894485,0.0958769,0.0747823,0.0321529,0.0265548,0.0346861,0.0403443,0.0408422,0.0102143,0.00970911,0.0176238,0.0369681,0,0.0223792,0.0365018,0,0,0.0213351,0,0,0.0332028,0.0748781,0.0388694,0.0139933,0.0257026,0.041553,0.0369147,0.0593814,0.0966878,0.0844472,0.0379191,0.0684182,0.0399679,0.0496431,0.0822995,0.0318579,0.0140139,0.0128192,0.0265481,0.0229556,0,0,0,0,0.0246077
95,0,0,0,0,0,0,0.0290705,0.0432552,0,0,0,0.0300687,0,0.0244554,0,0,0.021411,0,0,0.0294489,0.0898442,0.0177728,0.0140407,0.01393,0.0240161,0.0347587,0.0675895,0.0893139,0.095801,0.0747662,0.0320541,0.0264843,0.0344104,0.0402064,0.0398711,0.0103163,0.0096245,0.0177395,0.0383503,0,0.0217658,0.0365716,0,0,0.0213417,0,0,0.033276,0.0740513,0.0377817,0.0143446,0.0253666,0.0417332,0.0368614,0.059877,0.0971837,0.0848683,0.0382972,0.0689909,0.0404513,0.0502962,0.0829418,0.0288531,0.0140029,0.0128546,0.0263644,0.022755,0,0,0,0,0.0246184
96,0,0,0,0,0,0,0.029185,0.0432492,0,0,0,0.0302459,0,0.0243862,0,0,0.0213547,0,0,0.0293732,0.0898697,0.0175577,0.0143067,0.0140215,0.0236463,0.0347126,0.0676583,0.0891245,0.0956931,0.0747545,0.0319748,0.0263737,0.0342896,0.0401081,0.0390212,0.0104411,0.00953636,0.0177949,0.0397629,0,0.0210033,0.0366619,0,0,0.0211425,0,0,0.0331551,0.0732159,0.0364686,0.0148111,0.0250146,0.0418824,0.0368453,0.060324,0.0976539,0.0853558,0.0386893,0.0695041,0.0408764,0.0508071,0.0835883,0.0260818,0.0140061,0.0128715,0.0262795,0.0225296,0,0,0,0,0.0246053
97,0,0,0,0,0,0,0.0292959,0.0432415,0,0,0,0.0304675,0,0.0242823,0,0,0.0212947,0,0,0.0293522,0.0898958,0.0174232,0.0145404,0.0141188,0.0235092,0.0346565,0.0677327,0.0889646,0.095626,0.0748091,0.0319019,0.0262513,0.0345104,0.0400209,0.0382486,0.0105176,0.00952772,0.0177548,0.0412336,0,0.0204012,0.0367635,0,0,0.0211233,0,0,0.033101,0.0723753,0.0351016,0.0154437,0.0246729,0.0419442,0.0368251,0.0607135,0.0980667,0.0856778,0.0391716,0.0699139,0.0412275,0.0511077,0.0841495,0.0234205,0.0140132,0.0128861,0.0262784,0.0223059,0,0,0,0,0.0245981
98,0,0,0,0,0,0,0.0293905,0.0432441,0,0,0,0.0307421,0,0.0242352,0,0,0.0212632,0,0,0.0294001,0.0899564,0.0173279,0.0147466,0.0142039,0.0232621,0.034591,0.0677144,0.0887748,0.0955985,0.0749066,0.0318755,0.0261581,0.0344819,0.0399905,0.0374803,0.0105175,0.00965392,0.017708,0.0425563,0,0.0201357,0.0368592,0,0,0.0212197,0,0,0.0331395,0.0715726,0.0339506,0.0161211,0.0244044,0.0420279,0.0367997,0.0610599,0.0984471,0.0860796,0.0396632,0.0702267,0.0416072,0.0514015,0.0845909,0.0209667,0.0140066,0.0129119,0.0262491,0.02208,0,0,0,0,0.0246399
99,0,0,0,0,0,0,0.0294872,0.0432527,0,0,0,0.0309995,0,0.0242417,0,0,0.0212312,0,0,0.0294733,0.0900358,0.0172238,0.0149474,0.0142388,0.0228717,0.0345228,0.0677637,0.0885634,0.0955671,0.0749479,0.0318789,0.0261264,0.0344396,0.0399622,0.0367919,0.0104813,0.00979036,0.0177154,0.0436764,0,0.0198832,0.0369366,0,0,0.0211501,0,0,0.0331483,0.0707939,0.0329925,0.0168457,0.0241528,0.0421422,0.0367524,0.0614206,0.0988168,0.0865471,0.0401697,0.0704819,0.0419966,0.051659,0.0850885,0.0187293,0.013986,0.0129394,0.0262271,0.0218482,0,0,0,0,0.0246761
100,0,0,0,0,0,0,0.0296058,0.0432419,0,0,0,0.0311981,0,0.0241659,0,0,0.0211461,0,0,0.0295211,0.0900811,0.0170035,0.015164,0.0143188,0.0224041,0.0344286,0.0676678,0.0884148,0.0953597,0.0749723,0.0319012,0.0262015,0.0343176,0.0398814,0.0360505,0.0104368,0.00976706,0.0177406,0.0447628,0,0.0195403,0.0370196,0,0,0.0210739,0,0,0.0331644,0.0700817,0.0321131,0.0175768,0.023897,0.0422856,0.0366462,0.0617982,0.099152,0.0867209,0.0406296,0.0707408,0.0423757,0.0519412,0.0855299,0.0167889,0.0139734,0.0129797,0.0262103,0.0216158,0,0,0,0,0.0246667
101,0,0,0,0,0,0,0.029755,0.0432325,0,0,0,0.0314373,0,0.0240802,0,0,0.0210402,0,0,0.0295965,0.0901237,0.016827,0.0155267,0.0144285,0.0219408,0.0343048,0.0674504,0.0882623,0.0951069,0.0749369,0.0319061,0.0261964,0.0341712,0.0397696,0.0353317,0.0103941,0.00975844,0.0177536,0.0459175,0,0.0193188,0.0370974,0,0,0.021043,0,0,0.0332031,0.0693944,0.0310353,0.0183393,0.0236785,0.0424154,0.036527,0.0622243,0.0995306,0.0868011,0.0410714,0.0710686,0.042695,0.0522202,0.0859266,0.0151042,0.0139749,0.0130533,0.0261868,0.0213436,0,0,0,0,0.0246307
102,0,0,0,0,0,0,0.0299354,0.0432289,0,0,0,0.0316823,0,0.024012,0,0,0.0209332,0,0,0.029658,0.0902345,0.0167449,0.0159275,0.0145416,0.0214708,0.0341828,0.0670608,0.0880942,0.095017,0.0748585,0.0318663,0.026106,0.0340453,0.0397086,0.0345837,0.0104147,0.00964585,0.0177696,0.0470201,0,0.0190545,0.0371858,0,0,0.0209977,0,0,0.0333198,0.0687544,0.0301411,0.0191619,0.0235517,0.0424916,0.036445,0.0626799,0.0998834,0.0868477,0.041497,0.0714462,0.0430065,0.0526021,0.086389,0.0137671,0.013987,0.0131727,0.0261701,0.021065,0,0,0,0,0.0246197
103,0,0,0,0,0,0,0.0301435,0.0432249,0,0,0,0.03189,0,0.0238952,0,0,0.0208418,0,0,0.0297375,0.0903805,0.0166415,0.0164023,0.0146991,0.0210368,0.0340202,0.0668612,0.087854,0.09488,0.0747416,0.0317735,0.0259861,0.0339946,0.0397019,0.0338427,0.0104135,0.00961787,0.0177726,0.0479228,0,0.0189857,0.037289,0,0,0.0209537,0,0,0.0334547,0.0681955,0.029512,0.0200043,0.0234476,0.0425529,0.0363407,0.0631605,0.100143,0.0867703,0.0418763,0.0718708,0.04329,0.0530674,0.08682,0.0127283,0.0139737,0.0132496,0.0261644,0.0207816,0,0,0,0,0.0246587
104,0,0,0,0,0,0,0.030366,0.0432223,0,0,0,0.0321991,0,0.0239458,0,0,0.0207396,0,0,0.0298329,0.0905384,0.0165682,0.0169411,0.0148933,0.02063,0.0338197,0.0666897,0.0875583,0.094669,0.0746657,0.0316435,0.0258232,0.0341328,0.039576,0.0330942,0.0103834,0.00967469,0.0177973,0.0486038,0,0.0190248,0.0374275,0,0,0.0209098,0,0,0.033605,0.067677,0.0290216,0.020894,0.0233996,0.0425949,0.0361461,0.0636196,0.100333,0.0865815,0.0422839,0.0723139,0.0434901,0.0535628,0.087325,0.0118464,0.0139224,0.0133489,0.0261833,0.0204601,0,0,0,0,0.0246979
105,0,0,0,0,0,0,0.030626,0.0432243,0,0,0,0.0325001,0,0.0240108,0,0,0.0206289,0,0,0.0299142,0.0907116,0.0164535,0.0175102,0.0150911,0.0201209,0.0335843,0.0665308,0.0872832,0.0944562,0.0745166,0.0315849,0.025659,0.0339496,0.0394037,0.0323955,0.0103932,0.00964385,0.017817,0.0490138,0,0.0190666,0.0375738,0,0,0.0208615,0,0,0.033703,0.067185,0.0285788,0.0218137,0.0234883,0.0426078,0.0359711,0.0640356,0.100463,0.0863151,0.0427131,0.0727386,0.0436546,0.0540877,0.0879022,0.0112758,0.0138898,0.0133697,0.026174,0.0201404,0,0,0,0,0.0247308
106,0,0,0,0,0,0,0.0309183,0.0432616,0,0,0,0.0327751,0,0.0239978,0,0,0.0205119,0,0,0.0299408,0.0908629,0.0163745,0.0181025,0.0152694,0.0195846,0.0333484,0.0663384,0.0870675,0.094222,0.0743005,0.0315913,0.0255389,0.0335563,0.0392645,0.0316699,0.0104498,0.00950914,0.0178054,0.0491486,0,0.0192046,0.0377332,0,0,0.0208008,0,0,0.0338157,0.0667255,0.028173,0.0227271,0.0237022,0.0426612,0.0357705,0.0645306,0.100624,0.0860705,0.0431837,0.0731736,0.0437918,0.0546881,0.0885491,0.010877,0.0138828,0.0134098,0.0261853,0.0198207,0,0,0,0,0.0247583
107,0,0,0,0,0,0,0.0312498,0.0433398,0,0,0,0.0331683,0,0.0239392,0,0,0.0203923,0,0,0.0299735,0.0910022,0.0162639,0.0186939,0.0154676,0.0191648,0.0331328,0.0659532,0.0868306,0.0939716,0.0740856,0.0314737,0.0254629,0.0334512,0.0391888,0.0308573,0.0104965,0.00945613,0.0178381,0.0490854,0,0.0195467,0.0378884,0,0,0.0207392,0,0,0.0339394,0.0662743,0.0278093,0.0236327,0.024003,0.0427544,0.0354964,0.0651253,0.100832,0.0859161,0.0437021,0.0736259,0.0439221,0.0552977,0.0891972,0.0105232,0.0139129,0.0134953,0.0262679,0.0195193,0,0,0,0,0.0247396
108,0,0,0,0,0,0,0.0316157,0.0434657,0,0,0,0.0335521,0,0.0238846,0,0,0.0202775,0,0,0.0300201,0.0911438,0.0161794,0.0192684,0.0156586,0.0188937,0.0329104,0.0656479,0.0866173,0.0936992,0.0739425,0.0314145,0.0253481,0.0335903,0.0391264,0.0301753,0.0105014,0.00943762,0.0179044,0.0487106,0,0.0199084,0.0380523,0,0,0.0206065,0,0,0.0340327,0.0658233,0.0273848,0.0245057,0.024504,0.0428598,0.0351526,0.0657088,0.101079,0.0858073,0.0442277,0.0740783,0.0440221,0.0557939,0.0897961,0.0103894,0.0139578,0.0135918,0.0264867,0.0191906,0,0,0,0,0.0247114
109,0,0,0,0,0,0,0.0319964,0.0436238,0,0,0,0.033813,0,0.0238072,0,0,0.0201844,0,0,0.0301013,0.0912878,0.0160509,0.0198256,0.0158608,0.0186786,0.03266,0.0654629,0.0863616,0.0934259,0.0738916,0.0314627,0.0251044,0.0334518,0.0390496,0.0294736,0.0104637,0.00947883,0.0179094,0.0478942,0,0.020538,0.03822,0,0,0.0204474,0,0,0.0341035,0.0654613,0.0272946,0.0252131,0.0253017,0.0429415,0.0348215,0.0662648,0.101242,0.0856826,0.0446488,0.0745374,0.0441283,0.0562329,0.0903952,0.010539,0.0139891,0.0135906,0.026836,0.0188294,0,0,0,0,0.0247446
110,0,0,0,0,0,0,0.0323425,0.0437577,0,0,0,0.0342228,0,0.0236938,0,0,0.0201282,0,0,0.0301784,0.0915662,0.0159218,0.0203715,0.0158548,0.018315,0.0324111,0.0652872,0.0861019,0.0932984,0.0736039,0.0314692,0.025078,0.0332746,0.0389652,0.0287263,0.0103766,0.00955367,0.0178859,0.0468719,0,0.0212886,0.0383846,0,0,0.020338,0,0,0.034312,0.0651903,0.0274492,0.025793,0.0262169,0.0429197,0.0345601,0.0666949,0.101291,0.0855164,0.0449117,0.0749421,0.0442322,0.0566638,0.090957,0.0110026,0.0139752,0.0136492,0.0271097,0.0184892,0,0,0,0,0.0248362
111,0,0,0,0,0,0,0.0326127,0.0438661,0,0,0,0.0345425,0,0.0235549,0,0,0.0200944,0,0,0.0302359,0.0919603,0.0158022,0.0209351,0.0158385,0.0181597,0.0321461,0.0651136,0.0860804,0.0931685,0.0733916,0.0314277,0.0250431,0.0331289,0.0388642,0.0281157,0.0102676,0.00957254,0.0179014,0.0459973,0,0.021806,0.0385641,0,0,0.0203342,0,0,0.0346297,0.0650408,0.0276934,0.0262205,0.0269771,0.0428352,0.0344233,0.0670043,0.101257,0.0853432,0.0450536,0.0752324,0.0442474,0.0569386,0.0913463,0.011577,0.0138905,0.0137669,0.027021,0.0181703,0,0,0,0,0.0249347
112,0,0,0,0,0,0,0.0327863,0.0439945,0,0,0,0.0347676,0,0.0233815,0,0,0.020097,0,0,0.0302911,0.0921295,0.0157019,0.0214605,0.0157558,0.0179427,0.0318735,0.0648437,0.0859071,0.0930599,0.0732069,0.0313261,0.0248312,0.0331541,0.0387278,0.0275461,0.0101601,0.0095794,0.0179687,0.0453461,0,0.0221538,0.0387385,0,0,0.0203173,0,0,0.0347233,0.0649986,0.0280502,0.0265164,0.0274513,0.0427388,0.034354,0.0671899,0.101131,0.08515,0.0450958,0.0753914,0.0441502,0.057056,0.0915327,0.0121095,0.0137827,0.0138597,0.0265632,0.0179197,0,0,0,0,0.0249842
113,0,0,0,0,0,0,0.0328723,0.0440673,0,0,0,0.0348684,0,0.0232508,0,0,0.0201356,0,0,0.0303224,0.0921216,0.0157066,0.0218307,0.0156738,0.0176696,0.0316256,0.0646245,0.0856908,0.0930035,0.0730016,0.0312272,0.0246556,0.0330843,0.0386945,0.0271155,0.0100903,0.00950675,0.0180118,0.044772,0,0.0224205,0.0388883,0,0,0.0203162,0,0,0.0345815,0.0650805,0.0284298,0.026668,0.0277075,0.0426877,0.0343269,0.0673188,0.100991,0.0849444,0.0450051,0.0754234,0.0440191,0.0570524,0.091538,0.012581,0.0137027,0.0139125,0.0263798,0.0177669,0,0,0,0,0.024967
114,0,0,0,0,0,0,0.0329201,0.0440939,0,0,0,0.0349517,0,0.0230867,0,0,0.0201441,0,0,0.030374,0.0921042,0.0158942,0.0222478,0.0156598,0.0176032,0.0314319,0.0645058,0.0856947,0.0929789,0.0727709,0.0311236,0.0245591,0.0329579,0.0389445,0.0268692,0.0100809,0.00951667,0.0180225,0.0441923,0,0.0225473,0.0390209,0,0,0.0202936,0,0,0.0345036,0.0652149,0.0286945,0.0266449,0.027809,0.0426035,0.0343084,0.0674416,0.100951,0.0847577,0.0448956,0.075297,0.0438589,0.0569417,0.0914219,0.0130502,0.0136686,0.0139385,0.0263629,0.0176648,0,0,0,0,0.0249939
115,0,0,0,0,0,0,0.0329475,0.0440904,0,0,0,0.0350484,0,0.0228261,0,0,0.0201157,0,0,0.0304164,0.0923112,0.0161257,0.0226949,0.0156571,0.0174145,0.0312812,0.0643147,0.0858081,0.0929591,0.0724754,0.0310102,0.024589,0.0329999,0.0388881,0.0265616,0.0101204,0.00962091,0.0180193,0.0437754,0,0.0224746,0.039156,0,0,0.0202872,0,0,0.0345308,0.0654265,0.0289234,0.0263729,0.0275985,0.0424797,0.0343254,0.0674943,0.101148,0.0846282,0.0447498,0.0751143,0.0437484,0.0567906,0.0912061,0.0134883,0.0137062,0.0139529,0.0263203,0.0176336,0,0,0,0,0.0250427
116,0,0,0,0,0,0,0.0329315,0.044086,0,0,0,0.0350794,0,0.0225096,0,0,0.0200438,0,0,0.0304011,0.0924515,0.0163851,0.0231608,0.0157073,0.0171894,0.03115,0.0640066,0.085859,0.09289,0.0722947,0.0309052,0.0245881,0.0329864,0.0387206,0.0261166,0.01014,0.00964795,0.0180288,0.0436295,0,0.0222443,0.0393053,0,0,0.0202575,0,0,0.0346725,0.0657508,0.0291752,0.0259039,0.0270755,0.0423655,0.0343885,0.0674651,0.101279,0.0845526,0.0445712,0.0749356,0.0437219,0.0566207,0.0909188,0.0139017,0.0138215,0.0139743,0.0262695,0.0176715,0,0,0,0,0.0251292
117,0,0,0,0,0,0,0.0327984,0.0441913,0,0,0,0.0350414,0,0.0221385,0,0,0.0199648,0,0,0.0303511,0.0925122,0.0167032,0.0236782,0.0157805,0.0169438,0.0310439,0.0637188,0.0859776,0.092793,0.072059,0.0307936,0.0244825,0.0328931,0.0385019,0.0257873,0.0100773,0.00961345,0.0180265,0.0437401,0,0.0220024,0.0392485,0,0,0.0199783,0,0,0.0347957,0.0661653,0.0296197,0.025251,0.0263422,0.0422252,0.0345128,0.0673094,0.101304,0.0844299,0.0443029,0.0747836,0.0437561,0.0564665,0.0905859,0.0142288,0.0139412,0.0140158,0.0263449,0.0177376,0,0,0,0,0.0252666
