Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x69,x70,x71,x72,RWRB
9,0,0,0,0,0,0,0.0291217,0.0450613,0,0,0,0.0322208,0,0.0192999,0,0,0.0226754,0,0,0.0289508,0.0901419,0.0327837,0.0147795,0.0223232,0.0264065,0.0371907,0.0693465,0.0884426,0.100266,0.0759801,0.0385751,0.0327,0.0423944,0.050655,0.0557654,0.0103919,0.00965602,0.0185124,0.0286142,0,0.0252924,0.0356456,0,0,0.0338106,0,0,0.0302136,0.0762732,0.0403399,0.014388,0.028393,0.0432053,0.0412692,0.0598798,0.0974294,0.0831033,0.0360908,0.0679149,0.0417697,0.04708,0.0800368,0.0580568,0.0128195,0.012773,0.0282411,0.0215984,0,0,0,0,0.0235814
10,0,0,0,0,0,0,0.0294223,0.0450111,0,0,0,0.0325355,0,0.0192306,0,0,0.0224418,0,0,0.0289641,0.0905898,0.0323671,0.0144348,0.022254,0.0266781,0.0367895,0.0690957,0.0881439,0.0999044,0.0761245,0.0384508,0.032872,0.0428618,0.0509123,0.0547545,0.0100638,0.00969422,0.0184943,0.0283045,0,0.0255727,0.0357793,0,0,0.0318567,0,0,0.0309114,0.076407,0.0405045,0.0139798,0.0277255,0.0424633,0.0408627,0.0598504,0.0973988,0.0830228,0.0362912,0.0675004,0.0413797,0.0466894,0.0797934,0.0566294,0.0124477,0.0127091,0.0283509,0.0214375,0,0,0,0,0.023833
11,0,0,0,0,0,0,0.0296826,0.0450142,0,0,0,0.0326642,0,0.0192722,0,0,0.0223197,0,0,0.0289298,0.0910934,0.0319435,0.0141853,0.0221796,0.0269244,0.0365257,0.0687764,0.0878019,0.0993651,0.0762719,0.0379168,0.032674,0.0430418,0.0509691,0.0536806,0.00980982,0.00971853,0.0183954,0.0279919,0,0.0255539,0.0359273,0,0,0.0302098,0,0,0.0314817,0.0763578,0.0401307,0.0137441,0.0270084,0.0418982,0.0404065,0.0598532,0.0974412,0.0832356,0.0367041,0.067329,0.0411547,0.0465987,0.0798001,0.0546025,0.0121805,0.0127464,0.0283848,0.0212389,0,0,0,0,0.0240226
12,0,0,0,0,0,0,0.0299119,0.0450465,0,0,0,0.0325482,0,0.0192829,0,0,0.022263,0,0,0.0288905,0.0915178,0.0315449,0.0139812,0.0221808,0.0272382,0.0363828,0.0683817,0.0874879,0.0988361,0.0763077,0.0373897,0.0323061,0.0427997,0.0508114,0.0526375,0.00969797,0.00970913,0.0183436,0.0278691,0,0.0252996,0.0360887,0,0,0.0287272,0,0,0.0319436,0.0761631,0.0394956,0.0137165,0.0264829,0.0415214,0.0399235,0.0601159,0.0975714,0.08367,0.037337,0.0674582,0.0411138,0.0468348,0.0801015,0.0524036,0.0120959,0.0128576,0.0283743,0.0209952,0,0,0,0,0.0241067
13,0,0,0,0,0,0,0.0301391,0.0450608,0,0,0,0.0328227,0,0.0194282,0,0,0.0222207,0,0,0.0288779,0.0917552,0.031113,0.0138508,0.0221769,0.0276011,0.0363065,0.0678859,0.0871816,0.0984864,0.0760954,0.0369913,0.0317782,0.0425085,0.0505132,0.0516187,0.00969428,0.00969749,0.0183353,0.0280519,0,0.0249159,0.0362539,0,0,0.0274465,0,0,0.0322414,0.0758309,0.0385837,0.0138119,0.0259977,0.0413037,0.0394124,0.0603637,0.0977986,0.0842694,0.0380871,0.0677303,0.0411378,0.0472235,0.0805797,0.0500594,0.0120169,0.0129887,0.028391,0.0207377,0,0,0,0,0.0241193
14,0,0,0,0,0,0,0.0303592,0.0450918,0,0,0,0.0329746,0,0.019518,0,0,0.0221516,0,0,0.0288508,0.0918838,0.0306551,0.0137944,0.022321,0.0278986,0.0362731,0.0673438,0.0868903,0.0979838,0.0758048,0.0366066,0.0310623,0.0421509,0.050039,0.0505877,0.00978528,0.00965488,0.0183235,0.0283787,0,0.024483,0.0364144,0,0,0.0263445,0,0,0.0323933,0.0754529,0.0375329,0.0139769,0.0254664,0.0411802,0.038936,0.0606805,0.0980961,0.0849095,0.0387002,0.0680175,0.041242,0.0475156,0.0810018,0.0476909,0.011934,0.0131569,0.0283974,0.0204959,0,0,0,0,0.0240776
15,0,0,0,0,0,0,0.0305506,0.0450884,0,0,0,0.0330754,0,0.0195178,0,0,0.0220616,0,0,0.028747,0.0918959,0.0300949,0.0137397,0.0222499,0.0281859,0.0361952,0.0668745,0.0866195,0.0974764,0.0753626,0.0362611,0.0305682,0.041896,0.0496395,0.0494727,0.0100341,0.00958011,0.0183167,0.028661,0,0.0241672,0.0365846,0,0,0.0253522,0,0,0.0326,0.0751472,0.0366306,0.0142257,0.0250584,0.041037,0.0385617,0.0609597,0.0983486,0.0854207,0.0391799,0.0682129,0.0413332,0.0477326,0.0813104,0.0453292,0.0119761,0.0132604,0.0284251,0.0202584,0,0,0,0,0.0241302
16,0,0,0,0,0,0,0.0307492,0.0450428,0,0,0,0.0332294,0,0.019621,0,0,0.0219189,0,0,0.0286046,0.0918018,0.0294793,0.0137019,0.0219707,0.028499,0.0359282,0.0664175,0.0863757,0.0970567,0.0748938,0.035947,0.0302868,0.0415376,0.0493513,0.0481427,0.0102584,0.0094856,0.0183062,0.0288521,0,0.0239302,0.0367753,0,0,0.0244343,0,0,0.032815,0.0750139,0.0359977,0.0144153,0.0248182,0.0408116,0.0382988,0.0612118,0.0985285,0.0857079,0.0395544,0.0682652,0.0413266,0.0479738,0.0815232,0.043286,0.0120983,0.0133135,0.0285732,0.0200305,0,0,0,0,0.024245
17,0,0,0,0,0,0,0.0309565,0.0449819,0,0,0,0.0337105,0,0.0195983,0,0,0.0217309,0,0,0.0284961,0.0916016,0.0286517,0.0136963,0.0215853,0.0288442,0.0355071,0.0660117,0.0862492,0.0966691,0.0744902,0.0357485,0.0300561,0.0413826,0.0490356,0.0465918,0.0103749,0.0094425,0.0182857,0.0290361,0,0.023842,0.0369864,0,0,0.0236139,0,0,0.0330008,0.0750222,0.0358181,0.0144636,0.0245972,0.0404861,0.0381504,0.0613689,0.0985735,0.0857137,0.0398497,0.0681772,0.0412663,0.0480899,0.0816788,0.0414942,0.0122688,0.0133782,0.0287497,0.0198177,0,0,0,0,0.0244394
18,0,0,0,0,0,0,0.0311596,0.0450125,0,0,0,0.0342163,0,0.0192832,0,0,0.0215536,0,0,0.028417,0.0914707,0.0277332,0.0136896,0.0211431,0.0292252,0.0351489,0.0657082,0.0861388,0.0962709,0.0741662,0.03569,0.0300278,0.0413769,0.0486452,0.0449163,0.0104312,0.00939091,0.0182595,0.0294329,0,0.0239394,0.0372035,0,0,0.0228798,0,0,0.0331666,0.0750731,0.035928,0.0144881,0.024324,0.0400613,0.0380522,0.0612677,0.0985191,0.0855376,0.0400702,0.0680517,0.0411465,0.0480224,0.0817777,0.0395584,0.0123749,0.0134734,0.0289777,0.019623,0,0,0,0,0.0246643
19,0,0,0,0,0,0,0.0314176,0.0450588,0,0,0,0.0348762,0,0.0187875,0,0,0.0214427,0,0,0.0283986,0.0913713,0.0266706,0.0136362,0.0207389,0.029635,0.0348519,0.0654098,0.0860484,0.0959346,0.0739419,0.0357876,0.0301031,0.04147,0.0486269,0.0431818,0.010373,0.00940653,0.0182024,0.0300228,0,0.02398,0.037439,0,0,0.0221989,0,0,0.0334049,0.0750931,0.0359042,0.0145524,0.0240105,0.0395518,0.0379465,0.0612803,0.0984679,0.0853373,0.0403085,0.067905,0.0409366,0.047959,0.0818295,0.0375778,0.0124392,0.0134439,0.02927,0.0193687,0,0,0,0,0.0247453
20,0,0,0,0,0,0,0.0316613,0.0451333,0,0,0,0.0357575,0,0.0184463,0,0,0.0214048,0,0,0.0284172,0.091318,0.025623,0.0135684,0.0203931,0.0300497,0.0346976,0.0650176,0.0859281,0.0957726,0.0737741,0.0360851,0.0303032,0.0417031,0.048498,0.0414343,0.0102907,0.00944675,0.0181565,0.0308055,0,0.0239482,0.0376608,0,0,0.0215259,0,0,0.0335962,0.0750339,0.0357253,0.0146447,0.0236107,0.0390524,0.0378016,0.0615528,0.0985029,0.0852274,0.0406065,0.0677866,0.0406513,0.0479491,0.0819124,0.0354942,0.0125746,0.0134213,0.0294932,0.0191196,0,0,0,0,0.024837
21,0,0,0,0,0,0,0.0318702,0.045241,0,0,0,0.0367245,0,0.0180324,0,0,0.0213833,0,0,0.0284142,0.0912859,0.0246565,0.0134749,0.0201036,0.0304423,0.0346701,0.0645341,0.0857396,0.0956242,0.0735771,0.0363902,0.0305282,0.0419433,0.0483801,0.0396446,0.0101776,0.00945098,0.0180777,0.0317314,0,0.02376,0.0378461,0,0,0.0209554,0,0,0.0336726,0.0748488,0.0354344,0.0147401,0.0231802,0.0385956,0.0376012,0.0618008,0.0986372,0.0852859,0.0409238,0.0676914,0.0403217,0.0481064,0.082065,0.0334049,0.0126832,0.0134257,0.029647,0.0188792,0,0,0,0,0.0249273
22,0,0,0,0,0,0,0.0320506,0.0452895,0,0,0,0.0376377,0,0.0174784,0,0,0.0213566,0,0,0.0284023,0.0912203,0.0237197,0.0132839,0.0199393,0.0307632,0.0347128,0.06403,0.0855605,0.0955149,0.0732705,0.0364969,0.0306479,0.0419465,0.0485051,0.0376969,0.0100547,0.0094711,0.0180416,0.0325908,0,0.0235205,0.0379891,0,0,0.0204802,0,0,0.0337284,0.0745881,0.035013,0.0149123,0.022732,0.0382626,0.0373196,0.0621007,0.0987882,0.0854996,0.0412904,0.0676486,0.0400638,0.0482879,0.0822508,0.0314226,0.0128444,0.0134004,0.0298557,0.0186948,0,0,0,0,0.0249121
23,0,0,0,0,0,0,0.0321033,0.0448335,0,0,0,0.0383873,0,0.0169821,0,0,0.0213471,0,0,0.0283653,0.091269,0.0228032,0.0131335,0.0200873,0.0305769,0.0348262,0.0633825,0.0853068,0.0951748,0.0727622,0.0365805,0.0306594,0.0418686,0.0485902,0.0359541,0.0101457,0.00949925,0.0179418,0.0333733,0,0.0233512,0.0374261,0,0,0.0185432,0,0,0.0279718,0.0742912,0.0346931,0.0152232,0.0223088,0.0380382,0.0374657,0.0626095,0.0989566,0.08581,0.0417287,0.0676362,0.0399439,0.0483943,0.0823749,0.0295134,0.0162189,0.0225453,0.0298438,0.0190669,0,0,0,0,0
24,0,0,0,0,0,0,0.0322848,0.0448917,0,0,0,0.0390066,0,0.0168253,0,0,0.021358,0,0,0.0283627,0.0911974,0.0218817,0.0127829,0.0200227,0.030774,0.0349352,0.0629776,0.0851002,0.0949171,0.072445,0.0365631,0.0306291,0.0417887,0.0484201,0.0347377,0.0101346,0.0095382,0.0179181,0.0339571,0,0.023236,0.0375273,0,0,0.0182169,0,0,0.0279737,0.0739885,0.0344298,0.0154184,0.0219557,0.0379403,0.0371944,0.0628021,0.0991585,0.086124,0.0420593,0.0676205,0.0398959,0.0484383,0.0824272,0.0280702,0.0163199,0.0225381,0.0299829,0.0189401,0,0,0,0,0
25,0,0,0,0,0,0,0.0324077,0.044955,0,0,0,0.039363,0,0.016742,0,0,0.0213941,0,0,0.0283304,0.0910516,0.0211918,0.0124305,0.019929,0.0309503,0.0350604,0.062682,0.0849512,0.0947335,0.07215,0.0365783,0.0306249,0.0415996,0.0481627,0.0336668,0.0101339,0.00955008,0.0179056,0.0343467,0,0.0231985,0.0375995,0,0,0.0180476,0,0,0.0279813,0.0737132,0.0341606,0.0155698,0.0215471,0.0378394,0.0369505,0.0628739,0.0993354,0.0864563,0.0423653,0.0675047,0.0398376,0.0484438,0.0824144,0.0269454,0.0163016,0.0225057,0.0300447,0.0188259,0,0,0,0,0
26,0,0,0,0,0,0,0.0324644,0.04501,0,0,0,0.0395468,0,0.0167015,0,0,0.0214176,0,0,0.0282885,0.0908048,0.0205584,0.0121209,0.0197009,0.0311531,0.0352369,0.0623189,0.0848722,0.0946565,0.0719383,0.0367202,0.0306397,0.0413949,0.0478929,0.0328743,0.0100739,0.00956617,0.0178681,0.0346395,0,0.0231858,0.0376574,0,0,0.0179336,0,0,0.0279964,0.0734936,0.0338871,0.0157083,0.0210669,0.0377049,0.0367669,0.0630474,0.0994578,0.0868031,0.0426235,0.0674355,0.0397829,0.0484045,0.0823453,0.026031,0.0163022,0.0224958,0.0301356,0.0187178,0,0,0,0,0
27,0,0,0,0,0,0,0.03251,0.0450557,0,0,0,0.0396229,0,0.0167544,0,0,0.0214254,0,0,0.0282759,0.0905821,0.0199337,0.011887,0.0193572,0.0314078,0.0353831,0.0619636,0.0848578,0.0946067,0.071887,0.0369501,0.0306456,0.0411603,0.0476503,0.032424,0.0100318,0.00958812,0.0178476,0.034791,0,0.0231002,0.0377108,0,0,0.0178476,0,0,0.0280198,0.0733609,0.0337343,0.0158707,0.0207813,0.0375645,0.0366429,0.0632092,0.0995202,0.0870317,0.0428382,0.0673621,0.0396677,0.0483491,0.0822521,0.0252466,0.016337,0.0225117,0.0302688,0.0186016,0,0,0,0,0
28,0,0,0,0,0,0,0.0325659,0.0450927,0,0,0,0.0395276,0,0.016923,0,0,0.0214675,0,0,0.0282543,0.0903027,0.0194058,0.0117442,0.0190131,0.0317065,0.0354564,0.0617049,0.08497,0.0946012,0.0719277,0.0367909,0.0306792,0.0409997,0.0474346,0.0321637,0.0101041,0.0095768,0.0178252,0.0349178,0,0.0230464,0.0377762,0,0,0.0178137,0,0,0.0279968,0.0733425,0.0337313,0.0162264,0.0206662,0.0373967,0.0365513,0.0632934,0.0995562,0.0871486,0.04303,0.0672968,0.0395169,0.0482501,0.0821756,0.0244112,0.0163824,0.0224729,0.0303704,0.0184596,0,0,0,0,0
29,0,0,0,0,0,0,0.0326214,0.0451307,0,0,0,0.0392363,0,0.0171847,0,0,0.0214956,0,0,0.0281972,0.0900144,0.0189538,0.0116371,0.0185895,0.032009,0.0354797,0.0615821,0.0851513,0.0945823,0.0720781,0.0366227,0.0307412,0.0408531,0.0472167,0.0320701,0.0101901,0.0095088,0.0178065,0.0352396,0,0.0229812,0.0378559,0,0,0.0178416,0,0,0.0279312,0.073393,0.0336356,0.0168684,0.020607,0.0372498,0.0365072,0.063255,0.0995898,0.0871862,0.0431714,0.0671778,0.0394221,0.048153,0.0820403,0.0234939,0.0164551,0.022355,0.0303924,0.0183065,0,0,0,0,0
30,0,0,0,0,0,0,0.032668,0.0452201,0,0,0,0.0389901,0,0.0175277,0,0,0.0215279,0,0,0.0281382,0.0896999,0.0184473,0.0115878,0.0180598,0.0322378,0.0354742,0.0615141,0.0853649,0.0945045,0.0721377,0.0365735,0.0307948,0.0406862,0.0466226,0.0318539,0.010229,0.00945944,0.0177319,0.0356546,0,0.0229525,0.037938,0,0,0.0178969,0,0,0.0278384,0.0734512,0.0335547,0.017219,0.0205263,0.0371223,0.0364431,0.0633232,0.0995282,0.0871836,0.0432421,0.066949,0.039219,0.047994,0.0818914,0.0226838,0.0164387,0.0222946,0.0303874,0.0181652,0,0,0,0,0
31,0,0,0,0,0,0,0.032745,0.0452772,0,0,0,0.0389568,0,0.0178135,0,0,0.021552,0,0,0.0280724,0.0894285,0.0179824,0.0114965,0.017432,0.0323864,0.0354307,0.0614063,0.0855604,0.0944675,0.0721647,0.0366047,0.0308589,0.040464,0.0460917,0.0313599,0.0102553,0.00947448,0.0176411,0.0360122,0,0.0229559,0.038026,0,0,0.0179588,0,0,0.027769,0.0734782,0.0335779,0.0173351,0.0204483,0.0369843,0.0363309,0.0634125,0.0993772,0.0871644,0.043264,0.0667332,0.0389437,0.047828,0.0817379,0.0219562,0.0164111,0.0222665,0.0303045,0.0180583,0,0,0,0,0
32,0,0,0,0,0,0,0.0331605,0.0458587,0,0,0,0.0371303,0,0.0190874,0,0,0.0215609,0,0,0.0280489,0.0892599,0.0180995,0.0109145,0.016016,0.0329617,0.0354048,0.0615409,0.0848172,0.0944941,0.0729298,0.0368337,0.0313686,0.0401416,0.0453429,0.0330743,0.0100496,0.00948529,0.0175713,0.0362448,0,0.0230321,0.0389579,0,0,0.0186989,0,0,0.0336001,0.0734297,0.0336693,0.0171545,0.0202816,0.0366244,0.0354403,0.0633306,0.099347,0.0871711,0.0433708,0.0664628,0.0387017,0.0475949,0.0816221,0.0211825,0.0132187,0.0130134,0.0304945,0.0172643,0,0,0,0,0.0253236
33,0,0,0,0,0,0,0.0332702,0.0459192,0,0,0,0.0371791,0,0.0194297,0,0,0.0215098,0,0,0.028043,0.0891772,0.0178941,0.0108602,0.0156496,0.0329426,0.0353148,0.0613886,0.0848764,0.0943835,0.0730849,0.036695,0.0311976,0.0396957,0.0448525,0.0322566,0.0100106,0.00942141,0.0175638,0.0363961,0,0.0230308,0.0390707,0,0,0.0187665,0,0,0.0335454,0.073435,0.0334799,0.0168643,0.0199295,0.0365427,0.0353556,0.0632435,0.0993926,0.08717,0.043482,0.06629,0.0385349,0.0473714,0.0814836,0.020495,0.0131378,0.0129765,0.0303634,0.0171412,0,0,0,0,0.0254999
34,0,0,0,0,0,0,0.0333737,0.0459972,0,0,0,0.0373648,0,0.0197225,0,0,0.0214398,0,0,0.0280649,0.0891209,0.0177312,0.0108223,0.0155912,0.0328373,0.0351897,0.0612137,0.0848368,0.0941843,0.0732231,0.0364434,0.0308957,0.0392149,0.0442948,0.0312587,0.00991073,0.00941979,0.0175836,0.0365029,0,0.0229391,0.0391605,0,0,0.0188278,0,0,0.0335583,0.073534,0.0330699,0.0167524,0.0196514,0.0365479,0.035343,0.0632693,0.0994563,0.0872602,0.0436517,0.0661715,0.0384277,0.04722,0.0812598,0.0199707,0.0131587,0.0128548,0.0303142,0.0169973,0,0,0,0,0.0256352
35,0,0,0,0,0,0,0.0334055,0.0461308,0,0,0,0.0375731,0,0.02011,0,0,0.0213697,0,0,0.0280958,0.0890668,0.0178502,0.0107581,0.0157132,0.0327142,0.0350584,0.0610592,0.084724,0.0938935,0.0733082,0.0362257,0.0305447,0.0387893,0.0436737,0.0300076,0.00980243,0.00947178,0.0175829,0.0365415,0,0.0228003,0.0391997,0,0,0.0189191,0,0,0.0335071,0.0736869,0.0325367,0.0167454,0.0195167,0.0366838,0.0354221,0.0632883,0.099545,0.0873685,0.0438374,0.0661208,0.0384076,0.0470634,0.0810356,0.0195491,0.0134959,0.0128047,0.0302972,0.0168651,0,0,0,0,0.0256895
36,0,0,0,0,0,0,0.0333329,0.046242,0,0,0,0.0379125,0,0.0205303,0,0,0.0213146,0,0,0.0280906,0.0889668,0.0181237,0.0107187,0.0159987,0.0326318,0.0349209,0.060923,0.0845896,0.0935657,0.0734568,0.0359817,0.0301607,0.0382889,0.0430208,0.0287904,0.00976987,0.00955152,0.017597,0.0365543,0,0.0226727,0.0392164,0,0,0.0189671,0,0,0.0334123,0.0739021,0.0320851,0.0166643,0.0194306,0.0369169,0.0356271,0.0631814,0.0995451,0.0874156,0.04396,0.0660816,0.0384996,0.0469343,0.0808782,0.0191858,0.0140783,0.0128265,0.0302224,0.0168025,0,0,0,0,0.025718
37,0,0,0,0,0,0,0.0331748,0.046259,0,0,0,0.0383062,0,0.0210918,0,0,0.0212915,0,0,0.0280852,0.0887949,0.0185901,0.0107138,0.0163783,0.0325839,0.034746,0.0608058,0.0844568,0.0933511,0.0738163,0.0357744,0.0298399,0.0377709,0.0424399,0.0277077,0.00974115,0.00966784,0.0176213,0.0365698,0,0.0226009,0.0391949,0,0,0.0190088,0,0,0.0333506,0.0741657,0.0318427,0.0164738,0.0193563,0.0372001,0.0359153,0.0630034,0.0994227,0.0873367,0.0439919,0.0660397,0.0386575,0.0468759,0.0807981,0.0188736,0.0139206,0.012893,0.0300545,0.0168427,0,0,0,0,0.0258075
