Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LBHD
69,0,0,0,0,0,0,0.0277079,0.0432242,0,0,0,0.0410251,0,0.0451506,0,0.0193886,0,0,0.026897,0.108595,0.288926,0.0308662,0.0276529,0.0380173,0.0320364,0.0631173,0.0750548,0.0963371,0.0799236,0.0355395,0.0330198,0.0413784,0.0445694,0.259505,0.0109421,0.00911775,0.0180422,0.0352778,0,0.0221515,0.0336749,0,0,0.0182927,0,0,0.036336,0.0727738,0.033426,0.0201955,0.0186016,0.0585432,0.0385691,0.067336,0.102989,0.0894125,0.0410935,0.0722946,0.0421891,0.0541114,0.0874985,0.0372992,0.0107128,0.0120269,0.0171247,0.0186105,0.0291029,0,0,0,0,0
70,0,0,0,0,0,0,0.0280201,0.0432875,0,0,0,0.0404068,0,0.0446872,0,0.0193667,0,0,0.0269238,0.108624,0.289066,0.0307361,0.0274538,0.0378231,0.031623,0.0631473,0.075099,0.0965818,0.0799398,0.0353172,0.0326312,0.0411751,0.0443383,0.259845,0.010917,0.00908003,0.0181896,0.035205,0,0.0221688,0.0339157,0,0,0.0184699,0,0,0.03657,0.072152,0.0324209,0.020739,0.0185158,0.0589894,0.0387517,0.0677975,0.10341,0.0893417,0.0412465,0.0725139,0.0425059,0.0543253,0.0875105,0.0364532,0.0105713,0.0119835,0.0173002,0.0186781,0.02893,0,0,0,0,0
71,0,0,0,0,0,0,0.027753,0.0433353,0,0,0,0.0419087,0,0.0465337,0,0.0188226,0,0,0.0275062,0.10791,0.29035,0.0304032,0.0258692,0.0374924,0.0317643,0.0634731,0.0763516,0.0971007,0.0799479,0.0335831,0.0289966,0.040633,0.0438924,0.260094,0.0114904,0.00917474,0.0179208,0.0343361,0,0.0219105,0.0335854,0,0,0.019193,0,0,0.0364067,0.0726458,0.0313105,0.0203259,0.0183614,0.0584774,0.039093,0.0668695,0.102643,0.0887104,0.0408193,0.0737649,0.043415,0.0558735,0.0889723,0.0379444,0.0108525,0.0119657,0.0181143,0.0185654,0.0292103,0,0,0,0,0
72,0,0,0,0,0,0,0.0279962,0.0433907,0,0,0,0.0421281,0,0.0452552,0,0.0188099,0,0,0.0275341,0.107874,0.29049,0.0304597,0.0256433,0.0374644,0.031549,0.0635642,0.0765057,0.0970622,0.080173,0.0333924,0.0287464,0.0400933,0.0430826,0.261074,0.0114795,0.00922573,0.0179082,0.0381123,0,0.0209229,0.0338379,0,0,0.0191964,0,0,0.0367159,0.0713845,0.029685,0.0210402,0.0206449,0.0586593,0.0392611,0.0686644,0.105087,0.0889906,0.0405727,0.0736059,0.0442306,0.0554746,0.0888375,0.0286041,0.0107722,0.0121201,0.0182024,0.0186575,0.0289633,0,0,0,0,0
73,0,0,0,0,0,0,0.0285235,0.0435091,0,0,0,0.0419992,0,0.0443308,0,0.0185812,0,0,0.0276001,0.107691,0.2907,0.030409,0.0256406,0.0370188,0.0310264,0.063568,0.0766743,0.0969717,0.0801366,0.0332148,0.0286174,0.0397294,0.0425587,0.261585,0.0115045,0.00934735,0.0179082,0.0353101,0,0.0216378,0.0341823,0,0,0.0190474,0,0,0.0369766,0.0712771,0.0290043,0.0220699,0.0186875,0.0593289,0.0393026,0.068115,0.1035,0.0886912,0.0413459,0.0747833,0.0441893,0.0570156,0.0906051,0.0343638,0.0106957,0.0121588,0.0182627,0.0188981,0.0283858,0,0,0,0,0
74,0,0,0,0,0,0,0.0289054,0.0435999,0,0,0,0.041999,0,0.0435712,0,0.0183864,0,0,0.0277262,0.107754,0.290836,0.0306137,0.0256911,0.0367582,0.0307977,0.0634804,0.0765953,0.0968465,0.0801642,0.0329578,0.0283535,0.0391685,0.0420542,0.262174,0.0115417,0.00942343,0.0179132,0.0356172,0,0.0217967,0.0343092,0,0,0.0188789,0,0,0.0370633,0.0705428,0.0279927,0.0230184,0.0190278,0.0598638,0.0392177,0.0687819,0.103714,0.0885976,0.0417298,0.0753294,0.0445646,0.0575569,0.0913364,0.0327246,0.0105671,0.0120972,0.0182407,0.0190788,0.0280393,0,0,0,0,0
75,0,0,0,0,0,0,0.0293224,0.0437254,0,0,0,0.0422102,0,0.0428751,0,0.0182112,0,0,0.0278341,0.107823,0.290884,0.0306135,0.0256771,0.0364505,0.0306312,0.0633951,0.0763261,0.0967181,0.0802268,0.0328721,0.0280843,0.0385002,0.0415243,0.262792,0.0115605,0.00945502,0.0179635,0.0358776,0,0.0220308,0.0344035,0,0,0.0188209,0,0,0.0370184,0.0698593,0.0271496,0.0240463,0.019653,0.0603432,0.0391419,0.0693959,0.104057,0.0884876,0.0421372,0.0758624,0.0448975,0.058146,0.0920412,0.0310685,0.0103716,0.0119249,0.0183352,0.0192105,0.0277739,0,0,0,0,0
76,0,0,0,0,0,0,0.029805,0.0438907,0,0,0,0.0425547,0,0.0422212,0,0.0180206,0,0,0.0278394,0.107845,0.290859,0.0306388,0.0257178,0.0361322,0.0303742,0.0633535,0.0762135,0.0965934,0.0803633,0.0327708,0.0278163,0.0381607,0.0410472,0.263343,0.0115983,0.00937994,0.0179951,0.0360437,0,0.0222534,0.0346314,0,0,0.0189301,0,0,0.0368608,0.0692334,0.0263565,0.025049,0.0205242,0.0607713,0.0391623,0.0698945,0.104262,0.0883039,0.042586,0.0763368,0.0451641,0.0586466,0.0927344,0.0296143,0.0101737,0.0117798,0.018423,0.0193085,0.0275347,0,0,0,0,0
77,0,0,0,0,0,0,0.0302935,0.0439953,0,0,0,0.0429461,0,0.0415735,0,0.0178575,0,0,0.027763,0.107863,0.290748,0.0307637,0.0257668,0.0358073,0.029941,0.063347,0.076381,0.0965129,0.0804792,0.0326818,0.0276974,0.0378176,0.0405913,0.263847,0.011676,0.00926918,0.0179216,0.036094,0,0.0225808,0.0350308,0,0,0.0191813,0,0,0.0367136,0.0686981,0.0255596,0.0260389,0.0216349,0.0610766,0.039255,0.070398,0.104352,0.088044,0.0430796,0.0767931,0.0453572,0.0590872,0.0934415,0.0285384,0.0100416,0.011769,0.0184609,0.0194111,0.0272588,0,0,0,0,0
78,0,0,0,0,0,0,0.0307351,0.0440229,0,0,0,0.0434873,0,0.0409034,0,0.0176643,0,0,0.027614,0.107848,0.290542,0.0309388,0.0259729,0.0354892,0.0293738,0.0633321,0.0764732,0.0964495,0.0805477,0.0325548,0.0275955,0.0375296,0.0402146,0.264341,0.0118505,0.00914936,0.0178247,0.0358453,0,0.0231063,0.0355392,0,0,0.0194649,0,0,0.0365951,0.0682307,0.0248031,0.0268987,0.0229999,0.0612822,0.0393388,0.0709416,0.104355,0.0878042,0.0436142,0.0772419,0.0455179,0.0594788,0.094147,0.0276834,0.0100413,0.0118536,0.0184871,0.0195839,0.0269663,0,0,0,0,0
79,0,0,0,0,0,0,0.0310833,0.0440414,0,0,0,0.0441781,0,0.040213,0,0.0174622,0,0,0.0274827,0.107874,0.290356,0.0309895,0.026231,0.0351827,0.0289009,0.0632711,0.0764632,0.09634,0.0806149,0.0324704,0.0275963,0.0371746,0.0398593,0.264829,0.0120981,0.00908779,0.0177082,0.0351436,0,0.0238057,0.0359886,0,0,0.0196503,0,0,0.0365506,0.0678396,0.0242528,0.0276382,0.0246414,0.0614143,0.0393586,0.0715003,0.104306,0.087585,0.04422,0.0776435,0.0456604,0.0598224,0.09473,0.0272388,0.0101683,0.0118722,0.0185602,0.01981,0.02673,0,0,0,0,0
80,0,0,0,0,0,0,0.0313685,0.0441001,0,0,0,0.0449714,0,0.0394711,0,0.0173024,0,0,0.0274284,0.107947,0.290235,0.0310209,0.0264763,0.0349233,0.0285669,0.0632345,0.0764273,0.0962139,0.08068,0.0325579,0.0275144,0.0370165,0.039492,0.265265,0.0123877,0.00909089,0.0176203,0.0340889,0,0.0247126,0.0362908,0,0,0.0196168,0,0,0.036531,0.0674992,0.0240256,0.0282369,0.0264871,0.0615281,0.0393127,0.0720392,0.104278,0.0874198,0.044868,0.0780012,0.0457508,0.0600746,0.0952554,0.0273156,0.0103021,0.0119337,0.0185248,0.0200501,0.0264937,0,0,0,0,0
81,0,0,0,0,0,0,0.0316022,0.0442373,0,0,0,0.0457636,0,0.0386767,0,0.017139,0,0,0.0274119,0.108011,0.290058,0.0310983,0.0266583,0.0346427,0.0283548,0.0631793,0.0764478,0.0961165,0.0807052,0.0326759,0.027547,0.036788,0.0392462,0.265645,0.0126139,0.0090975,0.0176036,0.0327492,0,0.0256969,0.0364102,0,0,0.0194253,0,0,0.0364674,0.0671971,0.0241664,0.0286778,0.0284923,0.0616216,0.0392399,0.0725345,0.104279,0.0873049,0.0455568,0.0783189,0.0457797,0.0602576,0.0957526,0.0279743,0.0104251,0.0120218,0.0184205,0.020261,0.0262383,0,0,0,0,0
82,0,0,0,0,0,0,0.0318088,0.0443864,0,0,0,0.0465048,0,0.0378314,0,0.0169468,0,0,0.027377,0.10808,0.289853,0.031102,0.0267414,0.0342949,0.028239,0.0631299,0.0764935,0.096062,0.0807642,0.0327518,0.0275686,0.0365074,0.0390631,0.265934,0.0127203,0.00904086,0.0176456,0.0312488,0,0.0267522,0.0364106,0,0,0.0191907,0,0,0.0363443,0.0669429,0.0243692,0.0290015,0.0304591,0.0617217,0.0391403,0.0729452,0.104288,0.0871795,0.0462338,0.078629,0.0457929,0.0604172,0.0962258,0.0290545,0.0104803,0.0120263,0.0182881,0.0204036,0.0260096,0,0,0,0,0
83,0,0,0,0,0,0,0.0320395,0.0445644,0,0,0,0.047163,0,0.0369045,0,0.0167818,0,0,0.0273536,0.108064,0.289688,0.0309921,0.0267511,0.0339064,0.0281365,0.0631469,0.0766315,0.0960806,0.0808746,0.0327858,0.0275386,0.0362046,0.0389314,0.266112,0.0127399,0.00899725,0.0176762,0.0298568,0,0.0276411,0.0364162,0,0,0.0190716,0,0,0.0362494,0.0667742,0.0245964,0.0292263,0.0322183,0.0618458,0.0390535,0.0732636,0.104287,0.0870457,0.0468089,0.078941,0.0458948,0.0605831,0.0966937,0.030188,0.0104703,0.0119825,0.0182462,0.0204687,0.0258871,0,0,0,0,0
84,0,0,0,0,0,0,0.0322835,0.0447243,0,0,0,0.0475635,0,0.0358679,0,0.0167001,0,0,0.027337,0.107885,0.289539,0.0309338,0.0266423,0.0334938,0.0279468,0.0633026,0.0768613,0.0962016,0.0810234,0.0327846,0.0275741,0.035943,0.038869,0.266127,0.0127377,0.00901268,0.017607,0.0288439,0,0.0281765,0.0365445,0,0,0.0190934,0,0,0.0362585,0.0666669,0.0247446,0.0293887,0.0335515,0.0619611,0.0391039,0.0734616,0.104291,0.0869899,0.0471959,0.0791933,0.045922,0.0607588,0.0971334,0.0310477,0.0104232,0.0118867,0.0184156,0.0205463,0.025831,0,0,0,0,0
85,0,0,0,0,0,0,0.0324592,0.0448002,0,0,0,0.0478153,0,0.0348002,0,0.016651,0,0,0.0273004,0.107637,0.289514,0.0308064,0.0264299,0.0331277,0.0276389,0.0635471,0.0772976,0.0964419,0.0812177,0.0327546,0.0277129,0.0359681,0.0388808,0.265891,0.0127554,0.00904275,0.0174765,0.0281775,0,0.0284032,0.0368023,0,0,0.0191877,0,0,0.0363352,0.0665994,0.0246943,0.0294553,0.0341864,0.062055,0.0392912,0.0735694,0.10428,0.087013,0.0473533,0.0793073,0.0459199,0.0609037,0.0973028,0.0315456,0.0103904,0.0118463,0.0185264,0.0206637,0.0257787,0,0,0,0,0
86,0,0,0,0,0,0,0.0325672,0.0448053,0,0,0,0.0483283,0,0.0337012,0,0.0165801,0,0,0.0272507,0.107337,0.289487,0.0307886,0.026191,0.0327383,0.0272163,0.0637531,0.0778744,0.0967243,0.081372,0.0328789,0.0277851,0.0359957,0.0389767,0.265484,0.0128013,0.00904683,0.0173326,0.0277801,0,0.0284216,0.0370815,0,0,0.0193324,0,0,0.0363946,0.0666022,0.0245446,0.0294575,0.0339765,0.0621236,0.0395412,0.0735454,0.104242,0.0869773,0.0472126,0.0792409,0.0458989,0.0609425,0.0973405,0.0318686,0.0104764,0.0119051,0.0185754,0.0208277,0.0256867,0,0,0,0,0
87,0,0,0,0,0,0,0.0325907,0.0447927,0,0,0,0.0488457,0,0.0325442,0,0.0164867,0,0,0.0272248,0.106984,0.289397,0.030768,0.0258911,0.0324479,0.0267993,0.0639616,0.0785176,0.09705,0.0814931,0.0329967,0.0280653,0.0359715,0.0391173,0.264883,0.0128676,0.00905425,0.0172174,0.0278861,0,0.0282399,0.0372529,0,0,0.0194464,0,0,0.0364287,0.0667144,0.0244821,0.0293029,0.0330117,0.0621372,0.0398277,0.0733571,0.104111,0.0869036,0.0466665,0.0790495,0.0459614,0.0609813,0.0970894,0.0317258,0.0106912,0.0119654,0.0185966,0.0209892,0.0256273,0,0,0,0,0
88,0,0,0,0,0,0,0.0325664,0.0448052,0,0,0,0.0494691,0,0.0312157,0,0.0163784,0,0,0.0272037,0.10661,0.289167,0.0307025,0.0255884,0.032295,0.0265001,0.0641681,0.0792319,0.0973245,0.0816196,0.0330816,0.0284372,0.0359886,0.0392932,0.264096,0.0129273,0.00903903,0.0171787,0.0283925,0,0.0279175,0.03729,0,0,0.0194866,0,0,0.0365178,0.0669506,0.0244823,0.0288735,0.0315712,0.0620271,0.0401835,0.0729919,0.10378,0.0867857,0.0458735,0.0787802,0.0460463,0.0608386,0.0964569,0.0314084,0.0109924,0.0119974,0.0186293,0.0210911,0.0256202,0,0,0,0,0
89,0,0,0,0,0,0,0.0324819,0.0448886,0,0,0,0.0504862,0,0.0295639,0,0.0162951,0,0,0.027192,0.106087,0.288805,0.0306077,0.0252794,0.0322306,0.0262793,0.0645044,0.080025,0.0976776,0.0817888,0.0332351,0.0288861,0.0361708,0.0397199,0.263256,0.0129509,0.00902275,0.017216,0.0293227,0,0.0273056,0.0372772,0,0,0.0195544,0,0,0.0366006,0.0673182,0.024412,0.0282256,0.030032,0.0618134,0.0406449,0.0725248,0.103484,0.0866817,0.0450057,0.0784027,0.0460423,0.0605809,0.0958907,0.0310657,0.0112331,0.012063,0.0187103,0.0211316,0.0256553,0,0,0,0,0
90,0,0,0,0,0,0,0.0324217,0.0450376,0,0,0,0.0520998,0,0.0274212,0,0.0162752,0,0,0.0271857,0.105301,0.288142,0.0305686,0.025057,0.0322053,0.0260287,0.0650788,0.0810603,0.0981491,0.0820209,0.0335659,0.0294812,0.0364955,0.0402543,0.262402,0.0129291,0.00902863,0.0172223,0.030736,0,0.0265125,0.0373226,0,0,0.0197224,0,0,0.0367044,0.0676342,0.0233405,0.0276079,0.0285019,0.0615817,0.0412399,0.072122,0.10367,0.0867376,0.0442306,0.077859,0.0457321,0.0601788,0.0953768,0.0307019,0.0114136,0.0120671,0.0188833,0.0211997,0.0256822,0,0,0,0,0
91,0,0,0,0,0,0,0.0325285,0.0452349,0,0,0,0.0543976,0,0.0244758,0,0.0162492,0,0,0.0271467,0.1042,0.286975,0.030805,0.0249463,0.0320834,0.0256089,0.0659611,0.0824546,0.0987318,0.0822753,0.0341033,0.0302088,0.0366414,0.0408361,0.261564,0.012894,0.00903906,0.0171744,0.0314753,0,0.0249102,0.0374484,0,0,0.0199743,0,0,0.0367932,0.0675203,0.0205165,0.0275146,0.0268253,0.0615374,0.0419213,0.072173,0.104143,0.0870565,0.0437493,0.0771925,0.0451479,0.0597006,0.0949353,0.0303464,0.0115663,0.0120572,0.0190221,0.0214189,0.0255951,0,0,0,0,0
92,0,0,0,0,0,0,0.0328912,0.0454436,0,0,0,0.0576014,0,0.0204665,0,0.0160975,0,0,0.0270612,0.102849,0.285049,0.0312784,0.0250428,0.03183,0.0251661,0.0672882,0.0842492,0.0994216,0.0825624,0.0348188,0.0310268,0.0365476,0.0414451,0.260928,0.0129698,0.00900775,0.0170776,0.0308909,0,0.0233402,0.0377435,0,0,0.020303,0,0,0.036874,0.0667932,0.0178623,0.0280663,0.0245998,0.0620745,0.0426528,0.0729062,0.105201,0.0877296,0.0436611,0.0770869,0.0452366,0.0595226,0.0947616,0.0302892,0.0117725,0.0120832,0.019143,0.0218213,0.0252337,0,0,0,0,0
93,0,0,0,0,0,0,0.0332449,0.0455378,0,0,0,0.0614438,0,0.0160223,0,0.0158083,0,0,0.0269443,0.101072,0.282124,0.0320051,0.0251344,0.0316064,0.0251347,0.0690165,0.0864688,0.100167,0.0827882,0.0357184,0.0318969,0.0364182,0.0420429,0.260545,0.0132569,0.00891384,0.0170162,0.0301143,0,0.0240206,0.03816,0,0,0.0207481,0,0,0.0370814,0.0660172,0.0166471,0.0286144,0.0218154,0.0632207,0.0435078,0.0734848,0.106577,0.0888995,0.0439706,0.0785144,0.0472296,0.060368,0.0952814,0.0308304,0.0120384,0.0120912,0.0194128,0.0221318,0.0246323,0,0,0,0,0
94,0,0,0,0,0,0,0.0329854,0.0453495,0,0,0,0.0653037,0,0.0128223,0,0.0155523,0,0,0.0269243,0.0991185,0.278715,0.0330024,0.0253031,0.0319122,0.0255735,0.071043,0.0888547,0.101005,0.0829456,0.0367335,0.0326793,0.0361719,0.0424839,0.260494,0.0135606,0.00887958,0.0170257,0.0299821,0,0.0261433,0.0382674,0,0,0.021259,0,0,0.0374774,0.0660116,0.0154885,0.0286881,0.0199964,0.0643529,0.0444305,0.0730927,0.107356,0.0902169,0.0445138,0.080487,0.0500318,0.0617595,0.0964514,0.032464,0.0123206,0.0122215,0.019754,0.0219815,0.0241124,0,0,0,0,0
95,0,0,0,0,0,0,0.0316383,0.0449076,0,0,0,0.0686473,0,0.0116699,0,0.0156913,0,0,0.0271677,0.0974984,0.275776,0.0340281,0.0253621,0.033112,0.0262773,0.072881,0.0909798,0.101965,0.0831048,0.0376205,0.0335013,0.035881,0.0426147,0.260981,0.013383,0.00905376,0.017074,0.0293392,0,0.0263935,0.0379175,0,0,0.0216587,0,0,0.037968,0.0669923,0.0161916,0.0281908,0.0209203,0.0648417,0.0452516,0.0717143,0.107238,0.0907805,0.0443913,0.0806841,0.0513938,0.0615823,0.0958586,0.0349851,0.0127053,0.0124571,0.0199131,0.0213246,0.0242028,0,0,0,0,0
96,0,0,0,0,0,0,0.0296814,0.0444527,0,0,0,0.0714055,0,0.0117238,0,0.016345,0,0,0.0276919,0.0964712,0.274338,0.0349365,0.0251155,0.0354068,0.0271148,0.0740898,0.0924009,0.102862,0.0831289,0.0381107,0.0341204,0.0358762,0.0427148,0.261714,0.0126382,0.00939615,0.0172021,0.0288226,0,0.0244492,0.0373553,0,0,0.0220626,0,0,0.0383621,0.0689,0.0194325,0.0264031,0.0229515,0.0649983,0.0458219,0.0695819,0.106112,0.0902487,0.0427204,0.078906,0.0508744,0.0593746,0.0929144,0.0391446,0.0131376,0.0123868,0.0201753,0.0204143,0.0251801,0,0,0,0,0
97,0,0,0,0,0,0,0.028545,0.0441172,0,0,0,0.0738551,0,0.0131417,0,0.0172488,0,0,0.0282399,0.0959016,0.274541,0.0355765,0.0247585,0.0370481,0.0276051,0.0750891,0.0929771,0.104031,0.0838817,0.038211,0.0343873,0.0362327,0.0428537,0.262417,0.0119718,0.00945368,0.0173822,0.0285963,0,0.0231625,0.036999,0,0,0.0224116,0,0,0.0384205,0.071076,0.023222,0.0249228,0.0242265,0.0647368,0.0462193,0.0671351,0.103673,0.0883494,0.04021,0.0769582,0.0495339,0.0571313,0.0903131,0.0438204,0.0136079,0.0122249,0.0201326,0.0198688,0.0262881,0,0,0,0,0
98,0,0,0,0,0,0,0.0283044,0.0439147,0,0,0,0.0764484,0,0.0150364,0,0.0179104,0,0,0.0284602,0.0957007,0.275068,0.0365855,0.0246791,0.0376822,0.0279132,0.0762533,0.0934782,0.105394,0.085359,0.038142,0.0343664,0.0363462,0.0429604,0.263208,0.0116438,0.00924901,0.0175173,0.029485,0,0.0227653,0.0367013,0,0,0.0225913,0,0,0.0381451,0.0727489,0.0256241,0.0243874,0.0235924,0.0643114,0.0465352,0.0651985,0.101289,0.0862724,0.0380611,0.075903,0.0484413,0.0559938,0.0893781,0.0466091,0.0140037,0.0121209,0.0198864,0.0198226,0.027482,0,0,0,0,0
99,0,0,0,0,0,0,0.0283797,0.0438609,0,0,0,0.0790217,0,0.0172329,0,0.0181015,0,0,0.0283136,0.095964,0.275616,0.0377125,0.0247344,0.0380319,0.0281909,0.0775121,0.0939271,0.106593,0.0871331,0.0381928,0.0343006,0.0363062,0.0430128,0.263743,0.01167,0.00903349,0.0175405,0.0306371,0,0.0224763,0.0362454,0,0,0.0225898,0,0,0.0378082,0.0737124,0.0261918,0.0242238,0.0222642,0.0638663,0.0465835,0.0640797,0.0998591,0.0851131,0.0373089,0.075522,0.047713,0.055726,0.0892583,0.0456818,0.0139627,0.0119986,0.0197758,0.0200865,0.0286776,0,0,0,0,0
100,0,0,0,0,0,0,0.0284929,0.0439199,0,0,0,0.0815297,0,0.0198668,0,0.0178702,0,0,0.0281073,0.0965591,0.276869,0.0385541,0.0251463,0.038378,0.0283864,0.0785925,0.0943099,0.107548,0.0888016,0.0385103,0.034205,0.0367509,0.0432084,0.264315,0.0118797,0.00895313,0.0174922,0.031695,0,0.0220088,0.0357516,0,0,0.0223936,0,0,0.037578,0.0741047,0.0251274,0.024075,0.0211997,0.0634673,0.046376,0.0636903,0.0995571,0.085412,0.0377305,0.0752118,0.0471618,0.0557259,0.0893179,0.0416712,0.0135064,0.0120707,0.0196404,0.0203948,0.0296208,0,0,0,0,0
101,0,0,0,0,0,0,0.0287901,0.0440492,0,0,0,0.0838344,0,0.0226359,0,0.017435,0,0,0.0280715,0.0972963,0.279037,0.0389856,0.0263434,0.0388694,0.0285428,0.0793196,0.0944843,0.108309,0.0901272,0.0391983,0.0343311,0.037183,0.0438872,0.265385,0.0121312,0.00897319,0.0174701,0.0328614,0,0.0215394,0.035451,0,0,0.0220499,0,0,0.0375314,0.0741306,0.0232162,0.0237616,0.0203039,0.0631355,0.0459214,0.0638977,0.100234,0.0869944,0.0387986,0.0749643,0.0469566,0.0557845,0.0893299,0.037072,0.012808,0.012194,0.019519,0.0205207,0.0301578,0,0,0,0,0
102,0,0,0,0,0,0,0.0292554,0.0441248,0,0,0,0.0845286,0,0.0245335,0,0.0170268,0,0,0.0281128,0.0979306,0.281584,0.0391055,0.0274775,0.039421,0.0286874,0.079627,0.0943857,0.108837,0.0908983,0.0399216,0.0345095,0.0379761,0.0449049,0.266148,0.0123271,0.00904512,0.0175123,0.0336739,0,0.0215061,0.0353609,0,0,0.0216307,0,0,0.0376285,0.0739012,0.0211353,0.0235003,0.0196818,0.062891,0.0452127,0.0647313,0.101672,0.0892783,0.0403459,0.0752499,0.0473044,0.0558901,0.0894235,0.0337024,0.0121266,0.0120846,0.0196384,0.0205514,0.0301062,0,0,0,0,0
103,0,0,0,0,0,0,0.0296156,0.0440872,0,0,0,0.082127,0,0.0251405,0,0.0167925,0,0,0.028104,0.0984523,0.283584,0.0390109,0.0283216,0.0399718,0.0287699,0.0794929,0.0940239,0.108993,0.0910861,0.0402037,0.0344524,0.0387934,0.0458835,0.265886,0.0124813,0.00912242,0.0175754,0.033856,0,0.0218822,0.0354397,0,0,0.0211723,0,0,0.0376029,0.0736345,0.0198113,0.0233221,0.020064,0.062735,0.044295,0.0656037,0.103327,0.0913539,0.0419379,0.0755643,0.0477955,0.0561541,0.0898606,0.032253,0.0116265,0.0120055,0.0195623,0.0205795,0.0294945,0,0,0,0,0
104,0,0,0,0,0,0,0.0298562,0.0440334,0,0,0,0.0773377,0,0.0253708,0,0.0167154,0,0,0.0280439,0.0987226,0.285551,0.038857,0.0291715,0.0403715,0.028683,0.0790833,0.0934055,0.108838,0.0908943,0.0403022,0.0343255,0.0396039,0.0469416,0.265011,0.0126597,0.00917017,0.017544,0.033482,0,0.0222259,0.0356068,0,0,0.0207359,0,0,0.0374689,0.0735322,0.019752,0.0232993,0.0209667,0.0625863,0.0433099,0.0657987,0.104124,0.092486,0.0427833,0.0756717,0.0479603,0.0563086,0.0901799,0.0322335,0.0113222,0.0119647,0.019276,0.0206432,0.0285402,0,0,0,0,0
105,0,0,0,0,0,0,0.0301415,0.0440466,0,0,0,0.0721987,0,0.02591,0,0.0167233,0,0,0.0279401,0.0987651,0.287869,0.0385788,0.0301751,0.0406065,0.0285253,0.0785018,0.0926333,0.108632,0.0905337,0.0405755,0.0344408,0.0406119,0.0482916,0.263954,0.0129362,0.00908279,0.0174119,0.0328369,0,0.0223587,0.0357633,0,0,0.0201883,0,0,0.0373287,0.0739097,0.0207461,0.0231349,0.0210773,0.0621152,0.0423387,0.0650126,0.103488,0.0924381,0.0426766,0.075403,0.0475693,0.0560793,0.089953,0.0332827,0.0111689,0.0118992,0.0189855,0.0207344,0.0276875,0,0,0,0,0
106,0,0,0,0,0,0,0.0305197,0.0440757,0,0,0,0.0677103,0,0.0267027,0,0.0166572,0,0,0.0278862,0.0989574,0.29031,0.0380304,0.0311959,0.0408207,0.0282518,0.0778262,0.0918469,0.108344,0.0900861,0.0412684,0.0350111,0.0418573,0.0499583,0.262645,0.0132807,0.00896558,0.0171686,0.0319484,0,0.0225951,0.0358563,0,0,0.0196736,0,0,0.0371383,0.0747041,0.022272,0.0226281,0.0207932,0.0612775,0.041492,0.0638545,0.102036,0.0917634,0.0422022,0.0748584,0.0469002,0.0554757,0.0892854,0.0353034,0.0109744,0.0119446,0.0186601,0.0207982,0.0272232,0,0,0,0,0
107,0,0,0,0,0,0,0.0309807,0.0441089,0,0,0,0.0640994,0,0.0277486,0,0.0164979,0,0,0.0278435,0.0990292,0.292581,0.0373972,0.0320942,0.0410735,0.027792,0.0771329,0.0910945,0.107983,0.0896338,0.0422317,0.0359825,0.0433504,0.0517478,0.260994,0.0135628,0.00899591,0.0169605,0.0309904,0,0.0229935,0.0359785,0,0,0.0192368,0,0,0.0369206,0.0756038,0.0239439,0.0219196,0.0212235,0.0602401,0.0408139,0.0628857,0.100777,0.0911226,0.0418485,0.074169,0.0462475,0.0547315,0.0885014,0.0378757,0.0108099,0.0120538,0.0183381,0.0208371,0.0270969,0,0,0,0,0
108,0,0,0,0,0,0,0.0315076,0.0441419,0,0,0,0.0613657,0,0.0289752,0,0.0162266,0,0,0.0276861,0.0990872,0.294658,0.036925,0.0328909,0.0412732,0.0271666,0.0765637,0.0904282,0.10763,0.0892389,0.0433409,0.0372279,0.0449312,0.0535447,0.259032,0.0137787,0.00899073,0.0168184,0.0300148,0,0.0234169,0.0362344,0,0,0.0189003,0,0,0.0368054,0.0763834,0.0253686,0.021225,0.0221876,0.0591413,0.0403044,0.0624038,0.100156,0.0907103,0.0417104,0.0735397,0.0457077,0.0540359,0.0877249,0.0403723,0.0107363,0.0119792,0.0182508,0.0208703,0.0269992,0,0,0,0,0
