Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71
9,0,0,0,0,0,0,0.0428472,0.0415721,0,0,0,0.0301145,0,0.020999,0,0,0.0165578,0,0,0.0251676,0.0677029,0.0150714,0.00771802,0.0134694,0.0257616,0.0277104,0.0282091,0.0460323,0.060713,0.0389686,0.023969,0.0183868,0.034692,0.0410043,0.0529207,0.0136098,0.00838156,0.0175621,0.0268162,0,0.0300342,0.0431911,0,0,0.0187056,0,0,0.0309594,0.0582047,0.044669,0.0319321,0.0310576,0.0418459,0.0388901,0.0250146,0.0566439,0.0542637,0.0256216,0.0564124,0.0334357,0.0371825,0.0718731,0.047199,0.00840915,0.0105304,0.0171375,0.0301493,0.0153446,0,0,0,0
10,0,0,0,0,0,0,0.0431214,0.0414009,0,0,0,0.0307117,0,0.0209842,0,0,0.0163923,0,0,0.0250779,0.0681373,0.0158092,0.00789776,0.0152516,0.0259787,0.0273855,0.0278752,0.0455844,0.0604576,0.0389443,0.025177,0.0198202,0.0355585,0.042029,0.0545927,0.0137722,0.0082702,0.0174933,0.0268052,0,0.0303621,0.0434149,0,0,0.0186481,0,0,0.0308316,0.0586072,0.0449958,0.0312236,0.0302119,0.0401894,0.038612,0.0251941,0.0567009,0.0544373,0.0258654,0.0558648,0.0328888,0.0366733,0.0715868,0.0456443,0.00857337,0.0104583,0.0170715,0.0300883,0.0153771,0,0,0,0
11,0,0,0,0,0,0,0.0433812,0.0412333,0,0,0,0.0312356,0,0.0208868,0,0,0.0163161,0,0,0.0250652,0.0687011,0.0165333,0.00807729,0.0161564,0.0259006,0.0270581,0.0275169,0.0451485,0.0601105,0.0388398,0.0260083,0.0208209,0.0362797,0.0430364,0.056085,0.0138944,0.0082588,0.0173687,0.026892,0,0.0305481,0.0435581,0,0,0.0186539,0,0,0.0306976,0.0590371,0.0451539,0.030545,0.0294488,0.0387336,0.0382685,0.0254957,0.0567482,0.0546791,0.0260806,0.0553828,0.0323549,0.0362131,0.0713406,0.0440725,0.00839137,0.0103712,0.0169861,0.0299194,0.0153695,0,0,0,0
12,0,0,0,0,0,0,0.0435983,0.0411221,0,0,0,0.0316302,0,0.0207528,0,0,0.0162999,0,0,0.0251346,0.069282,0.0170872,0.00826757,0.0165148,0.0257892,0.026768,0.026933,0.0447534,0.0597086,0.0385518,0.0265018,0.0215315,0.0368868,0.0437713,0.0574038,0.0139229,0.00832062,0.0172183,0.0269852,0,0.0306545,0.0436461,0,0,0.0187282,0,0,0.030587,0.0593198,0.0452232,0.0300061,0.0289449,0.0375827,0.0378741,0.02582,0.056774,0.0549964,0.0263345,0.0550453,0.0320025,0.0358478,0.0711331,0.042741,0.0079732,0.010252,0.0169441,0.0297833,0.0153514,0,0,0,0
13,0,0,0,0,0,0,0.0436804,0.0410795,0,0,0,0.0319024,0,0.0206549,0,0,0.0163113,0,0,0.0252306,0.06986,0.0174084,0.00849138,0.0166357,0.0257918,0.0265829,0.0264575,0.0442893,0.0593509,0.0382825,0.0267436,0.0219511,0.0373123,0.044162,0.0584192,0.0139279,0.0083772,0.0171024,0.0271039,0,0.0306635,0.0436975,0,0,0.0188115,0,0,0.0305488,0.0593969,0.0451648,0.0296592,0.0286366,0.0366702,0.0374943,0.0261287,0.0568383,0.0553599,0.0266945,0.0548973,0.0318142,0.0356243,0.0710533,0.0415021,0.00813564,0.0102113,0.0168705,0.0297305,0.0153397,0,0,0,0
14,0,0,0,0,0,0,0.0436551,0.0410418,0,0,0,0.0320959,0,0.0208877,0,0,0.0163551,0,0,0.025354,0.0703526,0.0175382,0.00886271,0.016935,0.0259256,0.0264518,0.0257327,0.0438187,0.0589847,0.03809,0.0269044,0.0220235,0.0374785,0.044281,0.0592274,0.0139145,0.00845831,0.0170276,0.0273096,0,0.0306145,0.043755,0,0,0.018802,0,0,0.0305769,0.0593018,0.0449901,0.0294857,0.0283748,0.0359799,0.0371767,0.0263518,0.0570025,0.0557938,0.0271062,0.0548273,0.0317487,0.0355694,0.0710573,0.0402756,0.00827026,0.0102255,0.0168065,0.0296319,0.0153452,0,0,0,0
15,0,0,0,0,0,0,0.0435426,0.0410068,0,0,0,0.0321658,0,0.0211626,0,0,0.0163951,0,0,0.0254808,0.0707027,0.0174282,0.00929589,0.0173525,0.0261375,0.02641,0.0248279,0.0434241,0.0586189,0.0379289,0.0269409,0.0219329,0.0374845,0.0442864,0.0598174,0.0139059,0.00844864,0.0169449,0.0274644,0,0.0305303,0.0438241,0,0,0.0186728,0,0,0.0306699,0.0590894,0.0447908,0.029408,0.028075,0.0354797,0.0369505,0.0265842,0.0572346,0.0562457,0.0274519,0.0548384,0.0317148,0.0355875,0.0710945,0.0389839,0.008288,0.0102604,0.0167712,0.0295562,0.0152625,0,0,0,0
16,0,0,0,0,0,0,0.0433895,0.0410281,0,0,0,0.0322373,0,0.0211941,0,0,0.0163855,0,0,0.0255744,0.0709403,0.017172,0.00971573,0.0178026,0.0264504,0.0264637,0.0242841,0.043011,0.0581232,0.0376301,0.0268065,0.0218042,0.0374179,0.0441887,0.0600939,0.0139371,0.0083449,0.0170006,0.0275432,0,0.0304363,0.0438916,0,0,0.0184359,0,0,0.0307974,0.0588935,0.0446457,0.0293741,0.0277431,0.0350994,0.0368664,0.0268113,0.0574729,0.056603,0.0276824,0.0548436,0.0316413,0.0356085,0.0711125,0.0376649,0.00832848,0.0102943,0.0167363,0.0295063,0.0150345,0,0,0,0
17,0,0,0,0,0,0,0.0432874,0.0410674,0,0,0,0.0322465,0,0.0209788,0,0,0.0163652,0,0,0.0256636,0.0710734,0.0167994,0.0100671,0.0179989,0.0268426,0.0265488,0.0239431,0.0426769,0.0576579,0.0371937,0.0265494,0.021468,0.0373816,0.0440234,0.0598734,0.0139259,0.00829519,0.0170562,0.0277564,0,0.0303006,0.0439043,0,0,0.0181711,0,0,0.0309363,0.0588186,0.0445849,0.029317,0.027415,0.0347675,0.0367934,0.0269155,0.0575642,0.0568213,0.0278559,0.0547305,0.0314202,0.0356134,0.071092,0.0363901,0.00849289,0.0103495,0.0167042,0.0294387,0.0147974,0,0,0,0
18,0,0,0,0,0,0,0.0432168,0.041136,0,0,0,0.0321461,0,0.0210469,0,0,0.0163752,0,0,0.0257579,0.0711308,0.0164686,0.0104445,0.0181658,0.0273453,0.0266288,0.0237081,0.0425595,0.0573143,0.036722,0.0262535,0.0210139,0.0374825,0.0438519,0.058956,0.0138893,0.00829872,0.0170761,0.0281507,0,0.0302452,0.0438476,0,0,0.0179705,0,0,0.0310223,0.0588298,0.0445846,0.0292334,0.0271591,0.0344452,0.0368397,0.0270206,0.0575943,0.0569025,0.0280502,0.0545596,0.0311531,0.0354995,0.0710217,0.0351032,0.00865684,0.0103862,0.0167026,0.0293746,0.0146127,0,0,0,0
19,0,0,0,0,0,0,0.0431424,0.0412567,0,0,0,0.0318865,0,0.0212348,0,0,0.0163915,0,0,0.0258519,0.0711732,0.016205,0.0107747,0.0182991,0.0279289,0.0266671,0.0234978,0.0426007,0.0570463,0.0362793,0.0259542,0.0206141,0.0376057,0.0437603,0.0576351,0.0138328,0.00826811,0.0170665,0.0285839,0,0.0302738,0.0436929,0,0,0.0178892,0,0,0.0310537,0.0588657,0.044643,0.0291023,0.0268809,0.0341197,0.0369454,0.0270202,0.0575816,0.0568984,0.0282835,0.0543088,0.0308713,0.0352818,0.07085,0.0337189,0.00872701,0.0103658,0.0167316,0.0292847,0.0145163,0,0,0,0
20,0,0,0,0,0,0,0.0430423,0.0413117,0,0,0,0.0317131,0,0.0212695,0,0,0.016388,0,0,0.0259254,0.0711844,0.0158048,0.0110632,0.0182743,0.0285298,0.026659,0.0233959,0.042723,0.0568045,0.0358595,0.0256585,0.0201341,0.0376488,0.0436645,0.0560456,0.0137839,0.00819212,0.0171039,0.0290813,0,0.0303353,0.0435085,0,0,0.0179682,0,0,0.0310737,0.0589917,0.0446682,0.0288745,0.0265195,0.0338185,0.0369773,0.0270923,0.0575543,0.0568833,0.0284874,0.054014,0.0305112,0.035061,0.0706431,0.0322793,0.00875313,0.0103049,0.0168148,0.0291833,0.0145414,0,0,0,0
21,0,0,0,0,0,0,0.0429156,0.0413015,0,0,0,0.0315042,0,0.0209276,0,0,0.0164052,0,0,0.0259639,0.0711915,0.0152805,0.0113738,0.0181414,0.0290915,0.026615,0.0233769,0.0428802,0.0565613,0.0354126,0.0252844,0.0200069,0.0374945,0.0435044,0.0541722,0.0137534,0.00815957,0.0171253,0.0297221,0,0.030358,0.043382,0,0,0.0181123,0,0,0.0310549,0.0590692,0.0446061,0.0286587,0.0261296,0.0335582,0.0370926,0.0270977,0.0575477,0.056969,0.0286508,0.0537493,0.0301674,0.0348321,0.0704651,0.0308314,0.0086873,0.0102565,0.0168839,0.0291095,0.0145999,0,0,0,0
22,0,0,0,0,0,0,0.0427771,0.0412638,0,0,0,0.0313529,0,0.0206832,0,0,0.0164265,0,0,0.0259802,0.0712218,0.0146431,0.0116799,0.0180647,0.0295522,0.026588,0.0233196,0.0430157,0.0562526,0.0349219,0.0249703,0.0197952,0.0373376,0.0432969,0.0522239,0.0137392,0.00817024,0.017096,0.0304092,0,0.030342,0.0432911,0,0,0.0182749,0,0,0.0310347,0.0590951,0.0444564,0.0285161,0.0257548,0.0333185,0.0372361,0.0271384,0.0575482,0.0571453,0.0288189,0.0535398,0.0299119,0.0346558,0.0703134,0.0294064,0.00868734,0.010233,0.0168939,0.0290697,0.0146325,0,0,0,0
23,0,0,0,0,0,0,0.0426795,0.0411879,0,0,0,0.0314196,0,0.0207522,0,0,0.0164565,0,0,0.026017,0.0712911,0.0141352,0.0119539,0.0180022,0.0298708,0.0265647,0.0231861,0.0431003,0.0559013,0.0344383,0.0246024,0.0193729,0.037436,0.0429893,0.0502105,0.0137693,0.0081839,0.0170861,0.0310178,0,0.0303151,0.0432235,0,0,0.0184196,0,0,0.0310082,0.0591375,0.044341,0.0283886,0.0254365,0.0331032,0.0373315,0.0272546,0.0574796,0.0573475,0.0290132,0.0533755,0.0297521,0.0345448,0.0701849,0.0281105,0.00877954,0.0102415,0.0168877,0.0290703,0.0146575,0,0,0,0
24,0,0,0,0,0,0,0.0426037,0.0411405,0,0,0,0.03147,0,0.021001,0,0,0.0164525,0,0,0.0260342,0.0714336,0.0135795,0.0122447,0.018111,0.0299666,0.0265881,0.023038,0.0430536,0.0555609,0.0339289,0.0241173,0.0188568,0.0374051,0.042567,0.0481768,0.0138329,0.00817076,0.0171242,0.0314129,0,0.0303331,0.043169,0,0,0.018531,0,0,0.0309614,0.0592059,0.0443195,0.0283168,0.0251892,0.0329295,0.0373248,0.0273854,0.0573331,0.0575581,0.0291785,0.0532324,0.0296195,0.0344297,0.0700937,0.0270204,0.00880548,0.0102639,0.0169557,0.0290889,0.0146494,0,0,0,0
25,0,0,0,0,0,0,0.0425139,0.0411867,0,0,0,0.0314436,0,0.0208331,0,0,0.0164262,0,0,0.0260198,0.0716405,0.0129694,0.0124057,0.0181232,0.0298788,0.0266219,0.0229397,0.0428003,0.0552003,0.0332963,0.0236738,0.0183325,0.0371009,0.0420233,0.0459723,0.013873,0.00814919,0.0171399,0.0316721,0,0.0303025,0.0431097,0,0,0.0185338,0,0,0.030919,0.0592961,0.0443177,0.0282512,0.0250409,0.0327702,0.0372887,0.0275212,0.0571209,0.0577754,0.0293592,0.053087,0.0296223,0.0343108,0.0699681,0.0261386,0.00883286,0.0102603,0.0170001,0.02913,0.0145655,0,0,0,0
26,0,0,0,0,0,0,0.0424798,0.0411553,0,0,0,0.0312934,0,0.0207696,0,0,0.0164091,0,0,0.0260377,0.0718532,0.0124978,0.0126165,0.0182786,0.0296661,0.0265643,0.0228235,0.0423898,0.0547539,0.0326557,0.0230864,0.0178114,0.0367908,0.0410575,0.0437555,0.0137955,0.00813029,0.0170551,0.0319375,0,0.0302967,0.0430823,0,0,0.0184717,0,0,0.0308831,0.0594471,0.0442953,0.0281335,0.0249726,0.032609,0.0372097,0.027651,0.0570919,0.0579401,0.0295236,0.0529578,0.0297763,0.0341891,0.0698383,0.0254164,0.00893938,0.0102719,0.0169767,0.0292077,0.014486,0,0,0,0
27,0,0,0,0,0,0,0.0424011,0.0410687,0,0,0,0.0316277,0,0.0203574,0,0,0.0163873,0,0,0.0260771,0.072085,0.0116708,0.0123616,0.0192201,0.0292901,0.0264257,0.0222655,0.042301,0.0540345,0.0318279,0.0220215,0.0168843,0.03653,0.040428,0.0407447,0.0137651,0.00813884,0.016954,0.0321493,0,0.0303214,0.0429983,0,0,0.0184322,0,0,0.0308617,0.0597916,0.0442527,0.028048,0.0249919,0.0325369,0.0372108,0.0278322,0.0570563,0.0580357,0.0295637,0.0529181,0.0299571,0.0341239,0.0697782,0.0248417,0.00916565,0.010305,0.0169155,0.0292022,0.014435,0,0,0,0
28,0,0,0,0,0,0,0.042307,0.0410224,0,0,0,0.0324462,0,0.0196643,0,0,0.0163324,0,0,0.0261014,0.0722367,0.0106821,0.0119917,0.0205075,0.0288628,0.026234,0.0217114,0.0425567,0.0534766,0.031039,0.0209978,0.0156463,0.0361296,0.0397137,0.0367925,0.0137988,0.00819445,0.0169682,0.0323379,0,0.0303254,0.0428932,0,0,0.0184047,0,0,0.0308543,0.0603739,0.0441618,0.0280214,0.0249919,0.0325151,0.0372439,0.0280207,0.0569526,0.058083,0.0295683,0.0528839,0.0299457,0.0340933,0.0697247,0.0241197,0.00929598,0.0103251,0.0168049,0.0290988,0.0143999,0,0,0,0
29,0,0,0,0,0,0,0.0422275,0.0410016,0,0,0,0.0334592,0,0.0191691,0,0,0.0162691,0,0,0.0261217,0.0723277,0.0102764,0.0117683,0.0215908,0.0285105,0.0260486,0.0214574,0.0429653,0.0530833,0.0304542,0.0201206,0.0145345,0.0356659,0.0391794,0.033157,0.0138293,0.00823588,0.016977,0.0325545,0,0.0303117,0.0428402,0,0,0.0183832,0,0,0.0308405,0.0607265,0.0441179,0.0279081,0.024939,0.0325378,0.0372692,0.0279178,0.0568022,0.0580976,0.0295798,0.0528006,0.0298696,0.034014,0.0696458,0.0232777,0.00923476,0.0103603,0.016786,0.0289852,0.0143278,0,0,0,0
30,0,0,0,0,0,0,0.0421573,0.0409845,0,0,0,0.0344879,0,0.0188851,0,0,0.016229,0,0,0.0261186,0.0724544,0.0102389,0.0116713,0.0222835,0.0282386,0.0258921,0.0213812,0.0432252,0.0527536,0.0300074,0.0193487,0.0136821,0.0352583,0.0386426,0.0301422,0.0138515,0.00823023,0.016948,0.0328905,0,0.0302825,0.0428052,0,0,0.0183827,0,0,0.0308138,0.0608777,0.0440673,0.0277012,0.0248404,0.0326199,0.0373133,0.0276612,0.0566468,0.058078,0.029626,0.0527195,0.0297848,0.0339188,0.0695618,0.0224128,0.00925584,0.010393,0.0167943,0.0288843,0.0142559,0,0,0,0
31,0,0,0,0,0,0,0.0420758,0.040992,0,0,0,0.0355924,0,0.0184973,0,0,0.016201,0,0,0.0260937,0.0726169,0.0101522,0.0116148,0.022229,0.0280268,0.0257927,0.0213953,0.0432777,0.0525749,0.0297388,0.0185969,0.0130162,0.0348417,0.0380317,0.0276098,0.0138442,0.00821481,0.0169064,0.0333386,0,0.0301967,0.0427212,0,0,0.018383,0,0,0.0307929,0.0610303,0.0439378,0.0274288,0.0247476,0.0327922,0.0374037,0.0275644,0.056493,0.0580174,0.0297107,0.0526272,0.0297304,0.0338433,0.0694681,0.0215609,0.00918773,0.010405,0.0167973,0.0287259,0.0142186,0,0,0,0
32,0,0,0,0,0,0,0.0419694,0.0409611,0,0,0,0.036782,0,0.0181287,0,0,0.0161907,0,0,0.0260724,0.0728601,0.0102241,0.0115315,0.0219298,0.0278371,0.0256839,0.0216426,0.0432386,0.0521376,0.0295413,0.0178019,0.0124048,0.0344302,0.0374282,0.0252656,0.0138354,0.00823844,0.0169022,0.0337433,0,0.0301227,0.0425895,0,0,0.0183873,0,0,0.0307945,0.0612432,0.04377,0.0271231,0.0246659,0.0330797,0.037531,0.0273896,0.0563698,0.057935,0.0297515,0.0525486,0.029748,0.0337768,0.0693983,0.0207471,0.00920324,0.0104539,0.0167768,0.0284724,0.0142167,0,0,0,0
33,0,0,0,0,0,0,0.0418127,0.0409563,0,0,0,0.0380997,0,0.0177439,0,0,0.0161901,0,0,0.0260345,0.0732162,0.0104705,0.0113813,0.021451,0.0276034,0.0255528,0.0220358,0.0430705,0.0514496,0.0294423,0.0169087,0.0118357,0.034093,0.0368424,0.023057,0.0138428,0.00823505,0.0169072,0.0342356,0,0.0300337,0.0424325,0,0,0.0183691,0,0,0.030806,0.0614671,0.0435827,0.0268149,0.0246098,0.0334691,0.0376743,0.0273297,0.0561762,0.0578378,0.0298594,0.0525048,0.0298203,0.0336962,0.0693988,0.0198869,0.00908281,0.0105205,0.0168235,0.0280569,0.0142599,0,0,0,0
34,0,0,0,0,0,0,0.0418361,0.0410636,0,0,0,0.0357242,0,0.0189261,0,0,0.0161965,0,0,0.0259742,0.0737146,0.00970915,0.0120883,0.0205694,0.0274859,0.0255328,0.0234459,0.0414762,0.0505156,0.0302145,0.016164,0.0125546,0.0331515,0.0348859,0.0245723,0.013848,0.00825484,0.0169141,0.0347456,0,0.0300278,0.0424225,0,0,0.0182993,0,0,0.0308025,0.0616473,0.0435416,0.0265135,0.0244884,0.0336184,0.0376496,0.0273195,0.055984,0.0577885,0.0300915,0.0524139,0.0297932,0.0335471,0.0693353,0.0191077,0.00893439,0.0105643,0.0168304,0.0276922,0.0142991,0,0,0,0
35,0,0,0,0,0,0,0.041589,0.041119,0,0,0,0.0366064,0,0.0186627,0,0,0.016154,0,0,0.0259135,0.0740977,0.0100232,0.0120098,0.0200684,0.0271045,0.0254058,0.024025,0.0411113,0.0497463,0.0304054,0.01514,0.0117982,0.0327132,0.0338737,0.0224301,0.0138271,0.00825845,0.0168955,0.0353115,0,0.0299287,0.042236,0,0,0.0183238,0,0,0.0307971,0.0619236,0.0433821,0.0261419,0.0244881,0.0340736,0.037858,0.0270695,0.0557016,0.0575796,0.0302216,0.0524585,0.0298532,0.0335776,0.0693812,0.0183484,0.0089165,0.0105817,0.0168805,0.0272098,0.0142847,0,0,0,0
36,0,0,0,0,0,0,0.0413468,0.0411121,0,0,0,0.0378665,0,0.0189908,0,0,0.0160615,0,0,0.0258866,0.0745635,0.0106867,0.0118394,0.0197043,0.0266919,0.0252255,0.0243787,0.0405468,0.0488545,0.0306148,0.0144186,0.0113418,0.0320229,0.0330397,0.0204812,0.0138456,0.00819992,0.0168706,0.0360479,0,0.0298049,0.0420356,0,0,0.0183959,0,0,0.0307629,0.0621698,0.0432426,0.0258188,0.0245567,0.0345177,0.0380681,0.0267158,0.0554729,0.0572962,0.0302827,0.0525045,0.0298966,0.0336441,0.0694395,0.0174566,0.00887804,0.0105836,0.0169459,0.0269876,0.0142477,0,0,0,0
37,0,0,0,0,0,0,0.0410159,0.0411386,0,0,0,0.0410955,0,0.0188424,0,0,0.0159215,0,0,0.025905,0.0751098,0.0117043,0.0114249,0.0179081,0.0261694,0.0249844,0.0242061,0.0399283,0.047843,0.0307011,0.0139623,0.0109109,0.0319525,0.0331686,0.0178708,0.0138569,0.00804216,0.0168333,0.036895,0,0.0296049,0.041775,0,0,0.0185216,0,0,0.0307596,0.0624665,0.0430454,0.0255497,0.0245489,0.0349689,0.0383351,0.026366,0.055099,0.0569709,0.0303398,0.0525833,0.0299638,0.0337584,0.0695068,0.0164807,0.00890277,0.0105969,0.0170113,0.0265722,0.0142305,0,0,0,0
