Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LANK,LTOE
183,0,0,0,0,0,0,0.0356533,0.0415494,0,0,0,0.126378,0,0,0,0.0177509,0,0,0.0285665,0.106077,0.279625,0.00723234,0.0115555,0.0280639,0.033426,0.0742954,0.083467,0.107533,0.0956474,0.036948,0.0387314,0.065525,0.0827669,0.0128905,0.00914911,0.0163657,0.042832,0,0.0191104,0.0385279,0,0,0.0172459,0,0,0.0350046,0.0752818,0.0259514,0.0216908,0.0164551,0.0370448,0.0379071,0.0652622,0.101569,0.0911521,0.0474939,0.0704801,0.0427419,0.0515299,0.0859806,0.0123977,0.0113516,0.00859437,0.0191765,0.0239248,0.0184019,0,0,0,0,0.0652179,0.170275
184,0,0,0,0,0,0,0.0356951,0.041645,0,0,0,0.121302,0,0,0,0.0174118,0,0,0.028784,0.0981783,0.284558,0.00651957,0.011478,0.0287752,0.0326826,0.0726956,0.0819279,0.107795,0.0933658,0.0348918,0.035762,0.0604307,0.0728617,0.012893,0.00879127,0.0154749,0.0440881,0,0.017933,0.038433,0,0,0.0232966,0,0,0.0331223,0.0748385,0.0258006,0.0235159,0.0166877,0.0381968,0.0374839,0.0642041,0.100939,0.0903425,0.046021,0.0712132,0.0435497,0.0521375,0.0864111,0.0130669,0.0100587,0.00718613,0.0176975,0.0234465,0.0186603,0,0,0,0,0.0578379,0.184963
185,0,0,0,0,0,0,0.0351486,0.0416321,0,0,0,0.133197,0,0,0,0.0176971,0,0,0.0288601,0.103214,0.284563,0.00870299,0.0202467,0.0258307,0.0332635,0.0761296,0.0839532,0.109319,0.0981723,0.0419361,0.0415028,0.0669363,0.0858216,0.0129095,0.00920117,0.0161465,0.0430362,0,0.0189789,0.0382705,0,0,0.0168997,0,0,0.0355883,0.0742502,0.0252624,0.0223498,0.0166275,0.0359126,0.0385907,0.064545,0.100741,0.090106,0.0460634,0.0711965,0.0433117,0.0521356,0.0865428,0.011706,0.0116784,0.00804323,0.0193194,0.0239958,0.0184468,0,0,0,0,0.0613295,0.160542
186,0,0,0,0,0,0,0.0351535,0.0414898,0,0,0,0.135038,0,0,0,0.0177367,0,0,0.0286711,0.0994011,0.286751,0.0129606,0.0239796,0.0248794,0.0330153,0.0775735,0.0854818,0.110773,0.0990511,0.043569,0.0420196,0.0669581,0.0860391,0.0127753,0.00909659,0.0164316,0.0425785,0,0.0188771,0.038319,0,0,0.0169235,0,0,0.0353279,0.0742322,0.0250642,0.0223549,0.0165386,0.0352169,0.0391647,0.0638706,0.0998603,0.0895027,0.0454174,0.0717378,0.043604,0.0525943,0.0869267,0.0119546,0.0122389,0.00813782,0.0203292,0.0241652,0.0183128,0,0,0,0,0.0591214,0.158208
187,0,0,0,0,0,0,0.0350773,0.0416397,0,0,0,0.138176,0,0,0,0.0177293,0,0,0.0286952,0.0976791,0.288797,0.0156141,0.0284709,0.0244383,0.0327746,0.0790856,0.0866837,0.112115,0.100431,0.0458594,0.0428493,0.0675635,0.0874428,0.0127232,0.00917446,0.0163772,0.0426333,0,0.018585,0.0384227,0,0,0.0167345,0,0,0.0355309,0.0737812,0.0250089,0.0228698,0.0165781,0.0346672,0.0393924,0.0634152,0.0993832,0.0889525,0.0447248,0.0720948,0.0437552,0.0528969,0.0872135,0.0118185,0.0124785,0.00778838,0.0203374,0.024403,0.0180951,0,0,0,0,0.0575573,0.154568
188,0,0,0,0,0,0,0.035157,0.0413842,0,0,0,0.140871,0,0,0,0.0176027,0,0,0.0286417,0.0958312,0.290039,0.0183205,0.0320425,0.0244153,0.0326729,0.0802987,0.0879238,0.113476,0.101539,0.047797,0.0438818,0.0679462,0.0882981,0.0127378,0.00895234,0.0165824,0.0425148,0,0.018799,0.0383081,0,0,0.0172189,0,0,0.0351689,0.0735775,0.0250402,0.0228381,0.0166012,0.0337844,0.039729,0.0628422,0.0989278,0.0886574,0.0441699,0.0723454,0.0439239,0.053092,0.0873051,0.011439,0.0127003,0.00799141,0.0208546,0.0242662,0.0180837,0,0,0,0,0.0561513,0.152983
189,0,0,0,0,0,0,0.0351996,0.0414862,0,0,0,0.143307,0,0,0,0.0175278,0,0,0.028697,0.0946831,0.290955,0.0200321,0.0344688,0.0244395,0.0324298,0.0813509,0.0890882,0.114685,0.102722,0.0490905,0.0443153,0.0682041,0.089237,0.0127699,0.00903721,0.0164047,0.0427684,0,0.0184525,0.0383833,0,0,0.0170987,0,0,0.0352088,0.0732484,0.0251761,0.0232785,0.0168305,0.0334172,0.0398529,0.0624614,0.0985192,0.088183,0.0436248,0.0725163,0.0439448,0.0532991,0.0874811,0.0110687,0.0127759,0.0079057,0.0208028,0.0243912,0.017875,0,0,0,0,0.0555989,0.15098
190,0,0,0,0,0,0,0.0353965,0.0412477,0,0,0,0.142629,0,0,0,0.017737,0,0,0.0281861,0.0912805,0.29087,0.0234379,0.0334053,0.0248599,0.0321873,0.0815543,0.0903796,0.115342,0.102034,0.0481098,0.0432415,0.0671726,0.0873694,0.0124593,0.00909043,0.0169946,0.0422347,0,0.018309,0.0385066,0,0,0.0177247,0,0,0.0345777,0.0738144,0.0258347,0.02225,0.0165746,0.0328895,0.040094,0.0616816,0.0976889,0.0880172,0.0437383,0.0726187,0.0437905,0.0534511,0.0875721,0.0116692,0.0129814,0.00880187,0.021403,0.0242951,0.017791,0,0,0,0,0.0550819,0.153879
191,0,0,0,0,0,0,0.0354391,0.0410176,0,0,0,0.144727,0,0,0,0.0175142,0,0,0.0283853,0.0933571,0.289164,0.0212945,0.0343517,0.0245775,0.0322048,0.082092,0.0900912,0.115304,0.103094,0.0489257,0.044143,0.0681785,0.089126,0.0125464,0.00888827,0.0168795,0.0426987,0,0.0185591,0.0382965,0,0,0.0176888,0,0,0.0347994,0.0735094,0.0257711,0.0226915,0.0164714,0.0325768,0.0399164,0.0614037,0.0977667,0.0879519,0.0435341,0.0723111,0.0435708,0.0532713,0.0874313,0.0100806,0.0130037,0.00841195,0.0214259,0.0238183,0.0180999,0,0,0,0,0.0565056,0.151284
192,0,0,0,0,0,0,0.034809,0.0417326,0,0,0,0.124772,0,0,0,0.0173194,0,0,0.0293272,0.0902262,0.29884,0.00913963,0.0266209,0.0242764,0.0321992,0.0778073,0.0871716,0.112503,0.0978739,0.0406324,0.0372092,0.0590488,0.0736869,0.01282,0.00885157,0.0149039,0.046188,0,0.0163475,0.0380202,0,0,0.0243612,0,0,0.0333612,0.0735504,0.0260297,0.0255339,0.0172916,0.0343457,0.0388848,0.0607505,0.0976634,0.0873223,0.0428923,0.0723926,0.0437598,0.0533989,0.0875546,0.00989131,0.0103385,0.00580625,0.0176986,0.023407,0.0187016,0,0,0,0,0.0494787,0.175702
193,0,0,0,0,0,0,0.0354763,0.0411895,0,0,0,0.143989,0,0,0,0.0171865,0,0,0.0286348,0.0964549,0.285379,0.0176532,0.02899,0.0243464,0.0319987,0.0806907,0.0882144,0.113472,0.102166,0.0465785,0.0430554,0.0688709,0.0899839,0.0126723,0.00898243,0.0164161,0.0437775,0,0.01798,0.0383811,0,0,0.017697,0,0,0.0348712,0.0738984,0.0267464,0.0229487,0.0165726,0.032574,0.0394667,0.0607724,0.0972084,0.0875834,0.0433986,0.0716742,0.0428768,0.0526354,0.086579,0.00843139,0.0124087,0.00846152,0.020429,0.023624,0.0181393,0,0,0,0,0.0599727,0.150877
194,0,0,0,0,0,0,0.0356427,0.041264,0,0,0,0.142608,0,0,0,0.0169548,0,0,0.0287392,0.098834,0.282963,0.0153261,0.0254752,0.024397,0.0317856,0.0795318,0.0869973,0.111965,0.100837,0.0447833,0.0421434,0.0688519,0.0899936,0.0128562,0.00898758,0.0163031,0.0443178,0,0.0177462,0.0384935,0,0,0.0170809,0,0,0.0349683,0.074359,0.0275217,0.0228649,0.01671,0.0328889,0.0390279,0.0604905,0.0970428,0.0875094,0.043413,0.0711893,0.0422523,0.052063,0.0859428,0.00784406,0.0123011,0.00806055,0.02027,0.0234457,0.0181492,0,0,0,0,0.0620699,0.151761
195,0,0,0,0,0,0,0.0356236,0.0418258,0,0,0,0.14117,0,0,0,0.0169605,0,0,0.0289362,0.102107,0.280916,0.0126363,0.021921,0.0240827,0.031507,0.0782816,0.0858626,0.110278,0.0993543,0.0426689,0.0407581,0.0687136,0.0899835,0.0129545,0.00949932,0.0158811,0.045098,0,0.0171573,0.0388434,0,0,0.0158729,0,0,0.0358867,0.0747981,0.0284398,0.0234606,0.0168657,0.0335999,0.0383201,0.060461,0.0968625,0.0872155,0.0433905,0.0706923,0.0414154,0.0516459,0.0855381,0.00771249,0.0121879,0.00740517,0.0193834,0.0237185,0.0177902,0,0,0,0,0.0646933,0.151531
196,0,0,0,0,0,0,0.0361546,0.0412073,0,0,0,0.138678,0,0,0,0.0167149,0,0,0.0286182,0.102179,0.278072,0.0128628,0.0173401,0.0243465,0.0316778,0.0773296,0.0860996,0.109291,0.0969875,0.0396032,0.0400366,0.068319,0.0873351,0.0131022,0.00886985,0.0165919,0.0448477,0,0.0176237,0.0386365,0,0,0.0174465,0,0,0.0347043,0.0763669,0.0295989,0.0227047,0.0164806,0.0329955,0.0381301,0.0598007,0.0961263,0.0874418,0.043694,0.0700903,0.0406677,0.0510172,0.0845767,0.00675063,0.0120599,0.0087159,0.0203929,0.0231806,0.0180868,0,0,0,0,0.0661758,0.156696
197,0,0,0,0,0,0,0.0362935,0.0416224,0,0,0,0.141619,0,0,0,0.0166188,0,0,0.0288878,0.10541,0.277166,0.0102724,0.0158826,0.0241939,0.0317377,0.0772721,0.0863692,0.108594,0.0963333,0.039617,0.039601,0.0707032,0.0890105,0.0132687,0.00910625,0.0161316,0.0457637,0,0.017506,0.0388222,0,0,0.0162972,0,0,0.0353932,0.0765004,0.0305493,0.0241474,0.0164738,0.0336843,0.0371896,0.0598173,0.0960759,0.0873529,0.0435072,0.0692302,0.0395686,0.0503465,0.0837646,0.00735225,0.0119299,0.00775412,0.0194201,0.023377,0.0179109,0,0,0,0,0.0679361,0.156222
198,0,0,0,0,0,0,0.0372158,0.0414709,0,0,0,0.14458,0,0,0,0.0168644,0,0,0.0284576,0.102424,0.277052,0.0118952,0.0132472,0.0243787,0.0316501,0.0778368,0.0886944,0.109642,0.0953591,0.040566,0.0383939,0.0724784,0.0896408,0.0130456,0.0093119,0.0164468,0.0449483,0,0.0173873,0.0394203,0,0,0.0172694,0,0,0.0341994,0.0772746,0.032103,0.0246777,0.0156356,0.0338621,0.0364698,0.0591482,0.0949263,0.0869724,0.043251,0.0687345,0.0386885,0.0497076,0.0829395,0.00679188,0.0120233,0.0086511,0.019417,0.0234681,0.017458,0,0,0,0,0.0662284,0.162647
199,0,0,0,0,0,0,0.036351,0.041791,0,0,0,0.125788,0,0,0,0.0166682,0,0,0.0288116,0.103483,0.28987,0.00841241,0.0118802,0.0247562,0.0323034,0.076675,0.0885114,0.108973,0.0937151,0.0404421,0.0356396,0.0687134,0.088051,0.0132665,0.00943317,0.0159998,0.044787,0,0.0166696,0.0386278,0,0,0.0173388,0,0,0.0344567,0.0765901,0.032657,0.0257491,0.0156892,0.034828,0.0365989,0.0589014,0.0944181,0.0862501,0.0417872,0.0682128,0.0380397,0.049057,0.0821496,0.00743269,0.0114594,0.00878809,0.0187382,0.0232275,0.0182227,0,0,0,0,0.0625026,0.172927
200,0,0,0,0,0,0,0.0336505,0.0421998,0,0,0,0.0922372,0,0,0,0.0167986,0,0,0.029246,0.102818,0.299815,0.00739164,0.0107706,0.0263564,0.0340277,0.074073,0.0857899,0.107517,0.0908891,0.0371663,0.0360627,0.0593058,0.0780231,0.0133493,0.00931945,0.0159979,0.0447679,0,0.0155726,0.0365652,0,0,0.0168802,0,0,0.0352116,0.0761631,0.0333544,0.0260548,0.0158288,0.036748,0.0372755,0.058941,0.0945312,0.0861037,0.0406487,0.0675965,0.0374669,0.0486275,0.0812024,0.00882946,0.0103923,0.00878177,0.0179876,0.0225024,0.0204569,0,0,0,0,0.059919,0.193779
201,0,0,0,0,0,0,0.0311831,0.0414804,0,0,0,0.0654121,0,0,0,0.0172512,0,0,0.0291452,0.100075,0.299693,0.0106946,0.0124964,0.0285821,0.0354497,0.072561,0.0840844,0.106461,0.0887564,0.0335141,0.0351205,0.0521201,0.0666332,0.0128231,0.0086871,0.0168873,0.0437919,0,0.0151591,0.0346828,0,0,0.0185711,0,0,0.0346443,0.077119,0.0346158,0.0256009,0.0156546,0.0387504,0.0378802,0.0586763,0.094268,0.0864347,0.040666,0.0672661,0.0371776,0.0484938,0.0806089,0.00996102,0.00928845,0.00913311,0.0180893,0.0211306,0.0233077,0,0,0,0,0.0583932,0.217041
202,0,0,0,0,0,0,0.0297517,0.0406961,0,0,0,0.0734863,0,0,0,0.0179873,0,0,0.0290521,0.106415,0.295303,0.00967475,0.0156294,0.0286453,0.0354518,0.0722189,0.0830227,0.104387,0.0881319,0.0335663,0.0345524,0.0577866,0.0755654,0.0123034,0.00904426,0.017329,0.0430867,0,0.0158559,0.0343699,0,0,0.0165358,0,0,0.0354205,0.0781378,0.0369778,0.0246493,0.0152807,0.0396034,0.0382329,0.058639,0.0940603,0.0867509,0.0409167,0.0668291,0.0368302,0.0478003,0.079816,0.0115203,0.00950447,0.00949026,0.0186276,0.0205432,0.0248427,0,0,0,0,0.0674144,0.203676
203,0,0,0,0,0,0,0.0256692,0.0396084,0,0,0,0.063234,0,0,0,0.0196846,0,0,0.0290786,0.109,0.278085,0.0171907,0.0290332,0.0296972,0.0364436,0.0660031,0.0767841,0.0974764,0.0799608,0.0361276,0.0351226,0.0535814,0.0651787,0.0116188,0.00882344,0.0185269,0.0419473,0,0.016583,0.0333715,0,0,0.0165538,0,0,0.0357768,0.0804251,0.0388918,0.0216804,0.0162803,0.0417226,0.0406744,0.0574129,0.093027,0.0866652,0.0407741,0.0664997,0.0368148,0.0471138,0.0791036,0.0139761,0.0103993,0.0099677,0.0203077,0.0184721,0.0289246,0,0,0,0,0.065013,0.233445
204,0,0,0,0,0,0,0.0255395,0.0391364,0,0,0,0.0590369,0,0,0,0.0198853,0,0,0.029184,0.108376,0.276523,0.019183,0.0326112,0.0308013,0.0362177,0.0647623,0.0761235,0.0962841,0.0780734,0.0360279,0.034325,0.0502909,0.0588908,0.011559,0.00907099,0.0183243,0.0414373,0,0.0178795,0.0342587,0,0,0.0169195,0,0,0.0360158,0.0818833,0.0409099,0.0227534,0.0157851,0.0420219,0.0402457,0.0580322,0.0932064,0.0867975,0.0410493,0.0646944,0.0352829,0.0452762,0.0771184,0.0168113,0.0107977,0.0103706,0.0200707,0.0179912,0.029263,0,0,0,0,0.0627467,0.240271
205,0,0,0,0,0,0,0.0255239,0.0389701,0,0,0,0.059021,0,0,0,0.0199622,0,0,0.0290248,0.108406,0.276726,0.0204975,0.0319651,0.0312172,0.0366266,0.0639986,0.0758341,0.0954339,0.076687,0.0368473,0.035213,0.0482917,0.0551467,0.0117441,0.00893382,0.0185158,0.0412748,0,0.0190694,0.0345121,0,0,0.0171811,0,0,0.036063,0.0837672,0.04266,0.0239232,0.0161012,0.0415935,0.039902,0.0581864,0.0928496,0.0862015,0.0405312,0.0629151,0.033775,0.0434412,0.0751596,0.0191226,0.0111425,0.0102425,0.0200271,0.0177728,0.0292515,0,0,0,0,0.0603252,0.243201
206,0,0,0,0,0,0,0.02565,0.0389633,0,0,0,0.0624465,0,0,0,0.0199391,0,0,0.0286758,0.108485,0.275791,0.0216035,0.0308542,0.0312731,0.0372784,0.0635168,0.0751514,0.0948215,0.0761892,0.0379996,0.0363555,0.0467892,0.0525843,0.0120187,0.00875283,0.0187524,0.0412683,0,0.0205347,0.0341503,0,0,0.0174538,0,0,0.0356864,0.0854504,0.0438085,0.0242994,0.0168489,0.0413241,0.0400314,0.0581381,0.0923679,0.0854031,0.0399229,0.0613466,0.0324237,0.0417117,0.0736893,0.0217922,0.0112724,0.00994718,0.0200197,0.0175256,0.0291507,0,0,0,0,0.0582329,0.24614
207,0,0,0,0,0,0,0.0259409,0.0390924,0,0,0,0.0681855,0,0,0,0.0200138,0,0,0.0282544,0.108266,0.273131,0.0224162,0.0314801,0.0311528,0.0380023,0.0628985,0.0741011,0.0938721,0.0762101,0.0390415,0.0373934,0.0453504,0.0505967,0.0122609,0.00858765,0.0190363,0.0414278,0,0.0223495,0.0334942,0,0,0.0177178,0,0,0.0352045,0.0868632,0.044279,0.0239324,0.017472,0.041299,0.0404625,0.057936,0.0919095,0.0846328,0.0394674,0.0601009,0.0316047,0.0402044,0.0727125,0.0251548,0.0112869,0.00964645,0.0200848,0.0172055,0.0291918,0,0,0,0,0.0563826,0.248733
208,0,0,0,0,0,0,0.0261892,0.0391805,0,0,0,0.073989,0,0,0,0.0201906,0,0,0.0278646,0.108248,0.269971,0.0230628,0.0332847,0.0310713,0.0387007,0.0624373,0.0733859,0.0931458,0.0762232,0.0399324,0.0382432,0.0443981,0.0495909,0.0124669,0.00880147,0.019135,0.0417268,0,0.0240848,0.032862,0,0,0.0181995,0,0,0.0347151,0.0878578,0.0444675,0.023222,0.0177619,0.0414483,0.0409237,0.0577763,0.091472,0.0839261,0.0390174,0.0592606,0.031142,0.0393427,0.0720756,0.0287544,0.0111064,0.00973507,0.019834,0.0168846,0.0294456,0,0,0,0,0.0563759,0.24995
209,0,0,0,0,0,0,0.0260353,0.039219,0,0,0,0.0761407,0,0,0,0.020081,0,0,0.0279419,0.108562,0.268816,0.0231358,0.0350183,0.0308731,0.0392537,0.0626294,0.0733299,0.0931422,0.0762516,0.0400858,0.0388371,0.0440553,0.0499641,0.0129327,0.00842504,0.0188926,0.0420916,0,0.025262,0.0320534,0,0,0.0187359,0,0,0.0343544,0.088164,0.0449823,0.023025,0.0178691,0.0414938,0.0415982,0.0580998,0.0912949,0.083163,0.0384168,0.0589087,0.0310898,0.0391903,0.0720004,0.0301679,0.0109606,0.0101914,0.0201478,0.0169414,0.029599,0,0,0,0,0.0592346,0.248172
210,0,0,0,0,0,0,0.0255128,0.0391344,0,0,0,0.0719551,0,0,0,0.0204407,0,0,0.0276885,0.107291,0.268924,0.0230197,0.0352999,0.0313036,0.03964,0.0636779,0.0746016,0.0940869,0.0767492,0.0395152,0.0378713,0.043413,0.0493325,0.0130996,0.00854222,0.0189103,0.042385,0,0.0256293,0.0317871,0,0,0.0185413,0,0,0.0343206,0.088193,0.0458055,0.0217845,0.0174837,0.0413921,0.0417952,0.0585691,0.091307,0.0828909,0.0383201,0.0587538,0.0305248,0.0393998,0.0721747,0.0300316,0.0109774,0.0101536,0.0201272,0.0171898,0.0295683,0,0,0,0,0.0612368,0.248725
211,0,0,0,0,0,0,0.0247918,0.0392336,0,0,0,0.06691,0,0,0,0.0206239,0,0,0.0277491,0.105898,0.270395,0.022338,0.0345275,0.0317702,0.0398857,0.0648578,0.0759985,0.0954934,0.0778955,0.0390528,0.0367756,0.044004,0.0497122,0.013273,0.00880522,0.0188482,0.0427114,0,0.0253707,0.0316049,0,0,0.0183211,0,0,0.034432,0.0877499,0.0462444,0.0208494,0.0170964,0.0411189,0.0419346,0.0591705,0.0915155,0.0828558,0.0382174,0.0588813,0.0300515,0.0399235,0.072555,0.0285776,0.010936,0.0101449,0.0201289,0.0176578,0.0295112,0,0,0,0,0.0620922,0.248802
212,0,0,0,0,0,0,0.0239236,0.0396701,0,0,0,0.06367,0,0,0,0.0209157,0,0,0.0277882,0.104627,0.271883,0.0212913,0.0323806,0.0321017,0.0401587,0.0655605,0.0768899,0.0967334,0.0794758,0.040004,0.0366766,0.0462458,0.0515105,0.0134052,0.00890426,0.0193303,0.0434779,0,0.0251977,0.0312206,0,0,0.0183197,0,0,0.0345057,0.0869739,0.0463802,0.0195276,0.0166331,0.0405345,0.0420311,0.0594214,0.0918034,0.0831877,0.0379981,0.0590183,0.0294883,0.0404185,0.0727893,0.027428,0.0109224,0.00984862,0.0200746,0.0182042,0.0297394,0,0,0,0,0.0612833,0.250376
