Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LANK,LTOE
80,0,0,0,0,0,0,0.0252501,0.0389216,0,0,0,0.0770955,0,0,0,0.0223655,0,0,0.0296522,0.106656,0.271532,0.0248822,0.0334718,0.0338536,0.0412338,0.0611289,0.0735319,0.0923933,0.0740147,0.0415377,0.039934,0.045096,0.0504587,0.0135313,0.00935268,0.0187499,0.0316141,0,0.0236313,0.0326098,0,0,0.016801,0,0,0.0361554,0.0858009,0.0510711,0.0212164,0.0163626,0.0440946,0.0387511,0.0595341,0.0933715,0.0850703,0.0395333,0.0599369,0.0322197,0.0385826,0.0705979,0.0407939,0.0109115,0.0105914,0.0191021,0.0179814,0.0293297,0,0,0,0,0.0508796,0.250956
81,0,0,0,0,0,0,0.0257173,0.0391042,0,0,0,0.0773938,0,0,0,0.0223499,0,0,0.0294795,0.106705,0.270835,0.0252629,0.0323532,0.0337444,0.0414622,0.0614543,0.0738881,0.0920442,0.0737829,0.0422678,0.0399842,0.0439259,0.0485706,0.0135911,0.00935673,0.0187294,0.0312469,0,0.0260015,0.0324461,0,0,0.0168509,0,0,0.035956,0.0863506,0.0520364,0.0211539,0.0165992,0.0441641,0.0389745,0.059117,0.0929203,0.0849781,0.0395168,0.058641,0.0322334,0.0380933,0.0701202,0.0454092,0.0110868,0.0102485,0.0191786,0.0180996,0.0292742,0,0,0,0,0.0495515,0.253038
82,0,0,0,0,0,0,0.026055,0.0393634,0,0,0,0.0763048,0,0,0,0.0222881,0,0,0.0294563,0.106089,0.270189,0.0250113,0.0323224,0.0334406,0.0416093,0.0617138,0.0738864,0.0920723,0.074312,0.0426436,0.0397644,0.0429429,0.0470501,0.0134244,0.00947444,0.0187378,0.0309881,0,0.0280769,0.0322062,0,0,0.0170139,0,0,0.0358651,0.0868412,0.0530939,0.0208162,0.0168546,0.0441808,0.0392891,0.058877,0.0926278,0.0849805,0.0393292,0.0579924,0.0323167,0.0379829,0.0699296,0.0503396,0.0111849,0.0100102,0.0193601,0.0181534,0.0295218,0,0,0,0,0.0494447,0.255155
83,0,0,0,0,0,0,0.0260068,0.0395986,0,0,0,0.0737117,0,0,0,0.0222608,0,0,0.0295194,0.105053,0.270057,0.0243704,0.0327099,0.0331696,0.0416257,0.062003,0.0740645,0.0925076,0.0750653,0.0422945,0.0388295,0.0420784,0.0459258,0.0130939,0.00961147,0.0187971,0.0311266,0,0.0293899,0.03204,0,0,0.0172484,0,0,0.0359342,0.087276,0.0542948,0.0201844,0.0169842,0.0440935,0.0396134,0.058765,0.0922648,0.084949,0.0390462,0.0578781,0.0322296,0.0381287,0.0699763,0.0540671,0.011142,0.00997468,0.0194396,0.0180347,0.0298595,0,0,0,0,0.0503905,0.256697
84,0,0,0,0,0,0,0.025611,0.0396354,0,0,0,0.070386,0,0,0,0.0220559,0,0,0.0296486,0.104042,0.270426,0.0237529,0.0330932,0.0331842,0.0414253,0.0626708,0.0748222,0.0932022,0.0758662,0.0417705,0.0378608,0.0420812,0.0458925,0.0128749,0.00967151,0.0190182,0.031465,0,0.0298878,0.0319293,0,0,0.0175385,0,0,0.0359888,0.0876389,0.0552503,0.0193127,0.0170498,0.0440451,0.0398863,0.0586044,0.091884,0.0848507,0.0387548,0.0580392,0.0319268,0.0384163,0.0702241,0.0553289,0.0109819,0.0101197,0.0194156,0.0177142,0.0301097,0,0,0,0,0.0517722,0.257063
85,0,0,0,0,0,0,0.0251909,0.0394611,0,0,0,0.0673811,0,0,0,0.0220688,0,0,0.0296647,0.10325,0.271349,0.0231377,0.0333413,0.0333665,0.0411223,0.0635754,0.0757488,0.0942665,0.0768798,0.04184,0.0379276,0.0433565,0.0474152,0.0126366,0.00968943,0.0189658,0.031643,0,0.0298703,0.03183,0,0,0.0176763,0,0,0.0359723,0.0878481,0.055557,0.0182378,0.0170794,0.0440292,0.0400947,0.0584233,0.0916557,0.0847691,0.0385872,0.0583775,0.0315515,0.0389133,0.0707334,0.0547561,0.0108061,0.010163,0.0194296,0.0173917,0.0301788,0,0,0,0,0.0531288,0.256483
86,0,0,0,0,0,0,0.0250587,0.0392607,0,0,0,0.0651803,0,0,0,0.0220571,0,0,0.0296826,0.102853,0.272645,0.0225004,0.0329451,0.0335193,0.0407323,0.0642785,0.0764318,0.0953864,0.0781083,0.0425844,0.0393119,0.0452109,0.0498548,0.0125225,0.00971662,0.0188434,0.0318885,0,0.0294514,0.0318408,0,0,0.0177764,0,0,0.0359008,0.0879047,0.0551435,0.0172616,0.0171298,0.0439829,0.0401666,0.0582158,0.0914409,0.0846375,0.0384011,0.0586964,0.031175,0.039467,0.0714022,0.0532149,0.0107248,0.0102212,0.0193619,0.0171712,0.0299997,0,0,0,0,0.0545812,0.255186
87,0,0,0,0,0,0,0.0252154,0.0392032,0,0,0,0.0636856,0,0,0,0.0220634,0,0,0.0297327,0.103206,0.274181,0.021719,0.0316195,0.0332081,0.0403512,0.0646232,0.0766316,0.0965819,0.0791463,0.0434027,0.0411302,0.0470967,0.0525107,0.0124388,0.00970003,0.0188143,0.0321677,0,0.0289576,0.0319781,0,0,0.0177666,0,0,0.0358751,0.0880058,0.0543054,0.01643,0.0173779,0.0438,0.0400665,0.0578636,0.0911478,0.084323,0.0381289,0.0588947,0.0307658,0.0400796,0.0720298,0.0510726,0.0107783,0.0103377,0.0193007,0.0169945,0.0296241,0,0,0,0,0.0557039,0.253137
88,0,0,0,0,0,0,0.0254879,0.039175,0,0,0,0.061725,0,0,0,0.0219627,0,0,0.029881,0.103135,0.275677,0.0218797,0.0297191,0.0329857,0.0399834,0.0647931,0.0771216,0.0977204,0.0797853,0.0438215,0.0419071,0.0478104,0.0529617,0.0123583,0.00977947,0.0186073,0.0325712,0,0.0286042,0.0320729,0,0,0.0178337,0,0,0.0358088,0.0879977,0.0534754,0.0160761,0.0176887,0.0438179,0.0399331,0.0574505,0.0909011,0.0839306,0.0378152,0.0589331,0.0303439,0.0405114,0.07243,0.0489222,0.0108558,0.0103802,0.0191899,0.0167045,0.0293237,0,0,0,0,0.0543051,0.254328
89,0,0,0,0,0,0,0.0258392,0.0392106,0,0,0,0.060336,0,0,0,0.0217967,0,0,0.0300178,0.103576,0.276778,0.0215109,0.0293171,0.0322019,0.0396798,0.0647855,0.0772361,0.0977605,0.0797685,0.0433516,0.0416688,0.0478944,0.0528591,0.0123078,0.00976475,0.018616,0.033072,0,0.0283827,0.0322085,0,0,0.0175437,0,0,0.0358568,0.0881334,0.0526449,0.0156192,0.0180942,0.043632,0.039637,0.056993,0.0905184,0.0834756,0.037478,0.058962,0.0301326,0.0407506,0.0726542,0.0466623,0.0110033,0.0102845,0.0191955,0.0165912,0.0290476,0,0,0,0,0.0539262,0.254518
90,0,0,0,0,0,0,0.0261746,0.0391925,0,0,0,0.0593005,0,0,0,0.0216942,0,0,0.0300537,0.104461,0.276971,0.0209764,0.029878,0.0312854,0.0395139,0.0646223,0.0770834,0.097256,0.0793108,0.0423938,0.0406688,0.0475136,0.0523768,0.0122879,0.00982803,0.0185938,0.0335671,0,0.0282801,0.0323433,0,0,0.0174753,0,0,0.0357106,0.0882668,0.0518938,0.015244,0.0184721,0.0434516,0.0392855,0.0565936,0.0901158,0.0830808,0.0372136,0.0589676,0.0299345,0.0407834,0.0727443,0.0446614,0.0110238,0.0103182,0.0190881,0.0165574,0.0288957,0,0,0,0,0.054787,0.254187
91,0,0,0,0,0,0,0.0264229,0.0391395,0,0,0,0.0583774,0,0,0,0.021562,0,0,0.0299969,0.105325,0.276945,0.0204592,0.0303283,0.0305171,0.0394543,0.0644897,0.0768497,0.0967101,0.0787893,0.0413878,0.0392474,0.0467773,0.0515279,0.0123764,0.00978287,0.0186351,0.033816,0,0.0282667,0.0324324,0,0,0.0173655,0,0,0.0354901,0.0882926,0.0512429,0.0148753,0.0189154,0.0432897,0.0389788,0.056338,0.0898797,0.0827384,0.037062,0.0590155,0.0298312,0.0406432,0.0727332,0.0431133,0.0109465,0.0102544,0.0190419,0.0165675,0.0288432,0,0,0,0,0.0559405,0.253878
92,0,0,0,0,0,0,0.0265755,0.0390076,0,0,0,0.0575971,0,0,0,0.0214458,0,0,0.029861,0.106132,0.276809,0.0199846,0.0306971,0.029735,0.0393175,0.0643777,0.0765278,0.0963237,0.0782906,0.0404984,0.0380081,0.0462215,0.0508628,0.0124055,0.00973138,0.0187117,0.0337484,0,0.0284084,0.0324613,0,0,0.0172405,0,0,0.0353166,0.0882294,0.0507426,0.0144187,0.0192787,0.0431383,0.0387847,0.0563197,0.0898855,0.0825151,0.0369843,0.0591771,0.0299482,0.0404649,0.0724839,0.0421861,0.0108019,0.0102191,0.0190158,0.0166219,0.0288292,0,0,0,0,0.0573329,0.253327
93,0,0,0,0,0,0,0.0266348,0.0387944,0,0,0,0.0571086,0,0,0,0.0213987,0,0,0.0296899,0.106942,0.276664,0.0194812,0.0312037,0.029001,0.0390845,0.0642866,0.0762255,0.0961018,0.0780256,0.0398717,0.0372414,0.0461334,0.0510373,0.012418,0.00970319,0.0187875,0.0333229,0,0.0285731,0.0324639,0,0,0.0171247,0,0,0.0352249,0.0880847,0.0504156,0.0138113,0.0194887,0.0430065,0.0387266,0.0564865,0.0900834,0.082367,0.0369054,0.0591383,0.0302516,0.0403272,0.0722328,0.0420528,0.010652,0.0102428,0.018997,0.0166785,0.0287936,0,0,0,0,0.0590789,0.252193
94,0,0,0,0,0,0,0.0266439,0.0386915,0,0,0,0.0572689,0,0,0,0.021346,0,0,0.0294587,0.107948,0.276367,0.0189163,0.0318614,0.02839,0.0388568,0.0643728,0.0760225,0.0962302,0.0780216,0.0396024,0.0370923,0.046825,0.0524482,0.0123805,0.00966432,0.0188421,0.0326213,0,0.0288018,0.0325081,0,0,0.0171024,0,0,0.0351715,0.0878192,0.0503467,0.0130686,0.0197607,0.0429928,0.0387605,0.0566088,0.090287,0.0822989,0.036806,0.0590486,0.0306498,0.0402096,0.0720525,0.0427268,0.0106294,0.0103131,0.0190117,0.0167556,0.0286957,0,0,0,0,0.061362,0.250114
95,0,0,0,0,0,0,0.0266875,0.0386579,0,0,0,0.0588119,0,0,0,0.0213418,0,0,0.0291538,0.109504,0.275577,0.0182004,0.032416,0.0277848,0.0386617,0.0645217,0.0760623,0.0965734,0.0781358,0.0394155,0.0375535,0.0485072,0.0554039,0.012308,0.00964025,0.0189575,0.0319222,0,0.0289774,0.0326504,0,0,0.0170532,0,0,0.0351141,0.0874604,0.0504553,0.0123133,0.0201662,0.0430288,0.0388155,0.0567435,0.0905641,0.0822143,0.0366608,0.0591669,0.0311708,0.0402289,0.072019,0.0440649,0.0108189,0.0103304,0.0191014,0.0168318,0.0284547,0,0,0,0,0.0645836,0.246457
96,0,0,0,0,0,0,0.0311433,0.0392268,0,0,0,0.110824,0,0,0,0.0200987,0,0,0.0290412,0.114278,0.266424,0.01294,0.0221436,0.0261719,0.0376912,0.0745131,0.0882034,0.107775,0.09147,0.0290813,0.0345805,0.0598073,0.0753719,0.0130112,0.00953313,0.0185658,0.0317103,0,0.0289301,0.0344729,0,0,0.0160034,0,0,0.0345371,0.0885946,0.0499817,0.0153288,0.0195142,0.0398089,0.0352045,0.0578103,0.0916348,0.0836485,0.0395074,0.0589388,0.0314717,0.0398859,0.0718002,0.0422496,0.0105752,0.0095923,0.0183106,0.0189932,0.0241715,0,0,0,0,0.081544,0.198585
97,0,0,0,0,0,0,0.0311448,0.0392124,0,0,0,0.112242,0,0,0,0.0200011,0,0,0.0289306,0.113808,0.267193,0.0125417,0.020675,0.0254929,0.0375321,0.0747822,0.088193,0.108084,0.0920068,0.0293727,0.035004,0.0603046,0.0759907,0.012939,0.00952161,0.0184859,0.031278,0,0.0289511,0.0344955,0,0,0.0160681,0,0,0.0344654,0.087799,0.0499971,0.0146335,0.0199453,0.0398613,0.0353207,0.0581479,0.0922348,0.0837319,0.039293,0.0596096,0.0322095,0.0404525,0.0722892,0.0442188,0.0106968,0.00947419,0.0183207,0.0190414,0.0238913,0,0,0,0,0.0804875,0.197645
98,0,0,0,0,0,0,0.0312205,0.0392178,0,0,0,0.113532,0,0,0,0.0199064,0,0,0.0288441,0.113407,0.267741,0.0122516,0.0194918,0.0248761,0.0374275,0.0750074,0.0881254,0.108311,0.0923856,0.0295692,0.0350919,0.0605004,0.0762798,0.0128949,0.00949509,0.0184099,0.0308933,0,0.0287937,0.0345504,0,0,0.0161346,0,0,0.0344028,0.0869198,0.0498249,0.0140543,0.0203097,0.0399473,0.0353799,0.0585267,0.093006,0.0839819,0.0391539,0.0604265,0.0329778,0.0412717,0.0730143,0.0460014,0.0108131,0.00937504,0.0183119,0.0190971,0.0236138,0,0,0,0,0.0796795,0.196617
99,0,0,0,0,0,0,0.0313406,0.0392223,0,0,0,0.114715,0,0,0,0.019822,0,0,0.0287959,0.113142,0.268177,0.0121009,0.018479,0.0242956,0.0372988,0.0751053,0.0879963,0.108441,0.092604,0.0294491,0.0348294,0.0603551,0.0761435,0.0128428,0.00946817,0.01836,0.0306941,0,0.0284433,0.0346537,0,0,0.0162409,0,0,0.0343284,0.0860104,0.0496307,0.0135843,0.0206309,0.0400592,0.0353563,0.0590285,0.0938908,0.0842851,0.0391365,0.0613291,0.0337336,0.0422389,0.0739503,0.0473226,0.0108971,0.00931231,0.0182754,0.0191661,0.0233705,0,0,0,0,0.0792505,0.195784
100,0,0,0,0,0,0,0.0314605,0.0392292,0,0,0,0.115759,0,0,0,0.0197384,0,0,0.0287728,0.113037,0.26842,0.0120768,0.0175934,0.0235386,0.0371556,0.0750026,0.0877841,0.10842,0.092662,0.0291229,0.0342932,0.0600841,0.0758778,0.0128537,0.00945767,0.0182949,0.0307326,0,0.0277554,0.0347716,0,0,0.0163117,0,0,0.0342678,0.0851372,0.0491638,0.0131952,0.0208872,0.0401522,0.0353155,0.0595955,0.0947315,0.0846514,0.0392422,0.0622742,0.0344782,0.0432796,0.0749593,0.0481756,0.0109855,0.0092841,0.0181836,0.0192646,0.0231915,0,0,0,0,0.0787324,0.194779
101,0,0,0,0,0,0,0.0315891,0.0392075,0,0,0,0.116685,0,0,0,0.0196297,0,0,0.0286554,0.112996,0.26845,0.0121826,0.0168818,0.02297,0.0370011,0.0748339,0.0875279,0.108306,0.0925791,0.0287246,0.0336307,0.0598188,0.0754952,0.0129219,0.00940502,0.0182531,0.0308876,0,0.0269018,0.0348916,0,0,0.0163775,0,0,0.0341853,0.0842861,0.0482009,0.0129799,0.0211338,0.0402724,0.0352811,0.0600608,0.0954975,0.0851137,0.0394658,0.0632399,0.0352217,0.0443469,0.0760303,0.0487089,0.0110695,0.00929767,0.0180835,0.0193253,0.0230363,0,0,0,0,0.0784311,0.193775
102,0,0,0,0,0,0,0.0316722,0.0391992,0,0,0,0.117656,0,0,0,0.0194816,0,0,0.0285636,0.112962,0.268454,0.0123139,0.0163045,0.0224652,0.0368252,0.0746626,0.0873098,0.108231,0.0925171,0.0283,0.0329726,0.059571,0.0750118,0.0128958,0.00934105,0.018218,0.0310268,0,0.0259652,0.0349886,0,0,0.0164862,0,0,0.0340482,0.0833967,0.0470178,0.0128744,0.0214364,0.0403606,0.0352364,0.060492,0.0962149,0.0856005,0.0397936,0.064265,0.0360111,0.0453779,0.0771211,0.0488408,0.0110468,0.00932063,0.0179752,0.0193779,0.0229079,0,0,0,0,0.0782167,0.193295
103,0,0,0,0,0,0,0.0317154,0.0392068,0,0,0,0.118877,0,0,0,0.0191796,0,0,0.0285364,0.113039,0.268146,0.0122042,0.0159343,0.0222423,0.0366034,0.0743936,0.0869983,0.108074,0.0922783,0.0281579,0.0326252,0.0595639,0.0747329,0.0130238,0.00930588,0.018101,0.0311905,0,0.0251991,0.034995,0,0,0.0169563,0,0,0.0337952,0.0824382,0.0460707,0.0127227,0.0218116,0.0404437,0.0350883,0.0608777,0.0969225,0.0861883,0.0400997,0.0652582,0.0368412,0.0462343,0.0780858,0.0485969,0.0108014,0.00960888,0.0176212,0.0193926,0.0228739,0,0,0,0,0.0782051,0.192212
104,0,0,0,0,0,0,0.0317413,0.0391192,0,0,0,0.119751,0,0,0,0.01929,0,0,0.0284674,0.112819,0.267966,0.0125195,0.0152936,0.0215908,0.0365605,0.0744604,0.086988,0.108334,0.0924472,0.0277662,0.032053,0.0595652,0.074619,0.0128801,0.00942516,0.0181572,0.0310785,0,0.0245072,0.0350844,0,0,0.0165072,0,0,0.0339464,0.081666,0.0445315,0.0127371,0.0220839,0.0404155,0.0351454,0.0612141,0.097518,0.0868005,0.0406798,0.0662538,0.0377695,0.0471808,0.0791435,0.0479655,0.0109163,0.00943252,0.0178542,0.0193972,0.0227137,0,0,0,0,0.0780859,0.191107
105,0,0,0,0,0,0,0.0317742,0.0391024,0,0,0,0.12087,0,0,0,0.0193214,0,0,0.028546,0.112706,0.267684,0.0126502,0.0149167,0.0216091,0.0364642,0.0745461,0.0870567,0.108525,0.0925682,0.0275906,0.0316924,0.0595899,0.0746122,0.0129379,0.00970559,0.018148,0.0311006,0,0.0239866,0.0350859,0,0,0.016411,0,0,0.0339409,0.0808494,0.0433067,0.0126963,0.0224899,0.0403947,0.0351115,0.0614739,0.0981265,0.0873398,0.0410817,0.066973,0.0386526,0.0478767,0.0798805,0.0467849,0.0108495,0.0094201,0.0178796,0.0193543,0.0226077,0,0,0,0,0.077889,0.190528
106,0,0,0,0,0,0,0.0314112,0.0390472,0,0,0,0.121868,0,0,0,0.0193359,0,0,0.0287881,0.11254,0.267583,0.0127051,0.0145436,0.0219985,0.0367806,0.0745313,0.086995,0.108713,0.0926916,0.0274017,0.0314338,0.0594954,0.074308,0.013292,0.00962647,0.0181138,0.0330661,0,0.0225479,0.0347532,0,0,0.0165602,0,0,0.0338101,0.0795582,0.0419073,0.0112401,0.0274298,0.039813,0.0351286,0.0625435,0.100907,0.0883353,0.0405106,0.0669715,0.0402062,0.0473302,0.0793599,0.0388933,0.0107506,0.00947005,0.0179791,0.0190964,0.0229901,0,0,0,0,0.0775186,0.19045
107,0,0,0,0,0,0,0.0315247,0.0390787,0,0,0,0.122906,0,0,0,0.0192098,0,0,0.0288997,0.112558,0.267536,0.0128108,0.0142961,0.0217089,0.0365901,0.0747443,0.087195,0.108946,0.0929271,0.0272245,0.0312771,0.0595254,0.074268,0.0132988,0.00967876,0.0180481,0.0335531,0,0.0220313,0.0348349,0,0,0.0165563,0,0,0.0337718,0.0788144,0.0406898,0.0111499,0.0274468,0.0397408,0.0351443,0.062777,0.101336,0.0886039,0.0408511,0.0674155,0.0407951,0.0477279,0.0799553,0.0370312,0.010716,0.00945146,0.0180106,0.0191058,0.0228452,0,0,0,0,0.0773883,0.189746
108,0,0,0,0,0,0,0.0316686,0.0391169,0,0,0,0.123898,0,0,0,0.0189437,0,0,0.0289827,0.112613,0.267465,0.0129533,0.0140566,0.0213406,0.0363787,0.0750131,0.0874189,0.109126,0.0931551,0.0270228,0.0309022,0.0594726,0.0740752,0.0133353,0.00945718,0.0179567,0.0341301,0,0.0215789,0.0349649,0,0,0.0166355,0,0,0.0337762,0.0780963,0.0395418,0.0110489,0.0272653,0.039662,0.0351788,0.0630719,0.101691,0.0887716,0.0411619,0.0678079,0.0413301,0.0481273,0.0805239,0.0348203,0.0106245,0.0094609,0.0180311,0.0191926,0.0226813,0,0,0,0,0.077194,0.189078
109,0,0,0,0,0,0,0.031847,0.0391454,0,0,0,0.124801,0,0,0,0.0187094,0,0,0.0290595,0.112729,0.267418,0.0131409,0.0138009,0.0209314,0.0362126,0.0752616,0.0874626,0.109248,0.0933801,0.0267902,0.0306202,0.0593778,0.0738879,0.0134316,0.00928136,0.0179239,0.0349216,0,0.0210653,0.0351193,0,0,0.0167225,0,0,0.0337923,0.077386,0.0383846,0.010983,0.0268362,0.0396336,0.0351774,0.0632632,0.101997,0.0888897,0.0414876,0.0681354,0.0417245,0.0485605,0.0810986,0.032379,0.0105347,0.00941186,0.0180796,0.0192928,0.0224758,0,0,0,0,0.0769147,0.188485
110,0,0,0,0,0,0,0.0320271,0.039171,0,0,0,0.12573,0,0,0,0.0185399,0,0,0.0291482,0.112851,0.267366,0.0133171,0.0135392,0.0204772,0.0361528,0.075469,0.0874679,0.109299,0.0935562,0.0265035,0.0302735,0.059231,0.0736293,0.0135713,0.00912347,0.0179383,0.0359388,0,0.020459,0.035219,0,0,0.0167908,0,0,0.0338402,0.0766778,0.0372438,0.0109845,0.0262276,0.0396899,0.0351615,0.0635929,0.102325,0.0889468,0.0418673,0.0685157,0.0420363,0.0490325,0.0817277,0.0298895,0.0104523,0.00941185,0.0180825,0.0193596,0.022278,0,0,0,0,0.0765896,0.188033
111,0,0,0,0,0,0,0.0321914,0.039206,0,0,0,0.12658,0,0,0,0.0184516,0,0,0.0293263,0.112863,0.267352,0.0133343,0.0132696,0.0200321,0.0361563,0.0756681,0.0875773,0.109354,0.0936974,0.0261785,0.0300213,0.0590124,0.0732803,0.0135704,0.00906535,0.0179633,0.037111,0,0.0199622,0.0352436,0,0,0.0168321,0,0,0.033846,0.0759394,0.0361911,0.011078,0.0255272,0.039835,0.0351224,0.06408,0.10272,0.0890202,0.042327,0.0689314,0.0423121,0.0495702,0.0824292,0.0274182,0.0103336,0.0093875,0.018072,0.019391,0.0221598,0,0,0,0,0.0762722,0.187653
