Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,L5HD,LWRB,LTIBI,LWRA,LILC,LBHD
40,0,0,0,0,0,0,0.0375743,0.0402589,0,0,0,0.0301297,0.0212679,0,0.0146406,0,0,0.0264309,0.0778701,0.00986422,0.0218347,0.0295882,0.0272088,0.0320699,0.0501536,0.0696874,0.0518174,0.0284543,0.0243943,0.0453262,0.0495606,0.0140369,0.0271807,0,0.031745,0.0405501,0,0,0.0204057,0,0,0.0298954,0.0622233,0.0437221,0.0238968,0.0257358,0.034577,0.0351967,0.0315927,0.0644271,0.0638456,0.032273,0.0530561,0.0296346,0.0344503,0.0703709,0.0331056,0.0103408,0.00957965,0.0185345,0.0216436,0.0202572,0,0,0,0,0,0.0164251,0.0397389,0.0083236,0.0176461,0
41,0,0,0,0,0,0,0.0373866,0.0401397,0,0,0,0.0294914,0.021533,0,0.0146025,0,0,0.0264895,0.0779733,0.00932094,0.0211303,0.0295899,0.027174,0.0318564,0.0503572,0.0691706,0.0512037,0.027013,0.0234015,0.0442509,0.0473825,0.0140116,0.0269917,0,0.0317194,0.0404454,0,0,0.0203368,0,0,0.0299838,0.0623012,0.0435256,0.0235487,0.0257127,0.0348151,0.0352607,0.0316523,0.0645244,0.0640302,0.0325405,0.0528985,0.0296322,0.0342215,0.0701267,0.0326841,0.0103843,0.00950405,0.0185885,0.0212888,0.0203161,0,0,0,0,0,0.0163593,0.0391775,0.00825804,0.0181001,0
42,0,0,0,0,0,0,0.037249,0.0399456,0,0,0,0.0289364,0.0217894,0,0.0146533,0,0,0.0265524,0.0781481,0.00889308,0.0205662,0.0295039,0.0269077,0.0315931,0.0505052,0.0685604,0.0505795,0.0255217,0.0221063,0.0428636,0.044573,0.0139964,0.0270633,0,0.0316825,0.0403072,0,0,0.0203194,0,0,0.030002,0.0623738,0.0433553,0.0231783,0.0256355,0.0351315,0.0353082,0.0316529,0.0646912,0.0641618,0.0326507,0.0528545,0.0296421,0.0340679,0.070072,0.0320501,0.0104113,0.00956238,0.0185495,0.0209266,0.0203464,0,0,0,0,0,0.0163361,0.0384568,0.00827015,0.0182624,0
43,0,0,0,0,0,0,0.0371102,0.0396939,0,0,0,0.0287116,0.0219317,0,0.0147356,0,0,0.0265802,0.0783832,0.00878332,0.0197929,0.0292614,0.0267114,0.0313293,0.0505221,0.0678018,0.0499449,0.0241185,0.0210056,0.0414668,0.0407904,0.014015,0.0273267,0,0.0316516,0.0401609,0,0,0.020348,0,0,0.0299504,0.0624867,0.0432472,0.0227451,0.0255541,0.0355008,0.0353462,0.0316131,0.0647668,0.0642009,0.03261,0.0528233,0.0296846,0.0339509,0.0701848,0.031407,0.0104217,0.00975041,0.0184189,0.0206603,0.0203494,0,0,0,0,0,0.0163237,0.0375629,0.00835763,0.0180736,0
44,0,0,0,0,0,0,0.0369519,0.03939,0,0,0,0.0292359,0.0216402,0,0.0148196,0,0,0.0265979,0.0786996,0.00871147,0.0186051,0.0287555,0.0265722,0.0310024,0.050252,0.0667427,0.0491946,0.0227111,0.0199831,0.0401429,0.0363741,0.0140387,0.0276264,0,0.0315561,0.0400623,0,0,0.0204154,0,0,0.0299212,0.062636,0.0431458,0.0222416,0.025486,0.0358651,0.0353553,0.0314616,0.0644575,0.0641096,0.0324796,0.0527408,0.0297753,0.033838,0.0702112,0.0306991,0.0104525,0.00988514,0.0183578,0.0205249,0.0204039,0,0,0,0,0,0.0161706,0.0366037,0.00846735,0.0173685,0
45,0,0,0,0,0,0,0.0367301,0.0390646,0,0,0,0.030456,0.0209714,0,0.0147347,0,0,0.0266369,0.079038,0.00883985,0.0171226,0.0280344,0.0264245,0.0307749,0.0497742,0.0656008,0.048625,0.0211995,0.0187799,0.0387072,0.0312058,0.0141047,0.0278557,0,0.0313961,0.0399511,0,0,0.0203379,0,0,0.0299796,0.0629073,0.0429217,0.0216672,0.0254327,0.0363307,0.0353924,0.031162,0.0640458,0.0638874,0.032341,0.052549,0.0299264,0.0337122,0.0699786,0.0300047,0.0105187,0.00986094,0.0183573,0.0204742,0.0205324,0,0,0,0,0,0.0161007,0.0356558,0.00834248,0.0165539,0
46,0,0,0,0,0,0,0.0364325,0.0387803,0,0,0,0.0323844,0.0200667,0,0.0146611,0,0,0.0266887,0.0794442,0.00926861,0.0156595,0.0270914,0.0262298,0.0304636,0.0489318,0.0642515,0.0480532,0.0198369,0.0175644,0.0373207,0.0258462,0.0141764,0.0280429,0,0.0311859,0.0398097,0,0,0.0203317,0,0,0.030063,0.0632928,0.0425874,0.0209829,0.0253745,0.0368,0.035486,0.0307793,0.0638313,0.0635624,0.03225,0.0524803,0.0300638,0.0336178,0.0697516,0.0294376,0.0105697,0.00981259,0.0183529,0.0204019,0.0206762,0,0,0,0,0,0.0160232,0.0346171,0.00825552,0.0153173,0
47,0,0,0,0,0,0,0.0360672,0.0385541,0,0,0,0.0350216,0.01911,0,0.0145568,0,0,0.0266909,0.0798944,0.00989507,0.0144544,0.0260542,0.0259391,0.0301932,0.0476621,0.0628092,0.0475108,0.0188143,0.0165534,0.0360978,0.0209272,0.0142505,0.0283797,0,0.0309453,0.0396108,0,0,0.0203457,0,0,0.030231,0.0637517,0.0421628,0.0202016,0.0253822,0.0372616,0.0356732,0.0303499,0.0636247,0.0631814,0.0321862,0.0525286,0.0302519,0.033615,0.0696724,0.0287965,0.0106057,0.00969265,0.0183952,0.0202147,0.0208408,0,0,0,0,0,0.0160447,0.0335343,0.00817506,0.0137456,0
48,0,0,0,0,0,0,0.0356437,0.0384146,0,0,0,0.0383142,0.018249,0,0.0145056,0,0,0.0266846,0.0804071,0.0104947,0.0138361,0.0249396,0.0256326,0.0299688,0.0460862,0.0613621,0.0470332,0.0183404,0.0160091,0.0351378,0.0171155,0.0142612,0.0289247,0,0.0307008,0.0393671,0,0,0.0203368,0,0,0.0303478,0.0642417,0.0417928,0.0194758,0.0254697,0.037642,0.0359207,0.0298185,0.0632039,0.0627733,0.0321042,0.0526131,0.0305222,0.0336571,0.0696314,0.0279842,0.010611,0.00976164,0.0184343,0.0199898,0.0210122,0,0,0,0,0,0.0159886,0.0325363,0.00818082,0.0120278,0
49,0,0,0,0,0,0,0.0352144,0.0383254,0,0,0,0.0420466,0.0178334,0,0.0145095,0,0,0.0267246,0.0809143,0.0111119,0.0141944,0.0237543,0.0253045,0.0299045,0.0444479,0.0601056,0.046798,0.0184716,0.0162071,0.0344491,0.0150491,0.0142588,0.0295274,0,0.0304559,0.039125,0,0,0.0203937,0,0,0.0303658,0.064778,0.0415348,0.0188502,0.0256413,0.037888,0.0362069,0.0292329,0.0626413,0.0623293,0.0319792,0.0527379,0.0308484,0.0336952,0.0696259,0.0270538,0.0105573,0.00995063,0.0184885,0.0198001,0.0211858,0,0,0,0,0,0.015914,0.0317268,0.00831274,0.010506,0
50,0,0,0,0,0,0,0.0348208,0.0382469,0,0,0,0.0455257,0.0179227,0,0.014543,0,0,0.0268146,0.0813271,0.0121183,0.015813,0.0224886,0.0249344,0.0300933,0.0425268,0.0591227,0.0468191,0.019095,0.0168877,0.0337738,0.0148638,0.0143028,0.0301809,0,0.030212,0.0389281,0,0,0.0205416,0,0,0.03046,0.0652305,0.0413873,0.0183221,0.0257968,0.0379992,0.0364814,0.0285803,0.0621479,0.0618513,0.0317864,0.0528645,0.0311946,0.0338335,0.0696265,0.0261076,0.0104962,0.00997141,0.0185475,0.019656,0.0213359,0,0,0,0,0,0.0157088,0.0311021,0.00837925,0.0094439,0
51,0,0,0,0,0,0,0.0344745,0.0381647,0,0,0,0.0486177,0.0183884,0,0.0145878,0,0,0.0268492,0.0816801,0.0135241,0.0182436,0.0211585,0.0245799,0.0306032,0.0404232,0.0583542,0.0469934,0.0198619,0.017763,0.0330304,0.015737,0.0144247,0.0309651,0,0.0299157,0.0387923,0,0,0.0207197,0,0,0.030674,0.0654936,0.0412469,0.0180445,0.0258007,0.0379988,0.0366839,0.0278713,0.061729,0.0613276,0.0314722,0.0530842,0.0316004,0.0340964,0.0696063,0.0251123,0.0104398,0.00984412,0.0186478,0.0195536,0.0214528,0,0,0,0,0,0.0155116,0.0306551,0.0084682,0.00911067,0
52,0,0,0,0,0,0,0.0342048,0.0380973,0,0,0,0.0559564,0.0124266,0,0.014664,0,0,0.0268331,0.0819461,0.0163387,0.0201771,0.0198142,0.024307,0.0314208,0.0386321,0.0578192,0.0473763,0.0203937,0.0186245,0.0294932,0.0235789,0.0146498,0.0317613,0,0.0295872,0.0386538,0,0,0.0206743,0,0,0.0309367,0.0655669,0.0410613,0.0181778,0.0258922,0.0379436,0.0367595,0.0271458,0.0612629,0.0607299,0.0309589,0.0533877,0.0320331,0.0342557,0.0696144,0.0242796,0.0104438,0.0100557,0.018752,0.0195021,0.021607,0,0,0,0,0,0.0153307,0.0264506,0.00857575,0.00955339,0
53,0,0,0,0,0,0,0.0330734,0.0386521,0,0,0,0.0542976,0.0118106,0,0.0132181,0,0,0.0282306,0.0811769,0.0171147,0.017403,0.0171543,0.0248466,0.0327642,0.0363225,0.0583259,0.0503396,0.025706,0.023638,0.0377572,0.0234854,0.0150839,0.0326751,0,0.0287995,0.0380184,0,0,0.0203194,0,0,0.0320346,0.0652581,0.0408215,0.018461,0.026391,0.0366183,0.0374667,0.0268342,0.0609092,0.0597394,0.0300112,0.0536659,0.0324763,0.0344179,0.0697918,0.0232837,0.00982289,0.00906827,0.0183694,0.020147,0.0215575,0,0,0,0,0,0.014798,0.0332144,0.00801476,0.0106038,0
54,0,0,0,0,0,0,0.0325275,0.0387665,0,0,0,0.0599705,0.00822409,0,0.0124528,0,0,0.029178,0.0801535,0.0210638,0.0209452,0.0157994,0.0252845,0.0355964,0.037411,0.0611323,0.0545293,0.0290155,0.0261609,0.0409919,0.0299973,0.0153792,0.0331306,0,0.02891,0.0375491,0,0,0.0204168,0,0,0.0323534,0.0653906,0.0410823,0.0180254,0.0266141,0.0352967,0.0375497,0.0262126,0.0606777,0.0594448,0.0299257,0.0535412,0.0326363,0.0342634,0.0694846,0.0226947,0.00973433,0.00876054,0.0184706,0.0202736,0.0218228,0,0,0,0,0,0.0143231,0.0346605,0.00798612,0.0122666,0
55,0,0,0,0,0,0,0.032077,0.0390795,0,0,0,0.0656232,0.00624156,0,0.0117488,0,0,0.0300702,0.0787894,0.0252364,0.0258485,0.0149234,0.025783,0.0391687,0.0406151,0.0652163,0.0590463,0.0315297,0.0279634,0.0430519,0.0355163,0.0156475,0.0337814,0,0.0288053,0.0371714,0,0,0.0203133,0,0,0.032766,0.0653086,0.0414278,0.0178994,0.0272221,0.0339349,0.0375924,0.0258467,0.0605503,0.0588652,0.0296107,0.053555,0.0328887,0.0342274,0.0692047,0.0222083,0.00956942,0.00838049,0.0182965,0.0206251,0.0218471,0,0,0,0,0,0.0138833,0.0352035,0.00814436,0.0144343,0
56,0,0,0,0,0,0,0.0318452,0.0392522,0,0,0,0.0692729,0.00616709,0,0.0113473,0,0,0.0305381,0.0775523,0.0281695,0.0282892,0.0148359,0.0260972,0.0422925,0.0436203,0.0686514,0.0624643,0.0328993,0.0287721,0.0438493,0.0383518,0.0157251,0.0342821,0,0.0288532,0.0369397,0,0,0.0202048,0,0,0.0329798,0.0653211,0.0419459,0.0177777,0.0279399,0.0329003,0.0375715,0.0255907,0.0605277,0.0582206,0.029324,0.053464,0.0330226,0.0340883,0.0689057,0.0219383,0.00946092,0.00823921,0.0181152,0.0208277,0.0218351,0,0,0,0,0,0.0136921,0.0351412,0.00828055,0.0160442,0
57,0,0,0,0,0,0,0.0319068,0.0392002,0,0,0,0.069883,0.0065685,0,0.0113392,0,0,0.0303929,0.0767677,0.0279412,0.0263742,0.0152809,0.0260848,0.0436449,0.0441481,0.0692249,0.0631479,0.0327242,0.0288994,0.043265,0.0377739,0.0155704,0.0345896,0,0.0290171,0.0369508,0,0,0.0201586,0,0,0.0330272,0.0654286,0.0426007,0.0176143,0.0286987,0.0323984,0.0374903,0.0255421,0.0606327,0.0575758,0.0290472,0.0532523,0.0329809,0.0338477,0.0686063,0.0218608,0.00937259,0.00832363,0.0180642,0.0208117,0.0218442,0,0,0,0,0,0.0136515,0.0349396,0.00823532,0.0162035,0
58,0,0,0,0,0,0,0.0321633,0.0389519,0,0,0,0.068012,0.00638976,0,0.0116793,0,0,0.0297409,0.0768463,0.0245681,0.0223036,0.0160866,0.0259204,0.0426426,0.0416863,0.0666201,0.0607426,0.0313236,0.0286956,0.0418102,0.0347208,0.0153265,0.0345691,0,0.0293522,0.0371193,0,0,0.0200407,0,0,0.0328638,0.0655795,0.0434194,0.0174656,0.0293302,0.0324719,0.0373161,0.0257067,0.0609322,0.0570708,0.0287825,0.0528774,0.0326423,0.0334479,0.0682411,0.0220545,0.00930092,0.00859699,0.0180714,0.0205644,0.0219794,0,0,0,0,0,0.0139862,0.0350864,0.00817196,0.0149218,0
59,0,0,0,0,0,0,0.0324234,0.0386418,0,0,0,0.0648909,0.00693687,0,0.0122744,0,0,0.0288719,0.0782079,0.0202164,0.0184787,0.0171419,0.0259427,0.0398489,0.0383411,0.0628288,0.0566196,0.0295218,0.0285175,0.0401954,0.0306892,0.015107,0.0343133,0,0.0299389,0.0372594,0,0,0.0199922,0,0,0.0326138,0.0658137,0.0442796,0.0173997,0.0297239,0.0330679,0.037007,0.0260374,0.0613979,0.0567603,0.0285683,0.0523618,0.0319236,0.0329684,0.0677714,0.0228316,0.00923775,0.0088971,0.0180603,0.0201058,0.0222685,0,0,0,0,0,0.0143641,0.0354518,0.00802423,0.0131652,0
60,0,0,0,0,0,0,0.0329077,0.0383877,0,0,0,0.0615551,0.00933279,0,0.0130034,0,0,0.0279547,0.0808362,0.0157883,0.0164761,0.0181062,0.0255764,0.0364278,0.0358314,0.0592293,0.0521091,0.0277368,0.0278388,0.0385619,0.0264517,0.015146,0.0340233,0,0.0304169,0.0374335,0,0,0.0190645,0,0,0.0325288,0.0659112,0.0449601,0.0184022,0.0300568,0.0346294,0.0363635,0.026162,0.0616401,0.0564869,0.0280058,0.0519797,0.0312268,0.0326473,0.0672569,0.0248106,0.00952693,0.0104182,0.0179544,0.0195536,0.0225584,0,0,0,0,0,0.0143143,0.0354071,0.00870929,0.0113851,0
61,0,0,0,0,0,0,0.0327802,0.03829,0,0,0,0.0571285,0.0130222,0,0.0138104,0,0,0.027103,0.0832526,0.0140398,0.0167785,0.0181805,0.0264448,0.0334881,0.0350296,0.0569808,0.0482433,0.0252286,0.0261998,0.0366193,0.0220271,0.0146291,0.0337674,0,0.0308453,0.0375664,0,0,0.0197636,0,0,0.032232,0.0661633,0.0458217,0.0177955,0.0305655,0.03528,0.0358427,0.0267737,0.0623146,0.0566191,0.0281262,0.051196,0.0302834,0.0319148,0.0665441,0.0255592,0.00930962,0.00944423,0.0179961,0.0189618,0.0228112,0,0,0,0,0,0.0153987,0.0347932,0.00815968,0.0110997,0
62,0,0,0,0,0,0,0.0333957,0.038005,0,0,0,0.0623219,0.0133386,0,0.0143783,0,0,0.0262945,0.0852159,0.0145283,0.02132,0.0185354,0.0265423,0.0315829,0.0370946,0.0561561,0.0446446,0.0196841,0.0200562,0.0304668,0.0262155,0.0144824,0.0332484,0,0.0316781,0.0378743,0,0,0.0200763,0,0,0.0315407,0.0667392,0.0471632,0.0170221,0.030438,0.0359096,0.0346275,0.0265281,0.0622009,0.0572388,0.0284732,0.050206,0.0289846,0.0309942,0.0653774,0.0278744,0.00996734,0.00993879,0.0183379,0.018351,0.0230491,0,0,0,0,0,0.0161779,0.0294824,0.0084179,0.0106177,0
63,0,0,0,0,0,0,0.0337083,0.0381381,0,0,0,0.0577134,0.0191345,0,0.0143804,0,0,0.0262142,0.0862389,0.0105538,0.0209212,0.0176647,0.0268191,0.0307068,0.0380479,0.0558856,0.0430896,0.0193154,0.0191594,0.0346365,0.0216844,0.0143965,0.0327563,0,0.0319504,0.0380968,0,0,0.0198763,0,0,0.0315404,0.0672596,0.0482115,0.0172522,0.0301403,0.0362925,0.034001,0.0263707,0.0613494,0.0572248,0.0282766,0.049639,0.0275573,0.0306048,0.0647261,0.0305705,0.0102788,0.00998663,0.0180644,0.0184229,0.0227171,0,0,0,0,0,0.0163306,0.0342872,0.00849151,0.0106015,0
64,0,0,0,0,0,0,0.0343033,0.0383051,0,0,0,0.0555788,0.0183063,0,0.0143573,0,0,0.0261014,0.0858198,0.00668696,0.0209247,0.0171904,0.0269503,0.0304598,0.0395401,0.0563526,0.0423602,0.0193941,0.0183651,0.0369574,0.0207531,0.0143353,0.033579,0,0.0316242,0.0384585,0,0,0.019521,0,0,0.0315087,0.0672681,0.0490832,0.0176934,0.0308228,0.03646,0.0333562,0.0266452,0.061275,0.0572305,0.0272232,0.0493331,0.0271314,0.0301284,0.0640035,0.0305965,0.0107358,0.0100726,0.017923,0.0187804,0.0221309,0,0,0,0,0,0.0163577,0.0362479,0.00837674,0.0104787,0
65,0,0,0,0,0,0,0.0348671,0.0385166,0,0,0,0.0526649,0.0172856,0,0.0143074,0,0,0.0260207,0.0835489,0.00711486,0.0203341,0.0174281,0.0269914,0.0307335,0.0412495,0.0575635,0.0427162,0.0200651,0.0177005,0.0380927,0.0196088,0.0144311,0.0338568,0,0.0307214,0.038732,0,0,0.019162,0,0,0.0314643,0.0676139,0.0495975,0.0182635,0.0302535,0.0363946,0.0331497,0.0265683,0.0606247,0.0574035,0.0264618,0.04921,0.0262422,0.0298805,0.0635297,0.0323305,0.0111175,0.0100995,0.0178982,0.0193429,0.0216062,0,0,0,0,0,0.0163537,0.0364657,0.00831027,0.0104212,0
66,0,0,0,0,0,0,0.0346885,0.0386576,0,0,0,0.0518455,0.0184353,0,0.0141619,0,0,0.0260575,0.0800119,0.00942725,0.0185147,0.0185315,0.0271731,0.0319452,0.0426521,0.0589558,0.0442694,0.0210441,0.0181855,0.0365203,0.0190888,0.0146542,0.0338439,0,0.0290937,0.0383299,0,0,0.0189323,0,0,0.0315633,0.0679673,0.0498068,0.0186602,0.0294895,0.0360313,0.0336793,0.0264148,0.059959,0.0577852,0.025833,0.0494287,0.0258815,0.0298033,0.0631618,0.0351134,0.0111943,0.00999772,0.0180867,0.0197358,0.0220832,0,0,0,0,0,0.0164971,0.0338287,0.00827439,0.0105719,0
67,0,0,0,0,0,0,0.0335378,0.0386029,0,0,0,0.0522787,0.0195749,0,0.0140723,0,0,0.0262432,0.0767788,0.009831,0.0162736,0.0197317,0.0275402,0.0336795,0.0435099,0.0599234,0.046788,0.0218313,0.0193465,0.0339374,0.019219,0.0147329,0.0336115,0,0.0274924,0.0372535,0,0,0.0188922,0,0,0.0318247,0.0683812,0.0503003,0.0188442,0.0289878,0.0356803,0.0344217,0.0261685,0.0592302,0.0584034,0.0256353,0.0499466,0.0260991,0.0299082,0.0629839,0.0390434,0.0108844,0.00999095,0.0182257,0.0196541,0.0236415,0,0,0,0,0,0.0168145,0.0310234,0.00830363,0.0109686,0
68,0,0,0,0,0,0,0.0321184,0.0384256,0,0,0,0.052781,0.0186309,0,0.0141747,0,0,0.0265239,0.0761963,0.00827109,0.0138758,0.0206065,0.0276463,0.0342537,0.0439042,0.0598256,0.0485155,0.0214238,0.0177137,0.0332593,0.0197685,0.0145354,0.0331381,0,0.0266362,0.0366417,0,0,0.0190429,0,0,0.0322072,0.0686858,0.0516646,0.0196971,0.0286419,0.036141,0.0346339,0.0256062,0.0581966,0.0591106,0.0257933,0.0507236,0.0267475,0.0303291,0.063199,0.0439818,0.0104254,0.0102298,0.0180279,0.0192833,0.0250691,0,0,0,0,0,0.0170569,0.0301017,0.00843116,0.0110527,0
69,0,0,0,0,0,0,0.0308287,0.0381834,0,0,0,0.0505636,0.0184995,0,0.0145243,0,0,0.0267718,0.0775732,0.00717804,0.0133763,0.0208591,0.027733,0.0333465,0.0441232,0.0589839,0.0474873,0.020238,0.0157068,0.0336416,0.0179888,0.0140293,0.0328613,0,0.0266066,0.0370503,0,0,0.0193174,0,0,0.0327964,0.0691725,0.0530279,0.0198419,0.0287982,0.0369901,0.0346423,0.025142,0.0575031,0.0602427,0.0271351,0.0515529,0.0276462,0.0309716,0.0638367,0.0486319,0.0100371,0.0104362,0.0178381,0.0189167,0.026085,0,0,0,0,0,0.0171608,0.0301775,0.00848045,0.0110223,0
70,0,0,0,0,0,0,0.030212,0.0380739,0,0,0,0.0496968,0.0181988,0,0.0149097,0,0,0.0269942,0.0794834,0.00605317,0.0128066,0.0208417,0.0275667,0.0324034,0.0446734,0.058078,0.0449415,0.019166,0.014396,0.0348739,0.0172968,0.0135629,0.0326664,0,0.0273387,0.0378777,0,0,0.0194455,0,0,0.0335219,0.0698019,0.0545168,0.0204274,0.0289004,0.0378951,0.0346335,0.0245909,0.0569964,0.0611802,0.0285265,0.0524929,0.028595,0.0318026,0.0647579,0.0532671,0.0100298,0.010682,0.0177641,0.0188541,0.0265081,0,0,0,0,0,0.0168245,0.0307798,0.0085083,0.0110451,0
71,0,0,0,0,0,0,0.0304164,0.0381742,0,0,0,0.0461962,0.0176981,0,0.0159459,0,0,0.0264221,0.0814724,0.0041665,0.0120007,0.0200704,0.0269682,0.0314773,0.0437649,0.0570199,0.042883,0.0211557,0.016848,0.0373518,0.0159891,0.0127782,0.0313109,0,0.0303825,0.0387704,0,0,0.0183098,0,0,0.0349451,0.0702598,0.0565322,0.0220117,0.0301141,0.0396525,0.0350369,0.0251859,0.0579164,0.062853,0.0297297,0.0536311,0.0320939,0.0324056,0.0650557,0.052033,0.00991527,0.0102378,0.0175946,0.0191869,0.025905,0,0,0,0,0,0.0168047,0.0325319,0.00870629,0.0123666,0
72,0,0,0,0,0,0,0.031448,0.038239,0,0,0,0.0464061,0.0176424,0,0.0159467,0,0,0.0263485,0.0825155,0.00507576,0.00975645,0.0197853,0.0268509,0.0315792,0.0439362,0.0572004,0.0423305,0.0215956,0.0170695,0.0380139,0.0167193,0.0129826,0.0309987,0,0.032934,0.0388464,0,0,0.0181984,0,0,0.0351953,0.0710175,0.057939,0.0224738,0.028883,0.0394866,0.0350543,0.0250824,0.0577228,0.0633363,0.0302975,0.0542752,0.0334904,0.0332249,0.0657582,0.056305,0.0102179,0.0100962,0.0177884,0.0194297,0.0250886,0,0,0,0,0,0.0166898,0.0329847,0.00874313,0.0124254,0
73,0,0,0,0,0,0,0.0326632,0.0382705,0,0,0,0.0461211,0.0178311,0,0.0157605,0,0,0.0263264,0.0828097,0.00579554,0.008292,0.0196117,0.0269833,0.0314469,0.0439431,0.057289,0.0420139,0.0214656,0.0168304,0.0379693,0.0172019,0.0134761,0.0307605,0,0.0348146,0.0387148,0,0,0.0182094,0,0,0.0349856,0.0714803,0.0588235,0.0227322,0.0270636,0.0390327,0.0350599,0.0250512,0.0576041,0.0636117,0.0305933,0.0545677,0.0344232,0.0337031,0.0661901,0.0597089,0.0104844,0.00994629,0.0178047,0.0195419,0.024161,0,0,0,0,0,0.0167401,0.0328305,0.00874863,0.0121233,0
74,0,0,0,0,0,0,0.0334651,0.038224,0,0,0,0.0451287,0.0182839,0,0.0155375,0,0,0.026352,0.0824252,0.00591493,0.00799856,0.0196564,0.0272596,0.0310443,0.0440919,0.0574461,0.0417766,0.0203735,0.0157333,0.0375816,0.0175221,0.0139121,0.0303276,0,0.0355234,0.0384904,0,0,0.0183745,0,0,0.0345778,0.0717232,0.0592342,0.0228862,0.0252516,0.0385714,0.0350229,0.0250349,0.05768,0.0638472,0.0308178,0.0546138,0.0347431,0.0336713,0.0662912,0.0607396,0.0105467,0.00976519,0.0177004,0.0194297,0.0236549,0,0,0,0,0,0.0169069,0.0324301,0.00874581,0.0116293,0
75,0,0,0,0,0,0,0.0334371,0.0381071,0,0,0,0.0438403,0.0189494,0,0.0152885,0,0,0.0264502,0.081811,0.00521851,0.00786904,0.0199608,0.0275195,0.0307281,0.044429,0.0578667,0.0420419,0.0191459,0.0145751,0.0370001,0.0177235,0.0141159,0.0294632,0,0.0356916,0.038089,0,0,0.0186996,0,0,0.0341094,0.071726,0.0595593,0.0229068,0.0242564,0.0381991,0.0350247,0.0251292,0.0579854,0.0641057,0.0308846,0.0546252,0.0345885,0.0336493,0.0662787,0.0599987,0.010306,0.00974177,0.0176728,0.0190888,0.0237977,0,0,0,0,0,0.0171041,0.0321138,0.00872419,0.0110421,0
76,0,0,0,0,0,0,0.0326852,0.0379346,0,0,0,0.0449481,0.019926,0,0.0146273,0,0,0.0271423,0.080491,0.00403299,0.00729993,0.0210384,0.0281428,0.0314126,0.046029,0.0595982,0.0431799,0.0166479,0.0114582,0.035941,0.0183336,0.0144396,0.0317788,0,0.033145,0.0372148,0,0,0.019903,0,0,0.0330503,0.0720036,0.0577246,0.0223079,0.0241847,0.0369015,0.0348163,0.024464,0.0566624,0.0625722,0.0297916,0.054466,0.030678,0.0338575,0.067408,0.0669527,0.0099074,0.0102728,0.0179835,0.0185409,0.0245447,0,0,0,0,0,0.0168973,0.0314346,0.00857531,0.00975598,0
77,0,0,0,0,0,0,0.0316302,0.0379161,0,0,0,0.0417429,0.0210817,0,0.0155833,0,0,0.0266978,0.0794548,0.00318659,0.00684664,0.0207153,0.0278966,0.0308834,0.0461935,0.0603123,0.0435726,0.0176538,0.012403,0.0364689,0.0181596,0.0135301,0.0282187,0,0.0353682,0.0371429,0,0,0.0187332,0,0,0.0338214,0.0715477,0.0591228,0.0229446,0.0239956,0.0384512,0.0354529,0.0254591,0.0581146,0.0642308,0.03065,0.0545107,0.0328513,0.0339315,0.0666767,0.0582447,0.00958978,0.00968416,0.0177327,0.0184079,0.0247874,0,0,0,0,0,0.0172012,0.031734,0.00885201,0.0103026,0
78,0,0,0,0,0,0,0.0309918,0.0376573,0,0,0,0.0422237,0.0218534,0,0.0150449,0,0,0.0274032,0.0785519,0.00210473,0.00650245,0.0218894,0.0284327,0.0318957,0.0476312,0.0622821,0.0450671,0.0166229,0.0104791,0.035762,0.018132,0.0137986,0.0307634,0,0.0325939,0.036338,0,0,0.0196087,0,0,0.0330067,0.0718619,0.0571006,0.0223611,0.0239599,0.0375041,0.0354355,0.0245356,0.056576,0.0622874,0.0293903,0.0542856,0.0289974,0.0343089,0.0677497,0.0650788,0.00945796,0.0102281,0.0182327,0.0179927,0.0256394,0,0,0,0,0,0.016987,0.0309779,0.00866596,0.00917751,0
79,0,0,0,0,0,0,0.0307869,0.0375322,0,0,0,0.0410018,0.0224355,0,0.0151643,0,0,0.0274113,0.078474,0.002091,0.00653196,0.022106,0.0284574,0.032001,0.0478648,0.0631742,0.0459081,0.0165297,0.00989647,0.0355484,0.0182884,0.0136216,0.0305333,0,0.0321547,0.0362367,0,0,0.0194412,0,0,0.0330301,0.0719877,0.0567601,0.0223713,0.0239902,0.0377562,0.0357301,0.0243445,0.0564531,0.0619345,0.0290876,0.0541902,0.0283481,0.0344688,0.0679593,0.0643929,0.0095891,0.0102604,0.0183402,0.0179296,0.0259419,0,0,0,0,0,0.0169757,0.0307297,0.00869347,0.00887738,0
