Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LILC
161,0,0,0,0,0,0,0.0299731,0.0462516,0,0,0,0.0426158,0,0.0260022,0,0,0.0158213,0,0,0.0273954,0.101144,0.0254523,0.0252606,0.0527255,0.0310662,0.0574733,0.0744121,0.0881547,0.0740028,0.0425327,0.0348462,0.0395312,0.0441981,0.0224618,0.015357,0.00976331,0.0141334,0.0283005,0,0.0231304,0.0316387,0,0,0.0172959,0,0,0.0331463,0.0836805,0.0360329,0.00290382,0.0261672,0.0489481,0.0242279,0.0589772,0.0965765,0.0865126,0.0425693,0.0618284,0.0356892,0.0417521,0.0743683,0.0340712,0.014841,0.0121615,0.0133284,0.0232837,0.0368454,0,0,0,0,0.0412796
162,0,0,0,0,0,0,0.0295121,0.0460086,0,0,0,0.0410459,0,0.0269979,0,0,0.0157487,0,0,0.0273977,0.100256,0.0264539,0.0239395,0.0536164,0.0318409,0.0581176,0.0762974,0.0890742,0.0739595,0.0441407,0.0375171,0.0374253,0.0423421,0.0216338,0.0151694,0.00968489,0.0143978,0.0282799,0,0.022048,0.0311942,0,0,0.0175308,0,0,0.0331827,0.0837944,0.0375401,0.00301042,0.0254467,0.0486462,0.0244867,0.0587129,0.0963496,0.0866468,0.042114,0.0614223,0.0351579,0.0411048,0.073482,0.0365288,0.0147675,0.0121723,0.0132908,0.0228467,0.0376699,0,0,0,0,0.0414608
163,0,0,0,0,0,0,0.0287092,0.0456981,0,0,0,0.0405471,0,0.0275635,0,0,0.0157574,0,0,0.0273991,0.0997778,0.0253463,0.0234564,0.0542549,0.0326661,0.0581258,0.0773482,0.0891743,0.0742438,0.0447855,0.0384784,0.0371916,0.0418385,0.021439,0.0148783,0.00962189,0.014669,0.0285911,0,0.0211023,0.0306916,0,0,0.0175656,0,0,0.0334371,0.0841941,0.0398526,0.00340222,0.0248671,0.0486852,0.0247985,0.0583989,0.0961308,0.0867384,0.0415967,0.0613037,0.0349741,0.0406835,0.0728717,0.0399689,0.0146657,0.0122005,0.0133302,0.0223705,0.0390598,0,0,0,0,0.0413844
164,0,0,0,0,0,0,0.0279504,0.0454867,0,0,0,0.0395957,0,0.0262847,0,0,0.0160341,0,0,0.0274544,0.100065,0.0239924,0.0238545,0.0547124,0.0334998,0.0575859,0.0770634,0.0881669,0.0745015,0.0444208,0.0377844,0.038133,0.0426627,0.0219658,0.0145978,0.00958307,0.0148534,0.0292406,0,0.0207907,0.0305896,0,0,0.0174302,0,0,0.0338479,0.0849324,0.0428158,0.00402794,0.024549,0.0489349,0.0247772,0.0578908,0.0955273,0.0866476,0.0411498,0.0611889,0.0347514,0.0402687,0.0723384,0.0439801,0.0146587,0.0123285,0.0132693,0.0221013,0.0403764,0,0,0,0,0.0416865
165,0,0,0,0,0,0,0.0276065,0.0453371,0,0,0,0.0380095,0,0.0243116,0,0,0.0165357,0,0,0.027652,0.101007,0.0235134,0.0245207,0.0551368,0.0343684,0.0564592,0.0760739,0.0866527,0.0738264,0.0440004,0.0374168,0.0381602,0.0433005,0.0225308,0.0143905,0.00959259,0.0150032,0.0299613,0,0.021118,0.0308294,0,0,0.0172444,0,0,0.0343137,0.0858774,0.0459767,0.0049988,0.0243949,0.0490558,0.0245479,0.0572069,0.0944377,0.0863187,0.0408377,0.0607725,0.0344304,0.0396106,0.0716071,0.0481038,0.0147902,0.012268,0.0133527,0.0219968,0.0406996,0,0,0,0,0.0424767
166,0,0,0,0,0,0,0.027726,0.0452618,0,0,0,0.0371046,0,0.0230337,0,0,0.0170559,0,0,0.0277804,0.102398,0.0235365,0.0248041,0.0557231,0.0351601,0.0550209,0.0751219,0.0852281,0.0719069,0.0439658,0.0376281,0.0374017,0.0432019,0.023386,0.0143555,0.00951541,0.0151986,0.0304998,0,0.0220287,0.0310729,0,0,0.0171164,0,0,0.0345501,0.0869069,0.0488837,0.00605873,0.0243239,0.0490158,0.0242456,0.0562989,0.0931404,0.0857676,0.0406065,0.0600536,0.0340047,0.0387399,0.0707069,0.0519993,0.0150587,0.0121239,0.0133968,0.0220742,0.040136,0,0,0,0,0.0435517
167,0,0,0,0,0,0,0.0281121,0.045312,0,0,0,0.0369919,0,0.0230298,0,0,0.0174355,0,0,0.027736,0.103808,0.0239132,0.0245098,0.0559231,0.0358367,0.0539854,0.0744893,0.0841801,0.0700726,0.0439729,0.0377678,0.0364697,0.0428189,0.0245995,0.0144448,0.00936963,0.0154074,0.0308661,0,0.0234532,0.0311049,0,0,0.0171665,0,0,0.0346813,0.0879663,0.0510381,0.00690599,0.0244309,0.0490333,0.0239175,0.0551901,0.0917807,0.0850541,0.0402131,0.0592209,0.0335591,0.0378849,0.0698597,0.0557661,0.0154513,0.0120639,0.0132187,0.0223088,0.0396037,0,0,0,0,0.0445105
168,0,0,0,0,0,0,0.0287439,0.0453851,0,0,0,0.0367125,0,0.0240793,0,0,0.017598,0,0,0.0278417,0.104629,0.024819,0.0242456,0.0558301,0.0364229,0.0537668,0.0741335,0.0835878,0.0696823,0.0436461,0.0374625,0.0353236,0.042193,0.0253895,0.0145026,0.00947328,0.0154092,0.0311115,0,0.0250377,0.0310609,0,0,0.0173895,0,0,0.0347255,0.0889524,0.0524492,0.00739497,0.0247039,0.0491583,0.0236616,0.0541886,0.0905965,0.0843258,0.0397047,0.0585164,0.0332393,0.0372419,0.069261,0.0591846,0.0156728,0.0120286,0.0130846,0.02257,0.039305,0,0,0,0,0.0445943
169,0,0,0,0,0,0,0.0293906,0.0454577,0,0,0,0.036354,0,0.0253965,0,0,0.0175899,0,0,0.0279683,0.104597,0.0254443,0.0245933,0.0559092,0.0370081,0.0542137,0.0742859,0.0833922,0.0704886,0.0428973,0.036633,0.0341405,0.0414139,0.0251973,0.0144907,0.00960553,0.015507,0.0312083,0,0.0265865,0.0310525,0,0,0.0177042,0,0,0.0348061,0.0896598,0.053277,0.0076482,0.0248994,0.0493728,0.0234613,0.0534988,0.0896444,0.0837311,0.039141,0.0580414,0.0328418,0.0369698,0.0690616,0.061555,0.0154674,0.0119573,0.0130932,0.0227634,0.0394643,0,0,0,0,0.0441394
170,0,0,0,0,0,0,0.0296385,0.0454664,0,0,0,0.036051,0,0.0262151,0,0,0.0175685,0,0,0.0280182,0.104087,0.0247722,0.0255467,0.0560088,0.0375473,0.0549777,0.0748987,0.0835827,0.0714082,0.0422446,0.0358521,0.0337011,0.0409441,0.0251053,0.0143584,0.00954783,0.0157967,0.031329,0,0.0279229,0.0309205,0,0,0.0178142,0,0,0.0347496,0.0900165,0.0533335,0.00758189,0.0246897,0.0495331,0.0236331,0.0532346,0.0891276,0.0835658,0.0389907,0.0577411,0.0325131,0.0370092,0.0691671,0.0617386,0.0149538,0.0118644,0.0132047,0.022791,0.040049,0,0,0,0,0.0435702
171,0,0,0,0,0,0,0.0293339,0.045527,0,0,0,0.0357718,0,0.0263726,0,0,0.0176157,0,0,0.0279853,0.103348,0.0228865,0.0265499,0.0562962,0.037894,0.055689,0.0759099,0.0841199,0.0717433,0.0424576,0.036164,0.0343481,0.04117,0.0260621,0.0142124,0.0093757,0.0161016,0.0312496,0,0.0283804,0.03063,0,0,0.0176688,0,0,0.0349175,0.0900051,0.0529528,0.00718708,0.0242528,0.0497944,0.02407,0.0531768,0.0889942,0.0835987,0.0390477,0.0575246,0.0322391,0.0371148,0.0692032,0.0594352,0.0146712,0.0119302,0.0133454,0.0227577,0.0409213,0,0,0,0,0.0434699
172,0,0,0,0,0,0,0.028783,0.0455272,0,0,0,0.035437,0,0.0263424,0,0,0.0177635,0,0,0.0279392,0.102795,0.0208993,0.0266633,0.0567152,0.0380014,0.0559206,0.0766757,0.084781,0.0714618,0.0433436,0.0372907,0.0353284,0.0417355,0.02773,0.0141396,0.00917672,0.0163505,0.0307169,0,0.0285085,0.0303992,0,0,0.0173498,0,0,0.0351997,0.089771,0.0526833,0.00654474,0.0239288,0.0501239,0.0246487,0.0531109,0.0889645,0.0837731,0.0392199,0.0574953,0.0319764,0.0372515,0.0693667,0.0559745,0.0144389,0.0120698,0.0134943,0.0225886,0.0415122,0,0,0,0,0.0439028
173,0,0,0,0,0,0,0.0283273,0.0454582,0,0,0,0.0349458,0,0.0262233,0,0,0.0179225,0,0,0.0278562,0.102906,0.0197422,0.0253418,0.0570681,0.0378213,0.0555983,0.0768736,0.0855284,0.0712405,0.0439303,0.0380278,0.036175,0.0423496,0.0296829,0.0141113,0.00902135,0.0164293,0.0303268,0,0.0287431,0.030412,0,0,0.0169929,0,0,0.0355895,0.0894754,0.0526394,0.00596763,0.0240746,0.0504602,0.0251922,0.0528269,0.0887073,0.0837753,0.0393231,0.0575829,0.0316918,0.0374688,0.0696731,0.0529606,0.0142672,0.0120575,0.0137448,0.0223529,0.0417262,0,0,0,0,0.044607
174,0,0,0,0,0,0,0.0281198,0.0453906,0,0,0,0.0343883,0,0.0261857,0,0,0.0180095,0,0,0.0279729,0.103672,0.0194849,0.0232067,0.0571369,0.0375267,0.0550516,0.0767401,0.0860518,0.0715769,0.0438723,0.0379637,0.036601,0.0427532,0.0315782,0.0140938,0.00919484,0.0161191,0.0302062,0,0.0290317,0.0306374,0,0,0.0167005,0,0,0.0359155,0.0892132,0.0525416,0.0056984,0.0246481,0.0507087,0.0255325,0.0523124,0.0881644,0.0835234,0.0391789,0.0575991,0.0312869,0.0377103,0.069932,0.0508737,0.0142791,0.0120669,0.0138949,0.022202,0.0415089,0,0,0,0,0.0452754
175,0,0,0,0,0,0,0.0282189,0.0453121,0,0,0,0.0338911,0,0.026266,0,0,0.0180132,0,0,0.0283256,0.104637,0.0195445,0.0217456,0.0568827,0.0372746,0.0548091,0.0767398,0.0862953,0.0721711,0.0433562,0.0373818,0.0364187,0.0428419,0.0327524,0.0140133,0.00940242,0.0158663,0.0302088,0,0.029311,0.0309715,0,0,0.0165352,0,0,0.0360818,0.0890205,0.0523514,0.00569381,0.0252638,0.0508733,0.0256517,0.0516351,0.0875053,0.0829369,0.0387124,0.0575714,0.0308896,0.0378898,0.0701403,0.049393,0.0144312,0.0121512,0.0138826,0.022258,0.0409957,0,0,0,0,0.0456422
176,0,0,0,0,0,0,0.0286239,0.0452887,0,0,0,0.0336971,0,0.0263476,0,0,0.0178753,0,0,0.0286235,0.105497,0.0196708,0.0214096,0.0563016,0.0369349,0.054885,0.0768943,0.0862384,0.0724459,0.0426543,0.0366431,0.036186,0.0426896,0.0330323,0.0139393,0.0094592,0.0157692,0.0302258,0,0.029637,0.0312938,0,0,0.0166047,0,0,0.0358506,0.0888533,0.0521087,0.00584996,0.0256983,0.0509666,0.0255991,0.051011,0.0868798,0.0822691,0.0381813,0.0574843,0.0306117,0.0379734,0.0702783,0.048194,0.0143822,0.012152,0.0137858,0.022484,0.040258,0,0,0,0,0.0454588
177,0,0,0,0,0,0,0.0292083,0.0453659,0,0,0,0.0336627,0,0.0264689,0,0,0.0176844,0,0,0.0288469,0.106103,0.0195956,0.0215619,0.0555378,0.0364576,0.055086,0.0768922,0.0860052,0.0723872,0.0419115,0.0358828,0.035621,0.0422962,0.0325171,0.0138736,0.00949626,0.015736,0.0303782,0,0.0298769,0.0315571,0,0,0.0168878,0,0,0.0356222,0.088634,0.0518453,0.00616452,0.0260674,0.0510445,0.0254372,0.0505796,0.0863668,0.0817375,0.0377027,0.0575232,0.0306255,0.0380776,0.0704221,0.047208,0.0142657,0.0120477,0.0137677,0.022772,0.0398848,0,0,0,0,0.044897
178,0,0,0,0,0,0,0.0298162,0.0454628,0,0,0,0.0338086,0,0.0265917,0,0,0.0175473,0,0,0.0289661,0.106448,0.0192544,0.0219152,0.0547894,0.0360148,0.0552385,0.076558,0.0856862,0.0722715,0.041219,0.0351557,0.0348097,0.0417454,0.0315167,0.0138281,0.00947808,0.0157336,0.0305777,0,0.0299078,0.0317526,0,0,0.017262,0,0,0.0354979,0.0883118,0.0513411,0.00659379,0.0264243,0.0511661,0.0252545,0.0503422,0.0862058,0.081385,0.0373259,0.0576918,0.0309367,0.0382521,0.0706045,0.0462312,0.0141273,0.011992,0.0136954,0.022924,0.0401845,0,0,0,0,0.044135
179,0,0,0,0,0,0,0.0303305,0.0455122,0,0,0,0.0342006,0,0.0265813,0,0,0.0174686,0,0,0.028897,0.106594,0.0187446,0.0223371,0.0541916,0.0356149,0.0553461,0.0762043,0.0855261,0.0722324,0.0407081,0.0345639,0.0342238,0.041426,0.030456,0.0138092,0.00943931,0.0156569,0.0306762,0,0.0296039,0.0319601,0,0,0.0173164,0,0,0.0355061,0.0879736,0.050635,0.0071793,0.0267655,0.0513891,0.0251541,0.0502266,0.0862797,0.0812173,0.0370684,0.05798,0.0314432,0.0384636,0.0708643,0.0452841,0.0140331,0.011957,0.0134979,0.0229168,0.0401796,0,0,0,0,0.0434651
180,0,0,0,0,0,0,0.0305549,0.045548,0,0,0,0.0348539,0,0.0264771,0,0,0.0174953,0,0,0.0287774,0.106401,0.0183067,0.0224905,0.0536954,0.0351552,0.0554624,0.076012,0.0856373,0.0723424,0.0404107,0.0341822,0.034475,0.0410617,0.0294811,0.0137756,0.0094065,0.0155716,0.0307225,0,0.0289786,0.0320073,0,0,0.0172244,0,0,0.0354181,0.0875653,0.0498844,0.00789103,0.0270784,0.051776,0.0251571,0.0501464,0.0865211,0.0812282,0.0369452,0.0584027,0.0319092,0.0389088,0.0712076,0.044639,0.0139612,0.0120199,0.0133581,0.0228018,0.0400522,0,0,0,0,0.0429402
181,0,0,0,0,0,0,0.030518,0.045565,0,0,0,0.0356029,0,0.0262989,0,0,0.0175433,0,0,0.0286416,0.106063,0.017741,0.0223869,0.0532778,0.0347103,0.0556712,0.0760006,0.0860088,0.0726478,0.0402531,0.0339942,0.0351866,0.0409459,0.0287644,0.0137289,0.0094006,0.0155025,0.0306965,0,0.0281212,0.0320178,0,0,0.0169727,0,0,0.0351113,0.0870415,0.0490604,0.00875839,0.0273512,0.0522983,0.0253689,0.0502397,0.0868616,0.0814106,0.0369514,0.0589534,0.0323945,0.0395892,0.0717187,0.0442817,0.0138283,0.0120593,0.0133823,0.0226324,0.0397114,0,0,0,0,0.0425562
182,0,0,0,0,0,0,0.0303278,0.0456221,0,0,0,0.0360862,0,0.0262371,0,0,0.017546,0,0,0.0285237,0.10574,0.0170453,0.0221373,0.0529143,0.034305,0.0560315,0.0759937,0.0864128,0.0730244,0.0402188,0.0339463,0.0345726,0.0411064,0.0283024,0.0136893,0.00940438,0.0154686,0.0306607,0,0.0274603,0.0320897,0,0,0.0166796,0,0,0.0350781,0.0864576,0.0481272,0.00975438,0.0275977,0.0528786,0.0257405,0.0505061,0.0872664,0.081756,0.0369988,0.0595551,0.0329758,0.040358,0.0724157,0.0443542,0.013746,0.0119428,0.0137667,0.0225185,0.0395688,0,0,0,0,0.0422698
183,0,0,0,0,0,0,0.0301355,0.0456671,0,0,0,0.0364075,0,0.0262694,0,0,0.0175025,0,0,0.0284177,0.10549,0.0163974,0.0216013,0.0526168,0.0339864,0.0564641,0.0760367,0.0868231,0.073457,0.0402136,0.0338339,0.0341445,0.0410664,0.0280973,0.0136734,0.00942045,0.0154265,0.0304408,0,0.0270199,0.0321276,0,0,0.016419,0,0,0.0350088,0.0858536,0.047228,0.0107453,0.0277983,0.0535107,0.0261194,0.0507875,0.0877296,0.082185,0.0370893,0.0601441,0.033601,0.0410622,0.0733168,0.0450058,0.0136966,0.0118505,0.0140879,0.0224721,0.0394213,0,0,0,0,0.0420514
184,0,0,0,0,0,0,0.0300179,0.0456647,0,0,0,0.0365837,0,0.0263937,0,0,0.0174109,0,0,0.0282884,0.105356,0.0160683,0.0209718,0.0524113,0.0337927,0.0569114,0.076152,0.087299,0.0739437,0.0401867,0.0336065,0.0342484,0.0410136,0.0280388,0.013712,0.00937524,0.0154634,0.0301485,0,0.0267873,0.0321887,0,0,0.0161761,0,0,0.0346791,0.0851919,0.0463849,0.0117419,0.0279674,0.0541536,0.0264619,0.0511003,0.0881834,0.082629,0.0372285,0.0607431,0.0343472,0.0420497,0.0743012,0.0461991,0.0135746,0.0118098,0.0142191,0.0224721,0.0388836,0,0,0,0,0.0417979
185,0,0,0,0,0,0,0.0298743,0.0457614,0,0,0,0.0365765,0,0.0265611,0,0,0.0173338,0,0,0.0281771,0.105179,0.0158925,0.0204722,0.0521294,0.0336122,0.0572541,0.0763268,0.0877472,0.0744321,0.0400573,0.0334687,0.0342877,0.040783,0.0279564,0.013776,0.0093528,0.0154867,0.0300332,0,0.0264943,0.0322363,0,0,0.01603,0,0,0.0343176,0.0843983,0.0456522,0.0127861,0.028318,0.0547611,0.0267046,0.0516108,0.0887988,0.0829859,0.0374283,0.0619891,0.0352811,0.0430001,0.0752071,0.0474038,0.0133111,0.011724,0.0143307,0.0226008,0.0388233,0,0,0,0,0.041451
186,0,0,0,0,0,0,0.0297555,0.045889,0,0,0,0.0365677,0,0.0266961,0,0,0.0172549,0,0,0.0280662,0.105039,0.0156974,0.0203099,0.051715,0.0333736,0.0573559,0.0765105,0.0880604,0.0748277,0.0397659,0.0332307,0.0341362,0.0408485,0.0278093,0.0138258,0.00935172,0.0155029,0.0298961,0,0.026147,0.0322842,0,0,0.0160682,0,0,0.0341271,0.0836523,0.0449409,0.0138373,0.0287132,0.0553158,0.0269044,0.0521651,0.0894678,0.0832942,0.0376245,0.0631745,0.0362261,0.0439062,0.0761575,0.0487989,0.0130616,0.011736,0.0143489,0.0228107,0.0387604,0,0,0,0,0.0410929
187,0,0,0,0,0,0,0.0296951,0.0459505,0,0,0,0.0366013,0,0.0268286,0,0,0.0171895,0,0,0.0280509,0.105005,0.0156844,0.0203367,0.0512921,0.0330255,0.057272,0.0766851,0.0882425,0.0750571,0.039349,0.0328563,0.0339501,0.040769,0.0275324,0.0137853,0.00940031,0.0154998,0.0296972,0,0.0259297,0.0323671,0,0,0.0161895,0,0,0.034053,0.083014,0.0440787,0.0148286,0.0290265,0.0558148,0.0270857,0.052653,0.0902536,0.0836236,0.0377485,0.0640719,0.0371008,0.0447682,0.0771191,0.0501322,0.0128979,0.0118077,0.0143668,0.0230088,0.0385979,0,0,0,0,0.0407913
188,0,0,0,0,0,0,0.029656,0.0460275,0,0,0,0.0366393,0,0.0269195,0,0,0.0171121,0,0,0.0279931,0.105063,0.0156501,0.0205196,0.0509843,0.0325754,0.0573762,0.0768067,0.0883359,0.0751455,0.0389803,0.0324168,0.0336179,0.040528,0.0272344,0.0137535,0.00945311,0.0154245,0.029531,0,0.025668,0.0324947,0,0,0.0162358,0,0,0.0339536,0.0823539,0.0431021,0.0157713,0.0293164,0.0561965,0.0272238,0.0531317,0.0909301,0.0838292,0.0378921,0.0649763,0.0379072,0.045585,0.0779928,0.0512997,0.0127703,0.0118002,0.0143867,0.0232242,0.0386451,0,0,0,0,0.0405243
189,0,0,0,0,0,0,0.0296472,0.0460861,0,0,0,0.0367491,0,0.0268979,0,0,0.0169994,0,0,0.0278904,0.105158,0.0155032,0.0207374,0.050612,0.0320511,0.0575467,0.076881,0.0883943,0.0751655,0.0386811,0.0319792,0.0332265,0.0401946,0.0269449,0.0137154,0.00952391,0.0153086,0.029494,0,0.0253819,0.0326335,0,0,0.0162082,0,0,0.0338089,0.0815953,0.042132,0.0167221,0.0296265,0.0565657,0.0273183,0.0536079,0.0917058,0.0840743,0.0380636,0.0658928,0.038644,0.0464592,0.0789382,0.0521735,0.012642,0.011809,0.0143699,0.0234193,0.0382628,0,0,0,0,0.0403424
190,0,0,0,0,0,0,0.0296515,0.0461161,0,0,0,0.036964,0,0.0269506,0,0,0.0168629,0,0,0.0278297,0.105245,0.0153953,0.0207079,0.050152,0.0314871,0.057688,0.0769096,0.08849,0.0752161,0.0384255,0.0316039,0.0329016,0.0399704,0.0266355,0.0137002,0.00959335,0.0151945,0.029488,0,0.0250962,0.0327835,0,0,0.0161658,0,0,0.0337129,0.080658,0.0411059,0.0177449,0.0298606,0.056923,0.0275015,0.0540839,0.092548,0.0843019,0.0383056,0.0668125,0.0393558,0.0474625,0.0800426,0.052588,0.0125571,0.0118566,0.0143452,0.0235692,0.0376844,0,0,0,0,0.0402728
191,0,0,0,0,0,0,0.0296323,0.0461357,0,0,0,0.0370322,0,0.0269288,0,0,0.0167396,0,0,0.0277888,0.105298,0.0152529,0.0206221,0.0498034,0.0309265,0.0578379,0.0769531,0.0886441,0.0753696,0.0381164,0.0312704,0.0328949,0.0398267,0.0264249,0.0137162,0.00964763,0.0151319,0.0293349,0,0.0248622,0.0328715,0,0,0.016101,0,0,0.0336258,0.0797305,0.0400387,0.0188618,0.0299807,0.0572249,0.0277383,0.0545531,0.0934514,0.0843941,0.0385926,0.06773,0.0400581,0.0485248,0.0809733,0.0524821,0.0125517,0.0119139,0.0144199,0.0236745,0.0374715,0,0,0,0,0.0402222
192,0,0,0,0,0,0,0.0295853,0.0461273,0,0,0,0.0371783,0,0.0267989,0,0,0.0166315,0,0,0.0277954,0.105345,0.0150619,0.0204867,0.0494296,0.0303369,0.0580544,0.0770142,0.0888718,0.0755936,0.0377739,0.0310681,0.0329134,0.0400235,0.0262777,0.0137525,0.00970845,0.0150963,0.0289876,0,0.0247203,0.0329119,0,0,0.0160658,0,0,0.033508,0.0786926,0.0387856,0.0202821,0.0301472,0.0575869,0.0280671,0.0551411,0.0942801,0.0844047,0.0389871,0.0686167,0.0407925,0.049354,0.0819528,0.051505,0.0125336,0.0120005,0.0144794,0.02375,0.0373782,0,0,0,0,0.0400614
193,0,0,0,0,0,0,0.0295164,0.0460712,0,0,0,0.0373955,0,0.0266443,0,0,0.0165994,0,0,0.0278259,0.105371,0.0148579,0.0201854,0.0489968,0.029816,0.0583185,0.0771026,0.089142,0.0758389,0.0374895,0.0308417,0.0328323,0.0399675,0.0260571,0.0137889,0.00975938,0.0150615,0.0286684,0,0.0243115,0.0329688,0,0,0.0160828,0,0,0.0334985,0.0776825,0.0376846,0.0216381,0.030265,0.0579495,0.0283987,0.0556722,0.0949649,0.0842718,0.0393132,0.0694593,0.0414992,0.0500996,0.0831736,0.0499402,0.012452,0.0120191,0.0145172,0.0237673,0.0370957,0,0,0,0,0.0399208
194,0,0,0,0,0,0,0.0293996,0.0460707,0,0,0,0.0377638,0,0.0264595,0,0,0.0165956,0,0,0.0278033,0.105402,0.0145614,0.0198556,0.0485717,0.029346,0.058572,0.0771126,0.0893734,0.0760531,0.0372539,0.0305139,0.0328563,0.0397401,0.0257464,0.0138364,0.00978572,0.0150076,0.028531,0,0.0238763,0.0330628,0,0,0.01614,0,0,0.0335613,0.076661,0.0365304,0.0229541,0.0303155,0.0582713,0.0286425,0.0562229,0.0955111,0.08429,0.039473,0.0703006,0.0420702,0.0508459,0.0841909,0.0479765,0.012343,0.0119666,0.0145946,0.0237648,0.0368289,0,0,0,0,0.0398078
195,0,0,0,0,0,0,0.0293285,0.0460709,0,0,0,0.0382236,0,0.0263323,0,0,0.0165948,0,0,0.0278506,0.105379,0.0142765,0.0197149,0.0481772,0.0289557,0.0588347,0.0768651,0.0895637,0.0762533,0.0369671,0.0301462,0.0331059,0.0394822,0.0251945,0.0138988,0.0098161,0.0149959,0.0285357,0,0.0235508,0.0331401,0,0,0.016214,0,0,0.0335683,0.0756672,0.0351487,0.0242726,0.0303348,0.0584752,0.0288373,0.0568187,0.0959658,0.0845472,0.0395248,0.0708291,0.0425574,0.0516412,0.0850037,0.0455056,0.0123331,0.0120133,0.0145928,0.0236789,0.036743,0,0,0,0,0.039647
196,0,0,0,0,0,0,0.0293363,0.0460342,0,0,0,0.0388673,0,0.0262084,0,0,0.0165793,0,0,0.027909,0.105366,0.0139989,0.0196347,0.0478743,0.028594,0.0590378,0.0763558,0.0896977,0.0763925,0.0367,0.0298397,0.0331202,0.0391797,0.0243864,0.0140165,0.00986841,0.0149842,0.0286716,0,0.0233564,0.0332073,0,0,0.0162253,0,0,0.0335143,0.0746956,0.0338076,0.0255502,0.030269,0.0586741,0.0289344,0.0573479,0.0963075,0.0844188,0.039553,0.0712165,0.0431158,0.052307,0.085722,0.0426542,0.0124372,0.0121572,0.0144998,0.0235305,0.036466,0,0,0,0,0.0394277
197,0,0,0,0,0,0,0.0293242,0.0459923,0,0,0,0.0395849,0,0.0260767,0,0,0.0164906,0,0,0.0278812,0.105419,0.0137396,0.0196023,0.0474214,0.028311,0.0591066,0.0762567,0.0897763,0.0765645,0.036466,0.0295723,0.0330206,0.0389274,0.023708,0.0141064,0.00987637,0.014989,0.0292063,0,0.0232251,0.03323,0,0,0.0161935,0,0,0.0335164,0.0738176,0.0324922,0.0267815,0.0301609,0.0590259,0.0289873,0.0577801,0.0965441,0.0839727,0.0396137,0.0716453,0.0436256,0.0525482,0.0864112,0.0395172,0.0125326,0.0121947,0.0145096,0.0233675,0.036169,0,0,0,0,0.0393248
198,0,0,0,0,0,0,0.0293656,0.0459761,0,0,0,0.0403212,0,0.0259605,0,0,0.0163752,0,0,0.0278609,0.105467,0.0135636,0.0196926,0.0468934,0.0280426,0.0592568,0.076218,0.0897943,0.0767739,0.0363288,0.0293183,0.0327798,0.0388451,0.0231899,0.0141467,0.00991797,0.0149905,0.0301095,0,0.0234016,0.0332469,0,0,0.0161274,0,0,0.033514,0.0729674,0.0312634,0.0278984,0.0300625,0.059332,0.0290688,0.0581227,0.0967214,0.0836772,0.0397229,0.0721016,0.0440824,0.0527858,0.0871079,0.0361639,0.0125832,0.0120962,0.0146368,0.023238,0.0359303,0,0,0,0,0.0393549
199,0,0,0,0,0,0,0.029396,0.0460121,0,0,0,0.0410189,0,0.0258475,0,0,0.0163066,0,0,0.027872,0.105556,0.0135518,0.0199429,0.0463209,0.0277626,0.0593887,0.0761496,0.0897725,0.0769437,0.03617,0.029035,0.0324625,0.0389211,0.0227276,0.0141878,0.00994001,0.0149857,0.0311908,0,0.0232502,0.0332181,0,0,0.0161102,0,0,0.0336095,0.0721497,0.0302074,0.0289364,0.0299308,0.0595682,0.0291214,0.0583915,0.096837,0.0832142,0.0399081,0.0725071,0.0444114,0.0532755,0.0877035,0.0327374,0.0125799,0.0120745,0.0146804,0.0231899,0.0357758,0,0,0,0,0.0394668
200,0,0,0,0,0,0,0.0294852,0.046013,0,0,0,0.0416742,0,0.0257532,0,0,0.0162791,0,0,0.0278964,0.105669,0.0134353,0.0203052,0.0457888,0.0275431,0.0594618,0.0760845,0.0897808,0.0770869,0.0359818,0.0287543,0.0321476,0.0388571,0.022372,0.0142536,0.00996008,0.0149489,0.0322834,0,0.0228596,0.0332049,0,0,0.016057,0,0,0.0335854,0.0713464,0.0290287,0.0299613,0.0296136,0.0598265,0.0292035,0.0586433,0.0968989,0.0830186,0.0401575,0.0729008,0.0446785,0.0538609,0.0883651,0.0295346,0.0125828,0.0121356,0.014692,0.0231478,0.0356882,0,0,0,0,0.0395638
