Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LILC
121,0,0,0,0,0,0,0.0265992,0.0449011,0,0,0,0.0360853,0,0.0204218,0,0,0.015715,0,0,0.0281272,0.108896,0.0354388,0.0311479,0.0486155,0.0287635,0.0583266,0.0760571,0.0907883,0.0718946,0.043898,0.0369361,0.044584,0.0544362,0.0742234,0.0145901,0.00954389,0.0144522,0.0263106,0,0.0261832,0.0312201,0,0,0.0164985,0,0,0.035493,0.0779563,0.0329827,0.0268124,0.0319499,0.0563734,0.0298622,0.0608005,0.0993558,0.0859948,0.0401996,0.0700938,0.0444875,0.050059,0.0834168,0.0534085,0.0121318,0.0118028,0.0153301,0.0223076,0.0366243,0,0,0,0,0.0456522
122,0,0,0,0,0,0,0.0268584,0.0448679,0,0,0,0.0359395,0,0.0205296,0,0,0.0156522,0,0,0.028208,0.109468,0.0349835,0.0311655,0.0490327,0.0287498,0.0576523,0.0757306,0.0901835,0.0715155,0.0436739,0.0368219,0.0448376,0.054185,0.0735166,0.0146305,0.00960385,0.0144257,0.0260979,0,0.0264559,0.0312598,0,0,0.0165595,0,0,0.0356338,0.0781638,0.0328972,0.0256854,0.0313008,0.0556697,0.0295025,0.0607097,0.0994472,0.0863403,0.0408176,0.0696618,0.0442164,0.0497505,0.0830979,0.0525699,0.0122175,0.0118216,0.0152741,0.0223013,0.036398,0,0,0,0,0.0457146
123,0,0,0,0,0,0,0.0271073,0.0448681,0,0,0,0.0356502,0,0.0206639,0,0,0.0156668,0,0,0.0282711,0.109927,0.0343688,0.0311175,0.0494286,0.0287989,0.056907,0.0753414,0.0895291,0.0710947,0.0430759,0.0365131,0.0447125,0.0537541,0.0726879,0.0146631,0.00962517,0.0144135,0.0259345,0,0.0266851,0.0312711,0,0,0.0166328,0,0,0.0357131,0.0781523,0.0325906,0.0247426,0.0304299,0.0551011,0.0290691,0.060676,0.0996133,0.0867727,0.041361,0.0693998,0.0441152,0.049521,0.0828535,0.0510125,0.0123403,0.0118001,0.0151974,0.0222764,0.0361482,0,0,0,0,0.0457339
124,0,0,0,0,0,0,0.0273788,0.0448748,0,0,0,0.0352473,0,0.0207602,0,0,0.0157321,0,0,0.0283198,0.110137,0.0335679,0.0308787,0.0498348,0.0288927,0.0562262,0.0749535,0.0889569,0.0707378,0.0426262,0.0361516,0.0445017,0.0531996,0.071608,0.0146934,0.0095974,0.0144229,0.0259891,0,0.0267074,0.0313058,0,0,0.0166751,0,0,0.0357145,0.0779926,0.0321125,0.0239264,0.0298215,0.0545461,0.0286322,0.060944,0.0998495,0.0872883,0.0419619,0.0692998,0.044051,0.0494499,0.0828253,0.0489182,0.0124738,0.0118019,0.0151245,0.0222295,0.03591,0,0,0,0,0.0457172
125,0,0,0,0,0,0,0.0276509,0.0448727,0,0,0,0.0348419,0,0.0207529,0,0,0.0158006,0,0,0.0284069,0.110125,0.0326753,0.0306912,0.0502278,0.028949,0.055477,0.0745325,0.0883062,0.0702244,0.0424071,0.0358706,0.0441295,0.0526639,0.0701725,0.0147562,0.00962475,0.0144324,0.0262764,0,0.0264477,0.0314035,0,0,0.0167325,0,0,0.0356877,0.0778075,0.0314598,0.0232223,0.0293885,0.0540845,0.0282729,0.0614371,0.100078,0.0879354,0.0426704,0.0692179,0.0438385,0.0494783,0.0829416,0.0469309,0.0126067,0.0117943,0.0150403,0.0222179,0.035743,0,0,0,0,0.0456443
126,0,0,0,0,0,0,0.027956,0.0448809,0,0,0,0.0344068,0,0.0207264,0,0,0.0158414,0,0,0.0285013,0.110047,0.0317003,0.0303301,0.0505215,0.0290013,0.0548435,0.0742527,0.0878078,0.0697629,0.0422672,0.0357449,0.0438806,0.0521656,0.0684567,0.0148239,0.00965418,0.0144208,0.0265729,0,0.0262178,0.0315424,0,0,0.0167664,0,0,0.0356892,0.0777836,0.0307436,0.0223968,0.0290891,0.0535587,0.0279597,0.0619533,0.100247,0.0886492,0.043368,0.0691293,0.0435699,0.0495136,0.083004,0.0449582,0.0127897,0.0117626,0.015011,0.0222521,0.035538,0,0,0,0,0.0456278
127,0,0,0,0,0,0,0.0282759,0.0448906,0,0,0,0.0340931,0,0.0206048,0,0,0.0158367,0,0,0.0285359,0.10973,0.030407,0.0298262,0.0507467,0.0290309,0.0543217,0.0740687,0.0874205,0.0693685,0.0421741,0.0357573,0.0440738,0.0518033,0.0664403,0.0149034,0.00964053,0.0143991,0.0268153,0,0.026103,0.031673,0,0,0.0167703,0,0,0.0356381,0.0779102,0.0302078,0.0215698,0.0289104,0.0529824,0.0276551,0.0622393,0.10039,0.0890663,0.0439871,0.0690001,0.0432855,0.0494566,0.0829934,0.0431773,0.0129726,0.0117813,0.014891,0.0223009,0.0353007,0,0,0,0,0.0457177
128,0,0,0,0,0,0,0.0286065,0.0449241,0,0,0,0.0339355,0,0.0204445,0,0,0.01581,0,0,0.0285482,0.10947,0.0288898,0.0292114,0.05102,0.0290383,0.0539438,0.074005,0.0871317,0.0691122,0.0422199,0.0359579,0.0443047,0.0516423,0.0642577,0.0149629,0.00961603,0.0143851,0.0269404,0,0.0260888,0.0317933,0,0,0.0167376,0,0,0.0355736,0.0781103,0.0299349,0.020765,0.0287767,0.0523843,0.0273708,0.062153,0.100546,0.0892244,0.0444302,0.0687574,0.043021,0.0492841,0.0828997,0.0417411,0.013131,0.0118083,0.0148123,0.0223558,0.0350781,0,0,0,0,0.0456882
129,0,0,0,0,0,0,0.0289313,0.0449809,0,0,0,0.0339135,0,0.0203776,0,0,0.0157829,0,0,0.0285747,0.109004,0.0275641,0.028619,0.0513424,0.0290563,0.0536999,0.0740514,0.0869258,0.0690326,0.0424834,0.0363693,0.044087,0.0516227,0.0620472,0.0149967,0.00958751,0.014387,0.0269329,0,0.0262073,0.0318691,0,0,0.0167092,0,0,0.0354295,0.0783031,0.029955,0.0199165,0.0287125,0.0519155,0.0271254,0.0622121,0.100681,0.0893133,0.0446879,0.068491,0.0427641,0.049039,0.0827579,0.0406766,0.0132822,0.0118177,0.0147274,0.0224146,0.0348957,0,0,0,0,0.0457285
130,0,0,0,0,0,0,0.0292177,0.0450205,0,0,0,0.0339384,0,0.0203192,0,0,0.0157625,0,0,0.0285624,0.108366,0.0265007,0.0280962,0.0516781,0.0290813,0.0535774,0.0741904,0.0868191,0.0691497,0.0428675,0.0368802,0.0439853,0.0516577,0.0601115,0.0150353,0.00957602,0.0143808,0.0268607,0,0.0264075,0.0319111,0,0,0.0166933,0,0,0.0351485,0.0785702,0.0300981,0.0190705,0.0287267,0.0514788,0.0269373,0.0623955,0.100795,0.0893678,0.0449159,0.0682478,0.0425463,0.0487694,0.082602,0.0399782,0.0134256,0.0118271,0.0146192,0.022497,0.0347869,0,0,0,0,0.0457992
131,0,0,0,0,0,0,0.0294493,0.045019,0,0,0,0.0339178,0,0.0202942,0,0,0.0157533,0,0,0.0285094,0.107793,0.0257087,0.0274952,0.0519834,0.0290888,0.0535416,0.0744448,0.0868345,0.0694605,0.0433049,0.0374319,0.0442414,0.0517423,0.0584329,0.015111,0.00957989,0.0143535,0.0268002,0,0.0265308,0.0319481,0,0,0.0166752,0,0,0.0349265,0.0788474,0.0301559,0.0182441,0.0287729,0.0510623,0.0268037,0.0625537,0.100925,0.0894697,0.0451561,0.0680894,0.0423659,0.0484895,0.0824072,0.0395889,0.0135096,0.0118403,0.0145214,0.0225686,0.0347086,0,0,0,0,0.0459483
132,0,0,0,0,0,0,0.029628,0.0450125,0,0,0,0.0337971,0,0.0203868,0,0,0.015745,0,0,0.0284273,0.107387,0.0245392,0.026773,0.0523216,0.0291516,0.0536643,0.0748213,0.0870176,0.0700029,0.0436296,0.0378697,0.0446109,0.0516565,0.0568315,0.0151788,0.00958439,0.0143284,0.0265917,0,0.0266325,0.0319796,0,0,0.0166945,0,0,0.0347722,0.0790936,0.0302208,0.0173506,0.0287815,0.0506947,0.026701,0.0627375,0.101052,0.0895401,0.0454464,0.0679589,0.042271,0.0482876,0.0822688,0.0392797,0.0135675,0.0118056,0.0145144,0.0225621,0.0346122,0,0,0,0,0.0460583
133,0,0,0,0,0,0,0.0297225,0.0449914,0,0,0,0.0337291,0,0.0205987,0,0,0.0157469,0,0,0.0283542,0.107137,0.0234697,0.0261187,0.0526557,0.0292547,0.0537118,0.0751854,0.0871283,0.0704964,0.0437657,0.0381342,0.0446676,0.0514315,0.0554632,0.0152105,0.0095759,0.0143215,0.0264433,0,0.0267247,0.0319889,0,0,0.0167219,0,0,0.0345635,0.0792544,0.030278,0.0165648,0.0287371,0.0504365,0.026622,0.0629307,0.101168,0.0896679,0.0457575,0.0676836,0.0421143,0.0482028,0.0823378,0.0390363,0.0135923,0.011819,0.0144717,0.0225151,0.0345306,0,0,0,0,0.046008
134,0,0,0,0,0,0,0.0297468,0.0449663,0,0,0,0.033553,0,0.0208868,0,0,0.0157849,0,0,0.0283116,0.106696,0.0226135,0.0253498,0.0530215,0.0294019,0.0537307,0.0755255,0.087234,0.0709809,0.043752,0.0382083,0.0446256,0.0510379,0.0538851,0.0151952,0.00960592,0.0143242,0.0264147,0,0.0267592,0.031967,0,0,0.0167367,0,0,0.0343353,0.0793631,0.0303235,0.0158658,0.028661,0.0502716,0.026577,0.0631587,0.101305,0.0898962,0.04607,0.0675137,0.0419717,0.04814,0.0825295,0.0387443,0.0136052,0.0118316,0.0144494,0.0224452,0.0344996,0,0,0,0,0.0460235
135,0,0,0,0,0,0,0.0297413,0.0449513,0,0,0,0.0333035,0,0.0212242,0,0,0.0158438,0,0,0.0282513,0.106076,0.0218353,0.0244362,0.0533064,0.0295239,0.0538286,0.0758909,0.0873658,0.0714682,0.0436586,0.0381369,0.0444043,0.0505489,0.0519941,0.015161,0.0096522,0.0143232,0.0264344,0,0.0267624,0.0319517,0,0,0.0167471,0,0,0.0341678,0.0794637,0.03027,0.0151625,0.0285555,0.050172,0.0265396,0.0633908,0.101444,0.0901285,0.0463595,0.0674641,0.0419315,0.0480044,0.0824026,0.0383036,0.0135936,0.0118912,0.0144634,0.0223765,0.034512,0,0,0,0,0.0462018
136,0,0,0,0,0,0,0.0297621,0.0449679,0,0,0,0.0331413,0,0.0215763,0,0,0.0158951,0,0,0.0281843,0.105612,0.0204554,0.023457,0.0535097,0.029619,0.053959,0.0762448,0.0875182,0.0719307,0.0434618,0.0379093,0.0439796,0.0498369,0.0499161,0.0151423,0.00968783,0.0142891,0.0264704,0,0.026792,0.031971,0,0,0.0167607,0,0,0.0340755,0.0795235,0.0301916,0.014474,0.0285475,0.0500994,0.026477,0.0636011,0.101581,0.0901846,0.0466255,0.0673738,0.0418684,0.0478253,0.0821363,0.0377027,0.0135931,0.0119521,0.0144999,0.0223267,0.0344923,0,0,0,0,0.0461868
137,0,0,0,0,0,0,0.0297963,0.044995,0,0,0,0.0330282,0,0.0220045,0,0,0.0159154,0,0,0.0281813,0.105071,0.0194117,0.0225415,0.0536349,0.0296938,0.0541038,0.0765748,0.0876901,0.0723938,0.0433066,0.0376234,0.0434839,0.0490924,0.0473356,0.0151189,0.00972785,0.0141939,0.0264385,0,0.0268786,0.0319712,0,0,0.0167723,0,0,0.0339997,0.079646,0.0302241,0.0137667,0.0286097,0.0500336,0.0263749,0.0636341,0.101625,0.0902483,0.0468581,0.0671923,0.0417105,0.0476594,0.0819482,0.0370496,0.0135835,0.0119675,0.0144782,0.022291,0.0344901,0,0,0,0,0.0460398
138,0,0,0,0,0,0,0.0299084,0.0450527,0,0,0,0.0330764,0,0.0224083,0,0,0.0158682,0,0,0.0282968,0.104708,0.0185462,0.0217218,0.053602,0.0297058,0.0541258,0.0768062,0.0878153,0.0727871,0.0431986,0.0373321,0.042931,0.0484202,0.0444461,0.0151325,0.00981922,0.0139998,0.0264424,0,0.026923,0.0319872,0,0,0.0167834,0,0,0.0338715,0.0798047,0.0303004,0.0130525,0.0284861,0.0499686,0.0262244,0.0635881,0.101564,0.0903037,0.0470333,0.0670212,0.0415667,0.0475348,0.0818566,0.0363085,0.0136083,0.0119855,0.0143741,0.0223269,0.0344996,0,0,0,0,0.0458029
139,0,0,0,0,0,0,0.0300981,0.0451216,0,0,0,0.0334105,0,0.0228253,0,0,0.0158376,0,0,0.0283227,0.104252,0.0177214,0.0211681,0.0534761,0.0296545,0.054101,0.0768827,0.0878708,0.0730979,0.0430689,0.0370646,0.0422777,0.0477433,0.0412189,0.0151638,0.00988383,0.0138895,0.0265433,0,0.0267787,0.0320503,0,0,0.0167704,0,0,0.0336631,0.0799797,0.0300896,0.0123048,0.0282894,0.049884,0.0260608,0.0635464,0.101447,0.0903896,0.0471808,0.0668405,0.04145,0.0473696,0.081723,0.0354987,0.0136593,0.012037,0.0141037,0.0223858,0.034479,0,0,0,0,0.0455084
140,0,0,0,0,0,0,0.0303168,0.0451894,0,0,0,0.0340399,0,0.0232619,0,0,0.0158246,0,0,0.0282536,0.103707,0.0172226,0.0209172,0.0532634,0.0295356,0.0540358,0.0768496,0.0878769,0.0733752,0.042889,0.0367065,0.041716,0.0470047,0.0378025,0.0151914,0.00988968,0.0138574,0.0266926,0,0.0267728,0.0321227,0,0,0.0167454,0,0,0.0335385,0.0801714,0.0298172,0.0115577,0.028064,0.0498011,0.0259189,0.0634859,0.101289,0.0904835,0.0472848,0.0666279,0.0414007,0.0472043,0.0815408,0.0346324,0.0137357,0.0121099,0.0139643,0.0224653,0.0344472,0,0,0,0,0.0451702
141,0,0,0,0,0,0,0.0305031,0.0452484,0,0,0,0.0348341,0,0.0237308,0,0,0.0158286,0,0,0.0281468,0.103188,0.0171399,0.0209558,0.0530101,0.0293751,0.0539802,0.0766647,0.087799,0.0736464,0.0426616,0.0362425,0.0411515,0.0462541,0.0345721,0.0152213,0.00987073,0.0138581,0.026867,0,0.0268026,0.0321971,0,0,0.0167239,0,0,0.0334552,0.0803612,0.0296572,0.0108233,0.0278134,0.0497602,0.0258451,0.0633587,0.1011,0.0904714,0.0474018,0.066426,0.041371,0.0470722,0.0813809,0.03375,0.0137839,0.0122039,0.013929,0.0225644,0.0344058,0,0,0,0,0.0447698
142,0,0,0,0,0,0,0.0306113,0.0453368,0,0,0,0.0356889,0,0.0242627,0,0,0.0158567,0,0,0.0280712,0.102743,0.0173348,0.0213331,0.0527804,0.0291839,0.0539198,0.0762286,0.0876963,0.0739424,0.0424021,0.0357335,0.0405027,0.0454897,0.0317111,0.0152508,0.00985473,0.0138512,0.0270625,0,0.026785,0.0322809,0,0,0.0167225,0,0,0.0334067,0.0805002,0.0294717,0.0101881,0.0275787,0.0497689,0.0258195,0.0631971,0.100928,0.0903289,0.0475634,0.0663168,0.0413456,0.046986,0.081155,0.0329166,0.0138052,0.0122458,0.0139185,0.0226723,0.0343928,0,0,0,0,0.0441138
143,0,0,0,0,0,0,0.0306195,0.0454328,0,0,0,0.0363623,0,0.0249294,0,0,0.0158851,0,0,0.0280426,0.102417,0.0179884,0.0219586,0.052551,0.0290238,0.0539324,0.0757543,0.0875688,0.0743216,0.0422419,0.0352536,0.0397636,0.0447328,0.0294658,0.0152896,0.00981331,0.0139166,0.0272457,0,0.026742,0.0323322,0,0,0.0167466,0,0,0.0333855,0.0805823,0.0292021,0.0096886,0.0274274,0.04988,0.0257741,0.0630805,0.100793,0.0903082,0.0476032,0.0663749,0.0414344,0.0469267,0.0809406,0.03219,0.0137886,0.0122713,0.0138888,0.0227798,0.0344284,0,0,0,0,0.0432352
144,0,0,0,0,0,0,0.0305533,0.0455172,0,0,0,0.0368169,0,0.0257307,0,0,0.0159007,0,0,0.0280886,0.102138,0.0189377,0.0227899,0.0522774,0.0289536,0.0540341,0.0751878,0.0874533,0.0747293,0.0422348,0.0348254,0.0391372,0.0440119,0.0279354,0.0153412,0.00973534,0.0140826,0.0274794,0,0.026645,0.0323315,0,0,0.0167521,0,0,0.033369,0.0807149,0.0288903,0.00921781,0.0273571,0.0501208,0.0257627,0.0629159,0.100638,0.0902683,0.0476416,0.0663659,0.0416764,0.0468502,0.0808353,0.0316159,0.0138058,0.0122817,0.0138481,0.022888,0.0345679,0,0,0,0,0.04238
145,0,0,0,0,0,0,0.0304445,0.0455855,0,0,0,0.0368459,0,0.0266893,0,0,0.0158789,0,0,0.0280327,0.101937,0.0202704,0.02401,0.0519461,0.0288902,0.0541576,0.0745239,0.0873763,0.07516,0.0423072,0.0344804,0.0386596,0.0433528,0.0269235,0.0153796,0.00975135,0.0140601,0.0277075,0,0.0266249,0.0322856,0,0,0.0167453,0,0,0.0333666,0.0808429,0.0286572,0.00880744,0.0273961,0.050466,0.0257859,0.0627547,0.100479,0.0900804,0.0475886,0.066273,0.0418055,0.0467126,0.0807752,0.0309793,0.013861,0.0122824,0.0138153,0.0229622,0.0347968,0,0,0,0,0.0415591
146,0,0,0,0,0,0,0.0302764,0.0456571,0,0,0,0.0363328,0,0.02781,0,0,0.0157766,0,0,0.0278091,0.101821,0.0219337,0.0253438,0.0515804,0.0288531,0.0542935,0.0737744,0.0873089,0.0756073,0.0422973,0.034244,0.0381025,0.0427256,0.026391,0.015418,0.00979614,0.0138979,0.0279991,0,0.0267325,0.0322141,0,0,0.0167169,0,0,0.0333504,0.0809842,0.0285083,0.00846294,0.02743,0.0508505,0.0257852,0.062592,0.100305,0.0898727,0.0474614,0.0661644,0.0418015,0.0466556,0.0807277,0.0303312,0.0138895,0.0122913,0.0138072,0.0230165,0.0350402,0,0,0,0,0.0408064
147,0,0,0,0,0,0,0.0300751,0.0457373,0,0,0,0.0351959,0,0.0289533,0,0,0.0157125,0,0,0.0277199,0.101787,0.0236974,0.0267949,0.0512161,0.028776,0.0544374,0.0730617,0.0872511,0.0760091,0.0421647,0.0339419,0.0374773,0.0420358,0.0263767,0.0154319,0.00980883,0.0137937,0.028333,0,0.0266694,0.0321153,0,0,0.0166939,0,0,0.0334094,0.0811203,0.0283504,0.00825065,0.027463,0.0512162,0.0258635,0.0623489,0.100225,0.0896583,0.0473238,0.0660729,0.0417882,0.0465959,0.0806914,0.0296385,0.0138641,0.0122946,0.013849,0.0230363,0.0353031,0,0,0,0,0.0402049
148,0,0,0,0,0,0,0.0299039,0.0457925,0,0,0,0.0437237,0,0.0228195,0,0,0.0156892,0,0,0.0276325,0.101619,0.0291596,0.0278043,0.0508031,0.0286382,0.0546193,0.0727752,0.0871503,0.0763078,0.0417466,0.0345084,0.0323501,0.0371669,0.0354852,0.0154401,0.00975631,0.0138199,0.0285528,0,0.0265322,0.0320662,0,0,0.0166298,0,0,0.0335432,0.08111,0.0282282,0.00820006,0.0274263,0.0514392,0.0260093,0.061953,0.100174,0.0894575,0.0471206,0.066073,0.0417598,0.0465345,0.0804596,0.0289774,0.0138133,0.0122644,0.0139717,0.0229981,0.0355344,0,0,0,0,0.039654
149,0,0,0,0,0,0,0.0294284,0.0460998,0,0,0,0.0398147,0,0.0257609,0,0,0.0149096,0,0,0.0284567,0.100674,0.027441,0.026097,0.0494891,0.0288056,0.0543202,0.0731722,0.0869638,0.0758044,0.0429026,0.0355895,0.0372566,0.0420333,0.0314752,0.0156508,0.00942006,0.013186,0.0293519,0,0.0262481,0.0317852,0,0,0.0165091,0,0,0.0339179,0.0807624,0.0280064,0.00796761,0.0278378,0.0505603,0.0262213,0.0619896,0.100041,0.089194,0.0466334,0.0661175,0.0421349,0.0464769,0.0802069,0.027677,0.013595,0.0119575,0.0135375,0.0229282,0.0354265,0,0,0,0,0.0377673
150,0,0,0,0,0,0,0.0291834,0.0462139,0,0,0,0.0424687,0,0.0242179,0,0,0.0145415,0,0,0.0289534,0.100017,0.0287262,0.0262466,0.0487867,0.0288565,0.0545346,0.0734833,0.0871465,0.0758338,0.0432895,0.0364661,0.0373044,0.0422741,0.0336859,0.0158289,0.00939618,0.0127624,0.0295775,0,0.0260768,0.0316528,0,0,0.0164769,0,0,0.0339595,0.08075,0.0279372,0.0078027,0.0276426,0.0500745,0.0263213,0.0618044,0.0998402,0.0888632,0.0462025,0.0660488,0.0421216,0.0464319,0.0801581,0.0275056,0.0134954,0.0119053,0.0133265,0.0228707,0.0354565,0,0,0,0,0.0367055
151,0,0,0,0,0,0,0.0290313,0.0462696,0,0,0,0.0445242,0,0.023054,0,0,0.0142975,0,0,0.0292934,0.0993679,0.0294868,0.0263729,0.0483426,0.0288881,0.0548211,0.073734,0.0874569,0.075972,0.0435554,0.0371852,0.0373994,0.0426137,0.0352812,0.0159709,0.00939067,0.012463,0.0295654,0,0.0260804,0.0315297,0,0,0.0165155,0,0,0.033982,0.0808162,0.028014,0.00756834,0.0273945,0.0496207,0.0263577,0.061626,0.0997105,0.0885645,0.0457342,0.0659458,0.0420397,0.0463632,0.0799293,0.0275159,0.0134352,0.0118448,0.0131945,0.0228633,0.0355799,0,0,0,0,0.0359399
152,0,0,0,0,0,0,0.0289508,0.0462858,0,0,0,0.0455988,0,0.0224281,0,0,0.0141588,0,0,0.0294799,0.0987406,0.0297602,0.0260694,0.0481588,0.0289358,0.0550972,0.0737653,0.087741,0.0761217,0.0435625,0.0375915,0.0373891,0.0427165,0.036055,0.0160573,0.00941822,0.0123074,0.0293911,0,0.0259597,0.0313995,0,0,0.0166102,0,0,0.0340054,0.0808771,0.0283034,0.00735983,0.0275369,0.0492364,0.0263561,0.061479,0.0996332,0.0882825,0.045283,0.065848,0.0419346,0.0462239,0.0796792,0.027585,0.0134308,0.0117651,0.0131249,0.0228763,0.0357011,0,0,0,0,0.035479
153,0,0,0,0,0,0,0.0288764,0.0464255,0,0,0,0.0458637,0,0.0222228,0,0,0.0140301,0,0,0.0295853,0.0983986,0.0294631,0.025295,0.0481253,0.0290085,0.0553184,0.0737128,0.0879532,0.0761928,0.0434631,0.0374346,0.0371262,0.0423618,0.0358943,0.0161697,0.00952787,0.012124,0.0293591,0,0.0256961,0.031271,0,0,0.0167051,0,0,0.0341343,0.0808794,0.0288091,0.00705181,0.0279231,0.0488726,0.0262796,0.0613688,0.0994196,0.0878814,0.0447929,0.0657029,0.0418165,0.0459607,0.0794253,0.0277872,0.0133467,0.0117193,0.0129669,0.0229756,0.0357388,0,0,0,0,0.0352631
154,0,0,0,0,0,0,0.0289314,0.0464165,0,0,0,0.0449147,0,0.0225727,0,0,0.0142087,0,0,0.0293432,0.0986178,0.0283323,0.0248648,0.0484965,0.0290879,0.0551563,0.0732879,0.0878305,0.0760111,0.0434169,0.037059,0.0371719,0.0423568,0.0347085,0.0161149,0.00956544,0.0122653,0.0291779,0,0.0256852,0.0313078,0,0,0.0168259,0,0,0.0340572,0.0810716,0.0293839,0.00665224,0.0280601,0.0488362,0.0260932,0.0611651,0.0992543,0.0877081,0.0444962,0.0653884,0.0414594,0.0456746,0.0790654,0.0280807,0.0134736,0.0117369,0.0130142,0.0229545,0.0360214,0,0,0,0,0.035738
155,0,0,0,0,0,0,0.0290479,0.0463817,0,0,0,0.0433557,0,0.0232848,0,0,0.0144967,0,0,0.0289169,0.0992284,0.0265675,0.024821,0.0490972,0.029169,0.0548894,0.072616,0.087456,0.0756398,0.0431839,0.0364655,0.0372945,0.0422792,0.032464,0.0159587,0.00959214,0.0125697,0.0289723,0,0.0255767,0.0313862,0,0,0.0168315,0,0,0.0339595,0.0813072,0.0299066,0.00609853,0.0281226,0.0489682,0.0258556,0.0609279,0.0991079,0.087588,0.0443104,0.0650518,0.0409184,0.0451828,0.0785384,0.0285223,0.0137083,0.0118361,0.0130902,0.0229274,0.0361449,0,0,0,0,0.0366596
156,0,0,0,0,0,0,0.0291894,0.0463137,0,0,0,0.0414222,0,0.0244353,0,0,0.0149824,0,0,0.0284024,0.100201,0.0243395,0.025276,0.0499056,0.0292438,0.0545052,0.0717464,0.0869437,0.0751987,0.042808,0.0357529,0.0373323,0.041962,0.0291842,0.0157327,0.00966599,0.0129953,0.0286902,0,0.0254054,0.0315157,0,0,0.0167174,0,0,0.033865,0.0816267,0.0306976,0.00550681,0.0282847,0.0492964,0.0256121,0.0607172,0.0989203,0.0874645,0.0441632,0.0646936,0.040364,0.0446273,0.0779522,0.0290749,0.0139641,0.0120473,0.0131796,0.0229435,0.0363049,0,0,0,0,0.0379068
157,0,0,0,0,0,0,0.0295093,0.0461011,0,0,0,0.045448,0,0.0222596,0,0,0.0157021,0,0,0.0275877,0.101584,0.0253534,0.0274782,0.0512794,0.029291,0.0546721,0.0709847,0.086646,0.0751161,0.0415605,0.0344496,0.0331349,0.037489,0.0303952,0.0154906,0.00985473,0.0137286,0.0280639,0,0.0254363,0.031687,0,0,0.0168445,0,0,0.0334001,0.082418,0.0317596,0.00530555,0.0278623,0.0500104,0.0252519,0.0602453,0.098425,0.0873304,0.0441235,0.0642505,0.0393522,0.0442372,0.0774457,0.030845,0.0144027,0.0124213,0.0136016,0.023032,0.0367064,0,0,0,0,0.0396465
158,0,0,0,0,0,0,0.0295862,0.0461449,0,0,0,0.0410742,0,0.0277232,0,0,0.0157304,0,0,0.0275566,0.102184,0.0214423,0.0271809,0.0515402,0.0296563,0.0547539,0.0708357,0.086316,0.0745638,0.0413688,0.0334653,0.0374739,0.0414058,0.0215452,0.0154074,0.00983653,0.0138187,0.0281241,0,0.0253301,0.0316498,0,0,0.0167564,0,0,0.0334653,0.0828374,0.0328022,0.00465613,0.0280449,0.049812,0.0250581,0.0600283,0.0979482,0.0870747,0.0437256,0.0637991,0.0387213,0.0437926,0.0768246,0.0314813,0.0145179,0.0123383,0.0136437,0.0231118,0.0367715,0,0,0,0,0.0401002
159,0,0,0,0,0,0,0.0297661,0.046208,0,0,0,0.0440369,0,0.02735,0,0,0.0158065,0,0,0.0275164,0.102399,0.0212202,0.0267331,0.0517337,0.0300378,0.0554005,0.0712874,0.0863542,0.0742086,0.0410343,0.0329427,0.0390755,0.0430469,0.0216985,0.0153805,0.00982878,0.0139191,0.0282185,0,0.0247493,0.0316873,0,0,0.0167887,0,0,0.0333307,0.0832862,0.0338734,0.00397648,0.0278545,0.0496192,0.0247831,0.0597152,0.0974174,0.0868036,0.0433309,0.0632251,0.0377989,0.0432214,0.0761303,0.0320349,0.014627,0.0122004,0.0136659,0.0232592,0.0367652,0,0,0,0,0.0404617
160,0,0,0,0,0,0,0.0299827,0.0462944,0,0,0,0.0446693,0,0.0264273,0,0,0.015853,0,0,0.0274363,0.101994,0.0227396,0.0263238,0.0520291,0.0304542,0.0564265,0.0725257,0.0870529,0.0740878,0.0412938,0.0330799,0.0404878,0.0446705,0.0225132,0.0153955,0.00979953,0.0140129,0.0283113,0,0.0239741,0.0317464,0,0,0.0170019,0,0,0.0332301,0.083578,0.0348572,0.00325333,0.0270688,0.0493498,0.0243965,0.0593358,0.0969616,0.0865851,0.0429795,0.0625129,0.036688,0.0425164,0.0753122,0.0327096,0.0147615,0.0121722,0.0134785,0.0234021,0.03667,0,0,0,0,0.0407932
