Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x68,x69,x70,x71,RGTR,RWRB
200,0,0,0,0,0,0,0.0319212,0.0393062,0,0,0,0.0298497,0,0.0246332,0,0,0.0226626,0,0,0.0307034,0.0876195,0.0218311,0.016588,0.0155185,0.0271735,0.0369667,0.057819,0.0837419,0.0847031,0.0667779,0.0410913,0.0348369,0.0352028,0.0424913,0.0298292,0.0107623,0.00918259,0.0198506,0.0310845,0,0.0338162,0.0341106,0,0,0.0172977,0,0,0.0302025,0.0557525,0.0185738,0.0233511,0.0390458,0.0361845,0.0449875,0.0758307,0.0724057,0.0347829,0.0539548,0.0240739,0.0357442,0.0681613,0.0442537,0.0077761,0.00882322,0.0197941,0.0268224,0,0,0,0,0.0835769,0.0184821
201,0,0,0,0,0,0,0.0320442,0.0393779,0,0,0,0.0297206,0,0.0251322,0,0,0.0225673,0,0,0.030636,0.0878325,0.0221109,0.0163343,0.01554,0.0267042,0.0368828,0.0578372,0.0836795,0.0846595,0.066762,0.0407368,0.0344296,0.0348022,0.0422724,0.0299788,0.0108469,0.00915888,0.0198483,0.0312091,0,0.0339624,0.0341947,0,0,0.0171445,0,0,0.0299593,0.0555509,0.0183617,0.0235466,0.0390629,0.0360964,0.0447553,0.0756992,0.0721609,0.0346515,0.0539451,0.0242496,0.0357678,0.0680368,0.0436223,0.00779517,0.00878755,0.0198302,0.0267876,0,0,0,0,0.0837253,0.0182506
202,0,0,0,0,0,0,0.0321174,0.0394515,0,0,0,0.0297131,0,0.0253809,0,0,0.0224523,0,0,0.0305517,0.0878827,0.0221895,0.0161047,0.0154636,0.0264538,0.0367664,0.0579251,0.0836782,0.084719,0.0668414,0.0405982,0.0342621,0.0345888,0.0421984,0.0299788,0.0108904,0.00914801,0.0198241,0.0310587,0,0.0340654,0.0343061,0,0,0.0170044,0,0,0.0299257,0.0552539,0.0181561,0.0236947,0.0390614,0.0360686,0.0445874,0.0755962,0.0720103,0.0345863,0.0539197,0.0245374,0.0356544,0.0680587,0.0430719,0.00781623,0.00880316,0.0199198,0.0267038,0,0,0,0,0.0837223,0.0180246
203,0,0,0,0,0,0,0.0321769,0.0394831,0,0,0,0.0299089,0,0.0253452,0,0,0.0222719,0,0,0.0304345,0.0878046,0.0220834,0.0158758,0.0153497,0.0262465,0.0365587,0.0580959,0.0837185,0.084889,0.0670829,0.0406012,0.0342598,0.0348274,0.0422549,0.0297292,0.0108534,0.00911088,0.0198081,0.0307552,0,0.0341118,0.034407,0,0,0.0169421,0,0,0.0301039,0.054861,0.017894,0.0238739,0.0390777,0.036099,0.0444225,0.0755099,0.0717004,0.034575,0.0538687,0.0247609,0.0355609,0.0680921,0.0428618,0.00784877,0.00855093,0.0200667,0.0265559,0,0,0,0,0.0837726,0.0183128
204,0,0,0,0,0,0,0.0321987,0.039491,0,0,0,0.0302604,0,0.0252451,0,0,0.0220916,0,0,0.0303438,0.0875519,0.0217838,0.0156626,0.0152613,0.0259986,0.0363773,0.0583163,0.0837199,0.0851492,0.0673965,0.0406678,0.0343245,0.035068,0.0424544,0.0293778,0.0107593,0.00907771,0.0197841,0.0304322,0,0.0341097,0.0344594,0,0,0.0169292,0,0,0.03017,0.0544986,0.0175627,0.0241065,0.0391156,0.0361625,0.0442482,0.0754496,0.071468,0.0346258,0.0537937,0.0250441,0.0355882,0.06816,0.0431467,0.00787839,0.00844176,0.0201835,0.0263548,0,0,0,0,0.0837179,0.0184816
205,0,0,0,0,0,0,0.0321818,0.0394796,0,0,0,0.0306397,0,0.0251389,0,0,0.0219832,0,0,0.0302627,0.0872701,0.0213528,0.0154532,0.0151596,0.0257613,0.0362599,0.058538,0.0836863,0.0854377,0.0677067,0.0407289,0.0343836,0.0352006,0.0427027,0.0290014,0.0106585,0.00906399,0.0197475,0.0301537,0,0.0340568,0.0344862,0,0,0.0168613,0,0,0.0301003,0.0542063,0.0171925,0.024363,0.039237,0.0362513,0.0441522,0.0754439,0.0713163,0.0346131,0.0537735,0.0254063,0.0356841,0.0682595,0.0440768,0.00791775,0.00844799,0.0202739,0.0261844,0,0,0,0,0.0835021,0.0184668
206,0,0,0,0,0,0,0.0321139,0.0395062,0,0,0,0.030851,0,0.0251767,0,0,0.021988,0,0,0.0301496,0.0870647,0.0211114,0.0150956,0.0150485,0.0254241,0.0362638,0.0587566,0.08363,0.0856968,0.0679091,0.0407403,0.0344142,0.0353254,0.0427003,0.0286263,0.0106045,0.00914797,0.0196362,0.0298838,0,0.0340152,0.0345778,0,0,0.0169878,0,0,0.030046,0.0540454,0.0166589,0.0246464,0.0393974,0.0363286,0.0441607,0.0756059,0.07127,0.0345513,0.0541697,0.0258445,0.0357947,0.0684278,0.0454851,0.00793287,0.00859887,0.0203322,0.0261015,0,0,0,0,0.083113,0.0182821
207,0,0,0,0,0,0,0.0320774,0.0395497,0,0,0,0.0309572,0,0.0253075,0,0,0.0219057,0,0,0.030109,0.0869833,0.0210774,0.0149585,0.0150078,0.0250557,0.0363102,0.0590137,0.083599,0.0859569,0.0681093,0.040647,0.0343129,0.0353376,0.0425574,0.0280847,0.0106505,0.00911544,0.0196397,0.0296963,0,0.033977,0.0346329,0,0,0.0169261,0,0,0.0300581,0.0540138,0.0163609,0.0249421,0.0397065,0.0363583,0.0443097,0.075908,0.0712216,0.0344173,0.0547434,0.0263434,0.0360892,0.0686864,0.0471399,0.0079893,0.00857686,0.0203378,0.0261123,0,0,0,0,0.0826868,0.0182684
208,0,0,0,0,0,0,0.03207,0.0395448,0,0,0,0.0309947,0,0.0253333,0,0,0.0218554,0,0,0.0300986,0.0868244,0.0209282,0.0148091,0.0150605,0.024568,0.0363689,0.0591503,0.083479,0.0860914,0.0682529,0.0404857,0.0341544,0.035205,0.0423986,0.0278504,0.0106751,0.00910028,0.0196408,0.0295186,0,0.0338989,0.0346248,0,0,0.0170064,0,0,0.0302181,0.0540813,0.0160364,0.0252344,0.0400093,0.0363401,0.0445723,0.0763386,0.0712105,0.0343253,0.0554064,0.0269426,0.0365907,0.0691233,0.0489489,0.00803921,0.00857861,0.02031,0.0260097,0,0,0,0,0.0822708,0.0183336
209,0,0,0,0,0,0,0.0320962,0.039542,0,0,0,0.0309081,0,0.025405,0,0,0.0218638,0,0,0.0301189,0.086866,0.0207558,0.014653,0.0149484,0.0241063,0.0363141,0.0590444,0.0833424,0.0861317,0.0683441,0.0402992,0.0339677,0.0350368,0.042258,0.027778,0.0106784,0.0091139,0.0196271,0.029395,0,0.0338043,0.0346431,0,0,0.0170749,0,0,0.0303074,0.0540171,0.0158286,0.0255524,0.0402855,0.0363027,0.0448668,0.0768215,0.0712871,0.0343031,0.0560402,0.0275754,0.0372184,0.0696668,0.0507028,0.00804111,0.00856033,0.0202609,0.0258681,0,0,0,0,0.081744,0.0183711
210,0,0,0,0,0,0,0.0321483,0.0395223,0,0,0,0.0306646,0,0.0255333,0,0,0.0218934,0,0,0.0301391,0.0869367,0.0209537,0.0145477,0.0148155,0.023747,0.0362031,0.0589633,0.0832637,0.0861684,0.0683415,0.0401634,0.0337836,0.0350902,0.0421528,0.0277164,0.0106532,0.00908902,0.0196158,0.0293308,0,0.0334856,0.0346812,0,0,0.0171406,0,0,0.0303159,0.0538369,0.0157764,0.0258509,0.0404921,0.0362816,0.045121,0.0773345,0.0714655,0.0343672,0.0567335,0.0281732,0.037892,0.0702415,0.0521707,0.00801031,0.00852887,0.0202459,0.0257405,0,0,0,0,0.0811521,0.0183831
211,0,0,0,0,0,0,0.0322233,0.0394862,0,0,0,0.0304295,0,0.025628,0,0,0.0219021,0,0,0.0301583,0.0869452,0.0212319,0.0144453,0.0147453,0.0233996,0.0360471,0.058966,0.0832788,0.0862454,0.0682046,0.0400425,0.0336023,0.0350135,0.0420151,0.0277531,0.0106391,0.00907579,0.0196148,0.0293004,0,0.0330448,0.0347289,0,0,0.0172254,0,0,0.0302951,0.0534818,0.0158556,0.0260449,0.0405815,0.0362531,0.0453366,0.0778803,0.0715323,0.0344986,0.0573874,0.0287333,0.0385907,0.0708645,0.0532607,0.00796481,0.00851006,0.0202474,0.0256218,0,0,0,0,0.0806574,0.0183855
212,0,0,0,0,0,0,0.0322933,0.0394559,0,0,0,0.0304417,0,0.0257264,0,0,0.0218571,0,0,0.0301438,0.0869015,0.020925,0.0143406,0.0146243,0.022998,0.0358602,0.058986,0.083354,0.0863511,0.0681237,0.0397923,0.0334062,0.0347595,0.0417225,0.0280913,0.0106483,0.00906594,0.0196049,0.0293183,0,0.0325914,0.0347831,0,0,0.0173447,0,0,0.0302535,0.0529362,0.0159597,0.0261752,0.0406711,0.0362031,0.0454938,0.0784386,0.0716979,0.0347005,0.0581381,0.0293531,0.0393208,0.071521,0.0539538,0.00790811,0.00852931,0.0202517,0.0255336,0,0,0,0,0.0801136,0.0183481
213,0,0,0,0,0,0,0.0323651,0.0394491,0,0,0,0.0303952,0,0.0259611,0,0,0.0217586,0,0,0.0301221,0.0868613,0.0207831,0.0143277,0.0145416,0.0226151,0.0356351,0.0590736,0.0834701,0.0864626,0.0681164,0.039582,0.0332365,0.0345811,0.0415261,0.028401,0.0106261,0.00903745,0.0196003,0.0294014,0,0.0320654,0.0348301,0,0,0.017413,0,0,0.0302674,0.0522897,0.0161166,0.026336,0.0406812,0.0361517,0.0456052,0.0789413,0.0719916,0.0349578,0.0589167,0.0300161,0.0401041,0.0722599,0.054311,0.00784943,0.00852854,0.0202741,0.0253885,0,0,0,0,0.0795043,0.0183592
214,0,0,0,0,0,0,0.0324495,0.0394607,0,0,0,0.0302499,0,0.0260443,0,0,0.0216634,0,0,0.0301596,0.0867975,0.0207715,0.0142951,0.0145387,0.0222379,0.0354098,0.0591422,0.0836128,0.0865993,0.0682402,0.0394554,0.0331187,0.0345221,0.0415535,0.0286921,0.0105805,0.0090873,0.019558,0.0293828,0,0.0314918,0.0348872,0,0,0.017517,0,0,0.0302825,0.0514897,0.0162695,0.0265228,0.040601,0.0361703,0.0456432,0.0794404,0.0723842,0.0352575,0.0596502,0.0307158,0.0408703,0.073097,0.0540519,0.00784152,0.00859724,0.0203138,0.0251693,0,0,0,0,0.0788819,0.0182859
215,0,0,0,0,0,0,0.0325411,0.039484,0,0,0,0.0300982,0,0.026086,0,0,0.021534,0,0,0.0301684,0.0867627,0.0207179,0.0143396,0.0144005,0.0219426,0.0351613,0.0591305,0.0837116,0.0867174,0.0682864,0.0393571,0.0330293,0.0345418,0.0414976,0.0287333,0.0105461,0.0090287,0.0195311,0.0293724,0,0.0310487,0.0349684,0,0,0.0174167,0,0,0.0303487,0.050751,0.0165166,0.0267774,0.0405364,0.0361619,0.045621,0.0799023,0.0727059,0.0354905,0.0603194,0.0314634,0.0414986,0.0737712,0.0533684,0.00796592,0.00854597,0.0203761,0.0249739,0,0,0,0,0.0782443,0.0183083
216,0,0,0,0,0,0,0.0326451,0.0390451,0,0,0,0.0298274,0,0.0260949,0,0,0.0213875,0,0,0.030185,0.0867964,0.0205004,0.0145849,0.0144351,0.0214171,0.0349424,0.0589709,0.0836958,0.0867209,0.0680743,0.0393393,0.0330109,0.0346679,0.0415551,0.0284761,0.0105688,0.00895939,0.0195358,0.0294378,0,0.0307022,0.0347403,0,0,0.0144399,0,0,0.023639,0.0499642,0.0167126,0.0271558,0.0405077,0.0372359,0.0456346,0.0804453,0.0731026,0.0357195,0.0608051,0.0322099,0.0419261,0.0741543,0.0518144,0.0104137,0.014274,0.0201074,0.0251746,0,0,0,0,0.0776027,0
217,0,0,0,0,0,0,0.0324428,0.0394748,0,0,0,0.0295648,0,0.0260845,0,0,0.0213969,0,0,0.0302966,0.0866477,0.0203709,0.0143609,0.0145367,0.0215812,0.0349646,0.0589594,0.0837257,0.0868338,0.067724,0.0392374,0.0328474,0.0346904,0.0415095,0.0283305,0.0104408,0.00898993,0.0196334,0.0302436,0,0.0302981,0.0349882,0,0,0.0173235,0,0,0.0307914,0.0495166,0.0155924,0.0291169,0.0402073,0.0362623,0.0461545,0.0825394,0.0738515,0.035179,0.0607415,0.0333994,0.0415482,0.0736827,0.0458257,0.0080524,0.00880159,0.020434,0.024829,0,0,0,0,0.0765111,0.0183414
218,0,0,0,0,0,0,0.032477,0.0394799,0,0,0,0.0297086,0,0.0259895,0,0,0.0213381,0,0,0.0303474,0.0866346,0.0201471,0.0145276,0.0145697,0.0214123,0.0347727,0.0590049,0.0836469,0.0869094,0.0676255,0.0391131,0.0326559,0.0345847,0.0414155,0.0278624,0.0103738,0.00900755,0.019656,0.031036,0,0.0297634,0.0350683,0,0,0.0173505,0,0,0.030955,0.0484883,0.0157592,0.0302609,0.0401177,0.0363302,0.0469736,0.0840328,0.0743224,0.0351036,0.0611145,0.0345491,0.0416703,0.0739012,0.0413292,0.00805608,0.00877886,0.0204659,0.0246534,0,0,0,0,0.0752511,0.0184318
219,0,0,0,0,0,0,0.0325084,0.0394745,0,0,0,0.029971,0,0.0260859,0,0,0.0213308,0,0,0.0303603,0.086637,0.0199457,0.0147534,0.0146586,0.0212536,0.0346101,0.0590272,0.0834753,0.0869629,0.0676944,0.038979,0.0324629,0.0343485,0.041331,0.0274759,0.0103779,0.00901335,0.0196512,0.0316876,0,0.0294318,0.0351394,0,0,0.0173671,0,0,0.0309784,0.0476406,0.0161397,0.0301606,0.0400611,0.0364159,0.0471821,0.0844452,0.0744927,0.0353262,0.0615628,0.0351614,0.0420392,0.0743945,0.0390181,0.0080594,0.0087998,0.0204575,0.024467,0,0,0,0,0.074602,0.0184248
220,0,0,0,0,0,0,0.0325693,0.0394778,0,0,0,0.0302333,0,0.0263432,0,0,0.0213371,0,0,0.0303554,0.0866438,0.0197771,0.0149923,0.0146657,0.020887,0.0344543,0.0591061,0.0833096,0.0870103,0.0678226,0.0388351,0.0322592,0.0341332,0.0412094,0.0271251,0.010408,0.00900221,0.0196256,0.0325456,0,0.0289283,0.0352019,0,0,0.0174006,0,0,0.0312189,0.0466876,0.0165182,0.0298983,0.0400258,0.0364506,0.0474377,0.0848835,0.0746638,0.0355678,0.062042,0.0357658,0.0424663,0.074877,0.0365122,0.00813509,0.00897925,0.0204188,0.0243955,0,0,0,0,0.0738938,0.0185081
221,0,0,0,0,0,0,0.0326469,0.0394796,0,0,0,0.0303828,0,0.0265574,0,0,0.0213155,0,0,0.0303775,0.0866685,0.0196162,0.0152473,0.0145288,0.0205444,0.0343196,0.0591818,0.0831586,0.0870337,0.0679127,0.0385744,0.0320787,0.0342256,0.0410644,0.0268724,0.0104095,0.00901143,0.0195451,0.0337113,0,0.0283861,0.0352369,0,0,0.0175657,0,0,0.0320389,0.0456719,0.0169435,0.0295028,0.0400511,0.0364552,0.0477389,0.085365,0.0749108,0.035817,0.0625815,0.0363661,0.0429372,0.0753697,0.0337771,0.00831914,0.00919276,0.0203496,0.0244437,0,0,0,0,0.0730778,0.0189411
222,0,0,0,0,0,0,0.0327607,0.0394743,0,0,0,0.030401,0,0.0265787,0,0,0.0212721,0,0,0.0304553,0.0867851,0.0194459,0.0154829,0.0144281,0.0202691,0.0341691,0.0592701,0.0830429,0.0870649,0.0679827,0.0384107,0.0319445,0.0342715,0.0409961,0.0266039,0.0103739,0.00906026,0.0193275,0.035072,0,0.0278338,0.0352878,0,0,0.01748,0,0,0.0317436,0.0446592,0.0174361,0.0290947,0.0401613,0.0364611,0.0481227,0.0858661,0.0751861,0.0360718,0.0631605,0.036915,0.0434883,0.0760095,0.0309492,0.00830493,0.00912857,0.0203029,0.0243457,0,0,0,0,0.0723722,0.0187809
223,0,0,0,0,0,0,0.032842,0.0394669,0,0,0,0.030343,0,0.0265954,0,0,0.0211171,0,0,0.0305561,0.0868513,0.0192924,0.0157489,0.0144074,0.019956,0.0340108,0.059345,0.0829051,0.0870897,0.0680593,0.0383796,0.0318483,0.0341913,0.0409801,0.0263255,0.01037,0.00898712,0.0192632,0.0365152,0,0.0273076,0.0353529,0,0,0.0175076,0,0,0.0321931,0.0436277,0.0179188,0.0287016,0.0402652,0.0364897,0.0486,0.0863902,0.0753466,0.0364028,0.0637477,0.0373552,0.044043,0.0766958,0.0281516,0.00834723,0.00921301,0.0202939,0.0241952,0,0,0,0,0.071734,0.0190345
224,0,0,0,0,0,0,0.0329057,0.0394694,0,0,0,0.0304651,0,0.0266479,0,0,0.0210151,0,0,0.0305672,0.0868371,0.0192325,0.0160372,0.014428,0.019699,0.0338542,0.0593984,0.0828282,0.0870982,0.0681143,0.0383287,0.0317218,0.0341841,0.0409818,0.0260182,0.0102846,0.00898087,0.0192817,0.0379366,0,0.0269811,0.0354467,0,0,0.0172823,0,0,0.031067,0.0426499,0.0185008,0.0283156,0.0402873,0.0365118,0.0490967,0.0868854,0.0755365,0.0367277,0.064365,0.0377688,0.0447085,0.0775009,0.0255761,0.00819921,0.00888588,0.0203081,0.0240441,0,0,0,0,0.0710441,0.0184826
225,0,0,0,0,0,0,0.0329797,0.0394955,0,0,0,0.0306443,0,0.0267185,0,0,0.0209028,0,0,0.0305255,0.0868266,0.0192144,0.016351,0.0144673,0.0194732,0.0336998,0.0594229,0.0828045,0.0870985,0.068144,0.0382088,0.0315564,0.03419,0.0409698,0.0257643,0.0102167,0.00894622,0.0193852,0.0393059,0,0.0263203,0.0355674,0,0,0.0170358,0,0,0.0305377,0.0416261,0.0192002,0.0279024,0.0402933,0.0365288,0.0495417,0.0872872,0.0757883,0.0370786,0.0649732,0.0383054,0.0453597,0.0782998,0.0233507,0.0082849,0.00868901,0.0203587,0.0238624,0,0,0,0,0.0703654,0.0181928
226,0,0,0,0,0,0,0.0331393,0.0390705,0,0,0,0.0308108,0,0.0267005,0,0,0.020833,0,0,0.0305026,0.0869196,0.0190416,0.0169638,0.0143776,0.0190709,0.033532,0.059324,0.0826992,0.0870022,0.0680732,0.0381078,0.0314552,0.03417,0.0408651,0.0255737,0.0103044,0.00891848,0.0194132,0.0406217,0,0.0258398,0.0353245,0,0,0.0141768,0,0,0.0238618,0.0405946,0.020057,0.0274799,0.0403236,0.0376475,0.0500064,0.087744,0.0760982,0.0375437,0.0655909,0.038844,0.0459631,0.0790382,0.0213085,0.0106976,0.0140733,0.0200603,0.024081,0,0,0,0,0.0696928,0
227,0,0,0,0,0,0,0.0333117,0.0391041,0,0,0,0.0307171,0,0.0265163,0,0,0.0207558,0,0,0.0305285,0.0869255,0.0189282,0.0173058,0.0143037,0.0187654,0.0333624,0.0593468,0.0827077,0.0869899,0.0680695,0.0380302,0.0313522,0.0341863,0.0406521,0.0253997,0.0103028,0.00888315,0.0193651,0.0416511,0,0.0252946,0.0353481,0,0,0.0140601,0,0,0.0240295,0.0394791,0.0207996,0.0270605,0.0402995,0.0376541,0.0504946,0.08818,0.0763977,0.0379819,0.0662487,0.0394314,0.0465818,0.0798039,0.0196209,0.0108347,0.014242,0.0200857,0.023934,0,0,0,0,0.0690104,0
228,0,0,0,0,0,0,0.0335006,0.0391337,0,0,0,0.0307449,0,0.0265579,0,0,0.0206745,0,0,0.0305652,0.0869195,0.0188511,0.0176783,0.014293,0.0184896,0.0331961,0.0593497,0.0827936,0.0869823,0.0680434,0.0379461,0.0312311,0.0341572,0.0404866,0.0252275,0.0102667,0.00886663,0.019294,0.0424451,0,0.0243704,0.0353494,0,0,0.0140412,0,0,0.0240701,0.0382107,0.0216172,0.0266094,0.0402709,0.0376536,0.0509766,0.0886021,0.0766776,0.038498,0.0669026,0.040042,0.0471805,0.080543,0.0182075,0.0109162,0.0142375,0.0201238,0.0237835,0,0,0,0,0.0683158,0
229,0,0,0,0,0,0,0.0336981,0.0391103,0,0,0,0.0309583,0,0.0266408,0,0,0.0205636,0,0,0.0305767,0.0869174,0.0187777,0.0180589,0.0142586,0.0182583,0.0329799,0.0593596,0.0828249,0.0869675,0.0680301,0.0377959,0.0310779,0.0340966,0.040681,0.0250489,0.0102495,0.0088638,0.019256,0.0431748,0,0.0237878,0.0355075,0,0,0.0137465,0,0,0.0237207,0.0368894,0.0224918,0.0261893,0.0401904,0.0376887,0.051462,0.0890133,0.0769143,0.0391268,0.0675517,0.0406137,0.0477898,0.0812208,0.0169808,0.0108237,0.0144029,0.0201963,0.0236865,0,0,0,0,0.0677215,0
230,0,0,0,0,0,0,0.0338877,0.0390594,0,0,0,0.0311612,0,0.0266173,0,0,0.0204402,0,0,0.0305786,0.0869699,0.0186646,0.0183754,0.0141926,0.0180618,0.0327168,0.0593338,0.0827962,0.0869226,0.0680001,0.0376483,0.0309604,0.0340704,0.0407612,0.024806,0.0102503,0.00888286,0.0192176,0.0439016,0,0.0235379,0.0356723,0,0,0.0136207,0,0,0.0233446,0.0356713,0.0233146,0.0257904,0.0400909,0.0377076,0.0519696,0.089422,0.0771079,0.039809,0.0681982,0.041149,0.0484503,0.0819387,0.0159086,0.0106584,0.0146464,0.0202906,0.0234503,0,0,0,0,0.0671221,0
231,0,0,0,0,0,0,0.0339874,0.0391225,0,0,0,0.0314041,0,0.0265861,0,0,0.0203403,0,0,0.0305877,0.0870737,0.01853,0.018715,0.0142065,0.0179585,0.0325322,0.0592601,0.0827147,0.0868521,0.0679652,0.0374622,0.0308725,0.0340517,0.0407596,0.0245105,0.0102324,0.00887867,0.0191856,0.0445258,0,0.0235247,0.0357878,0,0,0.0153133,0,0,0.0259081,0.0346409,0.0241026,0.0254297,0.0400077,0.0375913,0.0524959,0.0897977,0.0773525,0.0405805,0.0688009,0.0416675,0.0491136,0.0826674,0.0149718,0.0115916,0.0144818,0.020413,0.023154,0,0,0,0,0.0664896,0
232,0,0,0,0,0,0,0.0342592,0.038405,0,0,0,0.0318801,0,0.0265524,0,0,0.0201098,0,0,0.0305412,0.0873036,0.0182556,0.0194733,0.0143723,0.0177934,0.0324056,0.0590408,0.082519,0.0866661,0.0678435,0.0373848,0.0308779,0.0340571,0.0408828,0.024093,0.0105176,0.00882836,0.0191478,0.0449168,0,0.0234411,0.0352604,0,0,0.00943735,0,0,0.00207414,0.0336121,0.025079,0.0251056,0.0399071,0.0396493,0.0530178,0.0900919,0.0777464,0.0414845,0.0693672,0.0420553,0.0497545,0.0834054,0.0140089,0.0122666,0,0.0199175,0.0236975,0,0,0,0,0.0658089,0
233,0,0,0,0,0,0,0.0344017,0.0384949,0,0,0,0.0321945,0,0.0264593,0,0,0.0200066,0,0,0.0305209,0.0874131,0.0180811,0.0196722,0.0141902,0.0175479,0.0323955,0.0589497,0.0823644,0.0865699,0.0677742,0.0375046,0.0308365,0.0338998,0.041086,0.0236479,0.0105757,0.00882003,0.0191056,0.0455782,0,0.0232075,0.0354037,0,0,0.00925678,0,0,0.00241361,0.0328365,0.0257025,0.0247919,0.0398169,0.0395852,0.0534821,0.0904835,0.0779927,0.0422619,0.0699084,0.0424334,0.0503172,0.0840355,0.013315,0.0123777,0,0.0200067,0.0235416,0,0,0,0,0.065332,0
234,0,0,0,0,0,0,0.0342784,0.0367826,0,0,0,0.0334382,0,0.026074,0,0,0.018764,0,0,0.0301372,0.0882684,0.0175793,0.0232686,0.0141776,0.0164813,0.0329154,0.058487,0.081712,0.0862115,0.0679213,0.0376263,0.0308499,0.0335982,0.0412099,0.0220985,0.0119709,0.00875897,0.0186784,0.0325108,0,0.0282545,0.0321428,0,0,0.0451094,0,0,0,0.0328755,0.029521,0.032691,0.0396414,0.0439068,0.0545424,0.0858395,0.0757953,0.044454,0.0708034,0.0404325,0.0518508,0.0866913,0.0248361,0.0307405,0.0762825,0.0187919,0.0255135,0,0,0,0,0.065137,0
235,0,0,0,0,0,0,0.0341035,0.0364882,0,0,0,0.0337827,0,0.0257938,0,0,0.018798,0,0,0.0301565,0.0885062,0.0170827,0.0228065,0.0141783,0.0163038,0.0332185,0.0579081,0.081336,0.0858136,0.0673435,0.0378066,0.0310914,0.0339581,0.0413037,0.0217068,0.0120657,0.00872683,0.0187551,0.0445965,0,0.02471,0.0316256,0,0,0.0476544,0,0,0,0.0321278,0.0284371,0.0249086,0.0394177,0.0444608,0.0544982,0.0903142,0.0777986,0.0444439,0.0706591,0.042366,0.0512052,0.0853036,0.0125024,0.0321585,0.0828994,0.0184755,0.026082,0,0,0,0,0.0643021,0
236,0,0,0,0,0,0,0.0342692,0.0365074,0,0,0,0.0343726,0,0.0256709,0,0,0.0187413,0,0,0.0301379,0.0886546,0.0168767,0.0231164,0.014329,0.0162188,0.0330071,0.0576881,0.0810588,0.0856642,0.0671926,0.037787,0.0310846,0.0341157,0.0413621,0.0210517,0.0119959,0.00870638,0.0186988,0.0450275,0,0.0245451,0.0318539,0,0,0.0471435,0,0,0,0.0320387,0.0287678,0.0249235,0.0391387,0.0443315,0.0549608,0.0904714,0.0776463,0.0450813,0.0710719,0.0424866,0.0515964,0.0857679,0.0120979,0.0318847,0.0814845,0.0186133,0.0257753,0,0,0,0,0.0639175,0
237,0,0,0,0,0,0,0.0346258,0.0365743,0,0,0,0.0352026,0,0.0255646,0,0,0.0184684,0,0,0.0300627,0.0888346,0.0168207,0.0243709,0.0143104,0.0165701,0.0325955,0.0576795,0.0807907,0.0856498,0.0674683,0.0375968,0.0308207,0.0339077,0.0412922,0.0200167,0.0120177,0.00863139,0.0185994,0.0313267,0,0.0294228,0.0322475,0,0,0.0466876,0,0,0,0.0344041,0.0300383,0.0356245,0.0387996,0.0441936,0.0558576,0.0858073,0.0751224,0.0459049,0.0714653,0.0402787,0.0524416,0.0875685,0.0259447,0.0316528,0.0804416,0.0188208,0.0252579,0,0,0,0,0.064506,0
238,0,0,0,0,0,0,0.0345528,0.0365513,0,0,0,0.0356324,0,0.0253107,0,0,0.0185205,0,0,0.0299769,0.0889231,0.0165431,0.0238616,0.0147819,0.0161713,0.0327785,0.0571204,0.0804408,0.0852686,0.0668822,0.0378191,0.0310042,0.0340083,0.0414315,0.0194855,0.0120697,0.0085681,0.0186556,0.0442066,0,0.0251736,0.0322333,0,0,0.0466826,0,0,0,0.03231,0.0292366,0.0255628,0.0386873,0.0441722,0.0559358,0.0905981,0.0773953,0.045682,0.0716738,0.0424526,0.0524473,0.0865649,0.0124139,0.0316372,0.080601,0.0187428,0.0253878,0,0,0,0,0.0634104,0
239,0,0,0,0,0,0,0.0348064,0.0365472,0,0,0,0.0363509,0,0.0251648,0,0,0.0183412,0,0,0.0299051,0.0890108,0.0166353,0.0251915,0.0148062,0.0165789,0.0324151,0.0570075,0.0802239,0.0852915,0.0670791,0.037537,0.0306693,0.0338249,0.0413038,0.0185721,0.0121861,0.00858029,0.0185517,0.0299996,0,0.0299053,0.0324346,0,0,0.0468125,0,0,0,0.035208,0.0297652,0.0371522,0.0382936,0.0441001,0.0566367,0.0859228,0.0748856,0.045901,0.0716555,0.0401478,0.0527531,0.0878878,0.0273568,0.0317849,0.0807308,0.0188316,0.0251787,0,0,0,0,0.0644213,0
