Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LELB
35,0.0037196,0.00171531,0.0057326,0.0200973,0.00373183,0.00366214,0,0,0,0.0188598,0.00131571,0.0372475,0.00962657,0.0264898,0.00904908,0.00554413,0.00353378,0.00518225,0.0094398,0.0100584,0.0250907,0.00469367,0.00755138,0.00228138,0.0119417,0.00611123,0.00107198,0.00434233,0.00124686,0.0272441,0.0189794,0.0261747,0.00513258,0.00380677,0,0,0.00263046,0,0.0162458,0.00138636,0.0365071,0.0328446,0.0230745,0.0106326,0.000493218,0.000962955,0.00528786,0.015178,0.00901269,0.00519392,0.023563,0.0150959,0.0245088,0.0270356,0.0247467,0.00154841,0.000622101,0.000694071,0.00363841,0.0037472,0,0,0,0,0,0.00142577
36,0.00379772,0.00159827,0.00580505,0.0194206,0.00347493,0.00312465,0,0,0,0.0188564,0.00156353,0.0371054,0.00895902,0.0265569,0.00903448,0.00544168,0.00346969,0.00522941,0.0094068,0.00998993,0.0251381,0.0046023,0.00780246,0.00223379,0.011965,0.00605124,0.00141237,0.00420655,0.00138478,0.0247647,0.0189977,0.0262149,0.00585129,0.00367546,0,0,0.00245718,0,0.0162971,0.00131661,0.0365002,0.0332881,0.0232227,0.011265,0.000781679,0.00109477,0.00518014,0.0149574,0.00942829,0.00495177,0.02355,0.0151532,0.0246994,0.0269137,0.0239804,0.00149524,0.000630078,0.000802341,0.00319945,0.00381095,0,0,0,0,0,0.00169435
37,0.00380273,0.0014707,0.00616837,0.0192905,0.00323504,0.00268358,0,0,0,0.0188241,0.0016459,0.0370312,0.00815391,0.0265431,0.00878168,0.00514184,0.0033526,0.00520682,0.00912572,0.00977377,0.0253116,0.00432615,0.00776854,0.0021121,0.011923,0.00652807,0.00151998,0.00439158,0.00147613,0.0218054,0.0190208,0.0259864,0.00644381,0.00354706,0,0,0.00241846,0,0.0162906,0.00136574,0.0366141,0.0340873,0.0234186,0.0120586,0.00129035,0.00120948,0.00506865,0.0147609,0.00962843,0.00466797,0.0237115,0.0149585,0.0247997,0.0269628,0.0210867,0.00148782,0.000679964,0.000823568,0.00279837,0.0039219,0,0,0,0,0,0.00189982
38,0.0040105,0.00141134,0.00698652,0.0195957,0.00302022,0.00224494,0,0,0,0.0186911,0.00181101,0.036822,0.00747695,0.0265809,0.00850162,0.00419415,0.00322888,0.00536777,0.00895241,0.00952291,0.0254713,0.00398756,0.00763945,0.00190118,0.0118126,0.00760765,0.00157952,0.00490983,0.00164379,0.0152436,0.0190844,0.0200134,0.00691567,0.00366528,0,0,0.00245027,0,0.0162472,0.00160039,0.0366617,0.026332,0.023174,0.0134086,0.00102505,0.00136495,0.00377922,0.0148465,0.00871565,0.00424269,0.0229398,0.0126207,0.0230889,0.0249719,0.0165752,0.00169716,0.000816794,0.000896792,0.00241245,0.00437407,0,0,0,0,0,0.00199035
39,0.00423658,0.000720371,0.00782245,0.0196622,0.00294572,0.00228206,0,0,0,0.0185907,0.00134626,0.0371608,0.00643306,0.0262775,0.00798486,0.00427261,0.00201478,0.00502695,0.0082713,0.00911766,0.0254948,0.00356035,0.00718172,0.00167102,0.0115524,0.00862523,0.00142823,0.00480861,0.00118394,0.0173671,0.0190717,0.0254663,0.00778922,0.00362509,0,0,0.00228975,0,0.0163775,0.00175888,0.0369753,0.0352777,0.0237537,0.0142226,0.00215943,0.00332622,0.00480572,0.014498,0.00962212,0.00421635,0.0244803,0.0140696,0.0247947,0.027873,0.0172695,0.00221358,0.000844197,0.000950289,0.000806427,0.00521957,0,0,0,0,0,0.00251273
40,0.00360728,0.000982228,0.00900793,0.0197023,0.00302621,0.00204509,0,0,0,0.0187486,0.0015759,0.0371523,0.00549858,0.0261458,0.00746957,0.00341816,0.00339472,0.00479421,0.00786786,0.0086844,0.0255788,0.00325462,0.00692555,0.00146645,0.0113205,0.00997648,0.00126825,0.00504729,0.00152589,0.0149963,0.0190924,0.0252163,0.00832532,0.00313931,0,0,0.0024444,0,0.0162177,0.0016423,0.0369478,0.0358438,0.0238034,0.0153702,0.00199345,0.00149566,0.00466763,0.014381,0.00947222,0.00417072,0.0249317,0.0139807,0.0248075,0.0285472,0.0165501,0.00189325,0.00084367,0.000821677,0.00165301,0.00466508,0,0,0,0,0,0.002091
41,0.00417999,0.000687613,0.0101968,0.0197009,0.00313566,0.00209157,0,0,0,0.0187668,0.00135678,0.037153,0.00466976,0.0259858,0.00701075,0.00329216,0.00211112,0.00456927,0.00754437,0.00833323,0.0257354,0.00299322,0.00678797,0.00127055,0.0111716,0.0113671,0.00164459,0.00466896,0.00122762,0.0154846,0.0190848,0.0253928,0.00922382,0.00362089,0,0,0.00216405,0,0.0163493,0.00190803,0.0368323,0.0358794,0.0238444,0.0166342,0.00228636,0.00370754,0.00438682,0.0143388,0.00933913,0.00399568,0.025613,0.0138622,0.0251085,0.0294655,0.0175324,0.00234273,0.000899245,0.000923381,0.00140143,0.00515537,0,0,0,0,0,0.00303562
42,0.00414566,0.00054758,0.0114205,0.0197666,0.00324114,0.00207269,0,0,0,0.0188454,0.0015392,0.0371586,0.00415419,0.0258436,0.00655219,0.00296005,0.00229425,0.00440424,0.00724088,0.0079976,0.0258839,0.00278238,0.00673004,0.00111112,0.011031,0.0126546,0.00196898,0.00488526,0.00130659,0.0153698,0.0190859,0.0254889,0.00985036,0.00363381,0,0,0.00214707,0,0.0163083,0.00195301,0.0368187,0.0358128,0.0238684,0.0175492,0.00222286,0.00354079,0.0041017,0.014256,0.00906482,0.00400483,0.026177,0.0138827,0.0253171,0.0301443,0.0181077,0.00229023,0.000817274,0.000884719,0.00169986,0.00471781,0,0,0,0,0,0.00326298
43,0.00398947,0.000411263,0.012263,0.0197109,0.00333705,0.00200043,0,0,0,0.0188815,0.00181753,0.0372294,0.00371904,0.0256905,0.00612305,0.00265118,0.00260972,0.00422908,0.0069039,0.00771082,0.0259321,0.00257801,0.00645946,0.000929576,0.0108629,0.0136514,0.00246805,0.00496179,0.00138109,0.0153563,0.0191173,0.0255538,0.0103256,0.00360418,0,0,0.00219388,0,0.0162699,0.00201775,0.0369894,0.0354511,0.023867,0.0180254,0.00220517,0.00324191,0.00377804,0.0141607,0.0087825,0.00408597,0.02667,0.0138086,0.0254926,0.0307079,0.0183905,0.0022649,0.000800069,0.000853309,0.00178869,0.00436573,0,0,0,0,0,0.00355056
44,0.00391423,0.00118487,0.0130551,0.0197182,0.00362588,0.00193924,0,0,0,0.0187471,0.00194936,0.0371575,0.00309763,0.0254215,0.00582447,0.00237206,0.00392129,0.0042576,0.00671139,0.00758742,0.0260249,0.00245452,0.00623716,0.000847087,0.0107076,0.0145315,0.00340663,0.00501118,0.00126055,0.0149753,0.0178912,0.025515,0.0107207,0.00388373,0,0,0.00311738,0,0.0172376,0.00390532,0.0370696,0.0350231,0.0237668,0.018201,0.00220083,0.00297223,0.00343308,0.0141614,0.00840932,0.00406011,0.0269932,0.013725,0.02558,0.0310062,0.0183096,0.00308989,0.00312551,0.00323399,0.00167181,0.00402869,0,0,0,0,0,0.0042976
45,0.00384635,0.000445818,0.0142462,0.0200995,0.00401372,0.00181281,0,0,0,0.0185668,0.00227597,0.0370962,0.0025849,0.0255354,0.00553281,0.00199634,0.00305379,0.00408746,0.00648181,0.0072665,0.0260643,0.00243089,0.00632262,0.000806335,0.0105138,0.0160771,0.00326242,0.00532103,0.00185623,0.0149823,0.0192137,0.0258267,0.0106846,0.00396234,0,0,0.00268029,0,0.016116,0.00225832,0.036657,0.0350343,0.0235571,0.0182414,0.00199273,0.00278163,0.0034994,0.013935,0.00800832,0.00406007,0.0272623,0.0135392,0.0258021,0.0312214,0.0181118,0.00257942,0.00116264,0.000976895,0.00149509,0.0043029,0,0,0,0,0,0.00399075
46,0.0039036,0.000598432,0.0153158,0.0202856,0.00450559,0.00170085,0,0,0,0.018476,0.00237435,0.037063,0.00202021,0.0254985,0.00522213,0.00200241,0.00285697,0.0040741,0.00623834,0.00700899,0.0261832,0.00238186,0.00637906,0.000841325,0.0104219,0.0173723,0.00352736,0.00552393,0.0020505,0.015354,0.0192302,0.0258943,0.0108338,0.00431301,0,0,0.00289239,0,0.0160855,0.00235731,0.0368007,0.0346855,0.0234216,0.0183283,0.00219157,0.00305002,0.00332434,0.0138639,0.00751451,0.00392662,0.0272698,0.0133876,0.0259322,0.0310644,0.0180281,0.00283265,0.00131114,0.00103308,0.00140854,0.00423439,0,0,0,0,0,0.00411694
47,0.0040069,0.00063265,0.0163608,0.0203261,0.00497942,0.001122,0,0,0,0.0184877,0.00250344,0.0371011,0.00165609,0.0254031,0.00495542,0.00206938,0.00253962,0.00394794,0.00601275,0.0067581,0.0262721,0.00228008,0.00644943,0.000887288,0.0102884,0.0186071,0.00376706,0.00560212,0.00210222,0.0158007,0.0192314,0.0257749,0.0109127,0.00462851,0,0,0.00305342,0,0.016068,0.00235275,0.0370812,0.0342277,0.0233546,0.0185475,0.00261117,0.00337414,0.00310346,0.0138188,0.00697859,0.00371502,0.0270873,0.0133371,0.0259206,0.0305402,0.0184863,0.00303115,0.00146,0.00106309,0.00123168,0.00414664,0,0,0,0,0,0.00430882
48,0.00414028,0.000657335,0.0174038,0.0203968,0.0054051,0.000703075,0,0,0,0.0185811,0.00261223,0.037123,0.0017031,0.0253126,0.00471305,0.00215575,0.00217196,0.00389722,0.00583487,0.00652267,0.0263283,0.00220485,0.00651724,0.000941324,0.0101227,0.0198312,0.00396616,0.00564802,0.0020576,0.0162385,0.0192079,0.0255576,0.0108671,0.00495528,0,0,0.00327087,0,0.0160289,0.00245199,0.0372001,0.0336767,0.0232746,0.0188302,0.00303704,0.00378764,0.00287194,0.0137748,0.00640211,0.00340624,0.0268274,0.0133245,0.0258084,0.0297871,0.0190156,0.00323744,0.00162887,0.00109387,0.00100148,0.00407632,0,0,0,0,0,0.0044849
49,0.00436148,0.000740911,0.0185191,0.0204587,0.00581247,0.00198228,0,0,0,0.0184603,0.00260566,0.0369854,0.00210006,0.025225,0.00448365,0.00230443,0.00181894,0.00392135,0.00573958,0.00632187,0.0263741,0.00216593,0.00639819,0.00107954,0.00993391,0.0211372,0.00395124,0.00574875,0.00202201,0.0163072,0.019206,0.0249595,0.0107438,0.00526263,0,0,0.00358122,0,0.0159912,0.00260961,0.0375731,0.0327163,0.0231661,0.0190896,0.00347212,0.00427493,0.00253284,0.0137941,0.00569594,0.0029978,0.0265398,0.0132126,0.0255884,0.028944,0.0187979,0.00349895,0.00173289,0.00113867,0.000771371,0.00405351,0,0,0,0,0,0.00444912
50,0.00477681,0.00122407,0.0198379,0.0205018,0.00625503,0.00193195,0,0,0,0.0183116,0.00271758,0.0360666,0.00294838,0.0255139,0.00415131,0.0016599,0.00201345,0.00417917,0.00597903,0.0060575,0.0266271,0.00240944,0.00660242,0.00136853,0.0097643,0.0230084,0.00369174,0.00572419,0.00205354,0.0209558,0.0192703,0.0232594,0.00997604,0.00583388,0,0,0.00449991,0,0.0159962,0.00313397,0.0382776,0.0303866,0.0226594,0.020681,0.00243433,0.00511755,0.00180654,0.0165075,0.00207692,0.000915338,0.0246988,0.0127331,0.0244088,0.0258958,0.0211144,0.00417617,0.00183069,0.00131302,0.0011564,0.00420404,0,0,0,0,0,0.00434918
51,0.00489168,0.00146522,0.0207947,0.0203741,0.00677561,0.00198586,0,0,0,0.0183593,0.00279506,0.0358535,0.00346083,0.0255741,0.00375921,0.00185899,0.00232498,0.00425857,0.00586273,0.00589534,0.0267983,0.00251479,0.00663252,0.00153119,0.00959552,0.0242445,0.00366149,0.00552786,0.00189173,0.0229129,0.0192581,0.025484,0.0100576,0.00595641,0,0,0.00475877,0,0.0159996,0.00329163,0.0387799,0.0336852,0.0227834,0.021141,0.00283431,0.00552404,0.00276505,0.0173724,0.00139309,0.00181897,0.0247317,0.0142293,0.0248349,0.0261783,0.0222083,0.00435776,0.00188451,0.0013122,0.0014668,0.00402713,0,0,0,0,0,0.00442158
52,0.00499068,0.00158428,0.0216611,0.0203564,0.0071776,0.00203607,0,0,0,0.0184001,0.00279675,0.0358779,0.00398879,0.0255999,0.00337834,0.00207874,0.00266736,0.00432504,0.00578034,0.00578603,0.0269909,0.0026286,0.00664605,0.00166218,0.00937883,0.0252955,0.00344603,0.00585709,0.0019464,0.0242572,0.0192493,0.0267881,0.0102035,0.00600828,0,0,0.00494743,0,0.0160056,0.00342387,0.0391963,0.0354598,0.0229816,0.021464,0.00335581,0.00578263,0.00354473,0.0177957,0.00119316,0.00277577,0.024862,0.0155318,0.0250664,0.0264283,0.0230793,0.00452954,0.00190132,0.00127697,0.00164297,0.00388761,0,0,0,0,0,0.00427361
53,0.00520122,0.00160594,0.0226356,0.0204134,0.00777608,0.002252,0,0,0,0.0183098,0.00266973,0.0359928,0.00454032,0.0256295,0.00299564,0.0023499,0.00307873,0.00436656,0.00569859,0.00574373,0.0272545,0.00279857,0.00667206,0.00190906,0.00918774,0.0264249,0.00306239,0.00624891,0.0020427,0.025594,0.0192425,0.0273681,0.010101,0.0060271,0,0,0.00504158,0,0.0160148,0.00349197,0.0395853,0.0358525,0.0232446,0.0215947,0.00395455,0.00601275,0.00423842,0.0180118,0.00109697,0.00379258,0.0247896,0.0168222,0.0250482,0.0263431,0.0244123,0.00470486,0.00186772,0.00123384,0.00167176,0.00384123,0,0,0,0,0,0.00391371
54,0.00535619,0.00159925,0.0236939,0.0204101,0.00850876,0.0025539,0,0,0,0.0183454,0.00257663,0.0360757,0.00515297,0.0256409,0.00262225,0.00264661,0.00350976,0.00443321,0.00564183,0.00579227,0.0275224,0.00293625,0.0066855,0.00216632,0.00901805,0.0274771,0.0027948,0.00629837,0.00194618,0.0264924,0.0192485,0.0270297,0.00986424,0.00594731,0,0,0.00497191,0,0.0160549,0.00348214,0.040029,0.0349044,0.0236129,0.0213455,0.00460075,0.00616967,0.00485821,0.0181679,0.00104711,0.00464573,0.0242982,0.0184693,0.0246834,0.0258534,0.025703,0.00468064,0.00175939,0.00118053,0.00161804,0.00376409,0,0,0,0,0,0.00368155
55,0.0038067,0.00257341,0.0247367,0.0203758,0.0092987,0.00295628,0,0,0,0.0185663,0.00296189,0.0361749,0.00578189,0.0255396,0.00224894,0.0030139,0.00249012,0.00455618,0.00562557,0.00584016,0.0277479,0.00310656,0.00680671,0.00243038,0.00887331,0.028595,0.00284243,0.00607384,0.00180609,0.0271218,0.0192666,0.0259439,0.00929294,0.00435486,0,0,0.0141679,0,0.0161565,0.00687276,0.0405582,0.0328684,0.0241316,0.0207567,0.00507289,0.0034848,0.0053408,0.0181495,0.00119432,0.00535475,0.0233366,0.020453,0.0237894,0.0247369,0.0270741,0.00861768,0.00505069,0.00172655,0.00229145,0.00377336,0,0,0,0,0,0.00430337
56,0.00372071,0.00269396,0.025734,0.0200655,0.0101584,0.00332711,0,0,0,0.0188139,0.00377429,0.036324,0.00659313,0.0255842,0.00180604,0.00321918,0.00254224,0.00466936,0.00547126,0.00585813,0.0279398,0.00343257,0.00700831,0.00283776,0.00863076,0.0295461,0.00282669,0.00604749,0.00192959,0.027694,0.0192359,0.0242795,0.00869334,0.00286517,0,0,0.00436327,0,0.0159922,0.0030585,0.0410406,0.0300375,0.0247214,0.0201282,0.00573236,0.00420397,0.00569177,0.0179665,0.00155349,0.00591216,0.0219981,0.022789,0.0224205,0.0230989,0.0286633,0.00447508,0.00170893,0.00106874,0.00193696,0.00199997,0,0,0,0,0,0.00540465
57,0.00372958,0.00266707,0.0266202,0.0196921,0.0109193,0.00343448,0,0,0,0.0189026,0.0037917,0.0364961,0.0074574,0.0255591,0.00143697,0.00353453,0.00258868,0.00487677,0.00532886,0.00589381,0.0281457,0.00373475,0.00715492,0.00312844,0.00842616,0.0304889,0.00275052,0.00596709,0.00181462,0.0281949,0.0191406,0.0220535,0.00824757,0.00217462,0,0,0.00380231,0,0.01598,0.00271165,0.0415028,0.0264283,0.0254648,0.0194084,0.00646656,0.00391386,0.00597544,0.0176406,0.0020041,0.0063896,0.0202101,0.025283,0.0206043,0.0208263,0.0300051,0.00402872,0.00165813,0.000924902,0.0019833,0.00208597,0,0,0,0,0,0.00563271
58,0.00389976,0.0027028,0.0272855,0.0194943,0.0115686,0.00354726,0,0,0,0.0190353,0.00367746,0.0367262,0.0083654,0.0255282,0.00116683,0.0038911,0.00246121,0.00507756,0.00523301,0.00593899,0.0283154,0.00400253,0.00723207,0.00327769,0.00819158,0.0312947,0.00256874,0.00595277,0.00157207,0.0285428,0.0190593,0.0193253,0.00778151,0.00153117,0,0,0.00316511,0,0.0159903,0.00233388,0.0418638,0.022055,0.0262994,0.0183085,0.00725897,0.00365789,0.00622873,0.0172482,0.00247255,0.0067531,0.0179512,0.0277793,0.0183632,0.0180235,0.031118,0.00354415,0.00163406,0.000756027,0.00207318,0.0023957,0,0,0,0,0,0.00576846
59,0.00408856,0.00289608,0.0278462,0.0194413,0.0121164,0.00371762,0,0,0,0.0192321,0.00360334,0.0369432,0.00930574,0.0255332,0.00111761,0.00427102,0.00222491,0.00522061,0.0052403,0.00601172,0.0284438,0.00420674,0.00728676,0.00357161,0.00796836,0.0320289,0.00236473,0.00607824,0.0012932,0.0286226,0.0189969,0.0161695,0.0072556,0.000857182,0,0,0.00252734,0,0.015995,0.00197884,0.0420255,0.0167922,0.0271562,0.0165901,0.0080495,0.00334786,0.006435,0.0168914,0.00298953,0.00701375,0.0152418,0.0302026,0.0157677,0.0147575,0.0319147,0.00312733,0.00159108,0.000592861,0.00233937,0.00284291,0,0,0,0,0,0.00595003
60,0.00431075,0.00314202,0.0283242,0.0192885,0.0126654,0.00379816,0,0,0,0.0193987,0.00353139,0.0371234,0.0102911,0.0255362,0.00118718,0.0046565,0.0020269,0.00529954,0.00522161,0.00608218,0.0285607,0.00437274,0.00738035,0.00402525,0.00780826,0.0326068,0.00218176,0.00617206,0.0010735,0.0284056,0.0189329,0.0128551,0.00677457,0.000484292,0,0,0.00185681,0,0.0159882,0.00155095,0.0420866,0.0110742,0.0279193,0.014146,0.00887124,0.00309002,0.00659053,0.0166714,0.00357531,0.0071563,0.0123143,0.0324902,0.0129867,0.0113354,0.0323455,0.00268836,0.00161396,0.000454238,0.0026852,0.00328435,0,0,0,0,0,0.0062139
61,0.00454883,0.00337172,0.0286641,0.019072,0.0131181,0.00388599,0,0,0,0.0195326,0.00350313,0.0373062,0.0112448,0.0255464,0.00123029,0.00506414,0.00187726,0.0053717,0.00530168,0.00616629,0.0286243,0.00449996,0.00750316,0.00418426,0.00768701,0.0329961,0.00208249,0.006216,0.00093704,0.0277988,0.0188609,0.0096575,0.00636795,0.000782542,0,0,0.00123286,0,0.0160002,0.001083,0.0420218,0.00601938,0.0285972,0.0111098,0.00971015,0.00293725,0.00668071,0.016552,0.00416804,0.0072004,0.0095792,0.0346509,0.0105253,0.00836687,0.0321273,0.00231647,0.0014236,0.000340776,0.00302624,0.00369503,0,0,0,0,0,0.00655827
62,0.00501837,0.00313823,0.0288759,0.0187892,0.0135538,0.00393816,0,0,0,0.0196309,0.00294527,0.0374546,0.01214,0.0255784,0.00139622,0.0055489,0.00215337,0.00544875,0.00539746,0.00622993,0.0285708,0.00453908,0.00762845,0.00413461,0.00758487,0.0331208,0.00171529,0.00609273,0.000536714,0.0265048,0.0187633,0.00716141,0.00621383,0.00137594,0,0,0.00159902,0,0.0160928,0.000978096,0.0417751,0.00386297,0.0291091,0.00831971,0.0105742,0.00347201,0.00656059,0.0162974,0.00456825,0.0071011,0.00799646,0.0366369,0.00894313,0.00721234,0.0310493,0.00230228,0.000613163,0.000316912,0.00256042,0.00379464,0,0,0,0,0,0.00612569
63,0.0054472,0.00343155,0.0289546,0.0186684,0.0138001,0.00414094,0,0,0,0.0197445,0.00298396,0.0375671,0.0131069,0.0256142,0.00152596,0.00586946,0.00208298,0.00546678,0.00541563,0.00612514,0.0285371,0.00459717,0.00784284,0.00429483,0.00748022,0.0333008,0.00186583,0.00620469,0.000633223,0.024613,0.0187034,0.00678863,0.00597903,0.00176247,0,0,0.000623943,0,0.01609,0.000635574,0.0414181,0.00802844,0.0296506,0.00624964,0.0111758,0.00353574,0.00633826,0.016038,0.00494524,0.0069236,0.00810184,0.0385967,0.00870522,0.00862819,0.0289955,0.00166987,0.000928011,0.000260777,0.00274952,0.00415676,0,0,0,0,0,0.00655827
64,0.00584098,0.00370411,0.029018,0.0185935,0.0140243,0.00414561,0,0,0,0.0200439,0.00299953,0.0377224,0.0140927,0.0256349,0.00165878,0.00616673,0.00199808,0.00546977,0.00541189,0.00585001,0.028525,0.00463168,0.00783149,0.0044362,0.00740085,0.033465,0.00196409,0.0062198,0.000618984,0.0222171,0.0186388,0.00887335,0.00586135,0.00215108,0,0,0.000991173,0,0.0160962,0.000591612,0.0410706,0.0132931,0.0301333,0.00615446,0.0116909,0.00360905,0.00609331,0.0157587,0.00525817,0.00666445,0.0101485,0.0404265,0.00998048,0.0119132,0.0261882,0.00118681,0.00123505,0.000300407,0.00291838,0.00451497,0,0,0,0,0,0.00690163
65,0.00620266,0.00388197,0.0291216,0.0183845,0.0142616,0.00412226,0,0,0,0.0201664,0.00314473,0.0379398,0.0151107,0.0256414,0.00176552,0.00639093,0.00209114,0.00547489,0.00544266,0.00583817,0.0285018,0.00466885,0.00797606,0.00455769,0.00734597,0.0336096,0.00215959,0.00619069,0.000604035,0.0196143,0.0185784,0.0118976,0.00586416,0.00250961,0,0,0.00144468,0,0.0161448,0.000612546,0.0407665,0.0184994,0.0305743,0.00786815,0.0121212,0.00372885,0.00590279,0.0155448,0.00580088,0.00642024,0.0132745,0.0420464,0.0121467,0.0159117,0.0227563,0.00095098,0.00121094,0.000404914,0.00305282,0.00479972,0,0,0,0,0,0.00736534
66,0.00650729,0.00405945,0.0292232,0.0181746,0.0143962,0.00419637,0,0,0,0.0202285,0.00328369,0.0382152,0.0161537,0.0256318,0.00189795,0.00652226,0.00215587,0.00542158,0.00551959,0.00584451,0.0284629,0.00470239,0.00818177,0.00461007,0.00728644,0.0337228,0.00233408,0.00616515,0.000647583,0.0170877,0.0185422,0.0148341,0.0059284,0.00273868,0,0,0.00179671,0,0.0161573,0.000665323,0.0405275,0.0228181,0.030935,0.0105332,0.0124639,0.00380009,0.00578597,0.0154051,0.00649736,0.00614726,0.0169491,0.0434369,0.0148271,0.0201262,0.0191489,0.000816085,0.00121116,0.000509372,0.00325824,0.00500631,0,0,0,0,0,0.00781759
67,0.00524951,0.0045209,0.0294373,0.0180979,0.0145019,0.00450969,0,0,0,0.0202689,0.00339834,0.0384437,0.0172256,0.0255572,0.00195541,0.00629046,0.00177022,0.00535989,0.0055937,0.00578936,0.028462,0.00477951,0.00829578,0.00465871,0.00728563,0.0340244,0.0024105,0.00629635,0.000689651,0.0154407,0.0185217,0.017755,0.00571869,0.00321276,0,0,0.00890234,0,0.0161671,0.0052681,0.0402247,0.0261228,0.0312988,0.0143311,0.0123083,0.00350575,0.00580378,0.0154491,0.00720739,0.006095,0.0211222,0.0446165,0.0176654,0.0246799,0.0161036,0.00547444,0.00310059,0.00135521,0.00492136,0.00551607,0,0,0,0,0,0.00829453
68,0.00677995,0.00437043,0.0295822,0.0179973,0.0147277,0.0048755,0,0,0,0.0203875,0.00368794,0.0386994,0.0184148,0.025555,0.00194822,0.0059457,0.00203004,0.00540231,0.00558291,0.00564288,0.0284985,0.00494067,0.00856868,0.00484405,0.00726703,0.0342739,0.00294216,0.00639472,0.000806493,0.0147119,0.0184905,0.0202975,0.00559545,0.00280133,0,0,0.00191134,0,0.0160914,0.000777319,0.040097,0.028222,0.0315769,0.0186475,0.0121239,0.0035326,0.00586352,0.0156684,0.00810401,0.0062926,0.0252032,0.0455021,0.020178,0.0288874,0.0138549,0.000940523,0.0013382,0.000550542,0.00380428,0.00543125,0,0,0,0,0,0.00906435
69,0.00672283,0.00441182,0.0295953,0.0180308,0.0147253,0.00507074,0,0,0,0.0205524,0.00377791,0.0389678,0.0195406,0.0254621,0.00195878,0.00567327,0.00205438,0.00543663,0.00559838,0.00545442,0.0285105,0.00503477,0.00888962,0.00484811,0.00733068,0.0344497,0.00302538,0.00641842,0.000867358,0.013892,0.0184706,0.0220108,0.00575657,0.00273922,0,0,0.00191811,0,0.0160604,0.000852657,0.0401576,0.0295678,0.0317153,0.0220585,0.0120872,0.00346081,0.00592438,0.0156945,0.00841339,0.00656554,0.0282902,0.0461547,0.0220485,0.031995,0.0116799,0.00111152,0.0014045,0.000606099,0.00412793,0.00548269,0,0,0,0,0,0.0093834
70,0.00661713,0.00444937,0.029561,0.0179882,0.0145104,0.00530459,0,0,0,0.0205423,0.00396015,0.0391942,0.0205944,0.0253282,0.00204204,0.00526158,0.00215503,0.00542049,0.00562946,0.00521157,0.0285268,0.0051155,0.00908559,0.00475701,0.00747033,0.034657,0.00322412,0.00647728,0.000902476,0.0133479,0.0185014,0.02334,0.00587607,0.00260278,0,0,0.00184536,0,0.0160424,0.000961375,0.0403165,0.0307935,0.0317951,0.0247736,0.0118768,0.00341988,0.00599821,0.0157547,0.00857062,0.0069189,0.0305006,0.0465427,0.0234346,0.034262,0.00997127,0.00146383,0.00121146,0.000645907,0.00435753,0.00550958,0,0,0,0,0,0.00983308
71,0.00632612,0.0044067,0.0292774,0.0178925,0.0141976,0.00535971,0,0,0,0.0205581,0.00386451,0.0394407,0.0214742,0.0251829,0.00225573,0.00514811,0.00232923,0.00552452,0.00560904,0.00513833,0.0284374,0.00508713,0.00926598,0.00460993,0.00770683,0.0345917,0.00318936,0.00652294,0.00101318,0.0123208,0.0185106,0.0240776,0.00623192,0.00236859,0,0,0.00248013,0,0.0160614,0.00148102,0.0405947,0.0318674,0.0317308,0.025692,0.0121223,0.00343476,0.006031,0.0154167,0.00827533,0.00691861,0.0313774,0.0468722,0.0242521,0.0352007,0.00838079,0.00198825,0.000850466,0.000738647,0.0045018,0.00536747,0,0,0,0,0,0.00987297
72,0.00645862,0.00424441,0.0291174,0.0178148,0.0140288,0.00561236,0,0,0,0.0205689,0.00393006,0.039621,0.0222158,0.0249783,0.00261803,0.00475183,0.0025324,0.00553007,0.00548851,0.00488289,0.0283663,0.00516716,0.00961345,0.00449012,0.00795331,0.0346724,0.00331404,0.00657972,0.00109198,0.0128033,0.0185186,0.0252217,0.00629101,0.00220655,0,0,0.0020135,0,0.0160417,0.00108956,0.0406976,0.0335967,0.0317431,0.0272488,0.0118556,0.00333491,0.00595029,0.0153234,0.00827168,0.00728565,0.0325267,0.0469333,0.0250416,0.0365385,0.00821056,0.00170004,0.00100545,0.00063158,0.00427456,0.00518904,0,0,0,0,0,0.0100711
