Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LELB
178,0.0050188,0.00701335,0.0174133,0.0199014,0.00817811,0.0020436,0,0,0,0.0191142,0.00406435,0.0356821,0.00669199,0.0255052,0.00465087,0.00469622,0.0066101,0.00457821,0.006613,0.00645474,0.0271962,0.00433679,0.0089756,0.00293439,0.00921611,0.0210499,0.00588637,0.00520683,0.00177013,0.0269203,0.0195086,0.0261766,0.0101168,0.00908887,0,0,0.010397,0,0.0158255,0.00476104,0.0390558,0.03408,0.0245174,0.022337,0.00877177,0.00770884,0.00472588,0.018317,0.00152252,0.00383272,0.0252046,0.0161726,0.0251707,0.0265797,0.0275462,0.00676971,0.00212336,0.00213506,0.00617988,0.00513008,0,0,0,0,0,0.00753991
179,0.00536553,0.00700671,0.0180286,0.0197362,0.00863337,0.00220302,0,0,0,0.0190202,0.00410457,0.0356462,0.0072958,0.0254752,0.0044808,0.00484171,0.00689092,0.00463728,0.00654818,0.00667296,0.0272849,0.00445442,0.00914312,0.00302428,0.00916369,0.0219511,0.00622045,0.00523842,0.00160167,0.028292,0.0194694,0.0262276,0.0100553,0.00892351,0,0,0.0101345,0,0.015806,0.00473065,0.039549,0.0337835,0.0247883,0.0222292,0.00937038,0.00769126,0.00537112,0.0186109,0.00124072,0.00472685,0.0249676,0.0179559,0.0249058,0.0261895,0.0294065,0.00680808,0.00210775,0.0020657,0.00605611,0.00488432,0,0,0,0,0,0.00784799
180,0.00567854,0.00692131,0.0186332,0.0195755,0.00908847,0.00232024,0,0,0,0.0190435,0.00412198,0.0357272,0.00796284,0.0254371,0.00435796,0.00502763,0.00706383,0.0046857,0.00641706,0.00638499,0.0273458,0.00462997,0.00930051,0.00311069,0.00909614,0.0227283,0.00649553,0.00528547,0.00143493,0.0295832,0.0194174,0.0256258,0.00997543,0.00866761,0,0,0.00981101,0,0.0158024,0.00465367,0.0400654,0.0324141,0.0250902,0.0217278,0.0100041,0.00755937,0.0058869,0.0186924,0.00102663,0.00551074,0.0243397,0.019857,0.0242205,0.0254024,0.0313344,0.00676148,0.00199221,0.0019692,0.0058339,0.00460104,0,0,0,0,0,0.00808599
181,0.00366313,0.00692768,0.0192785,0.0194675,0.00955317,0.00232905,0,0,0,0.0191145,0.00439886,0.0359244,0.00872938,0.0253514,0.00437115,0.00507765,0.00664996,0.00474116,0.00624283,0.0061095,0.0274415,0.00473842,0.00948778,0.00332595,0.00899325,0.0235459,0.00657357,0.0054659,0.0014053,0.0306357,0.0193661,0.0243841,0.00974426,0.00741727,0,0,0.0160475,0,0.0158109,0.00669792,0.0405452,0.0300154,0.0254847,0.0208758,0.0104871,0.00556277,0.00628663,0.0185416,0.00113509,0.00610317,0.0231544,0.0219278,0.0230435,0.0240342,0.0330104,0.00835436,0.0043893,0.0021837,0.00456773,0.00494048,0,0,0,0,0,0.00871073
182,0.00675526,0.00654754,0.0197329,0.0192329,0.0100064,0.00228728,0,0,0,0.0192484,0.00449012,0.036229,0.00959818,0.025379,0.00442164,0.00539245,0.00683739,0.00471814,0.0060683,0.00585634,0.0275555,0.00481691,0.00964371,0.00359742,0.00878777,0.0240962,0.00695521,0.00557809,0.00128913,0.0315644,0.0193279,0.0225683,0.00950807,0.0076758,0,0,0.00834373,0,0.0157374,0.00474275,0.0409334,0.0267317,0.0259484,0.0198219,0.0112493,0.0066976,0.00668755,0.0182106,0.00156807,0.00653821,0.0212965,0.0241385,0.0213595,0.0220606,0.0343951,0.00674962,0.00238635,0.00183772,0.00528699,0.00416339,0,0,0,0,0,0.00912768
183,0.00688265,0.00619953,0.0201603,0.0191877,0.0104203,0.00237175,0,0,0,0.0193704,0.00437531,0.036509,0.0104716,0.0253359,0.00439038,0.00577248,0.00664752,0.00475021,0.00600575,0.0056613,0.0275843,0.004949,0.00980479,0.00379945,0.00860376,0.0245387,0.00685008,0.00565875,0.00112275,0.0319728,0.0192751,0.0202997,0.00917146,0.00714537,0,0,0.0079196,0,0.0157287,0.00444811,0.0412089,0.0228666,0.0265402,0.0184914,0.011986,0.00621298,0.00688848,0.0178251,0.00196577,0.00676588,0.0190901,0.026532,0.0191964,0.0195074,0.0352788,0.00646981,0.00222316,0.00172986,0.00485914,0.00396506,0,0,0,0,0,0.00921379
184,0.00705576,0.00577236,0.0204988,0.0191219,0.0107741,0.00249285,0,0,0,0.0195062,0.00423512,0.0367718,0.0113519,0.0253584,0.00426626,0.00626721,0.00639695,0.00477166,0.00598056,0.0056478,0.0276649,0.00506081,0.00989856,0.00395398,0.00842488,0.0249079,0.00662536,0.00574672,0.000969962,0.0318017,0.0192299,0.0175958,0.00883105,0.00665471,0,0,0.00748358,0,0.0157379,0.00412182,0.0412997,0.0185999,0.0271479,0.0168171,0.0127694,0.00571442,0.00681488,0.0174414,0.00243572,0.00669303,0.01667,0.0290679,0.0166385,0.0165968,0.0356358,0.00610949,0.00200692,0.00156954,0.00440408,0.00387151,0,0,0,0,0,0.00921534
185,0.00723422,0.00531615,0.0207297,0.018998,0.0110403,0.00262098,0,0,0,0.0196614,0.00409412,0.0369992,0.0122618,0.0253983,0.00426729,0.00675391,0.00607264,0.00479379,0.00594319,0.00572578,0.0276531,0.00505969,0.00992755,0.00407943,0.00822948,0.0252321,0.00635412,0.00584554,0.000832305,0.0311246,0.0191868,0.0144887,0.00845356,0.00615269,0,0,0.00702727,0,0.0157443,0.00371756,0.041182,0.0138298,0.0277657,0.0146619,0.0135353,0.00514129,0.00666408,0.0171181,0.00302029,0.00636595,0.0139625,0.0316726,0.0137954,0.0133665,0.0355733,0.00572257,0.00175498,0.00137822,0.00392404,0.00389996,0,0,0,0,0,0.00921333
186,0.00740138,0.0048899,0.0210319,0.0188719,0.0114128,0.00273869,0,0,0,0.019765,0.00393771,0.0371204,0.0132209,0.0254816,0.00427897,0.00725775,0.00575931,0.00478621,0.00590819,0.00579036,0.0277083,0.00514649,0.0100866,0.00418411,0.00814538,0.025593,0.00603382,0.0059145,0.000687804,0.0299646,0.0191422,0.0113414,0.00811754,0.00568605,0,0,0.00664733,0,0.0157451,0.00332462,0.0409723,0.00883439,0.0283947,0.0120153,0.014265,0.00456532,0.00642869,0.0168592,0.00355081,0.00585859,0.0112442,0.0342424,0.0111115,0.0102187,0.0348103,0.00538762,0.00147578,0.00123854,0.00343062,0.00401567,0,0,0,0,0,0.00918622
187,0.00746396,0.00437842,0.0213591,0.018773,0.0116764,0.00292656,0,0,0,0.0198543,0.00384431,0.0371344,0.0141453,0.0255834,0.00431887,0.00763665,0.00556184,0.00475317,0.00590932,0.00591828,0.027838,0.00518059,0.0102298,0.00423312,0.00808641,0.0259678,0.00579838,0.0059733,0.000590064,0.0281481,0.0191046,0.00852714,0.00779947,0.0052709,0,0,0.00646333,0,0.0157468,0.00305938,0.0407893,0.00469516,0.0289886,0.00903495,0.0147409,0.00405773,0.00604247,0.0165825,0.00400392,0.00537233,0.0091693,0.0366841,0.00919163,0.00809462,0.0331053,0.0051954,0.00122987,0.00111161,0.00302855,0.00418977,0,0,0,0,0,0.00922768
188,0.00729626,0.00370145,0.0215895,0.0186556,0.0117936,0.00302798,0,0,0,0.019976,0.00365788,0.0371481,0.0150768,0.0256454,0.00443861,0.00815258,0.00543684,0.0047847,0.00595744,0.00598734,0.0278252,0.00512473,0.0102486,0.0042205,0.00804383,0.0261472,0.00551314,0.00598978,0.000447584,0.0255795,0.0190597,0.00665127,0.0077188,0.00496483,0,0,0.00666698,0,0.015777,0.00288457,0.040719,0.00516961,0.029443,0.00631058,0.0152825,0.00363063,0.00554664,0.0161038,0.00442937,0.00483576,0.0086997,0.0388567,0.0086716,0.0082761,0.0303555,0.00499738,0.000982637,0.00107209,0.00251548,0.00432398,0,0,0,0,0,0.00906826
189,0.00766301,0.00330404,0.0218902,0.0185579,0.0119717,0.00324312,0,0,0,0.0200905,0.00358683,0.0372152,0.0161018,0.0256472,0.00445885,0.00840447,0.00526891,0.00479327,0.00600602,0.00590157,0.027842,0.00517855,0.0102738,0.00423495,0.00798715,0.0264177,0.00531578,0.0060313,0.000353127,0.0226227,0.0190194,0.00740304,0.00749952,0.00492579,0,0,0.0059036,0,0.0157716,0.00267833,0.0406093,0.00932849,0.0299335,0.00450827,0.0155327,0.00353265,0.00513635,0.0155023,0.00501256,0.00449777,0.0100819,0.0408202,0.00983869,0.0107817,0.0266992,0.00479194,0.000960231,0.000976643,0.00231656,0.00461542,0,0,0,0,0,0.00910706
190,0.00800387,0.00306446,0.0220019,0.0184821,0.0120843,0.00345448,0,0,0,0.0202467,0.0035235,0.0373863,0.0171598,0.0255844,0.00447045,0.00854062,0.00507359,0.00482474,0.00611131,0.00587498,0.0277465,0.00522324,0.0102481,0.00433011,0.00787373,0.026503,0.00513226,0.00610636,0.000224742,0.0194997,0.0189721,0.0100691,0.00727746,0.00491131,0,0,0.00533581,0,0.015751,0.00254734,0.0404852,0.0141888,0.0303914,0.00576039,0.0157018,0.00346621,0.00489895,0.0148704,0.0055303,0.00445817,0.0132378,0.0426069,0.0123071,0.0148481,0.0225434,0.00467379,0.00105698,0.00087409,0.00218662,0.00499709,0,0,0,0,0,0.00916532
191,0.00833935,0.00286859,0.0222863,0.0183962,0.0122829,0.00369584,0,0,0,0.0203431,0.00348035,0.0376789,0.0183403,0.0255795,0.00442467,0.00847364,0.00492116,0.00485725,0.00616292,0.00586299,0.0277131,0.00535543,0.0103205,0.00446163,0.00777992,0.0267524,0.00495496,0.00615696,0.000262715,0.0167187,0.0189443,0.0133973,0.00712572,0.00490499,0,0,0.00491237,0,0.0157359,0.00253048,0.0402634,0.0189959,0.0308279,0.00968136,0.0157451,0.00342781,0.00489388,0.0143684,0.00599545,0.00473341,0.0174329,0.0441788,0.015375,0.0196624,0.0186031,0.00464159,0.00121807,0.000825291,0.00212124,0.00539406,0,0,0,0,0,0.00921471
192,0.00865068,0.00268388,0.0226107,0.0183318,0.0125912,0.00391867,0,0,0,0.0204228,0.00344896,0.0380179,0.0195888,0.025591,0.00433578,0.00836231,0.00480704,0.0048704,0.00616367,0.00581286,0.0277801,0.00546403,0.0104594,0.00455065,0.00776603,0.0271366,0.00478885,0.00620034,0.000346411,0.0144871,0.0189417,0.0164377,0.00714825,0.00490487,0,0,0.00462039,0,0.0157437,0.00257495,0.0400122,0.022978,0.0310787,0.0140363,0.0156899,0.0033796,0.00514604,0.0139635,0.00654653,0.00524435,0.0216192,0.0454501,0.0183009,0.0242417,0.0149794,0.004614,0.00141683,0.000815058,0.00206456,0.00577839,0,0,0,0,0,0.0092296
193,0.00668223,0.00318463,0.0230969,0.0183525,0.0128863,0.00416501,0,0,0,0.0204317,0.00339663,0.0383245,0.0207557,0.02549,0.00434192,0.00788137,0.00432525,0.00491496,0.0062064,0.00569749,0.0279142,0.00558996,0.010748,0.00456476,0.00782687,0.0277636,0.00444235,0.00623094,0.000346616,0.013368,0.0189445,0.0192008,0.0070416,0.00411702,0,0,0.0131597,0,0.0158148,0.00593669,0.0398051,0.0262552,0.0312744,0.0186694,0.0153653,0.00192268,0.00559682,0.0138881,0.00719208,0.00608669,0.0256377,0.0463741,0.0208629,0.0284317,0.0119873,0.00690918,0.00412561,0.00165798,0.00103325,0.00624877,0,0,0,0,0,0.00917346
194,0.00890187,0.00259678,0.0233554,0.0183103,0.0130226,0.00446406,0,0,0,0.0204694,0.00369587,0.0385995,0.0217724,0.0254462,0.00447015,0.00731184,0.00449338,0.00491504,0.00611762,0.0055464,0.027892,0.00575367,0.0110133,0.00461103,0.00785323,0.028154,0.00472385,0.00630753,0.000552372,0.0131948,0.0189648,0.0214704,0.00687438,0.00439939,0,0,0.00490945,0,0.0157328,0.00243139,0.039608,0.0287639,0.0313612,0.02318,0.0150916,0.00290315,0.00607072,0.0141612,0.00794674,0.00713172,0.0290736,0.0468761,0.022861,0.0319713,0.010159,0.00471971,0.00119546,0.000887856,0.00183168,0.00651235,0,0,0,0,0,0.00961794
195,0.00885072,0.00259604,0.0234441,0.0183158,0.0128852,0.00466797,0,0,0,0.0204446,0.00380387,0.038796,0.0224932,0.0253129,0.00464549,0.00680437,0.00440916,0.00491073,0.00605209,0.00539684,0.0278246,0.00581639,0.0111846,0.00464294,0.0079661,0.0284498,0.00474341,0.00632371,0.000604638,0.0125117,0.0189656,0.0227945,0.0068361,0.00429862,0,0,0.00519303,0,0.015726,0.00239052,0.0395156,0.0307034,0.0314213,0.0262216,0.0149337,0.0026893,0.00635429,0.0143889,0.00848277,0.00783659,0.031288,0.0471425,0.0241217,0.0343402,0.00853179,0.00476687,0.00103909,0.000926054,0.00182723,0.00688893,0,0,0,0,0,0.0098029
196,0.00874791,0.00272529,0.0235265,0.0183304,0.0125682,0.0049666,0,0,0,0.0203964,0.00395704,0.0388593,0.0230074,0.0251734,0.00491008,0.0062902,0.00436793,0.00486412,0.00595677,0.00515901,0.0277717,0.00584612,0.0113344,0.00460125,0.00815434,0.0286978,0.00482737,0.00632557,0.00064824,0.0118718,0.0189904,0.0233972,0.00673678,0.00425326,0,0,0.00556126,0,0.0157273,0.00241832,0.0394201,0.0322393,0.0315094,0.0279263,0.0146779,0.00254419,0.00637995,0.0146461,0.00865802,0.00812912,0.0325306,0.0472506,0.0248005,0.0358303,0.00753508,0.00487516,0.000961257,0.000969753,0.001927,0.00718123,0,0,0,0,0,0.0100413
197,0.008641,0.00280642,0.0235002,0.0183331,0.0122332,0.00526874,0,0,0,0.0203958,0.00402001,0.03879,0.023347,0.0250577,0.00515425,0.00597011,0.0043575,0.00480688,0.00579592,0.00483452,0.0276406,0.00585542,0.0114121,0.00447548,0.00838679,0.0286707,0.0047924,0.00632092,0.000635733,0.0115197,0.0189774,0.0234777,0.00658388,0.00425804,0,0,0.00571754,0,0.0157111,0.00236113,0.0392068,0.0334341,0.0316214,0.0283201,0.0145828,0.00239242,0.00627839,0.0149469,0.00887864,0.00799313,0.0329577,0.047335,0.0249983,0.036548,0.00742616,0.00486569,0.000923791,0.000945613,0.00201874,0.00739774,0,0,0,0,0,0.0100739
198,0.00832882,0.00274864,0.0231036,0.0182931,0.0118528,0.00549027,0,0,0,0.0204174,0.00363487,0.0386061,0.0235304,0.024948,0.00533161,0.00582579,0.00456131,0.00478109,0.00559993,0.00435746,0.0274417,0.00589086,0.0114514,0.00430839,0.00867429,0.028485,0.00443143,0.00625489,0.000529386,0.0121627,0.0189313,0.0234989,0.00639194,0.00419746,0,0,0.00629925,0,0.0157456,0.00245968,0.038895,0.0342466,0.0317575,0.0286347,0.014691,0.00230834,0.00615872,0.0156044,0.00939585,0.00798599,0.0332848,0.0473139,0.0249732,0.0372002,0.00882176,0.0046519,0.000938345,0.000891986,0.0019076,0.00722325,0,0,0,0,0,0.0093821
199,0.00854878,0.0028087,0.0225756,0.0182835,0.0113929,0.00581128,0,0,0,0.0204385,0.00362128,0.0382987,0.0236935,0.0248457,0.00557944,0.00548373,0.00468088,0.00476089,0.00544283,0.00381898,0.0272828,0.00606541,0.0115459,0.0042253,0.00898799,0.0284406,0.00443792,0.00627675,0.000591959,0.013072,0.0189198,0.0233619,0.00602094,0.00422106,0,0,0.00569389,0,0.015745,0.0022403,0.038611,0.0341691,0.0320792,0.0283475,0.0143794,0.00245736,0.00616867,0.0163972,0.00994555,0.00806552,0.0331165,0.0471941,0.0246098,0.0372899,0.0103411,0.00446858,0.000814131,0.00080116,0.00199337,0.00717627,0,0,0,0,0,0.00923057
200,0.00880896,0.00274258,0.0218774,0.0182644,0.0109889,0.00603633,0,0,0,0.020446,0.00352874,0.0380737,0.023742,0.0247277,0.00587324,0.00522814,0.00476697,0.0047176,0.00525586,0.00340344,0.0271376,0.00628032,0.0116194,0.00417504,0.00929707,0.0282141,0.00438319,0.00630674,0.000664156,0.014055,0.0189155,0.0232644,0.0057049,0.00430277,0,0,0.00505891,0,0.0157714,0.00204786,0.038391,0.0333807,0.0325363,0.0273915,0.0142384,0.00253966,0.00639347,0.0172983,0.0105546,0.00824642,0.032365,0.0469739,0.0239343,0.0367286,0.0118213,0.00423346,0.000784668,0.000697844,0.00199433,0.00715226,0,0,0,0,0,0.00892524
201,0.00907298,0.00262569,0.0210469,0.0182607,0.0106466,0.00618931,0,0,0,0.0204459,0.00343991,0.0379331,0.0237801,0.0245629,0.00624439,0.00499782,0.0047773,0.00466536,0.00508052,0.0029181,0.0270327,0.0065284,0.0116465,0.00414551,0.00959262,0.027828,0.00437056,0.00635665,0.000748207,0.014787,0.0188982,0.0227568,0.00543869,0.00439669,0,0,0.00435056,0,0.0157791,0.00192517,0.0384125,0.0317723,0.0330463,0.0259663,0.0142383,0.00252527,0.00673057,0.0181635,0.0110493,0.00851673,0.0310699,0.0466685,0.0229881,0.0354783,0.01347,0.00399884,0.00089472,0.000636478,0.00195878,0.00712605,0,0,0,0,0,0.00863138
202,0.00930046,0.00253339,0.0200968,0.0182057,0.0102378,0.00633167,0,0,0,0.0204887,0.00325796,0.0378675,0.0237612,0.0243353,0.00658877,0.00465965,0.00481251,0.00463071,0.00491358,0.00245612,0.0268123,0.00672214,0.0115654,0.00417448,0.00989731,0.0273586,0.00439693,0.00627315,0.000754468,0.015646,0.0188755,0.0222339,0.00517902,0.00444461,0,0,0.00375782,0,0.0157903,0.00182359,0.0386493,0.0304364,0.0335556,0.0252971,0.0141896,0.00248448,0.00704753,0.0191123,0.0117641,0.00901949,0.0298878,0.0462412,0.0221623,0.0342881,0.0156016,0.003691,0.000889585,0.000592599,0.00194018,0.00705688,0,0,0,0,0,0.00823942
203,0.00951132,0.00246978,0.0191392,0.0180777,0.00981741,0.00638759,0,0,0,0.0205292,0.00302177,0.0378374,0.0235762,0.0240598,0.00693391,0.0042588,0.0047672,0.00457629,0.0046877,0.00198134,0.0266344,0.0069644,0.0113968,0.00418293,0.0102131,0.0268539,0.00445611,0.00604832,0.00072837,0.0160448,0.0188488,0.0216469,0.00503919,0.00451343,0,0,0.0032081,0,0.0157959,0.00172267,0.0389416,0.0304007,0.0339934,0.0248531,0.0140764,0.00243118,0.00717438,0.0199172,0.0123065,0.00937026,0.0287907,0.0459721,0.0215988,0.0331042,0.0170569,0.00336979,0.00086421,0.000582152,0.00193542,0.0070143,0,0,0,0,0,0.0077599
204,0.00771104,0.00273978,0.0181553,0.0180437,0.0093692,0.00632838,0,0,0,0.0205677,0.00267504,0.0378242,0.0232496,0.0236887,0.00731016,0.00389413,0.00412288,0.0045642,0.00444676,0.0017654,0.0264921,0.00718078,0.0111126,0.00413109,0.010642,0.0263393,0.00420583,0.00596983,0.000724908,0.0164251,0.0188481,0.0209254,0.00491756,0.00451356,0,0,0.0118366,0,0.0158641,0.00566597,0.0390745,0.0315312,0.034419,0.0238556,0.0139903,0.000954399,0.0070224,0.0203043,0.0120697,0.00932563,0.0276169,0.0460891,0.0212377,0.0316788,0.0172977,0.00567594,0.00377571,0.00125374,0.000592714,0.00753892,0,0,0,0,0,0.00710654
205,0.0098269,0.00242286,0.0171043,0.0179873,0.009117,0.00649999,0,0,0,0.0206399,0.00263664,0.037844,0.0228236,0.02341,0.00768823,0.00348158,0.00457179,0.00445611,0.00398871,0.0018019,0.0263598,0.00740421,0.0107205,0.004177,0.0110235,0.0257943,0.00474135,0.00601523,0.000783933,0.0186421,0.0188086,0.0215286,0.00474827,0.00462961,0,0,0.00219892,0,0.0158604,0.00137817,0.0388378,0.0329536,0.0348984,0.0233452,0.0137472,0.00258957,0.00659427,0.0204826,0.0115148,0.00920441,0.0273105,0.0460497,0.0210635,0.030995,0.0178498,0.00269729,0.000835981,0.000566143,0.00202839,0.0068376,0,0,0,0,0,0.00690312
206,0.00968452,0.00246472,0.01612,0.017931,0.00887453,0.00658284,0,0,0,0.0206539,0.00236512,0.0379112,0.0221906,0.0231073,0.00800009,0.00329501,0.0045512,0.00431691,0.00356162,0.00216179,0.0261508,0.00749465,0.0101557,0.00421114,0.0114343,0.0251713,0.00483212,0.00602209,0.000848253,0.0204851,0.0187658,0.022675,0.00479584,0.00474539,0,0,0.00183966,0,0.0158799,0.00115346,0.0382678,0.0341871,0.0351168,0.0223706,0.013566,0.00287078,0.00571129,0.0197612,0.0102044,0.00835485,0.0269934,0.0455445,0.0206144,0.0302622,0.0179903,0.0022873,0.000534181,0.000468211,0.00219683,0.00670443,0,0,0,0,0,0.00629678
207,0.00936015,0.00247678,0.0152338,0.0178989,0.00873257,0.00664901,0,0,0,0.0205915,0.00208059,0.0379601,0.0215015,0.022858,0.00820808,0.00324533,0.00451792,0.00418832,0.00330554,0.00279927,0.0259396,0.00739711,0.00949552,0.00438724,0.0117172,0.0248401,0.00483279,0.00599972,0.000911456,0.0222686,0.0187268,0.0241959,0.00496458,0.00494327,0,0,0.00156569,0,0.0158753,0.00101911,0.0374328,0.0351336,0.035218,0.0229378,0.0134384,0.00314353,0.00445079,0.0187293,0.00919378,0.00737376,0.0271627,0.0448381,0.0204039,0.0301119,0.0190744,0.00196905,0.000571213,0.000392453,0.00233881,0.00664687,0,0,0,0,0,0.00557789
208,0.0090424,0.00248591,0.0143217,0.0179567,0.00872703,0.00672526,0,0,0,0.0205005,0.00178296,0.0378833,0.020462,0.0226194,0.00832841,0.00339786,0.00436324,0.00400617,0.00301063,0.00359951,0.0256409,0.00726068,0.00866919,0.00469964,0.0119297,0.0244066,0.00467763,0.0060048,0.000913301,0.0237929,0.018708,0.0252964,0.00510768,0.00513993,0,0,0.00139472,0,0.0158693,0.000933812,0.0365377,0.0358337,0.0353991,0.0247485,0.0133214,0.00334091,0.00321584,0.017768,0.00829191,0.00649495,0.0274903,0.0444478,0.0204602,0.0300687,0.0204618,0.00184645,0.000637595,0.000386708,0.00243762,0.00665867,0,0,0,0,0,0.00473799
209,0.00891227,0.00252089,0.0134576,0.0179643,0.00887813,0.00671921,0,0,0,0.0205003,0.00150371,0.0377174,0.018977,0.0223863,0.00827672,0.00367206,0.00411075,0.00378382,0.00270999,0.00437299,0.0251634,0.00699644,0.0076843,0.00520469,0.0120635,0.0238792,0.00445131,0.00598799,0.000906495,0.0250223,0.0186877,0.025755,0.00516614,0.00535137,0,0,0.00116866,0,0.0158672,0.000800644,0.0356388,0.0359672,0.0356824,0.0263421,0.0132142,0.00350978,0.00239351,0.0172615,0.00790397,0.00597839,0.0272722,0.0443445,0.0204321,0.0294515,0.0220602,0.00172188,0.000687852,0.000352379,0.00262128,0.00682631,0,0,0,0,0,0.00395753
210,0.00880891,0.00263493,0.0128692,0.0178813,0.00878565,0.0066066,0,0,0,0.0205571,0.00122809,0.0375683,0.0168033,0.0221953,0.00815646,0.00398421,0.00385222,0.0035035,0.00265504,0.00512933,0.0246929,0.00673178,0.00685369,0.0057672,0.0120821,0.0235138,0.00409446,0.00594062,0.000938847,0.0254167,0.0186663,0.0253419,0.00531125,0.00555443,0,0,0.00109043,0,0.0158412,0.000526741,0.034794,0.0352405,0.0360018,0.0261924,0.0133007,0.0036566,0.00187576,0.017356,0.00728077,0.00563703,0.0258481,0.0441294,0.019815,0.0277768,0.0229039,0.00148732,0.00106511,0.000339155,0.00285728,0.00708998,0,0,0,0,0,0.0031795
211,0.00867664,0.00291522,0.0127766,0.0178286,0.00854441,0.00637459,0,0,0,0.0206191,0.0010568,0.0374856,0.0140073,0.0219074,0.00826789,0.00411508,0.00368726,0.00312278,0.0031342,0.00587268,0.0242958,0.00670086,0.00683016,0.00632071,0.0119771,0.0232607,0.0036956,0.00589998,0.000953457,0.0252187,0.0186468,0.0242273,0.00530133,0.00579577,0,0,0.00148143,0,0.0158567,0.000370802,0.0341511,0.0337021,0.0362526,0.0241139,0.0133313,0.00388081,0.00146973,0.0178786,0.00644445,0.00554947,0.023536,0.043573,0.0185625,0.0252676,0.0227561,0.00120143,0.000927172,0.000335978,0.00317204,0.00732853,0,0,0,0,0,0.0025063
212,0.00896951,0.0033402,0.0135853,0.0179118,0.00857609,0.00608126,0,0,0,0.0206141,0.000968838,0.0374996,0.0108336,0.0215607,0.00913172,0.00361279,0.00293867,0.00253468,0.00422036,0.00667469,0.0240941,0.00711006,0.00812498,0.00682276,0.0118401,0.0230124,0.00344494,0.00596932,0.000794142,0.0268751,0.018702,0.0239512,0.00504586,0.00617128,0,0,0.00115958,0,0.0158414,0.000390152,0.0337811,0.0321113,0.0365733,0.0224695,0.0126106,0.00381968,0.00137912,0.0187598,0.00662792,0.00605806,0.0219254,0.04276,0.0174251,0.0234896,0.023556,0.00179681,0.00117063,0.000369576,0.00315627,0.00803155,0,0,0,0,0,0.00239245
213,0.00857892,0.00397665,0.0145482,0.0179826,0.00862979,0.00556039,0,0,0,0.0205011,0.000730517,0.0375635,0.00733633,0.0211544,0.0104285,0.00325911,0.00308851,0.00172326,0.00592972,0.00757019,0.0239081,0.00755794,0.0100832,0.00712339,0.011654,0.0227391,0.00311673,0.00580879,0.000635511,0.0265107,0.0187494,0.0225876,0.00502817,0.00657456,0,0,0.00129269,0,0.0158796,0.000770109,0.0338765,0.029824,0.0367444,0.019023,0.0122698,0.00450058,0.00176087,0.0188344,0.00571108,0.00590892,0.0194852,0.0419962,0.015853,0.0207012,0.0230571,0.00228943,0.00125644,0.000472893,0.00394323,0.00795342,0,0,0,0,0,0.00167892
214,0.00747901,0.0048331,0.0161027,0.0181882,0.00890119,0.00453657,0,0,0,0.0201846,0.000263579,0.0372068,0.00396002,0.0209321,0.0114869,0.00312139,0.00377256,0.000995961,0.00782322,0.00856752,0.023554,0.00799186,0.0119803,0.00724166,0.0115689,0.0228724,0.0031367,0.00546578,0.000277731,0.0144695,0.0188868,0.0131105,0.005735,0.00739734,0,0,0.00254418,0,0.0159207,0.00140552,0.034826,0.0185521,0.0349209,0.00345497,0.0116008,0.00578787,0.00348957,0.0182939,0.00562585,0.00497473,0.0105468,0.0408714,0.0100236,0.0110487,0.0114196,0.00282321,0.00138661,0.000831403,0.00511289,0.00773898,0,0,0,0,0,0.000792593
215,0.0068593,0.0055836,0.0181775,0.018455,0.00914774,0.00363676,0,0,0,0.020002,0.000444763,0.0371169,0.00247759,0.0205346,0.0125892,0.0025353,0.00408027,0.000935651,0.00972209,0.00982914,0.0235775,0.00843963,0.0134588,0.00700569,0.0114535,0.0238211,0.00316696,0.00521502,0.000520663,0.0106768,0.0190346,0.0102572,0.0060319,0.00808298,0,0,0.00384026,0,0.0159338,0.00210172,0.0359098,0.0145397,0.0339375,0.00578862,0.0108302,0.00681265,0.00453585,0.0194953,0.0100341,0.00677113,0.00928017,0.039946,0.00733101,0.0105677,0.00753482,0.00352186,0.00166431,0.00125308,0.00605732,0.00810943,0,0,0,0,0,0.00120491
