Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI
9,0.00749406,0.0142024,0.0418606,0.021588,0.0254652,0,0,0.0174903,0,0.0163239,0.00902602,0.0286663,0.0239083,0.0240882,0.0099871,0.0113819,0.0158263,0.0157263,0.0154866,0.0195781,0.0302623,0.00897128,0.0120875,0.00745617,0.0182626,0.0504,0.0112062,0,0.00679156,0.017452,0.0191003,0.0183488,0.0102842,0.0187082,0,0,0.0121514,0,0.0145866,0.0070167,0.0363654,0.0157129,0.0350845,0.0160034,0.0145545,0.0324566,0.00941126,0.0129151,0.0074633,0.00967597,0.00971329,0.0328736,0.0133381,0.0100221,0.019811,0.0187123,0.00336321,0.00250467,0.0206447,0.0140775,0,0,0,0,0,0
10,0.010193,0.0128595,0.0402257,0.0262783,0.0243083,0,0,0.0101018,0,0.0145671,0.00685528,0.0288455,0.0224239,0.0242243,0.00984067,0.00951721,0.0185979,0.0154399,0.0154505,0.0192162,0.0294797,0.00871494,0.0112557,0.00704423,0.0179868,0.0481909,0.00573665,0.00920239,0.00675273,0.0173145,0.0192903,0.0180892,0.0101512,0.0192856,0,0,0.0124032,0,0.014536,0.00721396,0.0364936,0.0152255,0.0354385,0.0161569,0.0127285,0.0309891,0.00954877,0.01289,0.00773503,0.00998201,0.0095492,0.0326047,0.0131503,0.00974764,0.0196018,0.0184321,0.00348269,0.00260613,0.0201538,0.0156978,0,0,0,0,0,0.00877386
11,0.00745707,0.0136168,0.0383929,0.0220936,0.0231084,0,0,0.0130976,0,0.015836,0.00741808,0.0289402,0.0209943,0.0240815,0.00984856,0.00934574,0.017334,0.0151133,0.0151643,0.0188444,0.0285767,0.00866932,0.0102929,0.00667606,0.0176332,0.0458397,0.00903993,0.000938736,0.0068448,0.0185203,0.0191856,0.0192753,0.0105139,0.0181042,0,0,0.0121988,0,0.0146405,0.00717077,0.036809,0,0.035571,0.0163517,0.0126761,0.0313119,0.00992781,0.012532,0.00795201,0.010275,0.00973668,0.0323682,0.0136557,0.0101215,0.0204175,0.0187877,0.00340931,0.00262449,0.0203687,0.0141484,0,0,0,0,0,0.0100018
12,0.00780096,0.0130029,0.0364681,0.0226902,0.0221328,0,0,0.012242,0,0.0154682,0.00682738,0.0293582,0.0201472,0.0237537,0.0107151,0.00970995,0.0178995,0.0148821,0.015322,0.0186822,0.0279004,0.00877889,0.00899393,0.00628671,0.0172279,0.0432803,0.00894043,0.0016049,0.00667816,0.0173637,0.0193172,0.0171888,0.0112701,0.0177161,0,0,0.011992,0,0.0145662,0.00720067,0.0368934,0.0136691,0.0349615,0.0171688,0.0134186,0.0300363,0.0099663,0.0129426,0.00803898,0.0102798,0.0097322,0.0322579,0.0130113,0.0095761,0.0190688,0.0181057,0.00320499,0.00282835,0.0199254,0.0145973,0,0,0,0,0,0.0104592
13,0.00840523,0.0125506,0.0348251,0.0235458,0.0209513,0,0,0.0109426,0,0.0150405,0.00617033,0.0298802,0.0190984,0.0235414,0.0117693,0.0100139,0.0185174,0.0147712,0.0158837,0.0185038,0.0271915,0.00890387,0.00771535,0.00577064,0.0168066,0.0411698,0.00868979,0.00314775,0.00619998,0.0172066,0.019408,0.0165763,0.0120205,0.0176745,0,0,0.0116849,0,0.014464,0.00708608,0.0370473,0.0126091,0.0346307,0.0180213,0.0138682,0.0290637,0.0102117,0.0130103,0.00818973,0.0105859,0.0100765,0.0320734,0.0129717,0.00968562,0.0188144,0.0173371,0.00289295,0.00299322,0.019622,0.0149834,0,0,0,0,0,0.0108626
14,0.00879866,0.0123433,0.0335593,0.0238634,0.019825,0,0,0.00995916,0,0.0148484,0.00584031,0.0304723,0.0180156,0.0232783,0.0126195,0.0103655,0.0189567,0.0146858,0.0163056,0.0183221,0.0264466,0.00906618,0.00662513,0.00521062,0.0163096,0.0394449,0.00877286,0.0036927,0.00572354,0.0170871,0.0195158,0.0160904,0.0123247,0.0177436,0,0,0.0111657,0,0.0144531,0.00681119,0.0371794,0.0117602,0.0343404,0.018899,0.0142659,0.0283801,0.0104578,0.013125,0.00831413,0.010902,0.0104589,0.0319345,0.0129504,0.00991779,0.0185002,0.0165615,0.00245081,0.0031924,0.0193386,0.0151033,0,0,0,0,0,0.0114187
15,0.00802441,0.013124,0.0327283,0.02162,0.0189806,0,0,0.0116896,0,0.0165802,0.00639801,0.031156,0.0171758,0.0228518,0.0135252,0.0112612,0.0189361,0.0147844,0.0170471,0.0181962,0.0255696,0.00929605,0.00572974,0.00464738,0.0157937,0.0380808,0.0108031,0,0.00640364,0.0169135,0.0194886,0.0155619,0.0127175,0.017508,0,0,0.0101502,0,0.014448,0.00627498,0.0373929,0.0108769,0.03391,0.0197829,0.0153154,0.0282092,0.0106754,0.0133241,0.00839188,0.0112308,0.0108829,0.0318514,0.012933,0.0101951,0.0181321,0.0157327,0.00212848,0.00323856,0.0194214,0.0147094,0,0,0,0,0,0.0119624
16,0.00827374,0.0141282,0.0319061,0.0216993,0.0181247,0,0,0.012265,0,0.0166193,0.00639962,0.031805,0.0162519,0.0225236,0.0142893,0.0117892,0.0204328,0.0150933,0.0181381,0.0180984,0.0247111,0.00940193,0.00510378,0.00414502,0.0152306,0.0370661,0.011923,0,0.00657645,0.0167859,0.0194712,0.0151178,0.0131948,0.0175685,0,0,0.00941967,0,0.0144034,0.006037,0.0375815,0.0099382,0.0335985,0.0204635,0.0160264,0.0279354,0.0108438,0.0134859,0.00852144,0.0115481,0.0111883,0.0316686,0.0128625,0.0103838,0.0177814,0.0150276,0.00179714,0.00339314,0.020127,0.0150724,0,0,0,0,0,0.0123801
17,0.00985151,0.0142585,0.0314484,0.023522,0.0172873,0,0,0.010338,0,0.0151606,0.00531172,0.0322962,0.0152837,0.0223447,0.01487,0.0119265,0.0229285,0.0155529,0.0191879,0.0180012,0.0238615,0.00944942,0.00475424,0.00379069,0.0146549,0.0364104,0.0117913,0.00295906,0.00600054,0.0166513,0.0195336,0.014738,0.0136597,0.0185144,0,0,0.0088094,0,0.01441,0.00580212,0.0375686,0.00904311,0.0333958,0.0211569,0.0162289,0.0279044,0.0110409,0.0136134,0.00862235,0.0118933,0.0115074,0.0314443,0.0128338,0.0105972,0.0173986,0.0143436,0.00142596,0.00350885,0.0210499,0.016114,0,0,0,0,0,0.0125948
18,0.0106511,0.0150795,0.0309433,0.0235063,0.0162639,0,0,0.0102906,0,0.0151276,0.00513006,0.0327746,0.0140475,0.0220978,0.0152576,0.0120344,0.0250544,0.0161185,0.020087,0.0180058,0.0229763,0.0096864,0.00476239,0.00372437,0.0140287,0.0360472,0.0128205,0.00297088,0.00609451,0.0166208,0.0194641,0.0145381,0.01398,0.0191366,0,0,0.00809543,0,0.0143812,0.00541072,0.0374718,0.00844942,0.0331509,0.0215924,0.016428,0.0281309,0.0111658,0.0138249,0.00868633,0.0121049,0.0116777,0.0313613,0.0128202,0.0106561,0.0172108,0.0138812,0.00117851,0.00359936,0.0221213,0.0165487,0,0,0,0,0,0.0126555
19,0.0115566,0.0161374,0.0303818,0.0235588,0.0151996,0,0,0.010424,0,0.0151033,0.00499624,0.0332627,0.0125719,0.0218738,0.0154582,0.0121725,0.0271509,0.0166821,0.0211663,0.0179812,0.0222174,0.00993502,0.00488045,0.00388331,0.0134148,0.035867,0.0137065,0.00300682,0.00620676,0.0165292,0.0193635,0.0143565,0.0142294,0.0198671,0,0,0.00735526,0,0.0143301,0.0049418,0.0374004,0.00789581,0.0329497,0.021919,0.0166618,0.0285165,0.0111815,0.0140242,0.00875879,0.0122337,0.0117679,0.0312716,0.0127789,0.0106435,0.0170695,0.0135218,0.00112124,0.00362192,0.0233172,0.0170157,0,0,0,0,0,0.0127265
20,0.0125638,0.0169286,0.0297877,0.0235203,0.0140233,0,0,0.0106485,0,0.0150158,0.00487316,0.0337558,0.0109575,0.0216993,0.0155607,0.0121925,0.0292998,0.0172869,0.0223632,0.0176498,0.0216292,0.0101022,0.00500656,0.00417191,0.0128809,0.0356635,0.0145569,0.00301546,0.00643148,0.0164406,0.019231,0.0143255,0.0143411,0.0206574,0,0,0.00676878,0,0.0142624,0.00449685,0.0374053,0.0074947,0.0327658,0.0220325,0.0168292,0.0290338,0.0111058,0.0142917,0.00884217,0.0122744,0.011699,0.0311626,0.0126926,0.0105624,0.0170387,0.0133518,0.00113169,0.00363651,0.0246987,0.0176202,0,0,0,0,0,0.0127551
21,0.0136726,0.0178338,0.0291331,0.0236321,0.0126396,0,0,0.0106894,0,0.0148952,0.00483408,0.0342121,0.00934249,0.0215876,0.0154512,0.012064,0.0314775,0.0177197,0.0229299,0.0171046,0.0212085,0.010227,0.00510421,0.00447093,0.0123769,0.0352019,0.0151986,0.00329056,0.00693684,0.0166566,0.0191519,0.0144686,0.0143534,0.021508,0,0,0.00623243,0,0.0142486,0.00415238,0.0374191,0.00731529,0.0326058,0.0220495,0.0167876,0.0295684,0.0109778,0.0145936,0.0088466,0.0122457,0.0114999,0.0310877,0.0125801,0.010391,0.0171631,0.0133481,0.00113798,0.00367232,0.0261761,0.018418,0,0,0,0,0,0.0123379
22,0.0149901,0.018907,0.0282282,0.0240047,0.0115897,0,0,0.0104806,0,0.0146759,0.00488342,0.0346835,0.00800055,0.0215742,0.0151584,0.0117109,0.0338653,0.017969,0.0230776,0.0164645,0.0209166,0.0102426,0.00517012,0.00484505,0.0119459,0.0342275,0.0156331,0.00393428,0.00693233,0.0169352,0.0191323,0.0147637,0.0143846,0.0226131,0,0,0.00567605,0,0.0143002,0.00383203,0.037486,0.00735562,0.0324838,0.0219623,0.016611,0.030265,0.0108038,0.0148515,0.00883927,0.012171,0.0112498,0.0310418,0.0124435,0.0101803,0.0173748,0.0134037,0.00107432,0.00366562,0.0278133,0.0196201,0,0,0,0,0,0.0117521
23,0.0149728,0.0206653,0.0265502,0.0217139,0.0103907,0,0,0.0139622,0,0.0164622,0.00653978,0.0350331,0.00668148,0.0214811,0.0143637,0.0121144,0.0352552,0.0175687,0.0226048,0.0153457,0.0207207,0.0102137,0.00530107,0.00513798,0.0117093,0.0323382,0.0175775,0,0.00777922,0.0171029,0.0190588,0.0150431,0.0145029,0.0228075,0,0,0.0049526,0,0.0143619,0.00336546,0.0375514,0.0073826,0.0321464,0.0217664,0.0172175,0.0311537,0.0106465,0.0151988,0.00879459,0.0121449,0.0110629,0.0310271,0.0124093,0.010055,0.01768,0.0136762,0.000887386,0.0036269,0.0295897,0.0202591,0,0,0,0,0,0.0114209
24,0.0152359,0.0214846,0.0239776,0.0217149,0.00909342,0,0,0.0152554,0,0.0164334,0.00729002,0.0353394,0.00555214,0.0216666,0.0134653,0.0123377,0.0359467,0.0170208,0.0221307,0.0140742,0.0208406,0.0100006,0.00541752,0.00511205,0.0115155,0.0292063,0.0179499,0,0.00794062,0.0172022,0.0189889,0.0152633,0.0146814,0.0231747,0,0,0.00468069,0,0.0143589,0.00315911,0.0377104,0.00746356,0.0319151,0.0217241,0.0175786,0.0317074,0.0106134,0.0154681,0.00880279,0.0123527,0.010882,0.0308931,0.012353,0.00992515,0.0179367,0.0139669,0.000763718,0.00358687,0.0304677,0.0209232,0,0,0,0,0,0.0112507
25,0.0153704,0.0211322,0.0202056,0.0237524,0.00729018,0,0,0.0134696,0,0.0151542,0.00647466,0.0356972,0.00428171,0.0220008,0.0123346,0.0119123,0.0358686,0.01631,0.0214187,0.0126269,0.0211559,0.00950844,0.00544548,0.00488246,0.0113599,0.0247408,0.0165619,0.00361922,0.00696858,0.0173492,0.0190148,0.0155945,0.0147121,0.0236808,0,0,0.00465903,0,0.014404,0.00311394,0.0378843,0.0077704,0.0318752,0.0216526,0.0171582,0.0320117,0.0105326,0.0155789,0.00882776,0.0126268,0.0106583,0.0307793,0.0122384,0.00976393,0.0181108,0.0142043,0.000719492,0.00355237,0.0303978,0.0212914,0,0,0,0,0,0.0108007
26,0.0198582,0.0246244,0.0149197,0.0217263,0.00469406,0,0,0.0161331,0,0.0165431,0.00810518,0.0360166,0.00251861,0.022237,0.0110218,0.0118284,0.0426559,0.0152462,0.0202489,0.0110174,0.0216473,0.00871667,0.00546888,0.00493436,0.0112695,0.0184754,0.0188637,0,0.00842842,0.0176302,0.0189524,0.0160397,0.0147269,0.0259599,0,0,0.00441273,0,0.0144151,0.00295724,0.038038,0.00816261,0.03167,0.0215358,0.0172153,0.0331033,0.0103777,0.0157225,0.0087767,0.0126713,0.0104734,0.0307815,0.0122249,0.00962079,0.0183494,0.0149316,0.000796625,0.00359015,0.0349083,0.0255423,0,0,0,0,0,0.0100984
27,0.0200933,0.0241574,0.00862389,0.0235156,0.00177826,0,0,0.0143413,0,0.0154952,0.00777312,0.0361976,0.00183183,0.0226167,0.00911687,0.010668,0.0423461,0.0137828,0.0184043,0.00930843,0.0224783,0.00753965,0.00547641,0.00518378,0.0113194,0.0110614,0.0169645,0.00352851,0.00756142,0.0177705,0.0189415,0.0165968,0.0145335,0.0268319,0,0,0.00456839,0,0.014432,0.0030774,0.0381159,0.00903494,0.0318137,0.0213688,0.016014,0.0335992,0.0101473,0.0158276,0.0087039,0.0125649,0.010228,0.0308614,0.0122165,0.00946482,0.0185316,0.0152867,0.000875714,0.00350971,0.0347478,0.0260265,0,0,0,0,0,0.00916587
28,0.0198306,0.0242028,0.00181717,0.0234124,0.00307095,0,0,0.0140141,0,0.0153463,0.00777877,0.0362629,0.00457617,0.0229477,0.00733254,0.00946954,0.0423691,0.0119005,0.0161901,0.00756974,0.0236254,0.00634988,0.00589733,0.005378,0.0116171,0.00345037,0.016878,0.00361682,0.00754544,0.0180358,0.0189219,0.0172469,0.0143207,0.0269992,0,0,0.00433562,0,0.014501,0.00299139,0.0381641,0.00998558,0.0319238,0.0210961,0.0148427,0.0338676,0.00985781,0.0159283,0.00849402,0.0123034,0.00999155,0.031041,0.012214,0.00941398,0.0189783,0.0156325,0.000858081,0.0034578,0.034724,0.0261289,0,0,0,0,0,0.00819916
29,0.0195681,0.0241811,0.00514506,0.0235072,0.00669288,0,0,0.0136738,0,0.0152524,0.00777857,0.0361967,0.00805818,0.0233322,0.00582582,0.00816516,0.0422835,0.0100388,0.013834,0.00632911,0.0251433,0.00559191,0.00670755,0.00567572,0.0122767,0.00639986,0.0168436,0.00378534,0.007511,0.0185207,0.018892,0.0180275,0.0139947,0.0268624,0,0,0.00437531,0,0.0145199,0.00295532,0.0382654,0.0109964,0.0320432,0.0206744,0.0135554,0.0338392,0.00951137,0.0159692,0.00824806,0.0118526,0.009761,0.0312492,0.0122344,0.00935897,0.0195518,0.0158997,0.000750642,0.00342824,0.0345468,0.0260951,0,0,0,0,0,0.00755773
30,0.019254,0.024157,0.0107725,0.023495,0.00957808,0,0,0.0135307,0,0.0153453,0.00776629,0.0361231,0.0111316,0.0237133,0.00464838,0.00690591,0.0422973,0.00865985,0.0120334,0.00612321,0.0268772,0.00547154,0.00760182,0.00611754,0.0131233,0.0130373,0.0170167,0.00368447,0.00752774,0.0191613,0.0188081,0.0188279,0.0136784,0.0265656,0,0,0.00453965,0,0.0144654,0.00293848,0.0384697,0.0120035,0.0321386,0.0201345,0.0123315,0.0337984,0.00916577,0.0159794,0.0079288,0.0113062,0.00950615,0.031464,0.0122715,0.00929664,0.0203424,0.0160729,0.000719046,0.00338485,0.0344757,0.0259799,0,0,0,0,0,0.00727844
31,0.0190887,0.0242552,0.0152399,0.0235946,0.0112233,0,0,0.0131009,0,0.0152564,0.00764023,0.0361387,0.0129005,0.0240357,0.0039377,0.00574439,0.0424919,0.00788555,0.0110738,0.00678185,0.0286265,0.00573207,0.00821998,0.0065831,0.0140406,0.0181921,0.0171202,0.00391515,0.00753178,0.0198219,0.0187778,0.0195109,0.0134182,0.0263275,0,0,0.00451041,0,0.0144559,0.00298095,0.0388602,0.0129273,0.0322181,0.0196187,0.0112399,0.0337297,0.00886094,0.0159623,0.00760974,0.0108981,0.00925735,0.0316217,0.0122921,0.00918697,0.0210176,0.0161395,0.000739947,0.00335215,0.0345512,0.0259287,0,0,0,0,0,0.00670542
32,0.0238501,0.0281427,0.0188183,0.0213188,0.0121986,0,0,0.0183497,0,0.0164663,0.0109429,0.0363741,0.0133154,0.0243417,0.00348119,0.00540171,0.048232,0.00790175,0.0107302,0.00772301,0.0301226,0.00622182,0.00864118,0.00706245,0.015054,0.0223557,0.0186854,0,0.00935612,0.0205499,0.0187344,0.0199346,0.0132275,0.0287718,0,0,0.00439193,0,0.0144642,0.00294974,0.0392149,0.0134463,0.0319432,0.0192199,0.0113903,0.0347831,0.00864705,0.0159526,0.0072988,0.0106045,0.00907261,0.0317041,0.012295,0.0090705,0.021596,0.0167439,0.000709496,0.00339508,0.0393275,0.0302171,0,0,0,0,0,0.00631629
33,0.0196439,0.0250314,0.0215372,0.0231639,0.0131824,0,0,0.0146146,0,0.0157555,0.00888341,0.036826,0.012942,0.0247055,0.00287723,0.00391856,0.0429278,0.00865309,0.0108365,0.00873077,0.0311529,0.0065304,0.00878241,0.00734569,0.0158379,0.0252287,0.0167115,0.00342738,0.00829551,0.020966,0.0187217,0.0202796,0.0129408,0.0268513,0,0,0.00451474,0,0.0144486,0.00292769,0.0394116,0.0142383,0.0320778,0.018847,0.0100556,0.033918,0.00850049,0.0158176,0.00710246,0.0103908,0.00886426,0.0316944,0.0122488,0.00897354,0.0218626,0.0163853,0.000751493,0.00328356,0.0355342,0.0266087,0,0,0,0,0,0.00608614
34,0.0189563,0.0246401,0.024206,0.0229428,0.0147769,0,0,0.0140964,0,0.0158149,0.00875099,0.03743,0.0132187,0.0250136,0.00263591,0.00299704,0.0421205,0.00923815,0.0110883,0.00952451,0.0316757,0.00659912,0.00907514,0.0075905,0.0163135,0.0278998,0.016352,0.00317859,0.00833504,0.0210982,0.0187139,0.0203826,0.0129834,0.0264063,0,0,0.0046511,0,0.0144572,0.00290756,0.0395843,0.0147683,0.0319989,0.0186549,0.00948634,0.0335085,0.00841405,0.0158014,0.0070549,0.0103289,0.00874828,0.0316355,0.0122352,0.00892985,0.0219134,0.0162799,0.000698114,0.00328188,0.0349612,0.0258761,0,0,0,0,0,0.00606921
35,0.0184536,0.0241946,0.025994,0.022791,0.0167446,0,0,0.0134137,0,0.0157621,0.00858281,0.0379335,0.0151412,0.0253113,0.00363266,0.00223899,0.0413333,0.00931835,0.0110957,0.00990644,0.0318021,0.00636292,0.0093075,0.00777003,0.0164354,0.0295549,0.0158647,0.00312788,0.00829748,0.0212134,0.018734,0.02049,0.0130086,0.0259381,0,0,0.0047865,0,0.0144851,0.00300366,0.0398633,0.0151715,0.0318933,0.0184449,0.00908394,0.0329905,0.00838793,0.015859,0.00708445,0.0103623,0.00857516,0.0314775,0.0121734,0.00881632,0.0220114,0.0162028,0.000695887,0.00333478,0.0343891,0.0251121,0,0,0,0,0,0.00609805
36,0.0181329,0.0238035,0.0267903,0.0227647,0.0183635,0,0,0.0129113,0,0.0158535,0.00844969,0.038103,0.0181799,0.0254807,0.00473216,0.00193012,0.0406621,0.00889323,0.0109114,0.00997113,0.0317759,0.00616071,0.00925516,0.00784238,0.0162942,0.0298568,0.0154201,0.00310782,0.00800001,0.0212063,0.018699,0.0203434,0.0130249,0.0256395,0,0,0.00497795,0,0.0144413,0.00314212,0.040038,0.0154046,0.0317552,0.0183237,0.00905091,0.032565,0.0084083,0.0159358,0.00715565,0.0104733,0.00848267,0.0312382,0.0121006,0.00868403,0.0218729,0.0161536,0.000701261,0.00336365,0.0339704,0.0244174,0,0,0,0,0,0.00630065
