Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65
12,0.0233993,0.020905,0.0345091,0.0243724,0.0171158,0.0125718,0,0,0.0196923,0,0.0157428,0.00862518,0.0334182,0.0264727,0.0279472,0.010335,0.0279692,0.0117748,0.010558,0.0114606,0.0149946,0.0284752,0.00390586,0.00871707,0.00286418,0.0136446,0.0389535,0.0143439,0.00360011,0.00602449,0.0265518,0.0199272,0.0262223,0.0117299,0.0232606,0,0,0.0172185,0,0.0140035,0.00997743,0.0297678,0.0206402,0.0344198,0.00942105,0.0272692,0.0158311,0.0114815,0.017589,0.01522,0.014668,0.00730716,0.0302964,0.0117576,0.0117872,0.0281059,0.00375545,0.00149684,0.00465422,0.0234953,0.0210685,0,0,0,0,0
13,0.0248666,0.0218219,0.0359845,0.0243531,0.0179553,0.0124007,0,0,0.019373,0,0.0160129,0.00820908,0.033352,0.0244428,0.0280019,0.00972693,0.0276934,0.0134254,0.010715,0.0115881,0.0148717,0.0282723,0.00493853,0.010083,0.00353445,0.0141417,0.0413467,0.0144431,0.00342788,0.00612876,0.0259304,0.019834,0.0257311,0.0121023,0.0228136,0,0,0.017568,0,0.0140297,0.0102505,0.0298396,0.0201409,0.0342772,0.00885845,0.0276907,0.014768,0.0115165,0.0173563,0.0147069,0.0142432,0.00723119,0.0300479,0.0117302,0.0118905,0.0272728,0.00431087,0.00160881,0.00459569,0.023413,0.0221647,0,0,0,0,0
14,0.0325782,0.0393703,0.0363301,0.026764,0.0186733,0.0118376,0,0,0.0320438,0,0.0149379,0.0151116,0.0338274,0.0229893,0.0271895,0.00912543,0.0287707,0.0236627,0.010703,0.0115133,0.0147973,0.0278813,0.00571876,0.010568,0.00418664,0.014548,0.0424899,0.0277317,0.00523158,0.00836684,0.0262379,0.0178237,0.0260674,0.0112148,0.0529657,0,0,0.0193902,0,0.0154073,0.0105588,0.0294541,0.0203261,0.0323316,0.00873436,0.0297032,0.0746876,0.0122926,0.0186017,0.0150399,0.0145612,0.00658739,0.0307162,0.0114842,0.0113668,0.0271619,0.0383798,0.00435886,0.00361055,0.0434808,0.026994,0,0,0,0,0
15,0.0309906,0.0392178,0.0375255,0.0267145,0.0192054,0.0118909,0,0,0.0325992,0,0.0147597,0.0152506,0.0336046,0.0218682,0.0266834,0.0087338,0.0295519,0.024554,0.0107206,0.0117139,0.0148204,0.0275634,0.00631597,0.0110147,0.00463055,0.0148292,0.0439622,0.0283677,0.00491982,0.00858867,0.0260924,0.0179146,0.0259557,0.0115905,0.0530187,0,0,0.0187967,0,0.015514,0.0100923,0.029575,0.0202963,0.0320263,0.00845795,0.0308643,0.0749261,0.012275,0.0185384,0.0148292,0.0142079,0.00658116,0.0305209,0.0114852,0.0115144,0.0267529,0.0381078,0.00415772,0.00334853,0.0441212,0.0276716,0,0,0,0,0
16,0.0292246,0.0395276,0.0382859,0.0274091,0.0195393,0.0125332,0,0,0.0343106,0,0.0142388,0.0160353,0.0334105,0.020766,0.0269409,0.00851161,0.0314164,0.0265947,0.010848,0.0118894,0.014779,0.027336,0.00682017,0.0111411,0.00484842,0.0149738,0.0451607,0.0298292,0.00530771,0.00893346,0.0257765,0.0180943,0.0256923,0.0124631,0.0523291,0,0,0.0178528,0,0.0155442,0.00939952,0.0295157,0.0201764,0.0318622,0.00828698,0.0331811,0.0745767,0.0123068,0.0185369,0.0146351,0.0139836,0.00657343,0.0303598,0.0115826,0.0115376,0.0262841,0.0375598,0.00394524,0.00297424,0.0453657,0.0280921,0,0,0,0,0
17,0.0276602,0.0406187,0.0385456,0.0282687,0.0196811,0.0139318,0,0,0.0376493,0,0.0136034,0.017489,0.0332555,0.0197365,0.0278069,0.0086183,0.0347954,0.0298485,0.0111476,0.0120456,0.0148053,0.0273304,0.00712644,0.0108784,0.00491332,0.0150175,0.0457818,0.0324987,0.00614224,0.00957716,0.0251237,0.0183594,0.0251264,0.0139216,0.0510781,0,0,0.0162826,0,0.015551,0.00849582,0.0293498,0.019791,0.0315741,0.00810719,0.0371583,0.0740933,0.012426,0.01867,0.0145339,0.013775,0.00652769,0.0302225,0.0117994,0.0115183,0.0255337,0.0364596,0.00365689,0.00247379,0.0475969,0.0285164,0,0,0,0,0
18,0.0339584,0.0467999,0.0381424,0.0283724,0.0198023,0.0122593,0,0,0.0378737,0,0.0138676,0.0173545,0.0331427,0.0190742,0.0262469,0.00885546,0.0323137,0.0321595,0.0112496,0.0120053,0.0148455,0.026858,0.00748094,0.0101298,0.0050593,0.0151071,0.0455728,0.0337004,0.0061015,0.0095826,0.0242407,0.0176849,0.0241864,0.0129729,0.063594,0,0,0.0218789,0,0.0158146,0.0115037,0.0293407,0.0190693,0.0308258,0.00775083,0.0351103,0.0892063,0.0123684,0.0191988,0.0143367,0.0133472,0.00621339,0.0305309,0.011732,0.0115925,0.0245214,0.0454804,0.00535534,0.00379725,0.0538957,0.0337985,0,0,0,0,0
19,0.0179388,0.0169482,0.0379625,0.02454,0.019029,0.0127358,0,0,0.0212827,0,0.0157972,0.00952168,0.0321663,0.0171583,0.0272114,0.00892986,0.0326375,0.0156797,0.0116356,0.0124902,0.014881,0.0259695,0.0074275,0.00966897,0.00466232,0.0148821,0.0456773,0.0147997,0.00449655,0.00618195,0.023217,0.0203505,0.0233781,0.0153564,0.0234221,0,0,0.00718354,0,0.0141326,0.00418036,0.0303113,0.018479,0.03358,0.00833351,0.0348878,0.0194095,0.0115247,0.0172868,0.0135959,0.0125557,0.0071403,0.0292274,0.0116989,0.012158,0.0238733,0.00449451,0.00441261,0.00352384,0.0252723,0.0173531,0,0,0,0,0
20,0.0195934,0.0181385,0.0371295,0.0244155,0.0189098,0.013172,0,0,0.0204689,0,0.0158447,0.00929731,0.032148,0.0167039,0.0271853,0.00998503,0.0337011,0.0188752,0.0119957,0.012959,0.0152833,0.0254676,0.00721512,0.00850789,0.0042909,0.0147577,0.0443925,0.0141583,0.00477428,0.00560728,0.0230029,0.0202792,0.0230428,0.0159776,0.0280424,0,0,0.0107778,0,0.0139953,0.00663995,0.0304416,0.0183456,0.0332188,0.00848398,0.0365553,0.0238362,0.011542,0.0175866,0.0137807,0.012197,0.00738778,0.0291561,0.0118391,0.0125014,0.0233615,0.00453411,0.00344984,0.00403463,0.0282084,0.0183562,0,0,0,0,0
21,0.0197369,0.0186029,0.0359573,0.0243908,0.0186686,0.0133342,0,0,0.0205648,0,0.0155913,0.00926752,0.032145,0.016386,0.0269773,0.0111613,0.0337344,0.0188693,0.0126217,0.0136673,0.0157525,0.0249359,0.00722386,0.00718282,0.00382242,0.0145033,0.0425378,0.0140842,0.00462256,0.00568304,0.0232022,0.0202907,0.0230293,0.0165017,0.0283623,0,0,0.0114504,0,0.013979,0.00686199,0.0305882,0.0185115,0.0328916,0.00872673,0.0372013,0.0242487,0.0115114,0.0177188,0.0138426,0.0119008,0.00763261,0.0290591,0.0119729,0.0127469,0.0231066,0.00454261,0.00315113,0.00420198,0.028532,0.0183623,0,0,0,0,0
22,0.0200569,0.019094,0.0346227,0.0242575,0.0184623,0.0136554,0,0,0.0208105,0,0.0153345,0.00931182,0.0321821,0.0165491,0.0266879,0.0127537,0.0342088,0.0193465,0.0134186,0.0147919,0.0164946,0.0245207,0.00766188,0.00548657,0.00337308,0.0141678,0.0404003,0.014176,0.0044885,0.00579968,0.0232561,0.0203358,0.0227385,0.0172298,0.0288884,0,0,0.0119541,0,0.0139806,0.00711618,0.0307492,0.0183629,0.0325019,0.00905172,0.0383295,0.0249286,0.011507,0.0177418,0.0135816,0.0116055,0.00782795,0.0289488,0.0118621,0.012885,0.0228455,0.0046354,0.00278849,0.00434867,0.0289054,0.0185548,0,0,0,0,0
23,0.0204365,0.0194812,0.033325,0.024206,0.0183156,0.0139819,0,0,0.0210712,0,0.0151835,0.00936553,0.0323323,0.017332,0.0262981,0.0149819,0.0348397,0.0198535,0.0143903,0.0164971,0.0171885,0.0241851,0.00854338,0.00377044,0.00298065,0.013789,0.0381114,0.014272,0.00437869,0.00593494,0.0234029,0.0203397,0.0223784,0.0179138,0.0294546,0,0,0.0122982,0,0.0139438,0.00734078,0.0309665,0.0182387,0.0320759,0.00946255,0.0395979,0.0256563,0.0115491,0.0177002,0.0132939,0.0113661,0.00808516,0.028811,0.0116479,0.0130792,0.022722,0.00477166,0.0025048,0.00449105,0.0295085,0.018857,0,0,0,0,0
24,0.0208636,0.0199656,0.0319137,0.0241761,0.0182522,0.014388,0,0,0.021397,0,0.0151458,0.00947215,0.0324687,0.0188144,0.0257872,0.0178292,0.0356876,0.0203945,0.01559,0.0187777,0.0181703,0.023781,0.00984772,0.00330519,0.0028507,0.0133572,0.0355624,0.0144085,0.00435613,0.00598466,0.0233496,0.0203422,0.0217722,0.0186933,0.0300272,0,0,0.012535,0,0.0139138,0.00746325,0.0311497,0.018007,0.0315734,0.0100648,0.0409663,0.0263844,0.0116928,0.0176691,0.0130067,0.0112744,0.00841671,0.0286038,0.0116575,0.0132948,0.0225518,0.00491999,0.00223061,0.004629,0.0302444,0.0192587,0,0,0,0,0
25,0.0213085,0.020655,0.0303759,0.0242218,0.0183472,0.0149674,0,0,0.0218008,0,0.015143,0.00965721,0.0326677,0.020869,0.025142,0.0213561,0.0369067,0.0210527,0.0171928,0.0216869,0.0193924,0.0233175,0.0115322,0.0045632,0.00316538,0.0128174,0.0330993,0.0146595,0.00435532,0.00604827,0.0227245,0.020384,0.0208269,0.019812,0.0305933,0,0,0.012842,0,0.0138873,0.0074779,0.0313986,0.0175494,0.0310911,0.0109364,0.0426463,0.0270909,0.0119209,0.0177418,0.0128869,0.011278,0.00887129,0.0283553,0.0118561,0.0135239,0.0222571,0.0053012,0.00191872,0.00473018,0.0310186,0.0197519,0,0,0,0,0
26,0.0217908,0.0213966,0.0286574,0.0243267,0.0183815,0.0154714,0,0,0.0221468,0,0.0150665,0.00973774,0.0329671,0.0233819,0.0243825,0.0254507,0.0381675,0.0216181,0.0192381,0.0251874,0.0210178,0.0229089,0.013526,0.00709423,0.00392243,0.0122206,0.0305933,0.0148937,0.00434314,0.00615365,0.0224168,0.0204294,0.0200155,0.0209269,0.031146,0,0,0.0131664,0,0.013862,0.00745069,0.0318568,0.0174012,0.0307302,0.0118484,0.0443534,0.0277537,0.012218,0.0178796,0.0128691,0.011411,0.00950824,0.0281039,0.0118891,0.0139482,0.0221857,0.00567219,0.00167751,0.004861,0.0316574,0.0202816,0,0,0,0,0
27,0.0222544,0.0220131,0.026537,0.024477,0.0183683,0.0160231,0,0,0.022288,0,0.0147916,0.0097162,0.0333937,0.0258108,0.0236521,0.0298967,0.0393516,0.0222539,0.0215234,0.029113,0.0230878,0.022446,0.0158306,0.0103757,0.00515908,0.0116594,0.027742,0.0150403,0.00434494,0.00631582,0.0225202,0.0204528,0.0192705,0.0218262,0.0317442,0,0,0.0134937,0,0.0138362,0.00752827,0.032395,0.0175512,0.0303656,0.0128022,0.0459937,0.0284461,0.0124551,0.0179582,0.0128061,0.0115156,0.0102509,0.0278026,0.012016,0.0147127,0.0223932,0.00609835,0.00156936,0.0050111,0.0321725,0.0208223,0,0,0,0,0
28,0.0227833,0.0225576,0.0242222,0.0245887,0.0180045,0.0168244,0,0,0.0225352,0,0.0147142,0.00988218,0.0338509,0.0273804,0.0230362,0.0340817,0.0406217,0.0227902,0.0236513,0.0330299,0.0251711,0.0220033,0.0181845,0.013616,0.00677429,0.0111157,0.0246204,0.0152185,0.00441267,0.00638098,0.0227321,0.0204784,0.0185971,0.0226713,0.0324592,0,0,0.0138694,0,0.0138134,0.007567,0.0326472,0.0175794,0.0298175,0.0138115,0.0477802,0.0291227,0.0127756,0.0179808,0.01268,0.0117734,0.0108176,0.0274163,0.011979,0.0151674,0.0225626,0.00665149,0.00145619,0.00516643,0.0326959,0.0214567,0,0,0,0,0
29,0.0232985,0.0232219,0.0216187,0.0246602,0.0168754,0.0177737,0,0,0.0228467,0,0.0147868,0.0100087,0.0343675,0.0281022,0.0225746,0.0374418,0.0418905,0.0232478,0.025375,0.0368997,0.0269406,0.0215756,0.0201222,0.0168174,0.00831487,0.01062,0.0213136,0.0153993,0.00451216,0.0063771,0.0230374,0.0205181,0.0179664,0.0236291,0.0331346,0,0,0.0142592,0,0.0138096,0.00765606,0.0328684,0.0175693,0.0293062,0.0148938,0.0495359,0.0297183,0.0129813,0.0179816,0.0124622,0.0120155,0.011406,0.0269853,0.0119951,0.0155427,0.0229983,0.00715096,0.00132351,0.00531414,0.033144,0.0220842,0,0,0,0,0
30,0.0237049,0.0237431,0.0188093,0.0246176,0.0156584,0.0186665,0,0,0.0230576,0,0.014731,0.0101445,0.0349358,0.0281886,0.022236,0.0399756,0.0429384,0.0236783,0.0267567,0.0398002,0.0279989,0.0211838,0.0215958,0.0196132,0.00971257,0.0102391,0.0181134,0.0155487,0.00451709,0.0065509,0.0234302,0.0205408,0.0175176,0.024161,0.0336803,0,0,0.0146253,0,0.0138141,0.00773596,0.0332096,0.0176941,0.0287714,0.0159028,0.0510325,0.03027,0.0131482,0.0180249,0.0123146,0.0123047,0.0120086,0.0265693,0.012061,0.0159502,0.0237563,0.00752702,0.00123917,0.00543399,0.0333779,0.0226211,0,0,0,0,0
31,0.0240039,0.0241799,0.0156536,0.0246265,0.0145045,0.0194255,0,0,0.0231992,0,0.0146952,0.0101696,0.0354683,0.0273349,0.0220657,0.0418493,0.0438476,0.0240077,0.0278411,0.041923,0.0284406,0.0208284,0.02285,0.0219839,0.0110967,0.00985243,0.0143924,0.0156631,0.0045401,0.0067,0.0237844,0.0205488,0.0171851,0.0245666,0.0341359,0,0,0.0150193,0,0.0138234,0.00783129,0.0336426,0.017908,0.0283629,0.0167994,0.052405,0.0307983,0.0132898,0.0180763,0.0122162,0.012599,0.0125886,0.0261982,0.0120953,0.0164008,0.0244841,0.00779062,0.00123521,0.00554049,0.0334849,0.0230858,0,0,0,0,0
32,0.0242608,0.0244256,0.0121904,0.0245797,0.0134346,0.0202396,0,0,0.0232847,0,0.0146631,0.0102588,0.0359571,0.0262316,0.0220792,0.0428676,0.0446471,0.0241415,0.0284864,0.0434209,0.0284635,0.0204928,0.0238288,0.0239942,0.0122028,0.00959244,0.0107244,0.015748,0.00456885,0.00666094,0.0240334,0.0205674,0.0167295,0.0250178,0.0345973,0,0,0.0153964,0,0.0138535,0.00792671,0.0341,0.0179687,0.0280256,0.0177057,0.0536066,0.0313247,0.013336,0.0181694,0.0120132,0.012875,0.0131266,0.0258332,0.0121427,0.0167955,0.0250681,0.00794522,0.00126593,0.00563594,0.0335834,0.0235167,0,0,0,0,0
33,0.0244328,0.0245416,0.00835035,0.0244884,0.0121092,0.0208344,0,0,0.0232873,0,0.0147151,0.0102452,0.0364582,0.0250681,0.0222251,0.0431272,0.04516,0.0240154,0.0285316,0.0441695,0.0278894,0.0202373,0.0244793,0.0254958,0.0131171,0.00943299,0.00776415,0.0158349,0.00455438,0.00659651,0.0244951,0.02056,0.0165151,0.0253826,0.0349612,0,0,0.0155989,0,0.0138845,0.00798609,0.0345862,0.0180263,0.0277259,0.0184368,0.0544495,0.0317441,0.0133134,0.018263,0.0118117,0.0131537,0.01356,0.0255371,0.0122015,0.0171143,0.0257229,0.0080132,0.00133154,0.00571816,0.0335421,0.0238015,0,0,0,0,0
34,0.0244974,0.0246705,0.00470307,0.0244098,0.0103623,0.0212868,0,0,0.0233652,0,0.0147761,0.0102416,0.0369427,0.0237273,0.0224911,0.0426639,0.0455817,0.0238288,0.028225,0.0442391,0.026802,0.0202004,0.0247645,0.0264407,0.0137479,0.00924977,0.00731607,0.015872,0.00450835,0.00656726,0.0253065,0.0205367,0.0166763,0.0257089,0.0352085,0,0,0.0157998,0,0.0139106,0.00809072,0.0351357,0.0181734,0.0274517,0.0189782,0.0551599,0.0320342,0.0133318,0.0182373,0.0117501,0.0134443,0.0139075,0.0252781,0.0122816,0.0173889,0.0265202,0.00805245,0.00143938,0.00579104,0.0335733,0.0239507,0,0,0,0,0
35,0.0243413,0.0248088,0.0054153,0.0243575,0.00822826,0.0215552,0,0,0.0232427,0,0.0146351,0.0102157,0.0373276,0.0218719,0.0229957,0.0414347,0.0457297,0.0237092,0.0273022,0.043559,0.0253624,0.0203355,0.0245594,0.0269895,0.0139138,0.00895569,0.0107879,0.0157412,0.00447785,0.0065878,0.026199,0.0204925,0.0169321,0.025974,0.0352679,0,0,0.016088,0,0.013949,0.0082869,0.0356216,0.0182371,0.0272437,0.0194475,0.0556445,0.0322155,0.0133242,0.0181181,0.0116698,0.0136522,0.0141634,0.0250435,0.0123331,0.0175824,0.0274769,0.0079763,0.00149626,0.00585313,0.0336576,0.0239081,0,0,0,0,0
36,0.0240284,0.0247532,0.0103505,0.0243296,0.00700149,0.0216123,0,0,0.0229272,0,0.0146006,0.0100545,0.0376222,0.0192781,0.0236605,0.0393889,0.045487,0.0234691,0.0258458,0.0420667,0.0234455,0.0207169,0.0238637,0.0270841,0.0139577,0.00854282,0.0167542,0.0155247,0.00444001,0.00661111,0.0268666,0.0203864,0.017063,0.0261641,0.0352134,0,0,0.0162558,0,0.0139596,0.0085196,0.0360267,0.0181531,0.0271908,0.019781,0.055681,0.0323145,0.0132673,0.0179503,0.0114484,0.0137984,0.01427,0.0250098,0.0121965,0.0175969,0.0282395,0.00780134,0.0015328,0.00587602,0.0336053,0.023681,0,0,0,0,0
