Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LWRA
9,0.00793585,0.010893,0.0324926,0.022353,0.021549,0.00855925,0,0,0.00734166,0,0.0157547,0.00414973,0.0308481,0.0238625,0.0203194,0.0128456,0.0115862,0.0251053,0.0154574,0.0163612,0.019487,0.0280827,0.00843962,0.00737984,0.00576446,0.0170421,0.0379967,0.0118524,0.00412705,0.00726674,0.019631,0.0131477,0.0114914,0.0139206,0,0,0.00890706,0,0.0144716,0.00533283,0.0350419,0.0155701,0.0396569,0.0261439,0.011785,0.0225494,0.00426056,0.0162358,0.00716555,0.00655944,0.0165622,0.0327464,0.0141459,0.0162687,0.0133375,0.0116159,0.000646904,0.00335624,0.0188273,0.0119742,0,0,0,0,0,0
10,0.00804118,0.00998716,0.0317004,0.0223856,0.0211026,0.00972193,0,0,0.00802329,0,0.0156716,0.00459757,0.031,0.0228035,0.0203028,0.0133021,0.0116391,0.0250042,0.0154214,0.0168103,0.019227,0.0273846,0.00861925,0.00666229,0.00534502,0.0167677,0.0367695,0.0127392,0.0043034,0.00679097,0.0196551,0.0126284,0.012008,0.0138518,0,0,0.00866688,0,0.0144537,0.0052892,0.0351937,0.0147185,0.0391965,0.0267221,0.0123924,0.0219326,0.00462178,0.0160445,0.00730629,0.00687668,0.0166449,0.0325076,0.0140378,0.016127,0.0120594,0.011175,0.000765607,0.00350281,0.0183067,0.0121534,0,0,0,0,0,0
11,0.00689289,0.00974498,0.0309482,0.0218351,0.0208049,0.0113254,0,0,0.00568209,0,0.0159764,0.00374058,0.031175,0.0222498,0.0203624,0.0139143,0.0120536,0.0222877,0.0152758,0.0173794,0.0190303,0.0266736,0.00903596,0.00603901,0.0050241,0.0164798,0.0353415,0.0113344,0.00351973,0.00653488,0.0195887,0.0121485,0.0124672,0.012972,0,0,0.00788506,0,0.0144368,0.00494209,0.0355275,0.0139025,0.0386747,0.0273527,0.0132723,0.021127,0.00493329,0.0159219,0.00746791,0.00714392,0.0167928,0.0322899,0.013953,0.0160621,0.0107278,0.0105504,0.000887846,0.00350758,0.0174849,0.011242,0,0,0,0,0,0.00274419
12,0.00741331,0.00912657,0.0298735,0.0223703,0.0204847,0,0,0,0.0101248,0,0.015713,0.00571601,0.0312739,0.0218979,0.0205751,0.0148839,0.012373,0.0233893,0.0154949,0.0181961,0.0190794,0.0261589,0.00941925,0.00547577,0.004657,0.016124,0.0338685,0.0141708,0.00469445,0.00650093,0.0196223,0.0115313,0.0130392,0.013536,0,0,0.0073497,0,0.0144314,0.00478344,0.0360718,0.0128911,0.0382864,0.0280973,0.0139571,0.0209418,0.00528421,0.0158224,0.00781387,0.00756194,0.0169083,0.0318921,0.0137535,0.0159486,0.00942121,0.0101721,0.00116005,0.00355177,0.0166782,0.0114576,0,0,0,0,0,0
13,0.007226,0.00889847,0.0286544,0.022413,0.0197932,0,0,0,0.0116653,0,0.0157515,0.00647479,0.0314868,0.0211541,0.0205696,0.0157675,0.0125253,0.0226414,0.0157992,0.0192247,0.0190609,0.0254407,0.00972057,0.00511974,0.00420401,0.0156455,0.0323662,0.0149871,0.00516383,0.00682646,0.0196368,0.0112041,0.0134981,0.0132072,0,0,0.00698066,0,0.0144155,0.00463874,0.0366296,0.01202,0.0379186,0.028545,0.0144128,0.0203358,0.00551809,0.0158502,0.00798362,0.0078696,0.0169195,0.0315988,0.0135898,0.0158234,0.00872165,0.00974322,0.00125455,0.00363321,0.0158254,0.0111001,0,0,0,0,0,0
14,0.0182656,0.00522517,0.0296447,0.065354,0.0196653,0.109269,0,0,0.0311938,0,0.0498946,0.0403405,0.029368,0.0198883,0.0222498,0.0156484,0.0104619,0.0208973,0.016621,0.0202455,0.0190399,0.0244575,0.00956961,0.00504669,0.00384472,0.0152113,0.0337659,0.0221474,0.0471621,0.00821765,0.0207429,0.0114292,0.0141644,0.0155737,0,0,0.0120864,0,0.0141909,0.0078035,0.0393803,0.0118114,0.0383728,0.0290915,0.0123135,0.0156381,0.00639943,0.0154273,0.00892974,0.00841114,0.0167153,0.0308802,0.0132873,0.015428,0.00870858,0.0114053,0.00252914,0.00459825,0.0121725,0.0133066,0,0,0,0,0,0.0686302
15,0.051797,0.0297832,0.0288515,0.0653077,0.0176376,0.113738,0,0,0.0496862,0,0.0556047,0.0555534,0.0287491,0.0165726,0.023289,0.0155081,0.0094831,0.0684842,0.0170339,0.0203401,0.0185286,0.0237988,0.00968215,0.00453466,0.00375942,0.0142994,0.0339446,0.0368352,0.0508658,0.00833239,0.0205104,0.0112548,0.0145034,0.046131,0,0,0.0108884,0,0.0144245,0.00759773,0.0403568,0.0111409,0.0394816,0.0290581,0.0103376,0.0324866,0.00673853,0.0155583,0.00980477,0.0087236,0.0163982,0.0305018,0.012974,0.0150653,0.00885582,0.0146805,0.00274897,0.00354501,0.0452824,0.0446702,0,0,0,0,0,0.0691717
16,0.0478454,0.0279348,0.0267236,0.0668573,0.0163252,0,0,0,0.0487499,0,0.0553906,0.055072,0.0319044,0.0154504,0.0222041,0.0159786,0.00788436,0.0661311,0.0175344,0.0209594,0.0190045,0.0238107,0.00937232,0.00404552,0.00326936,0.0136849,0.0312131,0.03504,0.0513172,0.00765416,0.0199556,0.0108435,0.0143072,0.0461201,0,0,0.00982363,0,0.0146274,0.00690418,0.0375658,0.00987227,0.0391158,0.0289815,0.00924543,0.0355168,0.00643163,0.0154014,0.00910413,0.00908892,0.0160206,0.030306,0.0126984,0.0147025,0.00898717,0.0157625,0.00332288,0.00377449,0.0442337,0.0450091,0,0,0,0,0,0.0708477
17,0.0453854,0.026814,0.0257711,0.0631536,0.0150241,0,0,0,0.043809,0,0.0512977,0.0506074,0.0323179,0.0135915,0.0220675,0.0163679,0.00828114,0.0636481,0.0180118,0.021648,0.0190074,0.0229562,0.00953346,0.00426901,0.00352237,0.012945,0.0301417,0.0319422,0.0471375,0.00786274,0.019894,0.0107069,0.0145929,0.0451293,0,0,0.00932718,0,0.0146759,0.00676762,0.0375848,0.00931836,0.0387873,0.0292651,0.0100077,0.0362842,0.00652376,0.015556,0.00924686,0.0093406,0.0160217,0.0301989,0.0126407,0.0146144,0.00883385,0.0156436,0.00323194,0.00360459,0.0431889,0.0435507,0,0,0,0,0,0.0657614
18,0.00635623,0.0099131,0.0238545,0.0223485,0.0138883,0,0,0,0.012027,0,0.0157083,0.00651094,0.0330819,0.0126034,0.0206909,0.0178871,0.0134189,0.0215741,0.0179395,0.0224839,0.018677,0.0216227,0.0103447,0.00561407,0.00375601,0.0124397,0.0273039,0.0151989,0.0048335,0.00858132,0.0196342,0.00990258,0.0153934,0.0129893,0,0,0.00600353,0,0.0144354,0.00423485,0.0374039,0.00860443,0.0361651,0.0302379,0.0171198,0.0208735,0.00631016,0.0163647,0.00908927,0.00947008,0.0168882,0.0304488,0.0129781,0.0152932,0.00825493,0.00909822,0.00101964,0.00363035,0.0162033,0.0105413,0,0,0,0,0,0
19,0.00531249,0.0101297,0.0229145,0.0221428,0.012515,0,0,0,0.0110854,0,0.0158219,0.00593491,0.0334836,0.0102289,0.0206162,0.0176831,0.0134465,0.02042,0.018091,0.0223658,0.0179013,0.0209815,0.0101408,0.00573845,0.00386281,0.0118934,0.026203,0.0144096,0.00441235,0.00878316,0.0196706,0.0099815,0.015529,0.0118841,0,0,0.00599686,0,0.014428,0.00426316,0.0373233,0.0079761,0.0359171,0.0302186,0.0173252,0.0203628,0.00631494,0.0166978,0.0092828,0.00972609,0.0165982,0.0302905,0.0128306,0.015108,0.00840995,0.0090239,0.00114846,0.00369476,0.0159584,0.00960542,0,0,0,0,0,0
20,0.00478145,0.0104497,0.0216806,0.0233357,0.0115072,0,0,0,0.00687077,0,0.0150514,0.0047707,0.0340106,0.00888201,0.0205451,0.0173881,0.0135373,0.0180261,0.0183012,0.0222414,0.017056,0.0204569,0.0100838,0.00586134,0.00410575,0.0114608,0.0250097,0.0111659,0.00475147,0.00880995,0.0197206,0.0102422,0.0157019,0.0105641,0,0,0.00597574,0,0.01441,0.0042936,0.0372687,0.00748744,0.0355826,0.0301236,0.0176486,0.0193355,0.00625044,0.0170855,0.00951941,0.00991883,0.0162463,0.0302067,0.012698,0.0148496,0.00862878,0.00879877,0.00132251,0.00373825,0.015988,0.00921233,0,0,0,0,0,0.00645992
21,0.00454057,0.011596,0.0204554,0.0212408,0.010744,0,0,0,0.0065294,0,0.016188,0.00367278,0.0345307,0.00813653,0.0205217,0.0169482,0.0134789,0.0192631,0.0183671,0.021933,0.0161203,0.0200576,0.0101561,0.00600038,0.00433041,0.0111901,0.0235183,0.0117141,0.00315381,0.00887517,0.01964,0.010567,0.0158671,0.0109682,0,0,0.0060495,0,0.014391,0.00427765,0.0374211,0.00719338,0.0353483,0.0300352,0.0177821,0.0203785,0.00621899,0.0174876,0.00984416,0.010185,0.0158639,0.0300742,0.0125182,0.014515,0.00904817,0.00946772,0.00127136,0.00376267,0.0172247,0.00946336,0,0,0,0,0,0.00227811
22,0.00487997,0.0119344,0.0191408,0.0217216,0.00968512,0.0141079,0,0,0.00622555,0,0.0158087,0.00349583,0.0349375,0.00734016,0.0207306,0.0162332,0.0130526,0.0197745,0.018203,0.0214489,0.0150796,0.0199589,0.0100762,0.005981,0.00439953,0.0109629,0.021804,0.0115852,0.00336408,0.00905021,0.0195214,0.0110932,0.015944,0.0110375,0,0,0.00600671,0,0.014336,0.00420559,0.0377278,0.007152,0.0351977,0.0298586,0.0176229,0.020459,0.00617119,0.017811,0.0101276,0.0104124,0.0154226,0.029968,0.012256,0.0141616,0.00958856,0.00966856,0.00117184,0.00363272,0.0177315,0.00984647,0,0,0,0,0,0.00272342
23,0.00503637,0.0122766,0.016897,0.0220543,0.0083661,0,0,0,0.00588187,0,0.0155569,0.00335724,0.0354341,0.00655468,0.0207226,0.0154905,0.0125636,0.0202322,0.0177261,0.0207362,0.0138978,0.0199471,0.00995278,0.00608735,0.00440367,0.0108576,0.0191339,0.0113415,0.00363637,0.00936786,0.0194439,0.0116824,0.0159598,0.0112731,0,0,0.0059012,0,0.0143232,0.00413575,0.0378325,0.00723127,0.0351255,0.0297158,0.017101,0.0206754,0.00611913,0.0180242,0.0103136,0.0105599,0.0150574,0.0299081,0.0120002,0.0138892,0.0100851,0.00993932,0.0011132,0.00354572,0.0181632,0.0098661,0,0,0,0,0,0.00321923
24,0.00519614,0.0125542,0.0141714,0.0221809,0.0069199,0.0131198,0,0,0.0058734,0,0.0153825,0.00323336,0.0357672,0.0055311,0.0210853,0.0143158,0.0120561,0.0208757,0.0170147,0.0197405,0.012603,0.0203838,0.00942366,0.0059467,0.00445279,0.0107572,0.0158163,0.0114831,0.00398324,0.00965797,0.0193908,0.0123167,0.0160876,0.0113322,0,0,0.00586188,0,0.014312,0.00413825,0.0378136,0.00748989,0.0349792,0.0294698,0.0168569,0.0207145,0.00606856,0.0180716,0.0104617,0.0105885,0.0147056,0.0299038,0.012034,0.0136435,0.0104462,0.010133,0.00110259,0.00349701,0.018598,0.0101821,0,0,0,0,0,0.00307026
25,0.00540311,0.0126221,0.0103367,0.0218139,0.0049662,0.0129419,0,0,0.00648775,0,0.0157535,0.00343847,0.0359553,0.00402559,0.0213527,0.0130771,0.0112191,0.0228463,0.0159211,0.0187703,0.0112364,0.020822,0.008727,0.00603075,0.00460371,0.0107476,0.011266,0.0128488,0.00380664,0.00999681,0.0193675,0.012823,0.0161325,0.0119366,0,0,0.00586615,0,0.0143519,0.00416759,0.0380412,0.00779533,0.0349759,0.0293269,0.0160762,0.0211816,0.00610382,0.0180258,0.010604,0.0106575,0.0144148,0.0298777,0.0120708,0.0134399,0.0108308,0.0104214,0.00103183,0.00339042,0.018922,0.0102703,0,0,0,0,0,0
26,0.00486687,0.01263,0.00522417,0.0218277,0.00271987,0,0,0,0.0060962,0,0.0159006,0.00317029,0.0364161,0.00257579,0.021386,0.011674,0.010273,0.0226974,0.0143861,0.0175886,0.00959152,0.0214512,0.00799672,0.00647788,0.00489505,0.0109558,0.00542019,0.012732,0.00367462,0.0101391,0.0193166,0.0133205,0.0160097,0.0117111,0,0,0.00563418,0,0.0143859,0.00396364,0.038077,0.00808504,0.0350748,0.0291661,0.0150772,0.0209615,0.00601415,0.0180466,0.0106508,0.0105731,0.0141833,0.0299871,0.0121034,0.0133118,0.0112278,0.0105837,0.00091824,0.003226,0.018658,0.00965919,0,0,0,0,0,0
27,0.00457168,0.0128027,0.00054736,0.0216856,0.00214975,0,0,0,0.00567462,0,0.0158893,0.00295337,0.0366694,0.0027232,0.0217502,0.00996395,0.00926644,0.0226972,0.0127516,0.0159371,0.00790153,0.0224091,0.00714387,0.00695425,0.00506847,0.0112958,0.00223274,0.0125688,0.00374929,0.0104367,0.0192316,0.0139303,0.0159353,0.0114675,0,0,0.00554431,0,0.0143741,0.00382566,0.0382869,0.00844481,0.0351374,0.0289896,0.0142094,0.0207569,0.00594362,0.0180538,0.0106832,0.0104819,0.0139524,0.0301229,0.0121259,0.0131784,0.0117561,0.0107386,0.000847961,0.00318654,0.0185475,0.00935229,0,0,0,0,0,0
28,0.00323029,0.0140765,0.00392017,0.0213994,0.00329746,0.111613,0,0,0.0046069,0,0.0160143,0.00264795,0.0345586,0.00340023,0.0232341,0.00850257,0.0074999,0.0221458,0.0115803,0.0150919,0.00724798,0.0226784,0.00629847,0.0069748,0.0048565,0.0119789,0.00584885,0.0109465,0.00384053,0.0131465,0.0191354,0.0155431,0.0163479,0.0115753,0,0,0.00517261,0,0.0143895,0.00356195,0.0412802,0.00996896,0.0352645,0.0287984,0.012348,0.0217589,0.00680913,0.0177682,0.0111217,0.0109649,0.0137624,0.0301751,0.0123241,0.0129867,0.0138975,0.0111707,0.000785219,0.00320013,0.0197263,0.00689813,0,0,0,0,0,0
29,0.0030988,0.014388,0.00933016,0.0214452,0.00586715,0.118937,0,0,0.00443997,0,0.0161998,0.00269709,0.0344752,0.00577548,0.023812,0.00687208,0.0065102,0.0221636,0.0097965,0.0132705,0.00619357,0.0238968,0.00577428,0.0071773,0.00512386,0.0124596,0.0117308,0.0106505,0.00394719,0.013858,0.0190926,0.0163275,0.0164031,0.0115409,0,0,0.00512958,0,0.014383,0.00349119,0.041801,0.0105106,0.0353906,0.0282882,0.0112755,0.0218332,0.00689615,0.0178707,0.0110296,0.0108346,0.0134569,0.0303102,0.0123917,0.0128572,0.0145325,0.0114247,0.00073397,0.00323019,0.0200151,0.00649793,0,0,0,0,0,0
30,0.00309399,0.0146279,0.013943,0.0214297,0.00817877,0.116614,0,0,0.00450155,0,0.0162611,0.00284068,0.0345705,0.00815509,0.0242413,0.00561609,0.00571735,0.0222336,0.00821021,0.011433,0.00545323,0.0253249,0.00538133,0.00714109,0.0054654,0.0129671,0.0167238,0.0106045,0.00412333,0.0143569,0.0190189,0.0169458,0.0164089,0.0114576,0,0,0.00511447,0,0.0143499,0.00351681,0.0420581,0.0108815,0.0354629,0.0277958,0.0104698,0.0218145,0.00684184,0.0180674,0.0108529,0.0105933,0.0131527,0.0304404,0.0124415,0.0127379,0.0150173,0.0116164,0.000688274,0.00325687,0.0201566,0.00635763,0,0,0,0,0,0
31,0.00303888,0.0148706,0.0173984,0.0214087,0.00955871,0.114545,0,0,0.00466251,0,0.0163593,0.0030747,0.0346749,0.0094569,0.0246492,0.00499561,0.00501442,0.0223037,0.00704787,0.0100081,0.00544267,0.0267539,0.00522498,0.00707294,0.00579704,0.0136289,0.020522,0.010559,0.0043599,0.0147521,0.0189402,0.0174621,0.0164508,0.0114328,0,0,0.00510709,0,0.0143207,0.00352629,0.0423352,0.0112726,0.0355273,0.0273126,0.00977794,0.0218197,0.00675407,0.0182239,0.0107604,0.0103475,0.012893,0.0305355,0.0124921,0.0126551,0.0153761,0.0117928,0.000651772,0.00323271,0.02031,0.00613741,0,0,0,0,0,0
32,0.002954,0.0151613,0.0199978,0.0213144,0.0105298,0.113895,0,0,0.00497732,0,0.0164286,0.00343458,0.0348469,0.00978655,0.0250234,0.00430803,0.00431564,0.0223618,0.00671108,0.00925102,0.00617276,0.0280553,0.00539763,0.00716842,0.00616642,0.0144807,0.0233883,0.010438,0.00466013,0.0150376,0.0189038,0.0178913,0.0165178,0.0114336,0,0,0.00514559,0,0.0143288,0.00353205,0.0425641,0.0116743,0.0355602,0.0268023,0.00914057,0.0218318,0.00668983,0.0183687,0.0106908,0.01015,0.0126451,0.0306096,0.0125582,0.0125579,0.0156129,0.0119768,0.000742807,0.00321372,0.0204523,0.00585674,0,0,0,0,0,0
33,0.00289643,0.0154479,0.0218617,0.0212708,0.0114299,0.113695,0,0,0.00540516,0,0.0165283,0.00378712,0.0351215,0.00981818,0.0253449,0.00316643,0.00369483,0.0223503,0.00703044,0.00906941,0.00717748,0.0291053,0.00555026,0.00725901,0.00647888,0.0152898,0.0255009,0.0102636,0.00500454,0.0151338,0.0188718,0.0182275,0.016521,0.0114745,0,0,0.00523504,0,0.014343,0.00359241,0.0427182,0.0122505,0.03554,0.0262643,0.00856671,0.02188,0.00664678,0.0185095,0.0106105,0.0100025,0.0123941,0.0306338,0.0125403,0.0124415,0.0157313,0.0121802,0.000848615,0.00322005,0.0205822,0.00557152,0,0,0,0,0,0
34,0.0029085,0.0155236,0.0232328,0.0212137,0.0132204,0.113189,0,0,0.00576678,0,0.0165853,0.00405955,0.035402,0.0110793,0.0256239,0.0024768,0.00314533,0.022273,0.00744883,0.00934181,0.00818545,0.0298562,0.00548889,0.00739655,0.006791,0.0159438,0.0268772,0.0101567,0.00527665,0.0150172,0.0188368,0.0184605,0.016417,0.0115196,0,0,0.00534599,0,0.0143582,0.00364449,0.0428092,0.0128995,0.0354946,0.0257481,0.00805019,0.0219491,0.00657808,0.0186093,0.0105531,0.00988676,0.0121065,0.0306284,0.0123907,0.0123462,0.0157168,0.0124303,0.000834911,0.00320971,0.0207533,0.00535104,0,0,0,0,0,0
35,0.00291488,0.0156715,0.0240579,0.0211969,0.0154547,0.112483,0,0,0.00610613,0,0.0166953,0.00429973,0.0355681,0.0141435,0.025838,0.00365984,0.00274866,0.0221587,0.00760443,0.00972026,0.00895553,0.0303623,0.00547237,0.00767977,0.00713583,0.0164086,0.0272209,0.0100766,0.0055169,0.0149997,0.0187892,0.0185785,0.0163565,0.011554,0,0,0.0056208,0,0.0143445,0.00374459,0.0428528,0.0133731,0.0353979,0.0252631,0.00771182,0.0219835,0.00652508,0.018699,0.0105192,0.00979695,0.01172,0.030579,0.0122065,0.0122096,0.0156077,0.0127057,0.000894177,0.00320829,0.020907,0.00520913,0,0,0,0,0,0
36,0.00284948,0.0158239,0.0241492,0.0210723,0.017108,0.112171,0,0,0.0064181,0,0.0166804,0.00453776,0.0355186,0.0178154,0.0259912,0.00505824,0.00254878,0.022069,0.00738376,0.0098458,0.00933487,0.0307321,0.00571459,0.00781783,0.00738161,0.0166959,0.0264367,0.0100257,0.00572552,0.0149947,0.0187353,0.018489,0.016345,0.0116354,0,0,0.0059214,0,0.0143199,0.00386613,0.0428681,0.0137443,0.0352165,0.0248201,0.00765261,0.0220499,0.00650226,0.0187595,0.0104309,0.00974689,0.0113766,0.0304701,0.012046,0.0120603,0.0153864,0.0130224,0.0009718,0.00324181,0.0210255,0.00506095,0,0,0,0,0,0
