Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LWRA
164,0.00440633,0.0159799,0.0259188,0.0213431,0.0161584,0.00466048,0,0,0.0156138,0,0.0169106,0.00917106,0.0371631,0.0157423,0.0251564,0.00503068,0.00419144,0.0214293,0.00676491,0.00982149,0.00829336,0.0298063,0.00678562,0.0103266,0.0078511,0.0160293,0.0302384,0.0123965,0.00882985,0.0137562,0.0187216,0.0146564,0.0156471,0.0117332,0,0,0.00696243,0,0.0145075,0.0051309,0.0393095,0.0111697,0.0340248,0.0228811,0.0128831,0.0225618,0.00465315,0.0189764,0.00950368,0.00899359,0.0114548,0.0289962,0.0123848,0.0110998,0.0126048,0.0139259,0.00111122,0.00365011,0.0208918,0.00846027,0,0,0,0,0,0.00279185
165,0.00437598,0.0159694,0.0258068,0.0212557,0.0145509,0.00480917,0,0,0.0152773,0,0.0170513,0.00882594,0.0371064,0.0128377,0.0249657,0.00558046,0.00492148,0.0215499,0.00632864,0.00986933,0.00733195,0.0283458,0.00705975,0.0101698,0.00769395,0.0152247,0.029797,0.0123047,0.00854673,0.0134686,0.0187493,0.0139588,0.0157211,0.0119419,0,0,0.00729857,0,0.014502,0.00532718,0.0392449,0.0110426,0.0336464,0.0226877,0.0137423,0.0228619,0.00474786,0.01897,0.00950067,0.00916323,0.0114741,0.0284476,0.0123365,0.010879,0.0117618,0.0140379,0.0011626,0.00364086,0.0209103,0.00881207,0,0,0,0,0,0.00266142
166,0.00415688,0.0158439,0.0249785,0.0213049,0.0140893,0.00500567,0,0,0.0150791,0,0.0170454,0.00868222,0.0370532,0.0123537,0.0248696,0.00636494,0.005412,0.0213508,0.00608994,0.00983514,0.00649876,0.0269001,0.00730133,0.0101475,0.00768538,0.0144381,0.0286786,0.0121886,0.00831575,0.0131569,0.0186988,0.0132972,0.0157448,0.0121312,0,0,0.0076915,0,0.0144494,0.0055357,0.0392536,0.0109994,0.0332826,0.0224487,0.0144724,0.0230461,0.00486155,0.0189137,0.00948413,0.00937808,0.0115612,0.0279202,0.0122716,0.010751,0.0107106,0.0141681,0.00127797,0.00365321,0.0208741,0.00906061,0,0,0,0,0,0.00264026
167,0.00397464,0.0156908,0.0235864,0.0213753,0.0135431,0.00522712,0,0,0.0149104,0,0.0169081,0.00858521,0.0368988,0.0131375,0.0249524,0.00686192,0.00561875,0.0211173,0.00585387,0.0100786,0.0063022,0.0259282,0.00748185,0.0104118,0.00741183,0.0137704,0.027361,0.0119938,0.00820816,0.01302,0.0186245,0.0129556,0.0156387,0.0124606,0,0,0.00832076,0,0.0144046,0.00583253,0.0392489,0.0113503,0.032927,0.0220134,0.0150237,0.0232817,0.00491784,0.0188885,0.00942622,0.00960174,0.0116957,0.0274132,0.0123065,0.0107357,0.0095984,0.0144676,0.00147182,0.00365688,0.0208043,0.00940784,0,0,0,0,0,0.00263596
168,0.00402233,0.0155494,0.0222127,0.0214318,0.0124301,0.00543478,0,0,0.0147545,0,0.0168905,0.00849956,0.0365469,0.0148137,0.0252852,0.00729607,0.00552881,0.0209553,0.00565396,0.0108101,0.0069364,0.0256924,0.00747589,0.0109256,0.00728974,0.013819,0.0263724,0.0115953,0.00814765,0.0130449,0.0185479,0.0129503,0.0154186,0.0128541,0,0,0.00891954,0,0.0144134,0.00618018,0.0391678,0.0120116,0.0325841,0.0214551,0.0152875,0.023536,0.00474965,0.0189252,0.00948675,0.0098444,0.0118107,0.0268061,0.0124562,0.0108887,0.00840107,0.0148681,0.00175354,0.00363775,0.0204619,0.0098683,0,0,0,0,0,0.00255619
169,0.0042486,0.0153636,0.0213848,0.021349,0.0113104,0.00572197,0,0,0.0144885,0,0.0168441,0.00833753,0.0359807,0.0170681,0.0258077,0.00770463,0.00545866,0.0207842,0.00580199,0.0121517,0.00822556,0.0261783,0.00800415,0.0119799,0.00759927,0.0145572,0.0258712,0.0111612,0.0080138,0.0133238,0.018544,0.0132296,0.0152152,0.0132526,0,0,0.00944239,0,0.0145036,0.00655026,0.0390445,0.0128206,0.0322084,0.0208573,0.0155045,0.023816,0.00453378,0.0190062,0.00964041,0.010096,0.0119338,0.0260863,0.0126813,0.0112262,0.00720545,0.0152181,0.00212095,0.00369788,0.0201699,0.0103969,0,0,0,0,0,0.00246077
170,0.00457571,0.0152176,0.020734,0.0211292,0.0106215,0.00594825,0,0,0.0141179,0,0.016937,0.00806957,0.0353975,0.0193306,0.0263371,0.00785025,0.00554854,0.0207713,0.00633122,0.0136551,0.00955637,0.0270266,0.00927289,0.0133862,0.00817208,0.0155452,0.0252033,0.0108301,0.00777098,0.0138809,0.0185317,0.0139197,0.0149576,0.0136571,0,0,0.0099833,0,0.014549,0.00689979,0.0388487,0.0139262,0.0317765,0.0200834,0.0156585,0.0242127,0.00448789,0.0191438,0.00984923,0.0103232,0.0121586,0.0253705,0.012908,0.0118343,0.00625119,0.0155268,0.00234932,0.00376778,0.0201297,0.0110068,0,0,0,0,0,0.00243031
171,0.00480123,0.0151205,0.0200347,0.021192,0.0101587,0.00606508,0,0,0.0137246,0,0.0167983,0.00787518,0.0348411,0.0211249,0.0266629,0.00904943,0.00585441,0.0207149,0.00695444,0.0150058,0.0104103,0.0276429,0.0104551,0.0147178,0.00849694,0.0161044,0.0242033,0.0105888,0.00765857,0.0148205,0.0184938,0.0149328,0.0145456,0.0140343,0,0,0.0104814,0,0.0145251,0.00712646,0.0385944,0.0154183,0.0313219,0.0189009,0.0157169,0.0246641,0.00459036,0.0193683,0.010091,0.0105191,0.0124791,0.0246643,0.0131403,0.0127188,0.00550097,0.0157479,0.00235385,0.00374229,0.019982,0.0114646,0,0,0,0,0,0.002382
172,0.00496924,0.0150007,0.0190268,0.0214917,0.00985045,0.00606997,0,0,0.0134062,0,0.0166522,0.00763907,0.0343066,0.0222237,0.0267147,0.0114042,0.0063191,0.0206077,0.00760129,0.0164037,0.0107848,0.0274787,0.0110417,0.015664,0.00850698,0.015994,0.0228219,0.010484,0.00763041,0.0162941,0.0184538,0.0163122,0.0139241,0.0143212,0,0,0.0108905,0,0.0144698,0.00724341,0.0382653,0.0174513,0.0308926,0.0173434,0.0157666,0.0251123,0.00457322,0.0196691,0.0104361,0.0107812,0.012952,0.0239435,0.0135066,0.014019,0.00513692,0.0159013,0.00221072,0.00365209,0.0198671,0.0118762,0,0,0,0,0,0.0023009
173,0.00515809,0.0148656,0.018159,0.0218016,0.00977867,0.00599042,0,0,0.0129954,0,0.0164851,0.007326,0.0338457,0.0228168,0.0266426,0.0133663,0.00688428,0.020555,0.00844127,0.0176796,0.010923,0.0265978,0.0111325,0.0162682,0.00826512,0.0153916,0.0214442,0.0102675,0.00753401,0.0180527,0.018557,0.01785,0.0131703,0.0145592,0,0,0.0112061,0,0.0145377,0.00735973,0.0379077,0.0200058,0.0304293,0.015596,0.0158266,0.0254747,0.00450098,0.0199272,0.0108062,0.0110628,0.0136283,0.023205,0.0139234,0.0157375,0.00502281,0.0160124,0.00204495,0.00359049,0.0197823,0.0122655,0,0,0,0,0,0.00227422
174,0.00547743,0.0147887,0.0179063,0.0218765,0.0100392,0.00593229,0,0,0.0124458,0,0.016422,0.00686761,0.0334513,0.0231782,0.0266857,0.014035,0.00733433,0.0207752,0.00941434,0.0184924,0.0109163,0.0255961,0.0110989,0.0167082,0.00793378,0.0147434,0.0207635,0.0100028,0.00721223,0.0196239,0.0186092,0.0192296,0.0123,0.0148142,0,0,0.0115799,0,0.0145388,0.00744764,0.0376514,0.0227595,0.0299149,0.0137765,0.0159308,0.0258607,0.00448423,0.0200802,0.0112227,0.0113128,0.0144966,0.0223394,0.0144538,0.0176893,0.00498526,0.0162184,0.00158363,0.0034426,0.0197331,0.0127065,0,0,0,0,0,0.00225584
175,0.00591225,0.0147322,0.0187269,0.0217979,0.0107651,0.00582887,0,0,0.0118961,0,0.0164714,0.00637173,0.0330877,0.0230317,0.026731,0.0142994,0.0076148,0.021138,0.0105129,0.0191624,0.0111629,0.0249373,0.0114414,0.0175774,0.00785927,0.0141959,0.0216555,0.00999277,0.00677213,0.0206478,0.018593,0.0201772,0.0112829,0.0151272,0,0,0.0119738,0,0.0144762,0.00749226,0.037489,0.0249554,0.0293371,0.011986,0.0160409,0.0262329,0.00449154,0.0201549,0.0118132,0.0115554,0.0157169,0.0212738,0.0151887,0.0195306,0.00484955,0.0164672,0.00111973,0.0031618,0.0196971,0.0132463,0,0,0,0,0,0.00219784
176,0.00638473,0.0145502,0.0193668,0.0219804,0.0111954,0.00550443,0,0,0.011384,0,0.0163042,0.00600583,0.0327862,0.022612,0.026721,0.0145831,0.0075698,0.0214096,0.0111547,0.0192782,0.0113657,0.0245836,0.0118909,0.0184312,0.00786594,0.0139448,0.0226035,0.00985901,0.00646777,0.0205795,0.0185956,0.0205265,0.010064,0.0154844,0,0,0.0125664,0,0.0144367,0.00763635,0.037309,0.0265853,0.0287267,0.010341,0.0159219,0.0265694,0.00453723,0.0201676,0.0125906,0.011825,0.0168957,0.0199693,0.016081,0.0210221,0.00480721,0.0167572,0.00103261,0.00287026,0.019509,0.0139064,0,0,0,0,0,0.00211177
177,0.0069167,0.0142728,0.0195646,0.0224458,0.0112523,0.00511411,0,0,0.0109184,0,0.0159402,0.00570766,0.0326887,0.0219856,0.0267091,0.0149125,0.00744661,0.0217106,0.011332,0.019009,0.0114751,0.0244542,0.0122722,0.0190461,0.00795081,0.0138285,0.0229374,0.00978927,0.00623929,0.0198753,0.0187115,0.020249,0.00873201,0.01581,0,0,0.0130639,0,0.0144679,0.00772265,0.0371365,0.0274302,0.0280858,0.00887327,0.0157818,0.0266497,0.00473182,0.02006,0.0133664,0.012166,0.0178872,0.0185628,0.0171068,0.0220885,0.00492933,0.0168107,0.000930506,0.00258859,0.0191432,0.0146077,0,0,0,0,0,0.0020477
178,0.0074335,0.0139795,0.0195491,0.0228357,0.0110756,0.00479304,0,0,0.0105253,0,0.0156577,0.00541959,0.0328149,0.0212558,0.0267125,0.0152217,0.00743977,0.0221198,0.0112694,0.018712,0.0114677,0.0243866,0.0124524,0.0192849,0.00799709,0.0136458,0.0231513,0.0100951,0.00597742,0.018833,0.0188991,0.0194419,0.00732876,0.0161753,0,0,0.0134376,0,0.0145523,0.00774622,0.0370305,0.0275312,0.0273753,0.00755,0.0156099,0.0266597,0.00511733,0.0198565,0.0141447,0.0125697,0.0187013,0.0172348,0.0181091,0.0228416,0.00449828,0.0167608,0.000931047,0.00230652,0.018703,0.0154832,0,0,0,0,0,0.00199331
179,0.00789252,0.013776,0.0195019,0.0230391,0.0105975,0.00459173,0,0,0.0102071,0,0.0154585,0.00519023,0.0331113,0.0203996,0.0267539,0.0154879,0.00753392,0.0226153,0.0112569,0.0186543,0.0114431,0.0243879,0.0123918,0.0191254,0.00791637,0.0134042,0.0234011,0.010703,0.00571888,0.0168728,0.019096,0.0180599,0.00598724,0.0165005,0,0,0.0137501,0,0.0146263,0.00774584,0.0370843,0.0268544,0.0265784,0.0062637,0.015317,0.0266611,0.00563248,0.0196327,0.014744,0.0130064,0.0194668,0.0160248,0.0189083,0.0234394,0.00271431,0.0166513,0.00109651,0.00209504,0.018368,0.0164629,0,0,0,0,0,0.00186644
180,0.00833841,0.0136838,0.0195468,0.023187,0.00984569,0.00461198,0,0,0.00994778,0,0.0153631,0.00507897,0.0334919,0.019333,0.0268266,0.0157979,0.00764595,0.0232703,0.0113568,0.0188836,0.0114704,0.0242473,0.0121581,0.0185773,0.00773438,0.0131292,0.0237068,0.0114396,0.00552282,0.01464,0.0191968,0.0162386,0.00474859,0.0169129,0,0,0.0140613,0,0.014611,0.00771027,0.0373325,0.0251957,0.0258311,0.00488037,0.0148707,0.026836,0.00632807,0.0193841,0.0151416,0.0134381,0.0200516,0.0149562,0.0194278,0.0238899,0.00136873,0.0165533,0.00143284,0.00195141,0.0181981,0.0174693,0,0,0,0,0,0.00175516
181,0.00887878,0.0137118,0.0197654,0.0232298,0.00908526,0.00482284,0,0,0.00975577,0,0.0153573,0.00505212,0.0337277,0.0182547,0.0269513,0.0160966,0.00782558,0.0240118,0.0115198,0.0192711,0.0115548,0.0239748,0.0119041,0.0180638,0.00745771,0.0128823,0.0242235,0.0122745,0.00537546,0.0127469,0.0193108,0.0145894,0.00360909,0.0174629,0,0,0.0142095,0,0.0146125,0.00763543,0.0374773,0.0233589,0.0251305,0.00347567,0.014454,0.0271005,0.00703893,0.019036,0.015109,0.0136452,0.0205072,0.0141668,0.0197213,0.0242113,0.00700061,0.0164353,0.00175802,0.0019007,0.0181941,0.0183634,0,0,0,0,0,0.00167793
182,0.00959938,0.0138303,0.0202424,0.0231532,0.00864987,0.00512397,0,0,0.00969746,0,0.015419,0.00506299,0.033666,0.0173723,0.0270913,0.0163876,0.00802311,0.0247924,0.0117094,0.0196938,0.0116859,0.0238273,0.0117965,0.0179174,0.0072345,0.0127112,0.0251361,0.0130753,0.00525951,0.0111679,0.0194587,0.0133761,0.00255197,0.0180727,0,0,0.0142626,0,0.0146589,0.00758909,0.0372984,0.0224264,0.0244381,0.00216766,0.0139959,0.0274638,0.00745848,0.018596,0.0146925,0.0134215,0.0207322,0.0137715,0.0197561,0.0240901,0.0135891,0.0163486,0.00194479,0.00191912,0.0183702,0.0189645,0,0,0,0,0,0.00154406
183,0.010231,0.0140224,0.0210921,0.0229437,0.00878645,0.00536623,0,0,0.00964861,0,0.0155261,0.00508649,0.0334828,0.0166887,0.0271728,0.0167449,0.00811195,0.0254655,0.0118418,0.0199977,0.0118167,0.0239394,0.0118846,0.0180899,0.00719252,0.0126048,0.0264786,0.0137063,0.00510479,0.0106483,0.0195228,0.0125392,0.00162444,0.0185617,0,0,0.0142799,0,0.0146646,0.00753875,0.0373344,0.0224791,0.0239533,0.00161209,0.0133221,0.0279143,0.00747412,0.0182183,0.0140491,0.0127885,0.0208538,0.0136398,0.0197112,0.0236283,0.0176784,0.0163414,0.00206193,0.00191389,0.0186946,0.019246,0,0,0,0,0,0.0014647
184,0.0106454,0.0141853,0.0222818,0.0227274,0.00944466,0.00557951,0,0,0.0093497,0,0.0156135,0.0049842,0.0332636,0.0162447,0.0271803,0.0169597,0.00817635,0.0259151,0.0118862,0.0200526,0.0119088,0.0242358,0.0120364,0.0185556,0.00726187,0.0124996,0.0281148,0.0139409,0.00491534,0.0105056,0.0195727,0.0118689,0.000964865,0.0188092,0,0,0.0141533,0,0.0147021,0.00746944,0.0374678,0.0222626,0.0235909,0.0026259,0.0124993,0.0282519,0.00714289,0.0179039,0.0132985,0.0119076,0.0210365,0.0135851,0.0196854,0.0234103,0.0190435,0.0163564,0.00197858,0.00191804,0.0190479,0.0193285,0,0,0,0,0,0.00160864
185,0.0111057,0.01432,0.0237451,0.0227633,0.0105021,0.00566219,0,0,0.00880252,0,0.0157179,0.00473193,0.0330387,0.0159479,0.0271563,0.0169879,0.00816679,0.0263383,0.0119028,0.0199648,0.0119855,0.0246207,0.0122152,0.0192212,0.00743656,0.0123314,0.0299186,0.0138614,0.00469413,0.0103641,0.0195382,0.0113709,0.00131256,0.0190403,0,0,0.0141756,0,0.0146843,0.00749199,0.0374725,0.0214242,0.0233897,0.00423207,0.0116604,0.0285341,0.00658837,0.0176621,0.0125186,0.0109788,0.0213539,0.013576,0.0197268,0.0234486,0.019426,0.0165033,0.00191061,0.00193043,0.0194701,0.0195908,0,0,0,0,0,0.00200513
186,0.0114354,0.0144603,0.0252781,0.0228412,0.0116168,0.0056,0,0,0.00821125,0,0.0157102,0.0044519,0.032847,0.0157003,0.0270859,0.0166443,0.00832091,0.0266089,0.0118884,0.0198253,0.0119773,0.0250207,0.0123219,0.0198578,0.00761856,0.0121126,0.0316824,0.0135613,0.00453021,0.0103217,0.0194609,0.0110691,0.00222688,0.0192091,0,0,0.0142609,0,0.0146266,0.00755127,0.0373686,0.0204938,0.0232479,0.00583034,0.0110816,0.0287743,0.00602751,0.0174293,0.0118519,0.0102162,0.0217472,0.0136312,0.0197661,0.0236664,0.0197783,0.0166769,0.0018854,0.00192021,0.019963,0.019852,0,0,0,0,0,0.00222327
187,0.0116087,0.0145779,0.0266546,0.0229146,0.0125926,0.00578807,0,0,0.00764707,0,0.0156953,0.00418881,0.0327972,0.0152641,0.0269774,0.0163439,0.00862135,0.0266282,0.0118719,0.019611,0.0118808,0.0254329,0.0122946,0.0202733,0.00774998,0.0118345,0.0332734,0.0130946,0.00442283,0.0103843,0.0194556,0.0107461,0.00309239,0.019307,0,0,0.0142647,0,0.0146575,0.00762898,0.0373154,0.0194727,0.0232103,0.00728634,0.0107608,0.0289055,0.00553782,0.0171131,0.0112983,0.00955486,0.0220088,0.0137667,0.0197545,0.0239011,0.0198577,0.0168447,0.00170805,0.00195198,0.0203938,0.0199312,0,0,0,0,0,0.00227019
188,0.0117187,0.0147294,0.0278632,0.0228293,0.0133596,0.00632021,0,0,0.00718015,0,0.0155602,0.00399695,0.0328218,0.0146348,0.0268065,0.016219,0.00908419,0.0265261,0.0118642,0.0193339,0.0117109,0.0257665,0.0121949,0.0203935,0.00781699,0.0114474,0.034719,0.0125492,0.00435843,0.0104389,0.01945,0.0104478,0.00381288,0.0193307,0,0,0.0142553,0,0.0146894,0.00768439,0.0373951,0.0183188,0.023223,0.00868168,0.0107235,0.0290301,0.00516131,0.0167806,0.0108253,0.00902079,0.0221333,0.0139542,0.0196721,0.0240344,0.0195949,0.0170361,0.00150913,0.00199656,0.0207798,0.0198432,0,0,0,0,0,0.00227688
189,0.0119308,0.0149405,0.0290039,0.0226855,0.013937,0.00641573,0,0,0.00681529,0,0.015589,0.0038368,0.0328593,0.0138996,0.0265751,0.0161661,0.00969187,0.0265755,0.0118152,0.0191921,0.0114907,0.0259945,0.0121443,0.0204659,0.00794609,0.0109591,0.0360742,0.0120596,0.00423701,0.0104487,0.019387,0.0102826,0.00433194,0.0193649,0,0,0.0143094,0,0.0146645,0.00771498,0.0376138,0.0172814,0.0232715,0.00993492,0.0109359,0.0292077,0.00488326,0.0164959,0.0104567,0.00860191,0.0221613,0.0141461,0.0194917,0.0240207,0.0190228,0.017285,0.00131966,0.00201282,0.0211782,0.0197418,0,0,0,0,0,0.00235527
190,0.0122,0.0151638,0.0300859,0.0225666,0.0144929,0.00639651,0,0,0.00653644,0,0.0156739,0.00370662,0.0328958,0.0131525,0.0263417,0.0158382,0.0104029,0.0267526,0.0117315,0.0191375,0.0112361,0.0261624,0.0121358,0.0205253,0.00812894,0.0104205,0.0373726,0.0115883,0.00412499,0.0102572,0.0192609,0.0102638,0.00453908,0.0194522,0,0,0.0143492,0,0.0145818,0.00775948,0.0378759,0.0163496,0.0233591,0.0108047,0.011299,0.029414,0.00469758,0.0163046,0.0101281,0.00830149,0.0221254,0.0142737,0.0192733,0.0238436,0.0180337,0.0175329,0.00131464,0.00207729,0.0215577,0.0197172,0,0,0,0,0,0.00245748
191,0.012371,0.0153839,0.0311169,0.0225295,0.0149025,0.00638712,0,0,0.0063694,0,0.0156534,0.00365394,0.0329268,0.0125819,0.0261207,0.0155234,0.0112021,0.0268984,0.0116209,0.0191233,0.0109706,0.0263412,0.0120454,0.020517,0.00826125,0.00993387,0.03869,0.0110882,0.00410272,0.00966772,0.0191865,0.0102824,0.00443787,0.0195671,0,0,0.0142118,0,0.0145227,0.00773237,0.0381597,0.0156252,0.0235211,0.0111657,0.0117492,0.0295292,0.00454308,0.0161917,0.00985612,0.00807083,0.0218966,0.0143004,0.0190606,0.0235062,0.016697,0.0176477,0.00147491,0.00222319,0.0218774,0.0197631,0,0,0,0,0,0.00247381
192,0.0124113,0.015589,0.0321466,0.0227824,0.0152911,0.00654816,0,0,0.0063178,0,0.0156375,0.0036765,0.0329117,0.0119672,0.0259868,0.0152891,0.0119624,0.0271185,0.0115056,0.019131,0.0107472,0.0264988,0.0119493,0.0204939,0.0083843,0.00947677,0.0400015,0.0105331,0.00422757,0.00881778,0.0191592,0.0103801,0.00424353,0.0196481,0,0,0.013922,0,0.0145073,0.00755174,0.0385057,0.0152723,0.0237281,0.0111752,0.0121138,0.0295564,0.0042471,0.0162851,0.0095985,0.00775094,0.0215862,0.0142556,0.0189609,0.0230789,0.0151994,0.0175594,0.00164635,0.00236732,0.0221056,0.0198603,0,0,0,0,0,0.00237919
193,0.0123575,0.015838,0.0334746,0.0227359,0.0159459,0.00685787,0,0,0.00628512,0,0.0155914,0.00366187,0.032797,0.0116059,0.0259095,0.0149329,0.0126243,0.0273195,0.0113962,0.019257,0.0106233,0.0267467,0.0119325,0.0206164,0.00856934,0.00914321,0.0416595,0.0100363,0.00423732,0.00795774,0.0191505,0.0106373,0.00401815,0.0196691,0,0,0.0134768,0,0.0145289,0.00729112,0.0388468,0.0152176,0.0239598,0.0109274,0.0122503,0.0295277,0.00387098,0.0165839,0.00938427,0.00734046,0.0213484,0.0141868,0.0189575,0.0225737,0.0138509,0.0173666,0.00165228,0.00236949,0.0223437,0.019913,0,0,0,0,0,0.00236743
194,0.0122127,0.0161059,0.0349027,0.0224932,0.0167752,0.00717141,0,0,0.00625205,0,0.0156518,0.00362224,0.0326211,0.0114021,0.0258257,0.0146369,0.0129944,0.0275432,0.0113576,0.0192282,0.0105661,0.0270285,0.0119891,0.0208479,0.00881091,0.00884136,0.0433712,0.00953634,0.00416934,0.00727018,0.0191064,0.0109954,0.00398837,0.0196922,0,0,0.0129028,0,0.0145291,0.00703377,0.0391925,0.0154872,0.0242301,0.0104904,0.0119372,0.0295489,0.00349032,0.0168413,0.00927644,0.00691283,0.0210074,0.0142088,0.0189555,0.0219963,0.0128645,0.0172016,0.00206941,0.00236378,0.0226301,0.0198822,0,0,0,0,0,0.00240693
195,0.0120989,0.0162499,0.0363069,0.0224062,0.0176687,0.0074378,0,0,0.00626019,0,0.0158963,0.00362557,0.0324847,0.0113686,0.0257507,0.0143134,0.0131417,0.0279011,0.0112605,0.0189553,0.010458,0.0273556,0.0120096,0.0211222,0.00910781,0.00851252,0.0449655,0.00911668,0.00417983,0.00688533,0.0190321,0.0115871,0.00402376,0.0196434,0,0,0.0122667,0,0.0145051,0.006784,0.0395573,0.0164266,0.0246479,0.0100155,0.0113833,0.0295393,0.00315441,0.0171043,0.00931046,0.00654441,0.0206543,0.0143312,0.0189717,0.0214849,0.0123691,0.016916,0.00249897,0.0025889,0.022961,0.0199032,0,0,0,0,0,0.0024478
196,0.0119706,0.0162107,0.0374927,0.0222179,0.0184838,0.00762577,0,0,0.00628763,0,0.0159722,0.0036539,0.0324798,0.0116479,0.0257072,0.0140138,0.012967,0.0282365,0.0110413,0.0185354,0.0102569,0.0276851,0.0119545,0.0212925,0.00936421,0.0082495,0.0463314,0.00877844,0.00420639,0.00698137,0.0189383,0.0123946,0.00380025,0.0195395,0,0,0.0116169,0,0.0144792,0.00654776,0.0401255,0.0178182,0.0252573,0.00962492,0.0105293,0.029456,0.00309033,0.0176549,0.0094386,0.00651402,0.0203668,0.0144943,0.0189937,0.021131,0.0124726,0.0164993,0.00279777,0.00276618,0.02332,0.0199197,0,0,0,0,0,0.00248962
197,0.0118384,0.0161726,0.0386605,0.0220323,0.0192919,0.0079268,0,0,0.0063492,0,0.0161297,0.00376783,0.032469,0.0119628,0.0256983,0.0137772,0.0126763,0.028591,0.0107436,0.0181002,0.0100228,0.0280174,0.0119495,0.0214248,0.00953987,0.00797604,0.0477239,0.00855101,0.00433631,0.00749333,0.0188459,0.0135016,0.0036051,0.0194362,0,0,0.0110761,0,0.014449,0.00631218,0.0405193,0.0197119,0.0259096,0.00934881,0.0096559,0.0292733,0.00331889,0.0183151,0.00951598,0.00673375,0.0201397,0.0147383,0.01907,0.0211302,0.0130356,0.016066,0.00306481,0.00274067,0.0237154,0.0198778,0,0,0,0,0,0.00253237
198,0.0116476,0.0162591,0.0398154,0.0218682,0.0200636,0.0082862,0,0,0.00645397,0,0.0162828,0.00394181,0.032402,0.0121376,0.0257627,0.013443,0.0123098,0.028905,0.0104673,0.0176603,0.00986253,0.0283244,0.0120049,0.0215122,0.0097578,0.00766417,0.0490476,0.0083731,0.00452818,0.00831262,0.0187708,0.0148384,0.00355388,0.0192788,0,0,0.0105316,0,0.0144283,0.00608266,0.0406582,0.0219956,0.0265188,0.00905363,0.00883229,0.0291125,0.00377109,0.0188522,0.00984551,0.00715478,0.0200223,0.0150832,0.0191778,0.0214846,0.0140129,0.0157212,0.00328073,0.00265383,0.0240474,0.0197493,0,0,0,0,0,0.00254356
199,0.0114116,0.0163792,0.0408868,0.0216994,0.0207475,0.00863683,0,0,0.00655869,0,0.0163778,0.00411702,0.0322855,0.0122059,0.0258747,0.0130857,0.0119645,0.0291826,0.0102269,0.0172581,0.00962313,0.0285858,0.0120721,0.0215407,0.010009,0.00732895,0.0502636,0.00824165,0.00475676,0.00944624,0.0186977,0.0164406,0.00365335,0.0190713,0,0,0.0100028,0,0.0144019,0.00589118,0.0406147,0.0245076,0.0270727,0.00860576,0.00813513,0.0288668,0.00439501,0.0192914,0.0103812,0.007752,0.0198687,0.0154911,0.0192889,0.0219797,0.0154744,0.0153476,0.00344875,0.002781,0.0243299,0.0195882,0,0,0,0,0,0.00254847
200,0.0111782,0.016427,0.0417935,0.0214626,0.0212781,0.00895558,0,0,0.00669922,0,0.0164062,0.00427445,0.0321616,0.0124329,0.0259455,0.0125732,0.0116918,0.029386,0.0100267,0.0169258,0.00956528,0.0288281,0.0119843,0.0214892,0.0101661,0.00710721,0.0512794,0.00813493,0.00498974,0.0107336,0.0186436,0.0183292,0.00378793,0.01884,0,0,0.00957864,0,0.0143899,0.00572411,0.0407376,0.0272636,0.0275425,0.00814306,0.00754502,0.0285416,0.00507196,0.019695,0.0107897,0.00847222,0.019824,0.0159382,0.0193673,0.022545,0.0174267,0.0149628,0.00358452,0.00303184,0.0245473,0.0194177,0,0,0,0,0,0.00257525
201,0.0110097,0.0164424,0.0425346,0.021143,0.0217637,0.00917285,0,0,0.00687641,0,0.0164761,0.00449654,0.032066,0.0127048,0.0259765,0.012134,0.0115015,0.029446,0.00981799,0.0165476,0.00963602,0.0290617,0.0118728,0.0214283,0.0102432,0.00695057,0.052127,0.00808767,0.00522593,0.0119251,0.0185839,0.0201294,0.00381668,0.0186077,0,0,0.00931418,0,0.0143761,0.00565937,0.0410437,0.0303128,0.0279375,0.00766906,0.00708575,0.0281752,0.00571497,0.0200247,0.0110015,0.00913035,0.0196723,0.0164039,0.0194006,0.0232157,0.0196956,0.0146539,0.00368509,0.0031971,0.0246576,0.0192628,0,0,0,0,0,0.00262145
202,0.0109594,0.0164396,0.0432372,0.0209382,0.0223049,0.00939389,0,0,0.00702029,0,0.0166498,0.00475927,0.032059,0.0130638,0.0260233,0.0118472,0.0114866,0.0295433,0.00962964,0.0161527,0.00964209,0.0292492,0.0118683,0.0214958,0.0103977,0.00677678,0.0529633,0.00810327,0.00551588,0.0129739,0.01851,0.0217248,0.00370631,0.0184416,0,0,0.00913404,0,0.0143508,0.00563869,0.0414043,0.0335178,0.0282922,0.00698318,0.00681587,0.0277911,0.00632864,0.0202068,0.0111292,0.00959747,0.0195879,0.016862,0.0193567,0.023982,0.0220957,0.0144349,0.00371657,0.00329069,0.0247073,0.0191868,0,0,0,0,0,0.00270234
