Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI,LWRA
211,0.00283614,0.00340239,0.0276742,0.0174572,0.0142871,0,0,0.0034666,0,0.021129,0.00124467,0.0366363,0.0115162,0.0255675,0.00239134,0.00489693,0.00369335,0.00599022,0.00626035,0.0063118,0.02831,0.00486649,0.00942353,0.00424006,0.0082912,0.0326777,0.00228056,0.00118461,0.0317314,0.0181967,0.0110056,0.00621231,0.00398168,0,0,0.00211436,0,0.0159279,0.00154478,0.0407171,0.00771696,0.0283425,0.0120917,0.00870442,0.00116456,0.00623265,0.0177163,0.00306599,0.00727167,0.0110378,0.0346866,0.0104838,0.00982092,0.0369182,0.00221948,0.00145573,0.000738888,0.00270156,0.00522273,0,0,0,0,0,0.00424118,0.00620205
212,0.00326754,0.00337052,0.0276505,0.0173557,0.0145182,0,0,0.00376305,0,0.0212764,0.00136453,0.0367343,0.0125069,0.0255695,0.00249231,0.00505314,0.00444898,0.00603162,0.00634225,0.00646977,0.028211,0.00487055,0.00937591,0.00431669,0.00810977,0.0325664,0.00286238,0.00133979,0.0294829,0.0181173,0.00901269,0.00597619,0.00480477,0,0,0.00683316,0,0.0159947,0.00449554,0.0404671,0.00371415,0.028957,0.00871992,0.00914269,0.00248047,0.00533315,0.0173232,0.00321075,0.00637901,0.00872676,0.0367842,0.00861255,0.00732695,0.0343445,0.00309323,0.00194901,0.00139529,0.00251759,0.00590024,0,0,0,0,0,0.00433847,0.00636256
213,0.00351645,0.00400364,0.0275585,0.0172433,0.0148979,0,0,0.00413889,0,0.0214299,0.00154904,0.036938,0.0136529,0.0256601,0.00256148,0.00514907,0.00437343,0.00594908,0.00633034,0.00640096,0.0281921,0.00497511,0.00932631,0.00446637,0.00785926,0.0323459,0.00286559,0.00149057,0.0267144,0.0180939,0.00848617,0.00573036,0.00462286,0,0,0.00312106,0,0.015983,0.00196079,0.0402167,0.00552804,0.0296176,0.00584784,0.00962944,0.00139436,0.00438468,0.0169362,0.00339959,0.00551713,0.00818427,0.0388627,0.00846222,0.00764799,0.0307895,0.00281782,0.0016671,0.000895365,0.00324206,0.00614818,0,0,0,0,0,0.00453635,0.00648238
214,0.00386435,0.00428415,0.0275156,0.0171246,0.0152011,0,0,0.00450685,0,0.0215693,0.0016771,0.0372362,0.0148678,0.0256812,0.00263731,0.00527334,0.00468332,0.00587351,0.00635425,0.00637906,0.0281341,0.00513576,0.00927759,0.00470282,0.00760374,0.0322197,0.00317803,0.00161952,0.0236476,0.0180473,0.00967824,0.00548594,0.00488589,0,0,0.00339733,0,0.0159867,0.00216337,0.0399982,0.0103714,0.0303063,0.00519771,0.0100393,0.00157541,0.00352114,0.0165613,0.00362994,0.0047275,0.0100645,0.0408105,0.0101212,0.0107853,0.0267811,0.00296484,0.00172656,0.000966692,0.0034835,0.00658707,0,0,0,0,0,0.00469646,0.00659656
215,0.00422834,0.00456718,0.0275452,0.0170308,0.0154997,0,0,0.00489836,0,0.0216679,0.00181799,0.0375718,0.0161553,0.0256997,0.00276139,0.00535449,0.00495666,0.00581143,0.00637367,0.00661351,0.0281662,0.00530147,0.00937581,0.00493766,0.00740477,0.0321931,0.00349937,0.00173271,0.0205786,0.0180052,0.0119868,0.00533067,0.00512765,0,0,0.00368802,0,0.0159784,0.00234011,0.0397775,0.0153032,0.0309055,0.00744773,0.0103174,0.00175831,0.00292114,0.0162929,0.00392288,0.00398048,0.0135684,0.0425502,0.0126841,0.0150403,0.0225082,0.00308672,0.00173321,0.00103031,0.00373654,0.00700804,0,0,0,0,0,0.00484927,0.00670878
216,0.00455856,0.00478789,0.027583,0.0169718,0.0157746,0,0,0.00516278,0,0.0217399,0.00197825,0.037917,0.0174705,0.0256822,0.00293112,0.00530348,0.00517149,0.00584504,0.00646817,0.00663689,0.028158,0.00544241,0.00954163,0.00508669,0.00728214,0.0322143,0.00376226,0.00182521,0.0180881,0.0179657,0.0147557,0.00517906,0.00529776,0,0,0.00385232,0,0.0159452,0.00245905,0.0394655,0.0196629,0.0313878,0.0111406,0.0104391,0.00193654,0.00267862,0.0162643,0.00443039,0.00335613,0.0176303,0.0439811,0.0155113,0.0196396,0.0185669,0.00310471,0.00176023,0.00105041,0.00388872,0.0074058,0,0,0,0,0,0.00506135,0.0067925
217,0.00476053,0.00497869,0.0276914,0.0169319,0.0160184,0,0,0.00532821,0,0.0218013,0.00214323,0.0382494,0.0187793,0.0256374,0.00302172,0.00514328,0.0053709,0.00590169,0.00653722,0.00647931,0.0282851,0.00556216,0.00979766,0.00514299,0.00728515,0.0323749,0.00400205,0.00188556,0.0162895,0.0179556,0.0173923,0.00516529,0.00538558,0,0,0.00379815,0,0.015923,0.00260319,0.0391715,0.0230597,0.0317095,0.0149242,0.0105456,0.00217245,0.002577,0.0163443,0.00498544,0.00292266,0.0214527,0.0450825,0.0181246,0.0238414,0.0153502,0.00294986,0.00161639,0.00110848,0.00403946,0.00774042,0,0,0,0,0,0.00530918,0.00684303
218,0.00489286,0.00516247,0.0278556,0.0169126,0.0161601,0,0,0.00553786,0,0.0218482,0.00224597,0.0385807,0.0200581,0.0255728,0.00300316,0.00487125,0.00550593,0.00595353,0.00654214,0.00653229,0.0285071,0.00569077,0.0101167,0.0052011,0.00736558,0.0326341,0.00419863,0.00192001,0.0154937,0.0179589,0.0197842,0.00527628,0.00548927,0,0,0.00391603,0,0.0159385,0.00289762,0.0390113,0.0258189,0.0319201,0.0185735,0.0106461,0.00246675,0.00264833,0.016481,0.00558639,0.00291698,0.0248645,0.0459443,0.020353,0.0274112,0.0129638,0.00280713,0.0012944,0.00120994,0.0042184,0.00797434,0,0,0,0,0,0.00547078,0.00691317
219,0.0049595,0.00554849,0.0278601,0.0168759,0.0159976,0,0,0.00558436,0,0.0218974,0.00231736,0.0389081,0.0211478,0.0255137,0.00315923,0.00460333,0.00529569,0.00602242,0.00658051,0.00653365,0.0285035,0.00570065,0.0103037,0.00512179,0.00745426,0.0327107,0.0043698,0.00194707,0.0141555,0.0179535,0.0211867,0.00574421,0.00546947,0,0,0.00428719,0,0.0159529,0.00275257,0.0390411,0.0277814,0.0319035,0.0208515,0.0110951,0.00241509,0.00278123,0.0162903,0.00574608,0.00308715,0.0271101,0.0466633,0.0219036,0.0296462,0.0104056,0.00312152,0.00170704,0.00122112,0.00488361,0.00785506,0,0,0,0,0,0.00540057,0.00694221
220,0.00492601,0.00558575,0.0279063,0.016923,0.015895,0,0,0.00551714,0,0.0218685,0.00234712,0.0391105,0.0219576,0.0253998,0.00339359,0.00417436,0.00503419,0.00602376,0.00657117,0.00633661,0.0283845,0.00578394,0.0105282,0.00520268,0.00753526,0.032912,0.00439125,0.00194879,0.0143415,0.0179637,0.0227503,0.0056355,0.00540758,0,0,0.00417888,0,0.0159555,0.00266543,0.0391473,0.0296507,0.0319895,0.0240571,0.0107493,0.00235016,0.00300834,0.0163992,0.00648442,0.00377681,0.0294172,0.047052,0.0233022,0.0320877,0.00952921,0.00293902,0.00160772,0.00117691,0.00505512,0.00775636,0,0,0,0,0,0.00563651,0.00693916
221,0.00483021,0.00551502,0.0278315,0.0169569,0.0157199,0,0,0.00544561,0,0.0218307,0.00235907,0.0391588,0.0224757,0.0252102,0.00369017,0.00392498,0.00477283,0.00593954,0.00651008,0.00595025,0.0282328,0.00584019,0.0107103,0.00517601,0.00769274,0.0329744,0.00433546,0.00193508,0.0143899,0.0179892,0.0237572,0.00539394,0.0053081,0,0,0.00398678,0,0.015951,0.00253199,0.0393094,0.0312714,0.032031,0.026416,0.0102614,0.00228723,0.0031727,0.0164998,0.00699362,0.0042888,0.0309427,0.0472083,0.0241949,0.0338639,0.00913379,0.00272408,0.00154045,0.00112502,0.00510065,0.0075964,0,0,0,0,0,0.00596687,0.00694689
222,0.004739,0.0053048,0.0275697,0.0169805,0.0152606,0,0,0.0053474,0,0.021803,0.00231225,0.038996,0.0228033,0.0248928,0.00390828,0.00411036,0.00456086,0.00584375,0.00639913,0.00539802,0.028042,0.0059039,0.0108688,0.00502503,0.00794197,0.0330141,0.00421711,0.00188682,0.0144857,0.0180376,0.0243398,0.00508259,0.00521282,0,0,0.00372476,0,0.0159469,0.00233965,0.0394136,0.0327421,0.0320439,0.0279358,0.00956025,0.00219511,0.00333244,0.016672,0.00742142,0.0045819,0.0319161,0.0472107,0.0246547,0.0351653,0.00931174,0.00251199,0.00144974,0.00108276,0.00500322,0.00744395,0,0,0,0,0,0.00639607,0.00697491
223,0.00378516,0.00454038,0.0273666,0.0170233,0.0146995,0,0,0.00499611,0,0.0217436,0.00214083,0.0386914,0.0229959,0.0245233,0.00423464,0.0048349,0.00453933,0.00579242,0.00634127,0.00472258,0.0278878,0.00604661,0.0111113,0.00481444,0.00831012,0.0333656,0.00439798,0.001819,0.0148919,0.0180609,0.0246462,0.00453147,0.00523468,0,0,0.00916174,0,0.0160294,0.00582965,0.0393055,0.0337268,0.0321854,0.0288871,0.00855702,0.00304995,0.00353016,0.0171465,0.00813063,0.00483389,0.032585,0.0471441,0.0248341,0.0361534,0.00985875,0.00417658,0.00324519,0.00173098,0.00425084,0.00761071,0,0,0,0,0,0.00692743,0.00696401
224,0.00484116,0.00503561,0.0268252,0.0170246,0.014027,0,0,0.00523213,0,0.0218036,0.0022383,0.0384746,0.0230973,0.0244599,0.00469865,0.00483067,0.00435101,0.00569752,0.00621062,0.00430994,0.0276712,0.0061688,0.0112514,0.00460851,0.00867918,0.0331848,0.00416443,0.00186104,0.0150591,0.0180702,0.0245013,0.00419387,0.00520126,0,0,0.0033925,0,0.0159512,0.00212715,0.038901,0.0337072,0.0323632,0.0285141,0.00828926,0.00203856,0.0039336,0.0175997,0.00858254,0.00496162,0.0325,0.0470925,0.0246128,0.0362901,0.0103104,0.00226655,0.00123133,0.00108258,0.00486327,0.00733605,0,0,0,0,0,0.00721236,0.00715585
225,0.00488874,0.0050867,0.0263728,0.0170016,0.0134755,0,0,0.00508572,0,0.0218624,0.00216813,0.0382621,0.0230894,0.024347,0.00509421,0.0050191,0.00438203,0.00562741,0.00611167,0.00406777,0.0275246,0.0063627,0.011418,0.00437553,0.00911293,0.0329144,0.00433316,0.00189823,0.0156731,0.0180533,0.0242781,0.00400532,0.00528035,0,0,0.00358875,0,0.0159671,0.00224169,0.0385008,0.0335711,0.0326301,0.027574,0.0081725,0.00221159,0.00459257,0.0182695,0.00921774,0.00531182,0.0319339,0.0469341,0.0240748,0.0358209,0.0111048,0.00238364,0.001214,0.00111459,0.0049926,0.00734433,0,0,0,0,0,0.0073931,0.00727218
226,0.00494124,0.00511586,0.0257109,0.0169946,0.0128835,0,0,0.00489274,0,0.0218961,0.00204875,0.0380435,0.0230218,0.0242058,0.00537763,0.00534185,0.00439801,0.00555113,0.0060017,0.00367867,0.0274333,0.00660604,0.0115491,0.00423316,0.00955465,0.032485,0.00449388,0.00192886,0.0163759,0.0180264,0.0238195,0.00393185,0.00539632,0,0,0.00379905,0,0.0159736,0.00235777,0.0382947,0.0329043,0.032984,0.0262605,0.00815345,0.00238573,0.0053321,0.0189957,0.00967542,0.00574411,0.0307954,0.0466708,0.0232636,0.0346291,0.0121991,0.00249965,0.00118923,0.00112797,0.00503172,0.00736453,0,0,0,0,0,0.00751096,0.00733365
227,0.00498482,0.00518564,0.0247565,0.0170084,0.0122579,0,0,0.00473087,0,0.0219012,0.00194342,0.0378652,0.0229038,0.0240145,0.00574032,0.00564189,0.00447551,0.00549845,0.00587281,0.00320798,0.0271868,0.00678436,0.0115768,0.00408194,0.00993674,0.0320332,0.00470107,0.0019566,0.0174224,0.0180054,0.0233075,0.00380129,0.00553512,0,0,0.00410334,0,0.0159901,0.00251225,0.0383398,0.0314572,0.0334406,0.0251992,0.00809051,0.00259784,0.00577731,0.0198261,0.010102,0.00636616,0.0294661,0.0462769,0.0223784,0.0332,0.0140989,0.0026579,0.00113138,0.00116284,0.00503985,0.00737672,0,0,0,0,0,0.00758574,0.00739271
228,0.00508939,0.00523678,0.0237409,0.017033,0.0116478,0,0,0.00457479,0,0.0219233,0.0018752,0.0377555,0.0227238,0.0237989,0.00624595,0.00601232,0.00459977,0.00541766,0.00567073,0.0026274,0.0269667,0.00689689,0.0115761,0.00394578,0.010304,0.0317182,0.0048631,0.00195187,0.0191082,0.0180004,0.0230294,0.00363463,0.00568822,0,0,0.0044178,0,0.0160206,0.00266834,0.0385703,0.0308047,0.0339749,0.0251018,0.00791724,0.00280933,0.00607813,0.0208302,0.0108424,0.00714994,0.0285299,0.0458894,0.0217359,0.0322118,0.0167226,0.00286668,0.00108471,0.00120672,0.00492,0.00739866,0,0,0,0,0,0.00766234,0.00745656
229,0.00520822,0.00522807,0.0228995,0.0170709,0.0110219,0,0,0.0045251,0,0.0219099,0.00189406,0.0376897,0.0224534,0.0235736,0.00684628,0.00648319,0.00470451,0.00528102,0.00541283,0.00198484,0.0268202,0.00711482,0.0115824,0.0038899,0.0106909,0.0314652,0.00499346,0.0019437,0.0210303,0.0179901,0.0228525,0.00356343,0.00584748,0,0,0.00469896,0,0.0160389,0.00278456,0.0387936,0.0315203,0.0344882,0.0252897,0.00768097,0.00298651,0.00622263,0.0218065,0.0115472,0.00781671,0.0279882,0.0457583,0.0214258,0.0315948,0.0192808,0.00309492,0.00108316,0.00125244,0.00475235,0.00743,0,0,0,0,0,0.00774042,0.00744939
230,0.00533312,0.00522116,0.0221835,0.0170945,0.010418,0,0,0.00468208,0,0.0218888,0.00207369,0.0376208,0.0220944,0.0233151,0.00752343,0.00695067,0.00492837,0.00508426,0.00513908,0.00152388,0.026702,0.00757541,0.0115819,0.00383781,0.0111175,0.0310732,0.00519731,0.00195275,0.0227984,0.017954,0.0226394,0.00355509,0.00600563,0,0,0.00502741,0,0.0160471,0.00294854,0.0388007,0.0332226,0.0349393,0.0249123,0.00731729,0.00316323,0.00615383,0.0222873,0.0116737,0.0080233,0.0275793,0.0459152,0.0212631,0.031069,0.0212102,0.00332974,0.00119628,0.00131638,0.00467658,0.00747495,0,0,0,0,0,0.00779248,0.00743711
231,0.00544288,0.00530701,0.0213741,0.0171217,0.00983051,0,0,0.00509666,0,0.0219051,0.00237857,0.0375783,0.0217209,0.0230186,0.00812572,0.00716639,0.00527793,0.00485005,0.00490302,0.00157748,0.0265998,0.00792135,0.0114766,0.00375778,0.0116808,0.0305639,0.00543194,0.00196908,0.0239313,0.0179224,0.0227418,0.00355763,0.0061189,0,0,0.00536206,0,0.0160795,0.00316508,0.038458,0.0350755,0.0351922,0.023285,0.00707769,0.0033394,0.00567812,0.0220277,0.0107067,0.00748041,0.0271021,0.0459154,0.0209221,0.0304674,0.0220008,0.00359811,0.00140301,0.00147731,0.00472711,0.00752761,0,0,0,0,0,0.00777044,0.00747285
232,0.00397527,0.00396268,0.0581839,0.0175413,0.023001,0,0,0.00397881,0,0.0215924,0.0018496,0.0375347,0.0274199,0.0197257,0.032622,0.00951746,0.00523824,0.0146163,0.02823,0.0166587,0.0246685,0.0232771,0.0359566,0.0150692,0.009332,0.0740771,0.00454086,0.00153734,0.0202804,0.0183291,0.0220693,0.00347679,0.00380668,0,0,0.00242079,0,0.015869,0.00153619,0.0381302,0.0353847,0.0349535,0.0165262,0.0068419,0.00193049,0.00453922,0.0205748,0.00658952,0.00476485,0.0250415,0.046821,0.0204834,0.0280732,0.0172822,0.00152197,0.000640198,0.000782791,0.00407977,0.00668129,0,0,0,0,0,0.00505973,0.00747382
233,0.00491466,0.00504339,0.0191288,0.0172911,0.0087416,0,0,0.00582301,0,0.0218482,0.00286957,0.0373575,0.0208957,0.0225648,0.00899749,0.00755088,0.00556477,0.00480174,0.00476312,0.00277623,0.0259266,0.00818068,0.0107568,0.00384599,0.0126217,0.0293118,0.00538973,0.00180202,0.019165,0.0179206,0.0208507,0.00360659,0.00566446,0,0,0.00523186,0,0.0160503,0.00313651,0.0369943,0.033594,0.0347794,0.0137974,0.00637162,0.00323541,0.00308592,0.0190493,0.00354202,0.00308667,0.0231036,0.0460385,0.0191266,0.0258738,0.0157478,0.00360731,0.00111932,0.00144997,0.00466638,0.00713742,0,0,0,0,0,0.00772452,0.00747712
234,0.00463023,0.00484481,0.0176998,0.0173752,0.00850458,0,0,0.00625964,0,0.0217856,0.00311307,0.0371413,0.0203375,0.0224034,0.0093216,0.00785448,0.00571803,0.00479464,0.00464863,0.00348281,0.0256042,0.00815724,0.010099,0.00411021,0.0129373,0.0285773,0.00547093,0.00169676,0.0171241,0.0179683,0.0196173,0.00356209,0.0053737,0,0,0.00506794,0,0.0160387,0.00298024,0.0363156,0.031629,0.0347087,0.0115334,0.00583065,0.00308487,0.00235016,0.0181408,0.000880611,0.00187687,0.0215218,0.0461256,0.0184664,0.0236417,0.0133256,0.00354461,0.0012202,0.00132237,0.00473192,0.00699171,0,0,0,0,0,0.00774137,0.00740704
235,0.00375332,0.00468833,0.0158294,0.0173897,0.00831587,0,0,0.00719599,0,0.0217458,0.00367749,0.0368032,0.0192558,0.022221,0.00936488,0.00776262,0.00598515,0.0048068,0.0046974,0.00436702,0.0251739,0.00786899,0.00903208,0.00439412,0.0132099,0.0275549,0.00614242,0.00161674,0.0127112,0.0180377,0.0164242,0.00359007,0.00492634,0,0,0.0092251,0,0.0160537,0.00595076,0.0360525,0.0273524,0.0344081,0.00678074,0.00576896,0.00343874,0.00209897,0.0177722,0.00351893,0.00328525,0.0179791,0.0460203,0.0165044,0.0187779,0.00940929,0.00477414,0.00303829,0.00170042,0.00490617,0.00692556,0,0,0,0,0,0.00742678,0.00723432
236,0.00373754,0.00481709,0.0142091,0.017381,0.00826152,0,0,0.00760915,0,0.0217176,0.00385367,0.0364562,0.0177134,0.0221256,0.00918417,0.00758822,0.00565641,0.0047649,0.00473726,0.00519717,0.0247628,0.00743445,0.00780347,0.00476609,0.0132885,0.02649,0.00605493,0.00155847,0.009325,0.0180757,0.0131971,0.00378199,0.00452868,0,0,0.00445535,0,0.0160973,0.00262939,0.0359741,0.0225811,0.0340606,0.00333949,0.00572623,0.0032661,0.00229067,0.0184788,0.00735532,0.00574818,0.0145619,0.0453656,0.0138621,0.0141029,0.00761634,0.00353397,0.000839473,0.00106973,0.00605804,0.00601052,0,0,0,0,0,0.00707862,0.00708799
237,0.00334976,0.00472247,0.0131254,0.0174025,0.00827531,0,0,0.00789472,0,0.0216665,0.00397516,0.0362561,0.0154571,0.0220358,0.00886099,0.00750727,0.00565044,0.00457389,0.0048404,0.00586291,0.0242674,0.00694717,0.00663986,0.00526301,0.0131526,0.0256869,0.00625113,0.00150636,0.00784217,0.0181153,0.0105695,0.0040375,0.00391051,0,0,0.00403781,0,0.0160624,0.0024207,0.0360206,0.0180554,0.0337272,0.0067258,0.00555399,0.003387,0.00294911,0.0199667,0.0107429,0.00766996,0.0126019,0.044238,0.0111371,0.0116494,0.00796091,0.00350392,0.000833117,0.000937784,0.00648465,0.0056369,0,0,0,0,0,0.00652524,0.00696233
238,0.00290795,0.00465245,0.0128386,0.0174382,0.0083586,0,0,0.00810858,0,0.0215849,0.004058,0.0362099,0.0126376,0.0219531,0.00880432,0.00721446,0.00568956,0.00412168,0.00510589,0.00645867,0.0239043,0.00666771,0.00634547,0.00579005,0.0128854,0.02513,0.00647959,0.00148251,0.00774281,0.0181665,0.00880847,0.00418914,0.00321976,0,0,0.00363587,0,0.0160284,0.00223975,0.0362003,0.0141966,0.0333768,0.0116394,0.00503812,0.00350944,0.00397491,0.0219619,0.0138437,0.00929552,0.0126346,0.0429686,0.00877174,0.0121457,0.00869436,0.0034252,0.000928557,0.000815938,0.00685103,0.00531947,0,0,0,0,0,0.00571133,0.00681244
239,0.00296521,0.00441186,0.0137685,0.017533,0.00851383,0,0,0.00788763,0,0.0215071,0.00379648,0.0362597,0.0095901,0.0216554,0.00942497,0.00735881,0.00590932,0.0034216,0.00566608,0.00719996,0.0236707,0.00681377,0.00762324,0.00625907,0.0125712,0.0244773,0.00661049,0.00145319,0.00857753,0.018244,0.00813234,0.00399627,0.00274508,0,0,0.00323203,0,0.0159686,0.00209479,0.0362915,0.0123951,0.0335417,0.0128373,0.00413647,0.00343504,0.00484116,0.0228313,0.0145542,0.00974392,0.0129325,0.0421526,0.00786588,0.0127237,0.00832585,0.00332345,0.000928217,0.000642881,0.00658749,0.00557896,0,0,0,0,0,0.00489737,0.00674361
240,0.00254771,0.00449086,0.0150121,0.017577,0.00857716,0,0,0.00795028,0,0.0214124,0.00379703,0.0363405,0.00641781,0.0212053,0.0103854,0.00736203,0.00578177,0.00268669,0.00675995,0.00819106,0.023412,0.00709743,0.00966447,0.00652784,0.012211,0.0239913,0.00659889,0.00136593,0.00859698,0.0183362,0.00785804,0.00397073,0.00227739,0,0,0.00259861,0,0.016005,0.00175082,0.0366566,0.011338,0.033679,0.0134642,0.0034267,0.00379996,0.00550611,0.0230557,0.0149123,0.0101718,0.0132917,0.041458,0.00728787,0.0132613,0.00882531,0.00322383,0.000867999,0.000420341,0.00700762,0.00509823,0,0,0,0,0,0.00382125,0.00648846
241,0.0022046,0.00449922,0.0168174,0.0176865,0.00867349,0,0,0.00784566,0,0.02125,0.00375611,0.0364462,0.00402277,0.0207773,0.0114142,0.00741133,0.00562981,0.0019013,0.00828579,0.0092832,0.0233659,0.00749399,0.0115314,0.00648065,0.0118877,0.0241432,0.00635426,0.00114247,0.0084358,0.0184541,0.00760306,0.00401674,0.00186927,0,0,0.00174626,0,0.0160258,0.00135715,0.0370029,0.0108772,0.0337859,0.0133998,0.00267726,0.00416324,0.00587377,0.0228016,0.0145845,0.0103189,0.013265,0.0409447,0.00709803,0.0134323,0.00865685,0.0029394,0.00092405,0.000223232,0.00730007,0.00453302,0,0,0,0,0,0.00284058,0.00615768
242,0.00206731,0.0045346,0.0190249,0.0178221,0.0090062,0,0,0.0076208,0,0.0210513,0.0036298,0.0366217,0.00449327,0.0204129,0.0121744,0.00731043,0.00544536,0.00201431,0.00993844,0.0105699,0.0234807,0.00779503,0.0129612,0.00620249,0.0116336,0.0251575,0.00595006,0.000874716,0.00808736,0.0186068,0.00733114,0.00397039,0.00167342,0,0,0.000925778,0,0.0160619,0.000833638,0.0370814,0.010959,0.0338508,0.0129093,0.00195401,0.00456616,0.00592392,0.0221886,0.0138402,0.0102803,0.0130624,0.0406294,0.00707745,0.0131921,0.0079099,0.00262212,0.000886162,0.000397378,0.00753504,0.00392578,0,0,0,0,0,0.00225878,0.00580126
243,0.0021002,0.00457351,0.021413,0.0179832,0.00947599,0,0,0.0073366,0,0.020842,0.00341782,0.0367738,0.00715308,0.019974,0.0127367,0.00710309,0.00532675,0.00295259,0.0114583,0.0119031,0.0238442,0.00804241,0.0140882,0.00572269,0.0115465,0.0261441,0.0054277,0.00082327,0.0076831,0.0187803,0.00715402,0.00381876,0.00161619,0,0,0.000760401,0,0.0160971,0.000480275,0.0367849,0.0112843,0.0340119,0.0120262,0.00143792,0.00490579,0.00567166,0.0213273,0.0131109,0.0101588,0.0126001,0.0405446,0.00709618,0.0125113,0.0069861,0.00233533,0.000988401,0.000729106,0.00769477,0.00333796,0,0,0,0,0,0.00171399,0.0054482
244,0.0022386,0.00456695,0.0238161,0.0181718,0.0100816,0,0,0.0069126,0,0.0206349,0.00314581,0.0368092,0.0101535,0.0195157,0.0131065,0.00676466,0.00527486,0.00376627,0.0126733,0.013107,0.0244374,0.00834623,0.0150575,0.00509554,0.0116286,0.0268734,0.00481676,0.00102661,0.0076578,0.0189509,0.00720659,0.00362456,0.00156262,0,0,0.00143107,0,0.01612,0.000938112,0.0361472,0.0119494,0.0341928,0.0112145,0.00116989,0.00518276,0.00535456,0.0205752,0.0126729,0.0101543,0.0121729,0.0406504,0.00721032,0.0120392,0.00626973,0.00227188,0.00119845,0.00106113,0.00778943,0.00275342,0,0,0,0,0,0.00153209,0.00511951
245,0.0023874,0.00451465,0.0258052,0.0183503,0.0106015,0,0,0.00647744,0,0.0204526,0.00293398,0.0368398,0.0130498,0.0190369,0.0133635,0.00617486,0.00519184,0.00437747,0.0134895,0.0138638,0.024926,0.00874757,0.0158224,0.00470479,0.0116933,0.027908,0.00430842,0.00126621,0.00770348,0.019075,0.00764047,0.00347034,0.00159492,0,0,0.0021867,0,0.0161405,0.00144303,0.0353341,0.0128876,0.0344184,0.0102525,0.00119829,0.00537923,0.00516358,0.020023,0.0121268,0.0102627,0.0118457,0.0408739,0.00751289,0.0118579,0.00575375,0.00235674,0.00141995,0.00130397,0.00777991,0.00220335,0,0,0,0,0,0.00203664,0.0048192
246,0.0035368,0.00319642,0.0271759,0.0184377,0.0114328,0,0,0.00629664,0,0.0203654,0.00280176,0.0368361,0.0158684,0.018551,0.0132795,0.00520848,0.00547936,0.00519111,0.0138744,0.014092,0.0253066,0.00906351,0.0160734,0.00437465,0.0118998,0.0305476,0.0043957,0.00134001,0.00748574,0.0191382,0.00819928,0.00326818,0.00361652,0,0,0.00846512,0,0.0160488,0.00348236,0.0346404,0.0139918,0.0347234,0.00898596,0.0014359,0.00446225,0.00518919,0.0197116,0.0115503,0.0103449,0.0117079,0.0411086,0.00799779,0.0119216,0.0054511,0.00169606,0.00141615,0.00132087,0.00563267,0.00375254,0,0,0,0,0,0.00285485,0.00466543
247,0.00285183,0.00420393,0.0288694,0.0185099,0.0121071,0,0,0.00581943,0,0.0202831,0.00255181,0.0366776,0.019085,0.0183488,0.0131488,0.00440489,0.00511217,0.00582196,0.0139673,0.0139058,0.0256992,0.00936603,0.0162058,0.00439103,0.0122925,0.0348873,0.00375433,0.00131841,0.0077207,0.0191326,0.00872992,0.00274428,0.00160871,0,0,0.0029028,0,0.0160793,0.00160877,0.0340247,0.0149935,0.0351476,0.00724373,0.00146177,0.00483914,0.00517459,0.0195589,0.0107949,0.0100712,0.0117501,0.041248,0.00856723,0.0121857,0.00493921,0.00254512,0.00172339,0.00137571,0.00699898,0.00199132,0,0,0,0,0,0.00329786,0.00451345
248,0.00288873,0.00406673,0.0314249,0.0185576,0.0132162,0,0,0.00556824,0,0.0202245,0.00247802,0.0365632,0.0225655,0.0183481,0.0130838,0.00381304,0.00496073,0.00619378,0.0139803,0.0133699,0.0257494,0.00936223,0.016683,0.00423714,0.012757,0.0397022,0.0035265,0.00129648,0.00816566,0.0191097,0.00913486,0.00231791,0.00146779,0,0,0.00279286,0,0.0160545,0.00155879,0.0336897,0.0158928,0.0355637,0.00581964,0.00130863,0.00446087,0.00513636,0.0195976,0.0102341,0.00967916,0.0118103,0.0412205,0.00899963,0.012773,0.00511167,0.00270101,0.00163964,0.00133685,0.00660369,0.00191614,0,0,0,0,0,0.00349381,0.00440986
