Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI,LWRA
249,0.00285731,0.00388472,0.0341726,0.0184957,0.0145077,0,0,0.00537953,0,0.0202763,0.00241886,0.0364844,0.0241567,0.0184591,0.0130249,0.00336203,0.00481995,0.00633676,0.0140892,0.0127254,0.0255309,0.00959304,0.0174027,0.00447008,0.0132137,0.0441594,0.00337422,0.00122064,0.00872477,0.0190282,0.00947525,0.00176049,0.00132719,0,0,0.00245812,0,0.0160114,0.00143341,0.0334369,0.0167373,0.0358693,0.00424059,0.0011607,0.00403844,0.00492026,0.0196824,0.00945209,0.00905351,0.0117866,0.0411298,0.00937151,0.0133434,0.00567875,0.00274094,0.00159819,0.0011582,0.00604099,0.0019713,0,0,0,0,0,0.00364701,0.00442448
250,0.00280779,0.00367592,0.0364389,0.0183268,0.0159742,0,0,0.00515645,0,0.0204873,0.00227499,0.0363648,0.0232659,0.018612,0.0129208,0.00309009,0.00469104,0.0061706,0.0142914,0.0121993,0.0251474,0.0101219,0.0183348,0.00504226,0.0136562,0.0475999,0.00326052,0.00132706,0.00933226,0.0189343,0.00997977,0.0015273,0.00140195,0,0,0.00208485,0,0.0159759,0.00124165,0.0331386,0.0174206,0.0359491,0.00253824,0.00118885,0.00364388,0.00453994,0.019723,0.00851217,0.00829027,0.0119743,0.0410309,0.00968127,0.0137573,0.0064061,0.00269055,0.0016548,0.000913712,0.00537951,0.0020593,0,0,0,0,0,0.00379128,0.00463635
251,0.00239258,0.00337272,0.0382882,0.0181944,0.0171621,0,0,0.00506271,0,0.0205852,0.0023129,0.0361935,0.0213819,0.018747,0.0129642,0.00285749,0.00416093,0.00597276,0.0145769,0.0117988,0.0246589,0.0108545,0.0193869,0.00561758,0.0139491,0.0503915,0.0031115,0.0011854,0.00922355,0.0188648,0.0102263,0.00173093,0.00108961,0,0,0.00168318,0,0.0159652,0.00087726,0.0329221,0.0177152,0.0358892,0.00165886,0.00144201,0.00332063,0.00431164,0.0197756,0.00801765,0.00784177,0.0121307,0.0409489,0.00984356,0.0139674,0.00719165,0.00221787,0.00143014,0.000730848,0.00495593,0.00177403,0,0,0,0,0,0.00413288,0.00470621
252,0.00217571,0.00311576,0.0398278,0.0182155,0.0182671,0,0,0.00457077,0,0.0205806,0.00213175,0.0361219,0.0197289,0.0187863,0.0132617,0.00351591,0.00364584,0.00587508,0.0148276,0.0115708,0.0243081,0.0114732,0.0202204,0.00605044,0.0141531,0.0525021,0.00280315,0.000983726,0.00965805,0.0188226,0.0107551,0.00249056,0.000680477,0,0,0.00174099,0,0.015984,0.00128612,0.0327171,0.0181113,0.0359908,0.000653797,0.00205552,0.00314648,0.0042027,0.0197102,0.00693536,0.00706566,0.012033,0.0410157,0.0102795,0.0139463,0.00738689,0.0024633,0.00107777,0.000977551,0.00456822,0.00154585,0,0,0,0,0,0.00430882,0.00480232
253,0.00207853,0.00290466,0.0410407,0.0182898,0.0194917,0,0,0.00413616,0,0.0206248,0.00199603,0.0361397,0.0187226,0.0187962,0.0135891,0.00421956,0.0032225,0.00578665,0.0151093,0.0114371,0.0239496,0.0120153,0.020881,0.00641717,0.014338,0.0540844,0.00254979,0.000768395,0.0102534,0.0187989,0.0113242,0.00314296,0.000545988,0,0,0.00189208,0,0.0160212,0.0014107,0.0327316,0.0187611,0.0360144,0.00258572,0.00309988,0.00307611,0.00392756,0.0196203,0.00576524,0.00615117,0.0121817,0.0410305,0.0107409,0.0139404,0.00779352,0.002342,0.000679364,0.00119295,0.00429947,0.00141789,0,0,0,0,0,0.00447148,0.00494117
254,0.00215728,0.00276813,0.0416591,0.0182841,0.0203968,0,0,0.00380833,0,0.0206859,0.00192372,0.0361505,0.0180421,0.0188158,0.0137786,0.00482046,0.00298942,0.00579571,0.0153462,0.0113062,0.0236006,0.0124487,0.0213441,0.00664668,0.014482,0.0552142,0.00239464,0.000807952,0.0109946,0.0188037,0.012004,0.00394159,0.000685102,0,0,0.0019036,0,0.0160622,0.00139963,0.0328885,0.0194537,0.0359492,0.00461404,0.00405385,0.00304608,0.00356239,0.0195244,0.00467215,0.00524897,0.0125076,0.0409401,0.0111322,0.014119,0.00859403,0.00210336,0.000362193,0.00123439,0.00409496,0.00132052,0,0,0,0,0,0.00461762,0.00506683
255,0.00233693,0.00261217,0.0417775,0.0182643,0.020816,0,0,0.00346944,0,0.0207278,0.00181379,0.0361128,0.0174749,0.0188018,0.0137368,0.00537304,0.00281054,0.00591947,0.0154662,0.0111739,0.0233188,0.0126689,0.0215134,0.00674852,0.01452,0.0555455,0.00220054,0.000725124,0.0117325,0.0188232,0.0126469,0.00466914,0.000944853,0,0,0.00173884,0,0.0160974,0.00137289,0.0329539,0.0200378,0.0358295,0.00619028,0.00490568,0.00293497,0.00324537,0.0194472,0.00383206,0.00453488,0.0128161,0.0408271,0.0114093,0.0144905,0.00945599,0.00180547,7.64313e-05,0.00121903,0.00385057,0.00124918,0,0,0,0,0,0.00466325,0.00513415
256,0.00251081,0.00247088,0.0414871,0.0182616,0.0206899,0,0,0.00316143,0,0.0207695,0.00172284,0.0360755,0.016815,0.0187585,0.0136574,0.00580039,0.00257938,0.00602165,0.0153656,0.011037,0.0230854,0.0126484,0.0212834,0.00670853,0.0144379,0.0550553,0.00192161,0.000415398,0.0122918,0.0188741,0.0129679,0.00494869,0.00103489,0,0,0.00150923,0,0.0161642,0.00141827,0.0329774,0.02033,0.0356584,0.00703572,0.0055607,0.00286088,0.00306015,0.0194672,0.00337603,0.00405116,0.0132005,0.0407141,0.0115391,0.0148903,0.0102656,0.00145947,0.000702753,0.00124698,0.0036842,0.0012959,0,0,0,0,0,0.00463866,0.00514402
257,0.00265162,0.00229278,0.0406641,0.018267,0.020104,0,0,0.00287064,0,0.0207777,0.00161554,0.0361442,0.0158483,0.0187314,0.0133518,0.0060219,0.00239702,0.00608232,0.0150712,0.0109521,0.0228814,0.0123565,0.0206204,0.0064633,0.0142441,0.0538327,0.00171593,0.00025719,0.0128426,0.0189301,0.0133057,0.00527076,0.00124439,0,0,0.00127808,0,0.0162294,0.00141772,0.0330124,0.0207194,0.0354486,0.00783279,0.00600284,0.00263691,0.0030113,0.0195742,0.00298387,0.00358708,0.0135916,0.0405997,0.0117013,0.0153811,0.0112104,0.001165,0.00116489,0.00126074,0.00341593,0.00135217,0,0,0,0,0,0.00455631,0.00513011
258,0.00453544,0.0016155,0.039466,0.0182403,0.0194122,0,0,0.00243665,0,0.0208765,0.0013927,0.0362783,0.0145043,0.0187316,0.0127512,0.00618238,0.00217916,0.00615001,0.0145843,0.0108566,0.0226491,0.0119019,0.0197143,0.00603938,0.0139707,0.0522972,0.00169406,0.000293863,0.0133194,0.0189384,0.013746,0.00571305,0.0049053,0,0,0.00595208,0,0.016084,0.00294762,0.0328752,0.0213489,0.0351807,0.00883863,0.00640661,0.00246726,0.00281743,0.0196457,0.00252734,0.00310268,0.0140399,0.0404647,0.0118737,0.0159236,0.0122034,0.00217819,0.00267174,0.000495905,0.000885,0.00249129,0,0,0,0,0,0.00433081,0.00527626
259,0.003685,0.00105527,0.0383154,0.0183051,0.0187045,0,0,0.00114196,0,0.020931,0.000639576,0.0363819,0.0131149,0.018935,0.0119526,0.00629334,0.00225949,0.00620242,0.0139739,0.0108115,0.0224689,0.0112851,0.0186565,0.00559753,0.0136578,0.0507155,0.00103363,0.000595402,0.0139136,0.0189478,0.0140934,0.00630471,0.00387834,0,0,0.000726652,0,0.0161191,0.000810383,0.0326135,0.0217968,0.0348555,0.00979677,0.00680592,0.00246615,0.00252548,0.0196345,0.00210511,0.00260821,0.0143581,0.0402557,0.0119517,0.016375,0.0130652,0.00115085,0.000288224,0.000869565,0.00105932,0.00179597,0,0,0,0,0,0.00383144,0.00547366
260,0.00363483,0.000828789,0.0371368,0.0183168,0.01788,0,0,0.000739085,0,0.0209082,0.000435982,0.0364798,0.0120485,0.019136,0.0110886,0.00622351,0.00200155,0.00626842,0.0133109,0.0107615,0.0222771,0.010656,0.0175419,0.00517014,0.0132901,0.049053,0.000796316,0.000624416,0.0142091,0.0189574,0.0141618,0.00688759,0.00407793,0,0,0.000666384,0,0.0161487,0.000807531,0.0326222,0.0218818,0.0345945,0.0103306,0.00709703,0.00267475,0.00230146,0.0196836,0.00184981,0.00229952,0.0144664,0.040077,0.0119597,0.0166392,0.0137326,0.00102735,0.000557018,0.00081763,0.00102485,0.00161033,0,0,0,0,0,0.00346139,0.00540332
261,0.00359065,0.000593563,0.0361515,0.01831,0.0169011,0,0,0.000310423,0,0.0208626,0.000241216,0.0365784,0.0110591,0.0193831,0.0104655,0.00615652,0.00176784,0.00641231,0.0125757,0.0107224,0.0221164,0.0100507,0.0164809,0.00472385,0.0128677,0.0475787,0.000722181,0.000659953,0.0144245,0.0189366,0.0141191,0.00758349,0.00427182,0,0,0.000600416,0,0.0161403,0.000820596,0.0328046,0.0219643,0.034367,0.0108216,0.00747146,0.00298817,0.00207675,0.0197741,0.0016951,0.00208044,0.0144497,0.0398919,0.0119216,0.0167724,0.0142777,0.000980897,0.000914013,0.000786522,0.00114693,0.00141905,0,0,0,0,0,0.00322511,0.00530645
262,0.00360471,0.000419603,0.0353188,0.0183321,0.0157996,0,0,0.000542974,0,0.0208849,0.000250514,0.0367565,0.0101767,0.0196301,0.00967658,0.00615908,0.00158845,0.00663802,0.0116496,0.0107472,0.0220309,0.00949926,0.015426,0.00438693,0.0124067,0.0463273,0.000901653,0.00062687,0.0146113,0.0189235,0.0140547,0.00806938,0.00443049,0,0,0.000606342,0,0.0161152,0.000845843,0.0330558,0.0220911,0.0341151,0.0113168,0.0078184,0.00348806,0.00191642,0.0198624,0.00171988,0.00198689,0.0145909,0.0396876,0.0118373,0.0168865,0.0148848,0.00102658,0.00106878,0.000800169,0.00137778,0.00134557,0,0,0,0,0,0.00317166,0.0052759
263,0.00372842,0.000518039,0.0348258,0.0182836,0.014722,0,0,0.000313439,0,0.0209107,0.000324064,0.0370343,0.00965989,0.0197962,0.00888589,0.00569597,0.000970784,0.00701141,0.0109867,0.0108642,0.021982,0.00910287,0.0145005,0.00405751,0.011899,0.0454611,0.00078889,0.000204566,0.0146004,0.0189093,0.0136657,0.0081127,0.00461066,0,0,0.000869167,0,0.0159881,0.00080046,0.0333138,0.0218722,0.0338535,0.0112013,0.00762625,0.00411821,0.00183169,0.0199142,0.00175277,0.00200557,0.0145881,0.0395757,0.0116857,0.0168956,0.0153715,0.000858598,0.000857558,0.000593365,0.00124298,0.00143549,0,0,0,0,0,0.00339344,0.00513911
264,0.00355098,0.000283932,0.0346526,0.018241,0.0139905,0,0,0.000711077,0,0.0207808,0.000270383,0.0373149,0.00970302,0.0199898,0.00847062,0.00577531,0.000822427,0.00742103,0.010415,0.0110788,0.0219013,0.00890752,0.0137965,0.00364039,0.011419,0.0452564,0.00112246,0.000290141,0.014801,0.0189118,0.0136167,0.00855339,0.00448124,0,0,0.000718306,0,0.0160103,0.000858889,0.0335577,0.0219682,0.0335652,0.0117621,0.0080313,0.00439938,0.00166886,0.0199656,0.00194937,0.00207617,0.0146355,0.039392,0.0116741,0.0169825,0.0160821,0.00112136,0.000980652,0.000610935,0.00150892,0.00143647,0,0,0,0,0,0.00353828,0.00503862
265,0.00337674,0.000118015,0.0348912,0.0181136,0.0134587,0,0,0.00105805,0,0.0204813,0.000313758,0.0375862,0.010306,0.020289,0.0084307,0.00588937,0.000882195,0.0078864,0.00991692,0.0111869,0.0217252,0.00896546,0.0133347,0.00314285,0.0109169,0.0458053,0.0013923,0.000427631,0.0150034,0.018885,0.013572,0.00911572,0.0043892,0,0,0.00133828,0,0.0159952,0.000966275,0.0337287,0.0220493,0.0332853,0.0123499,0.00844063,0.0046338,0.00156416,0.0200362,0.00227199,0.00226028,0.014673,0.0391845,0.0116494,0.0170755,0.0167467,0.00141001,0.000808937,0.000498018,0.00168158,0.00145719,0,0,0,0,0,0.00386666,0.0047559
266,0.00328472,0.000179654,0.0354381,0.0180745,0.0130389,0,0,0.00140197,0,0.0203732,0.00031817,0.0377953,0.0112407,0.02056,0.00833215,0.00612381,0.000846719,0.00833216,0.00941486,0.0112115,0.0215746,0.00922212,0.0130704,0.00284781,0.0104339,0.046966,0.00169317,0.000481248,0.0152387,0.0188768,0.0135332,0.00983264,0.00436082,0,0,0.00182706,0,0.0159678,0.00116143,0.033897,0.0221224,0.0330396,0.013016,0.00899057,0.00496914,0.00159518,0.0200993,0.00266024,0.00273208,0.0147678,0.0389442,0.0115799,0.0171624,0.0173717,0.00182478,0.00039897,0.000379662,0.00183641,0.00158319,0,0,0,0,0,0.00418765,0.00464897
267,0.00648648,0.00423635,0.0215958,0.0189133,0.0214351,0,0,0.00560094,0,0.0196849,0.00218699,0.0398526,0.0399819,0.0148206,0.0513447,0.0169369,0.0033016,0.0328693,0.0479167,0.034525,0.017252,0.0294469,0.0258027,0.0126217,0.0118833,0.0194062,0.00471624,0.00118292,0.0169969,0.0196111,0.0149308,0.0131208,0.00652211,0,0,0.00777657,0,0.0158329,0.00477738,0.0330057,0.0249896,0.0327212,0.0168483,0.0182947,0.0084919,0.00091028,0.0207053,0.00374864,0.00424488,0.016276,0.0376323,0.0117039,0.0190142,0.0208729,0.00657513,0.00182477,0.00194127,0.0057897,0.00460872,0,0,0,0,0,0.0102254,0.00463493
268,0.0065091,0.0044003,0.0197247,0.0189053,0.0198975,0,0,0.00579356,0,0.0196675,0.00228499,0.040294,0.0379173,0.0151458,0.0509846,0.0172816,0.00329977,0.032943,0.0485063,0.0338725,0.0163779,0.029663,0.0266258,0.013732,0.0119454,0.0171575,0.00473932,0.00113167,0.0175585,0.0196021,0.0150636,0.0134034,0.00654685,0,0,0.00827522,0,0.0158181,0.00491782,0.0332393,0.0251104,0.0324461,0.0177189,0.0190944,0.0088139,0.00105669,0.0207327,0.00420003,0.00480847,0.0164265,0.03734,0.0116314,0.0191376,0.0216224,0.00700664,0.00190248,0.001957,0.00589679,0.0047537,0,0,0,0,0,0.0103707,0.00467123
269,0.00724787,0.00455954,0.0178033,0.0188977,0.018599,0,0,0.00557075,0,0.0196061,0.00208258,0.0407198,0.0359838,0.0153382,0.0505288,0.0179922,0.00304224,0.0329025,0.048923,0.033014,0.0155163,0.0298074,0.0273176,0.0149194,0.0121227,0.014836,0.00437095,0.000973165,0.0178022,0.0195665,0.0150586,0.0138532,0.00832385,0,0,0.0111962,0,0.0159626,0.00539566,0.0334551,0.0252916,0.0321709,0.0185457,0.0201817,0.00870391,0.00128178,0.020778,0.00465642,0.00530273,0.0165839,0.0370445,0.0115941,0.0193321,0.0224153,0.00653719,0.00484545,0.00212713,0.0057969,0.00585786,0,0,0,0,0,0.010455,0.00457562
270,0.0031615,0.0010937,0.0378823,0.0180875,0.0110213,0,0,0.0026896,0,0.0203987,0.000663615,0.0383834,0.013549,0.0213449,0.00793015,0.00822599,0.000521708,0.00988507,0.00862759,0.0104471,0.0216015,0.0102553,0.0128128,0.00433734,0.00874178,0.0510413,0.00208328,0.000441626,0.0167454,0.0189177,0.0142296,0.0116564,0.00453377,0,0,0.00420923,0,0.0159422,0.00235785,0.0341613,0.0229049,0.0323092,0.0167589,0.0125501,0.00567122,0.00163143,0.0205239,0.00482432,0.00455535,0.015384,0.0379638,0.0115646,0.0178097,0.0201235,0.003342,0.000658884,0.000498279,0.0023851,0.00238861,0,0,0,0,0,0.00508897,0.00495944
271,0.00327149,0.00103411,0.0382269,0.0179714,0.0110284,0,0,0.0026581,0,0.0206363,0.000743956,0.0385691,0.0128767,0.0215727,0.00790452,0.00852426,0.000301471,0.0102265,0.00828554,0.0100893,0.0218204,0.0104845,0.0132606,0.00463456,0.00855725,0.0513715,0.0020078,0.000333265,0.0169484,0.0189363,0.0144081,0.0121736,0.00452729,0,0,0.00459203,0,0.0159244,0.00253769,0.0341533,0.0230312,0.0322297,0.0174771,0.0131345,0.00598738,0.00162946,0.0207147,0.00537394,0.00497429,0.0155856,0.0378892,0.0116469,0.0179786,0.0206169,0.00369552,0.000684975,0.000531066,0.00223629,0.00273385,0,0,0,0,0,0.00517031,0.00539342
272,0.00331118,0.000975224,0.0380629,0.0179074,0.0110716,0,0,0.00258261,0,0.0207513,0.000752467,0.038784,0.0122419,0.021834,0.00789317,0.00880849,0.000131627,0.0100179,0.00777747,0.00964304,0.022159,0.0107345,0.0136362,0.00472835,0.00844812,0.0510637,0.00192993,0.00028309,0.0171606,0.0189234,0.0145367,0.0129296,0.00461348,0,0,0.00501721,0,0.0158953,0.00260748,0.0341597,0.0230266,0.0321964,0.0182094,0.0136427,0.00619586,0.00176423,0.0209333,0.0059202,0.005357,0.0157411,0.0378032,0.011708,0.0180966,0.0210362,0.00406476,0.000698414,0.00057649,0.00215642,0.00306426,0,0,0,0,0,0.00524375,0.00560776
273,0.00325013,0.000867912,0.0372524,0.0178756,0.0110401,0,0,0.0024264,0,0.0207899,0.000670617,0.0389929,0.0117764,0.0221354,0.00790078,0.00899287,0.000183406,0.00934227,0.00707325,0.00902527,0.0226492,0.0107361,0.013855,0.00455341,0.00845546,0.0500019,0.0017722,0.000299389,0.0173121,0.0188758,0.0146141,0.0133523,0.00475984,0,0,0.00516477,0,0.0158764,0.00261083,0.0342574,0.0229564,0.0321733,0.0189483,0.0140005,0.00630265,0.00191434,0.0211709,0.00642027,0.00577876,0.0158538,0.0377004,0.0117377,0.0181627,0.0214344,0.00397868,0.000697538,0.000577679,0.00205587,0.00332064,0,0,0,0,0,0.0052422,0.00562745
274,0.00316642,0.000728473,0.0357832,0.0178472,0.0106209,0,0,0.00210358,0,0.0208263,0.000549138,0.0392045,0.011375,0.0224549,0.00796848,0.00906015,0.000435631,0.00862917,0.00612584,0.00829003,0.0231383,0.010437,0.0138647,0.0041484,0.00859969,0.0483468,0.00159054,0.000313316,0.0174249,0.0188347,0.0146595,0.0136628,0.00459226,0,0,0.00507855,0,0.0158898,0.00258869,0.0343681,0.0227877,0.0321547,0.0196124,0.0141826,0.00638006,0.00219267,0.0213912,0.00682438,0.00618935,0.0159824,0.0375984,0.0117428,0.0182086,0.0217445,0.00371228,0.000653117,0.000499839,0.00188075,0.00355606,0,0,0,0,0,0.00511417,0.00560117
275,0.00306718,0.000594786,0.0332963,0.0178061,0.00962444,0,0,0.00171161,0,0.0208742,0.000524978,0.0393834,0.0108032,0.0228064,0.00791818,0.00909751,0.000672301,0.00787721,0.00508485,0.00742435,0.0237616,0.0098077,0.0133531,0.00371778,0.00901323,0.0452709,0.0014752,0.000312031,0.0174785,0.018779,0.0147487,0.0137802,0.00455181,0,0,0.00492543,0,0.0159069,0.00240997,0.0344632,0.0227325,0.0321398,0.0202648,0.0143446,0.00642378,0.0021383,0.0216056,0.0071858,0.00646724,0.0160679,0.0375156,0.0117889,0.0182575,0.0219079,0.00326692,0.000612538,0.000454381,0.0016562,0.003726,0,0,0,0,0,0.00488388,0.00558284
276,0.00307141,0.000539283,0.0298031,0.0177079,0.00819706,0,0,0.00147686,0,0.0209537,0.000597417,0.0394871,0.0104224,0.0231022,0.00790091,0.00892223,0.000911635,0.00704031,0.00395817,0.00654013,0.0243375,0.00906469,0.0124092,0.00337096,0.00959146,0.0408506,0.00134482,0.000291399,0.0174286,0.0187226,0.0146789,0.0138149,0.00483012,0,0,0.00466468,0,0.0159147,0.00215314,0.0345488,0.0225415,0.032158,0.0204941,0.0142384,0.0066054,0.00211285,0.0217638,0.00734866,0.00662852,0.0161066,0.0375329,0.0118516,0.0183211,0.0219827,0.00293175,0.000484551,0.000426943,0.00133813,0.0039034,0,0,0,0,0,0.00454198,0.00560057
277,0.00291025,0.000829111,0.0251602,0.0176227,0.00621096,0,0,0.00134137,0,0.0209882,0.000680806,0.0395133,0.0101648,0.023409,0.00773474,0.0087782,0.00122504,0.0063447,0.00332451,0.00600053,0.0251714,0.0079535,0.0109917,0.00307449,0.0103319,0.0348205,0.00125176,0.00031045,0.017463,0.0186976,0.0148293,0.0139288,0.00442905,0,0,0.0047977,0,0.0159739,0.0020844,0.0346669,0.0223877,0.032186,0.0209631,0.0141481,0.00630691,0.00207406,0.0219258,0.00768514,0.00687513,0.0162673,0.0375211,0.0118795,0.0183648,0.0219562,0.00269071,0.000433041,0.000314185,0.00135684,0.00380821,0,0,0,0,0,0.00424059,0.00554911
278,0.00276812,0.00105293,0.0199984,0.0175387,0.00390716,0,0,0.00127783,0,0.02102,0.000800743,0.0395069,0.0100009,0.0237045,0.0074658,0.00868234,0.00152517,0.00603287,0.00375537,0.0058521,0.0260753,0.00652813,0.00921461,0.00292553,0.0112094,0.0280022,0.00106921,0.000435234,0.0173449,0.0186496,0.0148896,0.0140393,0.0043192,0,0,0.00502679,0,0.0159857,0.00207798,0.0347906,0.0221682,0.0322067,0.021158,0.0140732,0.00603689,0.00244758,0.0220978,0.00799522,0.0071523,0.0163181,0.0375111,0.0118947,0.0183499,0.0218764,0.00249938,0.000376755,0.000209888,0.00147657,0.00368785,0,0,0,0,0,0.00387311,0.00546927
279,0.00272031,0.00121916,0.0151108,0.0174495,0.0025504,0,0,0.00126315,0,0.021097,0.000916689,0.0395083,0.00992627,0.0239921,0.00689938,0.00863803,0.00178716,0.00629384,0.00457077,0.00593667,0.0271395,0.00508477,0.00728462,0.00242987,0.0122057,0.0216966,0.000952776,0.000626444,0.0170748,0.0186025,0.0147271,0.0141452,0.00416314,0,0,0.00530294,0,0.0159912,0.00220783,0.0349236,0.0218835,0.0322018,0.0209884,0.0140983,0.00588972,0.00316913,0.0222936,0.00825514,0.00752402,0.0163542,0.0374589,0.0118893,0.0183117,0.0217619,0.00236397,0.000352099,0.000225451,0.00161128,0.00349868,0,0,0,0,0,0.00355005,0.00537841
280,0.00270429,0.001388,0.0111872,0.0173805,0.00268047,0,0,0.00131765,0,0.0211644,0.00101556,0.0395604,0.00911032,0.0242771,0.00600779,0.00865602,0.00200915,0.0071068,0.00555508,0.00642607,0.0283296,0.00404214,0.00565793,0.00218592,0.0132433,0.0162796,0.000867683,0.000729969,0.0168291,0.0186122,0.014367,0.0142561,0.00394585,0,0,0.00572129,0,0.0160308,0.00236406,0.0350736,0.0215783,0.0321588,0.0206508,0.0141837,0.00583235,0.00345265,0.0224522,0.0083567,0.00775705,0.0162453,0.0374232,0.0118447,0.0181557,0.0217757,0.00242855,0.00038969,0.000278045,0.00176536,0.0032532,0,0,0,0,0,0.0033915,0.00537556
281,0.00362715,0.00147127,0.00792391,0.0172873,0.00290322,0,0,0.00158751,0,0.0212295,0.0012952,0.039668,0.00780886,0.0246243,0.00499178,0.00870724,0.00218596,0.00812726,0.00650412,0.00696827,0.0295188,0.00365894,0.00449788,0.00254684,0.0143737,0.0115857,0.000661739,0.000758146,0.0162828,0.0185374,0.0135135,0.014339,0.00551654,0,0,0.00199838,0,0.0160448,0.00144204,0.0352652,0.0213559,0.0320286,0.0197524,0.0143322,0.00648332,0.00345704,0.022479,0.00801762,0.00795025,0.0160949,0.0374064,0.0117655,0.0180129,0.0219194,0.00126457,0.00305277,0.00124989,0.00104198,0.00392827,0,0,0,0,0,0.003453,0.00536226
282,0.00269156,0.00181597,0.00532208,0.0172797,0.00279097,0,0,0.00176615,0,0.0211977,0.00139334,0.0399001,0.00599334,0.0251207,0.00450979,0.00841965,0.00251112,0.00916339,0.00751333,0.00748753,0.0305568,0.00399583,0.00405142,0.00310571,0.0153997,0.00796224,0.000794156,0.000746316,0.0156031,0.0184858,0.0123264,0.0142691,0.00362788,0,0,0.00557428,0,0.0160306,0.00216895,0.0354161,0.0211716,0.0318288,0.0183875,0.0141619,0.00539389,0.00343097,0.0224367,0.00733109,0.00785403,0.0159681,0.0373687,0.0116395,0.0179334,0.0221415,0.00224247,0.000674241,0.000601446,0.00219183,0.00287874,0,0,0,0,0,0.00362296,0.00536772
283,0.0025886,0.00198651,0.00368974,0.0172446,0.00314595,0,0,0.00211834,0,0.0212008,0.00163241,0.0402314,0.00474171,0.0255453,0.00516359,0.00818317,0.00283769,0.00991593,0.0084908,0.00801483,0.0312735,0.00465505,0.00396378,0.0035267,0.0162061,0.00573017,0.000872775,0.000839504,0.0151257,0.0184126,0.0113807,0.0142281,0.00351163,0,0,0.00588744,0,0.0160093,0.00229506,0.0355745,0.0211985,0.0315909,0.0172564,0.0140807,0.00534968,0.00347339,0.0224358,0.00677484,0.00800662,0.0158817,0.0372122,0.0114998,0.017977,0.0223658,0.00218405,0.000751544,0.000648556,0.00235112,0.00272495,0,0,0,0,0,0.00386078,0.00537747
284,0.00247126,0.00212004,0.00389077,0.0172136,0.0049663,0,0,0.0025104,0,0.0212273,0.00186808,0.0404572,0.00586208,0.0259298,0.00666988,0.00797365,0.00308613,0.010342,0.00932796,0.00852973,0.0315427,0.00532557,0.0040614,0.00355983,0.0166276,0.00524098,0.00103397,0.000947084,0.0145437,0.0183451,0.0105042,0.0141491,0.00361133,0,0,0.00593271,0,0.0160022,0.00232997,0.0357091,0.02148,0.031294,0.0160087,0.0139561,0.00532568,0.00349272,0.0224445,0.00611527,0.00816302,0.0158846,0.0369641,0.0113459,0.0180827,0.022545,0.00212952,0.000938543,0.000793781,0.00249255,0.00264169,0,0,0,0,0,0.00407832,0.00546521
285,0.00244652,0.00224205,0.00461497,0.017148,0.00675162,0,0,0.00285713,0,0.0212596,0.00206413,0.0405092,0.00854657,0.0262565,0.00818934,0.00777489,0.0032631,0.0102626,0.00963201,0.00885808,0.0315181,0.00575158,0.00426993,0.00335772,0.0167319,0.00536642,0.00122196,0.00107605,0.0139546,0.0182855,0.00984679,0.0140297,0.00354569,0,0,0.00570375,0,0.0160156,0.00239639,0.0358734,0.0219722,0.0309802,0.0145589,0.0138936,0.00530449,0.00352302,0.0224843,0.00529574,0.00813482,0.0159399,0.0366789,0.0112378,0.018313,0.0227585,0.00189206,0.00111714,0.000934017,0.00265762,0.00274738,0,0,0,0,0,0.00430135,0.00545683
