Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x68,x69,x70,x72,STRN,x73
All Timesteps RMSE,0,0,0,0,0,0,0.0309352,0.0335148,0,0,0,0.0520586,0,0.0270639,0.0345753,0,0,0.0217799,0,0,0.0441405,0.0392751,0.0338268,0.0219817,0.0241858,0.036405,0.0387764,0.0346534,0.0440393,0.0400173,0.0257791,0.0346566,0.0339619,0.0218849,0.0276828,0.0219208,0.0373361,0.0118681,0.011957,0.0395041,0,0.0295748,0.041583,0.037396,0,0,0.0284224,0,0,0.019784,0.055455,0.0117012,0.0330736,0.0332317,0.0451508,0.0534804,0.0853511,0.0881888,0.0590193,0.0692037,0.0492665,0.0391296,0.0642835,0.0319603,0.0495611,0.0119899,0.0708053,0,0,0,0,0.036753,0
0,0,0,0,0,0,0,0.0297646,0.0336616,0,0,0,0.0441395,0,0.0279287,0.0351576,0,0,0.0250053,0,0,0.0459904,0.0309082,0.0301323,0.0224653,0.0243501,0.0366332,0.0457698,0.0260727,0.0372511,0.0404937,0.0276771,0.0354088,0.0368212,0.0207963,0.0284397,0.0118533,0.0348605,0.0122599,0.0111508,0.0321233,0,0.0374755,0.0383795,0.0341168,0,0,0.0265325,0,0,0.0212853,0.0595972,0.00904158,0.0428741,0.0386168,0.0449981,0.0569087,0.0906211,0.0905642,0.0565113,0.062539,0.0353521,0.022864,0.0594629,0.0654531,0.0513979,0.0126854,0.0748713,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0297065,0.033594,0,0,0,0.0442402,0,0.0279065,0.0352939,0,0,0.0249795,0,0,0.0454258,0.0307057,0.030378,0.0220497,0.0242951,0.0363101,0.0455852,0.0257333,0.0370383,0.0407052,0.0276566,0.035338,0.0366818,0.0206644,0.0284102,0.011766,0.0348123,0.0116856,0.0113833,0.0319411,0,0.037118,0.038149,0.0340421,0,0,0.0265745,0,0,0.0212219,0.0594344,0.00902421,0.0418448,0.0384659,0.0452409,0.057393,0.0907578,0.0909896,0.0573657,0.0633597,0.036671,0.023002,0.0601049,0.0661341,0.0512893,0.0126718,0.0746651,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0324036,0.029796,0,0,0,0.0443967,0,0.0279719,0.0352451,0,0,0.0251658,0,0,0.0461651,0.0306176,0.0304401,0.0221527,0.0245349,0.0366152,0.0461269,0.0253238,0.0367011,0.040822,0.0278498,0.035463,0.0366296,0.0206751,0.0284433,0.0119558,0.033868,0.0127138,0.0113044,0.0323069,0,0.0362545,0.0382314,0.0350251,0,0,0.0275021,0,0,0.0207906,0.0594768,0.00939813,0.0410449,0.0389856,0.0460824,0.05722,0.0909926,0.0904753,0.0566,0.064541,0.0383438,0.024073,0.060754,0.0662227,0.0486429,0.012503,0.0753666,0,0,0,0,0.0343663,0
3,0,0,0,0,0,0,0.0323696,0.0296774,0,0,0,0.0444108,0,0.02814,0.0354323,0,0,0.0249691,0,0,0.0463432,0.0303756,0.0307469,0.0225567,0.0247283,0.0363182,0.0458332,0.0250097,0.0365663,0.0409386,0.0278661,0.0354139,0.0364933,0.0206755,0.0284169,0.0122786,0.0339236,0.0126178,0.0115709,0.032625,0,0.034954,0.0382136,0.0348666,0,0,0.0274887,0,0,0.0207412,0.0593042,0.00930243,0.0398486,0.0389895,0.0460453,0.0571537,0.0917932,0.0905401,0.0564949,0.065528,0.0395192,0.025329,0.0611663,0.0660125,0.0485631,0.0125366,0.0749402,0,0,0,0,0.0345398,0
4,0,0,0,0,0,0,0.0323044,0.0296221,0,0,0,0.044349,0,0.0284803,0.035737,0,0,0.0247238,0,0,0.0459481,0.0301108,0.0311045,0.0226215,0.0249432,0.0359919,0.0454423,0.0247726,0.0361027,0.0409582,0.027732,0.0353278,0.0362095,0.0206411,0.0283247,0.0122701,0.0340671,0.0121707,0.0118042,0.03279,0,0.0334947,0.0379533,0.0347496,0,0,0.0274906,0,0,0.0206873,0.0591835,0.00908293,0.0385554,0.0389374,0.0460625,0.0568826,0.0923821,0.0908228,0.0567767,0.0665679,0.0404689,0.0265459,0.0615964,0.0651172,0.048347,0.0125771,0.0745861,0,0,0,0,0.0347036,0
5,0,0,0,0,0,0,0.0323371,0.0295892,0,0,0,0.0447507,0,0.0288172,0.035857,0,0,0.0245117,0,0,0.0456787,0.0299871,0.031401,0.0228004,0.0251182,0.0357634,0.0451547,0.0245419,0.0357675,0.0409828,0.0276041,0.0353462,0.0358664,0.0205772,0.0282422,0.0121494,0.0342297,0.0119508,0.0118883,0.0325773,0,0.0324073,0.03773,0.0346699,0,0,0.0275716,0,0,0.0207025,0.0590309,0.00868341,0.0372258,0.038841,0.0460634,0.0568759,0.092882,0.0911102,0.0570529,0.067492,0.0414501,0.0275335,0.0620235,0.0636399,0.0487123,0.0125738,0.0742542,0,0,0,0,0.034786,0
6,0,0,0,0,0,0,0.0324144,0.0296473,0,0,0,0.0453059,0,0.0291674,0.0358451,0,0,0.0242519,0,0,0.0456395,0.0299648,0.0316477,0.0230253,0.0252554,0.0355514,0.0448457,0.0242797,0.0355075,0.0410201,0.0275296,0.0354573,0.0354681,0.020549,0.0282081,0.0120827,0.0343046,0.0119726,0.0119281,0.0322664,0,0.0314927,0.0374661,0.0346078,0,0,0.0275505,0,0,0.0206399,0.0587895,0.00875898,0.0358051,0.0387035,0.0460486,0.057236,0.0935355,0.0913121,0.0572831,0.0681968,0.0423198,0.0286163,0.0623297,0.0613843,0.0492092,0.0126584,0.0738181,0,0,0,0,0.0347872,0
7,0,0,0,0,0,0,0.0273784,0.0332865,0,0,0,0.0454572,0,0.0298943,0.035509,0,0,0.0253639,0,0,0.046395,0.0304185,0.0326347,0.024308,0.0248778,0.036989,0.043592,0.024588,0.0359773,0.0413941,0.0270688,0.0349695,0.0345322,0.0201417,0.0281352,0.0121341,0.0322208,0.0122773,0.0116493,0.0316742,0,0.0303209,0.0379864,0.0367388,0,0,0.0243606,0,0,0.0207053,0.0579979,0.00844667,0.0341022,0.0396519,0.0412061,0.057748,0.0944627,0.0917329,0.0578188,0.068641,0.0431126,0.0298321,0.0625115,0.0592511,0,0.0150221,0.0709761,0,0,0,0,0.0369166,0
8,0,0,0,0,0,0,0.0274257,0.0334734,0,0,0,0.0457931,0,0.0301938,0.0357682,0,0,0.0253367,0,0,0.0464817,0.0305535,0.0327791,0.024543,0.0249119,0.036748,0.0432771,0.0243538,0.0356709,0.0414489,0.0273339,0.035067,0.0344234,0.0201729,0.0284936,0.0120987,0.0325871,0.0126563,0.0113746,0.030993,0,0.0290126,0.0379112,0.0367064,0,0,0.0243294,0,0,0.0204957,0.0578461,0.00796537,0.0327046,0.0393697,0.0411074,0.0578641,0.0950474,0.0922384,0.0583656,0.0691826,0.043989,0.031132,0.062622,0.0556681,0,0.0148459,0.0706186,0,0,0,0,0.0370178,0
9,0,0,0,0,0,0,0.0275201,0.0336577,0,0,0,0.0464663,0,0.030306,0.0358695,0,0,0.0251727,0,0,0.0465694,0.0307143,0.0327694,0.0247784,0.0250094,0.0364724,0.0429666,0.0241092,0.0353907,0.0415232,0.0275776,0.0352047,0.0344593,0.0203212,0.0288411,0.0119599,0.0327577,0.0125662,0.0115858,0.0306554,0,0.0277482,0.0376093,0.0367035,0,0,0.0243659,0,0,0.0204887,0.0577803,0.00720528,0.031435,0.0389231,0.0409396,0.0581232,0.0955373,0.0926781,0.0590003,0.0697649,0.0449914,0.0323007,0.062771,0.0509997,0,0.0144347,0.0703211,0,0,0,0,0.0371615,0
10,0,0,0,0,0,0,0.02765,0.0337985,0,0,0,0.0465645,0,0.0306682,0.0359822,0,0,0.0247907,0,0,0.0464239,0.0310583,0.0330044,0.0250031,0.025457,0.0361367,0.0425011,0.0239628,0.0348865,0.0414384,0.0278959,0.0353317,0.0343639,0.0203996,0.0289109,0.0119874,0.0328357,0.0118919,0.0120999,0.0302206,0,0.026508,0.0375938,0.0368212,0,0,0.024372,0,0,0.0201734,0.0577335,0.00632167,0.0298015,0.0384446,0.0407813,0.0585448,0.0958476,0.0932628,0.0600856,0.0704522,0.0460957,0.0337584,0.0632107,0.0451539,0,0.0146677,0.0699893,0,0,0,0,0.0373365,0
11,0,0,0,0,0,0,0.0278076,0.0339347,0,0,0,0.0472474,0,0.0306987,0.0356851,0,0,0.0245963,0,0,0.0464075,0.0312256,0.033027,0.0252439,0.0257598,0.0359157,0.0420954,0.0239533,0.03444,0.0412677,0.0282693,0.0355124,0.0344193,0.0205176,0.0289541,0.0121354,0.033067,0.0120207,0.0119115,0.0310215,0,0.0261304,0.0373873,0.0368692,0,0,0.0243489,0,0,0.0201232,0.0580369,0.00533573,0.0283789,0.0378455,0.040489,0.0589624,0.0958815,0.093931,0.0613948,0.0711774,0.0471473,0.0355152,0.0637411,0.0388742,0,0.0145853,0.0697999,0,0,0,0,0.0374317,0
12,0,0,0,0,0,0,0.0278808,0.0340916,0,0,0,0.0478032,0,0.0309527,0.0353169,0,0,0.024556,0,0,0.0464474,0.0315123,0.0330866,0.0253719,0.0261034,0.0356776,0.0417137,0.0241176,0.0339929,0.0412271,0.0286303,0.0358497,0.0345037,0.0206336,0.0288386,0.0123067,0.0334116,0.0125269,0.0113292,0.0325021,0,0.0259914,0.037133,0.0369694,0,0,0.0242823,0,0,0.0201953,0.0582864,0.00436953,0.0267965,0.0371187,0.0402128,0.059512,0.095778,0.0948425,0.0632247,0.0718927,0.0482949,0.0376832,0.0645488,0.0327036,0,0.0145402,0.0696383,0,0,0,0,0.0375334,0
13,0,0,0,0,0,0,0.0280244,0.0342868,0,0,0,0.0483842,0,0.0311186,0.0350246,0,0,0.0243614,0,0,0.046497,0.0321901,0.0330425,0.0255021,0.0263811,0.0353823,0.0412171,0.0244213,0.0336417,0.0412178,0.0289847,0.0360885,0.0346498,0.0207125,0.028777,0.0124053,0.0337826,0.0123287,0.0115603,0.0344574,0,0.0259583,0.0366963,0.037105,0,0,0.0241348,0,0,0.0204468,0.0582918,0.00375217,0.0253552,0.0362337,0.0399423,0.0600471,0.0953343,0.0954696,0.0652183,0.0725284,0.0492182,0.039816,0.0657637,0.0273093,0,0.0146108,0.0694757,0,0,0,0,0.0376974,0
14,0,0,0,0,0,0,0.0282363,0.0344308,0,0,0,0.0489256,0,0.0311058,0.0347463,0,0,0.0240115,0,0,0.0464436,0.0334978,0.0329061,0.0256089,0.0265671,0.0352023,0.0406603,0.0246412,0.0333136,0.0411656,0.029284,0.036232,0.0347237,0.0206861,0.028967,0.0123822,0.0339169,0.0122896,0.0115132,0.0363274,0,0.0259608,0.0364415,0.0371673,0,0,0.023963,0,0,0.0207583,0.0581078,0.00376757,0.0242386,0.035257,0.0396832,0.0603075,0.0943882,0.0959778,0.0672358,0.0729014,0.0501984,0.0416309,0.0669534,0.0232084,0,0.0147755,0.0693699,0,0,0,0,0.0377173,0
15,0,0,0,0,0,0,0.0284333,0.0346577,0,0,0,0.0494173,0,0.0309423,0.0345236,0,0,0.0237907,0,0,0.046246,0.0347645,0.0327357,0.0255594,0.0266776,0.0350581,0.0401077,0.0247725,0.0328853,0.0411735,0.029522,0.0364314,0.0347212,0.0205417,0.029041,0.0124922,0.0341906,0.0122215,0.0113858,0.0372251,0,0.0260891,0.0365995,0.037238,0,0,0.0238124,0,0,0.0209701,0.0578918,0.00430955,0.0232573,0.0342371,0.039402,0.0602466,0.092899,0.09616,0.0691596,0.072974,0.0511485,0.0431538,0.0677874,0.0206266,0,0.0149258,0.0692117,0,0,0,0,0.0378018,0
16,0,0,0,0,0,0,0.0285385,0.0349254,0,0,0,0.0499235,0,0.0307618,0.0342202,0,0,0.023664,0,0,0.0461038,0.0354806,0.0325518,0.0256517,0.0267817,0.0348724,0.0396448,0.0250116,0.0325689,0.0410961,0.0295779,0.0366379,0.0347844,0.020591,0.0290339,0.0127456,0.034643,0.011845,0.0118,0.0384101,0,0.0268125,0.0364274,0.0373628,0,0,0.0238188,0,0,0.0211826,0.0576767,0.00495824,0.0230573,0.0332925,0.0390612,0.0598446,0.0914003,0.0958536,0.070285,0.0729225,0.0516542,0.043856,0.0680172,0.0181025,0,0.0148779,0.0690555,0,0,0,0,0.0378662,0
17,0,0,0,0,0,0,0.0286981,0.034797,0,0,0,0.0506157,0,0.0306906,0.0341073,0,0,0.0225587,0,0,0.0409332,0.036103,0.0325464,0.0255715,0.0269541,0.034541,0.0384478,0.0252574,0.032422,0.0410331,0.0298356,0.036603,0.0347435,0.0208836,0.0289454,0.0131233,0.035255,0,0.0207535,0.03817,0,0.0276736,0.0365103,0.0376885,0,0,0.0239587,0,0,0.0211324,0.0572827,0.00551776,0.0231595,0.0325925,0.0388488,0.0591437,0.0899115,0.0952314,0.070802,0.072537,0.0516188,0.0440903,0.0681288,0.0170933,0,0.0150634,0.0689655,0,0,0,0,0.0375961,0
18,0,0,0,0,0,0,0.0285887,0.0351219,0,0,0,0.0514264,0,0.0304965,0.0342072,0,0,0.0231057,0,0,0.0462983,0.0366599,0.0325453,0.0254468,0.0269626,0.03399,0.0386802,0.0252982,0.0323078,0.0410913,0.0303088,0.0364699,0.0346956,0.0208181,0.0289283,0.0136586,0.0349006,0.0125134,0.011233,0.0382986,0,0.0280679,0.0367346,0.037613,0,0,0.0240794,0,0,0.0210914,0.0567205,0.00596473,0.023447,0.0321985,0.0385111,0.0580435,0.0888622,0.0944554,0.0704138,0.0720795,0.0513018,0.0440611,0.0682475,0.0169186,0,0.0149922,0.068755,0,0,0,0,0.0377502,0
19,0,0,0,0,0,0,0.0331728,0.0313661,0,0,0,0.0526552,0,0.0300091,0.0349194,0,0,0.0216117,0,0,0.0453172,0.0369428,0.0317993,0.0241485,0.0272929,0.0311318,0.0390381,0.024664,0.0314196,0.0409617,0.0309662,0.0371005,0.0350958,0.0209517,0.0290513,0.0145815,0.0374241,0.0118818,0.0116707,0.040408,0,0.0273959,0.0372577,0.0351828,0,0,0.0269126,0,0,0.0205631,0.0567071,0.00764017,0.0242488,0.0308254,0.0433495,0.0572973,0.0879108,0.0931914,0.0690359,0.0721494,0.0511008,0.0442141,0.068841,0.0157992,0.0494588,0.0124209,0.0708799,0,0,0,0,0.0352221,0
20,0,0,0,0,0,0,0.0331504,0.0314458,0,0,0,0.0536919,0,0.0296492,0.0351542,0,0,0.0214211,0,0,0.0446577,0.0373243,0.0316897,0.0242337,0.0270494,0.0304089,0.0382419,0.0245843,0.0315058,0.0410979,0.0309742,0.0370247,0.0347575,0.0207013,0.0289519,0.0155268,0.0379525,0.0107918,0.0123676,0.041633,0,0.0256369,0.0376166,0.035392,0,0,0.0266791,0,0,0.0204595,0.0560688,0.00775238,0.024755,0.0310846,0.0430602,0.0568511,0.087782,0.0922921,0.0674999,0.0723604,0.0507297,0.0443061,0.0696256,0.01577,0.0495264,0.0123508,0.0705421,0,0,0,0,0.0351921,0
21,0,0,0,0,0,0,0.028733,0.0352746,0,0,0,0.0547362,0,0.0293216,0.0349594,0,0,0.0221999,0,0,0.0452993,0.0379065,0.032117,0.025323,0.0260631,0.0319295,0.036384,0.025163,0.0325755,0.0416447,0.0306154,0.0362613,0.0340838,0.0200971,0.0286468,0.0165756,0.0358168,0.0110219,0.0121531,0.0405757,0,0.0245867,0.0379465,0.0382536,0,0,0.0238104,0,0,0.020878,0.0550423,0.0065449,0.0252915,0.0327207,0.037829,0.0566271,0.0879867,0.091821,0.0658947,0.072236,0.050274,0.0442334,0.0701597,0.0170431,0,0.0147087,0.0677414,0,0,0,0,0.0377602,0
22,0,0,0,0,0,0,0.0333448,0.0316136,0,0,0,0.056406,0,0.0280841,0.0353173,0,0,0.020919,0,0,0.0445547,0.0381598,0.0307203,0.0240856,0.0258721,0.0291462,0.0367004,0.0246694,0.0320739,0.0416051,0.0312534,0.0364652,0.0349076,0.0204565,0.028831,0.0184542,0.0386002,0.0112258,0.0120277,0.0389512,0,0.0256398,0.0389444,0.035898,0,0,0.0261494,0,0,0.0204741,0.0552679,0.00800006,0.0272419,0.031866,0.0427435,0.0556424,0.0868,0.0901971,0.0639106,0.0722414,0.0506086,0.0444301,0.0701711,0.0162751,0.0501569,0.0124961,0.0698731,0,0,0,0,0.0355824,0
23,0,0,0,0,0,0,0.033347,0.031697,0,0,0,0.058925,0,0.0268681,0.0347025,0,0,0.0205465,0,0,0.0447215,0.0392619,0.0299777,0.0237664,0.0248246,0.0287116,0.0360704,0.024725,0.0327102,0.0420418,0.0318217,0.0356897,0.035267,0.0203445,0.02885,0.0206694,0.0386503,0.0115184,0.0118872,0.0345362,0,0.0261654,0.0410055,0.0361865,0,0,0.0259679,0,0,0.0214303,0.0546571,0.00845573,0.0286505,0.0319044,0.0427516,0.0545323,0.0847646,0.0889167,0.063047,0.0712536,0.0506923,0.0442805,0.069677,0.0172959,0.0503116,0.0111972,0.0699525,0,0,0,0,0.0361463,0
24,0,0,0,0,0,0,0.0335681,0.0315183,0,0,0,0.05944,0,0.026137,0.0335695,0,0,0.0202631,0,0,0.0443278,0.040222,0.0293266,0.023279,0.0244345,0.0287213,0.0355557,0.0249079,0.0333714,0.0420106,0.0314782,0.0351463,0.0352675,0.0204013,0.0284472,0.0217181,0.0386326,0.0109056,0.0122563,0.0349945,0,0.0260313,0.0421719,0.0365579,0,0,0.0262943,0,0,0.0206426,0.0540845,0.00893071,0.0295476,0.0317061,0.0427018,0.0535578,0.0828756,0.0879854,0.063255,0.0712275,0.0513142,0.0441297,0.0691103,0.0153696,0.050318,0.0124243,0.0704037,0,0,0,0,0.0364495,0
25,0,0,0,0,0,0,0.0289524,0.0353308,0,0,0,0.0599969,0,0.0255883,0.0316035,0,0,0.0211335,0,0,0.0449523,0.0412915,0.0301202,0.0233298,0.0233881,0.0315246,0.0340344,0.0255453,0.0348469,0.0422243,0.030438,0.0344243,0.0344998,0.0199591,0.027727,0.0232958,0.0363359,0.0109232,0.0122096,0.0355014,0,0.0253797,0.0422362,0.0396145,0,0,0.0239493,0,0,0.0210616,0.0532451,0.00821565,0.0292679,0.0327139,0.0376437,0.0539407,0.0825415,0.0881565,0.0641813,0.0712446,0.0515316,0.0439316,0.0690093,0.0149512,0,0.0147257,0.0681828,0,0,0,0,0.0392349,0
26,0,0,0,0,0,0,0.0333776,0.0314742,0,0,0,0.0609286,0,0.0241573,0.0306494,0,0,0.0203934,0,0,0.0443576,0.0413333,0.0302548,0.0217371,0.0236105,0.0298258,0.0352955,0.0251691,0.0346743,0.0416838,0.0301613,0.0347165,0.0350939,0.0205349,0.0276423,0.0258545,0.0384738,0.0113953,0.0119025,0.0376509,0,0.0255408,0.0423763,0.0373622,0,0,0.026587,0,0,0.0201924,0.0538066,0.00918842,0.029258,0.0311847,0.0428644,0.0545337,0.0830153,0.088051,0.0641922,0.0718145,0.0518534,0.0440364,0.0692507,0.0136787,0.0497344,0.0122007,0.0707556,0,0,0,0,0.0367705,0
27,0,0,0,0,0,0,0.0333535,0.0314526,0,0,0,0.0614857,0,0.0235842,0.029946,0,0,0.0206619,0,0,0.0443365,0.0414633,0.0313285,0.0212238,0.0235222,0.0303586,0.0353976,0.0259504,0.0355985,0.0414711,0.029188,0.0344941,0.0351363,0.020643,0.0273031,0.0278656,0.0384587,0.0114989,0.0118489,0.0396442,0,0.0256988,0.0419297,0.0375392,0,0,0.0268905,0,0,0.0199629,0.0537375,0.00883498,0.0292044,0.0311469,0.043151,0.0551488,0.0842235,0.0880244,0.0631701,0.071934,0.0518502,0.0437855,0.0689129,0.0131264,0.0494149,0.0118975,0.0712708,0,0,0,0,0.0365749,0
28,0,0,0,0,0,0,0.0332712,0.0314117,0,0,0,0.0618516,0,0.023554,0.0299182,0,0,0.0206572,0,0,0.0444474,0.041784,0.0327578,0.0206406,0.0235485,0.0309536,0.0355623,0.0266026,0.0367892,0.0413432,0.028237,0.0344607,0.0352761,0.0208248,0.0270539,0.0296773,0.0380394,0.0113826,0.0121934,0.0414423,0,0.0257169,0.0412067,0.0375793,0,0,0.0271311,0,0,0.0198385,0.0531882,0.00872476,0.0296919,0.0312488,0.043498,0.0555128,0.0851502,0.0877794,0.0616722,0.0724247,0.051984,0.0435259,0.0681405,0.012151,0.0493628,0.011712,0.071849,0,0,0,0,0.0361482,0
29,0,0,0,0,0,0,0.0284129,0.0351815,0,0,0,0.0612228,0,0.023842,0.0299407,0,0,0.0215089,0,0,0.0452502,0.0428048,0.0345237,0.0205895,0.0229525,0.0337082,0.0346243,0.0277485,0.0385718,0.0419242,0.0267787,0.0343546,0.0348582,0.0206675,0.0262196,0.031104,0.0354792,0.0117987,0.0118881,0.0428406,0,0.0255962,0.0399882,0.0399943,0,0,0.0247997,0,0,0.020139,0.0518773,0.00819657,0.030269,0.0327064,0.0389622,0.0558169,0.0857254,0.0875899,0.0605382,0.0726365,0.052037,0.0431857,0.0673414,0.0110827,0,0.0141025,0.0699169,0,0,0,0,0.0380731,0
30,0,0,0,0,0,0,0.0330185,0.0312481,0,0,0,0.0598545,0,0.0226788,0.0300018,0,0,0.0205912,0,0,0.0445899,0.0433457,0.0347784,0.0192452,0.0234354,0.0321247,0.0360797,0.0274681,0.038802,0.0421845,0.026988,0.0353509,0.0356442,0.0206449,0.0255094,0.0324545,0.0374522,0.011711,0.012081,0.0449983,0,0.0254364,0.039469,0.0375224,0,0,0.0276282,0,0,0.0199289,0.0514714,0.00940781,0.0313791,0.0313098,0.0440411,0.0555609,0.0855055,0.0870819,0.0597085,0.0729371,0.0524123,0.0430889,0.0667753,0.00913202,0.0493047,0.0112522,0.0724952,0,0,0,0,0.0351332,0
31,0,0,0,0,0,0,0.0327011,0.0311989,0,0,0,0.0565865,0,0.0216216,0.029569,0,0,0.0207253,0,0,0.0445137,0.0442045,0.0352069,0.0184995,0.0230499,0.0326813,0.0363949,0.0280103,0.0402105,0.0429891,0.0264579,0.0344981,0.0357411,0.0194962,0.0242803,0.0323385,0.0372317,0.0116845,0.011986,0.0456925,0,0.0249243,0.0387514,0.037457,0,0,0.0278414,0,0,0.0195736,0.0509852,0.0098362,0.0319764,0.031387,0.0444864,0.0553387,0.0851712,0.0868952,0.0593376,0.0728901,0.0526175,0.0429025,0.0664454,0.00836193,0.0490981,0.0113656,0.0726079,0,0,0,0,0.0347079,0
32,0,0,0,0,0,0,0.0323179,0.031191,0,0,0,0.0525209,0,0.0203884,0.0292655,0,0,0.0208335,0,0,0.0446119,0.0449412,0.0352887,0.0174964,0.022389,0.0332303,0.0367837,0.0289108,0.0421,0.0438135,0.0254543,0.0327555,0.0356065,0.0186637,0.0232784,0.0299596,0.037052,0.0118593,0.0118763,0.045507,0,0.0244498,0.0382114,0.0374353,0,0,0.0282894,0,0,0.0193721,0.0507422,0.0100825,0.0321712,0.0315886,0.0451257,0.0549799,0.0846382,0.0867263,0.0591507,0.0727799,0.0528138,0.0427874,0.0663429,0.0078147,0.0489061,0.0112697,0.0727553,0,0,0,0,0.0343092,0
33,0,0,0,0,0,0,0.0270993,0.0349536,0,0,0,0.0485735,0,0.0210513,0.0290127,0,0,0.0218526,0,0,0.0454942,0.0458593,0.0359956,0.0165437,0.0208892,0.0357467,0.0360871,0.0308288,0.0451529,0.0453579,0.0233719,0.0318799,0.034974,0.018064,0.0223452,0.0273541,0.0347758,0.0119963,0.0118712,0.0439603,0,0.0241852,0.0379398,0.0399106,0,0,0.0260582,0,0,0.0192517,0.0501917,0.00993894,0.0319488,0.0332288,0.0414013,0.0546526,0.0844137,0.0868217,0.0592668,0.0724557,0.0528261,0.0426352,0.0661912,0.00773421,0,0.0136519,0.070861,0,0,0,0,0.0363804,0
34,0,0,0,0,0,0,0.0317715,0.0313275,0,0,0,0.0462774,0,0.0217332,0.0293597,0,0,0.0208128,0,0,0.0449164,0.0456993,0.0365246,0.0150721,0.0210359,0.0340781,0.0373398,0.0316548,0.0459958,0.0456083,0.0225424,0.0326233,0.035329,0.0190032,0.0225097,0.0253461,0.0370307,0.0117303,0.0123016,0.0433378,0,0.0242181,0.0384656,0.0378572,0,0,0.0293251,0,0,0.0193033,0.0504676,0.0104359,0.032298,0.0323093,0.0465272,0.0539696,0.0840759,0.0865278,0.0591658,0.0726446,0.0530591,0.042715,0.0661143,0.00781255,0.0475273,0.0110377,0.0734838,0,0,0,0,0.0340681,0
35,0,0,0,0,0,0,0.0318453,0.0313895,0,0,0,0.0465507,0,0.0222394,0.028998,0,0,0.0208532,0,0,0.0447362,0.045531,0.0367038,0.0145034,0.0206613,0.0343455,0.0374157,0.0325576,0.0473366,0.0460641,0.0213761,0.0331798,0.0349506,0.0200737,0.0229222,0.0229248,0.0374665,0.0112917,0.0125953,0.0424846,0,0.0242253,0.0390533,0.0382236,0,0,0.0295323,0,0,0.019389,0.0505849,0.0103017,0.0323141,0.0327911,0.0469119,0.053522,0.0840436,0.0864281,0.0591605,0.0727363,0.0531043,0.0426794,0.0659867,0.0083221,0.047526,0.0109775,0.0738439,0,0,0,0,0.0342235,0
36,0,0,0,0,0,0,0.0320397,0.0313609,0,0,0,0.0491427,0,0.0211759,0.0285051,0,0,0.0208862,0,0,0.0445315,0.0450851,0.0352912,0.0145322,0.0203588,0.0346041,0.0374156,0.0329453,0.0479249,0.0460984,0.0205592,0.033223,0.0342407,0.0207073,0.0231201,0.0186337,0.0379655,0.0110049,0.0127,0.041691,0,0.024137,0.0395763,0.038686,0,0,0.0295368,0,0,0.0195023,0.0507392,0.00988457,0.0322357,0.0332766,0.0471065,0.0531866,0.0841708,0.0862678,0.0590809,0.0728099,0.0529391,0.0425685,0.0657139,0.00916913,0.0475803,0.0109827,0.0741181,0,0,0,0,0.0344998,0
37,0,0,0,0,0,0,0.032226,0.0312249,0,0,0,0.0530736,0,0.0194192,0.0284034,0,0,0.0211666,0,0,0.0441952,0.0445958,0.0336031,0.0149157,0.0198574,0.0348735,0.0372797,0.0333781,0.0477074,0.0459564,0.0200727,0.0328622,0.0335123,0.0207692,0.0229468,0.0133938,0.0384369,0.0111496,0.0121373,0.0407624,0,0.0239734,0.0398668,0.039217,0,0,0.0295618,0,0,0.0196446,0.0508582,0.00936482,0.0322001,0.0337687,0.0472397,0.0529493,0.0844928,0.0861542,0.0588722,0.0728409,0.0526787,0.0423619,0.0653065,0.0102775,0.0476841,0.0109917,0.074329,0,0,0,0,0.0347973,0
38,0,0,0,0,0,0,0.0323223,0.0308898,0,0,0,0.0577388,0,0.0182033,0.0288327,0,0,0.0214508,0,0,0.0439947,0.0441565,0.0323422,0.0153077,0.0193841,0.0349949,0.0370147,0.0333416,0.0470463,0.045955,0.0202149,0.0324813,0.0329883,0.0206451,0.0226917,0.0120127,0.0385748,0.0110755,0.0119007,0.0397696,0,0.0237823,0.0400705,0.0396937,0,0,0.0297463,0,0,0.0196799,0.050945,0.00892541,0.0320689,0.0342004,0.0473861,0.0529288,0.0847257,0.0862476,0.058655,0.0728287,0.0525344,0.0422525,0.0650035,0.0115722,0.0479514,0.01097,0.0745345,0,0,0,0,0.0349696,0
