Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x68,x69,x70,x72,STRN,x73
130,0,0,0,0,0,0,0.0329093,0.0330436,0,0,0,0.0427846,0,0.0321823,0.0369545,0,0,0.0212056,0,0,0.0448157,0.0302642,0.0335752,0.0238702,0.0269011,0.0363962,0.0422705,0.0243518,0.0342446,0.0388105,0.0290153,0.0346275,0.0329065,0.0203063,0.0283354,0.0132025,0.0362004,0.0125897,0.01168,0.0374902,0,0.0275724,0.0383989,0.0373081,0,0,0.0298929,0,0,0.0190422,0.0559614,0.00530277,0.0273343,0.0362092,0.0464282,0.0608255,0.0959973,0.0938166,0.0633303,0.0740966,0.0510907,0.0413513,0.067263,0.0264543,0.0481132,0.0118859,0.0715056,0,0,0,0,0.0399206,0
131,0,0,0,0,0,0,0.0331773,0.0328469,0,0,0,0.0439767,0,0.0321861,0.035969,0,0,0.0209206,0,0,0.044779,0.0312686,0.0334967,0.0237473,0.0270547,0.0363275,0.0421131,0.0242046,0.0336894,0.0386379,0.0293947,0.0347422,0.0330356,0.0204715,0.0285283,0.0133865,0.0366074,0.0125972,0.0117195,0.0407102,0,0.0280061,0.0389568,0.037135,0,0,0.0299684,0,0,0.0191543,0.055687,0.00584247,0.026313,0.0353702,0.0462168,0.061352,0.0943669,0.094118,0.06519,0.0740826,0.0520859,0.0432813,0.0685322,0.020948,0.048318,0.0118683,0.0710565,0,0,0,0,0.0403871,0
132,0,0,0,0,0,0,0.033519,0.0327535,0,0,0,0.0451576,0,0.032096,0.0350477,0,0,0.0207314,0,0,0.0447436,0.0323621,0.0334477,0.0235083,0.0272142,0.0361871,0.0419036,0.0243195,0.0331918,0.03863,0.0296485,0.0348378,0.0330146,0.0206428,0.0287823,0.013724,0.0369557,0.0125097,0.011801,0.04247,0,0.0282364,0.0398092,0.0369671,0,0,0.0299687,0,0,0.0192872,0.0555302,0.00697454,0.0253214,0.0346311,0.0459583,0.0618711,0.0922723,0.0942947,0.0669821,0.0738442,0.0530232,0.0449053,0.069931,0.0176585,0.0486989,0.0118549,0.070656,0,0,0,0,0.0409251,0
133,0,0,0,0,0,0,0.0338722,0.032773,0,0,0,0.046163,0,0.0320208,0.0342746,0,0,0.0206332,0,0,0.0447755,0.0332675,0.0334228,0.0233577,0.0273578,0.0360775,0.0416687,0.0245574,0.0327956,0.0385597,0.0297797,0.0349317,0.0332618,0.0207431,0.0290024,0.0141164,0.0371592,0.012346,0.0119028,0.0432906,0,0.0285331,0.0404722,0.0368548,0,0,0.0298711,0,0,0.0194414,0.0554871,0.00788245,0.0248981,0.0339161,0.0456787,0.0622103,0.0902033,0.0942233,0.0682479,0.073382,0.053439,0.0459145,0.0709304,0.015878,0.0492337,0.0118306,0.0703456,0,0,0,0,0.0413221,0
134,0,0,0,0,0,0,0.0341617,0.0328786,0,0,0,0.0470009,0,0.0319519,0.0337636,0,0,0.0206084,0,0,0.0448378,0.0339361,0.0334415,0.0231812,0.0274756,0.0359944,0.0414511,0.0248417,0.0325217,0.0384497,0.0304169,0.0349829,0.0334064,0.0207785,0.0291337,0.0145606,0.0373296,0.0122549,0.011942,0.0432906,0,0.0292012,0.0409652,0.0367781,0,0,0.02972,0,0,0.0195669,0.0554557,0.00850221,0.0250798,0.0334061,0.0454549,0.0620957,0.0883924,0.0939502,0.0689307,0.0727085,0.0531853,0.0464006,0.0714262,0.0155805,0.0496363,0.0117879,0.0701042,0,0,0,0,0.0416982,0
135,0,0,0,0,0,0,0.0344072,0.0330726,0,0,0,0.0476167,0,0.0316413,0.0333508,0,0,0.0206267,0,0,0.0449859,0.0342318,0.0334062,0.0229961,0.0275662,0.0358924,0.0412075,0.0249512,0.032377,0.0383958,0.0306117,0.0349005,0.0333592,0.020867,0.0291843,0.0150812,0.037506,0.0123072,0.0119122,0.0432891,0,0.0300959,0.041216,0.0367107,0,0,0.0296243,0,0,0.0195737,0.0552953,0.00880774,0.0255437,0.032858,0.0452892,0.0615045,0.0870915,0.0934703,0.0689863,0.0720351,0.0526504,0.0465312,0.0713681,0.0161317,0.0497083,0.0117828,0.0698355,0,0,0,0,0.0420478,0
136,0,0,0,0,0,0,0.0345301,0.0333596,0,0,0,0.0481666,0,0.0312276,0.0329428,0,0,0.0206599,0,0,0.0452322,0.034231,0.0334006,0.0227674,0.0275355,0.0357366,0.0409998,0.0248611,0.0323537,0.0383938,0.0305497,0.0347419,0.0332061,0.0208406,0.0291522,0.0155889,0.0375899,0.0125299,0.011796,0.0431857,0,0.030683,0.0413159,0.0366856,0,0,0.0296616,0,0,0.019657,0.0549801,0.00897198,0.026098,0.0325946,0.0452229,0.0606591,0.0862675,0.092888,0.0685614,0.0715601,0.0522091,0.0459839,0.0709579,0.0172344,0.0496895,0.011685,0.069513,0,0,0,0,0.042403,0
137,0,0,0,0,0,0,0.0346449,0.0335852,0,0,0,0.0485853,0,0.0310357,0.0327075,0,0,0.0206494,0,0,0.0454938,0.0344048,0.0335667,0.0225169,0.027519,0.0354953,0.0407884,0.0247933,0.0324077,0.0383649,0.0305222,0.0345855,0.0330403,0.0207379,0.0290282,0.0161635,0.0376494,0.0128521,0.0116141,0.0427506,0,0.0303611,0.0413781,0.0367376,0,0,0.0298915,0,0,0.0197005,0.0546467,0.00910101,0.0265326,0.0325539,0.0452354,0.0599303,0.0859817,0.0923765,0.0679251,0.0714352,0.0520793,0.0456002,0.0708237,0.0180887,0.0496216,0.0116619,0.069141,0,0,0,0,0.0427237,0
138,0,0,0,0,0,0,0.0348786,0.0334258,0,0,0,0.0493266,0,0.0306645,0.0327347,0,0,0.019596,0,0,0.0402801,0.0347748,0.0336427,0.0223292,0.0273449,0.0351898,0.0395607,0.0246248,0.0326267,0.0383713,0.0306066,0.0343896,0.0327831,0.0206393,0.028901,0.0169813,0.0379306,0,0.0212501,0.0430769,0,0.0285183,0.0414366,0.0369793,0,0,0.0301045,0,0,0.0196867,0.0542812,0.00933022,0.0267928,0.0325844,0.0453787,0.059575,0.0864025,0.0920042,0.067089,0.0718515,0.0524082,0.0455848,0.071311,0.0172428,0.0494874,0.0116299,0.0688597,0,0,0,0,0.0427523,0
139,0,0,0,0,0,0,0.0347563,0.0338479,0,0,0,0.0497735,0,0.0303143,0.0329846,0,0,0.0206648,0,0,0.0451639,0.0350642,0.0336669,0.0220731,0.0271814,0.0348897,0.0401335,0.0245273,0.0328738,0.0384726,0.0304678,0.034097,0.0323279,0.0205238,0.0287472,0.0177691,0.0377065,0.0132005,0.0113641,0.0428945,0,0.0259455,0.0415352,0.0368501,0,0,0.0301155,0,0,0.0196402,0.0540261,0.00957856,0.0271317,0.0327549,0.0453767,0.0596818,0.087155,0.0917455,0.0659676,0.0724423,0.0527764,0.0457847,0.0724778,0.0167542,0.0494468,0.0116297,0.0685684,0,0,0,0,0.0431661,0
140,0,0,0,0,0,0,0.0346782,0.0341998,0,0,0,0.0506073,0,0.0297275,0.033317,0,0,0.0206811,0,0,0.0448956,0.0353573,0.0337356,0.0217197,0.0269458,0.0345247,0.039611,0.0245606,0.0330209,0.0385755,0.0301678,0.0337483,0.031864,0.0201977,0.0285141,0.0187094,0.0377884,0.0125677,0.0113807,0.0421117,0,0.0246327,0.0416374,0.0367136,0,0,0.0300924,0,0,0.0195438,0.0536253,0.00983677,0.0279523,0.0330217,0.0453882,0.0596446,0.0877236,0.0911401,0.0643373,0.0727689,0.0525486,0.0457875,0.0731786,0.0163958,0.0493555,0.0116525,0.0684919,0,0,0,0,0.0434398,0
141,0,0,0,0,0,0,0.0346055,0.0345259,0,0,0,0.0514546,0,0.0291223,0.0335163,0,0,0.0204817,0,0,0.0448246,0.035789,0.0336122,0.0213273,0.0267582,0.0339477,0.0390627,0.0247301,0.0331605,0.0386187,0.0298907,0.0334709,0.0315205,0.0196676,0.0281139,0.0197093,0.0379101,0.0124733,0.0114783,0.0386842,0,0.0249612,0.0418161,0.036708,0,0,0.0299704,0,0,0.0195592,0.0531173,0.0100785,0.0290321,0.0331889,0.0453864,0.0587262,0.0871752,0.0899855,0.0623809,0.0722051,0.0522165,0.0452164,0.0726273,0.0162632,0.0492848,0.0117197,0.0684564,0,0,0,0,0.0437477,0
142,0,0,0,0,0,0,0.0345674,0.0348097,0,0,0,0.0525066,0,0.028583,0.033611,0,0,0.0202072,0,0,0.0448863,0.0366337,0.0333508,0.0208566,0.0265578,0.0334546,0.0385468,0.024979,0.0335152,0.038526,0.0300422,0.0330902,0.0314565,0.0191315,0.0276603,0.0209314,0.0380504,0.0123797,0.0118154,0.0330665,0,0.0249053,0.0421923,0.0367992,0,0,0.0298787,0,0,0.0200111,0.0525256,0.0105099,0.0296664,0.0331121,0.0454201,0.056928,0.0853976,0.0887704,0.0611993,0.070757,0.0516596,0.0445058,0.0713207,0.0176679,0.049158,0.0111451,0.0683885,0,0,0,0,0.0441392,0
143,0,0,0,0,0,0,0.0345672,0.03508,0,0,0,0.052626,0,0.0281553,0.0335848,0,0,0.0201143,0,0,0.0448322,0.0372051,0.0330879,0.0205425,0.0266376,0.0330557,0.0381096,0.0254533,0.0340146,0.0382032,0.0296211,0.032827,0.0312033,0.0189555,0.0270463,0.0218241,0.0382484,0.0121579,0.0120916,0.0304021,0,0.0250213,0.0420706,0.0370228,0,0,0.0297898,0,0,0.0196897,0.0518306,0.0108786,0.029735,0.032744,0.0453272,0.0549171,0.0833372,0.0878006,0.0614246,0.0701316,0.0515412,0.0442354,0.0698285,0.0180291,0.049136,0.011773,0.0684047,0,0,0,0,0.0445815,0
144,0,0,0,0,0,0,0.0345348,0.0354105,0,0,0,0.0529385,0,0.0273091,0.0332931,0,0,0.0200734,0,0,0.0449557,0.0376055,0.0328883,0.020082,0.0265382,0.0328269,0.037829,0.0258173,0.0347464,0.0379887,0.0290356,0.0324128,0.0310017,0.0187242,0.0263461,0.023097,0.038472,0.0126069,0.0118795,0.0283156,0,0.0256771,0.0420199,0.0372964,0,0,0.0298722,0,0,0.0196902,0.0514583,0.0112941,0.029075,0.0322254,0.0452961,0.0537025,0.0821386,0.087595,0.0627528,0.0702401,0.0513148,0.0440494,0.0688163,0.0198257,0.0490773,0.011718,0.0685542,0,0,0,0,0.0448854,0
145,0,0,0,0,0,0,0.0304714,0.0404386,0,0,0,0.0523729,0,0.0261825,0.0335935,0,0,0.0198019,0,0,0.0448004,0.0375796,0.0330428,0.0204519,0.0262307,0.0316723,0.0363433,0.0260231,0.0357379,0.0379367,0.0277778,0.0318627,0.0309942,0.0183742,0.0254347,0.0243188,0.0395329,0.0132074,0.0111463,0.0279108,0,0.0263705,0.0422096,0.0358575,0,0,0.0287681,0,0,0.0201161,0.0512705,0.0119708,0.028137,0.0309402,0.0445851,0.0538805,0.0832114,0.0879378,0.0633435,0.0708625,0.0508956,0.0435481,0.068056,0.021434,0.0510014,0.0118873,0.0669855,0,0,0,0,0,0
146,0,0,0,0,0,0,0.030421,0.0405667,0,0,0,0.0516406,0,0.0247829,0.0336572,0,0,0.0197278,0,0,0.0445468,0.0377711,0.0333299,0.0199815,0.02599,0.0316393,0.0362659,0.0260288,0.03658,0.0381195,0.0268059,0.0316257,0.0310466,0.0178934,0.0242808,0.0259393,0.0391859,0.0123652,0.0115877,0.0288595,0,0.0267822,0.0419814,0.0358968,0,0,0.0288699,0,0,0.0200791,0.0512049,0.0116479,0.0282459,0.0311548,0.0446418,0.0543262,0.0850758,0.0875221,0.0618516,0.0719984,0.0509292,0.0432798,0.0678871,0.0219041,0.0511142,0.0118204,0.0674136,0,0,0,0,0,0
147,0,0,0,0,0,0,0.0302959,0.0404873,0,0,0,0.0504461,0,0.0235253,0.033739,0,0,0.0196928,0,0,0.0443034,0.0378883,0.0335853,0.0194748,0.025916,0.031763,0.0363977,0.0261445,0.0375267,0.0384507,0.0261239,0.0314139,0.0310068,0.0174904,0.0230299,0.0279244,0.0388424,0.0119958,0.0118295,0.0300614,0,0.0269899,0.0416801,0.0359198,0,0,0.028933,0,0,0.0200761,0.0507716,0.0111696,0.0288902,0.031582,0.0448242,0.0549851,0.0866382,0.087024,0.0599955,0.0727424,0.0509934,0.0429269,0.0675784,0.0217486,0.051169,0.0117615,0.0678677,0,0,0,0,0,0
148,0,0,0,0,0,0,0.0301053,0.0404178,0,0,0,0.0485646,0,0.0222645,0.0335395,0,0,0.0198166,0,0,0.0442956,0.0379292,0.0342347,0.0188293,0.0255976,0.0320854,0.0367493,0.0263701,0.038692,0.0389495,0.0253758,0.0312684,0.0312669,0.0172485,0.0217632,0.0300515,0.0385408,0.0120259,0.0118113,0.0316966,0,0.026776,0.0410793,0.03597,0,0,0.0289892,0,0,0.0200225,0.0500349,0.0109806,0.0295856,0.03196,0.0450238,0.0552152,0.0874796,0.0865888,0.0585127,0.0729225,0.0510508,0.0423437,0.0668494,0.0205992,0.0507665,0.0117472,0.0683335,0,0,0,0,0,0
149,0,0,0,0,0,0,0.0298797,0.040288,0,0,0,0.0463939,0,0.0212721,0.0332171,0,0,0.0199769,0,0,0.0443824,0.0380606,0.0350399,0.0181177,0.0249905,0.0326637,0.0373017,0.0266582,0.0400261,0.0396986,0.0245162,0.0312995,0.0318949,0.0170663,0.0205095,0.0320445,0.0382072,0.0121407,0.0117649,0.0320982,0,0.0261547,0.0404504,0.0360222,0,0,0.0290814,0,0,0.0198953,0.0496318,0.0112525,0.0300328,0.0320381,0.0453313,0.0549862,0.0874435,0.086364,0.0577547,0.0725688,0.0509749,0.0417597,0.0660449,0.0197564,0.0500036,0.0117568,0.0687294,0,0,0,0,0,0
150,0,0,0,0,0,0,0.0297583,0.0401122,0,0,0,0.0447508,0,0.0202664,0.0327904,0,0,0.0201506,0,0,0.0444222,0.0383656,0.0356304,0.0174255,0.0241055,0.0335047,0.038001,0.0270147,0.04137,0.0406088,0.0236944,0.031197,0.0322814,0.016825,0.0196028,0.0332194,0.0378406,0.0123888,0.0117307,0.0320759,0,0.0249999,0.0398084,0.0359602,0,0,0.0294974,0,0,0.0199395,0.0494637,0.0116986,0.0303271,0.0319276,0.0458154,0.0546089,0.0872337,0.0864305,0.0573297,0.0721509,0.0508782,0.0413178,0.0654171,0.0191515,0.0498817,0.0116476,0.0689737,0,0,0,0,0,0
151,0,0,0,0,0,0,0.033498,0.0350081,0,0,0,0.045054,0,0.0189327,0.0323741,0,0,0.0208017,0,0,0.0449026,0.0390504,0.035164,0.0158287,0.0231167,0.0356364,0.0398636,0.0273309,0.042498,0.041589,0.0231536,0.0310816,0.0323014,0.0166771,0.0190071,0.0330548,0.0365578,0.012728,0.011678,0.0317512,0,0.0236243,0.0393188,0.0372618,0,0,0.0311862,0,0,0.019464,0.0494036,0.0116385,0.0305552,0.0330951,0.0469642,0.0538737,0.0865941,0.086398,0.0569297,0.0721256,0.0513043,0.0414543,0.065475,0.0186613,0.0471999,0.0113519,0.0709514,0,0,0,0,0.0455787,0
152,0,0,0,0,0,0,0.0291791,0.0392022,0,0,0,0.045402,0,0.0179314,0.0323524,0,0,0.0207824,0,0,0.0446105,0.0393486,0.0348156,0.0162837,0.0221123,0.0352683,0.0397197,0.0279722,0.0438456,0.0424823,0.0221585,0.0311708,0.0320695,0.0166001,0.0189518,0.0319952,0.0371788,0.0123315,0.0115764,0.0313069,0,0.02239,0.0398243,0.0356305,0,0,0.0303429,0,0,0.0198217,0.0490506,0.0126427,0.0300933,0.0318936,0.0469307,0.0541627,0.0869003,0.0871451,0.0575405,0.0717414,0.0513683,0.0411209,0.0653537,0.0188676,0.0488287,0.0115029,0.0697476,0,0,0,0,0,0
153,0,0,0,0,0,0,0.0290863,0.0385029,0,0,0,0.0452821,0,0.0177073,0.032013,0,0,0.0209619,0,0,0.0445994,0.0397128,0.0340945,0.0157367,0.0215044,0.0359569,0.040458,0.0283569,0.0447617,0.043251,0.0216909,0.0315203,0.0320114,0.0166109,0.0191324,0.0319512,0.0371925,0.012168,0.0117136,0.0310654,0,0.0215658,0.0403207,0.0356068,0,0,0.0306319,0,0,0.0198584,0.0487375,0.0129895,0.0296987,0.0321068,0.0473692,0.0539929,0.0870545,0.0874567,0.0579359,0.0718513,0.0517483,0.0413979,0.0656579,0.0192935,0.0492137,0.0113673,0.0703121,0,0,0,0,0,0
154,0,0,0,0,0,0,0.0288979,0.0379818,0,0,0,0.0443657,0,0.0179412,0.0319709,0,0,0.0209869,0,0,0.0444602,0.0399488,0.0335084,0.0153234,0.0212682,0.0364485,0.0409464,0.0288174,0.0455012,0.0436588,0.021454,0.0316906,0.0322067,0.0165243,0.0194247,0.0335677,0.0371292,0.0119912,0.0117817,0.0307025,0,0.0213115,0.0410219,0.0358604,0,0,0.0304731,0,0,0.0198028,0.0484077,0.0130832,0.0292019,0.0323447,0.0476409,0.0538253,0.0873316,0.087773,0.0581804,0.0720114,0.0520734,0.0417235,0.065797,0.0201507,0.0486626,0.0113708,0.0707142,0,0,0,0,0,0
155,0,0,0,0,0,0,0.0287912,0.0378972,0,0,0,0.0421765,0,0.0188658,0.0319551,0,0,0.0209948,0,0,0.0442622,0.0401273,0.033935,0.0150527,0.0213232,0.036782,0.0411617,0.029703,0.04601,0.0436159,0.0210605,0.0316697,0.0325803,0.0167238,0.0195814,0.0355382,0.0374396,0.0118804,0.0117426,0.0301461,0,0.0216095,0.0418273,0.0363454,0,0,0.0302484,0,0,0.019788,0.0481056,0.0129249,0.0288991,0.0326331,0.047784,0.0535725,0.0875714,0.0879286,0.0580669,0.0720376,0.0521976,0.0418639,0.0655238,0.0211831,0.0481799,0.01139,0.0710596,0,0,0,0,0,0
156,0,0,0,0,0,0,0.0287599,0.0379333,0,0,0,0.0398961,0,0.0208283,0.0317136,0,0,0.0210554,0,0,0.0441189,0.0401142,0.0358409,0.0149143,0.0214297,0.0368339,0.0410934,0.0307042,0.046407,0.0432563,0.0204007,0.03201,0.0331222,0.0177023,0.0200324,0.036825,0.0379835,0.0118166,0.0116282,0.0295139,0,0.0220205,0.0423644,0.0367901,0,0,0.0301905,0,0,0.0198101,0.0479209,0.01261,0.0289988,0.0330813,0.0478543,0.0531649,0.0876506,0.0878336,0.0576863,0.0719105,0.0517416,0.041703,0.0649323,0.0221399,0.0480567,0.011358,0.0712852,0,0,0,0,0,0
157,0,0,0,0,0,0,0.0287788,0.0375448,0,0,0,0.0385075,0,0.0231042,0.0314543,0,0,0.0210638,0,0,0.044146,0.0400518,0.0374295,0.0149789,0.0215199,0.0367603,0.0408553,0.0320822,0.0467494,0.0431181,0.0198647,0.0327628,0.0331933,0.0189551,0.0209924,0.0385317,0.0382654,0.011726,0.011605,0.0289052,0,0.0224196,0.0425696,0.0376914,0,0,0.0304246,0,0,0.019854,0.047848,0.0123377,0.0292528,0.0334027,0.0478965,0.0527619,0.087626,0.0876412,0.0573889,0.0715691,0.0510817,0.0413289,0.0643035,0.0229637,0.0483787,0.0113043,0.0713744,0,0,0,0,0,0
158,0,0,0,0,0,0,0.0238868,0,0,0,0,0.0380229,0,0.023519,0.0315188,0,0,0.0206399,0,0,0.0436375,0.0398537,0.0374554,0.0152221,0.0214795,0.0366056,0.0408125,0.0330185,0.047024,0.0432202,0.0196427,0.0330126,0.0327248,0.0196962,0.0218547,0.0396926,0.0403793,0.0111223,0.0112682,0.0284563,0,0.0226907,0.0423784,0.037587,0,0,0.0282703,0,0,0.0205468,0.047813,0.0125296,0.029304,0.0335137,0.046341,0.0528876,0.0878329,0.087711,0.057481,0.0710672,0.0503623,0.0407219,0.063626,0.023657,0.052213,0.0117712,0.0698558,0,0,0,0,0,0
159,0,0,0,0,0,0,0.0232909,0.0404034,0,0,0,0.0374903,0,0.0231548,0.0312121,0,0,0.0222167,0,0,0.0448331,0.0406393,0.03703,0.0168567,0.0203247,0.0386476,0.0391616,0.0337787,0.0481405,0.0443537,0.0192275,0.0326884,0.0319582,0.0198055,0.0220794,0.0384646,0.0363467,0.0116599,0.0114367,0.0279288,0,0.0226232,0.0421446,0.0415485,0,0,0.0272862,0,0,0.0195858,0.047553,0.0118161,0.029068,0.0341559,0.04343,0.0530015,0.0880572,0.0877903,0.0574654,0.0708376,0.0502081,0.0405311,0.0633801,0.0243278,0,0.0137064,0.0692427,0,0,0,0,0,0
160,0,0,0,0,0,0,0.028723,0.0362641,0,0,0,0.0373898,0,0.0228942,0.0313991,0,0,0.0211494,0,0,0.0441529,0.0404866,0.0362429,0.0160985,0.0211763,0.036235,0.0397181,0.0330729,0.0471386,0.0438695,0.0199625,0.0330214,0.0320591,0.0207327,0.0230144,0.0366513,0.0385919,0.0116628,0.011538,0.0284634,0,0.0224509,0.0422309,0.0389776,0,0,0.0303675,0,0,0.0195742,0.0482402,0.0116557,0.0291529,0.0329908,0.0475601,0.0528503,0.0878283,0.0875076,0.0572508,0.0710777,0.0506384,0.04082,0.0636292,0.0234573,0.0481456,0.0112184,0.0714836,0,0,0,0,0,0
161,0,0,0,0,0,0,0.0286633,0.0361723,0,0,0,0.0379885,0,0.0231669,0.0314021,0,0,0.0212084,0,0,0.0439775,0.0407708,0.0359463,0.0161985,0.0211773,0.0362721,0.0393539,0.0330503,0.047224,0.0440374,0.0201255,0.0332352,0.0320467,0.0213498,0.023595,0.0354585,0.0385812,0.0116658,0.0115036,0.0288847,0,0.0220992,0.0424102,0.038996,0,0,0.030181,0,0,0.0195255,0.0485283,0.0115387,0.0286977,0.0328843,0.0475111,0.0529849,0.0877194,0.0876083,0.0572654,0.0710635,0.0509012,0.0410287,0.0639613,0.0226867,0.0479455,0.0112952,0.071466,0,0,0,0,0,0
162,0,0,0,0,0,0,0.0285818,0.0362492,0,0,0,0.0387271,0,0.0230779,0.0315268,0,0,0.0211644,0,0,0.0438476,0.0409046,0.0359831,0.016111,0.0212255,0.0365175,0.0390929,0.0331016,0.0473784,0.0440062,0.0201118,0.0333429,0.0319167,0.021724,0.0240183,0.0341991,0.0382894,0.0116367,0.011518,0.0292831,0,0.0218658,0.0427186,0.038753,0,0,0.0301396,0,0,0.0195826,0.0487145,0.0114351,0.0283092,0.0328004,0.0474439,0.0529471,0.0874574,0.0876855,0.0573201,0.0709822,0.0512643,0.0412923,0.0642113,0.0215845,0.0480453,0.0113958,0.0713178,0,0,0,0,0,0
163,0,0,0,0,0,0,0.0237117,0,0,0,0,0.0393472,0,0.0232317,0.0321245,0,0,0.020607,0,0,0.0432307,0.0406307,0.0362064,0.0157681,0.021194,0.0367877,0.0391358,0.0334747,0.0476809,0.0439835,0.0197869,0.0333289,0.0316384,0.0219087,0.0241519,0.0328372,0.0397335,0.0112371,0.0111903,0.0297454,0,0.0218335,0.0429714,0.0375309,0,0,0.0277076,0,0,0.0203658,0.0487951,0.0116448,0.0279095,0.0329152,0.0458066,0.052985,0.0872769,0.0879633,0.0577074,0.07065,0.0512965,0.0413965,0.064062,0.0203918,0.0516931,0.0120126,0.0695827,0,0,0,0,0,0
164,0,0,0,0,0,0,0.0285607,0.0364847,0,0,0,0.0401856,0,0.0237226,0.0324463,0,0,0.0208881,0,0,0.0437923,0.0406662,0.0362569,0.0156452,0.0211974,0.0368407,0.0388908,0.0341387,0.0479359,0.0437255,0.0194652,0.0332317,0.0311925,0.0218173,0.0241348,0.0308293,0.0375342,0.0118359,0.0117138,0.0301516,0,0.0219259,0.04359,0.0379555,0,0,0.03028,0,0,0.0198209,0.0488601,0.0111191,0.0278936,0.0326063,0.0473144,0.052395,0.0866352,0.0877794,0.0576175,0.0705852,0.0515187,0.0417939,0.0640656,0.0190012,0.0493017,0.0115313,0.0710454,0,0,0,0,0,0
165,0,0,0,0,0,0,0.0228992,0.04067,0,0,0,0.0409213,0,0.0240986,0.0325187,0,0,0.0219997,0,0,0.0445266,0.0408036,0.0363084,0.0163561,0.0200644,0.0392849,0.0377442,0.0351632,0.0492634,0.0442307,0.018288,0.0322897,0.0304482,0.0214094,0.0236117,0.0290013,0.034937,0.012136,0.0113575,0.0301023,0,0.0220413,0.0439243,0.0406909,0,0,0.0266114,0,0,0.0197622,0.048623,0.0108072,0.0274301,0.0334525,0.0428798,0.0525225,0.0864939,0.0881329,0.0580228,0.0700524,0.0511099,0.0416102,0.0637329,0.018183,0,0.0140976,0.0686759,0,0,0,0,0,0
166,0,0,0,0,0,0,0.0282496,0.0367789,0,0,0,0.04234,0,0.0237579,0.0321869,0,0,0.0207431,0,0,0.04387,0.0402502,0.0360647,0.0150416,0.0212048,0.0369715,0.0384927,0.0351694,0.0485145,0.0428133,0.0185617,0.0318268,0.0301376,0.021679,0.0239817,0.0261159,0.0371647,0.0122125,0.0115188,0.0307373,0,0.0224102,0.044569,0.0377327,0,0,0.030152,0,0,0.019647,0.049258,0.0108161,0.0275547,0.0324392,0.0473242,0.0520794,0.0857642,0.0877905,0.0579936,0.0700512,0.0512141,0.0418692,0.063796,0.0166447,0.048695,0.0116014,0.0706742,0,0,0,0,0,0
167,0,0,0,0,0,0,0.0281986,0.0366808,0,0,0,0.0439721,0,0.0238558,0.0325741,0,0,0.0207487,0,0,0.043845,0.040114,0.0359363,0.0152472,0.0212632,0.0370218,0.0382217,0.0355045,0.0488197,0.0423169,0.0184505,0.0315886,0.0296082,0.0216338,0.0240183,0.0230594,0.0372921,0.0122077,0.0115024,0.031049,0,0.0226352,0.0449698,0.0376586,0,0,0.0301235,0,0,0.0196058,0.0495131,0.0106716,0.0273777,0.0323188,0.0472522,0.0520213,0.0855247,0.0877657,0.0581746,0.0698869,0.0511557,0.041903,0.0636083,0.015711,0.049027,0.0115581,0.0705488,0,0,0,0,0,0
168,0,0,0,0,0,0,0.0280229,0.0365753,0,0,0,0.0459022,0,0.0242649,0.0330537,0,0,0.0208487,0,0,0.0438094,0.039956,0.0357692,0.0153837,0.0214212,0.0372506,0.0380729,0.0360435,0.0491876,0.0417304,0.0184435,0.0312272,0.0291774,0.0214792,0.024113,0.0200928,0.0374662,0.0120349,0.0115255,0.0314991,0,0.0228965,0.0452236,0.0376459,0,0,0.0299056,0,0,0.0194664,0.0497488,0.0105753,0.0272525,0.0322343,0.0471828,0.0519674,0.0853565,0.0877313,0.0583141,0.0697477,0.0511151,0.0419114,0.0634226,0.0148234,0.0484854,0.0115829,0.0703946,0,0,0,0,0,0
169,0,0,0,0,0,0,0.0231415,0,0,0,0,0.0482759,0,0.0242691,0.0336658,0,0,0.0205614,0,0,0.043144,0.0396166,0.0356614,0.0149324,0.0222882,0.03748,0.0381341,0.0366518,0.0502555,0.0414992,0.0178222,0.0306965,0.0286946,0.0207907,0.023753,0.0171511,0.0393139,0.0114113,0.0111893,0.0314573,0,0.0233221,0.0454476,0.0369987,0,0,0.0273026,0,0,0.0201079,0.0499281,0.0107743,0.0268209,0.0325172,0.0455514,0.0521708,0.085252,0.0879177,0.0587021,0.0693133,0.0509282,0.0417782,0.0630152,0.0143725,0.051337,0.012162,0.0688096,0,0,0,0,0,0
