Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,LEAR,R5FT
75,0,0,0,0,0,0,0.0182087,0,0,0,0.0420779,0,0.0294156,0.0376872,0,0.0194193,0,0,0.0420054,0.0416525,0.0455275,0.0162247,0.0215252,0.0299853,0.0258846,0.0449588,0.0561482,0.0405442,0.0198122,0.0276384,0.0269156,0.0202014,0.0255226,0.0307023,0.0401808,0.011004,0.013782,0,0.0233114,0.048288,0.0379682,0,0,0.0281624,0,0,0.022762,0.052659,0.0330217,0.0205487,0.0285854,0.0295158,0.045929,0.0501725,0.0800652,0.083632,0.0577253,0.067977,0.0505781,0.0419098,0.0617557,0.0111945,0.0389703,0.00487182,0.00971336,0.0586928,0,0,0,0,0,0.0495105
76,0,0,0,0,0,0,0.0182565,0,0,0,0.0412692,0,0.0298803,0.0383295,0,0.0194423,0,0,0.0420075,0.0423974,0.0467182,0.0163659,0.0218035,0.0300869,0.0258735,0.0460884,0.0566461,0.0401237,0.0208078,0.0279417,0.0272064,0.0210756,0.0268594,0.0329434,0.0402346,0.0110051,0.013774,0,0.0237388,0.0486976,0.0379242,0,0,0.0281069,0,0,0.0228032,0.0529505,0.0332459,0.0209879,0.0288013,0.0287205,0.0459364,0.0498297,0.0797807,0.0835567,0.0576843,0.0675876,0.0504012,0.0418571,0.0616049,0.0112195,0.0389696,0.0048408,0.00960198,0.0584884,0,0,0,0,0,0.0497223
77,0,0,0,0,0,0,0.0183171,0,0,0,0.040448,0,0.0302009,0.0382422,0,0.0193905,0,0,0.0420084,0.0432459,0.0474951,0.0163852,0.0219802,0.0301355,0.0257215,0.0469113,0.0571854,0.0396699,0.021774,0.0283217,0.0273699,0.0220179,0.0274044,0.0348741,0.0403053,0.0110201,0.0137947,0,0.0240036,0.0489538,0.0378629,0,0,0.0280055,0,0,0.0228666,0.0532646,0.0331849,0.0214217,0.0289212,0.0289278,0.0459553,0.0494645,0.0795167,0.0834975,0.0576473,0.0672253,0.0502234,0.041648,0.061456,0.0111952,0.0388834,0.00480088,0.00937329,0.0583354,0,0,0,0,0,0.0495344
78,0,0,0,0,0,0,0.0183313,0,0,0,0.0397242,0,0.0305293,0.0379267,0,0.0192704,0,0,0.0419967,0.0442172,0.0478308,0.0163999,0.022028,0.0300299,0.0254859,0.0473448,0.0576295,0.0393131,0.0226736,0.028729,0.027527,0.0223464,0.0279115,0.0358142,0.0403637,0.0109915,0.0138094,0,0.0241431,0.0490771,0.0378557,0,0,0.0280007,0,0,0.0228759,0.053546,0.0331114,0.0218745,0.028998,0.0299243,0.0459623,0.0491021,0.0792112,0.0834171,0.057565,0.0668572,0.0500181,0.0414316,0.061311,0.0111043,0.0388216,0.0049132,0.00959744,0.0581099,0,0,0,0,0,0.0487989
79,0,0,0,0,0,0,0.0179507,0,0,0,0.0393617,0,0.0307558,0.0382738,0,0.0193395,0,0,0.0420466,0.0454046,0.048143,0.0167443,0.021629,0.0301483,0.0255048,0.0476053,0.0580518,0.0393186,0.0233419,0.0289688,0.0280899,0.0223444,0.0284784,0.0354259,0.0401405,0.0109442,0.0137749,0,0.024232,0.0488575,0.0383494,0,0,0.0240848,0,0,0.0137869,0.053859,0.0329972,0.0218667,0.0289958,0.0299832,0.0447746,0.0489808,0.0788844,0.0833982,0.0575261,0.0666064,0.0498624,0.041268,0.0610467,0.0106435,0.0402949,0.00337997,0,0.0577064,0,0,0,0,0,0.0479142
80,0,0,0,0,0,0,0.0182447,0,0,0,0.0395693,0,0.0306679,0.0383416,0,0.0190889,0,0,0.0419006,0.0465113,0.0480406,0.0168231,0.0211161,0.0294104,0.0249055,0.0472599,0.0578501,0.0390282,0.0241502,0.0294782,0.0289068,0.0225829,0.0291815,0.0334654,0.0406485,0.0110152,0.01373,0,0.0242375,0.0485627,0.0381735,0,0,0.0278362,0,0,0.0228979,0.0542976,0.0322015,0.0220612,0.0289024,0.0298155,0.0458229,0.048893,0.0786545,0.0833543,0.0575642,0.0666444,0.0498118,0.0414428,0.0609442,0.0107665,0.0387743,0.00502874,0.00999114,0.057787,0,0,0,0,0,0.0476954
81,0,0,0,0,0,0,0.0183453,0,0,0,0.040572,0,0.0306724,0.0379129,0,0.0189652,0,0,0.0418102,0.0476447,0.0474402,0.0171191,0.0202934,0.0288064,0.0244436,0.0467052,0.0575765,0.0388605,0.0248599,0.0300705,0.0293874,0.0228436,0.0298911,0.0302143,0.0408795,0.010999,0.0136639,0,0.0241992,0.0480678,0.0383542,0,0,0.0276925,0,0,0.0228981,0.0547018,0.031805,0.0220321,0.0288894,0.030223,0.0457964,0.0486111,0.0784782,0.0832192,0.0574259,0.0667496,0.0500024,0.0417475,0.0611755,0.0107763,0.0387999,0.00511604,0.00983737,0.0576274,0,0,0,0,0,0.0476429
82,0,0,0,0,0,0,0.0184633,0,0,0,0.0423852,0,0.0307922,0.0372501,0,0.0187945,0,0,0.0417162,0.0484733,0.0460091,0.0176719,0.0193212,0.0281289,0.0238638,0.0459094,0.0569963,0.0388946,0.0253573,0.030997,0.0301238,0.0233576,0.0309939,0.0259545,0.0412126,0.0109379,0.0136523,0,0.024289,0.0475553,0.038471,0,0,0.0273005,0,0,0.0231213,0.0551427,0.0316675,0.022029,0.0290699,0.0301286,0.0457853,0.0481286,0.0782409,0.0829153,0.05716,0.066775,0.0503014,0.0421858,0.0615691,0.011172,0.0388069,0.00493281,0.00946729,0.0573549,0,0,0,0,0,0.0479747
83,0,0,0,0,0,0,0.0186451,0,0,0,0.0453195,0,0.0306663,0.036599,0,0.0186002,0,0,0.0416965,0.0488829,0.0444022,0.0185461,0.0183532,0.0274789,0.0231259,0.0451851,0.0558213,0.0393224,0.0261887,0.0322685,0.0313006,0.0241343,0.0324228,0.0211508,0.0416322,0.0108873,0.0137234,0,0.024506,0.0469746,0.0385439,0,0,0.0268202,0,0,0.0235664,0.0555845,0.0318121,0.0220175,0.0295153,0.0294773,0.0456677,0.0477141,0.0778558,0.082439,0.0568345,0.066984,0.0506761,0.0426808,0.0617411,0.0119855,0.0388741,0.00455805,0.00901967,0.0571006,0,0,0,0,0,0.0486586
84,0,0,0,0,0,0,0.0186708,0,0,0,0.0486455,0,0.030087,0.036133,0,0.0185116,0,0,0.041845,0.0489533,0.043075,0.0198101,0.0174813,0.0273695,0.0225944,0.0445764,0.054622,0.0402774,0.0272081,0.0336299,0.0325635,0.0249558,0.0334956,0.0169882,0.041696,0.0108378,0.0137478,0,0.0247911,0.0462349,0.0390794,0,0,0.0223489,0,0,0.0122643,0.0558582,0.0322063,0.0218197,0.0300586,0.0292834,0.0440884,0.0474038,0.0774957,0.0818825,0.0564329,0.0673628,0.0510521,0.043049,0.0617671,0.0128294,0.0410578,0.00235896,0,0.0564842,0,0,0,0,0,0.0494319
85,0,0,0,0,0,0,0.0193205,0,0,0,0.0512442,0,0.0292764,0.0353751,0,0.0181517,0,0,0.041801,0.048222,0.0415393,0.0213436,0.0175992,0.0263298,0.0213392,0.0435624,0.0531405,0.0411801,0.0285734,0.0352987,0.0339665,0.0259888,0.0340277,0.0141519,0.042537,0.0109146,0.0137748,0,0.0251598,0.0456904,0.0387012,0,0,0.0264561,0,0,0.0232116,0.0563708,0.032234,0.0222058,0.0306003,0.0291315,0.0449488,0.0471061,0.0771066,0.0811447,0.0561123,0.0677617,0.0513351,0.0433478,0.0619956,0.0141777,0.0394781,0.00494199,0.00946051,0.0559915,0,0,0,0,0,0.0506467
86,0,0,0,0,0,0,0.0198443,0,0,0,0.049115,0,0.0293723,0.0350942,0,0.0180011,0,0,0.0418042,0.0460461,0.040751,0.0235865,0.0200513,0.0259027,0.0205196,0.0430878,0.0509929,0.0419276,0.0291579,0.0368768,0.0347284,0.0267463,0.0331843,0.0157934,0.0429947,0.010879,0.0137187,0,0.0254599,0.0450391,0.038644,0,0,0.0262383,0,0,0.0231885,0.0570008,0.0323993,0.0225501,0.031,0.0285791,0.0443372,0.046908,0.0768322,0.0807443,0.0559453,0.0680748,0.0514811,0.0435002,0.0620067,0.01549,0.0399239,0.00511269,0.00974915,0.0551825,0,0,0,0,0,0.0518695
87,0,0,0,0,0,0,0.020128,0,0,0,0.0485065,0,0.0296559,0.0344161,0,0.0178727,0,0,0.0418058,0.0444398,0.040165,0.0250966,0.0214405,0.0254856,0.0200636,0.0421665,0.0496398,0.0427227,0.0291327,0.037867,0.0354028,0.0270159,0.0328788,0.0153141,0.043201,0.0108129,0.0137398,0,0.0255079,0.0443608,0.0385628,0,0,0.0260084,0,0,0.023254,0.0575223,0.0327174,0.0228205,0.0312147,0.0279329,0.0439748,0.0468002,0.076676,0.0804995,0.055704,0.0683978,0.0516721,0.043701,0.0618335,0.0164682,0.0402257,0.00504608,0.00974934,0.0547046,0,0,0,0,0,0.0528073
88,0,0,0,0,0,0,0.0203514,0,0,0,0.0474166,0,0.0303144,0.0338508,0,0.0178013,0,0,0.0418649,0.0430886,0.0404304,0.0261306,0.0229096,0.0252916,0.0198147,0.0413167,0.0487216,0.0430721,0.0285358,0.038626,0.0359536,0.0271022,0.0327752,0.0157755,0.0433402,0.0108037,0.0137965,0,0.0254415,0.0438647,0.0384037,0,0,0.0256916,0,0,0.0233516,0.057966,0.0330155,0.0230852,0.0311761,0.0273039,0.0435911,0.046716,0.0766807,0.0803167,0.0554851,0.0686781,0.0517857,0.0437114,0.0616815,0.0170089,0.0404946,0.00495444,0.009556,0.0543955,0,0,0,0,0,0.0534619
89,0,0,0,0,0,0,0.0206102,0,0,0,0.0475287,0,0.0307557,0.0338742,0,0.0177596,0,0,0.0419189,0.0423859,0.0406951,0.0266372,0.0238252,0.0254039,0.0196369,0.0405529,0.0481065,0.0428617,0.0281547,0.0391857,0.0364664,0.0272416,0.0331655,0.0161197,0.0433946,0.0109158,0.0137653,0,0.0251432,0.0436759,0.0381356,0,0,0.0253919,0,0,0.0235068,0.0582056,0.0334729,0.0233625,0.0309106,0.0266846,0.0431287,0.0466109,0.0767807,0.0801716,0.0551975,0.0689192,0.0517345,0.0436298,0.0616099,0.0171247,0.0407647,0.00489159,0.00975802,0.0542215,0,0,0,0,0,0.0533626
90,0,0,0,0,0,0,0.0207522,0,0,0,0.0475896,0,0.0309774,0.0341427,0,0.0177099,0,0,0.0419743,0.041782,0.0409198,0.0268211,0.0246,0.0256454,0.0196019,0.0398052,0.0474088,0.0420838,0.0276836,0.0393453,0.036512,0.0273433,0.0334314,0.0170777,0.0433672,0.0109955,0.0137704,0,0.0247506,0.0437195,0.0378069,0,0,0.0251441,0,0,0.0236398,0.0584597,0.0339644,0.0237762,0.0305197,0.0261417,0.0427436,0.0464586,0.0769771,0.0801228,0.0549459,0.0690003,0.0513852,0.0433024,0.0614932,0.0173001,0.0409856,0.00486241,0.00988411,0.0541881,0,0,0,0,0,0.053467
91,0,0,0,0,0,0,0.0207799,0,0,0,0.04773,0,0.0304029,0.0342132,0,0.0176999,0,0,0.0420581,0.0413367,0.0402769,0.0267194,0.0248721,0.0259255,0.0196972,0.0396906,0.0470679,0.0410958,0.0270742,0.0389803,0.0361047,0.027387,0.0335015,0.0173301,0.0433122,0.0110223,0.0138195,0,0.0244345,0.0439312,0.037519,0,0,0.0249968,0,0,0.0237628,0.0587117,0.0344088,0.0244396,0.0301167,0.0257761,0.0423818,0.0462826,0.0771921,0.0802169,0.054775,0.0687574,0.0510937,0.0427538,0.0613165,0.0172825,0.041159,0.00483309,0.00993242,0.054185,0,0,0,0,0,0.0536256
92,0,0,0,0,0,0,0.0207065,0,0,0,0.047278,0,0.0298733,0.0341127,0,0.0177097,0,0,0.0421217,0.0409836,0.0388161,0.0265745,0.0246472,0.0261441,0.0197806,0.0403234,0.0472695,0.0401012,0.0263026,0.0382426,0.0352895,0.027498,0.0337119,0.0171473,0.0432684,0.0110444,0.013835,0,0.0241908,0.0442242,0.0373052,0,0,0.0249283,0,0,0.0238332,0.0589991,0.0347568,0.0252515,0.0296556,0.0256689,0.0419637,0.0461244,0.0774781,0.0803965,0.0547334,0.0683645,0.0508466,0.042195,0.0610758,0.0171401,0.0412772,0.00478652,0.00995561,0.0542121,0,0,0,0,0,0.0538601
93,0,0,0,0,0,0,0.0206293,0,0,0,0.0463178,0,0.0297878,0.0341775,0,0.0176825,0,0,0.0421517,0.0404971,0.0365217,0.0265662,0.0240593,0.0263526,0.019816,0.0413711,0.0478251,0.0389974,0.025395,0.0373766,0.0344996,0.0275956,0.0341537,0.0172476,0.0432387,0.0110373,0.0138721,0,0.0241224,0.0444876,0.0371352,0,0,0.0248403,0,0,0.0239071,0.0593569,0.0351926,0.0261871,0.0291328,0.0257632,0.041479,0.04605,0.0778074,0.0806026,0.0547048,0.0682559,0.050471,0.0416491,0.0605407,0.0169321,0.0414069,0.00478617,0.0099419,0.0543192,0,0,0,0,0,0.0539601
94,0,0,0,0,0,0,0.0205581,0,0,0,0.0444125,0,0.0286287,0.0343497,0,0.017799,0,0,0.0422989,0.0399307,0.0342925,0.0272699,0.0229702,0.0271051,0.0200293,0.0421046,0.0483351,0.0383993,0.0244768,0.0365438,0.0341592,0.0268925,0.0337839,0.0177113,0.0429623,0.0108976,0.0138462,0,0.0242536,0.0444916,0.0373959,0,0,0.0200187,0,0,0.0122832,0.0598205,0.0368764,0.0272232,0.0290981,0.0253752,0.0395041,0.0457667,0.0777986,0.0805888,0.0543889,0.0684799,0.0503261,0.0410634,0.0597841,0.0147976,0.0431694,0.00237807,0,0.054198,0,0,0,0,0,0.0533014
95,0,0,0,0,0,0,0.0207577,0,0,0,0.0415972,0,0.0273689,0.034517,0,0.017704,0,0,0.0423006,0.0392744,0.0309663,0.0279488,0.0229258,0.0269375,0.0195033,0.042003,0.0479211,0.0375732,0.0243777,0.0366801,0.0350333,0.0259194,0.0327698,0.0176576,0.0436724,0.0109635,0.0139245,0,0.0243205,0.0445682,0.0369045,0,0,0.0240678,0,0,0.0241991,0.0602527,0.0366582,0.0285313,0.0281557,0.0251424,0.0399143,0.0461501,0.0785771,0.0810381,0.0544509,0.0681417,0.0495435,0.0404618,0.0595626,0.016456,0.0420183,0.00459147,0.0102503,0.0544845,0,0,0,0,0,0.0536828
96,0,0,0,0,0,0,0.0207535,0,0,0,0.0392092,0,0.0270646,0.0346737,0,0.0177083,0,0,0.0423235,0.0392701,0.0291358,0.0286628,0.0229596,0.0272164,0.0191009,0.0408597,0.0473499,0.0375847,0.0250721,0.0368616,0.0361537,0.0246007,0.0312858,0.0176338,0.0442161,0.0109857,0.0138398,0,0.0247943,0.0442223,0.0369324,0,0,0.0235819,0,0,0.0243643,0.0607097,0.0375318,0.0294119,0.0277664,0.0242936,0.0391094,0.0462965,0.0788965,0.0812261,0.0542082,0.0679378,0.0492136,0.039921,0.0595341,0.0156977,0.0423447,0.00464352,0.0102056,0.0547061,0,0,0,0,0,0.0531255
97,0,0,0,0,0,0,0.020596,0,0,0,0.0371442,0,0.0277131,0.0349909,0,0.0177396,0,0,0.0423239,0.0396429,0.0279864,0.0289528,0.0229837,0.0273398,0.0185806,0.0393508,0.0465231,0.0381105,0.0263934,0.0367098,0.0369024,0.0233745,0.0300767,0.017893,0.0448003,0.0109988,0.0136855,0,0.0252558,0.0434628,0.0371129,0,0,0.0231817,0,0,0.0244444,0.061149,0.0387363,0.0300427,0.0277356,0.0234389,0.0385305,0.0464435,0.0792649,0.081282,0.0537287,0.0681754,0.0490173,0.039329,0.0597527,0.0151852,0.0426289,0.00465557,0.0102714,0.0551937,0,0,0,0,0,0.0527989
98,0,0,0,0,0,0,0.0202264,0,0,0,0.0358456,0,0.0278738,0.0351703,0,0.01774,0,0,0.0422963,0.0399977,0.0271485,0.0287938,0.0229383,0.0274265,0.0181531,0.0383231,0.0461241,0.0385671,0.0276393,0.0360072,0.0370417,0.0222961,0.029644,0.0177243,0.0452189,0.0110136,0.0135562,0,0.0256652,0.042511,0.0374416,0,0,0.0229209,0,0,0.0244344,0.06147,0.0403017,0.0305696,0.02799,0.0226445,0.0382461,0.046603,0.0796421,0.0815022,0.0531275,0.0679867,0.0490875,0.0387648,0.0599419,0.0149355,0.0427888,0.00466366,0.0101144,0.055834,0,0,0,0,0,0.0520544
99,0,0,0,0,0,0,0.0196475,0,0,0,0.0365792,0,0.0272509,0.0349051,0,0.0176997,0,0,0.0422382,0.0402125,0.0264342,0.0279853,0.0229044,0.0275238,0.017982,0.037908,0.0462891,0.0384439,0.0280514,0.0347834,0.0368478,0.0214074,0.030052,0.0162543,0.0454243,0.0109592,0.0135072,0,0.0261643,0.0417291,0.0378585,0,0,0.0228592,0,0,0.0244138,0.0613182,0.0424538,0.0309196,0.0284639,0.0219916,0.0383365,0.0468418,0.0802006,0.0817707,0.0525403,0.0680025,0.049381,0.0381988,0.060076,0.0151683,0.0427754,0.0045729,0.0100145,0.0566366,0,0,0,0,0,0.0507354
100,0,0,0,0,0,0,0.0189865,0,0,0,0.0365325,0,0.0271659,0.0342953,0,0.0177169,0,0,0.0421829,0.0395844,0.0275334,0.0270366,0.0233129,0.0275667,0.0181178,0.0379404,0.0460695,0.0374882,0.0272536,0.0337172,0.0361913,0.020849,0.030162,0.0168606,0.0453758,0.0109154,0.0134212,0,0.0269225,0.0411864,0.0382689,0,0,0.0230939,0,0,0.0243625,0.0609063,0.0447231,0.031145,0.028866,0.0218088,0.0387701,0.0473929,0.0809609,0.082305,0.0523653,0.0681976,0.0496761,0.0373646,0.0600286,0.0172533,0.0425392,0.00457163,0.00993597,0.0575683,0,0,0,0,0,0.0494119
101,0,0,0,0,0,0,0.0183331,0,0,0,0.0364337,0,0.0273757,0.0332996,0,0.0177904,0,0,0.0421798,0.0393137,0.0292045,0.0262844,0.0238203,0.0276424,0.0186476,0.0376299,0.0459993,0.036758,0.0265998,0.0327887,0.0354728,0.0202868,0.0299493,0.0181268,0.0450255,0.0108946,0.0133143,0,0.0279332,0.0406146,0.0385287,0,0,0.0235947,0,0,0.0243533,0.0603571,0.046593,0.0310683,0.0293405,0.0218755,0.0393086,0.0481758,0.0818187,0.0829787,0.0523227,0.0682948,0.0498501,0.03631,0.0599946,0.0215828,0.0420832,0.00457452,0.0100222,0.0585536,0,0,0,0,0,0.0482037
102,0,0,0,0,0,0,0.0177729,0,0,0,0.035719,0,0.0278437,0.0327255,0,0.0179506,0,0,0.0422807,0.0393531,0.0303317,0.0260562,0.0243219,0.0277162,0.0195651,0.0371085,0.0456313,0.0364978,0.0262214,0.0321671,0.0349977,0.0195393,0.029051,0.0198313,0.0443895,0.0109149,0.0132227,0,0.0286743,0.0397952,0.0385395,0,0,0.0241918,0,0,0.0242932,0.0599268,0.0473018,0.0304814,0.0298878,0.0220648,0.0398881,0.0491892,0.0827715,0.0837644,0.0523761,0.0682916,0.0497815,0.0352414,0.0604371,0.0265795,0.0414203,0.00459371,0.00996277,0.0593801,0,0,0,0,0,0.0468448
103,0,0,0,0,0,0,0.0173113,0,0,0,0.0348928,0,0.0281805,0.0322593,0,0.0181468,0,0,0.042438,0.0393092,0.0305419,0.0262423,0.0245929,0.027752,0.0207712,0.0365231,0.0450854,0.0366551,0.0259064,0.0317243,0.0346901,0.0187741,0.02799,0.0208467,0.0435029,0.0109198,0.0132603,0,0.0280381,0.0388518,0.038526,0,0,0.0249821,0,0,0.0242286,0.0597252,0.0465897,0.0294827,0.0305238,0.0224547,0.0404749,0.050367,0.0837077,0.0847016,0.0526407,0.0685005,0.0494624,0.0342447,0.0614884,0.0310484,0.0407042,0.00459793,0.00989064,0.0600397,0,0,0,0,0,0.0452923
104,0,0,0,0,0,0,0.0170005,0,0,0,0.0339378,0,0.0281143,0.0316015,0,0.0183736,0,0,0.0427049,0.0387831,0.0301122,0.0266701,0.0244964,0.0277629,0.0222403,0.0359248,0.0447805,0.037072,0.0255278,0.0314065,0.0342968,0.0183007,0.0271867,0.02129,0.0425008,0.0110023,0.013397,0,0.0257466,0.037949,0.0384811,0,0,0.0257539,0,0,0.0241831,0.0596449,0.0452545,0.028366,0.0312753,0.0230344,0.0409745,0.0515707,0.0845767,0.0857905,0.0531978,0.0688866,0.049293,0.0332298,0.0629673,0.0354412,0.0400684,0.00457144,0.00985554,0.0606824,0,0,0,0,0,0.0435967
105,0,0,0,0,0,0,0.0168631,0,0,0,0.0329809,0,0.0279475,0.0308274,0,0.0186394,0,0,0.0429227,0.0376819,0.0292049,0.0272283,0.0242792,0.0278215,0.0237524,0.0354064,0.0447147,0.0374414,0.0250902,0.031308,0.0339788,0.018213,0.0266202,0.0216158,0.0415587,0.0111213,0.0134276,0,0.0230314,0.0371423,0.0383729,0,0,0.0261198,0,0,0.0241234,0.0595758,0.0440029,0.0272417,0.0322723,0.0236115,0.0414487,0.0527587,0.085624,0.0870492,0.0539774,0.0690958,0.0493753,0.0327055,0.064143,0.0402925,0.0395823,0.00444511,0.00987997,0.0613872,0,0,0,0,0,0.0407142
106,0,0,0,0,0,0,0.0168017,0,0,0,0.0320985,0,0.0279035,0.0303495,0,0.0190159,0,0,0.0429626,0.0360809,0.0282616,0.0277168,0.0242586,0.0279959,0.0251356,0.0348795,0.0445916,0.0376874,0.0246532,0.031425,0.0339117,0.0183405,0.0262595,0.022423,0.0407991,0.0111845,0.0133033,0,0.0204164,0.0364069,0.0382019,0,0,0.0261942,0,0,0.0241096,0.0595334,0.0429644,0.0262279,0.0333711,0.0241242,0.0417536,0.0538546,0.0868653,0.0882416,0.0547818,0.069053,0.0494226,0.0326611,0.0646692,0.0468176,0.0393351,0.00430707,0.00995908,0.0621892,0,0,0,0,0,0.0368642
107,0,0,0,0,0,0,0.0167675,0,0,0,0.0310636,0,0.0278324,0.0307564,0,0.0194568,0,0,0.0429082,0.0343832,0.0278775,0.0280249,0.0244991,0.0283237,0.0263528,0.0341076,0.0442953,0.0377101,0.0242677,0.0316392,0.0340124,0.0183959,0.0261187,0.0237959,0.0402163,0.0111089,0.0134232,0,0.0180436,0.0356395,0.0379593,0,0,0.0262286,0,0,0.0240783,0.0595556,0.0429143,0.0253106,0.0340311,0.0245954,0.0419336,0.0549193,0.087913,0.0890919,0.0554351,0.0688488,0.0493241,0.0328137,0.0648365,0.0564583,0.0393228,0.00424979,0.0100534,0.0630689,0,0,0,0,0,0.0346442
108,0,0,0,0,0,0,0.0167452,0,0,0,0.0298624,0,0.0278256,0.0318189,0,0.0199547,0,0,0.0428171,0.032987,0.028027,0.028104,0.024983,0.0289216,0.0274113,0.0333461,0.0440203,0.0375857,0.0241043,0.0317278,0.0343056,0.0182127,0.0261576,0.0257036,0.0398094,0.0110459,0.0134272,0,0.0168231,0.0350742,0.0377108,0,0,0.0263586,0,0,0.0241055,0.0596944,0.0454312,0.0244847,0.034232,0.0251085,0.0420494,0.0559501,0.0886462,0.0895638,0.0557128,0.0684349,0.0489121,0.0328238,0.0647439,0.0663279,0.0394854,0.00415628,0.010169,0.0641897,0,0,0,0,0,0.0348687
109,0,0,0,0,0,0,0.0167408,0,0,0,0.0284632,0,0.0281218,0.0323775,0,0.0204955,0,0,0.0428511,0.0318857,0.0284948,0.0280296,0.0253802,0.0296216,0.0281658,0.0325129,0.0437175,0.0376116,0.0244927,0.0317028,0.0346718,0.017791,0.0259505,0.0278402,0.0396534,0.0110366,0.0133555,0,0.0176731,0.0346592,0.0375321,0,0,0.0264263,0,0,0.0241581,0.0598845,0.0494915,0.0236338,0.0346674,0.0256403,0.0420739,0.0567298,0.0891645,0.089815,0.055678,0.0674661,0.0479317,0.0319781,0.0641372,0.0715926,0.0396955,0.00404656,0.010317,0.0655112,0,0,0,0,0,0.0352141
110,0,0,0,0,0,0,0.016455,0,0,0,0.0272185,0,0.0285263,0.0328198,0,0.0210221,0,0,0.0431628,0.0312579,0.0291456,0.0279686,0.0254003,0.0306449,0.028593,0.0317215,0.0435791,0.037684,0.0249474,0.0315862,0.0348581,0.0172267,0.0256442,0.0296883,0.0393196,0.0111051,0.0131987,0,0.0187907,0.0342735,0.0376494,0,0,0.0223207,0,0,0.0129865,0.0598935,0.0531744,0.0221761,0.0354645,0.0259674,0.0405643,0.0572632,0.0894496,0.0900061,0.0556482,0.0665893,0.0471664,0.0311045,0.0636977,0.0746869,0.0413674,0.00292473,0,0.0662126,0,0,0,0,0,0.0356332
111,0,0,0,0,0,0,0.016472,0,0,0,0.026422,0,0.0288531,0.033578,0,0.021171,0,0,0.0433501,0.030677,0.0295926,0.0277698,0.0253814,0.0307754,0.028609,0.0310697,0.0432893,0.0377368,0.0255194,0.0314918,0.0351072,0.0168933,0.0255132,0.0308178,0.0393279,0.0111851,0.0131088,0,0.0190617,0.0338047,0.0375788,0,0,0.0217037,0,0,0.0115857,0.0598858,0.0561665,0.0209822,0.0361473,0.0262372,0.0401926,0.0575857,0.0899652,0.0903446,0.0555152,0.0664399,0.0467929,0.0308256,0.0640298,0.0780116,0.0417994,0.00171127,0,0.0667676,0,0,0,0,0,0.0361312
112,0,0,0,0,0,0,0.0164049,0,0,0,0.0262435,0,0.0290824,0.034295,0,0.021163,0,0,0.0434233,0.0302078,0.0298277,0.027696,0.0252256,0.0303444,0.0284525,0.0308238,0.0429664,0.0377533,0.0256023,0.0314008,0.0350777,0.0168547,0.0254728,0.0309614,0.0393765,0.0111884,0.0130616,0,0.0192808,0.033407,0.0375635,0,0,0.0214375,0,0,0.0115124,0.059907,0.058474,0.0196904,0.0368883,0.0266044,0.0399351,0.057834,0.0902601,0.090577,0.05549,0.0669492,0.0471139,0.0313575,0.0651498,0.0808838,0.0416835,0.00163821,0,0.0669973,0,0,0,0,0,0.0370653
113,0,0,0,0,0,0,0.0163811,0,0,0,0.0266374,0,0.0291814,0.0350251,0,0.0210714,0,0,0.0433259,0.0297432,0.0300187,0.0276668,0.0250501,0.030041,0.0282147,0.0305315,0.0427557,0.0377969,0.0254723,0.0316803,0.0347708,0.0170528,0.0254563,0.0301368,0.0394037,0.0112194,0.0128812,0,0.0196305,0.0329466,0.0375702,0,0,0.021192,0,0,0.0113877,0.0598603,0.060088,0.0184612,0.0375053,0.0271258,0.039733,0.0579133,0.0903852,0.0907315,0.0555653,0.0678184,0.0478134,0.0323933,0.0666133,0.0828671,0.0416682,0.00153756,0,0.0669903,0,0,0,0,0,0.0377162
114,0,0,0,0,0,0,0.0163393,0,0,0,0.0273355,0,0.0292432,0.0356397,0,0.0210094,0,0,0.0431201,0.0291904,0.0302545,0.0276617,0.0249119,0.0298969,0.0279949,0.0301923,0.0426805,0.0379497,0.0252735,0.0318075,0.0345265,0.0172898,0.0254656,0.0286796,0.0393451,0.0112158,0.0126467,0,0.0199836,0.0324785,0.0375582,0,0,0.0210559,0,0,0.0112191,0.0597299,0.0612125,0.0172494,0.0380075,0.0277313,0.039645,0.0579992,0.090361,0.0908864,0.0556523,0.0687785,0.0484943,0.033425,0.0678579,0.0840024,0.0414778,0.00149221,0,0.0667406,0,0,0,0,0,0.0379414
