Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,x73
146,0,0,0,0,0,0,0.0232771,0.0385927,0,0,0,0.0290271,0,0.0315504,0.0376284,0,0,0.01851,0,0,0.0368475,0.0290656,0.0370316,0.0283042,0.0254769,0.0262681,0.0369599,0.0339286,0.0418373,0.03543,0.0233827,0.0330642,0.0335416,0.0198184,0.0264859,0.0275672,0.0363447,0.0203408,0,0.0352626,0,0.0217879,0.0319493,0.0379525,0,0,0.0265292,0,0,0.0249966,0.0624547,0.051756,0.0204554,0.0362149,0.0277012,0.0396651,0.0581177,0.0892753,0.0900626,0.05796,0.0683324,0.0480298,0.0330722,0.0661985,0.0629047,0.0361834,0.00612012,0.011477,0.0709315,0,0,0,0,0
147,0,0,0,0,0,0,0.0235425,0.038436,0,0,0,0.0299041,0,0.0315843,0.0385839,0,0,0.0185333,0,0,0.0367544,0.0289867,0.037452,0.0283988,0.0253478,0.0262128,0.0368093,0.0337242,0.0415782,0.0354658,0.0234053,0.0330685,0.0333553,0.0200318,0.0267607,0.0257482,0.0361453,0.0202402,0,0.0356853,0,0.0220662,0.0313455,0.0378413,0,0,0.0225108,0,0,0.0163501,0.0623579,0.0512126,0.0195055,0.0368613,0.0279907,0.0387438,0.0580508,0.0890725,0.0903178,0.0581027,0.0686137,0.0483868,0.0337594,0.0666059,0.0591072,0.0365015,0.0060485,0,0.070765,0,0,0,0,0
148,0,0,0,0,0,0,0.0231981,0.0387027,0,0,0,0.0309016,0,0.0314939,0.0395276,0,0,0.018408,0,0,0.0365346,0.0286993,0.0376203,0.0284741,0.0253086,0.0261518,0.0368301,0.0333692,0.0412143,0.0357169,0.023456,0.0331745,0.0332141,0.0201963,0.0269657,0.0237953,0.0361082,0.0202129,0,0.0365276,0,0.0220851,0.0304776,0.0376024,0,0,0.0260685,0,0,0.0248866,0.0622153,0.0509295,0.0186385,0.0372414,0.028181,0.0395262,0.0579432,0.0889469,0.0907482,0.0582854,0.0687214,0.0484455,0.0341693,0.0665634,0.0555684,0.0357968,0.00636427,0.0111278,0.070333,0,0,0,0,0
149,0,0,0,0,0,0,0.0230345,0.0387968,0,0,0,0.0319424,0,0.0314073,0.0400206,0,0,0.018436,0,0,0.0364472,0.0281745,0.0375106,0.0286162,0.0252016,0.026224,0.0368758,0.0329617,0.0408052,0.0362255,0.0234793,0.0332647,0.0331989,0.0202506,0.0270415,0.0220055,0.0357402,0.0202313,0,0.0375213,0,0.0220248,0.0296775,0.0373414,0,0,0.0260711,0,0,0.0248773,0.0620922,0.0506334,0.017718,0.0371223,0.0282895,0.0396158,0.0580114,0.0890107,0.0906459,0.058409,0.0687872,0.0483626,0.0342227,0.0660633,0.0526155,0.0356029,0.00691306,0.0121534,0.0700276,0,0,0,0,0
150,0,0,0,0,0,0,0.0228968,0.0389092,0,0,0,0.0314301,0,0.032107,0,0,0,0.0183811,0,0,0.0364063,0.0246527,0.039185,0.0318446,0.0240301,0.0251079,0.0368171,0.0317677,0.0417544,0.0380509,0.0213359,0.0319985,0.0315432,0.0192382,0.0261722,0.0228143,0.0353766,0.0202989,0,0.0378291,0,0.0219548,0.0281837,0.0372252,0,0,0.0257009,0,0,0.0249713,0.0647563,0.0496408,0.0170116,0.0354642,0.0297256,0.040548,0.0584602,0.0891741,0.0914574,0.0595089,0.0683032,0.0476832,0.033861,0.065044,0.0485688,0.0349448,0.00634929,0.00864312,0.0695892,0,0,0,0,0
151,0,0,0,0,0,0,0.0229458,0.0389366,0,0,0,0.0321971,0,0.0320606,0,0,0,0.0184686,0,0,0.0364665,0.0240277,0.0390779,0.032256,0.0239176,0.0250595,0.0369064,0.0314986,0.0415583,0.0382215,0.0212657,0.0319847,0.031344,0.0193427,0.0262849,0.0215005,0.0349663,0.0203832,0,0.0380653,0,0.022414,0.0280068,0.0370489,0,0,0.0225454,0,0,0.0159319,0.064617,0.0496352,0.0161264,0.0351156,0.0300018,0.0399409,0.0585741,0.0893583,0.0916927,0.0589515,0.0681838,0.0474245,0.0337684,0.0649264,0.0465314,0.0354346,0.00626579,0,0.0695246,0,0,0,0,0
152,0,0,0,0,0,0,0.0229172,0.0390941,0,0,0,0.0345355,0,0.0313321,0.0401684,0,0,0.0183795,0,0,0.0364167,0.0261171,0.0371757,0.0292576,0.0248629,0.0261195,0.0372216,0.0319163,0.0399242,0.0371802,0.0231413,0.0332896,0.0326247,0.0204944,0.0273007,0.0180161,0.0349395,0.0205463,0,0.0387285,0,0.0231191,0.0292265,0.0366538,0,0,0.0219926,0,0,0.0159163,0.0617198,0.0504211,0.0152982,0.0358473,0.0295087,0.03934,0.0583362,0.0894824,0.0908137,0.0575686,0.0684936,0.0476957,0.034106,0.0655582,0.0462943,0.0357573,0.00663863,0,0.0697686,0,0,0,0,0
153,0,0,0,0,0,0,0.0228722,0.0392699,0,0,0,0.0355117,0,0.0312247,0.0400274,0,0,0.0183136,0,0,0.0363971,0.0256928,0.0369021,0.0291834,0.024767,0.0260824,0.0373342,0.0316605,0.0397101,0.0374206,0.0229472,0.0332347,0.032454,0.0204977,0.0273177,0.0170018,0.0349709,0.0205756,0,0.0395156,0,0.023535,0.0298048,0.0365273,0,0,0.021965,0,0,0.0159653,0.0615549,0.050544,0.0145919,0.0354733,0.0300536,0.0394552,0.0583448,0.0896426,0.0909018,0.0578249,0.0683841,0.0478478,0.0344036,0.0655272,0.044991,0.0358144,0.00664109,0,0.0695562,0,0,0,0,0
154,0,0,0,0,0,0,0.0246533,0.0384423,0,0,0,0.0363108,0,0.0310606,0.0406543,0,0,0.017467,0,0,0.0359619,0.0250048,0.0362599,0.0290905,0.0248873,0.0253995,0.0379769,0.0311535,0.039247,0.0375228,0.0229643,0.0333566,0.0325548,0.020619,0.0273618,0.0161088,0.0363031,0.0205975,0,0.0400452,0,0.0237303,0.0305959,0.0354052,0,0,0.0278566,0,0,0.0379665,0.0616479,0.0507067,0.0147546,0.0349784,0.0306371,0.0418474,0.0581738,0.0896418,0.0908615,0.0577614,0.0688444,0.0480727,0.0347554,0.0657409,0.0448973,0.0339224,0.0223935,0.0717656,0.0700772,0,0,0,0,0
155,0,0,0,0,0,0,0.0230778,0.0394967,0,0,0,0.0368743,0,0.0311246,0.0412528,0,0,0.0181309,0,0,0.0364474,0.0247708,0.0366336,0.0294243,0.0247015,0.0257388,0.0374197,0.0307682,0.0392779,0.0377903,0.0226307,0.033164,0.0322023,0.0205906,0.0273903,0.0155145,0.0353399,0.0206358,0,0.0399404,0,0.0237589,0.0314921,0.0366509,0,0,0.0221185,0,0,0.0160925,0.061253,0.0509936,0.0134933,0.0344454,0.0310711,0.0396184,0.0583065,0.08987,0.09116,0.0577683,0.069271,0.048558,0.0351029,0.0660682,0.0461364,0.0360033,0.0063992,0,0.0690708,0,0,0,0,0
156,0,0,0,0,0,0,0.0231693,0.0396364,0,0,0,0.0375622,0,0.0309945,0.0418237,0,0,0.0178351,0,0,0.0363482,0.0243135,0.0370029,0.0295634,0.0248204,0.0255098,0.0374546,0.0303116,0.0390915,0.0378651,0.0225483,0.0332441,0.032065,0.0208052,0.0276029,0.0148229,0.0359528,0.0205778,0,0.0400016,0,0.0237409,0.0320427,0.036746,0,0,0.0247001,0,0,0.0253792,0.0611304,0.0510785,0.0131544,0.0339007,0.0313183,0.0404372,0.0581852,0.0897767,0.0909281,0.0576587,0.0698818,0.0492108,0.03583,0.0663533,0.0467775,0.0353641,0.00542444,0.00725711,0.0687257,0,0,0,0,0
157,0,0,0,0,0,0,0.0229551,0.0397293,0,0,0,0.0384388,0,0.0310069,0.0426542,0,0,0.017792,0,0,0.0363215,0.0239689,0.0373174,0.0296658,0.0249152,0.0254204,0.0373121,0.0300797,0.0389398,0.0379234,0.022453,0.0332812,0.0318611,0.0209678,0.0278353,0.0142162,0.0362443,0.020456,0,0.0404667,0,0.023697,0.0324985,0.037096,0,0,0.0263053,0,0,0.0247019,0.0608982,0.0510576,0.012607,0.0330416,0.0313881,0.040257,0.0582665,0.0899558,0.0900252,0.057531,0.0707998,0.0498955,0.03703,0.0668171,0.0467057,0.0360302,0.00720203,0.0135516,0.0682086,0,0,0,0,0
158,0,0,0,0,0,0,0.022983,0.0396286,0,0,0,0.0394924,0,0.0310642,0.0432538,0,0,0.0176704,0,0,0.0361779,0.0236949,0.0374567,0.0297076,0.0250139,0.0253103,0.0372208,0.0297261,0.0387895,0.0379322,0.0223937,0.0332838,0.0316264,0.0211159,0.0280878,0.0134915,0.0366775,0.0203157,0,0.0409401,0,0.0235337,0.0327964,0.0372984,0,0,0.0261928,0,0,0.0247145,0.0607655,0.0509733,0.0122177,0.0321735,0.0314956,0.040065,0.0584108,0.0901819,0.0896129,0.0574441,0.0718693,0.0507363,0.0376077,0.0675666,0.0461272,0.0361425,0.00680397,0.0117274,0.0678105,0,0,0,0,0
159,0,0,0,0,0,0,0.0233927,0.039561,0,0,0,0.0405629,0,0.0311216,0.0435627,0,0,0.0176658,0,0,0.035978,0.0235187,0.0374701,0.0297548,0.0251809,0.025187,0.0371833,0.0294005,0.0386339,0.0380115,0.0224001,0.0332159,0.0313626,0.0212323,0.028173,0.0128495,0.0372481,0.0201241,0,0.04115,0,0.0234449,0.0329416,0.0375261,0,0,0.0258021,0,0,0.0247713,0.0606518,0.0507798,0.0119794,0.0311657,0.0317395,0.0399019,0.0586094,0.0905549,0.0895463,0.0574555,0.0728592,0.0516418,0.038072,0.068266,0.0453001,0.0361557,0.00637609,0.0102491,0.0674723,0,0,0,0,0
160,0,0,0,0,0,0,0.0240586,0.0393158,0,0,0,0.0390835,0,0.0319012,0,0,0,0.0180729,0,0,0.0360274,0.0207154,0.0398928,0.034634,0.0242925,0.0235113,0.0373551,0.0289978,0.0403199,0.0390856,0.0200615,0.0316779,0.0295119,0.0204249,0.0271907,0.0142389,0.0376466,0.0199146,0,0.0419991,0,0.0231541,0.0327905,0.0378462,0,0,0.0226913,0,0,0.0162113,0.0634512,0.0498156,0.0124377,0.0291268,0.032133,0.0400485,0.0592593,0.0905597,0.090309,0.0592565,0.0728596,0.0515597,0.0383776,0.0682226,0.0418827,0.0361517,0.00600172,0,0.0667547,0,0,0,0,0
161,0,0,0,0,0,0,0.023815,0.0395923,0,0,0,0.0422935,0,0.0313278,0.0444052,0,0,0.0177128,0,0,0.0358156,0.0234466,0.0378026,0.0297849,0.0254455,0.0249999,0.037071,0.0286112,0.0381269,0.038016,0.0226158,0.0331072,0.0310529,0.0213641,0.0281361,0.0122661,0.0383214,0.0198882,0,0.0423486,0,0.0230208,0.0331492,0.0376233,0,0,0.0254255,0,0,0.0246409,0.0605441,0.0503241,0.0117097,0.0291991,0.032018,0.039563,0.0593209,0.090881,0.0893864,0.0578598,0.0737043,0.0528552,0.0395859,0.0690099,0.0433223,0.0364447,0.006404,0.0106179,0.0668669,0,0,0,0,0
162,0,0,0,0,0,0,0.0238186,0.039738,0,0,0,0.0431397,0,0.031466,0.0446844,0,0,0.0175741,0,0,0.0358009,0.0234388,0.0379267,0.0298459,0.0256146,0.0249101,0.0368622,0.0281486,0.0378763,0.0380943,0.0227207,0.0330432,0.0308882,0.0213875,0.0281725,0.0121435,0.0382422,0.0198919,0,0.0419936,0,0.0230277,0.0334969,0.0375197,0,0,0.0254325,0,0,0.0245812,0.0606031,0.0498511,0.0116143,0.0280594,0.0320793,0.03939,0.059712,0.0911698,0.0892729,0.0580457,0.0737604,0.0533668,0.0401344,0.0683574,0.0423965,0.0365822,0.00664592,0.0107202,0.066568,0,0,0,0,0
163,0,0,0,0,0,0,0.0240057,0.0398241,0,0,0,0.0436347,0,0.031534,0.0452385,0,0,0.0175166,0,0,0.0357579,0.023471,0.0380848,0.0298825,0.0258314,0.0248367,0.036651,0.02781,0.0375819,0.0381182,0.022829,0.0330009,0.030764,0.0214266,0.0281545,0.0124546,0.0384868,0.0198298,0,0.0422561,0,0.0230722,0.0338898,0.0375189,0,0,0.0255326,0,0,0.0246568,0.0607654,0.0491647,0.0114783,0.026854,0.0320475,0.0393082,0.0601508,0.0915285,0.0891279,0.058128,0.0736783,0.0533932,0.040086,0.0677813,0.0411076,0.0366783,0.00671266,0.010822,0.0662867,0,0,0,0,0
164,0,0,0,0,0,0,0.0240267,0.039963,0,0,0,0.0436017,0,0.0316655,0.0457654,0,0,0.017319,0,0,0.0356977,0.0235264,0.038314,0.0298816,0.0259963,0.0248898,0.0364989,0.0274519,0.0372862,0.038154,0.0229523,0.0329724,0.0306228,0.0214826,0.028133,0.0129516,0.0382247,0.0198491,0,0.0426282,0,0.0229686,0.0342395,0.0373568,0,0,0.0256213,0,0,0.0246936,0.0608539,0.0483933,0.0113547,0.0256578,0.0320092,0.0393694,0.0605275,0.0918283,0.089043,0.0583359,0.0735519,0.053141,0.0400653,0.0676262,0.0394421,0.0366525,0.00677585,0.0110049,0.0659867,0,0,0,0,0
165,0,0,0,0,0,0,0.0237442,0.0399892,0,0,0,0.0435477,0,0.0317556,0.0459394,0,0,0.0171838,0,0,0.0356737,0.0236292,0.0383901,0.0298649,0.0260965,0.0251004,0.0364505,0.0271327,0.0370272,0.038231,0.0230841,0.0329295,0.0305274,0.0215308,0.0280758,0.0131088,0.0380536,0.0198774,0,0.0431162,0,0.0228855,0.0345507,0.0372692,0,0,0.0256764,0,0,0.0246874,0.0606048,0.0472977,0.0111951,0.0248782,0.0318793,0.039461,0.0607572,0.0920886,0.088957,0.0586451,0.0729331,0.0527804,0.0403865,0.0672911,0.0371245,0.0365288,0.00680411,0.0112454,0.0657609,0,0,0,0,0
166,0,0,0,0,0,0,0.0238029,0.0400386,0,0,0,0.0413216,0,0.0324186,0,0,0,0.0173964,0,0,0.0357869,0.0208548,0.0407738,0.0353702,0.0250756,0.0239147,0.0368747,0.0269158,0.0389262,0.0392472,0.0207775,0.0313713,0.0287359,0.0206451,0.0271411,0.0137799,0.0377345,0.0199208,0,0.0438739,0,0.0231076,0.035426,0.037344,0,0,0.0260639,0,0,0.0245831,0.0631752,0.0457303,0.0116075,0.0235698,0.0315628,0.0404515,0.0611023,0.0920593,0.0895882,0.0606628,0.0715618,0.0516146,0.0398812,0.0657301,0.0312118,0.0358761,0.00679522,0.0109456,0.0649462,0,0,0,0,0
167,0,0,0,0,0,0,0.0236398,0.0401401,0,0,0,0.0436998,0,0.0319657,0.0456337,0,0,0.0170967,0,0,0.0357018,0.02382,0.0388592,0.0298681,0.0265344,0.0255901,0.0363703,0.0266635,0.0365216,0.0381747,0.0232924,0.0329526,0.0302392,0.0213838,0.0277158,0.0132421,0.0380014,0.0199809,0,0.0432317,0,0.0222079,0.035481,0.0373608,0,0,0.0256341,0,0,0.0247054,0.0603134,0.0446187,0.0106878,0.0240337,0.0314156,0.0393976,0.060878,0.0924607,0.0888347,0.0591983,0.0723901,0.0523624,0.0406393,0.065844,0.0310232,0.0362823,0.00689223,0.010617,0.0652198,0,0,0,0,0
168,0,0,0,0,0,0,0.023952,0.040288,0,0,0,0.0444519,0,0.0319852,0.045458,0,0,0.0170879,0,0,0.0357378,0.0240157,0.0390597,0.0297184,0.0266446,0.0257826,0.0363227,0.0264897,0.0362497,0.0380787,0.0237212,0.0329749,0.0301863,0.021365,0.0276622,0.0136339,0.0381734,0.0199166,0,0.0439121,0,0.0217313,0.036073,0.0374565,0,0,0.0255952,0,0,0.024629,0.0601902,0.0431402,0.0105725,0.0237037,0.0311694,0.0391621,0.0611473,0.0925054,0.0888321,0.0596335,0.0724058,0.0523086,0.0412601,0.0648284,0.0273832,0.0362265,0.00672404,0.0106284,0.0645332,0,0,0,0,0
169,0,0,0,0,0,0,0.0240973,0.0402502,0,0,0,0.0446956,0,0.0321558,0.0448971,0,0,0.0172919,0,0,0.0358137,0.024338,0.0388761,0.0295631,0.0266995,0.0259219,0.0363754,0.0263377,0.0360125,0.0381091,0.0239785,0.032925,0.0301313,0.0211908,0.027654,0.0137369,0.0381745,0.0198906,0,0.045257,0,0.0216688,0.0364691,0.0373929,0,0,0.0224782,0,0,0.0159713,0.0599969,0.0415006,0.0105519,0.0236808,0.030909,0.0384221,0.0612747,0.0923608,0.088949,0.0603018,0.0724065,0.0523347,0.0418867,0.06487,0.0229733,0.0365405,0.00603688,0,0.0641534,0,0,0,0,0
170,0,0,0,0,0,0,0.0236018,0.0403826,0,0,0,0.0447704,0,0.0321786,0.0441475,0,0,0.0172063,0,0,0.0357754,0.0247869,0.0385625,0.0294495,0.0267558,0.0260964,0.0364396,0.0261777,0.0356844,0.0381548,0.0242593,0.032975,0.0301278,0.0211465,0.0277788,0.0139188,0.0377453,0.01994,0,0.0471444,0,0.0218866,0.0366717,0.0371283,0,0,0.0226598,0,0,0.0160433,0.0596939,0.0398527,0.0106996,0.0239408,0.0303935,0.038459,0.0613334,0.0918474,0.0891266,0.0612743,0.0723399,0.0525497,0.0424133,0.0652872,0.0183857,0.036358,0.00635702,0,0.0640165,0,0,0,0,0
171,0,0,0,0,0,0,0.023744,0.0404741,0,0,0,0.0448886,0,0.0321921,0.043547,0,0,0.0171005,0,0,0.0357183,0.0253161,0.0382645,0.0293476,0.0269173,0.0261641,0.036489,0.0260797,0.0352393,0.0380484,0.0246408,0.0331882,0.0301739,0.0211481,0.0280115,0.0141344,0.0375021,0.0199651,0,0.049393,0,0.0222938,0.0370463,0.0371029,0,0,0.0226641,0,0,0.0161293,0.0593447,0.0385625,0.0108364,0.0245981,0.0297392,0.0383083,0.0615059,0.0908952,0.0893796,0.0627352,0.0723464,0.0529161,0.0432188,0.0657568,0.0144583,0.0364427,0.00634062,0,0.0639626,0,0,0,0,0
172,0,0,0,0,0,0,0.0240823,0.0408343,0,0,0,0.0452849,0,0.0323323,0.0427407,0,0,0.0169306,0,0,0.0356441,0.0258836,0.0380104,0.0291838,0.0272097,0.0261574,0.0365951,0.0260289,0.0346576,0.0377406,0.0250669,0.0335203,0.0303676,0.0211901,0.0283745,0.0143123,0.0376701,0.0199959,0,0.0516041,0,0.0228705,0.0376656,0.0370776,0,0,0.0260988,0,0,0.0250316,0.0590566,0.0376595,0.0111177,0.0258132,0.029008,0.0386924,0.0617695,0.0899177,0.0895913,0.0645104,0.0719761,0.0534726,0.0442279,0.0663177,0.011194,0.0363196,0.00653158,0.0117261,0.0639909,0,0,0,0,0
173,0,0,0,0,0,0,0.0246537,0.0409445,0,0,0,0.0460836,0,0.0325969,0.0417412,0,0,0.016821,0,0,0.035661,0.0265793,0.0377422,0.0289638,0.0275945,0.0263244,0.0366442,0.0260437,0.0340381,0.0373968,0.025561,0.0338009,0.0306993,0.0213912,0.0284836,0.0144707,0.037829,0.0199866,0,0.0534005,0,0.0236385,0.0381469,0.0370349,0,0,0.0258404,0,0,0.0251447,0.0587897,0.0370931,0.0116555,0.0276925,0.0282819,0.038362,0.0621028,0.0887883,0.0898579,0.0665538,0.0713956,0.0540469,0.045138,0.0668399,0.00890049,0.0364252,0.00649802,0.011666,0.0642209,0,0,0,0,0
174,0,0,0,0,0,0,0.0251412,0.0410735,0,0,0,0.0473141,0,0.032879,0.040757,0,0,0.0166581,0,0,0.0356272,0.0274231,0.0377106,0.0287843,0.0280172,0.0265135,0.036655,0.026187,0.0334256,0.0371042,0.0261378,0.0340112,0.0310678,0.0217041,0.0285688,0.0147171,0.038084,0.0199497,0,0.0541174,0,0.0242934,0.0383935,0.0368353,0,0,0.0199031,0,0,0,0.0586226,0.037107,0.0121604,0.0299301,0.0273526,0.0376221,0.0625885,0.087294,0.0899239,0.0687326,0.0710237,0.0545098,0.0458652,0.0670995,0.0082986,0.0368165,0.00471021,0.0120885,0.0642124,0,0,0,0,0
175,0,0,0,0,0,0,0.0251166,0.041391,0,0,0,0.0483301,0,0.0330168,0.0403244,0,0,0.0166937,0,0,0.0356922,0.0282586,0.037865,0.0288076,0.0286079,0.02622,0.0368013,0.0264786,0.0327773,0.0366884,0.0267677,0.0342089,0.0312903,0.022208,0.0286557,0.0149677,0.0380976,0.019944,0,0.054213,0,0.0246791,0.038865,0.0366376,0,0,0.0199425,0,0,0,0.0587066,0.0380526,0.0130553,0.0320761,0.0259401,0.0373227,0.0631718,0.0857655,0.089845,0.0710312,0.0712301,0.0547527,0.0462068,0.0670885,0.00938551,0.0371745,0.00503726,0.0123776,0.0639052,0,0,0,0,0
