Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,x73
68,0,0,0,0,0,0,0.0280546,0.0369619,0,0,0,0.0406945,0,0.0305355,0.0383548,0,0,0.020136,0,0,0.0440837,0.0310166,0.0349562,0.0268877,0.024913,0.0249191,0.0374994,0.0231022,0.0331806,0.0399224,0.0285615,0.0331309,0.0327927,0.0172804,0.0263133,0.0168979,0.0380083,0.0125804,0.0114826,0.0463857,0,0.0244744,0.0383513,0.0381813,0,0,0.0254239,0,0,0.0254375,0.05829,0.0357398,0.0134686,0.0293521,0.024448,0.0367831,0.0604722,0.0844011,0.0892274,0.069665,0.0705554,0.0524697,0.0453308,0.0672312,0.0102559,0.0371127,0.00643459,0.01153,0.0653296,0,0,0,0.0424831,0
69,0,0,0,0,0,0,0.0281297,0.0369873,0,0,0,0.0411877,0,0.0304215,0.0385805,0,0,0.0199316,0,0,0.0440779,0.031235,0.0349944,0.0270714,0.0249926,0.0246593,0.0367963,0.0230589,0.033001,0.039787,0.028648,0.0330062,0.0326414,0.0171984,0.0262816,0.01725,0.0381697,0.012422,0.0115715,0.0468761,0,0.024463,0.0381425,0.0383462,0,0,0.025445,0,0,0.0255529,0.0580196,0.036031,0.0135972,0.0294777,0.0240629,0.0368946,0.0598393,0.0840488,0.0887762,0.0688147,0.0705372,0.0525444,0.0453757,0.0668436,0.0101085,0.0370893,0.00639687,0.0115942,0.0649136,0,0,0,0.0426878,0
70,0,0,0,0,0,0,0.0282089,0.0370052,0,0,0,0.0415594,0,0.0303165,0.039263,0,0,0.0197752,0,0,0.0441629,0.0312668,0.0352178,0.0273459,0.0249688,0.024425,0.0360776,0.0228666,0.0329125,0.0398047,0.0286148,0.0327854,0.0323379,0.016998,0.0261427,0.0178466,0.0383507,0.0122619,0.0116628,0.0472166,0,0.0237875,0.0377043,0.0384516,0,0,0.0254304,0,0,0.0256147,0.05771,0.0364711,0.0135067,0.0288061,0.0239799,0.0371415,0.059549,0.0843225,0.0881943,0.0674696,0.0706293,0.0524804,0.0453368,0.0673786,0.0103492,0.0369519,0.00635323,0.0116505,0.0644199,0,0,0,0.042937,0
71,0,0,0,0,0,0,0.0282505,0.0371061,0,0,0,0.0410265,0,0.0309498,0.0400733,0,0,0.019598,0,0,0.0442918,0.0312193,0.0351451,0.0276337,0.0245293,0.0242844,0.0353334,0.02234,0.0328185,0.0402283,0.0289181,0.0322044,0.0314411,0.0170778,0.0264277,0.020334,0.0385176,0.0121976,0.0116809,0.0479589,0,0.0225402,0.0372553,0.0385215,0,0,0.0254523,0,0,0.0255506,0.0574047,0.0363612,0.013276,0.0276437,0.0240749,0.0374334,0.0599335,0.0853327,0.0878446,0.0661629,0.0710299,0.0522063,0.0453689,0.0684072,0.0108503,0.0367584,0.00637469,0.01176,0.0639302,0,0,0,0.0431724,0
72,0,0,0,0,0,0,0.0287168,0.0371233,0,0,0,0.0389409,0,0.0278278,0.0410077,0,0,0.0192433,0,0,0.0443163,0.0313466,0.0352871,0.02887,0.0249667,0.0236544,0.0344704,0.0227734,0.0319781,0.0398407,0.0297606,0.0330193,0.0317431,0.0187154,0.0278642,0.01953,0.0387925,0.0121365,0.0117094,0.0465134,0,0.0201924,0.0365042,0.0387964,0,0,0.0255225,0,0,0.0254654,0.0570358,0.0345333,0.0134468,0.0273382,0.023565,0.0373165,0.061219,0.0868069,0.0875349,0.0651704,0.0719119,0.0525427,0.0457632,0.0692872,0.0157001,0.0368756,0.00646254,0.0116158,0.0633163,0,0,0,0.0432671,0
73,0,0,0,0,0,0,0.0294071,0.0372453,0,0,0,0.0393835,0,0.0271904,0.041644,0,0,0.0187355,0,0,0.0440824,0.0315698,0.0352302,0.0298118,0.0247177,0.0230059,0.0334599,0.0230204,0.0321214,0.0396507,0.0299341,0.032724,0.0315245,0.0188878,0.0280345,0.0206153,0.039361,0.0120744,0.0117005,0.0449641,0,0.0206142,0.0366663,0.0390643,0,0,0.0254174,0,0,0.025378,0.0564595,0.0324482,0.0139881,0.027197,0.0230715,0.0368692,0.0621926,0.0882326,0.0873122,0.0642255,0.0717395,0.0518498,0.0447825,0.0689118,0.0176915,0.0372551,0.00643677,0.0116235,0.0628447,0,0,0,0.0433566,0
74,0,0,0,0,0,0,0.029957,0.0375242,0,0,0,0.039814,0,0.0264768,0.0416347,0,0,0.0182703,0,0,0.043734,0.0321664,0.0350741,0.0302617,0.0247068,0.0222,0.0323846,0.0234418,0.0321965,0.0392636,0.0298231,0.0325446,0.0313926,0.0189857,0.0279631,0.0219399,0.0400375,0.0119857,0.0115691,0.0412975,0,0.0225195,0.0373564,0.0392424,0,0,0.0250712,0,0,0.0253079,0.0560168,0.0302811,0.0149874,0.0285642,0.0224852,0.0363072,0.0615131,0.0876861,0.0863098,0.0629806,0.0710466,0.0520064,0.0437427,0.0675074,0.0173499,0.0377695,0.00638057,0.0116262,0.0624884,0,0,0,0.0436171,0
75,0,0,0,0,0,0,0.0301594,0.0377226,0,0,0,0.0405798,0,0.0256248,0.0412491,0,0,0.0178782,0,0,0.0434578,0.0329662,0.0350836,0.0300655,0.0249417,0.0215444,0.0315493,0.0239213,0.0323386,0.0388968,0.0295343,0.0324436,0.0313456,0.0190572,0.0277039,0.0235356,0.0405668,0.0118944,0.0115329,0.0371808,0,0.0225659,0.0385192,0.0393518,0,0,0.024679,0,0,0.025254,0.0557005,0.028213,0.0161564,0.0303978,0.022007,0.0358695,0.0598533,0.0853891,0.0851443,0.0627235,0.0697882,0.0521934,0.0429903,0.0659139,0.0150758,0.0381409,0.00637247,0.01161,0.0623473,0,0,0,0.0440868,0
76,0,0,0,0,0,0,0.0301491,0.0378546,0,0,0,0.0413926,0,0.024819,0.040689,0,0,0.0176121,0,0,0.0433601,0.0335097,0.0353797,0.0294053,0.0252884,0.0211676,0.0309961,0.024334,0.0326531,0.0384476,0.0289397,0.0322703,0.0311979,0.0190252,0.0271194,0.0255473,0.040801,0.0118493,0.0115509,0.0351652,0,0.02097,0.0393355,0.0394665,0,0,0.024483,0,0,0.025244,0.055485,0.0262589,0.0171274,0.0309431,0.0216655,0.0356588,0.0585804,0.0832365,0.084634,0.0640358,0.06901,0.0517258,0.0425081,0.065366,0.0143623,0.0382809,0.00640452,0.011585,0.0624115,0,0,0,0.0447455,0
77,0,0,0,0,0,0,0.0299848,0.0380781,0,0,0,0.0418318,0,0.0240573,0.0406197,0,0,0.017475,0,0,0.0435054,0.0334349,0.035956,0.028677,0.0255658,0.0209389,0.0306231,0.024577,0.033375,0.0380805,0.0279019,0.0318813,0.0308839,0.0188081,0.0260277,0.0276868,0.040738,0.0118127,0.0117946,0.0341383,0,0.0203509,0.0395863,0.0395844,0,0,0.0245009,0,0,0.0253426,0.0553402,0.0248799,0.0174555,0.0299044,0.0216677,0.0358014,0.0580273,0.0827138,0.0845294,0.0646026,0.0692509,0.0511316,0.0424008,0.0656716,0.01506,0.0381695,0.00632851,0.0116432,0.0625993,0,0,0,0.0451478,0
78,0,0,0,0,0,0,0.0295652,0.0383415,0,0,0,0.0413881,0,0.0234861,0.0409268,0,0,0.0175761,0,0,0.0438486,0.0330269,0.0367004,0.0280585,0.025793,0.0210071,0.0305371,0.024674,0.0344066,0.0380058,0.0264767,0.0314764,0.030889,0.0183093,0.0244786,0.0300277,0.040497,0.0119489,0.0118994,0.0334884,0,0.020382,0.0394296,0.039564,0,0,0.0246768,0,0,0.0254513,0.055228,0.0246222,0.0170067,0.0285493,0.0222446,0.0362129,0.057929,0.0835971,0.0844074,0.0630806,0.0699628,0.0507017,0.0426151,0.0660338,0.0160818,0.037948,0.00632281,0.011566,0.0630297,0,0,0,0.0448877,0
79,0,0,0,0,0,0,0.0286942,0.0387077,0,0,0,0.0425702,0,0.0264561,0.0411504,0,0,0.0176594,0,0,0.04429,0.0327883,0.0358529,0.0265771,0.0246293,0.0219703,0.0309086,0.0237617,0.0362106,0.0393924,0.0249736,0.0295183,0.0290341,0.0167292,0.0225827,0.0372682,0.0401317,0.0120579,0.0120692,0.0338698,0,0.0208196,0.0396065,0.0392637,0,0,0.0248577,0,0,0.025511,0.0549205,0.0252797,0.0158626,0.027994,0.0235663,0.0368786,0.057232,0.0842538,0.0837061,0.0609105,0.0705512,0.0504172,0.0423603,0.0662971,0.0155795,0.0375204,0.00628734,0.0116612,0.0639868,0,0,0,0.0447176,0
80,0,0,0,0,0,0,0.0283308,0.0386874,0,0,0,0.0428183,0,0.0240486,0.0412902,0,0,0.0177894,0,0,0.0443767,0.032597,0.0381089,0.0261261,0.0254755,0.0220906,0.0312596,0.0249672,0.0377837,0.0392852,0.0228847,0.0304963,0.0313551,0.0152963,0.0191075,0.0353576,0.0397747,0.0120814,0.0121575,0.0342334,0,0.0207716,0.0390381,0.0392101,0,0,0.0249202,0,0,0.0254316,0.0543451,0.0257028,0.0157626,0.0280407,0.0239939,0.0372444,0.0570864,0.084823,0.082961,0.0597382,0.070434,0.0504054,0.0417268,0.0656641,0.0147419,0.0372851,0.00630829,0.011606,0.0645807,0,0,0,0.0442363,0
81,0,0,0,0,0,0,0.0278692,0.0386098,0,0,0,0.0421477,0,0.0227599,0.0410168,0,0,0.0179572,0,0,0.0443082,0.0325902,0.0383577,0.0256607,0.0246707,0.022261,0.0318289,0.0253667,0.0391354,0.0400385,0.021929,0.0303783,0.0317675,0.015168,0.0177997,0.0372437,0.0392639,0.0121062,0.0121786,0.0341368,0,0.0208641,0.0385726,0.0390991,0,0,0.025124,0,0,0.0253168,0.053914,0.0261509,0.0157831,0.0283722,0.0241968,0.0377707,0.0565847,0.0846578,0.0825314,0.0588073,0.0700169,0.0505077,0.0410197,0.0636853,0.0140944,0.036852,0.00632787,0.0115777,0.0651302,0,0,0,0.0435247,0
82,0,0,0,0,0,0,0.0274852,0.0385741,0,0,0,0.0413718,0,0.0214179,0.0406768,0,0,0.0182505,0,0,0.0441802,0.0328088,0.0381071,0.0250434,0.0236031,0.0225874,0.0325006,0.0258791,0.0405902,0.0410441,0.0209888,0.0302911,0.0318531,0.0151412,0.016894,0.0375171,0.0387563,0.012138,0.0121329,0.0336564,0,0.0209244,0.0384383,0.0389447,0,0,0.0254587,0,0,0.0252256,0.0537305,0.0265342,0.0157424,0.0286243,0.024336,0.0383274,0.0561324,0.084404,0.0825323,0.0581751,0.0697238,0.0504721,0.0405215,0.0622716,0.0139471,0.0364424,0.00634937,0.0115919,0.0656022,0,0,0,0.042557,0
83,0,0,0,0,0,0,0.0270083,0.0380463,0,0,0,0.0396728,0,0.0204428,0.0402506,0,0,0.0187541,0,0,0.0442107,0.0332438,0.0375665,0.0242631,0.0225155,0.0230025,0.0334381,0.0264729,0.0421264,0.0422334,0.0204206,0.0303392,0.0317075,0.0151291,0.0165614,0.0367217,0.0381388,0.0122128,0.0121111,0.0329069,0,0.020705,0.0385102,0.0387044,0,0,0.0260497,0,0,0.0252566,0.0536994,0.0265822,0.0158658,0.0286939,0.0243792,0.0391575,0.055776,0.0842859,0.0827608,0.0578841,0.0693212,0.0503491,0.0402127,0.0616923,0.014295,0.0359176,0.00636547,0.0116497,0.066101,0,0,0,0.0415156,0
84,0,0,0,0,0,0,0.0266558,0.0376262,0,0,0,0.0376644,0,0.0198191,0.0395688,0,0,0.0192673,0,0,0.0443584,0.0337268,0.0368661,0.0234094,0.0215155,0.0234375,0.0342675,0.0270341,0.0436509,0.0434975,0.0200367,0.0304418,0.0314618,0.0150129,0.0167083,0.0368174,0.0377015,0.0123433,0.0120974,0.0319692,0,0.0204993,0.0387064,0.0385176,0,0,0.0266094,0,0,0.0253968,0.0536347,0.0263959,0.0159413,0.0284997,0.0245707,0.0399041,0.055512,0.0842558,0.0829724,0.0579114,0.0691845,0.0503402,0.040033,0.0616289,0.0153474,0.0354789,0.00635797,0.0117487,0.0665893,0,0,0,0.0409877,0
85,0,0,0,0,0,0,0.0263918,0.0373721,0,0,0,0.0354743,0,0.0196102,0.0389308,0,0,0.0196585,0,0,0.0444682,0.0341312,0.0364123,0.0225927,0.0206199,0.0238754,0.0349525,0.0275537,0.0449507,0.0445855,0.0197451,0.0305307,0.0313452,0.0150869,0.0169194,0.0385434,0.0375871,0.0124509,0.0120744,0.0311047,0,0.0201362,0.0391058,0.038446,0,0,0.0269373,0,0,0.0255155,0.0533062,0.0259111,0.015904,0.0280103,0.0250323,0.0404604,0.0553687,0.0843397,0.083071,0.0580605,0.069296,0.0504854,0.0400367,0.0619612,0.0169071,0.0352095,0.00632561,0.0119065,0.067062,0,0,0,0.0406694,0
86,0,0,0,0,0,0,0.026185,0.0371562,0,0,0,0.0334864,0,0.0201973,0.0383037,0,0,0.0197986,0,0,0.0444347,0.0344153,0.0369983,0.0218123,0.0201179,0.0242306,0.0354434,0.028225,0.0460005,0.0451903,0.0193639,0.0309694,0.0315722,0.0155138,0.0171898,0.0410858,0.037735,0.0124008,0.0121359,0.0302338,0,0.0198939,0.0397759,0.0384942,0,0,0.0270246,0,0,0.0255074,0.0530406,0.0253685,0.0158204,0.0274655,0.0257547,0.0408164,0.0551182,0.0845536,0.0832646,0.0579895,0.0693577,0.0506621,0.0402179,0.0623113,0.0187774,0.0351042,0.00618899,0.0121406,0.0675311,0,0,0,0.0402815,0
87,0,0,0,0,0,0,0.026076,0.0369979,0,0,0,0.0320415,0,0.0222604,0.0375633,0,0,0.019961,0,0,0.0443427,0.034544,0.0400465,0.0211735,0.0201991,0.0244139,0.0356372,0.0291905,0.0467381,0.0451581,0.0188017,0.0319307,0.03224,0.0164086,0.017719,0.0454735,0.0380793,0.0122347,0.0121915,0.0293493,0,0.0198471,0.0405128,0.0387095,0,0,0.0269893,0,0,0.0254298,0.0527607,0.0250316,0.0157526,0.0270236,0.0265624,0.0410116,0.0546504,0.0847096,0.0832766,0.0577302,0.0691945,0.0507755,0.0402682,0.0622961,0.0201148,0.0351422,0.00601114,0.0122142,0.0679692,0,0,0,0.0398519,0
88,0,0,0,0,0,0,0.0226317,0.041236,0,0,0,0.0320808,0,0.0251126,0.0370516,0,0,0.019719,0,0,0.0440694,0.0344444,0.0437349,0.0214391,0.0204275,0.0237031,0.0344199,0.0303174,0.0474847,0.045056,0.0179153,0.0327788,0.0328904,0.017158,0.0181746,0.052506,0.0392314,0.0118936,0.0119726,0.0282187,0,0.0195566,0.0415299,0.037992,0,0,0.0258953,0,0,0.0252295,0.0524157,0.0254341,0.0164937,0.0265549,0.0267388,0.0405267,0.0544669,0.0847689,0.0835316,0.0578335,0.0685443,0.0503489,0.0399642,0.0618,0.0218819,0.0367972,0.00555275,0.0120712,0.0670965,0,0,0,0,0
89,0,0,0,0,0,0,0.0226465,0.0412569,0,0,0,0.0326573,0,0.0263737,0.0361839,0,0,0.0197922,0,0,0.0441267,0.0344722,0.045783,0.0213156,0.0204472,0.0235512,0.0342776,0.0309503,0.0479433,0.0452266,0.0174776,0.0328592,0.0329867,0.0172675,0.0182343,0.0583167,0.0395374,0.0118848,0.0115611,0.0272512,0,0.0193953,0.0420566,0.0383483,0,0,0.0260379,0,0,0.0251172,0.052174,0.0260031,0.0164773,0.026405,0.027169,0.0405331,0.0541082,0.0844839,0.0833738,0.0577828,0.068131,0.050163,0.0398821,0.0615711,0.0232995,0.0369081,0.00559753,0.0119581,0.0672798,0,0,0,0,0
90,0,0,0,0,0,0,0.0230766,0.0406731,0,0,0,0.0329616,0,0.0265438,0.0355841,0,0,0.0171638,0,0,0.0358002,0.0346154,0.0461887,0.0211765,0.0201466,0.0236017,0.0322794,0.0314295,0.04843,0.0454734,0.0171236,0.0325264,0.0326979,0.0173528,0.018384,0.0608145,0.0404089,0.019586,0,0.0268459,0,0.0195623,0.0425251,0.0386684,0,0,0.0264693,0,0,0.0250872,0.0520505,0.0267941,0.0163107,0.0261323,0.027434,0.0405351,0.054043,0.0840582,0.0832486,0.0575773,0.0681189,0.0501104,0.0398301,0.0616169,0.0235666,0.0368194,0.00564826,0.0119447,0.0674628,0,0,0,0,0
91,0,0,0,0,0,0,0.0228558,0.0410736,0,0,0,0.0330074,0,0.0266494,0.0352297,0,0,0.0195844,0,0,0.0441917,0.0348392,0.0460421,0.0210913,0.0198846,0.0237216,0.0337624,0.0318904,0.0488488,0.0455809,0.0167891,0.0325032,0.0324931,0.0181801,0.0193271,0.061532,0.0397917,0.0118426,0.0114482,0.0269664,0,0.0198091,0.0428571,0.0388168,0,0,0.0261782,0,0,0.0250868,0.0521052,0.0276726,0.0162853,0.0258077,0.0277437,0.040248,0.0539666,0.0837485,0.0833508,0.0576646,0.0680621,0.0500957,0.0397856,0.0614947,0.0232807,0.0373575,0.00566181,0.0119661,0.0673903,0,0,0,0,0
92,0,0,0,0,0,0,0.0232027,0.0405381,0,0,0,0.0329189,0,0.0264853,0.0349518,0,0,0.0168093,0,0,0.0358267,0.0353097,0.0457263,0.0211612,0.019587,0.0239784,0.0317398,0.0323074,0.0492604,0.0457191,0.0165923,0.0328005,0.0324321,0.0195169,0.0208391,0.060936,0.0403908,0.0194516,0,0.0273128,0,0.0200751,0.0429873,0.0389388,0,0,0.0263925,0,0,0.0250789,0.0522995,0.0284561,0.0160833,0.0259717,0.0278907,0.0402787,0.05395,0.0839286,0.0834154,0.0578045,0.0680194,0.0501694,0.0399357,0.06174,0.0227877,0.0370758,0.00571171,0.0119718,0.0673819,0,0,0,0,0
93,0,0,0,0,0,0,0.0231175,0.0404692,0,0,0,0.0327432,0,0.0262071,0.0348106,0,0,0.0163651,0,0,0.035642,0.0357729,0.0451585,0.0211799,0.0193589,0.0241215,0.0314791,0.0325939,0.0495697,0.0459924,0.0165842,0.0332098,0.0324561,0.0209009,0.0224476,0.0593992,0.0402521,0.0196173,0,0.0278039,0,0.0204967,0.043037,0.0389418,0,0,0.0263026,0,0,0.0250567,0.0525171,0.0290976,0.0159882,0.0259461,0.027892,0.0402976,0.0540448,0.0840767,0.0832471,0.0578334,0.067997,0.0502917,0.040046,0.0621442,0.0221431,0.0370225,0.00581767,0.0118965,0.0672071,0,0,0,0,0
94,0,0,0,0,0,0,0.0229582,0.0405118,0,0,0,0.0323303,0,0.0259773,0.0346711,0,0,0.0160881,0,0,0.0353966,0.0361597,0.0446055,0.0210845,0.0191601,0.0241791,0.0312338,0.0327485,0.0497793,0.0463085,0.0166984,0.0335415,0.03246,0.0219246,0.0236633,0.0572883,0.0400677,0.0195624,0,0.0283767,0,0.0209336,0.0430137,0.0388756,0,0,0.0262006,0,0,0.0250256,0.0527534,0.0294781,0.0159213,0.0258962,0.0278318,0.0403849,0.0540181,0.0838703,0.0831637,0.057787,0.0678475,0.0504943,0.0400361,0.0621301,0.021183,0.0368684,0.00597678,0.0117542,0.0670308,0,0,0,0,0
95,0,0,0,0,0,0,0.0228007,0.040654,0,0,0,0.0319415,0,0.0259551,0.0344184,0,0,0.0159171,0,0,0.035155,0.0364323,0.0440136,0.0209241,0.0189606,0.0241719,0.0310418,0.032869,0.0499389,0.0465561,0.0167861,0.0336347,0.0323873,0.0224135,0.024127,0.0549172,0.0398465,0.0195255,0,0.0290195,0,0.0208804,0.0430231,0.0388042,0,0,0.0260746,0,0,0.0249271,0.0529858,0.0294589,0.0159642,0.0259481,0.0278858,0.0405526,0.0538554,0.0834224,0.0832781,0.0577704,0.0677423,0.0506374,0.0397632,0.0621818,0.0200294,0.0365559,0.00615338,0.0116848,0.0669065,0,0,0,0,0
96,0,0,0,0,0,0,0.022638,0.0407977,0,0,0,0.0317244,0,0.0261966,0.0341366,0,0,0.0157823,0,0,0.0350743,0.0366467,0.0433156,0.0207254,0.0187484,0.0242002,0.0309327,0.0331322,0.05007,0.0465455,0.0167547,0.0334308,0.0321688,0.022182,0.023848,0.0526667,0.0395555,0.019583,0,0.0296651,0,0.0208268,0.0432572,0.0387752,0,0,0.0260502,0,0,0.024911,0.0531686,0.0292184,0.0160989,0.0262628,0.0279752,0.0407755,0.0536475,0.0828556,0.0837483,0.0578426,0.0676471,0.0506721,0.0397227,0.0624825,0.0186436,0.0362536,0.00631607,0.0116458,0.0667575,0,0,0,0,0
97,0,0,0,0,0,0,0.0224624,0.0408519,0,0,0,0.031273,0,0.026489,0.0341084,0,0,0.0156623,0,0,0.0351503,0.0366823,0.0428321,0.0204044,0.0186014,0.0243452,0.0308172,0.0336426,0.0501826,0.0464152,0.0166101,0.0329995,0.0317381,0.0215284,0.0231157,0.0506005,0.0392683,0.0196972,0,0.0303964,0,0.020887,0.0435327,0.0387718,0,0,0.02616,0,0,0.0250045,0.0532902,0.0291204,0.0162712,0.0263489,0.0279661,0.0410017,0.0533708,0.0824055,0.0837163,0.0580055,0.0675154,0.0507393,0.0398239,0.0628194,0.0168462,0.0359351,0.00643486,0.0116445,0.0665785,0,0,0,0,0
98,0,0,0,0,0,0,0.0222698,0.040733,0,0,0,0.0308104,0,0.0268621,0.0343063,0,0,0.0156383,0,0,0.0352308,0.0366227,0.0425312,0.0199715,0.0185844,0.0245746,0.0307116,0.0343282,0.0503914,0.0459407,0.0163729,0.0324318,0.0311969,0.0207641,0.0222633,0.0488288,0.0392023,0.0197537,0,0.0308604,0,0.0209741,0.0438108,0.0387885,0,0,0.0262908,0,0,0.025093,0.0534056,0.0295818,0.0163943,0.0263188,0.0279678,0.0412083,0.0531233,0.0820623,0.0836136,0.0582229,0.0674215,0.0509066,0.0400974,0.0628803,0.015627,0.0356808,0.00650405,0.0116404,0.0664207,0,0,0,0,0
99,0,0,0,0,0,0,0.0221321,0.0406182,0,0,0,0.0303391,0,0.0272881,0.0346481,0,0,0.0156175,0,0,0.0352507,0.0365648,0.0426267,0.0195744,0.0187136,0.0248078,0.0306931,0.035129,0.0506845,0.0453279,0.0161263,0.0318127,0.0306415,0.0200653,0.0216443,0.0473967,0.0391976,0.0197443,0,0.0311524,0,0.0212673,0.0442334,0.0388587,0,0,0.0263464,0,0,0.0251063,0.0535626,0.02994,0.016573,0.026289,0.0280591,0.0414198,0.0528792,0.0817896,0.0837374,0.0582631,0.0672922,0.0509639,0.0407521,0.0622791,0.0152558,0.0354683,0.00653507,0.0115972,0.0663027,0,0,0,0,0
100,0,0,0,0,0,0,0.0221519,0.0404657,0,0,0,0.0300858,0,0.0277774,0.0349825,0,0,0.0156607,0,0,0.0351872,0.0366193,0.0430616,0.0192086,0.0189814,0.0250297,0.0306977,0.0360171,0.0510225,0.0446937,0.0159111,0.031286,0.0301691,0.0195893,0.0214319,0.0464294,0.0394071,0.0196592,0,0.0314783,0,0.0215633,0.044547,0.0389763,0,0,0.0262877,0,0,0.0250304,0.0536921,0.0300004,0.0168883,0.0263747,0.0282676,0.0415954,0.0527741,0.0816031,0.083867,0.0581671,0.0671665,0.0508435,0.040728,0.0622639,0.0149203,0.035378,0.00655101,0.0115366,0.0661982,0,0,0,0,0
101,0,0,0,0,0,0,0.0222618,0.0402779,0,0,0,0.0301875,0,0.0282603,0.0352092,0,0,0.0156466,0,0,0.0350436,0.0368047,0.0437886,0.0188701,0.0193307,0.025288,0.0306209,0.0369554,0.0513564,0.0440708,0.015678,0.0308948,0.0298379,0.0193802,0.0215321,0.0460741,0.0397469,0.019513,0,0.0319635,0,0.0220182,0.0446026,0.039134,0,0,0.0261391,0,0,0.0249763,0.0536868,0.0300968,0.0172997,0.0264795,0.0284952,0.0417282,0.0527918,0.0815164,0.0838566,0.058222,0.0669476,0.0508118,0.0408492,0.0622939,0.0145749,0.0353887,0.00657246,0.0114772,0.0660746,0,0,0,0,0
102,0,0,0,0,0,0,0.0223983,0.0401058,0,0,0,0.0306161,0,0.0287894,0.0355359,0,0,0.015555,0,0,0.0348788,0.03712,0.0447249,0.0185817,0.0197131,0.0255868,0.0304376,0.0380153,0.0517439,0.0434631,0.015665,0.0306446,0.0296743,0.0192798,0.02177,0.0465004,0.0400971,0.0193539,0,0.0325286,0,0.0226127,0.0451331,0.0392669,0,0,0.0259736,0,0,0.0249371,0.0536609,0.0299745,0.0176647,0.0265613,0.0286894,0.0417817,0.052678,0.0812576,0.0837912,0.0587834,0.0666836,0.0509773,0.0411367,0.0621251,0.0140005,0.0354851,0.00658216,0.0114599,0.0659349,0,0,0,0,0
103,0,0,0,0,0,0,0.0225839,0.0400003,0,0,0,0.0308945,0,0.0293096,0.0359067,0,0,0.0155414,0,0,0.0347954,0.0374688,0.0457184,0.01834,0.0201147,0.0258801,0.0302325,0.039158,0.0522876,0.0428582,0.015944,0.0303652,0.0295899,0.0194583,0.0221057,0.0473486,0.0404271,0.0192506,0,0.0331371,0,0.0230804,0.0459044,0.0393021,0,0,0.0258863,0,0,0.0248517,0.0537749,0.0296506,0.0180458,0.026743,0.0288824,0.0417689,0.052397,0.0809298,0.0838315,0.0591483,0.0664025,0.0509128,0.0412372,0.0618667,0.0132568,0.0357589,0.00652576,0.0114107,0.0657943,0,0,0,0,0
104,0,0,0,0,0,0,0.0227883,0.0399239,0,0,0,0.0308624,0,0.0296977,0.036114,0,0,0.0155773,0,0,0.0347856,0.0378119,0.0465737,0.01821,0.0205063,0.0261536,0.0300316,0.0402564,0.0529351,0.0423404,0.0164992,0.0301076,0.0294316,0.0198304,0.0224332,0.048582,0.0406498,0.0191937,0,0.033853,0,0.023383,0.0466561,0.0392613,0,0,0.0258348,0,0,0.024773,0.0540043,0.0294458,0.0184876,0.0270259,0.0290722,0.0417177,0.0520282,0.0805275,0.0840154,0.0592611,0.0661778,0.0507776,0.041228,0.0617002,0.012432,0.0361267,0.00642934,0.0113635,0.0656594,0,0,0,0,0
105,0,0,0,0,0,0,0.0229727,0.039877,0,0,0,0.0309478,0,0.0300785,0.0364454,0,0,0.0156515,0,0,0.0348132,0.0381333,0.0473384,0.0180611,0.0209464,0.0264109,0.0298758,0.0413435,0.0535692,0.041837,0.0171168,0.0299967,0.0293402,0.0200354,0.0228688,0.0498566,0.040769,0.019157,0,0.0342796,0,0.0235538,0.0472425,0.0391853,0,0,0.0257847,0,0,0.0247457,0.0543007,0.0295862,0.0189126,0.0273433,0.0292481,0.0416459,0.0516313,0.0801584,0.0841035,0.0594005,0.0658952,0.0507029,0.0411598,0.0620988,0.0117305,0.0363883,0.00635687,0.0113453,0.0655183,0,0,0,0,0
106,0,0,0,0,0,0,0.0231484,0.039851,0,0,0,0.0310765,0,0.0304439,0.0368609,0,0,0.0157875,0,0,0.0348941,0.038534,0.0483741,0.0179087,0.0214105,0.0266411,0.0297785,0.042428,0.0541566,0.0413253,0.0178508,0.0300652,0.0293806,0.0203011,0.0235794,0.0510675,0.0408155,0.019149,0,0.0344562,0,0.0237059,0.0477621,0.0390683,0,0,0.0257049,0,0,0.0247331,0.0545042,0.0298902,0.0193285,0.0275732,0.0294249,0.041519,0.0514558,0.0800353,0.084101,0.0593815,0.0656303,0.050632,0.0411223,0.0624381,0.0110735,0.0364884,0.00632994,0.0113138,0.0653233,0,0,0,0,0
