Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73
163,0,0,0,0,0,0,0.019278,0,0,0,0.0328163,0,0.0288712,0.0457615,0,0,0.0198143,0,0,0.0409471,0.0183371,0.0368499,0.0259759,0.0257851,0.0347653,0.0244369,0.0232267,0.0369286,0.0390045,0.0233629,0.0343274,0.0322329,0.0220277,0.0297187,0.0211615,0.040552,0.010032,0.0120232,0.0371897,0,0.0209623,0.0295269,0.0388838,0,0,0.0230034,0,0,0.0168241,0.0665185,0.0483286,0.017303,0.0212884,0.0463364,0.0362068,0.0655448,0.0845654,0.0920583,0.147729,0.0747861,0.054052,0.0417363,0.0677318,0.0461598,0.0452392,0.00460341,0,0.0612385,0,0,0,0
164,0,0,0,0,0,0,0.0192802,0,0,0,0.0332689,0,0.0288531,0.0458568,0,0,0.0198231,0,0,0.0409449,0.0186532,0.0369978,0.0257233,0.0257858,0.0346238,0.0243184,0.0228634,0.036752,0.0391776,0.0235254,0.03438,0.0321968,0.0220696,0.0298944,0.0206828,0.0409715,0.0100056,0.0120584,0.0373372,0,0.0207665,0.0298838,0.0388902,0,0,0.0228435,0,0,0.0167809,0.0666176,0.0465438,0.0172153,0.020504,0.0463395,0.0359696,0.0660614,0.0836821,0.0922352,0.148067,0.0745602,0.0537715,0.0420325,0.0672329,0.0409261,0.0451894,0.00465828,0,0.0611329,0,0,0,0
165,0,0,0,0,0,0,0.0192824,0,0,0,0.0337306,0,0.02893,0.0457206,0,0,0.019592,0,0,0.0409719,0.0191011,0.0370936,0.0254143,0.0258351,0.034538,0.0242912,0.0224252,0.036409,0.039254,0.0237997,0.0345028,0.0322142,0.0221667,0.0301225,0.0199651,0.0405477,0.0100611,0.0121683,0.0385994,0,0.0208796,0.030058,0.0387869,0,0,0.0227446,0,0,0.0166996,0.0667036,0.0445019,0.0169552,0.0199876,0.0461422,0.0356882,0.0664018,0.0831454,0.0922901,0.148202,0.0743546,0.0532313,0.0422659,0.0664502,0.0339934,0.0451499,0.00466696,0,0.061059,0,0,0,0
166,0,0,0,0,0,0,0.019345,0,0,0,0.0345109,0,0.029,0.0454093,0,0,0.0194371,0,0,0.0409879,0.0196856,0.037093,0.0250519,0.0259781,0.0345026,0.0242721,0.0219588,0.0359263,0.039274,0.024176,0.0346828,0.0322711,0.0223109,0.0303934,0.0190715,0.0402846,0.0100961,0.0122546,0.0414674,0,0.0211766,0.0299268,0.0387036,0,0,0.0225758,0,0,0.0166903,0.0668126,0.042458,0.0164835,0.0198267,0.0457727,0.0353884,0.0666236,0.0829608,0.0924108,0.148005,0.0742162,0.0527832,0.0425611,0.065624,0.0259024,0.0452103,0.0046708,0,0.0609955,0,0,0,0
167,0,0,0,0,0,0,0.0194598,0,0,0,0.0355048,0,0.0290554,0.0449147,0,0,0.0194013,0,0,0.0409805,0.0204365,0.037076,0.0246332,0.0262311,0.0344889,0.0242278,0.0215744,0.0352942,0.039257,0.0246213,0.0349092,0.0323198,0.0224966,0.0306435,0.0181487,0.0403526,0.0100839,0.0122896,0.0462423,0,0.0215878,0.0295725,0.0386853,0,0,0.0223831,0,0,0.016739,0.0669457,0.0402543,0.015861,0.0201344,0.045285,0.0350673,0.0668043,0.0832689,0.0923625,0.147456,0.0736941,0.0525284,0.0430022,0.0650431,0.0169746,0.0454012,0.00470483,0,0.060879,0,0,0,0
168,0,0,0,0,0,0,0.0196168,0,0,0,0.0363859,0,0.0291265,0.0442206,0,0,0.01946,0,0,0.0409518,0.0213094,0.0372411,0.0241425,0.0266038,0.0344578,0.0239836,0.0213653,0.0345922,0.0391293,0.0250749,0.0352235,0.0323323,0.0227842,0.030997,0.017305,0.0407953,0.0100228,0.0122548,0.0527273,0,0.0222133,0.0291192,0.0387454,0,0,0.0222736,0,0,0.016694,0.0670947,0.0380742,0.015195,0.021179,0.0446896,0.0347329,0.0669373,0.0840662,0.0919622,0.146693,0.0734755,0.052479,0.0435565,0.064797,0.00772092,0.0455808,0.00470769,0,0.0607316,0,0,0,0
169,0,0,0,0,0,0,0.0197784,0,0,0,0.037559,0,0.0287775,0.043316,0,0,0.0195575,0,0,0.0409315,0.0222517,0.0374859,0.0236146,0.0270122,0.0344144,0.0236222,0.0213401,0.0338456,0.0388978,0.0255061,0.0355502,0.0326066,0.022951,0.0311304,0.0160538,0.0415167,0.00993167,0.0121912,0.0588207,0,0.0229812,0.0286669,0.0388154,0,0,0.0221332,0,0,0.0166518,0.0671242,0.036041,0.0145213,0.0231842,0.044,0.0343082,0.066927,0.0852047,0.0918719,0.145704,0.0734856,0.0527373,0.044204,0.0647588,0.00366249,0.0457519,0.00476242,0,0.0605221,0,0,0,0
170,0,0,0,0,0,0,0.0199899,0,0,0,0.0394699,0,0.0276997,0.0423521,0,0,0.0194067,0,0,0.0409494,0.0232218,0.0379678,0.0230889,0.0273907,0.0343623,0.0232181,0.0215207,0.0331882,0.0386041,0.0259291,0.0359392,0.0331291,0.0229056,0.0308983,0.0138419,0.0416849,0.00992219,0.0122132,0.0644501,0,0.0239622,0.0283229,0.0387865,0,0,0.0219407,0,0,0.016795,0.0669876,0.0341938,0.0139721,0.0257017,0.0433246,0.0338022,0.0668617,0.0865457,0.0915749,0.144695,0.0734452,0.0530748,0.0447515,0.0650581,0.0102109,0.0459804,0.00476034,0,0.060206,0,0,0,0
171,0,0,0,0,0,0,0.0201492,0,0,0,0.0406023,0,0.027479,0.0413441,0,0,0.0193455,0,0,0.0409826,0.02417,0.0378933,0.0225931,0.0277819,0.0343146,0.0225264,0.0218261,0.0326218,0.0383013,0.0263314,0.0362568,0.0334019,0.0230415,0.0308846,0.0128701,0.0422012,0.00989389,0.012206,0.069133,0,0.0249179,0.0282301,0.0388666,0,0,0.0217985,0,0,0.0168642,0.0667671,0.0323133,0.0137246,0.0285519,0.0427213,0.0332753,0.0668198,0.0880818,0.0913538,0.143834,0.0734081,0.0534431,0.0453284,0.0655893,0.0161818,0.0463481,0.0047649,0,0.0598428,0,0,0,0
172,0,0,0,0,0,0,0.0203902,0,0,0,0.0408107,0,0.0278907,0.0403718,0,0,0.0191811,0,0,0.0409997,0.025072,0.0373638,0.0222077,0.028175,0.0342077,0.0219243,0.0221672,0.0320311,0.0379798,0.0266015,0.0364387,0.0334441,0.023263,0.0310313,0.0130858,0.0424262,0.00988096,0.0122352,0.0720012,0,0.0257025,0.0283902,0.0388699,0,0,0.0217429,0,0,0.0168638,0.0665758,0.0309332,0.0137211,0.0311756,0.0422775,0.0328018,0.0667289,0.0896999,0.0912899,0.143156,0.0734152,0.0538115,0.0458225,0.0661348,0.0198061,0.0468569,0.00479549,0,0.0594652,0,0,0,0
173,0,0,0,0,0,0,0.0205774,0,0,0,0.04012,0,0.0288051,0.0395862,0,0,0.0191865,0,0,0.040973,0.0258083,0.0366489,0.021839,0.0285067,0.0340607,0.0213557,0.022491,0.0315495,0.0376844,0.0267417,0.0364764,0.0332202,0.0235429,0.0313277,0.0145287,0.0430215,0.00980025,0.0122093,0.0736348,0,0.0262346,0.0286593,0.0389681,0,0,0.0215773,0,0,0.0169363,0.0664905,0.0300727,0.0138564,0.0328116,0.0420125,0.0325361,0.0666521,0.0909674,0.0912535,0.142391,0.0735632,0.0541903,0.0462469,0.0664526,0.0215384,0.0470626,0.00480348,0,0.0591501,0,0,0,0
174,0,0,0,0,0,0,0.0207113,0,0,0,0.0398288,0,0.0290574,0.0391404,0,0,0.0190515,0,0,0.0409298,0.0262043,0.0364405,0.0215679,0.0287501,0.0338093,0.0208963,0.0227575,0.0312941,0.0373751,0.0267237,0.0365136,0.0331399,0.0236083,0.0313771,0.0152391,0.0432518,0.00976719,0.0122335,0.0742189,0,0.0265926,0.0288234,0.0390036,0,0,0.0214741,0,0,0.0169639,0.0666186,0.0300385,0.0140516,0.0335082,0.0418836,0.0323404,0.0666402,0.0914495,0.0910012,0.141527,0.0738058,0.0546589,0.0466328,0.066529,0.0219051,0.0474169,0.0047348,0,0.0588957,0,0,0,0
175,0,0,0,0,0,0,0.0207579,0,0,0,0.0395296,0,0.0288568,0.0390325,0,0,0.0191819,0,0,0.0408367,0.0261328,0.0365155,0.0216807,0.0289502,0.0332648,0.0202886,0.0230119,0.0312743,0.0370017,0.0264865,0.0365124,0.033137,0.0235934,0.0312326,0.0154795,0.043954,0.00966682,0.0121401,0.0736956,0,0.026644,0.028637,0.0392169,0,0,0.0213618,0,0,0.0168922,0.0670409,0.0308046,0.014332,0.0332887,0.0416877,0.0322358,0.0665733,0.0905123,0.0910752,0.141403,0.0739797,0.0549365,0.0468378,0.0662565,0.0202646,0.0476645,0.00473999,0,0.0585882,0,0,0,0
