Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,LWRA,x73,RFHD,CLAV
40,0,0,0,0,0,0,0.019025,0,0,0,0.02947,0,0.030348,0.0403517,0,0,0.0160222,0,0,0.0375254,0.0232104,0.0364444,0.0239222,0.0218172,0.0328913,0.0286197,0.0202954,0.0402087,0.0432856,0.0242157,0.0298099,0.0310811,0.0134525,0.0248991,0.0241413,0.0422631,0.0183893,0.0301776,0,0.0200787,0.033901,0.0421526,0,0,0.0225417,0,0.0192471,0.0597744,0.0559853,0.0141612,0.0245671,0.0437124,0.0423401,0.0640933,0.0855422,0.094369,0.148285,0.0698623,0.0444055,0.0342916,0.0649209,0.0535937,0.0429327,0.00711896,0.0613348,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0.0189686,0,0,0,0.0297444,0,0.0305481,0.0405596,0,0,0.0174497,0,0,0.0431669,0.0235284,0.0370089,0.0234698,0.0218043,0.0325168,0.02884,0.0201152,0.0401792,0.0431718,0.024292,0.0297056,0.0311801,0.0135501,0.0248557,0.0240823,0.0425145,0.00967296,0.0299841,0,0.0196146,0.0345933,0.0419543,0,0,0.0223054,0,0.0191364,0.0599957,0.0543984,0.0143115,0.0233369,0.0436872,0.0420532,0.0645312,0.0847243,0.0944,0.14874,0.0707647,0.0456504,0.0356259,0.0650911,0.0483228,0.0430446,0.00712017,0.0610524,0,0,0,0.0125914,0,0,0
42,0,0,0,0,0,0,0.0190559,0,0,0,0.0300147,0,0.0306803,0.0405684,0,0,0.0172997,0,0,0.0428183,0.0238877,0.0371935,0.0231378,0.0218466,0.0322889,0.0284218,0.020164,0.0400515,0.0430609,0.0244585,0.0292635,0.0312857,0.0135946,0.0248018,0.0239418,0.0427719,0.0104628,0.0305335,0,0.0195225,0.0351874,0.041969,0,0,0.0220614,0,0.0191547,0.0602236,0.0520956,0.0143133,0.0221041,0.043526,0.0418378,0.0649753,0.0839726,0.0944528,0.149081,0.0714451,0.0465615,0.0367672,0.0649353,0.0414514,0.0432616,0.00713794,0.0609652,0,0,0,0.0115893,0,0,0
43,0,0,0,0,0,0,0.0193161,0,0,0,0.0304353,0,0.0307802,0.0404883,0,0,0.0158974,0,0,0.0375005,0.0243782,0.0371206,0.0228005,0.0216999,0.0321007,0.0275175,0.020011,0.0399284,0.0430132,0.024734,0.0293168,0.0313428,0.0136754,0.0248345,0.0236042,0.0430157,0.0184224,0.0326684,0,0.0198697,0.0356085,0.0421011,0,0,0.0219159,0,0.0192362,0.060539,0.049692,0.0141494,0.020989,0.0431285,0.0417024,0.0654659,0.0833134,0.0947398,0.149248,0.0718454,0.0470282,0.0376813,0.0647592,0.0326986,0.0434602,0.00716802,0.0609826,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0.0192582,0,0,0,0.0309826,0,0.0308784,0.0403531,0,0,0.0170947,0,0,0.0426627,0.0250639,0.0372154,0.0223172,0.0216457,0.0319987,0.0280492,0.019816,0.0395241,0.0429334,0.0251747,0.029484,0.0315933,0.0137892,0.0250223,0.0232334,0.0428694,0.0103656,0.0371886,0,0.0205897,0.0358524,0.0418796,0,0,0.0217685,0,0.0192461,0.0609384,0.047715,0.0138972,0.0199929,0.0425679,0.0413739,0.0660751,0.0830336,0.0950716,0.149005,0.0719692,0.0471617,0.0383944,0.0642977,0.0226039,0.0434712,0.00723818,0.0609415,0,0,0,0.0114696,0,0,0
45,0,0,0,0,0,0,0.0194107,0,0,0,0.031699,0,0.0310003,0.0399336,0,0,0.0168091,0,0,0.0426487,0.025909,0.0373987,0.0216872,0.021649,0.0321046,0.0279358,0.0197655,0.0390751,0.0428396,0.0257871,0.0296849,0.0319134,0.0140575,0.02534,0.022804,0.0427094,0.0104224,0.044033,0,0.0215442,0.0358401,0.0418158,0,0,0.0218045,0,0.0193535,0.0612153,0.0459488,0.0135748,0.0194046,0.0418856,0.0411375,0.0665183,0.0833994,0.0951779,0.148279,0.0720992,0.0473883,0.0391152,0.0639666,0.012454,0.0434087,0.00725886,0.0610151,0,0,0,0.0113058,0,0,0
46,0,0,0,0,0,0,0.0197535,0,0,0,0.0324815,0,0.0311363,0.0392346,0,0,0.0153498,0,0,0.0375573,0.0267242,0.0374302,0.021055,0.0217027,0.0321133,0.0271875,0.0198619,0.0384868,0.0425984,0.026427,0.0295462,0.0319864,0.014351,0.0256395,0.0220405,0.0428045,0.0183215,0.0523704,0,0.0227074,0.035671,0.041928,0,0,0.0219339,0,0.0194629,0.0613557,0.0437941,0.0133501,0.0192315,0.0409988,0.0409834,0.0666632,0.0844571,0.0952098,0.147068,0.0724996,0.0478594,0.0402795,0.0641495,0.00657427,0.0434379,0.00721825,0.0610383,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0.0198875,0,0,0,0.0331943,0,0.0312552,0.038074,0,0,0.0165135,0,0,0.0420978,0.027466,0.0372627,0.020485,0.0219464,0.0319341,0.0276766,0.0200063,0.037768,0.0423389,0.026964,0.0294276,0.0321339,0.0145891,0.0258833,0.021175,0.0427171,0.0117769,0.061062,0,0.0241954,0.0353166,0.041744,0,0,0.0218982,0,0.0196506,0.0613254,0.0417149,0.0134915,0.0197907,0.0399196,0.0405957,0.0665685,0.0861029,0.0951749,0.145441,0.0732217,0.04864,0.0416431,0.0646081,0.0135382,0.043723,0.00729442,0.0608088,0,0,0,0.009521,0,0,0
48,0,0,0,0,0,0,0.0202543,0,0,0,0.0341659,0,0.0313609,0.0367626,0,0,0.0164325,0,0,0.0418999,0.0285202,0.0370713,0.0199504,0.0222228,0.0316939,0.0275618,0.02016,0.0370785,0.0420744,0.0272222,0.0298013,0.0321656,0.0150455,0.0260999,0.0203819,0.0428711,0.0120874,0.0689804,0,0.0258622,0.035115,0.0417137,0,0,0.0218329,0,0.0200113,0.0610344,0.0398602,0.014163,0.0215012,0.038726,0.0402684,0.0663647,0.0878975,0.0948942,0.143638,0.073974,0.049492,0.0428146,0.0649074,0.022967,0.0440307,0.00750615,0.0604315,0,0,0,0.00906366,0,0,0
49,0,0,0,0,0,0,0.0206632,0,0,0,0.0353493,0,0.0313637,0.0356211,0,0,0.0163147,0,0,0.0419013,0.0297919,0.0370746,0.0192865,0.0223789,0.0314228,0.0275192,0.02042,0.0363191,0.0418744,0.0276226,0.0302097,0.0322106,0.0154943,0.0263323,0.0197368,0.0430546,0.0119679,0.0751146,0,0.0274997,0.0351671,0.0416593,0,0,0.0217014,0,0.0202455,0.0606187,0.0379637,0.0152239,0.023793,0.0375536,0.0399377,0.0660861,0.089724,0.0944271,0.141934,0.0745452,0.0501303,0.0434691,0.064973,0.0306804,0.0443065,0.00760502,0.0598208,0,0,0,0.00917707,0,0,0
50,0,0,0,0,0,0,0.0210745,0,0,0,0.036417,0,0.031432,0.0347375,0,0,0.0160698,0,0,0.0419188,0.0308572,0.0371988,0.0188139,0.0225311,0.0311423,0.0274526,0.0207535,0.0356702,0.0417131,0.0282876,0.0304703,0.0324468,0.0157214,0.0264798,0.0193128,0.0431246,0.0119715,0.0793862,0,0.0289095,0.0353624,0.0415953,0,0,0.0215871,0,0.02034,0.0603325,0.0366415,0.0163463,0.0260071,0.0365901,0.0397359,0.0656601,0.0912906,0.0938481,0.140576,0.0746672,0.0504192,0.0437214,0.0648528,0.0356565,0.0444969,0.00759369,0.0591957,0,0,0,0.00913618,0,0,0
51,0,0,0,0,0,0,0.0214332,0,0,0,0.0352344,0,0.0298419,0.0332035,0,0,0.0153694,0,0,0.0421866,0.032019,0.0359732,0.0187442,0.0239685,0.0299822,0.0283445,0.022158,0.0342089,0.0404943,0.0290465,0.0316467,0.0330652,0.0173768,0.0276381,0.0198978,0.0431627,0.0119352,0.0690043,0,0.025171,0.0355272,0.0411408,0,0,0.0218773,0,0.020376,0.0591356,0.0389252,0.0164305,0.0323294,0.0346204,0.0395736,0.0629501,0.0953693,0.0918489,0.136735,0.0772023,0.0548691,0.0471026,0.0665788,0.0205606,0.0445119,0.00733885,0.0589506,0,0,0,0.00913775,0,0,0
52,0,0,0,0,0,0,0.0216664,0,0,0,0.0359166,0,0.0294758,0.0329862,0,0,0.0153948,0,0,0.0422294,0.0323233,0.0354701,0.0185693,0.0241429,0.0295065,0.0282984,0.0221769,0.0339489,0.040545,0.0293236,0.0318411,0.0327063,0.0170898,0.0273299,0.0197679,0.0432481,0.0119389,0.0692517,0,0.0250548,0.0356698,0.0411296,0,0,0.0220175,0,0.0205941,0.0588978,0.038674,0.0169371,0.0328031,0.0344589,0.0396373,0.0623801,0.0956205,0.0913049,0.136319,0.0757165,0.0546914,0.04697,0.0664254,0.0204124,0.0444776,0.00748417,0.0589778,0,0,0,0.00914978,0,0,0
53,0,0,0,0,0,0,0.0218357,0,0,0,0.0362636,0,0.0290409,0.0333068,0,0,0.0157168,0,0,0.0423804,0.0324028,0.0352404,0.0184013,0.0241278,0.0289888,0.0282843,0.0219768,0.0338455,0.0406926,0.0293899,0.031721,0.0322473,0.0169512,0.0268264,0.019923,0.043382,0.011704,0.0686474,0,0.0239266,0.0357637,0.0411675,0,0,0.0222115,0,0.0209599,0.0586484,0.0378025,0.017067,0.0321505,0.0348024,0.0397095,0.0620129,0.0950372,0.0909584,0.136577,0.0749787,0.0541463,0.0466249,0.066407,0.0198047,0.0445148,0.00765129,0.058516,0,0,0,0.00955741,0,0,0
54,0,0,0,0,0,0,0.0220453,0,0,0,0.0363228,0,0.0285195,0.0338818,0,0,0.0156822,0,0,0.0426407,0.0324822,0.035384,0.0181706,0.0239224,0.0284339,0.0281773,0.0218583,0.0338773,0.0407778,0.0293267,0.0316431,0.032177,0.0167981,0.0263135,0.020504,0.0435446,0.011488,0.0678433,0,0.0222742,0.0359307,0.0411564,0,0,0.0224731,0,0.0213013,0.0583,0.0365953,0.0171476,0.0308818,0.0353516,0.0397174,0.062152,0.0935977,0.090889,0.137644,0.0751887,0.0532643,0.0462155,0.0668199,0.018697,0.0445192,0.00788949,0.0577743,0,0,0,0.0100087,0,0,0
55,0,0,0,0,0,0,0.022117,0,0,0,0.0368184,0,0.028029,0.0347855,0,0,0.0154204,0,0,0.0426748,0.0323511,0.035458,0.0175448,0.0232779,0.0282223,0.0279157,0.0215692,0.0342548,0.0411445,0.0292037,0.0312762,0.0318238,0.0162057,0.0263477,0.0214789,0.043676,0.0117158,0.0683194,0,0.0206467,0.036053,0.0412396,0,0,0.0224964,0,0.0218712,0.0585747,0.0328005,0.0171765,0.0301365,0.0364694,0.0398082,0.0626377,0.0908609,0.090511,0.138804,0.0759175,0.0525589,0.0462165,0.0674138,0.0201064,0.044548,0.00790717,0.0574668,0,0,0,0.00947069,0,0,0
56,0,0,0,0,0,0,0.0225256,0,0,0,0.0370377,0,0.0272382,0.0348965,0,0,0.0142427,0,0,0.0379528,0.0327508,0.0352745,0.0169631,0.0232331,0.0274956,0.0268114,0.0219692,0.0345334,0.0409594,0.0289138,0.0309623,0.0318575,0.0161314,0.0262873,0.0223887,0.0444692,0.0181176,0.0658699,0,0.0218238,0.0366824,0.0412829,0,0,0.0224247,0,0.0217499,0.0579623,0.0295593,0.0179679,0.0304459,0.0369724,0.0396808,0.0624472,0.0891582,0.089998,0.139262,0.0750787,0.0519056,0.0449739,0.0666024,0.0193752,0.0447361,0.00812481,0.0569504,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0.0225841,0,0,0,0.0390231,0,0.0283779,0.0355708,0,0,0.0159677,0,0,0.0423624,0.032971,0.0360868,0.0157417,0.022332,0.0276502,0.0257399,0.0211678,0.0357684,0.0415702,0.0282578,0.0294189,0.0316494,0.0142863,0.0240646,0.0228953,0.0445767,0.011395,0.0708856,0,0.0272339,0.0374349,0.041819,0,0,0.0214774,0,0.0215443,0.0580969,0.0250797,0.019699,0.0280617,0.0387768,0.0392462,0.0632935,0.0865105,0.0902273,0.14076,0.0718431,0.0481153,0.0407006,0.0634528,0.0316691,0.0451849,0.00826494,0.056858,0,0,0,0.0098493,0,0,0
58,0,0,0,0,0,0,0.022588,0,0,0,0.0386657,0,0.0275799,0.0352977,0,0,0.0158876,0,0,0.0428023,0.0336109,0.0358611,0.0150967,0.022441,0.0274797,0.0250835,0.0213438,0.0360532,0.0412304,0.0278391,0.0292983,0.0315581,0.0138418,0.0232815,0.0247582,0.0450005,0.0106183,0.0683417,0,0.0261039,0.0379904,0.0418469,0,0,0.0209756,0,0.0211192,0.0578085,0.0238598,0.0205217,0.0289974,0.0391828,0.0389766,0.0620679,0.086776,0.0893263,0.139157,0.0718001,0.0479725,0.0398317,0.0618734,0.0319868,0.0453544,0.00809406,0.0570242,0,0,0,0.0109866,0,0,0
59,0,0,0,0,0,0,0.0224615,0,0,0,0.0381107,0,0.0269508,0.0350811,0,0,0.0159587,0,0,0.0425317,0.033879,0.0362975,0.0144053,0.02291,0.027592,0.0249074,0.0214971,0.0363874,0.0409984,0.0269938,0.0293341,0.0312691,0.0135108,0.0223549,0.0273534,0.0452114,0.0109596,0.0665847,0,0.0242947,0.0380185,0.0419016,0,0,0.0206778,0,0.0208386,0.0576065,0.0235889,0.0209514,0.0287599,0.0392395,0.0387707,0.0613122,0.0873078,0.089033,0.137904,0.0711659,0.0475018,0.0391356,0.0611455,0.0317819,0.0454896,0.00794377,0.0574748,0,0,0,0.0103792,0,0,0
60,0,0,0,0,0,0,0.0222344,0,0,0,0.0377144,0,0.0263714,0.0351747,0,0,0.016086,0,0,0.0423995,0.033814,0.0373353,0.0135442,0.0237057,0.0278115,0.0250442,0.0217344,0.0369519,0.0408449,0.0258266,0.0291547,0.0308559,0.0134764,0.0214537,0.0305215,0.0451976,0.0112444,0.0642788,0,0.022998,0.0377629,0.0419921,0,0,0.0206478,0,0.020764,0.0572402,0.0236498,0.0208402,0.027792,0.0391351,0.0388141,0.0612606,0.0872407,0.0893162,0.137998,0.0704978,0.0468063,0.0384837,0.0610563,0.0300067,0.0454431,0.0079243,0.0580787,0,0,0,0.00989033,0,0,0
61,0,0,0,0,0,0,0.0218717,0,0,0,0.0372589,0,0.0258185,0.0355428,0,0,0.016119,0,0,0.0428408,0.0335894,0.0381844,0.0127272,0.0244874,0.0280921,0.0253183,0.0220737,0.0377911,0.0408501,0.0245045,0.0290313,0.030377,0.013596,0.0203966,0.0341128,0.0449763,0.0107683,0.0624926,0,0.0222295,0.0373516,0.0420303,0,0,0.0207529,0,0.0208195,0.0567174,0.023793,0.0203463,0.0269816,0.0391295,0.0390777,0.0616908,0.086603,0.0897229,0.139023,0.0705199,0.0461793,0.0380094,0.0610033,0.0278969,0.0452506,0.00797053,0.0583348,0,0,0,0.0107189,0,0,0
62,0,0,0,0,0,0,0.0213816,0,0,0,0.0369095,0,0.0248507,0.0360476,0,0,0.0159858,0,0,0.0426285,0.0334344,0.0385786,0.0122449,0.0248359,0.0284569,0.025666,0.0223842,0.0387957,0.0411093,0.0232655,0.0295315,0.030256,0.0136519,0.0190993,0.0381672,0.0445447,0.0113253,0.0613196,0,0.0216888,0.0368602,0.0420506,0,0,0.0209772,0,0.0209599,0.0561862,0.0250033,0.0198919,0.0266722,0.0392044,0.0394655,0.0620357,0.086006,0.089565,0.139927,0.0703775,0.0457401,0.0377544,0.0607617,0.0267143,0.0450952,0.00805064,0.058369,0,0,0,0.0100246,0,0,0
63,0,0,0,0,0,0,0.0208516,0,0,0,0.0365544,0,0.0233968,0.0364239,0,0,0.0158853,0,0,0.0425977,0.0332696,0.0392374,0.0121651,0.0247232,0.0290007,0.0261181,0.0226842,0.0399302,0.041785,0.0222826,0.0304579,0.0306002,0.0137061,0.0175416,0.0427854,0.043918,0.0113667,0.0606056,0,0.0213017,0.0362888,0.0420582,0,0,0.0214146,0,0.0211846,0.0557885,0.0268956,0.0195757,0.0266789,0.0392462,0.0399975,0.0620199,0.085906,0.0892194,0.140315,0.069808,0.0454887,0.0375172,0.0601468,0.0262184,0.0447941,0.00811628,0.0587459,0,0,0,0.0100732,0,0,0
64,0,0,0,0,0,0,0.0203802,0,0,0,0.0358787,0,0.021791,0.0369541,0,0,0.0160336,0,0,0.0426902,0.0331386,0.0399049,0.0121933,0.0240577,0.0297217,0.0269177,0.0230036,0.0411057,0.0427922,0.0215603,0.0311178,0.0312044,0.0137344,0.0157517,0.0471115,0.0431244,0.0110975,0.0597556,0,0.0209955,0.0358036,0.0419869,0,0,0.0220993,0,0.0214371,0.0555342,0.0286446,0.0193241,0.0268987,0.0391746,0.0407003,0.0618416,0.0863122,0.0889722,0.140281,0.0688897,0.0453706,0.0372201,0.059307,0.0256921,0.0441546,0.00822155,0.0591602,0,0,0,0.0104812,0,0,0
65,0,0,0,0,0,0,0.02012,0,0,0,0.0346016,0,0.0204471,0.0376813,0,0,0.0148454,0,0,0.0377905,0.0332632,0.0402868,0.0121743,0.0229844,0.0307809,0.0272096,0.0234697,0.0424638,0.0439693,0.0209856,0.0316213,0.0314935,0.0137352,0.0143325,0.0502581,0.0422501,0.0184995,0.0588214,0,0.0207731,0.0356052,0.0420042,0,0,0.0231489,0,0.0218028,0.0553241,0.029861,0.0190565,0.027112,0.0389877,0.0417158,0.0614533,0.086986,0.0889265,0.140213,0.0682543,0.0453039,0.0367155,0.0585693,0.0252316,0.0434017,0.00832587,0.0594665,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0.0195374,0,0,0,0.0343574,0,0.019539,0.0380197,0,0,0.0166187,0,0,0.0424714,0.0335767,0.0397325,0.0121744,0.0218559,0.0320304,0.0287773,0.0238803,0.0438253,0.0453195,0.0205868,0.0319513,0.031641,0.0140697,0.0140203,0.0529626,0.0411612,0.0116691,0.0579291,0,0.0204437,0.0357434,0.0417847,0,0,0.0242047,0,0.0221853,0.0550896,0.0305847,0.0190111,0.0270022,0.038803,0.0426844,0.0610384,0.0876421,0.0891051,0.140223,0.0678676,0.0452121,0.036515,0.0581512,0.0247719,0.0429519,0.0084629,0.0596319,0,0,0,0.00993189,0,0,0
67,0,0,0,0,0,0,0.0194041,0,0,0,0.0354177,0,0.0221291,0.0366971,0,0,0.0160471,0,0,0.0430265,0.0344368,0.0400031,0.0122403,0.0219011,0.0330457,0.0303257,0.0247641,0.0460724,0.0469649,0.0194405,0.0309438,0.0316956,0.0143533,0.0139849,0.0526362,0.0404694,0.0112607,0.0508414,0,0.0163127,0.0362805,0.0411229,0,0,0.0257315,0,0.0226993,0.0546469,0.0323763,0.0180045,0.0293465,0.0377156,0.0436147,0.0590997,0.0890133,0.0878845,0.138366,0.0695748,0.0482742,0.0391647,0.0589906,0.0155572,0.0423007,0.0082029,0.0600342,0,0,0,0.0100338,0,0,0
68,0,0,0,0,0,0,0.0192645,0,0,0,0.0352815,0,0.0244331,0.0366038,0,0,0.0160899,0,0,0.0432812,0.0347039,0.0424617,0.0125182,0.0217324,0.0338783,0.0308338,0.0252371,0.0471821,0.0480433,0.0190628,0.0318824,0.031492,0.0152588,0.0147844,0.0534086,0.0401366,0.010831,0.049987,0,0.0158021,0.0368299,0.041148,0,0,0.0264691,0,0.0228936,0.0543243,0.0324126,0.0181002,0.0288405,0.0375505,0.0445302,0.0589588,0.0893575,0.0883214,0.138421,0.0695146,0.0483683,0.039207,0.0590438,0.0153465,0.0422564,0.00806079,0.0603388,0,0,0,0.0105842,0,0,0
69,0,0,0,0,0,0,0.0192227,0,0,0,0.0346897,0,0.0269008,0.0363989,0,0,0.0161265,0,0,0.0432113,0.0347385,0.0441787,0.0130887,0.0217381,0.0346513,0.0309967,0.0258252,0.0477011,0.0483773,0.0186954,0.0330856,0.0309154,0.0165415,0.0162545,0.0520857,0.0403223,0.0106196,0.0492749,0,0.0152777,0.0374868,0.0413832,0,0,0.0266083,0,0.022607,0.0540909,0.0320645,0.0182057,0.028427,0.03775,0.0450464,0.0589048,0.0895933,0.088651,0.138396,0.0695174,0.048308,0.0392296,0.0591338,0.01512,0.0419725,0.00773519,0.0605522,0,0,0,0.0106996,0,0,0
70,0,0,0,0,0,0,0.0193623,0,0,0,0.0342798,0,0.02814,0.0354251,0,0,0.0161226,0,0,0.042936,0.0346267,0.0440413,0.0139889,0.0214963,0.035639,0.0306425,0.0262174,0.0479481,0.0482183,0.0186106,0.0336513,0.0310947,0.0179183,0.01824,0.0492909,0.0410821,0.0105281,0.0486469,0,0.0148684,0.0381574,0.0417561,0,0,0.0261701,0,0.0220584,0.0538795,0.0316385,0.0183648,0.0281251,0.0384575,0.0450305,0.0587176,0.0896763,0.0887955,0.138233,0.0694195,0.0480347,0.0391342,0.0590328,0.0145711,0.0419843,0.00726173,0.0607223,0,0,0,0.0105279,0,0,0
71,0,0,0,0,0,0,0.0197091,0,0,0,0.034655,0,0.0272832,0.0349995,0,0,0.0161173,0,0,0.042857,0.0340612,0.0421625,0.0152745,0.0210114,0.0360384,0.0300601,0.0267596,0.0479338,0.0479206,0.0184992,0.0336377,0.0307237,0.0193225,0.0199145,0.0456781,0.0421482,0.0103244,0.0481998,0,0.01478,0.0385561,0.0421543,0,0,0.025471,0,0.0215289,0.0538471,0.0317217,0.0184068,0.0279725,0.0389583,0.0447022,0.0584382,0.0896425,0.0887427,0.137977,0.0691796,0.0475717,0.0389095,0.0587249,0.0138782,0.0424427,0.00676459,0.060669,0,0,0,0.0106717,0,0,0
72,0,0,0,0,0,0,0.0200968,0,0,0,0.0348235,0,0.0235236,0.0359922,0,0,0.0154635,0,0,0.0373815,0.0327777,0.0390545,0.0164402,0.0199972,0.0361318,0.0278978,0.0271657,0.046881,0.0471147,0.0189264,0.0339591,0.0308138,0.020936,0.0216245,0.0456266,0.0432412,0.0182501,0.0534067,0,0.0186305,0.0384005,0.0433574,0,0,0.0244446,0,0.0210777,0.0540922,0.030735,0.019222,0.0256615,0.0400738,0.0444752,0.0596511,0.0888228,0.08999,0.13938,0.0672869,0.0446624,0.0363966,0.0574748,0.0208,0.0432493,0.00660343,0.0604737,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0.0201862,0,0,0,0.0362053,0,0.0232886,0.0358799,0,0,0.0167455,0,0,0.042541,0.0323659,0.0377553,0.0169441,0.0193538,0.0360317,0.0276976,0.0274021,0.0471288,0.0471587,0.0189757,0.0343775,0.0309632,0.022027,0.0224919,0.0393122,0.044047,0.0105938,0.0533189,0,0.0188624,0.038279,0.0437192,0,0,0.0237946,0,0.0206891,0.0540665,0.031126,0.0192941,0.0255392,0.0402736,0.0438674,0.0595508,0.0885273,0.0898393,0.139108,0.0671508,0.0446287,0.0363057,0.05723,0.0209609,0.0436779,0.00642302,0.0603678,0,0,0,0.0108071,0,0,0
74,0,0,0,0,0,0,0.0203667,0,0,0,0.0384558,0,0.0233837,0.0361311,0,0,0.0166341,0,0,0.0428817,0.0322877,0.0368812,0.0172804,0.0188423,0.0359927,0.0270605,0.0272984,0.0472848,0.0471581,0.0191275,0.0341503,0.0316275,0.0224847,0.0225996,0.0337291,0.0447164,0.010305,0.0538624,0,0.0191929,0.0381549,0.0441494,0,0,0.0234217,0,0.0204848,0.0541481,0.031538,0.0193339,0.0254186,0.04035,0.043554,0.0596463,0.0881752,0.0896522,0.139131,0.0672321,0.0448309,0.0364289,0.0571483,0.0217243,0.0437749,0.0064507,0.0603387,0,0,0,0.0112836,0,0,0
75,0,0,0,0,0,0,0.0204172,0,0,0,0.0408324,0,0.0232841,0.0367149,0,0,0.0166275,0,0,0.0430927,0.0323849,0.0357595,0.0176542,0.0185797,0.036006,0.0265971,0.0273465,0.0472164,0.0469999,0.0191807,0.0335036,0.0312471,0.0225313,0.0224055,0.029044,0.0450278,0.0100868,0.0549498,0,0.0196239,0.0381373,0.0443759,0,0,0.0231802,0,0.0203996,0.0543956,0.0321201,0.0193503,0.0253588,0.0402911,0.0435112,0.0597993,0.0878326,0.0894865,0.139192,0.0674773,0.0451521,0.0366751,0.0572234,0.0230426,0.0437256,0.00662841,0.0602927,0,0,0,0.011658,0,0,0
76,0,0,0,0,0,0,0.0203126,0,0,0,0.043308,0,0.0231882,0.0373544,0,0,0.016481,0,0,0.0425993,0.0325421,0.034961,0.0180399,0.0184711,0.0361187,0.0261976,0.0275617,0.0472105,0.0467016,0.0191267,0.0329201,0.0306744,0.0220804,0.0222828,0.0253986,0.0449982,0.0107146,0.0563044,0,0.0201212,0.0382583,0.0444141,0,0,0.0230239,0,0.0203824,0.0546425,0.0327332,0.0193709,0.0254298,0.0401951,0.0436148,0.0598876,0.0876414,0.0893369,0.139233,0.0677044,0.0454789,0.0369405,0.0574612,0.024674,0.0435771,0.00685748,0.0602056,0,0,0,0.0106832,0,0,0
77,0,0,0,0,0,0,0.020138,0,0,0,0.045352,0,0.0233701,0.0379481,0,0,0.0163696,0,0,0.0422393,0.0326739,0.0344387,0.0183658,0.0184631,0.0364856,0.0258225,0.0279792,0.0473016,0.0465031,0.0190205,0.0325078,0.0303065,0.0214431,0.022055,0.023064,0.0447515,0.0110136,0.057658,0,0.0206781,0.0384558,0.0442933,0,0,0.0229796,0,0.0203179,0.05481,0.0331934,0.0193906,0.0256083,0.0400589,0.04377,0.0597889,0.0877156,0.0891763,0.139116,0.0677163,0.0457163,0.0371313,0.0576837,0.0263632,0.0433156,0.00710024,0.0600222,0,0,0,0.010198,0,0,0
78,0,0,0,0,0,0,0.0265447,0,0,0,0.0467978,0,0.0237904,0.03815,0,0,0.0143848,0,0,0.0370471,0.0329904,0.0342667,0.0188025,0.0182827,0.0373577,0.0212315,0.0286239,0.0472886,0.0463633,0.0189128,0.0322301,0.0300093,0.0208729,0.0218176,0.0214425,0.0436225,0.0189454,0.0588361,0,0.0211288,0.0385712,0.0443806,0,0,0.0264462,0,0.0213639,0.0547759,0.0331339,0.018699,0.0259902,0.0399062,0.0453407,0.0591752,0.0879842,0.0888106,0.138767,0.0677988,0.0460519,0.0373999,0.0576592,0.0280258,0.0388085,0.00790481,0.0616931,0,0,0,0,0,0,0.0448864
79,0,0,0,0,0,0,0.0261171,0,0,0,0.0477598,0,0.023993,0.0381006,0,0,0.0156877,0,0,0.0426253,0.0329343,0.0341901,0.0193172,0.0181731,0.0379087,0.0218482,0.0291109,0.0473612,0.0461779,0.0185533,0.0321106,0.0296625,0.0204644,0.0219359,0.0203908,0.0433695,0.0108631,0.0597229,0,0.0216983,0.0388631,0.043991,0,0,0.0264451,0,0.0211243,0.0547956,0.0330558,0.0188676,0.0261601,0.0397535,0.0454792,0.0588508,0.0885404,0.088814,0.138698,0.0676908,0.0460623,0.037305,0.0574982,0.0292252,0.0385193,0.00798637,0.0613146,0,0,0,0.0121331,0,0,0.0451457
80,0,0,0,0,0,0,0.025944,0,0,0,0.0486846,0,0.0240242,0.0379807,0,0,0.0156348,0,0,0.0427718,0.0328154,0.0343956,0.0197012,0.0182654,0.03845,0.0216823,0.0294586,0.0478283,0.0458699,0.0178598,0.0322484,0.0294483,0.0204363,0.0223943,0.0196186,0.0432695,0.0108605,0.0606864,0,0.0221851,0.039208,0.043781,0,0,0.0264768,0,0.0209475,0.0547896,0.0331129,0.0190884,0.0262608,0.0395677,0.0456554,0.0585955,0.0890501,0.0887886,0.138423,0.0676344,0.0461092,0.0373527,0.0574484,0.0303128,0.0382492,0.00795347,0.0609791,0,0,0,0.0125136,0,0,0.0451392
