Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,LWRA,x73,RFHD,CLAV
All Timesteps RMSE,0,0,0,0,0,0,0.022238,0,0,0,0.0382131,0,0.0281596,0.0380217,0,0,0.0166188,0,0,0.0424074,0.0308619,0.0366066,0.0241726,0.0223846,0.0368204,0.0265528,0.0293144,0.04474,0.0424766,0.0234991,0.031714,0.0314008,0.0189625,0.0256334,0.0286488,0.0425803,0.0116503,0.0559226,0,0.0234894,0.0374585,0.0423791,0,0,0.0237311,0,0.0199813,0.0585974,0.0428921,0.0222024,0.0297735,0.0381094,0.04236,0.0599199,0.0912764,0.0909603,0.14035,0.0688866,0.0465994,0.03729,0.0605801,0.0427389,0.0414527,0.00752012,0.0598048,0,0,0,0.0115528,0,0,0.0426778
0,0,0,0,0,0,0,0.0255041,0,0,0,0.0475858,0,0.0297625,0.0370262,0,0,0.0148941,0,0,0.0371201,0.0382733,0.0440073,0.0272174,0.0246698,0.0401416,0.0197647,0.0400537,0.0484942,0.0405553,0.027527,0.0361038,0.0342671,0.0268107,0.0322755,0.0223403,0.0471356,0.0177817,0.0738569,0,0.0282019,0.0445412,0.0421439,0,0,0.0197925,0,0.0188055,0.0594768,0.0430422,0.0290941,0.0389796,0.0335726,0.0368668,0.0472594,0.0971169,0.0810632,0.128763,0.0726946,0.0541527,0.0453922,0.0602106,0.0434162,0.0452908,0.00698644,0.0525298,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0260175,0,0,0,0.0475177,0,0.03081,0.0380492,0,0,0.0126488,0,0,0.014308,0.0376212,0.0427391,0.0264233,0.0247668,0.0394282,0.020102,0.0399202,0.0475428,0.0400371,0.0277219,0.0355411,0.0330492,0.0268591,0.0327835,0.0211675,0.047953,0,0.0772256,0,0.0287958,0.0484193,0.0426543,0,0,0.0191749,0,0.0188867,0.0580718,0.0474155,0.0278141,0.0343147,0.0342971,0.0363214,0.0515205,0.0966819,0,0.132811,0.0683947,0.050073,0.0422181,0.0561367,0.0492815,0.0457093,0.00709003,0.0518713,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0251771,0,0,0,0.0465705,0,0.0312286,0,0,0,0.0169706,0,0,0.0416682,0.0344911,0.0405163,0.0309358,0.02446,0.042528,0.0191757,0.0390878,0.0475572,0.0398419,0.0256729,0.034391,0.0311871,0.0263761,0.032877,0.0215846,0.046503,0.0114212,0.0739592,0,0.0274748,0.0443766,0.0420032,0,0,0.0194155,0,0.0184313,0.0616372,0.0455226,0.0309796,0.0373779,0.0358996,0.036154,0.048225,0.0968648,0.0819311,0.129631,0.0713211,0.0533001,0.0439988,0.0587079,0.0436442,0.0455313,0.00722867,0.0528448,0,0,0,0.0158157,0,0,0
3,0,0,0,0,0,0,0.0254343,0,0,0,0.0444571,0,0.0298837,0.0359728,0,0,0.0170626,0,0,0.0420404,0.0362194,0.0371281,0.0282581,0.0237217,0.0400869,0.0204205,0.0407617,0.0481342,0.0388157,0.0239978,0.0346259,0.0317273,0.0262649,0.0328864,0.0224783,0.0460614,0.0102644,0.0710359,0,0.0270579,0.0445314,0.0416993,0,0,0.0192084,0,0.0183686,0.0603282,0.0460292,0.0305889,0.0360691,0.0328864,0.0358401,0.0480447,0.095987,0.0818246,0.130413,0.070986,0.053299,0.0436738,0.0586683,0.0408499,0.0456081,0.00733507,0.0523182,0,0,0,0.0128589,0,0,0
4,0,0,0,0,0,0,0.0252639,0,0,0,0.0422857,0,0.028232,0.0380417,0,0,0.0172064,0,0,0.0420646,0.0330801,0.0337088,0.0288847,0.0232398,0.0411825,0.0190073,0.0379908,0.0462172,0.0388981,0.0223322,0.0351244,0.033252,0.0244907,0.0311431,0.021089,0.0464155,0.0108251,0,0,0.0493707,0.0442327,0.0423481,0,0,0.0182959,0,0.0184561,0.0598677,0,0.030932,0.0304988,0.0352654,0.0354997,0.0514846,0.0962807,0.0866527,0.133199,0.0600463,0.0422074,0.0313962,0.046156,0.0543391,0.0462419,0.00778353,0.0525769,0,0,0,0.0113784,0,0,0
5,0,0,0,0,0,0,0.0255305,0,0,0,0.0378574,0,0.0268087,0.0352298,0,0,0.0164518,0,0,0.0420758,0.034055,0.0318594,0.0294198,0.0229892,0.0407394,0.0207565,0.0378344,0.0460736,0.0398692,0.0225002,0.0351967,0.0337387,0.0228202,0.0298904,0.0218732,0.0463395,0.0111865,0.0688479,0,0.0278507,0.042422,0.0412471,0,0,0.0185656,0,0.0183594,0.0614744,0.0491555,0.0314947,0.0344257,0.031855,0.0344536,0.0483997,0.0953468,0.0820327,0.131402,0.0695116,0.0519656,0.0421151,0.0574195,0.0391819,0.0464258,0.00740376,0.0524858,0,0,0,0.0103049,0,0,0
6,0,0,0,0,0,0,0.0252376,0,0,0,0.0360221,0,0.0271235,0.0346324,0,0,0.0162998,0,0,0.0421315,0.0337179,0.0305585,0.029593,0.0235611,0.0405342,0.0210693,0.0362976,0.0452949,0.0408499,0.0244635,0.0350732,0.0337255,0.0214137,0.0293237,0.0207256,0.0462902,0.0111642,0.0664392,0,0.0282999,0.0416288,0.0411246,0,0,0.0187824,0,0.018489,0.0618603,0.0502749,0.0315346,0.033339,0.0313549,0.0341755,0.0485812,0.094743,0.0823104,0.132307,0.0688801,0.0512942,0.0410845,0.0566297,0.03678,0.046601,0.00740777,0.052852,0,0,0,0.0101992,0,0,0
7,0,0,0,0,0,0,0.0248397,0,0,0,0.0350423,0,0.0275488,0.0348164,0,0,0.0163372,0,0,0.0419984,0.0326703,0.0293589,0.0298262,0.0246243,0.0407,0.0212825,0.0347663,0.044834,0.0411894,0.0258637,0.0347678,0.033632,0.0209623,0.0295781,0.0197201,0.046218,0.0117892,0.065647,0,0.0290164,0.0403423,0.0408299,0,0,0.0188123,0,0.0133766,0.062387,0.0516446,0.0316711,0.0317068,0.0316763,0.0347832,0.0495295,0.0933478,0.0834529,0.133525,0.0680556,0.0506641,0.040137,0.0553997,0.0371969,0.0467974,0,0.0537685,0,0,0,0.00944865,0,0,0
8,0,0,0,0,0,0,0.0241812,0,0,0,0.0350739,0,0.0277374,0.0349331,0,0,0.0161359,0,0,0.04213,0.0318413,0.0287152,0.0300814,0.0245385,0.0408357,0.0220759,0.03449,0.0453378,0.0404587,0.0255887,0.0341242,0.0338039,0.0210256,0.0305165,0.0190308,0.0461737,0.0114862,0.0627592,0,0.030084,0.0394778,0.0408782,0,0,0.019239,0,0.0189475,0.0626279,0.0530615,0.0321084,0.0308471,0.0315859,0.0345114,0.0504709,0.0927041,0.0845114,0.134673,0.0675648,0.0503458,0.0388474,0.0541804,0.0345521,0.046479,0.00761228,0.054459,0,0,0,0.00965013,0,0,0
9,0,0,0,0,0,0,0.0233091,0,0,0,0.0352401,0,0.0286516,0.0362508,0,0,0.0164629,0,0,0.0423076,0.0298149,0.0298687,0.0297281,0.0244048,0.041317,0.0218995,0.0339961,0.0450056,0.0389676,0.0242132,0.0340056,0.0344875,0.0211128,0.0313062,0.0183192,0.045574,0.0113492,0,0,0.0376522,0.0383558,0.0416214,0,0,0.0189819,0,0.0193043,0.0629141,0.0507622,0.0323122,0.0279833,0.0332799,0.0351206,0.0529728,0.0930855,0.0875536,0.137434,0.0635207,0.0443688,0.0313746,0.0522779,0.0418166,0.0465543,0.00774875,0.0555056,0,0,0,0.010289,0,0,0
10,0,0,0,0,0,0,0.0225791,0,0,0,0.0362761,0,0.0289515,0.0362151,0,0,0.0164375,0,0,0.0421434,0.0298783,0.0308401,0.0292904,0.0240443,0.0413647,0.022946,0.0343357,0.0446721,0.0380098,0.0239701,0.0336754,0.0342886,0.0209244,0.0317439,0.0168921,0.0448443,0.0120109,0,0,0.0385746,0.0373238,0.0415377,0,0,0.0194105,0,0.0194342,0.0630305,0.0518799,0.0323674,0.0286285,0.0334656,0.0357878,0.0544525,0.0932577,0.0883562,0.138392,0.06294,0.0444428,0.0300343,0.0519026,0.0362924,0.0461028,0.00773407,0.0564868,0,0,0,0.00956313,0,0,0
11,0,0,0,0,0,0,0.0216063,0,0,0,0.0373269,0,0.0293671,0.037651,0,0,0.0164332,0,0,0.0419743,0.0293011,0.0313018,0.0290967,0.0239737,0.0408366,0.0240272,0.0332042,0.0435844,0.0382161,0.0253983,0.0330427,0.0331732,0.0202821,0.031123,0.0156855,0.0438828,0.0124938,0.0610152,0,0.0373447,0.0367399,0.0415969,0,0,0.0202387,0,0.0196298,0.0643067,0.0554792,0.0286657,0.0315598,0.0346777,0.0367747,0.0554684,0,0.0911487,0.136979,0.0625561,0.0430198,0.0274157,0.0518107,0.0272646,0.045376,0.0078065,0.057514,0,0,0,0.0090172,0,0,0
12,0,0,0,0,0,0,0.0206543,0,0,0,0.0371794,0,0.0295464,0.0349414,0,0,0.016617,0,0,0.0419994,0.0313464,0.0314864,0.0291015,0.0239234,0.041083,0.0260944,0.0337479,0.0434127,0.0381385,0.025792,0.0326688,0.0329269,0.0198992,0.0302224,0.0166483,0.0423837,0.0126974,0.057159,0,0.03294,0.0348183,0.0413299,0,0,0.0212977,0,0.0198999,0.063508,0.0483575,0.0312092,0.0283134,0.0344418,0.0377707,0.0577246,0.0927887,0.0908976,0.141352,0.0635232,0.0445152,0.0296052,0.0535169,0.0246877,0.0445032,0.00794995,0.0585041,0,0,0,0.00894076,0,0,0
13,0,0,0,0,0,0,0.0198504,0,0,0,0.0369722,0,0.029458,0.0338908,0,0,0.0168573,0,0,0.0420622,0.0316797,0.0310373,0.0293785,0.0233045,0.0404997,0.0277157,0.0334261,0.0432238,0.0387019,0.0254365,0.032195,0.032704,0.0191148,0.0293566,0.0173707,0.0411817,0.0126698,0.0543654,0,0.0299814,0.0341236,0.0412557,0,0,0.0224595,0,0.0202003,0.0635519,0.0458169,0.0303167,0.0288506,0.0349853,0.0389331,0.0591802,0.0940033,0.0920523,0.141987,0.0633277,0.0434622,0.0284229,0.0542066,0.0198949,0.0436559,0.00810639,0.0593408,0,0,0,0.00909535,0,0,0
14,0,0,0,0,0,0,0.0193743,0,0,0,0.0363744,0,0.028812,0.0330341,0,0,0.0161896,0,0,0.0378417,0.030902,0.0302351,0.0299881,0.0229971,0.0400044,0.0286791,0.0329007,0.0433298,0.0392604,0.0246368,0.0319222,0.0325477,0.0184438,0.0286021,0.0179124,0.0402832,0.0186132,0.0503829,0,0.0259572,0.0335051,0.0414028,0,0,0.0235276,0,0.02051,0.0635915,0.0428908,0.0294295,0.029334,0.0354242,0.0401845,0.0607527,0.0953766,0.0935173,0.14251,0.063143,0.0425485,0.0276677,0.0549313,0.0148732,0.0428008,0.00820784,0.0602229,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0.0188087,0,0,0,0.0352018,0,0.0279046,0.0324498,0,0,0.0175784,0,0,0.0422283,0.0292534,0.0294786,0.030814,0.0228942,0.0396605,0.030676,0.0318337,0.043366,0.0397449,0.024049,0.0317941,0.0324851,0.0180816,0.027627,0.0184109,0.0393735,0.0125345,0.0457118,0,0.0218784,0.033024,0.0413262,0,0,0.0240464,0,0.0205656,0.0635877,0.0393065,0.028657,0.0297544,0.0358477,0.0411113,0.0615515,0.0964428,0.0951257,0.143151,0.0626631,0.0416901,0.0276073,0.0556915,0.0173053,0.042281,0.00821173,0.0609981,0,0,0,0.00939775,0,0,0
16,0,0,0,0,0,0,0.0185442,0,0,0,0.03318,0,0.0278224,0.0321633,0,0,0.0178183,0,0,0.042259,0.0273787,0.0292806,0.0313743,0.02331,0.039632,0.0317244,0.030803,0.0432178,0.0398212,0.0238368,0.0316807,0.0325425,0.0179079,0.0265139,0.0195614,0.0389398,0.0126311,0.0424975,0,0.0190894,0.0327051,0.041462,0,0,0.0242236,0,0.0204983,0.0635072,0.0380673,0.0278616,0.0302512,0.0364473,0.0419662,0.062005,0.0966929,0.0961521,0.144055,0.0624971,0.0409733,0.0279881,0.0562319,0.0280337,0.0418822,0.00810417,0.0618258,0,0,0,0.00934204,0,0,0
17,0,0,0,0,0,0,0.0183905,0,0,0,0.0307498,0,0.028054,0.0325045,0,0,0.0180123,0,0,0.042306,0.0259088,0.0296857,0.0314041,0.0237398,0.0396459,0.032653,0.0299643,0.0430025,0.0396295,0.0236961,0.0315787,0.0326554,0.0174348,0.0255073,0.021824,0.0387298,0.0126346,0.0405217,0,0.0184554,0.0321671,0.0415799,0,0,0.0242327,0,0.0204226,0.0632531,0.0407121,0.0268616,0.0306036,0.0369595,0.0426838,0.0625347,0.0966171,0.0964806,0.144793,0.062458,0.0405343,0.028245,0.0566022,0.0378015,0.0416162,0.00795471,0.0626114,0,0,0,0.00938027,0,0,0
18,0,0,0,0,0,0,0.0182868,0,0,0,0.0283773,0,0.0283713,0.0330687,0,0,0.0181767,0,0,0.0427321,0.0250292,0.03033,0.0311809,0.0240327,0.0399293,0.0333934,0.0291867,0.0431651,0.0396,0.0236612,0.0315109,0.0329519,0.016773,0.0251544,0.0247726,0.0387168,0.0121476,0.0361254,0,0.0195423,0.0316796,0.0416151,0,0,0.0241592,0,0.0202884,0.0626837,0.0447235,0.0257007,0.0314005,0.0372749,0.0430738,0.062948,0.0967716,0.0966955,0.145008,0.0622282,0.0398658,0.0276754,0.0566985,0.0439112,0.0415188,0.00772709,0.0633908,0,0,0,0.0100569,0,0,0
19,0,0,0,0,0,0,0.0183391,0,0,0,0.0266738,0,0.0287103,0.0330616,0,0,0.0182362,0,0,0.0435639,0.0254767,0.0312095,0.0303493,0.0241391,0.0400707,0.0336282,0.0285333,0.043366,0.0397521,0.0240079,0.0316223,0.0334057,0.0162909,0.025248,0.026962,0.0389581,0.0110294,0.0445121,0,0.0216657,0.0323608,0.0414791,0,0,0.0238819,0,0.0201524,0.0609051,0.0457419,0.0240052,0.0339232,0.0368896,0.0428278,0.0627513,0.0976202,0.0965179,0.144179,0.0598453,0.039064,0.0255276,0.0535843,0,0.041725,0.00747009,0.063746,0,0,0,0.0116438,0,0,0
20,0,0,0,0,0,0,0.0182382,0,0,0,0.0250122,0,0.0285971,0.0337194,0,0,0.0181878,0,0,0.0436509,0.0249364,0.0323164,0.0301043,0.0242351,0.0399366,0.0334762,0.0280425,0.0432345,0.0401145,0.023962,0.0316854,0.0334472,0.0158471,0.024976,0.0293874,0.0391498,0.0108829,0.0447632,0,0.0215887,0.0318929,0.0415602,0,0,0.023813,0,0.0200548,0.0603024,0.0488339,0.0226321,0.0347038,0.0370645,0.0426546,0.0629636,0.0976004,0.0962983,0.144349,0.0603363,0.0389359,0.0258201,0.0549635,0,0.0418347,0.00731419,0.0642381,0,0,0,0.0118542,0,0,0
21,0,0,0,0,0,0,0.0179035,0,0,0,0.0238433,0,0.0286254,0,0,0,0.0180744,0,0,0.0434345,0.0216005,0.0334135,0.0328152,0.0238225,0.0417729,0.0322547,0.0258298,0.0434503,0.0416208,0.0237364,0.0309866,0.0325096,0.0146607,0.0242391,0.0311281,0.0394878,0.010669,0.0321392,0,0.0213611,0.0301769,0.0420557,0,0,0.0236821,0,0.0200272,0.062649,0.0558913,0.0230749,0.0337548,0.0406253,0.0424193,0.0634132,0.0977647,0.096682,0.145043,0.0631945,0.0389089,0.028054,0.0600437,0.0605832,0.0419827,0.00733646,0.065241,0,0,0,0.0117727,0,0,0
22,0,0,0,0,0,0,0.0178526,0,0,0,0.0235109,0,0.0291289,0,0,0,0.0181527,0,0,0.043528,0.021118,0.0339472,0.0326232,0.0238745,0.0412053,0.0322555,0.0255903,0.0435032,0.0416341,0.0237648,0.0307056,0.0323868,0.0143548,0.0239195,0.0318235,0.0396175,0.0106947,0.032455,0,0.0215064,0.0296545,0.0421198,0,0,0.0235299,0,0.0200228,0.0626854,0.0587527,0.022263,0.0343888,0.041186,0.0422249,0.0633714,0.098056,0.0972932,0.144807,0.0638661,0.0393133,0.0286135,0.0612388,0.0664627,0.0420179,0.00745,0.065467,0,0,0,0.0117265,0,0,0
23,0,0,0,0,0,0,0.0182177,0,0,0,0.0240577,0,0.0290644,0.0349764,0,0,0.0172692,0,0,0.0381964,0.0235889,0.0332662,0.0292829,0.0242444,0.0384645,0.0325997,0.0272622,0.0431584,0.0402756,0.024029,0.0311577,0.0331456,0.0151619,0.0242554,0.0310696,0.0398084,0.0188339,0.047473,0,0.0209271,0.0304441,0.0419003,0,0,0.0233272,0,0.0200653,0.05999,0.054782,0.0192967,0.036454,0.0384463,0.0420375,0.0631577,0.0981816,0.097044,0.144003,0.0619678,0.0399847,0.0270632,0.0580677,0,0.0419753,0.00756707,0.0649255,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0.0180173,0,0,0,0.0245462,0,0.0288776,0.0351219,0,0,0.0182225,0,0,0.0435575,0.0233601,0.0325356,0.0290844,0.023966,0.0382235,0.0333983,0.0269321,0.0430812,0.0405224,0.023795,0.0310568,0.0329628,0.015176,0.0244045,0.0300821,0.0398171,0.0102025,0.0478188,0,0.0201784,0.0301187,0.0416207,0,0,0.0230736,0,0.0200121,0.0602764,0.0548597,0.0184026,0.0370452,0.0389607,0.041832,0.0630413,0.0983954,0.0970163,0.143886,0.0618041,0.0396948,0.0265625,0.0583281,0,0.0419581,0.0078082,0.0648634,0,0,0,0.0122543,0,0,0
25,0,0,0,0,0,0,0.0178549,0,0,0,0.0246335,0,0.0289442,0.0359637,0,0,0.0181461,0,0,0.0434829,0.022015,0.0317782,0.0294817,0.023682,0.0381658,0.0334364,0.0261084,0.0430911,0.0410922,0.0230553,0.0308559,0.0325732,0.0150577,0.0241387,0.029872,0.0397557,0.0104815,0.0339945,0,0.0203335,0.0286349,0.0416859,0,0,0.0231929,0,0.0197532,0.0617437,0.0610477,0.0184554,0.0364622,0.0399668,0.0421657,0.0629999,0.0981412,0.0971555,0.144791,0.0639794,0.0387343,0.0276544,0.0625341,0.0763705,0.0417037,0.00779824,0.0650951,0,0,0,0.0120341,0,0,0
26,0,0,0,0,0,0,0.0178121,0,0,0,0.0249615,0,0.0290439,0.0365707,0,0,0.0181635,0,0,0.0433048,0.0218581,0.0314437,0.0292437,0.023432,0.0379661,0.0335036,0.0254885,0.042725,0.0413395,0.0229709,0.0307967,0.0323107,0.0150034,0.0239746,0.0290721,0.039665,0.0103714,0.0342977,0,0.0198254,0.0283763,0.0416041,0,0,0.0232603,0,0.019473,0.0617951,0.0611491,0.0177486,0.0367335,0.0402346,0.0423396,0.0627755,0.0982604,0.0972105,0.144787,0.0642148,0.0387103,0.0276061,0.0630413,0.0776045,0.041511,0.0077888,0.0649539,0,0,0,0.012077,0,0,0
27,0,0,0,0,0,0,0.0177357,0,0,0,0.02526,0,0.0290106,0.0369551,0,0,0.0180986,0,0,0.0432468,0.0216993,0.0315414,0.0289032,0.0232625,0.0377465,0.0336141,0.0249579,0.0424525,0.0416375,0.0230557,0.0307892,0.0321309,0.0149701,0.0238737,0.0285289,0.0395012,0.0103089,0.0346832,0,0.0194788,0.0282135,0.0415345,0,0,0.0233184,0,0.0193251,0.0617288,0.061612,0.0171298,0.0368832,0.0405425,0.0425261,0.0624139,0.0981449,0.097204,0.144518,0.06488,0.0391802,0.0281289,0.0639225,0.0782125,0.0412333,0.00784798,0.0647246,0,0,0,0.0121791,0,0,0
28,0,0,0,0,0,0,0.0177238,0,0,0,0.0254006,0,0.0290863,0.03708,0,0,0.0179927,0,0,0.0433391,0.0215353,0.0320032,0.0286053,0.0231677,0.0375098,0.0335612,0.0243595,0.0421051,0.0419791,0.0231488,0.0308206,0.0320754,0.0147763,0.0238762,0.0281207,0.039277,0.0104386,0.0353209,0,0.0195689,0.0282836,0.0414775,0,0,0.023333,0,0.0193744,0.0615188,0.0621691,0.0165947,0.0369797,0.0409124,0.0427429,0.0622012,0.0978269,0.097018,0.144124,0.0657295,0.0398957,0.0289147,0.0650172,0.077859,0.0412512,0.00786145,0.0645891,0,0,0,0.0121888,0,0,0
29,0,0,0,0,0,0,0.0177348,0,0,0,0.0254446,0,0.0292696,0.0372283,0,0,0.0179843,0,0,0.0434461,0.0213447,0.0327768,0.028267,0.0230568,0.0372197,0.0334665,0.0239739,0.0418952,0.04232,0.0233092,0.0307938,0.0320358,0.0145082,0.0239819,0.027796,0.0392299,0.0104643,0.0359015,0,0.0198812,0.0285245,0.0415046,0,0,0.0233284,0,0.0194433,0.0612323,0.0619028,0.0161225,0.0369905,0.0412492,0.0429483,0.0620241,0.0975951,0.0968791,0.144083,0.06661,0.0405942,0.029703,0.0657169,0.0770847,0.0415109,0.00778647,0.0645071,0,0,0,0.0122658,0,0,0
30,0,0,0,0,0,0,0.0176928,0,0,0,0.0257127,0,0.0291455,0.0373843,0,0,0.0178869,0,0,0.0435355,0.0211992,0.0331027,0.0280955,0.0228767,0.0368822,0.0333099,0.0236632,0.0418425,0.042547,0.0233646,0.0304894,0.0316372,0.0140736,0.0241051,0.0275086,0.0392875,0.0108031,0.0359689,0,0.0199307,0.0288945,0.0415548,0,0,0.0232833,0,0.0194375,0.0609801,0.0615053,0.0156372,0.0367926,0.0415644,0.0429925,0.062132,0.0973025,0.0966646,0.144369,0.0672907,0.0411769,0.0303476,0.0658352,0.0759444,0.0416196,0.00768596,0.0643603,0,0,0,0.0120093,0,0,0
31,0,0,0,0,0,0,0.0176471,0,0,0,0.0260453,0,0.0290869,0.0377459,0,0,0.0180178,0,0,0.0432995,0.0211686,0.033824,0.0279225,0.0226882,0.0364941,0.0330118,0.0233699,0.0417027,0.0426395,0.0233091,0.0302898,0.0313481,0.0137874,0.0241514,0.0272701,0.0396027,0.0107868,0.0353732,0,0.0199294,0.0293507,0.0416164,0,0,0.0232042,0,0.0193474,0.0606991,0.0610673,0.0151404,0.0362312,0.0419162,0.0429237,0.0622151,0.0964525,0.0962811,0.144651,0.0672932,0.0414285,0.030634,0.0656127,0.0744855,0.0416614,0.00755425,0.0641241,0,0,0,0.0118677,0,0,0
32,0,0,0,0,0,0,0.0177369,0,0,0,0.026463,0,0.0293901,0.0381831,0,0,0.0180611,0,0,0.0431052,0.0212199,0.033982,0.0272207,0.0224696,0.0360608,0.0327565,0.023019,0.041796,0.042844,0.0233854,0.0299334,0.0312347,0.0135873,0.0241792,0.0270239,0.0399766,0.010597,0.0346949,0,0.0200273,0.0298073,0.041652,0,0,0.0231245,0,0.0193484,0.0604204,0.0606002,0.0147186,0.035258,0.0422463,0.042859,0.0623053,0.0953808,0.0957892,0.145027,0.0674713,0.0412392,0.0306052,0.0651449,0.0727748,0.042,0.00741418,0.0638495,0,0,0,0.011888,0,0,0
33,0,0,0,0,0,0,0.0178556,0,0,0,0.0269037,0,0.0298572,0.0385804,0,0,0.0179805,0,0,0.0431063,0.0213787,0.0341068,0.0265235,0.0221874,0.0356187,0.032474,0.0226226,0.0421511,0.0430474,0.0235671,0.0298875,0.0314096,0.0134568,0.0242476,0.0266943,0.0403694,0.010517,0.0342613,0,0.020253,0.0302042,0.0417506,0,0,0.0230631,0,0.0192919,0.0600755,0.0603003,0.0143698,0.0340912,0.042572,0.0428357,0.0626688,0.0943106,0.0953352,0.145422,0.0677968,0.0407948,0.0305074,0.064767,0.0708017,0.042275,0.00727378,0.0635528,0,0,0,0.0119211,0,0,0
34,0,0,0,0,0,0,0.0181683,0,0,0,0.0272571,0,0.0300768,0.0387014,0,0,0.0167865,0,0,0.0377913,0.0216008,0.0344111,0.0259497,0.0221186,0.0352159,0.0313594,0.0221106,0.0418722,0.043153,0.0237048,0.0298391,0.0316975,0.0132294,0.0243498,0.026341,0.0407846,0.0187437,0.0336314,0,0.0205021,0.0306161,0.042064,0,0,0.0230672,0,0.0192422,0.0596651,0.0601791,0.0140753,0.0327826,0.0428945,0.0428602,0.0630913,0.0931907,0.0949649,0.145977,0.0678147,0.0406463,0.03055,0.0643917,0.0685433,0.0423743,0.00710453,0.0632726,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0.0183328,0,0,0,0.0278967,0,0.0300346,0.0385881,0,0,0.0166662,0,0,0.0377205,0.0218074,0.0347856,0.0256029,0.0221212,0.0349296,0.0309884,0.0216482,0.0413991,0.0432572,0.023754,0.0296791,0.0313916,0.0128359,0.0247047,0.0256791,0.0409498,0.0186268,0.0327457,0,0.0208323,0.0309012,0.0420967,0,0,0.0229784,0,0.019245,0.0593584,0.0600525,0.0140289,0.0314499,0.0432173,0.0427759,0.0635083,0.0916419,0.0946458,0.146609,0.0676993,0.040514,0.0305706,0.0640566,0.0668178,0.0424613,0.00706591,0.0629463,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0.0182868,0,0,0,0.0283131,0,0.0301483,0.0392423,0,0,0.0178985,0,0,0.0429324,0.0220163,0.0352815,0.0253315,0.0221086,0.034392,0.0313793,0.0212879,0.0410983,0.0433399,0.0237651,0.0295432,0.0311913,0.012926,0.0247258,0.0251638,0.0411708,0.0102122,0.0319243,0,0.0208884,0.0313165,0.0419397,0,0,0.0228625,0,0.0192028,0.0592001,0.0597735,0.0139623,0.030037,0.043317,0.0426547,0.0639703,0.0901302,0.0945481,0.147115,0.067675,0.0408195,0.0309391,0.0639617,0.0652566,0.0425582,0.00706505,0.0625277,0,0,0,0.011943,0,0,0
37,0,0,0,0,0,0,0.0183618,0,0,0,0.0286341,0,0.0301912,0.0397202,0,0,0.0178565,0,0,0.0429185,0.0222547,0.0354872,0.0251098,0.0220535,0.0339382,0.0309693,0.0210147,0.0408933,0.04346,0.0238505,0.0295218,0.0310064,0.0131854,0.0246305,0.0246699,0.0415363,0.0103886,0.0312858,0,0.0209897,0.0318129,0.0419948,0,0,0.0227612,0,0.019102,0.0592343,0.0593232,0.0139597,0.0285424,0.04338,0.042599,0.0641505,0.0887539,0.0941971,0.147462,0.0678782,0.0411933,0.0315932,0.0639701,0.0633756,0.042521,0.00707331,0.0621207,0,0,0,0.0117475,0,0,0
38,0,0,0,0,0,0,0.0185129,0,0,0,0.0288679,0,0.0301906,0.0398591,0,0,0.0178161,0,0,0.0429772,0.0225391,0.0355643,0.0247484,0.021977,0.0335986,0.0304281,0.0207679,0.0406333,0.0434966,0.0240448,0.0295971,0.0309134,0.0132374,0.024621,0.0244329,0.0417135,0.0101284,0.0307902,0,0.0210012,0.0324623,0.0419822,0,0,0.0226555,0,0.0190751,0.0593897,0.0584978,0.0139831,0.0270285,0.0434948,0.0425112,0.0639301,0.0875719,0.0937996,0.147689,0.0683423,0.0417474,0.0323138,0.0641673,0.060934,0.0425956,0.00711244,0.0617659,0,0,0,0.0119835,0,0,0
39,0,0,0,0,0,0,0.0186831,0,0,0,0.0291491,0,0.0302115,0.0400996,0,0,0.0177067,0,0,0.0432693,0.022854,0.0357624,0.0243667,0.0219141,0.0332817,0.0298855,0.0205242,0.0403475,0.0434455,0.024181,0.0295633,0.0309899,0.0133725,0.0247485,0.0242461,0.0418973,0.00963821,0.0304769,0,0.0206188,0.0331768,0.0419574,0,0,0.0225549,0,0.0191286,0.059568,0.0574076,0.0140502,0.0256883,0.0436484,0.0423865,0.0638807,0.086513,0.0939204,0.147935,0.06898,0.0430103,0.0330466,0.0644893,0.0576643,0.04277,0.00714827,0.0615081,0,0,0,0.0126658,0,0,0
