Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,LUPA,x73,LILC,LASI,LWRB
174,0,0,0,0,0,0,0.0308177,0.0315097,0,0,0,0.0354525,0,0.0311612,0,0.0198934,0,0,0.038124,0.0246287,0.0337942,0.0244277,0.0402783,0.038144,0.0278694,0.0374635,0.0389952,0.0265958,0.034271,0.0344588,0.0191379,0.027275,0.0163674,0.01891,0.0428413,0,0.0223153,0.0316723,0.0400158,0,0,0.0156302,0,0,0.0286254,0.0617633,0.0489378,0.00604013,0.0379039,0.0347236,0.0479909,0.0500328,0.0831092,0.0835718,0.0505685,0.0722131,0.0496865,0.0363119,0.0693013,0.0423304,0.0322769,0.0107987,0.0129645,0.0343295,0.0748071,0,0,0,0,0.0381094,0,0.0391377,0,0
175,0,0,0,0,0,0,0.0308841,0.0313748,0,0,0,0.0357856,0,0.0312229,0,0.0199352,0,0,0.0382025,0.0245561,0.0336101,0.0242998,0.0401992,0.0382529,0.0274189,0.0370922,0.0392674,0.0263877,0.0342002,0.0343193,0.0190305,0.0272464,0.016121,0.0188947,0.0437492,0,0.0226998,0.0322705,0.0398092,0,0,0.0154451,0,0,0.0286353,0.0615207,0.0488861,0.00586636,0.0369131,0.0349985,0.0482144,0.0502672,0.0833193,0.0835264,0.0506652,0.0724519,0.0500839,0.0366882,0.0694642,0.0387732,0.032269,0.0109891,0.0129044,0.0341971,0.0746909,0,0,0,0,0.0381091,0,0.0390465,0,0
176,0,0,0,0,0,0,0.0308918,0.0313208,0,0,0,0.0361312,0,0.0312453,0,0.0204365,0,0,0.0381915,0.0243794,0.0333959,0.0242085,0.0401213,0.038372,0.0269484,0.0367546,0.0396044,0.026292,0.0341394,0.0342201,0.018921,0.027194,0.0158354,0.0184915,0.0446224,0,0.0229461,0.0328417,0.0397416,0,0,0.0152948,0,0,0.0286248,0.0611337,0.0488148,0.00580554,0.0366062,0.0354791,0.0483644,0.0505111,0.0836196,0.0836367,0.0508663,0.072705,0.050542,0.0371595,0.0695195,0.035992,0.0322879,0.0111838,0.013191,0.0340121,0.0745315,0,0,0,0,0.0391135,0,0.039029,0,0
177,0,0,0,0,0,0,0.0310043,0.0312504,0,0,0,0.0364377,0,0.0312889,0,0.0202936,0,0,0.0380734,0.0240962,0.0335404,0.0242167,0.0399023,0.0383405,0.0265335,0.0365054,0.039837,0.0262307,0.0341293,0.0340464,0.018897,0.0272193,0.0155182,0.0187837,0.0461863,0,0.0232944,0.033258,0.039782,0,0,0.0152154,0,0,0.0285938,0.0607767,0.0485405,0.00595055,0.0362144,0.0362196,0.0485868,0.0506178,0.0839687,0.0838187,0.0509798,0.0727758,0.0510622,0.0377292,0.0691668,0.0344488,0.0323254,0.0110668,0.0131617,0.0338064,0.0743873,0,0,0,0,0.0395425,0,0.0391025,0,0
178,0,0,0,0,0,0,0.0311795,0.0312912,0,0,0,0.0372685,0,0.0311142,0,0.0202765,0,0,0.0379603,0.0239442,0.0336884,0.024209,0.0396028,0.0382137,0.0262028,0.0364256,0.0399633,0.0259067,0.0341145,0.0338997,0.0189365,0.0273548,0.0148105,0.018716,0.0472163,0,0.0235905,0.0335862,0.0398595,0,0,0.0153828,0,0,0.0286466,0.0603954,0.0484863,0.00615052,0.0350064,0.0367668,0.0486503,0.0507037,0.0843058,0.0839798,0.0507091,0.0729078,0.051461,0.0384228,0.0690451,0.0333142,0.0323534,0.0109529,0.0128231,0.0337141,0.0742113,0,0,0,0,0.0396138,0,0.0390154,0,0
179,0,0,0,0,0,0,0.0315462,0.0312943,0,0,0,0.0379131,0,0.0311464,0,0.0203186,0,0,0.0379896,0.023738,0.0338335,0.0242741,0.0391452,0.037916,0.0258834,0.0362387,0.0400912,0.0256962,0.0340645,0.0336099,0.0189409,0.0274137,0.0143867,0.0187165,0.0477945,0,0.0236429,0.0338555,0.0402647,0,0,0.0142275,0,0,0.0177125,0.0601433,0.0484003,0.00662393,0.0338753,0.0370882,0.0482477,0.050896,0.0847452,0.0841271,0.0503775,0.0732721,0.0519399,0.0389945,0.0689807,0.0325245,0.0330486,0.00889775,0,0.0335945,0.0740944,0,0,0,0,0.0392865,0,0.0389494,0,0
180,0,0,0,0,0,0,0.0313697,0.0315362,0,0,0,0.0385366,0,0.0312981,0,0.0199949,0,0,0.0378444,0.0236467,0.0339359,0.0242723,0.0386931,0.0376126,0.0256411,0.0359923,0.0402239,0.0256545,0.0338867,0.0331983,0.0188962,0.0274143,0.0142219,0.018748,0.0482001,0,0.0236229,0.0341531,0.0401926,0,0,0.0154113,0,0,0.0288075,0.05983,0.0482484,0.00714251,0.0334533,0.0369902,0.0486731,0.0511816,0.0851757,0.084262,0.0505723,0.0739956,0.0523895,0.0395535,0.0690555,0.0324712,0.0324799,0.0105167,0.0124782,0.03376,0.0736622,0,0,0,0,0.0393528,0,0.0390748,0,0
181,0,0,0,0,0,0,0.0317508,0.0315627,0,0,0,0.0393058,0,0.0314665,0,0.0200869,0,0,0.0378644,0.0235623,0.0339732,0.0243697,0.0381503,0.0372571,0.0253673,0.0356709,0.0402744,0.0256818,0.033755,0.0329091,0.0188736,0.02746,0.0140167,0.018655,0.0476976,0,0.0234933,0.0344762,0.0405754,0,0,0.0142486,0,0,0.0180169,0.0597957,0.0483099,0.0077908,0.0332134,0.0369551,0.0482578,0.0516533,0.0854952,0.0840922,0.0511216,0.0753252,0.0528924,0.0401609,0.0693179,0.0327215,0.0331127,0.00864106,0,0.0337606,0.0733562,0,0,0,0,0.0396029,0,0.0390241,0,0
182,0,0,0,0,0,0,0.0316446,0.031792,0,0,0,0.0398407,0,0.0315988,0,0.019788,0,0,0.0376855,0.0235937,0.0343508,0.0245801,0.0376449,0.0369163,0.0251592,0.0354873,0.0402961,0.0256224,0.0336445,0.0326101,0.0187767,0.0273928,0.0138384,0.0185873,0.0468789,0,0.0231832,0.0349427,0.0404528,0,0,0.0155971,0,0,0.0291039,0.0598345,0.0483266,0.00833506,0.0324318,0.0367876,0.0487504,0.0520497,0.0858412,0.0840455,0.0514285,0.0766447,0.05385,0.0412488,0.0700723,0.0330043,0.0326186,0.0104631,0.0124767,0.0340316,0.0728352,0,0,0,0,0.0400857,0,0.0390943,0,0
183,0,0,0,0,0,0,0.0315462,0.0320087,0,0,0,0.0406183,0,0.0315409,0,0.0195084,0,0,0.0376123,0.0236608,0.0347404,0.0246739,0.0372803,0.0363577,0.0249363,0.0353995,0.0403336,0.0256842,0.0335365,0.0324091,0.0186581,0.0273925,0.0138633,0.0186063,0.0468542,0,0.0227241,0.0352819,0.0405099,0,0,0.0155061,0,0,0.029694,0.0598492,0.0482366,0.00867804,0.0315058,0.0365978,0.0487011,0.0523704,0.0861498,0.0840686,0.0515715,0.0767913,0.0550205,0.0429537,0.0708345,0.0332732,0.0326555,0.0102808,0.0143379,0.0342509,0.0723865,0,0,0,0,0.0399053,0,0.0390715,0,0
184,0,0,0,0,0,0,0.0313251,0.0321532,0,0,0,0.0409252,0,0.0315959,0,0.0191014,0,0,0.0375925,0.0237959,0.035144,0.0247806,0.0369501,0.0358818,0.0246658,0.03522,0.0403863,0.0257002,0.0334377,0.0323265,0.0185491,0.0273276,0.0142007,0.0187115,0.0464298,0,0.0220712,0.0356684,0.0404759,0,0,0.0154119,0,0,0.0296003,0.0598647,0.0477121,0.00891772,0.0304874,0.036434,0.0487272,0.0526071,0.0864519,0.0841792,0.0517968,0.0773121,0.0563035,0.0441896,0.0717938,0.033258,0.0325011,0.0103451,0.0142774,0.0344678,0.0719052,0,0,0,0,0.0391976,0,0.0390946,0,0
185,0,0,0,0,0,0,0.031166,0.0321713,0,0,0,0.0408706,0,0.0317169,0,0.0191632,0,0,0.037679,0.0240165,0.035464,0.0248211,0.0368438,0.0355286,0.024401,0.0350165,0.0405387,0.025733,0.0333678,0.0322212,0.018474,0.0272895,0.0145251,0.018664,0.0455828,0,0.0214057,0.0361576,0.0408096,0,0,0.0143682,0,0,0.0215979,0.0598106,0.0468904,0.00911296,0.0295278,0.0364762,0.0479107,0.0529991,0.0867683,0.0843896,0.0521297,0.0779927,0.0573431,0.0444436,0.0726729,0.0332134,0.0331019,0,0.0112779,0.0345571,0.0713342,0,0,0,0,0.0394592,0,0.0391111,0,0
186,0,0,0,0,0,0,0.0322616,0.0316696,0,0,0,0.040442,0,0.0318031,0,0.0188111,0,0,0.037565,0.0242149,0.0354632,0.0248928,0.0365191,0.0353417,0.02407,0.0346928,0.0406222,0.0257781,0.0333527,0.0321408,0.0184472,0.0272269,0.0148375,0.0186375,0.0451967,0,0.0208291,0.0366712,0.0406254,0,0,0.0147787,0,0,0.0189898,0.0598022,0.0458345,0.00920871,0.028569,0.0363687,0.0480974,0.0533104,0.0870393,0.0846735,0.0526366,0.0781548,0.0580278,0.0451051,0.0732606,0.0327905,0.0331345,0,0.00886258,0.0343351,0.0712064,0,0,0,0,0.0395366,0,0.0390029,0,0
187,0,0,0,0,0,0,0.0327469,0.0314195,0,0,0,0.0404875,0,0.0317891,0,0.0187382,0,0,0.0373846,0.0243896,0.0354173,0.0249525,0.0363382,0.0352521,0.0237512,0.0344728,0.0406771,0.0258573,0.0333293,0.0321054,0.0184106,0.0271108,0.0149465,0.0186243,0.0447634,0,0.0202086,0.0370851,0.0406152,0,0,0.0150597,0,0,0.0220887,0.0597026,0.0446023,0.00931776,0.0274895,0.0363132,0.0483052,0.0538311,0.0874641,0.0848052,0.0532323,0.0781683,0.0581084,0.0459354,0.073459,0.0318029,0.0331837,0,0.0133746,0.0342521,0.0710238,0,0,0,0,0.0401567,0,0.0388924,0,0
188,0,0,0,0,0,0,0.0331369,0.0300616,0,0,0,0.0406001,0,0.0318262,0,0.0158187,0,0,0.0138564,0.0246712,0.035498,0.025094,0.0360898,0.034486,0.0235087,0.0342087,0.0406928,0.0259865,0.0333698,0.0320469,0.0184513,0.0270583,0.0150762,0,0.0435795,0,0.01944,0.0372882,0.0421055,0,0,0.0148037,0,0,0.0221684,0.0595625,0.0430432,0.0090051,0.0265322,0.0358724,0.0483896,0.0540836,0.0877786,0.0847722,0.0534652,0.0782448,0.0577921,0.0464562,0.0732194,0.0305283,0.0336065,0,0.0134566,0.0331692,0.0711511,0,0,0,0,0.039883,0,0.038929,0,0
189,0,0,0,0,0,0,0.0328022,0.031495,0,0,0,0.0406475,0,0.0318943,0,0.0186431,0,0,0.0372653,0.0249284,0.0356652,0.0252592,0.0363439,0.0351072,0.0232628,0.033935,0.0407433,0.0260101,0.0333534,0.031877,0.0184404,0.0269316,0.0154181,0.0185462,0.0428871,0,0.0187806,0.0376168,0.040564,0,0,0.0150952,0,0,0.0217211,0.059354,0.0417303,0.00949698,0.0250291,0.0362062,0.0481444,0.0545842,0.088452,0.0849249,0.0541889,0.0780411,0.0571484,0.0460174,0.0724052,0.0289597,0.0332306,0,0.0127454,0.0344113,0.0706176,0,0,0,0,0.040202,0,0.0388359,0,0
190,0,0,0,0,0,0,0.0328346,0.0315317,0,0,0,0.0409576,0,0.0319088,0,0.018325,0,0,0.0372642,0.0253332,0.0356536,0.0254503,0.0363994,0.0350774,0.0230292,0.0335685,0.0407094,0.0261742,0.0333804,0.0317421,0.0184895,0.0268793,0.0156767,0.018618,0.0428246,0,0.0181723,0.0378027,0.0404512,0,0,0.0149855,0,0,0.0212455,0.0591033,0.040166,0.00955951,0.0237914,0.0361188,0.0479804,0.0550835,0.089125,0.0847178,0.0549712,0.0781386,0.0565808,0.0461017,0.0713589,0.0270576,0.0332392,0,0.0116482,0.0344847,0.0704644,0,0,0,0,0.0394688,0,0.038995,0,0
191,0,0,0,0,0,0,0.0319219,0.0322337,0,0,0,0.0415606,0,0.0320263,0,0.0184284,0,0,0.0374846,0.0258086,0.0355991,0.0255476,0.0368349,0.0350267,0.0229032,0.0333449,0.040607,0.026304,0.0332929,0.0315113,0.0184411,0.0267665,0.015732,0.0186777,0.0428886,0,0.0179792,0.0380237,0.0409641,0,0,0.01349,0,0,0.0106716,0.058633,0.0385965,0.00970705,0.0227365,0.0362661,0.0472315,0.0556041,0.0897175,0.0849368,0.0558806,0.0781234,0.0563287,0.0466572,0.0695743,0.0249863,0.0351217,0,0,0.0349465,0.0699599,0,0,0,0,0.0384867,0,0.03911,0,0
192,0,0,0,0,0,0,0.0321154,0.0322769,0,0,0,0.044586,0,0.0328521,0,0.018396,0,0,0.0374074,0.0291936,0.0362348,0.0254472,0.0377357,0.035123,0.0228274,0.0329773,0.0418382,0.0277499,0.0326764,0.0306667,0.0177262,0.026884,0.0168678,0.0186741,0.0425875,0,0.0179038,0,0.040887,0,0,0.0134731,0,0,0.0107028,0.0564691,0.0370764,0.0137577,0.0197993,0.036894,0.0468776,0.0554544,0.0899801,0.0866772,0.058095,0.076617,0.0555195,0.0466589,0.0692445,0.022828,0.0352702,0,0,0.0351167,0.0696221,0,0,0,0,0.038461,0,0.0371012,0,0
193,0,0,0,0,0,0,0.0320421,0.0322536,0,0,0,0.0454123,0,0.0328128,0,0.0183127,0,0,0.0373128,0.0297474,0.0359713,0.0256043,0.0374811,0.0353458,0.0229623,0.0325598,0.0418094,0.0280712,0.0327773,0.0306976,0.0178822,0.0269653,0.0174393,0.0187217,0.0436523,0,0.0182583,0,0.0405556,0,0,0.0143013,0,0,0.0194704,0.0558544,0.0357626,0.0136397,0.0191228,0.036174,0.0471629,0.0558946,0.0894632,0.087239,0.0593321,0.0761456,0.0554969,0.0468982,0.0697877,0.0188653,0.0333696,0.00895395,0,0.0352301,0.06962,0,0,0,0,0.03871,0,0.0367055,0,0
194,0,0,0,0,0,0,0.0323378,0.0323821,0,0,0,0.0439421,0,0.0319789,0,0.0184366,0,0,0.0374511,0.0275394,0.0350055,0.0259085,0.037046,0.0351578,0.0233201,0.0323776,0.0404184,0.0271674,0.0334711,0.0314774,0.0187512,0.0268994,0.0168681,0.0186838,0.0463835,0,0.0187054,0.0382806,0.0409614,0,0,0.0134876,0,0,0.0108876,0.0569511,0.0343662,0.00973446,0.0207727,0.0351585,0.0465491,0.0567569,0.0886977,0.0862664,0.0595299,0.0768554,0.0565541,0.0479595,0.0707462,0.0139336,0.0351039,0,0,0.0350977,0.0698701,0,0,0,0,0.0384872,0,0.0383444,0,0
195,0,0,0,0,0,0,0.0323792,0.0324963,0,0,0,0.0468476,0,0.0327217,0,0.0184832,0,0,0.0375589,0.031514,0.0353333,0.0258323,0.0380441,0.0356083,0.0237832,0.0322611,0.0416167,0.0289829,0.0330244,0.030913,0.0181363,0.0271701,0.0188934,0.0186934,0.0480122,0,0.0193429,0,0.0408425,0,0,0.0134886,0,0,0.0113418,0.0544386,0.0341058,0.0130698,0.0201011,0.0348931,0.0459406,0.0565724,0.088308,0.0874372,0.0618132,0.0744819,0.055076,0.0474374,0.0694088,0.0108831,0.0357763,0,0,0.0352856,0.0696692,0,0,0,0,0.0383036,0,0.036208,0,0
196,0,0,0,0,0,0,0.0319012,0.0325667,0,0,0,0.0480329,0,0.0327204,0,0.0181577,0,0,0.037389,0.0326437,0.0349074,0.0261929,0.0378333,0.0360051,0.0241026,0.0319854,0.0414752,0.0297342,0.033261,0.0312269,0.018344,0.02743,0.0199201,0.0186254,0.0485056,0,0.0205273,0,0.0402293,0,0,0.0154564,0,0,0.0299628,0.0538952,0.0342804,0.0127418,0.0219077,0.0336366,0.0464843,0.056652,0.0871038,0.0874244,0.0630238,0.0731925,0.0544796,0.0476297,0.0693293,0.00948857,0.033213,0.00976879,0.0140726,0.0355622,0.0696988,0,0,0,0,0.0387375,0,0.0356119,0,0
197,0,0,0,0,0,0,0.0322682,0.0325872,0,0,0,0.0490212,0,0.0327727,0,0.0181989,0,0,0.0372967,0.0335016,0.0345019,0.0266668,0.0378598,0.036164,0.0245439,0.0314448,0.041116,0.0303169,0.0335393,0.0314064,0.0186291,0.0276779,0.0207217,0.0185138,0.0498604,0,0.0218957,0,0.0403205,0,0,0.0153437,0,0,0.0298005,0.053404,0.034491,0.0122806,0.023854,0.0326278,0.046136,0.0562121,0.0857284,0.0871835,0.0636849,0.0721726,0.0539408,0.0474074,0.0690037,0.0074443,0.0332902,0.00967472,0.0144642,0.0356334,0.0699489,0,0,0,0,0.0388269,0,0.0353839,0,0
198,0,0,0,0,0,0,0.0325154,0.0326138,0,0,0,0.0506168,0,0.0327474,0,0.0180542,0,0,0.037277,0.034388,0.0340866,0.0270476,0.0379118,0.0362709,0.0249658,0.0308594,0.0408608,0.0309364,0.0337065,0.031554,0.0188653,0.0279393,0.0220884,0.0184912,0.0498539,0,0.0229629,0,0.0404056,0,0,0.0151276,0,0,0.0297716,0.0531013,0.0352517,0.0124036,0.0258282,0.0317827,0.045665,0.0555923,0.0840183,0.0870904,0.0650916,0.0712289,0.0534943,0.0473224,0.0686919,0.00742511,0.0334517,0.00913304,0.0137941,0.0357741,0.0701207,0,0,0,0,0.0390721,0,0.035015,0,0
199,0,0,0,0,0,0,0.0324601,0.0326783,0,0,0,0.0495915,0,0.0318744,0,0.0178285,0,0,0.0371756,0.0317061,0.0329733,0.027827,0.0373877,0.0356493,0.0248507,0.0300789,0.0389899,0.0299409,0.0345891,0.0325627,0.0199761,0.0279469,0.0211709,0.0185599,0.0509592,0,0.0238963,0.0413225,0.0407835,0,0,0.0152049,0,0,0.0298844,0.0556313,0.0351326,0.00950749,0.0285187,0.0316867,0.0452062,0.0554191,0.0817171,0.0856872,0.0658097,0.072432,0.0548759,0.048787,0.0701362,0.00656384,0.0337254,0.00853892,0.012811,0.0357807,0.070208,0,0,0,0,0.0395625,0,0.0365681,0,0
200,0,0,0,0,0,0,0.0323675,0.0329079,0,0,0,0.0512192,0,0.0317802,0,0.0178666,0,0,0.0373681,0.0320496,0.0329963,0.0280894,0.0374192,0.0356004,0.0249867,0.0297002,0.0388828,0.0303652,0.0345942,0.0325259,0.0200896,0.0280359,0.0222437,0.0186034,0.0506803,0,0.024075,0.0415764,0.0412716,0,0,0.0141773,0,0,0.0258681,0.0558909,0.0352923,0.00973109,0.0293674,0.0316814,0.0443036,0.0554602,0.0804445,0.0856392,0.0663607,0.0722433,0.0548442,0.0486627,0.0706131,0.00709922,0.0346885,0,0.0139754,0.0361497,0.0699267,0,0,0,0,0.0395258,0,0.036473,0,0
201,0,0,0,0,0,0,0.0329826,0.0326477,0,0,0,0.0530282,0,0.0316692,0,0.0176396,0,0,0.0373363,0.0321164,0.0330178,0.0283187,0.0370127,0.0355511,0.025012,0.0294617,0.0387466,0.0305899,0.0345974,0.0324784,0.020165,0.0280867,0.0236905,0.0186798,0.0506738,0,0.0238627,0.0412349,0.0410996,0,0,0.0153277,0,0,0.0298312,0.0560973,0.0349303,0.00985853,0.029581,0.0315638,0.0448949,0.0555415,0.0798535,0.0851857,0.0660469,0.0724063,0.0550609,0.0486721,0.0710775,0.0069365,0.034068,0.00929847,0.0136546,0.036351,0.069753,0,0,0,0,0.0398746,0,0.0362953,0,0
202,0,0,0,0,0,0,0.033058,0.0325978,0,0,0,0.0540778,0,0.0315575,0,0.0175572,0,0,0.0372526,0.0321029,0.033257,0.028389,0.0367307,0.0352716,0.0249732,0.0293862,0.0387057,0.0306096,0.0344855,0.0322561,0.0200336,0.0279018,0.0249437,0.0187308,0.0503834,0,0.0235384,0.0407432,0.04123,0,0,0.0146866,0,0,0.0303464,0.056004,0.0345372,0.00989071,0.0295735,0.0317065,0.0449545,0.0556839,0.0798895,0.0846114,0.0653455,0.0726317,0.0553286,0.048655,0.0713563,0.00679212,0.0342176,0.00973215,0.0138652,0.0366111,0.0694756,0,0,0,0,0.0398982,0,0.0362463,0,0
203,0,0,0,0,0,0,0.0331471,0.0323873,0,0,0,0.0547445,0,0.0312995,0,0.0175541,0,0,0.0371095,0.031965,0.033298,0.0282994,0.0363079,0.0351006,0.0248983,0.0293688,0.0386712,0.0305131,0.0342999,0.0321068,0.0198177,0.0276467,0.0262804,0.0186292,0.050144,0,0.023041,0.0403213,0.0411773,0,0,0.0152364,0,0,0.0301164,0.055731,0.034045,0.0099085,0.029208,0.0317798,0.0452613,0.0556699,0.0804073,0.0840806,0.0644591,0.0727588,0.0553958,0.0486454,0.0712792,0.0066835,0.034043,0.00970143,0.0139604,0.0367086,0.0692546,0,0,0,0,0.0399689,0,0.0361937,0,0
204,0,0,0,0,0,0,0.0331185,0.03229,0,0,0,0.0550394,0,0.0308481,0,0.0176933,0,0,0.0370562,0.0313741,0.0331988,0.0281027,0.0356425,0.0350381,0.024833,0.0293322,0.0385282,0.0301971,0.0341087,0.0319465,0.0197755,0.0273915,0.0271436,0.0185884,0.0514175,0,0.0219886,0.0393683,0.0411761,0,0,0.0151701,0,0,0.030377,0.0553528,0.0332053,0.00966175,0.0274125,0.0315434,0.0455173,0.0555923,0.0816209,0.0838581,0.063202,0.0733754,0.0551806,0.0486042,0.0709862,0.00530259,0.0338464,0.00959845,0.0138291,0.0368214,0.0689096,0,0,0,0,0.0398522,0,0.0365131,0,0
