Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,LUPA,x73,LILC,LASI,LWRB
134,0,0,0,0,0,0,0.0298248,0.0341279,0,0,0,0.0389644,0,0.0287606,0,0.020984,0,0,0.0442232,0.0477904,0.0444994,0.0247679,0.0440244,0.0340336,0.0443866,0.0530566,0.0363238,0.0257515,0.0332909,0.0329194,0.0227202,0.0291102,0.0256446,0.0117083,0.0369925,0,0.0227003,0.0493581,0.0428663,0,0,0.0159554,0,0,0.0294523,0.0536105,0.0242309,0.0115554,0.0262431,0.0330843,0.0477839,0.043979,0.07394,0.0790095,0.0534015,0.0664296,0.0505197,0.043091,0.0639636,0.00723276,0.0332549,0.00981531,0.013749,0.0360938,0.0704931,0,0,0,0,0.0403405,0,0.0230776,0.0326425,0.0102627
135,0,0,0,0,0,0,0.0300606,0.0342718,0,0,0,0.0425567,0,0.0286512,0,0.0205718,0,0,0.044072,0.0447014,0.0429506,0.0238268,0.0446293,0.0330767,0.0418913,0.0521669,0.0372086,0.0262236,0.0336505,0.033476,0.0226985,0.0297181,0.0193521,0.0115145,0.0385964,0,0.0233926,0.049684,0.042845,0,0,0.0158081,0,0,0.0295896,0.0561871,0.024673,0.0111542,0.0267779,0.034426,0.0472947,0.0442159,0.0733137,0.0792184,0.0544079,0.0658879,0.0499804,0.0425281,0.0632722,0.0079918,0.0336047,0.0099601,0.0134289,0.0360435,0.0702763,0,0,0,0,0.0407859,0,0.02686,0,0.0105573
136,0,0,0,0,0,0,0.0303834,0.0341246,0,0,0,0.0479851,0,0.0289933,0,0.0207763,0,0,0.0442779,0.0499988,0.0421562,0.0223809,0.0410918,0.0334584,0.0438874,0.0515247,0.0371105,0.0299233,0.0343779,0.0342398,0.0233389,0.0314231,0.0131309,0.011479,0.0356727,0,0.022088,0,0.0427736,0,0,0.0162061,0,0,0.0296791,0.051299,0.0277049,0.0166902,0.0240484,0.0303526,0.0488179,0.0456368,0.0764864,0.0814507,0.0546025,0.0643377,0.0483442,0.040822,0.0617443,0.00835241,0.0333522,0.00979479,0.0135699,0.0368254,0.0693575,0,0,0,0,0.0404718,0,0.0235717,0.0320986,0.0106026
137,0,0,0,0,0,0,0.0306685,0.0342426,0,0,0,0.0516056,0,0.0289509,0,0.0205535,0,0,0.0442892,0.0496021,0.0411106,0.0216473,0.0407001,0.032688,0.0436932,0.050574,0.0374846,0.0309721,0.0358779,0.0352627,0.0246961,0.0327921,0.010484,0.0113529,0.0365563,0,0.0221218,0,0.0428062,0,0,0.0161321,0,0,0.0298602,0.0517913,0.0276363,0.0163439,0.024137,0.0298607,0.0487895,0.0453805,0.0761863,0.0809955,0.0544438,0.0648403,0.0484827,0.0409157,0.061778,0.008289,0.0335701,0.00983917,0.0134054,0.0369763,0.0690517,0,0,0,0,0.0409302,0,0.0245268,0.0314394,0.0108415
138,0,0,0,0,0,0,0.0310047,0.0344518,0,0,0,0.0550022,0,0.0286601,0,0.0203758,0,0,0.0442502,0.0490809,0.0400588,0.0213415,0.0403695,0.0318198,0.0434734,0.0494868,0.0381634,0.0318742,0.037623,0.0363292,0.026232,0.0338846,0.00914809,0.011353,0.0373533,0,0.0221736,0,0.0428303,0,0,0.016074,0,0,0.0299109,0.0522933,0.0275011,0.0160569,0.024307,0.0292555,0.0486087,0.0451055,0.0758214,0.080339,0.0543337,0.0650993,0.048619,0.0410834,0.0618272,0.00822537,0.0338306,0.00987559,0.013629,0.0372235,0.0686802,0,0,0,0,0.0414117,0,0.0258292,0.0308426,0.0108674
139,0,0,0,0,0,0,0.0317581,0.0343148,0,0,0,0.0546078,0,0.0296308,0,0.0178985,0,0,0.0370001,0.0442954,0.0403692,0.0222793,0.0402623,0.0293224,0.0412759,0.0473113,0.0403561,0.0313801,0.0382237,0.0358348,0.0268267,0.0331213,0.00989266,0.0184507,0.0403336,0,0.0230627,0,0.0427553,0,0,0.0162859,0,0,0.029966,0.0552471,0.0277569,0.0155918,0.0249661,0.0299051,0.0484873,0.0453118,0.0752736,0.0805026,0.055595,0.0644913,0.0480295,0.040521,0.0609936,0.0094898,0.0340857,0.0095752,0.013865,0.0372307,0.0681162,0,0,0,0,0.0423722,0,0.0310847,0,0
140,0,0,0,0,0,0,0.0320348,0.0346216,0,0,0,0.0530759,0,0.0300232,0,0.0178124,0,0,0.0368383,0.0433304,0.0406248,0.0242213,0.0397508,0.0283715,0.0412605,0.0460683,0.0411189,0.0311202,0.0391914,0.0362639,0.027678,0.032603,0.0108593,0.01834,0.0415737,0,0.0229379,0,0.042807,0,0,0.0162655,0,0,0.0300377,0.055924,0.0274558,0.0152834,0.0251095,0.0293165,0.0484321,0.0451113,0.0748867,0.0803022,0.0551765,0.0648403,0.0482335,0.0407107,0.06111,0.0103469,0.0345103,0.00928817,0.0139611,0.0375317,0.0677271,0,0,0,0,0.0427695,0,0.0324236,0,0
141,0,0,0,0,0,0,0.0319884,0.0349971,0,0,0,0.0500103,0,0.029494,0,0.0176887,0,0,0.0364644,0.0409032,0.0404381,0.0251333,0.0415231,0.0273259,0.0405927,0.0456891,0.0406676,0.0286124,0.0401742,0.0371153,0.0284067,0.0323198,0.0130583,0.0181982,0.0445613,0,0.0233515,0.0458017,0.0429095,0,0,0.0159641,0,0,0.0301011,0.0598255,0.0240494,0.0102846,0.0276908,0.030889,0.0476655,0.0427791,0.0714044,0.0772106,0.0533306,0.0676101,0.0505444,0.0430452,0.0634192,0.0122407,0.0348935,0.00899925,0.0137266,0.0371983,0.0685179,0,0,0,0,0.0432261,0,0.0342185,0,0
142,0,0,0,0,0,0,0.0321621,0.0351472,0,0,0,0.0477532,0,0.0302606,0,0.0174172,0,0,0.0362515,0.0401099,0.0416704,0.0266255,0.0409612,0.026758,0.0399883,0.0448555,0.0412594,0.0285668,0.0406994,0.0373285,0.028249,0.0318845,0.0151184,0.0183079,0.0453513,0,0.0231657,0.0448609,0.0429101,0,0,0.0158865,0,0,0.0300982,0.0604114,0.0240854,0.0103777,0.0277864,0.0303514,0.0477044,0.0423306,0.0708063,0.077082,0.0531321,0.0679071,0.0504516,0.0431382,0.0634785,0.0127836,0.0352061,0.00862024,0.0136172,0.0373808,0.0684325,0,0,0,0,0.0434868,0,0.0350744,0,0
143,0,0,0,0,0,0,0.0322361,0.0352965,0,0,0,0.0489336,0,0.0291158,0,0.0171729,0,0,0.0361402,0.0397315,0.0441803,0.0272561,0.0406842,0.0263886,0.0394005,0.0442964,0.0416198,0.02917,0.0412152,0.0382681,0.0272983,0.0309382,0.0142111,0.0184576,0.0457601,0,0.0226729,0.0438515,0.0428719,0,0,0.0158209,0,0,0.029942,0.0609201,0.0241002,0.0105718,0.027641,0.0296724,0.0475615,0.0423953,0.0707038,0.0768188,0.0528076,0.0682442,0.0503927,0.0432349,0.0634784,0.0127387,0.0353515,0.00860944,0.0136111,0.0375788,0.068359,0,0,0,0,0.0437238,0,0.0356474,0,0
144,0,0,0,0,0,0,0.0322931,0.0354288,0,0,0,0.0504278,0,0.0282779,0,0.0170234,0,0,0.0360947,0.0392875,0.0460139,0.0278107,0.0407072,0.0261005,0.0390189,0.0437565,0.0413116,0.0294378,0.0414733,0.0389567,0.0265581,0.0301921,0.0142767,0.0184944,0.0464905,0,0.0222015,0.0434269,0.0427774,0,0,0.0155677,0,0,0.0297103,0.0614333,0.0243968,0.010931,0.0273393,0.0290274,0.0472711,0.0426475,0.070877,0.0767493,0.052573,0.068351,0.050486,0.0431576,0.0632764,0.0130364,0.0353084,0.00882294,0.013908,0.0378417,0.0682472,0,0,0,0,0.043919,0,0.0361321,0,0
145,0,0,0,0,0,0,0.0323589,0.0355235,0,0,0,0.0491279,0,0.0294993,0,0.0169406,0,0,0.0360484,0.0387154,0.042851,0.0281405,0.0409665,0.0260579,0.0389035,0.0432303,0.0404198,0.0288217,0.0411186,0.0379792,0.0273578,0.03118,0.015067,0.0184738,0.0470149,0,0.0219528,0.0434988,0.0426002,0,0,0.0152637,0,0,0.029587,0.0619316,0.0249611,0.011626,0.0268745,0.0284119,0.0469114,0.0423196,0.0711536,0.0769658,0.0524616,0.0682372,0.0502684,0.0431721,0.0629203,0.0135942,0.0353842,0.00922736,0.0139713,0.0381197,0.0680236,0,0,0,0,0.044029,0,0.0365145,0,0
146,0,0,0,0,0,0,0.032374,0.0356315,0,0,0,0.04833,0,0.0308144,0,0.0169033,0,0,0.0360791,0.0379511,0.0386114,0.0282396,0.0413811,0.0262791,0.0393053,0.0430372,0.0391699,0.0273035,0.0403102,0.0366038,0.0283929,0.0321904,0.015416,0.018466,0.0473649,0,0.0216042,0.0437479,0.0423418,0,0,0.0150398,0,0,0.029575,0.0624862,0.0257158,0.0126045,0.0263856,0.0279964,0.046518,0.0419337,0.0714729,0.0772448,0.0524197,0.0680993,0.0498963,0.0428305,0.062511,0.0142473,0.0352197,0.00949247,0.0138511,0.0383168,0.0678019,0,0,0,0,0.0439524,0,0.0367592,0,0
147,0,0,0,0,0,0,0.0319425,0.0361282,0,0,0,0.048099,0,0.0302308,0,0.0170493,0,0,0.0363623,0.0370141,0.0355068,0.0276408,0.0421631,0.0264452,0.0399542,0.0434192,0.0380393,0.0254384,0.0391826,0.0355673,0.0286639,0.0323897,0.0134945,0.0184567,0.048263,0,0.0211617,0.043926,0.0424552,0,0,0.0127195,0,0,0.0263113,0.0629071,0.02663,0.0138404,0.0259635,0.0277608,0.0451348,0.041803,0.071914,0.0773401,0.0523312,0.0680203,0.0494892,0.0420641,0.0620282,0.0150925,0.0360969,0,0.0153662,0.0386629,0.0674651,0,0,0,0,0.0434302,0,0.0371723,0,0
148,0,0,0,0,0,0,0.0322774,0.0358588,0,0,0,0.0459949,0,0.0283783,0,0.0173326,0,0,0.0363793,0.035873,0.0324232,0.0268675,0.0423225,0.0270056,0.0403079,0.0435539,0.0370413,0.0239093,0.0383715,0.0350897,0.0285192,0.0323669,0.0125691,0.0181208,0.0485301,0,0.020779,0.0442486,0.0417845,0,0,0.0147825,0,0,0.0298,0.0635357,0.0274419,0.0153888,0.025455,0.0273588,0.0456304,0.0418588,0.0722762,0.0775431,0.0524815,0.0678059,0.0491159,0.0414597,0.0616151,0.0154373,0.0348738,0.00967455,0.0140358,0.0384747,0.0675041,0,0,0,0,0.0436355,0,0.037953,0,0
149,0,0,0,0,0,0,0.0323955,0.0358026,0,0,0,0.0423525,0,0.0266292,0,0.0170521,0,0,0.0363527,0.0349858,0.0304099,0.0257845,0.0427508,0.0272257,0.0396015,0.0433746,0.036815,0.0233235,0.0382931,0.0358537,0.0274199,0.031498,0.0121599,0.0185271,0.0480434,0,0.020576,0.0445124,0.041626,0,0,0.0145099,0,0,0.0295599,0.064071,0.0282748,0.0166784,0.0246563,0.0266578,0.0450902,0.0420226,0.0726081,0.0779329,0.0525742,0.0674938,0.0489587,0.0410878,0.0614569,0.0151551,0.035142,0.01017,0.014564,0.0385114,0.0675364,0,0,0,0,0.0436546,0,0.0391623,0,0
150,0,0,0,0,0,0,0.0324573,0.0357604,0,0,0,0.0394052,0,0.0265748,0,0.0170248,0,0,0.036209,0.0347209,0.0295014,0.024911,0.043132,0.0273779,0.0378033,0.0431748,0.0375244,0.024343,0.0387635,0.0374042,0.0262208,0.0307786,0.012372,0.0185023,0.0477834,0,0.0209194,0.0443512,0.0415554,0,0,0.0142884,0,0,0.0294968,0.0644612,0.0292796,0.0178082,0.0243339,0.025658,0.0445186,0.0419396,0.072938,0.0781898,0.0522507,0.067518,0.048896,0.0407472,0.0614475,0.0150443,0.0353945,0.0100822,0.0144169,0.0386291,0.067677,0,0,0,0,0.0436299,0,0.0401779,0,0
151,0,0,0,0,0,0,0.0324543,0.0357422,0,0,0,0.0378929,0,0.0278128,0,0.0171227,0,0,0.0361012,0.0351328,0.0292641,0.024489,0.0433948,0.0274803,0.0359817,0.0433653,0.0387727,0.0265832,0.039087,0.038726,0.0255798,0.0311006,0.013082,0.018438,0.0477505,0,0.021586,0.043578,0.0415776,0,0,0.0140369,0,0,0.0296454,0.0647955,0.0305357,0.0187368,0.0245398,0.0247706,0.0440882,0.0417444,0.0731363,0.0782245,0.0515363,0.0679179,0.0486345,0.0403403,0.0615281,0.0152648,0.0354721,0.00966877,0.0137504,0.0387587,0.067934,0,0,0,0,0.0435847,0,0.0404508,0,0
152,0,0,0,0,0,0,0.0323916,0.0356989,0,0,0,0.0374937,0,0.0292891,0,0.0172218,0,0,0.0361857,0.0354315,0.029428,0.0245029,0.0434701,0.0274824,0.035538,0.0436457,0.0392992,0.0284471,0.0388075,0.0391539,0.0252655,0.0320284,0.0137752,0.0184366,0.0474576,0,0.0221086,0.0423093,0.0416836,0,0,0.0139127,0,0,0.0298888,0.0652374,0.0323805,0.0195984,0.0250125,0.0243153,0.0439556,0.041613,0.0733697,0.0782988,0.0508523,0.0684272,0.0485177,0.0398969,0.0615751,0.0163439,0.0353251,0.00955931,0.0132988,0.0388641,0.0683918,0,0,0,0,0.0434483,0,0.0401422,0,0
153,0,0,0,0,0,0,0.0322862,0.0356128,0,0,0,0.0368699,0,0.0299093,0,0.0173098,0,0,0.0363834,0.0352168,0.0296205,0.0245968,0.0435503,0.0274424,0.0360872,0.0432457,0.0383177,0.0287955,0.0381327,0.0389278,0.0248257,0.0327694,0.0144494,0.0184646,0.0474126,0,0.0229152,0.0411641,0.0417938,0,0,0.0139436,0,0,0.0299909,0.0654943,0.0348389,0.0202736,0.0256898,0.0242003,0.0441062,0.0414642,0.0737126,0.078491,0.0503083,0.0688869,0.0484937,0.0392522,0.0615101,0.0178009,0.0350389,0.00993312,0.0134609,0.0387978,0.0689028,0,0,0,0,0.0433232,0,0.0394602,0,0
154,0,0,0,0,0,0,0.0316691,0.0358511,0,0,0,0.036017,0,0.0293567,0,0.0175014,0,0,0.0366643,0.0350308,0.0294007,0.0244048,0.0442502,0.0272545,0.0367328,0.0427603,0.0370235,0.0279694,0.037158,0.0383925,0.0238979,0.0326236,0.0153363,0.0184987,0.0477473,0,0.0246334,0.0402406,0.0422966,0,0,0.0118142,0,0,0.0268139,0.0653787,0.0378252,0.020583,0.0268283,0.0243048,0.043438,0.0417144,0.0741385,0.078563,0.0496534,0.0692013,0.0485371,0.0381255,0.061444,0.0194663,0.0359056,0,0.0151149,0.0387967,0.0692087,0,0,0,0,0.042943,0,0.0388058,0,0
155,0,0,0,0,0,0,0.0317488,0.0352713,0,0,0,0.0345033,0,0.0286996,0,0.017738,0,0,0.0367202,0.0349959,0.0287783,0.0245126,0.0442604,0.0276954,0.0366392,0.0422459,0.036443,0.0273607,0.0363481,0.0380953,0.0227965,0.0311323,0.0172422,0.0182261,0.0487922,0,0.0271963,0.0397505,0.0419154,0,0,0.0144135,0,0,0.0302787,0.0654568,0.0402437,0.0209167,0.0274948,0.0244854,0.0449694,0.0422797,0.0745049,0.078756,0.0494373,0.0691783,0.0482964,0.0364671,0.0621387,0.0210109,0.0346755,0.0102597,0.0136871,0.0382406,0.0698614,0,0,0,0,0.0429373,0,0.0384782,0,0
156,0,0,0,0,0,0,0.0313634,0.034944,0,0,0,0.0330878,0,0.0283393,0,0.0175434,0,0,0.0369467,0.0353326,0.0284746,0.0248152,0.0446954,0.0282394,0.0360017,0.0418091,0.0366466,0.0272421,0.0360272,0.0377246,0.0221767,0.0294103,0.019176,0.0186716,0.0480244,0,0.0284923,0.0393352,0.0419957,0,0,0.0148364,0,0,0.030453,0.0646884,0.0425869,0.0207105,0.028371,0.0250259,0.0456302,0.043045,0.0755621,0.0794264,0.0492967,0.0693178,0.0488136,0.0352359,0.0624955,0.024826,0.0343521,0.00978446,0.0138473,0.037795,0.0703608,0,0,0,0,0.0423084,0,0.0385283,0,0
157,0,0,0,0,0,0,0.0305598,0.0349751,0,0,0,0.0326606,0,0.0282904,0,0.0179721,0,0,0.0372526,0.0353766,0.028171,0.0250393,0.0453731,0.0289533,0.0353314,0.0416136,0.0370637,0.0269111,0.0358713,0.037163,0.0221734,0.0284591,0.0203133,0.0187393,0.0467903,0,0.0289814,0.0389134,0.042442,0,0,0.0138882,0,0,0.0272038,0.0638474,0.0437584,0.0199381,0.0289969,0.026112,0.0454579,0.0440536,0.0767946,0.0802496,0.0494027,0.0699013,0.049445,0.0345886,0.0635529,0.0275756,0.0346704,0,0.0154137,0.0375617,0.0707391,0,0,0,0,0.0414309,0,0.0390005,0,0
158,0,0,0,0,0,0,0.0304034,0.0344551,0,0,0,0.0327613,0,0.0284299,0,0.0181296,0,0,0.0374166,0.0346668,0.0277441,0.0251036,0.0453559,0.0301572,0.0348432,0.0415857,0.037264,0.0263128,0.0356977,0.0366337,0.0222658,0.0281472,0.0205237,0.0188987,0.0453409,0,0.0280856,0.0384942,0.0422056,0,0,0.0160325,0,0,0.030756,0.0632814,0.0434917,0.019021,0.0295048,0.0273684,0.0469958,0.0454831,0.0779863,0.0813614,0.0499263,0.0711959,0.050282,0.0346288,0.0654044,0.0291725,0.0334785,0.00907106,0.0136879,0.0369353,0.0714095,0,0,0,0,0.0409455,0,0.039458,0,0
159,0,0,0,0,0,0,0.0301212,0.0342245,0,0,0,0.0330578,0,0.0287317,0,0.0183473,0,0,0.0377757,0.0334191,0.0280106,0.0250212,0.0454162,0.0313368,0.0346015,0.0416054,0.0372484,0.0256457,0.0354308,0.0361936,0.0222375,0.0282572,0.0202589,0.0190663,0.0427248,0,0.0258782,0.0380149,0.0422796,0,0,0.0165587,0,0,0.0306512,0.0628361,0.0424019,0.017656,0.0302046,0.0289065,0.0475398,0.0468174,0.0791143,0.0822629,0.0509098,0.0727125,0.0511204,0.0348867,0.0672523,0.0314255,0.0330263,0.00924866,0.0138101,0.0364395,0.0719264,0,0,0,0,0.0400869,0,0.0398317,0,0
160,0,0,0,0,0,0,0.0300346,0.0339315,0,0,0,0.0332261,0,0.0290961,0,0.0187453,0,0,0.0380765,0.0319381,0.0287676,0.0250886,0.0455712,0.0326594,0.0343638,0.0415696,0.0371043,0.0256913,0.0352219,0.0360785,0.0220845,0.0285759,0.0202397,0.0191514,0.0394184,0,0.0215634,0.0369493,0.0422972,0,0,0.0168506,0,0,0.0307039,0.0620737,0.0386285,0.0164994,0.031093,0.0305396,0.047826,0.0478749,0.0810294,0.083134,0.0512624,0.0732635,0.0522324,0.0347659,0.0663789,0.0404678,0.0327926,0.00902899,0.0136546,0.0358848,0.0726724,0,0,0,0,0.0395169,0,0.0399717,0,0
161,0,0,0,0,0,0,0.0303962,0.0336354,0,0,0,0.0339269,0,0.0298583,0,0.0188837,0,0,0.0381785,0.0337104,0.0297532,0.0256001,0.0457495,0.0335927,0.0354334,0.041313,0.0363803,0.0271536,0.0352641,0.0365757,0.0219063,0.0292017,0.0194591,0.0191886,0,0,0.0406865,0.0381802,0.0419707,0,0,0.0165844,0,0,0.0305352,0.0604412,0.0272131,0.0161903,0.0430247,0.0303626,0.0473473,0.0452389,0.0792281,0.0826405,0.0502086,0.0645619,0.0451915,0.020929,0.0561328,0,0.0330233,0.00897476,0.0134979,0.0356362,0.072627,0,0,0,0,0.0393975,0,0.0386841,0,0
162,0,0,0,0,0,0,0.0303214,0.0332866,0,0,0,0.0334064,0,0.0304402,0,0.0192787,0,0,0.0383192,0.031645,0.0309548,0.0256524,0.0454842,0.0347315,0.0341645,0.0407743,0.0366314,0.0274463,0.0349706,0.036569,0.0212474,0.0290472,0.0200928,0.0191386,0.0435944,0,0.0195427,0.0363212,0.0420453,0,0,0.0166012,0,0,0.0302894,0.0614216,0.0385436,0.0141338,0.0349866,0.0323642,0.0478475,0.0479604,0.0812198,0.0831068,0.0512911,0.0704342,0.051695,0.0321641,0.0634155,0,0.0328549,0.00907954,0.0136271,0.0350399,0.0736685,0,0,0,0,0.0388696,0,0.0389051,0,0
163,0,0,0,0,0,0,0.030387,0.032999,0,0,0,0.0347223,0,0.030886,0,0.0196402,0,0,0.0383884,0.031914,0.0316086,0.0251117,0.0448976,0.0360094,0.0328593,0.0399002,0.0375445,0.0286065,0.0342311,0.0360907,0.0201843,0.0287782,0.0182262,0.0191134,0.0369095,0,0.0158413,0,0.0418631,0,0,0.0166301,0,0,0.0299826,0.0600941,0.0404464,0.0142071,0.0324912,0.0326211,0.0483095,0.0499516,0.0833462,0.0848569,0.0522553,0.0713093,0.0506198,0.0335769,0.0669643,0.0631699,0.0325689,0.00921094,0.0137491,0.0348466,0.0739992,0,0,0,0,0.0382708,0,0.0387346,0,0
164,0,0,0,0,0,0,0.0303511,0.0329009,0,0,0,0.0327898,0,0.0307706,0,0.0198594,0,0,0.0381311,0.0314216,0.0317213,0.0257528,0.0458582,0.0363722,0.0330527,0.0400743,0.036705,0.0277818,0.0345163,0.0362343,0.020439,0.0282373,0.0208056,0.0189718,0.0447066,0,0.0203101,0.0324967,0.0419031,0,0,0.0166812,0,0,0.0297096,0.0616073,0.043405,0.0125994,0.0364735,0.0340289,0.048321,0.0494307,0.0810651,0.0833797,0.0513774,0.0686303,0.0498062,0.0306401,0.0626357,0,0.032593,0.0094403,0.013734,0.0342514,0.0747752,0,0,0,0,0.0381749,0,0.038413,0,0
165,0,0,0,0,0,0,0.0304992,0.0328453,0,0,0,0.0324179,0,0.0307045,0,0.0202424,0,0,0.0381306,0.0311095,0.0314199,0.025571,0.0459604,0.0367583,0.0323701,0.0399078,0.0369403,0.0274523,0.0345079,0.0360195,0.0202321,0.0277026,0.0211261,0.0188631,0.0445939,0,0.020664,0.0306076,0.0417794,0,0,0.0166416,0,0,0.0293089,0.0614157,0.0452693,0.011823,0.0373001,0.0340574,0.0483813,0.0496036,0.0808198,0.083579,0.0513812,0.0684243,0.0493252,0.0306827,0.0626351,0,0.0328203,0.00950373,0.0139621,0.033904,0.0751436,0,0,0,0,0.0384632,0,0.0384639,0,0
166,0,0,0,0,0,0,0.0303207,0.0329985,0,0,0,0.0311174,0,0.030674,0,0.0206137,0,0,0.0384871,0.0288906,0.0314934,0.0251963,0.0457594,0.0368233,0.0310934,0.0401069,0.03759,0.0262548,0.0344796,0.0356192,0.0199459,0.0270796,0.0226713,0.0189035,0.036432,0,0.0188515,0.0281372,0.0420064,0,0,0.0159406,0,0,0.0249892,0.0625357,0.0472031,0.0115497,0.035878,0.0342805,0.048055,0.0499442,0.0817781,0.0842416,0.0513336,0.0707242,0.0485497,0.0330173,0.0668617,0.0638096,0.0335722,0,0.0145839,0.0337037,0.0755546,0,0,0,0,0.0382515,0,0.039442,0,0
167,0,0,0,0,0,0,0.0308045,0.032684,0,0,0,0.0308771,0,0.0305415,0,0.0205022,0,0,0.0386445,0.0278594,0.031438,0.0251743,0.0450133,0.0369941,0.0302787,0.0398276,0.0379685,0.0260736,0.0345908,0.0357916,0.0198814,0.026974,0.0227513,0.0190195,0.0371889,0,0.0192261,0.029127,0.0414554,0,0,0.016505,0,0,0.0290818,0.0624832,0.048458,0.0107793,0.0362589,0.0337268,0.0485255,0.0496252,0.0823367,0.0842111,0.0510137,0.0713548,0.0486547,0.0338814,0.0679291,0.0631613,0.0328237,0.00921195,0.0135567,0.0336113,0.0758319,0,0,0,0,0.0383935,0,0.039674,0,0
168,0,0,0,0,0,0,0.0309771,0.0325608,0,0,0,0.0308138,0,0.0304524,0,0.0204576,0,0,0.0386243,0.0266089,0.0319413,0.0251575,0.0441623,0.0370411,0.0296117,0.0394814,0.0382844,0.025991,0.0347926,0.0359519,0.0198326,0.0269402,0.0226353,0.0189308,0.0375889,0,0.0199199,0.0313068,0.0411906,0,0,0.0162309,0,0,0.0289757,0.0624891,0.0492081,0.00984822,0.0366834,0.0334811,0.0483282,0.0494627,0.0823028,0.0838063,0.0511841,0.0720346,0.0491644,0.0348825,0.0690716,0.0623171,0.0327722,0.00928826,0.0134024,0.0337587,0.0758801,0,0,0,0,0.0386725,0,0.039852,0,0
169,0,0,0,0,0,0,0.0311008,0.03248,0,0,0,0.0311843,0,0.0305087,0,0.020588,0,0,0.0384786,0.0255821,0.0326192,0.0251073,0.0432325,0.0372331,0.029164,0.0390578,0.0384931,0.0260654,0.0349574,0.0359021,0.0197846,0.0271542,0.0219205,0.0185664,0.0380276,0,0.0206052,0.0317966,0.0409334,0,0,0.0159384,0,0,0.0287979,0.062377,0.0497382,0.00898856,0.0370879,0.0334018,0.0480525,0.0494464,0.0819934,0.083327,0.0513477,0.0724149,0.0497149,0.0356108,0.0698702,0.0613676,0.0327671,0.00979124,0.0134262,0.0339873,0.0757404,0,0,0,0,0.0388926,0,0.0398269,0,0
170,0,0,0,0,0,0,0.0308337,0.0325455,0,0,0,0.0318279,0,0.0306546,0,0.0204153,0,0,0.0383806,0.0249751,0.0333444,0.0249988,0.0425214,0.0373509,0.0289235,0.0386728,0.0386113,0.0261355,0.0348139,0.0356314,0.019633,0.0273499,0.0208364,0.018779,0.039031,0,0.0211078,0.0313885,0.0410375,0,0,0.0150057,0,0,0.0241999,0.0621689,0.0499883,0.00803317,0.0374406,0.0336072,0.0471222,0.0493079,0.0817407,0.0833765,0.051404,0.0725251,0.0499624,0.0359977,0.0701451,0.0588979,0.0333518,0,0.0138933,0.0343147,0.0753646,0,0,0,0,0.0386265,0,0.0397468,0,0
171,0,0,0,0,0,0,0.0310606,0.0321277,0,0,0,0.0327524,0,0.0307597,0,0.0201576,0,0,0.0381367,0.0246102,0.0337839,0.0249247,0.0415344,0.037667,0.0286777,0.0382117,0.0385917,0.0263701,0.0346749,0.035358,0.0195511,0.0273727,0.0195715,0.0188049,0.0398332,0,0.021519,0.0309916,0.0405944,0,0,0.0158987,0,0,0.0283879,0.0620889,0.0499962,0.00744875,0.037863,0.0337626,0.0477241,0.0492013,0.0818583,0.0838991,0.051122,0.0724612,0.0499046,0.0361441,0.0699459,0.054932,0.0325022,0.0102732,0.0130193,0.0343319,0.0752793,0,0,0,0,0.0387171,0,0.0395496,0,0
172,0,0,0,0,0,0,0.0309041,0.031913,0,0,0,0.0338102,0,0.0309071,0,0.0202289,0,0,0.0380717,0.0245342,0.0340403,0.0247726,0.0409434,0.0378431,0.0284618,0.0379396,0.0386771,0.0267898,0.0345097,0.0350382,0.0194354,0.0272845,0.0183294,0.0188172,0.0406523,0,0.0217475,0.0309683,0.0404564,0,0,0.0158539,0,0,0.0284553,0.0620635,0.0497216,0.00683807,0.0382763,0.0341237,0.0477179,0.0493887,0.0825442,0.0841919,0.050735,0.072362,0.0497915,0.0361441,0.0696305,0.0508104,0.0323812,0.0103821,0.0131619,0.0343959,0.0750942,0,0,0,0,0.0388411,0,0.0394262,0,0
173,0,0,0,0,0,0,0.0308003,0.0316898,0,0,0,0.0347309,0,0.0310665,0,0.0201231,0,0,0.0380474,0.0245729,0.0340487,0.0246242,0.0405103,0.0379722,0.0282153,0.0377382,0.0388184,0.0269263,0.0343734,0.0347084,0.0192987,0.0272324,0.0172324,0.0188518,0.0417045,0,0.0220127,0.0312067,0.0402692,0,0,0.0157616,0,0,0.0285783,0.0619711,0.0492634,0.00638754,0.0384737,0.0344652,0.0478125,0.0496591,0.0828835,0.0838717,0.0505558,0.0723131,0.0496554,0.0361615,0.0693867,0.0466159,0.0323162,0.0105892,0.0131922,0.0344042,0.0749294,0,0,0,0,0.0386783,0,0.0392909,0,0
