Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,x73,RHEE,STRN,LASI,LWRB,R5HD,RWRB
145,0,0,0,0,0,0,0.0312818,0.0341777,0,0,0,0.0451543,0,0.027952,0,0,0.022448,0,0,0.0487282,0.0341934,0.0256957,0.0351673,0.0270747,0.0464213,0.0414857,0.0334437,0.0394348,0.0349864,0.0293221,0.0373353,0.0383691,0.02414,0.0313132,0.00890446,0.0366301,0.0119792,0.0331208,0.017016,0.0289717,0.0427543,0,0,0.0266865,0,0,0.0213886,0.06008,0.0112369,0.0329396,0.0367753,0.0428261,0.0507036,0.0839521,0.0827902,0.049691,0.069097,0.0481376,0.0337389,0.0642649,0.0614726,0.0326991,0.0142197,0.0747618,0,0,0,0,0.0464739,0.0379601,0.0347674,0.0120732,0,0.00802161
146,0,0,0,0,0,0,0.0313231,0.0340508,0,0,0,0.0444561,0,0.0279692,0,0,0.0227102,0,0,0.0487514,0.0335681,0.0257374,0.0345587,0.0270267,0.0465532,0.0415755,0.0328375,0.0392826,0.0350699,0.029391,0.037335,0.0384261,0.0239628,0.031125,0.00927552,0.0366727,0.0119788,0.034128,0.0177863,0.0284717,0.0429492,0,0,0.0266023,0,0,0.0211162,0.0602767,0.0110621,0.0334315,0.0368148,0.0428656,0.0508547,0.0841154,0.0827877,0.0492986,0.0685017,0.0472607,0.0330154,0.0638519,0.068747,0.0326526,0.0142959,0.0753297,0,0,0,0,0.0509996,0.0376134,0.0364131,0.0119454,0,0.00806081
147,0,0,0,0,0,0,0.0313887,0.0338531,0,0,0,0.0436525,0,0.0280743,0,0,0.0227695,0,0,0.04878,0.0327904,0.0261219,0.0343419,0.0269657,0.0462269,0.0414878,0.0324616,0.0391911,0.0351106,0.0292374,0.0373228,0.0381839,0.0238297,0.0308871,0.00984891,0.0366785,0.0118458,0.0356471,0.0184661,0.0280497,0.0429207,0,0,0.0265785,0,0,0.0210358,0.0605449,0.0109083,0.0339608,0.0367234,0.0428375,0.0509232,0.0842117,0.0826759,0.0489957,0.0680406,0.046639,0.0324513,0.0637793,0.0749384,0.0325348,0.0144093,0.0756306,0,0,0,0,0.0551865,0.0373396,0.0370502,0.0121188,0,0.00797306
148,0,0,0,0,0,0,0.0315334,0.0336214,0,0,0,0.042445,0,0.0264978,0,0,0.0238906,0,0,0.0483292,0.0330043,0.0254644,0.0324534,0.0271697,0.0445899,0.0410929,0.0317288,0.0376652,0.03565,0.0310232,0.0378908,0.038126,0.0249808,0.0323183,0.0104026,0.0360449,0.0123912,0.0333874,0.0263102,0,0.0432165,0,0,0.023562,0,0,0.0162715,0.0592298,0.0087821,0.0332384,0.0364753,0.0429096,0.0513537,0.0856303,0.0848187,0.0499775,0.0679085,0.0430311,0.0315138,0.0671216,0.0697879,0.0325175,0.0127781,0.0753916,0,0,0,0,0.0625005,0.0373301,0.0375689,0.0128176,0,0
149,0,0,0,0,0,0,0.0315366,0.0335202,0,0,0,0.0423916,0,0.0266746,0,0,0.023966,0,0,0.0482176,0.031973,0.0257202,0.0325694,0.0270745,0.0439165,0.0407939,0.0311901,0.0377091,0.0358309,0.030697,0.0378148,0.0380212,0.0250098,0.0319908,0.0105787,0.036063,0.0123892,0.0320598,0.0270393,0,0.0431154,0,0,0.0226282,0,0,0.0145652,0.0592964,0.00889319,0.0340662,0.0365917,0.0428339,0.0515068,0.0862691,0.0854725,0.0498911,0.0684161,0.0425508,0.0317751,0.0683196,0.0727778,0.0325275,0.0125643,0.0752968,0,0,0,0,0.0653841,0.0372514,0.0383675,0.0127114,0,0
150,0,0,0,0,0,0,0.0310821,0.0335076,0,0,0,0.0407858,0,0.0272344,0,0,0.0235951,0,0,0.0480212,0.0297195,0.0262923,0.0336614,0.0273349,0.0433559,0.0404161,0.0308274,0.038025,0.0353386,0.0293408,0.0379855,0.0383019,0.0253162,0.0315651,0.0122421,0.0363545,0.0123774,0.0317537,0.0272912,0.0265504,0.0429072,0,0,0.0254154,0,0,0.0216963,0.0610363,0.0108651,0.035453,0.0369462,0.0431859,0.0513586,0.0855709,0.0846996,0.0490468,0.0694498,0.0429235,0.0323988,0.0694551,0.0729761,0.032297,0.0149803,0.0753472,0,0,0,0,0.0657445,0.0371847,0.0388111,0.0126297,0,0.00751654
151,0,0,0,0,0,0,0.0314446,0.0333005,0,0,0,0.042431,0,0.0273949,0,0,0.02368,0,0,0.0478335,0.0306261,0.0267393,0.0322055,0.0269693,0.0424083,0.0404115,0.0304207,0.0371162,0.0360456,0.0304832,0.0376973,0.0381215,0.0251139,0.0319181,0.0107319,0.0362755,0.0123189,0.0318282,0.0270362,0,0.0427036,0,0,0.0246906,0,0,0.0205157,0.0593533,0.00860149,0.0353835,0.0369275,0.0431439,0.0512018,0.0857952,0.0854056,0.0496162,0.0700667,0.0433722,0.032968,0.0707248,0.0749752,0.0318715,0.014134,0.075136,0,0,0,0,0.0658217,0.0372162,0.0383564,0.0127706,0,0
152,0,0,0,0,0,0,0.0310555,0.0335861,0,0,0,0.0425258,0,0.0275862,0,0,0.0236851,0,0,0.0478043,0.0303302,0.0274466,0.0320623,0.0268972,0.0420915,0.0403531,0.0302569,0.036656,0.036252,0.0303545,0.0376249,0.0380369,0.0250178,0.0318256,0.0107119,0.0362028,0.012363,0.0315242,0.0264514,0,0.0425406,0,0,0.0248754,0,0,0.0217554,0.0592522,0.00824864,0.0360125,0.0372891,0.0430488,0.0509935,0.0855197,0.0853483,0.0494171,0.0708891,0.0438289,0.0333881,0.0715825,0.0746542,0.0322078,0.0153658,0.0748246,0,0,0,0,0.0649054,0.0373694,0.0383566,0.0126271,0,0.00730818
153,0,0,0,0,0,0,0.030971,0.0337477,0,0,0,0.0428885,0,0.0276739,0,0,0.0235981,0,0,0.0477497,0.0301834,0.0280609,0.0319413,0.0267945,0.0418146,0.0403432,0.0301591,0.0363733,0.0364137,0.0303086,0.0375444,0.037711,0.0248653,0.0318591,0.0105281,0.0362354,0.0124774,0.0312552,0.0256964,0,0.0423525,0,0,0.0246414,0,0,0.0218017,0.0591745,0.00813195,0.0364782,0.037375,0.0431973,0.0508514,0.0853006,0.0853801,0.049083,0.0714643,0.0444606,0.0338693,0.0722025,0.0738328,0.0322166,0.0155373,0.0746447,0,0,0,0,0.0637394,0.0374361,0.038502,0.0124927,0,0.00724323
154,0,0,0,0,0,0,0.0309517,0.0337999,0,0,0,0.0431232,0,0.0278446,0,0,0.0232572,0,0,0.0476979,0.030022,0.0287502,0.0319435,0.0266772,0.0416291,0.0401273,0.030032,0.0361998,0.0366207,0.030301,0.0373836,0.0371559,0.0248033,0.0320296,0.0104821,0.0363217,0.0124092,0.0310864,0.0251181,0,0.0422049,0,0,0.02463,0,0,0.0218366,0.0591647,0.00811327,0.0366979,0.0374435,0.0434308,0.0507803,0.0852216,0.0852646,0.0487833,0.0720072,0.0450741,0.0344491,0.0727639,0.0727139,0.0321691,0.0156747,0.0744415,0,0,0,0,0.0623958,0.0374764,0.0384688,0.0126445,0,0.00690565
155,0,0,0,0,0,0,0.0311166,0.0336927,0,0,0,0.0418929,0,0.0280644,0,0,0.0230443,0,0,0.0478017,0.0282951,0.0294694,0.0332717,0.026981,0.0415866,0.0397022,0.0299987,0.0365058,0.0359178,0.0289406,0.0375733,0.0367941,0.0250245,0.031715,0.0116091,0.0361066,0.0123932,0.0310757,0.0249246,0.0270102,0.0425093,0,0,0.0218751,0,0,0.013322,0.0606002,0.00978262,0.0372902,0.037642,0.0436228,0.0509215,0.0846253,0.0842616,0.0478645,0.0728202,0.0458767,0.0350039,0.0731622,0.0701377,0.0320777,0.0135428,0.0744623,0,0,0,0,0.0605916,0.0373569,0.0385157,0.0127096,0,0
156,0,0,0,0,0,0,0.0308379,0.0337112,0,0,0,0.041921,0,0.0284555,0,0,0.0227559,0,0,0.0477556,0.0279356,0.0307775,0.0332632,0.0269316,0.0413192,0.0396459,0.029581,0.0361058,0.0362142,0.02895,0.0374361,0.0363962,0.0248552,0.0314308,0.0117109,0.0363404,0.0123653,0.0306087,0.0245676,0.0270954,0.0423279,0,0,0.0248592,0,0,0.0216223,0.0604589,0.00998305,0.0373179,0.0375406,0.0441247,0.0509212,0.0847384,0.084303,0.0478056,0.073392,0.0463002,0.0354612,0.0735919,0.0687557,0.0318283,0.0157024,0.074119,0,0,0,0,0.0599585,0.037473,0.0385387,0.0126468,0,0.00703329
157,0,0,0,0,0,0,0.0308331,0.0336372,0,0,0,0.0433462,0,0.0288786,0,0,0.0226976,0,0,0.0477071,0.0293963,0.031635,0.0318553,0.0267445,0.0414427,0.0395942,0.0294873,0.0354505,0.0371804,0.030092,0.0370872,0.0357516,0.0243891,0.0315922,0.0107679,0.0364325,0.0123587,0.030628,0.0242547,0,0.0423134,0,0,0.0247989,0,0,0.0215721,0.0589553,0.00861513,0.0362997,0.0377388,0.0438433,0.0505328,0.0850925,0.0849784,0.048508,0.0737692,0.046853,0.0360851,0.0739491,0.0685781,0.0320338,0.0157977,0.073688,0,0,0,0,0.0593275,0.0375298,0.0384547,0.0126854,0,0.00705524
158,0,0,0,0,0,0,0.0307181,0.033513,0,0,0,0.0424844,0,0.0288264,0,0,0.0225935,0,0,0.0477452,0.0274626,0.0323726,0.032878,0.027013,0.0410775,0.0393679,0.0291556,0.0355573,0.0365498,0.0290684,0.0373194,0.0358565,0.0246643,0.0315705,0.0114913,0.036469,0.0122853,0.0303086,0.0244438,0.0275014,0.0426034,0,0,0.0251804,0,0,0.0214279,0.0599374,0.0100442,0.0364172,0.0377687,0.0442997,0.0509618,0.0850466,0.0843356,0.0479106,0.0743045,0.0471761,0.0363884,0.0737443,0.0659041,0.0317494,0.0156265,0.0737944,0,0,0,0,0.058429,0.0374764,0.0391274,0.0126518,0,0.00707853
159,0,0,0,0,0,0,0.0310002,0.0333569,0,0,0,0.0423838,0,0.0292546,0,0,0.0227757,0,0,0.0478532,0.0270061,0.0339017,0.032969,0.0272277,0.0408805,0.0391154,0.0291227,0.0352624,0.0365444,0.0289914,0.0373282,0.035654,0.0247199,0.0315369,0.0116451,0.0363323,0.0123571,0.0301912,0.0245443,0.0276829,0.0429267,0,0,0.0225527,0,0,0.0138861,0.0598558,0.0101792,0.035561,0.0378275,0.0440912,0.0512145,0.0853548,0.0843972,0.0481898,0.0745599,0.0472864,0.0366954,0.0734236,0.0643865,0.0318022,0.0133311,0.0738898,0,0,0,0,0.0577583,0.0374505,0.0391845,0.0123723,0,0
160,0,0,0,0,0,0,0.0310767,0.0331931,0,0,0,0.0427097,0,0.0296979,0,0,0.0229051,0,0,0.0479212,0.0265553,0.0351456,0.0329349,0.0270862,0.0404592,0.0389444,0.0287477,0.0348826,0.036834,0.0292939,0.0371616,0.0354248,0.0247445,0.0315531,0.0113257,0.0363448,0.0122967,0.0305368,0.024443,0.0278697,0.0431429,0,0,0.0226224,0,0,0.0139841,0.0597469,0.0103567,0.0344165,0.0377602,0.0439808,0.0515779,0.0857378,0.0843087,0.0485233,0.0746085,0.0476275,0.0369606,0.0728911,0.0634719,0.0318605,0.0131447,0.0740226,0,0,0,0,0.0572849,0.0374086,0.0395138,0.0125722,0,0
161,0,0,0,0,0,0,0.0310577,0.0331561,0,0,0,0.042847,0,0.0299059,0,0,0.0227293,0,0,0.0478533,0.0262528,0.0349678,0.0327945,0.0276495,0.0403271,0.0387568,0.0287414,0.0345862,0.036703,0.0290855,0.0373046,0.0353688,0.0248733,0.0316088,0.0112875,0.0365812,0.0120133,0.0301144,0.0241591,0.028297,0.0432112,0,0,0.0226779,0,0,0.0136858,0.0595935,0.0105151,0.0334507,0.0379962,0.0438284,0.0518033,0.0867267,0.0845424,0.0487968,0.0746607,0.0474246,0.0370328,0.0723722,0.0623298,0.0319723,0.0131381,0.0739484,0,0,0,0,0.0572425,0.0372704,0.0404156,0.0127141,0,0
162,0,0,0,0,0,0,0.0310658,0.0331255,0,0,0,0.043152,0,0.0300747,0,0,0.022734,0,0,0.0476663,0.025928,0.0354927,0.0326681,0.0279146,0.0398965,0.0386043,0.0284415,0.0342292,0.0368202,0.0290631,0.037285,0.0351431,0.0249358,0.031636,0.0111466,0.0366074,0.0118247,0.030078,0.0237092,0.0285778,0.0432371,0,0,0.0228026,0,0,0.0137946,0.0594401,0.0107796,0.0322579,0.0381162,0.0437828,0.0522693,0.0873198,0.0848248,0.0492187,0.0746922,0.0474115,0.0371841,0.0719116,0.0617122,0.0320152,0.0130498,0.073603,0,0,0,0,0.0570703,0.0371253,0.0404351,0.0127433,0,0
163,0,0,0,0,0,0,0.0310503,0.0331504,0,0,0,0.043427,0,0.0302877,0,0,0.0227913,0,0,0.0475538,0.0256309,0.0355978,0.0326326,0.0281808,0.0395075,0.0384247,0.0283532,0.0338603,0.036911,0.0290678,0.037217,0.0346474,0.0249537,0.0316984,0.0108753,0.0366088,0.0119003,0.0298833,0.0231782,0.0289824,0.0432218,0,0,0.0229253,0,0,0.0139823,0.0592855,0.011094,0.0310341,0.0382681,0.043792,0.0526916,0.0880683,0.0851229,0.0496913,0.0747161,0.0475973,0.0373797,0.0716742,0.0608645,0.032085,0.0129809,0.07364,0,0,0,0,0.0568591,0.0369521,0.0405807,0.012494,0,0
164,0,0,0,0,0,0,0.0310267,0.033187,0,0,0,0.0436629,0,0.0303065,0,0,0.0227915,0,0,0.047597,0.0253722,0.0355661,0.0325664,0.0284807,0.0390992,0.0382945,0.0282506,0.033546,0.0369482,0.0291233,0.0371605,0.0343069,0.0250366,0.0316227,0.0105147,0.036669,0.0120599,0.0295502,0.0226728,0.0294851,0.0431133,0,0,0.0230183,0,0,0.0141077,0.0590871,0.0113581,0.0297992,0.0383272,0.0437599,0.0531573,0.0889559,0.0853538,0.0501169,0.0748161,0.0479812,0.0377288,0.071567,0.0597134,0.0321503,0.0129823,0.0735695,0,0,0,0,0.0559378,0.0368423,0.0409913,0.012272,0,0
165,0,0,0,0,0,0,0.0310266,0.0331873,0,0,0,0.0438108,0,0.0302744,0,0,0.0227183,0,0,0.0476945,0.0252893,0.035352,0.0324354,0.0286865,0.0387612,0.0381053,0.0280069,0.0333112,0.037095,0.0292188,0.0370765,0.0340414,0.0251745,0.03163,0.0102025,0.0368302,0.0120773,0.0291812,0.0220669,0.0300556,0.0429943,0,0,0.0230756,0,0,0.0141825,0.058923,0.0115947,0.0285774,0.0382627,0.0437017,0.0536409,0.0897602,0.0854782,0.050481,0.0750964,0.0484875,0.0383383,0.0715749,0.0582001,0.0321781,0.0130546,0.0733256,0,0,0,0,0.0544101,0.0367912,0.041446,0.0122535,0,0
166,0,0,0,0,0,0,0.0310359,0.0331592,0,0,0,0.0439732,0,0.030325,0,0,0.0226142,0,0,0.0477262,0.0252949,0.0353949,0.0323187,0.0287966,0.0384983,0.0378516,0.0277243,0.0330805,0.037368,0.0292678,0.0370343,0.0339123,0.0251418,0.0316856,0.0102293,0.0370326,0.0120428,0.0289096,0.0212589,0.0306329,0.0429099,0,0,0.0230921,0,0,0.0142427,0.0587664,0.0117173,0.0273639,0.0380735,0.0436367,0.0541981,0.0904693,0.0855393,0.0508525,0.0755691,0.0492707,0.0391631,0.0717531,0.0562171,0.0321735,0.01315,0.0730008,0,0,0,0,0.0527266,0.0368002,0.0416363,0.0122233,0,0
167,0,0,0,0,0,0,0.031047,0.0330724,0,0,0,0.0441075,0,0.0307186,0,0,0.0226763,0,0,0.0476912,0.0252106,0.0359241,0.0322217,0.0286247,0.0382149,0.0375253,0.0272611,0.0328691,0.0377301,0.0292489,0.0369869,0.0337789,0.0249675,0.0316239,0.0104797,0.0370522,0.0119417,0.0287432,0.0200739,0.0309768,0.0429388,0,0,0.0229723,0,0,0.0144519,0.0587472,0.0118055,0.0262245,0.0378704,0.0435376,0.0546975,0.09099,0.0855634,0.0513574,0.0761573,0.0503746,0.0401277,0.0718886,0.0541569,0.0321836,0.0131156,0.0727287,0,0,0,0,0.0509439,0.0368465,0.0418158,0.0122903,0,0
168,0,0,0,0,0,0,0.0313914,0.0330169,0,0,0,0.0460433,0,0.0332821,0,0,0.0218308,0,0,0.0480432,0.0231671,0.0384948,0.0359226,0.0274183,0.0371281,0.037608,0.0271603,0.0357574,0.0381885,0.0258814,0.0344858,0.0311015,0.0221124,0.0290202,0.0119289,0.0374061,0.0117019,0.0292216,0.0162088,0.0320796,0.0423975,0,0,0.0233388,0,0,0.0127048,0.0615504,0.0132774,0.0248435,0.0375245,0.043723,0.0540092,0.0891535,0.0846393,0.0527226,0.0764649,0.0528556,0.0417763,0.070769,0.0551375,0.0318385,0.012746,0.0721963,0,0,0,0,0.0483201,0.0371745,0,0.0118669,0,0
169,0,0,0,0,0,0,0.0313804,0.032891,0,0,0,0.0494699,0,0.033694,0,0,0.0216115,0,0,0.0479339,0.0282804,0.037197,0.0308272,0.0288932,0.0391641,0.0373536,0.0280424,0.0335085,0.0381607,0.0294151,0.0354816,0.0321898,0.0225894,0.0296882,0.0123634,0.0376711,0.0117528,0.0290294,0.0148364,0,0.0421632,0,0,0.0232286,0,0,0.0130854,0.0569885,0.0119632,0.0233269,0.0380318,0.0424413,0.053672,0.0901262,0.0853642,0.0522718,0.0769715,0.0538471,0.0430955,0.0715601,0.0551096,0.0323274,0.0129566,0.0721175,0,0,0,0,0.0467631,0.0367318,0.0417177,0.011878,0,0
170,0,0,0,0,0,0,0.0312767,0.0328308,0,0,0,0.0486013,0,0.0328899,0,0,0.0215286,0,0,0.0478768,0.0263851,0.0366125,0.0321435,0.0288914,0.0383117,0.0371062,0.0274728,0.0335883,0.0372772,0.0284997,0.0358442,0.0328199,0.0229514,0.0298782,0.0115766,0.0376144,0.0116794,0.0285119,0.0147653,0.0329841,0.0422363,0,0,0.0233699,0,0,0.0132108,0.0579767,0.0108214,0.0235838,0.0371103,0.0427394,0.0547307,0.0905384,0.0845741,0.0519924,0.0777537,0.0545785,0.0441781,0.0719549,0.0498402,0.0321852,0.0129336,0.0720132,0,0,0,0,0.0448992,0.0366358,0.0418474,0.0118731,0,0
171,0,0,0,0,0,0,0.0312277,0.0328506,0,0,0,0.0489725,0,0.0328955,0,0,0.0214763,0,0,0.0477902,0.0266983,0.0367044,0.0319094,0.0289393,0.0382104,0.036889,0.0271708,0.0334429,0.0373601,0.028615,0.0358888,0.0329873,0.0229775,0.0301974,0.0117295,0.0377591,0.0116883,0.0283115,0.0147227,0.0333006,0.0422195,0,0,0.0232068,0,0,0.0129843,0.0575109,0.0105506,0.0226918,0.0367939,0.0425831,0.0551416,0.0909144,0.0846212,0.0525092,0.077685,0.0547391,0.0448086,0.0716419,0.04473,0.032272,0.0129458,0.0717617,0,0,0,0,0.0430851,0.0359725,0.0419348,0.0118313,0,0
172,0,0,0,0,0,0,0.0308726,0.0329336,0,0,0,0.0490625,0,0.0330251,0,0,0.0212338,0,0,0.047771,0.0271148,0.0367616,0.0315741,0.0290247,0.0377999,0.0368371,0.0269571,0.033178,0.0373635,0.028816,0.0358526,0.0326489,0.0229648,0.0301724,0.0120465,0.0381149,0.0117043,0.0283841,0.014537,0.0339389,0.0419346,0,0,0.0262374,0,0,0.0212833,0.0570299,0.0104592,0.0215233,0.0363195,0.0427018,0.0554529,0.0910689,0.0847608,0.0532775,0.0772936,0.0546973,0.0452474,0.0711567,0.0387739,0.0322239,0.0151346,0.07136,0,0,0,0,0.0410895,0.0350171,0.0409659,0.011888,0,0.00734835
173,0,0,0,0,0,0,0.0311298,0.0327294,0,0,0,0.0490729,0,0.0331996,0,0,0.0211735,0,0,0.0478428,0.0275912,0.0366327,0.0313213,0.0290854,0.0377023,0.0365485,0.02676,0.0329259,0.0373814,0.029107,0.0358144,0.0323972,0.0229491,0.0301073,0.0122457,0.0381171,0.0117292,0.0295284,0.0146311,0.0344204,0.0420244,0,0,0.0242874,0,0,0.0157547,0.0565525,0.0103368,0.0207292,0.0359978,0.0422403,0.0554731,0.0908818,0.0847283,0.0539875,0.076779,0.0545612,0.0454855,0.0706593,0.0324251,0.0321913,0.0135707,0.071096,0,0,0,0,0.039143,0.0357983,0.0393575,0.0118668,0,0
174,0,0,0,0,0,0,0.0277275,0.0366316,0,0,0,0.0491511,0,0.0333021,0,0,0.0208384,0,0,0.0472089,0.0281978,0.036496,0.0314293,0.0289788,0.037064,0.0359148,0.0268646,0.0330653,0.0374035,0.0292712,0.0356771,0.0322928,0.0228168,0.0300238,0.0124462,0.0397505,0.0115471,0.0314385,0.0156392,0.0350989,0.0404031,0,0,0.0250987,0,0,0.0209989,0.0558673,0.0103515,0.0198925,0.034962,0.0415577,0.0556873,0.090551,0.0849448,0.0551665,0.0760029,0.0542333,0.0457315,0.0702284,0.0265408,0.0342432,0.0154368,0.0693988,0,0,0,0,0.0375477,0,0.0383578,0.0112715,0,0.00686908
175,0,0,0,0,0,0,0.0277476,0.0366049,0,0,0,0.0492798,0,0.0333623,0,0,0.0207561,0,0,0.0473039,0.0289727,0.0362616,0.0311616,0.0290119,0.0370166,0.0356423,0.0269762,0.0330709,0.0372932,0.0296708,0.0356481,0.0323609,0.0227105,0.029983,0.0126409,0.0399377,0.0114651,0.0350837,0.0167306,0.0356087,0.0403875,0,0,0.0251225,0,0,0.0210604,0.0553305,0.0101904,0.0201626,0.0342512,0.041057,0.0554713,0.0896558,0.0846616,0.0559086,0.0756893,0.0543259,0.0463019,0.0700686,0.0203517,0.0343326,0.0154105,0.0690285,0,0,0,0,0.0360152,0,0.0374732,0.0115147,0,0.00674063
176,0,0,0,0,0,0,0.0311962,0.0325974,0,0,0,0.0500929,0,0.0335211,0,0,0.0209181,0,0,0.0479555,0.0302956,0.0356986,0.0302674,0.0290759,0.0375403,0.0357077,0.027078,0.0326122,0.0372612,0.0306475,0.0357961,0.0326556,0.022583,0.0301119,0.0131978,0.0386567,0.0116593,0.038003,0.0176614,0.036594,0.0418112,0,0,0.0262512,0,0,0.0213986,0.0546657,0.0102545,0.0212701,0.0341026,0.0409703,0.0549035,0.0878281,0.084089,0.0566539,0.0754975,0.0547471,0.0472173,0.0703541,0.0152164,0.0325823,0.0151821,0.0699298,0,0,0,0,0.0343938,0.0373326,0.0361526,0.0120298,0,0.0071054
177,0,0,0,0,0,0,0.0313075,0.0326275,0,0,0,0.0508301,0,0.0336946,0,0,0.0207469,0,0,0.04788,0.0316421,0.0351071,0.0298588,0.0290654,0.0375029,0.0353124,0.027231,0.0319837,0.0372269,0.0314145,0.0359226,0.0329048,0.0224236,0.0302645,0.013644,0.0387932,0.0115311,0.0399777,0.018935,0.0377899,0.0417549,0,0,0.0261492,0,0,0.0214073,0.0539798,0.0107873,0.0230227,0.0333318,0.0405446,0.0548402,0.0858094,0.0838225,0.057831,0.0748043,0.0547269,0.0476696,0.0704123,0.0120146,0.0327521,0.0152012,0.0696371,0,0,0,0,0.0337834,0.0374176,0.0349322,0.01217,0,0.00701255
178,0,0,0,0,0,0,0.0314184,0.032755,0,0,0,0.0513198,0,0.0335972,0,0,0.0207033,0,0,0.0477425,0.0328024,0.0345705,0.0295007,0.029212,0.0373977,0.0349776,0.0273227,0.0312553,0.0372815,0.0320922,0.0360785,0.0332357,0.0223983,0.0302768,0.014086,0.0389338,0.0115274,0.0410069,0.0203175,0.0389157,0.0416582,0,0,0.0260096,0,0,0.0214032,0.0535701,0.0112988,0.0253366,0.0324322,0.0401494,0.0547689,0.0836371,0.0834741,0.0589236,0.0738844,0.0545928,0.0478519,0.0703809,0.0104663,0.0330064,0.0152685,0.0693828,0,0,0,0,0.0340145,0.0366342,0.0337817,0.0120108,0,0.00693158
179,0,0,0,0,0,0,0.0314389,0.0330089,0,0,0,0.051853,0,0.0334064,0,0,0.0206823,0,0,0.0476755,0.0337678,0.0341481,0.0291706,0.029399,0.0371515,0.0345726,0.0274278,0.0307201,0.0374093,0.0326804,0.0362053,0.0335981,0.0224344,0.0302251,0.0146984,0.0390219,0.0114954,0.040872,0.0216701,0.0400361,0.0415752,0,0,0.0258487,0,0,0.021391,0.0534511,0.0117001,0.0276337,0.0314662,0.0397964,0.0547524,0.0815249,0.0832099,0.0598906,0.0728125,0.0543567,0.0478622,0.0702847,0.0112112,0.0332568,0.0153387,0.0691659,0,0,0,0,0.0352379,0.0347406,0.0328154,0.0118687,0,0.00684173
180,0,0,0,0,0,0,0.031553,0.0331295,0,0,0,0.0521825,0,0.0332047,0,0,0.0206467,0,0,0.0476253,0.0342626,0.0339019,0.0291175,0.0296072,0.0370223,0.0340018,0.0274787,0.0303658,0.0374151,0.0329531,0.0364646,0.0339488,0.0224303,0.0305059,0.0151734,0.0391985,0.0115321,0.0423724,0.0228,0.0405629,0.0415792,0,0,0.0257208,0,0,0.0214211,0.0533984,0.0118217,0.02917,0.0306814,0.0393783,0.0548424,0.0802319,0.0828833,0.0605089,0.072393,0.0543857,0.0479235,0.0700911,0.0107179,0.0335033,0.0153232,0.0690091,0,0,0,0,0.0364335,0.0340351,0.0319157,0.0117416,0,0.006829
181,0,0,0,0,0,0,0.0282465,0.0369876,0,0,0,0.0482084,0,0.0296728,0,0,0.0211035,0,0,0.0469904,0.0345692,0.0325902,0.0291138,0.0301453,0.0362137,0.0331488,0.0274174,0.0290813,0.0378766,0.0347637,0.0378353,0.0346906,0.0248449,0.0332002,0.0122215,0.0408171,0.0117891,0.0420048,0.0221361,0.040954,0.0403219,0,0,0.0237688,0,0,0.0218295,0.0528174,0.0131798,0.0297818,0.0293655,0.0390397,0.0545375,0.079302,0.0825163,0.0606137,0.0738806,0.0560181,0.048708,0.0703288,0.0130288,0.0356306,0.0158926,0.0673788,0,0,0,0,0.0379253,0,0.0312674,0.0101006,0,0.00659285
182,0,0,0,0,0,0,0.0282545,0.0370323,0,0,0,0.0476595,0,0.0299459,0,0,0.0208867,0,0,0.0471572,0.03475,0.0329011,0.028898,0.0302253,0.0355903,0.0326874,0.0272133,0.0286756,0.0378494,0.0349191,0.0377619,0.0344746,0.0247142,0.0328081,0.012271,0.0410312,0.0112554,0.0424245,0.0227572,0.0413869,0.0403611,0,0,0.0236428,0,0,0.0220341,0.0524865,0.0136891,0.0300739,0.0288622,0.0391581,0.0540195,0.0787379,0.0821858,0.0604774,0.074826,0.0567789,0.0490658,0.0707153,0.0136521,0.0356423,0.0159543,0.067085,0,0,0,0,0.0394345,0,0.03124,0.0102822,0,0.00616948
183,0,0,0,0,0,0,0.0316581,0.0331626,0,0,0,0.0482793,0,0.0294962,0,0,0.0205948,0,0,0.0480267,0.0350598,0.0326976,0.0281645,0.0301253,0.0354689,0.0325305,0.0268239,0.0282745,0.0379333,0.0353556,0.0377217,0.034338,0.0252146,0.0328032,0.0128041,0.0393692,0.0108202,0.0426712,0.0226841,0.0415293,0.0421209,0,0,0.022223,0,0,0.0147521,0.0522951,0.0135485,0.0303626,0.028979,0.0395316,0.0533162,0.078357,0.0816282,0.0599748,0.0753684,0.0573329,0.0495403,0.0710483,0.0139456,0.0339294,0.0137934,0.0682088,0,0,0,0,0.0394219,0.0357053,0.0310915,0.0116254,0,0
