Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,T10,x70,x71,x72,,LEAR,RFHD,RHEE,x73,LWRA,x74,RUPA,STRN
59,0,0,0,0,0,0,0.0299045,0.0350804,0,0,0,0.0334522,0,0.0294431,0.0360627,0,0.0255672,0,0,0.0457677,0.0283561,0.0333588,0.0179935,0.02416,0.0340834,0.0385277,0.0233179,0.0366666,0.0402592,0.0278638,0.0328834,0.0345396,0.0168008,0.025326,0.019874,0.0341877,0.012707,0,0,0.0472957,0.0354093,0.0385659,0,0,0.0218637,0,0.0112817,0.058985,0.0101542,0.0305768,0.0388937,0.0358913,0.0546843,0.0887319,0.084389,0.0496771,0.0650561,0.0366729,0.0270525,0.0653999,0.112556,0.00741132,0.0686633,0,0,0,0,0,0,0.0873701,0,0.0125669,0,0.0392476,0.0440496
60,0,0,0,0,0,0,0.0300357,0.0350667,0,0,0,0.0337458,0,0.0293595,0.0365078,0,0.0251562,0,0,0.0456488,0.0285531,0.033533,0.017945,0.0239014,0.033759,0.0382372,0.0230755,0.036369,0.0403079,0.0279531,0.0327987,0.0340021,0.016721,0.025406,0.0196138,0.0344783,0.0126778,0,0,0.0470717,0.0357141,0.0385187,0,0,0.0218989,0,0.0111819,0.0588721,0.00996457,0.0294407,0.038907,0.0356513,0.0548003,0.0893928,0.0845042,0.0499058,0.0659312,0.0376296,0.0278743,0.0661521,0.112315,0.00748084,0.0684688,0,0,0,0,0,0,0.0862391,0,0.0123434,0,0.0394088,0.0440932
61,0,0,0,0,0,0,0.0300741,0.0349955,0,0,0,0.0339394,0,0.0292972,0.0372702,0,0.0249661,0,0,0.0455711,0.0285429,0.0337163,0.0179507,0.023595,0.0334864,0.037763,0.0225636,0.0362447,0.0405008,0.0280471,0.0326065,0.03345,0.0164746,0.0252481,0.0195582,0.0349126,0.0124733,0,0,0.0386124,0.036094,0.0385405,0,0,0.0218727,0,0.0111258,0.0584009,0.0101918,0.0281217,0.0391534,0.0354747,0.055989,0.0921817,0.0856063,0.0506082,0.0672864,0.0399432,0.0291115,0.0651679,0.116667,0.0075761,0.0681862,0,0,0,0,0,0,0.0757884,0,0.0124579,0,0.0394671,0.0441312
62,0,0,0,0,0,0,0.0301111,0.0349312,0,0,0,0.0341078,0,0.029191,0.0374518,0,0.0247818,0,0,0.045631,0.0286639,0.0338013,0.0179265,0.0233971,0.0331767,0.0374291,0.0221953,0.0361585,0.0405985,0.0281895,0.0325881,0.0332589,0.0163597,0.0252457,0.0196169,0.0351371,0.0122139,0,0,0.0377879,0.0362525,0.0384525,0,0,0.0218808,0,0.0110346,0.0584061,0.00985508,0.0270233,0.0390548,0.0352954,0.0563193,0.0930705,0.0860137,0.0510079,0.0682815,0.041364,0.0305044,0.0655603,0.11522,0.00775949,0.0678503,0,0,0,0,0,0,0.0739341,0,0.0126472,0,0.0395568,0.0440538
63,0,0,0,0,0,0,0.0306826,0.0350137,0,0,0,0.0357516,0,0.0295609,0.0369386,0,0.0236478,0,0,0.0460163,0.0293693,0.0325741,0.0195896,0.0234561,0.0333712,0.0374121,0.0237015,0.0371525,0.0400766,0.0272614,0.032579,0.0331729,0.0159845,0.0253705,0.0185593,0.035746,0.0115611,0,0,0.0344268,0.037143,0.0375753,0,0,0.0227618,0,0.00996508,0.0589308,0.00881712,0.0276696,0.0380242,0.034295,0.0542571,0.0894359,0.0836668,0.050726,0.0684653,0.0462045,0.0316444,0.0628973,0.12365,0.00786864,0.0673798,0,0,0,0,0,0,0.0748858,0,0.0123197,0,0.039967,0.043718
64,0,0,0,0,0,0,0.0301431,0.0350649,0,0,0,0.0340422,0,0.0292151,0.0378392,0,0.0244195,0,0,0.0456844,0.0289854,0.031994,0.0181469,0.0229934,0.0327092,0.0367211,0.0216643,0.0361907,0.041012,0.0282861,0.0323209,0.0327148,0.0162651,0.0258117,0.0201022,0.0353496,0.0120524,0,0,0.0362767,0.0365711,0.0383883,0,0,0.0218512,0,0.0108013,0.0584557,0.00914591,0.0246939,0.0385353,0.0349785,0.0571657,0.0948431,0.0869405,0.0521523,0.0695353,0.0440251,0.0326301,0.0657931,0.108651,0.00799547,0.0673165,0,0,0,0,0,0,0.069704,0,0.0125814,0,0.0397923,0.0427105
65,0,0,0,0,0,0,0.0305061,0.0352859,0,0,0,0.0356202,0,0.0296263,0.0373158,0,0.0234736,0,0,0.0459289,0.0297589,0.0325739,0.0198295,0.0234758,0.0329237,0.0366059,0.0232042,0.0367224,0.0401215,0.0272715,0.0325858,0.0331406,0.0159387,0.0255715,0.018989,0.0357995,0.0114056,0,0,0.033744,0.0374414,0.0378086,0,0,0.0225668,0,0.0100086,0.0586627,0.00797791,0.024951,0.0374455,0.0341436,0.0547948,0.091259,0.0846947,0.0522175,0.0694239,0.0478191,0.0344925,0.0632316,0.113539,0.00794887,0.0668844,0,0,0,0,0,0,0.0696156,0,0.0124193,0,0.0401051,0.0422554
66,0,0,0,0,0,0,0.0303756,0.0354124,0,0,0,0.0359535,0,0.0298348,0.0370665,0,0.023371,0,0,0.0457635,0.0302319,0.0335821,0.0198109,0.023708,0.032873,0.036301,0.0229952,0.0365348,0.0399494,0.027454,0.0327614,0.0334087,0.0160222,0.0253571,0.0190395,0.035934,0.0114919,0,0,0.0342156,0.0374691,0.0379036,0,0,0.022678,0,0.0100775,0.0582845,0.00717168,0.0237195,0.0369927,0.0339995,0.0548951,0.0916334,0.0852925,0.0532498,0.0693541,0.0480476,0.0361452,0.0628907,0.106125,0.00789695,0.0667456,0,0,0,0,0,0,0.0667694,0,0.0122325,0,0.0401525,0.0419705
67,0,0,0,0,0,0,0.0302547,0.0355414,0,0,0,0.0365498,0,0.0300288,0.036578,0,0.0232465,0,0,0.0456933,0.0308126,0.0338698,0.0197996,0.0239188,0.0328487,0.0360158,0.0228752,0.0361186,0.0397899,0.0278165,0.0329722,0.0336372,0.0162509,0.0253174,0.0187542,0.0361073,0.0114244,0,0,0.0352031,0.0372995,0.0379456,0,0,0.0227546,0,0.0101688,0.05781,0.00616003,0.022775,0.0363491,0.0337714,0.0548342,0.0916911,0.0858245,0.0545664,0.0691895,0.048232,0.0377471,0.0626495,0.0976824,0.00784551,0.0666498,0,0,0,0,0,0,0.0639214,0,0.0122617,0,0.0401732,0.0418526
68,0,0,0,0,0,0,0.0302029,0.0357391,0,0,0,0.0372576,0,0.0300781,0.0358613,0,0.0230805,0,0,0.0455527,0.031473,0.0329934,0.0199181,0.0239872,0.0327609,0.0356555,0.0228326,0.0353662,0.0396965,0.0283138,0.033065,0.0336816,0.0164394,0.0253415,0.0183244,0.036294,0.0116534,0,0,0.0365126,0.0368463,0.0380018,0,0,0.022725,0,0.0102723,0.0571868,0.00488494,0.0223861,0.0354151,0.0334616,0.0545786,0.091246,0.0861707,0.0562266,0.0690711,0.0485058,0.0392758,0.0625886,0.0886162,0.00779723,0.0665362,0,0,0,0,0,0,0.0612139,0,0.0119647,0,0.0402769,0.0419116
69,0,0,0,0,0,0,0.0301262,0.0359967,0,0,0,0.0379296,0,0.0300251,0.0350038,0,0.0228687,0,0,0.0455054,0.0323279,0.0322419,0.0201003,0.0241045,0.0326494,0.0352784,0.0229354,0.0346993,0.0395831,0.0289078,0.0332276,0.0338366,0.0164928,0.0254401,0.0180278,0.0364439,0.0118182,0,0,0.0380624,0.0363351,0.0381004,0,0,0.0226799,0,0.010417,0.056366,0.0036423,0.022781,0.0342505,0.033144,0.0541446,0.0900864,0.0863134,0.0580872,0.0691092,0.0488816,0.0404548,0.062599,0.0793005,0.00772638,0.0663534,0,0,0,0,0,0,0.0588136,0,0.0118496,0,0.04022,0.0420982
70,0,0,0,0,0,0,0.0300357,0.0363024,0,0,0,0.0389087,0,0.0297505,0.034021,0,0.0226491,0,0,0.0455299,0.0335029,0.0317333,0.0200803,0.0242507,0.0325788,0.0348882,0.0231691,0.0342979,0.0395104,0.0295825,0.0334535,0.0340239,0.0164564,0.0256689,0.0176228,0.0365483,0.0117675,0,0,0.0397369,0.0361926,0.0382114,0,0,0.022745,0,0.0106173,0.0557012,0.00293854,0.0236019,0.0330023,0.0329625,0.0537889,0.0883474,0.0862656,0.0603064,0.0690781,0.0492969,0.0413231,0.0625775,0.071683,0.00759506,0.0660199,0,0,0,0,0,0,0.0568742,0,0.0119386,0,0.0401614,0.0423259
71,0,0,0,0,0,0,0.030085,0.0362985,0,0,0,0.0399939,0,0.0294997,0.0328147,0,0.0214845,0,0,0.0400844,0.0347499,0.0319297,0.0199152,0.0243964,0.0326162,0.033843,0.0234591,0.0338249,0.0394701,0.0301726,0.033565,0.0341408,0.0164289,0.0257798,0.0172976,0.036899,0.0204717,0,0,0.0413957,0.0362019,0.0385567,0,0,0.0227606,0,0.0107098,0.0554142,0.00300144,0.0247745,0.032006,0.0329994,0.0537077,0.0867875,0.0861421,0.062123,0.0691351,0.0497843,0.0419062,0.062633,0.0666918,0.00759561,0.0657413,0,0,0,0,0,0,0.0563958,0,0,0,0.0401632,0.0422227
72,0,0,0,0,0,0,0.0299097,0.0368649,0,0,0,0.040707,0,0.0295628,0.031909,0,0.0224853,0,0,0.0452774,0.0355836,0.0322668,0.019811,0.0245225,0.0326282,0.0342235,0.0237632,0.0335727,0.0394592,0.0305349,0.0335752,0.0340422,0.0164194,0.0258029,0.0174334,0.0368201,0.0111714,0,0,0.0426054,0.036096,0.0385926,0,0,0.0228181,0,0.0108234,0.0552939,0.003291,0.0257931,0.0313576,0.0332251,0.0538875,0.0861948,0.0860027,0.0629313,0.0693086,0.0501039,0.042122,0.0626742,0.063972,0.00754022,0.0653665,0,0,0,0,0,0,0.0562452,0,0.0126463,0,0.0400012,0.0425087
73,0,0,0,0,0,0,0.0298647,0.0372784,0,0,0,0.0413321,0,0.0295049,0.0320031,0,0.0222169,0,0,0.0451415,0.0361192,0.0325027,0.0198988,0.0245219,0.0325812,0.033674,0.0237512,0.0336329,0.039486,0.0307701,0.0334647,0.0339777,0.0163554,0.0256613,0.0177801,0.0367856,0.0122238,0,0,0.0428277,0.0360857,0.0387066,0,0,0.0229972,0,0.0109056,0.0549714,0.0033038,0.0259839,0.0310312,0.0335923,0.0542891,0.086364,0.0859299,0.0627343,0.0693318,0.0499914,0.0419459,0.062549,0.0632684,0.00757701,0.0649102,0,0,0,0,0,0,0.0554091,0,0.011248,0,0.0394557,0.0425925
74,0,0,0,0,0,0,0.0297343,0.0376493,0,0,0,0.041808,0,0.0293669,0.0325203,0,0.0221785,0,0,0.0452032,0.0363238,0.032635,0.0201374,0.0243167,0.0323426,0.0333064,0.0236979,0.0338053,0.0395624,0.0308302,0.0330953,0.0340024,0.0161799,0.0252603,0.0181808,0.0365366,0.0122961,0,0,0.0419127,0.0359171,0.0388051,0,0,0.0232461,0,0.0110865,0.0545597,0.00302637,0.0255042,0.0312671,0.0339844,0.054841,0.0869518,0.0855402,0.0617904,0.0693621,0.0494396,0.0414842,0.0625979,0.0636283,0.00762514,0.0644763,0,0,0,0,0,0,0.0540671,0,0.0111724,0,0.0387531,0.0425664
75,0,0,0,0,0,0,0.0295532,0.0380554,0,0,0,0.0422523,0,0.0291598,0.0330957,0,0.0223628,0,0,0.0453821,0.0365275,0.032827,0.0203631,0.0240639,0.0319869,0.0329978,0.0235946,0.03391,0.0397192,0.0308865,0.0327632,0.0337683,0.0158684,0.0248607,0.0188634,0.0362964,0.0123043,0,0,0.0397242,0.0357858,0.0388512,0,0,0.0235945,0,0.0113633,0.0539776,0.00261353,0.0246931,0.0321385,0.034417,0.0555361,0.0878188,0.0852479,0.060537,0.0694351,0.0485641,0.0408959,0.0630239,0.0650627,0.00772104,0.0640729,0,0,0,0,0,0,0.0536042,0,0.0112611,0,0.0380951,0.0426319
76,0,0,0,0,0,0,0.0294427,0.0385243,0,0,0,0.0424695,0,0.0289574,0.0336652,0,0.0226416,0,0,0.0455908,0.0368534,0.0332509,0.0203854,0.0238035,0.0315778,0.0326333,0.0236439,0.0338249,0.0398509,0.0308186,0.0324793,0.0336009,0.0153893,0.0243795,0.0200682,0.0361513,0.0121821,0,0,0.0385579,0.0359832,0.0388415,0,0,0.0238309,0,0.011588,0.0535888,0.00265488,0.0242551,0.032712,0.0347993,0.0560629,0.0887429,0.0849969,0.0589942,0.0694532,0.0477283,0.0401069,0.0633311,0.0686227,0.00783408,0.063775,0,0,0,0,0,0,0.0528999,0,0.0113444,0,0.0376566,0.0429115
77,0,0,0,0,0,0,0.0294771,0.0390282,0,0,0,0.0427826,0,0.0284944,0.0342225,0,0.0226783,0,0,0.0456171,0.0375103,0.0335389,0.0202308,0.0235704,0.0310253,0.0321644,0.0238569,0.0339416,0.039957,0.030784,0.0323836,0.0335433,0.0149986,0.0237535,0.0215082,0.0361875,0.0121642,0,0,0.0397325,0.0367483,0.0388379,0,0,0.0239559,0,0.011842,0.0534181,0.0034486,0.02471,0.0327617,0.035043,0.055822,0.0890399,0.0842818,0.0571945,0.0691808,0.0473078,0.0391809,0.0628112,0.0720281,0.00764018,0.0635849,0,0,0,0,0,0,0.0510035,0,0.0113941,0,0.0374506,0.0434785
78,0,0,0,0,0,0,0.0295899,0.0396306,0,0,0,0.042837,0,0.0278192,0.0344253,0,0.0227384,0,0,0.045589,0.0384523,0.0337342,0.0200906,0.0235338,0.0303435,0.031662,0.0240283,0.0342229,0.0399809,0.0305926,0.0322665,0.0335499,0.0148738,0.0229666,0.0231794,0.0363664,0.0116582,0,0,0.0415634,0.0376893,0.0387911,0,0,0.0236392,0,0.0117269,0.0534228,0.00427315,0.026142,0.0324349,0.0350525,0.0544028,0.088043,0.0828784,0.0555071,0.0686634,0.0475838,0.0385307,0.0617024,0.0738979,0.00784968,0.0635185,0,0,0,0,0,0,0.0488035,0,0.0118534,0,0.0373669,0.0443127
79,0,0,0,0,0,0,0.0295267,0.0401457,0,0,0,0.0431211,0,0.0269863,0.0342289,0,0.0227842,0,0,0.0455581,0.0394243,0.0339957,0.0199752,0.0236044,0.0297915,0.0313795,0.0242716,0.034523,0.0398197,0.0302984,0.0321716,0.033606,0.0147923,0.0223607,0.0251461,0.0364294,0.0111344,0,0,0.0408433,0.0386434,0.0387199,0,0,0.0234851,0,0.0116923,0.0532591,0.00497002,0.0273859,0.0320528,0.0349658,0.0526589,0.0863323,0.0817867,0.0552322,0.0681022,0.0478068,0.0381603,0.0608809,0.0732374,0.00779923,0.0636075,0,0,0,0,0,0,0.0464512,0,0.012529,0,0.037199,0.0450819
80,0,0,0,0,0,0,0.0292531,0.0404419,0,0,0,0.0432432,0,0.0261882,0.0338713,0,0.022729,0,0,0.0450971,0.0399582,0.034584,0.0197509,0.0239489,0.0295875,0.0313855,0.0244701,0.0349499,0.0395172,0.0295875,0.0320798,0.0335266,0.0147792,0.0217923,0.0276459,0.0362106,0.0118469,0,0,0.0394469,0.0390621,0.0387075,0,0,0.0235938,0,0.0116651,0.0530614,0.00520866,0.0277579,0.0317492,0.0348745,0.0515164,0.0851938,0.0814477,0.0559055,0.0679247,0.0478115,0.0377279,0.0605011,0.0729716,0.00768745,0.0639654,0,0,0,0,0,0,0.0454774,0,0.0118196,0,0.0369667,0.0455288
81,0,0,0,0,0,0,0.0289777,0.0402586,0,0,0,0.0426908,0,0.0257138,0.0335044,0,0.0218315,0,0,0.0396023,0.0399053,0.0357081,0.0192742,0.0245535,0.0297646,0.0310231,0.0247099,0.0356912,0.0392576,0.0281967,0.0322582,0.0332334,0.0148118,0.0211216,0.030748,0.0358478,0.0204336,0,0,0.0386743,0.0387051,0.038966,0,0,0.0239627,0,0.0117328,0.0529753,0.00481227,0.0276204,0.0316851,0.0349735,0.0515158,0.0854754,0.0816535,0.0556511,0.0681603,0.0477113,0.0371717,0.0602664,0.0748625,0.00754001,0.0646862,0,0,0,0,0,0,0.0457517,0,0,0,0.0367009,0.0453138
82,0,0,0,0,0,0,0.0285037,0.0405055,0,0,0,0.0418474,0,0.0252894,0.0333699,0,0.0232613,0,0,0.0452545,0.0395383,0.0372921,0.0186092,0.0252517,0.0301328,0.0320958,0.0251251,0.0366789,0.0391699,0.026486,0.0329911,0.0328511,0.0150105,0.0204477,0.0345504,0.0352269,0.0121373,0,0,0.0382547,0.0379629,0.038724,0,0,0.0242796,0,0.0118175,0.0529185,0.00422454,0.0277606,0.0319649,0.0351135,0.0521216,0.0866894,0.0818814,0.0541263,0.0683451,0.0473659,0.036336,0.0597199,0.0777051,0.00743186,0.0654913,0,0,0,0,0,0,0.047264,0,0.0117774,0,0.0365663,0.0453087
83,0,0,0,0,0,0,0.0282864,0.0402733,0,0,0,0.0410286,0,0.0245556,0.0334846,0,0.0236758,0,0,0.0453662,0.0393116,0.0387784,0.0180147,0.025892,0.0305255,0.0327287,0.0254836,0.0377471,0.0393199,0.0250349,0.0336883,0.0326697,0.0152394,0.0193206,0.0392029,0.0346934,0.012171,0,0,0.037844,0.037346,0.038696,0,0,0.0245094,0,0.0119608,0.0527617,0.0039319,0.028023,0.0323846,0.035336,0.0525554,0.0874148,0.0818174,0.0525482,0.0681431,0.0467446,0.0355041,0.0589702,0.0800501,0.00740453,0.0663638,0,0,0,0,0,0,0.0492651,0,0.0117226,0,0.0364402,0.0448404
84,0,0,0,0,0,0,0.0281689,0.040001,0,0,0,0.0393724,0,0.0234428,0.0336462,0,0.0240436,0,0,0.045508,0.0390526,0.0397186,0.0171767,0.0261641,0.0309463,0.0333487,0.0258683,0.0387188,0.0398337,0.023887,0.0332774,0.0328815,0.0153183,0.0177566,0.0442904,0.0343036,0.0124194,0,0,0.0376957,0.0364495,0.0385651,0,0,0.0247147,0,0.012236,0.052599,0.00388214,0.0287282,0.0327402,0.0354684,0.052272,0.087361,0.0813928,0.0510032,0.0676483,0.046152,0.0347114,0.0580257,0.0816719,0.00725759,0.0669571,0,0,0,0,0,0,0.0514029,0,0.0115875,0,0.0363678,0.0443046
85,0,0,0,0,0,0,0.0281026,0.0397433,0,0,0,0.0383325,0,0.0223787,0.0339301,0,0.0244643,0,0,0.0457419,0.0390173,0.0388684,0.0164122,0.0256455,0.0315117,0.0339834,0.0260454,0.0397466,0.0406785,0.0226308,0.0330342,0.0333569,0.0150699,0.0158691,0.0488875,0.0339349,0.0125208,0,0,0.037226,0.0357422,0.0383991,0,0,0.0249543,0,0.0123187,0.0522426,0.0042048,0.0292802,0.0328907,0.0357511,0.0516477,0.0867886,0.0809443,0.0499058,0.0669038,0.0457108,0.0342434,0.0570287,0.0831515,0.0075293,0.0671729,0,0,0,0,0,0,0.0523804,0,0.0116275,0,0.0362335,0.0438669
86,0,0,0,0,0,0,0.0278946,0.0395401,0,0,0,0.0374427,0,0.0214846,0.0342569,0,0.0248505,0,0,0.0459405,0.0392887,0.0386908,0.0154647,0.0248703,0.0323583,0.0346526,0.0263685,0.0411192,0.0416314,0.0208772,0.0329179,0.0336354,0.0149774,0.0147015,0.0534656,0.0336155,0.0125709,0,0,0.0367437,0.0350877,0.0382419,0,0,0.0254185,0,0.0125678,0.0515721,0.00472344,0.0298752,0.0330028,0.0362052,0.0509771,0.0861182,0.080687,0.0490461,0.0661814,0.0453774,0.0338856,0.0562143,0.0848382,0.0076069,0.0673063,0,0,0,0,0,0,0.0524416,0,0.0117139,0,0.0359728,0.04358
87,0,0,0,0,0,0,0.0275804,0.039389,0,0,0,0.0371354,0,0.0210256,0.034559,0,0.0251423,0,0,0.0460233,0.0397789,0.0389079,0.0144065,0.024026,0.0334186,0.0353795,0.0268767,0.0427551,0.0428434,0.0195099,0.0329388,0.033353,0.0153141,0.0147245,0.0581369,0.0334055,0.0125506,0,0,0.0361946,0.0346853,0.038105,0,0,0.0259711,0,0.0129068,0.0509746,0.0054082,0.0300798,0.0331535,0.0368528,0.0504626,0.0856277,0.0807009,0.0486867,0.0656646,0.0451075,0.0335806,0.0559427,0.0862034,0.00767517,0.0675842,0,0,0,0,0,0,0.0517772,0,0.0117483,0,0.0356097,0.0435265
88,0,0,0,0,0,0,0.0272805,0.0392433,0,0,0,0.0371038,0,0.0212354,0.0346222,0,0.0252584,0,0,0.0459332,0.0401074,0.0395285,0.0135315,0.023108,0.0344082,0.0359931,0.0273988,0.0444646,0.0441283,0.0190614,0.033196,0.0332733,0.0158262,0.0153671,0.0626586,0.0334202,0.0125173,0,0,0.0356528,0.0347692,0.0380383,0,0,0.0263913,0,0.013221,0.0507503,0.00607794,0.0298775,0.0333188,0.0376398,0.0501706,0.085475,0.0809857,0.0489557,0.0656648,0.0451394,0.033435,0.0563615,0.0874458,0.00771281,0.0678889,0,0,0,0,0,0,0.0509173,0,0.0116806,0,0.0352234,0.0437747
89,0,0,0,0,0,0,0.0271095,0.0391018,0,0,0,0.0367394,0,0.0219082,0.0343737,0,0.0252483,0,0,0.0457399,0.0400781,0.0418416,0.0128801,0.0223887,0.0351856,0.0363628,0.0280043,0.045767,0.0450777,0.0187847,0.033491,0.0333927,0.0164297,0.01616,0.066706,0.0336988,0.0124845,0,0,0.0352133,0.0351185,0.0380622,0,0,0.0266304,0,0.0133686,0.0507209,0.00650747,0.029523,0.0336464,0.0383591,0.0500119,0.0855253,0.0814393,0.0494829,0.0660871,0.0455728,0.0335447,0.0572162,0.0886496,0.00762588,0.0681493,0,0,0,0,0,0,0.0500831,0,0.0115161,0,0.0348995,0.0442195
90,0,0,0,0,0,0,0.0271519,0.038966,0,0,0,0.0367895,0,0.0235263,0.0338345,0,0.0250892,0,0,0.0456458,0.039837,0.0448069,0.012316,0.0222637,0.0358017,0.0365011,0.0288066,0.0464952,0.0454863,0.0182883,0.0338329,0.0335887,0.0172025,0.0170084,0.0704762,0.0341121,0.0123497,0,0,0.0349933,0.0358345,0.0382192,0,0,0.0267295,0,0.0133197,0.0505898,0.00653489,0.0292123,0.0341037,0.0388147,0.0497604,0.0856326,0.0817626,0.0498003,0.0665681,0.0461415,0.033902,0.0580181,0.0895245,0.00740107,0.0683535,0,0,0,0,0,0,0.0497139,0,0.0115597,0,0.0347428,0.0447625
91,0,0,0,0,0,0,0.0274098,0.0388291,0,0,0,0.0369,0,0.0255846,0.033046,0,0.0249665,0,0,0.0457749,0.039497,0.0469926,0.012072,0.0226523,0.0362962,0.0363777,0.0296526,0.0466835,0.0452561,0.0177977,0.0340275,0.0334502,0.0183006,0.0182471,0.0740335,0.0346357,0.0117094,0,0,0.034952,0.0366206,0.0385394,0,0,0.0266919,0,0.0130766,0.0503537,0.00607964,0.029134,0.0345078,0.0388323,0.0493365,0.0856263,0.0817276,0.0496414,0.0667578,0.0464971,0.0341664,0.0581632,0.0902287,0.00710835,0.0682933,0,0,0,0,0,0,0.0499251,0,0.012196,0,0.0348337,0.0452504
92,0,0,0,0,0,0,0.0277973,0.03864,0,0,0,0.0367926,0,0.0260507,0.032075,0,0.0248871,0,0,0.0460159,0.0391703,0.047685,0.0120927,0.0228348,0.0364334,0.0360619,0.0301224,0.0466667,0.0449226,0.0175778,0.0342285,0.0335188,0.0191851,0.0195431,0.0747047,0.035046,0.0113274,0,0,0.0348742,0.0372723,0.0389842,0,0,0.0265448,0,0.0129223,0.0502115,0.00551947,0.0292648,0.034734,0.0385146,0.0488548,0.085445,0.0814063,0.0492771,0.0664256,0.0464284,0.034168,0.057519,0.0907071,0.00680107,0.0683596,0,0,0,0,0,0,0.0504021,0,0.0127366,0,0.0350351,0.0456219
93,0,0,0,0,0,0,0.0279815,0.0383692,0,0,0,0.0357986,0,0.0255806,0.0312552,0,0.0248483,0,0,0.0457526,0.0389253,0.047492,0.012561,0.0226008,0.0361189,0.0356166,0.0304433,0.0466639,0.0447145,0.0176685,0.0345814,0.0336108,0.0196124,0.0205935,0.0716716,0.0352458,0.0116666,0,0,0.0348151,0.0372498,0.0394713,0,0,0.0265964,0,0.0128031,0.0503046,0.00500282,0.0295577,0.034772,0.0380856,0.0485363,0.0850614,0.0810313,0.0489135,0.0659053,0.04614,0.0339747,0.0565218,0.0908664,0.00655738,0.0686142,0,0,0,0,0,0,0.0509301,0,0.0121466,0,0.0352174,0.045787
94,0,0,0,0,0,0,0.0279803,0.0380562,0,0,0,0.0343074,0,0.0253767,0.0310248,0,0.0248742,0,0,0.0457336,0.0388067,0.0451182,0.0132327,0.0220173,0.0355267,0.0351978,0.0305206,0.0466361,0.0448115,0.0179186,0.0347848,0.0334917,0.0199923,0.0214712,0.0659697,0.0351019,0.0117758,0,0,0.0348905,0.0367938,0.039934,0,0,0.0266278,0,0.0127666,0.0506626,0.00450384,0.0297114,0.0345705,0.0377701,0.0483857,0.0848071,0.0807418,0.0487424,0.065401,0.0458347,0.0337962,0.0559279,0.0906303,0.00644649,0.0687923,0,0,0,0,0,0,0.0514492,0,0.0119956,0,0.0352377,0.0456524
95,0,0,0,0,0,0,0.0278886,0.037834,0,0,0,0.0328973,0,0.0250564,0.0314532,0,0.0250002,0,0,0.0458038,0.0387426,0.0428716,0.0138325,0.0215501,0.0349692,0.0348582,0.030519,0.046695,0.0450991,0.0181555,0.0349219,0.033063,0.0207432,0.0222492,0.0601143,0.0347399,0.0116495,0,0,0.0349718,0.0361655,0.0401825,0,0,0.0263805,0,0.0127554,0.0511596,0.00413244,0.0296712,0.0342631,0.0376587,0.0484158,0.0847288,0.080592,0.0487515,0.0651596,0.0457894,0.0337715,0.0556727,0.0899709,0.00655871,0.0688578,0,0,0,0,0,0,0.0518443,0,0.0121138,0,0.0352024,0.0451495
96,0,0,0,0,0,0,0.0277695,0.0378039,0,0,0,0.0319447,0,0.0247689,0.0318962,0,0.0250672,0,0,0.0457727,0.0385061,0.0409525,0.0140336,0.0210521,0.0345916,0.0345232,0.0303031,0.0467817,0.0454768,0.0184718,0.0349105,0.032515,0.0213953,0.0224644,0.0544181,0.0343735,0.0116712,0,0,0.0350176,0.0356403,0.0402108,0,0,0.0260571,0,0.0126697,0.0516855,0.00382718,0.0293613,0.0341339,0.0378529,0.0486275,0.0847445,0.0805772,0.0489495,0.0652842,0.0461002,0.0339764,0.0556807,0.0888659,0.00674908,0.06892,0,0,0,0,0,0,0.0519514,0,0.0121049,0,0.0352434,0.0443674
97,0,0,0,0,0,0,0.0276147,0.0379633,0,0,0,0.0315318,0,0.0245826,0.0324225,0,0.0250574,0,0,0.0456647,0.0381109,0.0394092,0.0141844,0.0205131,0.0344498,0.0342969,0.0301461,0.046884,0.045767,0.0186731,0.0346476,0.0319805,0.0213167,0.0223518,0.049044,0.0341379,0.0116959,0,0,0.035118,0.0351387,0.0400864,0,0,0.0259062,0,0.0125298,0.0521254,0.00352042,0.0289505,0.0340197,0.0381827,0.0488767,0.0847557,0.0806723,0.0492015,0.0655131,0.0465123,0.0342689,0.0560697,0.087217,0.0069391,0.0689281,0,0,0,0,0,0,0.0518246,0,0.0121136,0,0.0353308,0.043625
