Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,T10,x70,x71,x72,,LEAR,RFHD,RHEE,x73,LWRA,x74,RUPA,STRN
137,0,0,0,0,0,0,0.0301301,0.036996,0,0,0,0.0366802,0,0.0292021,0.03296,0,0.0229254,0,0,0.045637,0.0380144,0.0270282,0.0253738,0.0244606,0.0365672,0.0355728,0.038076,0.046013,0.0363228,0.0268739,0.0371132,0.0378786,0.0240975,0.0313194,0.0164641,0.0352512,0.0120893,0,0,0.0407988,0.0338069,0.0382824,0,0,0.0228197,0,0.0115042,0.0637143,0.0244068,0.0281792,0.0240757,0.0313239,0.0416406,0.0752384,0.0779082,0.0476052,0.0643016,0.0446611,0.0338355,0.058915,0.0774544,0.00675116,0.0656117,0,0,0,0,0,0,0.0613363,0,0.01215,0,0.0401838,0.0448899
138,0,0,0,0,0,0,0.0299114,0.0367574,0,0,0,0.0372419,0,0.029078,0.0327711,0,0.0233139,0,0,0.0460292,0.0381247,0.0277319,0.0243552,0.02462,0.0368081,0.0359173,0.0388509,0.0457838,0.0347905,0.0263989,0.0361254,0.0372102,0.0236446,0.0313659,0.0162915,0.0349641,0.0120249,0,0,0.0410587,0.0336994,0.0383821,0,0,0.0230213,0,0.0116079,0.0635539,0.0246244,0.0292023,0.0238352,0.0317982,0.0424931,0.0757941,0.0782508,0.0478156,0.0644106,0.0445482,0.0325685,0.0591439,0.0805445,0.00674727,0.0661271,0,0,0,0,0,0,0.0643441,0,0.0123425,0,0.0399613,0.0448174
139,0,0,0,0,0,0,0.0294697,0.0363575,0,0,0,0.0379614,0,0.0288862,0.032186,0,0.0238651,0,0,0.0464131,0.0388663,0.0289132,0.023243,0.0250465,0.0366738,0.0365395,0.0394325,0.0454117,0.0338555,0.0259286,0.0351461,0.0365286,0.0230578,0.0309276,0.0166928,0.034515,0.0117961,0,0,0.0408599,0.0339236,0.0384179,0,0,0.023388,0,0.0117374,0.0628777,0.0244731,0.030376,0.0240042,0.0325293,0.0435865,0.0767983,0.0785708,0.0481397,0.0643246,0.0446284,0.0310383,0.0586485,0.0842352,0.00680433,0.0667668,0,0,0,0,0,0,0.0662235,0,0.0127012,0,0.0394511,0.0434052
140,0,0,0,0,0,0,0.0289236,0.0359195,0,0,0,0.038319,0,0.028666,0.0309561,0,0.0243454,0,0,0.046471,0.0401078,0.0297997,0.0223161,0.0254699,0.0368542,0.0371429,0.0394345,0.0448683,0.0336895,0.0255591,0.0342228,0.0358083,0.0220885,0.0298778,0.0174711,0.033988,0.0117847,0,0,0.0410647,0.0341169,0.0384068,0,0,0.0238253,0,0.0118323,0.0620213,0.0236584,0.0318499,0.0244493,0.0331952,0.0447263,0.0777898,0.0793612,0.0484298,0.0642174,0.0445376,0.0294085,0.058535,0.0876896,0.00681693,0.0672617,0,0,0,0,0,0,0.0679761,0,0.0126607,0,0.0389232,0.0423125
141,0,0,0,0,0,0,0.0247777,0.0401953,0,0,0,0.0377639,0,0.0288229,0.0297885,0,0.0244981,0,0,0.0460083,0.0407251,0.0300962,0.0224757,0.0252896,0.0359246,0.0363509,0.0390365,0.0445287,0.0340853,0.0250176,0.0334291,0.034923,0.0212374,0.0284771,0.0180578,0.0340737,0.0117465,0,0,0.0406276,0.034425,0.0367044,0,0,0.0232527,0,0.0114991,0.0610588,0.0228014,0.032852,0.0245888,0.0329458,0.0465137,0.079445,0.0811741,0.0493015,0.0637482,0.0442777,0.0276955,0.0580244,0.0932672,0.00677885,0.0662283,0,0,0,0,0,0,0.066638,0,0.0120839,0,0.0400633,0
142,0,0,0,0,0,0,0.0277307,0.035389,0,0,0,0.0376105,0,0.0284267,0.0287703,0,0.0252965,0,0,0.046393,0.0405392,0.0291786,0.0225037,0.0251062,0.0365699,0.0386148,0.038363,0.0442106,0.0346836,0.0247213,0.0332912,0.0346066,0.0210821,0.0276071,0.0171199,0.0325005,0.0121826,0,0,0.0406508,0.0338565,0.0381122,0,0,0.0248185,0,0.0122434,0.060886,0.02127,0.0345481,0.0261178,0.034677,0.0471934,0.0798985,0.081868,0.0496496,0.0636674,0.0436968,0.0262912,0.0586537,0.0972369,0.00706025,0.0679087,0,0,0,0,0,0,0.065688,0,0.0119125,0,0.0377859,0.0410896
143,0,0,0,0,0,0,0.0273417,0.0348401,0,0,0,0.0371139,0,0.0280368,0.0277258,0,0.0249156,0,0,0.0409543,0.0398141,0.0283381,0.0228527,0.0244998,0.0367226,0.0387695,0.0380524,0.0445797,0.0355854,0.0239037,0.0332358,0.0342667,0.0210923,0.027131,0.0168736,0.0321612,0.0212919,0,0,0.0403555,0.0335587,0.0384411,0,0,0.0253286,0,0.0123617,0.0605369,0.02005,0.03649,0.0270464,0.0351587,0.0480641,0.0804405,0.0825941,0.0501707,0.0629845,0.0427464,0.0245427,0.0591225,0.101504,0.00700561,0.0682876,0,0,0,0,0,0,0.0652408,0,0,0,0.0373547,0.040343
144,0,0,0,0,0,0,0.0270389,0.0349568,0,0,0,0.0363624,0,0.0279231,0.0270108,0,0.0260384,0,0,0.0462946,0.0385306,0.0274357,0.0232808,0.0240976,0.0367938,0.0402513,0.0375948,0.044815,0.0362914,0.0234205,0.0334355,0.0343449,0.0211844,0.0269643,0.0172904,0.0315551,0.011821,0,0,0.040524,0.033461,0.0382597,0,0,0.0254044,0,0.0123199,0.0603363,0.0190534,0.0382899,0.0280295,0.0357337,0.0487737,0.0808493,0.0833199,0.0506612,0.0618069,0.0416035,0.0227747,0.0588095,0.106094,0.00698821,0.0687464,0,0,0,0,0,0,0.0641999,0,0.0128791,0,0.0369099,0.0404276
145,0,0,0,0,0,0,0.0270815,0.0349356,0,0,0,0.0350818,0,0.0280067,0.0265747,0,0.0263123,0,0,0.0461271,0.037263,0.0270882,0.0235697,0.0242932,0.037466,0.040807,0.0368951,0.044618,0.0365008,0.0236576,0.0336306,0.0348121,0.0212566,0.0267701,0.0185536,0.0313534,0.011865,0,0,0.0404035,0.0333124,0.0382252,0,0,0.0252225,0,0.0120864,0.0602435,0.0182649,0.0398826,0.0290067,0.0361373,0.0492338,0.0812475,0.083722,0.0508051,0.0608608,0.0407759,0.0216134,0.0584185,0.110974,0.00690806,0.0692365,0,0,0,0,0,0,0.0658408,0,0.0123503,0,0.0365984,0.0405296
146,0,0,0,0,0,0,0.0272644,0.0348882,0,0,0,0.03319,0,0.0281838,0.0267865,0,0.0265714,0,0,0.0461755,0.0361134,0.0273721,0.0236158,0.025124,0.0381061,0.0413505,0.0359547,0.0440266,0.036383,0.0243598,0.0336759,0.0353776,0.0208091,0.0264826,0.0206098,0.0313402,0.0119666,0,0,0.0396979,0.033253,0.0381884,0,0,0.0249823,0,0.0118643,0.0602059,0.017555,0.0407417,0.0298371,0.0363566,0.0496739,0.0815992,0.0840531,0.0507635,0.0602445,0.040512,0.0212654,0.058219,0.116231,0.00674896,0.0698682,0,0,0,0,0,0,0.0699929,0,0.0122637,0,0.0363452,0.0406886
147,0,0,0,0,0,0,0.0274736,0.0348849,0,0,0,0.0311823,0,0.0285658,0.0272666,0,0.0268336,0,0,0.0464008,0.0351222,0.0280195,0.0233699,0.0260057,0.0385767,0.0418367,0.0350355,0.0433822,0.0360893,0.0249208,0.0336426,0.0359288,0.0200208,0.0261352,0.0232089,0.0314218,0.0122369,0,0,0.0395114,0.0331986,0.0380858,0,0,0.0249177,0,0.0119032,0.0600978,0.0168624,0.0413892,0.0302408,0.0364424,0.0501643,0.0819665,0.0842194,0.0506673,0.0597286,0.0403194,0.0210222,0.0579518,0.12208,0.00628426,0.0706577,0,0,0,0,0,0,0.0753996,0,0.0122052,0,0.0363001,0.0408312
148,0,0,0,0,0,0,0.0276478,0.03501,0,0,0,0.0292771,0,0.0289707,0.0280052,0,0.0271418,0,0,0.0466272,0.0342715,0.0286804,0.0231105,0.0264603,0.0386732,0.0421671,0.0342494,0.0429177,0.035902,0.0250402,0.0335767,0.0363741,0.0193116,0.0256948,0.0258143,0.03147,0.0121841,0,0,0.0397117,0.0330804,0.0379806,0,0,0.024849,0,0.0116584,0.0599495,0.0161433,0.0419085,0.0302072,0.0364044,0.0505901,0.0823651,0.0842666,0.0505216,0.0594067,0.0402531,0.0208605,0.0579037,0.128429,0.00644998,0.0714679,0,0,0,0,0,0,0.0802505,0,0.0123205,0,0.0363838,0.0409104
149,0,0,0,0,0,0,0.027685,0.0352295,0,0,0,0.027952,0,0.029188,0.0287937,0,0.0272812,0,0,0.046812,0.0336666,0.029055,0.0229422,0.0265499,0.0385153,0.0422344,0.0336017,0.0427362,0.035922,0.0251192,0.0335667,0.036559,0.0189524,0.0253065,0.0278454,0.0314985,0.0122375,0,0,0.0396241,0.0329937,0.037963,0,0,0.0248602,0,0.0116779,0.0597677,0.0153289,0.0423578,0.0301253,0.0362168,0.0509308,0.0826943,0.0843547,0.0504321,0.059602,0.0404474,0.0210475,0.058595,0.134127,0.00643883,0.0720795,0,0,0,0,0,0,0.0843756,0,0.0123273,0,0.0363932,0.0408891
150,0,0,0,0,0,0,0.0275943,0.0353373,0,0,0,0.0273293,0,0.0292175,0.029518,0,0.0273313,0,0,0.0469279,0.0331682,0.0291924,0.0228954,0.026558,0.0381575,0.0421503,0.0330649,0.0426667,0.036044,0.0253764,0.0336085,0.0365513,0.018957,0.0250692,0.028946,0.0314785,0.0121839,0,0,0.0395875,0.0329226,0.0380361,0,0,0.0247121,0,0.011654,0.05969,0.0145852,0.0427349,0.0302447,0.0359685,0.0511718,0.082921,0.0844958,0.0504136,0.0602722,0.040975,0.0216703,0.0597587,0.13828,0.00655564,0.0723578,0,0,0,0,0,0,0.0872064,0,0.012409,0,0.0362993,0.0407517
151,0,0,0,0,0,0,0.0270977,0.0350998,0,0,0,0.0274071,0,0.0303307,0.0309205,0,0.0284559,0,0,0.0463286,0.0313227,0.0288731,0.0217991,0.0279298,0.0364348,0.041583,0.0327017,0.043143,0.0358652,0.0249012,0.0343852,0.0375454,0.0193454,0.0243581,0.0271242,0.0307584,0.0131065,0,0,0.0459979,0.030765,0.0391044,0,0,0.0236549,0,0.0128917,0.0604615,0.0146522,0.0410886,0.0311907,0.0368165,0.0520125,0.0848296,0.0864433,0.0508086,0.06343,0.036642,0.0246469,0.0675747,0.125634,0.00608307,0.0725977,0,0,0,0,0,0,0.0913177,0,0.0130158,0,0.0360217,0.0404954
152,0,0,0,0,0,0,0.0270166,0.0349928,0,0,0,0.0278305,0,0.0301933,0.0314625,0,0.0285351,0,0,0.0462123,0.0306294,0.0287018,0.0216914,0.0278989,0.0362369,0.0414556,0.0322795,0.0428771,0.0360404,0.024781,0.0345537,0.0374887,0.0197874,0.0248109,0.0264427,0.0307447,0.0131358,0,0,0.0457301,0.0307179,0.0391081,0,0,0.0233417,0,0.0126626,0.060433,0.0141245,0.0411897,0.0316467,0.0368544,0.0521305,0.084794,0.0866093,0.0508466,0.0640786,0.0371372,0.0253534,0.0687756,0.126873,0.00638489,0.0724001,0,0,0,0,0,0,0.0911681,0,0.0129369,0,0.0360644,0.040187
153,0,0,0,0,0,0,0.0270075,0.0348972,0,0,0,0.0284636,0,0.0301707,0.0320055,0,0.0285506,0,0,0.0461788,0.0299368,0.0285234,0.0216563,0.0277066,0.0359825,0.0413145,0.0316508,0.0424104,0.036191,0.0247746,0.0348443,0.0374543,0.0201435,0.0251225,0.0255052,0.0307255,0.0130636,0,0,0.0452259,0.0305713,0.0390305,0,0,0.0230049,0,0.0124,0.0604224,0.0134124,0.0412536,0.032011,0.0369099,0.0522436,0.0847836,0.0866798,0.0508519,0.0643789,0.037248,0.0256331,0.0692529,0.127284,0.00664445,0.0721985,0,0,0,0,0,0,0.0902802,0,0.0129347,0,0.0360805,0.0398847
154,0,0,0,0,0,0,0.027407,0.0345591,0,0,0,0.0292578,0,0.029248,0.0315482,0,0.0273716,0,0,0.0469684,0.030818,0.0288081,0.0227016,0.0262548,0.0372112,0.0416647,0.0309132,0.0417203,0.036834,0.0251036,0.0344213,0.0364886,0.0199559,0.0255883,0.0255647,0.0314757,0.0116438,0,0,0.0388686,0.0322607,0.0378272,0,0,0.0236209,0,0.0107527,0.05981,0.0115455,0.0431045,0.0316001,0.0359954,0.0516021,0.0828153,0.0846792,0.0502388,0.0620463,0.0420621,0.0234071,0.0627589,0.141335,0.0074077,0.0717065,0,0,0,0,0,0,0.0875288,0,0.0128948,0,0.0364545,0.0397655
155,0,0,0,0,0,0,0.0267111,0.033848,0,0,0,0.0295561,0,0.0298794,0.0328778,0,0.028538,0,0,0.0466198,0.0286928,0.028733,0.0217685,0.027158,0.0356185,0.0411241,0.0297196,0.0412146,0.0368383,0.0252922,0.035355,0.0374572,0.0200745,0.0254515,0.0237042,0.0307956,0.0119997,0,0,0.0442375,0.0299823,0.0386759,0,0,0.0224518,0,0.0121041,0.0603398,0.0118969,0.0410583,0.0325529,0.0370826,0.0525219,0.0850748,0.0864698,0.0505025,0.0644463,0.0370084,0.025511,0.0687199,0.126593,0.00716198,0.0716655,0,0,0,0,0,0,0.0877684,0,0.014317,0,0.0362261,0.0398086
156,0,0,0,0,0,0,0.0266046,0.0337918,0,0,0,0.0299852,0,0.029608,0.0330579,0,0.0282843,0,0,0.046272,0.0282274,0.0292572,0.0216651,0.0268902,0.0356651,0.0409674,0.0290152,0.0405318,0.0371407,0.0254728,0.035591,0.0375,0.0198147,0.0256858,0.0229876,0.0309361,0.0124118,0,0,0.0439543,0.0298661,0.0385375,0,0,0.0223253,0,0.012093,0.0602287,0.0114637,0.0406323,0.0329206,0.0372372,0.0526726,0.0852917,0.086286,0.0503611,0.0644285,0.0370082,0.0255287,0.0684195,0.12593,0.00735564,0.0714633,0,0,0,0,0,0,0.0867394,0,0.0137604,0,0.0362552,0.0398696
157,0,0,0,0,0,0,0.0265971,0.0340096,0,0,0,0.0305533,0,0.0294976,0.0331841,0,0.0280203,0,0,0.0460335,0.0278615,0.0296834,0.0215615,0.0265762,0.0355877,0.0408224,0.0284037,0.0399347,0.0374412,0.0251093,0.035719,0.0373739,0.0200737,0.0258793,0.0222243,0.0310013,0.0126097,0,0,0.0438523,0.030049,0.0384318,0,0,0.0222842,0,0.012131,0.0601438,0.0113225,0.0400611,0.0333001,0.0373742,0.0528491,0.0854673,0.0863273,0.0502779,0.0645746,0.0371914,0.0257509,0.067982,0.125035,0.00738231,0.0713225,0,0,0,0,0,0,0.0858737,0,0.0135052,0,0.0362482,0.0400362
158,0,0,0,0,0,0,0.0266344,0.0340898,0,0,0,0.0311332,0,0.0295629,0.0329786,0,0.0278019,0,0,0.0460184,0.0274105,0.0301797,0.0215767,0.0262552,0.0356828,0.0406707,0.0278904,0.0393892,0.0377538,0.0248953,0.0355987,0.0369636,0.020352,0.0261039,0.0214798,0.0310761,0.0127257,0,0,0.0439392,0.0304526,0.0384539,0,0,0.0223592,0,0.0121518,0.0600788,0.0111495,0.0393925,0.0336839,0.0375167,0.0529857,0.0856462,0.0863686,0.0502499,0.0649742,0.0374394,0.0260836,0.0676203,0.123932,0.0072106,0.0711605,0,0,0,0,0,0,0.0849909,0,0.0134905,0,0.0362561,0.0402352
159,0,0,0,0,0,0,0.0267078,0.0340021,0,0,0,0.0317531,0,0.0296315,0.0325082,0,0.0276201,0,0,0.0459922,0.0269748,0.031017,0.0215974,0.0259332,0.0355198,0.0405061,0.027358,0.0387886,0.0381066,0.0250952,0.0353339,0.0364449,0.0205161,0.0263423,0.0206674,0.0313063,0.0128086,0,0,0.0439401,0.0310189,0.0386013,0,0,0.022523,0,0.0121602,0.060012,0.0109381,0.0385399,0.0341413,0.0376108,0.0530069,0.0858782,0.0862699,0.0502181,0.0656297,0.0378066,0.0265625,0.0674289,0.122603,0.00694442,0.0709426,0,0,0,0,0,0,0.0843032,0,0.0134102,0,0.0363128,0.04046
160,0,0,0,0,0,0,0.0267851,0.0338351,0,0,0,0.0325441,0,0.029694,0.0326135,0,0.0274652,0,0,0.0458786,0.0266197,0.031546,0.0216396,0.0256594,0.0354327,0.0403015,0.0268725,0.0382524,0.0383701,0.0253901,0.0352009,0.0358134,0.0205864,0.0264601,0.0198072,0.0317178,0.0127719,0,0,0.0440673,0.0316629,0.0387887,0,0,0.0226983,0,0.0121054,0.0598183,0.0107021,0.037399,0.0344987,0.0376685,0.0532088,0.0862685,0.086199,0.0502197,0.0663385,0.0383611,0.0272589,0.0673987,0.121476,0.00676661,0.0706448,0,0,0,0,0,0,0.0842446,0,0.0133812,0,0.0364189,0.0408362
161,0,0,0,0,0,0,0.0276225,0.0335588,0,0,0,0.0344503,0,0.029876,0.0323278,0,0.0259263,0,0,0.0464437,0.0278998,0.0319543,0.0226806,0.0247971,0.0366535,0.040627,0.0275007,0.0388082,0.0385597,0.0251512,0.034576,0.0347789,0.0200687,0.0264777,0.0182718,0.0326741,0.0117483,0,0,0.0401239,0.0339625,0.0378705,0,0,0.0237295,0,0.0106851,0.0596319,0.00867943,0.0379522,0.0340155,0.0367247,0.052404,0.0838309,0.0837579,0.0497459,0.0655888,0.0429701,0.0268405,0.0627657,0.132713,0.00702236,0.0701395,0,0,0,0,0,0,0.0852158,0,0.012856,0,0.0367161,0.0412216
162,0,0,0,0,0,0,0.0271405,0.0334078,0,0,0,0.0338068,0,0.0300148,0.0341831,0,0.0270473,0,0,0.0457128,0.0261669,0.0321008,0.0215613,0.0253061,0.0351897,0.0400067,0.0259441,0.0376662,0.0385098,0.0258253,0.0351561,0.0350338,0.0207889,0.0266898,0.018316,0.0319772,0.0126738,0,0,0.0475926,0.0329549,0.0391539,0,0,0.022731,0,0.0120277,0.0599157,0.0102229,0.0348146,0.0351254,0.0376643,0.0537975,0.0866653,0.0858997,0.0503571,0.0682998,0.0393359,0.0292579,0.0690971,0.117324,0.00667811,0.0701639,0,0,0,0,0,0,0.087746,0,0.0132776,0,0.0365381,0.041819
163,0,0,0,0,0,0,0.0273667,0.0333092,0,0,0,0.0342048,0,0.0299624,0.034769,0,0.0267935,0,0,0.0456462,0.0261189,0.0325368,0.0213465,0.025209,0.0351795,0.0398846,0.0254749,0.0371008,0.0386356,0.0259447,0.0351468,0.0346643,0.0208912,0.0270606,0.0175925,0.0321201,0.0127111,0,0,0.0483407,0.0335781,0.0392355,0,0,0.0228662,0,0.0119396,0.0597016,0.0101092,0.0336588,0.0355285,0.0376513,0.0542277,0.0874083,0.0859914,0.0504763,0.0691552,0.0399019,0.0298231,0.06975,0.117271,0.00668686,0.0700182,0,0,0,0,0,0,0.0881751,0,0.0130749,0,0.03646,0.0422247
164,0,0,0,0,0,0,0.0275066,0.0332635,0,0,0,0.0347979,0,0.0299718,0.0352455,0,0.0266735,0,0,0.045588,0.0260962,0.0325487,0.021199,0.0250695,0.0349274,0.0396866,0.0250025,0.0365528,0.0388166,0.0260612,0.0349822,0.0341695,0.0209221,0.0272915,0.0169125,0.0324316,0.0127293,0,0,0.0488405,0.0340756,0.039355,0,0,0.0229581,0,0.0119366,0.059518,0.0102194,0.0324623,0.0359991,0.0376174,0.0546816,0.088201,0.0860333,0.0507259,0.0699019,0.0405917,0.0303141,0.0704445,0.117814,0.0067008,0.0697916,0,0,0,0,0,0,0.0885648,0,0.0129687,0,0.0363193,0.0426593
165,0,0,0,0,0,0,0.0276277,0.0332469,0,0,0,0.0355315,0,0.0301117,0.035601,0,0.0265986,0,0,0.045546,0.0260698,0.0328494,0.0210882,0.0249925,0.0350729,0.0393388,0.0245433,0.036074,0.0389719,0.026267,0.0347302,0.0337236,0.0209554,0.0273777,0.0164455,0.0327667,0.012709,0,0,0.049052,0.0344845,0.0394784,0,0,0.0230933,0,0.0119934,0.0593905,0.0104701,0.0311938,0.0363909,0.0375952,0.0552186,0.0890686,0.0860907,0.0510486,0.0706406,0.0413688,0.0308997,0.0710806,0.118798,0.00668298,0.0694727,0,0,0,0,0,0,0.0890525,0,0.0129139,0,0.0361493,0.0430989
166,0,0,0,0,0,0,0.0278003,0.0331548,0,0,0,0.0362451,0,0.0302488,0.036392,0,0.0265294,0,0,0.0455449,0.0261968,0.0332827,0.0209399,0.0250055,0.0348022,0.039083,0.0240621,0.0355535,0.0390883,0.0265198,0.034583,0.0333357,0.0209997,0.0275168,0.0160236,0.033108,0.012542,0,0,0.0487874,0.034936,0.0394007,0,0,0.0233174,0,0.0120234,0.0592649,0.0104464,0.0298714,0.0365752,0.0376493,0.0558133,0.0899878,0.0861889,0.0513711,0.0713449,0.0422241,0.0316364,0.0717133,0.119686,0.00671583,0.0691776,0,0,0,0,0,0,0.089659,0,0.0126986,0,0.0360912,0.0438592
167,0,0,0,0,0,0,0.0240422,0.037771,0,0,0,0.0367083,0,0.0304848,0.0373994,0,0.0264467,0,0,0.0453477,0.0261252,0.0338791,0.0210731,0.0248628,0.0329376,0.037526,0.023559,0.035237,0.0392425,0.0266485,0.0343822,0.032898,0.0209523,0.02757,0.015722,0.0335663,0.0123122,0,0,0.0476587,0.0351484,0.0379648,0,0,0.022148,0,0.0114848,0.0591495,0.0104967,0.0279736,0.0360386,0.0367769,0.056935,0.0913265,0.0868873,0.0523406,0.0715845,0.0429907,0.0322793,0.0720708,0.120639,0.00661034,0.0677183,0,0,0,0,0,0,0.0905286,0,0.0122775,0,0.0380117,0
168,0,0,0,0,0,0,0.0241735,0.0376206,0,0,0,0.0374658,0,0.030241,0.0377041,0,0.0263003,0,0,0.0453422,0.026413,0.0341207,0.0208282,0.024837,0.0328885,0.0372998,0.0231273,0.0348549,0.0395465,0.0270231,0.0343105,0.032659,0.020998,0.027825,0.0150985,0.0338872,0.0122711,0,0,0.0471453,0.0356275,0.0376652,0,0,0.0224052,0,0.011427,0.0590759,0.0104769,0.0268007,0.0360454,0.036838,0.0575988,0.0922954,0.0871066,0.0526393,0.0720843,0.0438058,0.0331359,0.0726478,0.12038,0.00677438,0.0674328,0,0,0,0,0,0,0.0906493,0,0.0121262,0,0.0379207,0
169,0,0,0,0,0,0,0.0243039,0.0375192,0,0,0,0.037708,0,0.0307233,0.0387984,0,0.0262434,0,0,0.0452687,0.0266529,0.0346624,0.0206403,0.0248207,0.0324954,0.0369695,0.0223583,0.0345173,0.0400742,0.0272153,0.0340387,0.0322917,0.0207805,0.0276955,0.0149198,0.0341385,0.0124073,0,0,0.0376815,0.0366463,0.0375884,0,0,0.0223539,0,0.0115056,0.0588989,0.010628,0.0252342,0.036726,0.0369774,0.0594285,0.0957781,0.0883713,0.0537544,0.0724834,0.045973,0.0338678,0.070185,0.123891,0.00679286,0.0672996,0,0,0,0,0,0,0.0779248,0,0.0120377,0,0.0377143,0
170,0,0,0,0,0,0,0.0244631,0.0374865,0,0,0,0.0381614,0,0.0309452,0.0389238,0,0.0260246,0,0,0.0451932,0.0270543,0.0348258,0.0203975,0.0248459,0.032811,0.0366996,0.0219079,0.0341942,0.0403691,0.0276098,0.0339316,0.032154,0.020775,0.0277915,0.014686,0.0344619,0.0124277,0,0,0.0370497,0.0372172,0.0374058,0,0,0.0224192,0,0.0114437,0.0590032,0.010332,0.0239992,0.0368073,0.0369736,0.0601228,0.0967646,0.0886523,0.0544232,0.0727051,0.0466638,0.0346213,0.0697417,0.120808,0.00684851,0.0670857,0,0,0,0,0,0,0.0759818,0,0.0119052,0,0.0374736,0
171,0,0,0,0,0,0,0.0246272,0.0374933,0,0,0,0.0385875,0,0.0309492,0.0389076,0,0.0256365,0,0,0.0451083,0.0275009,0.0347665,0.0203848,0.0248587,0.0341587,0.0364895,0.021668,0.0339418,0.0405134,0.0279087,0.0338948,0.0318553,0.0207724,0.0278913,0.0144399,0.0348466,0.0123451,0,0,0.0366397,0.037578,0.0373135,0,0,0.0225335,0,0.011359,0.0590871,0.00992325,0.0227528,0.0365803,0.0368656,0.060792,0.0976434,0.0889746,0.0552423,0.0724928,0.0470781,0.0353507,0.0688551,0.116259,0.00694087,0.066818,0,0,0,0,0,0,0.0739966,0,0.011899,0,0.0374052,0
172,0,0,0,0,0,0,0.0247407,0.0375098,0,0,0,0.0391127,0,0.0308472,0.0386501,0,0.0251692,0,0,0.044942,0.0282367,0.0346263,0.0204349,0.0247356,0.0347243,0.0363713,0.0212624,0.0337703,0.040663,0.02817,0.0337836,0.0317084,0.0207867,0.0279995,0.0141812,0.0352743,0.0122697,0,0,0.0369966,0.0381026,0.0373083,0,0,0.0226711,0,0.0112997,0.0590306,0.00917281,0.0215722,0.0362243,0.036492,0.0611592,0.0981708,0.0891577,0.0560425,0.0719209,0.0472071,0.035988,0.0676202,0.110399,0.0070065,0.0665563,0,0,0,0,0,0,0.0717221,0,0.0119152,0,0.0375379,0
173,0,0,0,0,0,0,0.0245285,0.0378036,0,0,0,0.0396054,0,0.0308013,0.0378889,0,0.0245802,0,0,0.044684,0.0291606,0.034473,0.0206074,0.0245204,0.0347294,0.0362739,0.0207361,0.0336386,0.040771,0.0283451,0.0336662,0.0317469,0.020769,0.0279247,0.0139336,0.0360747,0.0122375,0,0,0.0378649,0.03872,0.0369467,0,0,0.0227007,0,0.0112416,0.058745,0.00798187,0.0205099,0.0357726,0.0356719,0.0612265,0.0982743,0.089231,0.0568891,0.0710818,0.0472109,0.036516,0.0661062,0.103279,0.00707929,0.0660741,0,0,0,0,0,0,0.0692934,0,0.011816,0,0.0379022,0
174,0,0,0,0,0,0,0.0244237,0.0380514,0,0,0,0.0399497,0,0.0307289,0.0368248,0,0.0243033,0,0,0.0446466,0.0299982,0.0340781,0.0204569,0.0245426,0.0348918,0.0362997,0.020709,0.0332829,0.0407566,0.0287391,0.0337108,0.0318892,0.0209062,0.0277451,0.0137232,0.0363263,0.0122835,0,0,0.0388475,0.0392049,0.0366619,0,0,0.022791,0,0.0112378,0.0585282,0.00677068,0.0197838,0.035197,0.0351113,0.0610001,0.0977962,0.0890597,0.0580113,0.070156,0.0471659,0.0370586,0.0646282,0.0949223,0.00716547,0.0658327,0,0,0,0,0,0,0.0669345,0,0.0116791,0,0.0381092,0
175,0,0,0,0,0,0,0.0249938,0.0384563,0,0,0,0.0435967,0,0.031766,0.0356569,0,0.0231826,0,0,0.0449084,0.030451,0.0330998,0.0220822,0.0251558,0.0356783,0.0366347,0.0227758,0.0341412,0.0395524,0.0274977,0.0337153,0.0324224,0.0199669,0.0267242,0.0134123,0.0369495,0.0118939,0,0,0.0378213,0.0400606,0.0356082,0,0,0.0235925,0,0.0106872,0.0580935,0.00491744,0.0222749,0.0338454,0.0339356,0.058419,0.0933132,0.0868717,0.0586303,0.0700245,0.0499502,0.038747,0.0625988,0.0949949,0.00707288,0.0653584,0,0,0,0,0,0,0.0669148,0,0.0116521,0,0.0385483,0
176,0,0,0,0,0,0,0.025211,0.0386387,0,0,0,0.0443076,0,0.0317153,0.0345408,0,0.0229713,0,0,0.044944,0.0312047,0.032835,0.0220853,0.0253582,0.035167,0.0364893,0.023048,0.0335872,0.0392952,0.0279736,0.0340653,0.0326641,0.020129,0.0270408,0.0134823,0.0371638,0.0117016,0,0,0.0390057,0.0403276,0.035533,0,0,0.0234347,0,0.0107542,0.0578799,0.0034729,0.0227917,0.0328951,0.0333363,0.058289,0.0922021,0.0867911,0.0601001,0.0699053,0.0500243,0.0401437,0.0628031,0.0850964,0.0071469,0.0651103,0,0,0,0,0,0,0.0641856,0,0.0119201,0,0.0389762,0
