Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x69,x70,x71,x72,LASI,
81,0,0,0,0,0,0,0.0294449,0,0,0,0.0357113,0,0.0276909,0,0,0.0214549,0,0,0.0201295,0.0282803,0.0286444,0.0278624,0.0271613,0.033291,0.0395284,0.0326241,0.039637,0.0353646,0.0272997,0.0354735,0.0369602,0.0215362,0.0288316,0.0161323,0.0433368,0.00478359,0.031905,0,0.0249507,0.0284714,0.0395777,0,0,0.0100967,0,0,0.0266852,0.0639889,0.0586435,0.0208358,0.0356453,0.0317454,0.0351515,0.0565938,0.0906771,0.0908434,0.0565397,0.0691879,0.0423819,0.0295216,0.0672366,0.0736191,0.0572507,0.014488,0.0771114,0,0,0,0,0.0279171,0
82,0,0,0,0,0,0,0.029165,0,0,0,0.0354209,0,0.0282289,0,0,0.0215589,0,0,0.0201423,0.0279797,0.0297499,0.0276537,0.027218,0.0332912,0.0394937,0.0324421,0.0394858,0.0351819,0.0275058,0.0355217,0.0369396,0.0215007,0.0290245,0.0159558,0.0432946,0.00505481,0.0323464,0,0.0254198,0.0283296,0.0395953,0,0,0.00997344,0,0,0.0266374,0.0641354,0.0598451,0.0203079,0.0362057,0.0319088,0.0349721,0.0567833,0.0905568,0.0912905,0.0564644,0.0689637,0.0422299,0.0296197,0.0677174,0.0729352,0.0574421,0.0148558,0.0773972,0,0,0,0,0.0288998,0
83,0,0,0,0,0,0,0.0290076,0,0,0,0.0358241,0,0.0284449,0,0,0.0214941,0,0,0.0201104,0.027975,0.0304111,0.0273732,0.0272874,0.0332057,0.0392705,0.032281,0.0390898,0.0349715,0.0275521,0.0356408,0.0366719,0.0217526,0.0294175,0.0153188,0.0433039,0.00510667,0.0330505,0,0.0251177,0.0284557,0.0395187,0,0,0.00984743,0,0,0.0267131,0.0641041,0.0595577,0.0196123,0.0371443,0.0319081,0.0349209,0.0567299,0.0903102,0.0914119,0.0563323,0.0692531,0.0428594,0.0303068,0.0684803,0.0704306,0.0575307,0.0148416,0.0774542,0,0,0,0,0.0297863,0
84,0,0,0,0,0,0,0.0288803,0,0,0,0.0369257,0,0.028512,0,0,0.0213589,0,0,0.0199805,0.0280133,0.0308884,0.0270872,0.0273429,0.0330297,0.0389782,0.0320926,0.0385994,0.0348582,0.0275449,0.0357862,0.0363671,0.0221549,0.0296577,0.014452,0.0433787,0.0049863,0.0336324,0,0.0243938,0.028455,0.0394628,0,0,0.00969588,0,0,0.0268264,0.0640714,0.0582198,0.0188078,0.0381425,0.0319266,0.0349898,0.0567608,0.0901352,0.0911468,0.0563775,0.0700694,0.0441433,0.0315094,0.0695961,0.0671392,0.0575762,0.0148422,0.0772443,0,0,0,0,0.0306454,0
85,0,0,0,0,0,0,0.0287856,0,0,0,0.0380228,0,0.0285365,0,0,0.0212108,0,0,0.0198718,0.0279981,0.031361,0.0268513,0.0273254,0.0328842,0.0387744,0.0318249,0.037966,0.0349696,0.0278608,0.0359589,0.0361122,0.0225242,0.0298619,0.0135205,0.0435055,0.00478704,0.0337172,0,0.023813,0.0282732,0.0394048,0,0,0.00950286,0,0,0.0269731,0.0640575,0.0566312,0.017974,0.0386268,0.0319561,0.0350609,0.0567799,0.0899354,0.0909726,0.0563853,0.0709518,0.0455591,0.0328491,0.0705961,0.0636495,0.0574826,0.0148522,0.0769007,0,0,0,0,0.0313993,0
86,0,0,0,0,0,0,0.0293577,0,0,0,0.0404428,0,0.0297373,0,0,0.0206453,0,0,0.0197283,0.0287924,0.032166,0.0271123,0.0270197,0.0337743,0.0389807,0.0318428,0.0377541,0.035331,0.0282071,0.0355822,0.0355654,0.0219227,0.0292568,0.0117633,0.0439356,0.0040116,0.0360341,0,0.0189061,0.0291036,0.0386248,0,0,0.00906186,0,0,0.0276842,0.063517,0.0529936,0.0166647,0.039379,0.031583,0.0347646,0.056148,0.0884389,0.0896235,0.0555889,0.0715919,0.0499001,0.0349833,0.069176,0.0687701,0.0572597,0.0146183,0.0767357,0,0,0,0,0.0312233,0
87,0,0,0,0,0,0,0.0293072,0,0,0,0.041162,0,0.0298923,0,0,0.0205967,0,0,0.0196309,0.0285792,0.0322933,0.0269653,0.0269717,0.0337492,0.0389765,0.0313564,0.0371785,0.0356508,0.0281568,0.0355901,0.0354417,0.021778,0.0290501,0.011464,0.0438607,0.00385453,0.0351899,0,0.019443,0.0286977,0.0385674,0,0,0.00886254,0,0,0.0278468,0.0633688,0.0521276,0.015668,0.0395949,0.0317019,0.0347165,0.0563271,0.0884454,0.0898219,0.0555273,0.0718123,0.0501227,0.0353366,0.069145,0.0633228,0.0572263,0.0146937,0.0764387,0,0,0,0,0.0316094,0
88,0,0,0,0,0,0,0.0293136,0,0,0,0.0417669,0,0.0300375,0,0,0.0205517,0,0,0.0195222,0.0282757,0.0321256,0.0268882,0.0268583,0.0337195,0.038987,0.0307668,0.0366656,0.0361278,0.028041,0.0355895,0.0353389,0.0215528,0.0289316,0.0114303,0.0436742,0.00371786,0.0350118,0,0.0199494,0.0285236,0.0385132,0,0,0.00895927,0,0,0.0279212,0.0630498,0.0514134,0.0146617,0.0395285,0.031941,0.0346555,0.0564363,0.0885917,0.0899,0.0553912,0.0716188,0.0497162,0.0353414,0.0687015,0.0577608,0.0571959,0.0146012,0.0762555,0,0,0,0,0.0317362,0
89,0,0,0,0,0,0,0.0292938,0,0,0,0.0417289,0,0.0303399,0,0,0.0204499,0,0,0.0193596,0.0278042,0.0318074,0.0269662,0.0267402,0.0336912,0.0389937,0.0301059,0.0363033,0.0365996,0.0277555,0.0355609,0.0352555,0.02133,0.0286839,0.0114692,0.0434694,0.00363301,0.0359249,0,0.0205584,0.0288919,0.0384937,0,0,0.0088128,0,0,0.0278857,0.06271,0.0504007,0.0137034,0.0393835,0.0323853,0.0346405,0.0565335,0.0889086,0.0899684,0.0552392,0.0714369,0.0490499,0.0354106,0.0680707,0.0524115,0.057188,0.0147402,0.076063,0,0,0,0,0.0319145,0
90,0,0,0,0,0,0,0.0293541,0,0,0,0.0418539,0,0.0304085,0,0,0.0203521,0,0,0.0192524,0.0273617,0.0316994,0.0269944,0.0266652,0.033651,0.0390449,0.0294861,0.0361197,0.036918,0.027688,0.0354905,0.0351269,0.0211166,0.0284949,0.0114838,0.0432893,0.00361142,0.0373333,0,0.0212621,0.0296194,0.0385407,0,0,0.00898513,0,0,0.0277366,0.0622327,0.0495159,0.0128626,0.0389103,0.0328739,0.0345861,0.0567401,0.0892143,0.0900507,0.0549239,0.0714924,0.0484682,0.0356977,0.0672612,0.0473196,0.0572235,0.0147089,0.0759193,0,0,0,0,0.0320352,0
91,0,0,0,0,0,0,0.0294466,0,0,0,0.0420473,0,0.0305509,0,0,0.0202869,0,0,0.0192068,0.0270358,0.0316703,0.0268536,0.026646,0.0335892,0.0391792,0.0289498,0.0359532,0.037248,0.0275361,0.0353775,0.034935,0.0209542,0.028445,0.0113803,0.0431968,0.00360922,0.0385094,0,0.0218022,0.0304567,0.038594,0,0,0.00889139,0,0,0.0278119,0.0616579,0.0488824,0.0120936,0.0384372,0.0333466,0.034582,0.0568011,0.0894626,0.0900965,0.0546147,0.071403,0.0481718,0.0356911,0.0664403,0.0427416,0.0572888,0.0147437,0.0758161,0,0,0,0,0.0320432,0
92,0,0,0,0,0,0,0.0296077,0,0,0,0.0418638,0,0.0307662,0,0,0.0202186,0,0,0.0191838,0.0268364,0.0316359,0.0265746,0.0265936,0.0334939,0.0393732,0.0284243,0.0357401,0.037584,0.0273309,0.035247,0.0347095,0.0207787,0.0283603,0.0113242,0.0432045,0.00358225,0.0396237,0,0.0222042,0.0313165,0.0386165,0,0,0.00914095,0,0,0.0277056,0.0610484,0.0483375,0.0113567,0.038044,0.0337241,0.0345687,0.0567537,0.0897225,0.0896966,0.0543147,0.0710631,0.0480566,0.0356599,0.0657512,0.038787,0.0574026,0.0147576,0.075711,0,0,0,0,0.0320994,0
93,0,0,0,0,0,0,0.0297642,0,0,0,0.0414096,0,0.0310452,0,0,0.0201009,0,0,0.0191431,0.0266993,0.0319018,0.0262805,0.0265084,0.0333326,0.0395049,0.0279309,0.0354985,0.0378348,0.0272425,0.0351199,0.0345317,0.020549,0.0283252,0.0114365,0.0432681,0.00352321,0.0405428,0,0.0224195,0.0321397,0.0385953,0,0,0.00913359,0,0,0.0276789,0.0605631,0.0479161,0.0107125,0.0375219,0.0340138,0.0345475,0.0567421,0.0899386,0.0891986,0.0542558,0.0709944,0.0479584,0.0356792,0.0654974,0.0362056,0.057481,0.0147416,0.0755721,0,0,0,0,0.0323212,0
94,0,0,0,0,0,0,0.0298959,0,0,0,0.0409365,0,0.0312423,0,0,0.0199077,0,0,0.0190859,0.0266051,0.032483,0.0259185,0.0265062,0.0331396,0.0395622,0.0274134,0.0352126,0.037983,0.0272874,0.0350423,0.0343571,0.0203737,0.028226,0.0118451,0.0433172,0.00346709,0.0411888,0,0.0224894,0.0328557,0.0384996,0,0,0.00955549,0,0,0.0273454,0.0602358,0.0476679,0.0101805,0.0369217,0.0342317,0.0344456,0.0566933,0.0901702,0.0887961,0.0544474,0.0712316,0.048039,0.0358113,0.0656401,0.0351157,0.0575915,0.0146501,0.0754167,0,0,0,0,0.0325483,0
95,0,0,0,0,0,0,0.0299313,0,0,0,0.040888,0,0.0312825,0,0,0.0199421,0,0,0.0191503,0.0265889,0.0330663,0.0255333,0.0264387,0.0329616,0.0396217,0.0268401,0.0351418,0.0382046,0.0274622,0.0349837,0.0341584,0.0202525,0.0282819,0.01213,0.0434677,0.00352316,0.0413378,0,0.0224568,0.0334239,0.0384438,0,0,0.00938522,0,0,0.0275519,0.059989,0.0476165,0.00974592,0.0362636,0.034392,0.0344603,0.0568755,0.090424,0.0886085,0.0545075,0.071733,0.048644,0.0360609,0.065771,0.0350723,0.0575876,0.0142332,0.075209,0,0,0,0,0.0327501,0
96,0,0,0,0,0,0,0.0299022,0,0,0,0.0406864,0,0.0315762,0,0,0.0198894,0,0,0.0191235,0.0266033,0.0334842,0.0252483,0.0264388,0.0327798,0.0396127,0.0263224,0.03504,0.0384817,0.0274506,0.0349059,0.0339103,0.0200674,0.0282157,0.0123419,0.0436479,0.00348538,0.0411841,0,0.0221286,0.0340056,0.0383982,0,0,0.00962377,0,0,0.0273158,0.0599182,0.0478525,0.0093227,0.0354608,0.0345994,0.034502,0.0571431,0.0907125,0.0886765,0.054634,0.0724788,0.0497718,0.0367359,0.0661882,0.0358159,0.0576805,0.0147027,0.0749586,0,0,0,0,0.0332008,0
97,0,0,0,0,0,0,0.0299225,0,0,0,0.0409006,0,0.031767,0,0,0.0196495,0,0,0.0190423,0.0266313,0.0335197,0.0249873,0.0263455,0.032547,0.0394326,0.0258927,0.0350265,0.0388521,0.027378,0.0347759,0.0336994,0.0198788,0.0281301,0.0124283,0.0438372,0.00342656,0.0407391,0,0.0217204,0.0345767,0.0383272,0,0,0.00934896,0,0,0.0276127,0.059883,0.0480686,0.00900169,0.0345681,0.0347709,0.0345559,0.0572585,0.0910677,0.0886749,0.0549501,0.0731742,0.0511236,0.0380177,0.0670368,0.0373965,0.0577655,0.0148521,0.0746017,0,0,0,0,0.0337137,0
98,0,0,0,0,0,0,0.0299967,0,0,0,0.0407051,0,0.0319332,0,0,0.0194981,0,0,0.0190196,0.0266899,0.0336817,0.0247547,0.0263246,0.0323327,0.0392549,0.0255192,0.0349289,0.0390454,0.027363,0.0346686,0.0334973,0.019739,0.0280678,0.0125552,0.0440394,0.00344832,0.0400106,0,0.0213631,0.0351223,0.0382773,0,0,0.00943275,0,0,0.0276117,0.0599465,0.0479219,0.00876543,0.0335544,0.0349206,0.0345195,0.0578118,0.0914578,0.0886381,0.0554254,0.074159,0.0526491,0.0394662,0.0682023,0.0393344,0.0579155,0.0149058,0.0741707,0,0,0,0,0.0343991,0
99,0,0,0,0,0,0,0.0300555,0,0,0,0.0404891,0,0.0320222,0,0,0.0195036,0,0,0.0190609,0.0268052,0.0341428,0.024554,0.0263914,0.0321292,0.0390404,0.0251949,0.0348042,0.0391389,0.0273919,0.0345932,0.033361,0.0196699,0.0281274,0.0125975,0.0442399,0.00354575,0.0393261,0,0.0209243,0.0356586,0.0382817,0,0,0.00922174,0,0,0.0276809,0.0600831,0.0473801,0.00854572,0.0322958,0.0350365,0.0345142,0.0585254,0.0918785,0.0886029,0.0560256,0.0752878,0.054325,0.0409671,0.0693223,0.0412507,0.058017,0.0149025,0.0737187,0,0,0,0,0.035258,0
100,0,0,0,0,0,0,0.0301173,0,0,0,0.0404135,0,0.0320916,0,0,0.0194012,0,0,0.0190298,0.0269409,0.0345291,0.024434,0.0264557,0.0319226,0.0387426,0.024861,0.0346592,0.039233,0.0274003,0.0344861,0.0331398,0.0195198,0.0281821,0.0127018,0.0443795,0.00356517,0.0386836,0,0.0203821,0.0362084,0.0383374,0,0,0.00938463,0,0,0.0275748,0.0602533,0.0466695,0.00831377,0.0309284,0.0351244,0.0344753,0.0592411,0.0923759,0.0887347,0.0567616,0.0763016,0.0559056,0.0423976,0.0703747,0.0429479,0.0581038,0.0149188,0.0732877,0,0,0,0,0.0359032,0
101,0,0,0,0,0,0,0.030203,0,0,0,0.0404876,0,0.0321996,0,0,0.0191729,0,0,0.018927,0.0271108,0.0347762,0.0243249,0.0264482,0.0317792,0.0384236,0.0244987,0.0345366,0.0394383,0.0275046,0.0343645,0.0329517,0.0193386,0.0281983,0.0128103,0.0445015,0.00348832,0.0377131,0,0.0196075,0.0367669,0.0384412,0,0,0.00919232,0,0,0.0277171,0.0604817,0.046057,0.00810608,0.0293424,0.0351753,0.0345176,0.0598942,0.0929621,0.089068,0.0575648,0.0772967,0.056893,0.043478,0.0714033,0.044745,0.0580842,0.0149455,0.0728821,0,0,0,0,0.0364022,0
102,0,0,0,0,0,0,0.0303453,0,0,0,0.0409224,0,0.0322404,0,0,0.0189411,0,0,0.0188144,0.0273073,0.0349093,0.0243251,0.0263576,0.0316957,0.0381268,0.0241704,0.0345718,0.0396018,0.0275892,0.0342583,0.0329808,0.019185,0.0281772,0.0129471,0.044571,0.00336488,0.0367176,0,0.0189256,0.037204,0.0385116,0,0,0.00937408,0,0,0.0278413,0.0607956,0.0454514,0.00787829,0.0278688,0.0351356,0.0345034,0.0605278,0.093574,0.0893814,0.0583105,0.0778828,0.0569181,0.0438723,0.0723156,0.0456152,0.0581334,0.0147496,0.0725001,0,0,0,0,0.0366805,0
103,0,0,0,0,0,0,0.0304109,0,0,0,0.0411815,0,0.0322548,0,0,0.0189507,0,0,0.0188523,0.0277151,0.0349824,0.0241472,0.026348,0.0317701,0.0380061,0.0238404,0.0344895,0.0397949,0.0277023,0.034219,0.0329414,0.0190909,0.028126,0.0131075,0.0445987,0.00332996,0.0357784,0,0.0184805,0.0378164,0.0386357,0,0,0.00917794,0,0,0.027848,0.0609925,0.0444273,0.00759884,0.0266789,0.0351304,0.0346037,0.0609759,0.0941614,0.089625,0.0590415,0.077651,0.0567347,0.04391,0.0725001,0.0445079,0.0581327,0.0150301,0.0721625,0,0,0,0,0.0367171,0
104,0,0,0,0,0,0,0.0305555,0,0,0,0.041211,0,0.0322405,0,0,0.018917,0,0,0.0188923,0.0281214,0.0349589,0.0242041,0.026363,0.0318386,0.0379004,0.0236242,0.034269,0.0399259,0.0277994,0.034222,0.0328576,0.019003,0.0281243,0.0132659,0.044607,0.00326909,0.0348755,0,0.0187206,0.0382763,0.0386994,0,0,0.00923512,0,0,0.027781,0.060992,0.0431428,0.00719855,0.0259123,0.0348955,0.0346467,0.0613144,0.0946982,0.0897616,0.0597028,0.0766759,0.0563804,0.044024,0.0718521,0.041942,0.0582479,0.0150343,0.0718098,0,0,0,0,0.0366248,0
105,0,0,0,0,0,0,0.0306609,0,0,0,0.0412277,0,0.0322432,0,0,0.0188251,0,0,0.0188759,0.0285732,0.0348834,0.0241524,0.026454,0.031978,0.0379092,0.0234134,0.0338991,0.0400322,0.0280123,0.0342935,0.0328191,0.0190089,0.0281687,0.0133871,0.0445543,0.00320569,0.0348809,0,0.0192528,0.0386055,0.0387407,0,0,0.00924492,0,0,0.0277552,0.0607851,0.0417512,0.00666589,0.0253954,0.0345844,0.0346596,0.0615094,0.0950129,0.089786,0.0601657,0.075698,0.0556805,0.0440877,0.0708567,0.0379413,0.0582691,0.0150202,0.071582,0,0,0,0,0.0361831,0
106,0,0,0,0,0,0,0.0307606,0,0,0,0.0415507,0,0.0322866,0,0,0.0187264,0,0,0.0188122,0.0291988,0.0348683,0.0240684,0.0266335,0.0321224,0.037894,0.0232656,0.0335141,0.0400314,0.0282072,0.0344153,0.032833,0.0190957,0.028182,0.0134627,0.0445589,0.00314746,0.0367693,0,0.01966,0.0390907,0.0387378,0,0,0.0091339,0,0,0.0278174,0.0602153,0.039792,0.00600887,0.0246605,0.0342061,0.0346593,0.0615383,0.0950619,0.0899815,0.0608466,0.0752314,0.0550383,0.0444719,0.0701848,0.0320911,0.0582872,0.015042,0.0713381,0,0,0,0,0.0355033,0
107,0,0,0,0,0,0,0.0308694,0,0,0,0.0421473,0,0.0322683,0,0,0.0186807,0,0,0.0187677,0.0298479,0.0348024,0.0240147,0.0267957,0.0321457,0.0378427,0.0232404,0.0331338,0.0400238,0.0284192,0.0345706,0.0329016,0.0193015,0.0283387,0.0135418,0.0446139,0.00314017,0.0394974,0,0.0201228,0.0393003,0.0387398,0,0,0.00917545,0,0,0.027828,0.0596681,0.0379139,0.00522254,0.0243116,0.0337248,0.0345968,0.0612539,0.0947193,0.0902192,0.0617372,0.0751153,0.0548717,0.0450837,0.0700833,0.0261404,0.058442,0.0150666,0.0711022,0,0,0,0,0.0348384,0
108,0,0,0,0,0,0,0.0310105,0,0,0,0.0427581,0,0.0322741,0,0,0.0186479,0,0,0.01873,0.0305656,0.0347604,0.023992,0.0270828,0.0320861,0.037727,0.0233174,0.0326357,0.039895,0.0287004,0.0347659,0.0329833,0.0195269,0.0285219,0.0136589,0.0447472,0.00317486,0.0418727,0,0.0205326,0.039451,0.0387693,0,0,0.00885659,0,0,0.0279628,0.0591913,0.0362641,0.00461113,0.0242572,0.0331654,0.0345474,0.060956,0.0940136,0.0905065,0.0629915,0.0752644,0.0552358,0.0460648,0.0704574,0.0212716,0.05862,0.0150983,0.0708091,0,0,0,0,0.0340346,0
109,0,0,0,0,0,0,0.0311363,0,0,0,0.0434772,0,0.0322755,0,0,0.0186961,0,0,0.0187236,0.031306,0.034634,0.0239331,0.0275271,0.032151,0.0377235,0.023463,0.0320249,0.0396333,0.0291642,0.0350437,0.0331514,0.0198421,0.0287394,0.0137799,0.0448552,0.00321675,0.0463603,0,0.0216442,0.0392531,0.0387329,0,0,0.00898407,0,0,0.0279219,0.0585789,0.0346602,0.00405657,0.0243266,0.0325285,0.034461,0.060987,0.0937445,0.0906698,0.0638389,0.0757463,0.0553562,0.0466914,0.0708943,0.0136147,0.0588819,0.0150473,0.0706961,0,0,0,0,0.0328822,0
110,0,0,0,0,0,0,0.0314368,0,0,0,0.0446401,0,0.0323689,0,0,0.0184832,0,0,0.0186283,0.0324021,0.0345896,0.0236387,0.027955,0.0320788,0.0373759,0.0237503,0.0314696,0.0395233,0.0297998,0.0352186,0.0331997,0.0200355,0.0289072,0.0140994,0.0452059,0.00320066,0.0462971,0,0.02207,0.0398196,0.0386807,0,0,0.00845065,0,0,0.0281151,0.0577137,0.0337163,0.00485486,0.0252294,0.0317459,0.0343465,0.0612576,0.0916831,0.090662,0.0656098,0.0752632,0.0558535,0.0476342,0.0715733,0.0122225,0.0590826,0.0152317,0.0703606,0,0,0,0,0.0318023,0
111,0,0,0,0,0,0,0.0317265,0,0,0,0.0458594,0,0.0323038,0,0,0.0184142,0,0,0.0186752,0.0332605,0.0344155,0.023545,0.0283374,0.0320058,0.0370625,0.0240631,0.0309218,0.0392704,0.0302558,0.0354651,0.0333547,0.0203213,0.0290985,0.0145406,0.0456626,0.00319779,0.0464659,0,0.0229681,0.0400523,0.038659,0,0,0.0084859,0,0,0.0281576,0.0571691,0.0336875,0.00574235,0.0268328,0.0309856,0.0340644,0.0611112,0.0897972,0.0904646,0.0668501,0.0745818,0.0558412,0.0478112,0.0718447,0.0109255,0.059464,0.0153101,0.0701536,0,0,0,0,0.0307554,0
112,0,0,0,0,0,0,0.0319296,0,0,0,0.0470693,0,0.0321827,0,0,0.0183337,0,0,0.0187223,0.0339842,0.0342083,0.023476,0.0286445,0.0319428,0.0367675,0.0243957,0.0304769,0.0391111,0.0306074,0.0357142,0.0335603,0.020602,0.0292555,0.0151358,0.046176,0.00320069,0.0464699,0,0.0240143,0.0403247,0.0386647,0,0,0.0078341,0,0,0.0284873,0.0569215,0.0346657,0.00659971,0.0285533,0.0302433,0.0338824,0.0607135,0.0881834,0.0901286,0.067831,0.0739178,0.0555778,0.0474459,0.0717676,0.0106984,0.0597591,0.0153831,0.0699878,0,0,0,0,0.0297831,0
113,0,0,0,0,0,0,0.0320664,0,0,0,0.0479737,0,0.0320284,0,0,0.0182689,0,0,0.0186983,0.0345103,0.034116,0.0234129,0.0288973,0.0317939,0.0364472,0.0247348,0.0301664,0.038937,0.0309209,0.0358684,0.0336784,0.0208031,0.0292944,0.0157954,0.0463334,0.00316015,0.047052,0,0.0247632,0.0405551,0.0386307,0,0,0.00754957,0,0,0.0287128,0.0569492,0.0360134,0.0072159,0.0299183,0.0295789,0.0336728,0.060295,0.0869748,0.0896788,0.0687309,0.0736405,0.0554307,0.0474099,0.0716146,0.0107659,0.0600468,0.0154178,0.0698104,0,0,0,0,0.0290191,0
114,0,0,0,0,0,0,0.0321877,0,0,0,0.0488362,0,0.0318101,0,0,0.0181798,0,0,0.0186445,0.0348271,0.034178,0.0232631,0.0290319,0.0315776,0.0360888,0.0249917,0.0300082,0.0387428,0.0310399,0.0359631,0.0336313,0.0208878,0.0291885,0.0165613,0.0465774,0.00311539,0.0478648,0,0.0250065,0.0407609,0.0386155,0,0,0.00712041,0,0,0.0289617,0.0570295,0.0370604,0.00752275,0.0307774,0.0291496,0.0335031,0.060046,0.0862915,0.0892947,0.0688325,0.0737127,0.0554296,0.0477784,0.0716756,0.0113338,0.0602895,0.0154652,0.0696376,0,0,0,0,0.028636,0
115,0,0,0,0,0,0,0.0322695,0,0,0,0.0497896,0,0.0314869,0,0,0.0181431,0,0,0.0186531,0.0349457,0.0343218,0.0230455,0.0290148,0.0313306,0.0357834,0.025097,0.0300166,0.0386545,0.0311599,0.0359443,0.033477,0.0208265,0.0291664,0.0175322,0.0469009,0.00314621,0.0480847,0,0.025072,0.0408598,0.0386356,0,0,0.00611005,0,0,0.0294033,0.0570717,0.0372235,0.00741231,0.0311495,0.0289933,0.0334037,0.0598606,0.086093,0.0887587,0.0681643,0.0739745,0.0554835,0.0478414,0.0718136,0.0121855,0.0604411,0.0156459,0.0694811,0,0,0,0,0.0285761,0
116,0,0,0,0,0,0,0.0322298,0,0,0,0.0508998,0,0.030923,0,0,0.0182628,0,0,0.0188375,0.0348474,0.0343551,0.0229188,0.0286815,0.0310477,0.0355901,0.0250366,0.0302367,0.0386186,0.0312643,0.0355935,0.0333339,0.0206939,0.0291462,0.018756,0.0467602,0.00324235,0.0483939,0,0.0246941,0.0406203,0.0387044,0,0,0.0033573,0,0,0.0306653,0.0570311,0.0362333,0.00712267,0.030975,0.0289125,0.033473,0.0596759,0.0865433,0.0880665,0.0667835,0.0743605,0.0555614,0.0474176,0.0716669,0.0112258,0.0605356,0.0164312,0.0692719,0,0,0,0,0.0289941,0
117,0,0,0,0,0,0,0.0322982,0,0,0,0.0512958,0,0.0304957,0,0,0.0182745,0,0,0.01888,0.0347868,0.0344396,0.0226276,0.0285359,0.0308248,0.0354777,0.0249136,0.03044,0.0385779,0.0311318,0.0352256,0.0330145,0.0204132,0.0287389,0.019783,0.0467055,0.00317653,0.0478794,0,0.0235834,0.0402664,0.0386023,0,0,0.00330404,0,0,0.0306323,0.0569023,0.0355532,0.00679101,0.0306421,0.0289614,0.0332827,0.0596054,0.0869844,0.0874763,0.0653056,0.0742329,0.0553911,0.0470249,0.0716863,0.0107643,0.0607553,0.0165537,0.0692056,0,0,0,0,0.0296958,0
118,0,0,0,0,0,0,0.0323821,0,0,0,0.051877,0,0.0298852,0,0,0.0182067,0,0,0.0189275,0.03466,0.0343422,0.0223535,0.028272,0.0306234,0.0353347,0.0247513,0.0307502,0.0385097,0.0310111,0.0348804,0.0327347,0.0200671,0.0282409,0.0208446,0.0467773,0.00312374,0.0488005,0,0.0220482,0.0398517,0.0385013,0,0,0.0033714,0,0,0.0307185,0.0566807,0.0351955,0.0066807,0.0301028,0.0290824,0.0330431,0.0593776,0.0876151,0.0868917,0.0639148,0.0744157,0.0548613,0.047005,0.0715616,0.00977198,0.0609877,0.0166137,0.0692224,0,0,0,0,0.0303114,0
119,0,0,0,0,0,0,0.0326548,0,0,0,0.0526138,0,0.0291527,0,0,0.0180623,0,0,0.0189288,0.0346402,0.0342797,0.0218574,0.0280444,0.0303823,0.0350699,0.0246816,0.0310397,0.0383939,0.0307042,0.0344632,0.0325433,0.0197244,0.0280368,0.0221156,0.0469918,0.00308671,0.0498977,0,0.0215617,0.0395802,0.0384077,0,0,0.00522846,0,0,0.0299095,0.0562186,0.0340958,0.00710744,0.0295365,0.0292722,0.0325204,0.0589797,0.0880889,0.0864085,0.0628224,0.0748914,0.0539989,0.0468734,0.0719483,0.00898468,0.0614726,0.0160655,0.0693247,0,0,0,0,0.0307764,0
120,0,0,0,0,0,0,0.0329771,0,0,0,0.0535093,0,0.028348,0,0,0.0178577,0,0,0.0188915,0.034925,0.0341716,0.0212514,0.0279541,0.0300488,0.0347453,0.024857,0.0313813,0.0380973,0.0303869,0.034104,0.0324697,0.0194602,0.0277543,0.0235177,0.0472935,0.00309605,0.0489916,0,0.0221115,0.039577,0.0384104,0,0,0.00624948,0,0,0.0295894,0.0554111,0.032211,0.00803167,0.0295914,0.0292633,0.0319356,0.0583211,0.0878505,0.0858094,0.061904,0.0747852,0.0534198,0.0460993,0.0715514,0.00875452,0.0620383,0.0158426,0.0694118,0,0,0,0,0.0308288,0
121,0,0,0,0,0,0,0.0331507,0,0,0,0.0546281,0,0.0273735,0,0,0.0176824,0,0,0.0188511,0.0356228,0.0340765,0.0204917,0.0280005,0.029592,0.0343483,0.0253921,0.0317682,0.0375832,0.0301002,0.0336675,0.0324924,0.0192709,0.0272514,0.0253098,0.0476926,0.00316682,0.0454817,0,0.0231843,0.0400842,0.0384174,0,0,0.00680017,0,0,0.0295688,0.0543379,0.0309669,0.00931147,0.0308978,0.0289698,0.0313119,0.0570073,0.0863621,0.0849914,0.0611021,0.0734941,0.0533948,0.0450886,0.0698002,0.00871911,0.0625258,0.0158185,0.0695154,0,0,0,0,0.0302479,0
