Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x69,x70,x71,x72,LASI,
All Timesteps RMSE,0,0,0,0,0,0,0.0309089,0,0,0,0.0407444,0,0.0279139,0,0,0.0183621,0,0,0.0189337,0.0368096,0.0373484,0.0215626,0.0261377,0.0330445,0.0356632,0.0344793,0.042259,0.0381294,0.0262876,0.035171,0.0346707,0.0220448,0.0279505,0.0313184,0.0455842,0.00346345,0.0373782,0,0.0205618,0.039682,0.0390013,0,0,0.00837548,0,0,0.0285618,0.0568939,0.0351932,0.014726,0.0305691,0.0306031,0.0333099,0.0536264,0.0855699,0.0862058,0.05856,0.0705942,0.0508638,0.0409268,0.065204,0.0299045,0.0592357,0.0153829,0.0722261,0,0,0,0,0.0301585,0
0,0,0,0,0,0,0,0.0311008,0,0,0,0.0415069,0,0.032076,0,0,0.0172303,0,0,0.0180403,0.0303046,0.0340684,0.0245309,0.0265237,0.0324308,0.0346549,0.0234177,0.0317823,0.0396146,0.0306333,0.0344935,0.0335803,0.0191735,0.028783,0.0143468,0.0427688,0.00271002,0.0460293,0,0.0222216,0.0411481,0.0384254,0,0,0.00360827,0,0,0.0319355,0.0598287,0.0328751,0.00389399,0.0279024,0.0328489,0.0328379,0.0604627,0.089716,0.0903925,0.0668077,0.0743454,0.0565422,0.0486708,0.0708534,0.013491,0.0603623,0.0184557,0.0712932,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0324099,0,0,0,0.0419024,0,0.0322243,0,0,0.0147244,0,0,0.0160859,0.0309538,0.0343022,0.0246733,0.0269339,0.0321965,0.0350175,0.0236481,0.0319573,0.0394075,0.0305871,0.034674,0.0334743,0.0192984,0.0291321,0.014268,0,0.00368933,0.0468378,0,0.023149,0.041485,0.032917,0,0,0.00330208,0,0,0.0306363,0.0591799,0.0339239,0.00542486,0.0297936,0.0322524,0.0345876,0.0612556,0.0877039,0.091227,0.0689615,0.0729836,0.0563397,0.048084,0.0709915,0.0139172,0.0593196,0.0173157,0.0705007,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0318974,0,0,0,0.0430956,0,0.0321517,0,0,0.0163361,0,0,0.0190222,0.0318228,0.0338397,0.0248672,0.0276441,0.0320025,0.0340824,0.0237625,0.0309429,0.0391767,0.0311216,0.0352933,0.0338881,0.019832,0.0295837,0.0143672,0.0477056,0.00320675,0.0494839,0,0.0245114,0.0417038,0.0388027,0,0,0.00340706,0,0,0.0307284,0.0591531,0.0359486,0.00551823,0.0318293,0.0306928,0.0326057,0.0605283,0.0854104,0.0902934,0.069384,0.0723732,0.0565788,0.0481059,0.0707748,0.014375,0.0606086,0.0172737,0.0708727,0,0,0,0,0,0
3,0,0,0,0,0,0,0.0314128,0,0,0,0.041446,0,0.0297685,0,0,0.0173455,0,0,0.018559,0.0320353,0.0329272,0.025126,0.0286759,0.030313,0.0343239,0.0239208,0.0293568,0.0387307,0.0320949,0.0367812,0.0346534,0.0219004,0.0312059,0.0131452,0.0471162,0.00317853,0.0491034,0,0.0238383,0.0411904,0.0387695,0,0,0.0072098,0,0,0.0334872,0.059003,0.0376949,0.00791863,0.0335536,0.0287288,0.0326349,0.0594146,0.0836428,0.0893334,0.0694942,0.0746684,0.0591327,0.0493681,0.0712862,0.0186648,0.0607851,0.0180412,0.0702071,0,0,0,0,0,0
4,0,0,0,0,0,0,0.0311412,0,0,0,0.0448091,0,0.0278838,0,0,0.017529,0,0,0.0180863,0.0321185,0.0315582,0.0251369,0.0285964,0.0300925,0.0335678,0.023969,0.0291917,0.0386981,0.0333347,0.0374349,0.0353754,0.0230044,0.0325328,0.0134851,0.0454455,0.00304383,0.0507584,0,0.0245629,0.0402757,0.0386316,0,0,0.00786903,0,0,0.0334224,0.0585234,0.0394176,0.0085678,0.0346431,0.0279962,0.0322089,0.0588035,0.0831486,0.0886664,0.06938,0.07575,0.0599565,0.0497654,0.0715242,0.0194081,0.0614567,0.0187368,0.0695842,0,0,0,0,0,0
5,0,0,0,0,0,0,0.031071,0,0,0,0.0432641,0,0.0292699,0,0,0.0171692,0,0,0.0176068,0.0348695,0.0324299,0.0227375,0.0303072,0.031109,0.0340013,0.0247439,0.027614,0.0387598,0.0339271,0.0378099,0.0349814,0.0229487,0.0318137,0.0138043,0.0459189,0.00214753,0.0498308,0,0.0245455,0.0419661,0.0385755,0,0,0.00798083,0,0,0.0276979,0.0568096,0.0408405,0.00974382,0.034603,0.0277094,0.0326111,0.057196,0.0827374,0.087805,0.0678295,0.0764573,0.0601068,0.0500267,0.0719793,0.0217737,0.0615052,0.0161777,0.0698339,0,0,0,0,0.0268482,0
6,0,0,0,0,0,0,0.0309356,0,0,0,0.0432487,0,0.0291319,0,0,0.0174755,0,0,0.0171272,0.0326538,0.0336562,0.0249904,0.0295491,0.0297734,0.0335116,0.0240579,0.028485,0.0386087,0.0323315,0.0369212,0.0340573,0.021916,0.030894,0.0142984,0.0454956,0.00219081,0.0492232,0,0.0244368,0.0404331,0.0388427,0,0,0.00833886,0,0,0.0275052,0.0588836,0.0407043,0.00848398,0.0349963,0.0277223,0.0325272,0.0580858,0.0827592,0.0879885,0.0684938,0.0752874,0.0591921,0.0493264,0.0711763,0.0213576,0.0614323,0.0160165,0.0689418,0,0,0,0,0,0
7,0,0,0,0,0,0,0.0311092,0,0,0,0.0455189,0,0.0280197,0,0,0.0169925,0,0,0.0179183,0.0353019,0.0324057,0.0218284,0.030095,0.0314438,0.0328447,0.0248602,0.0273861,0.0391743,0.0344644,0.037458,0.0344605,0.0222453,0.0322368,0.0155699,0.0473743,0.002778,0.045646,0,0.0222661,0.0416237,0.0389016,0,0,0.00783174,0,0,0.0281533,0.0570489,0.0380156,0.00888809,0.0334961,0.0284521,0.0319409,0.0579503,0.0836805,0.0875181,0.0663984,0.0745037,0.0583353,0.0493052,0.071695,0.0214839,0.0615337,0.0159167,0.0695188,0,0,0,0,0.0319975,0
8,0,0,0,0,0,0,0.0318448,0,0,0,0.0497903,0,0.0304298,0,0,0.016558,0,0,0.0184733,0.0323331,0.0343895,0.0250669,0.0283965,0.0310191,0.0318678,0.0239452,0.0302143,0.038924,0.0312781,0.0349448,0.0329544,0.019246,0.0291656,0.019007,0.0489055,0.00330771,0.0460612,0,0.0226896,0.0404587,0.0390669,0,0,0.0068923,0,0,0.0288669,0.0596545,0.0377978,0.00567243,0.0333064,0.029639,0.0315699,0.0599545,0.0845034,0.0883503,0.0679783,0.0725015,0.0558172,0.0475851,0.0704975,0.0188449,0.0608382,0.0157927,0.0691141,0,0,0,0,0,0
9,0,0,0,0,0,0,0.0315524,0,0,0,0.0519165,0,0.0301216,0,0,0.0167679,0,0,0.0188091,0.034455,0.0337141,0.0222665,0.0287252,0.0319072,0.0315836,0.0245071,0.0296729,0.0392049,0.0323234,0.0350469,0.0332543,0.0193204,0.0291727,0.0209976,0.0489135,0.00340479,0.0433851,0,0.0203863,0.0417088,0.0390669,0,0,0.00707983,0,0,0.0288332,0.0576485,0.0357851,0.00669685,0.0312897,0.0299053,0.0312466,0.0599733,0.0863936,0.0879878,0.0662907,0.0739954,0.0557059,0.0483791,0.0720338,0.0206526,0.061118,0.0157801,0.0694834,0,0,0,0,0.0309911,0
10,0,0,0,0,0,0,0.0314892,0,0,0,0.0507171,0,0.0292921,0,0,0.0168359,0,0,0.0185325,0.0320711,0.0343917,0.0249444,0.0278057,0.030432,0.0310337,0.0238183,0.0308934,0.038958,0.0304403,0.0342292,0.032547,0.018653,0.0283239,0.0212727,0.0481876,0.00316486,0.0478058,0,0.0213241,0.0407782,0.0392559,0,0,0.00709384,0,0,0.02879,0.0590977,0.0347756,0.00609606,0.029108,0.0299589,0.0313283,0.0604906,0.0879167,0.087947,0.0663894,0.0751407,0.0546095,0.0480019,0.0723163,0.0147353,0.0609446,0.0157314,0.0688398,0,0,0,0,0,0
11,0,0,0,0,0,0,0.0313642,0,0,0,0.0531746,0,0.0283017,0,0,0.0166996,0,0,0.0181492,0.0344509,0.0334914,0.0218566,0.0278566,0.031095,0.0304594,0.0244623,0.0301879,0.0386199,0.0318512,0.034419,0.03312,0.0185682,0.0285021,0.0239106,0.0465773,0.00307084,0.0454989,0,0.0206389,0.0419851,0.0390599,0,0,0.00738764,0,0,0.0289016,0.0565335,0.0319907,0.00766258,0.0278048,0.0296559,0.0307954,0.0596826,0.0890741,0.0871442,0.0638688,0.075922,0.0544421,0.0476949,0.0726388,0.0150694,0.0613535,0.0154184,0.0693237,0,0,0,0,0.0312354,0
12,0,0,0,0,0,0,0.0313808,0,0,0,0.0531492,0,0.0276308,0,0,0.0165354,0,0,0.0182011,0.0347757,0.0337269,0.0216054,0.0279121,0.0304803,0.0293764,0.0247757,0.0305155,0.0381797,0.0312968,0.0341987,0.0329993,0.0183322,0.0280023,0.0252922,0.047387,0.00317353,0.0404482,0,0.0217416,0.0422484,0.0393183,0,0,0.00753745,0,0,0.0287601,0.0560094,0.0304296,0.00848994,0.0287157,0.0291684,0.0303875,0.0581247,0.0880327,0.0860163,0.061991,0.0750881,0.0544207,0.0461298,0.0706246,0.0148017,0.0615553,0.0156965,0.0692321,0,0,0,0,0.0304202,0
13,0,0,0,0,0,0,0.0310841,0,0,0,0.0538698,0,0.0268865,0,0,0.0166228,0,0,0.0178909,0.035445,0.0339166,0.0210178,0.0280618,0.0300026,0.0287,0.0253339,0.0310789,0.0378211,0.0306871,0.0338628,0.0329245,0.018256,0.0273074,0.0270006,0.0461877,0.00303147,0.0360097,0,0.0213653,0.0425137,0.0393269,0,0,0.0077183,0,0,0.0287313,0.0552342,0.0293705,0.00971719,0.0304098,0.0284707,0.02999,0.0558604,0.0855783,0.0844814,0.0604246,0.0733062,0.0543163,0.0447865,0.0678161,0.0135978,0.061694,0.015713,0.0692489,0,0,0,0,0.0297443,0
14,0,0,0,0,0,0,0.0308593,0,0,0,0.0543379,0,0.0260986,0,0,0.0165956,0,0,0.0180457,0.0360152,0.0342311,0.020375,0.0282263,0.0297037,0.0280991,0.025999,0.0318675,0.0373211,0.029844,0.0333656,0.0327542,0.0181465,0.0263222,0.0286554,0.0466089,0.00310121,0.0347636,0,0.0203097,0.0428496,0.0395422,0,0,0.00767239,0,0,0.0287869,0.0541867,0.0276404,0.0109374,0.0312187,0.0279774,0.0299018,0.0540308,0.0833642,0.0837104,0.0608755,0.0718159,0.0538552,0.0444382,0.0664131,0.0125823,0.0617321,0.0157104,0.069405,0,0,0,0,0.0287025,0
15,0,0,0,0,0,0,0.0309521,0,0,0,0.0542807,0,0.0251368,0,0,0.016313,0,0,0.018684,0.0363663,0.034422,0.0194872,0.0280564,0.0294911,0.0274785,0.0265429,0.0329447,0.0368604,0.0290067,0.0327193,0.032524,0.017892,0.0248917,0.0301474,0.0496073,0.00353623,0.0334589,0,0.0200459,0.0432,0.0400285,0,0,0.00755853,0,0,0.0288499,0.0527812,0.0261718,0.0117287,0.0303811,0.0278025,0.0301226,0.0528556,0.0824434,0.0839797,0.0622963,0.0715428,0.0533192,0.0447175,0.0667402,0.0131645,0.0617221,0.01569,0.0696195,0,0,0,0,0.0290335,0
16,0,0,0,0,0,0,0.0311343,0,0,0,0.0533783,0,0.024261,0,0,0.0159287,0,0,0.0190231,0.0362992,0.034592,0.0186534,0.0276114,0.0293845,0.0271592,0.0267949,0.0342099,0.0366988,0.0279977,0.0322158,0.0324749,0.0175436,0.0231512,0.0317114,0.050859,0.00385876,0.0325542,0,0.019461,0.0433033,0.0402195,0,0,0.00741711,0,0,0.028794,0.0518401,0.0251611,0.0116309,0.028978,0.0281016,0.0305241,0.0526948,0.0833195,0.0846281,0.0620278,0.0723842,0.0529531,0.044964,0.0672862,0.0135755,0.0614719,0.0156211,0.0698856,0,0,0,0,0.0303955,0
17,0,0,0,0,0,0,0.0309571,0,0,0,0.0515988,0,0.0235358,0,0,0.0159092,0,0,0.0190192,0.0360314,0.0349013,0.0180747,0.0270932,0.0294535,0.0271402,0.0268717,0.0354707,0.0370497,0.0269861,0.0318312,0.0326875,0.0169931,0.0214741,0.0335878,0.0508099,0.0039303,0.0331244,0,0.0186894,0.0431213,0.0402931,0,0,0.00727629,0,0,0.0287849,0.051453,0.0246572,0.0109128,0.0283817,0.0286737,0.0308686,0.0532824,0.0852238,0.0844741,0.0602005,0.0732297,0.05271,0.0447493,0.0673757,0.0131565,0.061062,0.015599,0.0702456,0,0,0,0,0.0308291,0
18,0,0,0,0,0,0,0.0304534,0,0,0,0.0491626,0,0.0225532,0,0,0.0160033,0,0,0.0190463,0.0359047,0.0353685,0.0175684,0.0262689,0.0297322,0.0272804,0.0270241,0.0368963,0.0377786,0.0262391,0.0314647,0.0328819,0.0161021,0.0198623,0.0352567,0.05043,0.00403709,0.0354408,0,0.0180696,0.0424565,0.0403835,0,0,0.00710511,0,0,0.0287813,0.051008,0.0242938,0.0103449,0.0288747,0.0290269,0.0311852,0.0538464,0.0871149,0.083945,0.0583117,0.0736984,0.052887,0.0442563,0.0668423,0.0110929,0.0604695,0.0155859,0.0706379,0,0,0,0,0.0303053,0
19,0,0,0,0,0,0,0.029906,0,0,0,0.0474848,0,0.0211215,0,0,0.0160441,0,0,0.0190252,0.0362907,0.0354553,0.0169398,0.0252947,0.0303577,0.0277267,0.027464,0.0386224,0.0387521,0.0255497,0.0310648,0.0328735,0.0153271,0.0185261,0.0361233,0.0499469,0.00393545,0.037143,0,0.0181491,0.0415977,0.0404015,0,0,0.006636,0,0,0.0289495,0.0503126,0.0240843,0.0103063,0.0296771,0.0290184,0.0316785,0.053859,0.0876578,0.0835506,0.0572405,0.0736121,0.0529875,0.0438324,0.0658124,0.00940404,0.0596793,0.0156864,0.0710239,0,0,0,0,0.0300285,0
20,0,0,0,0,0,0,0.0294867,0,0,0,0.0457475,0,0.0194859,0,0,0.0162695,0,0,0.0192632,0.0370322,0.0353876,0.0162125,0.024337,0.0312372,0.0284549,0.0282291,0.0404443,0.0398283,0.0247284,0.0307582,0.0326382,0.0149455,0.0177281,0.0352297,0.0492343,0.00386922,0.0384798,0,0.01807,0.0406214,0.0403955,0,0,0.00541436,0,0,0.0295109,0.0497779,0.0237847,0.0107092,0.0301323,0.0288564,0.0323706,0.0533935,0.0870032,0.0833348,0.0567154,0.0731796,0.0526747,0.0433927,0.0647344,0.00781122,0.058997,0.0160157,0.0714005,0,0,0,0,0.0299583,0
21,0,0,0,0,0,0,0.0292462,0,0,0,0.0436697,0,0.0182461,0,0,0.016499,0,0,0.0195251,0.0378079,0.0352935,0.0154404,0.0235395,0.0321676,0.0293702,0.029125,0.042216,0.0408781,0.0238438,0.0306448,0.0323203,0.0150125,0.0176845,0.0336652,0.0486308,0.00380427,0.0390085,0,0.0175916,0.0403563,0.040385,0,0,0.00489873,0,0,0.0298613,0.0498678,0.0232929,0.0108776,0.0302106,0.0289099,0.033125,0.0527611,0.0865374,0.0830415,0.056504,0.0725739,0.0520646,0.0427748,0.064053,0.00674239,0.0584729,0.0162196,0.07186,0,0,0,0,0.0287822,0
22,0,0,0,0,0,0,0.0291195,0,0,0,0.0415921,0,0.0175827,0,0,0.0166477,0,0,0.0195501,0.0387838,0.0350953,0.0145928,0.0228694,0.0329428,0.0304271,0.0300046,0.0436833,0.0415716,0.0232429,0.0305983,0.0320029,0.0151507,0.0178706,0.0332749,0.0481489,0.00376767,0.0384854,0,0.0170628,0.0405415,0.0403245,0,0,0.00572617,0,0,0.0293,0.0501407,0.0228651,0.0109363,0.0299894,0.0290693,0.0337668,0.0525296,0.0862028,0.0829299,0.0564851,0.0721208,0.0515232,0.0421666,0.0639925,0.00672082,0.0579118,0.0157496,0.0724632,0,0,0,0,0.0283374,0
23,0,0,0,0,0,0,0.0290901,0,0,0,0.039232,0,0.0175337,0,0,0.0168562,0,0,0.0195617,0.0396891,0.0352902,0.013785,0.02239,0.0334529,0.0312281,0.030839,0.0447264,0.0418715,0.022886,0.0305464,0.0317993,0.0152263,0.0180245,0.0344288,0.0477161,0.0037888,0.038328,0,0.0169484,0.0406281,0.0402765,0,0,0.00709969,0,0,0.0283935,0.0503944,0.0222477,0.0108848,0.0296517,0.0294178,0.0341277,0.0523652,0.0861139,0.0833416,0.0565378,0.0720909,0.0511932,0.0420436,0.0643084,0.00736736,0.0575677,0.0150601,0.0731168,0,0,0,0,0.028098,0
24,0,0,0,0,0,0,0.0291854,0,0,0,0.0371431,0,0.018582,0,0,0.0170607,0,0,0.0195425,0.0402638,0.0366501,0.0129926,0.0224105,0.0336983,0.031824,0.0317452,0.0454533,0.0418459,0.0225505,0.0309351,0.032085,0.0155675,0.0182193,0.0371229,0.0473428,0.00378108,0.0377323,0,0.0165905,0.0408108,0.0402835,0,0,0.0085357,0,0,0.027586,0.0504841,0.0217264,0.0108491,0.0291151,0.0300226,0.0342663,0.0522264,0.0862087,0.0838675,0.056617,0.0721759,0.0511855,0.0420655,0.0645276,0.00842318,0.057415,0.014602,0.073762,0,0,0,0,0.0277214,0
25,0,0,0,0,0,0,0.0292818,0,0,0,0.0358519,0,0.0210635,0,0,0.0175042,0,0,0.0197736,0.040367,0.0394196,0.0123853,0.0227455,0.0337038,0.0322279,0.0326989,0.0459642,0.0415375,0.0221085,0.0318548,0.0328503,0.0165061,0.0187444,0.0416203,0.0468993,0.0038707,0.0361567,0,0.016188,0.0412444,0.0404287,0,0,0.00882825,0,0,0.0274794,0.0502363,0.0214002,0.0107681,0.0285827,0.0307625,0.0342661,0.0520114,0.0862928,0.0841714,0.0565814,0.0722028,0.0512732,0.0420529,0.0645319,0.00927026,0.0574095,0.0145864,0.0742511,0,0,0,0,0.0272107,0
26,0,0,0,0,0,0,0.0293755,0,0,0,0.0355494,0,0.0231066,0,0,0.0175527,0,0,0.0197155,0.0401677,0.0415744,0.0120968,0.0230857,0.0335742,0.0323434,0.0334737,0.0463763,0.0412456,0.021641,0.03247,0.033287,0.0174061,0.0192283,0.0458064,0.0465081,0.00381226,0.0340733,0,0.0158211,0.0416397,0.0404993,0,0,0.0087332,0,0,0.0276162,0.0497718,0.0213051,0.0107168,0.0282277,0.0314625,0.0342005,0.0517773,0.0863666,0.0843164,0.0564972,0.0720643,0.0512489,0.0418908,0.0643899,0.0107564,0.0574572,0.0146241,0.0745315,0,0,0,0,0.0268209,0
27,0,0,0,0,0,0,0.0294555,0,0,0,0.0350356,0,0.0236159,0,0,0.0176098,0,0,0.0196887,0.0397182,0.0422347,0.012154,0.0230737,0.0333093,0.0323335,0.0339555,0.0466257,0.0412241,0.021333,0.0323763,0.0329522,0.0175835,0.0194666,0.0468657,0.0463468,0.00381762,0.0323518,0,0.0152968,0.0418673,0.0405274,0,0,0.00888817,0,0,0.0275915,0.0493339,0.0214888,0.0106963,0.0280908,0.0319254,0.0340059,0.0515222,0.0861943,0.0843944,0.0564106,0.0717476,0.051036,0.0414957,0.0641319,0.0121932,0.0575309,0.0146764,0.0746328,0,0,0,0,0.0269063,0
28,0,0,0,0,0,0,0.0295147,0,0,0,0.0344713,0,0.0238783,0,0,0.017666,0,0,0.0196228,0.0393465,0.0420184,0.012388,0.0229001,0.0332057,0.0323682,0.0343567,0.046931,0.0413414,0.0210828,0.0321509,0.0324202,0.0178519,0.0198819,0.0464148,0.046401,0.00387963,0.0308992,0,0.014606,0.0419583,0.0405177,0,0,0.00856413,0,0,0.0278315,0.0489898,0.0218113,0.0107246,0.0280244,0.0321292,0.0338369,0.0513135,0.0857831,0.0845014,0.0564452,0.0713168,0.0506923,0.0410251,0.0636329,0.0133084,0.0575244,0.0148126,0.0745806,0,0,0,0,0.0273477,0
29,0,0,0,0,0,0,0.0295681,0,0,0,0.033953,0,0.0241065,0,0,0.0176554,0,0,0.0194992,0.0390458,0.0418327,0.0126981,0.0228212,0.0333827,0.0324883,0.0347277,0.0472896,0.0414724,0.020804,0.0322471,0.0321253,0.0186469,0.0207709,0.0462053,0.0463877,0.00395964,0.0297817,0,0.0144518,0.041914,0.0404154,0,0,0.00837351,0,0,0.0278934,0.0488162,0.0220681,0.0105945,0.0276417,0.0322025,0.0337047,0.0511401,0.0860891,0.0845837,0.056601,0.0709795,0.050288,0.0410561,0.0632116,0.0146298,0.0576188,0.0148624,0.0744975,0,0,0,0,0.0278278,0
30,0,0,0,0,0,0,0.029546,0,0,0,0.0336468,0,0.0241714,0,0,0.0177033,0,0,0.0193246,0.0388835,0.0420069,0.013006,0.0228049,0.0336245,0.0325246,0.0349768,0.0474981,0.0416232,0.0203193,0.0325048,0.0320052,0.0196368,0.0218307,0.046242,0.0465493,0.00397032,0.0291963,0,0.0139457,0.0418317,0.0403446,0,0,0.00814077,0,0,0.027934,0.0487732,0.022393,0.0103249,0.0271727,0.0321955,0.0336272,0.0512184,0.0865971,0.0847442,0.0567544,0.0707525,0.0500035,0.0410354,0.0629513,0.0156947,0.0577557,0.0148703,0.0744167,0,0,0,0,0.02863,0
31,0,0,0,0,0,0,0.0294822,0,0,0,0.0336259,0,0.0245868,0,0,0.0176877,0,0,0.0191514,0.0388084,0.0423663,0.0133895,0.0229487,0.0337922,0.0324271,0.0351836,0.0476063,0.0416855,0.0199367,0.0327234,0.0319612,0.0204243,0.0226405,0.0462867,0.0466026,0.0039397,0.0289367,0,0.0141925,0.041962,0.0402909,0,0,0.00811525,0,0,0.0278031,0.048864,0.0226206,0.0100318,0.0268816,0.0321172,0.0336045,0.0514289,0.0868749,0.0848906,0.056898,0.070586,0.0500784,0.0407986,0.0628186,0.0162961,0.0577181,0.0147998,0.0743058,0,0,0,0,0.0287895,0
32,0,0,0,0,0,0,0.0294278,0,0,0,0.0335847,0,0.0251973,0,0,0.0176549,0,0,0.0190126,0.0388578,0.042813,0.0136751,0.0231277,0.0339347,0.0323262,0.0354243,0.0477004,0.0416579,0.0196565,0.0328324,0.0319368,0.0207776,0.0230514,0.0463707,0.0466267,0.00387022,0.0290488,0,0.015093,0.0420697,0.040254,0,0,0.00796472,0,0,0.0277885,0.0490553,0.0227183,0.0098251,0.0267346,0.0320342,0.0336779,0.0515781,0.0868931,0.0847968,0.057033,0.0704783,0.0499917,0.0404495,0.0626199,0.0162316,0.0574677,0.0147865,0.0741765,0,0,0,0,0.0283956,0
33,0,0,0,0,0,0,0.0294104,0,0,0,0.0332805,0,0.0256191,0,0,0.0175309,0,0,0.0188773,0.0391099,0.0431812,0.0137606,0.0233624,0.0341073,0.0323838,0.0357148,0.0478102,0.0415349,0.0194044,0.032751,0.0318196,0.0207319,0.0230338,0.0466896,0.0465916,0.00370122,0.0290062,0,0.0159585,0.0422701,0.0402315,0,0,0.00793374,0,0,0.0278604,0.0492185,0.0226418,0.00980671,0.0265313,0.0319264,0.0338164,0.0516352,0.0867422,0.0845399,0.0571854,0.0703108,0.049736,0.0404137,0.0623308,0.0156419,0.0573646,0.0147883,0.0740309,0,0,0,0,0.0282344,0
34,0,0,0,0,0,0,0.0294247,0,0,0,0.0330159,0,0.0258937,0,0,0.0174271,0,0,0.0189,0.0393672,0.0434634,0.0137417,0.0236485,0.0342714,0.0324901,0.0360901,0.0479066,0.0413158,0.0191557,0.0325163,0.0316286,0.0205808,0.0228803,0.0472137,0.0463966,0.00357034,0.0289464,0,0.0166606,0.0424746,0.0402108,0,0,0.00789623,0,0,0.027944,0.0493998,0.0222285,0.00987455,0.0263484,0.0318271,0.0340325,0.0515509,0.08638,0.084678,0.0574085,0.0698629,0.0495957,0.0404141,0.0620101,0.0147681,0.0573313,0.014815,0.0738661,0,0,0,0,0.0282232,0
35,0,0,0,0,0,0,0.0294547,0,0,0,0.032898,0,0.0262028,0,0,0.0173939,0,0,0.0189247,0.039516,0.043733,0.0137854,0.0239227,0.0344082,0.0326374,0.0365537,0.0479676,0.0410472,0.0189159,0.0323209,0.0314531,0.0205619,0.0229083,0.0476011,0.046319,0.00349091,0.0284277,0,0.017383,0.0426546,0.0402211,0,0,0.00804773,0,0,0.027772,0.0495428,0.0219839,0.00991414,0.0259834,0.0318093,0.0341114,0.0514112,0.0860909,0.0849911,0.0577502,0.0694863,0.0493864,0.0403809,0.0619104,0.016041,0.0572417,0.0147012,0.0737094,0,0,0,0,0.0283066,0
36,0,0,0,0,0,0,0.0295597,0,0,0,0.0328963,0,0.02654,0,0,0.0174485,0,0,0.0189109,0.039597,0.0441044,0.0139096,0.0241478,0.0344153,0.0328177,0.037091,0.0481084,0.0408188,0.0186521,0.0322444,0.0312687,0.0208576,0.0232766,0.0477247,0.0463349,0.00347885,0.0283129,0,0.0177504,0.0430135,0.0402459,0,0,0.00822906,0,0,0.0276142,0.0497187,0.0219931,0.00997901,0.0255706,0.0318115,0.0341219,0.0513322,0.0858104,0.0852356,0.0581702,0.0692386,0.0493248,0.0403979,0.061906,0.0160412,0.0572321,0.0146079,0.0735614,0,0,0,0,0.0281997,0
37,0,0,0,0,0,0,0.0296935,0,0,0,0.0330362,0,0.0268765,0,0,0.0174253,0,0,0.018864,0.0397177,0.0446739,0.0140413,0.024397,0.034413,0.0329906,0.0376468,0.0483925,0.0405559,0.0184161,0.0322684,0.0311436,0.0214582,0.0238759,0.0481647,0.0461964,0.00353322,0.0281815,0,0.0177681,0.0435662,0.0402395,0,0,0.00830638,0,0,0.027629,0.0499756,0.0225011,0.0101839,0.0253256,0.0318256,0.0341663,0.051297,0.0856379,0.0853659,0.0584866,0.0690622,0.0493251,0.0405323,0.0619334,0.015265,0.0572959,0.0146179,0.073446,0,0,0,0,0.0282608,0
38,0,0,0,0,0,0,0.0298248,0,0,0,0.0334213,0,0.0271208,0,0,0.0173697,0,0,0.0188108,0.0397642,0.0453902,0.0141912,0.0247497,0.0344597,0.0331406,0.0382363,0.0487729,0.0402234,0.0182236,0.0324543,0.0311184,0.0221327,0.0246183,0.0491328,0.0461024,0.00357358,0.0276579,0,0.0180321,0.0440983,0.0402456,0,0,0.0083358,0,0,0.0276349,0.0501191,0.0227172,0.0104299,0.0253345,0.0318885,0.0341885,0.0512929,0.0854642,0.0854732,0.0587291,0.0687948,0.0492422,0.0405947,0.0619373,0.0153814,0.0573553,0.0146422,0.0733049,0,0,0,0,0.0283961,0
39,0,0,0,0,0,0,0.0299506,0,0,0,0.0337342,0,0.0272532,0,0,0.0174075,0,0,0.0187993,0.0398319,0.0461669,0.014319,0.02522,0.0346126,0.0333367,0.0389552,0.0491813,0.0397606,0.0180818,0.032716,0.0311958,0.022807,0.0254802,0.0502857,0.0462037,0.00353879,0.0275246,0,0.0184103,0.044525,0.0402478,0,0,0.00843725,0,0,0.0277837,0.0500725,0.0223678,0.0108255,0.0251122,0.0318174,0.0341173,0.0512361,0.0849636,0.0855477,0.0588967,0.0684479,0.0490997,0.0405195,0.0617809,0.014359,0.0573251,0.0142018,0.0731274,0,0,0,0,0.0287567,0
