Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x66,x67,x68,x69,x70,CLAV
All Timesteps RMSE,0,0,0,0,0,0,0.0253013,0,0,0,0.0437544,0,0.0272272,0.0322805,0,0,0.0225884,0,0,0.0347762,0.0352819,0.0358066,0.0243034,0.0259363,0.0319888,0.0357424,0.032644,0.0410883,0.0385298,0.0260228,0.0349549,0.0342484,0.0221507,0.0277646,0.0250232,0.0403382,0.0176815,0.0424471,0.030146,0.0399203,0.0391017,0,0,0.0136981,0,0,0.0247858,0.0572587,0.0150798,0.0321772,0.0299002,0.0392718,0.054304,0.0859521,0.0881008,0.0595602,0.0704514,0.0506117,0.039009,0.0654349,0.034557,0.0635889,0.014218,0.070947,0,0,0,0,0,0.0342023
0,0,0,0,0,0,0,0.0274623,0,0,0,0.0393946,0,0.0294483,0.0386294,0,0,0.0237014,0,0,0.0342609,0.0269412,0.0332904,0.02508,0.0250471,0.031004,0.0425931,0.0229312,0.0356087,0.0404956,0.0281116,0.0343155,0.034243,0.0196043,0.0279516,0.0146161,0.0395955,0.0177731,0.0438648,0.0315674,0.0378962,0.036055,0,0,0.0140274,0,0,0.0246418,0.0594748,0.0066102,0.0310101,0.0343652,0.040761,0.0594225,0.0942296,0.0908577,0.0589126,0.072758,0.0504044,0.037168,0.0662376,0.0414239,0.0639122,0.0141732,0.071723,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0275683,0,0,0,0.0388709,0,0.029273,0.037587,0,0,0.0236023,0,0,0.0342543,0.0273127,0.0332308,0.025029,0.0251317,0.0310511,0.0422124,0.0228279,0.0355758,0.0405546,0.0282252,0.0343127,0.034279,0.019393,0.0278788,0.014934,0.0395242,0.0177028,0.0443287,0.0313576,0.0381946,0.0361454,0,0,0.0139385,0,0,0.0247038,0.0592242,0.0066051,0.0298376,0.0340744,0.0406856,0.0596004,0.0944952,0.0914601,0.0595734,0.0731689,0.0511943,0.038221,0.0658999,0.0374109,0.0640931,0.0142771,0.0715721,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0274213,0,0,0,0.0390727,0,0.0291804,0.0375571,0,0,0.0235322,0,0,0.0342773,0.0277546,0.0332117,0.0249666,0.025326,0.0309893,0.0420253,0.022791,0.0352096,0.0404445,0.0284304,0.0343381,0.0343132,0.0192262,0.0279214,0.0150641,0.0394809,0.0176758,0.0450907,0.0309589,0.038601,0.0362107,0,0,0.0139084,0,0,0.024598,0.0588437,0.0066411,0.0286258,0.0336159,0.0406268,0.0598816,0.0946804,0.0920896,0.0606908,0.0733996,0.0518756,0.0392384,0.0660617,0.0333803,0.0628356,0.0141872,0.0713772,0,0,0,0,0,0
3,0,0,0,0,0,0,0.0271082,0,0,0,0.0395439,0,0.0291754,0.0375611,0,0,0.0234715,0,0,0.0343021,0.0282821,0.0331879,0.024899,0.0255275,0.0309108,0.0419263,0.022818,0.034725,0.0402341,0.0286807,0.0344278,0.0343328,0.0192656,0.0279722,0.0151037,0.0395293,0.0176725,0.0464422,0.0304218,0.0390674,0.0363216,0,0,0.0138119,0,0,0.0243832,0.0584109,0.00688005,0.0274385,0.0330745,0.0405019,0.0602318,0.0945312,0.0929009,0.0622975,0.0736408,0.0524796,0.0408436,0.0665718,0.0294087,0.0609444,0.0140149,0.0712065,0,0,0,0,0,0
4,0,0,0,0,0,0,0.0192426,0,0,0,0.0399213,0,0.0296773,0.0361239,0,0,0.0242832,0,0,0.0346769,0.0294063,0.0342453,0.0266542,0.0249346,0.0334991,0.041263,0.0238827,0.0354886,0.0402902,0.0282378,0.0337083,0.0335256,0.0187797,0.0277929,0.0152395,0.0381754,0.0175006,0.0477361,0.0297274,0.0393365,0.0403728,0,0,0.0110567,0,0,0.0253721,0.0569056,0.00628146,0.0257283,0.0338323,0.0351303,0.0611859,0.0945262,0.0941381,0.0645335,0.0735193,0.0526082,0.0422274,0.0674221,0.0267846,0,0.0145515,0.0675923,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0276404,0,0,0,0.0412775,0,0.029225,0.0357362,0,0,0.0232372,0,0,0.0343895,0.0295798,0.032927,0.0246511,0.0259661,0.0307479,0.041437,0.0230235,0.0339539,0.0396565,0.029311,0.0345352,0.0344078,0.0194981,0.0282311,0.0152202,0.0401021,0.0176765,0.049953,0.0296584,0.039723,0.0362385,0,0,0.0133103,0,0,0.0247604,0.0574109,0.00819444,0.0256098,0.0316681,0.0401309,0.0609865,0.0926268,0.0935882,0.066175,0.0740095,0.0536221,0.0439283,0.0687581,0.0223922,0.063827,0.0143248,0.07109,0,0,0,0,0,0
6,0,0,0,0,0,0,0.0276725,0,0,0,0.0425356,0,0.0293798,0.0346045,0,0,0.0230906,0,0,0.0344364,0.030309,0.0327831,0.0245473,0.0261741,0.0307901,0.0409843,0.0231082,0.0334739,0.0395825,0.0297636,0.0346105,0.0343589,0.0196112,0.0283708,0.0154841,0.0402477,0.0176606,0.049781,0.0299787,0.0400686,0.0362269,0,0,0.012864,0,0,0.0249693,0.0568275,0.00900028,0.0254105,0.0310602,0.0397468,0.0612417,0.0910967,0.093733,0.0679446,0.0735988,0.0543027,0.0447153,0.0695062,0.0201187,0.063787,0.0144783,0.0708284,0,0,0,0,0,0
7,0,0,0,0,0,0,0.0274167,0,0,0,0.0439795,0,0.0294366,0.0338373,0,0,0.0230071,0,0,0.0344891,0.0310443,0.0326872,0.0245101,0.0264062,0.0308422,0.0406519,0.0231499,0.0329965,0.0396042,0.0301443,0.0348324,0.0342745,0.0196893,0.0284368,0.0159919,0.0403981,0.0176302,0.0487999,0.0307883,0.0404229,0.0362596,0,0,0.0125186,0,0,0.0249368,0.0565503,0.00964969,0.0257691,0.0303873,0.0393234,0.0613629,0.0894228,0.0936136,0.0691202,0.0728561,0.0541071,0.0449344,0.0698049,0.0191522,0.0622158,0.0144351,0.0704286,0,0,0,0,0,0
8,0,0,0,0,0,0,0.027741,0,0,0,0.045316,0,0.02937,0.0332799,0,0,0.0228875,0,0,0.0344389,0.0316144,0.0326585,0.024527,0.0266181,0.0306745,0.040299,0.0231932,0.0324982,0.0395896,0.0305687,0.0348994,0.0343122,0.0196903,0.0285726,0.016676,0.0407677,0.0175777,0.0477398,0.0318695,0.0406153,0.0361089,0,0,0.0123427,0,0,0.0249781,0.0565805,0.010115,0.0264986,0.0296492,0.0391238,0.0610376,0.0879706,0.0931346,0.0695717,0.0720409,0.0533864,0.044828,0.0697131,0.0192794,0.0641252,0.0145031,0.0701487,0,0,0,0,0,0
9,0,0,0,0,0,0,0.0279915,0,0,0,0.0463396,0,0.0292278,0.0331074,0,0,0.0227612,0,0,0.034445,0.0320013,0.0326721,0.0245998,0.0267058,0.030369,0.0397684,0.0232048,0.0321271,0.0395629,0.0308667,0.0348815,0.0343266,0.0195465,0.0285315,0.0174085,0.04108,0.0175643,0.0470455,0.0326533,0.040636,0.0359953,0,0,0.0122372,0,0,0.0249888,0.0567275,0.0103996,0.027097,0.0289633,0.0389971,0.0604891,0.0868103,0.092565,0.0694403,0.0714969,0.0528447,0.0446713,0.069433,0.0199711,0.0654959,0.0145284,0.0697396,0,0,0,0,0,0
10,0,0,0,0,0,0,0.0280842,0,0,0,0.0468441,0,0.0290884,0.0334087,0,0,0.0227153,0,0,0.0345082,0.0322063,0.0327046,0.0247373,0.0267395,0.0299795,0.0392249,0.0231958,0.0320179,0.0395411,0.0310329,0.0347516,0.0342436,0.0192905,0.0282726,0.0181459,0.041348,0.0175384,0.0469253,0.0327133,0.0404316,0.0359396,0,0,0.0121016,0,0,0.0249993,0.056801,0.010511,0.0271925,0.0284582,0.0388432,0.0598846,0.0863633,0.0919641,0.0687171,0.0713809,0.0526807,0.0445412,0.0691975,0.0207456,0.0658226,0.0145174,0.0692743,0,0,0,0,0,0
11,0,0,0,0,0,0,0.0279673,0,0,0,0.0473212,0,0.0288284,0.0341797,0,0,0.0227673,0,0,0.0345998,0.0322603,0.0327518,0.024833,0.0267855,0.0291531,0.0391684,0.022999,0.0319389,0.0394768,0.0311395,0.0345938,0.0341078,0.0191914,0.0279131,0.0189359,0.0413945,0.0175335,0.0467568,0.0320982,0.0401853,0.0359303,0,0,0.0123513,0,0,0.0249371,0.0568297,0.010912,0.0266748,0.0276513,0.0392148,0.0595358,0.0865803,0.0914045,0.0675921,0.0715228,0.0527956,0.0444102,0.0690807,0.0213877,0.0655409,0.0145154,0.0689964,0,0,0,0,0,0
12,0,0,0,0,0,0,0.027858,0,0,0,0.047724,0,0.02861,0.0341827,0,0,0.0226228,0,0,0.0345987,0.0321919,0.0329394,0.0247301,0.0267959,0.0288266,0.0386043,0.0228542,0.0320135,0.0394104,0.0310634,0.0343218,0.0338196,0.0189825,0.0275133,0.0197234,0.041494,0.0174749,0.046974,0.0311404,0.0396042,0.0359084,0,0,0.0122212,0,0,0.0249759,0.0567722,0.010798,0.0265415,0.0275814,0.0390858,0.0593046,0.087253,0.0909048,0.0662563,0.0717824,0.0527634,0.0442256,0.0691512,0.0215045,0.0655897,0.0145407,0.0688414,0,0,0,0,0,0
13,0,0,0,0,0,0,0.0276569,0,0,0,0.0481674,0,0.0283359,0.0346844,0,0,0.0225344,0,0,0.0345929,0.0320706,0.0331138,0.024624,0.026775,0.0285372,0.0378147,0.022866,0.0321735,0.039291,0.0308913,0.0340079,0.0335241,0.0187495,0.0270837,0.0206261,0.0416514,0.0174206,0.0480051,0.0301359,0.0392455,0.0359488,0,0,0.0121492,0,0,0.0249812,0.0565723,0.0106149,0.0265279,0.0276836,0.0389213,0.0590425,0.0879125,0.0904554,0.064949,0.0723521,0.0524386,0.0441557,0.0695708,0.0218841,0.0653566,0.0144946,0.0687539,0,0,0,0,0,0
14,0,0,0,0,0,0,0.0195777,0,0,0,0.0480459,0,0.0285611,0.0349351,0,0,0.0231889,0,0,0.0350132,0.0323394,0.0344506,0.0264842,0.0260107,0.0304497,0.0367794,0.0239685,0.0334574,0.039395,0.0296793,0.0328883,0.0324387,0.0179121,0.0263586,0.021397,0.0400719,0.0172331,0.0482181,0.0291528,0.0388942,0.0404662,0,0,0.0106866,0,0,0.0258337,0.0551616,0.00934759,0.0256351,0.029057,0.0330444,0.0591464,0.0891754,0.0906973,0.0643088,0.0722757,0.0514422,0.0434906,0.0696112,0.0238272,0,0.014362,0.0651366,0,0,0,0,0,0
15,0,0,0,0,0,0,0.0195083,0,0,0,0.0487174,0,0.0279299,0.0352443,0,0,0.0229689,0,0,0.0350263,0.0325653,0.034468,0.0263263,0.0260962,0.0300821,0.0356822,0.0243502,0.0336161,0.0389973,0.0292956,0.0325829,0.0322489,0.0178368,0.025938,0.0227556,0.0402945,0.0171862,0.0469329,0.0297917,0.0391584,0.0406701,0,0,0.0105078,0,0,0.0258501,0.0547897,0.00947783,0.0261441,0.0291669,0.0326068,0.058556,0.0887455,0.0895301,0.0626565,0.0724344,0.0512899,0.0429249,0.0692413,0.023304,0,0.0147141,0.0650699,0,0,0,0,0,0
16,0,0,0,0,0,0,0.0274504,0,0,0,0.0502998,0,0.0264533,0.0353161,0,0,0.0219538,0,0,0.0347461,0.0328731,0.0331789,0.0238644,0.0270396,0.0273875,0.0348517,0.0238176,0.0325871,0.0382384,0.0299006,0.0330414,0.0329226,0.0183685,0.0257271,0.0248956,0.0422977,0.0173853,0.04403,0.0320152,0.0403981,0.0363106,0,0,0.0111162,0,0,0.0249566,0.0554259,0.0113818,0.0283617,0.0276004,0.0378514,0.0566125,0.0861707,0.0871784,0.0606465,0.072332,0.0522367,0.0428036,0.0681914,0.0194756,0.066304,0.0147782,0.0686961,0,0,0,0,0,0
17,0,0,0,0,0,0,0.0195196,0,0,0,0.050582,0,0.0262209,0.0334984,0,0,0.0225113,0,0,0.0352508,0.0340246,0.034318,0.0251204,0.026494,0.0293438,0.0336457,0.0254743,0.0341789,0.0381272,0.0285062,0.0319251,0.0320318,0.0175578,0.0249009,0.026407,0.0408948,0.0172557,0.0399475,0.0307437,0.0407452,0.0410705,0,0,0.010567,0,0,0.0261009,0.0537796,0.011053,0.0288553,0.0282371,0.0317304,0.0557255,0.084805,0.0869362,0.0607499,0.070463,0.0520463,0.0420159,0.0665157,0.0185202,0,0.0148337,0.0649969,0,0,0,0,0,0
18,0,0,0,0,0,0,0.0271859,0,0,0,0.0512948,0,0.024613,0.0333299,0,0,0.021718,0,0,0.0349263,0.0342448,0.0331638,0.0224485,0.0274275,0.0268471,0.0332837,0.0250297,0.0334622,0.0374974,0.0287764,0.0324677,0.0329542,0.0176796,0.0242347,0.0289232,0.0426814,0.0174294,0.041327,0.0298219,0.041905,0.0366434,0,0,0.0108594,0,0,0.0250949,0.0543818,0.0133907,0.0300916,0.0265993,0.037395,0.0536497,0.0821304,0.0858988,0.0614414,0.0704678,0.0525106,0.0425994,0.066858,0.0161099,0.0666883,0.0148609,0.0686658,0,0,0,0,0,0
19,0,0,0,0,0,0,0.027085,0,0,0,0.0505107,0,0.0236245,0.0328285,0,0,0.0216834,0,0,0.0349776,0.034491,0.033556,0.0218406,0.02733,0.0266941,0.0330951,0.0254338,0.0342514,0.0374063,0.0280435,0.0321947,0.0330056,0.0169469,0.022843,0.0312291,0.0426635,0.0175052,0.0398774,0.0293929,0.0425601,0.0367172,0,0,0.0113377,0,0,0.0250999,0.0541023,0.0138557,0.0294853,0.0263566,0.0376379,0.0529994,0.0815138,0.086152,0.0624095,0.0707072,0.0520241,0.0425899,0.0671555,0.016792,0.0663825,0.0144209,0.0688502,0,0,0,0,0,0
20,0,0,0,0,0,0,0.0269219,0,0,0,0.049016,0,0.0225089,0.0320416,0,0,0.0216653,0,0,0.0349078,0.0343802,0.0341865,0.0213656,0.0269874,0.0266871,0.0330114,0.0256755,0.0352901,0.0375659,0.0271396,0.0319065,0.0331288,0.0163302,0.0212228,0.0335412,0.042594,0.0175311,0.03851,0.0292581,0.0426865,0.0368264,0,0,0.0116275,0,0,0.0249434,0.0540099,0.0134533,0.0289002,0.0266628,0.0379755,0.0531599,0.082295,0.0861419,0.0618698,0.071623,0.0516533,0.0423958,0.0669871,0.0187256,0.0660494,0.0142594,0.0691383,0,0,0,0,0,0
21,0,0,0,0,0,0,0.0267116,0,0,0,0.0467196,0,0.0214959,0.0316167,0,0,0.0216157,0,0,0.0348166,0.0343377,0.0349509,0.0206951,0.0263345,0.0268828,0.032876,0.0259175,0.0364759,0.0380198,0.0261769,0.0315462,0.0333167,0.015842,0.0196842,0.035568,0.0424177,0.0175282,0.0393375,0.0289288,0.0424554,0.0369198,0,0,0.0118406,0,0,0.0248418,0.0536181,0.0129162,0.0290644,0.0272702,0.0383498,0.0533469,0.083287,0.085789,0.0603175,0.0723521,0.0516293,0.0420065,0.066087,0.0192992,0.0656312,0.0141501,0.0694975,0,0,0,0,0,0
22,0,0,0,0,0,0,0.0263751,0,0,0,0.045104,0,0.0203982,0.0316459,0,0,0.0216799,0,0,0.0347907,0.0346137,0.0349681,0.0200372,0.0255011,0.0273171,0.0331821,0.0262082,0.0376639,0.0387936,0.0253157,0.0312458,0.033519,0.0154476,0.0183302,0.0365967,0.0420041,0.0175428,0.0405085,0.0284337,0.0421711,0.0370345,0,0,0.0124798,0,0,0.0246238,0.0529144,0.0127517,0.0297122,0.027567,0.039035,0.0534507,0.0837502,0.0852999,0.0588364,0.071835,0.0518118,0.0416378,0.0653738,0.0188236,0.0650171,0.0139829,0.0699163,0,0,0,0,0,0
23,0,0,0,0,0,0,0.0260432,0,0,0,0.0447395,0,0.0190793,0.0317504,0,0,0.0218502,0,0,0.0348139,0.0352423,0.0344781,0.0192673,0.0246193,0.0281478,0.0337684,0.0266728,0.0391562,0.0397012,0.0245361,0.0310244,0.0334432,0.015319,0.0176485,0.0361168,0.0414735,0.0175589,0.0419357,0.0277367,0.0416584,0.0371626,0,0,0.0134092,0,0,0.0243569,0.0520404,0.0129236,0.0308972,0.0276676,0.039847,0.053382,0.0842354,0.0849141,0.0580535,0.0705628,0.0518713,0.04123,0.0647748,0.0176247,0.0643497,0.0138299,0.0704154,0,0,0,0,0,0
24,0,0,0,0,0,0,0.0258269,0,0,0,0.0438616,0,0.0180008,0.0312719,0,0,0.0220717,0,0,0.0348326,0.0360627,0.0340999,0.0183928,0.0238688,0.0292445,0.0346086,0.0275007,0.0408607,0.0406441,0.0237403,0.0309788,0.0331747,0.0154783,0.0176185,0.0343967,0.0409362,0.0175827,0.0429327,0.0267699,0.0409618,0.0372576,0,0,0.01435,0,0,0.0241664,0.0514108,0.0132411,0.0313107,0.0277013,0.0406915,0.0532615,0.0845493,0.0846618,0.0578757,0.0704541,0.0517502,0.0408248,0.0642628,0.0163294,0.0637245,0.0137694,0.0710315,0,0,0,0,0,0
25,0,0,0,0,0,0,0.0257509,0,0,0,0.0424728,0,0.0174614,0.0307325,0,0,0.0223251,0,0,0.0347973,0.0369284,0.0340319,0.0173787,0.0232811,0.030352,0.0355629,0.0285834,0.0423753,0.0415817,0.0231181,0.0310221,0.032859,0.0157909,0.0179914,0.0335854,0.0404847,0.0176387,0.0431562,0.0258286,0.0406529,0.0373413,0,0,0.0150398,0,0,0.024168,0.05123,0.0134799,0.0311112,0.0277741,0.0414218,0.0530439,0.084536,0.0846139,0.0578431,0.0705779,0.0516381,0.0405505,0.0640674,0.0158434,0.0630947,0.0137724,0.0717441,0,0,0,0,0,0
26,0,0,0,0,0,0,0.0257152,0,0,0,0.0404584,0,0.0173397,0.0301297,0,0,0.0225671,0,0,0.0348299,0.0377114,0.0342737,0.0163888,0.0228787,0.0312057,0.0363917,0.0295908,0.043526,0.042137,0.0228036,0.0310722,0.0326898,0.0160469,0.0183918,0.0346264,0.0402044,0.0177532,0.0430398,0.0249512,0.040964,0.0374397,0,0,0.0155005,0,0,0.0241425,0.0513731,0.013544,0.0307972,0.027991,0.0419786,0.0528108,0.0842259,0.0849447,0.0579515,0.0707345,0.0516595,0.0404206,0.0641917,0.0158098,0.0627368,0.0137187,0.0724952,0,0,0,0,0,0
27,0,0,0,0,0,0,0.0257324,0,0,0,0.0383816,0,0.0179747,0.0292069,0,0,0.0228044,0,0,0.0348056,0.0383947,0.0353065,0.0154361,0.0228067,0.0317111,0.0369117,0.0305865,0.0443958,0.0421593,0.0226348,0.0314018,0.0328871,0.0164356,0.0187388,0.036652,0.0400649,0.0178432,0.0424877,0.0242518,0.0415479,0.0375584,0,0,0.0157077,0,0,0.0241726,0.0515238,0.0134285,0.0305678,0.0285123,0.0422575,0.0525467,0.0841098,0.0858367,0.0580154,0.0709078,0.0518042,0.0403304,0.0645041,0.0156834,0.0627633,0.0137257,0.0732503,0,0,0,0,0,0
28,0,0,0,0,0,0,0.0257662,0,0,0,0.0365865,0,0.0201409,0.0281875,0,0,0.0229378,0,0,0.0347357,0.038818,0.0381092,0.0146314,0.0231068,0.0318542,0.0371662,0.0317031,0.0449728,0.0416825,0.0223525,0.0322326,0.0335337,0.0171541,0.0191556,0.0405645,0.0400586,0.0178967,0.0416985,0.0239573,0.042219,0.0377448,0,0,0.0157507,0,0,0.0241866,0.0514528,0.0132651,0.0303168,0.0292193,0.0422925,0.0522256,0.0843368,0.0864152,0.05796,0.0710433,0.051929,0.0402719,0.0648119,0.0150232,0.0628871,0.0138054,0.073914,0,0,0,0,0,0
29,0,0,0,0,0,0,0.0257665,0,0,0,0.035661,0,0.0229651,0.0274652,0,0,0.0230283,0,0,0.0347397,0.0388535,0.0409723,0.0141634,0.0235056,0.0316834,0.0371286,0.0327545,0.0453936,0.0410786,0.0220514,0.0328647,0.0339207,0.0178284,0.0196048,0.0454793,0.0402653,0.017865,0.0408675,0.0236968,0.042725,0.0379428,0,0,0.0157002,0,0,0.0241606,0.0511091,0.0131456,0.0298119,0.0298876,0.0420936,0.051854,0.084442,0.086336,0.0577664,0.0709796,0.0520679,0.0404747,0.0647868,0.0147498,0.063006,0.0138163,0.074368,0,0,0,0,0,0
30,0,0,0,0,0,0,0.0257937,0,0,0,0.0351955,0,0.0240146,0.0272984,0,0,0.0229741,0,0,0.0347575,0.038593,0.0419403,0.0140731,0.0235962,0.0313468,0.0368872,0.0334673,0.045793,0.0409605,0.0218103,0.0326936,0.0334936,0.0179277,0.0198854,0.0474678,0.0405669,0.0178293,0.0398247,0.0233895,0.0431443,0.0381483,0,0,0.015598,0,0,0.0241255,0.0507477,0.0131711,0.0297552,0.0303207,0.0418535,0.0515122,0.084258,0.0862161,0.057622,0.0706487,0.0520187,0.040524,0.064227,0.0150374,0.0631999,0.0138486,0.0745936,0,0,0,0,0,0
31,0,0,0,0,0,0,0.02578,0,0,0,0.0346617,0,0.0241091,0.0271982,0,0,0.0229251,0,0,0.0348009,0.0381736,0.0418085,0.0142567,0.0234619,0.0310823,0.0365248,0.0339789,0.046191,0.040939,0.0215577,0.0323146,0.0327966,0.0181702,0.0203734,0.0466886,0.0408402,0.0178335,0.0386793,0.0232685,0.0433884,0.0383192,0,0,0.015502,0,0,0.0240508,0.0506288,0.0131819,0.0296864,0.0305069,0.0416604,0.0512809,0.084087,0.0860125,0.0576294,0.0703997,0.0517204,0.0403978,0.0631204,0.0155363,0.0630898,0.0138087,0.0746014,0,0,0,0,0,0
32,0,0,0,0,0,0,0.0257947,0,0,0,0.0345469,0,0.0244038,0.0273318,0,0,0.0228656,0,0,0.0348246,0.0378991,0.041471,0.0145207,0.0233237,0.0311347,0.0362098,0.0344069,0.0465963,0.0410188,0.0212333,0.0323354,0.0323968,0.0191047,0.0213679,0.0457697,0.0411209,0.017876,0.0375556,0.0232418,0.0435677,0.0383784,0,0,0.0153575,0,0,0.0240722,0.0505883,0.0131367,0.0294083,0.0305193,0.0414695,0.0512289,0.0840718,0.0857549,0.057794,0.0701796,0.0514904,0.0403149,0.0622601,0.0161702,0.0631045,0.0138333,0.0745244,0,0,0,0,0,0
33,0,0,0,0,0,0,0.0258161,0,0,0,0.0346323,0,0.0243886,0.0277553,0,0,0.0227401,0,0,0.034722,0.0378762,0.0413647,0.014824,0.0232347,0.0314144,0.0358948,0.0346809,0.0469088,0.0411939,0.020963,0.0327219,0.0322416,0.0204685,0.022662,0.0448172,0.0413182,0.017867,0.0367666,0.0232315,0.0436755,0.0383905,0,0,0.0152594,0,0,0.0241578,0.0506403,0.0129428,0.0289577,0.0304998,0.0413717,0.0512951,0.0842568,0.0859296,0.0579231,0.0702382,0.0514513,0.040306,0.0621258,0.0169012,0.0632607,0.0139046,0.0744437,0,0,0,0,0,0
34,0,0,0,0,0,0,0.0257048,0,0,0,0.0347714,0,0.0243143,0.028356,0,0,0.0225949,0,0,0.0345945,0.0380143,0.041354,0.0150876,0.0231938,0.0317174,0.0355275,0.0348469,0.0470737,0.0413711,0.0207191,0.0330737,0.0322231,0.0215004,0.0237977,0.0435147,0.0414009,0.0178084,0.0365661,0.0233349,0.0437788,0.0384258,0,0,0.0152592,0,0,0.024183,0.0507835,0.0126441,0.0285439,0.0305217,0.0413907,0.0514119,0.0846122,0.0862603,0.0579027,0.0704149,0.0515218,0.0403877,0.0625116,0.0173566,0.063102,0.0138926,0.0743358,0,0,0,0,0,0
35,0,0,0,0,0,0,0.0255642,0,0,0,0.0351112,0,0.0246144,0.0287581,0,0,0.0224633,0,0,0.0345277,0.0381761,0.0412167,0.0153092,0.0232109,0.0319792,0.0351943,0.0350604,0.0471537,0.0414684,0.0205173,0.0331762,0.0322179,0.0219835,0.0244367,0.0421354,0.0413658,0.0177484,0.0368073,0.0234328,0.0439702,0.0384298,0,0,0.0153003,0,0,0.0242305,0.0510196,0.0123925,0.0282082,0.030554,0.0415343,0.051442,0.0849056,0.0864791,0.0580811,0.0703299,0.05169,0.0404955,0.0632399,0.0174802,0.0629461,0.0139125,0.0741916,0,0,0,0,0,0
36,0,0,0,0,0,0,0.0254456,0,0,0,0.0354492,0,0.0249817,0.0290467,0,0,0.0223436,0,0,0.0345031,0.0384021,0.0410199,0.01543,0.0232808,0.0321428,0.0348936,0.0353482,0.0472722,0.0414567,0.0203073,0.0330792,0.0321444,0.0220409,0.024545,0.0407458,0.0412125,0.0176848,0.0371637,0.0241035,0.044279,0.0383616,0,0,0.0153862,0,0,0.0243177,0.0512296,0.0122657,0.0279368,0.0305713,0.0416897,0.0513233,0.0846658,0.0864927,0.0582777,0.0701345,0.0518253,0.0408198,0.0635014,0.0173499,0.0630141,0.0139849,0.0740403,0,0,0,0,0,0
37,0,0,0,0,0,0,0.0252423,0,0,0,0.0356679,0,0.0252335,0.0291734,0,0,0.022264,0,0,0.0344962,0.0386102,0.0407624,0.0154902,0.0233228,0.0321789,0.0346399,0.0357524,0.047423,0.0413506,0.020049,0.0328362,0.031865,0.0218196,0.0242352,0.0393086,0.0410265,0.017628,0.0375698,0.0245391,0.0445828,0.0383131,0,0,0.0155053,0,0,0.0242666,0.0514678,0.0122198,0.027728,0.0305616,0.0418015,0.0511651,0.0837642,0.0866195,0.0585017,0.069844,0.051797,0.0408529,0.0633542,0.0168974,0.0628365,0.0139856,0.0737856,0,0,0,0,0,0
38,0,0,0,0,0,0,0.0296701,0,0,0,0.0359538,0,0.0253693,0.0290064,0,0,0.0220753,0,0,0.0344508,0.0390815,0.0402307,0.0155616,0.0234069,0.0324011,0.0339601,0.0362141,0.047522,0.0411556,0.0198894,0.0324515,0.0314322,0.0216593,0.0238852,0.0370509,0.0393281,0.0182091,0.0382024,0.0246711,0.0448925,0.0386961,0,0,0.0181117,0,0,0.0236663,0.051744,0.0118721,0.0278104,0.0305153,0.0440083,0.0508428,0.0826829,0.0864326,0.0585441,0.0696594,0.0518216,0.0408392,0.0632427,0.01572,0.0599536,0.013468,0.0749725,0,0,0,0,0,0.0319874
39,0,0,0,0,0,0,0.0295725,0,0,0,0.0362643,0,0.0254178,0.0290581,0,0,0.021958,0,0,0.0344354,0.0393373,0.0397721,0.0155133,0.0234205,0.032452,0.0339512,0.0367038,0.047747,0.0409753,0.0196395,0.0320055,0.0309283,0.0216436,0.0237741,0.0348306,0.0391406,0.0182107,0.0386913,0.02498,0.045118,0.0387345,0,0,0.0182595,0,0,0.0236538,0.052065,0.011979,0.027861,0.0304373,0.0440633,0.0508132,0.0824004,0.0862691,0.0587969,0.069409,0.0516788,0.0407892,0.0629848,0.0146746,0.0597793,0.0134917,0.0747714,0,0,0,0,0,0.0321839
40,0,0,0,0,0,0,0.0295215,0,0,0,0.0366151,0,0.0254001,0.0290252,0,0,0.0219654,0,0,0.0343786,0.0395407,0.0394923,0.0155019,0.0234093,0.0325228,0.0339878,0.0372154,0.0480002,0.0408283,0.0194411,0.031714,0.03061,0.0216412,0.0239959,0.0327306,0.0390265,0.0181984,0.0390357,0.0252952,0.0453641,0.0387589,0,0,0.0183227,0,0,0.023686,0.0524425,0.0120824,0.0278422,0.030388,0.0440573,0.0507994,0.0823618,0.0862292,0.0590268,0.0692111,0.0516562,0.0407382,0.0627857,0.0138701,0.0598397,0.0135397,0.0745824,0,0,0,0,0,0.032242
